token,bearers,as_given,as_surname,as_married,behaves,patronymic_marker,script,placeholder
Hohelohe-Langenburg,1,0,1,0,surname,,Latin,
Hohenberg-Nagold,1,0,1,1,surname,,Latin,
Hohenberg-Rotenburg,1,0,1,1,surname,,Latin,
Hohendorf,1,0,1,1,surname,,Latin,
Hohenfels-Reipoldskirchen,1,0,1,1,surname,,Latin,
Hoheniche-Neuenstein,1,0,1,1,surname,,Latin,
Hohenlohe-Barenstein,1,0,1,1,surname,,Latin,
Hohenlohe-Brauneck,1,0,1,0,surname,,Latin,
Hohenlohe-Brauneck-Neuhaus,1,0,0,1,married-only,,Latin,
Hohenlohe-Braunecke,1,0,0,1,married-only,,Latin,
Hohenlohe-Hohenlohe,1,0,1,1,surname,,Latin,
Hohenlohe-Neuenstein-Weickersheim,1,0,0,1,married-only,,Latin,
Hohenlohe-Neunstein,1,0,1,0,surname,,Latin,
Hohenlohe-Neustein,1,0,1,1,surname,,Latin,
Hohenlohe-Oehringen,1,0,0,1,married-only,,Latin,
Hohenlohe-Schillingsfürst-Weikersheim,1,0,0,1,married-only,,Latin,
Hohenlohe-Weickersheim,1,0,0,1,married-only,,Latin,
Hohenlohe-neuenstein,1,0,0,1,married-only,,Latin,
Hohenlore-Langenburg,1,0,1,0,surname,,Latin,
Hohenrechberg-Aichen,1,0,0,1,married-only,,Latin,
Hohensolms,1,0,0,1,married-only,,Latin,
Hohenstaufų,1,0,1,0,surname,,Latin,
Hohenwart,1,0,1,1,surname,,Latin,
Hohenz.,1,0,1,0,surname,,Latin,
Hohenzikkern,1,0,0,1,married-only,,Latin,
Hohenzoller,1,0,1,0,surname,,Latin,
Hohenzolleren,1,0,1,0,surname,,Latin,
Hohenzollern-Nuremberg,1,0,0,1,married-only,,Latin,
Hohnstein-Heringen,1,0,1,0,surname,,Latin,
Hohnstein-Vierraden,1,0,1,1,surname,,Latin,
Hohodemi-Hoori,1,1,0,0,given,,Latin,
Hohrmann,1,0,1,0,surname,,Latin,
Hoi,1,1,0,0,given,,Latin,
Hoie,1,0,0,1,married-only,,Latin,
Hoiland,1,0,0,1,married-only,,Latin,
Hoile,1,0,1,0,surname,,Latin,
Hoja,1,0,1,0,surname,,Latin,
Hoje,1,0,1,0,surname,,Latin,
Hok,1,1,1,0,both,,Latin,
Hokinokami,1,1,0,0,given,,Latin,
Hokynton,1,1,0,0,given,,Latin,
Hol,1,0,0,1,married-only,,Latin,
Holcot,1,0,1,0,surname,,Latin,
Holdekje,1,0,0,1,married-only,,Latin,
Holdridge,1,0,1,1,surname,,Latin,
Holevy,1,1,0,0,given,,Latin,
Holgate,1,0,1,0,surname,,Latin,
Holgeir,1,1,0,0,given,,Latin,
Holgerd,1,1,0,0,given,,Latin,
Holgerdatter,1,1,0,0,given,-datter,Latin,
Holgerdtr,1,1,0,0,given,,Latin,
Holguín),1,0,1,0,surname,,Latin,
Holhur,1,1,0,0,given,,Latin,
Holi,1,1,0,0,given,,Latin,
Holická,1,0,1,0,surname,,Latin,
Holika,1,1,0,0,given,,Latin,
Holister,1,0,0,1,married-only,,Latin,
Holitscher,1,0,1,0,surname,,Latin,
Holjeson,1,1,0,0,given,-son,Latin,
Holk,1,0,0,1,married-only,,Latin,
Holkiyah,1,1,0,0,given,,Latin,
Holladay,1,0,0,1,married-only,,Latin,
Hollands,1,0,1,0,surname,,Latin,
Holland’,1,1,0,0,given,,Latin,
Hollant,1,0,1,0,surname,,Latin,
Hollantilainen,1,0,1,0,surname,,Latin,
Hollberg,1,0,0,1,married-only,,Latin,
Holle,1,0,0,1,married-only,,Latin,
Holleschau,1,0,0,1,married-only,,Latin,
Hollibone,1,0,1,0,surname,,Latin,
Hollingum,1,0,1,0,surname,,Latin,
Hollins,1,0,1,0,surname,,Latin,
Hollo,1,1,0,0,given,,Latin,
Holmabakkjen,1,0,1,0,surname,,Latin,
Holmdis,1,1,0,0,given,,Latin,
Holmefjord,1,0,0,1,married-only,,Latin,
Holmegaard,1,0,0,1,married-only,,Latin,
Holmestad,1,0,0,1,married-only,,Latin,
Holmfast,1,1,0,0,given,,Latin,
Holmfred,1,1,0,0,given,,Latin,
Holmgang,1,1,0,0,given,,Latin,
Holmgangs-Starri,1,1,0,0,given,,Latin,
Holmgard,1,1,0,0,given,,Latin,
Holmgarth,1,1,0,0,given,,Latin,
Holmgersen,1,0,1,0,surname,-sen,Latin,
Holmgild,1,0,0,1,married-only,,Latin,
Holmgongu-Starri,1,1,0,0,given,,Latin,
Holmgudsen,1,0,0,1,married-only,-sen,Latin,
Holmgudson,1,1,0,0,given,-son,Latin,
Holmgård,1,0,1,0,surname,,Latin,
Holmsk,1,0,0,1,married-only,,Latin,
Holmsol,1,1,0,0,given,,Latin,
Holmsteinson,1,0,0,1,married-only,-son,Latin,
Holmsten,1,0,0,1,married-only,,Latin,
Holmøy,1,0,1,0,surname,,Latin,
Holofernes,1,1,0,0,given,,Latin,
Holovčinska,1,0,0,1,married-only,,Latin,
Holovčinskis,1,0,1,0,surname,,Latin,
Holrod-Halle,1,1,0,0,given,,Latin,
Holrodsdatter,1,1,0,0,given,-sdatter,Latin,
Holstad,1,0,0,1,married-only,,Latin,
Holstangen,1,0,0,1,married-only,,Latin,
Holstein-Heinigen,1,0,1,0,surname,,Latin,
Holstein-Schauenburg-Gemen,1,0,0,1,married-only,,Latin,
Holstein-Segeberg,1,0,1,0,surname,,Latin,
Holstein-Stormarn,1,0,1,0,surname,,Latin,
Holstein-schauenburg,1,1,0,0,given,,Latin,
Holstenius,1,0,0,1,married-only,,Latin,
Holsza,1,1,0,0,given,,Latin,
Holszany,1,0,1,0,surname,,Latin,
Holsztyńska,1,1,0,0,given,,Latin,
Holtason,1,0,1,1,surname,-son,Latin,
Holten,1,0,0,1,married-only,,Latin,
Holton,1,0,1,0,surname,,Latin,
Holtu,1,1,0,0,given,,Latin,
Holtz,1,0,0,1,married-only,,Latin,
Holveiet,1,0,1,1,surname,,Latin,
Holven,1,0,0,1,married-only,,Latin,
Holy,1,1,0,0,given,,Latin,
Holy),1,1,0,0,given,,Latin,
Holyer,1,0,0,1,married-only,,Latin,
Holyman,1,0,1,0,surname,,Latin,
Holzach,1,0,1,0,surname,,Latin,
Holzgau,1,0,1,0,surname,,Latin,
Holzinger,1,0,0,1,married-only,,Latin,
Holšteino,1,0,1,0,surname,,Latin,
Homa,1,1,0,0,given,,Latin,
Homberg-Tierstein,1,0,0,1,married-only,,Latin,
Homdrom,1,0,0,1,married-only,,Latin,
Homel-Alphonsine,1,0,1,0,surname,,Latin,
Homen,1,0,0,1,married-only,,Latin,
Homes,1,0,0,1,married-only,,Latin,
Homewood,1,0,0,1,married-only,,Latin,
Homijati,1,1,0,0,given,,Latin,
Homlett,1,0,1,1,surname,,Latin,
Hommarsåg,1,1,0,0,given,,Latin,
Homsiah,1,1,0,0,given,,Latin,
Homstol,1,0,0,1,married-only,,Latin,
Homuda,1,1,0,0,given,,Latin,
Hon.,1,1,0,0,given,,Latin,
Hona,1,1,0,0,given,,Latin,
Honaseh,1,1,0,0,given,,Latin,
Hondeschote,1,0,1,1,surname,,Latin,
Hondius,1,0,0,1,married-only,,Latin,
Hondorph,1,0,0,1,married-only,,Latin,
Honduras),1,0,0,1,married-only,,Latin,
Hone,1,0,1,0,surname,,Latin,
Honel,1,1,0,0,given,,Latin,
Honeland,1,0,1,0,surname,,Latin,
Honen,1,1,0,0,given,,Latin,
Honeycutt,1,0,0,1,married-only,,Latin,
Honfroy,1,1,0,0,given,,Latin,
Hong-Il,1,1,0,0,given,,Latin,
Honggodipo,1,1,0,0,given,,Latin,
Honggowono,1,1,0,0,given,,Latin,
Honggoyudo,1,1,0,0,given,,Latin,
Hongran,1,1,0,0,given,,Latin,
Hong심,1,1,0,0,given,,mixed:Hangul+Latin,
Honigbaum,1,0,1,0,surname,,Latin,
Honnecourt,1,0,1,0,surname,,Latin,
Honnemyr-Gjernes,1,0,0,1,married-only,,Latin,
Honnesdatter,1,1,0,0,given,-sdatter,Latin,
Honnet,1,1,0,0,given,,Latin,
Honningdal,1,0,0,1,married-only,,Latin,
Hono,1,0,0,1,married-only,,Latin,
Honom,1,1,0,0,given,,Latin,
Honorate,1,1,0,0,given,,Latin,
Honorati,1,0,0,1,married-only,,Latin,
Honoratus,1,1,0,0,given,,Latin,
Honore,1,1,0,0,given,,Latin,
Honorina,1,1,0,0,given,,Latin,
Honowo,1,1,0,0,given,,Latin,
Honstein-Sondershausen,1,0,1,1,surname,-sen,Latin,
Honve,1,0,0,1,married-only,,Latin,
Honwai,1,1,0,0,given,,Latin,
Hony,1,0,1,0,surname,,Latin,
Hooke,1,0,0,1,married-only,,Latin,
Hooper/,1,0,1,0,surname,,Latin,
Hoopes,1,0,0,1,married-only,,Latin,
Hooriホオリ,1,1,0,0,given,,mixed:Kana+Latin,
Hooser,1,0,0,1,married-only,,Latin,
Hoot,1,1,0,0,given,,Latin,
Hopcroft,1,0,0,1,married-only,,Latin,
Hope(Tysnes),1,0,1,0,surname,,Latin,
Hopkinson,1,0,0,1,married-only,-son,Latin,
Hopland,1,0,1,0,surname,,Latin,
Hopper,1,0,0,1,married-only,,Latin,
Hoppin,1,0,0,1,married-only,,Latin,
Hor-Pasebakhaenniut,1,1,0,0,given,,Latin,
Horayth,1,1,0,0,given,,Latin,
Horaz,1,1,0,0,given,,Latin,
Horbach,1,0,1,0,surname,,Latin,
Horbaef,1,1,0,0,given,,Latin,
Horbert,1,1,0,0,given,,Latin,
Horda,1,0,0,1,married-only,,Latin,
Horda-Kåre,1,1,0,0,given,,Latin,
Horda-Kåredotter,1,0,0,1,married-only,-dotter,Latin,
Horda-Kåresdotter,1,0,0,1,married-only,-sdotter,Latin,
Horde),1,1,0,0,given,,Latin,
Hordeel,1,0,1,0,surname,,Latin,
Hordjedef,1,1,0,0,given,,Latin,
Horemtaku,1,1,0,0,given,,Latin,
Horezmi,1,1,0,0,given,,Latin,
Horgersdatter,1,1,0,0,given,-sdatter,Latin,
Horiniwa,1,0,1,1,surname,,Latin,
Horkanos,1,0,0,1,married-only,,Latin,
Horkheimer,1,0,0,1,married-only,,Latin,
Hormachea,1,0,0,1,married-only,,Latin,
Hormaechea,1,0,1,1,surname,,Latin,
Hormat,1,1,0,0,given,,Latin,
Hormidès,1,1,0,0,given,,Latin,
Hormisdas),1,1,0,0,given,,Latin,
Hormizddukhtak,1,1,0,0,given,,Latin,
Hormozd),1,0,0,1,married-only,,Latin,
Hormozd-doḵt,1,1,0,0,given,,Latin,
Hormozdak,1,1,0,0,given,,Latin,
Hormuz,1,0,0,1,married-only,,Latin,
Hornakht,1,1,0,0,given,,Latin,
Hornbostel,1,0,0,1,married-only,,Latin,
Hornemann,1,1,0,0,given,,Latin,
Horner,1,0,1,0,surname,,Latin,
Hornet,1,1,0,0,given,,Latin,
Hornetjer,1,1,0,0,given,,Latin,
Hornetjerkhet,1,1,0,0,given,,Latin,
Hornsgaard,1,0,1,1,surname,,Latin,
Horo,1,1,0,0,given,,Latin,
Horodeńsa,1,0,1,0,surname,,Latin,
Horodner,1,1,0,0,given,,Latin,
Horonite,1,1,0,0,given,,Latin,
"Horonite""",1,1,0,0,given,,Latin,
Horovich,1,0,1,0,surname,-ovich,Latin,
Horovitz,1,0,1,0,surname,,Latin,
Horowits,1,0,0,1,married-only,,Latin,
Horowitz-,1,0,0,1,married-only,,Latin,
Horr,1,0,1,0,surname,,Latin,
Horrebov,1,0,1,1,surname,,Latin,
Horsa,1,1,0,0,given,,Latin,
Horsen,1,0,0,1,married-only,-sen,Latin,
Horsey,1,0,0,1,married-only,,Latin,
Horsford/Hosford,1,0,0,1,married-only,,Latin,
Horsten,1,1,0,0,given,,Latin,
Horta,1,0,0,1,married-only,,Latin,
Hortenese,1,1,0,0,given,,Latin,
Hortensa,1,1,0,0,given,,Latin,
Hortensi,1,1,0,0,given,,Latin,
Hortensianus,1,1,0,1,given,,Latin,
Hortensio,1,1,0,0,given,,Latin,
Horterie,1,1,0,0,given,,Latin,
Hortiguera,1,1,0,0,given,,Latin,
Hortiz,1,0,1,0,surname,,Latin,
Hortle,1,0,0,1,married-only,,Latin,
Hortência,1,1,0,0,given,,Latin,
Hortúa,1,0,1,1,surname,,Latin,
Hortúñez,1,0,0,1,married-only,,Latin,
Horvendill,1,1,0,0,given,,Latin,
Horvick,1,0,1,0,surname,,Latin,
Horwarth,1,1,0,0,given,,Latin,
Hosch,1,0,0,1,married-only,,Latin,
Hose,1,0,1,0,surname,,Latin,
Hosen,1,1,0,0,given,-sen,Latin,
Hoshovda,1,0,0,1,married-only,,Latin,
Hosibah,1,1,0,0,given,,Latin,
Hosidia,1,1,0,0,given,,Latin,
Hosker,1,0,1,0,surname,,Latin,
Hoskulddtr,1,0,1,1,surname,,Latin,
Hoskuldsdatter,1,1,0,0,given,-sdatter,Latin,
Hoskyns,1,0,0,1,married-only,,Latin,
Hosley,1,0,0,1,married-only,,Latin,
Hospes,1,0,0,1,married-only,,Latin,
Hossein],1,1,0,0,given,,Latin,
Hosseini,1,0,0,1,married-only,,Latin,
Hosseyn,1,1,0,0,given,,Latin,
Hossie,1,0,0,1,married-only,,Latin,
Hostaden,1,0,1,1,surname,,Latin,
Hostage,1,0,0,1,married-only,,Latin,
Hostilia,1,1,0,0,given,,Latin,
Hosto,1,1,0,0,given,,Latin,
Hoston,1,1,0,0,given,,Latin,
Hosuseri,1,1,0,0,given,,Latin,
Hot-Head,1,0,0,1,married-only,,Latin,
Hotari,1,0,0,1,married-only,,Latin,
Hotep,1,1,0,0,given,,Latin,
Hotepsekhemwy,1,1,0,0,given,,Latin,
Hotetovski,1,0,0,1,married-only,,Latin,
Hotoft,1,0,1,0,surname,,Latin,
Hotofte,1,0,0,1,married-only,,Latin,
Hotra,1,1,0,0,given,,Latin,
Hotten,1,0,1,0,surname,,Latin,
Hottum,1,0,1,0,surname,,Latin,
Hotvet,1,0,0,1,married-only,,Latin,
Houdon,1,0,1,0,surname,,Latin,
Houffalize,1,0,0,1,married-only,,Latin,
Hougaard,1,0,0,1,married-only,,Latin,
Hougaerde,1,0,1,1,surname,,Latin,
Hougen,1,0,0,1,married-only,,Latin,
Hougendoubler,1,0,0,1,married-only,,Latin,
Hougsten,1,0,1,0,surname,,Latin,
Hougvolstad,1,0,1,0,surname,,Latin,
Houkha-Bekhi,1,0,0,1,married-only,,Latin,
Hourdaine,1,1,0,0,given,,Latin,
Houses,1,1,0,0,given,,Latin,
Houshang,1,1,0,0,given,,Latin,
Houshi-no-kimi法師君,1,1,0,0,given,,mixed:Han+Latin,
Housman,1,0,0,1,married-only,,Latin,
Houssak,1,1,0,0,given,,Latin,
Houtekerke,1,0,1,1,surname,,Latin,
Hovda-Tordsson,1,0,0,1,married-only,-sson,Latin,
Hovdastad,1,0,0,1,married-only,,Latin,
Hovden,1,0,0,1,married-only,,Latin,
Hovedgaard,1,0,0,1,married-only,,Latin,
Hovedøya,1,1,0,0,given,,Latin,
Hoves,1,0,1,1,surname,,Latin,
Hovgaard,1,0,1,0,surname,,Latin,
Hovgrimson,1,0,0,1,married-only,-son,Latin,
Hovgrimur,1,1,0,0,given,,Latin,
Hovi(Havgrinmsson),1,0,0,1,married-only,,Latin,
Hovin,1,0,1,0,surname,,Latin,
Hovind,1,0,1,0,surname,,Latin,
Hovinsholm,1,0,1,0,surname,,Latin,
Hovland-Tveit,1,0,0,1,married-only,,Latin,
Hovmand,1,0,0,1,married-only,,Latin,
Howarda,1,1,0,0,given,,Latin,
Howd,1,0,1,0,surname,,Latin,
Howerton,1,0,0,1,married-only,,Latin,
Howland,1,1,0,0,given,,Latin,
Howse,1,0,0,1,married-only,,Latin,
Howth,1,1,0,0,given,,Latin,
Hoyau,1,1,0,0,given,,Latin,
Hoyo,1,0,1,0,surname,,Latin,
Hozai,1,1,0,0,given,,Latin,
Hołowczyńska,1,0,0,1,married-only,,Latin,
Hołowczyński,1,0,1,1,surname,,Latin,
Hr.,1,1,0,0,given,,Latin,
Hradec-Prcice,1,0,1,1,surname,,Latin,
Hraerek,1,1,0,0,given,,Latin,
Hraereksdatter,1,0,1,0,surname,-sdatter,Latin,
Hraeric,1,1,0,0,given,,Latin,
Hrafnhildur,1,1,0,0,given,,Latin,
Hrafnista,1,0,0,1,married-only,,Latin,
Hrafnsdatter,1,0,1,1,surname,-sdatter,Latin,
Hrafnsdottir,1,0,0,1,married-only,-sdottir,Latin,
Hrafunkelsson,1,0,0,1,married-only,-sson,Latin,
Hrani,1,1,0,0,given,,Latin,
Hranimir,1,1,0,0,given,,Latin,
Hranimír,1,1,0,0,given,,Latin,
Hrant,1,1,0,0,given,,Latin,
Hrapp,1,1,0,0,given,,Latin,
Hrappur,1,1,0,0,given,,Latin,
Hratchia,1,1,0,0,given,,Latin,
Hravnhild,1,1,0,0,given,,Latin,
Hrebljan,1,1,0,0,given,,Latin,
Hrefna,1,1,0,0,given,,Latin,
Hrehory,1,1,0,0,given,,Latin,
Hreidarson,1,0,0,1,married-only,-son,Latin,
Hrein,1,1,0,0,given,,Latin,
Hreinn,1,1,0,0,given,,Latin,
Hreinsdottir,1,0,0,1,married-only,-sdottir,Latin,
Hreinsson,1,0,0,1,married-only,-sson,Latin,
Hrelbud,1,1,0,0,given,,Latin,
Hrelbudski,1,1,0,0,given,,Latin,
Hrere,1,1,0,0,given,,Latin,
Hreðric,1,1,0,0,given,,Latin,
Hridik,1,1,0,0,given,,Latin,
Hrifla,1,1,0,0,given,,Latin,
Hrifluson,1,0,0,1,married-only,-son,Latin,
Hrihory,1,1,0,0,given,,Latin,
Hringas,1,1,0,0,given,,Latin,
Hringo,1,0,1,0,surname,,Latin,
Hringr,1,1,0,0,given,,Latin,
Hringsdóttir,1,0,1,1,surname,-sdóttir,Latin,
Hrinhild,1,1,0,0,given,,Latin,
Hrisar,1,0,0,1,married-only,,Latin,
Hrishikesh,1,1,0,0,given,,Latin,
Hrisilina,1,0,0,1,married-only,,Latin,
Hroaldur,1,1,0,0,given,,Latin,
Hroar,1,1,0,0,given,,Latin,
Hroarsdatter,1,0,1,1,surname,-sdatter,Latin,
Hrodgeirsdottir,1,0,1,1,surname,-sdottir,Latin,
Hrodmarsson,1,0,0,1,married-only,-sson,Latin,
Hrodoald,1,1,0,0,given,,Latin,
Hrolfinkelsson,1,0,1,0,surname,-sson,Latin,
Hrolfr,1,1,0,0,given,,Latin,
Hrolfsdatter,1,0,0,1,married-only,-sdatter,Latin,
Hrolfson,1,0,1,1,surname,-son,Latin,
Hrolfur,1,1,0,0,given,,Latin,
Hrollagusson,1,0,1,0,surname,-sson,Latin,
Hrollaug),1,1,0,0,given,,Latin,
Hrollaugsdatter,1,0,0,1,married-only,-sdatter,Latin,
Hrollaugsdottir,1,0,1,1,surname,-sdottir,Latin,
Hrolleif,1,1,0,0,given,,Latin,
Hrolleifsson,1,0,0,1,married-only,-sson,Latin,
Hronn,1,1,0,0,given,,Latin,
Hross-Bjørn,1,1,0,0,given,,Latin,
Hrosskel,1,1,0,0,given,,Latin,
Hrosskelson,1,0,0,1,married-only,-son,Latin,
Hrothgar,1,1,0,0,given,,Latin,
Hrothgarsson,1,1,0,0,given,-sson,Latin,
Hrothilidis,1,1,0,0,given,,Latin,
Hroy,1,1,0,0,given,,Latin,
Hroðgar,1,1,0,0,given,,Latin,
Hroðulf,1,1,0,0,given,,Latin,
Hruagain,1,1,0,0,given,,Latin,
Hruodun,1,1,0,0,given,,Latin,
Hruotgang),1,1,0,0,given,,Latin,
Hrutson,1,0,1,1,surname,-son,Latin,
Hryhorij,1,1,0,0,given,,Latin,
Hryp,1,1,0,0,given,,Latin,
Hróadóttir,1,0,1,0,surname,-dóttir,Latin,
Hróald,1,1,0,0,given,,Latin,
Hróaldsdóttir,1,0,1,1,surname,-sdóttir,Latin,
Hróarsson,1,0,1,1,surname,-sson,Latin,
Hrómundarson,1,0,0,1,married-only,-son,Latin,
Hrómundrsdóttir,1,0,1,1,surname,-sdóttir,Latin,
Hrómundur,1,1,0,0,given,,Latin,
Hróðgeir,1,1,0,0,given,,Latin,
Hróðmundsson,1,0,0,1,married-only,-sson,Latin,
Hróðmundur,1,1,0,0,given,,Latin,
Hróðný,1,1,0,0,given,,Latin,
Hrøríkʀ,1,1,0,0,given,,Latin,
Hrútsson,1,0,0,1,married-only,-sson,Latin,
Hrútur,1,1,0,0,given,,Latin,
Hsiao-chi,1,1,0,0,given,,Latin,
Hsieh,1,1,0,0,given,,Latin,
Hsin-Chang,1,1,0,0,given,,Latin,
Hsiu,1,1,0,0,given,,Latin,
Hsiung,1,1,0,0,given,,Latin,
Huacac,1,0,0,1,married-only,,Latin,
Huacachillac,1,1,0,0,given,,Latin,
Huacaltzintli,1,1,0,0,given,,Latin,
Huaccac,1,1,0,0,given,,Latin,
Huah,1,1,0,0,given,,Latin,
Huai),1,1,0,0,given,,Latin,
Huaidao,1,1,0,0,given,,Latin,
Huaide,1,1,0,0,given,,Latin,
Huallu,1,1,0,0,given,,Latin,
Huaman,1,1,0,0,given,,Latin,
Huamán,1,0,0,1,married-only,,Latin,
Huangpu,1,1,0,0,given,,Latin,
Huani,1,0,0,1,married-only,,Latin,
Huaranca,1,0,0,1,married-only,,Latin,
Huarca,1,1,0,0,given,,Latin,
Huarcay,1,0,0,1,married-only,,Latin,
Huari,1,0,0,1,married-only,,Latin,
Huayhua,1,0,0,1,married-only,,Latin,
Huayin,1,1,0,0,given,,Latin,
Huayna,1,1,0,0,given,,Latin,
Hubaish,1,1,0,0,given,,Latin,
Hubaldis,1,1,0,0,given,,Latin,
Hubaldo,1,1,0,0,given,,Latin,
Huban,1,1,0,0,given,,Latin,
Hubayrah,1,1,0,0,given,,Latin,
Hubbai,1,1,0,0,given,,Latin,
Hubbel,1,0,1,0,surname,,Latin,
Hubbell,1,1,0,0,given,,Latin,
Hubble,1,1,0,0,given,,Latin,
Huberband,1,0,0,1,married-only,,Latin,
Huberta,1,1,0,0,given,,Latin,
Huberto,1,1,0,0,given,,Latin,
Hubertus,1,1,0,0,given,,Latin,
Hubshiya,1,1,0,0,given,,Latin,
Hubshiyya,1,1,0,0,given,,Latin,
Huchberger,1,0,1,0,surname,,Latin,
Huching,1,1,0,0,given,,Latin,
Huchtred,1,1,0,0,given,,Latin,
Huchutsiuen,1,1,0,0,given,,Latin,
Huciano,1,0,0,1,married-only,,Latin,
Huck,1,1,0,0,given,,Latin,
Huckstep,1,0,1,0,surname,,Latin,
Hucpoldinga,1,0,1,0,surname,,Latin,
Hudaiyyah,1,1,0,0,given,,Latin,
Hudaja,1,1,0,0,given,,Latin,
Hudawidjaya,1,1,0,0,given,,Latin,
Hudawikarta,1,1,0,0,given,,Latin,
Huddesfield,1,0,0,1,married-only,,Latin,
Hudhayl,1,1,0,0,given,,Latin,
Hudheem,1,1,0,0,given,,Latin,
Hudi,1,1,0,0,given,,Latin,
Hudis,1,1,0,0,given,,Latin,
Hudleston,1,0,1,1,surname,,Latin,
Hudokoro,1,0,1,1,surname,,Latin,
Hudvichius,1,0,0,1,married-only,,Latin,
Hueber,1,0,1,1,surname,,Latin,
Huebert,1,1,0,0,given,,Latin,
Huehe,1,1,0,0,given,,Latin,
Huehuetzin,1,1,0,0,given,,Latin,
Huelin,1,1,0,0,given,,Latin,
Huelva,1,0,0,1,married-only,,Latin,
Huenia,1,1,0,0,given,,Latin,
Huer,1,1,0,0,given,,Latin,
Hueris,1,0,0,1,married-only,,Latin,
Huertas,1,0,0,1,married-only,,Latin,
Huesden,1,0,1,0,surname,,Latin,
Huetschy,1,0,1,0,surname,,Latin,
Huey,1,0,0,1,married-only,,Latin,
Hufeisen,1,0,1,0,surname,-sen,Latin,
Hufes,1,0,0,1,married-only,,Latin,
Huffenreuter,1,1,0,0,given,,Latin,
Huffman,1,0,0,1,married-only,,Latin,
Huffmann,1,0,1,1,surname,,Latin,
Hufheisen,1,0,0,1,married-only,-sen,Latin,
Hufn,1,0,0,1,married-only,,Latin,
Hufnagel,1,0,0,1,married-only,,Latin,
Hufo,1,1,0,0,given,,Latin,
Hugas,1,1,0,0,given,,Latin,
Hugbert,1,1,0,0,given,,Latin,
Hugbrecht,1,1,0,0,given,,Latin,
Hugdes,1,1,0,0,given,,Latin,
Hugheina,1,1,0,0,given,,Latin,
Hugher,1,1,0,0,given,,Latin,
Hughson,1,1,0,0,given,-son,Latin,
Hughues,1,1,0,0,given,,Latin,
Huglen,1,0,0,1,married-only,,Latin,
Hugnestad,1,0,0,1,married-only,,Latin,
Hugobertide,1,0,1,0,surname,,Latin,
Hugolin,1,1,0,0,given,,Latin,
Hugonette,1,1,0,0,given,,Latin,
Hugue,1,1,0,0,given,,Latin,
Hugues-Geoffroi,1,1,0,0,given,,Latin,
Hugues-Geoffroy,1,1,0,0,given,,Latin,
Huguet,1,1,0,0,given,,Latin,
Hui-Gang,1,1,0,0,given,,Latin,
Huibert,1,1,0,0,given,,Latin,
Huijser,1,0,1,1,surname,,Latin,
Huipa,1,0,0,1,married-only,,Latin,
Huira,1,1,0,0,given,,Latin,
Huish,1,0,0,1,married-only,,Latin,
Huit),1,0,0,1,married-only,,Latin,
Huitfeldt-Harbou,1,0,0,1,married-only,,Latin,
Huitzilatzin,1,1,0,0,given,,Latin,
Huitzilihuitl,1,1,0,0,given,,Latin,
Huitzilxochtzin,1,1,0,0,given,,Latin,
Huitzilxotzin,1,1,0,0,given,,Latin,
Hujair,1,1,0,0,given,,Latin,
Huji'yan,1,1,0,0,given,,Latin,
Hujiwara藤原,1,0,1,0,surname,,mixed:Han+Latin,
Hukadjiyan,1,1,0,0,given,,Latin,
Hukayma,1,1,0,0,given,,Latin,
Hukhday,1,1,0,0,given,,Latin,
Hukkana,1,1,0,0,given,,Latin,
Huladju,1,1,0,0,given,,Latin,
Hulagu's,1,0,0,1,married-only,,Latin,
Hulai,1,1,0,0,given,,Latin,
Hulakhay,1,1,0,0,given,,Latin,
Hulanjosh,1,1,0,0,given,,Latin,
Hulavu,1,1,0,0,given,,Latin,
Hulawiski,1,0,0,1,married-only,,Latin,
Hulde,1,1,0,0,given,,Latin,
Hulderick,1,1,0,0,given,,Latin,
Huldu,1,1,0,0,given,,Latin,
Hulet,1,0,0,1,married-only,,Latin,
Hulett,1,0,0,1,married-only,,Latin,
Huli,1,1,0,0,given,,Latin,
Hulkhutu,1,1,0,0,given,,Latin,
Hulluch,1,0,1,1,surname,,Latin,
Hulshorst,1,0,0,1,married-only,,Latin,
Hulshoust,1,0,1,0,surname,,Latin,
Hultgren,1,0,1,1,surname,,Latin,
Hulting,1,0,0,1,married-only,,Latin,
Hultrude,1,1,0,0,given,,Latin,
Hulu,1,1,0,0,given,,Latin,
Huludayeuh),1,1,0,0,given,,Latin,
Hulwan,1,0,0,1,married-only,,Latin,
Humaerah,1,1,0,0,given,,Latin,
Humai,1,1,0,0,given,,Latin,
Humam,1,1,0,0,given,,Latin,
Humano',1,1,0,0,given,,Latin,
Humayma,1,1,0,0,given,,Latin,
Humbeeck,1,0,0,1,married-only,,Latin,
Humbeek,1,0,0,1,married-only,,Latin,
Humes,1,0,0,1,married-only,,Latin,
Humfrey,1,1,0,0,given,,Latin,
Humilie,1,1,0,0,given,,Latin,
Humle,1,0,0,1,married-only,,Latin,
Humlisdatter,1,0,1,1,surname,-sdatter,Latin,
Humphry,1,1,0,0,given,,Latin,
Humpi,1,1,0,0,given,,Latin,
Humski,1,1,0,0,given,,Latin,
Humza,1,0,0,1,married-only,,Latin,
Hun-Hae,1,1,0,0,given,,Latin,
Hunah,1,1,0,0,given,,Latin,
Hunahosukune船穂足尼,1,1,0,0,given,,mixed:Han+Latin,
Hunaland,1,0,0,1,married-only,,Latin,
Hunald,1,1,0,0,given,,Latin,
