round	geni_id	qid	band	ours	theirs	our_parents	their_parents	comparable_slots	slots_agreeing
4	6000000002452040360	Q106474964	BOTH-PARENTS-AGREE	Lorenzo Onofrio Colonna conte di Celano e signore di Cave	Lorenzo Onofrio Colonna, count of the Marsi	2	2	2	2
4	6000000002459921501	Q3120251	BOTH-PARENTS-PARTIAL	Guillaume d'Astarac Comte d'Astarac	William I of Astarac	2	2	2	1
4	6000000002463599358	Q8193954	BOTH-PARENTS-AGREE	Aldonza Alfonso de León	Aldonza Alfonso de León	2	2	2	2
4	6000000002476197879	Q110313562	NAMES-CONFLICT	Brita Eriksdotter till Sjölaks	Piritta Eerikintytär of Syvälahti, heiress of Syvälahti manor	2	2	2	0
4	6000000002494644742	Q10856319	PARENTS-ONE-SIDE		Tani Moritomo	0	1	0	0
4	6000000002527719897	Q19950046	ONE-PARENT-AGREE	Harald Trygil Haavardsson av Hålogaland	Harald Trygil Haavardsson	2	1	1	1
4	6000000002531925658	Q10281616	ONE-PARENT-AGREE	Fernão Mendes de Bragança	Fernão Mendes I de Bragança	2	1	1	1
4	6000000002574331178	Q127270435	PARENTS-ONE-SIDE	Kälug NN	NN of Bure	0	1	0	0
4	6000000002576578586	Q116169259	BOTH-PARENTS-AGREE	Thomas de Moulton of Gilsland	Thomas de Multon	2	2	2	2
4	6000000002576683788	Q127417312	ONE-PARENT-AGREE	Marie Duèze	Marie Duèze	2	1	1	1
4	6000000002576690316	Q86734796	ONE-PARENT-AGREE	Jean de Forez	Jean I Comte de Forez	2	1	1	1
4	6000000002576762562	Q1979534	BOTH-PARENTS-AGREE	Bernat VI d'Armanhac comte d'Armanhac	Bernard VI, Count of Armagnac	2	2	2	2
4	6000000002577236533	Q4505352	ONE-PARENT-AGREE	Arthen ap ap Seisyll	Arthen ap Seisyll	1	1	1	1
4	6000000002603688500	Q106508211	BOTH-PARENTS-AGREE	John Breynton	Sir John Breynton, of Hereford	2	2	2	2
4	6000000002614652459	Q3120386	ONE-PARENT-DISAGREE	Guilaume 1er d'Arles vicomte de Marseille	Guillaume de Marseille	2	1	1	0
4	6000000002627227973	Q45379769	PARENTS-ONE-SIDE		Chen Tinglu	0	1	0	0
4	6000000002660157240	Q75255592	NO-PARENTS	Margaret Drummond	Jean Campbell	0	0	0	0
4	6000000002666185307	Q105815077	PARENTS-ONE-SIDE	Baldwin de Brugge	Baldwin de Brugge, of Solers	0	2	0	0
4	6000000002674869841	Q105816684	PARENTS-ONE-SIDE	William de Bulkeley	William Bulkeley	0	2	0	0
4	6000000002676818021	Q101248431	ONE-PARENT-AGREE	Magnus Röriksson (Sture)	Magnus Röriksson Sture	2	1	1	1
4	6000000002738796089	Q76261713	NO-PARENTS	Florentia Arendsdr. van Wale van Strijen	Florentia van Strijen	0	0	0	0
4	6000000002738878359	Q22001773	PARENTS-ONE-SIDE	Philips II van Wassenaer van Duivenvoorde Heer van Duvenvoorde	Philip of Wassenaer, called van Duvenvoirde	0	2	0	0
4	6000000002739594658	Q115634071	PARENTS-ONE-SIDE	Jan van Peteghem	Jean I, Seigneur de Peteghem & Cysoing	1	0	0	0
4	6000000002750545795	Q75891334	BOTH-PARENTS-PARTIAL	Richardis von Nortal	Richgard of Lavant	2	2	2	1
4	6000000002751585232	Q110549622	BOTH-PARENTS-AGREE	Erik Styggesen Rosenkrantz til Mattrup, Frøslevgaard	squire Erik 'Styggesen' Andersen 'Rosencrantz', lendsmand i Tranholm, co-heir of Hevringholm	2	2	2	2
4	6000000002765776342	Q111442699	PARENTS-ONE-SIDE	Abraham Halphen	Abraham Goudchaux	2	0	0	0
4	6000000002765776379	Q111442700	ONE-PARENT-DISAGREE	Rose Reislé Reislé Rosette Aron Lwow	Roislé Lwów	1	2	1	0
4	6000000002766653556	Q75669312	BOTH-PARENTS-PARTIAL	Ralph le Grosvenor of Hulme	Sir Robert le Grosvenor	2	2	2	1
4	6000000002792855120	Q3484315	BOTH-PARENTS-AGREE	Simon von Saarbrücken-Commercy IV	Simon IV, Count of Saarbrücken	2	2	2	2
4	6000000002792928084	Q116005591	NO-PARENTS	Marguerite NN	Marguerite de Broyes	0	0	0	0
4	6000000002795135274	Q2705901	BOTH-PARENTS-PARTIAL	Gruffydd ap Rhys	Gruffydd ap Rhys	2	2	2	1
4	6000000002821413080	Q136376425	ONE-PARENT-AGREE	Anne Lauridsdatter Knob	Anne Lauridsdatter	2	1	1	1
4	6000000002834041891	Q110549621	PARENTS-ONE-SIDE	Mette (Margrethe) Emmiksen	Merete Emmiksdatter	2	0	0	0
4	6000000002834374419	Q110302883	PARENTS-ONE-SIDE	Iver Jensen 'den gamle' Juel til Øgelstrup	squire Iver Jensen 'the Old' til Ogelstrup	2	0	0	0
4	6000000002836524698	Q106290008	PARENTS-ONE-SIDE		Minamoto no Takaakira's daughter	0	2	0	0
4	6000000002838003967	Q106235179	ONE-PARENT-AGREE	daughter of Abe no Ogasa	daughter of Abe no Ogasa	1	1	1	1
4	6000000002838114502	Q11623336	PARENTS-ONE-SIDE		Fujiwara no Arisada	0	2	0	0
4	6000000002838779948	Q101509749	BOTH-PARENTS-AGREE	Maurice VI de Craon	Maurice VII de Craon, Seigneur de Sainte Maure et de Marcillac	2	2	2	2
4	6000000002840610304	Q106267274	PARENTS-ONE-SIDE	Kudara no Nagatsugu	Lady of the Agata Inukai clan (Wife of Fujiwara no Kuromaro)	1	0	0	0
4	6000000002840816074	Q48765260	PARENTS-ONE-SIDE		Fujiwara no Kawako/Kashi	0	1	0	0
4	6000000002842352769	Q75628715	ONE-PARENT-AGREE	Alexander Scrimgeour Sir	Sir Alexander Scrymgeour of Dudhope	1	1	1	1
4	6000000002844571390	Q12315413	PARENTS-ONE-SIDE	Hans Johansen Lindenov til Fovslet	Hans Johansen Lindenov	2	0	0	0
4	6000000002853987338	Q110302898	BOTH-PARENTS-AGREE	Bertel Jensen Kaas Sparre til Nørgaard	Bertel Jensen af Kaas, Lord of Norgaard	2	2	2	2
4	6000000002881522091	Q109835760	BOTH-PARENTS-AGREE	Jöns Tordsson Bonde	Jen Tordsen 'den yngre' Bonde, lord of Steensholm	2	2	2	2
4	6000000002889162728	Q3424776	ONE-PARENT-AGREE	"Renaud ""le Vieux"" de Sens comte de Sens"	Renard I de Sens	1	1	1	1
4	6000000002893316227	Q103782906	BOTH-PARENTS-PARTIAL	Olof Pedersson Hård av Segerstad till Böjeryd	Olof Pedersson av Böjeryd	2	2	2	1
4	6000000002903625978	Q1878465	BOTH-PARENTS-AGREE	Aleydis de Brabant	Adelaide of Brabant	2	2	2	2
4	6000000002908558226	Q85872424	BOTH-PARENTS-AGREE	Gonçalo Mendes da Maia o Lidador	Gonçalo Mendes da Maia	2	2	2	2
4	6000000002909191795	Q116052955	PARENTS-ONE-SIDE	"Bledri ap Dyfnwallon ""The Villein"""	Bleiddig/Bledri	2	0	0	0
4	6000000002909191840	Q116052956	PARENTS-ONE-SIDE	Tangwystl verch Owain Heiress of Dyfed	Tangwystyl ferch Owain	1	0	0	0
4	6000000002916830166	Q76100963	BOTH-PARENTS-AGREE	William la Zouche	William la Zouche	2	2	2	2
4	6000000002930958476	Q99801132	PARENTS-ONE-SIDE	Godfrey Foljambe IV	Sir Henry de Ardern (Arden), of Warws	2	0	0	0
4	6000000002946595430	Q110410360	PARENTS-ONE-SIDE	Marie De Vergy	Marie de Vergy	0	2	0	0
4	6000000002953513961	Q98697663	ONE-PARENT-DISAGREE	Petrus Petri Svenske	pastor Petrus Petri Svenske	2	1	1	0
4	6000000002968029509	Q11355812	PARENTS-ONE-SIDE		Sanjō Kinkane	0	1	0	0
4	6000000002971054886	Q1156545	PARENTS-ONE-SIDE		Mōri Motonari	0	1	0	0
4	6000000002989062507	Q101247831	NO-PARENTS	Anund Hatt (Tre sjöblad)	Anund Hatt, Bailiff of Oland	0	0	0	0
4	6000000002991797686	Q62659731	BOTH-PARENTS-AGREE	Robert Crichton	Robert Crichton, 2nd Lord Crichton of Sanquhar	2	2	2	2
4	6000000003024845252	Q12284766	PARENTS-ONE-SIDE	Laelia Major	Laelia Major	0	1	0	0
4	6000000003035198074	Q101247726	PARENTS-ONE-SIDE	Jakob (Jeppe) Kurki	Jeppe Kurki, Lord of Laukko	0	1	0	0
4	6000000003036559309	Q111989682	NAMES-CONFLICT	Karin Jakobsdotter Garp	Kaarina Jaakontytär of Laitila	2	2	2	0
4	6000000003036891300	Q75397921	BOTH-PARENTS-AGREE	Hugh Shirley	Sir Hugh Shirley	2	2	2	2
4	6000000003036922503	Q101247329	PARENTS-ONE-SIDE	Harald Håkansson	Harald Haakonsson	1	0	0	0
4	6000000003043074471	Q2545543	NO-PARENTS	William de Comyn Constable of Scotland	William Cumin	0	0	0	0
4	6000000003051111414	Q12272094	BOTH-PARENTS-PARTIAL	Anselmo Aleramici di Savona marchese della Liguria Orientale	Anselm del Vasto, Marquess of Liguria, Lord of Savona	2	2	2	1
4	6000000003051177046	Q111143437	PARENTS-ONE-SIDE	Richard Fitz Josce De Flete	Richard de Flete	1	0	0	0
4	6000000003051177945	Q76036452	ONE-PARENT-AGREE	Michael de Haverington	unknown de Haverington	2	1	1	1
4	6000000003051203148	Q75561253	PARENTS-ONE-SIDE	Richard Talbot II	Richard Talbot	2	0	0	0
4	6000000003051205691	Q110426966	NO-PARENTS	John De Weyland	Sir John de Weyland, of Blaxhall	0	0	0	0
4	6000000003051217422	Q75241233	BOTH-PARENTS-PARTIAL	Elizabeth Ferrers	Philippa Ferrers	2	2	2	1
4	6000000003051250025	Q110635652	NO-PARENTS	Jane Malpas	Agnes/Jane ferch Dafydd	0	0	0	0
4	6000000003051263662	Q110426967	PARENTS-ONE-SIDE	Mary de Braose	Mary de Breuse	2	0	0	0
4	6000000003051298440	Q7330209	NO-PARENTS	Roger Puleston Kt., of Emral	Richard de Pulesdon	0	0	0	0
4	6000000003051332160	Q110635654	NO-PARENTS	Warren of Warren Hall, Shropshire	NN Warren, of Warren Hall, Salop	0	0	0	0
4	6000000003063201103	Q103784447	BOTH-PARENTS-PARTIAL	Nicolaus Putbus I	Nikolaus I zu Putbus, Lord of Brandshagen	2	2	2	1
4	6000000003086983747	Q105816685	PARENTS-ONE-SIDE	Ellen Davenport	Maud Davenport	2	0	0	0
4	6000000003087115434	Q100901978	PARENTS-ONE-SIDE	Richard de Vernon	Richard de Vernon, (of Mottram?)	2	0	0	0
4	6000000003087173788	Q62931397	ONE-PARENT-AGREE	Beatrix de Pierrepont	Beatrix de Pierrepont	1	2	1	1
4	6000000003087173836	Q75387954	BOTH-PARENTS-AGREE	Hawise de Burgh	Hawise de Burgh	2	2	2	2
4	6000000003110537961	Q75260889	BOTH-PARENTS-PARTIAL	Robert d'Arcy	Robert Darcy	2	2	2	1
4	6000000003111494191	Q75385092	BOTH-PARENTS-AGREE	Marjory Stewart Princess of Scots	Marjorie Stewart	2	2	2	2
4	6000000003116830327	Q2598268	ONE-PARENT-AGREE		Fujiwara no Asatada	1	2	1	1
4	6000000003120636568	Q14404966	ONE-PARENT-AGREE	Arnaud I de Bigòrra comte de Bigòrra	Arnaud of Bigorre	2	1	1	1
4	6000000003122415925	Q97784784	NO-PARENTS	Marie de Chambon	Marie de Chambon	0	0	0	0
4	6000000003122417794	Q116007613	BOTH-PARENTS-AGREE	Catherine de Narbonne Talairan	Catherine de Narbonne	2	2	2	2
4	6000000003122422021	Q1991562	BOTH-PARENTS-PARTIAL	Raymond Raimbaud des Baux seigneur de Marignane	Raymond I of Baux	2	2	2	1
4	6000000003122429955	Q75903509	NAMES-CONFLICT	Béatrix de Rohan Montauban	Isabelle Gouion	2	2	2	0
4	6000000003122442973	Q60477743	PARENTS-ONE-SIDE	Miron-Laget Vicomte de Sisteron vicomte de Nice	Miron de Nice	2	0	0	0
4	6000000003122446580	Q96244747	PARENTS-ONE-SIDE	Alix d'Uzès Dame d'Iserand	Alix d'Uzès	0	2	0	0
4	6000000003122459488	Q100436650	BOTH-PARENTS-AGREE	Estevainha RodriguesTeixeira	Estevainha Rodrigues Teixeira	2	2	2	2
4	6000000003122483655	Q18275552	BOTH-PARENTS-AGREE	Guillaume de Turenne vicomte de Turennes	Guilherme I de Turenne	2	2	2	2
4	6000000003124778299	Q98697666	NO-PARENTS	Lars Johansson Ruska till Borretorp	governor Laurens Jonson Bröms, squire of Borretorp, hövidsman i Kalmar stad och slott	0	0	0	0
4	6000000003126775017	Q127270783	NO-PARENTS	Erik Tanne	NN	0	0	0	0
4	6000000003127273387	Q97674245	PARENTS-ONE-SIDE		Fujiwara no Kazuko	0	1	0	0
4	6000000003146963492	Q1187399	BOTH-PARENTS-PARTIAL	Guy de Ponthieu I	Guy I, Count of Ponthieu	2	2	2	1
4	6000000003147191246	Q101510177	ONE-PARENT-DISAGREE	Mathilde von Wels-Lambach Gräfin von Passau und von Cham	Mathilde	2	1	1	0
4	6000000003151941079	Q139042086	BOTH-PARENTS-AGREE	Elvira Pais Daza	Elvira Pais de Deza	2	2	2	2
4	6000000003159156250	Q110313618	BOTH-PARENTS-PARTIAL	Brun Svensson Forstena	Brun Svensson av Toldene	2	2	2	1
4	6000000003171514408	Q105872769	NO-PARENTS	Katherine de Rixton	Eleanor de Horton	0	0	0	0
4	6000000003175604109	Q14921951	PARENTS-ONE-SIDE		Chen Wenzan	0	1	0	0
4	6000000003187856211	Q110174337	PARENTS-ONE-SIDE		園基茂	0	1	0	0
4	6000000003187857585	Q11459133	NO-PARENTS		Koide Fusaoki	0	0	0	0
4	6000000003187977139	Q110182359	PARENTS-ONE-SIDE		松浦季子	0	2	0	0
4	6000000003210390036	Q110638748	PARENTS-ONE-SIDE	Agnes Heaton	Agnes	1	0	0	0
4	6000000003210397274	Q116092827	PARENTS-ONE-SIDE	Robert Downes Ill	Robert Downes, of Chorley	2	0	0	0
4	6000000003210414022	Q110638741	PARENTS-ONE-SIDE	Thomas Heaton	Sir Thomas Heton	2	0	0	0
4	6000000003210414577	Q116150060	BOTH-PARENTS-AGREE	Gerberge de Verdun	Gerberga von Verdun	2	2	2	2
4	6000000003216108637	Q117381685	BOTH-PARENTS-AGREE	Walter Mervyn	Walter Marvyn, of Fountayne	2	2	2	2
4	6000000003216108855	Q117381693	ONE-PARENT-AGREE	Mary Mompesson	Mary Mompsonn	2	1	1	1
4	6000000003219681856	Q110611780	PARENTS-ONE-SIDE	Piers de Mauley II	Piers (II) de Mauley	0	2	0	0
4	6000000003219688293	Q3484316	BOTH-PARENTS-AGREE	Simon II de Saint Liz 4th Earl of Huntingdon & Northampton	Simon II de Senlis, Earl of Huntingdon-Northampton	2	2	2	2
4	6000000003232509164	Q972439	BOTH-PARENTS-AGREE	"Gautier II ""le Blanc"" du Vexin comte d'Amiens et du Vexin, de Valois, de Mantes"	Walter II of Vexin	2	2	2	2
4	6000000003242867488	Q876779	BOTH-PARENTS-AGREE	Albrecht II Askanier Fürst zu Anhalt-Zerbst	Albert II, Prince of Anhalt-Zerbst	2	2	2	2
4	6000000003243328097	Q16206612	BOTH-PARENTS-AGREE	William de Warenne Lord of Wormegay	William de Warenne	2	2	2	2
4	6000000003243328416	Q23950388	BOTH-PARENTS-PARTIAL	Reynold Grey 7th Baron Grey of Wilton	Reginald Grey, 7th Baron Grey de Wilton	2	2	2	1
4	6000000003243334115	Q75298955	BOTH-PARENTS-AGREE	Katharine Giffard	Catherine Giffard	2	2	2	2
4	6000000003243389429	Q76339266	NO-PARENTS	Helena (Elena) NN	Ellen (?)	0	0	0	0
4	6000000003243408867	Q106686206	PARENTS-ONE-SIDE	Agnes de Grey	Agnes Metham	2	0	0	0
4	6000000003243429224	Q61496828	NO-PARENTS	Uchtred Lord of Tynedale	Uchtred FitzWaldeve	0	0	0	0
4	6000000003243447414	Q16590220	BOTH-PARENTS-AGREE	Eleanor de Courtenay	Eleonor of Courtenay	2	2	2	2
4	6000000003273414061	Q4139573	ONE-PARENT-AGREE	Gleb Rostislavich of Ryazan	Gleb Rostislavich of Ryazan	1	1	1	1
4	6000000003276611577	Q110324446	PARENTS-ONE-SIDE	Birgitta Germundsdotter Lilja	Birgitta Germundsdotter (lilja)	2	0	0	0
4	6000000003276692452	Q110324445	PARENTS-ONE-SIDE	Mattias Erlandsson Kagge dy	Mattias Kagge	2	0	0	0
4	6000000003277877496	Q99069758	ONE-PARENT-AGREE	Elen Gethin verch Cadwgan	Elen Gethin ferch Cadwgan ap Dafydd ap Cadwgan ap Phylip Dorddu	1	2	1	1
4	6000000003366631650	Q136376422	BOTH-PARENTS-AGREE	Palle Hansen van Mehlen til Broholm	Palle Hansen van Mehlen, squire of Broholm	2	2	2	2
4	6000000003379504915	Q111988875	PARENTS-ONE-SIDE	Erik Jensen Ugerup til Ugerup	Erik Jensen til Ugerup	2	0	0	0
4	6000000003379571582	Q111988876	BOTH-PARENTS-AGREE	Margrethe Axelsdatter Brahe	Margrethe Axelsdatter af Krageholm	2	2	2	2
4	6000000003396991638	Q1611591	BOTH-PARENTS-AGREE	Hermann ll Graf von Weimar-Orlamünde	Herman II, Count of Weimar-Orlamünde	2	2	2	2
4	6000000003414711727	Q110548729	PARENTS-ONE-SIDE	Gustav Petersson	NN	2	0	0	0
4	6000000003428083061	Q110549577	PARENTS-ONE-SIDE	Ide Lagesdatter Panter til Clausholm	Ide Lavesdatter [Panter]	2	0	0	0
4	6000000003455773411	Q4955679	BOTH-PARENTS-AGREE	Ingeborg Birgersdotter	Ingeborg Birgersdotter of Bjelbo	2	2	2	2
4	6000000003458293605	Q75464058	PARENTS-ONE-SIDE	Adam de Brus Lord of Skelton	Adam de Brus	0	2	0	0
4	6000000003484306894	Q75765527	NO-PARENTS	Margaret	Margaret (?)	0	0	0	0
4	6000000003493098685	Q100439122	BOTH-PARENTS-PARTIAL	Giovanni Orsini 4°conte di Tagliacozzo	Giovanni Orsini	2	2	2	1
4	6000000003493098691	Q100439147	BOTH-PARENTS-PARTIAL	Nicoletta Orsini	Nicoletta Orsini	2	2	2	1
4	6000000003493169597	Q55282126	NO-PARENTS	Antonia Salimbeni di Monte Giove, Bagno Vignoni e Ripa d'Orcia	Antonia Salimbeni	0	0	0	0
4	6000000003494640912	Q99801256	BOTH-PARENTS-AGREE	William Stafford of Bramshall, Kt.	William Stafford	2	2	2	2
4	6000000003494670601	Q75988469	PARENTS-ONE-SIDE	Agnes Chichele	Agnes Chichele	0	2	0	0
4	6000000003494689958	Q110616084	PARENTS-ONE-SIDE	Gilbert de Ros	Gilbert de Ros	2	0	0	0
4	6000000003494698599	Q76034473	BOTH-PARENTS-PARTIAL	Ide-Raymonde de Forez	Ida de Forez	2	2	2	1
4	6000000003494769643	Q110152930	ONE-PARENT-AGREE	Morien ap Morgeneu	Morien ap Morgeneu ab Elystan ap Gwaithfoed	2	1	1	1
4	6000000003494770673	Q4251683	PARENTS-ONE-SIDE	Comita II Lacon-Gunale giudice di Torres	Comita I of Torres	0	2	0	0
4	6000000003495371529	Q101167341	NO-PARENTS	Agnes FitzWilliam FitzNigel	Agnes FitzWilliam	0	0	0	0
4	6000000003495393409	Q116113221	ONE-PARENT-AGREE	Caradog ap Gwyn	Caradog ap Gwyn ap Gollwyn ab Endywain of Arwystli	2	1	1	1
4	6000000003495393701	Q106703130	PARENTS-ONE-SIDE	Meirion y Blaidd Rhudd ap Lleufodeu	Cillin y Blaidd Rhudd	0	1	0	0
4	6000000003495393853	Q18530530	ONE-PARENT-AGREE	Odinel I d'Umfraville	Odinel de Umfraville	2	1	1	1
4	6000000003495402214	Q2870895	ONE-PARENT-AGREE	Ugaire Ó Muiredaig King of Leinster	Augaire mac Ailella	1	1	1	1
4	6000000003513697729	Q80907451	PARENTS-ONE-SIDE	Aliva de Gay	Alice de Gray	2	0	0	0
4	6000000003514212018	Q19616151	BOTH-PARENTS-AGREE	Fernán Pérez de Ayala señor de Ayala	Fernán Pérez de Ayala	2	2	2	2
4	6000000003514212025	Q110240008	BOTH-PARENTS-AGREE	María Sarmiento señora de Salinillas	María de Sarmiento y Castilla	2	2	2	2
4	6000000003514384470	Q6002930	BOTH-PARENTS-PARTIAL	Martim Vásquez de Acuña I conde de Valencia de Campos	Martim Vasques da Cunha	2	2	2	1
4	6000000003514789843	Q60970856	BOTH-PARENTS-AGREE	Juan Martínez de Luna señor de Illueca y Gotor	Juan Martínez de Luna III	2	2	2	2
4	6000000003542370460	Q107453198	BOTH-PARENTS-AGREE	Bertha de Braose	Bertha de Briouse	2	2	2	2
4	6000000003559734445	Q4988633	BOTH-PARENTS-AGREE	Hafrid Sigtryggsdotter Boberg	Hafrid Sigtryggsdotter (Boberg)	2	2	2	2
4	6000000003573490143	Q6068800	BOTH-PARENTS-AGREE	Pedro Fernández de Velasco y Solier I Conde de Haro	Pedro Fernández de Velasco	2	2	2	2
4	6000000003593758424	Q15628796	BOTH-PARENTS-AGREE	Pedro Ponce señor del Valle de Aria	Pedro Ponce de Cabrera	2	2	2	2
4	6000000003615417006	Q19324985	BOTH-PARENTS-AGREE	James Lindsay of Crawford Knight	James Lindsay of Crawford	2	2	2	2
4	6000000003615495755	Q99156172	NAMES-CONFLICT	Margery verch Gruffydd	Alice Venables, of Kinderton	2	2	2	0
4	6000000003615675527	Q75293673	BOTH-PARENTS-PARTIAL	Roger de Bertram II	Simon Bertram	2	2	2	1
4	6000000003615733457	Q2350750	BOTH-PARENTS-AGREE	Gruffydd Farwn ap Gruffydd Lord Glyndwrdwy	Gruffudd Fychan I	2	2	2	2
4	6000000003641408751	Q96240713	PARENTS-ONE-SIDE	Margrethe Steeg II	Margrethe i Vidskofle	2	0	0	0
4	6000000003645746233	Q116150305	PARENTS-ONE-SIDE	Ebbe Pik	ridder Ebbe Pijk, Castellan of Piksborg	2	0	0	0
4	6000000003645765617	Q101247380	BOTH-PARENTS-PARTIAL	Ingeborg Elofsdotter Vingad pil	Ingeborg Elofsdotter (Folkunge)	2	2	2	1
4	6000000003645797288	Q940814	PARENTS-ONE-SIDE	Ahhotep I Queen of Egypt	Tetisheri	2	0	0	0
4	6000000003645801960	Q101248284	PARENTS-ONE-SIDE	Karl Bengtsson Oxehufvud	Karl Bengtsson (Oxhuvud)	2	0	0	0
4	6000000003645811452	Q98697678	ONE-PARENT-AGREE	Arvid Jönsson Jönsson	Arvid Jönsson	2	1	1	1
4	6000000003645825784	Q61498160	PARENTS-ONE-SIDE	Bethóc ingen Domnaill	Bethoc of Scotland	0	1	0	0
4	6000000003645839538	Q101247468	NAMES-CONFLICT	Bengt Karlsson	Burgrave Torkild Gislason Barun, Castellan of Varberg	2	2	2	0
4	6000000003645853197	Q978095	ONE-PARENT-DISAGREE	"Shaushatar ""The Wood Lord"" Mitanni"	Shaushtatar	2	1	1	0
4	6000000003645859961	Q958613	BOTH-PARENTS-PARTIAL	Lucius Plautius Lamia Silvanus	Lucius Plautius Lamia Silvanus	2	2	2	1
4	6000000003645859986	Q5057380	BOTH-PARENTS-AGREE	Ceionia Plautia	Ceionia Plautia	2	2	2	2
4	6000000003645859991	Q1229591	NO-PARENTS	Quintus Servilius Pudens Roman Consul	Quintus Servilius Pudens	0	0	0	0
4	6000000003645912083	Q15622765	PARENTS-ONE-SIDE	"Eustathios Argyros ""Patrikos"""	Eustathios Argyros	1	0	0	0
4	6000000003645923421	Q75935883	BOTH-PARENTS-PARTIAL	William Forbes	Sir Alexander Forbes, 2nd of Pitsligo	2	2	2	1
4	6000000003645929691	Q314685	ONE-PARENT-DISAGREE	Masinissa	Massinissa	1	1	1	0
4	6000000003645959594	Q110549559	BOTH-PARENTS-AGREE	Bjørn Andersen Bjørn til Stenalt	Bjorn Andersen af Steensgaard, Lord of Steenholt	2	2	2	2
4	6000000003645959853	Q110549556	NO-PARENTS	Edel Lagesdatter Saltensee af Linde til Starupgaard	Edel Lavesdatter, Heiress of Strupgaard	0	0	0	0
4	6000000003646008699	Q75388508	BOTH-PARENTS-AGREE	James Douglas of Dalkeith	James Douglas, 2nd Lord of Dalkeith	2	2	2	2
4	6000000003646023309	Q110548792	ONE-PARENT-AGREE	Ingrid Björnsdotter (ett sjöblad)	Ingrid Björnsdotter af Kolbaek	1	1	1	1
4	6000000003648353873	Q98697669	PARENTS-ONE-SIDE	Christiern Drake af Västbo	squire Christiern Drake	2	0	0	0
4	6000000003649630099	Q75519909	ONE-PARENT-AGREE	Sybilla de la Bere	Sibyl de la Bere	2	1	1	1
4	6000000003649634847	Q98967179	BOTH-PARENTS-AGREE	Sybil Milbourne	Sybil Milborne	2	2	2	2
4	6000000003649638246	Q76200393	BOTH-PARENTS-AGREE	Robert Pembridge of Tong	Sir Robert de Pembrugge	2	2	2	2
4	6000000003649638369	Q106704687	PARENTS-ONE-SIDE	Sibyl Norbury	NN de Norbury	2	0	0	0
4	6000000003649650035	Q106704689	PARENTS-ONE-SIDE	John de Domville Lord of Brinstage and Oxton	John Domville (Dunfoul), of Oxton	2	0	0	0
4	6000000003649650125	Q75985937	PARENTS-ONE-SIDE	Isabella de Fulleshurst	Isabel de Fouleshurst	1	0	0	0
4	6000000003649653810	Q99801076	PARENTS-ONE-SIDE	Isabella Hampton	Joan de Everingham	0	2	0	0
4	6000000003649670014	Q105815078	NO-PARENTS	Isabel de Grandison Lady of Ashperton	Isabel de Grandison	0	0	0	0
4	6000000003649677794	Q104472369	PARENTS-ONE-SIDE	William de Brereton 7th Lord Brereton	Sir William de Brereton, of Brereton	2	0	0	0
4	6000000003649683006	Q99084921	PARENTS-ONE-SIDE	Thomas de Barri	Sir Thomas Barry, of Ewyas Lacy	0	2	0	0
4	6000000003649708378	Q106704685	NO-PARENTS	William de Hulse	Sir William Hulse, of Hulse, Chester	0	0	0	0
4	6000000003649716194	Q110662888	ONE-PARENT-AGREE	Idnerth ap Edryd Lord of Brynffenigl	Idnerth ab Edryd ap Nathan ap Japheth	1	1	1	1
4	6000000003649716237	Q75241179	BOTH-PARENTS-AGREE	Thomas Crophull Kt.	Thomas de Crophill	2	2	2	2
4	6000000003649734134	Q2343906	ONE-PARENT-DISAGREE	Llewelyn Llyminiog Angel ap Pasgen	Llywelyn ap Merfyn	1	1	1	0
4	6000000003649771668	Q110662891	ONE-PARENT-AGREE	Pasgen ap Trahaearn	Trahaearn ap Pasgen ap Trahaearn ap Tangwel	1	1	1	1
4	6000000003649784642	Q16840935	ONE-PARENT-DISAGREE	"Hamon ""Dentatus"" de Creuilly de Crèvecoeur"	Hamon Dentatus	2	1	1	0
4	6000000003696318556	Q96241086	NO-PARENTS	Unknown Mistress Palaiologus vanhempi	NN	0	0	0	0
4	6000000003714047692	Q75266847	BOTH-PARENTS-AGREE	Elizabeth Forbes	Elizabeth Forbes	2	2	2	2
4	6000000003748885357	Q10290474	ONE-PARENT-AGREE	Gomes Pais Peláez senhor de Santa Olaia	Gomes Pais da Silva	2	1	1	1
4	6000000003749286806	Q18672953	ONE-PARENT-DISAGREE	Gruffudd Maelor II ap Madog arglwydd Dinas Bran	William Pantulf	2	1	1	0
4	6000000003757912856	Q111989801	NO-PARENTS	Måns Andersson Grabbe till Grabbacka	judge Maunu Antinpoika Grabbe, Lord of Grabbacka, Koski, district judge	0	0	0	0
4	6000000003769716126	Q116003825	PARENTS-ONE-SIDE	Teresa de Albornoz y Rodriguez	Teresa de Albornoz	2	0	0	0
4	6000000003772062255	Q101247161	BOTH-PARENTS-PARTIAL	Nils Svensson Krumme	squire Niel Sveinson 'Krumme'	2	2	2	1
4	6000000003772378345	Q75591945	ONE-PARENT-AGREE	John Maxwell of Pollok	Sir John Maxwell of Pollok	2	1	1	1
4	6000000003774668190	Q61818747	BOTH-PARENTS-AGREE	Toda Pérez de Azagra	Tota Pérez de Azagra	2	2	2	2
