geni_id	qid	geni_name	wikidata_ja_label	state	reading_or_source	evidence_strength	correspondence_sources
6000000001749793129	Q11464139	小野殿 井口	小野殿	jawiki article	小野殿	1 hop(s)	zipper
6000000001749849221	Q8011153	捨 豊臣	豊臣鶴松	jawiki article	豊臣鶴松	1 hop(s)	zipper
6000000001749883334	Q1325288	江 崇源院 浅井	崇源院	jawiki article	崇源院	1 hop(s)	structural;zipper
6000000001749895042	Q1050395	初 常高院 浅井	常高院	jawiki article	常高院	1 hop(s)	zipper
6000000001749926124	Q313641	秀頼 豊臣	豊臣秀頼	jawiki article	豊臣秀頼	1 hop(s)	zipper
6000000001750027002	Q9475948	摩阿 加賀殿 前田	摩阿姫	jawiki article	摩阿姫	1 hop(s)	zipper
6000000001751715788	Q11071642	珠 天徳院 徳川	珠姫	jawiki article	珠姫	1 hop(s)	zipper
6000000001751891996	Q843245	光友 徳川	徳川光友	jawiki article	徳川光友	1 hop(s)	zipper
6000000001752066502	Q7004583	勝姫 天崇院 徳川	天崇院	jawiki article	天崇院	1 hop(s)	zipper
6000000001752120627	Q11613124	振 自証院 岡	自証院	jawiki article	自証院	1 hop(s)	zipper
6000000001752381265	Q923033	信房 鷹司	鷹司信房	jawiki article	鷹司信房	1 hop(s)	zipper
6000000001754215618	Q11385833	保明	保明親王	jawiki article	保明親王	1 hop(s)	zipper
6000000001758376766	Q11560258	深芳野 斎藤	深芳野	jawiki article	深芳野 (斎藤道三側室)	1 hop(s)	zipper
6000000001758739061	Q1071045	濃 斎藤	濃姫	jawiki article	濃姫	1 hop(s)	zipper
6000000001763815335	Q17228448	幸 前田	春桂院	jawiki article	春桂院	1 hop(s)	zipper
6000000001806560608	Q110086132	見星院 阿知和	阿知和於久の方	jawiki article	於久の方	1 hop(s)	zipper
6000000001809557155	Q11564069	師房 源	源師房	jawiki article	源師房	1 hop(s)	zipper
6000000001824108913	Q3341486	斉信 二条	二条斉信	jawiki article	二条斉信	1 hop(s)	zipper
6000000001824142118	Q3341470	尹房 二条	二条尹房	jawiki article	二条尹房	1 hop(s)	zipper
6000000001824750460	Q3341472	尚基 二条	二条尚基	jawiki article	二条尚基	1 hop(s)	zipper
6000000001829353551	Q11072254	志貴	志貴皇子	jawiki article	志貴皇子	1 hop(s)	structural;zipper
6000000001829598117	Q11497661	彦人	押坂彦人大兄皇子	jawiki article	押坂彦人大兄皇子	1 hop(s)	zipper
6000000001894302513	Q1068004	仙桃院 長尾	仙桃院	jawiki article	仙桃院	1 hop(s)	zipper
6000000001894339140	Q6639775	眞龍院 真理姫 武田	真竜院	jawiki article	真竜院	1 hop(s)	zipper
6000000001896784185	Q11483021	時信 平	平時信	jawiki article	平時信	1 hop(s)	zipper
6000000001903698846	Q11604780	糠手	糠手姫皇女	jawiki article	糠手姫皇女	1 hop(s)	zipper
6000000001904877082	Q985724	託基	託基皇女	jawiki article	託基皇女	1 hop(s)	zipper
6000000001906667883	Q106722859	時光 日野	日野時光	jawiki article	日野時光	1 hop(s)	zipper
6000000001906690494	Q11623214	山蔭 藤原	藤原山蔭	jawiki article	藤原山蔭	1 hop(s)	zipper
6000000001908419547	Q20040422	実治 正親町三条	三条実治	jawiki article	三条実治 (南北朝時代)	1 hop(s)	zipper
6000000001914026101	Q3341475	政嗣 二条	二条政嗣	jawiki article	二条政嗣	1 hop(s)	zipper
6000000001914309038	Q11564032	国信 源	源国信	jawiki article	源国信	1 hop(s)	zipper
6000000001922493256	Q30119663	総継 藤原	菅野高年	jawiki article	菅野高年	1 hop(s)	zipper
6000000001933440156	Q18235612	隆俊 源	源隆俊	jawiki article	源隆俊	1 hop(s)	zipper
6000000001934946355	Q583698	道隆 関白 藤原	藤原道隆	jawiki article	藤原道隆	1 hop(s)	zipper
6000000001976255607	Q3200260	政基 九条	九条政基	jawiki article	九条政基	1 hop(s)	zipper
6000000001976402540	Q3200253	尚経 九条	九条尚経	jawiki article	九条尚経	1 hop(s)	zipper
6000000001977692739	Q11623184	宣孝 藤原	藤原宣孝	jawiki article	藤原宣孝	1 hop(s)	zipper
6000000001977847579	Q11623396	為輔 藤原	藤原為輔	jawiki article	藤原為輔	1 hop(s)	zipper
6000000001996687020	Q3200263	道房 九条	九条道房	jawiki article	九条道房	1 hop(s)	zipper
6000000001998042210	Q5354432	秀勝 豊臣	豊臣秀勝	jawiki article	豊臣秀勝	1 hop(s)	zipper
6000000001998436373	Q108780843	忠頼 中山	中山忠頼	jawiki article	中山忠頼	1 hop(s)	structural;zipper
6000000001999592033	Q13309047	有明	有明親王	jawiki article	有明親王	1 hop(s)	zipper
6000000002175669163	Q11623317	時姫 藤原	藤原時姫	jawiki article	藤原時姫	1 hop(s)	zipper
6000000002177649260	Q22126851	忠君 藤原	藤原忠君	jawiki article	藤原忠君	1 hop(s)	zipper
6000000002180281625	Q11493875	愛 藤原	愛宮	jawiki article	愛宮	1 hop(s)	zipper
6000000002211093089	Q11518035	重頼 左兵衛 金森	木下弥右衛門	jawiki article	木下弥右衛門	1 hop(s)	zipper
6000000002211839210	Q8514891	政長 内藤	内藤政長	jawiki article	内藤政長	1 hop(s)	zipper
6000000002240521350	Q10859969	長祐 小笠原	小笠原長祐	jawiki article	小笠原長祐	1 hop(s)	zipper
6000000002269427597	Q6416834	義昌 木曾	木曾義昌	jawiki article	木曾義昌	1 hop(s)	zipper
6000000002369402702	Q11623649	顕頼 藤原	藤原顕頼	jawiki article	藤原顕頼	1 hop(s)	zipper
6000000002415177442	Q11623462	経平 藤原	藤原経平	jawiki article	藤原経平	1 hop(s)	zipper
6000000002415964471	Q11623143	経実 藤原	藤原季成	jawiki article	藤原季成	1 hop(s)	structural;zipper
6000000002417016265	Q106410415	頼成 藤原	源(藤原)頼成	jawiki article	藤原頼成	1 hop(s)	zipper
6000000002440474568	Q11564070	師隆 源	源師隆	jawiki article	源師隆	1 hop(s)	wikidata-p2600
6000000002440591934	Q11567177	為平	為平親王	jawiki article	為平親王	1 hop(s)	zipper
6000000002485643175	Q8514762	定勝 上杉	上杉定勝	jawiki article	上杉定勝	1 hop(s)	zipper
6000000002831351553	Q24875376	仲遠 橘	橘仲遠	jawiki article	橘仲遠	1 hop(s)	zipper
6000000002837049030	Q18336830	夏野 清原	清原道雄	jawiki article	清原道雄	1 hop(s)	structural
6000000002838115444	Q11623421	真作 藤原	藤原真作	jawiki article	藤原真作	1 hop(s)	zipper
6000000002841286235	Q11623133	大継 藤原	藤原大継	jawiki article	藤原大継	1 hop(s)	zipper
6000000002848296255	Q3090622	浜成 藤原	藤原浜成	jawiki article	藤原浜成	1 hop(s)	zipper
6000000002848872048	Q11657231	阿保 親王	阿保親王	jawiki article	阿保親王	1 hop(s)	zipper
6000000002849628133	Q11623477	縄主 藤原	藤原縄主	jawiki article	藤原縄主	1 hop(s)	zipper
6000000002862652374	Q95163090	重政 岡	岡重政	jawiki article	岡重政	1 hop(s)	zipper
6000000002967976670	Q11355811	実万 三条	三条公修	jawiki article	三条公修	1 hop(s)	zipper
6000000002968012396	Q11355836	実起 三条	三条実起	jawiki article	三条実起	1 hop(s)	zipper
6000000002968933022	Q10898949	千世 春香院 前田	春香院	jawiki article	春香院	1 hop(s)	zipper
6000000003128141403	Q11623435	福当麻呂 藤原	藤原福当麻呂	jawiki article	藤原福当麻呂	1 hop(s)	wikidata-p2600
6000000006805449343	Q11573615	満宮	理豊女王	jawiki article	理豊女王	1 hop(s)	zipper
6000000006824381138	Q60452149	荒尾御前 善応院 荒尾	善応院	jawiki article	善応院	1 hop(s)	zipper
6000000006903931050	Q11423475	久脩 土御門	土御門久脩	jawiki article	土御門久脩	1 hop(s)	zipper
6000000007020262279	Q11447194	範煕 妻木	妻木広忠	jawiki article	妻木広忠	1 hop(s)	zipper
6000000007161385263	Q11623024	伊通 藤原	藤原伊通	jawiki article	藤原伊通	1 hop(s)	zipper
6000000007162104277	Q18925903	君仁 萎宮	君仁親王	jawiki article	君仁親王	1 hop(s)	zipper
6000000007162364222	Q11630325	覚快	覚快法親王	jawiki article	覚快法親王	1 hop(s)	zipper
6000000007162505749	Q11544267	島田麻呂 橘	橘島田麻呂	jawiki article	橘島田麻呂	1 hop(s)	zipper
6000000007162873400	Q11544325	澄清 橘	橘澄清	jawiki article	橘澄清	1 hop(s)	zipper
6000000007170257948	Q11673209	成忠 高階	高階成忠	jawiki article	高階成忠	1 hop(s)	zipper
6000000007170580029	Q11658871	隆円 藤原	隆円	jawiki article	隆円	1 hop(s)	zipper
6000000007170598558	Q11499564	敦道	敦道親王	jawiki article	敦道親王	1 hop(s)	zipper
6000000007171289537	Q11567175	為尊	為尊親王	jawiki article	為尊親王	1 hop(s)	zipper
6000000007179224352	Q110206665	伊実 藤原	藤原伊実	jawiki article	藤原伊実	1 hop(s)	zipper
6000000007180381330	Q109287795	頼房 藤原	藤原頼房	jawiki article	藤原頼房	1 hop(s)	zipper
6000000007323307374	Q7141693	義演 二条	義演	jawiki article	義演	1 hop(s)	zipper
6000000008025332401	Q17502448	清仁	清仁親王	jawiki article	清仁親王	1 hop(s)	zipper
6000000008193052072	Q95162083	康資	康資王	jawiki article	康資王	1 hop(s)	zipper
6000000008263250277	Q3530494	達孝 徳川	徳川達孝	jawiki article	徳川達孝	1 hop(s)	zipper
6000000008727568988	Q3073063	斉敬 二条	二条斉敬	jawiki article	二条斉敬	1 hop(s)	zipper
6000000008736990756	Q110174532	隆光 柳原	園基万	jawiki article	園基万	1 hop(s)	zipper
6000000009103365864	Q106653129	長穀正室 小笠原	今川氏親の娘 (関口親永室)	jawiki article	関口夫人	1 hop(s)	zipper
6000000009103594401	Q11623444	長穀 小笠原	藤原範兼	jawiki article	藤原範兼	1 hop(s)	zipper
6000000010702330086	Q91089384	可多能祜 中臣	中臣可多能祜	jawiki article	中臣可多能祜	1 hop(s)	zipper
6000000010702392716	Q106090508	智仙姫 中臣	大伴智仙娘	jawiki article	大伴智仙娘	1 hop(s)	zipper
6000000012055674592	Q3090629	公季 藤原	藤原公季	jawiki article	藤原公季	1 hop(s)	zipper
6000000012562147201	Q11564103	源扶義	源扶義	jawiki article	源扶義	1 hop(s)	zipper
6000000021260871234	Q4391801	承之 嗣伯 南蘭陵	蕭承之	jawiki article	蕭承之	1 hop(s)	wikidata-p2600
6000000037090753149	Q11552418	穆夫 沈	沈穆夫	jawiki article	沈穆夫	1 hop(s)	wikidata-p2600
6000000208925745854	Q11545656	公則 正親町三条	正親町三条公則	jawiki article	正親町三条公則	1 hop(s)	zipper
6000000210408647882	Q10870554	坂上	東漢駒	jawiki article	東漢駒	1 hop(s)	wikidata-p2600
6000000001748573794	Q11666829	養徳院 池田	養徳院	jawiki article	養徳院	2 hop(s)	zipper
6000000001748654436	Q10470212	信高 織田	織田信高	jawiki article	織田信高	2 hop(s)	zipper
6000000001748672602	Q10470120	信正 織田	織田信正 (村井重勝)	jawiki article	織田信正	2 hop(s)	zipper
6000000001748688217	Q4215814	信時 織田	織田信時	jawiki article	織田信時	2 hop(s)	zipper
6000000001748699599	Q4327464	吉乃 生駒	生駒吉乃	jawiki article	生駒吉乃	2 hop(s)	zipper
6000000001748945395	Q10470260	永 玉泉院 織田	永姫	jawiki article	永姫	2 hop(s)	zipper
6000000001748980084	Q10470236	冬 相応院 織田	相応院	jawiki article	相応院 (蒲生氏郷正室)	2 hop(s)	zipper
6000000001749058207	Q17217673	充房正室 織田	源光院	jawiki article	源光院 (人物)	2 hop(s)	zipper
6000000001749770464	Q11610207	秀勝 羽柴	羽柴秀勝 (石松丸)	jawiki article	羽柴秀勝 (石松丸)	2 hop(s)	zipper
6000000001750082027	Q1079925	信包 織田	織田信包	jawiki article	織田信包	2 hop(s)	zipper
6000000001751329692	Q10436552	亀 相応院 志水	お亀の方	jawiki article	お亀の方	2 hop(s)	zipper
6000000001751536197	Q4415657	瀬名 築山殿 関口	築山殿	jawiki article	築山殿	2 hop(s)	zipper
6000000001751551064	Q1045995	西郷局 竜泉院 戸塚	西郷局	jawiki article	西郷局	2 hop(s)	structural
6000000001751670163	Q4489959	亀 盛徳院 徳川	亀姫 (徳川家康長女)	jawiki article	亀姫 (徳川家康長女)	2 hop(s)	zipper
6000000001751704574	Q4489975	振 正清院 徳川	正清院	jawiki article	正清院	2 hop(s)	zipper
6000000001751782068	Q5367216	市 徳川	市姫	jawiki article	市姫	2 hop(s)	zipper
6000000001752046615	Q7004785	初 興安院 徳川	初姫	jawiki article	初姫	2 hop(s)	zipper
6000000001752140473	Q7005290	千代姫 霊仙院 徳川	霊仙院	jawiki article	霊仙院	2 hop(s)	zipper
6000000001752147371	Q24875659	お琴の方 芳心院	芳心院 (徳川家光の側室)	jawiki article	芳心院 (徳川家光側室)	2 hop(s)	zipper
6000000001752215185	Q5362031	夏 順性院 藤枝	順性院	jawiki article	順性院	2 hop(s)	zipper
6000000001752224123	Q5362720	蘭 宝樹院 青木	宝樹院	jawiki article	宝樹院 (徳川家光側室)	2 hop(s)	zipper
6000000001758539879	Q109918523	信豊室 六角	お牧の方	jawiki article	お牧の方	2 hop(s)	zipper
6000000001758580408	Q11546111	信豊 武田	武田信豊 (若狭武田氏)	jawiki article	武田信豊 (若狭武田氏)	2 hop(s)	zipper
6000000001758642410	Q11087937	光安 明智	明智光安	jawiki article	明智光安	2 hop(s)	zipper
6000000001758657554	Q11034693	小見の方 明智	小見の方	jawiki article	小見の方	2 hop(s)	zipper
6000000001760353891	Q11400603	新上東門院	勧修寺晴子	jawiki article	勧修寺晴子	2 hop(s)	wikidata-p2600
6000000001763705564	Q6729103	長種 前田	前田長種	jawiki article	前田長種	2 hop(s)	zipper
6000000001765040424	Q22124554	新左衛門尉 長井	松波庄五郎	jawiki article	松波庄五郎	2 hop(s)	zipper
6000000001765775305	Q1185281	亮政 浅井	浅井亮政	jawiki article	浅井亮政	2 hop(s)	zipper
6000000001770743870	Q5365763	定頼 六角	六角定頼	jawiki article	六角定頼	2 hop(s)	zipper
6000000001773875613	Q11654929	長齢院 竹野	長齢院	jawiki article	長齢院	2 hop(s)	zipper
6000000001774367189	Q10729440	朝久 島津	松平定行	jawiki article	松平定行	2 hop(s)	zipper
6000000001774856024	Q11530401	定頼 松平	松平定頼	jawiki article	松平定頼	2 hop(s)	zipper
6000000001775268263	Q11068758	貞景 朝倉	朝倉貞景	jawiki article	朝倉貞景 (4代当主)	2 hop(s)	zipper
6000000001775378135	Q11068750	経景 朝倉	朝倉経景	jawiki article	朝倉経景	2 hop(s)	zipper
6000000001806438433	Q109595830	玄鉄 右衛門 阿知和	阿知和玄鉄	jawiki article	阿知和玄鉄	2 hop(s)	zipper
6000000001806576165	Q7005005	熊 妙光院 松平	妙高院	jawiki article	妙高院	2 hop(s)	zipper
6000000001806854034	Q11093359	忠高 本多	本多忠高	jawiki article	本多忠高	2 hop(s)	zipper
6000000001809284272	Q11608327	信良 織田	織田信良	jawiki article	織田信良	2 hop(s)	zipper
6000000001809591607	Q11653022	お保良 長昌院	長昌院	jawiki article	長昌院	2 hop(s)	zipper
6000000001809973003	Q11618436	善次 荒尾	荒尾善次	jawiki article	荒尾善次	2 hop(s)	zipper
6000000001821260623	Q982743	綱誠 徳川	徳川綱誠	jawiki article	徳川綱誠	2 hop(s)	zipper
6000000001868455854	Q6639945	信縄 武田	武田信縄	jawiki article	武田信縄	2 hop(s)	zipper
6000000001881624069	Q17192875	恒利 池田	池田恒利	jawiki article	池田恒利	2 hop(s)	zipper
6000000001891501432	Q13365626	豊昌 山内	山内豊昌	jawiki article	山内豊昌	2 hop(s)	zipper
6000000001893668943	Q6639601	信玄側室 油川	油川夫人	jawiki article	油川殿	2 hop(s)	zipper
6000000001893949378	Q10368377	松姫 信松尼 武田	信松尼	jawiki article	信松尼	2 hop(s)	zipper
6000000001894266160	Q8193299	諏訪御料人 諏訪	諏訪御料人	jawiki article	諏訪御料人	2 hop(s)	zipper
6000000001894269549	Q11594499	禰津御寮人 武田	禰津御寮人	jawiki article	禰津御寮人	2 hop(s)	zipper
6000000001894523083	Q6639684	菊 武田	菊姫 (上杉景勝正室)	jawiki article	菊姫 (上杉景勝正室)	2 hop(s)	zipper
6000000001894712005	Q6639853	信清 武田	武田信清	jawiki article	武田信清	2 hop(s)	zipper
6000000001896757102	Q17996186	知信 平	平知信	jawiki article	平知信	2 hop(s)	zipper
6000000001903977375	Q11617199	茅渟	茅渟王	jawiki article	茅渟王	2 hop(s)	zipper
6000000001905998462	Q11445795	貞能 奥平	奥平定能	jawiki article	奥平定能	2 hop(s)	zipper
6000000001906155148	Q105260083	於ふう 奥平	奥平おふう	jawiki article	おふう	2 hop(s)	zipper
6000000001906746410	Q11623651	高房 藤原	藤原高房	jawiki article	藤原高房	2 hop(s)	zipper
6000000001907023679	Q11623183	実綱 藤原	藤原実綱 (藤原資業の子)	jawiki article	藤原実綱	2 hop(s)	zipper
6000000001907439024	Q11623425	真夏 藤原	藤原真夏	jawiki article	藤原真夏	2 hop(s)	zipper
6000000001908484250	Q20040421	公明 正親町三条	正親町三条実仲	jawiki article	正親町三条実仲	2 hop(s)	zipper
6000000001908509086	Q20039035	公秀 正親町三条	正親町三条公秀	jawiki article	正親町三条公秀	2 hop(s)	zipper
6000000001931435056	Q11623585	通基 藤原	藤原通基 (大蔵卿)	jawiki article	藤原通基 (大蔵卿)	2 hop(s)	zipper
6000000001932117148	Q11400597	尹豊 勧修寺	勧修寺尹豊	jawiki article	勧修寺尹豊	2 hop(s)	zipper
6000000001934551042	Q11623128	基頼 藤原	藤原基頼	jawiki article	藤原基頼	2 hop(s)	zipper
6000000001977551481	Q11619170	孝標 菅原	菅原孝標	jawiki article	菅原孝標	2 hop(s)	zipper
6000000001977716610	Q15043477	朝頼 藤原	藤原朝頼	jawiki article	藤原朝頼	2 hop(s)	zipper
6000000001977907478	Q15839369	隆光 藤原	藤原隆光	jawiki article	藤原隆光	2 hop(s)	zipper
6000000001998943132	Q109795830	忠尹 中山	中山忠尹	jawiki article	中山忠尹	2 hop(s)	zipper
6000000002125954147	Q11432119	大井の方 大井	大井の方	jawiki article	大井の方	2 hop(s)	zipper
6000000002157973224	Q106495270	顕憲 藤原	藤原顕憲	jawiki article	藤原顕憲	2 hop(s)	zipper
6000000002160065116	Q24868439	橡媛 紀	紀橡姫	jawiki article	紀橡姫	2 hop(s)	structural;zipper
6000000002202343280	Q11623060	元名 藤原	藤原元名	jawiki article	藤原元名	2 hop(s)	zipper
6000000002202569275	Q11623384	清経 藤原	藤原清経	jawiki article	藤原清経	2 hop(s)	zipper
6000000002211460688	Q111023915	忠知正室 内藤	正寿院	jawiki article	正寿院 (蒲生忠知正室)	2 hop(s)	zipper
6000000002232706479	Q11557318	光晟 浅野	浅野光晟	jawiki article	浅野光晟	2 hop(s)	zipper
6000000002232925571	Q11612770	満姫 前田	自昌院	jawiki article	自昌院	2 hop(s)	zipper
6000000002241744479	Q6636811	春 高原院 浅野	高原院	jawiki article	高原院	2 hop(s)	zipper
6000000002368889503	Q11090427	利治 新五郎 斎藤	斎藤利治	jawiki article	斎藤利治	2 hop(s)	zipper
6000000002372093131	Q11623642	頼任 藤原	藤原頼任	jawiki article	藤原頼任	2 hop(s)	zipper
6000000002415081732	Q11623467	経通 藤原	藤原経通 (平安時代)	jawiki article	藤原経通	2 hop(s)	zipper
6000000002415127989	Q11623275	懐平 藤原	藤原懐平	jawiki article	藤原懐平	2 hop(s)	zipper
6000000002416128495	Q11623164	宗通 藤原	藤原宗通	jawiki article	藤原宗通	2 hop(s)	zipper
6000000002416500120	Q11623155	宗俊 藤原	藤原宗俊	jawiki article	藤原宗俊	2 hop(s)	zipper
6000000002416619310	Q11623223	師兼 藤原	藤原師兼	jawiki article	藤原師兼	2 hop(s)	zipper
6000000002420197205	Q11582687	県犬養 広刀自	県犬養広刀自	jawiki article	県犬養広刀自	2 hop(s)	zipper
6000000002493382022	Q11397442	利治 前田	前田利治	jawiki article	前田利治	2 hop(s)	zipper
6000000002520750737	Q837179	頼芸 美濃守 土岐	土岐頼芸	jawiki article	土岐頼芸	2 hop(s)	zipper
6000000002580718989	Q11422785	英知 小出	園基福	jawiki article	園基福	2 hop(s)	zipper
6000000002705978289	Q11432010	教寛 大久保	大久保教近	jawiki article	大久保教近	2 hop(s)	zipper
6000000002803388109	Q11452212	定恵 藤原	定恵	jawiki article	定恵	2 hop(s)	zipper
6000000002838114502	Q11623336	有貞 藤原	藤原有貞	jawiki article	藤原有貞	2 hop(s)	zipper
6000000002849180662	Q24868480	難波	難波内親王	jawiki article	難波内親王	2 hop(s)	zipper
6000000002968892289	Q11523022	長次 村井	村井長次	jawiki article	村井長次	2 hop(s)	zipper
6000000002980543691	Q7138704	教輔室 池田	靖厳院	jawiki article	靖厳院	2 hop(s)	zipper
6000000002995244956	Q26213743	高嶷 藤堂	藤堂高兌	jawiki article	藤堂高兌	2 hop(s)	zipper
6000000003029045711	Q8514963	政晴 内藤	内藤政晴	jawiki article	内藤政晴	2 hop(s)	zipper
6000000003126637970	Q11623295	敦敏 藤原	藤原敦敏	jawiki article	藤原敦敏	2 hop(s)	zipper
6000000003127468974	Q11623301	斉敏 藤原	藤原斉敏	jawiki article	藤原斉敏	2 hop(s)	zipper
6000000003266344683	Q11376346	仁実 藤原	仁実	jawiki article	仁実	2 hop(s)	zipper
6000000004163104529	Q106650694	清次 内藤	関兼貞	jawiki article	関兼貞	2 hop(s)	zipper
6000000004302197568	Q11611016	聖恵法親王	聖恵法親王	jawiki article	聖恵法親王	2 hop(s)	zipper
6000000004328661581	Q11623020	伊房 藤原	藤原伊房	jawiki article	藤原伊房	2 hop(s)	zipper
6000000006903824096	Q11423481	有脩 土御門	土御門有脩	jawiki article	土御門有脩	2 hop(s)	zipper
6000000007156854482	Q110726422	公景 姉小路	風早実秋	jawiki article	風早実秋	2 hop(s)	zipper
6000000007157019273	Q110713840	実顕 阿野	風早公雄	jawiki article	風早公雄	2 hop(s)	zipper
6000000007162104355	Q11615207	在良女 菅原	花園左大臣家小大進	jawiki article	花園左大臣家小大進	2 hop(s)	zipper
6000000007162911281	Q11544271	常主 橘	橘常主	jawiki article	橘常主	2 hop(s)	zipper
6000000007163899677	Q11563993	保光 源	源保光	jawiki article	源保光	2 hop(s)	zipper
6000000007164407323	Q11564322	重光 源	源重光	jawiki article	源重光	2 hop(s)	zipper
6000000007164530269	Q17214196	延光 源	源延光	jawiki article	源延光	2 hop(s)	zipper
6000000007170078581	Q7813728	徳一 藤原	徳一	jawiki article	徳一	2 hop(s)	zipper
6000000007170742522	Q11623596	道頼 藤原	藤原道頼	jawiki article	藤原道頼	2 hop(s)	zipper
6000000007170880427	Q24863699	頼親 藤原	藤原頼親	jawiki article	藤原頼親	2 hop(s)	zipper
6000000007180401211	Q11623395	為通 藤原	藤原為通	jawiki article	藤原為通	2 hop(s)	zipper
6000000007180646210	Q11623152	守義 藤原	藤原守義	jawiki article	藤原守義	2 hop(s)	zipper
6000000007212885310	Q7140443	鶴 松平	廉貞院	jawiki article	廉貞院	2 hop(s)	zipper
6000000008025252074	Q95162004	延信 源	延信王	jawiki article	延信王	2 hop(s)	zipper
6000000008025421829	Q106433835	明順 高階	高階明順	jawiki article	高階明順	2 hop(s)	zipper
6000000008115568617	Q50640448	緒継	緒継女王	jawiki article	緒継女王	2 hop(s)	zipper
6000000008118669418	Q45828490	教俊 百済王	百済王教俊	jawiki article	百済王教俊	2 hop(s)	zipper
6000000008384731047	Q1142657	為賢 藤谷	毛利輝元	jawiki article	毛利輝元	2 hop(s)	zipper
6000000008737044883	Q13565736	南加 中山	嵯峨仲子	jawiki article	中山南加	2 hop(s)	zipper
6000000009302575451	Q79736697	隆方 藤原	藤原隆方	jawiki article	藤原隆方	2 hop(s)	zipper
6000000009880139347	Q11564249	源経頼	源経頼	jawiki article	源経頼	2 hop(s)	zipper
6000000012051338196	Q11623222	師保 藤原	藤原師保	jawiki article	藤原師保	2 hop(s)	zipper
6000000012051931144	Q11623587	通季 藤原	藤原通季	jawiki article	藤原通季	2 hop(s)	zipper
6000000012053742323	Q11623226	師氏 藤原	藤原師氏	jawiki article	藤原師氏	2 hop(s)	zipper
6000000012054694908	Q7223087	実宗 藤原	藤原実宗	jawiki article	藤原実宗	2 hop(s)	zipper
6000000012055006047	Q11623176	実成 藤原	藤原実成	jawiki article	藤原実成	2 hop(s)	zipper
6000000021260918603	Q11622123	道生 南蘭陵	蕭道生	jawiki article	蕭道生	2 hop(s)	wikidata-p2600
6000000021261145902	Q11622122	道度 蘭陵	蕭道度	jawiki article	蕭道度	2 hop(s)	zipper
6000000208813828827	Q11464914	尼子娘 胸形	尼子娘	jawiki article	尼子娘	2 hop(s)	zipper
6000000211692993829	Q10729498	家乗 松平	松平家乗	jawiki article	松平家乗	2 hop(s)	zipper
6000000218454708883	Q11564521	溶姫 德川	溶姫	jawiki article	溶姫	2 hop(s)	zipper
6000000001750721339	Q11651545	小督 長勝院 永見	長勝院	jawiki article	長勝院	3 hop(s)	zipper
6000000001762032228	Q6997589	大姫 清泰院 徳川	清泰院 (前田光高の正室)	jawiki article	清泰院 (前田光高正室)	3 hop(s)	zipper
