geni_id	our_name	qid	candidate_name	slot	via	sex	shared_words
6000000002006390626	Walter de Washington	Q75644540	Q75644540	child	William FitzPatric de Wessington	M	
6000000002010323423	Minik Rosing	Q12327310	Minik T. Rosing	child	Jens Rosing	M	
6000000002024149296	Charles George Beauclerk	Q26265524	Q26265524	child	Topham Beauclerk	M	beauclerk george georgiana robert
6000000002024149516	Pamela Hamilton	Q75263257	Q75263257	child	Frederick Augustus Campbell	F	
6000000002043219801	Alan de Dunstanville	Q18526340	Q18526340	child	Alan de Dunstanville	M	
6000000002099541095	Carl Gustav av Sverige Prins, Storfurst av Finland	Q24018143	Q24018143	child	Gustav IV Adolf of Sweden King	M	adolf gustav sweden
6000000002099549154	Amalia Maria Charlotta von Holstein-Gottorp	Q641581	Princess Amalia of Sweden	child	Gustav IV Adolf of Sweden King	F	adolf gustav sweden vasa
6000000002099549788	Alexandrine Gustave Friedrieke von Friesenhof Gräfin von Welsburg	Q75390959	Q75390959	child	Elimar Anton Günther Friedrich von Oldenburg Herzog	F	
6000000002105541716	John Awdeley Kt.	Q110332389	Sir John Audley, of Swaffham	child	Humphrey Audley	M	
6000000002106239554	Ieuan ab Einion	Q99084628	Q99084628	child	Einion ap Hywel	M	einion
6000000002115881154	John Forbes	Q75935910	Q75935910	child	Alexander Forbes	M	alexander forbes
6000000002115924522	Julia Louisa Willoughby Baroness Middleton	Q75276663	Q75276663	child	Alexander William Robert Bosville	F	9th baron digby middleton willoughby
6000000002116095617	Archibald Napier	Q4786465	Archibald Napier, 1st Lord Napier	child	Elizabeth Stirling	M	archibald graham margaret napier
6000000002116140113	James Haldane	Q75740896	Q75740896	child	John Haldane III	M	
6000000002116155755	John Stewart	Q75389589	Q75389589	child	Richard Stewart	M	stewart
6000000002116161353	Jean Lindsay	Q75262496	Q75262496	child	Jean Kerr	F	david lindsay
6000000002116164310	James Drummond	Q75252710	Q75252710	child	Patrick Drummond	M	
6000000002116172839	Andrew Hay	Q75274094	Q75274094	child	George Hay	M	
6000000002116172846	Anne Drummond	Q66377913	Q66377913	child	James Drummond	F	
6000000002116250360	Alice Houghton	Q75774765	Q75774765	child	Thomas Assheton Kt.	F	
6000000002144374576	Philippe Emmanuel Maximilien Marie Eudes d'Orléans Prince, Duke of Vendôme	Q16801	Q16801	sibling	Louise Victoire Marie Amélie Sophie d'Orléans Princess of Bavaria	M	chaponaymorance charlotte ferdinand genevive henriette princess sophie
6000000002144789791	Sophie Charlotte Augustine von Bayern Herzogin, Duchesse d'Alençon	Q60912	Duchess Sophie Charlotte in Bavaria	sibling	Ludwig Wilhelm von Pfalz-Birkenfeld-Gelnhausen Herzog in Bayern, Freiherr von Wallersee	F	bavaria elisabeth emanuel empress ferdinand helene karl ludovika mathilde maximilian theodor trani
6000000002144972180	Ferdinand Philippe Marie d'Orléans duc d'Alençon	Q138786	Prince Ferdinand, Duke of Alençon	child	Louis Charles Philippe Raphaël d'Orléans	M	charlotte gaston louis sophie
6000000002159427174	Johan Mauritz Wrangel af Lindeberg	Q88104379	Q88104379	child	Margareta Mauritzdotter Grip	M	grip herman margareta mauritz wrangel
6000000002164471604	Elizabeth Ligon	Q98100156	Q98100156	child	Henry Batte	F	
6000000002173061642	Richard Plantagenet	Q75387647	Q75387647	child	George Clarence Plantagenet 1st Duke of Clarence	M	
6000000002173061662	Anne Plantagenet	Q75387634	Q75387634	child	George Clarence Plantagenet 1st Duke of Clarence	F	
6000000002174426930	Marie Antoinette Antoinette de Bautru de Nogent	Q108942346	Marie Antoinette de Bautru	child	Diane Charlotte de Bautru	F	antoinette armand bautru biron charlesantoine charlotte diane genevive gontaut gontautbiron judith marie
6000000002174560552	Lt. Col. Thomas Claiborne Sr.	Q91231839	Q91231839	child	Col. William Claiborne	M	
6000000002175951669	綏子 藤原	Q11623470	Fujiwara no Yasuko	sibling	Michinaga Fujiwara	F	fujiwara kaneie senshi
6000000002176625369	寛子 藤原	Q15645727	Fujiwara no Kanshi	child	明子 源	F	
6000000002176965802	重光女 源	Q106359309	Minamoto no Shigemitsu's daughter	child	重光 源	F	
6000000002184137622	Ida Lucinda Curtis	Q114950863	Ida Lucinda Seymour	child	Edwin Chidsey Seymour	F	edwin seymour
6000000002187570152	Otto II Aleramid marquis of Montferrat	Q2525049	Q2525049	child	Guglielmo Aleramici Lord of the March of Monferrato	M	waza
6000000002187624443	Orodes	Q3381648	Q3381648	child	Phraates	M	
6000000002187651687	Konrad von Österreich	Q75247811	Q75247811	child	Adela van Leuven	M	adela
6000000002187651880	Liutgard von Meißen	Q118109628	Liutgard of Meissen	child	Eckhard I von Merseburg Count of Merseberg, Margrave of Meissen	F	
6000000002187665891	Strezislava the Pretty	Q16938141	Q16938141	child	Drahomira Hevelli-Stodoranska	F	vratislaus
6000000002187684213	Otto	Q75289185	Q75289185	child	Irmingard Fürstin von Anhalt	M	
6000000002187705205	Guillaume d'Orléans comte d'Orléans	Q3779050	Q3779050	sibling	Ermentrude	M	
6000000002187796322	Bertha	Q24039098	Q24039098	sibling	Ludwig von Kärnten	F	arnulf carinthia
6000000002187798858	Hilduin I	Q140619831	Q140619831	child	Ingeltrude de Bourgogne Comptess	M	ingeltrude
6000000002187820623	Jean de Valois	Q3263567	Q3263567	sibling	Catherine II de Valois-Courtenay Titular	M	valois
6000000002187823722	Mathilde von Thüringen	Q75288335	Q75288335	child	Ludwig III von Thüringen I	F	hedwig
6000000002187825245	Jutta	Q813279	Q813279	sibling	Sophie von Bayern und Sachsen	F	herman sophie winzenburg
6000000002187825288	Konrad von Formbach	Q1223833	Dietrich II. von Münster	sibling	Herman I [Formbach] Graf von Reinhausen Winzenberg, Graf von Radelberg, Vogt von Formbach und Göttweih Graf von Winzenburg	M	herman winzenburg
6000000002187825635	Agnes von Bayern	Q75290549	Q75290549	child	Agnes von Bayern	F	agnes
6000000002187828420	Swatawa Bohemia	Q5081413	Svatava of Bohemia	child	Vladislaus I I von Bohemen	F	bohemia vladislaus
6000000002187828607	Rapoto	Q118977667	Henry II of Berg-Schelklingen	child	Adelheid van Mochental	M	mochental
6000000002187834054	Kunigunde	Q112244946	Elisabeth of Lindow-Ruppin	child	Judith Countesson von Brandenburg	F	
6000000002187851897	Manassès de Rethel	Q24938335	Q24938335	child	Mélisende de Montlhéry	M	melisende
6000000002187862047	Eustache de Saint-Pol	Q108802355	Eustachie of Saint-Pol	child	Yolande van Hengouwen	F	
6000000002187894076	John Sinclair	Q75532468	Q75532468	child	William Sinclair Lord Berridale	M	
6000000002187894382	John Hamilton	Q75390799	Q75390799	child	James Hamilton	M	hamilton james
6000000002187923532	Walthari von Langobarden	Q505630	Walthari	child	Waccho	M	
6000000002187927890	Guillem de Barcelona Infant de Barcelona	Q20002785	Q20002785	child	Sunyer I de Barcelona XIII comte de Barcelona	M	
6000000002187947224	Simon de Cambrai-Oisy	Q3142694	Q3142694	child	Simon d'Oisy	M	
6000000002187947231	Hildégarde de Mons	Q105983215	Eve de Chièvres 'dite Domizon'	child	Ida de Chievres d'Ath	F	ida
6000000002187947919	Hugues de Troyes Comte Palatin de Bourgogne	Q3285259	Q3285259	child	Garnier de Sens	M	garnier sens
6000000002188005090	Mstislaw Данилович of Galicia	Q4305595	Q4305595	child	Anna Mstislavna of Galicia	M	daniel galicia
6000000002188017290	Juliane le Vavasour	Q76199706	Q76199706	child	Thomas de Moulton Justiciar	F	
6000000002188017796	Albrecht III	Q2106875	Q2106875	child	Beatrix von Sachsen-Wittenberg	M	
6000000002188021924	Agatha de Lorraine	Q75291458	Q75291458	child	Ferry I de Lorraine	F	
6000000002188032641	Marion Sandilands	Q76254400	Q76254400	child	Eleanor Douglas	F	
6000000002188032990	Margaret Danielston	Q75902595	Q75902595	child	Robert Danielston	F	
6000000002188039631	William Douglas	Q75389913	Q75389913	child	George Douglas Master	M	douglas drummond elizabeth george master
6000000002188039651	Margaret Douglas	Q75389926	Q75389926	child	George Douglas Master	F	douglas drummond elizabeth george james master
6000000002188043160	Jane Campbell	Q75536068	Q75536068	child	Colin Campbell	F	agnes keith
6000000002188056417	Margaret Kerr	Q75254917	Q75254917	child	Walter Kerr	F	
6000000002188113110	NN Stewart	Q75384809	Q75384809	child	Margaret Tudor	F	margaret stewart tudor
6000000002188166081	Otto II	Q75247005	Q75247005	child	Johann I von Oldenburg	M	
6000000002188195079	恌 元	Q10889684	Yuan Tiao	child	宏 元	M	
6000000002188195610	Boling	Q16603693	Q16603693	child	晃 拓拔	F	
6000000002188261572	Heinrich	Q697382	Q697382	child	Berthold	M	
6000000002188303680	Berthold	Q12273180	Berchthold II of Swabia	child	Berthold	M	
6000000002188316601	Bernard de Baliol	Q110581960	Bernard de Balliol	child	Eustache de Balliol Baron of Bywell	M	balliol
6000000002188364741	... dei Longobardi	Q76298602	Q76298602	child	Audoin	F	
6000000002188368942	Karl* Ferdinand Otto Leopold Michael Maria Johannes zu Hohenlohe-Bartenstein und Jagstberg	Q75294908	Q75294908	child	Anna Maria Theresia Austria-Toscana	M	anna
6000000002188370083	Rudolph Syringus Peter Karl Franz Joseph Robert Otto Antonius Maria Pius Benedikt Ignatius Laurentius Justiniani Marcus d'Aviano Habsburg-Lothringen Erzherzog	Q112866	Archduke Rudolf of Austria	child	Karl Franz Joseph Ludwig Hubert Georg Otto Marie de Habsbourg-Lorraine Emperor of Austria, King of Hungary	M	austria ludwig robert simeon zita
6000000002188370492	Maria Theresa Maddalena of Bourbon-Two Sicilies Princess of Hohenzollern	Q272513	Q272513	child	Luigi Maria di Borbone-Due Sicilie conte di Trani	F	ludovika mathilde trani
6000000002188370600	Maria Januaria Amelia Isabella Luisa Enrichetta Giovanna Bona Nicanoretta Gisela Micaela Gabriela Raffaela Gonzaga di Borbone-Due Sicilie	Q75367563	Q75367563	child	Луиджи Бурбон Сицилийский	F	
6000000002188370721	Luísa Vitória de Orléans e Bragança	Q51883211	Luísa Vitória, Princess of Grão-Pará	child	Louis Philippe Marie Ferdinand Gaston d'Orléans	F	gaston isabel
6000000002188374180	Wolfgang Maria Leopold of Bavaria	Q70709636	Q70709636	child	Ludwig Luitpold Josef Maria Aloys Alfried von Bayern	M	ludwig
6000000002188374272	Marie Maximiliane Thekla av Österrike Habsburg	Q61723879	Maria Maximiliana of Austria	child	Maria Anna Carolina Josepha Vincentia Xaveria Nepomucena Franziska de Paula Franziska de Chantal Johanna Antonia Elisabeth Cunigunde Gertrud Leopoldina Саксонская Granduchessa di Toscana	F	archduchess augusta
6000000002188374753	Rainer Karl Austria And	Q16030095	Archduke Rainer of Austria	child	Leopold Salvator Maria von Habsburg-Lothringen	M	archduke austria franz immaculata josef karl leopold pius
6000000002188376862	Bonne	Q21101754	Q21101754	child	Blanche de Bretagne	F	
6000000002188383285	Otger d'Auvergne-Pardiac	Q2398727	Q2398727	child	Alix Alésie de Ventadour	M	
6000000002188385001	Arabella Waldegrave-Chewton	Q96074571	Q96074571	sibling	James Waldegrave	F	henrietta james waldegrave
6000000002188386479	Jacques Marie Emanuel Fitz-James	Q18604758	Q18604758	child	Edouard Fitz-James of Fitz-James	M	
6000000002188386673	Jacobo Felipe Carlos Pascual Cayetano Vicente Fitz-James Stuart zu Stolberg-Gerdern V Duque de Berwick	Q3805819	Q3805819	child	Carlos Bernando Pascal Januario Fitz-James Stuart y Silva 4th Duque de Berwick, GE	M	fitzjames jacobo jerica liria stuart
6000000002188399476	Friedrich Ludwig Eugen Hohenlohe-Öhringen	Q1464117	Prince Friedrich of Hohenlohe-Öhringen	child	Luise Friederike Sophie-Dorothea von Württemberg	M	felix hohenloheohringen luise prince wurttemberg
6000000002188402385	Adelheid von Schleswig-Holstein-Sonderburg-Glücksburg Fürstin zu Solms-Baruth	Q2082765	Q2082765	child	Friedrich Ferdinand Georg Christian Karl Wilhelm von Schleswig-Holstein-Sonderburg-Glücksburg Herzog zu Schleswig-Holstein	F	adelheid feodora ferdinand friedrich princess schleswigholstein viktoria wilhelm
6000000002188409392	Jean Pierre Clément Marie d'Orléans	Q578791	Prince Jean d’Orléans	child	Françoise Marie Amélie d'Orléans	M	chartres dorleans franoise henri marguerite robert
6000000002188409465	Guillaume de Bournonville	Q137178964	William de Bournaville	child	Eustache de Guînes I	M	
6000000002188412119	Honfroy III de Toron	Q1294636	Humphrey III of Toron	child	Honfroy II de Toron seigneur de Toron	M	milly toron
6000000002188412399	Alexandrine Khevenhüller-Metsch	Q75300011	Q75300011	child	Luise Windisch-Graetz	F	luise
6000000002188412435	Ernst Wilhelm Anton zu Windisch-Grätz	Q75279182	Q75279182	child	Hugo Alfred Adolf zu Windisch-Grätz	M	
6000000002188412733	Frederick Lennox	Q75348064	Q75348064	child	Charles Lennox 4th Duke of Richmond, 4th Duke of Aubigny	M	
6000000002188416371	Friedrich	Q75389000	Q75389000	child	Wilhelm Georg Albrecht von Hohenau	M	
6000000002188420247	Ludwig Prinz von Baden	Q881071	Q881071	sibling	Friedrich II Wilhelm von Baden Großherzog	M	baden duke friedrich grand victoria
6000000002188420526	Friedrich Ferdinand von Sachsen-Weimar Prinz	Q1459071	Prince Frederick Ferdinand Constantin of Saxe-Weimar-Eisenach	child	Anna Amelia von Braunschweig-Wolfenbüttel Herzogin zu Sachsen-Eisenach	M	
6000000002188420668	Charlotte von Schaumburg- Lippe Königin zu Württemberg	Q242867	Q242867	child	Bathildis Amalgunde von Anhalt-Dessau Prinzessin zu Schaumburg-Lippe	F	wilhelm wurttemberg
6000000002188424455	Ernst ll Bernhard Georg Johann karl Friedrich Peter Albert von Sachsen-Altenburg Herzog	Q61787	Ernst II, Duke of Saxe-Altenburg	sibling	Marie Anne von Sachsen-Altenburg Fürstin zu Schaumburg-Lippe	M	anne ernst friedrich marie moritz sachsenaltenburg
6000000002188424599	Georg von Sachsen-Altenburg Prinz	Q75391487	Q75391487	child	Ernst Friedrich Paul Georg Nikolaus von Sachsen-Altenburg Duke	M	duke
6000000002188424629	Anna Beatrix d'Asburgo-Este Principessa di Modena e Reggio	Q75270292	Q75270292	child	Francesco V Ferdinando Geminiano d'Asburgo-Este Duca di Modena e Reggio	F	
6000000002188425286	Afonso Carlos Bourbon-San Jaime	Q460212	Alfonso Carlos de Borbón	child	Juan Carlos María Isidro de Borbón y Braganza Conde de Montizón	M	juan
6000000002188425844	Amelie Maria von Bayern Prinzessin, Duchess of Urach	Q63532	Duchess Amalie in Bavaria	child	Sophie Maria Friederike Auguste Leopoldine Alexandrine Ernestine Albertine Elisabeth von Sachsen Prinzessin von Bayern	F	albrecht karl sophie theodor urach wilhelm
6000000002188425852	Wilhelm II Karl Florestan Gero Crescentius von Württemberg-Urach Graf	Q58010	Prince Wilhelm Karl, 2nd Duke of Urach	child	Wilhelm Friedrich Alexander Ferdinand von Württemberg 1st Duke of Urach	M	albrecht duchess duke urach wilhelm
6000000002188425900	Albrecht von Württemberg-Urach Fürst von Urach Graf von Württemberg	Q4712679	Prince Albrecht of Urach	sibling	Elisabeth Florentine von Württemberg-Urach	M	duchess karl urach wilhelm
6000000002188429349	Franz Joseph von Österreich Erzherzog	Q75392387	Q75392387	child	Elisabeth Franziska Maria von Österreich, Habsburg Principessa di Modena, Erzherzogin zu Österreich	M	ferdinand karl
6000000002188429639	Charles Ferdinand d'Artois (de Bourbon/Bourbon) duc de Berry	Q464657	Charles Ferdinand, Duke of Berry	child	Charles Philippe de Bourbon	M	antoine dartois louis sophie
6000000002188429700	Jaime Pío Juan Carlos Bienvenido Sansón Pelayo Hermenegildo Recaredo Álvaro Fernando Gonzalo Alfonso María de los Dolores Enrique Luis Roberto Francisco Ramiro José Joaquín Isidro Leandro Miguel Gabri	Q525631	Prince Jaime of Bourbon	child	Margherita Maria Teresa Enrichetta of Madrid	M	elvira
6000000002188429710	Elvira Maria Teresa Enriqueta	Q47528367	Princess Elvira of Bourbon	child	Margherita Maria Teresa Enrichetta of Madrid	F	jaime prince
6000000002188440386	Andor Pál Pál Széchenyi de Sárvár-Felsövidek	Q75326366	Q75326366	child	Gyula sárvár-felsővidéki Széchenyi	M	gyula szechenyi
6000000002188440590	Christian Ludwig Friedrich Adolf Alexis Wilhelm Ferdinand von Hessen-Philippsthal-Barchfeld Prinz	Q16006938	Prince Christian of Hesse-Philippsthal-Barchfeld	child	Auguste Marie Caroline Ida Luise von Schleswig-Holstein, Glücksburg Prinzessin von Hessen-Philippsthal-Barchfeld	M	
6000000002188440640	Friedrich Wilhelm von Nassau-Weilburg Prince	Q75389085	Q75389085	child	Friedrich Wilhelm von Nassau-Weilburg Herzog zu Nassau	M	
6000000002188444707	Auguste Friederike Amalie von Anhalt-Dessau Prinzessin	Q75243466	Q75243466	child	Friederike Wilhelmina Luise Amalie von Preußen Herzogin zu Anhalt-Dessau	F	wilhelmina
6000000002188444827	Heinrich XXlV Reuß zu Greiz Fürst I1	Q667952	Q667952	child	Ida Mathilde Adelheid zu Schaumburg-Lippe Fürstin Reuß zu Greiz	M	greiz heinrich hermine princess
6000000002188444843	Marie Agnes Prinzessin Reuß zu Greiz	Q75391868	Q75391868	child	Heinrich XXll Reuß zu Greiz Fürst	F	greiz heinrich
6000000002188444915	Alexandrine von Württemberg Herzogin	Q55052194	Duchess Alexandrine Mathilde of Württemberg	child	Friedrich Eugen Karl Paul Ludwig Herzog von Württemberg	F	
6000000002188444988	Christine Anna Agnès Luise Oswaldine zu Salm NEUFVILLE	Q102320532	Princess Christine of Salm	child	Albertine Johanna von Nassau-Hadamar Prinzessin	F	elisabeth leopold nikolaus salm
6000000002188445456	Karoline	Q75389227	Q75389227	child	Wilhelm Graf von Reichenbach-Lessonitz	F	reichenbachlessonitz von
6000000002188445843	Joseph Ludwig Leopold von Bayern Prinz	Q128790720	Joseph Louis of Bavaria	child	Maria Amalia Josefa Anna von Österreich Kurfürstin von Bayern, Kaiserin des HRR	M	bavaria joseph maximilian
6000000002188445875	Leopold Josef of Habsburg-Austria	Q3271839	Q3271839	child	Wilhelmina Amalia von Braunschweig-Lüneburg Holy Roman Empress, Queen of the Germans, Queen of Hungary	M	holy roman
6000000002188450599	August-Philipp von Croÿ	Q75375214	Q75375214	child	Philippe François Franz Reinald Prince de Croÿ	M	
6000000002188450623	Louis Prince of Croy	Q75375711	Q75375711	child	Georges Prince de Croÿ	M	
6000000002188450708	Hedwige Marie Gabrielle de Ligne	Q75384306	Q75384306	child	Charles Joseph Eugène Henri Georges Lamoral de Ligne	F	
6000000002188450796	Charles Alfred Louis Rudolph de Croÿ XII	Q15445922	Carl Alfred, 12th Duke of Croÿ	child	Rodolphe de Croÿ	M	
6000000002188450904	Maria-Bertha Franziska Felicia Johanne de Rohan-Guemene	Q3291578	Q3291578	sibling	Alain Rohan	F	alain arthur gabriele rohan
6000000002188453084	Alexander Friedrich Wilhelm Ludwig von Preußen Prinz	Q105950	Prince Alexander of Prussia	sibling	Georg Friedrich Wilhelm Ernst von Preußen Prinz	M	anhaltbernburg luise
6000000002188453100	Friedrich Amadeus von Anhalt-Bernburg prinz	Q75289363	Q75289363	child	Marie Friederike von Hessen-Kassel Herzogin zu Anhalt-Bernburg	M	anhaltbernburg friederike marie
6000000002188453263	Elisabeth de la Rochefoucauld	Q76275269	Q76275269	child	Marie Georgine Sophie Hedwige Eugenie de Ligne	F	ligne louis
6000000002188453300	Amélie Mélanie de Conflans	Q110613834	Mélanie de Conflans	child	Charles Louis Gabriel de Conflans	F	amelie cro
6000000002188453456	Georg Ludwig von Oldenburg Herzog von Holzappel-Schaumburg	Q17123317	Q17123317	child	Nikolaus Friedrich Peter von Oldenburg Grand Duke of Oldenburg	M	augustus duke elisabeth grand oldenburg peter
6000000002188453536	Karl Gustaf von Holstein-Gottorp Prins	Q26720405	Q26720405	child	Sophia Magdalena of Denmark and Norway of Oldenburg Queen Consort of Sweden	M	adolf gustav iii sweden
6000000002188453730	Nikolaus Friedrich August von Oldenburg	Q4334154	Q4334154	child	Therese Wilhelmine Friederike Isabella Charlotte von Nassau-Weilburg Duchess Peter of Oldenburg	M	oldenburg peter
6000000002188456048	Vittorio Amadeo	Q1775598	Q1775598	sibling	Maria Adelaida Adelaide of Savoy di Savoia	M	
6000000002188456176	Carlo Emanuele di Savoia principe	Q75394437	Q75394437	child	Vittorio Emanuele di Savoia	M	cristina maria
6000000002188456630	Wanda * Maria Anna von Schimony-Schimonsky	Q75330830	Q75330830	child	Wanda Ada Hedwig Blücher von Wahlstatt	F	blucher von wahlstatt
6000000002188456644	Anna Gabriela Radziwiłł h. Trąby 3	Q61181081	Gabrielle Radziwill	child	Wilhelm Adam Karl Radziwill	F	
6000000002188456804	Pelagia Józefina Aniela Potocka	Q75330938	Q75330938	child	Małgorzata Maria Elżbieta Potocka	F	
6000000002188456920	Marie Clary-Aldringen	Q75330961	Q75330961	child	Felicia Богуславовна Clary und Aldringen	F	
6000000002188456926	Johannes Count Clary-Aldringen	Q75330958	Q75330958	child	Felicia Богуславовна Clary und Aldringen	M	
6000000002188458090	John Bingham	Q7527605	Q7527605	sibling	Charles Bingham	M	bingham charles
6000000002188461352	Emilie von Metternich-Winneburg	Q75326357	Q75326357	sibling	Prince Klemens-Wenzel of Metternich-Winneburg Fürst	F	paul von
6000000002188461987	Johanna Felicitas von Manderscheid-Blankenheim	Q75378793	Q75378793	child	Luise Franziska Wilhelmine Anselmina	F	maria
6000000002188464504	Freda von Bethmann-Hollweg	Q130683277	Sophie, Gräfin von Arnim	child	Adolf Heinrich von Arnim	F	von
6000000002188466080	Aloys Nikolaus Ambros Graf von Arco-Steppberg	Q1256759	Aloys von Arco-Stepperg	child	Maria Leopoldine von Österreich-Este	M	von
6000000002188466099	Caroline Gfin von und zu Arco-Zinneberg	Q75295025	Q75295025	child	Maria Leopoldine von Österreich-Este	F	von
6000000002188466119	Rinaldo Francesco d'Este	Q75269886	Q75269886	child	Maria Teresa Cybo Malaspina	M	
6000000002188466381	Konstantin Prince of Salm-Salm	Q75375523	Q75375523	child	George Leopold Maximilian Christian Prinz zu Salm-Salm	M	
6000000002188466739	Louisa Elizabeth Frederica Oswald	Q75262902	Q75262902	child	William Craven	F	craven william
6000000002188468457	Caroline Adair	Q42796899	Q42796899	child	Anne Anna van Keppel Countess of Albemarle	F	adair frederick keppel robert
6000000002188468495	Edmunde/Edmée Caroline Luise Dorothee Therese Marie Nicolis di Robilant e Cereaglio	Q131582052	Edmée, Gräfin von Clary und Aldringen	child	Edmund Moritz von Clary und Aldringen	F	
6000000002188470274	Karl Friedrich August von Brandenburg-Ansbach Erbmarkgraf	Q75389028	Q75389028	child	Friederike Luise von Brandenburg und Preußen Markgräfin zu Brandenburg-Ansbach	M	
6000000002188470290	Augustus Berkeley	Q4821385	Augustus Berkeley, 4th Earl of Berkeley	child	Louisa Berkeley	M	berkeley craven elizabeth frederick
6000000002188470695	Mary Coventry Countess of Coventry	Q75251036	Q75251036	child	Aubrey Beauclerk 6th Duke of St. Albans	F	
6000000002188470707	Aubrey Beauclerk 7th Duke of St.Albans	Q45344089	Aubrey Beauclerk, 7th Duke of Saint Albans	child	Aubrey Beauclerk 6th Duke of St. Albans	M	albans
6000000002188470781	Diana Beauclerk	Q75251033	Q75251033	child	Charles Beauclerk	F	
6000000002188475882	Anne Beauclerk	Q75251361	Q75251361	child	Topham Beauclerk	F	
6000000002188483618	Charles Stanhope	Q5082628	Charles Stanhope, 3rd Earl of Harrington	child	Caroline Stanhope Countess of Harrington	M	4th 5th charles earl harrington leicester stanhope
6000000002188489221	Henry Seymour	Q18528699	Q18528699	child	Francis Seymour-Conway	M	
6000000002188489227	Frances Maria Seymour-Conway	Q75328848	Q75328848	child	Francis Seymour-Conway	F	
6000000002188496470	Eleonore Wallis	Q75378741	Q75378741	child	Erwine von Sternberg Manderscheid	F	
6000000002188502239	Maria von Schleswig-Holstein-Sonderburg-Augustenburg Prinzessin von Noer	Q75389645	Q75389645	child	Frederik Emil August von Schleswig-Holstein-Sonderburg-Augustenburg Herzog, Prinz zu Nör	F	schleswigholsteinsonderburgaugustenburg
6000000002188502322	Vittoria Margharita di Savoia Princepessa	Q16853762	Q16853762	child	Elisabeth Thérèse de Lorraine	F	benedetto
6000000002188502328	Benedetto Maria Maurizio di Savoia e Sardegna Duca del Chiablese	Q1446617	Benedetto, Prince of Savoy	child	Elisabeth Thérèse de Lorraine	M	
6000000002188504526	Charles de Bourbon	Q16543505	Q16543505	child	Marie Louise Elisabeth d'Orléans	M	
6000000002188508549	Edward Fox FitzGerald	Q47008164	Edward Fox Fitzgerald	child	Edward Fitzgerald	M	pamela
6000000002188508622	Charles Coote Lord Coloony	Q75316483	Q75316483	child	Emily-Maria-Margaret FitzGerald	M	
6000000002188508667	Isabella Horatia Seymour	Q75256747	Q75256747	child	George Seymour	F	
6000000002188510065	Florence Hay	Q75297692	Q75297692	child	William Harry Hay	F	
6000000002188510171	Wilhelm von Hessen-Kassel Prinz	Q75388944	Q75388944	child	Aleksandra Nikolaievna Romanova Landgräfin von Hessen-Kassel	M	
6000000002188510359	Friederike Wilhelmine Augusta Luisa Charlotte of Wuerttemberg Princess	Q75391033	Q75391033	child	Elisabeth Friederike Sophie von Brandenburg-Bayreuth Herzogin zu Württemberg	F	brandenburgbayreuth elisabeth eugen karl sophie wurttemberg
6000000002188510391	Frederick Maximilian Alexander of Rhena Count	Q1459338	Friedrich Maximilian Alexander von Rhena	child	Charles Frederick Gustav William Maximilian von Baden Prince	M	
6000000002188510407	Anna von Mecklenburg-Schwerin	Q17748148	Q17748148	child	Fredrick Franz II Francis II of Mecklenburg- of Mecklenburg-schwerin	F	francis iii
6000000002188517069	Friedrich-Carl Arthur Maximilian Albrecht von Hohenau	Q75389002	Q75389002	child	Friedrich Bernhard Wilhelm Albrecht von Hohenau Graf	M	
6000000002188517255	Henry Augustus Berkeley Craven	Q75262871	Q75262871	child	Elizabeth Craven	M	craven elizabeth
6000000002188520923	Henry Scott	Q75333070	Q75333070	child	Henry Scott	M	henry scott
6000000002188524287	Anna Maria Petre Baroness Petre	Q18875060	Q18875060	child	James Radclyffe	F	james radclyffe
6000000002188529944	Augusta Collins	Q75280600	Q75280600	child	Leveson Granville Keith Murray	F	
6000000002188536006	Jack Henry Murray R.N.	Q75280592	Q75280592	child	Leveson Granville Keith Murray	M	
6000000002188536096	John Murray	Q60788787	John Murray	child	Edward Murray	M	
6000000002188551373	Agnes Townshend	Q75322935	Q75322935	child	Anne Elizabeth Clementina Townshend Marchioness Townshend of Raynham	F	anne marchioness townshend
6000000002188569476	Marguerite de Blois	Q75239778	Q75239778	child	Charles de Blois Duc de Bretagne	F	cerda charles
6000000002188572343	Péronelle d'Amboise	Q111311401	Perronelle d'Amboise, Dame de Montaignand	child	Louis d'Amboise Senechal d'Anjou	F	damboise louis
6000000002188578691	Guillaume II de Joigny	Q48757205	Guillaume II de Joigny	child	Guillaume de Joigny	M	elisabeth noyers
6000000002188586032	Sophie Louise von Sachsen-Weimar-Eisenach Prinzessin zu Schwarzburg-Rudolstadt	Q6351902	Princess Sophie of Saxe-Weimar-Eisenach	child	Feodora Karola Charlotte Marie Adelheid Auguste Mathilde Sachen-Weimar-Eisenach Prinzessin, Großherzogin	F	ernst wilhelm
6000000002188586039	Friedrich Günther von Schwarzburg-Rudolstadt	Q5503810	Friedrich Günther, Prince of Schwarzburg	child	Alexandra Therese Marie von Anhalt Fürstin zu Schwarzburg	M	irene
6000000002188593539		Q75295398	Q75295398	child	Mariano Hugo zu Windisch-Graetz	M	
6000000002188593549		Q75291069	Q75291069	child	Mariano Hugo zu Windisch-Graetz	F	
6000000002188593728	Maria of Margarethe Anna Viktoria Luise Josephine Mathilde Theresia vom Kinde Jesu Mecklenburg	Q75389059	Q75389059	child	Franz Joseph von Hohenzollern-Emden Prinz	F	alix carl gregor maria
