cluster,cluster_size,geni_id,name,generations_above,exports_containing
1,18019,6000000004178183584,Marie,123,1
1,18019,6000000084580888266,Gilbert de LA TRÉMOILLE,123,1
1,18019,6000000000883399328,Louise,122,1
1,18019,6000000000883334967,Louis de Lorraine,122,1
1,18019,6000000001323878378,Marie,122,1
1,18019,6000000002188395768,Claude Marquis de Mayennes,122,1
1,18019,6000000002188453140,Philippe,122,1
1,18019,6000000002188502034,Antoinette de Lorraine,122,1
1,18019,6000000002188504627,Renée de Lorraine,122,1
1,18019,6000000006444422097,François de Lorraine,122,1
1,18019,6000000006444422102,Charles de Lorraine,122,1
1,18019,6000000006444422467,René de Lorraine,122,1
1,18019,6000000000843049128,Antoine,122,1
1,18019,6000000003481828848,Louis de Bourbon,122,1
1,18019,6000000007606332445,Renée Abbess de Bourbon,122,1
1,18019,6000000007606332450,Catherine de Bourbon,122,1
1,18019,6000000007606332461,François Prince of France de Bourbon,122,1
1,18019,6000000007606332483,Jean Duke of Estouteville de Bourbon,122,1
1,18019,6000000007606332489,Eléonore de Bourbon,122,1
1,18019,6000000007606332521,Madeleine de Bourbon,122,1
1,18019,6000000008090587849,Marguerite de Bourbon,122,1
1,18019,6000000008090725243,Marie of Bourbon-Vendome,122,1
1,18019,6000000013279212949,Charles Cardinal and Archbishop de Bourbon,122,1
1,18019,6000000075431365840,Rene de Plour,122,1
1,18019,6000000075437131844,Louis of Bourbon-Vendome,122,1
1,18019,6000000075439754824,Luigi of Bourbon-Vendome,122,1
1,18019,6000000015703837470,Marie de Bourbon,122,1
1,18019,6000000155996055829,François,122,1
1,18019,6000000009524802456,Sébastien,122,1
1,18019,6000000015908958881,Madeleine de Luxembourg,122,1
1,18019,6000000003580928225,Antoinette de Bourbon-Vendôme,121,1
1,18019,6000000000843042071,Charles de de Vendôme,121,1
1,18019,6000000003481828915,François 1er,121,1
1,18019,6000000003481828921,Louis de Bourbon,121,1
1,18019,6000000010261231434,Jacques de Bourbon,121,1
1,18019,6000000010261340311,Louise de Bourbon,121,1
1,18019,6000000015909511157,François de Luxembourg,121,1
1,18019,6000000223112290834,François,121,1
1,18019,6000000012032980193,Isabel,121,1
1,18019,6000000012033147891,Pedro,121,1
1,18019,6000000012033259013,Antonio d'Aragona,121,1
1,18019,6000000015132549918,Camillo,121,1
1,18019,6000000015879244082,Sigismondo de Luna,121,1
1,18019,6000000061272734998,Giovanna de Luna,121,1
1,18019,6000000032302968647,Francesco I,121,1
1,18019,6000000069374406879,Giovanni,121,1
1,18019,6000000069374684989,Lucrezia Moncada,121,1
1,18019,6000000174312311287,Francesca Moncada,121,1
1,18019,6000000009146347720,Giulia Antonia de Cardona,120,1
1,18019,6000000015164701160,Diana Folch de Cardona,120,1
1,18019,6000000176827128854,Artale,120,1
1,18019,6000000015092991908,Fernando Francesco d'Ávalos,120,1
1,18019,6000000012033329848,Pedro Folch de Cardona,119,1
1,18019,6000000015094565204,Diana de Cardona,119,1
1,18019,6000000015165572317,Leonor Folch de Cardona,119,1
1,18019,6000000176827169829,Antonio,119,1
1,18019,6000000176827541821,Giovanni,119,1
1,18019,6000000110067530947,Costanza Moncada,119,1
1,18019,6000000000305430142,Marie Rosalie Antoinette,66,1
1,18019,6000000036409504593,Madeleine Marie,66,1
1,18019,6000000036409504603,Charles Leopold,66,1
1,18019,6000000036409668503,Célestinus Jozef Gustaaf,66,1
1,18019,6000000078951537120,Joanna Maria Alexandra,66,1
1,18019,6000000078951671996,Léandre,66,1
1,18019,6000000046185571887,Jeanne,66,1
1,18019,6000000053346655851,Jean Léopold Emile,66,1
1,18019,6000000177516679831,Gustave,66,1
1,18019,6000000053337710985,Léopold Jean Emile,66,1
1,18019,6000000053337995859,Jean Belisaire,66,1
1,18019,6000000053341521074,Marie-Angeline,66,1
1,18019,6000000053337405887,Chrétien Guillaume van den Berghe de Limminghe,66,1
1,18019,6000000053341206935,Théodore Philippe,66,1
1,18019,6000000168341135902,Lucie,66,1
1,18019,6000000000489975125,Ferdinand Joseph,65,1
1,18019,6000000036409901100,Maria Louisa,65,1
1,18019,6000000036409901105,Maria Josefa,65,1
1,18019,6000000036409901115,Maximiliaan Edouard Alexander,65,1
1,18019,6000000036409901120,Alexandra Jeanne Marie,65,1
1,18019,6000000036409901125,Rosa Jeanne Eugenia,65,1
1,18019,6000000036409901130,Karel Jozef,65,1
1,18019,6000000046185628967,Pauline Thérèse Joanna,65,1
1,18019,6000000053332666354,Marie-Anne Thérèse Amélie Victoire,65,1
1,18019,6000000053336650987,Olive Ursule Josepha,65,1
1,18019,6000000174083243388,Charles Antoine Philippe,65,1
1,18019,6000000000495142591,Balthazarine Jeanne Reine,64,1
1,18019,6000000046185313313,Josse Leonard Henri Emmanuel,64,1
1,18019,6000000038098548829,Theodorus Arnoldi Lagarde,64,1
1,18019,6000000181264136850,Joannes Franciscus de Lagarde,64,1
1,18019,6000000181264558828,Arnoldus de Lagarde,64,1
1,18019,6000000181246132847,Joannes Willemse Verbruggen,64,1
1,18019,6000000181255848873,Elisabeth van Verbrugge,64,1
1,18019,6000000181257747836,Dorothea Maria Wilhelmi,64,1
1,18019,6000000181258020851,Arnolda Verbruggen,64,1
1,18019,6000000181258144837,Elisabeth Willemse ter Brugge,64,1
1,18019,6000000181258301830,Fredericus,64,1
1,18019,6000000181258346832,NN,64,1
1,18019,6000000181258349825,Catharina Willemse ter Brugge,64,1
1,18019,6000000041086180030,Johannes,64,1
1,18019,6000000059088589099,Willem Derkx,64,1
1,18019,6000000075203675846,Joanna den Holder,64,1
1,18019,6000000075956555932,Theodorus Wilhelmus,64,1
1,18019,6000000218483801907,Reijnerus,64,1
1,18019,6000000218484028838,Henricus,64,1
1,18019,6000000218484042829,Franciscus,64,1
1,18019,6000000218484152821,Agnes Strick,64,1
1,18019,6000000218484168821,Joannes,64,1
1,18019,6000000037556955623,Private,64,1
1,18019,6000000174097138860,Gaston,64,1
1,18019,6000000018234769907,Florimond,64,1
1,18019,6000000185798199846,Caroline Leopoldine van Brouchoven de Bergeyk,64,1
1,18019,6000000027168085979,Angélique Caroline van Brienen de Groote Lindt,64,1
1,18019,6000000014071447487,Alix Louise,64,1
1,18019,6000000027955469313,Adolphe,64,1
1,18019,6000000043927194954,Caroline Marie de Spoelberch,64,1
1,18019,6000000043990928726,Sophie de Spoelberch,64,1
1,18019,6000000043990942805,Alfred Charles Joseph de Spoelberch,64,1
1,18019,6000000043991115821,Ferdinand de Spoelberch,64,1
1,18019,6000000043991473074,Alfred 0 de Spoelberch,64,1
1,18019,6000000043991552118,Anatole de Spoelberch,64,1
1,18019,6000000043991606884,Caroline de Spoelberch,64,1
1,18019,6000000043991696904,Ernest de Spoelberch,64,1
1,18019,6000000016543670041,Marie Ghislaine Caroline Amelie de Beauffort,64,1
1,18019,6000000048865457199,Albert Marie Ghislain de Beauffort,64,1
1,18019,6000000001930556077,Jean Oswald Daniel,64,1
1,18019,6000000002410432757,Gaston Arnoldus Honoreus de Pret Roose de Calesberg,64,1
1,18019,6000000002410564160,Xavier,64,1
1,18019,6000000016301419239,Thierry Marie Joseph van Limburg-Stirum,64,1
1,18019,6000000025201017841,Antonine Marie Apolline Josephe de Pret Roose de Calesberg,64,1
1,18019,6000000028462905656,Pauline de Pret de Calesberg,64,1
1,18019,6000000107116591863,Gabrielle Comtesse Pret Roose de Calesberg,64,1
1,18019,6000000016382027630,Charles Maximilien Marie Joseph de Lannoy,64,1
1,18019,6000000016814724016,Ferdinand Karel Maria Joseph de Lannoy,64,1
1,18019,6000000054014527998,Louise Marie Josèphine Henriette comte de Lannoy,64,1
1,18019,6000000220015399114,Blanche comtesse de Lannoy,64,1
1,18019,6000000220015399122,Philippe comte de Lannoy,64,1
1,18019,6000000015324533421,Alphonse Joseph Marie della Faille de Leverghem,64,1
1,18019,6000000021967218600,Carolina Theresia Maria Josephina della Faille de Leverghem,64,1
1,18019,6000000192797459834,Francesca Ludovica Maria Josepha Dellafaille,64,1
1,18019,6000000021976283538,Augustin Marie Joseph François van de Werve,64,1
1,18019,6000000021976476940,Cajetan Lodewijk Maria Joseph,64,1
1,18019,6000000046560482882,Philippe Maria Joseph Herman van de Werve de Vorsselaer,64,1
1,18019,6000000222521843822,Charles Gard,64,1
1,18019,6000000046115811823,Philippe Charles,63,1
1,18019,6000000038098602840,Arnoldus de Lagarde,63,1
1,18019,6000000181244373900,Gisbertus,63,1
1,18019,6000000181244379911,Elisabeth Theodori Lagarde,63,1
1,18019,6000000181245298870,Quirinus,63,1
1,18019,6000000181246197843,Joannes,63,1
1,18019,6000000181246306838,Philippus,63,1
1,18019,6000000181246523832,Petrus,63,1
1,18019,6000000181246599835,Hermanus (1),63,1
1,18019,6000000181246672828,Franciscus,63,1
1,18019,6000000181246754821,Hermanus (2),63,1
1,18019,6000000069216568831,Theodorus Wilhelmus den Holder,63,1
1,18019,6000000110690252821,Cornelius den Holder,63,1
1,18019,6000000197111376827,Gundula Aelders van Lith,63,1
1,18019,6000000037558631592,Henri,63,1
1,18019,6000000014071060511,Louis André,63,1
1,18019,6000000017906190893,Carolina Francisca Josephina van Brouckhoven van Bergeyck,63,1
1,18019,6000000018234527540,Charles,63,1
1,18019,6000000027630804306,Henriette Caroline Josephe van Brouckhoven van Bergeyck,63,1
1,18019,6000000017711544875,Elisabeth Roose de Baisy,63,1
1,18019,6000000002408681788,Jacques,63,1
1,18019,6000000016301317685,Albertine Philippine Josephine de Pret Roose de Calesberg,63,1
1,18019,6000000025200994855,Ferdinand,63,1
1,18019,6000000016382163923,Marie Joséphine Albertine Charlotte Josephine Albertine Charlotte countess van der van der Noot d'Assche,63,1
1,18019,6000000016382823009,Reine Anne Marie Joseph van de Werve,63,1
1,18019,6000000046564855948,Lodewijk Paul Frans Maria Ursula van de Werve,63,1
1,18019,6000000025852441453,Elisabeth Maria Cromhout,63,1
1,18019,6000000222521820849,Richard,63,1
1,18019,6000000046121315117,Henri,62,1
1,18019,6000000070700939826,Angeline Thérèse Josepha,62,1
1,18019,6000000038098891844,Theodorus Philippi,62,1
1,18019,6000000072242592830,Catharina Philippi Lagarde,62,1
1,18019,6000000197111348888,Agnes de Lagarde,62,1
1,18019,6000000047702092005,Maj John Sayer,62,1
1,18019,6000000047702171971,George Sayer,62,1
1,18019,6000000047702224887,Mary Sayer,62,1
1,18019,6000000047704138063,Frances Sayer,62,1
1,18019,6000000047704248200,Catherine Sayer,62,1
1,18019,6000000011479449846,Johanna Elisabeth Gratiana Sayer,62,1
1,18019,6000000023881521084,Anna van Hemert,62,1
1,18019,6000000028842245212,Hubertus van Hemert,62,1
1,18019,6000000030970313832,Cornelis,62,1
1,18019,6000000177930860844,Johannes Carol,62,1
1,18019,6000000177931259821,Anna Carol,62,1
1,18019,6000000025296701655,Jacques,62,1
1,18019,6000000174096817948,Marie-Joseph van de Werve de Schilde,62,1
1,18019,6000000014071985117,Caroline Joséphine,62,1
1,18019,6000000017711869145,Charles Pierre Joseph Roose,62,1
1,18019,6000000027191956651,Jeanne Marie Josephe Roose de Baisy,62,1
1,18019,6000000082462620927,Albertine Josèphe Claire Roose de Baisy,62,1
1,18019,6000000048753093877,August Hendrik Maria,62,1
1,18019,6000000001841164768,Ann Elizabeth,62,1
1,18019,6000000001841348002,Martha van Cott,62,1
1,18019,6000000016570099505,Carolina van Wassenaer,62,1
1,18019,6000000018002669329,Johanna Juliana van Wassenaer van Starrenburg,62,1
1,18019,6000000018698243887,Willem Lodewijk van Wassenaer Starrenburg,62,1
1,18019,6000000059935591988,Isabella Jacoba Elisabeth van Wassenaar Starrenburg,62,1
1,18019,6000000059935976821,Josina Maria van Wassenaer Starrenburg,62,1
1,18019,6000000019451009590,Juliana Reiniera,62,1
1,18019,6000000017467470018,Henriëtte Seyna van Wassenaer tot Echteld,62,1
1,18019,6000000057800181972,Willem Frederik Hendrik van Wassenaer,62,1
1,18019,6000000224530485974,Marie-Wilhelmine,62,1
1,18019,6000000224530634983,N.,62,1
1,18019,6000000224530750908,Thérése,62,1
1,18019,6000000224530792900,N.,62,1
1,18019,6000000224530485959,Marie-Wilhelmine-Ernestine,62,1
1,18019,6000000224530597991,Anne-Elisabeth,62,1
1,18019,6000000224530853853,Tibere-Joseph-Elco,62,1
1,18019,6000000224530892837,Engelbert-Alexandre-Mathias-Elco,62,1
1,18019,6000000016539383945,Charles Louis Joseph Marie Alexandre,62,1
1,18019,6000000021215653045,Victoire Louise Marie Caroline de Beauffort,62,1
1,18019,6000000017726287956,Jacques Charles de Chabannes,62,1
1,18019,6000000013745794134,Elisabeth Jacoba Dirksdr Cromhout,62,1
1,18019,6000000013745472689,Godefridus Franciscus,62,1
1,18019,6000000017722762405,Margaretha Catharina Cromhout,62,1
1,18019,6000000028928985099,Johan François Helman,62,1
1,18019,6000000013295267838,Willem Lodewijk van Wassenaar Veur,62,1
1,18019,6000000016681706921,Hermeline Caroline van Wassenaar Veur,62,1
1,18019,6000000016681779389,Seyna Anna van Wassenaar Veur,62,1
1,18019,6000000016681779393,Willem Anne van Wassenaar Veur,62,1
1,18019,6000000224721401824,Lambertine-Josephe,62,1
1,18019,6000000007711167544,Hermann Adolf Adolf Graf zur Lippe-Detmold,62,1
1,18019,6000000007711260409,Johann Bernhard Van Lippe-Detmold,62,1
1,18019,6000000031830003155,Anna Katharina Lippe,62,1
1,18019,6000000047796601045,Maria Elisabeth von Lippe-Detmold,62,1
1,18019,6000000047797316913,Unnamed son Lippe,62,1
1,18019,6000000047797316918,Johan Lodewijk Van Lippe-Detmold,62,1
1,18019,6000000047797538901,Juliana Ursula Van Lippe-Detmold,62,1
1,18019,6000000047797714917,Frederik Filips Van Lippe-Detmold,62,1
1,18019,6000000047797842850,Simon Ludvig Lippe,62,1
1,18019,6000000047797924880,Simon Van Lippe-Detmold,62,1
1,18019,6000000047797967829,Otto Hendrik Van Lippe-Detmold,62,1
1,18019,6000000047798119821,Magdalena Van Lippe-Detmold,62,1
1,18019,6000000022696943675,Ernestine Ysenburg und Büdingen in Büdingen,62,1
1,18019,6000000025481829988,Philippine,62,1
1,18019,6000000210299332859,Karl Ludwig Count von Isenburg-Büdingen-Offenbach,62,1
1,18019,6000000210299982856,Marie Eleonore Countess,62,1
1,18019,6000000210299982864,Wolfgang Heinrich,62,1
1,18019,6000000210299982868,Christian Moritz,62,1
1,18019,6000000210299982884,Anna Marie,62,1
1,18019,6000000210299982888,Johanne Elisabeth,62,1
1,18019,6000000006727853415,Moritz von Bentheim-Tecklenburg,62,1
1,18019,6000000017545500998,Assueer Jan,62,1
1,18019,6000000020322337164,Maria Magdalena Torck,62,1
1,18019,6000000018858558380,Henriette Geertruida van Essen,62,1
1,18019,6000000020513594434,Sophia Juliana van Rechteren,62,1
1,18019,6000000020334563293,Ferdinand Eberhard von Sandersleben,62,1
1,18019,6000000026671262094,Karl Leopold von Sandersleben,62,1
1,18019,6000000026673240090,Karl Leopold von Württemberg,62,1
1,18019,6000000026673860891,Léopoldine Eberhardine von Württemberg,62,1
1,18019,6000000001504551669,"Walrad, greve af Salm Dhaun",62,1
1,18019,6000000006580462260,Karl Wild-Rheingraf Salm Dhaun,62,1
1,18019,6000000001504776592,Johann Friedrich von Castell-Rüdenhausen,62,1
1,18019,6000000019683054590,Sophia Juliana von Castell-Rüdenhausen,62,1
1,18019,6000000021073400743,Philippina Eleonora von Castell Rudenhausen,62,1
1,18019,6000000026094676566,Johann Gottfried zu Castell-Rüdenhausen,62,1
1,18019,6000000026094906579,Johanna Elisabetha zu Castell-Rüdenhausen,62,1
1,18019,6000000026095245094,Dorothea Sophia Florentina von Castell Rudenhausen,62,1
1,18019,6000000026095367914,Elisabetha Dorothea zu Castell-Rüdenhausen,62,1
1,18019,6000000026095404001,Christiana Charlotte Juliana zu Castell-Rüdenhausen,62,1
1,18019,6000000000207090424,Daniel Clark,62,1
1,18019,6000000000475144905,Elizabeth Clark,62,1
1,18019,6000000000475144920,Benjamin Clark,62,1
1,18019,6000000000475144938,Abigail Clark,62,1
1,18019,6000000000942302050,Hannah Clark,62,1
1,18019,6000000001173240416,Mary Brown,62,1
1,18019,6000000004069269390,Mary Clark,62,1
1,18019,6000000006439005171,Grace Brown,62,1
1,18019,6000000006439070130,John Brown,62,1
1,18019,6000000007603407529,Hannah Brown,62,1
1,18019,6000000175886991858,Thomas Clark,62,1
1,18019,6000000053625706060,John Watson,62,1
1,18019,6000000000536544723,John Hall,62,1
1,18019,6000000002860925125,Susannah Hall,62,1
1,18019,6000000002860946686,Hannah Hall,62,1
1,18019,6000000002860946738,Samuel Hall,62,1
1,18019,6000000003221117534,Keziah Hall,62,1
1,18019,6000000006253570245,Sarah Hall,62,1
1,18019,6000000006253570275,Theophilus Hall,62,1
1,18019,6000000008497098565,Elizabeth Hall,62,1
1,18019,6000000022309026073,Esther Hall,62,1
1,18019,6000000000956324987,Jonathan Hall,62,1
1,18019,6000000003478763910,Peter Hall,62,1
1,18019,6000000003478830484,Joseph Hall,62,1
1,18019,6000000003478830748,Benjamin Hall,62,1
1,18019,6000000003478845139,Israel,62,1
1,18019,6000000003478850226,Mary Hall,62,1
1,18019,6000000003478860974,Daniel Hall,62,1
1,18019,6000000003478878173,Rebecca Hall,62,1
1,18019,6000000003478901040,Abigail Hall,62,1
1,18019,6000000201229718828,Sara Roberts,62,1
1,18019,6000000222779969875,Mary Tonkin,62,1
1,18019,6000000046121253403,Anne-Marie,61,1
1,18019,6000000001316829706,Willem Maurits van Cats tot Heilo,61,1
1,18019,6000000013761097437,Anna Wilhelmina van Cats,61,1
1,18019,6000000013761199593,Maria Petronella van Cats,61,1
1,18019,6000000013761307680,Louise Hedwig van Cats,61,1
1,18019,6000000013761362222,Justine Theophiline van Cats,61,1
1,18019,6000000072242171168,Phillippus Theodori,61,1
1,18019,6000000047702070988,George Sayer,61,1
1,18019,6000000018041731618,John Sayer,61,1
1,18019,6000000023881574088,Abel,61,1
1,18019,6000000177930594844,Gasparus van Hemert,61,1
1,18019,6000000177930848837,Christina van Hemert,61,1
1,18019,6000000025296622414,Philip Louis van de Werve de Schilde,61,1
1,18019,6000000027630825281,Marie Anne Josèphe van de Werve,61,1
1,18019,6000000048753358826,Karel Bernard Johan van de Werve,61,1
1,18019,6000000174094952513,Anne Marie Caroline van de Werve,61,1
1,18019,6000000174095164416,Jeanne Josephine van de Werve de Schilde,61,1
1,18019,6000000174095338459,Theodore Joseph Laurent,61,1
1,18019,6000000174095503307,Jeanne Caroline van de Werve de Schilde,61,1
1,18019,6000000174095811973,Jean Joseph,61,1
1,18019,6000000174095847190,Joseph Henri,61,1
1,18019,6000000174096023961,Albert Marie,61,1
1,18019,6000000174096467878,Albertine van de Werve de Schilde,61,1
1,18019,6000000183091658829,Marie Joseph van de Werve,61,1
1,18019,6000000001841317157,George,61,1
1,18019,6000000005247737696,Martha,61,1
1,18019,6000000037724857571,Tunis,61,1
1,18019,6000000018000930157,Pieter van Wassenaer Starrenburg,61,1
1,18019,6000000029119154821,Isabella van Wassenaer,61,1
1,18019,6000000057800324821,Anna van Wassenaer Starrenburg,61,1
1,18019,6000000078432461860,Willem van Wassenaer,61,1
1,18019,6000000013295481125,Willem van Wassenaar Veur,61,1
1,18019,6000000224529958085,Wilhelmine-Marie-Thérése,61,1
1,18019,6000000224529999969,Marie-Claire-Christine de Coudenhove,61,1
1,18019,6000000017711785377,Florence Louise Josèphe de Beauffort de Croix,61,1
1,18019,6000000021084788501,Claire Elisabeth de Roquefeuil,61,1
1,18019,6000000017825723335,Jan Poppen,61,1
1,18019,6000000013745441964,Jacob Bartelmiesz Cromhout,61,1
1,18019,6000000088305316971,Hendrik Bartelmiesz Cromhout,61,1
1,18019,6000000013745778363,Catharina Wuytiers,61,1
1,18019,6000000017708815064,Dirck Wuytiers,61,1
1,18019,6000000017718309631,Adriana Wuytiers,61,1
1,18019,6000000017718726119,Elisabeth Govertsdr Wuytiers,61,1
1,18019,6000000028928765180,Jan Pieter Helman,61,1
1,18019,6000000013295481118,Frederik Hendrik van Wassenaar Veur,61,1
1,18019,6000000016681910232,Assueer Arent van Wassenaar Veur,61,1
1,18019,6000000016681910240,Joost Gerrit van Wassenaar Veur,61,1
1,18019,6000000016682019002,Jacob Herman van Wassenaar Veur,61,1
1,18019,6000000053400481840,Jean Marie Joseph,61,1
1,18019,6000000068735947872,Henriette Françoise,61,1
1,18019,6000000224721563880,N.,61,1
1,18019,6000000224721378827,Henri,61,1
1,18019,6000000019364039970,Johan Jacob van Heemskerk,61,1
1,18019,6000000007711185821,Anna Katharina von Nassau-Wiesbaden,61,1
1,18019,6000000022697292920,Maria Magdalena Von Nassau-wiesbaden-idstein,61,1
1,18019,6000000023489195773,Juliane von Nassau-Wiesbaden-Idstein,61,1
1,18019,6000000023489245684,Margarete von Nassau-Wiesbaden-Idstein,61,1
1,18019,6000000023489400373,Johann Ludwig von Nassau-Wiesbaden-Idstein,61,1
1,18019,6000000023489613057,Johann Philipp von Nassau-Wiesbaden-Idstein,61,1
1,18019,6000000012214037169,Lubbert Adolf Torck,61,1
1,18019,6000000017545961011,Frederik Willem Torck van Rozendaal,61,1
1,18019,6000000019291821061,Wilhelmina Johanna Assueersdr Torck,61,1
1,18019,6000000032861077624,Maria Margaretha Torck,61,1
1,18019,6000000003827435478,Maria Eleonore von Solms-Hohensolms,61,1
1,18019,6000000016454413652,Philipp Reinhard II zu Solms-Hohensolms,61,1
1,18019,6000000017684872448,Johanna Sybille zu Solms,61,1
1,18019,6000000013940520745,Georg Wilhelm von Leiningen-Westerburg,61,1
1,18019,6000000028711363793,Philip Ludwig Van Leiningen Westerburg,61,1
1,18019,6000000029497254668,Anna Sophia zu Leiningen-Westerburg,61,1
1,18019,6000000029497420750,Juliana Walpurgis zu Leiningen-Westerburg,61,1
1,18019,6000000029497642661,Maria zu Leiningen-Westerburg,61,1
1,18019,6000000029497950140,Ursula zu Leiningen-Westerburg,61,1
1,18019,6000000029497975239,Katharina zu Leiningen-Westerburg,61,1
1,18019,6000000029498189075,Margareta zu Leiningen-Westerburg,61,1
1,18019,6000000029498254914,Juliane Katharine zu Leiningen-Westerburg,61,1
1,18019,6000000029498270932,Magdalena Elizabeth,61,1
1,18019,6000000029498278868,Johanna Sibylle zu Leiningen-Westerburg,61,1
1,18019,6000000000351107631,Charlotte von Hessen-Kassel,61,1
1,18019,6000000003446670240,Wilhelm VI von Hessen-Kassel,61,1
1,18019,6000000009977477610,Émilie von Hessen-Kassel,61,1
1,18019,6000000166408946857,Hans Peter,61,1
1,18019,6000000007083644230,Karl Otto Solms-Laubach,61,1
1,18019,6000000031664394638,Elisabeth Albertine Solms,61,1
1,18019,6000000017338627999,Elisabeth Maria Portugal,61,1
1,18019,6000000174268063884,Elizabeth Marie Van CRATO,61,1
1,18019,6000000174268172839,Emilia Louise Van CRATO,61,1
1,18019,6000000017420063937,Vollrath,61,1
1,18019,6000000019293985016,Georg Eberhard von Limpurg Speckfeld,61,1
1,18019,6000000024962123907,Franz van Limpurg Speckfeld,61,1
1,18019,6000000093021267571,Wolfgang Albrecht zu Ysenburg und Büdingen,61,1
1,18019,4031018836520031122,Henriëtte Amalie Askanier,61,1
1,18019,6000000002141623547,Johanne Charlotte Askanier,61,1
1,18019,6000000003243317179,Leopold I Askanier,61,1
1,18019,6000000007061683028,Elizabeth Albertine Askanier,61,1
1,18019,6000000008394762110,Maria Eleonora von Anhalt-Dessau,61,1
1,18019,6000000008394911738,Louise Sophie,61,1
1,18019,6000000008394981166,Amalie Ludovika,61,1
1,18019,6000000008395063352,Henriette Amalie,61,1
1,18019,6000000008395082642,Henriette Agnes Agnes Pss Of Anhalt,61,1
1,18019,6000000008395118338,Friedrich Casimir,61,1
1,18019,6000000000628817380,Karl Emil Hohenzollern,61,1
1,18019,6000000001552874983,Friedrich I Hohenzollern,61,1
1,18019,6000000005598803099,Amalie Hohenzollern,61,1
1,18019,6000000005598803250,Heinrich Hohenzollern,61,1
1,18019,6000000005598803285,Ludwig Leopold,61,1
1,18019,6000000005598803342,Wilhelm Heinrich Hohenzollern,61,1
1,18019,6000000003285553237,William III Hendrik van Oranje-Nassau,61,1
1,18019,4031014472500126534,Heinrich Casimir II,61,1
1,18019,6000000006727849739,Amalie Nassau,61,1
1,18019,6000000007061272046,Wilhelmina Sopha Hedwig Nassau-Dietz,61,1
1,18019,6000000004109166258,Anton Günther II Schwarzburg,61,1
1,18019,6000000006727741544,Christian Wilhelm Schwarzburg,61,1
1,18019,6000000006727746441,"Klare Juliane, Countess Of Schwarzburg",61,1
1,18019,6000000006727746448,"Eleonore Sofie, Countess Of Schwarzburg",61,1
1,18019,6000000006727746455,"Son, Count Of",61,1
