qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q335937,Q11879590,Adelinde,Adelinde,,,,,,,Adelinde,Adelinde,Adelinde,Adelinde,Adelinde,Adelinde,Adelinde,Adelinde,Adelinde,Adelinde,Adelinde
Q343153,Q12308941,İbrahim,İbrahim,イブラヒム,易卜拉辛,,إبراهيم,איברהים,Ибрагим,İbrahim,İbrahim,İbrahim,İbrahim,İbrahim,İbrahim,İbrahim,İbrahim,İbrahim,İbrahim,İbrahim
Q351601,Q101352,,Adamič,,,,,,,Adamič,Adamič,Adamič,Adamič,Adamič,Adamič,Adamič,Adamič,Adamič,Adamič,Adamič
Q352161,Q12308941,Adamus,,,,,,,Адамус,,,,,,,,,,,
Q355713,Q12308941,Malte,Malte,マルテ,马尔特,,,מאלטה,Мальте,Malte,Malte,Malte,Malte,Malte,Malte,Malte,Malte,Malte,Malte,Malte
Q357313,Q11879590,,Adina,アディナ,阿迪娜,,أدينا,עדינה,Адина,Adina,Adina,Adina,Adina,Adina,Adina,Adina,Adina,Adina,Adina,Adina
Q364289,Q101352,Werkman,Werkman,,,,,,,Werkman,Werkman,Werkman,Werkman,Werkman,Werkman,Werkman,Werkman,Werkman,Werkman,Werkman
Q364753,Q12308941,Carlos,Carlos,カルロス,卡洛斯,,كارلوس,קרלוס,Карлос / Карлуш / Карлус,Carlos,Carlos,Carlos,Carlos,Carlos,Carlos,Carlos,Carlos,Carlos,Carlos,Carlos
Q364977,Q12308941,Adolfo,Adolfo,アドルフォ,阿道弗,,أدولفو,אדולפו,Адольфо,Adolfo,Adolfo,Adolfo,Adolfo,Adolfo,Adolfo,Adolfo,Adolfo,Adolfo,Adolfo,Adolfo
Q382833,Q101352,Affleck,Affleck,アフレック,阿弗莱克,,أفليك,,Аффлек,Affleck,Affleck,Affleck,Affleck,Affleck,Affleck,Affleck,Affleck,Affleck,Affleck,Affleck
Q384753,Q11879590,Mohini,Mohini,モヒニ,摩醯尼,모히니,,מוהיני,Мохини,Mohini,Mohini,Mohini,Mohini,Mohini,Mohini,Mohini,Mohini,Mohini,Mohini,Mohini
Q388849,Q12308941,,Şenol,,塞诺尔,,,,,Şenol,Şenol,Şenol,Şenol,Şenol,Şenol,Şenol,Şenol,Şenol,Şenol,Şenol
Q391265,Q12308941,Šarūnas,Šarūnas,,,샤루나스,,שארונאס,,Šarūnas,Šarūnas,Šarūnas,Šarūnas,Šarūnas,Šarūnas,Šarūnas,Šarūnas,Šarūnas,Šarūnas,Šarūnas
Q392641,Q101352,,Šukys,,,,,,,Šukys,Šukys,Šukys,Šukys,Šukys,Šukys,Šukys,Šukys,Šukys,Šukys,Šukys
Q394353,Q12308941,Žydrūnas,Žydrūnas,,,,,ז'ידרונאס,,Žydrūnas,Žydrūnas,Žydrūnas,Žydrūnas,Žydrūnas,Žydrūnas,Žydrūnas,Žydrūnas,Žydrūnas,Žydrūnas,Žydrūnas
Q403153,Q101352,,Ai,艾,艾,,أي,איי,Ай,Ai,Ai,Ai,Ai,Ai,Ai,Ai,Ai,Ai,Ai,Ai
Q404721,Q101352,Macpherson,Macpherson,マクファーソン,麦克弗尔森,,ماكفيرسن,,Макферсон,Macpherson,Macpherson,Macpherson,Macpherson,Macpherson,Macpherson,Macpherson,Macpherson,,Macpherson,
Q414977,Q101352,Глушко,Hlushko,グルシュコ,格卢什科,,غلوشكو,,Глушко,Hluschko,,,,,Hlusjko,,,Hlusjko,,Hłuszko
Q421649,Q101352,Kenyon,Kenyon,ケニヨン,凯尼恩,케년,كينيون,,Кеньон,Kenyon,Kenyon,Kenyon,Kenyon,Kenyon,Kenyon,Kenyon,Kenyon,Kenyon,Kenyon,Kenyon
Q429025,Q12308941,まさひろ,Masahiro,まさひろ,,마사히로,ماساهيرو,מסאהירו,Масахиро,Masahiro,Masahiro,Masahiro,Masahiro,Masahiro,Masahiro,Masahiro,Masahiro,Masahiro,Masahiro,Masahiro
Q432161,Q12308941,,Igor,,伊戈尔,,إيغور,,Игор,Igor,Igor,Igor,,Igor,,,,,,Igor
Q436257,Q101352,Velasco,Velasco,ベラスコ,维拉斯科,,فيلاسكو,,Веласко,Velasco,Velasco,Velasco,Velasco,Velasco,Velasco,Velasco,Velasco,Velasco,Velasco,Velasco
Q450129,Q101352,,Su,蘇,蘇,쑤,سو,,Су,Su,Su,Su,Su,Sū,Sū,Su,Su,Su,,Su
Q474177,Q101352,Amort,Amort,,,,,,,Amort,Amort,Amort,Amort,Amort,Amort,Amort,Amort,Amort,Amort,Amort
Q477265,Q101352,Kumar,Kumar,クマール,库马尔,쿠마라,كومار,קומר,Кумар,Kumar,Kumar,Kumar,Kumar,Kumar,Kumar,Kumar,Kumar,Kumar,Kumar,Kumar
Q481809,Q11879590,Amy,Amy,エイミー,埃米,에이미,إيمي,איימי,Эми,Amy,Amy,Amy,Amy,Amy,Amy,Amy,Amy,Amy,Amy,Amy
Q484945,Q101352,Јањић,Janjić,ヤニッチ,,,جانيتش,,Јањић,Janjić,Janjić,Janjić,Janjić,Janjić,Janjić,,,Janjić,,
Q499249,Q12308941,Walter,Walter,ウォルター,Walter,발터,ولتر,וולטר,Уолтер / Вальтер,Walter,Walter,Walter,Walter,Walter,Walter,Walter,Walter,,Walter,
Q509729,Q11879590,Gertrude,Gertrude,ゲルトルード,格特鲁德 (名字),,غيرترود,גרטרוד,Гертруда,Gertrude,Gertrude,Gertrude,Gertrude,Gertrude,Gertrude,Gertrude,Gertrude,Gertrude,Gertrude,Gertrude
Q521681,Q12308941,Sebald,Sebald,,,,,זבאלד,,Sebald,Sebald,Sebald,Sebald,Sebald,Sebald,Sebald,Sebald,,Sebald,Sebald
Q524209,Q101352,,Waldmann,ヴァルトマン,瓦尔德曼,,والدمان,ולדמן,Вальдманн,Waldmann,Waldmann,Waldmann,Waldmann,Waldmann,Waldmann,Waldmann,Waldmann,Waldmann,Waldmann,Waldmann
Q530625,Q11879590,かがみ,Kagami,かがみ,,,,,Кагами,Kagami,Kagami,Kagami,Kagami,Kagami,Kagami,Kagami,,Kagami,,Kagami
Q530833,Q101352,Aldrovandini,Aldrovandini,,,,,,,Aldrovandini,Aldrovandini,Aldrovandini,Aldrovandini,Aldrovandini,Aldrovandini,Aldrovandini,Aldrovandini,Aldrovandini,Aldrovandini,Aldrovandini
Q552193,Q101352,Agócs,Agócs,,,,,,,Agócs,Agócs,Agócs,Agócs,Agócs,Agócs,Agócs,Agócs,Agócs,Agócs,Agócs
Q554769,Q12308941,Ajtony,Ajtony,,,,,,,Ajtony,Ajtony,Ajtony,Ajtony,Ajtony,Ajtony,Ajtony,Ajtony,Ajtony,Ajtony,Ajtony
Q567889,Q101352,Saleh,Saleh,サレー,萨利赫,,صالح,,,Saleh,Saleh,Saleh,Saleh,Saleh,Saleh,Saleh,Saleh,Saleh,Saleh,Saleh
Q595105,Q12308941,Ernest,Ernest,アーネスト,歐內斯特,어니스트,إرنست,ארנסט,Эрнест,Ernest,,,,,,,,,,
Q598081,Q11879590,Afra,Afra,,,,عفراء,,Афра,Afra,Afra,Afra,Afra,Afra,Afra,Afra,Afra,Afra,Afra,Afra
Q599297,Q12308941,Antoninus,Antoninus,アントニヌス,,,,,Антонин,Antoninus,Antoninus,Antoninus,Antoninus,Antoninus,Antoninus,Antoninus,Antoninus,Antoninus,Antoninus,Antoninus
Q602977,Q3409032,Simone,Simone,シモーヌ,西蒙娜/西莫內,,سيمون,סימון,Симона,Simone,Simone,Simone,Simone,Simone,Simone,Simone,Simone,Simone,Simone,Simone
Q615329,Q12308941,Anđelko,Anđelko,,,,,,,Anđelko,Anđelko,Anđelko,Anđelko,Anđelko,Anđelko,Anđelko,Anđelko,Anđelko,Anđelko,Anđelko
Q620177,Q12308941,Aldán,Aldán,,,,,,,Aldán,Aldán,,,,,,,,,
Q631585,Q12308941,Ingebrigt,Ingebrigt,,,,,אינגברייט,,Ingebrigt,Ingebrigt,Ingebrigt,Ingebrigt,Ingebrigt,Ingebrigt,Ingebrigt,Ingebrigt,Ingebrigt,Ingebrigt,Ingebrigt
Q632945,Q101352,Baier,Baier,バイアー,贝尔,,باير,,Байер,Baier,Baier,Baier,Baier,Baier,Baier,Baier,Baier,Baier,Baier,Baier
Q649921,Q11879590,Alida,Alida,アリーダ,艾莉达,,,אלידה,Алида,Alida,Alida,Alida,Alida,Alida,Alida,Alida,Alida,Alida,Alida,Alida
Q650689,Q11879590,Alice,Alice,アリス,爱丽丝,아리스,أليس,אליס,Алиса / Элис,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice
Q658369,Q12308941,Kadosa,Kadosa,,,,,,,Kadosa,Kadosa,Kadosa,Kadosa,Kadosa,Kadosa,Kadosa,Kadosa,Kadosa,Kadosa,Kadosa
Q659041,Q11879590,Aloisia,Aloisia,アロイジア,阿洛伊西亚,,,,,Aloisia,Aloisia,Aloisia,Aloisia,Aloisia,Aloisia,Aloisia,Aloisia,Aloisia,Aloisia,Aloisia
Q663233,Q101352,Jäger,Jäger,イェーガー,耶格尔,,جاغر,יגר,Йегер,Jäger,Jäger,Jäger,Jäger,Jäger,Jäger,Jäger,Jäger,,Jäger,
Q673233,Q101352,,Zhu,竺,竺,,,,,Zhu,Zhu,,,,Zhu,,,,,
Q680401,Q101352,,Koçer,,,,,,,Koçer,Koçer,Koçer,Koçer,Koçer,Koçer,Koçer,Koçer,Koçer,Koçer,Koçer
Q687393,Q11879590,Maisie,Maisie,メイジー,麦西,,,מייסי,,Maisie,Maisie,Maisie,Maisie,Maisie,Maisie,Maisie,Maisie,Maisie,,Maisie
Q715089,Q12308941,Gelasio,Gelasio,,,,,גלסיוס,Геласий,Gelasio,Gelasio,Gelasio,Gelasio,Gelasio,Gelasio,Gelasio,Gelasio,Gelasio,Gelasio,Gelasio
Q721105,Q101352,Азаров,Azarov,アザロフ,,,أزاروف,,Азаров,Asarow,Azarov,Azárov,Azarov,Azarov,Azarov,Azarov,Azarov,Azarov,Azarov,Azarow
Q733521,Q101352,Asner,Asner,アズナー,,,أسنر,,,Asner,Asner,Asner,Asner,Asner,Asner,,,Asner,,
Q734497,Q12308941,Paride,Paride,,,,,,,Paride,Paride,Paride,Paride,Paride,Paride,Paride,Paride,Paride,Paride,Paride
Q735857,Q101352,Aspelin,Aspelin,,阿斯佩林,,أسبلين,,Аспелин,Aspelin,Aspelin,Aspelin,Aspelin,Aspelin,Aspelin,Aspelin,Aspelin,Aspelin,Aspelin,Aspelin
Q741601,Q12308941,Sulpicjusz,Sulpicjusz,,,,,,,Sulpicjusz,Sulpicjusz,Sulpicjusz,Sulpicjusz,Sulpicjusz,Sulpicjusz,Sulpicjusz,Sulpicjusz,Sulpicjusz,Sulpicjusz,Sulpicjusz
Q747553,Q12308941,Asterion,Asterion,,,,,,,Asterion,Asterion,Asterion,Asterion,Asterion,Asterion,Asterion,Asterion,Asterion,Asterion,Asterion
Q748433,Q11879590,Matrona,Matrona,,,,,,,Matrona,Matrona,Matrona,Matrona,Matrona,Matrona,Matrona,Matrona,Matrona,Matrona,Matrona
Q750897,Q12308941,Onesimo,Onesimo,,,,,,Онесим,Onesimo,Onesimo,Onesimo,Onesimo,Onesimo,Onesimo,Onesimo,Onesimo,Onesimo,Onesimo,Onesimo
Q768241,Q11879590,Augustina,Augustina,,,,,,Августина,Augustina,Augustina,Augustina,Augustina,Augustina,Augustina,Augustina,Augustina,Augustina,Augustina,Augustina
Q773057,Q12308941,Birger,Birger,ビルイェル,比格尔,,بيرغر,בירגר,Биргер,Birger,Birger,Birger,Birger,Birger,Birger,Birger,Birger,Birger,Birger,Birger
Q773729,Q12308941,Apolinary,Apolinary,アポリナリー,,,,אפולינרה,Аполинарий,Apolinary,Apolinary,Apolinary,Apolinary,Apolinary,Apolinary,Apolinary,Apolinary,Apolinary,Apolinary,Apolinary
Q776529,Q11879590,Michaela,Michaela,ミカエラ,麦克拉,미카엘라,ميخائيليا,מיכאלה,Михаэла,Michaela,,,,,,,,,,
Q776849,Q12308941,Juwenalis,Juwenalis,,,,,,,Juwenalis,Juwenalis,Juwenalis,Juwenalis,Juwenalis,Juwenalis,Juwenalis,Juwenalis,Juwenalis,Juwenalis,Juwenalis
Q779489,Q202444,Asparukh,Asparukh,,,,,אספרוך,,Asparukh,Asparukh,Asparukh,Asparukh,Asparukh,Asparukh,Asparukh,Asparukh,Asparukh,Asparukh,Asparukh
Q779729,Q11879590,Asztéria,Asztéria,,,,,,,Asztéria,,,,,,,,,,
Q783041,Q12308941,Aksel,Aksel,アクセル,阿克塞尔,,أكسل,אקסל,Аксель,Aksel,Aksel,Aksel,Aksel,Aksel,Aksel,Aksel,Aksel,Aksel,Aksel,Aksel
Q786865,Q11879590,Azálea,Azálea,,,,,,,Azálea,,,,,,,,,,
Q792161,Q12308941,Bekény,Bekény,,,,,,,,,,,,,,,,,
Q792945,Q11879590,Benjamina,Benjamina,,本杰明娜,,,,,Benjamina,Benjamina,Benjamina,Benjamina,Benjamina,Benjamina,Benjamina,Benjamina,Benjamina,Benjamina,Benjamina
Q793905,Q12308941,,,,,,,,,,Berzsián,,,,,,,,,
Q793921,Q202444,Berény,Berény,,,,,,,Berény,Berény,Berény,Berény,Berény,Berény,Berény,Berény,Berény,Berény,Berény
Q797217,Q101352,Bendz,Bendz,,,,,,,Bendz,Bendz,Bendz,Bendz,Bendz,Bendz,Bendz,Bendz,Bendz,Bendz,Bendz
Q797425,Q101352,Ba,Ba,,Ba,,با,,Ба,Ba,Ba,Ba,Ba,Ba,Ba,Ba,Ba,Ba,Ba,Ba
Q805905,Q101352,Balčiūnaitė,Balčiūnaitė,,,,,,Бальчюнайте,Balčiūnaitė,,,,,,,,,,
Q807041,Q101352,Bao,Bao,バオ,Bao,,,,Бао,Bao,Bao,,,,Bao,,,,,
Q808145,Q101352,Bargetzi,Bargetzi,,,,,,,Bargetzi,Bargetzi,Bargetzi,Bargetzi,Bargetzi,Bargetzi,Bargetzi,Bargetzi,Bargetzi,,
Q817185,Q11879590,,Bengi,,,,,,,Bengi,Bengi,Bengi,Bengi,Bengi,Bengi,Bengi,Bengi,Bengi,Bengi,Bengi
Q818081,Q12308941,Beno,Beno,ベノー,贝诺,,,בנו,Бено,Beno,Beno,Beno,Beno,Beno,Beno,Beno,Beno,Beno,Beno,Beno
Q818673,Q101352,,Berasategui,,,,بيراساتيغي,,,Berasategui,Berasategui,Berasategui,Berasategui,Berasategui,Berasategui,Berasategui,Berasategui,Berasategui,Berasategui,Berasategui
Q829665,Q11879590,Eva,Eva,エーヴァ,伊娃,에바,إيفا,אווה,Ева / Эва,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva
Q830177,Q11879590,Lilla,Lilla,リッラ,莉拉,,,לילה,,Lilla,Lilla,Lilla,Lilla,Lilla,Lilla,Lilla,Lilla,Lilla,Lilla,Lilla
Q833345,Q11879590,Sara,Sara,サラ,萨拉,사라,سارة,שרה,Сара,Sara,Sara,Sara,Sara,Sara,Sara,Sara,Sara,Sara,Sara,Sara
Q837521,Q11879590,Amina,Amina,アミナ,阿明娜/阿米娜,아미나,أمينة,אמינה,Амина,Amina,Amina,Amina,Amina,Amina,Amina,Amina,Amina,Amina,Amina,Amina
Q848705,Q11879590,Bozsóka,Bozsóka,,,,,,,Bozsóka,Bozsóka,Bozsóka,Bozsóka,Bozsóka,Bozsóka,Bozsóka,Bozsóka,Bozsóka,Bozsóka,Bozsóka
Q850449,Q12308941,Cornelis,Cornelis,コルネリス,科内利斯,,كورنيليس,קורנליס,Корнилий / Корнелис,Cornelis,Cornelis,Cornelis,Cornelis,Cornelis,Cornelis,Cornelis,Cornelis,Cornelis,Cornelis,Cornelis
Q854609,Q11879590,Bíbor,Bíbor,,,,,,,Bíbor,,,,,,,,,,
Q854961,Q11879590,Bóra,Bóra,,,,,,,Bóra,,,,,,,,,,
Q858305,Q11879590,Eliza,Eliza,イライザ,伊丽莎,엘리자,إيليزا,אלייזה,Элиза,Eliza,Eliza,Eliza,Eliza,Eliza,Eliza,Eliza,Eliza,Eliza,Eliza,Eliza
Q863713,Q101352,Binemeciyan,Binemeciyan,,,,,,,Binemeciyan,Binemeciyan,Binemeciyan,Binemeciyan,Binemeciyan,Binemeciyan,Binemeciyan,Binemeciyan,Binemeciyan,Binemeciyan,Binemeciyan
Q865841,Q101352,Birrell,Birrell,ビレル,,,بيريل,,,Birrell,Birrell,Birrell,Birrell,Birrell,Birrell,Birrell,Birrell,,Birrell,
Q872065,Q12308941,Cserjén,Cserjén,,,,,,,Cserjén,Cserjén,Cserjén,Cserjén,Cserjén,Cserjén,Cserjén,Cserjén,Cserjén,Cserjén,Cserjén
Q873617,Q11879590,,,,,,,,,,,,,,,,,,,
Q874065,Q101352,Csombor,Csombor,,,,,,,,,Csombor,,,,,,,,
Q879505,Q101352,Björk,Björk,ビョーク,比約克,,بيورك,,Бьёрк,Björk,Björk,Björk,Björk,Björk,Björk,Björk,Björk,Björk,Björk,Björk
Q891185,Q12308941,Bojko,Bojko,ボイコ,博伊科,,,בויקו,,Bojko,Bojko,Bojko,Bojko,Bojko,Bojko,Bojko,Bojko,Bojko,Bojko,Bojko
Q892113,Q12308941,Bonaventura,Bonaventura,ボナヴェントゥーラ,,,بونفينتورا,בונוונטורה,Бонавентура,Bonaventura,Bonaventura,Bonaventura,Bonaventura,Bonaventura,Bonaventura,Bonaventura,Bonaventura,Bonaventura,Bonaventura,Bonaventura
Q899041,Q101352,,Brash,,,,,,,Brash,Brash,Brash,Brash,Brash,Brash,Brash,Brash,Brash,Brash,Brash
Q901153,Q12308941,,Dagomér,,,,,,,Dagomér,Dagomér,Dagomér,Dagomér,Dagomér,Dagomér,Dagomér,Dagomér,Dagomér,Dagomér,Dagomér
Q907969,Q11879590,,,,,,,,,,,,,,,,,,,
Q913073,"Q202444,Q12308941",Fred,Fred,フレッド,Fred,,فرد,פרד,Фред,Fred,Fred,Fred,Fred,Fred,Fred,Fred,Fred,,Fred,
Q920209,Q12308941,Isaiah,,アイザイア,艾赛亚,,أشعياء,ישעיהו,Айзиа,Isaiah,Isaiah,Isaiah,Isaiah,Isaiah,Isaiah,Isaiah,Isaiah,,Isaiah,
Q931425,Q12308941,Arquímedes,Arquímedes,,,,,,,Arquímedes,Arquímedes,Arquímedes,Arquímedes,Arquímedes,Arquímedes,Arquímedes,Arquímedes,Arquímedes,Arquímedes,Arquímedes
Q935489,Q11879590,Rachel,Rachel,ラーヘル,蕾切尔,,راشيل,רחל,Рэйчел,Rachel,Rachel,Rachel,Rachel,Rachel,Rachel,Rachel,Rachel,Rachel,Rachel,Rachel
Q942625,Q12308941,György,György,ジェルジ,哲尔吉,죄르지,جيورجي,ג'רג',Дьёрдь,György,György,György,György,György,György,György,György,György,György,György
Q955953,Q101352,Glaser,Glaser,グレイザー,格拉泽,글래저,غلاسر,גלייזר,Глазер,Glaser,Glaser,Glaser,Glaser,Glaser,Glaser,Glaser,Glaser,Glaser,Glaser,Glaser
Q962641,Q202444,Hajna,Hajna,,,,,,,Hajna,Hajna,Hajna,Hajna,Hajna,Hajna,Hajna,Hajna,Hajna,Hajna,Hajna
Q968417,Q101352,Thiede,Thiede,,蒂埃德,,تييد,,Тиде,Thiede,Thiede,Thiede,Thiede,Thiede,Thiede,Thiede,Thiede,Thiede,Thiede,Thiede
Q981073,Q101352,Gadolin,Gadolin,,加多林,,غادولين,,Гадолин,Gadolin,Gadolin,Gadolin,Gadolin,Gadolin,Gadolin,Gadolin,Gadolin,Gadolin,Gadolin,Gadolin
Q991681,Q11879590,Eszmeralda,Eszmeralda,,,,,,,Eszmeralda,Eszmeralda,Eszmeralda,Eszmeralda,Eszmeralda,Eszmeralda,Eszmeralda,Eszmeralda,Eszmeralda,Eszmeralda,Eszmeralda
Q992209,Q12308941,Etre,Etre,,,,,,,Etre,,,,,,,,,,
Q995121,Q101352,,Shtylla,,什图拉,,شتايلا,,,Shtylla,Shtylla,Shtylla,Shtylla,Shtylla,Shtylla,Shtylla,Shtylla,Shtylla,Shtylla,Shtylla
Q1000433,Q12308941,Bud,Bud,バド,巴德,,باد,באד,Бад,Bud,Bud,Bud,Bud,Bud,Bud,Bud,Bud,Bud,Bud,Bud
Q1007409,Q11879590,Gajána,Gajána,,,,,,,Gajána,Gajána,Gajána,Gajána,Gajána,Gajána,Gajána,Gajána,Gajána,Gajána,Gajana
Q1007457,Q11879590,,,,,,,,,,,,,,,,,,,
Q1009025,Q11879590,,Gemella,,,,,,,,,,,,,,,,,
Q1009041,Q12308941,Geminian,Geminian,,,,,,,Geminian,Geminián,Geminian,Geminian,Geminian,Geminian,Geminian,Geminian,Geminian,Geminian,Geminian
Q1017057,Q101352,Burstein,Burstein,,伯斯坦,,,בורשטיין,,Burstein,Burstein,Burstein,Burstein,Burstein,Burstein,Burstein,Burstein,Burstein,Burstein,Burstein
Q1019393,Q101352,,Bédier,,,,بيدييه,,Бедье,Bédier,Bédier,Bédier,Bédier,Bédier,Bédier,Bédier,Bédier,Bédier,Bédier,Bédier
Q1021601,Q101352,Bürki,Bürki,,比尔基,,,,,Bürki,Bürki,Bürki,Bürki,Bürki,Bürki,Bürki,Bürki,Bürki,Bürki,Bürki
Q1029057,Q11879590,Gwendolen,Gwendolen,グウェンドリン,格温德伦,,,גוונדולן,,Gwendolen,Gwendolen,Gwendolen,Gwendolen,Gwendolen,Gwendolen,Gwendolen,Gwendolen,Gwendolen,Gwendolen,Gwendalina
Q1031425,Q12308941,Ambrož,Ambrož,アンブロシュ,,,,,Амброж,Ambrož,Ambrož,Ambrož,Ambrož,Ambrož,Ambrož,Ambrož,Ambrož,,Ambrož,
Q1032817,Q101352,,Canavan,キャナヴァン,,,كانافان,,,Canavan,Canavan,Canavan,Canavan,Canavan,Canavan,Canavan,Canavan,Canavan,Canavan,Canavan
Q1033345,Q101352,,Cankar,,,,كانكر,,,Cankar,Cankar,Cankar,Cankar,Cankar,Cankar,Cankar,Cankar,Cankar,Cankar,Cankar
Q1034001,Q12308941,Harkány,,,,,,,,,,,,,,,,,,
Q1034209,Q101352,Capaul,Capaul,,,,,,,Capaul,Capaul,Capaul,Capaul,Capaul,Capaul,Capaul,Capaul,Capaul,Capaul,Capaul
Q1035233,Q11879590,,Helza,,,,,,,Helza,Helza,,,,,,,,,
Q1036449,Q12308941,Hilmár,Hilmár,,,,,,,Hilmár,Hilmár,Hilmár,Hilmár,Hilmár,Hilmár,Hilmár,,Hilmár,Hilmár,Hilmár
Q1043457,Q11879590,Rosalie,Rosalie,ロザリー,罗萨丽,,,רוזלי,Розали / Розалия,Rosalie,Rosalie,Rosalie,Rosalie,Rosalie,Rosalie,Rosalie,Rosalie,Rosalie,Rosalie,Rosalie
Q1047713,Q101352,,Caskey,,,,,,,Caskey,Caskey,Caskey,Caskey,Caskey,Caskey,Caskey,Caskey,Caskey,Caskey,Caskey
Q1057713,Q11879590,Hófehérke,Hófehérke,,,,,,,Hófehérke,Hófehérke,Hófehérke,Hófehérke,Hófehérke,Hófehérke,Hófehérke,,Hófehérke,Hófehérke,Hófehérke
Q1060065,Q11879590,Thaïs,Thaïs,,泰伊丝,,,,Таис,Thaïs,Thaïs,Thaïs,Thaïs,Thaïs,Thaïs,Thaïs,Thaïs,Thaïs,Thaïs,Thaïs
Q1078753,Q101352,董,Dong,董,董,둥,دونغ,דונג,Дун,Dong,Dong,Dong,Dong,Dǒng,Dong,Dong,Dong,Dong,Dong,Dong
Q1083457,Q11879590,Christina,Christina,クリスティーナ,克里斯蒂娜,크리스티나,كريستينا,,Кристина,Christina,Christina,Christina,Christina,Christina,Christina,Christina,Christina,Christina,Christina,Christina
Q1090929,Q101352,Chéret,Chéret,,,,,,Шере,Chéret,Chéret,Chéret,Chéret,Chéret,Chéret,Chéret,Chéret,Chéret,Chéret,Chéret
Q1091889,Q12308941,Franjo,Franjo,フラニョ,弗兰约,프라뇨,فرانيو,פרניו,Франьо,Franjo,Franjo,Franjo,Franjo,Franjo,Franjo,Franjo,Franjo,Franjo,Franjo,Franjo
Q1098177,Q11879590,,Isméria,,,,,,,Isméria,Isméria,,,,,,,,,
Q1098961,Q12308941,Izrael,Izrael,,,,,ישראל,,Izrael,Izrael,Izrael,Izrael,Izrael,Izrael,Izrael,Izrael,Izrael,Izrael,Izrael
