qid	label	geni_ids	in_corpus	shape	detail
Q15938164	Qian Wei	6000000050048186383;6000000074792828966	0	neither profile is in our corpus	
Q15940412	Fan Yong	6000000037677694466;6000000074746999967	0	neither profile is in our corpus	
Q15978278	Józef Twardowski	6000000214656955829;6000000216851113856	0	neither profile is in our corpus	
Q16003742	R. J. Reynolds, Jr.	6000000028082965974;6000000136823960919	0	neither profile is in our corpus	
Q16031177	Sir Mark Collet, 1st Baronet	6000000023539172375;6000000109055820042;6000000109120421835	0	neither profile is in our corpus	
Q16037659	Edmund F. Burton	6000000023722412558;6000000183406089833	0	neither profile is in our corpus	
Q16062612	Thomas Tingey Craven	6000000028413608009;6000000209123249855	0	neither profile is in our corpus	
Q16075322	Qiu Chong	6000000074727717843;6000000075422116106	0	neither profile is in our corpus	
Q16075464	Cai Juhou	6000000074704206114;6000000074704248013	0	neither profile is in our corpus	
Q16075826	Feng Guangyu	6000000075607284841;6000000142111538827	0	neither profile is in our corpus	
Q16076754	Lu Erxi	6000000019147851792;6000000075611527929	0	neither profile is in our corpus	
Q16077275	Wang Zhideng	6000000075406744425;6000000075507323831	0	neither profile is in our corpus	
Q16078378	Cheng Jufu	6000000074746083821;6000000075426905940	0	neither profile is in our corpus	
Q161154	Lola Montez	6000000025094995910;6000000045235605601	0	neither profile is in our corpus	
Q16191025	Robert Phayre	6000000043880560235;6000000112066267827	0	neither profile is in our corpus	
Q162296	Robert Clive	6000000001877475032;6000000039678272851;6000000184911818821	0	neither profile is in our corpus	
Q16260544	Zheng Pengcheng	6000000054980508826;6000000075503113297	0	neither profile is in our corpus	
Q16443101	Aleksandras Tiškevičius Logoiskis	6000000052306978885;6000000086473131992	0	neither profile is in our corpus	
Q16443652	Andriejus Valavičius	6000000039862322291;6000000048751360833	0	neither profile is in our corpus	
Q16558060	Hieronim Oskierko	6000000015395239482;6000000190451304659	0	neither profile is in our corpus	
Q16559451	Ignacy Narbutt	6000000015388650215;6000000015388704022	0	neither profile is in our corpus	
Q16574591	Marcjan Józef Dąbrowski	6000000089389171872;6000000089390888822	0	neither profile is in our corpus	
Q1659660	David Daggett	6000000011212266422;6000000015062662612	0	neither profile is in our corpus	
Q16650631	Arvid Wester	6000000126195886846;6000000138638183087	0	neither profile is in our corpus	
Q16668933	Dmitry Kurbsky	6000000053792878981;6000000217495208823	0	neither profile is in our corpus	
Q167132	George Bellows	6000000001939913635;6000000030312284945	0	neither profile is in our corpus	
Q16724171	Jan Kola	6000000008530170835;6000000209576125887	0	neither profile is in our corpus	
Q16724241	Ярош Іванович Жижемський	6000000015346470952;6000000044502599862;6000000215784112832	0	neither profile is in our corpus	
Q16737431	Ole Løberg	6000000081369594118;6000000082708869956	0	neither profile is in our corpus	
Q1682678	Janetto von Taxis	6000000009546993326;6000000082577998907	0	neither profile is in our corpus	
Q16828807	Robert Dalzell, 5th Earl of Carnwath	6000000012380511584;6000000020382899470	0	neither profile is in our corpus	
Q16852543	Kalaimanokahoowaha	6000000021315848302;6000000034599958895	0	neither profile is in our corpus	
Q16858094	Edward Newenham	6000000030711657476;6000000043810055388	0	neither profile is in our corpus	
Q16904379	Zhao Bing	6000000074687609129;6000000074687964975	0	neither profile is in our corpus	
Q16922183	Zhuang Shouqi	6000000044379102637;6000000075610579336	0	neither profile is in our corpus	
Q16943788	Anne Lumb Macdonell	6000000019664911121;6000000059478006978	0	neither profile is in our corpus	
Q1701201	John Nelson	6000000000690710517;6000000040596639981	0	neither profile is in our corpus	
Q17043951	Adam Woyniłłowicz	6000000016606073089;6000000083070859821	0	neither profile is in our corpus	
Q17045302	Anna Woyniłłowicz	6000000016606020095;6000000083070960084	0	neither profile is in our corpus	
Q17045322	Edward Wańkowicz	6000000016023824786;6000000083070598316	0	neither profile is in our corpus	
Q17095549	Andrzej Chalecki	6000000086493926831;6000000206467379826	0	neither profile is in our corpus	
Q1731130	Karl Friedrich Werner	6000000113598851087;6000000186031985543	0	neither profile is in our corpus	
Q173275	Sika Anoaʻi	6000000012699448119;6000000221473460927	0	neither profile is in our corpus	
Q17335154	Eduard Krziwanek	6000000085750119897;6000000179970983822	0	neither profile is in our corpus	
Q17425757	William Ames	6000000020748442658;6000000071800595839	0	neither profile is in our corpus	
Q17427262	Prokopas Lesniovolskis	6000000019923879184;6000000041111859937	0	neither profile is in our corpus	
Q17427273	Mykolas Karolis Druckis-Sokolinskis	6000000018647507950;6000000193584442869	0	neither profile is in our corpus	
Q1748260	Iancu Văcărescu	6000000003219176512;6000000101309920892	0	neither profile is in our corpus	
Q17552544	Mikołaj Lew Sołomerecki	6000000004094361670;6000000048751813897	0	neither profile is in our corpus	
Q17621531	Arthur de Gabriac	6000000002802972624;6000000043730387831	0	neither profile is in our corpus	
Q17708676	Maciej Woyna	6000000039231899561;6000000224022400845	0	neither profile is in our corpus	
Q177901	Marcin Matuszewicz	6000000025426403600;6000000076903765983;6000000194173652840	0	neither profile is in our corpus	
Q1798939	Legrand W. Perce	6000000025942494190;6000000200460439854	0	neither profile is in our corpus	
Q18205662	Jonathan P. Cushing	6000000000864066685;6000000033110710706	0	neither profile is in our corpus	
Q18434567	Stefan Chrząstowski	6000000000947439294;6000000024948404896	0	neither profile is in our corpus	
Q18531434	William Hulton Keeling	6000000009284200456;6000000129190289295	0	neither profile is in our corpus	
Q18572320	Brook Taylor	6000000039162727113;6000000110679361891	0	neither profile is in our corpus	
Q18577904	Emma S. Bellows	6000000001939760849;6000000030312258893	0	neither profile is in our corpus	
Q186585	Robert Peary	6000000000824368235;6000000011367172210	0	neither profile is in our corpus	
Q18713261	Yekaterina Kozitskaya	6000000017856466104;6000000190047298080	0	neither profile is in our corpus	
Q18908684	Lu Qun	6000000075403121917;6000000075403221822	0	neither profile is in our corpus	
Q191479	Tadeusz Kościuszko	6000000002751641929;6000000217401031824	0	neither profile is in our corpus	
Q19303079	Robert de Washington	6000000007139813480;6000000029490155156	0	neither profile is in our corpus	
Q19325950	Lorenzo N. Fowler	6000000002801009806;6000000019090226600	0	neither profile is in our corpus	
Q19546183	Anna Dowgird	6000000012157214232;6000000080760446894	0	neither profile is in our corpus	
Q197478	Zhao Zunyue	6000000029741624920;6000000050028488953	0	neither profile is in our corpus	
Q19874753	Joseph Blount Cheshire, Jr.	6000000117562531828;6000000120598176963	0	neither profile is in our corpus	
Q20051542	John Everett Clough	6000000003013325945;6000000100092974854	0	neither profile is in our corpus	
Q20068021	Лагодовський Іван Олександрович	6000000027740412779;6000000205481435841	0	neither profile is in our corpus	
Q20069719	Семашко Микола Олександрович	6000000019776850397;6000000036867985844	0	neither profile is in our corpus	
Q20165319	Olga Shuvalova	6000000008448037482;6000000190046840256	0	neither profile is in our corpus	
Q20566091	Aleksander Jan Podbereski	6000000036997658946;6000000179339980865	0	neither profile is in our corpus	
Q20566507	Antoni Ważyński	6000000002855879189;6000000002855879199	0	neither profile is in our corpus	
Q20684259	Lycurgus Johnson	6000000025374792274;6000000083509041235	0	neither profile is in our corpus	
Q20806905	William Thompson Bacon	6000000000875475378;6000000221182451030	0	neither profile is in our corpus	
Q20830393	Jan Antoni Massalski	6000000021332837081;6000000215231366826	0	neither profile is in our corpus	
Q20968069	Anna Trubetskaya	6000000009164187045;6000000190046282637	0	neither profile is in our corpus	
Q20968081	Yekaterina Orlova	6000000001707063424;6000000190046282631	0	neither profile is in our corpus	
Q21000974	Mikalaï Piatrovitch Kiszka	6000000014057916727;6000000193992757879	0	neither profile is in our corpus	
Q21000976	Jan Ciechanowiecki	6000000039479479075;6000000039479599082;6000000193969615826	0	neither profile is in our corpus	
Q21011118	Stanisław Ciechanowiecki	6000000082673372023;6000000193994924826	0	neither profile is in our corpus	
Q21089110	Anna Beloselskaya-Belozerskaya	6000000016150017396;6000000190047298056	0	neither profile is in our corpus	
Q21165569	Charles Milner Ricketts	6000000002116021098;6000000012434466187	0	neither profile is in our corpus	
Q212359	Bradbury Cilley	6000000019371296607;6000000186280571960	0	neither profile is in our corpus	
Q21280621	Odon de Montesquiou-Fézensac	6000000008183447571;6000000094833997828	0	neither profile is in our corpus	
Q2133790	Rawlins Lowndes	6000000018171710416;6000000176338400960	0	neither profile is in our corpus	
Q214076	Eberhard Anheuser	6000000002662955062;6000000012420812114	0	neither profile is in our corpus	
Q21457114	Marmion Ferrers	6000000034648207876;6000000041029303247	0	neither profile is in our corpus	
Q21465886	Rebecca Dulcibella Orpen	6000000034647333132;6000000041029372194	0	neither profile is in our corpus	
Q21470247	Ángel Vallejo Miranda	6000000038865283722;6000000130169748823	0	neither profile is in our corpus	
Q21484998	Wincenty Woyna	6000000039265555048;6000000224021679076	0	neither profile is in our corpus	
Q21549681	Marie Ahnighito Peary	6000000011366865863;6000000032697635867	0	neither profile is in our corpus	
Q21557148	Elsa (née Andvord), Lady Mountevans	6000000012882348294;6000000017056611434	0	neither profile is in our corpus	
Q2157291	Robert Gilmor Jr.	6000000008488763590;6000000098512270066	0	neither profile is in our corpus	
Q216932	Ingvar Kamprad	6000000017786764478;6000000074987399876	0	neither profile is in our corpus	
Q2172439	Guglielmo Costantino Ludolf	6000000008901285639;6000000182577925822	0	neither profile is in our corpus	
Q2190808	Cornelis Apostool	6000000173844354199;6000000173844583932	0	neither profile is in our corpus	
Q22019070	Maciej Leśniewski	6000000000945346238;6000000206880205821	0	neither profile is in our corpus	
Q22115127	Maria Małgorzata Radziwiłł	6000000002188456776;6000000221118390934	0	neither profile is in our corpus	
Q223771	Bảo Đại	6000000004655146716;6000000056350102833	0	neither profile is in our corpus	
Q22774382	Cui Changqian	6000000074704621863;6000000074717107866	0	neither profile is in our corpus	
Q2326363	Lu Ji	6000000060736708183;6000000075406379828	0	neither profile is in our corpus	
Q233823	Barbara Radziwiłł	6000000001379509801;6000000209563787847	0	neither profile is in our corpus	
Q2348949	Spytek of Melsztyn	6000000013787272961;6000000039977255447	0	neither profile is in our corpus	
Q2350317	Michał Drucki Sokoliński	6000000014191751492;6000000018647807120	0	neither profile is in our corpus	
Q23902450	Nicholas W. Orloff	6000000004127940751;6000000190046282609	0	neither profile is in our corpus	
Q23989202	Börje Börjeson	6000000029664611802;6000000083493638518	0	neither profile is in our corpus	
Q24004635	Claymoor	6000000003219342371;6000000218086786850	0	neither profile is in our corpus	
Q241535	Keke Geladze	6000000000774638998;6000000052997083876	0	neither profile is in our corpus	
Q24205887	William Sloane-Stanley	6000000002762572233;6000000183825864837	0	neither profile is in our corpus	
Q24254832	John Buller	6000000023497538471;6000000219369095884	0	neither profile is in our corpus	
Q24263211	Mikalojus Visgirda	6000000055454828204;6000000175910252893	0	neither profile is in our corpus	
Q24263245	Piotr Woyna	6000000039274226668;6000000039574733574	0	neither profile is in our corpus	
Q2427741	Thomas Tredwell	6000000006439788604;6000000178372298871	0	neither profile is in our corpus	
Q24450509	Вайшунд	6000000046331420951;6000000209562590842	0	neither profile is in our corpus	
Q24650245	Krzysztof Roman Korsak	6000000086322949927;6000000222425868848	0	neither profile is in our corpus	
Q24737	Jagatjit Singh I of Kapurthala	6000000014198479650;6000000109028770878	0	neither profile is in our corpus	
Q253723	Mor Sæther	6000000014827237457;6000000184459262840	0	neither profile is in our corpus	
Q25418060	Li Jun	6000000074699169929;6000000075428592866	0	neither profile is in our corpus	
Q2579199	William Henry Denson	6000000017567612562;6000000166386131136	0	neither profile is in our corpus	
Q2582933	Jan Abramowicz	6000000038237905868;6000000215412397828	0	neither profile is in our corpus	
Q2583008	Filon Kmita	6000000046076912684;6000000148754516284	0	neither profile is in our corpus	
Q2597856	Herbert Parsons	6000000117866071898;6000000178225766827	0	neither profile is in our corpus	
Q2607504	Mikołaj Pac	6000000014102738233;6000000215548016823	0	neither profile is in our corpus	
Q2624068	Jan Zabrzeziński	6000000012212405114;6000000041326199327	0	neither profile is in our corpus	
Q26261314	Bazyli Chreptowicz	6000000014068297673;6000000044787492825	0	neither profile is in our corpus	
Q26261711	Bahdana Drutskaya-Kanoplya	6000000011810531722;6000000039892385954	0	neither profile is in our corpus	
Q26261963	Piotr Łukomski	6000000039891756797;6000000193578648923	0	neither profile is in our corpus	
Q26262287	Альжбета Слушка	6000000085077593121;6000000174712322637	0	neither profile is in our corpus	
Q26266162	Samuel B. Fairbank	6000000082993584070;6000000085677747055	0	neither profile is in our corpus	
Q26424280	George Stratton	6000000013240064474;6000000019116836420	0	neither profile is in our corpus	
Q2657249	Adam Wiśniowiecki	6000000006603574440;6000000215430976829	0	neither profile is in our corpus	
Q26713657	Bartosz Montowtowicz	6000000088449951829;6000000174716640356	0	neither profile is in our corpus	
Q26713835	Stanislav	6000000016681562863;6000000036361963712	0	neither profile is in our corpus	
Q27003074	Ганна Фёдараўна Заслаўская	6000000015346327106;6000000177056310840	0	neither profile is in our corpus	
Q27031055	Andrzej Dowgird	6000000012151593390;6000000080756941689	0	neither profile is in our corpus	
Q27031063	Давойна Візігердавіч	6000000014877276462;6000000031876983974	0	neither profile is in our corpus	
Q27031074	Андрушка Давойнавіч	6000000014877142467;6000000031876750508	0	neither profile is in our corpus	
Q27037892	Dorota Kostewicz	6000000014058097864;6000000023310928437	0	neither profile is in our corpus	
Q27037893	Petronella Dowojno	6000000013932174101;6000000209563739845	0	neither profile is in our corpus	
Q27037896	Jarosław Hołowczyński	6000000031920907583;6000000046124565486	0	neither profile is in our corpus	
Q27037908	Élisabeth Radziwiłł	6000000013932302022;6000000209563891828	0	neither profile is in our corpus	
Q27037980	Jerzy Szemiot	6000000014192979870;6000000014959169070	0	neither profile is in our corpus	
Q27049795	William O. Collins	6000000022264317250;6000000079085973299	0	neither profile is in our corpus	
Q27163126	Katarzyna Chodkiewicz	6000000003527033567;6000000215548394825	0	neither profile is in our corpus	
Q27265498	Krzysztof Sulistrowski	6000000033654640352;6000000121885768910	0	neither profile is in our corpus	
Q2740517	Francisco Félix de Sousa	6000000016179700568;6000000080989411885	0	neither profile is in our corpus	
Q27508342	Halsha Menkitska	6000000014723976921;6000000215700237821	0	neither profile is in our corpus	
Q27538394	Jan Władysław Sołomerecki	6000000048751582823;6000000215241464838;6000000215454572824	0	neither profile is in our corpus	
Q27556004	Regina Sołomerecka	6000000004094557169;6000000048752026891	0	neither profile is in our corpus	
Q27651435	Jan Nicolaas van Eys	6000000018035038149;6000000198292567835	0	neither profile is in our corpus	
Q27859386	John F. Colburn	6000000019884099617;6000000086958522999	0	neither profile is in our corpus	
Q27890464	Alyaksandr Skirmunt	6000000038930825131;6000000216765754823	0	neither profile is in our corpus	
Q27890465	Kazimierz Skirmunt	6000000038930494131;6000000216775964853	0	neither profile is in our corpus	
Q27909866	Rosa Vertner Jeffrey	6000000004086754032;6000000107685676919	0	neither profile is in our corpus	
Q27947856	Colin Scott-Moncrieff	6000000001249850194;6000000029236577441	0	neither profile is in our corpus	
Q28064293	Cholmley Turner	6000000035169215202;6000000042424975925	0	neither profile is in our corpus	
Q28416345	Li Duanyuan	6000000074697855736;6000000074699534070	0	neither profile is in our corpus	
Q28568102	Иван Иванович Ляцкий	6000000039320706475;6000000044440247029	0	neither profile is in our corpus	
Q28598372	Станіслаў Ратомскі	6000000021958300181;6000000216081826825	0	neither profile is in our corpus	
Q28598402	Dominik Alojzy-Wołodkowicz	6000000084116783935;6000000217400316821	0	neither profile is in our corpus	
Q28598411	Teresa Janiszewska	6000000019206898027;6000000217400324836	0	neither profile is in our corpus	
Q28870286	Elźbieta Holszanska (née Radziwiłł)	6000000014926133250;6000000209563589855	0	neither profile is in our corpus	
Q28942936	Альжбета Радзівіл	6000000015186436061;6000000037175907980	0	neither profile is in our corpus	
Q29001843	Katarzyna Radziwiłł	6000000002721972757;6000000209567534837	0	neither profile is in our corpus	
Q2992076	Hrehory Chodkiewicz	6000000003526162958;6000000215548201830	0	neither profile is in our corpus	
Q30328724	daughter of Kalenik Myszkowicz	6000000022942147967;6000000041191538071	0	neither profile is in our corpus	
Q30345854	Kazimierz Ignacy Niesiołowski	6000000040092449703;6000000085313227894	0	neither profile is in our corpus	
Q3034822	Domingo de Cabarrús y Galabert	6000000013290116332;6000000019200668739	0	neither profile is in our corpus	
Q3048654	Edward Willis Redfield	6000000011716893211;6000000051379639859	0	neither profile is in our corpus	
Q30942794	Cao Yanyue	6000000074718946893;6000000075425223900	0	neither profile is in our corpus	
Q30945631	Lü Shu	6000000074713548522;6000000075058633854	0	neither profile is in our corpus	
Q31186453	Hitam of Negeri Sembilan	6000000003326421218;6000000003326562173	0	neither profile is in our corpus	
Q3119741	Guillaume Chartier	6000000008764161685;6000000188931868829	0	neither profile is in our corpus	
Q3133951	Hercules L. Dousman	6000000026781485037;6000000199095768062	0	neither profile is in our corpus	
Q314210	Tao Yuanming	6000000055529170984;6000000074716187001	0	neither profile is in our corpus	
Q3161018	James Delamain	6000000036486182457;6000000172098858834	0	neither profile is in our corpus	
Q3184984	Joseph Gale	6000000000529244524;6000000180291437830	0	neither profile is in our corpus	
Q330986	Nikolay Orlov	6000000001707379351;6000000190046282621	0	neither profile is in our corpus	
Q3350457	Olga Skobeleva	6000000004138847978;6000000190046853468	0	neither profile is in our corpus	
Q335800	Felim O'Neill of Kinard	6000000005061292829;6000000016744938359	0	neither profile is in our corpus	
Q34086	Justin Bieber	6000000009680146505;6000000206375805855	0	neither profile is in our corpus	
Q3492050	Józef Mikołaj Radziwiłł	6000000011464980494;6000000082889811875	0	neither profile is in our corpus	
Q3492621	Jan Radziwiłł	6000000001388032040;6000000209563623844	0	neither profile is in our corpus	
Q3494893	Mary Steen	6000000095670965966;6000000171833098439	0	neither profile is in our corpus	
Q3525642	Tom W. Blackburn	6000000000975880148;6000000023669226409	0	neither profile is in our corpus	
Q3545941	Abraham Ezofowicz	6000000045423639960;6000000082553644404	0	neither profile is in our corpus	
Q360401	William Morris Stewart	6000000012913875638;6000000016395618959	0	neither profile is in our corpus	
Q3616914	Angelo Calogerà	6000000070850530293;6000000077027785949	0	neither profile is in our corpus	
Q361739	Roger I of Tosny	6000000011049570221;6000000078577310957	0	neither profile is in our corpus	
Q3646458	Jan Dowgird	6000000012097598878;6000000080758371836	0	neither profile is in our corpus	
Q3646778	Wacław Agryppa	6000000014947221797;6000000086117715283	0	neither profile is in our corpus	
Q3646915	Jan Kazimierz Kierdej	6000000012314586766;6000000083821662848	0	neither profile is in our corpus	
Q3647004	Kazimierz Białłozor	6000000121885866136;6000000130745197823	0	neither profile is in our corpus	
Q3655882	Kristupas Kazimieras Bialozoras	6000000015153308413;6000000038237271214	0	neither profile is in our corpus	
Q3692614	Daniel Kazimierz Narbutt	6000000015387228582;6000000039706936444	0	neither profile is in our corpus	
Q3692668	Mikołaj III Radziwiłł	6000000013932055044;6000000209563692830	0	neither profile is in our corpus	
Q370626	Bill Biggart	6000000152374321874;6000000157608060885	0	neither profile is in our corpus	
Q37134	Frederick William III of Prussia	6000000001552980413;6000000032905659822	0	neither profile is in our corpus	
Q3732305	Ernesto Paternò Castello di Carcaci	6000000175433079942;6000000186211972831	0	neither profile is in our corpus	
Q378025	Blaise de Montluc	6000000021423758620;6000000022601442990;6000000140730270066	0	neither profile is in our corpus	
Q3917219	Krzysztof Kiszka	6000000014072146858;6000000041172711973	0	neither profile is in our corpus	
Q3917222	Bogusław Korwin Gosiewski	6000000009101317482;6000000016313255057	0	neither profile is in our corpus	
Q3917291	Mikołaj VII Radziwiłł	6000000002631373240;6000000209563811863	0	neither profile is in our corpus	
Q3917297	Grzegorz IV Radziwiłł	6000000002631492355;6000000209567525828	0	neither profile is in our corpus	
Q3917885	Yan Korsak	6000000015184553533;6000000225517560872	0	neither profile is in our corpus	
Q3917922	Krzysztof Słuszka	6000000024778772048;6000000215412041904	0	neither profile is in our corpus	
Q3918162	Рыгор Трызна	6000000018948311197;6000000114209033821	0	neither profile is in our corpus	
Q3918314	Mikołaj Krzysztof Sapieha	6000000016337306374;6000000215796134826	0	neither profile is in our corpus	
Q3919013	Stanisław Naruszewicz	6000000016751447054;6000000046213269836	0	neither profile is in our corpus	
Q3919565	Dymitr Siekira	6000000050408252878;6000000139473245136	0	neither profile is in our corpus	
Q3919790	Gabriel Woyna	6000000006599283933;6000000121884871919;6000000125380019845	0	neither profile is in our corpus	
Q3919833	Petras Simonas Gedgaudaitis	6000000014912957752;6000000014925521720	0	neither profile is in our corpus	
Q3924833	Andrew Yan Zawisza	6000000014927325302;6000000215412256831	0	neither profile is in our corpus	
Q3930530	Raul Årmann	6000000038726183163;6000000131049390841	0	neither profile is in our corpus	
Q40212577	Angustias de la Guerra Ord	6000000027578853290;6000000068903246117	0	neither profile is in our corpus	
Q4082787	Mikhail Beloselsky	6000000025591222699;6000000190047298062	0	neither profile is in our corpus	
Q4082793	Aleksandr Beloselsky-Belozersky	6000000016150017391;6000000190047298050	0	neither profile is in our corpus	
Q4082795	Esper Beloselsky-Belozersky	6000000008651257630;6000000190047298044	0	neither profile is in our corpus	
Q4082797	Constantine Esperovich Beloselsky-Belozersky	6000000008447891992;6000000190046853450	0	neither profile is in our corpus	
Q4112674	Oleksandr Vyshnevetskyi	6000000006603438668;6000000215431345828	0	neither profile is in our corpus	
Q4143536	Alexander Gorbatyi-Shuisky	6000000008855356168;6000000008874027915	0	neither profile is in our corpus	
Q4151618	Andrey Gudovich	6000000013703640394;6000000190047717700	0	neither profile is in our corpus	
Q41730341	Eyvind Kornbeck	6000000019338345158;6000000197819543795	0	neither profile is in our corpus	
Q41876944	Sophia Anna van Pipenpoy	6000000018223912056;6000000018557043407	0	neither profile is in our corpus	
Q4226630	Grigory Kozitsky	6000000006802431551;6000000190047298074	0	neither profile is in our corpus	
Q42270646	Theodor Emil Lamberg	6000000070186588512;6000000169706243952	0	neither profile is in our corpus	
Q42306180	Robert Evans Peterson	6000000012367495591;6000000021132259898	0	neither profile is in our corpus	
Q4251141	Marah Roesli	6000000012977101223;6000000189873411887	0	neither profile is in our corpus	
Q42666143	Leilehua Lanzilotti	6000000000316564610;6000000201491000824	0	neither profile is in our corpus	
Q4273868	John Philipp Christoph Hugo Gf. Magawly	6000000018498491411;6000000020612713323	0	neither profile is in our corpus	
Q4281644	Jan Zenowicz	6000000086471520834;6000000174720483216	0	neither profile is in our corpus	
Q4284239	Maria Róża Radziwiłłowa	6000000002188456489;6000000219768981862	0	neither profile is in our corpus	
Q43191482	Edward Scobell	6000000029724362578;6000000040993914038	0	neither profile is in our corpus	
Q4321464	André Volovich	6000000025359292319;6000000028265605990	0	neither profile is in our corpus	
Q4331753	Mikhail Odoyevsky	6000000008864608395;6000000189872847830	0	neither profile is in our corpus	
Q4331768	Yakov Odoyevsky	6000000003142035167;6000000189872847825	0	neither profile is in our corpus	
Q4336610	Aleksey Orlov	6000000001706783022;6000000190046282626	0	neither profile is in our corpus	
Q4336651	Vladimir Orlov	6000000093316708839;6000000190046282615	0	neither profile is in our corpus	
Q4351708	Перрен, Яков Яковлевич	6000000027814889776;6000000039717263002	0	neither profile is in our corpus	
Q43697857	Anne Poussard	6000000018291478766;6000000022552700831	0	neither profile is in our corpus	
Q4370900	Aleksander Połubiński	6000000013765648147;6000000025358237445	0	neither profile is in our corpus	
Q438670	Kévin Borlée	6000000014857553779;6000000207607124856	0	neither profile is in our corpus	
Q4387177	Раден, Леонель Фёдорович	6000000025424358252;6000000214195499830	0	neither profile is in our corpus	
Q4411621	Antoni Stanisław Czetwertyński-Światopełk	6000000011643678932;6000000157692266878	0	neither profile is in our corpus	
Q4421983	Dmitry Skobelev	6000000024408240662;6000000190046853462	0	neither profile is in our corpus	
Q4514990	Boris Antonovich Chetvertinsky	6000000009189346632;6000000157682343897	0	neither profile is in our corpus	
Q4527275	Pavel Shuvalov	6000000008447918128;6000000190046840250	0	neither profile is in our corpus	
Q45355685	Zhao Bufan	6000000074688269123;6000000075491749972	0	neither profile is in our corpus	
Q45356629	Xu Que	6000000074692310991;6000000075482684989	0	neither profile is in our corpus	
Q45358298	Mao Jian	6000000074701922876;6000000074791031846	0	neither profile is in our corpus	
Q45359290	Dong Jiang	6000000074704932837;6000000075489654938	0	neither profile is in our corpus	
Q45360963	Jia Zhu	6000000074690712921;6000000074690740921	0	neither profile is in our corpus	
Q45361359	Xu You	6000000074710750309;6000000075482769888	0	neither profile is in our corpus	
Q45362202	Ouyang Chen	6000000074702870914;6000000074702939901	0	neither profile is in our corpus	
Q45362510	Song Jingnian	6000000074716643828;6000000075058676836	0	neither profile is in our corpus	
Q45362538	Song Dao	6000000074703489410;6000000075424521835	0	neither profile is in our corpus	
Q45363842	Deng Shi	6000000074703662448;6000000075487132335	0	neither profile is in our corpus	
Q45363917	Huang Shi	6000000074718676936;6000000075481673291	0	neither profile is in our corpus	
Q45364651	Diao Shi	6000000074725120203;6000000075499727997	0	neither profile is in our corpus	
Q45364826	Zuo Shi	6000000074725306163;6000000075501249130	0	neither profile is in our corpus	
Q45365039	Zhang Fu	6000000074725771903;6000000074737088921	0	neither profile is in our corpus	
Q45369694	Chen Shen	6000000074727711269;6000000075485455930	0	neither profile is in our corpus	
Q45372070	Su Sui	6000000074715818958;6000000074716249841	0	neither profile is in our corpus	
Q45372169	Gao Ba	6000000074724868621;6000000074727167870;6000000074750938930	0	neither profile is in our corpus	
Q45373765	Ouyang Jingda	6000000074701328463;6000000074732933964	0	neither profile is in our corpus	
Q45373766	Ouyang Sengbao	6000000074701951964;6000000074732791037	0	neither profile is in our corpus	
Q45373778	Ouyang He	6000000074702706088;6000000074702969863	0	neither profile is in our corpus	
Q45373780	Ouyang Xiao	6000000074702656158;6000000074702884932	0	neither profile is in our corpus	
Q45373857	Liu Xun	6000000074701544831;6000000074712210225	0	neither profile is in our corpus	
Q45374119	Li Ying	6000000074712445911;6000000074733140945	0	neither profile is in our corpus	
Q45374516	Lin Jue	6000000074699015560;6000000074699690083	0	neither profile is in our corpus	
Q45375666	Jing Xianjun	6000000074732963860;6000000074734312996	0	neither profile is in our corpus	
Q45376040	Zhang Fang	6000000074685041555;6000000074685770872	0	neither profile is in our corpus	
Q45376389	Li Dong	6000000038176673623;6000000074725217979	0	neither profile is in our corpus	
Q45376428	Guo Yin	6000000074725622457;6000000074725821875;6000000074734575167	0	neither profile is in our corpus	
Q45377203	An Bin	6000000072746227900;6000000074735833937	0	neither profile is in our corpus	
Q45377671	Chen Yi	6000000074685256890;6000000074736279859	0	neither profile is in our corpus	
Q45378266	Quan Gao	6000000074735945040;6000000074735951056	0	neither profile is in our corpus	
Q45378417	Zhang Yi	6000000074685417206;6000000074686934842	0	neither profile is in our corpus	
Q45378704	Fan Zhonglun	6000000074736775822;6000000074746144549	0	neither profile is in our corpus	
Q45379648	Fu Sijin	6000000074711938834;6000000074738032861	0	neither profile is in our corpus	
Q45380986	Wei B	6000000074717623133;6000000074745653050	0	neither profile is in our corpus	
Q45381258	Qi Yuan	6000000074710082921;6000000074745799120	0	neither profile is in our corpus	
Q45381703	Wang Zao	6000000074744795165;6000000075482364840	0	neither profile is in our corpus	
Q45381917	Jiang Youzhan	6000000074711663857;6000000074726855594	0	neither profile is in our corpus	
Q45382591	Zhou Gui	6000000074727277026;6000000074746380970	0	neither profile is in our corpus	
Q45385519	Fu Zhaoyuan	6000000074747524927;6000000074747741829	0	neither profile is in our corpus	
Q45385810	Xiang Yisun	6000000074711864938;6000000074717826970;6000000074717976837	0	neither profile is in our corpus	
Q45386120	Wang Zhi	6000000074705472937;6000000074752618980	0	neither profile is in our corpus	
Q45387246	Han Fei	6000000074711967846;6000000074725564119;6000000074747843048	0	neither profile is in our corpus	
Q45388187	Shi Cheng	6000000074718669173;6000000074725127323;6000000074726350852;6000000074727065388;6000000074747473855	0	neither profile is in our corpus	
Q45388405	Shi Benzhi	6000000074758005014;6000000075062685822	0	neither profile is in our corpus	
