qid	label	geni_ids	in_corpus	shape	detail
Q113331305	Ignacy Ciechanowiecki	6000000037422753670;6000000106639882891	0	neither profile is in our corpus	
Q113353259	Katarzyna Wołłowicz	6000000018563795143;6000000022671435307	0	neither profile is in our corpus	
Q113430228	Aleksander Konstanty Plater	6000000002631421758;6000000013168808360	0	neither profile is in our corpus	
Q11344861	Morton Deyo	6000000023758372014;6000000046389033200	0	neither profile is in our corpus	
Q113508171	Мацей Струміла	6000000014057683628;6000000193875771878	0	neither profile is in our corpus	
Q113517480	John Smith	6000000011022413791;6000000015014536551	0	neither profile is in our corpus	
Q113569666	Samuel P. Hoyt	4222938730640044690;6000000000542368872	0	neither profile is in our corpus	
Q113657502	Charles Otis Gates	6000000001915324278;6000000064047985872	0	neither profile is in our corpus	
Q113675015	Anna Paine Chandler Whitney	6000000035866251135;6000000079078569839	0	neither profile is in our corpus	
Q113675029	Josiah Whitney	6000000001212915943;6000000053592633418	0	neither profile is in our corpus	
Q113680376	Orange Bosworth	6000000006243039308;6000000186593447824	0	neither profile is in our corpus	
Q113867365	Charles Wolcott Henry	6000000071409014226;6000000157298906840	0	neither profile is in our corpus	
Q113951862	Sophia Nelson	6000000022016018531;6000000080604141404	0	neither profile is in our corpus	
Q113951994	Mary Randolph Nickels	6000000011251775466;6000000132206891826	0	neither profile is in our corpus	
Q114232456	Maud Arden Kennedy	6000000042147561049;6000000150392415921	0	neither profile is in our corpus	
Q114398012	Maria Benton	6000000003579929189;6000000083508910992	0	neither profile is in our corpus	
Q114405204	Michael Taney, III	6000000022135353494;6000000078918442031	0	neither profile is in our corpus	
Q114429074	Benjamin Harrington	6000000042287704995;6000000175337406922	0	neither profile is in our corpus	
Q114437575	Philemon Lloyd	6000000006931299778;6000000117737519865	0	neither profile is in our corpus	
Q114565823	Lucy Porter Brace	6000000002908959775;6000000046071527316	0	neither profile is in our corpus	
Q114784619	Mary Bromfield Parkman	6000000021062885210;6000000034216403746	0	neither profile is in our corpus	
Q115190618	Karoline von Bretzenheim	6000000031949588614;6000000042873264165	0	neither profile is in our corpus	
Q115272472	Balthasar Frommann	308337552020008286;6000000188707399843	0	neither profile is in our corpus	
Q115277784	Юрый Васілевіч Друцкі-Горскі	6000000015346460403;6000000046096998340	0	neither profile is in our corpus	
Q115278516	Аўдоцця Іванаўна Друцкая-Горская	6000000015346347516;6000000044792012846	0	neither profile is in our corpus	
Q115337454	Filon Wołłowicz	6000000212845207857;6000000215793376854	0	neither profile is in our corpus	
Q115337517	Teodor Wołłowicz	6000000048751011935;6000000215793371821	0	neither profile is in our corpus	
Q115537303	Elizabeth Bates	6000000002531814811;6000000199756027549	0	neither profile is in our corpus	
Q115537900	Emily Lucille Burns	6000000028283202293;6000000035636218162	0	neither profile is in our corpus	
Q115584547	Ruth Stoughton Wyllys	6000000010783683706;6000000030184816889	0	neither profile is in our corpus	
Q115591329	Joseph Russell	6000000035732648125;6000000069050283968	0	neither profile is in our corpus	
Q115596749	Parker Gurdon	6000000003814601161;6000000022200657245	0	neither profile is in our corpus	
Q115596793	Letitia Philippa Gurdon	6000000003814646232;6000000022200861895	0	neither profile is in our corpus	
Q115619417	William Hanson	6000000000628694801;6000000001411018792	0	neither profile is in our corpus	
Q115619418	Shadrach Hoar	304824908170008288;6000000033415992986	0	neither profile is in our corpus	
Q115627964	Illarion Lorenz von Brandt	6000000035087536731;6000000042234860829	0	neither profile is in our corpus	
Q11565617	Pan Zuyin	6000000020988849607;6000000075607065884	0	neither profile is in our corpus	
Q115656281	Jabez Bingham	6000000006821338177;6000000018677842835	0	neither profile is in our corpus	
Q115707435	Sarah Cushman	6000000010798796170;6000000016330390886	0	neither profile is in our corpus	
Q115716272	Victoria Elizabeth Williams Bartlett	6000000040262642573;6000000061270306964	0	neither profile is in our corpus	
Q115721412	John Rogers	6000000003938811752;6000000013427562527	0	neither profile is in our corpus	
Q115726246	David Austin	6000000020915095763;6000000082689911022	0	neither profile is in our corpus	
Q115728076	Казімір Галынскі	6000000017199288064;6000000109840738968	0	neither profile is in our corpus	
Q11573113	Wang Pu	6000000075423290865;6000000075424447035	0	neither profile is in our corpus	
Q115770830	Samuel Chase	6000000028377534143;6000000181915592821	0	neither profile is in our corpus	
Q115775983	Sarah Cobb Hinckley	6000000000967096957;6000000002545875901	0	neither profile is in our corpus	
Q115778500	Abraham A Ordway	6000000009756802100;6000000040877941060	0	neither profile is in our corpus	
Q115778672	Willis Johnson	6000000003913852416;6000000009756983613	0	neither profile is in our corpus	
Q115861521	Lillias Miller	5701500410370078761;6000000012631150760	0	neither profile is in our corpus	
Q115864675	Anna Sabrina Patrick	6000000048215485062;6000000177661534852	0	neither profile is in our corpus	
Q115923500	Elizabeth Carrier	6000000038191379764;6000000061006505842	0	neither profile is in our corpus	
Q115923907	Nancy Newell	6000000006782990536;6000000023828141823	0	neither profile is in our corpus	
Q115923933	Silas Sears, Jr.	6000000001637055046;6000000137358559857	0	neither profile is in our corpus	
Q115924004	Thomas Sanford	6000000000229596542;6000000008756035377	0	neither profile is in our corpus	
Q115924222	Wilbur Cherry	6000000159551007866;6000000182900070858	0	neither profile is in our corpus	
Q116026184	Violl Vyvian	6000000005412864814;6000000026942830278	0	neither profile is in our corpus	
Q116169367	Edward H. Butler	6000000032485760945;6000000050903719302	0	neither profile is in our corpus	
Q116179132	Rev. John Jones, Rector of Selattyn, Shropshire	6000000001877508646;6000000022862653574;6000000175943028822	0	neither profile is in our corpus	
Q116196287	Александр Тимофеевич Мосальский	6000000019886047369;6000000053604003363	0	neither profile is in our corpus	
Q116203702	Фёдор Михайлович Мосальский	6000000017987528953;6000000024824227642	0	neither profile is in our corpus	
Q116210430	Михаил Богушевич Мосальский	6000000006705017451;6000000053604250129	0	neither profile is in our corpus	
Q116215700	Janusz Massalski	6000000006705181142;6000000201220354864	0	neither profile is in our corpus	
Q116215724	Marcin Kazimierz Massalski	6000000006705006398;6000000201220579825	0	neither profile is in our corpus	
Q1162332	Daniel Roberdeau	6000000003941051435;6000000026781766962	0	neither profile is in our corpus	
Q116448972	Андрэй Канстанцінавіч Друцкі-Прыхабскі	6000000042508842101;6000000050143705619;6000000184824696835	0	neither profile is in our corpus	
Q116455957	Раина Лукомская	6000000024947983899;6000000038109616926	0	neither profile is in our corpus	
Q116465666	Prentis Cobb Hale	6000000036324778509;6000000114866619875	0	neither profile is in our corpus	
Q116466359	Elżbieta Eperyeszy	6000000003691768043;6000000027125631495	0	neither profile is in our corpus	
Q116474343	Ioan Văcărescu	6000000003219161665;6000000101308494090	0	neither profile is in our corpus	
Q116474348	Ecaterina Cantacuzino-Pascanu	6000000003219362134;6000000218086800843	0	neither profile is in our corpus	
Q116481874	Иван Тимофеевич Юрлов-Плещеев	6000000014193055498;6000000138060013072	0	neither profile is in our corpus	
Q116690758	Samuel Siemaszko	6000000011536718820;6000000185397936989	0	neither profile is in our corpus	
Q116748672	Daniel Sicard Sr.	363821538390012350;6000000000934372090	0	neither profile is in our corpus	
Q116762324	Charles Ketcham Carpenter	6000000013708502488;6000000106856289902	0	neither profile is in our corpus	
Q116786062	Joseph Wanton	6000000013550787633;6000000030621060644	0	neither profile is in our corpus	
Q11685102	Helena Skirmunt	6000000014090840311;6000000216775172847	0	neither profile is in our corpus	
Q116855513	Elizabeth Ruggles	6000000006290092487;6000000006290092705	0	neither profile is in our corpus	
Q11697257	Eufémia Radziwiłł	6000000037175967968;6000000190455000350	0	neither profile is in our corpus	
Q11698707	Franciszek Potocki	6000000023295420040;6000000190455268066	0	neither profile is in our corpus	
Q117031856	Феліцыяна Падбярэзская	6000000019206529285;6000000179340029852	0	neither profile is in our corpus	
Q117038817	Samuel Mowry Nicholson	6000000078807758172;6000000177340846831	0	neither profile is in our corpus	
Q117069984	Charles Chandler	6000000128216703821;6000000151735919821	0	neither profile is in our corpus	
Q11716506	Jakub Leśniowolski	6000000019923566695;6000000041111775140	0	neither profile is in our corpus	
Q117187869	Timothy Childs	6000000026107262949;6000000027614032031	0	neither profile is in our corpus	
Q11719503	Jonas Zabiela	6000000002665145596;6000000175916631853	0	neither profile is in our corpus	
Q11719606	Jan of Tarnów	6000000014820643219;6000000209175012851	0	neither profile is in our corpus	
Q11724541	Jerzy Drucki Sokoliński	6000000018647383091;6000000028264765763	0	neither profile is in our corpus	
Q117260681	Emma Edvi-Illes	295287536000005420;6000000000925500265	0	neither profile is in our corpus	
Q11731214	Józef Puzyna	6000000192274874832;6000000192275203824	0	neither profile is in our corpus	
Q117313987	Nathaniel Chapman Hunter	6000000019188924076;6000000041885850935	0	neither profile is in our corpus	
Q11733314	Kaifu Daoning	6000000075502675210;6000000075503031933	0	neither profile is in our corpus	
Q11737091	Katarzyna Wapowska	6000000019658744061;6000000025737738028	0	neither profile is in our corpus	
Q117465339	Eunice Robbins	6000000000795188004;6000000001909475547	0	neither profile is in our corpus	
Q11749091	Krzysztof Białłozor	6000000015153343008;6000000121952205899	0	neither profile is in our corpus	
Q117491117	Margaret Molineux	6000000038285113961;6000000181230772968	0	neither profile is in our corpus	
Q117500005	William Sancroft	6000000002116240431;6000000010913908206	0	neither profile is in our corpus	
Q11755969	Martsybela Zawisza	6000000015185500876;6000000190457919114	0	neither profile is in our corpus	
Q11756037	Katarzyna Tyszkiewicz	6000000015185969310;6000000022875220338	0	neither profile is in our corpus	
Q11763922	Ludwik Sienicki	6000000094268666821;6000000182736052938	0	neither profile is in our corpus	
Q11767923	Marcjan Białłozor	6000000130727280821;6000000130745185821	0	neither profile is in our corpus	
Q117782123	William Ward	6000000074448833216;6000000179752730914	0	neither profile is in our corpus	
Q11779047	Michał Mycielski	6000000000557853176;6000000003273391239	0	neither profile is in our corpus	
Q11780842	Mikołaj Michnowicz Raczkowicz Bakałarz	6000000022669154858;6000000022671341176;6000000053783635924	0	neither profile is in our corpus	
Q117846045	Ellen Nisser	6000000071714652906;6000000082889786862	0	neither profile is in our corpus	
Q11801122	Otto Büngner	6000000040308402366;6000000183341830874	0	neither profile is in our corpus	
Q118146540	Stephen Sears	6000000001637053959;6000000012714435214	0	neither profile is in our corpus	
Q118352142	Harriet Elizabeth Archer	6000000032280567822;6000000079579683924	0	neither profile is in our corpus	
Q118868989	Alton Pope	6000000016034616747;6000000195386603080	0	neither profile is in our corpus	
Q118868992	John Pope	6000000029324796275;6000000195386603123	0	neither profile is in our corpus	
Q118876	Teodor Lacki	6000000039321640845;6000000044440044114	0	neither profile is in our corpus	
Q118986032	Hendrik Jan van de Graaff	6000000021541830470;6000000222110243856	0	neither profile is in our corpus	
Q119358567	Алена Даўгірдаўна	6000000012157159321;6000000080759253386	0	neither profile is in our corpus	
Q11994430	Otto Rode	6000000084112634954;6000000190578686847	0	neither profile is in our corpus	
Q12014435	Antoni Woyniłłowicz	6000000083069027032;6000000177211903841	0	neither profile is in our corpus	
Q120175311	Mary Elizabeth Cabell	6000000012125818607;6000000180172750827	0	neither profile is in our corpus	
Q12060949	Charles Kanaina	6000000002882057241;6000000084376527032	0	neither profile is in our corpus	
Q12061121	Jonathan Leavitt	351713979770011850;6000000039611599657	0	neither profile is in our corpus	
Q120719503	Frances Anna Lansing	6000000003771656021;6000000012178228790	0	neither profile is in our corpus	
Q120719504	Jacob Lansing(Jr)	6000000006444967038;6000000012178581228	0	neither profile is in our corpus	
Q120759118	Патэнцыяна Белазор	6000000121885942834;6000000130737087039	0	neither profile is in our corpus	
Q120782507	Emanuel František Krakovský z Kolovrat	6000000018544565385;6000000083424839327	0	neither profile is in our corpus	
Q120834563	Robert Dennis	6000000003939509515;6000000007921472632	0	neither profile is in our corpus	
Q120835636	Lucy Woodward	6000000092248320865;6000000092290376885	0	neither profile is in our corpus	
Q120868164	Іван Багданавіч Валовіч	6000000027842760852;6000000215609032822	0	neither profile is in our corpus	
Q120868198	Альжбета Салагуб	6000000027842421554;6000000215721773821	0	neither profile is in our corpus	
Q120931433	Магдалена Васілеўна Сангушка	6000000184824427856;6000000215411619826	0	neither profile is in our corpus	
Q120931530	Іван Кміта Стрэтовіч	6000000024824020480;6000000184823518917	0	neither profile is in our corpus	
Q120962051	Васіль Міхайлавіч Друцкі-Сакалінскі	6000000018647719195;6000000193578669861	0	neither profile is in our corpus	
Q120999339	Іван Цімафеевіч Жыжэмскі	6000000044502325276;6000000215783803823	0	neither profile is in our corpus	
Q121008605	Таміла Міхайлаўна Валовіч	6000000006704961613;6000000053604659880	0	neither profile is in our corpus	
