qid	wikidata_label	geni_id	geni_name	verdict	our_father	our_mother	anchor_father	anchor_mother	decisive	withheld_because	one_is_the_other_parent	decided_by
Q26209530	Wei Ren	6000000075344063937		UNKNOWN (not in our tree)			6000000075344244898		no		no	
Q2621664	Narimantas	4363152365890123437	Narymunt Gleb Gleb Giedymidis Gedimind	CONTRADICTED	6000000000671822547	6000000009134239046		6000000049968979272	yes		yes	parents
Q2621664	Narimantas	6000000011456724581	Michael Narimuntovich Gediminid	CONTRADICTED	4363152365890123437	6000000017635949199		6000000049968979272	yes		yes	parents
Q2621664	Narimantas	6000000090936564822	Narimantas Gediminaitis	CONFIRMED	6000000179389495866	6000000049968979272		6000000049968979272	yes		yes	parents
Q2624068	Jan Zabrzeziński	6000000012212405114		UNKNOWN (not in our tree)			6000000014947581219	6000000045865186907	no		no	
Q2624068	Jan Zabrzeziński	6000000041326199327		UNKNOWN (not in our tree)			6000000014947581219	6000000045865186907	no		no	
Q26261314	Bazyli Chreptowicz	6000000014068297673		UNKNOWN (not in our tree)			6000000018441502665		no		no	
Q26261314	Bazyli Chreptowicz	6000000044787492825		UNKNOWN (not in our tree)			6000000018441502665		no		no	
Q26261711	Bahdana Drutskaya-Kanoplya	6000000011810531722		UNKNOWN (not in our tree)			6000000011811395363	6000000011811432302	no		no	
Q26261711	Bahdana Drutskaya-Kanoplya	6000000039892385954		UNKNOWN (not in our tree)			6000000011811395363	6000000011811432302	no		no	
Q26261963	Piotr Łukomski	6000000039891756797		UNKNOWN (not in our tree)			6000000039888950836	6000000039888812230	no		no	
Q26261963	Piotr Łukomski	6000000193578648923		UNKNOWN (not in our tree)			6000000039888950836	6000000039888812230	no		no	
Q26262287	Альжбета Слушка	6000000085077593121		UNKNOWN (not in our tree)			6000000043820310835		no		no	
Q26262287	Альжбета Слушка	6000000174712322637		UNKNOWN (not in our tree)			6000000043820310835		no		no	
Q26266162	Samuel B. Fairbank	6000000082993584070		UNKNOWN (not in our tree)			6000000017824389085		no		no	
Q26266162	Samuel B. Fairbank	6000000085677747055		UNKNOWN (not in our tree)			6000000017824389085		no		no	
Q263266	Béatrice of Vermandois	6000000003146948304	NN	UNKNOWN (no parent recorded)			6000000001441509684		no		no	
Q263266	Béatrice of Vermandois	6000000003726141100	Beatrix de Vermandois	CONFIRMED	6000000001441509684	6000000011511306547	6000000001441509684		no		no	
Q2669823	Tautvilas Kęstutaitis	4363245702860036902	Tautvilas, duke of Lithuania	CONFIRMED	6000000000671790465	6000000001398561082	6000000000671790465	6000000001398561082	no	candidates share a name - may be one person	no	
Q2669823	Tautvilas Kęstutaitis	6000000209396433833		UNKNOWN (not in our tree)			6000000000671790465	6000000001398561082	no	candidates share a name - may be one person	no	
Q2669826	Janusz Kiszka	6000000014072052345	Janos Kishka	CONFIRMED		6000000003827671919	6000000001389715469	6000000003827671919	no	candidates share a name - may be one person	no	
Q2669826	Janusz Kiszka	6000000018647657939		UNKNOWN (not in our tree)			6000000001389715469	6000000003827671919	no	candidates share a name - may be one person	no	
Q26713657	Bartosz Montowtowicz	6000000088449951829		UNKNOWN (not in our tree)			6000000014878677714		no		no	
Q26713657	Bartosz Montowtowicz	6000000174716640356		UNKNOWN (not in our tree)			6000000014878677714		no		no	
Q27003074	Ганна Фёдараўна Заслаўская	6000000015346327106		UNKNOWN (not in our tree)			6000000016681925760	6000000003720768233	no		no	
Q27003074	Ганна Фёдараўна Заслаўская	6000000177056310840		UNKNOWN (not in our tree)			6000000016681925760	6000000003720768233	no		no	
Q27037892	Dorota Kostewicz	6000000014058097864		UNKNOWN (not in our tree)				6000000014059740757	no		no	
Q27037892	Dorota Kostewicz	6000000023310928437		UNKNOWN (not in our tree)				6000000014059740757	no		no	
Q27037893	Petronella Dowojno	6000000013932174101		UNKNOWN (not in our tree)				6000000013931682909	no		no	
Q27037893	Petronella Dowojno	6000000209563739845		UNKNOWN (not in our tree)				6000000013931682909	no		no	
Q27037896	Jarosław Hołowczyński	6000000031920907583		UNKNOWN (not in our tree)			6000000014059056203	6000000014059348199	no		no	
Q27037896	Jarosław Hołowczyński	6000000046124565486		UNKNOWN (not in our tree)			6000000014059056203	6000000014059348199	no		no	
Q27037908	Élisabeth Radziwiłł	6000000013932302022		UNKNOWN (not in our tree)				6000000013931682909	no		no	
Q27037908	Élisabeth Radziwiłł	6000000209563891828		UNKNOWN (not in our tree)				6000000013931682909	no		no	
Q27037980	Jerzy Szemiot	6000000014192979870		UNKNOWN (not in our tree)			6000000014944700716	6000000014958816950	no		no	
Q27037980	Jerzy Szemiot	6000000014959169070		UNKNOWN (not in our tree)			6000000014944700716	6000000014958816950	no		no	
Q27049795	William O. Collins	6000000022264317250		UNKNOWN (not in our tree)				6000000033838377584	no		no	
Q27049795	William O. Collins	6000000079085973299		UNKNOWN (not in our tree)				6000000033838377584	no		no	
Q270541	Gunnhild	6000000002512272519	Gunhild «Mother of Kings» Gormsdatter	CONFIRMED	5473900890130120000	5473900875460120094	5473900890130120000		yes		no	parents
Q270541	Gunnhild	6000000005049052310	Gunhild Ossursdotter daughter of Ozur	CONTRADICTED	6000000002837459923		5473900890130120000		yes		no	parents
Q27163126	Katarzyna Chodkiewicz	6000000003527033567		UNKNOWN (not in our tree)			6000000074714170091	6000000003515779615	no		no	
Q27163126	Katarzyna Chodkiewicz	6000000215548394825		UNKNOWN (not in our tree)			6000000074714170091	6000000003515779615	no		no	
Q27265498	Krzysztof Sulistrowski	6000000033654640352		UNKNOWN (not in our tree)			6000000040651897281	6000000040652102037	no		no	
Q27265498	Krzysztof Sulistrowski	6000000121885768910		UNKNOWN (not in our tree)			6000000040651897281	6000000040652102037	no		no	
Q27508342	Halsha Menkitska	6000000014723976921		UNKNOWN (not in our tree)			6000000016749916645		no		no	
Q27508342	Halsha Menkitska	6000000215700237821		UNKNOWN (not in our tree)			6000000016749916645		no		no	
Q27556004	Regina Sołomerecka	6000000004094557169		UNKNOWN (not in our tree)			6000000207500841837		no		no	
Q27556004	Regina Sołomerecka	6000000048752026891		UNKNOWN (not in our tree)			6000000207500841837		no		no	
Q27635827	Fritz Boye	5465995544570082052		UNKNOWN (not in our tree)			6000000028852380778	5465897167050043555	no	candidates share a name - may be one person	no	
Q27635827	Fritz Boye	6000000078428699846	Carl Fredrik Boye	CONFIRMED	6000000028852380778	5465897167050043555	6000000028852380778	5465897167050043555	no	candidates share a name - may be one person	no	
Q27651435	Jan Nicolaas van Eys	6000000018035038149		UNKNOWN (not in our tree)			6000000018035106016		no		no	
Q27651435	Jan Nicolaas van Eys	6000000198292567835		UNKNOWN (not in our tree)			6000000018035106016		no		no	
Q27859386	John F. Colburn	6000000019884099617		UNKNOWN (not in our tree)				6000000062576713980	no		no	
Q27859386	John F. Colburn	6000000086958522999		UNKNOWN (not in our tree)				6000000062576713980	no		no	
Q27890464	Alyaksandr Skirmunt	6000000038930825131		UNKNOWN (not in our tree)			6000000216790736906		no		no	
Q27890464	Alyaksandr Skirmunt	6000000216765754823		UNKNOWN (not in our tree)			6000000216790736906		no		no	
Q27890465	Kazimierz Skirmunt	6000000038930494131		UNKNOWN (not in our tree)			6000000019137076591	6000000019137016968	no		no	
Q27890465	Kazimierz Skirmunt	6000000216775964853		UNKNOWN (not in our tree)			6000000019137076591	6000000019137016968	no		no	
Q27909866	Rosa Vertner Jeffrey	6000000004086754032		UNKNOWN (not in our tree)				6000000129443919162	no		no	
Q27909866	Rosa Vertner Jeffrey	6000000107685676919		UNKNOWN (not in our tree)				6000000129443919162	no		no	
Q27947856	Colin Scott-Moncrieff	6000000001249850194		UNKNOWN (not in our tree)			6000000010454973404		no		no	
Q27947856	Colin Scott-Moncrieff	6000000029236577441		UNKNOWN (not in our tree)			6000000010454973404		no		no	
Q28414285	Guo Zhao	6000000021237607693		CONTRADICTED	6000000021237748431	6000000074767273172	6000000074750095053		no		no	
Q28414285	Guo Zhao	6000000074750179988		UNKNOWN (not in our tree)			6000000074750095053		no		no	
Q28415124	Han Gao	6000000074759194061		UNKNOWN (not in our tree)			6000000074759447876		no		no	
Q28415124	Han Gao	6000000134973886823		UNKNOWN (no parent recorded)			6000000074759447876		no		no	
Q28416345	Li Duanyuan	6000000074697855736		UNKNOWN (not in our tree)			6000000074698590293	6000000074688287089	no		no	
Q28416345	Li Duanyuan	6000000074699534070		UNKNOWN (not in our tree)			6000000074698590293	6000000074688287089	no		no	
Q28598402	Dominik Alojzy-Wołodkowicz	6000000084116783935		UNKNOWN (not in our tree)			6000000084116693017	6000000084117095856	no		no	
Q28598402	Dominik Alojzy-Wołodkowicz	6000000217400316821		UNKNOWN (not in our tree)			6000000084116693017	6000000084117095856	no		no	
Q28717880	Bernhard Goldberg	6000000012617912624		UNKNOWN (not in our tree)			6000000033073197253	6000000033073351007	no		no	
Q28717880	Bernhard Goldberg	6000000033073447959		UNKNOWN (not in our tree)			6000000033073197253	6000000033073351007	no		no	
Q28870286	Elźbieta Holszanska (née Radziwiłł)	6000000014926133250		UNKNOWN (not in our tree)			6000000001388018348	6000000003827674028	no		no	
Q28870286	Elźbieta Holszanska (née Radziwiłł)	6000000209563589855		UNKNOWN (not in our tree)			6000000001388018348	6000000003827674028	no		no	
Q28933149	Vladimir Shulman	6000000078060035230		UNKNOWN (not in our tree)			6000000012503439871		no		no	
Q28933149	Vladimir Shulman	6000000202202713831		UNKNOWN (not in our tree)			6000000012503439871		no		no	
Q28942936	Альжбета Радзівіл	6000000015186436061		UNKNOWN (not in our tree)			6000000003589457428	6000000003589525232	no		no	
Q28942936	Альжбета Радзівіл	6000000037175907980		UNKNOWN (not in our tree)			6000000003589457428	6000000003589525232	no		no	
Q28942953	Andrzej Jerzy Sapieha	6000000014102877625	Andrius Jurgis Sapiega	CONFIRMED	6000000006714135223		6000000006714135223	6000000006713880741	no	candidates share a name - may be one person	no	
Q28942953	Andrzej Jerzy Sapieha	6000000014981850191		UNKNOWN (not in our tree)			6000000006714135223	6000000006713880741	no	candidates share a name - may be one person	no	
Q29001843	Katarzyna Radziwiłł	6000000002721972757		UNKNOWN (not in our tree)				6000000001380147638	no		no	
Q29001843	Katarzyna Radziwiłł	6000000209567534837		UNKNOWN (not in our tree)				6000000001380147638	no		no	
Q2915964	Emily Post	6000000030121593407		UNKNOWN (not in our tree)			6000000064168922171	6000000064169766941	no		no	
Q2915964	Emily Post	6000000084668506824		UNKNOWN (not in our tree)			6000000064168922171	6000000064169766941	no		no	
Q2973254	Mangkunegara V	6000000017538195517		UNKNOWN (not in our tree)			6000000017544381125	6000000017538014678	no	candidates share a name - may be one person	no	
Q2973254	Mangkunegara V	6000000017538450842	KGPAA Mangkoenagara VI GRM. Soejitna KPA Dayaningrat (1896-1916)	CONFIRMED	6000000017544381125	6000000017538014678	6000000017544381125	6000000017538014678	no	candidates share a name - may be one person	no	
Q2982824	Albertas Manvydas	6000000014911501583	Moniwid Vojtech c.o.a. Leliva	CONFIRMED	6000000012439465257	6000000014925586368	6000000012439465257		no	candidates share a name - may be one person	no	
Q2982824	Albertas Manvydas	6000000209396285840		UNKNOWN (not in our tree)			6000000012439465257		no	candidates share a name - may be one person	no	
Q2992076	Hrehory Chodkiewicz	6000000003526162958		UNKNOWN (not in our tree)			6000000003827671961	6000000003827671955	no		no	
Q2992076	Hrehory Chodkiewicz	6000000215548201830		UNKNOWN (not in our tree)			6000000003827671961	6000000003827671955	no		no	
Q2992106	Karigaila	6000000006727821981	Karigaila Vasili Casimir Gediminds	CONFIRMED	6000000003521266933	6000000001409339120		6000000001409339120	no	candidates share a name - may be one person	no	
Q2992106	Karigaila	6000000053646999116		UNKNOWN (not in our tree)				6000000001409339120	no	candidates share a name - may be one person	no	
Q29956757	Mary Elizabeth Adams Brown	6000000003617346454		UNKNOWN (not in our tree)			6000000003617622322	6000000003617171338	no		no	
Q29956757	Mary Elizabeth Adams Brown	6000000018782926065		UNKNOWN (not in our tree)			6000000003617622322	6000000003617171338	no		no	
Q2995934	Gytha of Wessex	6000000002968662186	Gytha Haraldsdóttir Grand Princess consort of Kievan Rus	CONFIRMED	6000000001156149953	6000000001391856400	6000000001156149953	6000000001391856400	no		no	
Q2995934	Gytha of Wessex	6000000064680550975	Euphemia Monomakh I	UNKNOWN (no parent recorded)			6000000001156149953	6000000001391856400	no		no	
Q30019101	Hans Wilhelm Dop Smith	6000000013000354751		UNKNOWN (not in our tree)			6000000002508507222		no		no	
Q30019101	Hans Wilhelm Dop Smith	6000000208481701821		UNKNOWN (not in our tree)			6000000002508507222		no		no	
Q3018099	D. Howard Hitchcock	6000000018966192773		UNKNOWN (not in our tree)			6000000018966296638		no		no	
Q3018099	D. Howard Hitchcock	6000000169639880995		UNKNOWN (not in our tree)			6000000018966296638		no		no	
Q30328724	daughter of Kalenik Myszkowicz	6000000022942147967		UNKNOWN (not in our tree)			6000000076960132823		no		no	
Q30328724	daughter of Kalenik Myszkowicz	6000000041191538071		UNKNOWN (not in our tree)			6000000076960132823		no		no	
Q30345854	Kazimierz Ignacy Niesiołowski	6000000040092449703		UNKNOWN (not in our tree)			6000000040095040059	6000000040094966153	no		no	
Q30345854	Kazimierz Ignacy Niesiołowski	6000000085313227894		UNKNOWN (not in our tree)			6000000040095040059	6000000040094966153	no		no	
Q3051431	Ellen Scripps	6000000029074529849		UNKNOWN (not in our tree)			6000000029074539842		no		no	
Q3051431	Ellen Scripps	6000000188725040823		UNKNOWN (not in our tree)			6000000029074539842		no		no	
Q30610116	John Dwight	4017815842150038751		UNKNOWN (not in our tree)			6000000124261730906		no		no	
Q30610116	John Dwight	6000000140158967837		UNKNOWN (not in our tree)			6000000124261730906		no		no	
Q3068116	Bliss Carman	6000000140265451139		UNKNOWN (not in our tree)				6000000013389113345	no		no	
Q3068116	Bliss Carman	6000000169230696827		UNKNOWN (not in our tree)				6000000013389113345	no		no	
Q30942794	Cao Yanyue	6000000074718946893		UNKNOWN (not in our tree)			6000000074719188846		no		no	
Q30942794	Cao Yanyue	6000000075425223900		UNKNOWN (not in our tree)			6000000074719188846		no		no	
Q30948295	Guo Xi	6000000021237634758		CONFIRMED	6000000021237721361	6000000075398908902	6000000021237721361		no		no	
Q30948295	Guo Xi	6000000074749977277		UNKNOWN (not in our tree)			6000000021237721361		no		no	
Q3120397	Guillaume de Montmorency	6000000003369294709	Frederick IV d'Aragona king of Naples	CONTRADICTED	6000000001044775728	6000000003369194917	6000000003827675756	6000000003827774340	yes		no	parents
Q3120397	Guillaume de Montmorency	6000000006444496579	Guillaume I de Montmorency baron de Montmorency	CONFIRMED	6000000003827675756	6000000010460784362	6000000003827675756	6000000003827774340	yes		no	parents
Q312311	Peter III of Aragon	6000000004533182051		UNKNOWN (not in our tree)			4924448917970137597		no	candidates share a name - may be one person	no	
Q312311	Peter III of Aragon	6000000223734385003	"Pedro III ""el Grande"" de Aragón King of Aragon"	CONFIRMED	4924448917970137597	4924448933160137503	4924448917970137597		no	candidates share a name - may be one person	no	
Q313327	Sun Quan	6000000016697326798		UNKNOWN (not in our tree)			6000000074753872822		no		no	
Q313327	Sun Quan	6000000074753858851		UNKNOWN (not in our tree)			6000000074753872822		no		no	
Q3133951	Hercules L. Dousman	6000000026781485037		UNKNOWN (not in our tree)			6000000026781231628		no		no	
Q3133951	Hercules L. Dousman	6000000199095768062		UNKNOWN (not in our tree)			6000000026781231628		no		no	
Q313436	Olof Skötkonung	6000000005417076176	Skotkonung	CONFIRMED	6000000003714580449	347655337870012697	6000000003714580449	347655337870012697	no	candidates share a name - may be one person	no	
Q313436	Olof Skötkonung	6000000095455778225		UNKNOWN (not in our tree)			6000000003714580449	347655337870012697	no	candidates share a name - may be one person	no	
Q313494	Gabriel Bethlen	6000000000628842481		UNKNOWN (not in our tree)			6000000014937483097		no		no	
Q313494	Gabriel Bethlen	6000000141096915828		UNKNOWN (not in our tree)			6000000014937483097		no		no	
Q314210	Tao Yuanming	6000000055529170984		UNKNOWN (not in our tree)			6000000055529903946	6000000055530124924	no		no	
Q314210	Tao Yuanming	6000000074716187001		UNKNOWN (not in our tree)			6000000055529903946	6000000055530124924	no		no	
Q314817	Nakamikado	6000000011626674938		UNKNOWN (not in our tree)			6000000011627101338		no	candidates share a name - may be one person	no	
Q314817	Nakamikado	6000000177655134908	Yasuhito Nakamikado-tenno, 114th Emperor (1709–1735)	CONFIRMED	6000000011627101338	6000000012594588739	6000000011627101338		no	candidates share a name - may be one person	no	
Q3154496	Irmengarde de Germanie	6000000003299280458	NN poss Ermengarde de Tours	CONFIRMED	6000000002198257381	6000000008640434422	6000000002198257381	6000000008640434422	no		no	
Q3154496	Irmengarde de Germanie	6000000007324411270		UNKNOWN (not in our tree)			6000000002198257381	6000000008640434422	no		no	
Q3154496	Irmengarde de Germanie	6000000018813376333	Ermingarde Carolingian	UNKNOWN (no parent recorded)			6000000002198257381	6000000008640434422	no		no	
Q3161892	Jane Randolph Jefferson	6000000001778529106		UNKNOWN (not in our tree)			6000000000426184744	6000000003849458029	no		no	
Q3161892	Jane Randolph Jefferson	6000000020470817056		UNKNOWN (not in our tree)			6000000000426184744	6000000003849458029	no		no	
Q318013	William Hoyt	6000000033375789095		UNKNOWN (not in our tree)				6000000022540179974	no		no	
Q318013	William Hoyt	6000000111916565158		UNKNOWN (not in our tree)				6000000022540179974	no		no	
Q318811	Tongzhi Emperor	6000000008737146186		UNKNOWN (not in our tree)			6000000008737283555	6000000009796777603	no		no	
Q318811	Tongzhi Emperor	6000000075503781876		UNKNOWN (not in our tree)			6000000008737283555	6000000009796777603	no		no	
Q319075	Antipater the Idumaean	6000000000701099860	Antipater II 'the Idumaean' Procurator of Judaea	UNKNOWN (no parent recorded)	6000000003646041241				no		yes	
Q319075	Antipater the Idumaean	6000000005845069031	Phasael of Judea	UNKNOWN (no parent recorded)	6000000000701099860	6000000005785596137			no		yes	
Q3277519	Feodor Olgerdovich	6000000003520880869	Teodor Olgerdovich of Rylsk, Ratnia & Briansk	CONFIRMED	6000000003521266933	6000000003858704728		6000000003858704728	no	candidates share a name - may be one person	no	
Q3277519	Feodor Olgerdovich	6000000053647182839		UNKNOWN (not in our tree)				6000000003858704728	no	candidates share a name - may be one person	no	
Q3299000	Matilda of Saxony	6000000005035166996	Mechtild of Saxony	CONFIRMED	6000000001183913030		6000000001183913030	6000000000700969811	no	candidates share a name - may be one person	no	
Q3299000	Matilda of Saxony	6000000071160919942		UNKNOWN (not in our tree)			6000000001183913030	6000000000700969811	no	candidates share a name - may be one person	no	
Q3307881	Hedda Hjortsberg	6000000010048856714	Hedvig Katarina Hjortzberg	UNKNOWN (no parent recorded)			6000000010047028054	6000000010049049583	no	candidates share a name - may be one person	no	
Q3307881	Hedda Hjortsberg	6000000090140327907		UNKNOWN (not in our tree)			6000000010047028054	6000000010049049583	no	candidates share a name - may be one person	no	
Q33113944	Eliza Arbo	6000000006945735165		UNKNOWN (not in our tree)			6000000022562965846		no		no	
Q33113944	Eliza Arbo	6000000022563792363		UNKNOWN (not in our tree)			6000000022562965846		no		no	
Q3350457	Olga Skobeleva	6000000004138847978		UNKNOWN (not in our tree)			6000000005066424390	6000000005066441088	no		no	
Q3350457	Olga Skobeleva	6000000190046853468		UNKNOWN (not in our tree)			6000000005066424390	6000000005066441088	no		no	
Q34086	Justin Bieber	6000000009680146505		UNKNOWN (not in our tree)				6000000081508302083	no		no	
Q34086	Justin Bieber	6000000206375805855		UNKNOWN (not in our tree)				6000000081508302083	no		no	
Q3447923	Keelikōlani	6000000004047387954		UNKNOWN (not in our tree)			6000000009946460859		no		no	
Q3447923	Keelikōlani	6000000020080833099		UNKNOWN (not in our tree)			6000000009946460859		no		no	
Q3492050	Józef Mikołaj Radziwiłł	6000000011464980494		UNKNOWN (not in our tree)			6000000011549428808	6000000023336190484	no		no	
Q3492050	Józef Mikołaj Radziwiłł	6000000082889811875		UNKNOWN (not in our tree)			6000000011549428808	6000000023336190484	no		no	
Q3492621	Jan Radziwiłł	6000000001388032040		UNKNOWN (not in our tree)			6000000001388018348	6000000003827674028	no		no	
Q3492621	Jan Radziwiłł	6000000209563623844		UNKNOWN (not in our tree)			6000000001388018348	6000000003827674028	no		no	
Q350498	Sigurd II of Norway	5381159762450127210	Sigurd II Munn Haraldsøn Konge av Norge	CONFIRMED	6000000223524555848	6000000005436371592	6000000018329271956	6000000005436371592	yes		no	parents
Q350498	Sigurd II of Norway	6000000000574567645	Unas Kambar	CONTRADICTED	6000000003827809928	6000000043712845115	6000000018329271956	6000000005436371592	yes		no	parents
Q352462	Francis II	6000000000628782492		UNKNOWN (not in our tree)				6000000003122429866	no	candidates share a name - may be one person	no	
Q352462	Francis II	6000000006444413842	François de Montfort II, Duke of Brittany, Earl of Richmond	CONFIRMED	6000000001500832617	6000000003122429866		6000000003122429866	no	candidates share a name - may be one person	no	
Q352940	Louis of Evreux	6000000000864049064	Louis de France Comte d’Evreux, de Meulan, de Gien et de Longueville	CONFIRMED	6000000000024008449	6000000003659887082	6000000000024008449	6000000003659887082	no	candidates share a name - may be one person	no	
Q352940	Louis of Evreux	6000000044874875854		UNKNOWN (not in our tree)			6000000000024008449	6000000003659887082	no	candidates share a name - may be one person	no	
Q354309	William Cecil, 1st Baron Burghley	5307982850540119730		UNKNOWN (not in our tree)			6000000006445055841	6000000006602648400	no		no	
Q354309	William Cecil, 1st Baron Burghley	6000000059055656352		UNKNOWN (not in our tree)			6000000006445055841	6000000006602648400	no		no	
Q355348	William Clark	6000000001784875241		UNKNOWN (not in our tree)			6000000000590535776	6000000008270180515	no		no	
Q355348	William Clark	6000000031113438993		UNKNOWN (not in our tree)			6000000000590535776	6000000008270180515	no		no	
Q358365	Charles III of Navarre	6000000000628817210		UNKNOWN (not in our tree)				6000000000769996541	no	candidates share a name - may be one person	no	
Q358365	Charles III of Navarre	6000000000831222922	Carlos III 'el Noble' de Navarra rey de Navarra	CONFIRMED	6000000002833110277	6000000000769996541		6000000000769996541	no	candidates share a name - may be one person	no	
Q360401	William Morris Stewart	6000000012913875638		UNKNOWN (not in our tree)			6000000012914019184		no		no	
Q360401	William Morris Stewart	6000000016395618959		UNKNOWN (not in our tree)			6000000012914019184		no		no	
Q3646778	Wacław Agryppa	6000000014947221797		UNKNOWN (not in our tree)			6000000086116217746		no		no	
Q3646778	Wacław Agryppa	6000000086117715283		UNKNOWN (not in our tree)			6000000086116217746		no		no	
Q3646915	Jan Kazimierz Kierdej	6000000012314586766		UNKNOWN (not in our tree)			6000000011734277949	6000000015346263329	no		no	
Q3646915	Jan Kazimierz Kierdej	6000000083821662848		UNKNOWN (not in our tree)			6000000011734277949	6000000015346263329	no		no	
Q3647004	Kazimierz Białłozor	6000000121885866136		UNKNOWN (not in our tree)			6000000015152275345	6000000042396676789	no		no	
Q3647004	Kazimierz Białłozor	6000000130745197823		UNKNOWN (not in our tree)			6000000015152275345	6000000042396676789	no		no	
Q3655882	Kristupas Kazimieras Bialozoras	6000000015153308413		UNKNOWN (not in our tree)				6000000130754697836	no		no	
Q3655882	Kristupas Kazimieras Bialozoras	6000000038237271214		UNKNOWN (not in our tree)				6000000130754697836	no		no	
Q365909	Thomas Bartholin	6000000000273074735	Thomas Casparsen Bartholin den ældre	CONFIRMED	6000000000273235330	6000000007980605031	6000000000273235330	6000000007980605031	no	parents sit on one Wikidata item - the duplicate propagates upward	no	
Q365909	Thomas Bartholin	6000000012901690333	Caspar Casparsen Bartholin til Lejregård	CONFIRMED	6000000000273235330	6000000007980605031	6000000000273235330	6000000007980605031	no	parents sit on one Wikidata item - the duplicate propagates upward	no	
Q3692614	Daniel Kazimierz Narbutt	6000000015387228582		UNKNOWN (not in our tree)				6000000015163546786	no		no	
Q3692614	Daniel Kazimierz Narbutt	6000000039706936444		UNKNOWN (not in our tree)				6000000015163546786	no		no	
Q3692668	Mikołaj III Radziwiłł	6000000013932055044		UNKNOWN (not in our tree)			6000000001388018348	6000000003827674028	no		no	
Q3692668	Mikołaj III Radziwiłł	6000000209563692830		UNKNOWN (not in our tree)			6000000001388018348	6000000003827674028	no		no	
Q3696516	Yekaterina Razumovskaya	6000000012471976382		UNKNOWN (not in our tree)			6000000003141783492		no		no	
Q3696516	Yekaterina Razumovskaya	6000000190047717712		UNKNOWN (not in our tree)			6000000003141783492		no		no	
Q37134	Frederick William III of Prussia	6000000001552980413		UNKNOWN (not in our tree)			6000000004178657304	6000000000307247176	no		no	
Q37134	Frederick William III of Prussia	6000000032905659822		UNKNOWN (not in our tree)			6000000004178657304	6000000000307247176	no		no	
Q371670	Amalasuntha	6000000002377350844	Amalasuintha of the Ostrogoths	CONFIRMED	6000000000495138391	6000000002377207214	6000000000495138391		no	candidates share a name - may be one person	no	
Q371670	Amalasuntha	6000000090675489910		UNKNOWN (not in our tree)			6000000000495138391		no	candidates share a name - may be one person	no	
Q378088	Prince William, Duke of Cumberland	6000000002666797324		UNKNOWN (not in our tree)			4555899	4555944	no		no	
Q378088	Prince William, Duke of Cumberland	6000000039677723373		UNKNOWN (not in our tree)			4555899	4555944	no		no	
Q378088	Prince William, Duke of Cumberland	6000000040974899839		UNKNOWN (not in our tree)			4555899	4555944	no		no	
Q378356	Wei Zheng	6000000013157063808		CONTRADICTED	6000000139258557821		6000000074745965836		no		no	
Q378356	Wei Zheng	6000000074745534041		UNKNOWN (not in our tree)			6000000074745965836		no		no	
Q3806658	James Madison, Sr.	6000000003681353919		UNKNOWN (not in our tree)			4438513241180076895	4438482890030085741	no		no	
Q3806658	James Madison, Sr.	6000000021137057968		UNKNOWN (not in our tree)			4438513241180076895	4438482890030085741	no		no	
Q381373	Andrey Kurbsky	6000000054872253964	Andrėjus Michailovičius Kurbskis	CONFIRMED	6000000020690612077		6000000020690612077	6000000020690662991	no	candidates share a name - may be one person	no	
Q381373	Andrey Kurbsky	6000000217495028821		UNKNOWN (not in our tree)			6000000020690612077	6000000020690662991	no	candidates share a name - may be one person	no	
Q382138	Baldwin III, Count of Flanders	6000000002214355256	Baldwin	CONFIRMED	6000000002213340177	6000000007369880557	6000000002213340177		no	candidates share a name - may be one person	no	
Q382138	Baldwin III, Count of Flanders	6000000071160702182		UNKNOWN (not in our tree)			6000000002213340177		no	candidates share a name - may be one person	no	
Q38281509	Rachamim Hasson	6000000022521273144		UNKNOWN (not in our tree)			6000000042889382627	6000000022512835831	no		no	
Q38281509	Rachamim Hasson	6000000044468144750		UNKNOWN (not in our tree)			6000000042889382627	6000000022512835831	no		no	
Q38958026	Yang Hui	6000000022528705039		CONFIRMED	6000000075337494190	6000000022528688214	6000000075337494190		no		no	
Q38958026	Yang Hui	6000000075338131862		UNKNOWN (not in our tree)			6000000075337494190		no		no	
Q391271	William G. Crosby	6000000026351755228		UNKNOWN (not in our tree)			6000000090893723853		no		no	
Q391271	William G. Crosby	6000000090895398873		UNKNOWN (not in our tree)			6000000090893723853		no		no	
Q3917219	Krzysztof Kiszka	6000000014072146858		UNKNOWN (not in our tree)			6000000001389715469	6000000003827671919	no		no	
Q3917219	Krzysztof Kiszka	6000000041172711973		UNKNOWN (not in our tree)			6000000001389715469	6000000003827671919	no		no	
Q3917222	Bogusław Korwin Gosiewski	6000000009101317482		UNKNOWN (not in our tree)			6000000009101308925		no		no	
Q3917222	Bogusław Korwin Gosiewski	6000000016313255057		UNKNOWN (not in our tree)			6000000009101308925		no		no	
Q3917291	Mikołaj VII Radziwiłł	6000000002631373240		UNKNOWN (not in our tree)				6000000001380066133	no		no	
Q3917291	Mikołaj VII Radziwiłł	6000000209563811863		UNKNOWN (not in our tree)				6000000001380066133	no		no	
Q3917297	Grzegorz IV Radziwiłł	6000000002631492355		UNKNOWN (not in our tree)				6000000002631367764	no		no	
Q3917297	Grzegorz IV Radziwiłł	6000000209567525828		UNKNOWN (not in our tree)				6000000002631367764	no		no	
