fs_id	qid	geni_id
L7N1-S8R		
2YRS-5N7		
G4DL-MWF		
KP4Q-M8H		
MFHL-336		
KZ99-HDB		
9J2P-RLC		
L2HS-B83		
KJ5Q-XBV		
LCTN-SCZ		
KHLT-28P		
KHVG-2TV		
LR8D-4K1		
M9JD-MBX		
GQZK-DW8		
LWS9-XMJ		
LDL8-MKW		
L2DB-KW1		
LQ5D-RNN		
KL6Z-D6H		
L49Y-8LK		
MFXT-NHP		
LTVF-QG1		
9QNC-X4H		
KHQG-PLM		
KD74-BFQ		
L8R6-79J		
L44Y-NTT		
L47M-N1C		
GHHS-CLN		
KZ9N-YNM		
9K6T-M27		
KVLT-ZHX		
LDSY-7D2		
MRVZ-LQ2		
27PM-QPD		
96XZ-SD9		
GLLZ-NC5		
KC1X-NJ1		
LVQZ-L5S		
2VBS-WYW		
GF2B-VHG		
L4WK-C73		
GTP2-DJV		
LTKQ-BM1		
KL6G-971		
LHX3-6TN		
MFNQ-HB4		
LY4X-5LF		
LWJL-R3C		
2S22-JM9		
PS31-DWT		
KJP4-RK4		
LZCR-5PG		
KL4V-6RX		
MXNN-5MN		
LBJJ-2GX		
L7NC-Q73		
KJ5C-LFC		
L7NW-DYK		
M23B-XM2		
K8HP-LHL		
KCYP-7DM		
KZMY-J98		
LH7X-782		
L71P-L9Z		
L9PS-19L		
L66Z-YBC		
2MS1-96Q		
LQRN-KHM		
KJ5D-K7P		
MSBW-CT3		
L7LY-1WF		
2QB1-WC4		
K4BD-GCZ		
MXWH-LLG		
L4S6-NKW		
G8CT-ZXV		
GP3M-M42		
G48F-JJH		
G9TZ-9GS		
L4MB-XBL		
MZLH-3DL		
MND4-FP4		
L44Q-QK9		
LKRN-TL6		
LZKK-WWC		
LHDM-GFT		
LVWS-HSB		
LQ5W-R3C		
LTVZ-8TK		
KJJ4-9BB		
9SV1-JM6		
27GX-C6T		
LCB8-4QT		
L1LH-RM9		
KVL7-HTM		
L7KQ-18Q		
M9J3-6QC		
9VGF-Z4Z		
KLGS-GPF		
9VGF-Z4X		
LCQX-TXS		
G4SH-P2M		
LH7H-KHJ		
KZYL-W5H		
KL6D-L4C		
PXXL-C92		
LCVJ-2CV		
K8BR-1WB		
MFV9-43P		
PFT2-W4M		
L9C6-LB9		
KHHF-SKS		
26KN-LPT		
LWJZ-9SV		
L7LY-1SD		
KH8L-KKR		
LZYC-97F		
LTVF-3CP		
9XRS-FPR		
LCB8-WBP		
9VGF-DMK		
M7TC-P5C		
27XR-RG6		
KG34-243		
L78B-Y3L		
K4G7-8N8		
2752-BRR		
LRSX-GVJ		
GT1M-2JT		
KJ59-HZ5		
KJ5S-KJS		
LVW4-XBM		
L7FY-NFB		
97ZL-188		
LDSY-7DR		
MTHB-YMR		
2MKK-99V		
GNXB-P73		
L44D-WGH		
9V1T-N95		
K159-K82		
KZT2-WZG		
9J3R-7F6		
KHFV-7BK		
2185-YRK		
L1PJ-MJ6		
94Q2-7KP		
2D6P-CXW		
L7JW-39M		
LLQD-THD		
LZDG-KN7		
GQCM-HYB		
LQ5D-SV4		
9N41-P3W		
KCGS-KF5		
2VTN-CQM		
L2DB-XT8		
G8VJ-7HQ		
LHPM-SPC		
KP44-BS3		
LDSY-76H		
GHMV-MZ2		
KJJ4-YP1		
27DB-FPR		
LWVQ-W2T		
L8R2-TYP		
GXQ1-VQB		
MNDD-KJV		
P6KF-SXQ		
GF2B-26N		
26LH-GQQ		
L7X2-7XZ		
9J72-FVR		
26L7-8YS		
KC6M-268		
LWTF-9WD		
9F3Y-SZS		
L434-C42		
L4MJ-ZB7		
9V1T-XKB		
GS1L-K4Y		
L8T1-2D9		
KL1W-F2J		
LQ5D-3CW		
KPHG-F8W		
LQ5H-X2B		
9Q55-SXM		
L7B6-2NK		
KLZY-PPP		
G615-7K1		
KHHT-HQV		
9SBM-F1D		
KZJP-9XW		
27SD-QKH		
L7P4-8KG		
KJZD-TR9		
LQVJ-96V		
LBLQ-BSQ		
PDPM-577		
LWM4-BQ1		
L4J3-GZJ		
LCMD-5GW		
LCZ7-RR6		
K48Y-KM6		
L7Y9-9Y2		
L7BG-S8Y		
L2QY-33W		
KH1D-T9W		
GM71-WQ7		
GGNW-C8Y		
932Q-VQD		
G9MP-6LC		
LW3Q-9GX		
MG1K-ZWP		
LTVZ-ZR5		
L1HZ-M4B		
L7CB-L41		
L139-11S		
KHG8-DGY		
LHQW-L6B		
LCT6-NRY		
LCX2-BCP		
L7N1-977		
MD2Q-6VK		
L4SL-MCW		
LRLM-6HG		
L247-Z6P		
M7CR-Q2S		
K89Y-Q7Z		
MTR4-MX6		
GQ6Q-HS2		
LRXQ-359		
G6PG-DLZ		
LWL3-R7B		
GCCN-NYV		
K4YY-QYS		
K8H9-K23		
K6M7-ZH9		
GW5Z-T82		
K8FX-ZFB		
KCL5-BS2		
L78B-B8B		
L4WL-YH2		
KJ5Z-CJH		
MTR4-M5X		
LH78-ZBN		
KZZR-VBJ		
KCP1-ZT9		
9X9S-46X		
27NZ-8L1		
93C5-VXD		
KC61-2D2		
461P-HTC		
K8PT-3R8		
LTQH-8GX		
LHQK-98R		
P98N-9X2		
L2DB-V6S		
LHFB-L39		
KLZY-KR1		
LHSH-V1L		
MFG5-KMQ		
9V1T-X29		
MZLH-3D9		
KCDN-NT1		
M4JL-T6P		
9Q67-9B8		
KNYR-HRZ		
26L7-D8D		
KVG3-ZVD		
K4BQ-CPJ		
KJ4Q-YVL		
KZLJ-P7Z		
G4NH-DD4		
L7NC-QZR		
GGZD-HNJ		
LCX7-ZXL		
L5VC-HF4		
LH8L-CC7		
LQ5W-LXJ		
LRZF-2FV		
LZD7-Y65		
L44M-YWY		
MN6D-GLB		
LHCF-B46		
K2M4-5QG		
KHTZ-NH9		
KCMG-3XM		
27Y8-882		
K11J-NKF		
LZP7-P48		
G4NH-9SK		
KHKY-NMH		
M8KC-J13		
M4BP-7RW		
2752-NXP		
MFF1-VW3		
KVG3-88J		
KZYV-W94		
MVS1-XV9		
KZ9C-T85		
LH1W-M15		
LHF4-N51		
27V5-SV7		
MFX6-BB2		
LCB8-4Q6		
LHS3-BD1		
LW6P-362		
L4N2-R62		
MDZ6-ZJN		
27BV-SQ6		
KL8W-PFS		
LVF3-9TJ		
MT25-53J		
MTBD-HVW		
GDBW-CV3		
LC2N-FYZ		
KHN8-19L		
PC52-7YD		
27Y4-CKY		
GHF7-C4P		
MFJR-YTM		
LVFK-LP3		
MFFR-L5F		
9K4F-JGS		
9369-TWB		
KLXV-2VG		
KZ38-637		
GDB3-C77		
KCFX-KXW		
MXWH-LP2		
KCFT-D27		
L457-QKH		
L7N1-S4P		
MRG2-RVQ		
KLZY-GBN		
K2F9-BGJ		
MG9L-ZNF		
GQX9-51W		
KLY7-FRJ		
GM71-QCV		
L7LP-KKY		
LWM4-1JX		
27V5-MMJ		
KL8Q-WFZ		
KVL6-N15		
P9H2-4CP		
L2RX-LCV		
K4KH-K2H		
LW1S-L71		
L2W3-B82		
C88B-DZ2		
KLGW-TNZ		
MMKS-NQK		
KZ9K-NJH		
LTRF-GYD		
LTSZ-QQT		
MFLV-FMG		
P9HK-VW5		
GF21-448		
KHPT-MKB		
L7QX-XSN		
L713-6H1		
9F33-YNB		
9V22-NNB		
P62P-77X		
9W5G-RDT		
MQJM-DQH		
G181-QXX		
K1V5-229		
KJ5D-8KF		
KN6T-YNZ		
GD97-XSJ		
L4MJ-ZRM		
GPP6-2ZD		
KHQY-5YL		
LBHQ-4DJ		
MFFQ-H5T		
KVJK-Z22		
KVLB-BN8		
GPJC-XYW		
KCXZ-HNP		
GGRQ-G6V		
MFV3-LGD		
27C4-8XP		
GLFS-MB4		
KJZF-5DQ		
K8ZV-NGF		
MFK8-N8T		
LZ68-58G		
G9TZ-Z2L		
LZDW-CMV		
9SZ4-9TN		
27SQ-P27		
K2FN-S38		
KC6P-NVJ		
KF5N-7LT		
LTKQ-VGF		
KNV7-TXL		
KJZF-571		
LZ6J-JDC		
LRT7-9ZH		
KZ35-N19		
LH78-ZGR		
MCDD-HLM		
K6WK-8RG		
K2S7-7GR		
LHZY-Z1C		
LCMF-726		
LWJ8-PP1		
PWDV-X1N		
936J-JF2		
P9H2-SB6		
M7ZN-193		
MHD1-716		
KL8M-XMX		
LQR8-8BL		
K1XH-8ZN		
LW62-DXR		
PN9J-9RS		
MNNJ-PJ9		
KZJM-M5V		
GCSL-YH1		
L4QF-WXF		
K8FC-K3F		
MKNF-Z2P		
GCS9-5N7		
L4B9-Z76		
GPJZ-4H1		
L3S8-45D		
KL6P-LTJ		
9JL4-J7W		
L4MR-WFM		
LZQ5-929		
2Z3C-JL6		
LTKQ-FDN		
KL6L-1LX		
GF2B-JQ1		
G61K-M1Q		
27R1-KMR		
GSR5-SJY		
LH7C-ZQZ		
KLJ2-9WM		
LH38-GK7		
G8PW-BHY		
L4S2-3GR		
KP96-P6D		
L2HS-YJ1		
MMG1-GRF		
2VB3-LFW		
LB1G-BRX		
L7NC-QXL		
LWVQ-4H5		
2N1F-4MK		
KH1J-RCJ		
L2DB-KPZ		
KHX4-13M		
26L7-8PF		
KV2L-N4Z		
GPSL-7WQ		
K8YD-JF4		
MQHH-7SW		
G5YK-DQW		
L9CX-PKW		
MNNJ-PNZ		
K2TQ-LTQ		
LWXT-LSR		
GJLZ-BRZ		
KL6Z-DSN		
L4WL-Y49		
PDP9-MPK		
27SF-ZCW		
L2RD-J2M		
MNDZ-P8Q		
L65Y-3H3		
LWXR-XCG		
MDJD-5SM		
MFXW-4LW		
K8DH-TPP		
GJ13-WGM		
LH3X-YVV		
KJP4-R7M		
LHXR-2XJ		
MGBD-5MF		
LWXM-X9P		
L5PX-4NY		
L7T5-H9B		
KHF9-L9F		
K82L-S1Y		
K81Q-B53		
KLZB-Q3F		
L7NK-PFZ		
K8KB-4KG		
MFFZ-P6N		
K2SW-8TV		
2HTB-K6T		
K197-51F		
96Z8-5FB		
GXZ6-KYB		
L3S8-HJN		
K2V3-Y9M		
GXQ1-64B		
MFJN-2KJ		
PXXK-B2W		
KHXP-PRQ		
KXJX-C5L		
GSRP-5CK		
KLXC-2DN		
L7B6-2DC		
M8F2-N9B		
97ZG-S31		
KZYX-W2M		
LFML-3TH		
MHSL-P3J		
KVLX-333		
L719-1Y4		
MC1W-N5Y		
LHQ4-H9D		
29HB-ZV9		
LH8N-X6H		
GJQ6-XL9		
GPPD-F5S		
KZP1-3J2		
LQSD-VMQ		
9XKP-C1G		
MCW2-LKP		
K8ZG-5ZK		
KH2K-GQ7		
L7J1-FSN		
KLZB-G32		
LR8D-7FN		
MZRF-1W6		
LCB8-WB5		
L131-9XV		
G6GX-V3J		
LH1N-J6C		
KLZY-P51		
L8R6-QW6		
GMP5-DC7		
LK7D-2G2		
MFF9-FH6		
MNDW-1JT		
L4QK-FR9		
L9PS-RFG		
KCQQ-GZ7		
MFF6-SRF		
L7JF-VFK		
G8PV-PXN		
LTRX-P9Q		
LY8H-JGV		
K2FN-9TX		
MT37-1W3		
GZZH-LKQ		
KHDD-NRG		
GHJN-S7J		
MFNS-1SW		
LZCQ-KQY		
KF95-VW3		
KT7X-5B5		
KPMR-H79		
MZWN-VPQ		
KL8M-X8Z		
L434-CS8		
K4KV-G9H		
LHP9-13M		
L62C-3XT		
L3SZ-WGL		
L7B8-6TN		
L43M-KM5		
LVFS-G4L		
K838-DTN		
LH6N-9RX		
KLMW-D5C		
GJ1S-1N2		
LVXL-ZK1		
LH1H-XGY		
PM93-DL1		
L4W8-H56		
KDMM-XSY		
KDSC-4J4		
LSS3-9JR		
MSLW-3QH		
KL4L-R8M		
MH3G-KPD		
LKPK-LFM		
GZX4-2YR		
KJPC-MH6		
L2HS-RGL		
LH1J-XVG		
LK4J-X5Z		
GQB5-YDQ		
PMJZ-S4Q		
GV9G-SDM		
KL7H-214		
LH78-ZG4		
MTR4-MRW		
G54V-GGB		
GQNH-FS3		
MK9Y-N85		
L1HS-85S		
K2PZ-L5J		
MPTB-FVS		
K63R-YFD		
GG83-45T		
9SV1-JS1		
LCTG-X3T		
G2TF-173		
GVQH-PDW		
K2V3-TYR		
L55W-VYH		
K8SK-RM8		
MT9L-MJB		
GG7C-N6Y		
L44W-XBR		
KFGY-DPB		
K2FN-XJT		
27H1-4J3		
9VGF-ZQB		
9KX8-PL9		
K8L4-3Q4		
L71P-N94		
KJ5M-GF2		
GWC8-S61		
LHJ6-31Y		
LWVQ-WFP		
K8ZT-J96		
KVLX-39N		
KLTB-2XG		
KL7H-13M		
2M24-RDY		
MGWL-Q8K		
LBT3-KJZ		
LR2F-FPH		
KNDF-YDY		
KCFM-MLY		
L8MP-JXY		
K2MC-4M5		
L3S8-69Y		
2MKK-9SF		
GF21-3YM		
LQ58-Y57		
KNYK-23J		
KCQ5-H81		
LH93-558		
KGSC-MVH		
GG1J-7D7		
LW3Q-9R6		
9NQL-SV7		
LW3Q-9R5		
K88V-RC7		
9NQL-SV2		
GPJH-5D7		
2WMV-ZXQ		
L1JM-Z5X		
KHPC-J5F		
KCZY-75H		
L5JG-K2C		
GLLZ-WVQ		
9S46-RXD		
PDPS-44H		
MTBD-HKD		
MT9L-MF5		
L55W-N5F		
KJJ4-Y6V		
GSK1-6PL		
LC74-GX4		
G3GM-LP7		
L71N-6W9		
K8V6-MBW		
MLKN-VBQ		
LDY2-JL8		
9X9S-4ZY		
KNBG-MR3		
M8VZ-972		
LJPJ-9FK		
K4T1-5DZ		
9J25-WYF		
KZCF-CSR		
KZ5X-J74		
2Z8Q-P48		
KL6W-JRZ		
LCB8-4QN		
L41Y-KNB		
PXLQ-J51		
MG37-SBX		
LWYN-1TC		
L8RR-ZWW		
K636-4SW		
GXF1-5D8		
9QBL-WLN		
K6MN-6K6		
KL6N-J3T		
KX5X-9J8		
KCFV-21S		
LQRV-86G		
KZXC-SDS		
LZXD-M5K		
KCYS-KFN		
9NR4-C5X		
GY6W-7RP		
KLZT-2WY		
K82K-N3P		
27SD-Q1S		
KNSC-SLN		
K235-6KN		
9J2P-R2Y		
L44J-W7S		
G648-DR4		
L7LY-1C8		
L4J3-GNH		
LRTV-T42		
G4D2-PKG		
PWDK-Q45		
GQZK-GD5		
LZ2J-DJB		
KZZQ-5BJ		
K8D8-RWL		
KCL4-X22		
MRC6-Z68		
P62G-CTC		
G4BC-8NS		
LCB8-WBR		
L7CB-V16		
L14C-9J3		
MSHC-Q3W		
GCJC-DN4		
KC9D-FZD		
GQNH-DTB		
LZB7-ZJ4		
MFVX-G6B		
KL6D-L29		
GPJH-TK6		
KCRZ-XLQ		
GC4M-R2C		
MFF7-XQP		
LWJ6-W4S		
LHFM-17C		
2185-YBK		
GF9F-RVW		
KPHG-FZR		
K4RH-4PK		
L7X2-9MB		
LH8Z-96P		
27YN-C2J		
275V-75T		
K4T9-9ZV		
L71P-NWT		
KZBR-LDL		
KJ5D-KSH		
LH6N-SD4		
M66W-J6L		
M7KM-JL4		
K8R9-8J5		
KF5Z-XH3		
K428-XZM		
97ZG-S3V		
G6B8-TZD		
LCB8-W19		
GQ6Q-76G		
K2S7-WKD		
K69G-Z69		
L2DB-KJG		
GJQS-Q17		
GQNH-J44		
G9TC-LJJ		
M2MV-9QS		
LRY6-N6C		
G2J7-QMH		
MF2S-BFL		
K8H8-JQ9		
MFJT-19F		
94KR-8D2		
KHNT-Q5X		
KHPW-HSN		
LCTV-W12		
PDP9-46X		
KNJD-QZL		
KL1W-6BT		
LW3C-GV6		
LDSY-76Y		
GHJP-X8S		
KJM6-NWF		
9JFG-ZT5		
KZN7-7QK		
9VG7-8HL		
9VRP-TMK		
GP3M-CSP		
LW62-F8Q		
G71X-3RS		
9J7V-23N		
K69X-686		
LTKQ-VGW		
K465-5HD		
GMRW-PP2		
GZ27-517		
L2DB-K2V		
LH8D-5JD		
LH2Q-453		
L2LZ-3TV		
KZ1J-XS5		
KLMW-PW1		
LZDJ-STX		
G9TZ-3VM		
L443-NND		
K83K-TQV		
PDPM-PLW		
2Z8Q-PMV		
KL8H-8MQ		
KJJZ-JDS		
LWYJ-MQF		
L2DB-K42		
MMK3-W1K		
2773-S77		
LZXD-9FP		
KHR8-9HB		
LH3L-XWS		
LH39-GBF		
LWYJ-994		
KLBM-XTW		
L7N2-HVL		
L9PS-RFX		
MRH3-5PR		
PXLQ-W8Y		
LLW4-VHT		
9NQL-SVL		
MFN9-YXR		
PMJC-CRL		
GWC8-C89		
G6GX-TWD		
L47M-JJH		
KLG4-S45		
KZ4Q-H5C		
GQS4-XQ8		
KC5K-CPK		
LHX7-7HC		
L1PN-GJX		
KL6P-LV9		
2W2D-DNP		
KJ5W-WY4		
KFR5-MVF		
274Y-TZH		
LZYC-M5T		
P9HK-5PK		
9X9S-4VD		
PFG7-1DB		
L2LZ-371		
27SD-3KV		
KC29-9PK		
G34G-X98		
GFMK-DX2		
L2DB-XYJ		
MFNM-D88		
KZ38-K5C		
MFF2-SZ3		
GS1S-8J2		
L1HZ-9L6		
M28G-PNT		
KD94-82G		
KCCS-K8H		
L4SB-7CT		
PCNW-VZQ		
MT15-154		
LHPF-5Q9		
MG9L-ZFV		
KVLX-9D6		
MN6X-HHT		
KL6C-CWW		
LSS3-SD5		
KN8H-98S		
GWBB-XHM		
KL8Q-WN1		
LZQ5-S7N		
MWS5-Y4S		
27H1-2HP		
LQ5L-FG1		
K6HB-N64		
LWYD-MY9		
LRT7-T2S		
KZJY-NG3		
LLQD-JNW		
L2QK-1F7		
L1D5-GNV		
L7FS-G2G		
PFGW-FSJ		
L4M9-M4T		
KH1M-HPC		
LWM4-B2H		
ML63-34X		
KJJH-SQ4		
KCVH-9NZ		
KV2L-NSM		
LH3B-FH5		
K244-CJZ		
LVFS-J8C		
GSX1-7J9		
L83T-PPD		
2YW7-BMQ		
GPSH-5GP		
KHDB-FC3		
LZB7-ZFY		
P9H2-W54		
KJ5C-X9X		
LCX2-6B8		
PFVM-ZDR		
9WVY-FJB		
274B-HJP		
KVL7-GT1		
9J2P-T7K		
2Z83-253		
LHYZ-PZ9		
L4W8-R6D		
9J25-M6C		
MKT1-YNG		
948D-KT6		
LH6R-G7T		
L443-V7M		
G3S6-5MP		
MF2S-BJQ		
L76H-M4X		
L4P9-XGJ		
L4MM-18H		
K6MZ-XWS		
L4WY-GCF		
KHCG-BKW		
KVL7-Y8J		
KDBC-6MV		
KLZT-2ZB		
LZ8N-9DC		
GM71-7JB		
M893-XBM		
K4BJ-V98		
KXRM-MRF		
KVL7-YZW		
L6SQ-YLM		
LHZY-X79		
LHDS-TW1		
LQR3-8B5		
GPJD-93K		
2MK8-295		
KPHG-FZK		
2ZSD-XJ8		
L4H3-PKW		
LHXY-MR4		
LQR5-VFT		
KCLT-FKJ		
LXSZ-QBK		
K8TV-TBC		
KZH6-RK5		
KH35-B49		
ML69-WK2		
LVFS-BJM		
L4S6-F2Y		
K2S7-7LB		
LH8N-9DK		
LLCG-7VQ		
LZXB-9BD		
MFN7-WSR		
GS6W-376		
KVL6-NBJ		
GQ7H-S22		
KPHG-FXK		
KHK2-GRP		
GPJ6-7CF		
9VGF-6M7		
9NR4-CN6		
2D6P-4HY		
KH1M-QZH		
KJ7B-PGN		
9W9L-GWL		
LQR7-15X		
G7FS-318		
KLZB-Q2R		
G333-3HC		
LH1H-JM4		
L7FY-NG1		
LWLW-K1N		
PN9N-PJ3		
MFXN-RH6		
LDSY-7X6		
KFRX-4TJ		
PXLQ-JRN		
LH84-RSV		
L8V6-F81		
MHRV-VZ9		
L4LR-PTH		
L2HJ-3JR		
KCK7-CPJ		
LZB2-V88		
LW6P-41C		
MH7H-N51		
KL6C-7MJ		
K4XV-FB4		
K2Q3-5G6		
M3MC-4NX		
L6RR-QD8		
MSTY-ZL5		
LBFW-BBY		
LH8N-SRW		
KLXC-2L5		
LTFK-58T		
9J2P-RLV		
L3X1-216		
L2Z2-3D9		
KL1C-3QH		
LWYJ-MQP		
MPRK-XBR		
PSXV-BZ9		
MF5S-7F2		
KF95-VWS		
LCQJ-M1V		
KJPD-JWV		
9K6T-MCX		
L9CX-GYC		
M8F2-NSV		
KCHY-LNT		
9J25-WBG		
KZYV-XDJ		
9H12-QRN		
LQ5Q-M12		
2Q1M-DVV		
GTXM-1L5		
MFF1-38K		
9NQL-SVQ		
L7T5-B7S		
LVLB-K5P		
K2MG-CWR		
LWK3-WZS		
L7JW-5PG		
MTR4-MTQ		
K2MW-6W4		
KLZY-2BB		
LRBK-4FZ		
L5YP-NCV		
LZDJ-SRH		
KP43-PG9		
KZTN-GTG		
21TS-48J		
9X9S-48N		
KHQ8-7FJ		
KCVD-HVY		
LR7G-HDQ		
MNCS-DM8		
9X9S-4XZ		
KV2L-N7H		
LC7P-HVN		
GFLV-RJV		
L8WK-F1M		
K4KG-1R6		
9VGF-CLB		
KHX3-WMR		
LZXD-91S		
GLNF-Z3Z		
MFFR-24F		
L7XV-BFK		
K26T-5C9		
KVG3-FPP		
LWTF-S3C		
K4V7-VTX		
MFV3-X32		
L7B4-6YJ		
K4J7-DHD		
M1SP-1G3		
G6YJ-1DH		
9H12-Q5R		
GM3C-3ZV		
L4S2-3YJ		
LH3L-4JW		
M9PX-KKX		
LRLM-DNZ		
L63L-W5N		
KL6W-NDD		
GPPX-7QV		
MFF9-YRG		
LH78-Z2N		
LZLV-FQK		
G4C4-H24		
L43M-LW2		
LDYJ-7RB		
LH81-W24		
KLX3-QBS		
MVS1-BCP		
M59N-RVP		
KL6P-52Q		
K2MC-W3X		
KC11-WQT		
9V1T-X2Z		
2S3R-YC7		
LHPZ-JV7		
9NS2-GX1		
K4Y5-736		
L74K-WJM		
G98C-JBC		
GJ1S-RL7		
G18B-LPV		
KGST-TD2		
9J25-WYT		
P477-RZV		
KTZL-TWV		
L7KT-7KL		
K2SW-ZWQ		
LVFS-BYZ		
L1KL-4R1		
LTKQ-YDM		
G333-6XW		
KL6Z-85N		
9XFQ-SSR		
K637-69H		
2D6P-CMB		
L44M-Y6C		
LWYJ-FLT		
LDMR-H58		
LWJC-R34		
KJ57-1CY		
KLYX-1H8		
M61T-22W		
2MK8-232		
KL7H-BKN		
L7FY-NL6		
9VGF-Z79		
K8B4-FHL		
LHXR-NLX		
2ZPB-CZM		
LYZX-5G4		
L229-W5N		
G6GX-VCQ		
97VY-9ZH		
LW6P-Q35		
MG37-STZ		
KZ9N-R8J		
KNJD-QF3		
PS46-GF7		
LWVQ-WDW		
KVKT-TGM		
MFFN-XWQ		
K29D-8TD		
GTX9-QQG		
GXLZ-7KC		
K159-K7Q		
G9M7-WQ5		
GF9F-RVT		
L3X1-26K		
L7N1-MYY		
9KX8-P2S		
GM71-QCS		
273N-72D		
KNVD-FK5		
KJJW-MP1		
MTBY-PM3		
L8BQ-9T4		
27SG-MV6		
KJ5D-LDY		
KVKT-TYJ		
KJ4J-6J3		
L457-QJV		
LH62-6Q6		
LCX7-R1L		
GPS2-HPX		
KHYB-SYC		
K159-K6V		
K8KL-J64		
K8MN-5G8		
KC3H-JBD		
KCJS-JNW		
L43Q-NHP		
LQ5D-34N		
MFFV-VTR		
KJ5C-V58		
27SD-QLR		
KC6V-66R		
MFVS-VVP		
LH14-XC4		
L44M-TL8		
97M5-68H		
9JHH-Z7R		
KHYJ-GBN		
LV4T-4JM		
2S22-J34		
27SQ-PHF		
MMDT-6ZD		
KLZY-LHJ		
P7R3-QZ5		
27CM-4VZ		
LH65-FYG		
L7P3-R9B		
LR2L-V5W		
LRT7-GCL		
MSWN-LS3		
L4SL-VBG		
GFLV-6WJ		
MFKF-FXB		
GFQS-NMB		
KGFG-L1K		
MND8-KH8		
MFKF-RNX		
GRYJ-NWZ		
K8Q4-X7V		
L4S1-9K5		
LRBT-LZ3		
K82J-FXL		
9V22-NFN		
KCX8-51W		
MGL5-246		
L6HZ-75T		
K8RY-4BH		
9J2P-RL9		
G6QV-L3R		
MG37-QZR		
M5T9-VZZ		
K116-RDM		
27C4-HYT		
LHNB-3SN		
P9HK-BJX		
K2MC-7PJ		
2185-Y1F		
97M5-6DQ		
LCZD-X83		
M4Q7-35Y		
MMR2-2RG		
L2DB-K6N		
L7NC-289		
LQRT-Y7C		
KVLT-W2N		
LHTZ-LYL		
K8BK-7BF		
KG9K-7HL		
LBLY-BMF		
K67X-K6P		
L4FJ-17S		
GC49-QVM		
LH93-9PC		
K88R-BKY		
MRVQ-N53		
MVS1-XJX		
KJPK-LQY		
LCC4-BQR		
KP9X-V9F		
GQFM-QN3		
LWMS-LRM		
KJ54-3DB		
2DXR-GH4		
L44W-FQY		
LQ5K-8GB		
K4XY-Z2X		
K8LF-NBN		
KLQR-J29		
LZYC-949		
G2G4-V9Z		
LRT7-T1L		
KL68-Z4N		
274Y-TJY		
27SG-MN4		
LWJC-RM4		
GJMM-1N2		
27SD-72B		
9JWF-CZF		
GZCB-HFB		
GWCD-9L1		
GZ53-8JP		
27H1-2WN		
GC4M-LMH		
GPSG-QHR		
KHG4-J1G		
MNDH-9MB		
LVFS-BSB		
L43M-K3X		
GPSG-H74		
KN7C-8GX		
K87R-9H1		
KJJ6-4T1		
KZ5L-VWQ		
LCX7-Z8T		
G2KT-SDN		
LWYJ-M79		
271T-P2H		
L71G-PZD		
G6QV-KXQ		
KV2L-N3N		
MHXV-Z9Q		
GT22-RSN		
2D6P-7FZ		
MYV3-X9X		
L7JW-SNX		
29HB-82W		
MF5S-WKJ		
L24B-J6Q		
G9NB-KFG		
M6W8-PKW		
L71N-6M5		
LKJ9-FGX		
KL1W-FXP		
LCMD-YF8		
9NS2-GXB		
GV9G-H62		
L7FS-TD6		
LCV3-7N4		
M5W6-GD9		
9Z7T-MS8		
GSR5-HZ1		
L7LP-KXB		
L8V8-DTY		
L4WN-DYF		
KVL7-GSR		
K6M3-B32		
LJJS-PZ1		
MFNQ-WTY		
KG9K-S8W		
L2ZD-2YJ		
PQMZ-HVH		
MDJD-YWX		
KCZW-D31		
KZ1P-LGH		
G2GQ-KZ8		
9JHH-8H5		
LCR5-FM7		
LZYC-97K		
L4WY-XTS		
MTHH-7SW		
MFJF-QKP		
GV9G-Q9N		
2DXP-NX8		
KVG3-86L		
LYV1-CSY		
MFK7-SFJ		
LCX7-ZL8		
KLGN-3Y6		
G9LJ-6RV		
L47M-6LB		
LWX3-9DD		
G2FJ-M7F		
K4YY-PFF		
L78X-S56		
GZV8-NTM		
L7FS-TGS		
KC8Y-YHJ		
GSR5-44B		
LDSY-7DV		
MFXT-4G1		
L7FS-T6W		
M9JP-LPJ		
L2DB-K7N		
MW2G-79H		
9N41-P37		
L837-TCN		
M9JH-PDB		
LHJ9-7P3		
K6HY-WCF		
M9J8-FYL		
MC79-8S6		
M98N-XQH		
LCX7-34D		
LHCY-C5F		
K2SW-8XF		
L781-M9T		
K8H2-FRR		
G3S6-LMZ		
LW6P-QMH		
KJ5Z-FGK		
LR3N-6BY		
LCRV-JH6		
9JHH-Z73		
G2T9-X9N		
KZPF-RCP		
LTVZ-WFT		
MMR2-K7J		
KZYG-B6M		
278T-T2C		
9M42-JLB		
GJGZ-G94		
27V5-MQ5		
KGST-TZM		
GMB4-3CJ		
27SQ-53F		
KD96-B2X		
M8HL-1L6		
KZR5-NSP		
LDSY-7XH		
L4MV-8RT		
MFZZ-MBL		
MJJV-Z3J		
KLZY-5M9		
L457-CQM		
LWLQ-WM8		
KL6Q-DDL		
2PQC-K36		
2ZSH-FJ9		
L443-J32		
LW3C-Y71		
PDPM-LSX		
MFGS-9LL		
GFLK-ZVG		
MFN1-3P4		
GZHW-VXD		
MC1W-JYD		
P9HK-2Y8		
MZ6P-QT3		
MBTC-L6J		
LHQK-931		
K29D-8HZ		
9HV4-9GT		
G91K-85X		
L7L1-688		
GQ78-HYV		
9S4D-6J7		
