wikidata_qid,property,label,value,geni_id,orderlife_qid,verdict
Q3439096,P2949,WikiTree person ID,Laon-47,,Q139467,already stated
Q3439096,P7929,Roglo person ID,p=roger;n=de laon,,Q139467,already stated
Q714866,P4638,The Peerage person ID,p67221.htm#i672205,6000000011797607576,Q139468,already stated
Q714866,P4159,WeRelate person ID,Ulrich_of_Augsburg_(1),6000000011797607576,Q139468,already stated
Q60809240,P4638,The Peerage person ID,p67236.htm#i672358,6000000002187988133,Q139469,already stated
Q60809240,P4159,WeRelate person ID,Dietwald_Dillingen_(1),6000000002187988133,Q139469,already stated
Q76300097,P4638,The Peerage person ID,p67273.htm#i672730,,Q139470,already stated
Q5385612,P1185,Rodovid ID,192140,,Q139471,already stated
Q5385612,P4638,The Peerage person ID,p67227.htm#i672263,,Q139471,already stated
Q5385612,P4159,WeRelate person ID,Ehrenfried_von_Bliesgau_(1),,Q139471,already stated
Q5385612,P8172,Sejm-Wielki.pl profile ID,sw.213326,,Q139471,already stated
Q5385612,P2949,WikiTree person ID,Bliesgau-1,,Q139471,already stated
Q5385612,P7929,Roglo person ID,p=erenfried;n=de maasgau;oc=1,,Q139471,already stated
Q5385612,P1819,genealogics.org person ID,I00080186,,Q139471,already stated
Q5331786,P1185,Rodovid ID,174197,,Q139472,already stated
Q5331786,P4638,The Peerage person ID,p67257.htm#i672561,,Q139472,already stated
Q5331786,P4159,WeRelate person ID,"Eberhard_I,_Count_of_Bonngau_(1)",,Q139472,already stated
Q5331786,P8172,Sejm-Wielki.pl profile ID,sw.213209,,Q139472,already stated
Q5331786,P2949,WikiTree person ID,Keldachgau-1,,Q139472,already stated
Q5331786,P7929,Roglo person ID,p=ebberhardt;n=de bonngau;oc=1,,Q139472,already stated
Q5331786,P1819,genealogics.org person ID,I00080188,,Q139472,already stated
Q1559367,P7929,Roglo person ID,p=geraud;n=d aurillac|p=geraud;n=d aurillac;oc=2,,Q139475,item states a DIFFERENT value for this property
Q76299824,P1185,Rodovid ID,1174904,,Q139476,already stated
Q76299824,P4638,The Peerage person ID,p67250.htm#i672496,,Q139476,already stated
Q19059793,P1185,Rodovid ID,1174905,,Q139477,already stated
Q19059793,P4638,The Peerage person ID,p67194.htm#i671936,,Q139477,already stated
Q19059793,P4159,WeRelate person ID,Athelbert_Von_Sachsen_(1),,Q139477,already stated
Q76299437,P4638,The Peerage person ID,p67220.htm#i672191,,Q139479,already stated
Q76298616,P4638,The Peerage person ID,p67166.htm#i671651,,Q139480,already stated
Q76299406,P4638,The Peerage person ID,p67217.htm#i672167,,Q139481,already stated
Q3099537,P7929,Roglo person ID,p=gautier;n=de laon,,Q139482,already stated
Q76239413,P4638,The Peerage person ID,p62898.htm#i628974,,Q139483,item not in the local store - cannot check
Q76300122,P4638,The Peerage person ID,p67275.htm#i672749,,Q139484,already stated
Q76299615,P4638,The Peerage person ID,p67233.htm#i672323,,Q139485,already stated
Q76299651,P4638,The Peerage person ID,p67236.htm#i672352,,Q139486,already stated
Q76298502,P4638,The Peerage person ID,p67158.htm#i671580,,Q139487,already stated
Q272227,P4638,The Peerage person ID,p15033.htm#i150322,,Q139492,already stated
Q75454849,P4638,The Peerage person ID,p15256.htm#i152557,,Q139493,already stated
Q75454849,P2949,WikiTree person ID,Mercia-29,,Q139493,already stated
Q75454849,P4159,WeRelate person ID,Cynethryth_Unknown_(1),,Q139493,already stated
Q75454849,P7929,Roglo person ID,p=cynethryth;n=n,,Q139493,already stated
Q470860,P1185,Rodovid ID,126867,,Q139494,already stated
Q470860,P4638,The Peerage person ID,p15038.htm#i150376,,Q139494,already stated
Q762675,P1185,Rodovid ID,203765,,Q139495,already stated
Q762675,P4638,The Peerage person ID,p10646.htm#i106459,,Q139495,already stated
Q762675,P4159,WeRelate person ID,Ceonwulf_of_Mercia_(1)|Conwulf_Mercia_(1),,Q139495,item states a DIFFERENT value for this property
Q762675,P2949,WikiTree person ID,Mercia-244,,Q139495,already stated
Q762675,P7929,Roglo person ID,p=cenwulf;n=of mercia,,Q139495,already stated
Q762675,P9495,National Historical Museums of Sweden ID,person/772a667d-5223-46ac-ae60-8954d642a7cd,,Q139495,already stated
Q888634,P4638,The Peerage person ID,p15037.htm#i150365,,Q139496,already stated
Q888634,P4159,WeRelate person ID,Ceolwulf_Mercia_(2),,Q139496,already stated
Q888634,P2949,WikiTree person ID,Mercia-36,,Q139496,already stated
Q888634,P7929,Roglo person ID,p=ceowulf;n=of mercia,,Q139496,already stated
Q888634,P9495,National Historical Museums of Sweden ID,person/a775611d-eb16-498a-83de-8c0cd5f27b74,,Q139496,already stated
Q878926,P4638,The Peerage person ID,p15028.htm#i150274,,Q139497,already stated
Q878926,P4159,WeRelate person ID,Cuthræd_of_Mercia_(1),,Q139497,already stated
Q878926,P7929,Roglo person ID,p=cuthred;n=of mercia,,Q139497,already stated
Q878926,P9495,National Historical Museums of Sweden ID,person/954bd9c5-11ed-409e-bf9c-ac7b70a6aaa6,,Q139497,already stated
Q75454847,P4638,The Peerage person ID,p15256.htm#i152554,,Q139498,already stated
Q2538914,P1185,Rodovid ID,514905,,Q139499,already stated
Q963777,P1185,Rodovid ID,583302,,Q139508,already stated
Q511862,P1185,Rodovid ID,481806,,Q139509,already stated
Q393082,P1185,Rodovid ID,1028107,,Q139510,already stated
Q2998641,P1185,Rodovid ID,401247,6000000003645890224,Q139511,already stated
Q2998641,P1819,genealogics.org person ID,I00737831,6000000003645890224,Q139511,already stated
Q2998641,P4159,WeRelate person ID,Cotys_VIII_(1),6000000003645890224,Q139511,already stated
Q2998635,P1819,genealogics.org person ID,I00738737,,Q139512,already stated
Q2998635,P4159,WeRelate person ID,Cotys_IX_(1),,Q139512,already stated
Q7263913,P1819,genealogics.org person ID,I00736179,,Q139513,already stated
Q7263913,P4159,WeRelate person ID,Pythodoris_II_(1),,Q139513,already stated
Q3429926,P1819,genealogics.org person ID,I00738736,,Q139514,already stated
Q3429926,P4159,WeRelate person ID,Rhoemetalces_II_(1),,Q139514,already stated
Q16932035,P1819,genealogics.org person ID,I00738741,,Q139516,already stated
Q16933054,P1819,genealogics.org person ID,I00738740,,Q139517,already stated
Q5409733,P1819,genealogics.org person ID,I00736382,,Q139518,already stated
Q769067,P1185,Rodovid ID,401216,,Q139519,already stated
Q769067,P6821,Alvin ID,alvin-person:51957,,Q139519,already stated
Q769067,P1819,genealogics.org person ID,I00736383,,Q139519,already stated
Q1262514,P1819,genealogics.org person ID,I00738133,,Q139521,already stated
Q116472009,P1819,genealogics.org person ID,I00038299,,Q139524,item not in the local store - cannot check
Q315913,P6821,Alvin ID,alvin-person:52219,,Q139526,already stated
Q315913,P1819,genealogics.org person ID,I00717544,,Q139526,already stated
Q615040,P1819,genealogics.org person ID,I00619491,6000000005768265987,Q73239,already stated
Q20500760,P1819,genealogics.org person ID,I00735889,,Q139530,already stated
Q483783,P1185,Rodovid ID,167376,6000000009553345029,Q72478,already stated
Q483783,P6821,Alvin ID,alvin-person:25659,6000000009553345029,Q72478,already stated
Q483783,P1819,genealogics.org person ID,I00735453,6000000009553345029,Q72478,already stated
Q483783,P4159,WeRelate person ID,Lucius_Cornelius_Sulla_(1),6000000009553345029,Q72478,already stated
Q7455880,P1819,genealogics.org person ID,I00735886,,Q139534,already stated
Q463027,P1819,genealogics.org person ID,I00735902,,Q139536,already stated
Q12285131,P1819,genealogics.org person ID,I00735885,,Q139537,already stated
Q568003,P1185,Rodovid ID,1465102,,Q139539,already stated
Q174536,P1185,Rodovid ID,1465104,,Q139540,already stated
Q958946,P1185,Rodovid ID,1465105,,Q139541,already stated
Q561896,P1819,genealogics.org person ID,I00736246,,Q139543,already stated
Q445785,P1185,Rodovid ID,164914,6000000027285548087,Q78393,already stated
Q445785,P1819,genealogics.org person ID,I00735603,6000000027285548087,Q78393,already stated
Q445785,P4159,WeRelate person ID,Appius_Claudius_Pulcher_(2),6000000027285548087,Q78393,already stated
Q1283518,P6821,Alvin ID,alvin-person:25626,,Q139546,already stated
Q1283518,P1819,genealogics.org person ID,I00736135,,Q139546,already stated
Q50126003,P1819,genealogics.org person ID,I00735600,6000000041170632009,Q139548,already stated
Q459870,P1185,Rodovid ID,453849,,Q139550,already stated
Q459870,P1819,genealogics.org person ID,I00735443,,Q139550,already stated
Q459870,P4159,WeRelate person ID,Quintus_Caecilius_Metellus_Balearicus_(1),,Q139550,already stated
Q713394,P1185,Rodovid ID,453850,,Q139552,already stated
Q713394,P1819,genealogics.org person ID,I00736048,,Q139552,already stated
Q713394,P4159,WeRelate person ID,Quintus_Caecilius_Metellus_Nepos_(1),,Q139552,already stated
Q505341,P1185,Rodovid ID,1465829,,Q139553,already stated
Q505341,P1819,genealogics.org person ID,I00736049,,Q139553,already stated
Q505341,P4159,WeRelate person ID,Quintus_Caecilius_Metellus_Celer_(1),,Q139553,already stated
Q436302,P1185,Rodovid ID,1465794,,Q139554,already stated
Q436302,P1819,genealogics.org person ID,I00801009,,Q139554,already stated
Q621137,P1819,genealogics.org person ID,I00695429,,Q139556,already stated
Q242819,P1185,Rodovid ID,1465201|412195,,Q139559,item states a DIFFERENT value for this property
Q242819,P1819,genealogics.org person ID,I00735456,,Q139559,already stated
Q242819,P4159,WeRelate person ID,Lucullus_(1),,Q139559,already stated
Q568498,P1819,genealogics.org person ID,I00735689,,Q139561,already stated
Q2472899,P1819,genealogics.org person ID,I00736093,,Q139565,already stated
Q214765,P1819,genealogics.org person ID,I00735509,,Q139566,already stated
Q1232026,P4159,WeRelate person ID,Marcus_Plautius_Silvanus_(1),,Q139568,already stated
Q12286061,P1819,genealogics.org person ID,I00735480,6000000006901336072,Q73023,already stated
Q654576,P1185,Rodovid ID,167366,,Q139574,already stated
Q654576,P1819,genealogics.org person ID,I00735481,,Q139574,already stated
Q654576,P4159,WeRelate person ID,Pompeia_(sister_of_Pompeius_Strabo)_(1),,Q139574,already stated
Q251964,P1819,genealogics.org person ID,I00735596,,Q139575,already stated
Q544421,P1819,genealogics.org person ID,I00735632,,Q139576,already stated
Q12282872,P1819,genealogics.org person ID,I00735972,,Q139584,already stated
Q660112,P1819,genealogics.org person ID,I00735973,,Q139585,already stated
Q1159617,P1819,genealogics.org person ID,I00735558,6000000000701087672,Q72272,already stated
Q61707798,P1819,genealogics.org person ID,I00735535,6000000010829886244,Q72275,already stated
Q431201,P1819,genealogics.org person ID,I00735556,6000000009653909880,Q70988,already stated
Q431201,P9495,National Historical Museums of Sweden ID,person/526980E2-A2D7-47A8-B188-366C221375A8,6000000009653909880,Q70988,already stated
Q1269233,P1819,genealogics.org person ID,I00735543,6000000000700882993,Q72248,already stated
Q1269233,P4159,WeRelate person ID,Publius_Cornelius_Scipio_Salvito_(1),6000000000700882993,Q72248,already stated
Q721788,P1819,genealogics.org person ID,I00735544,,Q139594,already stated
Q2530944,P1819,genealogics.org person ID,I00735514,,Q139597,already stated
Q2530944,P4159,WeRelate person ID,Cornelia_(wife_of_Aemilius_Paullus)_(1),,Q139597,already stated
Q720855,P1185,Rodovid ID,107549,6000000053244329872,Q78156,already stated
Q720855,P1819,genealogics.org person ID,I00695434,6000000053244329872,Q78156,already stated
Q720855,P4159,WeRelate person ID,Marcus_Livius_Drusus_Claudianus_(1),6000000053244329872,Q78156,already stated
Q2268436,P1819,genealogics.org person ID,I00695435,6000000006607055274,Q78153,already stated
Q2268436,P4159,WeRelate person ID,Unknown_Alfidia_(2),6000000006607055274,Q78153,already stated
Q544382,P1819,genealogics.org person ID,I00735552,,Q139601,already stated
Q236459,P1185,Rodovid ID,86094,6000000006605840379,Q139603,already stated
Q236459,P1819,genealogics.org person ID,I00446786,6000000006605840379,Q139603,already stated
Q236459,P4159,WeRelate person ID,Julia_the_Younger_(1),6000000006605840379,Q139603,already stated
Q4222774,P1819,genealogics.org person ID,I00735615,6000000012956621309,Q139604,already stated
Q232090,P1819,genealogics.org person ID,I00735998,6000000008712507178,Q72239,already stated
Q232090,P4159,WeRelate person ID,Vipsania_Agrippina_(1),6000000008712507178,Q72239,already stated
Q91343480,P1819,genealogics.org person ID,I00446763,,Q139606,already stated
Q4281781,P1819,genealogics.org person ID,I00735964,6000000027287144534,Q72915,already stated
Q718090,P1185,Rodovid ID,1464985,6000000027287404029,Q72909,already stated
Q1181848,P1185,Rodovid ID,1464988,,Q139612,already stated
Q2914316,P1819,genealogics.org person ID,I00695425,6000000007510799277,Q72532,already stated
Q2914316,P4159,WeRelate person ID,Lucius_Unknown_(4),6000000007510799277,Q72532,already stated
Q956124,P4159,WeRelate person ID,Vipsania_Polla_(1),,Q139620,already stated
Q152626,P1819,genealogics.org person ID,I00735498,6000000003645870469,Q72425,already stated
Q461688,P1819,genealogics.org person ID,I00735537,,Q139623,already stated
Q3492603,P1819,genealogics.org person ID,I00735536,,Q139624,already stated
Q1242076,P1819,genealogics.org person ID,I00736168,,Q139626,already stated
Q456950,P1185,Rodovid ID,1465057,,Q139628,already stated
Q456950,P1819,genealogics.org person ID,I00735540,,Q139628,already stated
Q456950,P4159,WeRelate person ID,Lucius_Aemilius_Lepidus_Paullus_(1),,Q139628,already stated
Q703580,P1819,genealogics.org person ID,I00735513,6000000000976947983,Q139631,already stated
Q703580,P4159,WeRelate person ID,Lucius_Aemilius_Paullus_(1),6000000000976947983,Q139631,already stated
Q508117,P1185,Rodovid ID,167378,6000000002187712891,Q139632,already stated
Q508117,P1819,genealogics.org person ID,I00735938,6000000002187712891,Q139632,already stated
Q508117,P4159,WeRelate person ID,Marcus_Valerius_Messalla_Corvinus_(1),6000000002187712891,Q139632,already stated
Q95444609,P1819,genealogics.org person ID,I00735937,,Q139633,already stated
Q12274550,P1819,genealogics.org person ID,I00735936,,Q139634,already stated
Q1216093,P1819,genealogics.org person ID,I00736199,,Q139635,already stated
Q11954878,P1185,Rodovid ID,359921,,Q139637,already stated
Q11954878,P1819,genealogics.org person ID,I00736173,,Q139637,already stated
Q11954878,P4159,WeRelate person ID,Lucius_Vipstanus_Gallus_(1),,Q139637,already stated
Q535097,P4159,WeRelate person ID,Lucius_Vipstanus_Poplicola_(1),,Q139638,already stated
Q721859,P1185,Rodovid ID,359920,,Q139639,already stated
Q721859,P4159,WeRelate person ID,Gaius_Vipstanus_Messalla_Gallus_(1),,Q139639,already stated
Q761736,P1819,genealogics.org person ID,I00801080,,Q139640,already stated
Q465212,P1185,Rodovid ID,167461,,Q139641,already stated
Q465212,P1819,genealogics.org person ID,I00695416,,Q139641,already stated
Q465212,P4159,WeRelate person ID,Lucius_Domitius_Ahenobarbus_(consul_54_BC)_(1),,Q139641,already stated
Q2982944,P1185,Rodovid ID,205220,,Q139642,already stated
Q2982944,P1819,genealogics.org person ID,I00695412,,Q139642,already stated
Q1088287,P1185,Rodovid ID,167469,,Q139645,already stated
Q1088287,P1819,genealogics.org person ID,I00735927,,Q139645,already stated
Q453044,P1185,Rodovid ID,1465172,,Q139649,already stated
Q453044,P1819,genealogics.org person ID,I00735519,,Q139649,already stated
Q453044,P4159,WeRelate person ID,Junia_Calvina_(1),,Q139649,already stated
Q230716,P1185,Rodovid ID,86106,6000000006858827010,Q139651,already stated
Q230716,P4159,WeRelate person ID,Poppaea_Sabina_(1),6000000006858827010,Q139651,already stated
Q230716,P535,Find a Grave memorial ID,33332339,6000000006858827010,Q139651,already stated
Q230716,P1819,genealogics.org person ID,I00446778,6000000006858827010,Q139651,already stated
Q230716,P9495,National Historical Museums of Sweden ID,person/1a3ccb82-2c71-4d43-a0fa-951b5f85a0f8,6000000006858827010,Q139651,already stated
Q241445,P1819,genealogics.org person ID,I00446779,,Q139652,already stated
Q241445,P4159,WeRelate person ID,Statilia_Messalina_(1),,Q139652,already stated
Q1275952,P1185,Rodovid ID,86108,,Q139655,already stated
Q1275952,P1819,genealogics.org person ID,I00446804,,Q139655,already stated
Q329572,P1819,genealogics.org person ID,I00735465,,Q139656,already stated
Q716713,P1819,genealogics.org person ID,I00738411,,Q139657,already stated
Q269158,P1185,Rodovid ID,1465789,,Q139658,already stated
Q2236673,P6821,Alvin ID,alvin-person:25665,6000000027214639182,Q72413,already stated
Q2236673,P1819,genealogics.org person ID,I00695426,6000000027214639182,Q72413,already stated
Q111399005,P1819,genealogics.org person ID,I00695427,6000000003146115895,Q78159,already stated
Q242199,P1819,genealogics.org person ID,I00446794,,Q139663,already stated
Q241982,P1819,genealogics.org person ID,I00446795,,Q139664,already stated
Q256048,P1185,Rodovid ID,560491,,Q139665,already stated
Q256048,P1819,genealogics.org person ID,I00446796,,Q139665,already stated
Q240928,P1185,Rodovid ID,933384,,Q139666,already stated
Q240928,P1819,genealogics.org person ID,I00446797,,Q139666,already stated
Q240928,P4159,WeRelate person ID,Milonia_Caesonia_(1),,Q139666,already stated
Q235586,P1185,Rodovid ID,86111,,Q139667,already stated
Q235586,P1819,genealogics.org person ID,I00446798,,Q139667,already stated
Q235586,P535,Find a Grave memorial ID,119911035,,Q139667,already stated
Q377356,P1185,Rodovid ID,86101,,Q139668,already stated
Q377356,P1819,genealogics.org person ID,I00801066,,Q139668,already stated
Q878550,P1819,genealogics.org person ID,I00446800,,Q139669,already stated
Q878550,P4159,WeRelate person ID,Marcus_Aemilius_Lepidus_(executed_39)_(1),,Q139669,already stated
Q1247301,P4159,WeRelate person ID,Marcus_Vinicius_(1),,Q139670,already stated
