qid	relative	kinship	qualifiers
Q5271184	Q742280	Q12443619	P1039
Q5271184	Q231508	Q23045293	P1039
Q3645473	Q9286627	Q4994791	P1039
Q3645473	Q25206278	Q2500621	P1039
Q3645473	Q59630	Q84158642	P1039
Q3645473	Q61659949	Q23045211	P1039
Q3645473	Q742280	Q12443619	P1039
Q3645473	Q379471	Q12443619	P1039
Q3645473	Q231508	Q23045293	P1039
Q3645473	Q22003152	Q13184390	P1039
Q3645473	Q452557	Q13184390	P1039
Q3645473	Q4885278	Q13184390	P1039
Q3645473	Q727645	Q13184390	P1039
Q3645473	Q6774420	Q13184281	P1039
Q23696682	Q25206278	Q2500621	P1039
Q23696682	Q9286627	Q4994791	P1039
Q23696682	Q452557	Q13184390	P1039
Q23696682	Q4885278	Q13184390	P1039
Q23696682	Q727645	Q13184390	P1039
Q23696682	Q22003152	Q13184390	P1039
Q23696682	Q6774420	Q13184281	P1039
Q23696682	Q379471	Q12443619	P1039
Q23696682	Q742280	Q12443619	P1039
Q23696682	Q231508	Q23045293	P1039
Q23696682	Q61659949	Q23045211	P1039
Q560682	Q3081350	Q4994791	P1039
Q14626534	Q2440366	Q9238344	P1039
Q274705	Q274163	Q76507	P1039
Q274163	Q286028	Q9238344	P1039
Q274163	Q70163878	Q76507	P1039
Q123693068	Q234388	Q76507	P1039
Q123693068	Q44855	Q76557	P1039
Q123693068	Q336222	Q76557	P1039
Q123693068	Q217427	Q76507	P1039
Q123693068	Q319392	Q76557	P1039
Q123693068	Q2831	Q76557	P1039
Q123693068	Q349461	Q76557	P1039
Q123693068	Q131324	Q76557	P1039
Q123693068	Q238402	Q9235758	P1039
Q123693068	Q361297	Q9238344	P1039
Q123693068	Q7244161	Q23009870	P1039
Q123693068	Q16240598	Q23009870	P1039
Q108768988	Q259998	Q4994787	P1039
Q108768988	Q28664727	Q76557	P1039
Q108768988	Q115601274	Q76507	P1039
Q108768988	Q131268915	Q3813877	P1039
Q10523988	Q3403337	Q20746725	P1039
Q10523988	Q7137331	Q20746728	P1039
Q10523988	Q374020	Q11572068	P1039
Q10523988	Q349246	Q11572068	P1039
Q6146408	Q317984	Q20746725	P1039
Q6146408	Q7244872	Q11572068	P1039
Q11090462	Q1941666	Q11572068	P1039
Q11090462	Q440149	Q11572068	P1039
Q11090462	Q7140297	Q11572068	P1039
Q11090462	Q108779674	Q20746728	P1039
Q11090462	Q15614112	Q11572068	P1039
Q349287	Q373997	Q20746725	P1039
Q373997	Q349287	Q61740757	P1039
Q373997	Q5507528	Q61740758	P1039
Q15968936	Q3383129	Q76557	P1039
Q15968936	Q962402	Q31819505	P1039
Q15968936	Q3588404	Q84158642	P1039
Q251836	Q261136	Q15224724	P1039
Q1239638	Q231360	Q4838063	P1039
Q26846	Q374667	Q3752578	P1039
Q519797	Q2517888	Q15224724	P1039
Q519797	Q3271424	Q15224724	P1039
Q519797	Q2389041	Q15224724	P1039
Q519797	Q3184910	Q11921506	P1039
Q519797	Q3188691	Q11921506	P1039
Q519797	Q3090138	Q11921506	P1039
Q519797	Q4373234	Q19680017	P1039
Q519797	Q125297446	Q69359841	P1039
Q89584530	Q89525498	Q11921506	P1039
Q89584530	Q89942436	Q19756330	P1039
Q47482370	Q51685817	Q76557	P1039
Q47482370	Q56612902	Q23009870	P1039
Q47482370	Q952428	Q76557	P1039
Q47482370	Q14702153	Q9238344	P1039
Q47482370	Q136225724	Q9235758	P1039
Q47482370	Q29530195	Q76507	P1039
Q47482370	Q319996	Q76557	P1039
Q3056362	Q319996	Q12315099	P1039
Q3056362	Q952428	Q12315099	P1039
Q3056362	Q16194721	Q17770960	P1039
Q89584385	Q89525498	Q15224724	P1039
Q104393709	Q3164332	Q4120409	P1039
Q79435082	Q140028185	Q19822354	P1039
Q212063	Q3022929	Q15224724	P1039
Q212063	Q16224015	Q76557	P1039
Q61749453	Q5893649	Q19756330	P1039
Q61749453	Q457388	Q723868	P1039
Q127787753	Q12403351		
Q2824784	Q115249843	Q3752578	P1039
Q3056795	Q3083882	Q3752578	P1039
Q63312965	Q3588548	Q2914212	P1039
Q717905	Q50025617	Q11921506	P1039
Q3492587	Q2170818	Q76557	P1039
Q2417122	Q16029001	Q19756330	P1039
Q128574166	Q123244196	Q19756330	P1039
Q128574166	Q135641270	Q19756330	P1039
Q105812048	Q135641270	Q3403377	P1039
Q132179724	Q123244196	Q3403377	P1039
Q132179750	Q123244196	Q3403377	P1039
Q132179750	Q135641270	Q3403377	P1039
Q22097014	Q481484		
Q108824128	Q3327843	Q61740757	P1039
Q3722906	Q3665486	Q76557	P1039
Q1877051	Q64176672	Q6035384	P1039
Q3144816	Q3021804	Q19822354	P1039;P580
Q3144816	Q2853612	Q4346792	P1039;P580
Q3144816	Q134707717	Q18489480	P1039;P580
Q18046005	Q1450891	Q3752578	P1039
Q18046005	Q232754	Q18489480	P1039;P580
Q3021804	Q232754	Q13184281	P1039;P580
Q3021804	Q134707717	Q3238556	P1039;P580
Q2853612	Q3144816	Q4838063	P1039;P580
Q2853612	Q1450891	Q13184390	P1039
Q2853612	Q3369058	Q1282201	P1039;P580
Q2853612	Q105037467	Q23045293	P1039
Q2853612	Q134707717	Q3238556	P1039;P580
Q62009054	Q134707733	Q23045444	P1039;P580
Q62009054	Q134706987	Q15697293	P1039;P580
Q62009054	Q1450891	Q2914212	P1039
Q62009054	Q232754	Q3238556	P1039;P580
Q105037449	Q134707717	Q13184281	P1039;P580
Q105037449	Q1450891	Q2914212	P1039
Q105037449	Q232754	Q3238556	P1039;P580
Q105037450	Q134707717	Q13184281	P1039;P580
Q105037450	Q1450891	Q2914212	P1039
Q105037450	Q232754	Q3238556	P1039;P580
Q1101528	Q18356227	Q2096646	P1039
Q1101528	Q135509336	Q15224724	P1039
Q2966067	Q223963	Q12158205	P1039
Q2966067	Q377094	Q31819505	P1039
Q3568181	Q3507436		
Q11923062	Q94789606		
Q111861112	Q76625	Q4994791	P1039
Q15970778	Q157309	Q76507	P1039
Q3239518	Q19943	Q4994791	P1039
Q3239518	Q5671646	Q19682162	P1039
Q3239518	Q156548	Q4994787	P1039
Q3239518	Q191045	Q76557	P1039
Q3239518	Q214369	Q12051531	P1039
Q3239518	Q847010	Q12051531	P1039
Q84654	Q2734202		
Q460578	Q72652	Q1282201	P1039
Q2323644	Q448983	Q19822354	P1039;P580
Q2323644	Q50768273	Q4346792	P1039;P580
Q18028984	Q52159645	Q3403377	P1039
Q18028984	Q89435	Q13184390	P1039
Q18028984	Q448877	Q41805477	P1039
Q1106419	Q77233	Q2914212	P1039
Q567163	Q61277	Q2914212	P1039
Q567163	Q61814	Q2914212	P1039
Q567163	Q60951	Q2914212	P1039
Q82240199	Q935591		
Q82240199	Q131769124		
Q82240199	Q107549665		
Q82240199	Q27267660		
Q82240199	Q131769968		
Q82240199	Q82240228		
Q82240199	Q81827565		
Q82240199	Q131769125		
Q82240199	Q360641		
Q82240199	Q558323		
Q82240199	Q481009		
Q82240199	Q214220		
Q82240199	Q62516		
Q82240199	Q65232		
Q82240199	Q52932		
Q82240199	Q478295		
Q82240199	Q515707		
Q82240199	Q454236		
Q107549665	Q82240199		
Q82240228	Q214220		
Q82240228	Q62516		
Q82240228	Q65232		
Q82240228	Q52932		
Q82240228	Q478295		
Q82240228	Q515707		
Q131769124	Q82240199		
Q131769124	Q935591		
Q131769124	Q107549665		
Q131769124	Q27267660		
Q131769124	Q131769968		
Q131769124	Q82240228		
Q131769124	Q81827565		
Q131769124	Q131769125		
Q131769124	Q360641		
Q131769124	Q558323		
Q131769124	Q481009		
Q131769124	Q214220		
Q131769124	Q62516		
Q131769124	Q65232		
Q131769124	Q52932		
Q131769124	Q478295		
Q131769124	Q515707		
Q139255830	Q929918	Q4120409	P1039
Q867852	Q347862	Q4346792	P1039
Q66915594	Q573584	Q9238344	P1039
Q66915594	Q3144703	Q9235758	P1039
Q66915594	Q2566641	Q13204680	P1039
Q3379988	Q105884904	Q3752578	P1039
Q587338	Q3384225	Q23009870	P1039
Q587338	Q1605895	Q2500621	P1039
Q587338	Q3345781	Q12158205	P1039
Q1390486	Q1605895	Q27164536	P1039
Q1390486	Q273708	Q4120409	P1039
Q1390486	Q17354615	Q4994791	P1039
Q1390486	Q3085952	Q30254751	P1039
Q1390486	Q3340156	Q2500621	P1039
Q16185872	Q2007354	Q76557	P1039
Q37741218	Q37740820	Q2096646	P1039
Q3261922	Q323650	Q11921506	P1039
Q323650	Q95079853	Q42297295	P1039
Q323650	Q3261922	Q19682162	P1039
Q323650	Q1396905	Q76557	P1039
Q21055169	Q1065281	Q15224724	P1039
Q21055169	Q29884081	Q3403377	P1039
Q21055169	Q59269811	Q4113832	P1039
Q21055169	Q108538350	Q2914212	P1039
Q21055169	Q108555140	Q3403377	P1039
Q5860536	Q953008		
Q87356	Q274267	Q19756330	P1039
Q3085236	Q468453	Q76557	P1039
Q3085236	Q3484585	Q76507	P1039
Q29970775	Q25401065	Q12158205	P1039
Q29970775	Q1236383	Q3813877	P1039
Q25401065	Q5640120	Q4994791	P1039
Q25401065	Q29970775	Q3403377	P1039
Q25401065	Q21283137	Q31819505	P1039
Q25972309	Q1236383	Q12158205	P1039
Q25972309	Q21467922	Q12158205	P1039
Q25972309	Q21283137	Q31819505	P1039
Q28920302	Q2960726	Q3752578	P1039
Q28920302	Q28860071	Q13184390	P1039
Q28920302	Q28871772	Q13184390	P1039
Q28920302	Q3057186	Q15224724	P1039
Q28920302	Q1355148	Q2500621	P1039
Q3425882	Q721491	Q15224724	P1039
Q3425882	Q76191980	Q15224724	P1039
Q3425882	Q109617232	Q3403377	P1039
Q3425882	Q76191969	Q4113830	P1039
Q3425882	Q3571729	Q4113832	P1039
Q3425882	Q33221392	Q4113832	P1039
Q3425882	Q120644392	Q4113832	P1039
Q3425882	Q120644319	Q4113830	P1039
Q3425882	Q106600929	Q9238344	P1039
Q63581701	Q16196551	Q3752578	P1039
Q66802341	Q3219148	Q13204680	P1039
Q66802341	Q3084951	Q3752578	P1039
Q131562373	Q2960632	Q19682162	P1039
Q1495559	Q3265344	Q19682162	P1039
Q1695101	Q1874469		
Q3574182	Q43360	Q2914212	P1039
Q1019482	Q3157785	Q12433519	P1039
Q1019482	Q3124071	Q19682162	P1039
Q1019482	Q2850888	Q5992509	P1039
Q1019482	Q3167790	Q12158205	P1039
Q1019482	Q111096526	Q12158205	P1039
Q1019482	Q596355	Q27164472	P1039
Q1019482	Q3372026	Q19682184	P1039
Q1019482	Q135226401	Q4994787	P1039
Q1019482	Q135226544	Q4994791	P1039
Q6545689	Q7410902	Q12160962	P1039
Q138749255	Q138749261	Q23045293	P1039
Q112037121	Q1361260	Q19595226	P1039
Q112037121	Q405020	Q19595228	P1039
Q112037121	Q1474270	Q19595226	P1039
Q112037121	Q52195384	Q19595228	P1039
Q86055	Q702209	Q2914212	P1039
Q78657	Q95387992	Q3403377	P1039
Q6316177	Q76894639		
Q24150672	Q2833381	Q3752578	P1039
Q60963475	Q3424979	Q76557	P1039
Q60963475	Q314993	Q3813877	P1039
Q20004373	Q106234423	Q15224724	P1039
Q3174619	Q125543991	Q15657883	P1039
Q76023009	Q108575688	Q19682162	P1039
Q3257799	Q867584	Q13204680	P1039
Q561510	Q334970	Q12160962	P1039
Q438164	Q16030321	Q9238344	P1039
Q438164	Q7422544	Q76507	P1039
Q438164	Q4769280	Q76507	P1039
Q438164	Q13563250	Q76507	P1039
Q438164	Q19872594	Q76557	P1039
Q2190	Q1365591	Q13184390	P1039
Q533124	Q4409672	Q76557	P1039
Q16920562	Q69971426	Q19756330	P1039
Q11581426	Q11564114	Q20746728	P1039
Q957065	Q929918	Q13184390	P1039
Q24879232	Q24681277	Q18489480	P1039
Q3131251	Q163543	Q12158205	P1039
Q8306404	Q8306400	Q23009870	P1039
Q138300267	Q3085092		
Q3878307	Q4684313	Q9238344	P1039
Q75383803	Q1091237	Q4346792	P1039
Q75383803	Q1040807	Q19822354	P1039
Q75383803	Q75256504	Q4346792	P1039
Q80781444	Q540665	Q9235758	P1039
Q64848523	Q540665	Q9235758	P1039
Q106600937	Q721491	Q11921506	P1039
Q106600937	Q125230145	Q15224724	P1039
Q721491	Q3425882	Q76557	P1039
Q721491	Q3122554	Q76557	P1039
Q721491	Q76191969	Q3403377	P1039
Q721491	Q76191973	Q4113832	P1039
Q721491	Q76266470	Q4113830	P1039
Q721491	Q3027086	Q13184390	P1039
Q721491	Q33262547	Q61386388	P1039
Q721491	Q47125114	Q12150991	P1039
Q721491	Q1360173	Q12224539	P1039
Q721491	Q106600937	Q9238344	P1039
Q721491	Q106600929	Q2500621	P1039
Q76191980	Q3425882	Q12158205	P1039
Q76191980	Q3122554	Q12158205	P1039
Q76191980	Q120644392	Q23045211	P1039
Q76191980	Q3571729	Q23045211	P1039
Q76191980	Q33221392	Q23045211	P1039
Q76191980	Q120644319	Q23045278	P1039
Q76191980	Q3027086	Q13184390	P1039
Q76191980	Q76191990	Q3752578	P1039
Q109617232	Q3425882	Q12158205	P1039
Q109617232	Q3122554	Q12158205	P1039
Q109617232	Q76191969	Q23045278	P1039
Q109617232	Q120644392	Q23045211	P1039
Q109617232	Q3571729	Q23045211	P1039
Q109617232	Q33221392	Q23045211	P1039
Q109617232	Q120644319	Q23045278	P1039
Q109617232	Q76191973	Q4113832	P1039
Q109617232	Q76266470	Q4113830	P1039
Q3122554	Q721491	Q15224724	P1039
Q3122554	Q76191980	Q15224724	P1039
Q3122554	Q109617232	Q3403377	P1039
Q3122554	Q76191969	Q4113830	P1039
Q3122554	Q3571729	Q4113832	P1039
Q3122554	Q33221392	Q4113832	P1039
Q3122554	Q120644392	Q4113832	P1039
Q3122554	Q120644319	Q4113830	P1039
Q2014719	Q123111181	Q19756330	P1039
Q17285136	Q22007333	Q15224724	P1039
Q33122233	Q29838063	Q9238344	P1039
Q6370055	Q55616466	Q19822354	P1039
Q6370055	Q6470113	Q19822354	P1039
Q6370055	Q6469926	Q19822354	P1039
Q6370055	Q6688200	Q4346792	P1039
Q6370055	Q75431090	Q4346792	P1039
Q6370055	Q75533380	Q19822354	P1039
Q55616466	Q9685	Q5992509	P1039
Q55616466	Q36812	Q25536898	P1039
Q55616466	Q152316	Q25536898	P1039
Q55616466	Q2296963	Q5992509	P1039
Q6470113	Q9685	Q5992509	P1039
Q6470113	Q36812	Q25536898	P1039
Q6470113	Q152316	Q25536898	P1039
Q6469926	Q9685	Q5992509	P1039
Q6469926	Q36812	Q25536898	P1039
Q6469926	Q152316	Q25536898	P1039
Q6688200	Q9685	Q5992509	P1039
Q6688200	Q36812	Q25536898	P1039
Q6688200	Q152316	Q25536898	P1039
Q76209449	Q9685	Q5992509	P1039
Q76209449	Q36812	Q25536898	P1039
Q76209449	Q152316	Q25536898	P1039
Q130461899	Q8774749	Q9235758	P1039
Q130461899	Q28727239	Q9238344	P1039
Q33322659	Q21030230	Q3238556	P1039
Q296269	Q315937	Q53277248	P1039
Q58838589	Q3749403	Q19595228	P1039
Q3749403	Q58838589	Q19595228	P1039
Q327537	Q75450798	Q19822354	P1039
Q327537	Q75450799	Q19822354	P1039
Q327537	Q75450802	Q19822354	P1039
Q75297243	Q76129020	Q4346792	P1039
Q75297243	Q76129022	Q4346792	P1039
Q5232455	Q183182	Q9238344	P1039
Q5232455	Q1589146	Q2500621	P1039
Q1948021	Q36812	Q41798817	P1039
Q467829	Q9014846	Q12160962	P1039
Q467829	Q52240624	Q12158205	P1039
Q467829	Q5851133	Q19682162	P1039
Q467829	Q235177	Q10436574	P1039
Q467829	Q260218	Q69611015	P1039
Q467829	Q4891943	Q65760730	P1039
Q131783805	Q19358472	Q19822449	P1039
Q131783805	Q33492711	Q13204680	P1039
Q52934311	Q7527091		
Q2643234	Q11906026	Q3403377	P1039
Q122998	Q11906026	Q12051531	P1039
Q232783	Q43056813	Q19595228	P1039
Q232783	Q11906026	Q12051531	P1039
Q73284789	Q5726222	Q15224724	P1039
Q73284789	Q8008651	Q2914212	P1039
Q73284789	Q18576002	Q15224724	P1039
Q278178	Q18165115	Q104626971	P1039
Q3345781	Q587338	Q23045211	P1039
Q3345781	Q2849863	Q23045293	P1039
Q19630656	Q3191061	Q12158205	P1039
Q19630656	Q3310868	Q12158205	P1039
Q19630656	Q135985132	Q113883354	P1039
Q19630656	Q15148650	Q113883330	P1039
Q19630656	Q135985152	Q113883330	P1039
Q19630656	Q135985154	Q113883330	P1039
Q19630656	Q135985301	Q113883330	P1039
Q3103665	Q251943		
Q76117248	Q619788	Q20746702	P1039;P580
Q76117248	Q2038298	Q20746702	P1039;P580
Q76117248	Q4494086	Q20746702	P1039;P580
Q137754809	Q12385336	Q11921506	P1039
Q131892806	Q287099	Q19595228	P1039
Q75599819	Q181887	Q4120409	P1039
Q75599819	Q23932771	Q20746702	P1039
Q75599819	Q75613150	Q20746702	P1039
Q75599819	Q75528573	Q20746713	P1039
Q75599824	Q181887	Q4120409	P1039
Q75599824	Q23932771	Q20746702	P1039
Q75599824	Q75613150	Q20746702	P1039
Q75599824	Q75528573	Q20746713	P1039
Q268910	Q55452	Q3752578	P1039;P580;P582
Q5616311	Q21769976	Q4994791	P1039
Q622729	Q209050	Q1498282	P1039
Q3603780	Q19899478	Q3238556	P1039
Q118113041	Q3047839	Q19682162	P1039
Q118113041	Q16354844	Q12433519	P1039
Q118113041	Q3158191	Q4994791	P1039
Q118113041	Q84590829	Q4994787	P1039
Q118113041	Q2124	Q12158205	P1039
Q118113041	Q467628	Q23708554	P1039
Q118113041	Q68829937	Q5992509	P1039
Q3120172	Q143945	Q3238556	P1039;P580
Q3120172	Q16338100	Q23045211	P1039
Q3120172	Q946961	Q23045211	P1039
Q3120172	Q23034454	Q23045211	P1039
Q3120172	Q16338096	Q23045278	P1039
Q3120172	Q16338091	Q3238556	P1039;P580;P582
Q3120172	Q235177	Q3238556	P1039;P580;P582
Q329	Q3293701	Q20094017	P1039;P580
Q329	Q232470	Q12150991	P1039;P580
Q329	Q23034450	Q4346792	P1039;P580
Q329	Q109435422	Q19822354	P1039;P580;P582
Q329	Q109436302	Q19822354	P1039;P580;P582
Q16338110	Q16338100	Q23045211	P1039
Q16338110	Q946961	Q23045211	P1039
Q16338110	Q23034454	Q23045211	P1039
Q16338110	Q16338096	Q23045278	P1039
Q16338110	Q143945	Q3238556	P1039;P580
Q16338110	Q16338091	Q3238556	P1039;P580;P582
Q16338110	Q235177	Q3238556	P1039;P580;P582
Q48827891	Q3524578	Q4120409	P1039
Q5297689	Q34131078	Q19822354	P1039
Q5297689	Q34130352	Q19822354	P1039
Q34130664	Q76310499	Q19822354	P1039
Q34130664	Q76310502	Q19822354	P1039
Q34130664	Q76310493	Q4346792	P1039
Q75247360	Q75240248	Q19822354	P1039
Q75247360	Q13582135	Q4346792	P1039
Q75247360	Q75240249	Q4346792	P1039
Q21556871	Q16105878	Q20746713	P1039
Q21556871	Q76245132	Q20746713	P1039
Q21556871	Q76245134	Q20746702	P1039
Q21556871	Q76245135	Q20746702	P1039
Q21556871	Q75337545	Q20746713	P1039
Q21556871	Q75540767	Q20746702	P1039
Q75290979	Q16105878	Q20746713	P1039
Q75290979	Q76245132	Q20746713	P1039
Q75290979	Q76245134	Q20746702	P1039
Q75290979	Q76245135	Q20746702	P1039
Q4813	Q15462		
Q75248473	Q15990103	Q2500621	P1039
Q75738061	Q77802	Q76557	P1039
Q75738066	Q77802	Q76557	P1039
Q75768822	Q75386294	Q4346792	P1039
Q75768822	Q1065042	Q4346792	P1039
Q75768822	Q6470229	Q19822354	P1039
Q75768822	Q76265404	Q4346792	P1039
Q75768822	Q75386312	Q4346792	P1039
Q75768822	Q75386313	Q19822354	P1039
Q6068723	Q6152654	Q13183045	P1039
Q2384433	Q2831	Q12158205	P1039
Q24356	Q2831	Q12158205	P1039
Q2388999	Q2831	Q12158205	P1039
Q6130422	Q20638854	Q15224724	P1039
Q15505371	Q7365780	Q595094	P1039
Q22005379	Q13590412	Q41798817	P1039
Q22005379	Q62938826	Q41798817	P1039
Q6469918	Q680304	Q41798832	P1039
Q982361	Q3172793	Q19682162	P1039
Q5126220	Q58301908	Q19822354	P1039
Q5126220	Q75239415	Q4346792	P1039
Q58301908	Q75521425	Q20746702	P1039
Q58301908	Q75521427	Q20746702	P1039
Q58301908	Q75521429	Q20746713	P1039
Q75239415	Q75521425	Q20746702	P1039
Q75239415	Q75521427	Q20746702	P1039
Q75239415	Q75521429	Q20746713	P1039
Q61312423	Q63625	Q13184390	P1039
Q75357324	Q75579639	Q15224724	P1039
Q75357324	Q75579642	Q3403377	P1039
Q75357324	Q1190693	Q15224724	P1039
Q75357328	Q75579639	Q15224724	P1039
Q75357328	Q75579642	Q3403377	P1039
Q75357328	Q1190693	Q15224724	P1039
Q75317015	Q76196834	Q20746702	P1039
Q75317015	Q76196848	Q20746713	P1039
Q75317015	Q76196836	Q20746702	P1039
Q75317015	Q75314846	Q20746702	P1039
Q6470392	Q6470302	Q3403377	P1039
Q6470392	Q380865	Q2914212	P1039
Q6470392	Q23303511	Q2914212	P1039
Q9172178	Q3785004	Q12183411	P1039
Q30247271	Q24276380	Q42302432	P1039
Q620022	Q181154	Q23045211	P1039
Q450370	Q683565	Q31819505	P1039
Q3434408	Q1512	Q31819505	P1039
Q110509057	Q3092493	Q19682162	P1039
Q122617148	Q28062614	Q12158205	P1039
Q122617148	Q2939955	Q23708554	P1039
Q122617148	Q2657745	Q2914212	P1039
Q66764941	Q66764735	Q76557	P1039
Q66764941	Q66764746	Q3752578	P1039
Q127869750	Q3286434	Q76557	P1039
Q16663055	Q63427273	Q76557	P1039
Q16663055	Q71594110	Q9238344	P1039
Q2976959	Q314957	Q9238344	P1039
Q35127600	Q39265949	Q76557	P1039
Q35127600	Q7149332	Q76557	P1039
Q35127600	Q26954685	Q76557	P1039
Q26954685	Q1348633	Q76557	P1039
Q26954685	Q35127600	Q15224724	P1039
Q39265949	Q2871228	Q12160962	P1039
Q39265949	Q1348633	Q76557	P1039
Q39265949	Q35127600	Q15224724	P1039
Q7149332	Q1348633	Q76557	P1039
Q7149332	Q35127600	Q15224724	P1039
Q437254	Q139681313		
Q201810	Q139681313		
Q260458	Q21280908	Q76557	P1039
Q260458	Q2440987	Q76557	P1039
Q260458	Q3311585	Q19756330	P1039
Q260458	Q111997968	Q19756330	P1039
Q260458	Q19286370	Q3403377	P1039
Q12212535	Q112270884	Q9238344	P1039
Q4884383	Q108042488	Q15224724	P1039
Q4884383	Q12245847	Q15224724	P1039
Q4884383	Q12212535	Q15224724	P1039
Q118140179	Q71747990	Q19682162	P1039
Q118139523	Q118139539	Q23009870	P1039
Q47843636	Q898083	Q19756330	P1039
Q47843636	Q3387247	Q13204680	P1039
Q47843636	Q3479569	Q2914212	P1039
Q949281	Q28933470	Q3752578	P1039
Q3157984	Q3566009	Q12150991	P1039
Q2372894	Q9191	Q76557	P1039
Q48961769	Q48961766	Q76557	P1039
Q110586390	Q110314821	Q41823427	P1039
Q134788165	Q6120939	Q23045211	P1039
Q9159897	Q10325958	Q3403377	P1039
Q3858195	Q3992573	Q4120409	P1039
Q3858195	Q53026	Q23009870	P1039
Q3858195	Q3765606	Q23009870	P1039
Q3858195	Q3754801	Q23009870	P1039
Q3858195	Q6999649	Q2914212	P1039
Q3858195	Q3838131	Q15224724	P1039
Q68960643	Q55848271	Q2914212	P1039
Q41484	Q3682580	Q183905	P1039
Q122248	Q1620063	Q19680017	P1039
Q116029216	Q935962	Q15657883	P1039
Q116029216	Q714194	Q15657883	P1039
Q714194	Q3086620	Q23045278	P1039
Q714194	Q3219565	Q23045211	P1039
Q714194	Q3387256	Q23045211	P1039
Q6667681	Q15944042	Q11921506	P1039
Q3419169	Q99030851	Q2500621	P1039
Q457949	Q610648	Q19682162	P1039
Q117349647	Q939	Q9238344	P1039
Q117349647	Q84239	Q9235758	P1039
Q117349647	Q10310103	Q13204680	P1039
Q117349647	Q114035049	Q723868	P1039
Q4981805	Q6149165	Q4994791	P1039
Q4981805	Q4953488	Q4994787	P1039
Q33186467	Q151164	Q76557	P1039
Q33186467	Q2977750	Q76557	P1039
Q25653930	Q131355	Q4994791	P1039
Q101413633	Q101413594	Q11921506	P1039
Q96079835	Q1086823	Q4346792	P1039
Q96079835	Q75326779	Q19822354	P1039
Q96079835	Q75326777	Q19822354	P1039
Q96079835	Q75326780	Q19822354	P1039
Q96079836	Q1086823	Q4346792	P1039
Q96079836	Q75326779	Q19822354	P1039
Q96079836	Q75326777	Q19822354	P1039
Q96079836	Q75326780	Q19822354	P1039
Q96079838	Q1086823	Q4346792	P1039
Q96079838	Q75326779	Q19822354	P1039
Q96079838	Q75326777	Q19822354	P1039
Q96079838	Q75326780	Q19822354	P1039
Q978224	Q322422	Q13204680	P1039
Q978224	Q129303	Q12158205	P1039
Q136432954	Q110426932	Q12433519	P1039
Q136432954	Q16682500	Q5992509	P1039
Q136432954	Q48810100	Q12158205	P1039
Q136432954	Q3387066	Q2500621	P1039
Q16682500	Q136432954	Q23045211	P1039
Q48810100	Q136432954	Q23045211	P1039
Q66792102	Q59626992	Q15657883	P1039
Q2556603	Q19893836		
Q2556603	Q1245339		
Q2556603	Q7493033		
Q108660895	Q3170062	Q26181623	P1039
Q108660895	Q15448650	Q41823427	P1039
Q108660895	Q3093541	Q19682162	P1039
Q47887162	Q3948168	Q12051531	P1039
Q5952069	Q6257891	Q4120409	P1039
Q3107786	Q164948	Q76557	P1039
Q3107786	Q439378	Q12051531	P1039
Q6309024	Q99192768	Q3752578	P1039
Q2828095	Q99192768	Q2914212	P1039
Q124811672	Q583702		
Q124811672	Q3484553		
Q189705	Q736267	Q4346792	P1039
Q64021183	Q880795	Q84158642	P1039
Q19226066	Q15835757	Q2500621	P1039
Q3265787	Q128076	Q3813877	P1039
Q203990	Q2871201	Q11921506	P1039
Q116894419	Q3335913	Q13204680	P1039
Q15407932	Q97498644	Q15224724	P1039
Q97498631	Q97498644	Q57832810	P1039
Q901949	Q8193925	Q20746725	P1039
Q7244846	Q7244858	Q20746728	P1039
Q11612210	Q15726368	Q20746728	P1039
Q8193925	Q901949	Q61740758	P1039
Q374087	Q11499522	Q3201315	P1039
Q108972660	Q6349074	Q61740757	P1039
Q108974646	Q11431854	Q402152	P1039
Q108975686	Q1185323	Q61740757	P1039
Q850601	Q187550	Q61740757	P1039
Q24248537	Q2831	Q76557	P1039
Q24248537	Q131324	Q76507	P1039
Q24248537	Q217427	Q76507	P1039
Q24248537	Q336222	Q76557	P1039
Q24248537	Q44855	Q76557	P1039
Q110087844	Q11668786	Q61740757	P1039
Q119380383	Q134437546	Q12498236	P1039
Q334076	Q349440	Q11572068	P1039
Q334076	Q15933769	Q11572068	P1039
Q334076	Q109180045	Q20746725	P1039
Q334076	Q109180067	Q20746725	P1039
Q334076	Q109180142	Q20746725	P1039
Q104178407	Q64763875	Q76557	P1039
Q508659	Q2403933	Q9238344	P1039
Q508659	Q2594000	Q3752578	P1039
Q508659	Q3159342	Q3752578	P1039
Q95062803	Q847848	Q4120409	P1039
Q1303374	Q8079318	Q13204680	P1039
Q1303374	Q4578065	Q7611038	P1039
Q16903649	Q8079318	Q9238344	P1039
Q16903649	Q4578065	Q111253834	P1039
Q16903649	Q5347997	Q76557	P1039
Q16903649	Q11990012	Q76557	P1039
Q12000531	Q74287199	Q9238344	P1039
Q12000531	Q5347997	Q76557	P1039
Q12000531	Q11990012	Q76557	P1039
Q12000531	Q4578065	Q111253834	P1039
Q112270399	Q8079318	Q9238344	P1039
Q112270399	Q11990012	Q76557	P1039
Q112270399	Q5347997	Q76557	P1039
Q112270399	Q4578065	Q111253834	P1039
Q20481247	Q445513	Q15224724	P1039
Q20481247	Q15055703	Q3403377	P1039
Q20481247	Q11402024	Q2914212	P1039
