round	geni_id	qid	slot	method	from_geni	from_qid	evidence
2	6000000002350536849	Q103787245	spouse	solo	6000000001951072240	Q5580035	position
2	6000000002351178607	Q100901870	child	solo	6000000002351123952	Q104472412	position
2	6000000002354367537	Q75268432	father	solo	317708579610001391	Q76312421	position
2	6000000002359495897	Q99302295	mother	solo	6000000008059782741	Q136376297	position
2	6000000002359878185	Q98697712	father	solo	4369107	Q98697688	position
2	6000000002359982526	Q98697725	mother	solo	6000000003827763493	Q51078923	position
2	6000000002360107690	Q110548955	mother	solo	6000000002360166365	Q112970906	position
2	6000000002364054691	Q617837	child	name	6000000006290690588	Q5373015	shared: eorcenberht
2	6000000002367506995	Q61314941	child	name	6000000008199415647	Q15434092	shared: brunswick
2	6000000002372938168	Q468063	child	date	6000000003827435636	Q553091	born 1340 vs 1340
2	6000000002374096955	Q112968336	father	solo	6000000001584382648	Q112968335	position
2	6000000002377272663	Q318347	spouse	solo	6000000003828196240	Q12289430	position
2	6000000002377977487	Q80909567	mother	solo	6000000003858731296	Q61454	position
2	6000000002388468144	Q122349331	spouse	solo	6000000003858668623	Q107363936	position
2	6000000002388763878	Q75384614	child	name	6000000002043260887	Q2728803	shared: bourgogne
2	6000000002389140370	Q1581687	father	solo	6000000007151711769	Q15649137	position
2	6000000002396566387	Q15699774	spouse	date	6000000005267526019	Q3723992	born 1829 vs 1829
2	6000000002400815488	Q75866046	spouse	solo	6000000002908682285	Q75923797	position
2	6000000002408076362	Q3007670	spouse	date	6000000004242180091	Q1358975	born 1345 vs 1345
2	6000000002408647179	Q130334536	father	solo	6000000004033532263	Q130334535	position
2	6000000002411659868	Q3376462	spouse	solo	5673128016770075968	Q11993782	position
2	6000000002411671253	Q110067320	child	name	6000000003483677121	Q16853345	shared: elizabeth,tibetot
2	6000000002411820837	Q110303975	mother	solo	6000000007981027290	Q4952683	position
2	6000000002412019125	Q110303974	father	solo	6000000007981027290	Q4952683	position
2	6000000002415878347	Q10514091	mother	solo	6000000011627068106	Q349284	position
2	6000000002416467063	Q106472401	mother	solo	6000000002416276234	Q11623162	position
2	6000000002416479066	Q11623159	father	solo	6000000002416276234	Q11623162	position
2	6000000002420197205	Q11582687	mother	solo	6000000012422657439	Q7244649	position
2	6000000002428673457	Q346463	father	solo	6000000000803842356	Q263515	position
2	6000000002430565903	Q76329294	child	name	6000000003895091781	Q18534239	shared: james
2	6000000002439229810	Q75953802	spouse	solo	6000000007606437672	Q75953800	position
2	6000000002440709717	Q106451959	mother	solo	6000000002440605566	Q11564066	position
2	6000000002444222960	Q2837750	child	date	6000000013009857799	Q7933098	born 1292 vs 1292
2	6000000002447103135	Q75431779	father	solo	6000000007968139521	Q61971583	position
2	6000000002447111236	Q75561230	father	solo	6000000003827191486	Q75561228	position
2	6000000002447118610	Q56647868	spouse	solo	6000000002447118602	Q894966	position
2	6000000002447118617	Q607218	child	name	6000000002447118602	Q894966	shared: mathieu
2	6000000002447118646	Q1908625	father	solo	6000000010494666167	Q3172721	position
2	6000000002447118722	Q102829101	father	solo	6000000010460784362	Q102829088	position
2	6000000002447118729	Q102829117	mother	solo	6000000010460784362	Q102829088	position
2	6000000002447151255	Q11905666	child	date	6000000010242375171	Q2929508	born 1255 vs 1255
2	6000000002447151342	Q97785021	child	date	6000000000448611455	Q292132	born 1195 vs 1195
2	6000000002447151466	Q110822062	spouse	solo	6000000008062601225	Q3741779	position
2	6000000002447151501	Q101466854	spouse	solo	6000000002447151507	Q75291344	position
2	6000000002447199197	Q75266508	child	solo	6000000011956364568	Q75242509	position
2	6000000002447249269	Q75301629	spouse	solo	6000000006964026189	Q56526057	position
2	6000000002447290054	Q26952667	child	solo	6000000003004153810	Q2569718	position
2	6000000002447338879	Q13427712	child	date	6000000008419056437	Q521819	born 45 vs 45
2	6000000002447351144	Q75248129	child	date	6000000001013910299	Q75248170	born 1387 vs 1387
2	6000000002447405835	Q2131262	father	solo	6000000003827429541	Q3104397	position
2	6000000002447405951	Q28496695	child	name	6000000006870125218	Q2851355	shared: catherine
2	6000000002451405271	Q110268806	mother	solo	6000000002451388142	Q75762597	position
2	6000000002452054472	Q2713766	father	solo	6000000011579386592	Q3624790	position
2	6000000002452275509	Q21092068	spouse	name	6000000007409531308	Q1338799	shared: covella,ruffo
2	6000000002452323388	Q722538	child	date	6000000007409531308	Q1338799	born 1446 vs 1446
2	6000000002456935171	Q5584524	father	solo	6000000006127177668	Q126191212	position
2	6000000002456938380	Q101247670	mother	solo	6000000006127177668	Q126191212	position
2	6000000002459898762	Q75099053	mother	solo	6000000007316238334	Q75099247	position
2	6000000002459917785	Q75382118	child	name	4224136108080121326	Q229592	shared: baldwin
2	6000000002459920497	Q59262163	child	name	6000000002459920503	Q640060	shared: montfort,raoul
2	6000000002459923049	Q2557324	father	solo	6000000008630657908	Q21155040	position
2	6000000002469127338	Q354338	father	solo	4224136108080121326	Q229592	position
2	6000000002473164415	Q16161905	mother	solo	6000000005382651362	Q4938636	position
2	6000000002473267166	Q16161917	father	solo	6000000005382651362	Q4938636	position
2	6000000002474650375	Q1995177	child	date	6000000006906655766	Q269961	born 1143 vs 1143
2	6000000002480131490	Q75389456	mother	solo	6000000006444553545	Q5722227	position
2	6000000002484026683	Q2918101	father	solo	6000000000295944235	Q5724194	position
2	6000000002487050265	Q75558830	father	solo	6000000013914970960	Q75558806	position
2	6000000002487050272	Q75558832	mother	solo	6000000013914970960	Q75558806	position
2	6000000002493357421	Q850601	child	date	6000000011627127368	Q837231	born 1579 vs 1579
2	6000000002493382022	Q11397442	child	date	6000000001751715788	Q11071642	born 1618 vs 1618
2	6000000002500446366	Q8020163	child	date	6000000003659307966	Q61962996	born 1410 vs 1410
2	6000000002501052699	Q20108498	spouse	solo	6000000001500939114	Q11926635	position
2	6000000002501813008	Q30345861	father	solo	6000000002501810498	Q30283429	position
2	6000000002505629872	Q18592916	father	solo	6000000010040030120	Q75275354	position
2	6000000002505751659	Q76096946	mother	solo	6000000010040030120	Q75275354	position
2	6000000002516211905	Q2600794	father	solo	6000000000624546267	Q2170784	position
2	6000000002518326838	Q333673	father	solo	6000000007525163069	Q75248078	position
2	6000000002523909440	Q75958608	mother	solo	6000000006444679206	Q110428425	position
2	6000000002527704657	Q19950045	father	solo	6000000003926000139	Q31871	position
2	6000000002531963071	Q11400604	child	date	6000000001931748904	Q11400602	born 1544 vs 1544
2	6000000002540223124	Q119949806	father	solo	6000000002540683415	Q130732758	position
2	6000000002543710922	Q2454699	child	solo	377621253150007585	Q962398	position
2	6000000002543845267	Q76996109	spouse	solo	377621253150007585	Q962398	position
2	6000000002562668389	Q37092	child	name	6000000006906676716	Q17606373	shared: konstantinos
2	6000000002562730246	Q18206798	child	name	6000000006906676716	Q17606373	shared: alexios
2	6000000002562808393	Q62974097	child	solo	6000000006727876826	Q4792975	position
2	6000000002563779728	Q76174596	child	name	6000000000419656015	Q76174590	shared: jane
2	6000000002576540714	Q76185901	father	solo	6000000001201652787	Q75387279	position
2	6000000002576545224	Q116005831	father	solo	6000000003827294571	Q2995122	position
2	6000000002576554814	Q69622	father	solo	6000000003827363543	Q95649	position
2	6000000002576573639	Q259576	spouse	solo	6000000007499251986	Q1227252	position
2	6000000002576598559	Q30879128	child	name	6000000009494070775	Q101469415	shared: forez,guigues
2	6000000002576615236	Q75292421	mother	solo	6000000003827363543	Q95649	position
2	6000000002576638570	Q3387448	spouse	date	6000000002576805430	Q101514093	born 1380 vs 1380
2	6000000002576686094	Q61483540	spouse	solo	6000000001013074310	Q61482547	position
2	6000000002576690316	Q86734796	spouse	date	6000000002838930512	Q3721841	born 1276 vs 1275
2	6000000002576712254	Q75958832	mother	solo	6000000006444748240	Q6759490	position
2	6000000002576737536	Q112482324	mother	solo	6000000006444130480	Q75262319	position
2	6000000002576762730	Q102817486	child	date	6000000002576683788	Q127417312	born 1280 vs 1280
2	6000000002576892691	Q139173500	father	solo	6000000002106208023	Q183452	position
2	6000000002577042648	Q116052766	child	name	6000000001994779327	Q2487300	shared: gwen
2	6000000002577206223	Q110662826	mother	solo	6000000040636493174	Q5199872	position
2	6000000002578381049	Q4707842	child	name	6000000004469724004	Q1701834	shared: alan,dreghorn
2	6000000002578989154	Q11370812	spouse	solo	6000000006805345026	Q11670311	position
2	6000000002601059890	Q110586537	child	solo	6000000004173315226	Q110586548	position
2	6000000002601672538	Q4981287	mother	solo	6000000006575228798	Q86458153	position
2	6000000002603651559	Q75290427	child	name	6000000006444092776	Q3088902	shared: adomar
2	6000000002603656225	Q29587346	father	solo	6000000006378114022	Q3437811	position
2	6000000002603662248	Q75386785	mother	solo	6000000003827576454	Q96243682	position
2	6000000002603667956	Q109810267	mother	solo	6000000040594308384	Q75617034	position
2	6000000002603684209	Q76277826	mother	solo	6000000003649634423	Q75241329	position
2	6000000002603684492	Q76086337	mother	solo	6000000002824575285	Q75491842	position
2	6000000002603751389	Q75290816	child	name	6000000001412937510	Q353	shared: france
2	6000000002603752149	Q5493258	child	solo	6000000004382744674	Q5260562	position
2	6000000002603763279	Q76298204	child	name	6000000008005859314	Q7262160	shared: john
2	6000000002614579610	Q75776482	spouse	solo	6000000008630930286	Q75776481	position
2	6000000002626371106	Q75237495	spouse	solo	6000000002045098716	Q75264299	position
2	6000000002627833826	Q76066729	mother	solo	6000000000233957945	Q75987573	position
2	6000000002627997008	Q76066724	father	solo	6000000000233957945	Q75987573	position
2	6000000002631175354	Q138646092	father	solo	6000000008871376753	Q138646099	position
2	6000000002632217261	Q459281	child	date	6000000002632429078	Q73995	born 1578 vs 1578
2	6000000002642746434	Q110520932	child	name	364470939950012477	Q75387315	shared: hugh
2	6000000002650405578	Q110505346	father	solo	6000000007513235418	Q110505345	position
2	6000000002665387117	Q67182665	mother	solo	6000000002665387787	Q67182823	position
2	6000000002665395226	Q75645598	child	name	6000000003615864255	Q16863395	shared: ellen
2	6000000002665402369	Q4164107	child	name	6000000001994779327	Q2487300	shared: dogfael
2	6000000002665435222	Q2044913	child	date	6000000001744855708	Q549489	born 1032 vs 1032
2	6000000002665618784	Q76332297	spouse	solo	6000000003649778505	Q76355716	position
2	6000000002665618809	Q110519963	child	date	6000000003649778505	Q76355716	born 1609 vs 1609
2	6000000002666086010	Q140274929	spouse	solo	6000000000424763673	Q4850619	position
2	6000000002666086020	Q1634638	father	solo	6000000000796874512	Q7966513	position
2	6000000002668788223	Q7244301	spouse	solo	6000000008290609037	Q11619938	position
2	6000000002676637480	Q104550112	mother	solo	322122353900004992	Q99301926	position
2	6000000002680080694	Q3128268	father	solo	6000000002680366817	Q111366580	position
2	6000000002694809742	Q136324831	spouse	solo	6000000002694748735	Q189095	position
2	6000000002702686350	Q56309361	mother	solo	6000000025679406459	Q1236120	position
2	6000000002702693495	Q75616824	spouse	solo	6000000002031285960	Q75254573	position
2	6000000002713025470	Q110304354	mother	solo	5149696527850139761	Q110304283	position
2	6000000002713969205	Q27859518	mother	solo	6000000002188193510	Q302272	position
2	6000000002717470719	Q76295105	child	date	6000000002717622265	Q76293833	born 1401 vs 1401
2	6000000002733779065	Q1378004	father	solo	6000000006727956231	Q2324744	position
2	6000000002734309041	Q2704029	father	solo	6000000010181891083	Q9652447	position
2	6000000002734369194	Q7340928	mother	solo	6000000010181891083	Q9652447	position
2	6000000002742477944	Q111352304	child	solo	6000000009459384559	Q12318041	position
2	6000000002757887892	Q442501	child	date	6000000005597849712	Q157834	born 1537 vs 1537
2	6000000002763543792	Q12281836	spouse	name	6000000000738376486	Q1235662	shared: diplosynadene
2	6000000002764418950	Q139765094	spouse	solo	6000000002451917143	Q139765072	position
2	6000000002764429744	Q97016696	child	date	6000000002764672949	Q97016700	born 1769 vs 1769
2	6000000002764502855	Q26972865	child	date	6000000010693707340	Q818093	born 1805 vs 1805
2	6000000002764502861	Q55850069	child	date	6000000010693707340	Q818093	born 1800 vs 1800
2	6000000002764690425	Q75359518	child	name	6000000037402960419	Q113532862	shared: mathieu
2	6000000002765050004	Q139588600	mother	solo	6000000002765065910	Q139588596	position
2	6000000002765088122	Q139072543	spouse	solo	6000000002765088444	Q38085309	position
2	6000000002765287596	Q3605160	child	date	6000000000424624719	Q284400	born 836 vs 836
2	6000000002765656291	Q75644139	father	solo	6000000012431102986	Q75644140	position
2	6000000002766490112	Q4401218	child	name	6000000001994779327	Q2487300	shared: rhufon
2	6000000002766490381	Q113633089	child	name	6000000000424765142	Q20602338	shared: hugh
2	6000000002766522960	Q75794045	child	name	6000000003827909706	Q75586457	shared: joan
2	6000000002766613426	Q56185060	spouse	solo	6000000002134923866	Q76273200	position
2	6000000002766771935	Q104799486	child	name	6000000002980159485	Q75574015	shared: jane,joan
2	6000000002770027820	Q115871013	mother	solo	5679885256540101421	Q115871010	position
2	6000000002786257256	Q75806337	spouse	name	6000000002786271155	Q75806428	shared: darcy,john
2	6000000002786264141	Q75806332	father	solo	6000000002889734635	Q18672724	position
2	6000000002786272887	Q18576825	father	solo	6000000020759872754	Q105820769	position
2	6000000002786317688	Q18593203	spouse	solo	6000000006444222329	Q75806375	position
2	6000000002786773144	Q16160914	child	date	6000000000711466176	Q5547802	born 1775 vs 1775
2	6000000002788078025	Q19862378	father	solo	6000000002788049941	Q110549510	position
2	6000000002788280111	Q111988859	mother	solo	6000000007196998391	Q111988855	position
2	6000000002788452679	Q110304000	mother	solo	6000000007981027294	Q110154716	position
2	6000000002795200897	Q110603927	mother	solo	6000000003827611650	Q110153590	position
2	6000000002803056751	Q75527300	spouse	solo	6000000007037025302	Q75527297	position
2	6000000002810650987	Q361092	father	solo	6000000006444130591	Q6235746	position
2	6000000002811369960	Q75464271	spouse	solo	6000000002135343882	Q6265540	position
2	6000000002814425776	Q2074551	spouse	name	6000000002814635078	Q12326845	shared: oxe,peder
2	6000000002814649374	Q12337002	spouse	name	6000000002814635078	Q12326845	shared: jensen,rosensparre,steen
2	6000000002814704217	Q28943108	child	name	6000000004028287194	Q28942978	shared: oluf
2	6000000002823352566	Q19976628	child	date	6000000072916505940	Q19976633	born 1883 vs 1883
2	6000000002823361691	Q19976630	child	date	6000000072916505940	Q19976633	born 1889 vs 1889
2	6000000002823401550	Q5894232	child	date	6000000072916505940	Q19976633	born 1892 vs 1892
2	6000000002824553068	Q260269	spouse	name	6000000006727869236	Q712759	shared: catherine,valois
2	6000000002827609349	Q106267536	mother	solo	6000000001907678309	Q11623518	position
2	6000000002828238089	Q468672	spouse	solo	6000000002828325079	Q774894	position
2	6000000002828690196	Q468616	spouse	solo	6000000000831060653	Q233865	position
2	6000000002833984253	Q111424564	mother	solo	6000000006127817703	Q116389320	position
2	6000000002834036111	Q76754309	father	solo	6000000006127817703	Q116389320	position
2	6000000002834913662	Q115870956	child	date	6000000000855447487	Q115870967	born 1754 vs 1754
2	6000000002836075198	Q70590	mother	solo	6000000002833191342	Q230031	position
2	6000000002836752273	Q444514	child	date	6000000003243447414	Q16590220	born 1225 vs 1225
2	6000000002836907243	Q3129994	mother	solo	6000000004869200369	Q1369298	position
2	6000000002837351244	Q5892243	spouse	solo	6000000002775306168	Q16556142	position
2	6000000002837400021	Q551518	child	name	6000000009324110392	Q15973116	shared: black,hugh
2	6000000002837400709	Q3108309	father	solo	6000000006422214851	Q136302361	position
2	6000000002837440375	Q38201307	mother	solo	6000000002187720019	Q286973	position
2	6000000002838242234	Q110302886	mother	solo	6000000002788196209	Q110457773	position
2	6000000002838846255	Q101342314	mother	solo	6000000007104698561	Q116005596	position
2	6000000002843434470	Q110386276	father	solo	6000000006127409893	Q127270706	position
2	6000000002849180662	Q24868480	child	solo	6000000002160065116	Q24868439	position
2	6000000002850448329	Q76356343	father	solo	6000000005781728751	Q96075764	position
2	6000000002856705054	Q101247811	father	solo	317671909630001390	Q101247657	position
2	6000000002860042003	Q2603194	spouse	solo	6000000008462714224	Q3847110	position
2	6000000002862012559	Q110377749	father	solo	6000000003035025414	Q111989804	position
2	6000000002864957986	Q112974283	child	date	6000000002864995898	Q112974293	born 1902 vs 1902
2	6000000002881522091	Q109835760	child	date	6000000001306295476	Q125976738	born 1577 vs 1577
2	6000000002889486461	Q106508121	father	solo	6000000002980159485	Q75574015	position
2	6000000002892968440	Q101248198	father	solo	6000000004533762548	Q101247944	position
2	6000000002893299279	Q110302788	father	solo	6000000003784317157	Q110302787	position
2	6000000002893335604	Q96240729	mother	solo	5149550446320139742	Q96240726	position
2	6000000002893335648	Q96240727	father	solo	5149550446320139742	Q96240726	position
2	6000000002893346820	Q110302797	father	solo	6000000001920499659	Q110302796	position
2	6000000002896074888	Q12315415	father	solo	6000000002847593893	Q11974067	position
2	6000000002896342646	Q110549517	father	solo	6000000002896447533	Q110457713	position
2	6000000002899084056	Q6069385	father	solo	6000000002899069063	Q115484901	position
2	6000000002901955024	Q103516	child	date	6000000003011276734	Q1287006	born 1876 vs 1876
2	6000000002905028643	Q539178	child	name	6000000000424845830	Q571396	shared: troyes
2	6000000002905345598	Q100900494	father	solo	6000000006083724146	Q96209127	position
2	6000000002908682261	Q122699277	mother	solo	6000000002908682285	Q75923797	position
2	6000000002916812060	Q104472021	mother	solo	6000000002916812069	Q75765088	position
2	6000000002916818029	Q76100966	father	solo	6000000003098215108	Q20752960	position
2	6000000002916822321	Q75620297	child	name	6000000000424953543	Q7966501	shared: amicia
2	6000000002916822393	Q75620295	child	name	6000000000424953543	Q7966501	shared: william
2	6000000002931156059	Q75243062	father	solo	6000000003051298770	Q57464532	position
2	6000000002932818640	Q5354510	child	date	6000000001749883334	Q1325288	born 1592 vs 1592
2	6000000002938350506	Q75938512	mother	date	6000000000314922113	Q61911714	born 1109 vs 1110
2	6000000002945451770	Q103947626	child	name	6000000003827191071	Q75520045	shared: alice
2	6000000002946560909	Q130341468	father	solo	6000000006444679064	Q106704546	position
2	6000000002946990805	Q4431034	father	solo	6000000002948698421	Q110905171	position
2	6000000002947079738	Q21403459	child	date	6000000006127517267	Q111370724	born 1681 vs 1681
2	6000000002947165395	Q122790476	child	date	6000000006127517267	Q111370724	born 1682 vs 1682
2	6000000002947174274	Q109835937	father	solo	6000000008650526345	Q109835934	position
2	6000000002948095845	Q109835954	mother	solo	6000000008650526345	Q109835934	position
2	6000000002955338327	Q106906800	child	date	6000000003282080552	Q5931804	born 1856 vs 1856
2	6000000002955689523	Q103788050	mother	solo	6000000002862081440	Q101247663	position
2	6000000002957549022	Q75569995	spouse	solo	6000000021579385314	Q7343107	position
2	6000000002961835163	Q110303388	mother	solo	6000000003462503464	Q110303922	position
2	6000000002966312839	Q130710901	child	date	6000000000242495856	Q20251380	born 1874 vs 1874
2	6000000002967557989	Q75270055	child	solo	6000000021579385314	Q7343107	position
2	6000000002968662186	Q2995934	mother	solo	6000000003243447917	Q469742	position
2	6000000002970983849	Q22126894	spouse	solo	6000000011627127368	Q837231	position
2	6000000002971099695	Q134436065	child	date	6000000011627127368	Q837231	born 1580 vs 1580
2	6000000002975802038	Q55809550	mother	solo	6000000010103755336	Q25480356	position
2	6000000002976255201	Q96304803	father	solo	6000000164028107928	Q121886926	position
2	6000000002976460830	Q669201	father	solo	6000000002005898591	Q61717067	position
2	6000000002979751121	Q75585233	mother	solo	6000000012887958196	Q75382159	position
2	6000000002979850533	Q3814259	child	name	6000000005223609276	Q96076125	shared: margaret
2	6000000002979875144	Q75243310	child	name	6000000006444130334	Q48816050	shared: isabel
2	6000000002979913042	Q104538446	mother	solo	6000000008365818150	Q75272099	position
2	6000000002979923910	Q18924963	father	solo	6000000006444092638	Q5236627	position
2	6000000002980004006	Q8007289	father	solo	6000000002187894750	Q75269383	position
2	6000000002980035113	Q50823920	child	date	6000000002979745655	Q75269487	born 1506 vs 1506
2	6000000002980044449	Q2326770	mother	solo	6000000003949917419	Q2098190	position
2	6000000002980085587	Q75389594	mother	solo	6000000014426312857	Q75389529	position
2	6000000002980095194	Q8014621	spouse	solo	6000000002980165460	Q50823884	position
2	6000000002980543691	Q7138704	spouse	solo	6000000012619445188	Q3147654	position
2	6000000002986358432	Q105669631	father	solo	6000000041282141611	Q106361295	position
2	6000000002989957749	Q112973518	father	solo	6000000000349745231	Q110313437	position
2	6000000002989988376	Q135480009	mother	solo	6000000003218986183	Q135480006	position
2	6000000002989998416	Q112973527	mother	solo	6000000000349745231	Q110313437	position
2	6000000002991797697	Q76307693	child	date	6000000002991797665	Q75243254	born 1474 vs 1474
2	6000000002991797759	Q75267104	mother	solo	6000000002991797665	Q75243254	position
2	6000000003004894679	Q136145049	mother	solo	6000000003004907795	Q136145039	position
2	6000000003005305199	Q71832731	child	date	6000000002388408174	Q1390993	born 1867 vs 1867
2	6000000003014188528	Q18576007	father	solo	6000000008630789485	Q75389695	position
2	6000000003024069387	Q2398652	child	date	6000000003743740755	Q51910337	born 1888 vs 1888
2	6000000003024845047	Q1873561	father	solo	6000000003645864037	Q164923	position
2	6000000003025011914	Q4815780	mother	solo	6000000003382488591	Q553241	position
2	6000000003034392620	Q110612549	father	solo	6000000002754025509	Q116026164	position
2	6000000003034433478	Q110612601	mother	solo	6000000002754025509	Q116026164	position
2	6000000003034645893	Q104550254	mother	solo	6000000003525171315	Q104550251	position
2	6000000003034705467	Q110364191	father	solo	6000000007777245372	Q134498137	position
2	6000000003034712757	Q5715515	father	solo	6000000003525171315	Q104550251	position
2	6000000003034837530	Q101247615	father	solo	6000000003034847277	Q6194357	position
2	6000000003035001243	Q101247622	mother	solo	6000000001042517123	Q101247543	position
2	6000000003035006305	Q101247618	mother	solo	6000000003034847277	Q6194357	position
2	6000000003035410411	Q110621337	mother	solo	6000000001777586275	Q5923248	position
2	6000000003035473130	Q18242497	father	solo	6000000002737237578	Q5813784	position
2	6000000003036824258	Q116169268	mother	solo	6000000003087186297	Q6760056	position
2	6000000003040950673	Q136339125	mother	solo	6000000000574898826	Q136339098	position
2	6000000003041009007	Q318152	child	name	6000000006971101504	Q5222939	shared: vonones
2	6000000003042780354	Q8007041	father	solo	6000000004148923307	Q2577038	position
2	6000000003042836306	Q61496267	spouse	name	6000000003033700189	Q6949529	shared: hextilda,tynedale
2	6000000003043297684	Q75264578	father	solo	6000000010973514526	Q75260923	position
2	6000000003043297894	Q75269389	father	solo	6000000002116129856	Q75404339	position
2	6000000003043307175	Q75273928	spouse	solo	6000000002187894571	Q75273929	position
2	6000000003043322850	Q75935891	father	solo	6000000002116140505	Q75920367	position
2	6000000003043352517	Q75268328	child	name	4235130604110046555	Q1701833	shared: mary
2	6000000003050663522	Q113547317	father	solo	6000000003050663528	Q2891922	position
2	6000000003051103282	Q103562928	spouse	solo	6000000004533250419	Q582430	position
2	6000000003051103794	Q75386600	mother	solo	6000000000769920440	Q3486550	position
2	6000000003051111312	Q4763161	child	name	6000000003807598493	Q467685	shared: angharad
2	6000000003051111784	Q116147846	father	solo	6000000015786618472	Q116109754	position
2	6000000003051134380	Q61896416	mother	solo	6000000000769976561	Q61896406	position
2	6000000003051138305	Q56300759	spouse	solo	6000000002006462248	Q2714345	position
2	6000000003051155925	Q2661687	spouse	solo	6000000008370026190	Q11904158	position
2	6000000003051162103	Q110586119	father	solo	6000000003887903628	Q97008768	position
2	6000000003051162807	Q61896413	father	solo	6000000000769976561	Q61896406	position
2	6000000003051169829	Q56285656	father	solo	6000000000250474120	Q56285642	position
2	6000000003051174015	Q2646284	child	date	6000000002183463345	Q75248221	born 1251 vs 1251
2	6000000003051174043	Q75238243	child	solo	6000000001500899319	Q75238108	position
2	6000000003051190270	Q56285658	mother	solo	6000000000250474120	Q56285642	position
2	6000000003051203863	Q76199354	father	solo	6000000003649718627	Q76199361	position
2	6000000003051205258	Q75248137	spouse	solo	6000000001500899319	Q75238108	position
2	6000000003051227292	Q7796194	father	solo	6000000000769920440	Q3486550	position
2	6000000003051267193	Q116112668	father	solo	377663071280012351	Q116055661	position
2	6000000003051295083	Q110578342	father	solo	6000000002603390302	Q1770709	position
2	6000000003051314472	Q75905780	mother	solo	364470939950012477	Q75387315	position
2	6000000003051336533	Q58327962	mother	solo	6000000000093305675	Q527147	position
2	6000000003052518001	Q50147484	spouse	solo	6000000003048289052	Q50147578	position
2	6000000003054277846	Q75388297	mother	solo	363459300950013490	Q75275143	position
2	6000000003056506263	Q116180771	father	solo	6000000014631695565	Q136130187	position
2	6000000003056513128	Q116180772	mother	solo	6000000014631695565	Q136130187	position
2	6000000003063172712	Q103784493	mother	solo	6000000000769520666	Q110303994	position
2	6000000003075768366	Q99199201	father	solo	6000000001588545574	Q75558089	position
2	6000000003076089079	Q75413200	child	name	6000000003243294269	Q61912322	shared: elizabeth
2	6000000003076899932	Q75387431	spouse	solo	6000000002509848888	Q75382592	position
2	6000000003076899939	Q75387439	child	date	6000000002509848888	Q75382592	born 1474 vs 1474
2	6000000003077161680	Q93965544	mother	solo	6000000003747346943	Q93965546	position
2	6000000003078108228	Q886405	child	name	6000000003495391671	Q888771	shared: cyngen
2	6000000003086697872	Q75401025	child	name	6000000003827339709	Q75401005	shared: alice
2	6000000003086740233	Q96238063	spouse	name	6000000010841633369	Q96238064	shared: champernoun,richard
2	6000000003086744188	Q110578229	mother	solo	6000000000743414023	Q1386404	position
2	6000000003086744462	Q75960727	child	name	6000000003086734913	Q75960703	shared: simon
2	6000000003086745383	Q75960726	child	name	6000000003086734913	Q75960703	shared: robert
2	6000000003086745903	Q2418892	child	name	6000000002294724459	Q1816795	shared: dirk
2	6000000003086748361	Q18672898	father	solo	6000000004586606685	Q61807159	position
2	6000000003086782613	Q75290642	child	date	6000000000109921491	Q236970	born 1260 vs 1260
2	6000000003086806865	Q75238234	father	solo	6000000003769781746	Q61971756	position
2	6000000003086858851	Q2896943	father	solo	6000000006906294761	Q31192321	position
2	6000000003086962615	Q76346756	mother	solo	6000000000276153205	Q7179034	position
2	6000000003086962962	Q76356142	child	name	6000000000232615663	Q76356144	shared: maud
2	6000000003086964439	Q3089904	father	solo	6000000003827280827	Q22677456	position
2	6000000003086988878	Q75248114	father	solo	6000000010539542248	Q8007173	position
2	6000000003087080560	Q75104955	child	solo	6000000006906640730	Q17418842	position
2	6000000003087098261	Q1607250	spouse	date	6000000000077812500	Q2898144	born 1373 vs 1376
2	6000000003087134692	Q61896042	mother	solo	6000000008005859314	Q7262160	position
2	6000000003087154173	Q8077325	child	solo	6000000002936528955	Q720822	position
2	6000000003087173788	Q62931397	spouse	name	6000000003243328097	Q16206612	shared: beatrix,pierrepont
2	6000000003087186103	Q99155849	child	name	6000000002106064627	Q75616818	shared: anne
2	6000000003093970307	Q61911588	mother	solo	6000000003146960183	Q61911586	position
2	6000000003097838126	Q505005	child	name	6000000005741439172	Q76101995	shared: gilbert
2	6000000003097884850	Q6205620	child	date	6000000001500928259	Q2906029	born 1289 vs 1289
2	6000000003097933445	Q2243803	spouse	solo	6000000002204090596	Q367578	position
2	6000000003097937105	Q7795521	child	name	6000000000769891509	Q2830624	shared: thomas
2	6000000003098013944	Q76214991	mother	solo	6000000002459920044	Q271784	position
2	6000000003098040073	Q75384516	child	name	6000000000796862667	Q3841908	shared: hamon
2	6000000003098288359	Q61964639	spouse	solo	6000000006727913630	Q20724809	position
2	6000000003099062700	Q5381692	father	solo	6000000008630858607	Q75268350	position
2	6000000003104061642	Q76282765	child	solo	6000000003104857003	Q76282781	position
2	6000000003106268579	Q2419830	child	solo	6000000002043192166	Q103566007	position
2	6000000003107428138	Q100235378	father	solo	6000000015216298337	Q131379757	position
2	6000000003112617421	Q7789611	child	date	6000000003243309472	Q75290458	born 1290 vs 1290
2	6000000003113016360	Q131192778	child	name	6000000006444223100	Q18526915	shared: thomas
2	6000000003113283096	Q3850963	mother	solo	6000000000437008616	Q598373	position
2	6000000003121317794	Q100872137	child	date	6000000003293303841	Q40334107	born 1882 vs 1882
2	6000000003122317837	Q102862118	child	solo	6000000015813058103	Q102862220	position
