our_geni	our_name	via_child_geni	via_child_name	via_child_qid	candidate_parent_qids
314508734960005307	Vivika Sparrman	6000000002588529156	Olof Strandberg	Q52509123	Q132188819
314509167280001262	Olof Olofsson Strandberg	6000000002588529156	Olof Strandberg	Q52509123	Q132188819
315331424140002728	Samuel Willard	315336717180006465	Joseph Willard	Q98050960	Q98050963|Q98050967
315704712390006463	Erik Appel	315716045860008010	Elin Høgsbro Appel	Q12309738	Q12310276
315706829570008004	Herdis Appel	315716045860008010	Elin Høgsbro Appel	Q12309738	Q12310276
316660949220006484	Margot Vidal-Naquet	316670476240006520	Pierre Emmanuel Vidal-Naquet	Q205185	Q50383861
316665486200008333	Lucien Vidal-Naquet	316670476240006520	Pierre Emmanuel Vidal-Naquet	Q205185	Q50383861
317671909630001390	Margareta Bondesdotter	4018689	Knut Knutsson (Roos af Hjelmsäter) till Hjelmsäter	Q110386259	Q101247657
317708579610001391	Janet Ogilvy of Boyne	6000000094084692368	George Gordon	Q76312422	Q76312421
318696605220006609	Christina Arvidsdotter (Drake af Intorp)	6000000004457921034	Arvid Claesson Uggla till Påarp	Q103781466	Q103782790
321047597580002316	Poul Ingwersen	321048379970004863	Seneca von Geltingen Baron	Q834652	Q130683608|Q130683609
321249986350006345	Ingeborg Bengtsdotter (bjälke)	6000000001934304946	Sigge Larsson (Sparre af Rossvik) d.y.	Q6327124	Q101247184
322112186500007391	Margareta Svantesdotter Sture	6000000003961965399	Nils Turesson Bielke af Åkerö	Q110303100	Q110303577
322122353900004992	Anna Poulsdotter Sested tre Sjöblad	329660282540006121	Gabriel Kristiernsson Oxenstierna till Mörby	Q6031752	Q99301926
322124492150002341	Elisabet Gabrielsdotter Oxenstierna	6000000002040909462	Gabriel Göransson Posse	Q87178376	Q6162327
3249363	Margrethe Clausdatter Bjelke til Tøndelgaard	6000000012116876542	Jens Ovesen Bjelke til Østraat, Tøndel, Holden	Q3356793	Q103780603
3250235	Gunhild Ovesdatter Bing	6000000000407999879	Jens Tillufsen Bielke	Q6179855	Q103780579|Q103780589
328003699320004652	Anna Eriksdotter Soop	6000000006127393321	Göran Eriksson Ulfsparre af Broxvik	Q135665873	Q128803927
328058257770004654	Anne Washington	6000000000669136730	George Steptoe Washington	Q5544830	Q75767077
328064865480001109	Samuel Walter Washington	6000000002649969062	Lucy Elizabeth Payne Packett	Q114458288	Q114458273
328147886880005469	Elsa Hansdotter Soop	6000000007337810663	Christina Olofsdotter Ryning	Q108914490	Q109179186|Q109179696
328148159350004655	Olof Eriksson Ryning	6000000007337810663	Christina Olofsdotter Ryning	Q108914490	Q109179186|Q109179696
332687512640014941	Ide de Blanquefort	6000000057327773067	Pope Clement V	Q131463	Q116004126|Q116004135
333550262480011868	Friederike Sophia Christiana Münter	6000000001753122280	Carl Friederich Balthasar Brun til Krogerup	Q12304944	Q450985
336530723230014235	Dugald Campbell of Auchenbreck 1st Baronet	6000000006348964543	Duncan Campbell of Auchinbreck Bt.	Q7526450	Q7526447|Q75536572
336530813020014239	Mary Erskine	6000000006348964543	Duncan Campbell of Auchinbreck Bt.	Q7526450	Q7526447|Q75536572
336540115720011832	Alexander Erskine	6000000000305170866	Thomas Erskine K.G.	Q7617163	Q4718808|Q75272057
339446815790012895	Johan Rudbeck	339435131070013659	Johannes Johannis Rudbeckius d. ä.	Q1663709	Q130359469
339447138750012264	Christina Persdotter Bose	339435131070013659	Johannes Johannis Rudbeckius d. ä.	Q1663709	Q130359469
340820289410001358	Christiane Elisabeth Georgine Heger	6000000011794398563	Marie Louise Oehlenschläger	Q112731839	Q55900144
340831793700006589	Joachim Conrad Oehlenschläger	340821498810006584	Adam Gottlob Oehlenschläger	Q168356	Q16064115
341670938620011531	Erik Ottesen Orning til Vatne og Valvatne	6000000001169087683	Bernt Eriksson Orning	Q107147764	Q108133411
342022318770007203	Charlotta Rotenburg	5335366355750074303	Christina Charlotta Rudbeck	Q16596225	Q740096
342024963440013580	Johan Peter von Sydow	6000000019949561249	Axel Reinhold von Sydow	Q6200306	Q131048256
342026151920011851	Eleonora Juliana Wiggman	6000000004213760892	Anna Eleonora Charlotta von Sydow	Q16616050	Q29246906
345496394600005298	Thure Knut Martin	345496310060013685	Thure Bernhard August Martin	Q5977741	Q124364419
347217641430012561	Chimnechildis	347216548970004818	Dagobert II King of the Franks in Austrasia	Q316874	Q12298066
347657700690011265	Siemomysł R1b1a1b1a1a2b (PF6570/S28/U152) książę	363871132870012262	Mieszko I	Q53435	Q161831|Q9274595
352411058120003159	Margareta Axelsdotter Natt och Dag	6000000006077263530	Axel Carlsson Sparre till Kronoberg	Q6184848	Q99302101
356601173070003496	Helena Torildsdotter princess of Sweden	6000000003087125859	Christina Ingesdotter Ingesdatter	Q2616032	Q3112191
359279068060001896	Andronikos Doukas	6000000002187821274	Constantine Doukas	Q41660	Q110738135
360120069790010046	Millicent de Montfichet	6000000000424798876	Richard II de Montfichet of Stanstead, Surety of the Magna Carta	Q23639374	Q75301540
361089647570003508	Anna Paleologina	361089507860011643	John V Palaiologos Byzantine emperor	Q37070	Q240407
361239376580007703	Helena Palaiologos	6000000000670279300	Manuel II Palaiologos byzantine emperor	Q37097	Q2658379
361239904280001373	Jovan VI Kantakouzenos Byzantine emperor	361242720430013551	Matthew Asen Kantakouzenos	Q329708	Q37084|Q2574542
361240244600012699	Irene Asanina	361242720430013551	Matthew Asen Kantakouzenos	Q329708	Q37084|Q2574542
361246584430007702	Eugenia Irene Gattilusio of Lesbos	361246792660007630	Andronikos V Palaiologos	Q37089	Q3657814
361247784740007621	Helena Palaiologos saint Hypomone	6000000009965449321	John VIII Palaiologos byzantine emperor	Q37062	Q272418
361249243780011638	Jean de Lusignan King of Cyprus	6000000008467712710	James II de Lusignan king of Cyprus	Q878977	Q878962|Q1230980
361255292390013563	Catherine Palaiologina lady of Arkadia	6000000008415553952	Andreas Palaiologos	Q499876	Q15844653
361831579660011822	Ingeborg Gudmundsdotter	6000000020252203970	Georg Stiernhoff	Q87047450	Q18237811
361885454580013913	Alexandra Ivanovna of Moscow	6000000000671874700	Dmitry Ivanovich of Vladimir	Q188995	Q4060972
361889592490004752	Dmitri Konstantinovich of Vladimir	6000000000672141254	Eudoxia of Moscow	Q2624015	Q2287599|Q61268398
361899168470007979	Feodosia Mstislavovna of Vladimir	6000000006426337030	Alexander Yaroslavich Nevsky of Vladimir	Q174044	Q359396|Q30879239
363459300950013490	Patrick Graham	363455350330012355	Alexander Graham	Q4718993	Q75275143|Q75275144
363466680820005860	David Graham of Dundaff	6000000012400273621	John Graham of Dundaff & Abercorn	Q76074038	Q41641831
363920011020004040	Henry I ´der Bärtige`	6000000003937220101	Henry II Piast	Q53446	Q53445|Q57520
364546996610002449	I. János Szapolyai magyar király	370822999470007686	János Zsigmond Zápolya (Szapolyai) II.	Q313396	Q32607
365372056200006257	Anne de Ferrers	365365368220012928	Edward le Despenser 1st Baron le Despencer	Q4208487	Q68110236
365411847800006405	Philippa de Beauchamp Countess of Stafford	6000000007606458254	Katherine de Stafford Countess of Suffolk	Q6376583	Q7184742
367115010670011049	Sinill de Douglas	6000000003828029622	Moddan of Caithness Mórmaer of Caithness	Q75387768	Q75387795
3679277	Anna Svinhufvud	6000000002797426903	Johannes Elai Terserus	Q6206338	Q6206328
368483634080002549	Jöns Filipsson Bonde	6000000008377738313	Filip Jönsson Bonde till Borrö	Q122962082	Q110549260|Q110549263
368713820640003185	Louis d'Anjou, comte de Gravina	368714613840011374	Charles III , King of Naples, Hungary and Croatia	Q311861	Q631524|Q75394476
368714154710012201	Margareta Sanseverino	368714613840011374	Charles III , King of Naples, Hungary and Croatia	Q311861	Q631524|Q75394476
3696730	Dobronega Maria Vladimirovna Piast Rurikid	6000000007458867515	Mieszko Kazimierzowic	Q5542406	Q263296
370166216450011194	Katarina Karlsdotter Karlsdotter Lejonbalk	6000000195206694875	Margareta Ulfsdotter Hiorthofud	Q101247393	Q101247394;Q6219155|Q98697738
373825433260012185	Floris Carel van Beieren-Schagen	373802532570013532	Maria Isabella van Beieren-Schagen Vrouwe van Schagen, Barsingerhorn en Haringhuizen	Q1885178	Q2544015|Q106875612
373825948450007046	Jacoba Maria van Wassenaer	373802532570013532	Maria Isabella van Beieren-Schagen Vrouwe van Schagen, Barsingerhorn en Haringhuizen	Q1885178	Q2544015|Q106875612
374702604860007088	David McKay	6000000012412836651	David O. McKay, President LDS Church	Q1175942	Q47541485
375693712960012610	Ivan Asen I	6000000000460726610	Ivan II Asen	Q313427	Q748091|Q3657881
375743294250004675	George I Terter	6000000003696173652	Theodore Svetoslav	Q703842	Q715297|Q11769200
375771159210012562	N.N. Palaiologina	375773065110012019	Marina Smilets	Q6763915	Q430736|Q574537
375784738310012619	Börte Üjin Ujin Khatun of the Mongol Empire	375783977160004715	Jochi Tchingisov son Bordzhigin	Q186581	Q234805
376406918790013422	Maria Theresa Francesca Giuseppa Giovanna Benedicta von Habsburg-Lothringen regina di Sardegna	1354718	Vittorio Emanuele Maria Alberto Eugenio Ferdinando Tommaso di Savoia	Q168691	Q181261|Q234568
376411602640013414	Carlo Alberto Amedeo Emanuele Vittorio Maria Clemente Saverio di Savoia Re di Sardegna	1354718	Vittorio Emanuele Maria Alberto Eugenio Ferdinando Tommaso di Savoia	Q168691	Q181261|Q234568
376456844520011080		4954353449500028686	Michael III Asen Shishman	Q453491	Q3543962|Q131142450
376460534500005789	Maria Elisabeth Francesca Elisabetta Carlotta Giuseppina di Savoia-Carignano Erzherzogin von Österreich, viceré del Lombardo-Veneto	6000000002188434178	Leopold Ludwig Maria Franz Julius Eustorgius Gerhard von Habsburg-Lothringen Erzherzog	Q638678	Q442756|Q735831
376461877660013431	Rainer Joseph Johann Michael Franz Hieronymus von Habsburg-Lothringen Erzherzog, viceré del Lombardo-Veneto	6000000002188434178	Leopold Ludwig Maria Franz Julius Eustorgius Gerhard von Habsburg-Lothringen Erzherzog	Q638678	Q442756|Q735831
376911035680012118	Isabel Arias Davila y Poblete	6000000002265626390	Gonzalo Vasquez de Coronado y Arias Davila	Q5883336	Q5612198
377256097400012303	Demetrius I Kantakouzenos despot of Morea	6000000017606616647	Helena Kantakouzene !\	Q6761715	Q20028150
377633143710013804	Berndt Ulrik Nordgren	6000000002059850237	John Berndt Nordgren	Q17382614	Q122364468|Q122364477
377633663810013807	Hulda Christina Nordgren	6000000002059850237	John Berndt Nordgren	Q17382614	Q122364468|Q122364477
377649183480004232	Elen ferch Eudaf Hen	6000000003827309346	Antonius Donatus Gregorius	Q4067684	Q1327859
377663071280012351	Anlach Goronog mac Cormac King of Ireland	377661791800005806	Brychan Gododdin ap Anlach Saint, Brenin Brycheiniog	Q2398021	Q116055661|Q116055662
3777337	Anna Elisabet Geijer	6000000004885804966	Carl Magnus af Robson	Q28840241	Q111416242
378271468310013093	Anna Magdalena Joachimsdotter Wargentin	6000000000698230995	Katarina Elisabet Vadsten	Q136193171	Q136193173
3784382	Theophanu Skleraina	6000000003439632313	Otto III	Q151090	Q464081
380055202660012955	Hedvig Amalia Charlotta Trolle-Wachtmeister	6000000012001439450	Ulrika Eleonora Sofia Barnekow	Q50318486	Q4959104
383205592810012430	Roger van Gistel Heer van Straete	6000000185361653909	Elisabeth de Ghistelles	Q75896094	Q75889756|Q75892553
384070862300011689	Hadaburg N.N. Gräfin im Saalgau	6000000003346787945	Poppo von Babenberg Graf im Grabfeldgau	Q2746904	Q76299054|Q76298658
384745660540013670	Erik Carlsson Kuse till Almby	4631415	Brita Eriksdotter Kuse	Q110457180	Q40104550|Q136383919
384957042050004258	Märta Axelsdotter Posse	384955697100012616	Filip Jönsson Bonde	Q99301904	Q99301907
385035064430011809	Svyatoslav Yaroslavich Chernigovsky, of Chernigov	6000000026164892867	Akarina von Loccum of Elsdorf	Q135983681	Q4331319
385912670890011224	Eudokia Porphyrogenita	6000000002187821274	Constantine Doukas	Q41660	Q110738135
385913140580010136	Anna Komnenos	6000000000125596647	Ioannes Komnenos	Q3767041	Q6752551
3869085	Elisabeth Sophia Frfr. von Buddenbrock	3883630	Johann Fredrich von Buddenbrock Baron	Q113244663	Q136139520
387982253800007385	Mama Palla Chimpu Tucto Coca 11va Colla Reina del Cusco	5005151048670058255	Cristóbal Paullu Inca	Q1396437	Q5715368
388714070460007453	Juana Fernández de Orozco Ruiz Sra. de Hita y de Buitrago	6000000000137960977	Pedro González de Mendoza y Orozco I señor de Hita y Buitrago	Q6068982	Q5883352|Q110302069
388793565870003237	Rotrude	6000000005792904234	Ermengarde in de Haspengouw	Q231827	Q56258080
3929061297010049751	Peder Tyreson	3929069267310061288	Anders Petri Dyk	Q96357580	Q117353135
3929307420620079984	Maria Gustava Cnattingius	6000000002986605647	Carl Wilhelm Kastman	Q5903377	Q115987645
3985322	Anders Nilsen Panter til Asdal	6000000003343999853	Johanne Andersdatter Panter til Asdal	Q4988843	Q108840739|Q108840740
4015183362770034969	Mercy Bradstreet	6000000007007346080	Mercy Oliver	Q87783323	Q87783858|Q87783197
4028933255290011118	Maria Göransdotter Ekeblad	6000000000404615384	Erik Hildebrandsson Uggla	Q131740899	Q110313606
4047727089520079185	Anna Margretha von Haffner	6000000001504319854	Thyra Valborg Krag-Juel-Vind-Frijs	Q110304465	Q110304466
4059558	Elisabet Tersera	6000000002487224778	Jöns Claesson Wallwik	Q55874140	Q112969082|Q112969083
4076929673010124126	Johan Claes Cnattingius	6000000001805189668	Alfhild Charlotta Cnattingius	Q24019564	Q108434577
4083563	Nils Nilsson Nilsson (Natt och Dag)	4084243	Per Natt och Dag till Säby	Q99301955	Q6008802|Q99301989
4085335	Catharina Ebba Carlsdotter Natt och Dag	6000000010762676675	Germund Carl Cederhielm	Q18238102	Q111189569
4085368611040124960	Margareta Gödiksdotter Fincke till Kanckas	6000000012749365249	Gustaf Evertsson Horn till Marienburg	Q2492593	Q105796231
4093676309000010109	Isabelle Élisabeth de Montagu	6000000006910563880	Jeanne de Roucy et de Braine Comtesse de Roucy et de Braine	Q96244822	Q96244826
4093711337850033819	Simon de Roucy Pierrepont Comte de Roucy et de Braine	6000000000474020128	Hugues II de Pierrepont comte de Roucy	Q57605554	Q102830155|Q102830176
4102602	Christina Björnsdotter of Sweden	4102701	Canute I Eriksson King of Sweden	Q442876	Q136653397
4127785360220059581	Johan Franciscus Gottlieb Schønheyder	6000000010704177476	Johan Christian Schönheyder	Q6214980	Q6170694
4127785378150010253	Mette Hansdatter Mossin	6000000010704177476	Johan Christian Schönheyder	Q6214980	Q6170694
4179623622700125728	Cesare Rasponi Bonanzi Conte	4179600881960025620	Gabriella Rasponi Bonanzi	Q3756761	Q3665517
4189058181370041848	Elis Furuhjelm	5699458417270134751	Elis Ragnar Furuhjelm	Q5408053	Q29419475
4207878	Oscar Claes Fleming Holtermann	5543650082330080548	Reinhold Oscar Christian Holtermann	Q5812609	Q5812602
4224136108080121326	Mathilde de Blois Queen consort of England, comtessa de Boulogne	6000000002131803922	Marie	Q237900	Q229592
4225312789020057152	Agnes von Bayern	4202797373630036356	Ludwig von Bayern	Q61467	Q4450926
4229810402330033993	Katherine de Balsac	6000000007901056252	Henrietta Gabrielle Gordon Marchioness of Huntly	Q62162436	Q75243290
4240537919610035130	Lars Bengtsson Hierta till Kålsholmen	4240179727450124017	Per Larsson Hierta till Häggatorp	Q5805081	Q110386205|Q110386216
4246764	Giovanni Attendolo	5203619525290088777	Giacomo Attendolo Attendolo lo Sforza	Q932356	Q24066899|Q61636573
4246765	Elisa Petraccini	5203619525290088777	Giacomo Attendolo Attendolo lo Sforza	Q932356	Q24066899|Q61636573
4250296231220063485	Mario Chigi Albani della Rovere VII principe di Farnese	6000000019223390569	Ludovico Chigi Albani della Rovere Príncipe y Gran Maestre de la Soberana Orden de Malta	Q1379650	Q27661831
4250306164680049781	Agostino Chigi della Rovere	6000000008341633511	Sigismondo Chigi della Rovere Principe	Q27835190	Q16271474|Q76018198
4256705952020039745	Agnes von Barby-Mühlingen	6000000015119720011	Anna Maria of Anhalt	Q527486	Q23771111
4256719696270064351	Wolfgang I Graf von Barby-Mühlingen	6000000006727764771	Albrecht von Barby-Mühlingen X	Q55168568	Q55155115|Q61723635
4258867	Giovanna ‘Vannozza’ dei Cattanei	6000000000350950665	Cesare Borgia Duca di Valentinois, Captain General of the Church	Q187998	Q233178
4258970970100070152	Rozala of Italy	6000000001412935350	Baldwin IV the Bearded, count of Flanders	Q378177	Q466257
4259042	Jofré de Borja y Escrivà, 1er Señor de la Casa de Borja en Xátiva	6000000001045079246	Roderic Llançol i de Borja pope Alexander VI	Q108316	Q6214652
4259064	Mossen Juan Domingo de Borja y Doncel	4259048	Isabel de Borja y Llançol	Q18156578	Q5290415|Q97783170
4259374	Charlotte d'Albret Dame de Châlu, regent of the Duchy of Valentinois	4259386	Louise Borgia d'Albret de Châtillon-Limoges Duchessa di Valentinois suo jure, suo jure Dama di Chalus	Q31240	Q1955329
4264137824880038907	Maria Borisovna of Tver'	4264157822390053599	Ivan Ivanovich Рюрикович	Q2651990	Q1188419
4265302014980128122	Hugues de Lusignan Comte de la Marche	6000000002304345688	Hugues X de Lusignan comte de la Marche	Q257036	Q939520|Q102834743
4268988	Elena Salviati	6000000001893607236	Jacopo Salviati	Q913241	Q61726998|Q61727005
4269521	Lucrezia de' Medici	5115884767710034374	Bianca de' Medici	Q1089049	Q1113645
4280428	Alice Margareta Hedin	4280345	Tore Knut Albert Hedin	Q49097998	Q29611748
4285434	Jean I de Flandre comte de Namur	6000000021660737126	Guy II of Namur Marquis of Namur	Q1934858	Q1305838|Q2399640
4309959632010067721	Karin Kerfstedt	4420687971470086705	Ingemar Kerfstedt	Q5906627	Q111189014
4309976041010067293	Ulrika Ruuth	4429265737500075502	Anna Ruuth Wide	Q50355734	Q50351267
4321098567160010617	Nicolas d'Oisy seigneur d'Avesnes, de Leuze & de Condé	4321093289530030615	Jacques van Avenne	Q1386429	Q2749178|Q107363936
4322668	Erik Arvidsson Trolle till Fånö, Ekholmen och Lagnö	6000000001922570507	Beata Eriksdotter Trolle	Q99301929	Q958817|Q99301933
4342753987680065165	Meyer Ruben Henriques	4308064266150056813	Pontus Herman Henriques	Q5801525	Q104211882
4349450	Carin Eriksdotter Gyllenstierna	6000000001922570507	Beata Eriksdotter Trolle	Q99301929	Q958817|Q99301933
4350512361430127044	Jonas Kerfstedt	4420687971470086705	Ingemar Kerfstedt	Q5906627	Q111189014
4369107	Bengt Heer Uddsson Vinstorp	6000000011590224598	Märta Bengtsdotter Vinstorp	Q103781939	Q98697688|Q98697689
4369463	Christina Magdalena von der Pfalz-Zweibrücken-Kleeburg zu Baden-Durlach	6000000006727849653	Christine von Baden-Durlach Markgräfn zu Brandenburg-Ansbach, Herzogin zu Sachsen-Weimar	Q84558	Q62884|Q64125
4372078941100029399	Faileuba	6000000004316193251	Theuderic	Q316869	Q3064488
4377269	Prost Olaus Troilius	6000000007442688545	Ärkebiskop Samuelis Olai Troilius	Q1168365	Q48562235
4379734831610069360	Peter Danckwardt	6000000000332209229	Peter von Danckwardt	Q5616499	Q19976444|Q109952542
4379737901000069623	Catharina Sabina Crail von Bamberg	6000000000332209229	Peter von Danckwardt	Q5616499	Q19976444|Q109952542
4413227	Maria Soderini	6000000008963051095	Lorenzino de' Medici Lorenzaccio	Q1050480	Q708697
4419737840620030736	Agostino Chigi della Rovere III principe di Farnese	4250310319520050819	Sigismondo Chigi Albani della Rovere principe di Farnese	Q22926744	Q27835186|Q130313011
4419737899550021662	Giulia Augusta Chigi della Rovere	4250310319520050819	Sigismondo Chigi Albani della Rovere principe di Farnese	Q22926744	Q27835186|Q130313011
4419771655010030488	Augusto Chigi della Rovere	6000000013429233862	Laura Chigi Albani della Rovere	Q110459125	Q27999314|Q110459127
4419771697210021677	Maria Eleonora Rospigliosi	6000000013429233862	Laura Chigi Albani della Rovere	Q110459125	Q27999314|Q110459127
4419784885600127318	Agostino Chigi	6000000112536167836	Laura Chigi	Q130527446	Q26899109|Q110459208
4419784919120021680	Maria Virginia Borghese	6000000112536167836	Laura Chigi	Q130527446	Q26899109|Q110459208
4419816435970068562	Flavio Chigi	4419858038520054927	Pope Alexander VII	Q127254	Q100441573|Q100441588
4442868391570026354	Mary Ellen Chilton	6000000003578810979	John Ball Chilton	Q96203257	Q96203262
4474758689980023559	Emma Stanley	6000000000232615303	William de Stanley	Q75616710	Q75616711|Q75616804
4475084324010076168	Kerstin Kristina Augusta Clason	6000000010964427874	Isak Gustaf Clason	Q5609602	Q98545598
4479332664060024502	Adelaida Toda de Provenza comtessa de Besalú	6000000004533664172	Garsenda de Besalú vescomtessa consort de Narbona	Q44828487	Q3304798|Q11952039
4510922817560034706	Margery Fitzhugh	6000000006422146897	Elizabeth Greystoke	Q75464240	Q75241186
4510970565170055851	Henry Fitz Hugh	6000000006444299812	Maude Matilda Fitzhugh	Q76268796	Q5721272|Q75933581
4522575	Marie Sibylla von Nassau-Saarbrücken Herzogin zu Schleswig-Holstein-Sonderburg-Beck	6000000007295010814	August II von Schleswig-Holstein-Sonderburg-Beck Herzog	Q89286	Q63756|Q11935483
4535864	Carin Nilsdotter Bielke	6000000006200108757	Anna Eriksdotter Gyllenstierna Lundholm	Q61947884	Q103787995
4543755	George von Braunschweig-Lüneburg Duke Prince of Calenberg	311748967320008232	Christian Ludwig von Braunschweig-Lüneburg Herzog, Fürst zu Calenberg und Lüneburg	Q69987	Q61829
4549096	Helena Cornelia Tellander	6000000177853846840	Gunnar Richard Tellander	Q16650464	Q16650465
4568525560870129898	Warin Trussell	6000000006444553640	Maud Hastang	Q75876638	Q75520034
4583174	Carin Ottesdotter Hästhufvud till Holm	6000000011851759234	Matts Larsson Cruus till Harfvila	Q4844475	Q10554454
