our_geni	our_name	via_child_geni	via_child_name	via_child_qid	candidate_parent_qids
6000000008223611632	Waldemar Ernst von Eldern	6000000008222917081	Juliane Dorothea von Eldern	Q109835159	Q131725749
6000000008232030152	David Ludvig Silfverstolpe	6000000010752448585	Carl Gudmund Uno Silfverstolpe	Q29342022	Q19976089
6000000008232061945	Johanna Sofia Fredrika von Troil	6000000010752448585	Carl Gudmund Uno Silfverstolpe	Q29342022	Q19976089
6000000008232183521	Beata Maria von Troil	6000000008650653469	Fredrik Knut Harald Strömfelt	Q6193517	Q19860753|Q133824981
6000000008244587579	Anna Charlotta Kruuse af Verchou	6000000003580314981	Reinhold Jakob von Essen	Q50839939	Q103771902
6000000008245546546	Brita Christina Larsdotter Thodén	6000000000277935259	Otto von Essen	Q131417412	Q135550683
6000000008248188631	Maria de Hauteville	6000000015065329634	Richard de Hauteville of Salerno	Q630794	Q21197903
6000000008248262513	Jean Gordon Countess of Argyll	6000000016442512049	Agnes Campbell	Q4693021	Q1801768
6000000008248262784	Marion Stuart	2284923	Elizabeth Crichton of Kinnoull	Q76001251	Q75243254|Q75243229
6000000008248381212	Lucius Aurelius Cotta II	6000000006857916009	Lucius Aurelius Cotta	Q935566	Q3265869
6000000008248391690	Eckbert I von Braunschweig Markgraf von Meissen	6000000001586559347	Gertrud von Braunschweig	Q64329	Q62523|Q16985749
6000000008248421599	Aliénor de Thouars	6000000003098118211	Aimery	Q3437872	Q9662155|Q56285200
6000000008248430260	Angelina Batatzes	6000000000467485268	John III Doukas Vatatzes	Q37072	Q3930324|Q101499975
6000000008248430400	Mathilde von der Nieder-Lausitz von Brandenburg	6000000028323698428	Otto III von Brandenburg Askanier of Brandenburg	Q672163	Q819252|Q61928134
6000000008248528380	Desideree de Lucy	6000000004382620891	Geoffrey de Lucy V	Q113633060	Q113633069
6000000008248533174	William Sneyd of Bradwell, Knt.	6000000008971947305	Elizabeth Touchet	Q75299369	Q75299370
6000000008248647027	Archbald the Red Campbell 4th Earl of Argyll	6000000006444452310	Archibald Campbell 5th Earl of Argyll, 10th Mac Cailein Mór	Q2368509	Q2627091|Q75264586
6000000008248664316	Anastasia Duchess Von Pommern	6000000019731423449	Kazimierz II Duke of Pomerania	Q470602	Q4751904
6000000008248665161	Frances Needham	6000000004993695099	Dorothy Chetwode	Q75821956	Q75804618
6000000008248665164	Thomas Needham	6000000008248665157	Robert Needham Sheriff of Shropshire	Q75413870	Q75804526
6000000008249504022	Heinrich zur Mühlen	6000000005554007007	Christine Charlotte Höppener	Q126995397	Q55857207
6000000008249673699	Anna Sophia* Justina zur Mühlen	6000000005554007007	Christine Charlotte Höppener	Q126995397	Q55857207
6000000008250767378	Sigrid Elisabeth Mathilda Petersson	6000000008250708121	Bengt Olof Aurelius	Q5594949	Q129695099
6000000008250988033	Maria Francisca de Assis de Bragança	6000000008250910035	Carlos Luis de Borbón y Braganza conde de Montemolin	Q526803	Q235162
6000000008251200999	Johan Olofsson Norin	6000000007366278205	Olof Nordenfeldt	Q116761407	Q120870090
6000000008258749646	Johanna Johansdotter von Minden	6000000007483055633	Peter Petersson Ekman III	Q5630718	Q5630706
6000000008266544349	... da Carrara	6000000004533185440	"Giacomo I da Carrara ""il Grande"" 1°signore di Padova"	Q429760	Q112630258|Q112630261
6000000008269690809	Christoffer Adam von Steding till Lentschow	6000000008251819803	Curt Bogislaus Ludvig Kristoffer von Stedingk	Q559295	Q50843186|Q50843189
6000000008269802532	Christina Charlotta von Steding	6000000008251819803	Curt Bogislaus Ludvig Kristoffer von Stedingk	Q559295	Q50843186|Q50843189
6000000008269915234	Ulrika Fredrika Ekström	6000000008269849475	Sofia Teresia von Stedingk	Q49853462	Q109835051
6000000008269934190	Ture Ollonberg	6000000013289190946	Helena Sofia Ollonberg	Q131726352	Q131726353|Q131726366
6000000008276231967	Gerhard Bartholdsson Leijoncrantz till Hellerup	6000000033083347907	Armika Leijoncrantz	Q138658954	Q123255158
6000000008276498508	Brita Leijoncrantz	6000000033083347907	Armika Leijoncrantz	Q138658954	Q123255158
6000000008277598663	Bjólan Beollàn	6000000008277237018	Niðbjörg Bjolansdóttir	Q130629840	Q75384572
6000000008285947807	Marie Charlotte Frederikke Uldall	6000000006122767591	Hans Christian Frederik Wilhelm Cederfeld de Simonsen til Erholm og Søndergaarde	Q12314819	Q136125974
6000000008286558312	Frederik Adolf Uldall	6000000001504570324	Johannes Frederik Christian Uldall	Q6219094	Q12312521
6000000008288845108	Carl Wittgenstein	6000000008403051121	Paul Wittgenstein	Q2063183	Q96090165|Q96090166
6000000008289156151	Helvig Eriksdatter von Schleswig Dronning af Danmark	4077656	Margareta Magnuson Drottning af Danmark, Norge och Sverige	Q202266	Q2599803
6000000008294011764	Lovisa Ulrika Silfverschiöld	6000000007985742259	Carl Arvid von Otter	Q50347237	Q133225181
6000000008298641613	Anna Sofia Ållongren	6000000007415220794	Arvid Joakim Taube	Q98698340	Q98698343|Q98698360
6000000008300352142	Hildegard Wittgenstein	6000000008403051121	Paul Wittgenstein	Q2063183	Q96090165|Q96090166
6000000008300530070	Joan Douglas	6000000008248267700	Thomas d'Acre 6th Baron Dacre	Q7788808	Q75258158
6000000008303408009	Abraham Keyser	6000000008303017732	Carl Keyser	Q123400063	Q123400082
6000000008309732285	Åke Nordenfelt	6000000003188381467	Elisabet Nemmie Carolina Mannerheim	Q109939425	Q105038114
6000000008317148273	Rasmus Romell Pedersen Bruhn of Brunsgaard	6000000005744903659	Sidsel Rommelsdatter Brun	Q103780526	Q103780538|Q103780546
6000000008318834614	Fernando de la Cerda de Castilla señor de Lara	6000000008318845707	Juan Nuñez de Lara Cerda III Señor de Lara	Q3025544	Q351139
6000000008319667533	Adriana Fineman	6000000002325358170	Johan Eberhard von Schantz	Q62916833	Q120467667
6000000008320616281	Carl Fredrik Hammarhjelm	6000000009154939300	Ulrika Charlotta Emerentia Strokirk	Q134114195	Q44472687
6000000008320674227	Beata Maria Linroth	6000000009154939300	Ulrika Charlotta Emerentia Strokirk	Q134114195	Q44472687
6000000008333013549	Henry Neville 5th Earl of Westmorland	6000000011017777945	Catherine Nevill	Q134971665	Q7611360
6000000008338039929	Frederik von Ahlefeldt County count of Langeland	6000000004145895571	Christian Ahlefeldt-Laurvigen	Q20830734	Q1463555|Q111989097
6000000008339184016	Christine Sophie Von Ungern-Sternberg	6000000008340067114	Gustav Johann von Ungern-Sternberg	Q115734978	Q110619269|Q110619273
6000000008340360670	Hans Gustav von Rosen af Kaster	6000000016449756790	Carl Otto von Rosen	Q115864197	Q54507458|Q110619278
6000000008340862470	Olof Johan Nilsson Ekström	6000000178079090831	Sanny Elise Ekström	Q11892395	Q106323642
6000000008341287195	Teresa Chigi Albani della Rovere	5052483165770028542	Don Marino Tortolonia	Q6764450	Q76018190
6000000008341727244	Hedvig Pfeiff	6000000008339412636	Joakim von Düben	Q126870489	Q126870498
6000000008342323319	Marino Salvatore Ignazio Torlonia	6000000008341287199	Giulio Torlonia	Q55684789	Q3848225|Q76018181
6000000008352659320	Garwa Padmi Purwaningrat	6000000017947153191	Paku Alam II Pangeran Suryaningrat RT Notodiningrat II	Q2064276	Q2342097
6000000008353239644	"Nils Månsson Durelius ""Den store"""	6000000009514724264	Peter Nilsson Duréel	Q39923675	Q19976819|Q120506894
6000000008353704922	Giovanni Raimondo Torlonia 1st prince of Civitella Cesi	6000000026037194276	Alessandro Raffaele Giuseppe Filippo Torlonia Principe di Civitella Cesi	Q1425551	Q3768001
6000000008354244204	Anna Sforza	6000000008341287199	Giulio Torlonia	Q55684789	Q3848225|Q76018181
6000000008365400736	Otto V., von Oldenburg-Delmenhorst Graf	6000000007606745110	Adelheid von Oldenburg-Delmenhorst Gräfin zu Oldenburg	Q75393490	Q52833487|Q75247030
6000000008365818150	Jonet Balfour	6000000006444360190	George Leslie 4th Earl of Rothes	Q5541686	Q7618846|Q75272099
6000000008369921266	NN wife of King Theodoric I of the Visigoths , Queen Consort of the Visigoths	6000000000499350741	Thorismund	Q313079	Q110892
6000000008375987266	Catherine von Hohenzollern Kurfürstin zu Brandenburg	6000000001317331213	Dorothea von Brandenburg Herzogin zu Sachsen-Lauenburg	Q145241	Q431376
6000000008381546890	Erik Otto Adelborg	6000000011490611926	Per Otto Adelborg	Q5542554	Q110313415|Q110313423
6000000008381951429	Anna Margareta Plomgren, Plommenfelt	6000000006127657023	Claes Fredrik Horn af Åminne till Huvusta	Q3678958	Q5813650
6000000008384102573	Jiadjak Jaqeli	6000000008384003915	Andronikos III Megas Komnenos Emperor of Trebizond	Q365659	Q365710|Q6191429
6000000008385481085	Lorentz von Numers	6000000008385820935	Lorentz von Numers	Q137806559	Q55093614
6000000008385595891	Margareta Fock	6000000008385820935	Lorentz von Numers	Q137806559	Q55093614
6000000008386147753	Carl von Numers Till Uggelbohl	6000000113310649834	Fredrik Adolf von Numers	Q22979270	Q136528904
6000000008388563289	Brita Christina Lundstedt	6000000113310649834	Fredrik Adolf von Numers	Q22979270	Q136528904
6000000008394473773	Hubert William de Besche	6000000016150737066	Elisabeth Hubertsdotter de Besche	Q127116223	Q5618543
6000000008395084275	Eudokia Ingerina, Byzantine Empress	6000000000437064603	Leo VI 'The Wise' Byzantine Emperor	Q41618	Q41592;Q41622|Q260119
6000000008395473048	Henriette de Savoie de Savoie-Villars	6000000003311986861	Catherine de Lorraine	Q971626	Q524562|Q2032537
6000000008396479856	Elizabeth de Handesacre	6000000004867827616	Elizabeth le Boteler 4th Baroness Boteler of Wem	Q61971294	Q61971583|Q104503737
6000000008404729735	Quintus Caecilius Metellus Consul (206 BCE)	6000000003828196721	Lucius Caecilius Metellus Calvus Consul (142 BCE)	Q703354	Q897091;Q929498
6000000008408394497	Joan de Braose	6000000001744971235	John de Bohun 1st Lord Bohun & Baron of Midhurst	Q75431438	Q75431432|Q75431434
6000000008416337526	Luise Maria Anna Nicolovius	6000000002300492605	Johann Georg Eduard Nicolovius	Q135824387	Q55887731
6000000008419056437	Iotape Philadelphus	6000000014322509720	Gaius Julius Archelaus Antiochus Epiphanes	Q3624485	Q580014|Q521819
6000000008419445356	Christine Harper	6000000004611530027	Isabel Pabodie	Q96202302	Q96202330|Q96202331
6000000008419522207		6000000008201684616		Q1064841	Q709643|Q140366783
6000000008425033467	Gabriel Munck af Rosenschöld	6000000008424721882	Thomas Munck af Rosenschöld	Q5996870	Q19828003
6000000008427171213	Hedvig Christina Burenstam	6000000021384235003	Johan Carl Åkerhielm af Margretelund	Q6255141	Q109296486
6000000008428622398	Maria Johanna von Mickwitz	6000000001912177120	Alexander Andreas Mickwitz	Q125217111	Q137589762
6000000008429168775	Elisabet Stake	6000000025927864601	Johan Ulfsparre af Broxvik	Q135665870	Q135665876
6000000008429213990	Elisabet Ulfsparre af Broxvik	6000000008429381265	Erik Magnus Staël von Holstein	Q777375	Q110534918|Q110534920
6000000008429352557	Mathias Gustaf Staël von Holstein	6000000008429381265	Erik Magnus Staël von Holstein	Q777375	Q110534918|Q110534920
6000000008433667286	Anna Luther	6000000008432583998	Johannes Ernestus Luther	Q30303646	Q17335823
6000000008435428322	Sophie Friederike Heubel	6000000007661921326	Amalia Julia Carolina von Westphalen	Q27867978	Q76366630
6000000008439159131	Charlotta Catharina Hamilton af Hageby	6000000008439452773	Brita Johanna Johanna Lilliehöök af Fårdala	Q103771924	Q103773692|Q103773750
6000000008439518240	Carl Magnus Nilsson Lilliehöök af Fårdala	6000000008439452773	Brita Johanna Johanna Lilliehöök af Fårdala	Q103771924	Q103773692|Q103773750
6000000008439616916	Agnes Montgomery	6000000013824763608	Hugh Sempill	Q75390852	Q7349684|Q75488508
6000000008439738271	Robert Sempill	6000000013824763608	Hugh Sempill	Q75390852	Q7349684|Q75488508
6000000008444443551	N.N.	6000000006906224300	Hårek Eyvindsson	Q5493526	Q101248724
6000000008459642631	Gustav Karl Ludwig Richter	6000000008459481093	Raoul Michael Hermann Richter	Q2131273	Q1556306|Q1133473
6000000008461901412	Katharina Juliane von Hanau-Münzenberg Gräfin zu Solms-Laubach, Gräfin zu Wied-Runkel	6000000031664394638	Elisabeth Albertine zu Solms-Laubach Gräfin, Fürstin zu Anhalt-Harzgerode	Q75289416	Q25484298|Q1735923
6000000008462656178	Sarah Morton Williams	6000000008462903735	Susan May Bonaparte	Q7648158	Q75585231
6000000008467554009	Christina Ebba Leijonhufvud	6000000008650533822	Carl Harald Strömfelt	Q19860752	Q121362501|Q133825293
6000000008470591324	Marie d'Orléans	6000000013299416100	Gaston de Foix duc de Nemours	Q375973	Q520529
6000000008481121166	Gottfried Waldner von Freundstein auf Ollweiler	6000000017906719310	Theodor Waldner von Freundstein	Q2418428	Q3109719
6000000008481176741	Franz Ludwig Johann Waldner von Freundstein,	6000000116072411894	Henriette Louise Waldner von Freundstein	Q538580	Q56791528
6000000008481340404	Wilhelmine Augusta Sofie Eleonore Waldner von Freundstein	6000000116072411894	Henriette Louise Waldner von Freundstein	Q538580	Q56791528
6000000008481458843	Unknown Woman de Caen Concubine #1 of Henry I of England	6000000002142070034	Robert de Caen 1st Earl of Gloucester	Q462997	Q2001541;Q117303291
6000000008489081526	Maria Levin	6000000008659403572	Ulrika Magdalena Levin	Q109294878	Q123585088|Q123585092
6000000008489236485	Luigi Sanvitale	6000000083296435286	Alberto Sanvitale Conte di Fontanellato	Q63681243	Q3840131
6000000008492280357	Berthold von Zähringen	6000000002187580885	Berthold V von Zähringen Herzog von Zähringen	Q690990	Q69334|Q2419674
6000000008492283591	Heilwig von Froburg of Frohburg	6000000002187580885	Berthold V von Zähringen Herzog von Zähringen	Q690990	Q69334|Q2419674
6000000008496890939	Catharina Elisabet Brandt	6000000011714425501	Johan August Sandels	Q1362049	Q134546510
6000000008496898132	Maria Sofia Ulrika Reenstjerna	6000000147716566909	Augusta Charlotta Sofia Wästfelt	Q98456385	Q133091069
6000000008496909694	Eva Sigrid Augusta Nordlander	6000000020938848049	Axel Nordlander	Q2532803	Q6015541
6000000008496913563	Henrik Jacobsson (Benzelius)	6000000006645290002	Eric Benzelius d.ä.	Q993166	Q127270489|Q127270490
6000000008496913568	Margareta Odhelia	6000000006645331010	Eric Benzelius d.y.	Q1340404	Q115631647
6000000008496913743	Margareta Månsdotter Bröms	6000000008394693975	Hans Didrik Hansson Ehrenpreus	Q22814296	Q117350577
6000000008496919240	Margareta Jönsdotter	6000000006645290002	Eric Benzelius d.ä.	Q993166	Q127270489|Q127270490
6000000008496940926	Anna Christoffersdotter Ribbing	6000000008507474013	Erik Karlsson Gyllenstierna af Ulaborg till Ulaborg	Q2742678	Q116471696
6000000008496951766	Maria Roquette	6000000016150737066	Elisabeth Hubertsdotter de Besche	Q127116223	Q5618543
6000000008496951906	Elisabeth Beata Hultenia	6000000022230026821	Erik Gammal Ehrenkrona	Q19976491	Q116779727|Q116779733
6000000008496964358	Johan Möller	6000000007652232321	Johanna Juliana Möller	Q136386904	Q136386905|Q136386906
6000000008498136610	Jean Stewart	6000000002187899771	Isabella Stewart of Bonkill Countess of Mar	Q75388010	Q4720154
6000000008500969980	Hugh Poncho de Cervera visconte de Bas	6000000015377545334	Hugh I Pons Bas-Lacon-Serra co-judge of Aborrea	Q2017913	Q59588472|Q23771033
6000000008503451501	Anna Grubb	6000000007366278205	Olof Nordenfeldt	Q116761407	Q120870090
6000000008506567848	Johan Mauritz Banér	6000000007622658469	Johan Gabriel Banér	Q134292971	Q118175617|Q118175673
6000000008506694917	Teispes	6000000003645847827	Cyrus	Q295225	Q310095|Q131732241
6000000008507681593	Beata von Yxkull	6000000012821333257	Elisabet Gyllenstierna af Ulaborg	Q119636825	Q22276567
6000000008507931697	Per Filip Larsson Hierta till Häggatorp	6000000029677007798	Johan Adam Hierta	Q5805057	Q127270702
6000000008509681019	Hans Bartels	6000000007960576500	Lydert Adlersköld	Q43493573	Q16160079
6000000008510049754	Helena Lydertsdotter Böckelman	6000000007960576500	Lydert Adlersköld	Q43493573	Q16160079
6000000008510154373	Christina Helena Löwen	6000000008509993482	Fredrika Aurora Taube	Q51886099	Q110303107|Q110303121
6000000008510581064	Anna de Savoie contessa di Tenda	6000000000641011774	Claude de Savoie	Q15967081	Q2563017|Q2851163
6000000008510783714	René de Savoie comte de Villars	6000000000641011774	Claude de Savoie	Q15967081	Q2563017|Q2851163
6000000008516116524	Anna Christina Tawast	6000000000589541967	Henrik Magnus von Wright	Q136193162	Q136193163|Q136193165
6000000008517951667	Corrhaeus	6000000008518113379	Stratonice of Thrace	Q270585	Q116474581
6000000008518454300	Adelheid von Vianden	6000000011077240646	Johann von Nassau-Dillenburg I	Q317028	Q2302535
6000000008518493228	Mechtild von Nassau-Siegen	6000000090209689092	Heinrich von Schönecken II	Q130369054	Q81826992|Q94579815
6000000008518501925	Agnes von Leiningen-Saarbrücken	6000000008518519006	Heinrich von Nassau-Siegen I	Q317019	Q61035525
6000000008519037179	Anna Emanuela Emanuella Bæckström	6000000030353958198	Arvid Fredrik Elimar Bæckström	Q19590630	Q113283202
6000000008519893788	Giovanni Giacomo Paleologo marchese del Monferrato	6000000015319898890	Guglielmo VIII Paleologo marchese del Monferrato	Q1125744	Q589230|Q3766308
6000000008520003216	Federico Gonzaga Duca di Mantova e Marchese di Monferrato	6000000009014896597	Francesco III Gonzaga III	Q715234	Q932200|Q891777
6000000008520042279	"Jeanne de Savoie ""Posthuma"""	6000000015319898890	Guglielmo VIII Paleologo marchese del Monferrato	Q1125744	Q589230|Q3766308
6000000008521761380	Bagrat V Bagrationi king of Georgia	6000000017602631388	Constantine Bagrationi	Q431850	Q2691017|Q4767660
6000000008522201740	Egidia de Lacy Lady of Connacht	6000000000701216478	Walter de Burgh	Q3565928	Q3720333
6000000008528496737	Davit Soslan Soslan King Consort of Georgia	6000000008528686507	George IV	Q714595	Q1362993|Q244007
6000000008529620579	Renata Elisabet Blum	6000000003075658136	Frans Peter von Knorring	Q2356491	Q131726981
6000000008531822228	Jemima Ellsworth Grant	6000000011623760329	Oliver Ellsworth	Q515858	Q96089599
6000000008532795970	Anne de Lorraine	6000000015110133775	Charles Philippe de Croÿ Marquis d’Havré	Q1832646	Q1993206
6000000008532959033	Nicolas of Lorraine Bishop of Metz, and Count of Vaudemont and Duc of Mercoeur	6000000000632022733	Louise de Lorraine-Vaudémont	Q225411	Q1372471
6000000008534577293	Margareta Tilas	6000000011332103225	Detlof Heijkenskjöld	Q5797546	Q127270460
6000000008538116147	Françoise de Brézé comtesse de Maulevrier	6000000001872896516	Henri Robert de La Marck	Q285435	Q251943|Q3086636
6000000008538124195	Françoise de Bourbon	6000000015871245369	Guillaume Robert de La Marck	Q3119619	Q3086633
6000000008538306614	Anton Günther von Oldenburg Graf zu Oldenburg-Delmenhorst	6000000001504235006	Anton I von Aldenburg Reichgraf	Q26697178	Q69137|Q62031988
6000000008541754867	Hélie de Périgord seigneur de Montignac	6000000019310401735	Armand de Périgord 16th Templar Grand Master	Q523228	Q4403457
6000000008541840311	Raymonde de Turenne	6000000019310401735	Armand de Périgord 16th Templar Grand Master	Q523228	Q4403457
6000000008549179752	Katarina Ingvarsdotter Bååt)	6000000007345431388	Tord Magnusson Bonde	Q56299964	Q108410021
6000000008549957338	nn NN	6000000008549672602	Jon Nielsen Bille af Solbjerg	Q96240768	Q130334528
6000000008559256483	Jimena Gómez de Manzanedo	6000000015518696088	Álvaro El Castellano Pérez de Castro Conde de Urgel	Q2890882	Q3848149|Q116004659
6000000008559480046	Sophia von Rosen	6000000010187733377	Johann von Tiesenhausen	Q110621389	Q110621394
6000000008559545430	Hans von Rosen	6000000007723609201	Johan von Rosen, to Sonorm	Q104550738	Q104550740
6000000008563123684	Isabel d’Aubigny	6000000002411796203	Isabel d'Aubigny Heiress of Belvoir	Q75453625	Q105769347
6000000008563681850	Bengta Ragnvaldsdotter Puke	6000000008563676101	Peter Erengislesson Bonde	Q108410010	Q108410012
6000000008567666686	Geoffroi II d'Aspremont Sire d'Aspremont et de Dun	6000000009126726230	Élisabeth von Leiningen	Q96244961	Q1539247|Q2851440
6000000008568503948	Agatha de Lorena	6000000000125308523	Beatrice de Borgoña	Q234219	Q144473|Q4691505
6000000008572969380	Andreas Gotthard von Manteuffel gen. Szoege, auf Talkhof	6000000009956366543	Gotthard Andreas von Manteuffel gen. Szoege	Q54507165	Q54507162
6000000008575245445	Walram d'Arlon II	6000000001531202519	Hendrik Conde von Limbourg Hertog van Limburg and Arlon (Duke of lower Lotharingia)	Q113025	Q125989;Q122277863|Q76207648
6000000008575928428	Bertha of the Obertenghi of Milan of Luni	4957925920090125485	Adelaide of Susa	Q275998	Q2161868|Q16275094
6000000008576204041	Christina Catharina von Rosen	6000000008591504955	Otto Magnus von der Pahlen	Q133897706	Q107305207
6000000008578924985	Maria Taronitissa	6000000000759614642	Maria Komnene queen consort of Jerusalem	Q255737	Q61704768
6000000008591504960	Fredrik Adolf von der Pahlen	6000000008638557155	Fredrik Bogislaus von der Pahlen	Q115870878	Q111989630|Q111989631
6000000008591813597	Luise Elisabeth von Budberg	6000000008591939188	Otto Gotthard von Bistram, a. Kappel	Q116188874	Q118868320
6000000008595651956	Judith Gmelin	6000000020677696523	Samuel Gmelin	Q1655406	Q139558095
6000000008596720383	Dorothy Knollys	6000000000112118626	Giles Bydges	Q5561615	Q5298321
6000000008599406341	Louise Marie de Rieux Rochefat	6000000028869212486	Françoise d'Amboise	Q271833	Q94579793
6000000008601969828	Hedvig Mörner	6000000006127170475	Gustaf Robertson Douglas	Q56300061	Q109835695
6000000008603865503	Dorothea Claesdotter Taube	6000000002065909222	Otto Reinholdsson von Uexküll of Felcks	Q16269077	Q98698510
6000000008624492603	Anna Brorsdotter Buth	6000000006796244393	Bror Andersson Rålamb	Q6086462	Q5553115|Q104550307
6000000008624910233	Anders Sigfridsson Rålamb	6000000011808250215	Lars Andersson Rålamb	Q5553796	Q5553115
6000000008627454249	Leonard Rosenquist af Åkershult	6000000010830740553	Märta Helena Rosenquist af Åkershult	Q112974606	Q112974607|Q112974617
6000000008628205667	Mathuédoï	6000000002603663840	Alain de Bretagne II, Duc de Bretagne, Comte de vannes et Nantes	Q725368	Q3299014|Q110611911
6000000008628819934	Joan FitzGerald	4359005376200044500	Gearoid Mór Fitzgerald 8th Earl of Kildare	Q1509868	Q7789614|Q75453219
6000000008630356355	Eliza Rodes	6000000008630356370	Sarah Harris Rollins	Q139551716	Q139551742
6000000008630635932	Ludwig von Bayern König von Ost-Frankia	6000000002240775864	Charles des Francs	Q150712	Q235668
6000000008630638275	Angharad verch Meurig of South Wales, Queen of Ceredigion & Deheubarth	6000000002543244556	Anarawd ap Rhodri Mawr	Q486165	Q4763163
6000000008630657313	Dado d'Ivrea count of Pombia	6000000008630657317	Arduin of Ivrea king of Italy	Q640130	Q3700776
6000000008630657341	Boniface I count & duke of Lucca	6000000001529617955	Boniface II margrave of Tuscany	Q2178197	Q2178216
6000000008630657908	Gersinda de Fedensac	6000000012996575824	Ava Argentina de Ribagorza	Q8263136	Q4389784|Q21155040
6000000008630789475	Beatrix Campbell of Glenurchy	6000000015086831150	James Campbell of Lawers Kt.	Q111902392	Q75451813|Q75451811
6000000008630789485	Margaret Ann Cunningham	5017975081550035283	William Cuninghame 8th Earl of Glencairn	Q7613320	Q75389695
6000000008630789709	Johanna ‘Jean’ Fleming	6000000002115963596	Margaret Crawford	Q76300789	Q50823878|Q50823840
6000000008630801446	Richard de Harcourt IV	6000000003523313901	Elizabeth de Astley	Q121344808	Q121344809|Q121344810
6000000008630801718	Annabelle Murray	6000000003615913894	Mary Erskine	Q75389869	Q2389496|Q64875960
6000000008630858607	Isabel MacDougall	6000000000490885066	Robert Stewart	Q75388124	Q67123585|Q75268350
6000000008638428024	Carolina Maria Ehrenpohl	6000000003949655715	Sixten David Sparre	Q6185117	Q110548882
6000000008638431382	Matts Andersson (Hålbonäsätten)	6000000008638451230	Elin Mattsdotter (Hålbonäs-ätten)	Q110457228	Q110457253
6000000008638796706	Regina Christina Lillienberg	6000000008639058512	Carl Gustaf Sparre	Q110548874	Q110548880
6000000008638927982	Anna Christina Du Rées	6000000008638539925	Christina Margareta Lillienberg	Q110386186	Q110386188
6000000008638933636	Sofia Helena Ernstsdotter Forbes	6000000008638557155	Fredrik Bogislaus von der Pahlen	Q115870878	Q111989630|Q111989631
6000000008639098642	Brita Magdalena Klingspor	6000000003158896059	Eva Sofia von der Pahlen	Q115870875	Q115870888
6000000008639720294	Adelheid Heinrichsdatter von Maltzan	6000000008488094136	Heinrich Friedrich von Moltke	Q116102405	Q116102410
6000000008639845047	Agneta Maria Cederbielke	6000000029677007798	Johan Adam Hierta	Q5805057	Q127270702
6000000008640413262	Shapur I Emperor of Sasanian Persia	6000000008630612925	Narses 7th Sasanian Shah Emperor of Sasanian Persia	Q264903	Q191455
6000000008640414008	Menpehtyre Ramesses I	6000000000351094258	Menmaatre Seti I	Q157918	Q1526|Q299633
6000000008640414027	Tia-Sitre Queen of Egypt	6000000000351094258	Menmaatre Seti I	Q157918	Q1526|Q299633
6000000008640446405	Conan de Fiennes chevalier, seigneur de Fiennes	6000000002187992428	Eustache II de Fiennes	Q75818392	Q76282024|Q76355845
6000000008640464512	Adelheid d'Alsace	6000000002224457876	Conrad II, Holy Roman Emperor	Q152256	Q651213|Q354855
6000000008649719701	Johan Jakobsson Berndes	6000000012124448684	Joakim Berendes till Strömsberg	Q5571048	Q5571052
6000000008649727499	Kristina Bäär	6000000012124448684	Joakim Berendes till Strömsberg	Q5571048	Q5571052
6000000008649943111	Brita Hansdotter Hård	6000000008650117805	Sigvard Månsson Kruse af Elghammar	Q110303504	Q110303512
6000000008649959916	Ingeborg Eriksdotter Ryning	6000000008650175115	Erik Sigvardsson Kruse af Kajbala	Q108836495	Q109180222
6000000008650265851	Yäsügäi~ba'atur Borjigit	375784306260002721	Temüjin Есугеев сын Borjigin Khagan of the Mongol Empire	Q720	Q573157|Q378676
6000000008650285629	Hoelun-Eke of Olkhunut	375784306260002721	Temüjin Есугеев сын Borjigin Khagan of the Mongol Empire	Q720	Q573157|Q378676
6000000008650374005	Hans Fredrik Harald Strömfelt	6000000008650653469	Fredrik Knut Harald Strömfelt	Q6193517	Q19860753|Q133824981
6000000008650384885	Erik Horn af Kanckas	6000000008650363594	Catharina Horn af Kanckas	Q110303120	Q110303529|Q110303541
6000000008653645691	Anna Magdalena / Margaretha von Rosen, a. Kl.-Roop	6000000010079338020	Dorothea Sophie von Rosen af Klein-Roop	Q110458623	Q136142311
6000000008656413931	Margareta Gyllengranat	6000000019273429101	Gustaf Johan Ehrensvärd	Q717488	Q135668903
6000000008657116736	Catharina Vilhelmina Ehrensvärd	6000000006127732720	Lovisa Sofia Piper	Q16594800	Q131582626
6000000008658873124	Johannes Schwede	6000000008907588749	Sara Christina Schwede	Q122764427	Q10435656
6000000008659258932	Catharina Eleonora Temminck	6000000012588213386	Fredrika Eleonora von Düben	Q4945507	Q109835490
6000000008659473731	Mattias Arkimboldus Skjöldebrand	6000000008659437965	Carl August Skjöldebrand	Q6179857	Q109294802
6000000008661263440	Hugh Montgomerie	6000000008661311414	Hugh Montgomerie	Q75263831	Q75263829|Q75263841
6000000008666545565	Gustaf Adolf Lewenhaupt	6000000013088078685	Carl Lewenhaupt	Q5948965	Q127698808
6000000008666842340	Maria von Geijer	6000000013088078685	Carl Lewenhaupt	Q5948965	Q127698808
6000000008671413346	Henrik Abraham Klingspor	6000000007625025339	Christian Fredrik Klingspor	Q19825972	Q110457038|Q110457041
6000000008673471019	Gherardo V da Correggio de Dentibus	6000000003897534240	Guido II da Correggio	Q3779338	Q54250078|Q75625424
6000000008673853378	Adelasia da Correggio	6000000003897534240	Guido II da Correggio	Q3779338	Q54250078|Q75625424
