geni_id,token,implied_father_given_name,modal_count,confirmed_fathers_for_token,mother_geni_id,father_group
5338557916690031548,Ivarsdatter,Ivar,77,77,,own
5355629582070125192,Ådneson,Ådne,15,15,,own
5357675152700076794,Andersson,Anders,603,603,,own
5379294044530135351,Ellingson,Elling,37,37,5379325226890063929,5379325226890063929:Elling
5379325226890063929,Johannesdatter,Johannes,276,276,6000000002314334985,own
5391699735140081607,Brandsson,Brand,2,2,,own
5391790432180043310,Bárðarson,Bárðar,1,1,,own
5395366324340137432,Pedersen,Peder,633,633,6000000027610248904,6000000027610248904:Peder
5421519073960058778,Ellingson,Elling,37,37,5379325226890063929,5379325226890063929:Elling
5425673229470122099,Jakobsen,Jakob,85,85,,own
5449577485390080273,Olofsdotter,Olof,249,249,,own
5468234657340054944,Jacobsdatter,Jacob,79,79,,own
5468336347670037531,Knudsen,Knud,72,72,,own
5468867683020043610,Holgersdatter,Holger,32,32,,own
5468963424710043437,Aagesdatter,Aage,12,12,,own
5473361896350138374,Pedersen,Peder,633,633,5486344267510084736,own
5473614843280021556,Jensdatter,Jens,392,392,,own
5485288215590102143,Hermansdotter,Herman,5,5,,own
5485323654760021725,Jonsson,Jon,129,135,,own
5547819681580063876,Sigmundsson,Sigmund,1,1,,own
5551368844950037768,Haraldsson,Harald,31,31,,own
5561570367810107721,Fernandes,Fernando,7,7,,own
5575715485900066487,Larsson,Lars,637,637,6000000022970691610,own
5580807857500105344,Jonsson,Jon,129,135,,own
5587842759210085881,Børgesdatter,Børge,9,9,6000000005770721170,own
5594208437940031488,Pedersen,Peder,633,633,,own
5613978297010059743,Olsdatter,Ole,814,1256,,own
5613986964780110017,Guttormsdatter,Guttorm,48,48,,own
5614289245890105806,Toreson,Tore,112,112,,own
5614346129010069917,Pedersdatter,Peder,688,688,,own
5624995384440035421,Johannesson,Johannes,180,180,5633944442210064437,5633944442210064437:Johannes
5625431041650020468,Monsdatter,Mons,56,56,5633839515110054285,5633839515110054285:Mons
5629898298950042095,Torjussen,Torjus,49,49,6000000001483937477,6000000001483937477:Torjus
5633839515110054285,Jensdatter,Jens,392,392,5634277166790054237,5634277166790054237:Jens
5633944442210064437,Jensdatter,Jens,392,392,5634277166790054237,5634277166790054237:Jens
5634277166790054237,Olsdatter,Ole,814,1256,6000000084613546521,6000000084613546521:Ole
5649345163940104659,Pedersen,Peder,633,633,6000000002512224867,6000000002512224867:Peder
5656817569420072835,Andersdotter,Anders,440,440,,own
5656881457080057224,Jönsson,Jöns,34,37,,own
5664784461420075072,Eilevsdatter,Eilev,14,14,6000000053892797973,6000000053892797973:Eilev
5679736659070050177,Turesdotter,Ture,8,8,,own
5684873159530104611,Vognsen,Vogn,8,8,,own
5696652614180040533,Hansdatter,Hans,618,618,5696753303520077867,5696753303520077867:Hans
5696665801090134111,Pedersdatter,Peder,688,688,6000000006857396653,6000000006857396653:Peder
6000000000011752680,Larsson,Lars,637,637,,own
6000000000029141981,Olofsson,Olof,257,257,,own
6000000000034930142,Ordóñez,Ordoño,5,5,,own
6000000000035002629,Ansúrez,Ansur,3,3,,own
6000000000036850254,Johansdotter,Johan,258,258,,own
6000000000046430089,Torgersen,Torger,52,52,,own
6000000000046998997,Jonsen,Jon,206,208,6000000005606873782,6000000005606873782:Jon
6000000000054148828,Svendsen,Svend,29,29,,own
6000000000072986605,ap Thomas,Thomas,20,20,,own
6000000000091136415,Persson,Per,154,154,,own
6000000000091146672,Olofsson,Olof,257,257,,own
6000000000099886709,Pedersen,Peder,633,633,6000000009499348320,6000000009499348320:Peder
6000000000117420558,Asbjørnsdatter,Asbjørn,59,59,,own
6000000000121726501,Eriksdatter,Erik,339,339,,own
6000000000128105269,Jonsdatter,Jon,363,370,351497593960012823,351497593960012823:Jon
6000000000128105290,Christensdatter,Christen,91,91,6000000000128105269,own
6000000000128112454,Nicolaisdatter,Nicolai,2,2,6000000008685161937,6000000008685161937:Nicolai
6000000000128112461,Nicolaisdatter,Nicolai,2,2,6000000008685161937,6000000008685161937:Nicolai
6000000000128112586,Hansdatter,Hans,618,618,6000000008379439302,6000000008379439302:Hans
6000000000128292139,Jacobsen,Jacob,88,88,6000000004762699002,6000000004762699002:Jacob
6000000000128292149,Jacobsdatter,Jacob,79,79,6000000004762699002,6000000004762699002:Jacob
6000000000128292283,Michelsdatter,Michel,6,6,6000000007980454069,6000000007980454069:Michel
6000000000128292328,Mathiassen,Mathias,2,2,6000000006969532866,6000000006969532866:Mathias
6000000000128292339,Mathiasdatter,Mathias,7,7,6000000006969532866,6000000006969532866:Mathias
6000000000128292358,Mathiasdatter,Mathias,7,7,6000000006969532866,6000000006969532866:Mathias
6000000000128292368,Mathiassen,Mathias,2,2,6000000006969532866,6000000006969532866:Mathias
6000000000128292376,Mathiassen,Mathias,2,2,6000000006969532866,6000000006969532866:Mathias
6000000000128292424,Jonsen,Jon,206,208,351497593960012823,351497593960012823:Jon
6000000000129993173,Christensen,Christen,110,110,,own
6000000000129999702,Erlandson,Erland,1,1,,own
6000000000130028713,Nielsdatter,Niels,223,223,,own
6000000000130028727,Iversen,Iver,119,120,,own
6000000000130049541,Taraldsen,Tarald,19,19,,own
6000000000130494209,Christensdatter,Christen,91,91,,own
6000000000134721092,Andersdotter,Anders,440,440,,own
6000000000134721587,Larsdotter,Lars,336,336,6000000000134726488,own
6000000000134723459,Karlsson,Karl,120,121,,own
6000000000134727340,Olofsson,Olof,257,257,,own
6000000000136912059,Hoskuldsen,Hoskuld,3,3,,own
6000000000136983573,Olson,Ola,311,428,6000000008744642873,own
6000000000140145975,Knutsson,Knut,86,86,,own
6000000000146779940,ap Philip,Philip,3,3,,own
6000000000151186331,Johansdotter,Johan,258,258,,own
6000000000166922687,Fernandes,Fernando,7,7,6000000005790860775,6000000005790860775:Fernando
6000000000172047739,Nunes,Nuno,17,19,,own
6000000000172092304,Pedersen,Peder,633,633,,own
6000000000187461840,Olofsson,Olof,257,257,,own
6000000000201242053,Jonassen,Jonas,27,27,,own
6000000000203659746,Taraldsen,Tarald,19,19,,own
6000000000215875246,Gabrielson,Gabriel,57,57,,own
6000000000216571401,Hansdatter,Hans,618,618,,own
6000000000216759228,Bendixdatter,Bendix,9,9,,own
6000000000242412226,Martínez,Martín,2,2,,own
6000000000245144721,Johansdotter,Johan,258,258,,own
6000000000245295447,Andersdotter,Anders,440,440,,own
6000000000266000610,Þorsteinsson,Þorsteinn,10,10,,own
6000000000269783793,Vladimirovna,Vladimir,8,8,6000000001745043247,own
6000000000271081820,Gunnarsson,Gunnar,20,20,,own
6000000000294258730,Andersdotter,Anders,440,440,,own
6000000000300407185,Jørgensdatter,Jørgen,238,238,,own
6000000000305413470,Eriksdotter,Erik,191,192,,own
6000000000305415318,Olofsdotter,Olof,249,249,,own
6000000000325081533,Olofsson,Olof,257,257,,own
6000000000334912103,Olofsson,Olof,257,257,,own
6000000000340941276,Jonsson,Jon,129,135,,own
6000000000341382363,Adamsson,Adam,15,15,,own
6000000000345666785,Knutsson,Knut,86,86,,own
6000000000353965848,Olsson,Ola,46,69,,own
6000000000353968905,Olofsdotter,Olof,249,249,,own
6000000000359901281,Fernandes,Fernando,7,7,,own
6000000000390270065,Pedersen,Peder,633,633,,own
6000000000410600770,Olofsson,Olof,257,257,,own
6000000000412569578,Méndez,Mendo,1,1,,own
6000000000414605047,Pedersson,Peder,62,62,6000000003282388379,6000000003282388379:Peder
6000000000422790533,Sánchez,Sancho,20,20,,own
6000000000433281614,Hendricksz,Hendrick,2,2,,own
6000000000434185251,Ivarson,Ivar,82,82,,own
6000000000434190141,Ingemundsen,Ingemund,5,5,6000000173545583897,own
6000000000434190545,Olsdatter,Ole,814,1256,,own
6000000000434194812,Olsdatter,Ole,814,1256,,own
6000000000434194899,Rasmusdatter,Rasmus,404,404,,own
6000000000434194960,Tollaksdatter,Tollak,50,50,,own
6000000000434356272,Jonassen,Jonas,27,27,6000000000434356331,own
6000000000434359205,Jakobsdatter,Jakob,116,116,,own
6000000000434359237,Ellingsdatter,Elling,62,62,,own
6000000000434359269,Larsdatter,Lars,620,620,,own
6000000000434362858,Jonsdatter,Jon,363,370,,own
6000000000434365646,Taraldsdatter,Tarald,34,34,,own
6000000000434365934,Rasmusdatter,Rasmus,404,404,,own
6000000000436583592,ab Ifor,Ifor,5,5,6000000003649754428,own
6000000000445133891,Pederson,Peder,221,221,,own
6000000000445172387,Iversen,Iver,119,120,,own
6000000000462678328,Salvesen,Salve,38,38,6000000007549301660,6000000007549301660:Salve
6000000000465382120,Svensen,Sven,70,70,6000000011878018500,6000000011878018500:Sven
6000000000466691722,Karlsdotter,Karl,52,52,,own
6000000000466849407,Eriksson,Erik,231,231,,own
6000000000490513141,Olsdatter,Ole,814,1256,6000000005606976190,6000000005606976190:Ole
6000000000496977117,Svensdatter,Sven,106,106,6000000005607119205,6000000005607119205:Sven
6000000000496977139,Svensdatter,Sven,106,106,6000000005607119205,6000000005607119205:Sven
6000000000496986946,Andersdatter,Anders,577,577,6000000013087473420,6000000013087473420:Anders
6000000000496998615,Ådnesen,Ådne,45,45,,own
6000000000501544184,Abrahamsdotter,Abraham,16,16,,own
6000000000503209762,Gabrielsen,Gabriel,56,56,,own
6000000000503317361,Osmundsen,Osmund,48,48,,own
6000000000503339318,Jensdatter,Jens,392,392,,own
6000000000508329070,Sanchez,Sancho,11,11,,own
6000000000527040512,Henriksdatter,Henrik,139,139,,own
6000000000530427578,Henriksdotter,Henrik,18,18,,own
6000000000543373054,Kristoffersen,Kristoffer,62,62,,own
6000000000545692620,Andersdotter,Anders,440,440,,own
6000000000564701302,Benedictsen,Benedict,3,3,,own
6000000000564703358,Tuesen,Tue,2,2,,own
6000000000566619349,Larsdotter,Lars,336,336,,own
6000000000571755366,Gunnesdatter,Gunne,1,1,,own
6000000000571756432,Gunnesdatter,Gunne,1,1,,own
6000000000572203742,Henriksdotter,Henrik,18,18,,own
6000000000574337926,Steffenson,Steffen,1,1,,own
6000000000581187536,Jonsson,Jon,129,135,,own
6000000000584193804,Lopez,Lope,6,7,,own
6000000000604289047,Lauritsdatter,Laurits,39,39,,own
6000000000607521044,Eriksdatter,Erik,339,339,,own
6000000000631663663,Pettersdotter,Petter,14,14,,own
6000000000631929115,Hansson,Hans,195,195,,own
6000000000640032983,Guttormsen,Guttorm,27,27,,own
6000000000640034078,Rasmusdatter,Rasmus,404,404,,own
6000000000640034325,Erikson,Erik,104,104,,own
6000000000649626841,Mattsdotter,Matts,15,15,,own
6000000000649660785,Andersson,Anders,603,603,,own
6000000000658580126,Eyvindsson,Eyvind,2,2,,own
6000000000664841991,Sjurson,Sjur,79,79,,own
6000000000685187019,Iversen,Iver,119,120,,own
6000000000685859704,Eriksen,Erik,279,279,,own
6000000000687515964,Nilsdotter,Nils,278,278,,own
6000000000691421124,Olufson,Oluf,3,3,,own
6000000000691430413,Taraldsdotter,Tarald,7,7,,own
6000000000691893790,Johannesson,Johannes,180,180,6000000006843402902,6000000006843402902:Johannes
6000000000694141026,Torbjørnson,Torbjørn,53,53,6000000005744994362,6000000005744994362:Torbjørn
6000000000698457736,Olsen,Ole,936,1210,,own
6000000000703019899,Ketilsson,Ketill,18,20,,own
6000000000703402303,Úlfsson,Ulf,1,1,,own
6000000000709669826,Monsson,Mons,53,53,6000000036367378039,6000000036367378039:Mons
6000000000710426280,Håkansson,Håkan,6,6,,own
6000000000710735869,Halvorsdatter,Halvor,73,73,,own
6000000000712236431,Hansdatter,Hans,618,618,,own
6000000000718111422,Nilsdatter,Nils,311,311,6000000002162437017,6000000002162437017:Nils
6000000000725115972,Eriksen,Erik,279,279,,own
6000000000725156868,Knudsen,Knud,72,72,,own
6000000000733440680,Jensdatter,Jens,392,392,,own
6000000000742120171,Arnfinnsdotter,Arnfinn,1,1,,own
6000000000743721778,Christoffersson,Christoffer,2,2,,own
6000000000743867111,Knutsdotter,Knut,63,63,,own
6000000000749892235,Sigbjørnsdatter,Sigbjørn,20,20,,own
6000000000751935162,Njellsdatter,Njell,1,1,6000000003023324667,6000000003023324667:Njell
6000000000755242648,Olavson,Olav,55,55,,own
6000000000771259871,Jonson,Jon,208,208,,own
6000000000772869171,Henriksdatter,Henrik,139,139,,own
6000000000780767366,Andreasdatter,Andreas,133,133,6000000000780946027,6000000000780946027:Andreas
6000000000780946027,Johannesdatter,Johannes,276,276,6000000014205578034,6000000014205578034:Johannes
6000000000809575083,Jonsdotter,Jon,115,116,,own
6000000000815460859,Torersdatter,Torer,45,45,,own
6000000000821898410,Andersdotter,Anders,440,440,6000000000821958371,6000000000821958371:Anders
6000000000822231521,Andersson,Anders,603,603,6000000000821958371,6000000000821958371:Anders
6000000000838837251,Iversdatter,Iver,119,119,,own
6000000000842229476,Olsen,Ole,936,1210,,own
6000000000843610007,López,Lope,11,11,,own
6000000000844665008,Alvarez,Álvar,3,7,,own
6000000000868551972,Martínez,Martín,2,2,,own
6000000000886763251,Laugesen,Lauge,4,4,,own
6000000000893450058,Halvorsdatter,Halvor,73,73,,own
6000000000893460012,Johansdatter,Johan,69,70,,own
6000000000893766993,Israelsdotter,Israel,7,7,,own
6000000000897457533,Christensdatter,Christen,91,91,,own
6000000000899328626,Tollaksdatter,Tollak,50,50,6000000006198453224,6000000006198453224:Tollak
6000000000900107177,Joachimsdatter,Joachim,7,7,6000000000900034366,own
6000000000902867609,Iversen,Iver,119,120,,own
6000000000905928904,Christensen,Christen,110,110,6000000008686133524,6000000008686133524:Christen
6000000000923543241,Jensdatter,Jens,392,392,,own
6000000000944871075,Eliasdatter,Elias,41,41,,own
6000000000944935866,Martinsdatter,Martin,48,48,,own
6000000000944955321,Knudsdatter,Knud,75,75,,own
6000000000945026733,Pedersson,Peder,62,62,,own
6000000000972149351,Gjertsdatter,Gjert,4,4,6000000000972149603,6000000000972149603:Gjert
