qid,geni_id,label,side,states,occupations,cbdb
Q45482817,6000000075505764947,Wu Zhen,China,Qing dynasty,,
Q45482850,6000000075480910015,Yuan Kang,China,Song dynasty,,
Q45482870,6000000075492107822,Zhao Gongjie,China,Song dynasty,,
Q45482880,6000000075611125374,Xia Jiagao,China,Qing dynasty,,
Q45482912,6000000075480288341,Sun Chang,China,Song dynasty,,
Q45482932,6000000075491517017,Zhao Gongyu,China,Song dynasty,,
Q45482943,6000000075505753985,Xie Xiusun,China,Qing dynasty,poet,
Q45482975,6000000075481248835,Xu Di,China,Song dynasty,poet,
Q45482998,6000000075492107827,Zhao Gongmai,China,Song dynasty,,
Q45483009,6000000075505058283,Zha Yuchen,China,Qing dynasty,,
Q45483059,6000000075490097772,Zhao Gonghan,China,Song dynasty,,
Q45483073,6000000075505818969,Yun Guisun,China,Qing dynasty,,
Q45483108,6000000075480894035,Yuan Xu,China,Song dynasty,,
Q45483123,6000000075491556032,Zhao Bisheng,China,Song dynasty,,
Q45483171,6000000075481035966,Zhang Sen,China,Song dynasty,,
Q45483234,6000000075480871104,Chao Gongzu,China,Song dynasty,,
Q45483262,6000000075611532225,Wu Hongmao,China,Qing dynasty,,
Q45483297,6000000075480390412,Sun Yang,China,Song dynasty,gentry,
Q45483317,6000000075491667061,Zhao Bichai,China,Song dynasty,aristocrat,
Q45483362,6000000075480875086,Zhang Fu,China,Song dynasty,,
Q45483382,6000000075491879926,Zhao Biqu,China,Song dynasty,,
Q45483388,6000000075505404164,Xu Xianzun,China,Qing dynasty,,
Q45483428,6000000075480557326,Cao Yun,China,Song dynasty,,
Q45483446,6000000075491517042,Zhao Bichang,China,Song dynasty,,
Q45483490,6000000075481217883,Zhang Cheng,China,Song dynasty,painter,
Q45483515,6000000075505991852,Zou Zengji,China,Qing dynasty,,
Q45483554,6000000075480043398,Sun Andao,China,Song dynasty,,
Q45483680,6000000075480210607,Sun Shu,China,Song dynasty,,
Q45483743,6000000075481276823,Sun Yu,China,Song dynasty,,
Q45483775,6000000075491943873,Zhao Bifan,China,Yuan dynasty,aristocrat,
Q45483810,6000000075481196883,Sun Zhao,China,Song dynasty,,
Q45483837,6000000075505967853,Xin Shizheng,China,Song dynasty,,
Q45483936,6000000075481106921,Xu Feng,China,Song dynasty,,
Q45483972,6000000075492022878,Zhao Bipu,China,Song dynasty,,
Q45484101,6000000075492195828,Zhao Bilian,China,Song dynasty,,
Q45484227,6000000075491355093,Zhao Bipang,China,Song dynasty,aristocrat,
Q45484257,6000000075480768121,Zhang Ji,China,Song dynasty,,
Q45484321,6000000075481117932,Sun Pu,China,Song dynasty,,
Q45484386,6000000075480315392,Zhang Kan,China,Song dynasty,,
Q45484431,6000000075492178864,Zhao Bitong,China,Song dynasty,aristocrat,
Q45484450,6000000075481271851,Sun Cai,China,Song dynasty,,
Q45484511,6000000075480853186,Xu Meng,China,Song dynasty,gentry,
Q45484578,6000000075481200912,Sun Yi,China,Song dynasty,,
Q45484623,6000000075344428853,Cui Gaozhi,China,Tang dynasty,,
Q45484641,6000000075481232896,Sun Shourong,China,Song dynasty,alchemist,
Q45484708,6000000075480875124,Guo Shu,China,Song dynasty,,
Q45484772,6000000075481273834,Zhang Cheng,China,Song dynasty,,
Q45484792,6000000075505967862,Wang Sujuan,China,Qing dynasty,poet,
Q45484826,6000000075492259873,Zhao Bizan,China,Song dynasty,,
Q45484836,6000000075480908026,Guo Zhen,China,Song dynasty,,
Q45484890,6000000075491976945,Zhao Bifa,China,Song dynasty,,
Q45484901,6000000075480686326,Zhang Cui,China,Song dynasty,,
Q45484965,6000000075481119939,Sun Youfu,China,Song dynasty,,
Q45485022,6000000075491767999,Zhao Minyan,China,Song dynasty,,
Q45485161,6000000075480628228,Sun Yi,China,Song dynasty,,
Q45485216,6000000075492254850,Zhao Shimei,China,Song dynasty,,
Q45485225,6000000075480973007,Guo Zan,China,Song dynasty,,
Q45485290,6000000075480679221,Sun Guangting,China,Song dynasty,poet,
Q45485355,6000000075480791122,Sun Su,China,Song dynasty,,
Q45485419,6000000075481140906,Guo Quan,China,Song dynasty,,
Q45485445,6000000074734016015,Chen Dang,China,Tang dynasty,,
Q45485482,6000000075481070019,Pi Jin,China,Yuan dynasty,gentry,
Q45485539,6000000075492192887,Zhao Zichun,China,Song dynasty,,
Q45485549,6000000075479839674,Guo Hao,China,Song dynasty,,
Q45485590,6000000075345377821,Jiang E,China,Tang dynasty,,
Q45485603,6000000075491669066,Zhao Shizhi,China,Song dynasty,military commander | aristocrat,
Q45485677,6000000075481021983,Zhang Shou,China,Song dynasty,gentry,
Q45485742,6000000075480922005,Sun Ziren,China,Song dynasty,,
Q45485806,6000000075481190928,Zhang You,China,Song dynasty,,
Q45485868,6000000075481106969,Cheng Jiang,China,Song dynasty,,
Q45485933,6000000075480862035,Sun Zixiu,China,Song dynasty,,
Q45485995,6000000075481291850,Sun Zixin,China,Song dynasty,,
Q45486060,6000000075481215921,Guo Ziyan,China,Song dynasty,,
Q45486247,6000000075481304845,Guo Shikui,China,Song dynasty,,
Q45486256,6000000075491493189,Zhao Gongke,China,Song dynasty,,
Q45486311,6000000075481112947,Guo Shiyi,China,Song dynasty,,
Q45486319,6000000075492192893,Zhao Zhangui,China,Song dynasty,,
Q45486374,6000000075481315829,Guo Shixuan,China,Song dynasty,,
Q45486381,6000000075492052952,Zhao Shenxi,China,Song dynasty,,
Q45486437,6000000075481123945,Sun Wuhui,China,Song dynasty,,
Q45486444,6000000075491265296,Zhao Yilin,China,Song dynasty,,
Q45486507,6000000075492070925,Zhao Lingshi,China,Song dynasty,military commander,
Q45486564,6000000075481319828,Sun Bowen,China,Song dynasty,poet,
Q45486574,6000000075492262856,Zhao Lingbi,China,Song dynasty,,
Q45486638,6000000075492310823,Zhao Lingshao,China,Song dynasty,military commander | aristocrat,
Q45486645,6000000075506032881,Zhou Hengzhong,China,Song dynasty,,
Q45486693,6000000075481085946,Sun Bangren,China,Song dynasty,teacher,
Q45486707,6000000075505612098,Zhou Jiyan,China,Song dynasty,,
Q45486760,6000000075481213865,Zhang Li,China,Song dynasty,,
Q45486770,6000000075505891957,Zhou Zhuang,China,Song dynasty,,
Q45486825,6000000075481281845,Yan Fu,China,Song dynasty,,
Q45486844,6000000075492137928,Zhao Lingzhu,China,Song dynasty,,
Q45486891,6000000075481229858,Zhang Xie,China,Song dynasty,,
Q45486907,6000000075492279877,Zhao Lingkong,China,Song dynasty,,
Q45486971,6000000075492186897,Zhao Lingsong,China,Song dynasty,painter,
Q45487020,6000000075481297836,Guo Yuanyi,China,Song dynasty,,
Q45487037,6000000075491920037,Zhao Lingke,China,Song dynasty,military commander,
Q45487081,6000000075480822187,Sun Mou,China,Song dynasty,,
Q45487097,6000000074738335821,Chen Xuanxi,China,Tang dynasty,,
Q45487103,6000000075492246887,Zhao Lingdian,China,Song dynasty,aristocrat,
Q45487169,6000000075492256840,Zhao Lingjia,China,Song dynasty,aristocrat,
Q45487208,6000000075480954057,Guo Yuanfang,China,Song dynasty,,
Q45487233,6000000075491551068,Zhao Lingtiao,China,Song dynasty,,
Q45487296,6000000075492178913,Zhao Lingzhen,China,Song dynasty,military commander | aristocrat,
Q45487337,6000000075481138936,Guo Yuanfang,China,Song dynasty,painter,
Q45487366,6000000075491867026,Zhao Lingshi,China,Song dynasty,aristocrat,
Q45487432,6000000075492122974,Zhao Lingzu,China,Song dynasty,aristocrat,
Q45487530,6000000075480434323,Zhang Zhu,China,Song dynasty,,
Q45487537,6000000075504880581,Zhang Huixiao,China,Qing dynasty,,
Q45487563,6000000075492106955,Zhao Lingxiong,China,Song dynasty,aristocrat,
Q45487592,6000000075480398432,Zhang Xian,China,Song dynasty,,
Q45487697,6000000075492098917,Zhao Lingcong,China,Song dynasty,military commander,
Q45487719,6000000075480424324,Guo Yuanheng,China,Song dynasty,,
Q45487765,6000000075491682121,Zhao Lingbao,China,Song dynasty,,
Q45487894,6000000075491643091,Zhao Lingkun,China,Song dynasty,military commander,
Q45487918,6000000075481242940,Sun Wuzheng,China,Song dynasty,rebel,
Q45487961,6000000075492377838,Zhao Lingqun,China,Song dynasty,military commander | aristocrat,
Q45488049,6000000075480557362,Zhang Yuanchong,China,Song dynasty,scholar,
Q45488095,6000000075491996953,Zhao Lingzhuan,China,Song dynasty,military commander,
Q45488112,6000000075480686375,Guo Yunsheng,China,Song dynasty,,
Q45488162,6000000075491801060,Zhao Lingtui,China,Song dynasty,military commander | aristocrat,
Q45488242,6000000075481381843,Guo Yundi,China,Song dynasty,,
Q45488293,6000000075491585235,Zhao Lingwu,China,Song dynasty,,
Q45488306,6000000075480627279,Zhang Gongliang,China,Song dynasty,,
Q45488357,6000000075491977979,Zhao Lingshu,China,Song dynasty,aristocrat,
Q45488423,6000000075492323901,Zhao Lingjian,China,Song dynasty,military commander | aristocrat,
Q45488433,6000000075480964021,Zhang Yigui,China,Song dynasty,,
Q45488490,6000000075492319870,Zhao Linggun,China,Song dynasty,,
Q45488553,6000000075492279913,Zhao Lingke,China,Song dynasty,military commander,
Q45488559,6000000075481020010,Zhang Rujun,China,Song dynasty,historian,
Q45488621,6000000075492150911,Zhao Lingpeng,China,Song dynasty,,
Q45488625,6000000075481199919,Sun Songshou,China,Song dynasty,,
Q45488628,6000000075505897968,Lin Zimeng,China,Song dynasty,,
Q45488689,6000000075480862077,Zhang Rudan,China,Song dynasty,,
Q45488692,6000000075505855000,Lin Ziyuan,China,Song dynasty,,
Q45488749,6000000075492261884,Zhao Lingnai,China,Song dynasty,aristocrat,
Q45488753,6000000075481296849,Sun Huchen,China,Song dynasty,,
Q45488756,6000000075506073905,Lin Renbao,China,Song dynasty,,
Q45488814,6000000075491237279,Zhao Lingde,China,Song dynasty,,
Q45488815,6000000075480017590,Guo Zhengzi,China,Song dynasty,,
Q45488878,6000000075492298866,Zhao Lingou,China,Song dynasty,,
Q45488879,6000000075481265913,Zhang Liangpeng,China,Song dynasty,,
Q45488883,6000000075611364418,Chu Yuwen,China,Qing dynasty,,
Q45488941,6000000075492106968,Zhao Lingzhi,China,Song dynasty,military commander,
Q45488942,6000000075481248910,Guo Zhengji,China,Song dynasty,,
Q45488947,6000000075505732988,Fang Wuchang,China,Qing dynasty,,
Q45489007,6000000075481271903,Shi Zai,China,Song dynasty,,
Q45489018,6000000075506034914,Jiang Qian,China,Qing dynasty,,
Q45489135,6000000075481154959,Zhang Junting,China,Song dynasty,,
Q45489140,6000000075491899062,Zhao Lingdang,China,Song dynasty,,
Q45489146,6000000075505517131,Shang Cai,China,Qing dynasty,,
Q45489199,6000000075480532362,Shi Guang,China,Song dynasty,painter,
Q45489211,6000000075505617158,Du Songnian,China,Qing dynasty,,
Q45489266,6000000075481032043,Zhang Xiaocan,China,Song dynasty,,
Q45489272,6000000075492406822,Zhao Lingtai,China,Song dynasty,,
Q45489275,6000000075612306921,Cao Xifu,China,Qing dynasty,,
Q45489328,6000000075481396832,Zhang Yanzhi,China,Song dynasty,,
Q45489334,6000000075492028925,Zhao Lingken,China,Song dynasty,,
Q45489338,6000000075506166828,Dong Ruguan,China,Qing dynasty,,
Q45489394,6000000075481171964,Zhang Shuping,China,Song dynasty,,
Q45489400,6000000075491662201,Zhao Lingfei,China,Song dynasty,aristocrat,
Q45489403,6000000075506109860,Li Ronghe,China,Qing dynasty,,
Q45489457,6000000075481418827,Guo Shimo,China,Song dynasty,,
Q45489465,6000000075491454227,Zhao Lingqu,China,Song dynasty,military commander,
Q45489467,6000000075612287920,Li Chengzhang,China,Qing dynasty,,
Q45489522,6000000075481297865,Guo Youzhi,China,Song dynasty,,
Q45489532,6000000075506161826,Zhu Yushu,China,Qing dynasty,,
Q45489585,6000000075480051517,Zhang Yinchen,China,Song dynasty,teacher,
Q45489595,6000000075491779037,Zhao Linghuang,China,Song dynasty,aristocrat,
Q45489650,6000000075480288455,Shi Ding,China,Song dynasty,,
Q45489714,6000000075480928153,Guo Yuanzhong,China,Song dynasty,,
Q45489722,6000000075505975929,Zhuo Yanxiang,China,Qing dynasty,poet,
Q45489729,6000000075491768086,Zhao Ling,China,Song dynasty,military commander,
Q45489780,6000000075481134958,Sun Shubao,China,Song dynasty,,
Q45489787,6000000075506149837,Ning Shengwu,China,Qing dynasty,,
Q45489796,6000000075492153952,Zhao Lingrang,China,Song dynasty,,
Q45489844,6000000075481335873,Shi Qing,China,Song dynasty,military commander,
Q45489910,6000000075481401867,Guo Taiheng,China,Song dynasty,,
Q45489924,6000000075492206945,Zhao Yongzhi,China,Song dynasty,,
Q45489971,6000000075481241932,Guo Xunyu,China,Song dynasty,,
Q45490037,6000000075481431835,Sun Zhigu,China,Song dynasty,,
Q45490052,6000000075491862057,Zhao Ruan,China,Song dynasty,aristocrat,
Q45490101,6000000075481437834,Guo Shiyu,China,Song dynasty,politician,
Q45490162,6000000075481199944,Sun Zhiwei,China,Song dynasty,painter,
Q45490183,6000000075492395865,Zhao Ruhui,China,Song dynasty,aristocrat,
Q45490294,6000000075480245577,Sun Zhiwei,China,Song dynasty,,
Q45490299,6000000075505288143,Wang Yun,China,Qing dynasty,,
Q45490316,6000000075492111978,Zhao Ruqiu,China,Song dynasty,,
Q45490357,6000000075481181013,Liu Zhong,China,Song dynasty,rebel,
Q45490379,6000000075492214898,Zhao Ruyu,China,Song dynasty,aristocrat,
Q45490423,6000000075480922078,Shi Ming,China,Song dynasty,,
Q45490446,6000000075491551156,Zhao Rugu,China,Song dynasty,,
Q45490487,6000000075480362417,Guo Yongfu,China,Song dynasty,,
Q45490490,6000000075506170836,Liu Renyue,China,Qing dynasty,,
Q45490508,6000000075491862062,Zhao Ruchang,China,Song dynasty,aristocrat,
Q45490550,6000000075481065057,Sun Yanji,China,Song dynasty,,
Q45490552,6000000075506195826,Zhang Ping,China,Qing dynasty,,
Q45490573,6000000075492364875,Zhao Ruwu,China,Song dynasty,,
Q45490639,6000000075492298883,Zhao Ruzhi,China,Song dynasty,aristocrat,
Q45490680,6000000075480584379,Sun Bingyan,China,Song dynasty,,
Q45490702,6000000075491899073,Zhao Rucheng,China,Song dynasty,,
Q45490765,6000000075492450826,Zhao Ruyue,China,Song dynasty,,
Q45490807,6000000075480378622,Guo Shangzuo,China,Song dynasty,,
Q45490831,6000000075491880068,Zhao Ruguang,China,Song dynasty,,
Q45490883,6000000075506140862,Ruan Enhai,China,Qing dynasty,,
Q45490895,6000000075492058036,Zhao Runeng,China,Song dynasty,aristocrat,
Q45490935,6000000075481332886,Shi Jun,China,Song dynasty,military commander,
Q45490946,6000000075506073949,Huang Zhijun,China,Qing dynasty,,
Q45490962,6000000075492127989,Zhao Ruchun,China,Song dynasty,aristocrat,
Q45491062,6000000075480936115,Guo Weijian,China,Song dynasty,painter,
Q45491088,6000000075492102045,Zhao Ruyin,China,Song dynasty,aristocrat,
Q45491138,6000000075612262974,Shen Linyuan,China,Qing dynasty,,
Q45491154,6000000075491669166,Zhao Rushi,China,Song dynasty,aristocrat,
Q45491220,6000000075492246973,Zhao Rudeng,China,Song dynasty,,
Q45491256,6000000075481602857,Shi Yuan,China,Song dynasty,,
Q45491286,6000000075492273912,Zhao Ruyu,China,Song dynasty,aristocrat,
Q45491353,6000000075492118942,Zhao Runa,China,Song dynasty,,
Q45491382,6000000075481522931,Guo Chongyi,China,Song dynasty,,
Q45491415,6000000075490966547,Zhao Rupang,China,Song dynasty,,
Q45491446,6000000075481511952,Guo Zhongwei,China,Song dynasty,,
Q45491479,6000000075491480212,Zhao Rubing,China,Song dynasty,aristocrat,
Q45491511,6000000075481587878,Guo Dunshi,China,Song dynasty,,
Q45491610,6000000075492494822,Zhao Rudan,China,Song dynasty,,
Q45491638,6000000075481633873,Shi Kai,China,Song dynasty,,
Q45491675,6000000075492425877,Zhao Rubiao,China,Song dynasty,,
Q45491701,6000000075481280116,Guo Yaoqing,China,Song dynasty,,
Q45491740,6000000075492491831,Zhao Rusi,China,Song dynasty,,
Q45491765,6000000075481635850,Sun Ruomeng,China,Song dynasty,,
Q45491805,6000000075491453291,Zhao Ruliang,China,Song dynasty,teacher,
Q45491840,6000000075506084910,Gao Ru,China,Qing dynasty,poet,
Q45491870,6000000075492247915,Zhao Rulin,China,Song dynasty,,
Q45491892,6000000075481638881,Guo Jingqian,China,Song dynasty,eunuch,
Q45491934,6000000075492403869,Zhao Ruxu,China,Song dynasty,aristocrat,
Q45491998,6000000075491987040,Zhao Ruli,China,Song dynasty,,
Q45492063,6000000075492502822,Zhao Ruji,China,Song dynasty,,
Q45492098,6000000075506108896,Zhou Shuyuan,China,Qing dynasty,poet,
Q45492125,6000000075492507822,Zhao Ruguan,China,Song dynasty,,
Q45492144,6000000075481236114,Sun Zudao,China,Song dynasty,,
Q45492191,6000000075491471252,Zhao Ruji,China,Song dynasty,,
Q45492211,6000000075481513970,Guo Chunnian,China,Song dynasty,,
Q45492257,6000000075491923117,Zhao Ruyi,China,Song dynasty,,
Q45492275,6000000075481335036,Guo Rongzhi,China,Song dynasty,,
Q45492323,6000000075491911098,Zhao Ruzhuo,China,Song dynasty,,
Q45492340,6000000075481027269,Sun Zuqing,China,Song dynasty,,
Q45492388,6000000075492310905,Zhao Ruxiang,China,Song dynasty,,
Q45492404,6000000075481550894,Guo Cuizhong,China,Song dynasty,teacher,
Q45492421,6000000075505586212,Lin Zhongcan,China,Song dynasty,,
Q45492449,6000000075491716259,Zhao Ruji,China,Song dynasty,aristocrat,
Q45492468,6000000075481615889,Guo Minzhong,China,Song dynasty,,
Q45492484,6000000075505058399,Lin Chongzhi,China,Song dynasty,,
Q45492513,6000000075491454263,Zhao Rujian,China,Song dynasty,aristocrat,
Q45492532,6000000075481441015,Guo Yunzhong,China,Song dynasty,,
Q45492547,6000000075506144872,Lin Xingzhi,China,Song dynasty,,
Q45492579,6000000075491143520,Zhao Rusui,China,Song dynasty,aristocrat,
Q45492610,6000000075506033983,Lin Ke,China,Song dynasty,,
Q45492643,6000000075492360895,Zhao Rukui,China,Song dynasty,aristocrat,
Q45492659,6000000075481622884,Guo Shizhong,China,Song dynasty,,
Q45492674,6000000075506069917,Lin Gongfu,China,Song dynasty,,
Q45492711,6000000075492304910,Zhao Anzhi,China,Song dynasty,,
Q45492723,6000000075481454002,Guo Fuzhi,China,Song dynasty,,
Q45492739,6000000075506197859,Lin Kui,China,Song dynasty,,
Q45492774,6000000075491669189,Zhao Anshi,China,Song dynasty,,
Q45492786,6000000075481155240,Guo Qingdao,China,Song dynasty,physician,
Q45492838,6000000075492110008,Zhao Anqi,China,Song dynasty,,
Q45492853,6000000075481383097,Sun Qiqing,China,Song dynasty,,
Q45492901,6000000075492385876,Zhao Zhidao,China,Song dynasty,historian,
Q45492916,6000000075481320130,Guo Delin,China,Song dynasty,,
Q45492934,6000000075505846051,Yang Zhu,China,Qing dynasty,,
Q45492977,6000000075481518995,Sun Guifa,China,Song dynasty,,
Q45492999,6000000075506201865,Zhang Tianyi,China,Qing dynasty,,
Q45493104,6000000075481694829,Sun Shisheng,China,Song dynasty,,
Q45493157,6000000075492398912,Zhao Cuncheng,China,Song dynasty,,
Q45493232,6000000075481707822,Guo Yuqing,China,Song dynasty,,
Q45493285,6000000075492413906,Zhao Yifu,China,Song dynasty,,
Q45493294,6000000075481390086,Sun Weiji,China,Song dynasty,,
Q45493320,6000000075505485222,Wang Jingshan,China,Qing dynasty,poet,
Q45493349,6000000075491931108,Zhao Guangfu,China,Song dynasty,gentry,
Q45493359,6000000075480923297,Sun Weizhong,China,Song dynasty,,
Q45493423,6000000075481659866,Sun Weixin,China,Song dynasty,writer | ci lyric writer,
Q45493447,6000000075504999412,Cen Yan,China,Qing dynasty,,
Q45493493,6000000075481653856,Guo Yingxiang,China,Song dynasty,,
Q45493555,6000000075481552926,Sun Weigong,China,Song dynasty,,
Q45493606,6000000075492311921,Zhao Ziran,China,Song dynasty,poet,
Q45493646,6000000075506090900,Su Huiqing,China,Qing dynasty,,
Q45493674,6000000075492557822,Zhao Quanxu,China,Song dynasty,,
Q45493685,6000000075481571901,Sun Dunfu,China,Song dynasty,,
Q45493737,6000000075492369950,Zhao Kangfu,China,Song dynasty,,
Q45493813,6000000075481644885,Xu Kan,China,Song dynasty,,
Q45493931,6000000075491797168,Zhao Zhongfu,China,Song dynasty,military commander,
Q45493995,6000000075491471289,Zhao Zhongkao,China,Song dynasty,military commander | aristocrat,
