qid,geni_id,label,side,states,occupations,cbdb
Q45379605,6000000074738049827,Chen Zhu,China,Song dynasty,,
Q45379608,6000000074737531980,Chen Zhong,China,Song dynasty,,
Q45379609,6000000074737733927,Chen Rong,China,Song dynasty,,
Q45379615,6000000074737825928,Chen Yi,China,Song dynasty,,
Q45379618,6000000074738071829,Chen Xiu,China,Song dynasty,,
Q45379619,6000000074737865907,Chen Zhongfu,China,Song dynasty,,
Q45379620,6000000074737927867,Chen Bu,China,Song dynasty,,
Q45379625,6000000074738002863,Chen Fei,China,Song dynasty,,
Q45379626,6000000074737744896,Chen Kui,China,Song dynasty,,
Q45379632,6000000074737852851,Chen Bing,China,Song dynasty,,
Q45379633,6000000074738102834,Chen Sheng,China,Song dynasty,,
Q45379661,6000000074737695996,Li Dang,China,Song dynasty,,
Q45379662,6000000074738003884,Li Yi,China,Song dynasty,,
Q45379666,6000000074737531994,Wang S,China,Song dynasty,,
Q45379674,6000000074738116852,Zeng Shu,China,Song dynasty,,
Q45379675,6000000074738091855,Zeng Zihou,China,Song dynasty,,
Q45379677,6000000074736677281,Fu Lin,China,Song dynasty,,
Q45379690,6000000074738147834,Fu Lie,China,Song dynasty,,
Q45379692,6000000074737848940,Fu Qi,China,Song dynasty,billionaire,
Q45379694,6000000074738062876,Fu Tianji,China,Song dynasty,,
Q45379695,6000000074738181826,Chen Longyong,China,Song dynasty,,
Q45379698,6000000074738164842,Fu Liangzhi,China,Song dynasty,,
Q45379701,6000000074737122189,Fu Yingzi,China,Song dynasty,,
Q45379704,6000000074737704991,Lian Sanyi,China,Song dynasty,,
Q45379705,6000000074738081864,Yang Jing,China,Song dynasty,,
Q45379707,6000000074738082871,Xie Bochu,China,Song dynasty,,
Q45379709,6000000074737724982,Xie Boqiang,China,Song dynasty,,
Q45379711,6000000074737920924,Xie Bojing,China,Song dynasty,,
Q45379712,6000000074738125861,Yang Xizhong,China,Song dynasty,,
Q45379713,6000000074738209822,Yang Pu,China,Song dynasty,,
Q45379714,6000000074737546052,Fu Weishen,China,Song dynasty,,
Q45379716,6000000074737943878,Xie Bangji,China,Song dynasty,,
Q45379717,6000000074737931928,Liang Jing,China,Song dynasty,,
Q45379718,6000000074737849986,Liang Xizhi,China,Song dynasty,,
Q45379719,6000000074738157846,Liang Xizai,China,Song dynasty,,
Q45379720,6000000074737776953,Liang Jian,China,Song dynasty,,
Q45379722,6000000074738101910,Liang Sichang,China,Yuan dynasty,,
Q45379730,6000000074737325026,Zhuge Yin,China,Song dynasty,,
Q45379734,6000000074737590982,Pu Zhongzhao,China,Yuan dynasty,,
Q45379736,6000000074738225827,Xie Ruwei,China,Song dynasty,,
Q45379737,6000000074738208842,Xie Yizhong,China,Song dynasty,,
Q45379741,6000000074737705028,Xie Rujia,China,Song dynasty,,
Q45379742,6000000074738132846,Yang Wen,China,Song dynasty,,
Q45379743,6000000074737883990,Yang Zan,China,Song dynasty,,
Q45379748,6000000074737587009,Chen Yanyou,China,Song dynasty,gentry,
Q45379749,6000000074737635047,Chen Tang,China,Song dynasty,,
Q45379751,6000000074738264835,Zhao Sicheng,China,Song dynasty,,
Q45379758,6000000074738059902,Chen Mengzhang,China,Song dynasty,,
Q45379765,6000000074738211841,Chen Xi,China,Song dynasty,,
Q45379771,6000000074738024944,Chen Xiliang,China,Song dynasty,,
Q45379780,6000000074738115893,Chen Rong,China,Song dynasty,,
Q45379781,6000000074737714999,Chen Xuan,China,Song dynasty,,
Q45379782,6000000074738029922,Chen Po,China,Song dynasty,,
Q45379783,6000000074738248845,Chen Zi,China,Song dynasty,,
Q45379802,6000000074737906987,Chen Bin,China,Song dynasty,,
Q45379803,6000000074737994908,Chen You,China,Song dynasty,,
Q45379805,6000000074737546058,Chen Ke,China,Song dynasty,,
Q45379806,6000000074738167876,Chen Pu,China,Song dynasty,,
Q45379807,6000000074738181869,Chen Yi,China,Song dynasty,,
Q45379808,6000000074737455088,Chen Jia,China,Song dynasty,,
Q45379810,6000000074737815988,Chen Jieshi,China,Song dynasty,,
Q45379812,6000000074738056883,Chen Ziyu,China,Song dynasty,,
Q45379820,6000000074738361822,Chen He,China,Song dynasty,politician,
Q45379821,6000000074738044935,Chen Xian,China,Song dynasty,,
Q45379822,6000000074738339824,Chen Menglong,China,Song dynasty,,
Q45379824,6000000074737767067,Ye Zuyi,China,Song dynasty,,
Q45379827,6000000074738132885,Ye Dui,China,Song dynasty,,
Q45379828,6000000074738260893,Chen Juqing,China,Song dynasty,,
Q45379845,6000000074738179896,Chen Xian,China,Song dynasty,,
Q45379850,6000000074738364831,Chen Xu,China,Song dynasty,,
Q45379855,6000000074738275891,Chen Lin,China,Song dynasty,poet,
Q45379857,6000000074738325840,Chen Song,China,Song dynasty,,
Q45379859,6000000074737747001,Tan Zhirou,China,Song dynasty,,
Q45379878,6000000074738005935,Gao Shidun,China,Song dynasty,,
Q45379895,6000000074738074912,Du Weixu,China,Song dynasty,,
Q45379922,6000000074738311834,Murong Yanxi,China,Song dynasty,,
Q45379923,6000000074738345858,Murong Yanlian,China,Song dynasty,,
Q45379924,6000000074738226898,Murong Yanxi,China,Song dynasty,,
Q45379935,6000000074737705111,Han Xunzhou,China,Song dynasty,,
Q45379936,6000000074738448824,Murong Lun,China,Song dynasty,,
Q45379945,6000000074737978026,Qian Ruochong,China,Song dynasty,,
Q45379997,6000000074738001989,Zhao Yankui,China,Song dynasty,,
Q45380007,6000000074738220945,Yan Shuren,China,Song dynasty,,
Q45380012,6000000074738516823,Pan Zihou,China,Song dynasty,billionaire,
Q45380086,6000000074738102954,Zhao Yankai,China,Song dynasty,,
Q45380105,6000000074738416913,Peng Quan,China,Song dynasty,,
Q45380123,6000000074738268964,You Shitai,China,Song dynasty,billionaire,
Q45380132,6000000074738346956,You Sen,China,Song dynasty,billionaire,
Q45380141,6000000074738547858,You Bingliao,China,Song dynasty,billionaire,
Q45380143,6000000074738580855,You Tuan,China,Song dynasty,billionaire,
Q45380146,6000000074738479870,Yuan A,China,Tang dynasty,,
Q45380152,6000000074738656830,Yuan Minru,China,Song dynasty,,
Q45380170,6000000074738459872,Hui Chunfu,China,Song dynasty,,
Q45380171,6000000074738702838,Hui Youfu,China,Song dynasty,,
Q45380197,6000000074738358913,Han Yunsheng,China,Song dynasty,,
Q45380232,6000000074737756125,Gao Gongrou,China,Song dynasty,,
Q45380244,6000000074738329997,Zhan B,China,Tang dynasty,,
Q45380262,6000000074737739111,Liu Quan,China,Song dynasty,scholar,
Q45380263,6000000074738727864,Liu Tian,China,Song dynasty,,
Q45380282,6000000074738762851,Chen Maoying,China,Song dynasty,,
Q45380293,6000000074738226978,Chen Zhengyuan,China,Song dynasty,,
Q45380296,6000000074736835431,Lu Ce,China,Song dynasty,,
Q45380300,6000000074738433902,Lu Zhida,China,Song dynasty,,
Q45380301,6000000074738769833,Chen Gang,China,Song dynasty,,
Q45380305,6000000074738678875,Lu Zhimao,China,Song dynasty,painter,
Q45380306,6000000074738807830,Zhou Jie,China,Song dynasty,,
Q45380307,6000000074738822822,Huang Kai,China,Song dynasty,,
Q45380308,6000000074738805831,Huang Kang,China,Song dynasty,,
Q45380309,6000000074738821830,Huang Ge,China,Song dynasty,,
Q45380310,6000000074738605902,Huang Wen,China,Song dynasty,,
Q45380311,6000000074738524914,Huang Yin,China,Song dynasty,,
Q45380312,6000000074738435926,Chen Shichu,China,Song dynasty,,
Q45380314,6000000074738418895,Chen Sunzhi,China,Song dynasty,,
Q45380315,6000000074738656871,Chen Dashun,China,Song dynasty,,
Q45380316,6000000074738597899,Chen Dayou,China,Song dynasty,,
Q45380318,6000000074738796849,Chen Zuan,China,Song dynasty,,
Q45380320,6000000074738790841,Gao Shoucheng,China,Song dynasty,,
Q45380321,6000000074738669887,Chen Cai,China,Song dynasty,,
Q45380322,6000000074738820826,Chen Qi,China,Song dynasty,,
Q45380328,6000000074738479909,Chen Wei,China,Song dynasty,,
Q45380331,6000000074738727889,Chen Ying,China,Song dynasty,,
Q45380336,6000000074738435950,Chen Wu,China,Song dynasty,,
Q45380342,6000000074738566913,Chen Yi,China,Song dynasty,,
Q45380344,6000000074738572927,Chen Ying,China,Song dynasty,,
Q45380359,6000000074738652882,Chen Xiang,China,Song dynasty,,
Q45380360,6000000074737776238,Chen Yi,China,Song dynasty,,
Q45380361,6000000074738569887,Chen Xie,China,Song dynasty,,
Q45380363,6000000074738832834,Chen Yan,China,Song dynasty,,
Q45380364,6000000074738593909,Chen Ji,China,Song dynasty,,
Q45380365,6000000074738163007,Chen Yanxian,China,Song dynasty,,
Q45380372,6000000074738839833,Yuan Mo,China,Song dynasty,,
Q45380373,6000000074738891823,Yuan Dian,China,Song dynasty,,
Q45380374,6000000074738404991,Yuan Zhi,China,Song dynasty,rebel,
Q45380375,6000000074699504216,Ling Xian,China,Song dynasty,,
Q45380376,6000000074738665899,Ling Minshi,China,Song dynasty,,
Q45380378,6000000074738394082,Ling Minzhan,China,Song dynasty,,
Q45380379,6000000074738924822,Ling Gou,China,Song dynasty,,
Q45380380,6000000074738802883,Ling Zhe,China,Song dynasty,,
Q45380381,6000000074738688872,Ling Kui,China,Song dynasty,,
Q45380382,6000000074738913824,Ling Yun,China,Song dynasty,,
Q45380383,6000000074738914831,Ling Zhen,China,Song dynasty,,
Q45380431,6000000074738460975,Liu Junliang,China,Sui dynasty,gentry,
Q45380434,6000000074738848909,Liu Hui,China,Tang dynasty,billionaire,
Q45380468,6000000074744744177,Zhu Gong,China,Song dynasty,,
Q45380470,6000000074745360829,Zhu Dang,China,Song dynasty,,
Q45380473,6000000074745404838,Sun Jifu,China,Song dynasty,,
Q45380475,6000000074745331908,Chen Ye,China,Song dynasty,,
Q45380476,6000000074744942947,Chen Chui,China,Song dynasty,,
Q45380480,6000000074745396849,Chen Yuan,China,Song dynasty,,
Q45380482,6000000074745242921,Yang Dun,China,Song dynasty,,
Q45380490,6000000074744478233,Chen Xuan,China,Song dynasty,,
Q45380510,6000000074745459839,Chen Zan,China,Song dynasty,,
Q45380514,6000000074745500822,Lian Jingxian,China,Song dynasty,,
Q45380521,6000000074745154965,Chen Zhiyan,China,Song dynasty,gentry,
Q45380526,6000000074745244963,Fan Wenhu,China,Song dynasty,military commander | rebel,
Q45380534,6000000074745468851,Huang Wanshi,China,Song dynasty,rebel,
Q45380535,6000000074745360892,Chen Taichu,China,Song dynasty,,
Q45380536,6000000074745404907,Chen Yongsheng,China,Song dynasty,,
Q45380537,6000000074745522838,Chen Yongbi,China,Song dynasty,,
Q45380539,6000000074744949137,Chen Zhengshi,China,Song dynasty,,
Q45380540,6000000074745468856,Chen Xian,China,Song dynasty,,
Q45380550,6000000074744858161,Chen Deyi,China,Song dynasty,astronomer,
Q45380575,6000000074745209002,Lou Yong,China,Song dynasty,,
Q45380582,6000000074745272008,Qiao Conglong,China,Song dynasty,,
Q45380585,6000000074744747171,Zhen Shanmin,China,Song dynasty,poet,
Q45380592,6000000074745465915,Cao Wei,China,Song dynasty,,
Q45380593,6000000074745281001,Zhou Fu,China,Song dynasty,poet | ci lyric writer,
Q45380594,6000000074744696355,Chen Gong,China,Song dynasty,,
Q45380595,6000000074745627859,Zheng Jiuzhong,China,Song dynasty,,
Q45380607,6000000074745441953,Chen Fen,China,Song dynasty,,
Q45380615,6000000074745301956,Zheng Cishi,China,Song dynasty,,
Q45380622,6000000074745272013,Liu Tianxi,China,Song dynasty,,
Q45380634,6000000074744907142,Zheng Yongnian,China,Song dynasty,,
Q45380635,6000000074745254054,Zheng Chunnian,China,Song dynasty,,
Q45380636,6000000074744793244,Zheng Sizhi,China,Song dynasty,,
Q45380637,6000000074745459922,Liu Quan,China,Song dynasty,,
Q45380643,6000000074745580918,Xie Feng,China,Song dynasty,,
Q45380652,6000000074744705302,Zheng Hou,China,Song dynasty,ci lyric writer,
Q45380653,6000000074745678834,Zheng F,China,Tang dynasty,,
Q45380662,6000000074745484987,Zheng Nan,China,Song dynasty,,
Q45380663,6000000074745343031,Zheng Chong,China,Song dynasty,,
Q45380666,6000000074745155100,Zheng Sicheng,China,Song dynasty,,
Q45380668,6000000074744984246,Zheng Gongxian,China,Song dynasty,,
Q45380669,6000000074742583492,Zheng Gongmin,China,Song dynasty,,
Q45380672,6000000074745480906,Zheng Qiqian,China,Song dynasty,,
Q45380674,6000000074745280006,Zheng Bin,China,Song dynasty,,
Q45380678,6000000074745189064,Zheng Su,China,Song dynasty,,
Q45380689,6000000074745531918,Cheng Duanliang,China,Song dynasty,,
Q45380690,6000000074745697860,Cheng Qinliang,China,Song dynasty,,
Q45380693,6000000074744600511,Cheng Qian,China,Song dynasty,,
Q45380703,6000000074745507917,Cheng Yisheng,China,Song dynasty,,
Q45380705,6000000074745251127,Cheng Yinan,China,Song dynasty,,
Q45380707,6000000074745325046,Cheng Fu,China,Tang dynasty,,
Q45380708,6000000074744835251,Cheng Jian,China,Tang dynasty,,
Q45380709,6000000074745617906,Cheng Xiang,China,Tang dynasty,,
Q45380713,6000000074745339974,Cheng Ruoyan,China,Song dynasty,,
Q45380714,6000000074745690866,Cheng Ruochou,China,Song dynasty,,
Q45380716,6000000074745459935,Yang Dafa,China,Song dynasty,,
Q45380720,6000000074744909073,Cheng C,China,Tang dynasty,,
Q45380730,6000000074744078538,Jiang Fang,China,Song dynasty,,
Q45380734,6000000074745664878,Jiang Zhu,China,Song dynasty,,
Q45380745,6000000074744857210,Zhang J,China,Song dynasty,,
Q45380746,6000000074745533931,Song Ban,China,Song dynasty,,
Q45380747,6000000074745557916,Song Wan,China,Song dynasty,,
Q45380748,6000000074745768875,Lu Xie,China,Song dynasty,,
Q45380749,6000000074745615883,Mao Yi,China,Song dynasty,,
Q45380750,6000000074745690888,Mao Kuan,China,Song dynasty,,
Q45380752,6000000074745665939,Jiang Gui,China,Song dynasty,,
Q45380753,6000000074745575925,Jiang Di,China,Song dynasty,,
Q45380754,6000000074745731853,Jiang Zhi,China,Song dynasty,,
Q45380755,6000000074745772830,Jiang Qiao,China,Song dynasty,,
Q45380757,6000000074745642876,Jiang Dong,China,Song dynasty,,
Q45380758,6000000074745809822,Jiang Zhi,China,Song dynasty,,
Q45380759,6000000074744770318,Jiang Ruzhao,China,Song dynasty,,
Q45380760,6000000074745571902,Jiang Rushi,China,Song dynasty,,
Q45380763,6000000074745676878,Jiang Rugong,China,Song dynasty,,
Q45380764,6000000074745601909,Jiang Rubi,China,Song dynasty,,
Q45380765,6000000074745796840,Jiang Ruji,China,Song dynasty,,
Q45380766,6000000074745731871,Jiang Ruwei,China,Song dynasty,,
Q45380768,6000000074745480947,Jiang Ruqin,China,Song dynasty,,
Q45380769,6000000074745566951,Jiang Ruping,China,Song dynasty,,
Q45380786,6000000074744758201,Zang B,China,Song dynasty,,
Q45380791,6000000074745529990,Cheng Youjun,China,Song dynasty,,
Q45380795,6000000074745628953,Cheng Hongtu,China,Song dynasty,ci lyric writer,
Q45380796,6000000074745155173,Cheng Hongyuan,China,Song dynasty,,
Q45380798,6000000074745656893,Cheng Youwen,China,Song dynasty,,
Q45380805,6000000074745550935,Huang Hong,China,Song dynasty,,
Q45380821,6000000074745091201,Wang Keqin,China,Song dynasty,,
Q45380823,6000000074745464010,Huang Yuhe,China,Song dynasty,,
Q45380827,6000000074745341952,Xiong Fang,China,Song dynasty,,
Q45380828,6000000074744747221,Xiong Xin,China,Song dynasty,,
Q45380830,6000000074745851846,Xiong Ke,China,Song dynasty,,
Q45380831,6000000074745485045,Fan Ben,China,Song dynasty,,
Q45380832,6000000074745704936,Fan Ziming,China,Song dynasty,,
Q45380834,6000000074745251203,Fan Dayong,China,Song dynasty,,
Q45380838,6000000074745634988,Fan Zhisun,China,Song dynasty,,
Q45380844,6000000074745530039,Ma Kangmin,China,Song dynasty,,
Q45380845,6000000074745551951,Ma Shun,China,Song dynasty,,
Q45380846,6000000074745485051,Ma Cun,China,Song dynasty,,
Q45380847,6000000074745727884,Ma Bian,China,Song dynasty,,
Q45380848,6000000074745576993,Ma Yi,China,Song dynasty,,
Q45380849,6000000074745613880,Ma Gu,China,Song dynasty,,
Q45380850,6000000074745551968,Ma Xinqing,China,Song dynasty,,
Q45380852,6000000074745834836,Zhang Dunshi,China,Song dynasty,,
Q45380863,6000000074745737924,Cao Guai,China,Song dynasty,,
Q45380865,6000000074745425028,Cao Ran,China,Song dynasty,,
Q45380871,6000000074745741972,Cao Xi,China,Song dynasty,,
Q45380872,6000000074745717922,Cao Hong,China,Song dynasty,,
Q45380888,6000000074745508008,Nie Xunju,China,Song dynasty,,
Q45380889,6000000074745699981,Jin A,China,Tang dynasty,,
Q45380898,6000000074745698982,Zang Yi,China,Song dynasty,,
Q45380899,6000000074745921829,Zang Wei,China,Song dynasty,,
Q45380900,6000000074745426057,Wang Hongju,China,Song dynasty,,
Q45380901,6000000074745459985,Wang Cong,China,Song dynasty,,
Q45380904,6000000074745694003,Wang Yuan,China,Tang dynasty,,
Q45380927,6000000074744958386,Wang Chengzhi,China,Song dynasty,,
Q45380928,6000000074745779904,Jin Wengang,China,Song dynasty,,
Q45380930,6000000074744952242,Jin C,China,Tang dynasty,,
Q45380936,6000000074745521002,Yu Ji,China,Song dynasty,,
Q45380937,6000000074745453090,Zeng Feng,China,Song dynasty,,
Q45380939,6000000074745899846,Cheng Sen,China,Song dynasty,,
Q45380946,6000000074745508021,Wang Gongzhi,China,Song dynasty,,
Q45380953,6000000074744771408,Zhu Kuo,China,Song dynasty,,
Q45380954,6000000074745899856,Zhu Yan,China,Song dynasty,,
Q45380955,6000000074745772871,Zhu Shi,China,Song dynasty,,
Q45380956,6000000074745613909,Hu Ruming,China,Song dynasty,,
Q45380963,6000000074745740897,Yu Shuliang,China,Song dynasty,,
Q45380964,6000000074745343134,Yu Zhengtu,China,Song dynasty,,
Q45380975,6000000074745566084,Min Shiwen,China,Song dynasty,,
Q45380993,6000000074745657045,Jiang Qi,China,Song dynasty,,
Q45381009,6000000074744744551,Wang Zhiyan,China,Song dynasty,gentry,
Q45381016,6000000074745760986,Zhu Youdao,China,Song dynasty,,
Q45381017,6000000074745726995,Zhu Youxin,China,Song dynasty,,
Q45381019,6000000074746005880,Cheng Weilao,China,Song dynasty,,
Q45381028,6000000074745755984,Wang Dabian,China,Song dynasty,,
Q45381029,6000000074746017823,Wang Zhijiang,China,Song dynasty,,
Q45381030,6000000074745813944,Wang Zhixiu,China,Song dynasty,,
Q45381031,6000000074745957887,Wang Zhiye,China,Song dynasty,,
Q45381073,6000000074744813139,Wang Yuanyou,China,Song dynasty,,
Q45381075,6000000074745938876,Wang Xiongtu,China,Song dynasty,,
Q45381076,6000000074746055843,Wang Lingtu,China,Song dynasty,,
Q45381092,6000000074745487031,Hou Shiyu,China,Song dynasty,,
Q45381102,6000000074746025878,Cheng Ying,China,Song dynasty,,
Q45381104,6000000074745706053,Cheng Yuan,China,Song dynasty,merchant,
Q45381106,6000000074746015937,Cheng Huai,China,Song dynasty,merchant,
Q45381108,6000000074746068826,Cheng Yi,China,Song dynasty,,
Q45381117,6000000074745769999,Cheng Qiyuan,China,Yuan dynasty,,
Q45381118,6000000074744952337,Cheng Qifu,China,Yuan dynasty,,
Q45381120,6000000074745830045,Cheng Qihou,China,Yuan dynasty,,
Q45381121,6000000074745981904,Cheng Qiren,China,Yuan dynasty,,
Q45381124,6000000074745743058,Cheng Qishu,China,Yuan dynasty,,
Q45381125,6000000074745951954,Cheng Qiqing,China,Yuan dynasty,,
Q45381126,6000000074745679114,Cheng Qishen,China,Yuan dynasty,,
Q45381143,6000000074745756045,Cheng Zhu,China,Song dynasty,,
Q45381157,6000000074744958524,Zhao D,China,Tang dynasty,,
Q45381161,6000000074745986965,Zhao Sizhen,China,Song dynasty,,
Q45381181,6000000074745741073,Cheng Yangzu,China,Song dynasty,,
Q45381182,6000000074745861032,Cheng Nianzu,China,Song dynasty,,
Q45381183,6000000074746120830,Cheng Yuanyun,China,Song dynasty,,
Q45381184,6000000074746119836,Cheng Yuanbi,China,Song dynasty,,
Q45381186,6000000074745496253,Cheng Su,China,Song dynasty,,
Q45381196,6000000074745789059,Ji Mengfu,China,Song dynasty,,
Q45381197,6000000074744697571,Ji Yong,China,Song dynasty,,
Q45381198,6000000074745861987,Chen Ximo,China,Song dynasty,,
Q45381204,6000000074745835100,Shangguan Cheng,China,Song dynasty,,
Q45381205,6000000074746124822,Shangguan Xun,China,Song dynasty,,
Q45381206,6000000074746079844,Shangguan Yi,China,Song dynasty,,
Q45381207,6000000074746051917,Shangguan Ti,China,Song dynasty,,
Q45381208,6000000074746118855,Shangguan Zheng,China,Song dynasty,,
Q45381210,6000000074745925008,Shangguan Xing,China,Song dynasty,,
Q45381212,6000000074745774011,Shangguan Gongchuo,China,Song dynasty,,
Q45381213,6000000074745861055,Shangguan Gongju,China,Song dynasty,,
Q45381215,6000000074746078857,Shangguan Huanyou,China,Song dynasty,,
Q45381216,6000000074745657159,Shangguan Huanran,China,Song dynasty,,
Q45381217,6000000074746080871,Shangguan Sun,China,Song dynasty,,
Q45381218,6000000074745949000,Shangguan Bike,China,Song dynasty,,
Q45381219,6000000074745744091,Shangguan Cuizhong,China,Song dynasty,,
Q45381220,6000000074746004012,Shangguan Ji,China,Song dynasty,,
Q45381221,6000000074746131834,Qian Mou,China,Song dynasty,,
Q45381226,6000000074745789099,Zhu Pengsun,China,Song dynasty,,
Q45381228,6000000074745577220,Zhu Tisun,China,Song dynasty,,
Q45381229,6000000074745960993,Zhu Qingsun,China,Song dynasty,,
Q45381230,6000000074744984553,Ji A,China,Song dynasty,,
Q45381237,6000000074745363167,Ji Sunqiu,China,Song dynasty,,
Q45381247,6000000074746161822,Zhang Ruchun,China,Song dynasty,,
Q45381252,6000000074746123883,Liu Yonghou,China,Song dynasty,,
Q45381254,6000000074746045898,Zhang Ye,China,Song dynasty,,
Q45381255,6000000074745952973,Ji Yongzhang,China,Song dynasty,,
Q45381268,6000000074746170822,Qi Tang,China,Song dynasty,,
Q45381272,6000000074746117854,Jia Jinqing,China,Song dynasty,farmer,
Q45381297,6000000074746175822,Luqiu Xiaozhong,China,Song dynasty,,
Q45381298,6000000074745914088,Lvqiu Gongsu,China,Song dynasty,,
Q45381299,6000000074745828047,Lvqiu Gongxi,China,Song dynasty,,
Q45381300,6000000074746011001,Lvqiu Gongda,China,Song dynasty,,
Q45381301,6000000074333565824,Luqiu Gui,China,Song dynasty,,
Q45381304,6000000074746111900,Chao Zhongchuo,China,Song dynasty,,
Q45381310,6000000074745552244,Kong Shu,China,Song dynasty,,
Q45381311,6000000074746161830,Kong Yuan,China,Song dynasty,,
Q45381318,6000000074745770088,Yang Kui,China,Song dynasty,,
Q45381320,6000000074746125941,Luo C,China,Tang dynasty,,
Q45381335,6000000074746006106,Li Song,China,Song dynasty,,
Q45381339,6000000074745775138,Li Zhang,China,Song dynasty,,
Q45381342,6000000074746065939,Peng Gao,China,Song dynasty,painter,
Q45381344,6000000074745971990,Lin Chun,China,Song dynasty,painter,
Q45381359,6000000074745743154,Luo Ying,China,Song dynasty,,
Q45381413,6000000074746020932,Kong Zhuan,China,Song dynasty,scholar,
Q45381427,6000000074745775149,Kong Ju,China,Song dynasty,ci lyric writer,
Q45381430,6000000074746083944,Kong Qufei,China,Song dynasty,calligrapher | painter,
Q45381445,6000000074746242830,He Shichang,China,Song dynasty,,
Q45381526,6000000074745269361,Xu Youzhi,China,Song dynasty,,
Q45381538,6000000074746167903,Ding Datong,China,Song dynasty,,
Q45381551,6000000074746259825,Huang Yanhui,China,Song dynasty,,
Q45381554,6000000074746188876,Huang Yong,China,Song dynasty,politician,
Q45381557,6000000074745638173,Lin Zezu,China,Song dynasty,,
Q45381569,6000000074746136939,Wu Yue,China,Song dynasty,,
Q45381588,6000000074745986104,Wu Xiaoli,China,Song dynasty,gentry,
Q45381594,6000000074744747574,Wu Xiaogong,China,Song dynasty,,
Q45381597,6000000074746226874,Shiqi Mian,China,Song dynasty,,
Q45381600,6000000074746093041,Shiqi Yu,China,Song dynasty,,
Q45381622,6000000074745906210,Qin Ji,China,Song dynasty,,
Q45381641,6000000074746249884,Qin Changling,China,Song dynasty,,
Q45381645,6000000074746248824,Qin Chun,China,Song dynasty,,
Q45381648,6000000074746281824,Qin Yu,China,Song dynasty,,
Q45381660,6000000074745775174,Qin Du,China,Song dynasty,,
Q45381672,6000000074745325526,Li Jun,China,Song dynasty,,
Q45381676,6000000074746206946,Li Mao,China,Yuan dynasty,,
Q45381678,6000000074745744222,Wu F,China,Song dynasty,,
Q45381681,6000000074745676315,Wu Hua,China,Song dynasty,,
Q45381725,6000000074746033027,Jiang Gongwang,China,Song dynasty,,
Q45381728,6000000074745538357,Jiang Gongzuo,China,Song dynasty,,
Q45381730,6000000074746280882,Jiang Gongming,China,Song dynasty,,
Q45381733,6000000074745466366,Jiang Xuzhou,China,Song dynasty,,
Q45381735,6000000074746188904,Jiang Wang,China,Song dynasty,,
Q45381757,6000000074745179348,Jiang Zhen,China,Song dynasty,,
Q45381759,6000000074745799261,Jiang Chengqing,China,Tang dynasty,,
Q45381766,6000000074745179355,Jiang Kui,China,Song dynasty,,
Q45381780,6000000074746348822,Jiang Cheng,China,Song dynasty,gentry,
Q45381784,6000000074746110042,Jiang Ling,China,Song dynasty,,
Q45381789,6000000074746274892,Jiang Dunyu,China,Song dynasty,,
Q45381797,6000000074746331840,Wei Lu,China,Song dynasty,,
Q45381830,6000000074746319847,Jiang Guang,China,Song dynasty,,
Q45381834,6000000074746188949,Jiang Sui,China,Song dynasty,,
Q45381855,6000000074746244921,Jiang Zhengyan,China,Song dynasty,,
Q45381857,6000000074745774205,Wei Jun,China,Song dynasty,,
Q45381859,6000000074746130037,Wei Xian,China,Song dynasty,,
Q45381861,6000000074746084066,Jiang Hui,China,Song dynasty,,
Q45381876,6000000074745961198,Chen Tao,China,Song dynasty,,
Q45381886,6000000074746160025,Jiang Ke,China,Tang dynasty,,
Q45381977,6000000074746145078,Jiang Zhixing,China,Song dynasty,,
Q45381981,6000000074746342901,Jiang Cuncheng,China,Song dynasty,,
Q45382006,6000000074746253939,Jiang Di,China,Song dynasty,,
Q45382008,6000000074746198058,Jiang Jin,China,Song dynasty,,
Q45382009,6000000074745900195,Jiang Gui,China,Song dynasty,,
Q45382021,6000000074746342906,Jiang Laisun,China,Yuan dynasty,,
Q45382023,6000000074746145083,Jiang Yan,China,Tang dynasty,,
Q45382025,6000000074746130071,Jiang Dan,China,Song dynasty,,
Q45382027,6000000074745091655,Jiang Wenhui,China,Song dynasty,,
Q45382045,6000000074745898239,Jiang Shao,China,Song dynasty,,
Q45382055,6000000074746339877,Zang Ge,China,Song dynasty,,
Q45382061,6000000074746415826,Qian Bao,China,Tang dynasty,,
Q45382069,6000000074746425822,Jiang Lin,China,Song dynasty,,
Q45382071,6000000074746282896,Jiang Zhiwu,China,Song dynasty,,
Q45382074,6000000074746198076,Jiang Rongzu,China,Song dynasty,,
Q45382083,6000000074746145094,Jiang Kui,China,Song dynasty,,
Q45382087,6000000074746098085,Jiang Fan,China,Song dynasty,,
Q45382110,6000000074746105051,Jiang Jing,China,Song dynasty,,
Q45382114,6000000074746253957,Zang Yuangui,China,Song dynasty,,
Q45382118,6000000074746404856,Zang Yuanjian,China,Song dynasty,,
Q45382123,6000000074745884219,Jiang Yuan,China,Song dynasty,,
Q45382126,6000000074746426827,Jiang Xingzu,China,Song dynasty,,
Q45382134,6000000074745656312,Jiao Bingyan,China,Song dynasty,,
Q45382136,6000000074746396854,Jiao Huanyan,China,Song dynasty,,
Q45382166,6000000074745656326,Qian Wen,China,Song dynasty,,
Q45382174,6000000074746227994,Qian Jingchen,China,Song dynasty,,
Q45382177,6000000074746278957,Qian Kai,China,Song dynasty,,
