qid	geni_id	label	in_nordic_roster	blood_url	inlaw_url
Q128195829	6000000076774926079		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000076774926079	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000076774926079
Q128196004	6000000078891045035		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000078891045035	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000078891045035
Q1401742	291026634180003195		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=291026634180003195	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=291026634180003195
Q15408881	6000000181036310844		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000181036310844	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000181036310844
Q16060085	6000000022202609073		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000022202609073	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000022202609073
Q1606039	6000000034569017855		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000034569017855	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000034569017855
Q16404678	6000000021903853287		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000021903853287	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000021903853287
Q1700472	6000000017478099576		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000017478099576	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000017478099576
Q1710921	6000000081087381841	Vilho Ylönen	1	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000081087381841	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000081087381841
Q1779055	6000000076101396985		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000076101396985	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000076101396985
Q188263	6000000017096407923		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000017096407923	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000017096407923
Q20502209	6000000007425412342		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000007425412342	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000007425412342
Q2097323	6000000066024599821		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000066024599821	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000066024599821
Q21551575	6000000205349611830		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000205349611830	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000205349611830
Q2355998	6000000000503303734		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000000503303734	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000000503303734
Q2417566	6000000031175749115		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000031175749115	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000031175749115
Q2636612	6000000041544139488		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000041544139488	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000041544139488
Q298496	6000000055041621884		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000055041621884	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000055041621884
Q3072844	6000000137800497843		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000137800497843	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000137800497843
Q317008	6000000176754623876		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000176754623876	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000176754623876
Q326626	6000000018080676477		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000018080676477	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000018080676477
Q3656365	6000000013349891934		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000013349891934	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000013349891934
Q3723020	6000000166561536855		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000166561536855	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000166561536855
Q3731969	6000000090830529714		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000090830529714	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000090830529714
Q376354	6000000157487652826		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000157487652826	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000157487652826
Q3956238	6000000177397455823		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000177397455823	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000177397455823
Q436530	6000000018119318134		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000018119318134	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000018119318134
Q45358874	6000000074703185568	Song Cangshu	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000074703185568	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000074703185568
Q45424753	6000000075415530946	Dai Duanshu	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000075415530946	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000075415530946
Q45429416	6000000075426993825	Qi Kejiu	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000075426993825	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000075426993825
Q45429634	6000000075422143962	Rao Ziyi	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000075422143962	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000075422143962
Q45434165	6000000075420061052	Wang Zhe	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000075420061052	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000075420061052
Q45482553	6000000075491800943	Zhao Riqi	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000075491800943	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000075491800943
Q4563321	6000000052527554821		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000052527554821	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000052527554821
Q45680694	6000000075502917055	Shi Yuan	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000075502917055	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000075502917055
Q45702154	6000000075489597833	Yang Youdu	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000075489597833	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000075489597833
Q4669038	6000000075674026857		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000075674026857	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000075674026857
Q47011848	6000000013749280860		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000013749280860	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000013749280860
Q48759034	6000000003312241152		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000003312241152	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000003312241152
Q5388051	6000000166018926903	Erich Katz	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000166018926903	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000166018926903
Q56065206	6000000012059930599		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000012059930599	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000012059930599
Q561224	2205409		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=2205409	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=2205409
Q5630454	6000000008048128713	Nils Eklöf	1	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000008048128713	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000008048128713
Q5953172	6000000168951571075		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000168951571075	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000168951571075
Q60623788	6000000012620309416	Adolf Hecht	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000012620309416	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000012620309416
Q608113	6000000004053634470		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000004053634470	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000004053634470
Q62021958	6000000004086410657		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000004086410657	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000004086410657
Q62728966	6000000224572153821		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000224572153821	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000224572153821
Q707785	6000000027943363968	Birger Dahlerus	1	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000027943363968	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000027943363968
Q7085879	6000000007276916105	Ole Klemet Sara	1	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000007276916105	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000007276916105
Q7372504	6000000024376153357		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000024376153357	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000024376153357
Q7817678	6000000002831500863		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000002831500863	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000002831500863
Q79637069	6000000014189308260		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000014189308260	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000014189308260
Q904664	6000000040382462848	Gábor A. Somorjai	0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000040382462848	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000040382462848
Q95166372	4927838703020075553		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=4927838703020075553	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=4927838703020075553
Q95239031	6000000039859903609		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000039859903609	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000039859903609
Q95465127	6000000024932584062		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000024932584062	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000024932584062
Q98818349	6000000015811369256		0	https://www.geni.com/path/x?from=6000000087535357291&path_type=blood&to=6000000015811369256	https://www.geni.com/path/x?from=6000000087535357291&path_type=inlaw&to=6000000015811369256
