qid	n_geni	n_in_corpus	n_absent	closest_hops	one_export_covers	missing_first_degree	first_degree_total	already_refreshed	sources	geni_in_corpus	geni_absent	names
Q75783121	2	0	2		no	0	0	no	wikidata-p2600		6000000016253278541;6000000017130387780	
Q75793917	2	0	2		no	0	0	no	wikidata-p2600		6000000014511326997;6000000026008692368	
Q75826679	2	0	2		no	0	0	no	wikidata-p2600		6000000006444762013;6000000009382850767	
Q75834215	2	0	2		no	0	0	no	wikidata-p2600		6000000026405666032;6000000073979777971	
Q75850729	2	0	2		no	0	0	no	wikidata-p2600		6000000016321561249;6000000068903019848	
Q75850732	2	0	2		no	0	0	no	wikidata-p2600		6000000016321590014;6000000068902839921	
Q75850915	2	0	2		no	0	0	no	wikidata-p2600		6000000017422249017;6000000065858299931	
Q75872927	2	0	2		no	0	0	no	wikidata-p2600		6000000024511245839;6000000074561423051	
Q75884303	2	0	2		no	0	0	no	wikidata-p2600		6000000038933610137;6000000082381811437	
Q75884325	2	0	2		no	0	0	no	wikidata-p2600		6000000038933030092;6000000082383260168	
Q75884983	2	0	2		no	0	0	no	wikidata-p2600		6000000021559176608;6000000025986678941	
Q75885126	2	0	2		no	0	0	no	wikidata-p2600		6000000019953742262;6000000041582422474	
Q75897988	2	0	2		no	0	0	no	wikidata-p2600		6000000045388129281;6000000054571053895	
Q75903547	2	0	2		no	0	0	no	wikidata-p2600		6000000016539802390;6000000069794085042	
Q75917709	2	0	2		no	0	0	no	wikidata-p2600		6000000218758850533;6000000223708310829	
Q75924177	2	0	2		no	0	0	no	wikidata-p2600		6000000035132855545;6000000035133353088	
Q75925320	2	0	2		no	0	0	no	wikidata-p2600		6000000021010507028;6000000103443634944	
Q75935136	2	0	2		no	0	0	no	wikidata-p2600		6000000090890007906;6000000102678690523	
Q75939510	2	0	2		no	0	0	no	wikidata-p2600		6000000016315059243;6000000028521710960	
Q75948434	2	0	2		no	0	0	no	wikidata-p2600		6000000035169211930;6000000042424894063	
Q75956073	3	0	3		no	0	0	no	wikidata-p2600		6000000054082618869;6000000062417257829;6000000175129707449	
Q75962150	2	0	2		no	0	0	no	wikidata-p2600		6000000020148226046;6000000036734765827	
Q75979438	2	0	2		no	0	0	no	wikidata-p2600		6000000194041473825;6000000194058879899	
Q76000236	2	0	2		no	0	0	no	wikidata-p2600		6000000016539956335;6000000069793235957	
Q76000237	2	0	2		no	0	0	no	wikidata-p2600		6000000016540041432;6000000069794278934	
Q76001030	2	0	2		no	0	0	no	wikidata-p2600		6000000028263019501;6000000076700143901	
Q76003340	2	0	2		no	0	0	no	wikidata-p2600		6000000025173703913;6000000046844617792	
Q76007816	2	0	2		no	0	0	no	wikidata-p2600		6000000017361665665;6000000033715561277	
Q76007817	2	0	2		no	0	0	no	wikidata-p2600		6000000017362081547;6000000163567824234	
Q76070219	2	0	2		no	0	0	no	wikidata-p2600		6000000039219431117;6000000067877277863	
Q76071654	2	0	2		no	0	0	no	wikidata-p2600		6000000019660620902;6000000118185756832	
Q76071672	2	0	2		no	0	0	no	wikidata-p2600		6000000019664155640;6000000118185134848	
Q76071680	2	0	2		no	0	0	no	wikidata-p2600		292845503880005886;6000000019664246952	
Q76075285	2	0	2		no	0	0	no	wikidata-p2600		6000000028542956089;6000000031590431825	
Q76085890	2	0	2		no	0	0	no	wikidata-p2600		6000000035169394033;6000000042424468755	
Q7609519	2	0	2		no	0	0	no	wikidata-p2600		6000000001495436722;6000000078639981522	
Q76130659	2	0	2		no	0	0	no	wikidata-p2600		6000000030909151240;6000000079144491953	
Q761340	2	0	2		no	0	0	no	wikidata-p2600		6000000002893918744;6000000197685892909	
Q76148287	2	0	2		no	0	0	no	wikidata-p2600		6000000030908998380;6000000079144552856	
Q76149804	2	0	2		no	0	0	no	wikidata-p2600		6000000010474827017;6000000028088743620	
Q76149845	2	0	2		no	0	0	no	wikidata-p2600		6000000010474555478;6000000028088900954	
Q76154903	2	0	2		no	0	0	no	wikidata-p2600		6000000042047832279;6000000181179098824	
Q76171685	2	0	2		no	0	0	no	wikidata-p2600		6000000025376727505;6000000071005127216	
Q76179938	2	0	2		no	0	0	no	wikidata-p2600		6000000002116013936;6000000083053360037	
Q76180000	2	0	2		no	0	0	no	wikidata-p2600		6000000036498365201;6000000083053515897	
Q76207489	2	0	2		no	0	0	no	wikidata-p2600		6000000010284208051;6000000160120358821	
Q76207491	2	0	2		no	0	0	no	wikidata-p2600		6000000010288347920;6000000153405088828	
Q76207492	2	0	2		no	0	0	no	wikidata-p2600		6000000010288103166;6000000160119932833	
Q76207495	2	0	2		no	0	0	no	wikidata-p2600		6000000010284766985;6000000160123095859	
Q76207498	2	0	2		no	0	0	no	wikidata-p2600		6000000002499765125;6000000160124949821	
Q76207500	2	0	2		no	0	0	no	wikidata-p2600		6000000002499203758;6000000160124635830	
Q76214641	2	0	2		no	0	0	no	wikidata-p2600		6000000154859444952;6000000168109855821	
Q76222830	2	0	2		no	0	0	no	wikidata-p2600		6000000035169881966;6000000042424391637	
Q76236609	2	0	2		no	0	0	no	wikidata-p2600		6000000041376175237;6000000105992931906	
Q76251634	2	0	2		no	0	0	no	wikidata-p2600		6000000024330865757;6000000041114454001	
Q76254025	2	0	2		no	0	0	no	wikidata-p2600		6000000027341751328;6000000090666349838	
Q76254643	2	0	2		no	0	0	no	wikidata-p2600		6000000027124737060;6000000117156600899	
Q76254644	2	0	2		no	0	0	no	wikidata-p2600		6000000027122369595;6000000117156600908	
Q76257261	2	0	2		no	0	0	no	wikidata-p2600		6000000066092698984;6000000198115655975	
Q76266061	2	0	2		no	0	0	no	wikidata-p2600		6000000028050587711;6000000032025817924	
Q76270827	2	0	2		no	0	0	no	wikidata-p2600		6000000035022170245;6000000121860521894	
Q76279996	2	0	2		no	0	0	no	wikidata-p2600		6000000012330582001;6000000017300470797	
Q76279998	2	0	2		no	0	0	no	wikidata-p2600		6000000012330619896;6000000021088675001	
Q76287571	2	0	2		no	0	0	no	wikidata-p2600		6000000017206560434;6000000127874145884	
Q76293081	2	0	2		no	0	0	no	wikidata-p2600		6000000003615931109;6000000145386537821	
Q76293983	2	0	2		no	0	0	no	wikidata-p2600		6000000042058988007;6000000145387768821	
Q76317325	2	0	2		no	0	0	no	wikidata-p2600		6000000039103043011;6000000078911256839	
Q76317330	2	0	2		no	0	0	no	wikidata-p2600		6000000031847576029;6000000039102964612	
Q76322419	2	0	2		no	0	0	no	wikidata-p2600		6000000023631835482;6000000083053441967	
Q76325874	2	0	2		no	0	0	no	wikidata-p2600		6000000021621902813;6000000164479510897	
Q76328243	2	0	2		no	0	0	no	wikidata-p2600		6000000080363027010;6000000171544717897	
Q76329484	2	0	2		no	0	0	no	wikidata-p2600		6000000080363518821;6000000171543657289	
Q76329486	2	0	2		no	0	0	no	wikidata-p2600		6000000080361714503;6000000171545004852	
Q76329584	2	0	2		no	0	0	no	wikidata-p2600		6000000109019943494;6000000109120302882	
Q76361634	2	0	2		no	0	0	no	wikidata-p2600		6000000008469150768;6000000038243151059	
Q76369099	2	0	2		no	0	0	no	wikidata-p2600		6000000017183237919;6000000039403966975	
Q76372606	2	0	2		no	0	0	no	wikidata-p2600		6000000037955873400;6000000162550986870	
Q76373867	2	0	2		no	0	0	no	wikidata-p2600		6000000010289780855;6000000160125134848	
Q76374589	2	0	2		no	0	0	no	wikidata-p2600		6000000024699250535;6000000110673028821	
Q767237	2	0	2		no	0	0	no	wikidata-p2600		6000000000280078270;6000000003879983694	
Q773414	2	0	2		no	0	0	no	wikidata-p2600		6000000024225353315;6000000040960287220	
Q77419097	2	0	2		no	0	0	no	wikidata-p2600		6000000024819160853;6000000120688122826	
Q777148	2	0	2		no	0	0	no	wikidata-p2600		6000000025999828218;6000000072027425088	
Q7787803	2	0	2		no	0	0	no	wikidata-p2600		6000000003075808981;6000000012656748135	
Q7788426	2	0	2		no	0	0	no	wikidata-p2600		6000000000882167211;6000000003939528750	
Q7790195	2	0	2		no	0	0	no	wikidata-p2600		6000000021541657546;6000000025138669430	
Q7790896	2	0	2		no	0	0	no	wikidata-p2600		6000000036332888007;6000000183712196824	
Q7792490	2	0	2		no	0	0	no	wikidata-p2600		6000000000077803151;6000000003076796612	
Q7800247	2	0	2		no	0	0	no	wikidata-p2600		6000000075428650822;6000000075502475011	
Q78309	2	0	2		no	0	0	no	wikidata-p2600		6000000017163153699;6000000017163814627	
Q7878966	2	0	2		no	0	0	no	wikidata-p2600		6000000002821251509;6000000025891917932	
Q7910977	2	0	2		no	0	0	no	wikidata-p2600		6000000013390165292;6000000079784382994	
Q79306686	2	0	2		no	0	0	no	wikidata-p2600		6000000020322397030;6000000047906552085	
Q79603748	2	0	2		no	0	0	no	wikidata-p2600		6000000004591202845;6000000012737331692	
Q7962256	2	0	2		no	0	0	no	wikidata-p2600		6000000008761573782;6000000196594438836	
Q7965688	2	0	2		no	0	0	no	wikidata-p2600		6000000007258201884;6000000173355637950	
Q8004555	2	0	2		no	0	0	no	wikidata-p2600		4603273010330055567;6000000008378705356	
Q8008977	2	0	2		no	0	0	no	wikidata-p2600		6000000004079563538;6000000038608670425	
Q8012597	2	0	2		no	0	0	no	wikidata-p2600		6000000028953358782;6000000081777425892	
Q8013766	2	0	2		no	0	0	no	wikidata-p2600		6000000037030525476;6000000037840231260	
Q8015188	2	0	2		no	0	0	no	wikidata-p2600		2684664;6000000149889952883	
Q8015930	2	0	2		no	0	0	no	wikidata-p2600		6000000000240013760;6000000164621667837	
Q8017316	2	0	2		no	0	0	no	wikidata-p2600		6000000009977758319;6000000028890640393	
Q8017362	2	0	2		no	0	0	no	wikidata-p2600		6000000006329534560;6000000011289796731	
Q8018218	2	0	2		no	0	0	no	wikidata-p2600		6000000032304044673;6000000172724890852	
Q8018797	2	0	2		no	0	0	no	wikidata-p2600		6000000019211567208;6000000097737321849	
Q8019937	2	0	2		no	0	0	no	wikidata-p2600		6000000007951958707;6000000015487373249	
Q80344811	2	0	2		no	0	0	no	wikidata-p2600		6000000026281216389;6000000047865993076	
Q8048362	2	0	2		no	0	0	no	wikidata-p2600		6000000075487947862;6000000075489055003	
Q8063461	2	0	2		no	0	0	no	wikidata-p2600		6000000002897008757;6000000006862583859	
Q8069290	2	0	2		no	0	0	no	wikidata-p2600		6000000018515057557;6000000077672962907	
Q8070133	2	0	2		no	0	0	no	wikidata-p2600		6000000011626010824;6000000075607231824	
Q808483	2	0	2		no	0	0	no	wikidata-p2600		6000000013639131780;6000000026052471168	
Q81296818	2	0	2		no	0	0	no	wikidata-p2600		6000000002643659848;6000000038146160003	
Q81299271	2	0	2		no	0	0	no	wikidata-p2600		6000000011571538019;6000000025596052807	
Q81299935	2	0	2		no	0	0	no	wikidata-p2600		6000000030838874964;6000000078767313932	
Q8289912	2	0	2		no	0	0	no	wikidata-p2600		6000000024821896458;6000000075508557006	
Q83908409	3	0	3		no	0	0	no	wikidata-p2600		6000000014580615464;6000000029903955396;6000000048747895011	
Q839975	2	0	2		no	0	0	no	wikidata-p2600		6000000018812626698;6000000085039981908	
Q84341576	2	0	2		no	0	0	no	wikidata-p2600		6000000051167304840;6000000083372333309	
Q84566431	2	0	2		no	0	0	no	wikidata-p2600		6000000000588268245;6000000016668745865	
Q84580381	2	0	2		no	0	0	no	wikidata-p2600		6000000001099578590;6000000114484737984	
Q85236069	2	0	2		no	0	0	no	wikidata-p2600		6000000016750626395;6000000215796402839	
Q85236664	2	0	2		no	0	0	no	wikidata-p2600		6000000038239590696;6000000212898891828	
Q854253	2	0	2		no	0	0	no	wikidata-p2600		6000000008976695621;6000000084174654896	
Q85859197	2	0	2		no	0	0	no	wikidata-p2600		6000000125155759922;6000000217692077866	
Q85927197	2	0	2		no	0	0	no	wikidata-p2600		6000000003077473293;6000000121088594832	
Q86245901	2	0	2		no	0	0	no	wikidata-p2600		6000000001959742773;6000000024419760883	
Q86431	2	0	2		no	0	0	no	wikidata-p2600		6000000025308595038;6000000186191783872	
Q86592	2	0	2		no	0	0	no	wikidata-p2600		6000000015151104912;6000000082671658341	
Q86625052	3	0	3		no	0	0	no	wikidata-p2600		6000000042139708220;6000000151355167851;6000000168198906847	
Q86746671	2	0	2		no	0	0	no	wikidata-p2600		6000000000688782912;6000000136542968821	
Q86797994	3	0	3		no	0	0	no	wikidata-p2600		6000000003075897096;6000000058067147821;6000000114766822162	
Q86798230	2	0	2		no	0	0	no	wikidata-p2600		6000000040956763578;6000000044681088312	
Q87265619	2	0	2		no	0	0	no	wikidata-p2600		6000000000056686079;6000000180981540855	
Q87265627	2	0	2		no	0	0	no	wikidata-p2600		366511691090011946;6000000180981655855	
Q87930255	2	0	2		no	0	0	no	wikidata-p2600		6000000017344200558;6000000122355830821	
Q88305422	2	0	2		no	0	0	no	wikidata-p2600		6000000020792215618;6000000069051354838	
Q883577	2	0	2		no	0	0	no	wikidata-p2600		6000000020391313056;6000000021810459925	
Q885168	2	0	2		no	0	0	no	wikidata-p2600		6000000077312359862;6000000194255810821	
Q88545957	2	0	2		no	0	0	no	wikidata-p2600		6000000006100968493;6000000035289771878	
Q886202	2	0	2		no	0	0	no	wikidata-p2600		6000000021000478913;6000000030984621038	
Q88665527	2	0	2		no	0	0	no	wikidata-p2600		6000000011713477397;6000000024824523294	
Q88801373	2	0	2		no	0	0	no	wikidata-p2600		6000000038170636613;6000000133419482899	
Q88802220	2	0	2		no	0	0	no	wikidata-p2600		6000000038926161064;6000000084985385841	
Q88899907	2	0	2		no	0	0	no	wikidata-p2600		6000000041889797995;6000000183991356825	
Q889583	2	0	2		no	0	0	no	wikidata-p2600		6000000019507044067;6000000025453805632	
Q89193838	2	0	2		no	0	0	no	wikidata-p2600		6000000002928651680;6000000016767177105	
Q89353119	2	0	2		no	0	0	no	wikidata-p2600		6000000001180364582;6000000031477545169	
Q90153979	2	0	2		no	0	0	no	wikidata-p2600		6000000013385664820;6000000022514658917	
Q90156091	2	0	2		no	0	0	no	wikidata-p2600		6000000022514352729;6000000047497930099	
Q9069826	2	0	2		no	0	0	no	wikidata-p2600		6000000015840859716;6000000095448336087	
Q90885186	2	0	2		no	0	0	no	wikidata-p2600		6000000014724066518;6000000046125434334	
Q91249304	2	0	2		no	0	0	no	wikidata-p2600		6000000011425987029;6000000026178675482	
Q91268996	2	0	2		no	0	0	no	wikidata-p2600		6000000041664579577;6000000067092114942	
Q91374767	2	0	2		no	0	0	no	wikidata-p2600		6000000085377188051;6000000085377790911	
Q9141138	2	0	2		no	0	0	no	wikidata-p2600		6000000013269568423;6000000102337113974	
Q9145568	2	0	2		no	0	0	no	wikidata-p2600		6000000038134691829;6000000114212566823	
Q9152416	2	0	2		no	0	0	no	wikidata-p2600		6000000017757015634;6000000212895883839	
Q9152882	2	0	2		no	0	0	no	wikidata-p2600		6000000018272452204;6000000165972340821	
Q91542006	2	0	2		no	0	0	no	wikidata-p2600		6000000041664884073;6000000067096013871	
Q9155131	2	0	2		no	0	0	no	wikidata-p2600		6000000014071697528;6000000209563842838	
Q9155442	2	0	2		no	0	0	no	wikidata-p2600		6000000002631705262;6000000209567886824	
Q9155610	2	0	2		no	0	0	no	wikidata-p2600		6000000003827674010;6000000209563876821	
Q9155857	2	0	2		no	0	0	no	wikidata-p2600		6000000038240235821;6000000212948342829	
Q9156474	2	0	2		no	0	0	no	wikidata-p2600		6000000018381395702;6000000145952679966	
Q9176179	2	0	2		no	0	0	no	wikidata-p2600		6000000040079944829;6000000053604850841	
Q9176317	2	0	2		no	0	0	no	wikidata-p2600		6000000019886316274;6000000053604594855	
Q91835474	2	0	2		no	0	0	no	wikidata-p2600		6000000000485022440;6000000040551166887	
Q91868950	2	0	2		no	0	0	no	wikidata-p2600		6000000000271584982;6000000114576191851	
Q91945086	2	0	2		no	0	0	no	wikidata-p2600		6000000006439920415;6000000042311902235	
Q91979051	2	0	2		no	0	0	no	wikidata-p2600		6000000015153241217;6000000025430227506	
Q92113404	2	0	2		no	0	0	no	wikidata-p2600		6000000003077142579;6000000006348564836	
Q92115151	2	0	2		no	0	0	no	wikidata-p2600		6000000006440911453;6000000201759869825	
Q92253185	2	0	2		no	0	0	no	wikidata-p2600		6000000058066528610;6000000114767130902	
Q92253187	2	0	2		no	0	0	no	wikidata-p2600		6000000058067030955;6000000114766941951	
Q92254759	2	0	2		no	0	0	no	wikidata-p2600		6000000044681819881;6000000058066926977	
Q92292053	2	0	2		no	0	0	no	wikidata-p2600		6000000016334602392;6000000190456601931	
Q92311851	2	0	2		no	0	0	no	wikidata-p2600		6000000014089565994;6000000216790748822	
Q92311951	2	0	2		no	0	0	no	wikidata-p2600		6000000034844366218;6000000216776196846	
Q92312878	2	0	2		no	0	0	no	wikidata-p2600		6000000002659223564;6000000015582336022	
Q92400373	2	0	2		no	0	0	no	wikidata-p2600		6000000012244437564;6000000046080870280	
Q9262738	2	0	2		no	0	0	no	wikidata-p2600		6000000003824748966;6000000189297998824	
Q9294450	2	0	2		no	0	0	no	wikidata-p2600		6000000038212504187;6000000179339497860	
Q9303161	2	0	2		no	0	0	no	wikidata-p2600		6000000009403606842;6000000038134947852	
Q93132494	2	0	2		no	0	0	no	wikidata-p2600		6000000003891986974;6000000023393159942	
Q9332954	2	0	2		no	0	0	no	wikidata-p2600		6000000018381213798;6000000145953280879	
Q9342674	2	0	2		no	0	0	no	wikidata-p2600		6000000027119126006;6000000124121038882	
Q9343102	2	0	2		no	0	0	no	wikidata-p2600		6000000014191874163;6000000023449852976	
Q9343415	2	0	2		no	0	0	no	wikidata-p2600		6000000045907668398;6000000190449470577	
Q93475097	2	0	2		no	0	0	no	wikidata-p2600		6000000006988931422;6000000008198698537	
Q93518667	2	0	2		no	0	0	no	wikidata-p2600		6000000007789602280;6000000008438890872	
Q9354593	2	0	2		no	0	0	no	wikidata-p2600		6000000165970533873;6000000194173639837	
Q93578562	2	0	2		no	0	0	no	wikidata-p2600		6000000016013252600;6000000027326402960	
Q9371602	2	0	2		no	0	0	no	wikidata-p2600		6000000046284119821;6000000090933228891	
Q9371605	2	0	2		no	0	0	no	wikidata-p2600		6000000018647960487;6000000018648281356	
Q9376644	3	0	3		no	0	0	no	wikidata-p2600		6000000015152118500;6000000016749640718;6000000039437486534	
Q93861374	2	0	2		no	0	0	no	wikidata-p2600		6000000080136306972;6000000197956237899	
Q9391910	2	0	2		no	0	0	no	wikidata-p2600		6000000041248127480;6000000209567496821	
Q9393114	2	0	2		no	0	0	no	wikidata-p2600		6000000011546250099;6000000190455728825	
Q94138406	2	0	2		no	0	0	no	wikidata-p2600		6000000140851934864;6000000140851934898	
Q941494	2	0	2		no	0	0	no	wikidata-p2600		6000000001380231489;6000000209567168848	
Q941585	2	0	2		no	0	0	no	wikidata-p2600		6000000001380032072;6000000209563945822	
Q94253673	2	0	2		no	0	0	no	wikidata-p2600		6000000039623071972;6000000183746342834	
Q94260343	2	0	2		no	0	0	no	wikidata-p2600		6000000012124319135;6000000035913092480	
Q94298719	2	0	2		no	0	0	no	wikidata-p2600		6000000003824971269;6000000180870621861	
Q94486505	2	0	2		no	0	0	no	wikidata-p2600		6000000049885357094;6000000073392809821	
Q94515510	2	0	2		no	0	0	no	wikidata-p2600		6000000012021232269;6000000130280149875	
Q94520898	2	0	2		no	0	0	no	wikidata-p2600		6000000007245193207;6000000092246920951	
Q94530142	2	0	2		no	0	0	no	wikidata-p2600		6000000015610261132;6000000190455686545	
Q94537322	2	0	2		no	0	0	no	wikidata-p2600		6000000007946219119;6000000021566150476	
Q94655990	2	0	2		no	0	0	no	wikidata-p2600		6000000076091020856;6000000110339957821	
Q94656325	2	0	2		no	0	0	no	wikidata-p2600		6000000078806797761;6000000177336110824	
Q94660227	2	0	2		no	0	0	no	wikidata-p2600		6000000053908729834;6000000201037845824	
Q94685054	2	0	2		no	0	0	no	wikidata-p2600		6000000002485814144;6000000078736668314	
Q94750399	2	0	2		no	0	0	no	wikidata-p2600		6000000018236801422;6000000157675464821	
Q94754712	2	0	2		no	0	0	no	wikidata-p2600		6000000002764365751;6000000038576111681	
Q94764188	2	0	2		no	0	0	no	wikidata-p2600		6000000055530357006;6000000136198487821	
Q94775416	2	0	2		no	0	0	no	wikidata-p2600		6000000028279355015;6000000182770218840	
Q94779107	2	0	2		no	0	0	no	wikidata-p2600		6000000028110441838;6000000205347856943	
Q94816359	2	0	2		no	0	0	no	wikidata-p2600		6000000022629757900;6000000094824457833	
Q94868320	2	0	2		no	0	0	no	wikidata-p2600		6000000069924916502;6000000115285661034	
Q94940189	2	0	2		no	0	0	no	wikidata-p2600		6000000018606469346;6000000192789307872	
Q94967834	2	0	2		no	0	0	no	wikidata-p2600		6000000021000265722;6000000046664362191	
Q95317056	2	0	2		no	0	0	no	wikidata-p2600		6000000040049630978;6000000208386683821	
Q95664804	2	0	2		no	0	0	no	wikidata-p2600		6000000002303493218;6000000017635428497	
Q95691992	2	0	2		no	0	0	no	wikidata-p2600		6000000016729746929;6000000053243852421	
Q95714927	2	0	2		no	0	0	no	wikidata-p2600		6000000000448385400;6000000008140732605	
Q95854988	2	0	2		no	0	0	no	wikidata-p2600		6000000014327639726;6000000075952042901	
Q96076687	2	0	2		no	0	0	no	wikidata-p2600		6000000007027775273;6000000025891826050	
Q96077082	2	0	2		no	0	0	no	wikidata-p2600		6000000001563219960;6000000006733313162	
Q96077083	2	0	2		no	0	0	no	wikidata-p2600		6000000001563219967;6000000003615466762	
Q96083198	2	0	2		no	0	0	no	wikidata-p2600		6000000019923928100;6000000041111690114	
Q96089613	2	0	2		no	0	0	no	wikidata-p2600		4796572811640021146;6000000071633586351	
