qid	geni_id	mul	culture	culture_evidence
Q45539306	6000000074767677852	傆 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45538161	6000000074767682828	儆 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q10720777	6000000074767688904	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q5972977	6000000074767691824	瑁 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q16076735	6000000074767693968	承寀 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45544070	6000000074767719903	仂 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721682	6000000074767724988	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543057	6000000074767730895	傛 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540833	6000000074767733840	伓 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543439	6000000074767736902	俘 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721018	6000000074767744901	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q65803904	6000000074767749833	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540130	6000000074767755823	俔 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721524	6000000074767755875	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540384	6000000074767761827	儹 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45540193	6000000074767762831	僔 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45544200	6000000074767762857	侶 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721717	6000000074767763877	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45542044	6000000074767767824	傃 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45542107	6000000074767774841	俛 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721612	6000000074767774880	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45542931	6000000074767782833	僇 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543945	6000000074767793847	瑱 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45542617	6000000074767795823	儔 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721148	6000000074767796848	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721193	6000000074767810841	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543882	6000000074767812833	侚 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45530189	6000000074767812896	承寔 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543818	6000000074767815822	佽 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45543756	6000000074767829821	伷 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721415	6000000074767840854	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721580	6000000074767840858	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45529935	6000000074767847870	諝 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q10721489	6000000074767860837	隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45530254	6000000074767883825	承𑨂 隴西狄道	zh	carries the clan seat 隴西狄道, which is Chinese
Q45403124	6000000074768449078	寄 會稽餘姚	zh	graph traversal, 3 hop(s)
Q45403121	6000000074768637956	檢 會稽餘姚	zh	graph traversal, 3 hop(s)
Q10514395	6000000074768794922	荔 山披 會稽餘姚	zh	graph traversal, 2 hop(s)
Q45406121	6000000074770416123	叔恆 懷州河內	zh	graph traversal, 1 hop(s)
Q45406122	6000000074770960851	俌 懷州河內	zh	graph traversal, 1 hop(s)
Q203782	6000000074771066821	商隱 義山 懷州河內	zh	graph traversal, 3 hop(s)
Q45682649	6000000074771303838	惲 太原文水	zh	carries the clan seat 太原文水, which is Chinese
Q45519223	6000000074786638462	溶 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q26158737	6000000074787280137	綝 河南開封	zh	graph traversal, 2 hop(s)
Q26158761	6000000074787280142	略 鄭州榮陽	zh	carries the clan seat 鄭州榮陽, which is Chinese
Q45508667	6000000074787544630	璆 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45518968	6000000074787584512	崟 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q26158756	6000000074787612413	遹 鄭州榮陽	zh	carries the clan seat 鄭州榮陽, which is Chinese
Q45421438	6000000074787612468	渾 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45509115	6000000074787612552	緘 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45516147	6000000074787612662	炫 汴州開封	zh	graph traversal, 1 hop(s)
Q45518075	6000000074787636392	鉷 鄭州榮陽	zh	carries the clan seat 鄭州榮陽, which is Chinese
Q45517368	6000000074787671622	沼 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45509862	6000000074787675440	愉 汴州開封	zh	graph traversal, 3 hop(s)
Q45517884	6000000074787754306	湜 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45508923	6000000074787808589	綝 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q1275179	6000000074787816286	渾 文公 河南開封 二	zh	graph traversal, 1 hop(s)
Q45518459	6000000074787816340	㟧 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45511196	6000000074787853215	方說 鄭州榮陽	zh	carries the clan seat 鄭州榮陽, which is Chinese
Q45687250	6000000074787853399	璆之 河南	zh	graph traversal, 1 hop(s)
Q45519096	6000000074787883198	滌 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45421436	6000000074787916198	萼 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45513095	6000000074787933420	恭先 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45508474	6000000074787946225	繹 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45510366	6000000074787950226	行潁 鄭州榮陽	zh	carries the clan seat 鄭州榮陽, which is Chinese
Q45518267	6000000074787961098	錞 鄭州榮陽	zh	carries the clan seat 鄭州榮陽, which is Chinese
Q45514047	6000000074787966197	伋 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45422875	6000000074787976332	膺甫 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45515699	6000000074787995293	熺 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q26158763	6000000074788036967	豁 鄭州榮陽	zh	carries the clan seat 鄭州榮陽, which is Chinese
Q45518653	6000000074788083062	滂 河南	zh	graph traversal, 1 hop(s)
Q45421298	6000000074788100092	允恭 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45519475	6000000074788124050	岌 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45514996	6000000074788149124	燿 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45518779	6000000074788158046	渾 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45508861	6000000074788158148	紀 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45509988	6000000074788165015	行邕 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45413415	6000000074788168966	白驎 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45422897	6000000074788185171	猗 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45511131	6000000074788192037	公瑱 鄭州榮陽	zh	carries the clan seat 鄭州榮陽, which is Chinese
Q45508988	6000000074788192131	縝 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45515826	6000000074788194134	燧 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45514553	6000000074788199103	湜 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45519350	6000000074788221961	洧 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45514300	6000000074788222137	虛己 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45515953	6000000074788222179	庭璬 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45531184	6000000074788222232	漳 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45534109	6000000074788234284	偁 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45528885	6000000074788237197	球之 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45532772	6000000074788240155	叔文 河南	zh	graph traversal, 2 hop(s)
Q45518843	6000000074788259996	𑺅 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45516590	6000000074788267124	敷 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45517112	6000000074788267135	演 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45512713	6000000074788269076	德挺 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45507526	6000000074788272989	元果 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45514934	6000000074788284009	佺期 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45513478	6000000074788301015	曅 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45509480	6000000074788317959	銑 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45530735	6000000074788319164	璘 華聖 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45529778	6000000074788333143	泳 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45508731	6000000074788335974	璵 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45518716	6000000074788344857	鋗 河南	zh	graph traversal, 2 hop(s)
Q45530800	6000000074788346120	羲 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45608651	6000000074788364138	遘 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45591147	6000000074788374208	俶 河南	zh	graph traversal, 2 hop(s)
Q45510177	6000000074788375847	叔丘 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45508284	6000000074788377921	瑱 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q65803871	6000000074788381108	滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45518204	6000000074788381833	鍊 鄭州榮陽	zh	carries the clan seat 鄭州榮陽, which is Chinese
Q45630570	6000000074788387968	懌 汴州開封	zh	graph traversal, 3 hop(s)
Q45507084	6000000074788388918	拯 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45514489	6000000074788391965	渾 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45515061	6000000074788391972	虛受 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45515379	6000000074788391977	涉 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45422868	6000000074788395066	裔綽 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45528949	6000000074788397040	叔獻 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45519599	6000000074788397846	洌 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45530419	6000000074788402060	寔 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45518906	6000000074788405825	澟 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45519161	6000000074788405830	漪 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45509798	6000000074788412939	憬 汴州開封	zh	graph traversal, 3 hop(s)
Q45516018	6000000074788419946	庭玢 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45512968	6000000074788432906	論 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45513985	6000000074788440983	倨 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45531630	6000000074788445095	瀆 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45509545	6000000074788448889	續 汴州開封	zh	graph traversal, 2 hop(s)
Q45512335	6000000074788456832	荥 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45512461	6000000074788459838	彙 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45515313	6000000074788464936	虛心 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45511639	6000000074788465836	寬 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45528256	6000000074788469018	弼諧 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45512207	6000000074788474825	棻 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45517241	6000000074788478911	洊 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45517176	6000000074788482024	琯 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45507968	6000000074788483838	思挹 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45452748	6000000074788484104	叔向 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45515506	6000000074788485933	洽 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45512650	6000000074788487827	子罕 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45517496	6000000074788487990	誡庭 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45533793	6000000074788494109	詮 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45530483	6000000074788508964	稼 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45507777	6000000074788511821	處寂 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45509242	6000000074788515862	綜 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45513030	6000000074788516871	行顗 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45515250	6000000074788516894	漸 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45535195	6000000074788522021	瑱 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45513732	6000000074788525875	暈 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45515634	6000000074788529915	虛白 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45531313	6000000074788532927	涓 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45528759	6000000074788532984	倣 河南	zh	graph traversal, 2 hop(s)
Q45535007	6000000074788535024	璆 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45531505	6000000074788539998	溶 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45535068	6000000074788543060	說 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45513857	6000000074788550866	偁 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45529395	6000000074788561042	韞玉 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q18906316	6000000074788564912	處誨 廷美 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45422878	6000000074788579927	具瞻 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45533858	6000000074788581055	杳 玄邈 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45529524	6000000074788585873	勤規 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
Q45514360	6000000074788590821	才子 鄭州榮澤	ja	name ends in 子, a Japanese given-name ending
Q45422569	6000000074788598855	撝 滎陽開封	zh	carries the clan seat 滎陽開封, which is Chinese
Q45515186	6000000074788601842	虛舟 鄭州榮澤	zh	carries the clan seat 鄭州榮澤, which is Chinese
