store	geni_id	qid	language	label	normalised	marker	position	vocabulary
geni	6000000040970367880		label_mul	Arya Tunggalningrat bin NN (Suami Dewi Sumbrada)	Arya Tunggalningrat bin (Suami Dewi Sumbrada)	nn	inside	narrow
geni	6000000000437388522		label_en	Aschawir I NN I, Of Kamsarakan	Aschawir I I, Of Kamsarakan	nn	inside	narrow
geni	6000000000437388522		label_mul	Aschawir I NN I, Of Kamsarakan	Aschawir I I, Of Kamsarakan	nn	inside	narrow
geni	6000000083777282917		label_en	Aslak (unknown)	Aslak	unknown	tail	word
geni	6000000083777282917		label_mul	Aslak (unknown)	Aslak	unknown	tail	word
geni	5612494388790075689		label_en	Banyak Ngampar [Versi 2 Unknown] Ditinggalkan	Banyak Ngampar Ditinggalkan	unknown	inside	word
geni	5612494388790075689		label_mul	Banyak Ngampar [Versi 2 Unknown] Ditinggalkan	Banyak Ngampar Ditinggalkan	unknown	inside	word
geni	6000000013014389907		label_en	Barn af Carl Adolph Rothe NN køn Rothe	Barn af Carl Adolph Rothe køn Rothe	nn	inside	narrow
geni	6000000013014389907		label_mul	Barn af Carl Adolph Rothe NN køn Rothe	Barn af Carl Adolph Rothe køn Rothe	nn	inside	narrow
geni	6000000006795803758		label_en	Beatriz NN señora de Mirabel	Beatriz señora de Mirabel	nn	inside	narrow
geni	6000000006795803758		label_mul	Beatriz NN señora de Mirabel	Beatriz señora de Mirabel	nn	inside	narrow
geni	6000000040280453939		label_en	Bengta no name	Bengta	no name	tail	word
geni	6000000040280453939		label_mul	Bengta no name	Bengta	no name	tail	word
geni	6000000022174278360		label_en	Björn (unknown)	Björn	unknown	tail	word
geni	6000000022174278360		label_mul	Björn (unknown)	Björn	unknown	tail	word
geni	6000000144721808895		label_en	Boy NN McColpin	Boy McColpin	nn	inside	narrow
geni	6000000144721808895		label_mul	Boy NN McColpin	Boy McColpin	nn	inside	narrow
geni	6000000000930256809		label_en	Brita NN Svinhufvud	Brita Svinhufvud	nn	inside	narrow
geni	6000000000930256809		label_mul	Brita NN Svinhufvud	Brita Svinhufvud	nn	inside	narrow
geni	6000000002893346342		label_en	Brita NN Øvredal	Brita Øvredal	nn	inside	narrow
geni	6000000002893346342		label_mul	Brita NN Øvredal	Brita Øvredal	nn	inside	narrow
geni	6000000027878055541		label_en	Brita [Unknown]	Brita	unknown	tail	word
geni	6000000027878055541		label_mul	Brita [Unknown]	Brita	unknown	tail	word
geni	6000000046511941000		label_en	Catharina NN g m Berg Berghammar	Catharina g m Berg Berghammar	nn	inside	narrow
geni	6000000046511941000		label_mul	Catharina NN g m Berg Berghammar	Catharina g m Berg Berghammar	nn	inside	narrow
geni	6000000224820025901		label_en	Catherine NN Mallou	Catherine Mallou	nn	inside	narrow
geni	6000000224820025901		label_mul	Catherine NN Mallou	Catherine Mallou	nn	inside	narrow
geni	6000000011660255144		label_en	Catherine NN de Coarraze	Catherine de Coarraze	nn	inside	narrow
geni	6000000011660255144		label_mul	Catherine NN de Coarraze	Catherine de Coarraze	nn	inside	narrow
geni	6000000002168353049		label_en	Constance NN Countess of Northumberland	Constance Countess of Northumberland	nn	inside	narrow
geni	6000000002168353049		label_mul	Constance NN Countess of Northumberland	Constance Countess of Northumberland	nn	inside	narrow
geni	6000000018435342327		label_en	Datter Navn NN Trondsdatter 2b	Datter Navn Trondsdatter 2b	nn	inside	narrow
geni	6000000018435342327		label_mul	Datter Navn NN Trondsdatter 2b	Datter Navn Trondsdatter 2b	nn	inside	narrow
geni	6000000222841165847		label_en	Daughter NN Hochstetler	Daughter Hochstetler	nn	inside	narrow
geni	6000000222841165847		label_mul	Daughter NN Hochstetler	Daughter Hochstetler	nn	inside	narrow
geni	6000000180855577934	Q76159043	label_en	Devorguilla (unknown)	Devorguilla	unknown	tail	word
geni	6000000180855577934	Q76159043	label_mul	Devorguilla (unknown)	Devorguilla	unknown	tail	word
geni	6000000003294312063		label_en	Dr. Aaron (surname Unknown)	Dr. Aaron	unknown	tail	word
geni	6000000003294312063		label_mul	Dr. Aaron (surname Unknown)	Dr. Aaron	unknown	tail	word
geni	6000000016826599473		label_en	Edvin NN Karlsson	Edvin Karlsson	nn	inside	narrow
geni	6000000016826599473		label_mul	Edvin NN Karlsson	Edvin Karlsson	nn	inside	narrow
geni	6000000224819479905		label_en	Edward NN Kenneson	Edward Kenneson	nn	inside	narrow
geni	6000000224819479905		label_mul	Edward NN Kenneson	Edward Kenneson	nn	inside	narrow
geni	6000000009441818725		label_en	Ekki vitað NN O	Ekki vitað O	nn	inside	narrow
geni	6000000009441818725		label_mul	Ekki vitað NN O	Ekki vitað O	nn	inside	narrow
geni	6000000224822495832		label_en	Elizabeth NN Miller	Elizabeth Miller	nn	inside	narrow
geni	6000000224822495832		label_mul	Elizabeth NN Miller	Elizabeth Miller	nn	inside	narrow
geni	6000000172517930825		label_en	Elvira N. N.	Elvira	n. n.	tail	narrow
geni	6000000172517930825		label_mul	Elvira N. N.	Elvira	n. n.	tail	narrow
geni	6000000023390173874		label_en	Emma NN of North Bradley	Emma of North Bradley	nn	inside	narrow
geni	6000000023390173874		label_mul	Emma NN of North Bradley	Emma of North Bradley	nn	inside	narrow
geni	6000000204746838824		label_en	En dotter von Christierson NN tvilling	En dotter von Christierson tvilling	nn	inside	narrow
geni	6000000204746838824		label_mul	En dotter von Christierson NN tvilling	En dotter von Christierson tvilling	nn	inside	narrow
geni	6000000048448763024		label_en	Erik NN (Hjorthufvud)	Erik (Hjorthufvud)	nn	inside	narrow
geni	6000000048448763024		label_mul	Erik NN (Hjorthufvud)	Erik (Hjorthufvud)	nn	inside	narrow
geni	6000000004533159593		label_en	Ervise Helvise NN comtesse de Tonnerre	Ervise Helvise comtesse de Tonnerre	nn	inside	narrow
geni	6000000004533159593		label_mul	Ervise Helvise NN comtesse de Tonnerre	Ervise Helvise comtesse de Tonnerre	nn	inside	narrow
geni	6000000007329383047		label_en	Ethelbert NN of the Angles	Ethelbert of the Angles	nn	inside	narrow
geni	6000000007329383047		label_mul	Ethelbert NN of the Angles	Ethelbert of the Angles	nn	inside	narrow
geni	6000000180040952842		other_script_names	Eugenia Федоровна NN	Eugenia Федоровна	nn	tail	narrow
geni	6000000224783517841		label_en	George NN Harris	George Harris	nn	inside	narrow
geni	6000000224783517841		label_mul	George NN Harris	George Harris	nn	inside	narrow
geni	6000000000437045690		label_en	Gggrandson Of Aschawir NN Of Kamsarakan	Gggrandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437045690		label_mul	Gggrandson Of Aschawir NN Of Kamsarakan	Gggrandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437388535		label_en	Gggrandson Of Aschawir NN Of Kamsarakan	Gggrandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437388535		label_mul	Gggrandson Of Aschawir NN Of Kamsarakan	Gggrandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000039163897585		label_en	Given Name NN de Lindsay	Given Name de Lindsay	nn	inside	narrow
geni	6000000039163897585		label_mul	Given Name NN de Lindsay	Given Name de Lindsay	nn	inside	narrow
geni	6000000006776185725		label_en	Gjermund NN Bjerkreim?	Gjermund Bjerkreim?	nn	inside	narrow
geni	6000000006776185725		label_mul	Gjermund NN Bjerkreim?	Gjermund Bjerkreim?	nn	inside	narrow
geni	6000000000437045716		label_en	Grandson Of Aschawir NN Of Kamsarakan	Grandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437045716		label_mul	Grandson Of Aschawir NN Of Kamsarakan	Grandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437388561		label_en	Grandson Of Aschawir NN Of Kamsarakan	Grandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437388561		label_mul	Grandson Of Aschawir NN Of Kamsarakan	Grandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437045703		label_en	Great Grandson Of Aschawir NN Of Kamsarakan	Great Grandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437045703		label_mul	Great Grandson Of Aschawir NN Of Kamsarakan	Great Grandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437388548		label_en	Great Grandson Of Aschawir NN Of Kamsarakan	Great Grandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437388548		label_mul	Great Grandson Of Aschawir NN Of Kamsarakan	Great Grandson Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000008370334197		label_en	Gundreda NN of Wessex	Gundreda of Wessex	nn	inside	narrow
geni	6000000008370334197		label_mul	Gundreda NN of Wessex	Gundreda of Wessex	nn	inside	narrow
geni	6000000005609508929		label_en	Gunhild NN datter	Gunhild datter	nn	inside	narrow
geni	6000000005609508929		label_mul	Gunhild NN datter	Gunhild datter	nn	inside	narrow
geni	6000000003429231507		label_en	Guro NN Øvredal	Guro Øvredal	nn	inside	narrow
geni	6000000003429231507		label_mul	Guro NN Øvredal	Guro Øvredal	nn	inside	narrow
geni	6000000011645060127		label_en	Guttebarn ( NN )	Guttebarn	nn	inside	narrow
geni	6000000011645060127		label_mul	Guttebarn ( NN )	Guttebarn	nn	inside	narrow
geni	384070862300011689		label_en	Hadaburg NN Gräfin im Saalgau	Hadaburg Gräfin im Saalgau	nn	inside	narrow
geni	384070862300011689		label_mul	Hadaburg NN Gräfin im Saalgau	Hadaburg Gräfin im Saalgau	nn	inside	narrow
geni	6000000015530671283		label_en	Hadijah Ahmad [Versi 1 NN Sufyan]	Hadijah Ahmad	nn	inside	narrow
geni	6000000015530671283		label_mul	Hadijah Ahmad [Versi 1 NN Sufyan]	Hadijah Ahmad	nn	inside	narrow
geni	6000000035434365728		label_en	Halsten NN (Örnsparre)	Halsten (Örnsparre)	nn	inside	narrow
geni	6000000035434365728		label_mul	Halsten NN (Örnsparre)	Halsten (Örnsparre)	nn	inside	narrow
geni	6000000078004316992		label_en	Halvard (unknown)	Halvard	unknown	tail	word
geni	6000000078004316992		label_mul	Halvard (unknown)	Halvard	unknown	tail	word
geni	6000000175949321871		label_en	Hannah Maiden NN Arch	Hannah Maiden Arch	nn	inside	narrow
geni	6000000175949321871		label_mul	Hannah Maiden NN Arch	Hannah Maiden Arch	nn	inside	narrow
geni	6000000019016254743		label_en	Hans Magnus (Ukendt tvilling)	Hans Magnus	ukendt	inside	word
geni	6000000019016254743		label_mul	Hans Magnus (Ukendt tvilling)	Hans Magnus	ukendt	inside	word
geni	6000000144797508836		label_en	Hans NN Remsmidare	Hans Remsmidare	nn	inside	narrow
geni	6000000144797508836		label_mul	Hans NN Remsmidare	Hans Remsmidare	nn	inside	narrow
geni	6000000002893542836		label_en	Helga NN Stavland	Helga Stavland	nn	inside	narrow
geni	6000000002893542836		label_mul	Helga NN Stavland	Helga Stavland	nn	inside	narrow
geni	6000000007934460125		label_en	Helga NN Økland	Helga Økland	nn	inside	narrow
geni	6000000007934460125		label_mul	Helga NN Økland	Helga Økland	nn	inside	narrow
geni	6000000032102892021		label_en	Helgi not known	Helgi	not known	tail	word
geni	6000000032102892021		label_mul	Helgi not known	Helgi	not known	tail	word
geni	6000000026482407567		label_en	Henrik NN i Stora Kopparberget	Henrik i Stora Kopparberget	nn	inside	narrow
geni	6000000026482407567		label_mul	Henrik NN i Stora Kopparberget	Henrik i Stora Kopparberget	nn	inside	narrow
geni	6000000037787483027		label_en	Hild NN den mjåve	Hild den mjåve	nn	inside	narrow
geni	6000000037787483027		label_mul	Hild NN den mjåve	Hild den mjåve	nn	inside	narrow
geni	6000000022178527753		label_en	Hrólfur (unknown)	Hrólfur	unknown	tail	word
geni	6000000022178527753		label_mul	Hrólfur (unknown)	Hrólfur	unknown	tail	word
geni	6000000023605328625		label_en	Ilturka NN Bjarmeland	Ilturka Bjarmeland	nn	inside	narrow
geni	6000000023605328625		label_mul	Ilturka NN Bjarmeland	Ilturka Bjarmeland	nn	inside	narrow
geni	6000000003872567006		label_en	Inger NN til Holmstrup, Hasle herred	Inger til Holmstrup, Hasle herred	nn	inside	narrow
geni	6000000003872567006		label_mul	Inger NN til Holmstrup, Hasle herred	Inger til Holmstrup, Hasle herred	nn	inside	narrow
geni	6000000077667827201		label_en	Jakob NN (Hvittenstiern)	Jakob (Hvittenstiern)	nn	inside	narrow
geni	6000000077667827201		label_mul	Jakob NN (Hvittenstiern)	Jakob (Hvittenstiern)	nn	inside	narrow
geni	6000000040983228851		label_en	Jayaningrat [Versi 2 Unknown] Ditinggalkan	Jayaningrat Ditinggalkan	unknown	inside	word
geni	6000000040983228851		label_mul	Jayaningrat [Versi 2 Unknown] Ditinggalkan	Jayaningrat Ditinggalkan	unknown	inside	word
geni	6000000022735383461		label_en	Jens NN Skeel	Jens Skeel	nn	inside	narrow
geni	6000000022735383461		label_mul	Jens NN Skeel	Jens Skeel	nn	inside	narrow
geni	6000000010382639969		label_en	Jens NN Våga	Jens Våga	nn	inside	narrow
geni	6000000010382639969		label_mul	Jens NN Våga	Jens Våga	nn	inside	narrow
geni	6000000003525299332		label_en	Jente som var NN Bjørnheim	Jente som var Bjørnheim	nn	inside	narrow
geni	6000000003525299332		label_mul	Jente som var NN Bjørnheim	Jente som var Bjørnheim	nn	inside	narrow
geni	6000000025260253939		label_en	Johanna Christina no name	Johanna Christina	no name	tail	word
geni	6000000025260253939		label_mul	Johanna Christina no name	Johanna Christina	no name	tail	word
geni	6000000007231684522		label_en	Joren Gift, NN navn	Joren Gift, navn	nn	inside	narrow
geni	6000000007231684522		label_mul	Joren Gift, NN navn	Joren Gift, navn	nn	inside	narrow
geni	6000000003095013383		label_en	Jorun Tollaksdatter NN Hjelmeland	Jorun Tollaksdatter Hjelmeland	nn	inside	narrow
geni	6000000003095013383		label_mul	Jorun Tollaksdatter NN Hjelmeland	Jorun Tollaksdatter Hjelmeland	nn	inside	narrow
geni	6000000223565679870		label_en	Jöran Patronym NN aldrig nämnd i dokument / Patronymic NN never mentioned in documents Prytz till Otterstorp	Jöran Patronym aldrig nämnd i dokument / Patronymic never mentioned in documents Prytz till Otterstorp	nn	inside	narrow
geni	6000000223565679870		label_mul	Jöran Patronym NN aldrig nämnd i dokument / Patronymic NN never mentioned in documents Prytz till Otterstorp	Jöran Patronym aldrig nämnd i dokument / Patronymic never mentioned in documents Prytz till Otterstorp	nn	inside	narrow
geni	5612477147220132218		label_en	Kamandaka [Versi 2 Unknown] Ditinggalkan	Kamandaka Ditinggalkan	unknown	inside	word
geni	5612477147220132218		label_mul	Kamandaka [Versi 2 Unknown] Ditinggalkan	Kamandaka Ditinggalkan	unknown	inside	word
geni	6000000002663088309		label_en	Karen NN (Ukjent)	Karen (Ukjent)	nn	inside	narrow
geni	6000000002663088309		label_mul	Karen NN (Ukjent)	Karen (Ukjent)	nn	inside	narrow
geni	6000000196122941710		label_en	Kari NN Heigerstad	Kari Heigerstad	nn	inside	narrow
geni	6000000196122941710		label_mul	Kari NN Heigerstad	Kari Heigerstad	nn	inside	narrow
geni	6000000002893622035		label_en	Kari NN Lono	Kari Lono	nn	inside	narrow
geni	6000000002893622035		label_mul	Kari NN Lono	Kari Lono	nn	inside	narrow
geni	6000000008278869599		label_en	Katarina Olofsdotter NN börd	Katarina Olofsdotter börd	nn	inside	narrow
geni	6000000008278869599		label_mul	Katarina Olofsdotter NN börd	Katarina Olofsdotter börd	nn	inside	narrow
geni	6000000003215053006		label_en	Kaðall (unknown)	Kaðall	unknown	tail	word
geni	6000000003215053006		label_mul	Kaðall (unknown)	Kaðall	unknown	tail	word
geni	6000000010817722958		label_en	Kone NN Liland	Kone Liland	nn	inside	narrow
geni	6000000010817722958		label_mul	Kone NN Liland	Kone Liland	nn	inside	narrow
geni	6000000010850216522		label_en	Kone NN Tjørhom	Kone Tjørhom	nn	inside	narrow
geni	6000000010850216522		label_mul	Kone NN Tjørhom	Kone Tjørhom	nn	inside	narrow
geni	6000000019425829110		label_en	Konen NN Gjurdsen Sodeland	Konen Gjurdsen Sodeland	nn	inside	narrow
geni	6000000019425829110		label_mul	Konen NN Gjurdsen Sodeland	Konen Gjurdsen Sodeland	nn	inside	narrow
geni	6000000008261124454		label_en	Konen NN Sodeland	Konen Sodeland	nn	inside	narrow
geni	6000000008261124454		label_mul	Konen NN Sodeland	Konen Sodeland	nn	inside	narrow
geni	6000000006570593687		label_en	Konens Navn NN Skreå	Konens Navn Skreå	nn	inside	narrow
geni	6000000006570593687		label_mul	Konens Navn NN Skreå	Konens Navn Skreå	nn	inside	narrow
geni	6000000193693688822		label_en	Lage NN i Ora	Lage i Ora	nn	inside	narrow
geni	6000000193693688822		label_mul	Lage NN i Ora	Lage i Ora	nn	inside	narrow
geni	6000000007993584938		label_en	Lars NN (i Linköping)	Lars (i Linköping)	nn	inside	narrow
geni	6000000007993584938		label_mul	Lars NN (i Linköping)	Lars (i Linköping)	nn	inside	narrow
geni	6000000008081144556		label_en	Laurens Johannesen NN af Steenalt	Laurens Johannesen af Steenalt	nn	inside	narrow
geni	6000000008081144556		label_mul	Laurens Johannesen NN af Steenalt	Laurens Johannesen af Steenalt	nn	inside	narrow
geni	6000000003242757485		label_en	Ljótur (unknown)	Ljótur	unknown	tail	word
geni	6000000003242757485		label_mul	Ljótur (unknown)	Ljótur	unknown	tail	word
geni	6000000211493486823		label_en	Löjtnant NN Barckman	Löjtnant Barckman	nn	inside	narrow
geni	6000000211493486823		label_mul	Löjtnant NN Barckman	Löjtnant Barckman	nn	inside	narrow
geni	6000000068521591034		label_en	Maencie NN vicomtesse de Leon	Maencie vicomtesse de Leon	nn	inside	narrow
geni	6000000068521591034		label_mul	Maencie NN vicomtesse de Leon	Maencie vicomtesse de Leon	nn	inside	narrow
geni	6000000088192857310		label_en	Magdalena Fredrica ( NN )	Magdalena Fredrica	nn	inside	narrow
geni	6000000088192857310		label_mul	Magdalena Fredrica ( NN )	Magdalena Fredrica	nn	inside	narrow
geni	6000000027470028034	Q141217396	label_en	Maria No name	Maria	no name	tail	word
geni	6000000027470028034	Q141217396	label_mul	Maria No name	Maria	no name	tail	word
geni	6000000022710927811		label_en	Marina NN Schmidt (Smid)	Marina Schmidt (Smid)	nn	inside	narrow
geni	6000000022710927811		label_mul	Marina NN Schmidt (Smid)	Marina Schmidt (Smid)	nn	inside	narrow
geni	6000000049221451313		label_en	Marit NN Øygåden	Marit Øygåden	nn	inside	narrow
geni	6000000049221451313		label_mul	Marit NN Øygåden	Marit Øygåden	nn	inside	narrow
geni	6000000015530761242		label_en	Maulana Safiudin [Versi 1 NN Sufyan]	Maulana Safiudin	nn	inside	narrow
geni	6000000015530761242		label_mul	Maulana Safiudin [Versi 1 NN Sufyan]	Maulana Safiudin	nn	inside	narrow
geni	6000000009240492341		label_en	Metta / Metteke N. N.	Metta / Metteke	n. n.	tail	narrow
geni	6000000009240492341		label_mul	Metta / Metteke N. N.	Metta / Metteke	n. n.	tail	narrow
geni	6000000015843618905		label_en	Mikkel (unknown)	Mikkel	unknown	tail	word
geni	6000000015843618905		label_mul	Mikkel (unknown)	Mikkel	unknown	tail	word
geni	6000000187048051893		label_en	Monsieur NN Der Haudre	Monsieur Der Haudre	nn	inside	narrow
geni	6000000187048051893		label_mul	Monsieur NN Der Haudre	Monsieur Der Haudre	nn	inside	narrow
geni	6000000013640712562		label_en	Morten NN (Ukjent)	Morten (Ukjent)	nn	inside	narrow
geni	6000000013640712562		label_mul	Morten NN (Ukjent)	Morten (Ukjent)	nn	inside	narrow
geni	6000000002188195276		label_en	Mother NN of China	Mother of China	nn	inside	narrow
geni	6000000002188195276		label_mul	Mother NN of China	Mother of China	nn	inside	narrow
geni	6000000070197837052		label_en	Mother Pangeran Tepasana [Unknown]	Mother Pangeran Tepasana	unknown	tail	word
geni	6000000070197837052		label_mul	Mother Pangeran Tepasana [Unknown]	Mother Pangeran Tepasana	unknown	tail	word
geni	6000000224819806919		label_en	Mrs. NN Eriksson	Mrs. Eriksson	nn	inside	narrow
geni	6000000224819806919		label_mul	Mrs. NN Eriksson	Mrs. Eriksson	nn	inside	narrow
geni	6000000003680372618		label_en	Mårten no name	Mårten	no name	tail	word
geni	6000000003680372618		label_mul	Mårten no name	Mårten	no name	tail	word
geni	6000000007394966333		label_en	Name Not Known	Name	not known	tail	word
geni	6000000007394966333		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000021538835260		label_en	Name Not Known	Name	not known	tail	word
geni	6000000021538835260		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000026922869220		label_en	Name Not Known	Name	not known	tail	word
geni	6000000026922869220		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000032408592701		label_en	Name Not Known	Name	not known	tail	word
geni	6000000032408592701		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000036955361319		label_en	Name Not Known	Name	not known	tail	word
geni	6000000036955361319		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000037935749110		label_en	Name Not Known	Name	not known	tail	word
geni	6000000037935749110		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000037944346286		label_en	Name Not Known	Name	not known	tail	word
geni	6000000037944346286		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000042125528072		label_en	Name Not Known	Name	not known	tail	word
geni	6000000042125528072		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000042757241098		label_en	Name Not Known	Name	not known	tail	word
geni	6000000042757241098		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000045033019012		label_en	Name Not Known	Name	not known	tail	word
