date	batch	n	round	geni_id	our_name	qid	their_name	verdict	her_words
2026-08-31	blocked-creations	3	1	6000000006127732211	Eva Helena Adelswärd	Q109829800		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	4	1	6000000007311831371	Anna Tersera	Q110231041		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	5	1	6000000006127576609	Ulrika Catharina Koskull	Q109296043		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	6	1	6000000007755407668	Margareta Jacobsdotter Jernstedt	Q108615809		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	7	1	6000000011637291315	Margareta Gyllenstierna af Fogelvik	Q4951688		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	8	1	6000000008889872098	Magdalena Christina Appelbom	Q109835400		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	9	1	6000000009401513008	Catharina Funck	Q110547956		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	10	1	6000000017425559123	Anna Christina Bruncrona	Q66711908		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	11	1	6000000007948266424	Charlotta Eleonora Hedvig von Krassow	Q110395711		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	12	1	6000000011533226330	Margareta Frodbom	Q111989591		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	blocked-creations	13	1	6000000013296788468	Maria Sofia Stierncrona	Q113007770		SAME	AskUserQuestion per person; parent already names this child item
2026-08-31	charlemagne-spine-anchors	1	1	6000000001827562649	Åsulv Skulesson	Q75291928		SAME	Wikidata states this P2600 itself; folded in as an anchor at her request
2026-08-31	charlemagne-spine-anchors	2	1	6000000003645683608	Skule Torstigson	Q6180419		SAME	Wikidata states this P2600 itself; folded in as an anchor at her request
2026-08-31	charlemagne-spine-anchors	3	1	4927821238910067084	Judith of Flanders	Q273181		SAME	Wikidata states this P2600 itself; folded in as an anchor at her request
2026-08-31	charlemagne-spine-anchors	4	1	6000000001412935350	Baldwin IV the Bearded, count of Flanders	Q378177		SAME	Wikidata states this P2600 itself; folded in as an anchor at her request
2026-08-31	charlemagne-spine-anchors	5	1	6000000005936551695	Berengar II of Ivrea, king of Italy	Q314521		SAME	Wikidata states this P2600 itself; folded in as an anchor at her request
2026-08-31	charlemagne-spine-anchors	6	1	6000000008592343633	Gisela of Friuli	Q3769073		SAME	Wikidata states this P2600 itself; folded in as an anchor at her request
2026-08-31	charlemagne-spine-anchors	7	1	6000000001266578142	Louis I, The Pious	Q43974		SAME	Wikidata states this P2600 itself; folded in as an anchor at her request
2026-08-31	charlemagne-spine-anchors	8	1	6000000002457013227	Charlemagne	Q3044		SAME	Wikidata states this P2600 itself; folded in as an anchor at her request
2026-08-31	rejected-parents	0	1	6000000000047260007	Helena Maria Söderhielm	Q112969835	Helena Maria Söderhjelm	SAME	AskUserQuestion; same-sex candidate on the child's item
2026-08-31	rejected-parents	0	1	6000000000581186204	Anna Magdalena Pauli	Q110457044	Anna Magdalena Pauli	SAME	AskUserQuestion; same-sex candidate on the child's item
2026-08-31	rejected-parents	0	1	6000000001334601101	Carl Hising	Q110313452	Carl Hising	SAME	AskUserQuestion; same-sex candidate on the child's item
2026-08-31	rejected-parents	0	1	4377269	Prost Olaus Troilius	Q48562235	Olof Troilius	SAME	AskUserQuestion with spouse+children on both sides
2026-08-31	rejected-parents	0	1	5106195884670114511	Andreas Petri Grubb	Q16649300	Andreas Petri Grubb	UNSURE	AskUserQuestion with spouse+children on both sides
2026-08-31	rejected-parents	0	1	6000000000572198595	Helena Mariana Sparre af Söfdeborg	Q116775360	Mariana Helena Ehrenkrona	SAME	AskUserQuestion with spouse+children on both sides
2026-08-31	rejected-parents	0	1	6000000001515228463	Hedvig Catharina Charlotta De la Gardie	Q2066886	Hedvig Catharina von Fersen	SAME	AskUserQuestion with spouse+children on both sides
2026-08-31	rejected-parents	0	1	6000000001882580286	Ulrika Christina Mörner af Morlanda	Q110386164	Ulrica Christina Mörner	SAME	AskUserQuestion with spouse+children on both sides
2026-08-31	rejected-parents	0	1	6000000002063115439	Elias Pedersson Gavelius	Q16649267	Elias Pedersson Gavelius	SAME	AskUserQuestion with spouse+children on both sides
2026-08-31	rejected-parents	0	1	6000000002734683252	Michael Fant	Q5725186	Michael Fant	SAME	AskUserQuestion with spouse+children on both sides
2026-08-31	rejected-parents	0	1	6000000002960482301	Thure Stensson Bielke	Q5597349	Ture Bielke	SAME	AskUserQuestion with spouse+children on both sides
2026-08-31	rejected-parents	0	1	6000000003883345592	Anna Maria Törnstjerna, Törne	Q103771971	Anna Maria Törne	SAME	AskUserQuestion with spouse+children both sides
2026-08-31	rejected-parents	0	1	6000000003883549023	Olof Rudbeck	Q103771956	Olof Rudbeck	SAME	AskUserQuestion with spouse+children both sides
2026-08-31	rejected-parents	0	1	6000000005393641057	Henrik Johan Nauckhoff	Q6003542	Henrik Johan Nauckhoff	SAME	AskUserQuestion with spouse+children both sides
2026-08-31	rejected-parents	0	1	6000000003770421312	Laurentius Jonæ Hallenius	Q5783620	Laurentius Jonæ Halenius	SAME	AskUserQuestion with spouse+children both sides
2026-08-31	rejected-parents	0	1	6000000006127355736	Johan Gustav Boije af Gennäs	Q130755124	Johan Gustaf Boije	SAME	AskUserQuestion with spouse+children both sides
2026-08-31	rejected-parents	0	1	6000000006127409064	Catharina Elisabet Arosell Adlerheim	Q131726951	noble Catharina Elisabeth Adlerheim	SAME	AskUserQuestion with spouse+children both sides
2026-08-31	rejected-parents	0	1	6000000006127496847	Fredrika Eleonora Arvidsdotter Horn af Ekebyholm	Q109296398	Fredrika Eleonora Horn	SAME	AskUserQuestion with spouse+children both sides
2026-08-31	rejected-parents	0	1	6000000006127651336	Carl Philip Strömfelt	Q130684265	Carl Filip Strömfelt	SAME	GUI adjudication, mobile
2026-08-31	rejected-parents	0	1	6000000006127651347	Agneta Johansdotter Ållongren	Q130684369	Agneta Ållongren	SAME	GUI adjudication, mobile
2026-08-31	rejected-parents	0	1	6000000006911473220	Anders Törnebladh	Q139996297	Anders Törnebladh	SAME	GUI adjudication, mobile
2026-08-31	rejected-parents	0	1	6000000007286110282	Eva Horn af Ekebyholm	Q19678400	Eva Horn	SAME	GUI adjudication, mobile
2026-08-31	rejected-parents	0	1	6000000007289863298	Anna Andersdotter Björnram	Q110621422	Anna Andersdotter Björnram	SAME	GUI adjudication, mobile
2026-08-31	rejected-parents	0	1	6000000007314101475	Jon Mickelsson Behm	Q25451348	Jonas Mikaelsson Behm	SAME	GUI adjudication, mobile
2026-08-31	rejected-parents	0	1	6000000007473614567	Petrus Ugla	Q124608453	Petrus Ugla	SAME	GUI adjudication, mobile
2026-08-31	parent-adjudication-gui			6000000007509570928	Anna Brita Carré	Q136028287	Anna Brita Carré	SAME	
2026-08-31	parent-adjudication-gui			6000000007548056402	Gerhard Jonæ	Q16649517	Gerhardus Jonæ	SAME	
2026-08-31	parent-adjudication-gui			6000000007598076234	Hans Georg Strömfelt	Q121362501	Hans Georg Strömfelt	SAME	
2026-08-31	parent-adjudication-gui			6000000007602850104	Christina Elisabet Taube af Karlö	Q110457049	Christina Elisabet Taube	SAME	
2026-08-31	parent-adjudication-gui			6000000007602857711	Gustaf Adolf Strömfelt till Strömhult	Q12363134	Gustav Adolf Strömfelt	SAME	
2026-08-31	parent-adjudication-gui			6000000007787563524	Karin Mattsdotter Björnram	Q104550167	Carin Björnram	SAME	
2026-08-31	parent-adjudication-gui			6000000008047204297	Sigfrid Porthan	Q73763454	Sigfrid Porthan	SAME	
2026-08-31	parent-adjudication-gui			6000000008151349039	Sven Bunge till Beateberg	Q5589959	Sven Bunge	SAME	
2026-08-31	parent-adjudication-gui			6000000008467554009	Christina Ebba Leijonhufvud	Q133825293	Christina Ebba Leijonhufvud	SAME	
2026-08-31	parent-adjudication-gui			6000000008496913568	Margareta Odhelia	Q115631647	Margareta of Odheli	SAME	
2026-08-31	parent-adjudication-gui			6000000008840975651	Carl Gustaf Lagerfelt	Q109835397	Carl Gustaf Lagerfelt	SAME	
2026-08-31	parent-adjudication-gui			6000000008841179321	Maria Elisabet von der Osten	Q109835398	Maria von der Osten	SAME	
2026-08-31	parent-adjudication-gui			6000000008935291612	Altea Silfverström	Q110547941	Altea Silfverström	SAME	
2026-08-31	parent-adjudication-gui			6000000008979112162	Abraham Falkengréen	Q26239902	Abraham Falkengréen	SAME	
2026-08-31	parent-adjudication-gui			6000000008988775900	Måns Palmstierna till Grimstorp	Q124694235	Måns Palmstierna	SAME	
2026-08-31	parent-adjudication-gui			6000000009014627733	Anders Andersson Pryss	Q20250108	Anders Pryss	SAME	
2026-08-31	parent-adjudication-gui			6000000009217450213	Catharina Charlotta Rudbeck	Q108937197	Charlotte Rudbeck	SAME	
2026-08-31	parent-adjudication-gui			6000000009401706934	Johan Hultman Adelswärd	Q110547936	Johan Adelswärd	SAME	
2026-08-31	parent-adjudication-gui			6000000010573777066	Samuel Fredrik Åkerhielm af Margretelund	Q122980318	Samuel Fredrik Åkerhielm	SAME	
2026-08-31	parent-adjudication-gui			6000000010934387089	Kristina Elisabeth Nordenadler	Q98180381	Christina Elisabeth Nordenadler	SAME	
2026-08-31	parent-adjudication-gui			6000000011115929762	Tomas Ihre	Q2424918	Thomas Ihre	SAME	
2026-08-31	parent-adjudication-gui			6000000011116043585	Birgitta Steuch	Q109555189	Brita Steuch	UNSURE	
2026-08-31	parent-adjudication-gui			6000000011533077050	Barbro Petré	Q127270462	Barbro Petré	SAME	
2026-08-31	parent-adjudication-gui			6000000011700523031	Hedvig Ulrika Benzelstierna	Q130525305	Hedvig Ulrika Benzelstierna	UNSURE	
2026-08-31	parent-adjudication-gui			6000000011714588237	Ulrika Elisabet Hermelin	Q109829893	Ulrika Elisabet Sandels	SAME	
2026-08-31	parent-adjudication-gui			6000000012734285538	Friherre Johan Magnus af Nordin	Q6015299	Johan Magnus af Nordin	SAME	
2026-08-31	parent-adjudication-gui			6000000012736619268	Carl Magnus Nordin	Q99373530	Carl Magnus Nordin	SAME	
2026-08-31	parent-adjudication-gui			6000000013007809177	Ernald Mattsson Forbes of Corsindae	Q104550158	Ernald Forbes	SAME	
2026-08-31	parent-adjudication-gui			6000000013257070935	Hans Didrik Mörner af Morlanda	Q124606874	Hans Didrik Mörner	SAME	
2026-08-31	parent-adjudication-gui			6000000018625238474	Elias Frondin	Q5745634	Elias Frondin	SAME	
2026-08-31	parent-adjudication-gui			6000000018625507007	Simon Melander	Q19976772	Simon Melander	SAME	
2026-08-31	parent-adjudication-gui			6000000018985534304	Olof Olofsson Nauclérus	Q16649961	Olaus Olai Nauclerus	SAME	
2026-08-31	parent-adjudication-gui			6000000019583224446	Abraham Grafström	Q116439449	Abraham Grafström	SAME	
2026-08-31	parent-adjudication-gui			6000000019933609341	Karl Johan Andersson Knös	Q5916183	Carl Johan Knös	SAME	
2026-08-31	parent-adjudication-gui			6000000020389536815	Christina Margareta af Palén	Q115871131	Christina Margaretha af Palén	UNSURE	
2026-08-31	parent-adjudication-gui			6000000020393995501	Brita Hedvig Wijnbladh	Q4988935	Brita Hedvig Knös	SAME	
2026-08-31	parent-adjudication-gui			6000000020394079179	Anders Olofsson Knös	Q5916162	Andreas Knös	SAME	
2026-08-31	parent-adjudication-gui			6000000023140541858	Kristina Samuelsdotter	Q127270437	Kristina Samuelsdotter	SAME	
2026-08-31	parent-adjudication-gui			6000000028475780607	Ingeldus Laurentii Rabenius	Q16650170	Ingel Rabenius	SAME	
2026-08-31	parent-adjudication-gui			6000000138755587213	Elsa Beata Wrede af Elimä	Q3359192	Elsa Beata Bunge	SAME	
2026-08-31	parent-adjudication-gui			6000000005619727117	Erik Knudsen til Skarsholm	Q130334556	Duke Erik Knudsen, knight, hertig til Sønder Halland, High Seneschal of Denmark	SAME	
2026-08-31	parent-adjudication-gui			4947248545210089938	Bengta Ebbesdotter Ebbesdatter Hvide Queen of Sweden	Q2183430	Benedicta Ebbesdotter of Hvide	SAME	
2026-08-31	parent-adjudication-gui			6000000186285688286	Taebi Buyeo	Q12598947	부여태비	SAME	
2026-08-31	parent-adjudication-gui			6000000005264351012	Anna Fartegnsdatter Seim	Q110302791	NN	SAME	
2026-08-31	parent-adjudication-gui			6000000003133670452	Maria Carlberg	Q109265048	Maria Carlberg	SAME	
2026-08-31	parent-adjudication-gui			6000000004548321013	Torsten Håkansson Rudén	Q6082642	Torsten Rudeen	SAME	
2026-08-31	parent-adjudication-gui			6000000011713042906	Hedvig Augusta af Söderling	Q135480138	noble Hedvig Augusta af Söderling	SAME	
2026-08-31	parent-adjudication-gui			6000000001669654269	Berengar I, emperor of the Romans	Q274606	Berengar I of Italy	SAME	
2026-08-31	parent-adjudication-gui			4258970970100070152	Rozala of Italy	Q466257	Rozala of Italy	SAME	
2026-09-01	emma-pasted-verdicts			6000000000127834170	Adolf Vilhelm Boije af Gennäs	Q108082048	Adolf Vilhelm Boije af Gennäs	SAME	
2026-09-01	emma-pasted-verdicts			6000000012977321409	Lovisa Löf	Q109835201	Lovisa Löf	SAME	
2026-09-01	emma-pasted-verdicts			6000000025438274042	Amalia Eleonora von Lepel	Q110153084	Gräfin Amalia-Eleonore Henckel von Donnersmarck	SAME	
2026-09-01	emma-pasted-verdicts			6000000014024808964	Sophie Luise Ernestine von Platen	Q140223521	Sophia Louise Ernestine von Platen	SAME	
2026-09-01	emma-pasted-verdicts			6000000007984616966	Elsa Christina Ehrenkrona	Q126217078	Elsa Christina Ehrenkrona	SAME	
2026-09-01	emma-pasted-verdicts			6000000021473080190	Jakobina Gustava von Essen	Q110151674	Jakobina Gustava, Friherrinna von Essen	SAME	
2026-09-01	emma-pasted-verdicts			6000000009420748215	Sophie Magdalena Magdalena von Essen	Q110304544	Baroness Sophia Magdalena von Essen	SAME	
2026-09-01	emma-pasted-verdicts			6000000006127529405	Charlotta Lovisa Gyllenkrok	Q110304545	Baroness Charlotta Lovisa Gyllenkrok	SAME	
2026-09-01	emma-pasted-verdicts			6000000015555617801	Johan Jöransson	Q75445669	Johann Goransson	SAME	
2026-09-01	emma-pasted-verdicts			6000000048840958018	Friedrich Conrad Dietrich Adrian von Kleist	Q138495479	Friedrich Konrad Dietrich Adrian von Kleist	SAME	
2026-09-01	emma-pasted-verdicts			6000000012959953951	Johan Vilhelm Ankarcrona	Q110304566	Johan Vilhelm Ankarcrona	SAME	
2026-09-01	emma-pasted-verdicts			6000000012959992080	Gustava Magdalena Cronhielm af Hakunge	Q110304582	Gustava Magdalena Cronhielm	SAME	
2026-09-01	emma-pasted-verdicts			6000000016647986464	Lovisa Christina Herman	Q62075421	Lovisa Christina Schönherr	SAME	
2026-09-01	emma-pasted-verdicts			6000000014024644179	August von der Schulenburg	Q110260857	August von der Schulenburg	SAME	
2026-09-01	emma-pasted-verdicts			6000000022710683442	Katharina Elisabeth von der Schulenburg	Q110558406	Katharina Elisabeth Schenck von Flechtingen	SAME	
2026-09-01	emma-pasted-verdicts			6000000009886129821	Jürgen Johann Johann von Maydell	Q95243484	Jürgen Johann Maydell	SAME	
2026-09-01	emma-pasted-verdicts			6000000010072298964	Elisabet Ramsvärd	Q110386180	Elisabet Ramsvärd	SAME	
2026-09-01	emma-pasted-verdicts			6000000007305492646	Sofia Katarina Nordlind	Q109663400	Sofia Catharina Norlindh	SAME	
2026-09-01	emma-pasted-verdicts			6000000016648152369	Johan Christian Schönherr	Q62075393	Johan Christian Schönherr	SAME	
2026-09-01	emma-pasted-verdicts			6000000006127737061	Anna Catharina Åkerhielm af Margretelund	Q97821557	Anna Katarina Åkerhielm	SAME	
2026-09-01	emma-pasted-verdicts			6000000006127576868	Nils Axel Arvid Carlsson Trolle	Q6215643	Nils Trolle	SAME	
2026-09-01	emma-pasted-verdicts			6000000008987223854	Erik Reinhold von Nolcken	Q90238048	Erik Reinhold von Nolcken	SAME	
2026-09-01	emma-pasted-verdicts			6000000006127484093	Fredrik Adolf Löwenhielm	Q16649829	Fredrik Adolf Löwenhielm	SAME	
2026-09-01	emma-pasted-verdicts			6000000007105636875	Agneta Sofia Löwenhielm	Q136376354	Countess Agneta Sofia of Löwenhielm	SAME	
2026-09-01	emma-pasted-verdicts			6000000014024467267	Helena von der Schulenburg	Q110558398	Helena von der Schulenburg	SAME	
2026-09-01	emma-pasted-verdicts			6000000007095332291	Maria Andersdotter Bergia	Q136660380	Maria Berger Hesselius	SAME	
2026-09-01	emma-pasted-verdicts			6000000007451927085	Peter Niklas von Gedda	Q5754056	Peter Niklas von Gedda	SAME	
2026-09-01	emma-pasted-verdicts			6000000058353999857	Joachim IV. Johann von Alvensleben	Q97207794	Joachim von Alvensleben	SAME	
2026-09-01	emma-pasted-verdicts			6000000007664006350	Catharina Elisabet Daurer	Q102121588	Catharina Elisabet Daurer	SAME	
2026-09-01	emma-pasted-verdicts			6000000008496890939	Catharina Elisabet Brandt	Q134546510	Catharina Elisabet Brandt	SAME	
2026-09-01	emma-pasted-verdicts			6000000001799769002	Elisabeth von Saveland	Q110547994	Elisabeth von Zabeland	SAME	
2026-09-01	emma-pasted-verdicts			6000000006127645236	Vendela Sofia von Wright	Q76250299	Vendela Mariana Johanna Sofia von Wright	SAME	
2026-09-01	emma-pasted-verdicts			6000000020663901700	Katharina Auguste Stenbock	Q94775227	Katharina Auguste Stenbock	SAME	
2026-09-01	emma-pasted-verdicts			6000000012819903231	Johanna Maria Papke	Q109954365	Johanna Maria Papke	SAME	
2026-09-01	emma-pasted-verdicts			6000000012587945660	Sebastian Tham	Q133283826	Cornet Sebastian Tham	SAME	
2026-09-01	emma-pasted-verdicts			6000000006127550687	Jacquette Elizabeth Eleonora Piper	Q109296452	Jacquette Elisabet du Rietz af Hedensberg	SAME	
2026-09-01	emma-pasted-verdicts			6000000010801213418	Abraham Petersen	Q110457053	Abraham Petersen	SAME	
2026-09-01	emma-pasted-verdicts			6000000010082399733	Johanna Christina Tham	Q110457058	Johanna Kristina Tham	SAME	
2026-09-01	emma-pasted-verdicts			6000000008534577293	Margareta Tilas	Q127270460	Margareta Tilas	SAME	
2026-09-01	emma-pasted-verdicts			6000000006128193232	Erik Birger Trolle	Q6215610	Eric Trolle	SAME	
2026-09-01	emma-pasted-verdicts			6000000006128111060	Anders Liedbeck	Q5950139	Anders Lidbeck	SAME	
2026-09-01	emma-pasted-verdicts			6000000038093464655	Elin Elisabet Maria von Heijne-Lillienberg	Q106590904	Erlin von Heijne	SAME	
2026-09-01	emma-pasted-verdicts			6000000017596662293	Otto Gustaf Wrede af Elimä	Q6247235	Otto Gustaf Wrede	SAME	
2026-09-01	emma-pasted-verdicts			6000000000274988385	Evert Wilhelm Bruncrona	Q104383015	Evert Vilhelm Bruncrona	SAME	
2026-09-01	emma-pasted-verdicts			6000000001504232472	Leveke Dorothea von Levetzow	Q110304710	Leveke Dorothea von Coelln	SAME	
2026-09-01	emma-pasted-verdicts			6000000022706277131	Olof Johan Södermark	Q1658721	Olof Johan Södermark	SAME	
2026-09-01	emma-pasted-verdicts			6000000006127907643	Eugenia Karolina Desideria von Essen	Q110395728	Friherrinna Eugenia von Essen	SAME	
2026-09-01	emma-pasted-verdicts			6000000007272531314	Hans Sebastian Grave	Q5769269	Sebastian Grave	SAME	
2026-09-01	emma-pasted-verdicts			6000000008199188444	William Marsh	Q76254086	William Marsh	SAME	
2026-09-01	emma-pasted-verdicts			6000000008659473731	Mattias Arkimboldus Skjöldebrand	Q109294802	Mathias Archimboldus Skjöldebrand	SAME	
2026-09-01	emma-pasted-verdicts			6000000009793637917	Anders Andersson Mennander	Q134761202	Andreas Mennander	SAME	
2026-09-01	emma-pasted-verdicts			6000000003587948825	Wilhelm von Ascheberg	Q99202609	NN Ascheberg	SAME	
2026-09-01	emma-pasted-verdicts			6000000012460614118	Per Bring, adlad Lagerbring	Q101424903	Pehr Lagerbring	SAME	
2026-09-01	emma-pasted-verdicts			6000000012587936505	Carl Erik Benzelstierna	Q135479974	Carl Erik Benzelstierna	SAME	
2026-09-01	emma-pasted-verdicts			6000000010961004668	Sven Johan Munthe	Q5997341	Sven Johan Munthe	SAME	
2026-09-01	emma-pasted-verdicts			6000000010895894563	Lorentz Kockum	Q5916852	Lorens Kockum	SAME	
2026-09-01	emma-pasted-verdicts			6000000019898259071	Berndt Ulrik von Knorring	Q110221372	Berndt Ulric von Knorring	SAME	
2026-09-01	emma-pasted-verdicts			6000000021024654853	Gustaf Fock Gyllencartau	Q110310488	Gustaf Gyllencartau	SAME	
2026-09-01	emma-pasted-verdicts			6000000025065760850	Martin Törngren	Q94790988	Martin Törngren	SAME	
2026-09-01	emma-pasted-verdicts			6000000012568331721	Gustaf Enebom	Q134626249	Gustaf Enebom	SAME	
2026-09-01	emma-pasted-verdicts			6000000026429030905	Johannes Petri Reftelius Ostrogothus	Q6066136	Johannes Reftelius	SAME	
2026-09-01	emma-pasted-verdicts			6000000027443308939	Margareta Catharina von Finecke	Q110304541	Margrethe Katrine von Finecke	SAME	
2026-09-01	emma-pasted-verdicts			6000000028203370110	Claes Henrik Fries	Q81363375	Claes Henrik Fries	SAME	
2026-09-01	emma-pasted-verdicts			6000000006127830565	Carl Detlof von Krassow	Q110151781	Carl Detlof, Friherre von Krassow	SAME	
2026-09-01	emma-pasted-verdicts			6000000032879859227	Hedvig Maria Fredrika Lillienstedt	Q110151789	countess Hedvig Maria Fredrika of Liljalinnake, Grevinna Lillienstedt, co-heiress of Diwitz	SAME	
2026-09-01	emma-pasted-verdicts			6000000011830814416	Vilhelmina Lovisa Fredrika Ulrika Iserhielm	Q131726979	noble Vilhelmina Lovisa Frederika Ulrika of Iserhielm	SAME	
2026-09-01	emma-pasted-verdicts			6000000011830675570	Pribbert Achates von Platen auf Casselwitz und Drigge	Q131727094	Captain Pribbert Achaz Platen, lordof Kasselwitz, 'jure uxoris' of Drigge	SAME	
2026-09-01	emma-pasted-verdicts			6000000013482854614	Helena Tott af Skedebo	Q110303124	Helena Tott, heiress of Oesbyholm, Skedebo, etc	SAME	
2026-09-01	emma-pasted-verdicts			6000000016831353327	Augusta Charlotte Alice Trolle	Q98545952	Alice Trolle	SAME	
2026-09-01	emma-pasted-verdicts			6000000007753308375	Ebba Lidman	Q110548896	Ebba Lidman	SAME	
2026-09-01	emma-pasted-verdicts			6000000006127783693	Jeanna Christina von Essen	Q110151673	Jeanne Christina von Essen	SAME	
2026-09-01	emma-pasted-verdicts			6000000007309368511	Nikolaus Wilhelm Heinrich* Berendts	Q64691009	Nikolaus Wilhelm Heinrich Berendts	SAME	
2026-09-01	emma-pasted-verdicts			6000000000064294716	Christina Fjodorovna Rosladin	Q110561236	Kirsti Rosladin	SAME	
2026-09-01	emma-pasted-verdicts			6000000000001532008	Catherine Constantia Pellew	Q75917080	Catherine Pellew	SAME	
2026-09-01	emma-pasted-verdicts			6000000000047442182	Daniel Lindh	Q56403540	Daniel Lindh	SAME	
2026-09-01	emma-pasted-verdicts			6000000000624795275	Barbara Josefsdr Pipping	Q73762646	Barbara Pipping	SAME	
2026-09-01	emma-pasted-verdicts			6000000000340523826	Väinö Ossian Anthoni	Q58072966	Väinö Ossian Anthoni	SAME	
2026-09-01	emma-pasted-verdicts			6000000007412324404	Gustav Adolf Järnefelt	Q109852820	Kustaa Adolf Järnefelt	SAME	
2026-09-01	emma-pasted-verdicts			6000000012566638313	Axel Didrik Reuterskiöld	Q110548038	Axel Didrik Reuterskiöld, 2.Lord of Rånäs	SAME	
2026-09-01	emma-pasted-verdicts			6000000012819676325	Eva Anna Wefverstedt	Q110548051	Eva Anna Wefverstedt	SAME	
2026-09-01	emma-pasted-verdicts			6000000002324850790	Carl Constantin de Carnall	Q5618560	Carl Constantin De Carnall	SAME	
2026-09-01	emma-pasted-verdicts			5501867237950074875	Carl Johan Oskar von Numers	Q104172926	Karl Johan Oskar von Numers	SAME	
2026-09-01	emma-pasted-verdicts			6000000008881777692	Odert Reinhold von Essen d.y.	Q5855920	Odert Reinhold von Essen nuorempi	SAME	
2026-09-01	emma-pasted-verdicts			6000000003081207122	Friedrich Frommhold von Knorring	Q94938559	Friedrich Frommhold von Knorring	SAME	
2026-09-01	emma-pasted-verdicts			6000000012617393921	Henrietta Amalia Stackelberg	Q109835504	Henriette Amelie Stackelberg	SAME	
2026-09-01	emma-pasted-verdicts			6000000003997660624	Lovisa Thott	Q110548816	Baroness Lovisa Thott	SAME	
