geni_id	our_name	qid	candidate_name	via_child	shared_kid_words	shared_spouse_words
6000000008107965533	Dora Batthyány Baćan	Q110370797	Dorottya (Dorica) Zrinyi	Ferenc Batthyány de Németújvár	batthyny	
6000000017061325884	Alexander Bagrationi of Kartli	Q4718121	Prince Alexander of Kartli	Ivan Александрович Fürst Bagration	aleksandrovich bagration ivan	
6000000012612683172	Marie de Bracquemont	Q76142608	Marie de Bracquemont	Johann I, van der Marck-Arenberg Lord of Sedan & Arenberg	der elisabeth marck	
6000000018012909112	Margarita Sergeevna Stenbock-Fermor	Q107607593	Margarita Dolgorukova	Nadejda Alexéievna Алексеевна Капнист	alexeievna margarita nadejda stenbockfermor	
6000000006809430629	Pyotr Vasilyevich Sheremetev	Q4523085	Pyotr Sheremetev	Boris Petrovich Sheremetev	boris fyodor ivan sheremetev	anna
6000000003141784799	Anna Fyodorovna Sheremeteva	Q56282582	Anna Volynskaya	Boris Petrovich Sheremetev	boris fyodor ivan sheremetev	pyotr sheremetev
6000000015368744347	Alessandro Farnese	Q554961	Alessandro Farnese	Alessandro Maria Farnese	alessandro farnese	
6000000024558371525	Jean Sinclair	Q75532503	Jean Stewart	David John David	david john katherine sinclair	james sinclair
6000000008856312673	Ivan Fedorovich Troekurov	Q15078833	Иван Фёдорович Троекуров	Marina Ivanovna Golovina		
6000000188792308854	Thamar Irakliivna Орбелиани	Q106246939	Thamar Bagrationi of Georgia	Ivan Davidovich Orbeliani	orbeliani	
6000000010895527491	Amélie Jeanne Joséphine Marie de La Rochefoucauld d'Estissac	Q136337190	Amélie de La Rochefoucauld	Paul Ghislain Felix de Mérode Prince	merode	
6000000017418023668	Ivan Anatolievich Prince Kurakin	Q4247737	Ivan Kurakin	Ирина Romanovskaya Her Serene Highness Романова		
6000000024596531032	Софья Дмитриевна Куракина	Q75391711	Sofya Tolstaya	Ирина Romanovskaya Her Serene Highness Романова		ivan kurakin
6000000003275878714	Robert Drury, MP, Speaker	Q7343654	Robert Drury	William Drury, MP	drury william	
6000000002188416379	Gaetan Maria Joseph Pius di Borbone-Parma Principe	Q2019455	Prince Gaetano of Parma	Diane Marguerite Bourbon-Parma	bourbonparma	
6000000096569594847	Pierre de Nogaret de la Valette	Q113296249	Noble Alexandre de La Valette, Seigneur de La Touche	Pierre de la Valette	pierre valette	
6000000008462604847	Maria Luisa Annunziata Anna Giovanna Giuseppa Antonietta Filomena Appolonia Tomassa of Austria-Toscana Archduchess, Princess of Isenburg and Büdingen	Q3847395	Archduchess Maria Luisa of Austria	Leopold Isenburg-Büdingen Prinz	adelheid alfons elisabeth franz isenburg joseph leopold marie prince prinz prinzessin salvator viktor von	
6000000024599883650	Anne O'Brien	Q75278613	Lady Anne O'Brien	Henry O'Brien,Lord Ibrackan or Lord O'Brien	henry ibrackan lord obrien	henry obrien
6000000017326407158	Catherine Vladimirovna Golitsyna	Q110408470	Ekaterina Musina-Pushkina	Boris Dmitrijevich Galitzine	boris galitzine	
6000000034138099930	Johann Ludewig Gebhard Lund	Q3365727	Johan Ludwig Lund	Agnes Lund	agnes lund	
6000000060916259846	Hector MacIain	Q5696879	Hector Odhar Maclean, 9th Chief, 5th of Duart	Lachlan Cattanach Maclean	cattanach lachlan maclean	
6000000042540959278	Catherine MacIean	Q76064590	unknown daughter Mackintosh	Lachlan Cattanach Maclean	cattanach lachlan maclean	hector
6000000186672700830	Тариел ბაგრატიონი / Bagrationi	Q19716972	Tariel Dadiani	Mariam Тариеловна Шервашидзе	dadiani mariam	
6000000013006273460	William Stewart	Q75532502	William Stewart of Burray	William Stewart	anna archibald jean john stewart william	barbara stewart
4282653336430034744	Luís Maria Felipe Pedro de Alcântara Gastão Miguel Rafael Gonzaga de Orléans e Bragança	Q2617325	Luís de Orléans e Bragança	Pedro Henrique Afonso Filipe Maria Gastão Miguel Gabriel Rafael Gonzaga d'Orléans e Bragança	bragana gasto henrique maria pedro pia	
6000000008249319664	Мария Ди Грация Бурбон Сицилийская	Q2624237	Princess Maria Pia of the Two Sicilies	Pedro Henrique Afonso Filipe Maria Gastão Miguel Gabriel Rafael Gonzaga d'Orléans e Bragança	bragana gasto henrique maria pedro pia	bragana lus orleans
5537385383410061825	Antonio Alvares Pereira de Melo, Marques de Cadaval	Q75369415	Dom Antonio Alvares Pereira de Melo, Marques de Cadaval	Olga Alvares Pereira de Melo	alvares graziella melo olga pereira	nicolis olga robilant
5537345833950034578	Olga Nicolis de Robilant	Q75305217	Olga Nicolis dei Conti de Robilant	Olga Alvares Pereira de Melo	alvares graziella melo olga pereira	alvares antonio cadaval marques melo pereira
6000000027343891573	Fyodor Yuryevich Khvorostinin	Q4496923	Fyodor Khvorostinin	Maria Fyodorovna Golitsyna	anastasiya khvorostinina	
6000000024033496664	Alexander Bakarovich Gruzinsky	Q375954	Prince Alexander of Kartli	Анна Александровна Голицына	daria gruzinsky	
6000000012132670069	Ekaterina Дмитриевна Пашкова	Q124356445	Ekaterina Dmitrievna Zubova	Eudoxia Андреевна von Richter	eudoxia	
4874566718160032219	Handan Helena Valide Sultan Osmanoğlu Sultan	Q2682334	Handan Sultan	Ahmed I Osmanoğlu Sultan	ahmed selim sultan	
6000000008449845216	Sophia Andreevna Андреевна Countess Bobrinskaya	Q104474342	Sofya Shuvalova		aleksandrovich bobrinsky	bobrinsky
6000000014274297460	Olga Pavlovna Chicherina	Q109335089	Olga Golitsyna	Varvara Павловна Borch	varvara	
6000000023601194792		Q28057496	Yury Trubetskoy	Paraskevia Jurievna Kologrivov		
6000000030814719889	Richard Houghton	Q7528604	Sir Richard Hoghton, 1st Baronet	Anne Cotton	anne gilbert hoghton	
6000000003086741610	Catherine Houghton	Q75542916	Catharine Gerard	Anne Cotton	anne gilbert hoghton	richard
6000000187290448822	Anne Yvelin de Roquemont	Q102861249	Anne Yvelin	Anne Françoise Morin	anne franoise morin	
6000000049848871495	Suzanne Allard	Q136005609	Suzanne Allard	Ferry Antoine Josse Maximilen Jacques de Lalaing	ferry lalaing	
6000000008572155580	Ivan Illariovich Count Vorontsov-Dashkov	Q76352808	Ivan Vorontsov-Dashkov			varvara
6000000015824688183	Joseph Anne Auguste Maximilien de Croÿ	Q3184168	Joseph de Croÿ d'Havre	Adélaïde Maria Louise Justine de Croÿ	amelie cro	
6000000017945830039	Екатерина Александровна Салтыковa	Q106863201	Ekaterina Saltykova			
6000000078353871801		Q108870456	Sergey Fyodorovich Golovin			
6000000078355375202	Клеопатра Платоновна графиня Головина	Q108870476	Kleopatra Platonovna Musina-Pushkina			
6000000007351151372	Anastasia von Sina zu Hodos und Kizdia	Q94735834	Anastasia Gräfin von Wimpffen	Siegfried Simon Franz Georg Emanuel Magnus Heeremann, von Wimpffen	graf siegfried von wimpffen	
6000000013982916468	Sofia Nikolaevna Glebova	Q105709132	Sofya Trubetskaya	Vladimir Vladimirovich Glebov	glebov lyubov pyotr vladimir	
6000000016749490545	Elžbieta Naruševičienė	Q140817227	Альжбета Раецкая	Isabelle Masalskienė		naruszewicz
6000000024387064072		Q109860607	Nikolay Khovansky			
6000000014072658736	Sergei Nikitich Trubetskoy	Q63214316	Sergey Trubetskoy			
6000000008093575513	Barbara Maria Antoinetta Luitpolda Calabria Prinzessin	Q75392595	Princess Barbara of Bourbon-Two Sicilies	Maria Josefa Gabriele Antonia Gebharda von Stolberg	anton antonia bona gabriele gebharda henrike josefa maria marie sophie stolbergwernigerode thaddea	
6000000010541507363	Catharina Paulli (Papck)	Q39896639	Heinrich Pauli	Prof. Dr. med Simon III Paulli	paulli simon	
6000000010404672885		Q125495023	Борис Михайлович Черкасский	Anna Borisovna Борисовна von Neidhardt		
6000000049581627886	Konstantin Khurshit Bey Георгиевич Shervashidze	Q16720014	prince Konstantine Giorgi Shervashidze			
6000000009998303411	George William Tolkien	Q110717126	George William Tolkien	John Benjamin Tolkien	benjamin john tolkien	
6000000009998260649	Eliza Lydia Tolkien	Q110717129	Eliza Lydia Murrell	John Benjamin Tolkien	benjamin john tolkien	
6000000015909401467	Charles Paul Sigismond de Montmorency-Luxembourg duc de Châtillon	Q2959953	Charles Paul Sigismond de Montmorency-Luxembourg	Charles Anne Sigismond de Montmorency	anne charles sigismond	anne
6000000003858742663	Maria Cristina Carlotta Giuseppina Gaetana Elisa di Savoia	Q14451	Maria Cristina of Savoy, Queen of the Two Sicilies	Francesco II d'Assisi Maria Leopoldo di Borbone-Due Sicilie		
6000000031509140891		Q4464152	Aleksandr Trubetskoy	Maria Aleksandrovna Александровна von Launitz	maria trubetskaya	
6000000048636082023	Thérèse Gfin. von Dietrichstein-Nikolsburg	Q67514497	Theresia von Dietrichstein-Proskau-Leslie	Maria-Anna Josephine	gabriele grafin herberstein korospatak	
6000000021273041015		Q4396432	Sergey Rozanov (1869)	Анна Сергеевна Нарышкина		
6000000021996107347	Grigory Ivanovich Иванович Bagrationi	Q12772247	Prince Grigol of Georgia	Ivan Gruzinsky	ivan	
6000000006781174538	Yelena / Elena Aleksandrovna Голицына	Q100145958	Yelena Saltykova	Yuri Nikolaevich князь Голицын	yuri	
6000000003649777546	Robert FitzRoger	Q16863334	Robert fitzRoger	John FitzRobert de Stokes 3rd Baron of Warkworth, Surety of the Magna Carta	fitzrobert john	
6000000015208971630	Andrew Agnew	Q75405154	Sir Andrew Agnew of Lochnaw	Patrick Agnew	agnew alexander andrew jean patrick quentin rosina	agnes stewart
6000000015209002676	Agnes Stewart	Q75405156	Agnes Stewart	Patrick Agnew	agnew alexander andrew jean patrick quentin rosina	agnew andrew
6000000015749465982	Marie Françoise Goyon de Matignon	Q94774361	Marie Françoise de Franquetot Coigny	François de Franquetot	franois franquetot	
6000000002188598393	Maximilian Antonius Aegidius Hubertus Maria Hugo von Windisch-Graetz	Q75290830	Prince Maximilian, 5th Prince of Windisch-Graetz	Mariano Hugo zu Windisch-Graetz	hugo mariano windischgraetz	gerace luisa maria serra
6000000008552506086	Petr Nikitich Trubetsky	Q75391615	Pyotr Trubetskoy	Yelena Petrovna Demidova San Donato	petrovna yelena	
6000000002188425378	Sixtus Ferdinand Maria Ignazio Alfred Robert di Borbone-Parma Principe	Q951608	Prince Sixtus of Parma	Isabella Maria Antoinette Louise Hedwig of Bourbon-Parma	bourbonparma isabella	
6000000007323377204	Gertruda von Ungern	Q110621299	major Pietari Leontinpoika Nasakin, baior, lord of Nikkilä, Mäntsälä, Hyrylä, Nahkela & Paippinen	Margareta Petrovna Nassokin	nassokin	
6000000037088715908		Q15061125	Sergey Sheremetev			
6000000014081823982	Yuri Ivanovich Trubetskoy	Q39082634	Yury Trubetskoy	Anastasia Jur. Юрьевна Gerken	ivan	
6000000005067000389	Salomia Nikolaevna Obolenskaja	Q105493191	Salomea Dadiani	Alexander Aleksandrovich Obolensky	alexander obolensky	
4874513433610079177	Afife Nurbanu Sultan Sultan Sultan	Q238091	Nurbanu Sultan	Murad III Osmanoğlu Sultan of the Ottoman Empire	gevherhan iii ismihan murad sultan	
6000000012644036538	Варвара Дмитриевна Полторацкая	Q121097199	Varvara Kiseleva			
6000000078711743860	Анастасия Ивановна Воротынская	Q61314413	Anastasiya Zakharyina	Mikhail Ivanovich Vorotynsky	ivanovich vorotynsky	
6000000001919955196	Fadrique Vicente Álvarez de Toledo y Moncada	Q5855297	Fadrique Vicente de Toledo Osorio	Antonio María José Álvarez de Toledo y Pérez de Guzmán X Marqués de Villafranca y de los Vélez	antonio guzmn lvarez perez toledo	
6000000010886957684	Maria Antonia Caracciolo	Q130313095	Donna Mariantonia Carafa	Maria Teresa Orsini	avellino caracciolo maria teresa vincenza	
6000000032830892957	Giovanni Patrizi Chigi Naro Montoro marchese di Mompeo	Q47468586	Giovanni Patrizi Naro Montoro, 8th marquis of Montoro	Costantino Patrizi Naro	costantino naro patrizi	
6000000076500633203	Aleksandr Petrovich Ks. Trubecki h. Pogon	Q106242817	Aleksandr Trubetskoy			
6000000017852453053	James Halkett	Q75940502	David Scott	Mary Bruce		
6000000002188520923	Henry Scott	Q75333070	Henry Scott, 3rd Earl of Deloraine	Henry Scott	deloraine henry john scott	
6000000034952357080	Elisabeth Stewart	Q75516992	Elizabeth Stewart	Margaret Dalzell	crichton james margaret marion	crichton robert
6000000011336705039	Margaret Carnegie	Q75244211	Margaret Carnegie	James Dalzell	christian dalzell james john margaret mary robert	dalzell gavin
6000000014324941431	Ivan Nikolayevich Trubetskoy	Q105715016	Ivan Trubetskoy	Alexey Ivanovich Trubetskoy	nikolay pyotr trubetskoy	
6000000013301665451	Sofia Alexeyevna Bobrinskaya	Q75970482	Sofya Sheremeteva	Vladimir Alexeyevich Bobrinsky	bobrinsky vladimir	
4874305839860131690	Ayşe Gülbahar Hatun	Q3562673	Gülbahar Hatun	Selim Osman I	selim sultan	
6000000004567041755	Elizabeth Lindsay	Q75264071	Lady Elizabeth Lindsay	John Drummond	anne drummond elizabeth james john katherine lilias	drummond patrick
6000000002188412477	Josephine Maria Polyxenia Arco-Zinneberg	Q75365040	Josephine Prinzessin von Lobkowicz	Ferdinand Maria Joseph Maximilian Ludwig Antonius Aemilian Balthasar von Arco-Zinneberg Graf, Count	aemilian antonius arcozinneberg balthasar ferdinand graf joseph ludwig maria maximilian von	
6000000019278720967	Ekaterina Nikolayeva Vsevolzhskaya	Q138511559	Всеволожская, Екатерина Николаевна			
6000000008511214972	Emine Hatun Veronika Osmanoğlu	Q4436960	Emine Hatun	Murad II Osmanoğlu sultan of the Ottoman Empire	murad	mehmed
6000000017921221197	Levanti I დადიანი / Dadiani I	Q4154006	Levan I Dadiani		dadiani mamia manuchar	
6000000008606971917	Charles de Lorraine comte d'Eu	Q1965530	Charles of Lorraine, duke of Guise	Marie de Lorraine	charles franois franoise lorraine louis marie roger	catherine henriette joyeuse
6000000007872201206	Elizaveta Николаевна Heyden	Q15065285	Yelizaveta Heiden	Alexandra Fedorovna Féodorovna Rausch von Traubenberg	alexandra heiden rausch sheremeteva traubenberg von	
6000000008854486262		Q4513105	Pyotr Cherkassky	Мария Петровна княгиня Шаховская		
4860265152580039892	Priban Radić	Q527812	Pribac Hrebeljanović	Lazar Pribinić	lazar	
4860265320910026070		Q129093527	NN	Lazar Pribinić	lazar	
6000000003493098640	Paolo Sforza dei Marchesi di Proceno II	Q62572882	Paolo Sforza, marchese di Proceno	Federico Sforza	caterina sforza	
6000000024281015161	Olimpia Lante Nobile Romana	Q110422555	Donna Olimpia Cesi	Federico Sforza	caterina federico sforza	
6000000018146142050		Q135562218	Николай Григорьевич Текутьев	Varvara Nikolaevna Николаевна Princess Dolgorukova		
6000000017507686059		Q4336425	Nikolay Orzhitsky	Lydia Николаевна von Wrangell		
6000000002667566251	Дарья Андреевна Голицына Остерман	Q111524229	Princess Daria Andreievna Oukhtomsky	Мстислав Валерианович Голицын граф Остерман		
4798758416010021277	Natalia [Lily] Natalia Alexandrovna Nathalie Natalie Duchess di Sasso-Ruffo	Q75391761	Nataliya Meshcherskaya	Elizabeth Fabrizievna Romanov	olga	
6000000003515522470	Szymon Mohyła	Q969007	Simion Movilă	Piotr Movila	moise	
6000000008854134893	Sunchaley Kanklychevich Cherkassky	Q4446160	Sunchaley Cherkassky	Grigory Sunchaleyevich Cherkassky	cherkassky grigory	
6000000056237984930	Eleonora Rinuccini	Q139412587	Éléonore Rinuccini	Tommaso Corsini Principe di Sismano	corsini giovagallo tommaso	corsini neri
6000000024087855823	Leopoldine Louise Gabrielle Marie Bossi Fedrigotti von Ochsenfeld	Q105703656	Leopoldine z Lobkowicz	FRIEDRICH Anton Maria Ludwig Ferdinand Moritz Eustachius Bossi Fedrigotti von Ochsenfeld	bossifedrigotti ferdinand graf	
6000000000669750145	Feodor Nikitich Romanov	Q547759	Patriarch Philaret of Moscow	Michael I Fyodorovich Romanov	michael	xenia
6000000028354712112	Elisabeth Николаевна Obolensky	Q76335729	Yelizaveta Saltykova	Anna Alekseevna von Gersdorff	anna obolensky von	obolensky
6000000000438185537	Janet Douglas	Q61466916	Janet Douglas	William Ruthven	archibald george jean master patrick ruthven william	lord patrick ruthven
6000000017855567079	Piotr Książę Trubecki h. Pogoń Litewska	Q99980632	Pyotr Trubetskoy		aleksandr petrovich troubetzkoy	daria
6000000017937366855	Anna Alexandrovna Серра-Каприола	Q107478122	Anna Vyazemskaya	Nicola Maresca Donnorso di Serracapriola III Duca di Serracapriola	donnorso maresca nicola serracapriola	
6000000007603049027	Aleksiejus Grafas Rozumovskis	Q2039668	Alexey Razumovsky	Варвара Алексеевна Репнина-Волконская	razumovsky	
6000000008854401939	Варвара Петровна Разумовская	Q25991355	Varvara Sheremeteva	Варвара Алексеевна Репнина-Волконская	razumovsky	
6000000040919714000	Maria Anna von Falkenhayn	Q105799546	Maria Anna, Freiin von Königsbrunn	Theodor von Falkenhayn	falkenhayn theodor von	
6000000003408446537	Ivan Yakovlevich Lobanov-Rostovsky	Q76375145	Ivan Lobanov-Rostovsky	Ivan Ivanovich Lobanov-Rostovsky	ivan lobanovrostovsky	maria mikhailovna
6000000194045655863	Maria Mikhailovna Lobanova-Rostovskaya	Q108909193	Maria Mikhailovna Cherkasskaya	Ivan Ivanovich Lobanov-Rostovsky	ivan lobanovrostovsky	ivan lobanovrostovsky
6000000015812589795	Charles de Lévis	Q102862136	Charles de Lévis, 4.Duc de Ventadour	Louis Charles de Lévis	charles levis louis marguerite	guiche marie
6000000091499460016	Manuchari [Mamuka] II Кациевич Dadiani	Q12866552	Mamuka II Dadiani		dadiani	
6000000005062778475	Kelesh Ahmed-Bey Shervashidze Chachba	Q2509304	Kelesh Ahmed-Bey Shervashidze		alibey sefer shervashidze	
