geni_id	geni_name	qids	wikidata_labels	same_label	sources
6000000001504296014	Henning Walkendorff til Glorup	Q108476104;Q23981164	Henning Valkendorf | Henning Valkendorf	yes	structural;wikidata-p2600
6000000001595814236	"Bertha ""Judith"" von Schwaben"	Q60650591;Q91003	Bertha, duchess of Lorraine | Judith of Hohenstaufen	no	structural;wikidata-p2600
6000000001643397812	Judyta Mieszkówna	Q56587786;Q63389795	Brigitte of Denmark | Judith of Greater Poland	no	structural;wikidata-p2600
6000000001744821812		Q3120330;Q75933086	William I of Garlande | Guillaume I de Garlande, Seigneur de Garlande	no	wikidata-p2600
6000000001758859417	Alonso Álvarez de Toledo y Padilla	Q134986345;Q5860561	? | Fernando Álvarez de Toledo y Herrera	no	structural;wikidata-p2600
6000000001827504600		Q128043243;Q136912711	Fedor Malinovskij | 	no	wikidata-p2600
6000000001935619159	Bjørn Haraldsen Haraldsen Ironside	Q2905211;Q75292006	Björn Haraldsen Ironside | Björn Byrdasven	no	structural;wikidata-p2600
6000000002106239618	Aemilia Lepida Minor	Q236259;Q259576	Plautia Urgulanilla | Aemilia Lepida	no	structural;wikidata-p2600
6000000002115374404	Jacob Nielsen Lykke til Skovsbo	Q111988853;Q16064119	Joachim Nielsen Lykke | Joachim Lykke	no	structural;wikidata-p2600
6000000002187837843	Rogvolod (Boris) of Polotsk	Q2594607;Q2625725	Rogvolod Vseslavich | David Vseslavich of Polotsk	no	structural;wikidata-p2600
6000000002188099945	Empress Wende née Zhangsun	Q1152149;Q8251372	Empress Zhangsun | Lady Wang	no	structural;wikidata-p2600
6000000002189590553		Q11061157;Q11623279	Taira no Shigeko | Fujiwara no Seishi	no	structural;wikidata-p2600
6000000002198362511	Welf I von Altdorf Graf in Schwaben	Q536899;Q694696	Welf III, Count of Altdorf | Welf I, Count of Altdorf	no	structural;wikidata-p2600
6000000002205617469	Marcus Livius Drusus	Q20005554;Q433463	Marcus Livius Drusus | Marcus Livius Drusus	yes	structural;wikidata-p2600
6000000002231018223	María Luisa Pacheco Portocarrero VI señora de Moguer	Q116004576;Q134986480	Leonor de Zúñiga y Lara | María Luisa Pacheco Portocarrero VI señora de Moguer	no	structural;wikidata-p2600
6000000002240801354	Judith de Welfos	Q17353089;Q2039212	Agnes of Saarbrücken | Judith of Bavaria, Duchess of Swabia	no	structural;wikidata-p2600
6000000002360157423	Nils Axelsson Posse d.ä.	Q110548953;Q5915810	Nils Axelsson Posse, squire of Säby & Gammalstorp | Knut Axelsson Posse	no	structural;wikidata-p2600
6000000002376132134	Maria Maria Ewa Laczynska	Q20169591;Q237931	Adrienne de Lezay-Marnésia | Marie Walewska	no	structural;wikidata-p2600
6000000002380705282	Johan Eriksson Nordberg	Q122364473;Q27069037	inspector superior Johannes Eerikinpoika Noorperi | Johan Erik Norberg	no	structural;wikidata-p2600
6000000002415234643	Ptolemy	Q3340;Q3345	Ptolemy IX Lathyros | Ptolemy X Alexander I	no	structural;wikidata-p2600
6000000002447103414	Rhodah (Rhodogune) of Persia	Q131732243;Q28169574	Rhodogune | Irdabama	no	structural;wikidata-p2600
6000000002460337190		Q16588013;Q22813806	Piotr Aleksander Czapski | Piotr Jan Czapski	no	wikidata-p2600
6000000002598298740		Q127598463;Q129160455	 | 	yes	wikidata-p2600
6000000002760503826	"Pedro ""El Mozo"" Dávila y Bracamonte I Conde del Risco"	Q134986490;Q5860561	? | Fernando Álvarez de Toledo y Herrera	no	structural;wikidata-p2600
6000000002765065214	Sara Scheine Riess	Q128606109;Q129995598	Hendel Chaie Bendix | Sara Scheine Gewer	no	structural;wikidata-p2600
6000000002765065771	Loeb Halberstadt	Q128224186;Q130210568	Löb Halberstadt | Levin David	no	structural;wikidata-p2600
6000000002814107346	Birgit Olofsdotter Thott till Vallö	Q103782153;Q131860480	Birgitte Olufsdatter af Herlev, Heiress of Vallo | Birgitte Olufsdatter Thott	no	structural;wikidata-p2600
6000000002860967961		Q120599025;Q96207667	Samuel Hall, IV | Samuel Hall	no	wikidata-p2600
6000000002893322873	Håkon Grjotgardsson	Q131341003;Q31695	Håkon Grjotgardson | Håkon Grjotgardsson	no	structural;wikidata-p2600
6000000002919513433	Abdullah al-Akbar Al-Hasani	Q61310589;Q61310624	Abd Allah ibn Muhammad ath-Thair | Sulayman	no	structural;wikidata-p2600
6000000003243167090	Anonym frille, Mother of Brusi, Sumarlidi & Einar	Q16726148;Q75240461	Olith | Donalda of Alba	no	structural;wikidata-p2600
6000000003408989816	Eleanor Brandon Countess of Cumberland	Q465590;Q75273509	Eleanor Clifford, Countess of Cumberland | ?	no	structural;wikidata-p2600
6000000003466405795	Thomas Grey 1st Marquess of Dorset, 1st Earl of Huntingdon	Q277577;Q75775705	Thomas Grey, 1st Marquess of Dorset | Sir John la Zouche	no	structural;wikidata-p2600
6000000003493056813	Juan de Silva III Conde de Cifuentes	Q134986617;Q5860561	Juan de Silva III Conde de Cifuentes | Fernando Álvarez de Toledo y Herrera	no	structural;wikidata-p2600
6000000003493243697	Martín Cortés y Ramírez de Arellano 2nd marquis of Valle de Oaxaca	Q134986141;Q7326	Martín Cortés y Ramírez de Arellano 2nd marquis of Valle de Oaxaca | Hernán Cortés	no	structural;wikidata-p2600
6000000003493243744	Ana Ramírez de Arellano y de Zúñiga	Q101402688;Q134986457	Juana Ramirez de Arellano y Zúñiga | ?	no	structural;wikidata-p2600
6000000003521266933	Algirdas Gediminaitis	Q2080596;Q336754	Karijotas | Algirdas	no	structural;wikidata-p2600
6000000003524588434	Fyodor Korybut of Nesvizh and Podole	Q13033264;Q17565243	Fiodor Korybut | Fedir Nesvitsky	no	structural;wikidata-p2600
6000000003588893167	Constanza Sarmiento Guzmán	Q107115953;Q134986398	Constanza de Sarmiento | Constanza Sarmiento Guzmán	no	structural;wikidata-p2600
6000000003608919348	NN Frille (Mistress es) of Ragnvald Mørejarl, mother s of Torf-Einar, Hrollaug and Hallad	Q2722233;Q75384586	Hildr Hrólfsdóttir | Groa (?)	no	structural;wikidata-p2600
6000000003645683288	Astrid Eiriksdatter	Q110703075;Q11959446	NN | Astrid Eiriksdatter	no	structural;wikidata-p2600
6000000003645760175	Tore Toreson Hund i Namdal	Q2530678;Q3384935	Thorir Hund | Tore fra Bjarkøy	no	structural;wikidata-p2600
6000000003645864857	Gaius Octavius Laenas	Q12289187;Q1242010	Gaius Octavius Laenas | Gaius Octavius Laenas	yes	structural;wikidata-p2600
6000000003645908381	Antiochus	Q2045778;Q3356	Antiochus | Antiochus IV Epiphanes	no	structural;wikidata-p2600
6000000003645977045	Arnulf de Boulogne	Q2653152;Q697677	Arnulf III, Count of Boulogne | Arnulf II, Count of Boulogne	no	structural;wikidata-p2600
6000000003768386624	"Conrad II ""the Younger"" de Bourgogne Duke of Upper Burgundy"	Q145718;Q1782094	Conrad II, Duke of Transjurane Burgundy | Conrad de Fribourg	no	structural;wikidata-p2600
6000000003826814612	Æþelwulf	Q272326;Q75451560	Æthelwulf | Alwith	no	structural;wikidata-p2600
6000000003827731756	Roman Danylovich of Slonim	Q1643316;Q66534696	Roman Danylovich | Mikhail Drutsky	no	structural;wikidata-p2600
6000000003827799015	Judith Askanier Herzogin zu Sachsen-Wittenberg	Q3487816;Q75289087	Kunigunde of Poland | Agnes von Lindau-Ruppin	no	structural;wikidata-p2600
6000000003828392202	Gaius Vettius V	Q1229730;Q720474	Gaius Vettius Gratus Atticus Sabinianus | Vettius Gratus	no	structural;wikidata-p2600
6000000003858704278	Ivan Vsevolodovich prince of Polotsk	Q135976548;Q695345	Ivan Vsevolodovich | Skomantas of Sudovia	no	structural;wikidata-p2600
6000000003858704728	Maria Yaroslavna of Vitebsk	Q128399;Q2084307	Uliana of Tver | Maria of Vitebsk	no	structural;wikidata-p2600
6000000004079555573		Q37631724;Q56856530	Olivia Stokes Hatch | Olivia Egleston Phelps Stokes	no	wikidata-p2600
6000000004157608187	Hernando Alonso Pizarro de Hinojosa Regidor de Trujillo	Q133284524;Q134985942	Fernando Alonso Pizarro de Hinojosa | Hernando Alonso Pizarro de Hinojosa Regidor de Trujillo	no	structural;wikidata-p2600
6000000004173298796	"Alonso ""el mudo"" Fernández de Córdoba y Enríquez de Ribera V marqués de Priego"	Q110586546;Q11905099	? | Alonso Fernández de Córdoba y Enríquez de Ribera	no	structural;wikidata-p2600
6000000004173412338	Juana Enríquez de Ribera y Girón marquesa	Q110586544;Q110586547	Juana Enriquez de Ribera y Girón | ?	no	structural;wikidata-p2600
6000000004559929425	Elvira Álvarez de Toledo y Carrillo	Q134986346;Q134986352	Elvira Álvarez de Toledo y Carrillo | Mayor Álvarez de Toledo y Carrillo	no	structural;wikidata-p2600
6000000005076951672	Elizabeth Plantagenet Duchess of Exeter	Q456462;Q54821765	Elizabeth of Lancaster, Duchess of Exeter | Philippa FitzAlan	no	structural;wikidata-p2600
6000000005436371592	Tora Guttormsdatter fra Irland eller Sudrøyane	Q122949820;Q96240868	Thora Guttormsdatter | NN	no	structural;wikidata-p2600
6000000005599120081		Q75273565;Q75381684	Frances Poyntz | Elizabeth Malet Palk	no	wikidata-p2600
6000000005703890001	Béatrix de Hainaut	Q18606694;Q48925204	Alix de Roucy | Beatrix de Hainaut	no	structural;wikidata-p2600
6000000006101404690	Thomas Wyse English Diplomat	Q18164418;Q3525682	Studholme John Hodgson | Thomas Wyse	no	structural;wikidata-p2600
6000000006127223646	Carl Knutsson Posse	Q10443068;Q44472811	Carl Knutsson Posse | Carl Posse	no	structural;wikidata-p2600
6000000006128279513	Elisabeth Brunswick-Lüneburg	Q75246267;Q75246955	Elisabeth von Braunschweig-Lüneburg | Hedwig von Diepholz	no	structural;wikidata-p2600
6000000006134944581	Grjotgard Herlaugsson Earl of Hålogaland	Q31860;Q5885872	Grjotgard Herlaugsson | Grjotgard Håkonsson	no	structural;wikidata-p2600
6000000006187584476	Ragnhild Haraldsdotter	Q11996956;Q546716	Ragnhild Haraldsdatter | Ragnhild Sigurdsdotter	no	structural;wikidata-p2600
6000000006201749414		Q136084762;Q136147671	Rebecca Miller | Margaret Traine	no	wikidata-p2600
6000000006376446567	John Loomis	Q96199513;Q96985053	Joseph Loomis | John Loomis	no	structural;wikidata-p2600
6000000006569555544	Imiza (Irmintrudis)	Q61564577;Q81085608	Irmintrud | Irmintrud von Avalgau	no	structural;wikidata-p2600
6000000006601263708	Zofia Sapieha Wołłowicz	Q112825242;Q120930252	Sofia Sapieha | 	no	structural;wikidata-p2600
6000000006703703342	Henrik Horn till Haapaniemi	Q104550201;Q128043764	Henrikki Yrjänänpoika Horn | Henrik Horn af Kanckas	no	structural;wikidata-p2600
6000000006727863085	dss Anna-Bucha Euphemia	Q129404479;Q4056769	Hanna-Buch | Agafia of Moscow	no	structural;wikidata-p2600
6000000006796376321		Q111577500;Q65553166	Teofila Wiśniowiecka | Teofila Leszczyńska	no	wikidata-p2600
6000000006878830960		Q105338590;Q55654045	Ocean Francks | Miles Francks	no	wikidata-p2600
6000000007051737905	Anarawd Gwalch-crwn ap Merfyn King of the Isle of Man	Q107541002;Q4064868	Tutgual III | Anarawd	no	structural;wikidata-p2600
6000000007151245035	Catalina Alvarez de Toledo y Zuñiga	Q116004572;Q116004576	? | Leonor de Zúñiga y Lara	no	structural;wikidata-p2600
6000000007171629271	Volodar Glebovich of Polotsk Prince of Minsk	Q2632610;Q41514	Volodar Glebovich | Mstislav I of Kiev	no	structural;wikidata-p2600
6000000007258599843	Johann Ernst II Nassau Prinz	Q107637377;Q1694707	John Ernest of Nassau-Siegen | John II of Nassau-Siegen	no	wikidata-p2600
6000000007354125287	Teresa Fernández de Córdoba	Q134986353;Q134986486	María Fernández de Padilla García-Ayala | ?	no	structural;wikidata-p2600
6000000007601543914	Brien De Bretagne	Q114121156;Q376662	Teuharius de Châteaubriant | Brian of Brittany	no	structural;wikidata-p2600
6000000007632275745		Q138978241;Q138978274	 | ?	no	wikidata-p2600
6000000008155003397	Charlotta d'Aragon de Montfort-Laval, Princess of Taranto	Q2851363;Q750559	Anne de Montmorency | Charlotte of Naples	no	structural;wikidata-p2600
6000000008630617676	Floris graaf van Holland	Q655190;Q77243	Dirk VII, Count of Holland | Floris III	no	structural;wikidata-p2600
6000000008630655863	Budic ap Aldroen Emyr Llydaw	Q3386687;Q3386694	Budic I of Brittany | Budic II of Brittany	no	structural;wikidata-p2600
6000000008640446405	Conan de Fiennes chevalier, seigneur de Fiennes	Q76282024;Q76355849	Conon II de Fiennes, Seigneur de Fiennes | Conon I de Fiennes, Seigneur de Fiennes	no	geni-about-me;geni-wikidata-pairs;structural
6000000008874153298		Q16654743;Q4143538	Ivan Vasilievich | Ivan Gorbaty-Shuysky	no	wikidata-p2600
6000000008877466651	"Dmitry ""Bobrok"" Mikhailovich Gediminids"	Q2033112;Q7569679	Bobrok | 	no	wikidata-p2600
6000000009129004944	"Semen ""Ruthless"" Olshansky Sr."	Q11609596;Q4142839	Semeon of Druck | Semeon the Fierce Olshansky	no	structural;wikidata-p2600
6000000009152980692	Gottfried III von Eppenstein	Q20172071;Q24921025	Gottfried II. of Eppstein | Gerhard III of Eppstein	no	structural;wikidata-p2600
6000000009179187283	Wołodar Wołodsza	Q13478492;Q2632610	 | Volodar Glebovich	no	structural;wikidata-p2600
6000000009542502714	Ivan Janos Bagdonaitis Sapieha	Q2614767;Q61791331	Iwan Bohdanowicz Sapieha | Janusz Sapieha	no	structural;wikidata-p2600
6000000009647287134	Judith Carter Page	Q87195968;Q98970762	Lucy Grymes | Judith Carter Page Nelson	no	structural;wikidata-p2600
6000000010160508821	Ingrid Ylva Sunesdotter Sunesdotter	Q468729;Q96240859	Ingrid Ylva | NN	no	structural;wikidata-p2600
6000000010521965469	Sigrid Saksesdotter	Q101248756;Q122931811	NN | Sigrid Saxesdatter	no	structural;wikidata-p2600
6000000011242532340	Semyon Andryevich Kurakin Boyar	Q102856512;Q113411923	Semyon Kurakin | 	no	wikidata-p2600
6000000011242594971	Alexander Patrikeyevich of Koretsk and Starodubsk	Q136400424;Q4060947	Aleksander Patrykiejewicz | Aleksander Patrykiejewicz	yes	structural;wikidata-p2600
6000000011243047286		Q64029409;Q64229816	Anna Chodkiewicz | Anna Chodkiewicz	yes	wikidata-p2600
6000000011424147943		Q108654961;Q126995882	Catharina Hedwig von Raab gen. Thülen | Catharina Hedwig Biron (Bühren)	no	wikidata-p2600
6000000011766711029	Rogvolod Vasilko Rogvolodovich Rurikid	Q2502278;Q2502306	Ragnvald III Borisovich | ?	no	structural;wikidata-p2600
6000000011770178436	Gleb Rostislavich Prince of Drutsk Polozkij	Q13030454;Q2502278	Gleb Rostislawitsch, Prince of Druck | Ragnvald III Borisovich	no	structural;wikidata-p2600
6000000011855024217	Dausprungas of Lithuania	Q2464872;Q4422093	Dausprungas | Skalmantas	no	structural;wikidata-p2600
6000000011997957937	Sumako Yamazaki	Q105711345;Q111109033	Yamazaki Sumiko | 	no	structural;wikidata-p2600
6000000012060506669	Tezozomoctli Acolnahuacatl	Q134985823;Q7708632	Tezozomoctli Acolnahuacatl | Tezozomoctli Acolnahuacatl	yes	structural;wikidata-p2600
6000000012224621046	Juana de Córdoba y Enríquez de Ribera	Q110586521;Q134985843	Doña Juana Enriquez de Ribera y Cortés de Zuniga | ?	no	structural;wikidata-p2600
6000000012225278608	Pedro Andrés de Guzmán y Portocarrero Enríquez de Rivera III Marqués de la Algaba	Q110586519;Q134986339	? | ?	yes	structural;wikidata-p2600
6000000012225603128	Luis de Guzmán y Córdoba IV Marqués de la Algaba	Q134986337;Q134986339	Luis de Guzmán y Córdoba IV Marqués de la Algaba | ?	no	structural;wikidata-p2600
6000000012225970508	Antonia Portocarrero	Q134985843;Q134986476	? | ?	yes	structural;wikidata-p2600
6000000012468581950	Adélaïs Aélis de Tours	Q110562184;Q354934	Katharina von Lichtenberg | Adelaide of Tours	no	structural;wikidata-p2600
6000000012755295099	Ulrika Eleonora Stuart	Q111369696;Q128158593	Ulrika Eleonora Stuart | Ulrika Eleonora Palmquist	no	structural;wikidata-p2600
6000000012768218201		Q128158598;Q134695058	Helene Karoline Katharine von Maydell | 	no	wikidata-p2600
6000000012770852334		Q110363080;Q130748682	Zsigmond Bánffy de Losoncz | VI. Zsigmond Bánffy	no	wikidata-p2600
6000000012773760294	Pompeia Plotina Claudia Phoebe Piso	Q239448;Q452705	Pompeia Plotina | Domitia Paulina	no	structural;wikidata-p2600
6000000012789241315	Kushini-no-mikoto	Q135284917;Q135284917;Q86734749;Q86734749	? | ? | Kushiyatama | Kushiyatama	no	geni-about-me;geni-wikidata-pairs;izumo-roster
6000000012827521360		Q7482540;Q971925	Zeng Jihong | Zeng Jize	no	structural;wikidata-p2600
6000000012926341055	Biyu 20th King of Baekje	Q497755;Q497775	Biyu | Gaero	no	structural;wikidata-p2600
6000000012985339392	Johan Staël von Holstein	Q110505319;Q126973533	Johann Staël von Holstein | Johann Stael von Holstein	no	structural;wikidata-p2600
6000000013071012314		Q113251690;Q128046540	Karl Vrangel | Michael Karl Ferdinand Baron von Wrangel	no	wikidata-p2600
6000000013254785075		Q138411942;Q138411953	 | ?	no	wikidata-p2600
6000000013294621009		Q134267712;Q134269883	Joachim van Wijhe, heer van de Pol | ?	no	wikidata-p2600
6000000013320216533		Q123553591;Q7287688	Ralph Stead Izard | Ralph Izard	no	wikidata-p2600
6000000013775952915		Q75992117;Q75992119	Rose Charlotte Persse | ?	no	wikidata-p2600
6000000013869716667		Q11091436;Q189512	Zeng Guobao | Zeng Guofan	no	structural;wikidata-p2600
6000000014067654981	Alexander Aleksy Czetwertynski	Q127325158;Q131411864	 | 	yes	structural;wikidata-p2600
6000000014882880868		Q103819279;Q130885409	Polonia Wołodkowicz | 	no	wikidata-p2600
6000000014912988335	Julijona Smolenskietė	Q133968443;Q26714756	Jadwiga | Juliana of Smolensk	no	structural;wikidata-p2600
6000000014926332501	Anna Anna Gastold	Q133825518;Q65932885	 | Natassya Pawshanka	no	structural;wikidata-p2600
6000000014947742577	Mikołaj Krzysztof Sapieha h. Lis	Q11738133;Q86598	Kazimierz Mikołaj Sapieha | Mikołaj Sapieha	no	structural;wikidata-p2600
6000000014959053284		Q27037989;Q27037997	Halszka Szemiot | Aleksandra Szemiot	no	wikidata-p2600
6000000014959439326		Q111961568;Q121028157	 | 	yes	wikidata-p2600
6000000014980871068	Elżbieta Halszka Sapieha	Q121029189;Q60593125	 | Halszka Sapieha	no	structural;wikidata-p2600
6000000015110133792	Anne de Croÿ-Renty marquise héritière de Renty, vicomtesse de Bourbourg	Q102861886;Q61177857	Anne de Croÿ, Marquise de Renty | Guillemette de Coucy Boves	no	structural;wikidata-p2600
6000000015163699130		Q108379406;Q137766722	Jan Michał Narbutt | 	no	wikidata-p2600
6000000015232466758	Johann Joseph von Koss	Q11730584;Q54817335	Józef Kos | Jan Koss	no	wikidata-p2600
6000000015284496874	Jacob Hansson Hummel	Q136812848;Q136822535	 | 	yes	wikidata-p2600
6000000015339706261		Q123998132;Q48809122	Pompeo Strozzi | Giulio Cesare Strozzi	no	wikidata-p2600
6000000015865744129	Hernando Pedro Cortés de Ramirez de Arellano	Q134986306;Q7326	? | Hernán Cortés	no	structural;wikidata-p2600
6000000015972329829		Q103922542;Q108372045	Michał Ślizień | 	no	wikidata-p2600
6000000016680602856	Margaret Beaufort Countess of Stafford	Q273111;Q75299193	Margaret Beaufort, Countess of Stafford | Elizabeth Dinham	no	structural;wikidata-p2600
6000000016750017533	Mikołaj Kuncewicz h. Łabędź	Q103954044;Q106485733	Mikołaj Kuncewicz | Michał Kuncewicz	no	structural;wikidata-p2600
6000000017255784111		Q110106057;Q134287388	Franc van der Goes | Mr. Franco van der Goes, Heer van Naters	no	wikidata-p2600
6000000017695098287	Pakubuwana III Raden Mas Suryadi (1749-1788) Kartosuro	Q2099707;Q2149375	Pakubuwono III | Pakubuwono IV	no	structural;wikidata-p2600
6000000018400226735		Q116471168;Q128048436	Cornelis van Suchtelen | Cornelis Suchtelen	no	wikidata-p2600
6000000018947989438		Q111133765;Q134290774	Stanisław Raczko | 	no	wikidata-p2600
6000000019344873694		Q123604501;Q128160134	Maria Kant | Marie Kant	no	wikidata-p2600
6000000020070514278	Anna Sapiega	Q122925780;Q122925808	Anna Sapieha | Aleksandra Anna Sapieha	no	wikidata-p2600
6000000020237257561		Q11729871;Q64024755	Józef Antoni Stadnicki | Józef Ignacy Stadnicki	no	wikidata-p2600
6000000021639290053		Q116455955;Q97007322	Jan Billewicz | Jan Malcher Billewicz	no	wikidata-p2600
6000000022147624604		Q137824810;Q4079835	 | Ivan Bakhmetev	no	wikidata-p2600
6000000022553474531	Elizabeth Scott of Hartford	Q96199514;Q96985055	Mary White | Elizabeth Scott	no	structural;wikidata-p2600
6000000023180016165	Fredrik Pfeiff	Q122958274;Q128049736	Fredrik Pfeiff | Fredrik Pfeiff	yes	wikidata-p2600
6000000023296202097		Q116811702;Q76218296	Lt. Col. Thomas Salusbury, of Bach y Graig | Thomas Salusbury	no	wikidata-p2600
6000000023663972906		Q126904573;Q136463735	Carl Ulmann | Carl Conrad Ulmann	no	wikidata-p2600
6000000024682955809		Q110151011;Q110504869	Count Karl Moritz von Roedern, Freiherr zu Krappitz und Bergck | Karl Moritz, Graf von Redern	no	wikidata-p2600
6000000024775108318		Q110151012;Q110504870	Freiin Ursula Marianne von Kittlitz | Ursula M. A. von Kittlitz	no	wikidata-p2600
6000000025067047958		Q124598682;Q138463984	István Kerpacsics | Katalin Csány de Csány	no	wikidata-p2600
6000000027346272632	Colhuacan Empire Of Coxcoxtli	Q124098181;Q134985974	? | ?	yes	structural;wikidata-p2600
6000000027346467804	Nauhyotl of Culhuacan	Q124098054;Q134985393	Achitometl | Nauhyotl of Culhuacan	no	structural;wikidata-p2600
6000000027822596267		Q135841431;Q18011853	 | Konstantinas Sologubas	no	wikidata-p2600
6000000028265655898		Q121009606;Q24263178	Stanisław Wołłowicz | Stanislovas Kazimieras Vaina	no	wikidata-p2600
6000000029886012214	Emy Reuterskiöld	Q76827672;Q89033025	Emy Bäckström | ?	no	geni-about-me;geni-wikidata-pairs;wikidata-p2600
6000000031614493911	Lev Romanovich Vorotynsky	Q13033264;Q15042460	Fiodor Korybut | Lev Romanovich	no	structural;wikidata-p2600
6000000031834378205	Güttchen Gewer	Q128305981;Q129153195	Esther Brandenburg | Güttchen Brandenburg	no	structural;wikidata-p2600
6000000033241523682	prince Constantine Koriat	Q2587652;Q44059398	Konstanty Koriatowicz | 	no	wikidata-p2600
6000000033241899724	Lubov (Anna) Ivanovna Rurikids	Q130389513;Q27031142	 | 	yes	wikidata-p2600
6000000033241928940	Fyodor Koriatovich Gediminids	Q2080596;Q2991423	Karijotas | Theodor, Prince of Podolia	no	structural;wikidata-p2600
6000000034638041217	Vladimir Glebovich	Q15627774;Q4113037	Vladimir Svyatopolchich | Vladimir Glebovich	no	structural;wikidata-p2600
