qid	classes
Q698552	Q11879590
Q699742	Q101352
Q700836	Q101352
Q703401	Q101352
Q704650	Q12308941
Q705016	Q101352
Q706870	Q12308941
Q709443	Q101352
Q709458	Q101352
Q709747	Q101352
Q710706	Q101352
Q712260	Q101352
Q713322	Q12308941
Q713571	Q12308941
Q713703	Q11879590
Q713706	Q101352
Q713735	Q11879590
Q713759	Q11879590
Q714052	Q12308941
Q714102	Q101352
Q714588	Q11879590
Q714592	Q11879590
Q714680	Q12308941
Q714883	Q11879590
Q714893	Q11879590
Q714895	Q11879590
Q714907	Q11879590
Q714912	Q12308941
Q714938	Q11879590
Q714957	Q12308941
Q715015	Q12308941
Q715080	Q11879590
Q715082	Q12308941
Q715089	Q12308941
Q715275	Q3409032
Q715611	Q12308941
Q715935	Q101352
Q716007	Q12308941
Q716212	Q101352
Q716501	Q12308941
Q716674	Q101352
Q717011	Q12308941
Q717430	Q12308941
Q717551	Q12308941
Q717555	Q101352
Q717667	Q11879590
Q717763	Q101352
Q717767	Q101352
Q717770	Q101352
Q718600	Q101352
Q718984	Q11879590
Q720767	Q11879590
Q720987	Q101352
Q721105	Q101352
Q721398	Q12308941
Q722780	Q101352
Q722991	Q101352
Q723740	Q101352
Q724772	Q101352
Q724984	Q101352
Q725343	Q101352
Q725719	Q101352
Q726249	Q12308941,Q101352
Q726554	Q12308941
Q727104	Q101352
Q728200	Q12308941
Q728869	Q12308941
Q730346	Q12308941
Q731899	Q12308941
Q731903	Q101352
Q732169	Q12308941
Q732171	Q12308941
Q732780	Q101352
Q733343	Q12308941
Q733436	Q101352
Q733521	Q101352
Q734292	Q11879590
Q734497	Q12308941
Q734575	Q11879590
Q734578	Q11879590
Q734855	Q12308941
Q735211	Q101352
Q735857	Q101352
Q736210	Q12308941
Q736292	Q11879590
Q737811	Q101352
Q737848	Q11879590
Q737989	Q11879590
Q738261	Q202444
Q739162	Q12308941
Q739251	Q12308941
Q739551	Q12308941
Q740402	Q101352
Q740547	Q12308941
Q740790	Q11879590
Q741079	Q12308941
Q741601	Q12308941
Q741780	Q12308941
Q742506	Q12308941
Q742537	Q11879590
Q743091	Q3409032,Q11879590
Q743317	Q12308941
Q743332	Q3409032
Q743658	Q11879590
Q744012	Q11879590
Q744047	Q11879590
Q744304	Q11879590
Q744608	Q101352
Q745125	Q12308941
Q745520	Q101352
Q745888	Q11879590
Q746076	Q12308941
Q746456	Q3409032
Q746517	Q11879590
Q746528	Q101352
Q746548	Q11879590
Q747553	Q12308941
Q747961	Q101352
Q748433	Q11879590
Q749530	Q101352
Q749750	Q12308941
Q749802	Q12308941
Q749831	Q101352
Q750186	Q12308941
Q750897	Q12308941
Q750949	Q12308941
Q751549	Q11879590
Q751974	Q12308941
Q752665	Q12308941
Q753413	Q12308941
Q753493	Q11879590
Q754299	Q11879590
Q754585	Q101352
Q754762	Q101352
Q757375	Q12308941
Q758259	Q101352
Q758307	Q12308941
Q759028	Q12308941
Q759036	Q12308941
Q759038	Q11879590
Q759044	Q11879590
Q759056	Q12308941
Q759213	Q101352
Q760287	Q11879590
Q760453	Q11879590
Q761407	Q101352
Q761514	Q101352
Q761570	Q3409032
Q762003	Q101352
Q762634	Q101352
Q764080	Q101352
Q764192	Q12308941
Q764600	Q101352
Q765222	Q12308941
Q766203	Q101352
Q766519	Q101352
Q768175	Q12308941
Q768196	Q12308941
Q768241	Q11879590
Q768600	Q11879590
Q768847	Q12308941
Q769032	Q12308941
Q769154	Q11879590
Q770041	Q12308941
Q770100	Q11879590
Q770236	Q11879590
Q770333	Q11879590
Q770516	Q11879590
Q770891	Q202444,Q101352
Q771150	Q12308941
Q771157	Q11879590
Q771209	Q11879590
Q771264	Q11879590
Q771274	Q11879590
Q771278	Q11879590
Q771299	Q11879590
Q771948	Q12308941
Q771958	Q101352
Q771980	Q202444
Q772029	Q101352
Q772156	Q11879590
Q772229	Q12308941
Q772249	Q11879590
Q772526	Q12308941
Q773037	Q11879590
Q773045	Q11879590
Q773050	Q12308941
Q773057	Q12308941
Q773151	Q12308941
Q773725	Q11879590
Q773729	Q12308941
Q773765	Q11879590
Q773845	Q12308941
Q773909	Q12308941
Q773931	Q11879590
Q774002	Q11879590
Q774212	Q12308941
Q774679	Q12308941
Q774693	Q12308941
Q775179	Q12308941
Q775244	Q11879590
Q775464	Q11879590
Q775479	Q12308941
Q775828	Q101352
Q776259	Q12308941
Q776324	Q12308941
Q776529	Q11879590
Q776726	Q12308941
Q776849	Q12308941
Q777226	Q11879590
Q777290	Q12308941
Q777449	Q11879590
Q777559	Q11879590
Q777751	Q11879590
Q778072	Q11879590
Q778441	Q11879590
Q778468	Q12308941
Q778658	Q12308941
Q778724	Q12308941
Q779035	Q11879590
Q779224	Q12308941
Q779489	Q202444
Q779497	Q11879590
Q779666	Q12308941
Q779715	Q12308941
Q779729	Q11879590
Q779971	Q11879590
Q780464	Q12308941
Q780515	Q11879590
Q780694	Q12308941
Q780747	Q101352
Q780883	Q101352
Q780952	Q11879590
Q780955	Q11879590
Q781212	Q12308941
Q781387	Q11879590
Q781445	Q11879590
Q781477	Q12308941
Q782509	Q12308941
Q782728	Q11879590
Q783041	Q12308941
Q783322	Q101352
Q783555	Q12308941
Q783677	Q11879590
Q783934	Q11879590
Q784005	Q11879590
Q785391	Q11879590
Q785816	Q101352
Q785817	Q12308941
Q785821	Q101352
Q786005	Q11879590
Q786478	Q12308941
Q786556	Q11879590
Q786779	Q101352
Q786838	Q202444
Q786851	Q202444
Q786865	Q11879590
Q786894	Q12308941
Q786923	Q11879590
Q786989	Q11879590
Q787863	Q11879590
Q788403	Q12308941
Q788480	Q11879590
Q788756	Q12308941
Q788872	Q12308941
Q789099	Q12308941
Q789130	Q12308941
Q789146	Q12308941
Q789161	Q12308941
Q789349	Q12308941
Q789496	Q12308941
Q789799	Q12308941
Q790023	Q11879590
Q790185	Q12308941
Q790280	Q101352
Q790334	Q101352
Q790386	Q202444
Q790540	Q12308941
Q790544	Q12308941
Q790638	Q101352
Q790645	Q3409032
Q790803	Q12308941
Q790941	Q101352
Q791139	Q12308941
Q791172	Q12308941
Q791178	Q11879590
Q791362	Q101352
Q791459	Q12308941
Q791463	Q11879590
Q791660	Q12308941
Q791709	Q11879590
Q791720	Q12308941
Q791838	Q12308941
Q792015	Q11879590
Q792161	Q12308941
Q792438	Q12308941
Q792440	Q12308941
Q792453	Q11879590
Q792582	Q101352
Q792639	Q12308941
Q792844	Q11879590
Q792850	Q101352
Q792862	Q3409032
Q792945	Q11879590
Q792972	Q12308941
Q793066	Q11879590
Q793099	Q202444
Q793167	Q12308941
Q793192	Q12308941
Q793238	Q12308941
Q793239	Q12308941
Q793256	Q101352
Q793292	Q101352
Q793295	Q11879590
Q793403	Q101352
Q793417	Q11879590
Q793478	Q202444
Q793492	Q12308941
Q793599	Q101352
Q793735	Q101352
Q793790	Q11879590
Q793802	Q12308941
Q793905	Q12308941
Q793921	Q202444
Q793968	Q12308941
Q794165	Q12308941
Q794282	Q11879590
Q794526	Q101352
Q794687	Q101352
Q794793	Q3409032
Q797217	Q101352
Q797425	Q101352
Q797449	Q101352
Q797451	Q101352
Q797520	Q101352
Q797588	Q101352
Q797639	Q101352
Q797735	Q110874
Q797878	Q101352
Q798120	Q101352
Q798566	Q12308941
Q798591	Q101352
Q798850	Q12308941
Q799180	Q101352
Q799725	Q101352
Q799782	Q101352
Q800131	Q101352
Q803661	Q11879590
Q803693	Q101352
Q803727	Q101352
Q803848	Q101352
Q804126	Q101352
Q804234	Q101352
Q804264	Q101352
Q804338	Q11879590
Q804416	Q11879590
Q804420	Q12308941
Q804455	Q101352
Q804467	Q101352
Q804524	Q11879590
Q804649	Q101352
Q804650	Q101352
Q804719	Q101352
Q804839	Q12308941
Q804886	Q101352
Q804909	Q101352
Q804910	Q101352
Q804943	Q101352
Q804970	Q101352
Q804988	Q101352
Q805107	Q101352
Q805295	Q101352
Q805491	Q101352
Q805546	Q101352
Q805855	Q12308941
Q805905	Q101352
Q806812	Q101352
Q806825	Q101352
Q807041	Q101352
Q807087	Q12308941
Q807248	Q3409032
Q807877	Q11879590
Q808007	Q101352
Q808145	Q101352
Q808374	Q101352
Q808475	Q12308941
Q808496	Q12308941
Q808994	Q101352
Q808995	Q12308941
Q809264	Q101352
Q809301	Q12308941
Q809435	Q101352
Q809474	Q101352
Q809483	Q101352
Q809524	Q12308941
Q809576	Q101352
Q809680	Q101352
Q809708	Q12308941
Q809785	Q101352
Q809792	Q101352
Q810611	Q12308941
Q810649	Q11879590
Q811038	Q101352
Q811045	Q12308941
Q811054	Q101352
Q811193	Q101352
Q811486	Q101352
Q811552	Q101352
Q811561	Q101352
Q811688	Q101352
Q812126	Q101352
Q812547	Q12308941
Q812568	Q101352
Q812604	Q101352
Q812639	Q101352
Q812643	Q12308941
Q812675	Q101352
Q812747	Q12308941
Q812916	Q101352
Q813422	Q101352
Q813594	Q101352
Q813701	Q101352
Q813719	Q101352
Q813731	Q101352
Q813823	Q101352
Q814067	Q101352
Q814079	Q101352
Q814088	Q101352
Q814099	Q101352
Q814101	Q101352
Q814532	Q101352
Q814559	Q101352
Q814607	Q101352
Q814860	Q101352
Q815022	Q12308941
Q815049	Q101352
Q815332	Q101352
Q815438	Q101352
Q815648	Q101352
Q816089	Q101352
Q816407	Q12308941
Q816729	Q101352
Q816778	Q101352
Q816792	Q101352
Q816907	Q101352
Q817030	Q12308941
Q817086	Q12308941
Q817185	Q11879590
Q817199	Q12308941
Q817244	Q101352
Q817365	Q101352
Q817760	Q12308941
Q817785	Q101352
Q817787	Q101352
Q817795	Q101352
Q818081	Q12308941
Q818202	Q12308941
Q818223	Q101352
Q818628	Q12308941
Q818673	Q101352
Q819028	Q12308941
Q819509	Q101352
Q819529	Q101352
Q819880	Q101352
Q820100	Q101352
Q820106	Q101352
Q820270	Q101352
Q820698	Q11879590
Q820787	Q12308941
Q820810	Q12308941
Q821234	Q3409032
Q821902	Q101352
Q821945	Q101352
Q822107	Q11879590
Q823143	Q101352
Q823205	Q12308941
Q824669	Q101352
Q826460	Q101352
Q826489	Q11879590
Q826636	Q101352
Q826645	Q101352
Q826686	Q12308941
Q827140	Q101352
Q827311	Q12308941
Q827600	Q12308941
Q827789	Q11879590
Q827808	Q101352
Q827835	Q12308941
Q828275	Q101352
Q828390	Q101352
Q829665	Q11879590
Q829865	Q12308941
Q830177	Q11879590
Q830216	Q101352
Q830350	Q12308941
Q830357	Q11879590
Q830479	Q11879590
Q830839	Q12308941
Q831069	Q3409032
Q831120	Q12308941
Q831123	Q11879590
Q831135	Q12308941
Q831160	Q101352
Q831189	Q11879590
Q831245	Q11879590
Q831267	Q12308941
Q831434	Q11879590
Q831559	Q11879590
Q831629	Q12308941
Q831814	Q12308941
Q832242	Q11879590
Q832835	Q12308941
Q832915	Q101352
Q832942	Q101352
Q833056	Q12308941
Q833345	Q11879590
Q833351	Q11879590
Q833463	Q12308941
Q833532	Q11879590
Q833541	Q12308941
Q833546	Q11879590
Q833690	Q12308941
Q833702	Q12308941
Q833715	Q12308941
Q833717	Q11879590
Q833719	Q12308941
Q833839	Q11879590
Q833882	Q12308941
Q834072	Q12308941
Q834399	Q12308941
Q834473	Q11879590
Q834702	Q11879590
Q834707	Q11879590
Q835275	Q11879590
Q835358	Q12308941
Q836573	Q12308941
Q837124	Q11879590
Q837421	Q101352
Q837521	Q11879590
Q837839	Q11879590
Q838315	Q11879590
Q838790	Q11879590
Q838800	Q12308941
Q839387	Q12308941
Q839482	Q101352
Q840496	Q12308941
Q841383	Q12308941
Q842157	Q101352
Q842166	Q101352
Q842365	Q3409032,Q11879590
Q842544	Q11879590
Q843838	Q11879590
Q845069	Q101352
Q845104	Q101352
Q845135	Q101352
Q845163	Q101352
Q845673	Q101352
Q846230	Q12308941
Q846741	Q11879590
Q846855	Q101352
Q847179	Q11879590
Q847566	Q12308941
Q847961	Q11879590
Q848170	Q11879590
Q848475	Q12308941
Q848537	Q12308941
Q848549	Q11879590
Q848675	Q11879590
Q848694	Q12308941
Q848705	Q11879590
Q848743	Q12308941
Q850139	Q12308941
Q850191	Q101352
Q850449	Q12308941
Q850483	Q12308941
Q850745	Q12308941
Q851640	Q3409032
Q851786	Q12308941
Q851891	Q101352
Q852558	Q101352
Q852779	Q12308941
Q852889	Q12308941
Q853054	Q12308941
Q853450	Q11879590
Q853609	Q12308941
Q853689	Q12308941
Q853724	Q12308941
Q853925	Q12308941
Q853983	Q11879590
Q854202	Q11879590
Q854464	Q11879590
Q854609	Q11879590
Q854652	Q101352
Q854653	Q11879590
Q854739	Q11879590
Q854748	Q11879590
Q854795	Q101352
Q854832	Q11879590
Q854885	Q12308941
Q854889	Q101352
Q854961	Q11879590
Q855013	Q101352
Q855078	Q12308941
Q855154	Q12308941
Q855179	Q101352
Q855302	Q101352
Q855830	Q11879590
Q855839	Q12308941
Q856260	Q12308941
Q856300	Q202444,Q101352
Q856307	Q101352
Q857485	Q101352
Q857583	Q11879590
Q857854	Q11879590
Q858305	Q11879590
Q858406	Q11879590
Q859234	Q11879590
Q859302	Q11879590
Q861752	Q101352
Q861833	Q101352
Q861858	Q101352
Q861860	Q11879590
Q862931	Q101352
Q863380	Q101352
Q863713	Q101352
Q863870	Q12308941
Q863991	Q101352
Q865198	Q11879590
Q865625	Q101352
Q865822	Q101352
Q865823	Q11879590
Q865841	Q101352
Q865885	Q11879590
Q865924	Q11879590
Q865942	Q101352
Q866108	Q101352
Q866374	Q101352
Q866386	Q101352
Q866696	Q101352
Q867180	Q12308941
Q867339	Q11879590
Q867420	Q11879590
Q867458	Q11879590
Q867462	Q11879590
Q867471	Q12308941
Q869739	Q101352
Q870141	Q101352
Q870969	Q12308941
Q870986	Q12308941
Q871253	Q12308941
Q871499	Q11879590
Q871574	Q11879590
Q871580	Q12308941
Q871707	Q202444
Q871744	Q11879590
Q871746	Q11879590
Q872065	Q12308941
Q872266	Q202444
Q873084	Q12308941
Q873138	Q11879590
Q873617	Q11879590
Q873789	Q101352
Q873831	Q11879590
Q873855	Q202444
Q874065	Q101352
Q874082	Q12308941
Q874157	Q12308941
Q875522	Q12308941
Q876362	Q12308941
Q879134	Q101352
Q879333	Q110874
Q879369	Q12308941
Q879394	Q12308941
Q879505	Q101352
Q879515	Q101352
Q879779	Q101352
Q881391	Q11879590
Q881727	Q101352
Q883251	Q12308941
Q883256	Q11879590
Q883342	Q101352
Q883870	Q101352
Q884579	Q101352
Q884642	Q101352
Q884653	Q101352
Q884841	Q11879590
Q884944	Q101352
Q884954	Q101352
Q884974	Q101352
Q885595	Q101352
Q886147	Q101352
Q886256	Q101352
Q886296	Q101352
Q887611	Q12308941
Q888407	Q3409032
Q889117	Q101352
Q889848	Q11879590
Q890304	Q101352
Q890320	Q101352
Q890388	Q101352
Q890610	Q11879590
Q890642	Q101352
Q890686	Q12308941
Q891185	Q12308941
Q891195	Q101352
Q891256	Q101352
Q891317	Q12308941
Q892113	Q12308941
Q892207	Q101352
Q892211	Q12308941
Q892780	Q101352
Q892844	Q101352
Q892857	Q101352
Q893357	Q11879590
Q893360	Q101352
Q893368	Q101352
Q893835	Q101352
Q893914	Q101352
Q894005	Q101352
Q894064	Q12308941
Q894163	Q12308941
Q894183	Q101352
Q894352	Q101352
Q894491	Q101352
Q894608	Q101352
Q894708	Q101352
Q894947	Q202444,Q12308941
Q894980	Q101352
Q895112	Q101352
Q895211	Q12308941
Q895291	Q101352
Q896031	Q101352
Q896400	Q101352
Q896521	Q101352
Q896987	Q101352
Q897164	Q101352
Q897224	Q11879590
Q897491	Q101352
Q897650	Q101352
Q897716	Q101352
Q897887	Q101352
Q898640	Q11879590
Q898649	Q12308941
Q898909	Q101352
Q898936	Q11879590
Q898965	Q101352
Q898997	Q101352
Q899041	Q101352
Q899413	Q101352
Q900084	Q101352
Q900312	Q11879590
Q900516	Q101352
Q901153	Q12308941
Q901242	Q101352
Q901293	Q11879590
Q901334	Q11879590
Q901374	Q11879590
Q901865	Q202444
Q902178	Q12308941
Q903405	Q12308941
Q903504	Q12308941
Q903547	Q11879590
Q903664	Q12308941
Q903741	Q11879590
Q903972	Q101352
Q904028	Q12308941
Q904221	Q12308941
Q904455	Q11879590
Q904468	Q12308941
Q904662	Q11879590
Q904679	Q11879590
Q905085	Q12308941
Q905144	Q101352
Q905381	Q11879590
Q905451	Q101352
Q905581	Q11879590
Q905946	Q12308941
Q905954	Q12308941
Q906035	Q12308941
Q906451	Q12308941
Q906471	Q101352
Q906932	Q12308941
Q907350	Q101352
Q907969	Q11879590
Q908051	Q101352
Q908275	Q12308941
Q908318	Q11879590
Q908629	Q101352
Q908794	Q202444
Q909095	Q101352
Q909097	Q11879590
Q909102	Q12308941
Q909104	Q12308941
Q909253	Q11879590
Q909257	Q101352
Q910998	Q12308941
Q911015	Q11879590
Q911493	Q101352
Q911783	Q11879590
Q912131	Q101352
Q912218	Q12308941
Q912614	Q101352
Q912615	Q11879590
Q913073	Q202444,Q12308941
Q913291	Q11879590
Q913581	Q12308941
Q913810	Q11879590
Q914279	Q101352
Q914629	Q101352
Q914829	Q11879590
Q914872	Q12308941
Q916647	Q12308941
Q917132	Q12308941
Q917343	Q101352
Q917408	Q12308941
Q917420	Q11879590
Q917462	Q101352
Q917501	Q101352
Q917502	Q101352
Q918013	Q11879590
Q919574	Q101352
Q919822	Q101352
Q919943	Q11879590
Q920209	Q12308941
Q920329	Q12308941
Q920373	Q12308941
Q920566	Q11879590
Q921013	Q3409032
Q921231	Q12308941
Q921479	Q11879590
Q922088	Q202444,Q12308941
Q922876	Q11879590
Q922983	Q12308941
Q923005	Q11879590
Q923342	Q101352
Q923674	Q101352
Q923720	Q101352
Q924032	Q101352
Q924589	Q11879590
Q924782	Q12308941
Q924953	Q101352
Q925631	Q12308941
Q925678	Q11879590
Q927099	Q12308941
Q927342	Q12308941
Q927366	Q12308941
Q927403	Q12308941
Q927545	Q12308941
Q928249	Q101352
Q928698	Q101352
Q928986	Q11879590
Q929368	Q12308941
Q930493	Q101352
Q931093	Q12308941
Q931355	Q101352
Q931425	Q12308941
Q931618	Q12308941
Q931986	Q12308941
Q932128	Q101352
Q933726	Q12308941
Q933780	Q11879590
Q933931	Q101352
Q934262	Q101352
Q935489	Q11879590
Q935522	Q11879590
Q935759	Q11879590
Q936646	Q11879590
Q937379	Q12308941
Q937447	Q12308941
Q937455	Q12308941
Q937579	Q11879590
Q937666	Q101352
Q937872	Q101352
Q937899	Q101352
Q938731	Q3409032
Q939850	Q12308941
Q940949	Q12308941
Q941049	Q12308941
Q942255	Q11879590
Q942546	Q101352
Q942625	Q12308941
Q942757	Q11879590
Q942786	Q11879590
Q943093	Q11879590
Q943434	Q101352
Q943881	Q12308941
Q944767	Q11879590
Q945123	Q101352
Q945725	Q12308941
Q945863	Q12308941
Q946782	Q101352
Q946969	Q12308941
Q947991	Q101352
Q948118	Q101352
Q948418	Q12308941
Q949355	Q11879590
Q949547	Q12308941
Q949813	Q12308941
Q950093	Q12308941
Q950780	Q11879590
Q950916	Q11879590
Q951135	Q101352
Q951694	Q11879590
Q951741	Q3409032
Q951924	Q3409032
Q952854	Q11879590
Q953099	Q101352
Q953589	Q101352
Q953931	Q12308941
Q954023	Q12308941
Q954052	Q12308941
Q954955	Q101352
Q955845	Q12308941
Q955866	Q101352
Q955953	Q101352
Q956019	Q101352
Q956196	Q12308941
Q956487	Q11879590
Q957188	Q11879590
Q957488	Q11879590
Q957630	Q11879590
Q957794	Q12308941
Q958069	Q12308941
Q960032	Q101352
Q960175	Q12308941
Q960303	Q12308941
Q960787	Q101352
Q961444	Q101352
Q962275	Q12308941
Q962521	Q101352
Q962602	Q11879590
Q962641	Q202444
Q963181	Q11879590
Q963392	Q101352
Q964064	Q11879590
Q964212	Q101352
Q964882	Q11879590
Q965276	Q12308941
Q965991	Q12308941
Q966532	Q101352
Q966830	Q12308941
Q967816	Q12308941
Q968417	Q101352
Q968649	Q12308941
Q968749	Q101352
Q968985	Q101352
Q969160	Q101352
Q969236	Q101352
Q969332	Q101352
Q969610	Q101352
Q970228	Q101352
Q970810	Q12308941
Q971212	Q12308941
Q971245	Q11879590
Q971710	Q11879590
Q972710	Q11879590
Q972815	Q101352
Q972978	Q11879590
Q973028	Q101352
Q973239	Q101352
Q973575	Q12308941
Q974853	Q12308941
Q975039	Q11879590
Q975963	Q3409032
Q976627	Q101352
Q976645	Q101352
Q976782	Q11879590
Q977887	Q101352
Q978692	Q101352
Q978756	Q12308941
Q979742	Q12308941
Q980636	Q101352
Q981073	Q101352
Q981390	Q101352
Q985509	Q101352
Q985700	Q101352
Q985855	Q101352
Q985858	Q101352
Q986813	Q11879590
Q986819	Q101352
Q986830	Q101352
Q986996	Q12308941
Q987019	Q11879590
Q987115	Q11879590
Q987212	Q12308941
Q987628	Q11879590
Q987673	Q11879590
Q987680	Q11879590
Q987726	Q11879590
Q987733	Q11879590
Q987771	Q12308941
Q987787	Q12308941
Q987794	Q11879590
Q987813	Q101352
Q987817	Q101352
Q987885	Q12308941
Q987902	Q12308941
Q988701	Q12308941
Q988798	Q12308941
Q988818	Q11879590
Q988895	Q11879590
Q988912	Q11879590
Q988968	Q11879590
Q988989	Q12308941
Q989001	Q12308941
Q989178	Q12308941
Q989291	Q11879590
Q989292	Q11879590
Q989294	Q11879590
Q989320	Q12308941
Q989344	Q11879590
Q989526	Q12308941
Q989544	Q11879590
Q989578	Q11879590
Q989778	Q11879590
Q989832	Q12308941
Q989957	Q11879590
Q989959	Q12308941
Q989983	Q12308941
Q990027	Q11879590
Q990050	Q11879590
Q990090	Q11879590
Q990120	Q12308941
Q990834	Q11879590
Q990880	Q12308941
Q990884	Q11879590
Q990980	Q12308941
Q991000	Q101352
Q991038	Q11879590
Q991078	Q12308941
Q991094	Q101352
Q991110	Q101352
Q991144	Q11879590
Q991166	Q12308941
Q991275	Q11879590
Q991383	Q101352
Q991417	Q12308941
Q991588	Q11879590
Q991681	Q11879590
Q991892	Q11879590
Q991960	Q11879590
Q992000	Q101352
Q992107	Q101352
Q992125	Q101352
Q992209	Q12308941
Q992308	Q101352
Q992341	Q11879590
Q992690	Q101352
Q992713	Q11879590
Q993469	Q101352
Q993484	Q12308941
Q993506	Q11879590
Q993669	Q12308941
Q993708	Q12308941
Q993860	Q11879590
Q994011	Q11879590
Q994025	Q101352
Q994140	Q11879590
Q994197	Q101352
Q994364	Q12308941
Q994749	Q11879590
Q994797	Q101352
Q995121	Q101352
Q995156	Q101352
Q995385	Q11879590
Q995387	Q101352
Q995411	Q11879590
Q995484	Q11879590
Q995514	Q101352
Q995651	Q12308941
Q995698	Q101352
Q996443	Q101352
Q996724	Q11879590
Q996909	Q101352
Q996951	Q101352
Q997611	Q12308941
Q997695	Q101352
Q997843	Q101352
Q998338	Q12308941
Q998501	Q101352
Q998607	Q101352
Q998837	Q101352
Q998890	Q12308941
Q998894	Q11879590
Q999374	Q12308941
Q1000263	Q101352
Q1000387	Q11879590
Q1000433	Q12308941
Q1001220	Q11879590
Q1001236	Q202444
Q1001270	Q11879590
Q1001293	Q12308941
Q1001346	Q11879590
Q1001403	Q12308941
Q1001504	Q101352
Q1001625	Q11879590
Q1001630	Q11879590
Q1001781	Q12308941
Q1001846	Q11879590
Q1001888	Q11879590
Q1001948	Q12308941
Q1002054	Q12308941
Q1002102	Q101352
Q1002107	Q101352
Q1002298	Q101352
Q1002342	Q101352
Q1002539	Q101352
Q1002620	Q12308941
Q1002634	Q101352
Q1003154	Q11879590
Q1003165	Q12308941
Q1003466	Q11879590
Q1003816	Q202444
Q1003897	Q11879590
Q1004172	Q101352
Q1004592	Q11879590
Q1004661	Q11879590
Q1004745	Q101352
Q1006637	Q11879590
Q1006747	Q11879590
Q1006797	Q11879590
Q1007221	Q11879590
Q1007409	Q11879590
Q1007457	Q11879590
Q1007535	Q11879590
Q1008090	Q12308941
Q1008309	Q202444
Q1008440	Q101352
Q1009025	Q11879590
Q1009041	Q12308941
Q1009255	Q11879590
Q1009526	Q101352
Q1009550	Q11879590
Q1009647	Q11879590
Q1009664	Q12308941
Q1009821	Q12308941
Q1009842	Q12308941
Q1009854	Q11879590
Q1009970	Q12308941
Q1009978	Q202444
Q1010138	Q12308941
Q1010157	Q12308941
Q1010359	Q202444
Q1010464	Q11879590
Q1010472	Q11879590
Q1010489	Q202444
Q1010578	Q101352
Q1010638	Q101352
Q1010774	Q202444
Q1010781	Q11879590
Q1011007	Q11879590
Q1011034	Q11879590
Q1011309	Q11879590
Q1011326	Q12308941
Q1011337	Q12308941
Q1012152	Q11879590
Q1012166	Q12308941
Q1014886	Q101352
Q1015001	Q12308941
Q1015565	Q101352
Q1016293	Q101352
Q1016301	Q12308941
Q1016412	Q12308941
Q1016572	Q101352
Q1016752	Q101352
Q1016766	Q101352
Q1017057	Q101352
Q1017095	Q101352
Q1017270	Q101352
Q1017423	Q101352
Q1017684	Q101352
Q1017717	Q12308941
Q1017843	Q101352
Q1018168	Q101352
Q1018205	Q101352
Q1018243	Q101352
Q1018251	Q101352
Q1018281	Q101352
Q1018320	Q101352
Q1018922	Q101352
Q1018971	Q101352
Q1019005	Q101352
Q1019008	Q11879590
Q1019393	Q101352
Q1019589	Q101352
Q1019597	Q101352
Q1019694	Q101352
Q1019803	Q101352
Q1019813	Q101352
Q1019888	Q101352
Q1020210	Q101352
Q1020390	Q101352
Q1020662	Q12308941
Q1020898	Q101352
Q1021601	Q101352
Q1021892	Q11879590
Q1025452	Q12308941
Q1025775	Q12308941
Q1025892	Q12308941
Q1026023	Q12308941
Q1026276	Q101352
Q1027192	Q12308941
Q1027254	Q101352
Q1027325	Q11879590
Q1027695	Q12308941
Q1027702	Q12308941
Q1027806	Q11879590
Q1027865	Q101352
Q1028313	Q101352
Q1028468	Q11879590
Q1028621	Q12308941
Q1029057	Q11879590
Q1029667	Q12308941
Q1029675	Q11879590
Q1030020	Q11879590
Q1030036	Q11879590
Q1030275	Q11879590
Q1030472	Q11879590
Q1030789	Q12308941
Q1030956	Q12308941
Q1031425	Q12308941
Q1031576	Q101352
Q1032470	Q12308941
Q1032733	Q11879590
Q1032755	Q11879590
Q1032760	Q11879590
Q1032817	Q101352
Q1032922	Q101352
Q1032957	Q11879590
Q1032966	Q12308941
Q1033345	Q101352
Q1033370	Q12308941
Q1033501	Q11879590
Q1033603	Q101352
Q1033626	Q202444
Q1033653	Q11879590
Q1033698	Q101352
Q1033941	Q202444
Q1034001	Q12308941
Q1034021	Q12308941
Q1034043	Q11879590
Q1034209	Q101352
Q1034285	Q12308941
Q1034508	Q11879590
Q1035107	Q11879590
Q1035165	Q11879590
Q1035233	Q11879590
Q1035239	Q11879590
Q1035258	Q11879590
Q1035316	Q11879590
Q1035535	Q12308941
Q1035612	Q11879590
Q1035642	Q12308941
Q1035970	Q101352
Q1035983	Q12308941
Q1036095	Q11879590
Q1036249	Q11879590
Q1036395	Q202444
Q1036398	Q11879590
Q1036411	Q11879590
Q1036449	Q12308941
Q1036459	Q202444
Q1036462	Q11879590
Q1036719	Q11879590
Q1036720	Q12308941
Q1037462	Q11879590
Q1037764	Q101352
Q1037803	Q12308941
Q1039419	Q12308941
Q1039573	Q101352
Q1040183	Q101352
Q1040224	Q101352
Q1041591	Q101352
Q1041685	Q101352
Q1042460	Q12308941
Q1042612	Q12308941
Q1042744	Q101352
Q1043021	Q101352
Q1043068	Q101352
Q1043077	Q101352
Q1043107	Q101352
Q1043303	Q11879590
Q1043407	Q12308941
Q1043415	Q11879590
