path,files,bytes,workflow_refs,pipeline_code_refs,test_refs,doc_refs,example_refs
paths_for_wikidata_isolates/Geni - Sigurd Erixon (1888-1968)_files/,51,4189042,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sigurd Some Sørensen (1889-1984)- Copenhagen_files/,54,4192269,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sigurd Teodoro Arentsen Steeger (Arentsen)_files/,51,4191211,0,0,0,0,
paths_for_wikidata_isolates/Geni - Silvio Edmundo Elia (1913-d.)_files/,53,4113221,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Simon de Brion, Martinus IV (c.1210-1285)- Perugia_files/",55,4112949,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Sinibaldo Fieschi, Pope Innocent IV (c.1195-1254)- Naples_files/",56,4118974,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sir Frederick Gowland Hopkins (1861-1947)- Cambridge_files/,58,4189790,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sogneprest i Spydeberg Jacob Nicolai Wilse (1735-1801)_files/,56,4121885,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ssu-nien Fu (1896-1950)_files/,54,4187310,0,0,0,0,
paths_for_wikidata_isolates/Geni - Stinius Fredriksen (1902-1977)- Oslo_files/,51,4102465,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ståle Eskeland (1943-2015)- Oslo_files/,52,4184635,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Suidger von Morsleben, Pope Clement II (1005-1047)_files/",59,4127766,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sultan Jalal al-Din Muhammad Gurkani (1542-1605)- Fatehpur Sikri_files/,58,4193863,0,0,0,0,
paths_for_wikidata_isolates/Geni - Svein Geirfinn Molaug (1914-2007)- Oslo_files/,50,4185740,0,0,0,0,
paths_for_wikidata_isolates/Geni - Svein Isaksen Rosseland (1894-1985)_files/,61,4217024,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sven Adolf Diego Helander (1889-1970)- Stockholm_files/,52,4104277,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sven Axel Hoflund (1906-1979)- Kalmar (H)_files/,53,4103606,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sven Emanuel Dedering (1897-1986)_files/,51,4098998,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sven Magnus Øen Carlsen_files/,60,4197816,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sven Nielsen (1883-1958)- Stavanger_files/,50,4103015,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sverre Tonning Olsen Bruland (1923-2013)- Oslo_files/,55,4127217,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sylvi Inkeri Anttila (Metsämies) (1916-2013)- Helsinki_files/,60,4120347,0,0,0,0,
paths_for_wikidata_isolates/Geni - Søren Tobias Aarstad (1861-1928)_files/,49,4102585,0,0,0,0,
paths_for_wikidata_isolates/Geni - Tage Gillis Torsten_ Carleman (1892-1949)- Danderyd_files/,51,4103043,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Tage Kemp (1896-1964)- København, København sogn_files/",53,4107936,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Temüjin Borjigin (Khan), Khagan of the Mongol Empire (c.1162-1227)_files/",66,4196397,0,0,0,0,
paths_for_wikidata_isolates/Geni - Teobaldo Visconti (c.1210-1276)- Arezzo_files/,63,4129162,0,0,0,0,
paths_for_wikidata_isolates/Geni - Theodor Theodorsen Dahl (1886-1946)- Stavanger_files/,56,4194620,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Theophylactos Rangabe, byzantine co-emperor (c.792-849)_files/",57,4129611,0,0,0,0,
paths_for_wikidata_isolates/Geni - Theophylactus di Tuscolo (c.1012-c.1056)- Roma_files/,57,4193640,0,0,0,0,
paths_for_wikidata_isolates/Geni - Theophylactus di Tuscolo (c.1012-c.1056)2- Roma_files/,55,4193022,0,0,0,0,
paths_for_wikidata_isolates/Geni - Theophylactus di Tuscolo (c.980-1024)- Rome_files/,56,4118546,0,0,0,0,
paths_for_wikidata_isolates/Geni - Thomas Jönsson Thorén Thorild (1759-1808)_files/,51,4103251,0,0,0,0,
paths_for_wikidata_isolates/Geni - Thor Abrosius Helliesen (1855-1914)- Stavanger_files/,54,4105833,0,0,0,0,
paths_for_wikidata_isolates/Geni - Thor Emanuel Ekecrantz (1856-1939)_files/,53,4109468,0,0,0,0,
paths_for_wikidata_isolates/Geni - Thoralf Albert Skolem (1887-1963)_files/,50,4096663,0,0,0,0,
paths_for_wikidata_isolates/Geni - Thore Michelsen (1888-d.)_files/,50,4102308,0,0,0,0,
paths_for_wikidata_isolates/Geni - Thorleif Oscar Karlsen (1909-2010)_files/,48,4101401,0,0,0,0,
paths_for_wikidata_isolates/Geni - Thorvald Buch (1863-1925)_files/,50,4102302,0,0,0,0,
paths_for_wikidata_isolates/Geni - Thure Georg Sahama (Sahlstein) (1910-1983)- Helsinki_files/,57,4194451,0,0,0,0,
paths_for_wikidata_isolates/Geni - Thure Magnus Julius Hastrup (1903-1989)_files/,55,4108064,0,0,0,0,
paths_for_wikidata_isolates/Geni - Timo Veijola (1947-2005)- Hyvinkää_files/,50,4102262,0,0,0,0,
paths_for_wikidata_isolates/Geni - Tommaso Parentuccelli (Lucando) (1397-1455)- Rome_files/,58,4220085,0,0,0,0,
paths_for_wikidata_isolates/Geni - Tore Renberg_files/,54,4125010,0,0,0,0,
paths_for_wikidata_isolates/Geni - Torger Torgerson Vetteland (1829-1914)- Stavanger_files/,56,4118805,0,0,0,0,
paths_for_wikidata_isolates/Geni - Torkel Opsahl (1931-1993)- Genève_files/,54,4107110,0,0,0,0,
paths_for_wikidata_isolates/Geni - Torsten Hägerstrand (1916-d.)_files/,50,4096975,0,0,0,0,
paths_for_wikidata_isolates/Geni - Torsten Ludvig Thunberg (1873-1952)- Lund_files/,53,4109148,0,0,0,0,
paths_for_wikidata_isolates/Geni - Tove Bærheim (Holtermann) (1917-2005)- Stavanger_files/,52,4187845,0,0,0,0,
paths_for_wikidata_isolates/Geni - Tuomo Seppo Mannermaa (1937-2015)- Espoo_files/,57,4120219,0,0,0,0,
paths_for_wikidata_isolates/Geni - Uberto (Umberto) Crivelli (1120-1187)- Ferrara_files/,53,4111867,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Ugolino Anagni dei Conti di Segni, pope Gregory IX (c.1170-1241)- Roma_files/",58,4116567,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ulf Arne Söderblom (1930-2016)_files/,55,4109211,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ulrich Oskar Zech (1927-2010)- Munich_files/,50,4102256,0,0,0,0,
paths_for_wikidata_isolates/Geni - Univ.-Prof. Dr. phil. et med. Walther Poppelreuter (1886-1939)- Bonn_files/,53,4187794,0,0,0,0,
paths_for_wikidata_isolates/Geni - Unto Uuno Uotila (1910-1977)- Helsinki_files/,52,4128465,0,0,0,0,
paths_for_wikidata_isolates/Geni - Vasilijs Sinaiskis (1876-1949)- Brussels_files/,52,4118428,0,0,0,0,
paths_for_wikidata_isolates/Geni - Verner Panton (1926-1998)_files/,67,4159367,0,0,0,0,
paths_for_wikidata_isolates/Geni - Viggo Brun (1885-1978)_files/,53,4100669,0,0,0,0,
paths_for_wikidata_isolates/Geni - Vilhelm Eliel Viktorinus Wessman (1879-1958)- Ekenäs_files/,56,4115461,0,0,0,0,
paths_for_wikidata_isolates/Geni - Viljo Johannes Mansikka (1884-1947)- Helsinki_files/,56,4113216,0,0,0,0,
paths_for_wikidata_isolates/Geni - Vilém Dušan Lambl (1824-1895)- Warsaw_files/,51,4106648,0,0,0,0,
paths_for_wikidata_isolates/Geni - Vincenzo Francesco Maria Errante (1890-1951)_files/,52,4107192,0,0,0,0,
paths_for_wikidata_isolates/Geni - Viola_ Marie Sibylle Gräfin von Bethusy-Huc (1927-d.)_files/,50,4103425,0,0,0,0,
paths_for_wikidata_isolates/Geni - Vladi Marmo (Forsblom) (1914-1969)- Jyväskylä_files/,58,4224733,0,0,0,0,
paths_for_wikidata_isolates/Geni - Väinö Grönholm (1868-1936)- Helsinki_files/,59,4118398,0,0,0,0,
paths_for_wikidata_isolates/Geni - Walter Courvoisier (1875-1931)- Orselina_files/,52,4216608,0,0,0,0,
paths_for_wikidata_isolates/Geni - Walter Louis Moritz Laqueur (1921-2018)- Washington_files/,54,4122557,0,0,0,0,
paths_for_wikidata_isolates/Geni - Walter Weisbach (1889-1962)- Den Haag_files/,51,4103688,0,0,0,0,
paths_for_wikidata_isolates/Geni - Wiktor Marian Dega (1896-1995)- Poznań_files/,58,4113746,0,0,0,0,
paths_for_wikidata_isolates/Geni - Wilfried Karl Theodor Schlau (1917-2010)- Friedrichsdorf_files/,54,4108380,0,0,0,0,
paths_for_wikidata_isolates/Geni - Wilhelm Adolf Diesterweg (1782-1835)- Bonn_files/,54,4193098,0,0,0,0,
paths_for_wikidata_isolates/Geni - Wilhelm Lanzky-Otto (1909-1991)_files/,55,4189118,0,0,0,0,
paths_for_wikidata_isolates/Geni - Wilhelm Wiget (1885-1934)- Herisau_files/,50,4105112,0,0,0,0,
paths_for_wikidata_isolates/Geni - Willem Joseph Andries geb. Diehl Jonckbloet (1817-1885)- Wiesbaden_files/,58,4202771,0,0,0,0,
"paths_for_wikidata_isolates/Geni - William (Wilhelm) Franz Latzko, MD (1863-1945)- New York_files/",61,4186796,0,0,0,0,
"paths_for_wikidata_isolates/Geni - William Christopher Zeise, 1836 Ridder af Dannebrog (1789-1847)_files/",50,4104677,0,0,0,0,
paths_for_wikidata_isolates/Geni - William Coucheron-Aamot (1868-1948)_files/,58,4196960,0,0,0,0,
paths_for_wikidata_isolates/Geni - Wolfgang Anton de Boor (1917-2014)- Cologne_files/,51,4184356,0,0,0,0,
paths_for_wikidata_isolates/Geni - Wolmar(Jammi) Nyberg (1919-1973)- Sibbo_files/,60,4123303,0,0,0,0,
paths_for_wikidata_isolates/Geni - Yngve Zotterman (1898-1982)- Stockholm_files/,52,4104741,0,0,0,0,
paths_for_wikidata_isolates/Geni - Yrjö Henrik Kajava (Nylund) (1884-1929)- Helsinki_files/,61,4205649,0,0,0,0,
paths_for_wikidata_isolates/Geni - organist Christian Cappelen (1845-1916)- Kristiania_files/,52,4101009,0,0,0,0,
paths_for_wikidata_isolates/Geni - prof. dr. Arie Querido (1901-1983)- Pont-de-Barret_files/,53,4108195,0,0,0,0,
paths_for_wikidata_isolates/Geni - prof.dr. Bernard Hendrik Slicher van Bath (1910-2004)- Wageningen_files/,54,4118492,0,0,0,0,
paths_for_wikidata_isolates/Geni - prof.dr. Cornelis Pijnacker Hordijk (1847-1908)- Haarlem_files/,56,4194306,0,0,0,0,
paths_for_wikidata_isolates/Geni - prof.mr. Johannes Hendrik Carpentier Alting (1864-1929)- 's-Gravenhage_files/,59,4114963,0,0,0,0,
paths_for_wikidata_isolates/Geni - professori Leo Eino Aario (Engman) (1906-1998)- Espoo_files/,55,4117007,0,0,0,0,
paths_for_wikidata_isolates/Geni - Àrni Magnússon (1663-1730)- København_files/,51,4106185,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ärkebiskop Anton Niklas Sundberg (1818-1900)- Uppsala_files/,52,4110598,0,0,0,0,
paths_for_wikidata_isolates/Geni - Åke Anders Edvard Wallenquist (1904-1994)_files/,52,4105350,0,0,0,0,
paths_for_wikidata_isolates/Geni - Åke Joel Ohlmarks (Olsson) (1911-1984)_files/,55,4107989,0,0,0,0,
paths_for_wikidata_isolates/Geni - Örjan Lindberger (1912-2005)- Stockholm_files/,54,4116697,0,0,0,0,
paths_for_wikidata_isolates/Geni - Øjvind Winge (1886-1964)- Copenhagen_files/,62,4135269,0,0,0,0,
paths_for_wikidata_isolates/Geni - Виктор Николаевич Бернадский (1890-1959)_files/,61,4139572,0,0,0,0,
paths_for_wikidata_isolates/Geni - 【(嬴姓)】 ___ _政 (-259--210)_files/,54,4192080,0,0,0,0,
paths_for_wikidata_isolates/Geni - 【(山東濟寧)】 孫承諤 (1911-1991)_files/,51,4183427,0,0,0,0,
preservation/,13001,1381580237,0,3,0,3,scripts/build-noble-label-batch.py scripts/check-file-sizes.py scripts/ftb-to-gedcom.py
preservation/converted-gedcoms/,12,3331813,0,0,0,0,
preservation/extracted-databases/,12,77274112,0,0,0,0,
preservation/genealogy/,12959,1300492708,0,1,0,1,scripts/check-file-sizes.py
pyproject.toml,1,1590,0,0,2,0,
questions.md,1,1445,0,0,0,0,
queue.md,1,4522,2,48,8,19,.github/workflows/pipeline.yml .github/workflows/wikidata-edits.yml geni-extension/content/common.js geni-extension/service-worker-1.7.49.js
reports/,11259,3660481992,10,368,47,29,.github/workflows/check-cluster-items.yml .github/workflows/ci.yml .github/workflows/daily-batch-email.yml .github/workflows/pages.yml
reports/avoid/,39,20771020,0,0,0,1,
reports/path-chains/,372,127840136,0,8,0,1,scripts/archive-path-chains.py scripts/build-chain-batch.py scripts/build-path-frequency.py scripts/build-tiny-gedcoms.py
reports/samples/,1,4197,0,0,0,0,
reports/sources/,3,1033492,0,0,0,0,
reports/sweep/,8959,1495723477,0,7,0,2,scripts/analyse-sweep-generations.py scripts/archive-sweep.py scripts/fuzzy-match-tables.py scripts/match-descendants-to-ancestry.py
research-exports/,3,3761133,1,2,0,0,.github/workflows/emit-research-ancestor-gedcoms.yml scripts/emit-ancestor-gedcoms.py
samaritans/,28,2217775,0,8,1,2,scripts/build-qid-links-gedcom.py scripts/build-samaritan-priest-links.py scripts/build-samaritan-succession.py scripts/build-succession-roster.py
samaritans/The Samaritan Update_files/,23,1179644,0,0,0,0,
scripts/,379,4307475,11,360,42,31,.github/scripts/last_contribution.py .github/workflows/check-cluster-items.yml .github/workflows/ci.yml .github/workflows/daily-batch-email.yml
src/,36,652577,7,183,15,2,.github/workflows/ci.yml .github/workflows/pages.yml .github/workflows/pipeline.yml .github/workflows/review-decks.yml
src/genimerge/,36,652577,0,1,3,2,scripts/check-cluster-items-on-wikidata.py
startclaude.bat,1,4609,0,0,0,0,
tests/,79,878408,5,59,29,11,.github/workflows/ci.yml .github/workflows/pages.yml .github/workflows/pipeline.yml .github/workflows/review-decks.yml
todo.md,1,51293,0,13,2,6,scripts/analyse-givn-tokens.py scripts/audit-built-batches.py scripts/build-centuries.py scripts/build-export-provenance.py
undigested.md,1,3902,0,0,0,0,
wikidata/,2427,4548683541,13,240,38,20,.github/scripts/last_contribution.py .github/workflows/check-cluster-items.yml .github/workflows/ci.yml .github/workflows/daily-batch-email.yml
wikidata/items/,2427,4548683541,0,24,0,4,scripts/build-centuries.py scripts/build-garborg-day.py scripts/build-marker-label-census.py scripts/build-nn-label-batch.py
wikidata_isolates_to_clear/,1,2293,0,0,0,0,
