qid,current_en,geni_id,sex,via_relation,via_qid,proposed_en
Q110600445,NN,,F,child,Q75406270,mother of Sir John Hamilton of Lettrick
Q111506585,NN,,F,child,Q111506583,mother of Anne Battin
Q110378937,NN,,F,child,Q75637534,mother of Sir Patrick Dunbar
Q111456803,NN,,F,child,Q111456800,mother of Johanna Leycester
Q110458676,NN,,F,child,Q110378244,mother of Elisabeth von Guttenstein
Q116040046,NN,,F,child,Q4734497,mother of Alonso Pérez de Guzmán
Q96241098,NN,,F,spouse,Q4139575,"wife of Gleb I Rostislavich, Prince of Smolensk"
Q110378083,NN,,F,child,Q76005907,mother of Agnes Baronin von Graisbach
Q116104232,NN,,F,child,Q7787973,"mother of Thomas Bruce, 1st Baron of Clackmannan"
Q115633782,NN,,F,child,Q109830534,mother of Jeanne Agnès de Pocholles du Hamel
Q96073507,Unknown,,F,spouse,Q6265313,wife of John Zephaniah Holwell
Q116170403,NN,,F,child,Q56260281,mother of Anna Yushkova
Q108943201,NN,,F,child,Q20007987,mother of Giovanni I Pico
Q108943258,NN,,F,child,Q108943256,mother of Guiduccia da Correggio
Q116004960,NN,,F,spouse,Q116004958,"wife of Emicho I., Graf von Kyrburg und von Schmidtburg"
Q135427804,NN,,F,child,Q135427802,mother of Princess Khadidja Hanem of Egypt
Q102858500,NN,,F,spouse,Q102858447,wife of Prince Vladimir Konstantinovich of Rostov
Q105820709,NN,,F,child,Q105820705,mother of John Kenrick
Q110411392,NN,,F,child,Q75905582,mother of Anne Hodgson
Q110438560,NN,,F,child,Q110438558,mother of Mary Lawson
Q110605465,NN,,F,child,Q110605452,mother of Sophia Sanders
Q97069480,NN,,F,child,Q97069478,mother of Anne Clarke
Q125524402,NN,,F,child,Q75662158,"mother of Sir David de la Haye, 6th of Erroll"
Q101467104,NN,,F,child,Q101467094,"mother of Ulric II of Baugé, Lord of Bresse"
Q108935788,NN,,F,child,Q108935784,mother of Angioletta de' Medici
Q101247357,NN,,M,child,Q101247147,"father of squire Sigge 'Brun', lord of Fituna manor"
Q116128505,NN,,F,child,Q75388616,mother of Sir John Carmichael
Q110715292,NN,,F,child,Q22342986,mother of John Doukas
Q110715299,NN,,F,child,Q61973388,mother of Eudokia Angelina
Q123436181,NN,,F,child,Q123436165,mother of Doña NN batarde de Aragón
Q117323627,NN,,F,child,Q433390,mother of Stephen du Perche
Q109686993,NN,,F,child,Q109686990,mother of Manuel Kalergi
Q96221768,NN,,F,child,Q96221702,mother of Johann Wirtemberger
Q110154679,NN,,F,child,Q55897577,mother of Hans Wirtemberger
Q116119447,NN,,F,father,Q1010336,daughter of Burchard IV. im Hassegau
Q116118611,NN,,F,child,Q110457929,mother of Katharina von Wartenberg
Q110562318,NN,,F,spouse,Q20499827,"wife of Sigebert I, count of Saargau"
Q101231654,NN,,F,spouse,Q101231652,"wife of Hugh de Mortimer, of Burford"
Q99304086,NN,,F,spouse,Q50328853,wife of Bernard IV d'Anduze
Q110506312,NN,,F,child,Q110506308,"mother of Unico Ripperda, Rijksvrijheer Ripperda tot Farnsum en Loppersum"
Q116031234,NN,,F,child,Q6390865,"mother of Kenneth de Moravia, 4th Earl of Sutherland"
Q129093518,NN,,F,child,Q376360,mother of Vuk Branković
Q103560373,NN,,F,spouse,Q5331786,"wife of Eberhard I, Count of Bonngau"
Q110560787,NN,,F,child,Q110560509,mother of Amschel Spira-Fraenkel
Q102227571,NN,,F,child,Q102227568,mother of Hangerli
Q111453002,NN,,F,child,Q11904159,mother of Adele of Bar-sur-Aube
Q101353265,NN,,F,spouse,Q27030558,wife of Reimbold von Isenburg
Q110562429,NN,,F,spouse,Q2283182,wife of Siegfried
Q110557444,NN,,F,child,Q110557442,"mother of Jan van Mechelen, Bastaard van Brabant"
Q110557445,NN,,F,spouse,Q110557442,"wife of Jan van Mechelen, Bastaard van Brabant"
Q101466929,NN,,F,spouse,Q1608007,"wife of William II, Count of Chalon"
Q116053825,NN,,F,child,Q112872107,mother of Jeanne (Isabeau) bâtarde de Bearn
Q97534136,NN,,F,child,Q75384479,mother of Gladys of Powys
Q116040041,NN,,F,child,Q75388050,mother of unknown daughter Graham
Q101248416,NN,,F,mother,Q101248418,daughter of Katarina Bentsdotter
Q116003828,NN,,F,child,Q116003827,"mother of Margarita Manuel de Vilhena, Señora de Mejorada"
Q97570426,NN,,F,spouse,Q4700297,wife of Akarius Fitz Bardolph
Q116007080,NN,,F,child,Q110616585,mother of Johan van Gennep
Q110562389,NN,,F,spouse,Q1459860,wife of Frederic I of Vianden
Q107211742,NN,,F,spouse,Q61139443,wife of Gottfried von Virneburg
Q110398778,NN,,F,spouse,Q110398774,"wife of Pierre I dit Montrabel de Preuilly, Sire de Preuilly, Seigneur de Boussay et de La Rocheposay"
Q129168388,NN,,F,child,Q129168386,mother of Sir John Stanley of Melling
Q101403665,NN,,F,child,Q768955,mother of Sancho Garcés
Q100435663,NN,,F,child,Q100435599,mother of Beatriz de Noronha
Q129093602,NN,,F,,,
Q110377914,NN,,F,child,Q110377913,mother of Henri bâtard de Luxembourg
Q116133767,NN,,F,spouse,Q61139270,wife of Frederick II
Q108838896,NN,,F,father,Q61140675,daughter of Gerhard I of Kyrburg
Q116148081,NN,,F,child,Q116148079,mother of Einion Ddû ap Cynwrig ab Iorwerth ap Gwgon
Q110715486,NN,,F,child,Q2909970,mother of Bonconte I da Montefeltro
Q104471721,NN,,F,child,Q61466310,mother of Alice Smith
Q123206945,NN,,F,child,Q75281637,mother of Thomas Tenison
Q110526104,NN,,F,child,Q75261282,mother of Gerard Gore
Q110616883,NN,,F,child,Q75275098,mother of Mary Cellier
Q110737921,NN,,F,child,Q352605,mother of Adarnase IV of Iberia
Q116149963,NN,,F,child,Q3120502,mother of Willem van Duvenvoorde
Q116005532,NN,,F,child,Q5666837,mother of Alfonso Fernández de la Cerda y Luna
Q131347320,NN,,F,child,Q75547989,mother of Richard Betham
Q110315217,NN,,F,spouse,Q1539250,wife of Geoffrey IV of Rancon
Q99203011,NN,,F,spouse,Q61139278,wife of Heinrich III von Diez
Q102227783,NN,,M,,,
Q100438929,NN,,F,child,Q56395990,mother of Emilia Pannocchieschi
Q110384128,NN,,F,child,Q61817190,mother of Fernando Ruiz de Azagra
Q102542745,NN,,F,father,Q139564252,daughter of Wezel II. Graf von Haigerloch
Q110582461,NN,,F,child,Q110582457,mother of Rhanullt ferch Rheinallt
Q116119450,NN,,F,spouse,Q116119444,wife of Burchard
Q110622610,NN,,F,child,Q75495167,mother of Elizabeth Baldry
Q110578161,NN,,F,child,Q3419199,mother of Raoul IV de Beaumont-au-Maine
Q110737895,NN,,F,child,Q542017,mother of George III of Georgia
Q111457080,NN,,F,child,Q61817830,mother of Álvaro Pérez de Azagra
Q99203045,NN,,F,spouse,Q99203038,"wife of Rudolf I, Graf von Reichenbach"
Q110616597,NN,,F,child,Q109807993,mother of NN bastaarddochter van Gelre
Q102832858,NN,,F,spouse,Q2066558,wife of Dalfin d'Alvernhe
Q110351536,NN,,F,spouse,Q4529795,wife of Eudon
Q110384329,NN,,F,child,Q110384326,mother of Ivan Filonovich Ignatiev
Q116170207,NN,,F,child,Q49590813,mother of Lucy Thwing
Q101499973,NN,,F,child,Q3778993,mother of Guglielmo Pietro I di Ventimiglia
Q129093485,NN,,F,child,Q888476,mother of Carlo II Tocco
Q110421957,NN,,F,child,Q110421955,mother of Giuseppe Andrea Rignon
Q110421960,NN,,F,child,Q110421958,mother of Francesca Matilde Gioanetti
Q101342566,NN,,F,child,Q101341820,mother of Margarethe Wirtemberg
Q110385453,NN,,F,child,Q110385359,mother of Polissena Appiani
Q110154127,NN,,F,child,Q110154124,mother of Margareta Frangepan
Q110548198,NN,,F,mother,Q135855413,daughter of NN of Vehainen
Q116469530,NN,,F,child,Q116469529,mother of Ann
Q110715322,NN,,F,child,Q110715320,mother of Stephanie de Barba'ron
Q116007888,NN,,F,child,Q48809690,mother of Camila Chiavelli
Q116474211,NN,,F,child,Q112971401,mother of Dmitri Fedorovich Nelidov
Q100439838,NN,,F,spouse,Q77210685,wife of Antonio di Giuliano I de' Medici
Q96242108,NN,,F,child,Q96242104,mother of Clément Manet
Q135682349,NN,,F,child,Q4494772,mother of Haile Selassie Gugsa
Q104038885,NN,,F,child,Q104038881,mother of Maryan Colle (Cool)
Q131731536,NN,,M,,,
Q102376172,NN,,F,child,Q19325067,"mother of Patrick Graham, 1st Lord Graham"
Q110737848,NN,,F,child,Q887107,mother of David IX of Georgia
Q131730880,NN,,F,child,Q110363095,"mother of noble Ladislau|Vlad Dracula de Sintesti, (Lászlá Drakulya de Semtheest)"
Q116054285,NN,,F,spouse,Q116054281,wife of Sir Alexander Neville
Q116027152,NN,,F,child,Q76113002,mother of Francis Sinclair of Stirkoke
Q116032852,NN,,F,spouse,Q110260773,wife of Gerhard III of Blankenheim
Q110438611,NN,,M,child,Q110438609,father of Sarah
Q110438612,NN,,F,child,Q110438609,mother of Sarah
Q117243307,NN,,F,child,Q117243299,mother of Nanning Gerbrantsz. Borst
Q129168385,NN,,F,child,Q129168382,mother of Margaret Stanley
Q115633914,NN,,F,child,Q110580369,mother of Beatrice bâtarde de Flanders
Q113295939,NN,,F,child,Q113295937,mother of Catharina Cirkensa
Q135681835,NN,,F,child,Q3481063,mother of Seyum Mengesha
Q110379123,NN,,F,child,Q75902510,mother of John de Dundas
Q126938591,NN,,F,child,Q76319320,mother of David Primrose
Q111998804,NN,,F,child,Q111998799,mother of Joris Cornelisz.
Q110715307,NN,,F,child,Q2561705,mother of Constantine of Baberon
Q107276284,NN,,F,child,Q75756362,mother of Thomas March
Q116105795,NN,,F,child,Q75495183,mother of Helen Strachan
Q110578325,NN,,F,spouse,Q110578323,"wife of Renaud de Courtenay, Comte de Château Renard"
Q116149816,NN,,F,spouse,Q75268446,wife of Alexander Stewart
Q134268923,NN,,F,child,Q134268893,mother of Philipp Volborth
Q112974813,NN,,F,child,Q112974802,mother of John Herbert Linné Reinfeldt
Q116179547,NN,,F,child,Q76024719,mother of Richard Montagu
Q136358472,NN,,F,father,Q76299407,daughter of Kuno I Graf von Altdorf
Q104055736,NN,,F,child,Q75823247,mother of Thomas Lutwidge
Q110616621,NN,,F,child,Q76250065,mother of Vera Rechulski
Q116007536,NN,,F,child,Q55110647,mother of Conrad IV of Weinsberg
Q109533581,NN,,F,child,Q109533575,mother of László Zólyomi de Albis
Q108433002,NN,,F,child,Q108432999,"mother of Donna Nicoletta Filangieri, dei Baroni di San Carlo"
Q100438119,NN,,F,spouse,Q89126510,wife of Landone d'Aquino
Q100438133,NN,,F,child,Q100438126,mother of Cecilia di Medania
Q113504079,NN,,F,child,Q113503662,mother of Johann I Lüders
Q113503668,NN,,F,child,Q113500436,mother of Sara Catherina Meyer
Q111442579,NN,,F,child,Q3816391,mother of Kirill Poluektovich Naryshkin
Q136011216,NN,,F,child,Q136011214,mother of Griete Pietersdr.
Q110548783,NN,,F,father,Q116150285,daughter of Broder Erikson [Tjurhufvud]
Q116159110,NN,,F,child,Q75850053,mother of William Vernon
Q110440608,NN,,F,child,Q47011852,"mother of William de Aton, 2nd Baron Aton"
Q116005008,NN,,F,spouse,Q116005005,"wife of Gerlach II, Graf von Veldenz"
Q127270796,NN,,F,child,Q101247248,mother of Katarina
Q110562229,NN,,F,child,Q110562226,mother of Imagina von Limburg zu Spielberg
Q110152628,NN,,F,child,Q110152597,mother of Bartholomeus|Kaspar von Apfaltern
Q116030592,NN,,F,child,Q112542782,"mother of Folmar III, Count of Metz"
Q99056015,NN,,F,child,Q99055989,"mother of Alexander Alexander, of Millnab"
Q130635567,NN,,F,child,Q130635566,mother of Jane Cuff
Q110638034,NN,,F,child,Q75488714,mother of Katherine Stewart
Q116149807,NN,,F,spouse,Q5290248,"wife of Domhnall, Earl of Lennox"
Q98101444,NN,,F,child,Q98101442,mother of Alice de Stuteville
Q103838121,NN,,F,child,Q76042755,mother of Aline le Fleming
Q102537715,NN,,F,child,Q102537652,mother of György I Illésházy
Q116005668,NN,,F,child,Q2254106,"mother of Arnold IV, Count of Andechs"
Q102542889,NN,,F,spouse,Q55528775,wife of Walther I von Arnstein
Q110378854,NN,,F,child,Q75388118,"mother of Sir William Abernethy, 6th of Saltoun"
Q116134348,NN,,F,spouse,Q44191316,wife of Albrecht V of Wernigerode
Q105872535,NN,,F,child,Q76321060,mother of Margaret Cave
Q116232393,NN,,F,child,Q116232385,mother of Philip King
Q96814885,NN,,F,child,Q96814872,mother of William Curran
Q116146356,NN,,F,child,Q116146353,mother of Anne Weston
Q110616881,NN,,F,child,Q75275102,mother of Mary Banester
Q112492279,NN,,F,child,Q112492113,"mother of John Maxwell, 1st of Middlebie"
Q99203007,NN,,F,spouse,Q29401099,wife of Louis I of Arnstein
Q98073247,NN,,F,child,Q98073237,mother of Luke Ogle
Q108187136,NN,,F,child,Q76165893,mother of Christiana Maria Vantelet
Q107274910,NN,,F,child,Q107274900,"mother of Rev. Hugh Burnaby, Rector of Ashfordby"
Q105816911,NN,,F,child,Q75516180,mother of Catherine Grant
Q105787992,NN,,F,child,Q75418826,mother of Nicholas Rawson
Q131342362,NN,,F,child,Q16203797,mother of Roger Aston
Q105799723,NN,,F,child,Q105799716,"mother of Sir Alexander Keith, of Ludquhairn, 2nd Baronet"
Q110103578,NN,,F,child,Q76165866,mother of Beatrice Hawkwood
Q131446952,NN,,F,child,Q131446948,"mother of Karl, Graf von Blanckenstein"
Q110613777,NN,,F,child,Q75328033,mother of John Baldwin
Q110278614,NN,,F,child,Q110278612,mother of Joseph FitzPatrick
Q110573932,NN,,F,child,Q110573924,mother of Marie Adelheid von Textor
Q111465540,NN,,F,spouse,Q111465539,"wife of Patrick Stewart, 1st of Laithers"
Q100153104,NN,,F,child,Q75397974,mother of Sir Robert Moton
Q130335227,NN,,F,child,Q75405015,mother of James Bill
Q96243013,NN,,F,child,Q96243010,mother of Catherine Bray
Q130334858,NN,,F,child,Q76145189,mother of Marion Campbell
Q110362787,NN,,F,child,Q110362781,mother of Pál Rhédey de Kis-Rhéde
Q110362790,NN,,F,child,Q110362788,mother of Anna Sutha de Ladmócz
Q116118940,NN,,F,child,Q116118921,mother of Anna Schenk von Landsberg
Q129257442,NN,,F,child,Q75941968,mother of George Canning
Q105802597,NN,,F,child,Q75981258,mother of Walter Green
Q130336075,NN,,F,child,Q110314369,mother of Thomas Griffith
Q108840888,NN,,F,child,Q75284192,"mother of William Hamilton, 2nd of Raploch"
Q110315482,NN,,F,child,Q75950547,mother of Bridget Raleigh
Q105842317,NN,,F,child,Q105842315,mother of Anne Revell
Q105872865,NN,,F,child,Q105872854,"mother of Nicholas Poyntz, of North Okenden"
Q121745627,NN,,F,child,Q75609926,mother of Agnes Tod
Q110561505,NN,,F,child,Q75622596,mother of Theophila Leman
Q102226712,NN,,F,child,Q75627696,mother of Jane Baillie
Q111442983,NN,,F,child,Q75645118,mother of William Barton
Q116031307,NN,,F,child,Q6933194,"mother of Muireadhach II, Earl of Menteith"
Q105821014,NN,,F,child,Q76365784,mother of John Alston
Q110549857,NN,,F,child,Q76374060,"mother of Antonio Visconti, Co-Signore di Somma"
Q105797106,NN,,F,child,Q76312429,"mother of John Grant, 2nd of Ballindalloch"
Q105872767,NN,,F,child,Q75970985,mother of Hamon Massy
Q96739652,NN,,F,child,Q75938549,mother of Thomasina Calton
Q96739663,NN,,F,child,Q96739661,mother of Anne Pakenham
Q102349754,NN,,F,child,Q75877727,mother of Henry L'Estrange
Q108432387,NN,,F,child,Q101499851,"mother of Arnold V de Gavre, Seigneur de Schorisse"
Q105815439,NN,,F,child,Q75902599,"mother of Sir William Dundas, 15th of Dundas"
Q130336575,NN,,F,child,Q75333100,mother of Margery Young
Q105770056,NN,,F,child,Q105769447,mother of Robert de Auberville
Q110730890,NN,,F,child,Q110730856,mother of Isabel Beckwith
Q110580653,NN,,F,child,Q75972770,mother of Isabel Percy
Q116026998,NN,,F,child,Q116026982,mother of Rev. John Pomeroy
Q116027004,NN,,F,child,Q116026999,mother of Thomasine Hooker
Q102376109,NN,,F,child,Q76001269,"mother of James Livingston, 3rd Lord Livingston"
Q116025952,NN,,F,child,Q116025945,mother of Mary Rowe
Q96074291,Unknown,,F,spouse,Q96074285,wife of William Hopkins
Q105770442,NN,,F,child,Q105770440,mother of Agnes Milliton
Q116006294,NN,,F,spouse,Q116006291,"wife of Elzéar de Posquières, Seigneur de Posquières et Uzès-en-partie"
Q105801286,NN,,F,child,Q105801284,"mother of John Roper, of Eltham"
Q136326259,NN,,F,child,Q136326255,mother of Johanna Maria Magdalena Oland
Q111768197,NN,,F,child,Q76246966,mother of Thomas Loudon
Q111998422,NN,,F,child,Q111998417,mother of Jacob Jansz. Marcelis
Q116163178,NN,,F,child,Q76007248,mother of Robert Gordon of Fetterletter
Q110398067,NN,,F,child,Q110396183,mother of Alice Redman
Q112611002,NN,,F,child,Q75386376,mother of Sir William Wellesley
Q99198861,NN,,F,child,Q99198855,mother of John ap Rees Wynne
Q111465288,NN,,F,child,Q102551014,mother of Robert Ainslie
Q96244048,NN,,F,father,Q110441213,daughter of Rev. Huw Humphreys
Q110370108,NN,,F,child,Q110370106,mother of Catharina von Zobelsberg
Q110361696,NN,,F,child,Q110361678,"mother of Anna Garázda, Lady of Szék"
Q96076576,Unknown,,F,spouse,Q96076575,wife of Charles Gibson Winslow
Q96076015,Unknown,,F,spouse,Q96076014,wife of John Eliot
Q116032417,NN,,F,child,Q116032414,mother of Georg von Deupolt
Q131729877,NN,,F,child,Q131729875,mother of Ernst Friedrich Christian von Lenthe
Q139587306,N.N.,,F,child,Q55844022,mother of Otto Gryphius
Q96213078,NN,,F,child,Q96201238,mother of Thomas Everard
Q100446984,NN,,F,child,Q96209433,mother of Ebenezer Rider
Q115860722,NN,,F,child,Q115860720,mother of Isabel Wilkinson
Q101247138,NN,,F,child,Q101247135,mother of Elin Henriksdotter Snakenborg
Q96243506,NN,,F,child,Q96243503,mother of Hickman Isbell
Q110623829,NN,,F,child,Q110623820,mother of Wingfield Claypoole
Q96292262,NN,,F,child,Q96292252,mother of Henry Smith II
Q96322995,NN,,F,child,Q96322993,mother of Nicholas Moore
Q98072407,NN,,F,child,Q98072405,mother of Takel Heemstraat
Q107296455,NN,,F,father,Q113454520,"daughter of knight Kersten 'the Younger' Skerembeke, lord of Maardu"
Q112968640,NN,,M,child,Q98698587,father of Friedrich von Schwarzhof
Q98699920,NN,,F,child,Q98699915,mother of Elizabeth Knowles
Q122381211,NN,,F,child,Q75518834,mother of Janet Hamilton
Q110458704,NN,,F,child,Q110458702,mother of Johann Mönnich
Q110458707,NN,,F,child,Q110458705,mother of Lucke Schmiets
Q130682427,NN,,F,child,Q130682415,mother of Prince Vassili Dmitrievitch Bariatinski
Q129094848,NN,,F,child,Q129094824,"mother of Carlo Ruffo, Conte di Montalto"
Q111996155,NN,,F,child,Q105845492,"mother of William Puttenham, of Sherfield and Warbleton"
Q135855414,NN,,F,child,Q101247617,mother of Botilla Niklisintytär of Kiiala
Q101248454,NN,,M,child,Q101248453,father of Ingrid
Q102227578,NN,,F,child,Q102227575,mother of Iavovache Rizo-Rangabé
Q101499816,NN,,F,child,Q101499810,"mother of Mathieu Chabaud, Seigneur de Tourrettes, de Toudon"
Q116151033,NN,,F,child,Q101508969,mother of Peter von Zeutsch
Q116151040,NN,,F,child,Q101508972,mother of Anna von Lüttichau
Q102822431,NN,,F,spouse,Q102822419,"wife of Pierre, Vicomte de Brosse"
Q101353253,NN,,F,spouse,Q26869016,wife of Gerlach III of Isenburg
Q101352811,NN,,F,spouse,Q24717912,wife of Siegfried IV von Runkel von Westerburg
Q102227126,NN,,F,child,Q102227110,"mother of Joachim d'Estaing, Sieur de Réquistat"
Q110647319,NN,,F,child,Q110362435,mother of Anna Magyar de Kassa
Q110371200,NN,,F,child,Q110371197,mother of Péter Erdödy
Q102837596,NN,,F,spouse,Q102837554,"wife of Louis III L'Archeveque, Sire de Soubise"
Q116005730,NN,,F,child,Q102830099,"mother of Alix de Joinville, Heiress of Briquenay and Vénizy"
Q108840759,NN,,F,child,Q108840757,mother of Mary Woods
Q117302552,NN,,F,child,Q117302550,mother of Cornelis Leydecker
Q104550188,NN,,F,child,Q5578329,mother of Hans Larsson Björnram
Q136376188,NN,,F,child,Q136376185,"mother of Albret Andersen Skeel, lord of Hegnet"
Q102228128,NN,,F,child,Q102228096,mother of Adam Mourousi
Q110562127,NN,,F,spouse,Q347467,wife of Adalbert II.
Q116026964,NN,,F,child,Q75400685,mother of Matilda St. Aubyn
Q105770013,NN,,F,child,Q105769386,mother of Ebal III de Grandson
Q110425811,NN,,F,child,Q110425807,mother of Cornelis Thomasz. van der Pot
Q110398388,NN,,F,child,Q110398386,mother of Maud Hotham
Q127270752,NN,,M,,,
Q110369041,NN,,F,child,Q110369038,mother of Anna Maria Filippi
Q130191840,NN,,F,child,Q110152162,"mother of Juliane Kunigunde, Freiin von Tschetschau und Mettich"
Q116168310,NN,,F,child,Q110558875,"mother of François Planchette, Co-Seigneur de Piégon"
Q116005808,NN,,F,spouse,Q116005803,"wife of Hugues Crespin, Baron de Boury"
Q110578386,NN,,F,child,Q110509393,"mother of Renaud III de Pons, Sire de Pons, Bergerac, Gensac et Mortgagne"
Q116042657,NN,,F,child,Q116042655,mother of Pedro Enriquez
Q109010827,NN,,F,child,Q109010825,mother of Françoise d'Aydie-Riberac
Q116042398,NN,,F,child,Q116042319,mother of Pandeli Rodocanachi
Q110103356,NN,,F,child,Q110103352,mother of Bernsck Heslinga
Q110558651,NN,,F,child,Q110154613,mother of Burchard von Cramm
Q116007511,NN,,F,child,Q116007509,mother of Ludwig von Rosdorf
Q103784472,NN,,F,child,Q103784443,"mother of Borante III zu Putbus, Lord of Miltzow"
Q117277348,NN,,F,child,Q75258188,mother of Mark Kerr
Q110362042,NN,,F,child,Q110362038,mother of Angelika Thurzó de Bethlenfalva
Q116150918,NN,,F,child,Q110363202,mother of János Bethlen de Bethlen
Q110380999,NN,,F,child,Q110380614,mother of Nicolas des Armoises
Q116041829,NN,,F,child,Q2120029,mother of Engelbert III of Enghien
Q115633987,NN,,F,child,Q115633985,"mother of Guy, Châtelain d'Amiens"
Q110520480,NN,,F,child,Q3220244,"mother of Anselm, Count of Saint-Pol"
Q110424896,NN,,F,child,Q110424892,"mother of Lemon Ephraims, Christianus Lambertus Tilanus"
Q110426480,NN,,F,child,Q110426476,mother of Heinrich Knigge
Q110536734,NN,,F,child,Q110536732,mother of Gütgen Meessen
Q127270783,NN,,M,child,Q127270781,father of noble Asrun
Q127270785,NN,,F,father,Q127270786,daughter of Johannes Ragvaldson
Q127270886,NN,,F,child,Q127270884,mother of Birgitte Monsdotter av Grevsboda
Q110574612,NN,,F,child,Q110574599,mother of Jean de Lanes (Lannes)
Q110589416,NN,,F,child,Q110589369,"mother of Catherine Crompton, of Worth"
Q110614687,NN,,F,child,Q110614685,mother of Evelyn Frances Hampton
Q110619430,NN,,F,child,Q110619427,mother of Louise Suzanne Baumier
Q130334788,NN,,F,child,Q130334787,"mother of Johannes Rosen, lord of Mazstraupe"
Q112973540,NN,,F,mother,Q112973542,daughter of Grete
Q110639435,NN,,M,father,Q110639436,son of Valentin Corselius
Q110639476,NN,,F,child,Q110639472,mother of Nicolas Joseph de Quinart
Q130016868,NN,,F,child,Q130016856,"mother of Gottfried-Wilhelm, Freiherr von und zu Guttenberg"
Q110705005,NN,,F,child,Q110704738,mother of Jacques de Nerée
Q112968489,NN,,F,child,Q112968404,"mother of squire Reinol Anrep, lord of Sooru"
Q111465482,NN,,F,spouse,Q111465478,wife of William Stewart
Q111488203,NN,,F,child,Q111488196,mother of Karl Göran Boije af Gennäs
Q110352163,NN,,F,child,Q110351953,"mother of Don Pietro Firrau, Principe di Luzzi"
Q102538880,NN,,F,spouse,Q672233,wife of Jan I the Scholastic
Q96244931,NN,,F,spouse,Q96244930,"wife of Simon de Vergy, Sieur de Beaumont-sur-Vingeanne"
Q112611316,NN,,F,child,Q112611312,"mother of Richard Plunkett, of Bewley"
Q113500650,NN,,F,child,Q113500646,mother of Sophie Margarethe Simonis
Q116004292,NN,,F,child,Q116004265,"mother of Guy de Cusance, Sire de Cusance"
Q116033203,NN,,F,child,Q116033198,mother of Wolf Wilhelm I von Andlau
Q116040068,NN,,F,child,Q116040063,"mother of William de Montfichet, of Cargill"
Q116046894,NN,,F,child,Q116046892,mother of Hendrick Huygens Storm van 's-Gravesande
Q110939659,NN,,F,child,Q110939657,"mother of Servatius von Collen, der Aeltere"
Q116102400,NN,,F,child,Q116096417,mother of Hermann von Kardorff
Q99302471,NN,,F,father,Q116054443,daughter of Llywelyn ap Robert ab Iorwerth ap Rhirid of Abertanad
Q116168345,NN,,F,child,Q116168343,mother of Huguette de Granges
Q116183322,NN,,F,child,Q116183264,mother of Anna Scheyh
Q116183332,NN,,F,child,Q116183269,mother of Maria Epple
Q116183302,NN,,F,child,Q116183300,mother of Wendel Bilfinger (or Heck)
Q113504381,NN,,F,child,Q113504345,mother of Albero IV Doneldey
Q116005090,NN,,F,spouse,Q25487293,wife of Diepold I van Leuchtenberg
Q136343717,NN,,F,child,Q136343710,mother of Emma Wilhelmina Philips
Q122359393,NN,,F,spouse,Q122359391,wife of Pieter van Treslong
Q116170043,NN,,F,child,Q116170040,mother of Dietrich von Dollendorf
Q110579936,NN,,F,child,Q76182009,mother of Beatrix van Haarlem
Q136337118,NN,,F,child,Q136337109,mother of Siméon du Bellay
Q96221797,NN,,F,child,Q96221780,mother of Hartmann von Petershain
Q116006673,NN,,F,spouse,Q116006672,wife of Henri de Genève
Q110614563,NN,,F,child,Q110613950,mother of Anne Benoite Depape
Q129093515,NN,,F,child,Q423484,mother of Branko Mladenović
Q110603091,NN,,F,spouse,Q13648950,wife of Guy of Thiers
Q129094311,NN,,F,child,Q129094304,"mother of Ioannes Angelos, pansebastos sebastos"
Q111442616,NN,,F,child,Q111442612,mother of Ivan Fedorovich Naryshkin
Q116170394,NN,,F,child,Q56260280,mother of Stepan Streshnev
Q103807173,NN,,F,child,Q4497570,mother of Andrey Khilkov
Q111442626,NN,,F,child,Q111442622,mother of Andrei Ivanovitch Raevsky
Q111442603,NN,,F,child,Q56260312,mother of Dmitry Leontyev
Q99239052,NN,,F,child,Q87855076,mother of Alice Herbert
Q108431982,NN,,F,child,Q16523211,mother of Esclarmonde of Taranto
Q131731522,NN,,F,child,Q718994,mother of John Mystacon
Q96221111,NN,,F,child,Q96221103,mother of Johannes Neuffer
Q96221134,NN,,F,child,Q96221126,mother of Ludwig Bloss
Q110353888,NN,,F,child,Q110353886,mother of Coenraad Scholten
Q110562326,NN,,F,spouse,Q25487124,wife of Berthold III von Eberstein
Q96311998,NN,,F,child,Q96311989,mother of Annes ferch Dafydd ap Llywelyn ap Iorwerth
Q106508235,NN,,F,child,Q105794913,mother of Sir Robert Darcy
Q97570416,NN,,F,child,Q97570408,mother of Beatrice Hauley
Q131522260,NN,,F,child,Q131522257,mother of Wilhelm Eppelmann
Q139560488,N.N.,,F,child,Q98962476,"mother of Hans Vaut, zum Stock"
Q131725156,NN,,F,child,Q131725154,mother of István Kállay de Nagy-Kálló
Q109807790,NN,,F,child,Q109807787,"mother of Eglolf von Egloffstein, zu Leyenstein"
Q103783105,NN,,F,spouse,Q103783012,wife of squire Jöns Persson i Håringe
Q100437264,NN,,F,child,Q61466386,mother of Giovanella Orsini
Q110386489,NN,,F,child,Q108935816,mother of Clelia Bebila
Q110578145,NN,,F,spouse,Q17622265,wife of Bouchard III of Montmorency
Q97929220,NN,,F,child,Q97929218,mother of Jeanne Badourès
Q127424995,NN,,F,child,Q76135610,"mother of Patrick Rattray, 9th of Rattray"
