geni_id	qids	in_our_tree
6000000080374557891	Q105654387	yes
6000000080375654821	Q12791176	yes
6000000080375883896	Q105654386	yes
6000000080380205854	Q2824209	yes
6000000080382099846	Q3034724	yes
6000000080383915831	Q2200457	yes
6000000080385591142	Q104707249	yes
6000000080385732236	Q41136	yes
6000000080385921700	Q136706183	yes
6000000080386381229	Q113817422	yes
6000000080386822391	Q105652008	yes
6000000080386832665	Q104251768	yes
6000000080387564991	Q318604	yes
6000000080388161930	Q105555985	yes
6000000080388268375	Q2192916	yes
6000000080388446136	Q126905955	yes
6000000080388548967	Q32931	yes
6000000080388605752	Q106475289	yes
6000000080388740150	Q105651912	yes
6000000080388935855	Q561797	yes
6000000080389016970	Q3193544	yes
6000000080389154922	Q218326	yes
6000000080389154980	Q128196038	yes
6000000080389232959	Q105558877	yes
6000000080389270988	Q126973018	yes
6000000080389376966	Q3157085	yes
6000000080389671221	Q105640848	yes
6000000080389727849	Q3513721	yes
6000000080389941557	Q105618587	yes
6000000080390073240	Q105618366	yes
6000000080392354257	Q104810963	yes
6000000080392863053	Q104810937	yes
6000000080395226311	Q23892254	yes
6000000080395525110	Q15436164	yes
6000000080395625874	Q106468098	yes
6000000080395890124	Q28735515	yes
6000000080396015328	Q9370143	yes
6000000080396335945	Q76501	yes
6000000080396393100	Q126904494	yes
6000000080396425960	Q8865565	yes
6000000080396444888	Q4129653	yes
6000000080397577172	Q104703295	yes
6000000080397650947	Q105388315	yes
6000000080397972513	Q459536	yes
6000000080398427780	Q71754	yes
6000000080399670840	Q55675201	yes
6000000080401921834	Q372783	yes
6000000080402692478	Q51677460	yes
6000000080402989913	Q57837424	yes
6000000080403190858	Q18529725	yes
6000000080404422966	Q28945966	yes
6000000080405051843	Q28859804	yes
6000000080409543016	Q104703070	yes
6000000080410549873	Q105563256	yes
6000000080410597860	Q105572703	yes
6000000080410938269	Q105460293	yes
6000000080411128997	Q105391958	yes
6000000080411753553	Q94529106	yes
6000000080412882951	Q105566691	yes
6000000080412903939	Q1104884	yes
6000000080413242860	Q105567138	yes
6000000080413369138	Q95172532	yes
6000000080413799319	Q105521595	yes
6000000080414213829	Q105521604	yes
6000000080414691299	Q105596605	yes
6000000080414838117	Q105596606	yes
6000000080414943864	Q105596604	yes
6000000080415028318	Q105596608	yes
6000000080415127028	Q105596607	yes
6000000080415139510	Q104411454	yes
6000000080415707337	Q105391433	yes
6000000080415861188	Q104411505	yes
6000000080415884088	Q453288	yes
6000000080416026854	Q105596609	yes
6000000080416068039	Q15855432	yes
6000000080416153345	Q2004203	yes
6000000080416519845	Q104411538	yes
6000000080416632833	Q104411516	yes
6000000080417075854	Q105577151	yes
6000000080417398914	Q1405389	yes
6000000080417479934	Q139438	yes
6000000080417491543	Q105596613	yes
6000000080417817911	Q104707676	yes
6000000080418142037	Q328781	yes
6000000080418185140	Q105596612	yes
6000000080418382964	Q104707636	yes
6000000080418452941	Q104707706	yes
6000000080418616888	Q320612	yes
6000000080419053843	Q105596603	yes
6000000080419253150	Q104652532	yes
6000000080419278414	Q9342578	yes
6000000080419299836	Q105614870	yes
6000000080419369872	Q105640232	yes
6000000080421446877	Q105640242	yes
6000000080425634831	Q9005258	yes
6000000080427675006	Q2287523	yes
6000000080427851842	Q533230	yes
6000000080429468921	Q3609538	yes
6000000080429554252	Q9303574	yes
6000000080429913978	Q126966795	yes
6000000080430104014	Q126965205	yes
6000000080431366837	Q6171982	yes
6000000080431545830	Q287449	yes
6000000080433179837	Q9157201	yes
6000000080435189012	Q1733274	yes
6000000080442081846	Q11729235	yes
6000000080442381823	Q1243366	yes
6000000080442383822	Q95471624	yes
6000000080447084832	Q128069958	yes
6000000080448544848	Q128196040	yes
6000000080450005821	Q128069959	yes
6000000080450033631	Q105609600	yes
6000000080450273938	Q104548752	yes
6000000080450669580	Q105577936	yes
6000000080450925426	Q105614708	yes
6000000080450955892	Q128069961	yes
6000000080451750307	Q105577937	yes
6000000080451756949	Q105618302	yes
6000000080451796991	Q105614742	yes
6000000080451958977	Q105614771	yes
6000000080451980871	Q105609993	yes
6000000080452110954	Q105654416	yes
6000000080452264889	Q2033607	yes
6000000080452293298	Q105771906	yes
6000000080452764904	Q104251896	yes
6000000080454648867	Q10326295	yes
6000000080454732834	Q105463871	yes
6000000080454904321	Q365271	yes
6000000080456040881	Q105458525	yes
6000000080457403943	Q11875016	yes
6000000080458293309	Q105456127	yes
6000000080459335845	Q105456117	yes
6000000080460024892	Q128069963	yes
6000000080460339900	Q111962026	yes
6000000080460362960	Q7790280	yes
6000000080460814294	Q128069965	yes
6000000080461855988	Q128069967	yes
6000000080461875070	Q128196042	yes
6000000080461952158	Q128196043	yes
6000000080462026086	Q5858662	yes
6000000080462026112	Q5858664	yes
6000000080462334865	Q6112048	yes
6000000080462377007	Q15987239	yes
6000000080462560944	Q108395707	yes
6000000080463038025	Q6125312	yes
6000000080463294970	Q6292150	yes
6000000080463975903	Q7149253	yes
6000000080466719833	Q15062968	yes
6000000080466972869	Q201562	yes
6000000080467040934	Q105558057	yes
6000000080467086916	Q105558064	yes
6000000080467217858	Q105558046	yes
6000000080467337887	Q2630791	yes
6000000080467399881	Q105354209	yes
6000000080467690952	Q105580057	yes
6000000080470602865	Q631831	yes
6000000080470828884	Q105509199	yes
6000000080471389821	Q105557847	yes
6000000080471547846	Q104081994	yes
6000000080471630829	Q104677133	yes
6000000080472030909	Q2754	yes
6000000080472408873	Q104701072	yes
6000000080477078876	Q20810921	yes
6000000080477588842	Q106819636	yes
6000000080480862852	Q105555000	yes
6000000080480971838	Q713226	yes
6000000080484952896	Q384470	yes
6000000080491385928	Q104208615	yes
6000000080491512821	Q27862305	yes
6000000080491548829	Q93632767	yes
6000000080491615507	Q105558684	yes
6000000080491625915	Q104653311	yes
6000000080491906956	Q104656902	yes
6000000080491909841	Q106819473	yes
6000000080492067890	Q104208606	yes
6000000080492175918	Q105565549	yes
6000000080493344892	Q105559115	yes
6000000080493687829	Q105565394	yes
6000000080494278400	Q128759893	yes
6000000080494838180	Q134337	yes
6000000080494919881	Q6915817	yes
6000000080495363831	Q104449197	yes
6000000080496284423	Q4349639	yes
6000000080496734151	Q104408523	yes
6000000080496936905	Q17384189	yes
6000000080497338562	Q104706777	yes
6000000080499114083	Q124034163	yes
6000000080499418232	Q3183793	yes
6000000080500560084	Q126391829	yes
6000000080501176927	Q18223520	yes
6000000080501477453	Q105641593	yes
6000000080501873876	Q2112297	yes
6000000080502631861	Q111978313	yes
6000000080503441982	Q85050483	yes
6000000080503644032	Q105572981	yes
6000000080506381915	Q61887	yes
6000000080508074340	Q3148165	yes
6000000080511820821	Q105391878	yes
6000000080516532858	Q3619057	yes
6000000080516629258	Q1117322	yes
6000000080520292880	Q2854203	yes
6000000080520413839	Q39859441	yes
6000000080529538821	Q16031469	yes
6000000080529735837	Q2209347	yes
6000000080529767821	Q105575151	yes
6000000080531736706	Q104807715	yes
6000000080531972292	Q104447612	yes
6000000080532533191	Q104810649	yes
6000000080532577467	Q105574655	yes
6000000080533280429	Q105574539	yes
6000000080533281863	Q105574589	yes
6000000080533357968	Q11889822	yes
6000000080534603478	Q63870963	yes
6000000080536348867	Q2425855	yes
6000000080536894038	Q105466134	yes
6000000080539670926	Q20656794	yes
6000000080541439253	Q128069968	yes
6000000080544431912	Q104690365	yes
6000000080544434341	Q98932	yes
6000000080544434350	Q1504967	yes
6000000080544542867	Q106870800	yes
6000000080544813043	Q159946	yes
6000000080545111189	Q104685340	yes
6000000080545339016	Q105579539	yes
6000000080545514005	Q6202417	yes
6000000080545613094	Q105607064	yes
6000000080545729062	Q105606774	yes
6000000080546029707	Q276193	yes
6000000080548266859	Q17370390	yes
6000000080550923365	Q124660689	yes
6000000080551661039	Q4530105	yes
6000000080553972316	Q10709223	yes
6000000080554215957	Q3121624	yes
6000000080558836544	Q113000680	yes
6000000080559312877	Q126905870	yes
6000000080559525289	Q59928923	yes
6000000080560666952	Q60499523	yes
6000000080560705977	Q18507848	yes
6000000080560782821	Q16142434	yes
6000000080561534821	Q38187558	yes
6000000080561609618	Q105366811	yes
6000000080562035203	Q128069969	yes
6000000080562166107	Q94771477	yes
6000000080563052900	Q116189181	yes
6000000080564438279	Q128196045	yes
6000000080565423147	Q128196047	yes
6000000080565451886	Q128196048	yes
6000000080565579912	Q126933472	yes
6000000080565593842	Q126905590	yes
6000000080566450285	Q373313	yes
6000000080566600247	Q16492218	yes
6000000080568458888	Q105510571	yes
6000000080568908350	Q105572337	yes
6000000080568977895	Q5078735	yes
6000000080569244959	Q105560612	yes
6000000080569395896	Q105572333	yes
6000000080569479908	Q105560617	yes
6000000080570840155	Q10329884	yes
6000000080571046269	Q10307437	yes
6000000080574824946	Q1669437	yes
6000000080575745235	Q471841	yes
6000000080576977688	Q105615408	yes
6000000080577321091	Q1633255	yes
6000000080577376883	Q105599386	yes
6000000080577454250	Q105519822	yes
6000000080577731275	Q105519899	yes
6000000080577998971	Q105519843	yes
6000000080578221929	Q104411623	yes
6000000080578347037	Q105651865	yes
6000000080578385894	Q104411661	yes
6000000080582965862	Q128069971	yes
6000000080583157771	Q104411631	yes
6000000080583273019	Q106406455	yes
6000000080584290928	Q104411649	yes
6000000080584538984	Q1121590	yes
6000000080585562846	Q729311	yes
6000000080587159581	Q16204967	yes
6000000080587214512	Q577879	yes
6000000080587512695	Q126905987	yes
6000000080588292048	Q6177791	yes
6000000080588884075	Q63868289	yes
6000000080589223405	Q104449969	yes
6000000080589591160	Q233962	yes
6000000080589629099	Q113681759	yes
6000000080589757240	Q5716256	yes
6000000080589796237	Q5717060	yes
6000000080591392354	Q433515	yes
6000000080591455968	Q598030	yes
6000000080592331171	Q238574	yes
6000000080592447251	Q992982	yes
6000000080592650930	Q334219	yes
6000000080592656859	Q136530343	yes
6000000080592700548	Q56007535	yes
6000000080593500954	Q5344002	yes
6000000080594221732	Q316610	yes
6000000080594515453	Q4155050	yes
6000000080596108404	Q53605194	yes
6000000080596579204	Q5607791	yes
6000000080596703208	Q815772	yes
6000000080596720096	Q814071	yes
6000000080596956250	Q105376163	yes
6000000080597361956	Q105374302	yes
6000000080597622214	Q94701	yes
6000000080597625994	Q128196050	yes
6000000080597785222	Q105519932	yes
6000000080598315013	Q105519784	yes
6000000080598397923	Q105519724	yes
6000000080599576285	Q10304961	yes
6000000080599630286	Q10288309	yes
6000000080602054987	Q126906979	yes
6000000080602432873	Q128196052	yes
6000000080602999787	Q2157154	yes
6000000080603787447	Q104543969	yes
6000000080604039087	Q12788325	yes
6000000080604295883	Q5019274	yes
6000000080604784278	Q106871264	yes
6000000080604818109	Q105643679	yes
6000000080604956043	Q128069975	yes
6000000080604973171	Q214937	yes
6000000080605949995	Q4070789	yes
6000000080606124011	Q105650668	yes
6000000080607996978	Q110944816	yes
6000000080608163214	Q105599308	yes
6000000080608832834	Q105599129	yes
6000000080609233942	Q272	yes
6000000080609733953	Q3103667	yes
6000000080609760287	Q127007534	yes
6000000080609990324	Q126906265	yes
6000000080610274957	Q128196060	yes
6000000080610311173	Q128069977	yes
6000000080610375978	Q126907633	yes
6000000080611844956	Q108861790	yes
6000000080612621182	Q4247544	yes
6000000080613028234	Q484874	yes
6000000080613792972	Q1972952	yes
6000000080616608312	Q105564272	yes
6000000080616935959	Q105517127	yes
6000000080618651047	Q104656912	yes
6000000080618792004	Q15450584	yes
6000000080618986896	Q104657000	yes
6000000080619027354	Q21548238	yes
6000000080619127845	Q105561161	yes
6000000080620052839	Q105573071	yes
6000000080620204108	Q1113798	yes
6000000080620384953	Q495521	yes
6000000080620463916	Q246354	yes
6000000080620700865	Q60048097	yes
6000000080620793821	Q60048169	yes
6000000080620961871	Q805886	yes
6000000080621362932	Q12786037	yes
6000000080621981117	Q4800371	yes
6000000080622218092	Q580841	yes
6000000080622464848	Q60660314	yes
6000000080622501973	Q136956770	yes
6000000080622716821	Q136956387	yes
6000000080622730938	Q1287852	yes
6000000080622806384	Q442697	yes
6000000080623967201	Q1217703	yes
6000000080625077036	Q440033	yes
6000000080625559926	Q65216942	yes
6000000080626906133	Q21293352	yes
6000000080627126192	Q105596767	yes
6000000080627205061	Q104703352	yes
6000000080627226002	Q461581	yes
6000000080627368392	Q66809375	yes
6000000080627399035	Q425826	yes
6000000080628481011	Q111488534	yes
6000000080628810834	Q86004179	yes
6000000080630509778	Q105610987	yes
6000000080630994469	Q105642131	yes
6000000080631249066	Q10264463	yes
6000000080631668887	Q65031186	yes
6000000080632146187	Q7410696	yes
6000000080632154289	Q105387851	yes
6000000080632864020	Q531238	yes
6000000080635399227	Q20610128	yes
6000000080636426520	Q105642613	yes
6000000080636428335	Q105516815	yes
6000000080636465131	Q606920	yes
6000000080636476514	Q105642614	yes
6000000080637544873	Q104422159	yes
6000000080637977846	Q104219408	yes
6000000080638764534	Q128069979	yes
6000000080639077209	Q553624	yes
6000000080639349325	Q126973888	yes
6000000080642497992	Q94908026	yes
6000000080643011850	Q177186	yes
6000000080644188967	Q885954	yes
6000000080644345839	Q104703131	yes
6000000080645175015	Q105460909	yes
6000000080645786924	Q24005797	yes
6000000080648055844	Q106870832	yes
6000000080648587191	Q18385383	yes
6000000080648669302	Q128196062	yes
6000000080649487841	Q21546623	yes
6000000080649599980	Q1118694	yes
6000000080649971892	Q105650709	yes
6000000080650021105	Q105595577	yes
6000000080650374923	Q105595563	yes
6000000080650719940	Q104684499	yes
6000000080650792833	Q122980302	yes
6000000080651063283	Q98840981	yes
6000000080651700889	Q98840954	yes
6000000080651819954	Q22017247	yes
6000000080651982299	Q22332764	yes
6000000080652356241	Q3754946	yes
6000000080652364044	Q500352	yes
6000000080652573920	Q18243241	yes
6000000080652722150	Q1681612	yes
6000000080653182905	Q107165	yes
6000000080653358970	Q128069982	yes
6000000080653662903	Q1215083	yes
6000000080654957155	Q105356369	yes
6000000080655763341	Q2132548	yes
6000000080656064157	Q3371136	yes
6000000080656557698	Q18433672	yes
6000000080657985025	Q105387806	yes
6000000080658222865	Q30019157	yes
6000000080658270125	Q62006	yes
6000000080658289534	Q105610550	yes
6000000080658410832	Q30019165	yes
6000000080658998896	Q9253178	yes
6000000080659686958	Q1458178	yes
6000000080659744882	Q105619754	yes
6000000080660481270	Q105389280	yes
6000000080660839086	Q28925896	yes
6000000080661346137	Q128196065	yes
6000000080662016860	Q126907632	yes
6000000080662406062	Q93517584	yes
6000000080664094851	Q6483460	yes
6000000080665055881	Q48877232	yes
6000000080666979977	Q312401	yes
6000000080667482935	Q104404585	yes
6000000080667664897	Q465759	yes
6000000080668739236	Q109289190	yes
6000000080671867825	Q2900195	yes
6000000080672402917	Q22666035	yes
6000000080674029951	Q1692287	yes
6000000080674466821	Q160257	yes
6000000080675653863	Q105619489	yes
6000000080675678858	Q105619721	yes
6000000080676115020	Q105556111	yes
6000000080676736825	Q105610562	yes
6000000080676879821	Q105391902	yes
6000000080676991821	Q16650086	yes
6000000080678775827	Q105556117	yes
6000000080696229192	Q104421415	yes
6000000080696604040	Q105518889	yes
6000000080696611055	Q104421414	yes
6000000080697301419	Q105518679	yes
6000000080697794166	Q15931520	yes
6000000080697951920	Q3877016	yes
6000000080699075873	Q126723784	yes
6000000080699084821	Q106871122	yes
6000000080699803187	Q106406364	yes
6000000080699967022	Q17384249	yes
6000000080700090058	Q104207984	yes
6000000080700127988	Q55683499	yes
6000000080700826823	Q105470057	yes
6000000080700954616	Q97445997	yes
6000000080701029839	Q126965206	yes
6000000080701545002	Q2711817	yes
6000000080701676916	Q97446003	yes
6000000080701695963	Q1357899	yes
6000000080702260111	Q139115928	yes
6000000080702463833	Q64447624	yes
6000000080702733795	Q10294557	yes
6000000080703220190	Q21914464	yes
6000000080703330608	Q20438449	yes
6000000080703501312	Q138632531	yes
6000000080704512967	Q509734	yes
6000000080705682939	Q4585579	yes
6000000080705805984	Q11790092	yes
6000000080706599888	Q60821611	yes
6000000080707400191	Q138355461	yes
6000000080707492051	Q1541885	yes
6000000080708725834	Q104807202	yes
6000000080709575063	Q104672635	yes
6000000080710755952	Q105459282	yes
6000000080710845005	Q105459465	yes
6000000080711380857	Q106467952	yes
6000000080713571826	Q16801946	yes
6000000080713723831	Q105373507	yes
6000000080714166912	Q10286843	yes
6000000080714859988	Q705163	yes
6000000080720349823	Q116762477	yes
6000000080720354850	Q6218621	yes
6000000080723408833	Q105569157	yes
6000000080725263898	Q24545575	yes
6000000080727578821	Q104207065	yes
6000000080729878847	Q1029850	yes
6000000080732464880	Q1873725	yes
6000000080733782856	Q984135	yes
6000000080734285821	Q11724717	yes
6000000080734763881	Q106635637	yes
6000000080739766551	Q15813747	yes
6000000080740896533	Q15813746	yes
6000000080741055398	Q16161718	yes
6000000080741751068	Q139968283	yes
6000000080742176704	Q4361689	yes
6000000080742442017	Q2612134	yes
6000000080743169046	Q706295	yes
6000000080743206399	Q105615586	yes
6000000080743763661	Q104807494	yes
6000000080743836968	Q1145577	yes
6000000080744087569	Q104807710	yes
6000000080744096147	Q128069985	yes
6000000080744302623	Q738151	yes
6000000080744340235	Q106470126	yes
6000000080744965050	Q104807629	yes
6000000080744965436	Q11779926	yes
6000000080749412847	Q104252077	yes
6000000080749578925	Q7688099	yes
6000000080749582832	Q104252095	yes
6000000080750240273	Q1775876	yes
6000000080750783954	Q860513	yes
6000000080750883844	Q2640976	yes
6000000080751337298	Q108114636	yes
6000000080751940834	Q18644910	yes
6000000080752242291	Q104807509	yes
6000000080752407507	Q128069987	yes
6000000080752563425	Q105652483	yes
6000000080752576310	Q105652487	yes
6000000080752576470	Q105652485	yes
6000000080752589923	Q112939619	yes
6000000080752654286	Q7435918	yes
6000000080752722353	Q128196067	yes
6000000080752768491	Q104653080	yes
6000000080755190257	Q105520913	yes
6000000080755418362	Q11021368	yes
6000000080757022310	Q131675735	yes
6000000080757863974	Q16577997	yes
6000000080758533911	Q105472016	yes
6000000080758628969	Q105574469	yes
6000000080759278090	Q105454339	yes
6000000080759370376	Q22337603	yes
6000000080759479027	Q105454343	yes
6000000080759621885	Q105454344	yes
6000000080760176935	Q109856266	yes
6000000080760717870	Q104424710	yes
6000000080763855045	Q5650186	yes
6000000080764010744	Q104808712	yes
6000000080764026862	Q56163371	yes
6000000080764371708	Q309945	yes
6000000080764470999	Q27863421	yes
6000000080764471137	Q106468236	yes
6000000080764471644	Q111991600	yes
6000000080764734767	Q2105027	yes
6000000080765146742	Q3386008	yes
6000000080765162038	Q105455189	yes
6000000080765976987	Q12348514	yes
6000000080766080844	Q791031	yes
6000000080766380859	Q105375003	yes
6000000080766508134	Q105637898	yes
6000000080766595043	Q23825129	yes
6000000080766735272	Q105503906	yes
6000000080767107857	Q3769392	yes
6000000080767789256	Q6258645	yes
6000000080768016256	Q95388223	yes
6000000080768223601	Q105465107	yes
6000000080768367980	Q12048907	yes
6000000080768480940	Q12023561	yes
6000000080768863948	Q106819480	yes
6000000080768884894	Q329113	yes
6000000080769046002	Q105465103	yes
6000000080769065920	Q104703413	yes
6000000080769105924	Q213855	yes
6000000080769177872	Q128069991	yes
6000000080769196860	Q58811033	yes
6000000080769369190	Q95389206	yes
6000000080769607855	Q91192016	yes
6000000080769619859	Q12033414	yes
6000000080769629084	Q105561807	yes
6000000080769990906	Q29312083	yes
6000000080771035935	Q105639801	yes
6000000080772086909	Q6535284	yes
6000000080772662917	Q15680129	yes
6000000080772679724	Q106467724	yes
6000000080773070915	Q95102154	yes
6000000080773161886	Q3510131	yes
6000000080778293045	Q1870857	yes
6000000080778518860	Q1449998	yes
6000000080779048921	Q128196068	yes
6000000080780444838	Q5541517	yes
6000000080782951914	Q326099	yes
6000000080784538960	Q310509	yes
6000000080784829834	Q105517922	yes
6000000080784848851	Q106870827	yes
6000000080785143836	Q55895413	yes
6000000080785757938	Q114353	yes
6000000080786472863	Q89863	yes
6000000080786576821	Q1696357	yes
6000000080786672821	Q1733143	yes
6000000080790688137	Q1028228	yes
6000000080792577846	Q104684326	yes
6000000080794636884	Q1033001	yes
6000000080795021920	Q114875579	yes
6000000080795651861	Q1690325	yes
6000000080802405895	Q105519977	yes
6000000080803138115	Q30135486	yes
6000000080803168971	Q5249192	yes
6000000080804423939	Q438850	yes
6000000080804508948	Q105606680	yes
6000000080805598884	Q104685241	yes
6000000080806133923	Q706826	yes
6000000080806769831	Q708073	yes
6000000080807149353	Q132178138	yes
6000000080807187119	Q131897733	yes
6000000080807682901	Q105573653	yes
6000000080807972269	Q659873	yes
6000000080809054976	Q63256577	yes
6000000080809673368	Q104544983	yes
6000000080809904946	Q29877153	yes
6000000080809982846	Q710500	yes
6000000080810524936	Q364969	yes
6000000080810715658	Q4354221	yes
6000000080811249825	Q105462667	yes
6000000080811316033	Q105462737	yes
6000000080811487925	Q6098347	yes
6000000080811534862	Q138606778	yes
6000000080811581012	Q104250364	yes
6000000080811586907	Q105461158	yes
6000000080812210115	Q55228097	yes
6000000080813167130	Q116819737	yes
6000000080813826942	Q105360730	yes
6000000080814552058	Q126973019	yes
6000000080814651375	Q105462668	yes
6000000080816174979	Q104810409	yes
6000000080816347358	Q87714338	yes
6000000080816411049	Q105559423	yes
6000000080819209231	Q105454682	yes
6000000080819502702	Q6732085	yes
6000000080819508353	Q94720	yes
6000000080820029244	Q105518560	yes
6000000080820465861	Q20533993	yes
6000000080820530045	Q109278	yes
6000000080821493215	Q104448180	yes
6000000080821508032	Q1397919	yes
6000000080821623758	Q449373	yes
6000000080821663630	Q104655874	yes
6000000080821734081	Q21522663	yes
6000000080821929427	Q104655879	yes
6000000080822048009	Q104448168	yes
6000000080823013200	Q126905531	yes
6000000080823159850	Q104655872	yes
6000000080824491539	Q17395699	yes
6000000080824933852	Q104657940	yes
6000000080824934307	Q21519685	yes
6000000080825221206	Q104806577	yes
6000000080825987011	Q95177161	yes
6000000080826251954	Q104806586	yes
6000000080826892843	Q9176311	yes
6000000080827888492	Q127007539	yes
6000000080828020305	Q4954013	yes
6000000080828504045	Q5805843	yes
6000000080828849160	Q106821232	yes
6000000080829234978	Q18507834	yes
6000000080829981960	Q128069992	yes
6000000080830770988	Q105564266	yes
6000000080832406422	Q105457023	yes
6000000080832802895	Q55988471	yes
6000000080834160669	Q1894475	yes
6000000080834174870	Q71589646	yes
6000000080834363308	Q115690405	yes
6000000080834824068	Q29867845	yes
6000000080835762105	Q105526001	yes
6000000080837004815	Q1285224	yes
6000000080837148360	Q55847120	yes
6000000080837493110	Q50125049	yes
6000000080837822892	Q104549006	yes
6000000080837825889	Q1519671	yes
6000000080837871115	Q67587	yes
6000000080837871655	Q133585365	yes
6000000080838378439	Q110425229	yes
6000000080838440445	Q110425444	yes
6000000080838717822	Q92372	yes
6000000080839182051	Q55007109	yes
6000000080839190447	Q105643897	yes
6000000080841949944	Q893033	yes
6000000080842046076	Q235361	yes
6000000080842055229	Q17426571	yes
6000000080843356921	Q5486055	yes
6000000080844303963	Q105566636	yes
6000000080844527968	Q105567041	yes
6000000080844569991	Q105652039	yes
6000000080844825841	Q105561172	yes
6000000080844926924	Q105567327	yes
6000000080845746925	Q105652049	yes
6000000080845972829	Q105567376	yes
6000000080846524840	Q105573217	yes
6000000080847695197	Q105567470	yes
6000000080848198859	Q105567430	yes
6000000080848479861	Q105567397	yes
6000000080850913852	Q23944612	yes
6000000080851162887	Q105566937	yes
6000000080851343859	Q105566650	yes
6000000080854491851	Q105566485	yes
6000000080854742910	Q105566852	yes
6000000080854909860	Q104673780	yes
6000000080855463840	Q105567375	yes
6000000080856221821	Q105464692	yes
6000000080859730896	Q11685103	yes
6000000080859908021	Q42972261	yes
6000000080860434954	Q21995026	yes
6000000080860546395	Q47303902	yes
6000000080860567217	Q11780850	yes
6000000080860842296	Q105609979	yes
6000000080860939896	Q1554091	yes
6000000080861008912	Q20851697	yes
6000000080861101181	Q466339	yes
6000000080861101196	Q104677748	yes
6000000080861319951	Q84169173	yes
6000000080861458835	Q105609718	yes
6000000080861954279	Q2059791	yes
6000000080861960908	Q84712	yes
6000000080862188341	Q78489	yes
6000000080862216446	Q1477929	yes
6000000080862329826	Q106647880	yes
6000000080863434826	Q1359190	yes
6000000080863532077	Q1359184	yes
6000000080864153278	Q534063	yes
6000000080864340042	Q115168783	yes
6000000080866299400	Q119527	yes
6000000080869191454	Q33026252	yes
6000000080869200835	Q5541845	yes
6000000080869756207	Q827915	yes
6000000080870064030	Q94532371	yes
6000000080871554043	Q110425220	yes
6000000080871691077	Q110425233	yes
6000000080872068460	Q5082487	yes
6000000080878222897	Q255675	yes
6000000080879360833	Q8067777	yes
6000000080879554835	Q903862	yes
6000000080881501897	Q16620418	yes
6000000080882193821	Q17095798	yes
6000000080886094901	Q12088082	yes
6000000080887026745	Q2919584	yes
6000000080887701891	Q104544988	yes
6000000080888611788	Q55684650	yes
6000000080889966093	Q104705144	yes
6000000080890145884	Q104705150	yes
6000000080890824900	Q118402638	yes
6000000080890888932	Q25323625	yes
6000000080891765872	Q105610250	yes
6000000080892110935	Q104656506	yes
6000000080892649476	Q1680224	yes
6000000080892788879	Q105579313	yes
6000000080894223610	Q12636226	yes
6000000080895463285	Q105461062	yes
6000000080897709078	Q104549054	yes
6000000080898272837	Q104549052	yes
6000000080899177034	Q15994629	yes
6000000080899218899	Q105599313	yes
6000000080901035639	Q104707419	yes
6000000080902031930	Q104707416	yes
6000000080903669965	Q104707266	yes
6000000080904022878	Q104707420	yes
6000000080904241870	Q105525378	yes
6000000080904321821	Q104707415	yes
6000000080904719859	Q106821565	yes
6000000080906689989	Q718786	yes
6000000080907021830	Q55935676	yes
6000000080907275839	Q105643185	yes
6000000080909398956	Q16495267	yes
6000000080910437821	Q105460433	yes
6000000080912034028	Q1286338	yes
6000000080913440822	Q105652517	yes
6000000080913541826	Q20738766	yes
6000000080916595841	Q27588756	yes
6000000080917646821	Q105460123	yes
6000000080917659827	Q105460125	yes
6000000080933963458	Q20742692	yes
6000000080935072249	Q7788769	yes
6000000080936176043	Q1913009	yes
6000000080936234986	Q105619441	yes
6000000080936339002	Q104706319	yes
6000000080937275030	Q1285746	yes
6000000080937284719	Q44428	yes
6000000080938497902	Q246030	yes
6000000080938518985	Q6547634	yes
6000000080939177162	Q709211	yes
6000000080939256429	Q48855256	yes
6000000080939773005	Q1723056	yes
6000000080939927915	Q709610	yes
6000000080940100103	Q138456412	yes
6000000080940108964	Q6148935	yes
6000000080940207099	Q95175939	yes
6000000080940263252	Q1672752	yes
6000000080940418154	Q98078	yes
6000000080941370192	Q59200177	yes
6000000080942149171	Q95175760	yes
6000000080942631890	Q12028252	yes
6000000080942685928	Q94939010	yes
6000000080942890822	Q15830261	yes
6000000080946345123	Q19690123	yes
6000000080946834869	Q6045889	yes
6000000080946958826	Q4214863	yes
6000000080947121968	Q30135169	yes
6000000080947295862	Q6045861	yes
6000000080948154003	Q1374309	yes
6000000080948727863	Q105454319	yes
6000000080948948905	Q105463656	yes
6000000080949272825	Q105454675	yes
6000000080950025867	Q40331391	yes
6000000080950189782	Q15069763	yes
6000000080950348849	Q105521257	yes
6000000080951094909	Q5577001	yes
6000000080953303994	Q111670671	yes
6000000080954541130	Q104674221	yes
6000000080955184035	Q561690	yes
6000000080960621881	Q127007542	yes
6000000080964707862	Q17382085	yes
6000000080967890968	Q126973020	yes
6000000080980944898	Q104703076	yes
6000000080981499828	Q105560058	yes
6000000080983774161	Q1697618	yes
6000000080985358346	Q1621729	yes
6000000080986605182	Q104447716	yes
6000000080987513187	Q104707100	yes
6000000080987584907	Q104211329	yes
6000000080989411885	Q2740517	yes
6000000080990065843	Q6523843	yes
6000000080990420255	Q287741	yes
6000000080990936098	Q3638713	yes
6000000080990962897	Q27607	yes
6000000080991022931	Q1172912	yes
6000000080993199842	Q128196070	yes
6000000080995437994	Q38400108	yes
