anchors	qid	geni_id	wikidata_label	geni_name	evidence
0	Q115974089	6000000002294859611	Simon Justander	Simon Henriksson Justander	no parent anchor; nothing contradicts - father: their Q115974107 carries no Geni id | mother: their Q115974112 carries no Geni id
0	Q115974132	6000000001247071898	Lieutenant Johannes Teräshana, 5.Lord of Irjala, master of Kotkaniemi & Kannelpyy	Johan Anderson Stålhane till Gammelby	no parent anchor; nothing contradicts - father: their Q112970820 carries no Geni id | mother: their Q112970821 carries no Geni id
0	Q115974137	6000000001247136350	Major Johannes, lord of Kunpyy	Johan Davidsson Gyllenbögel	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q115974192	6000000006127792532	Christina Catharina Körning	Christina Catharina Körning	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q115974225	6000000000100859815	Sofia Giös	Sofia Giös	no parent anchor; nothing contradicts - father: their Q112969928 carries no Geni id | mother: their Q112969929 carries no Geni id
0	Q115974237	6000000004227133227	burgher Hannes Stråhlmann	Hans Petersson Stråhlman	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q115974238	6000000004227063612	Katriina of Holsti	Katariina Suniksdotter Holst	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q115987645	6000000002986501302	Jonas Otto Kastman	Jonas Otto Kastman	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116000346	6000000020315905414	Мария Александровна Бунге	Marie Elisabeth von Bunge	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116003427	6000000026886890957	Ennemond de Brancas, Baron d'Oise et de Villars	Ennemond de Brancas seigneur de Maubec	no parent anchor; nothing contradicts - father: their Q106501182 carries no Geni id | mother: none in our tree
0	Q116003453	6000000015738831358	Marie de Brancas	Marie de Brancas	no parent anchor; nothing contradicts - father: their Q116003454 carries no Geni id | mother: none in our tree
0	Q116003570	1077692	Robert VI d'O, seingeur d'O	Robert VI d'O Seigneur d'O	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116003577	1077697	Jeanne Le Baveux, Dame de Fresnes, Baillet, Mailleboix et Franconville	Jeanne LeBaveux Dame de Fresnes, Baillet, Mailleboix et Franconville	no parent anchor; nothing contradicts - father: their Q116003578 carries no Geni id | mother: their Q116003580 carries no Geni id
0	Q116003951	6000000011515797630	Pedro García de Villandrando	Pedro García de Villandrando	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116003952	6000000011515910483	Aldonza Díaz de Corral	Aldonza Díaz del Corral	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116004659	6000000008559256483	Ximenez Gómez de Manzanedo	Jimena Gómez de Manzanedo	no parent anchor; nothing contradicts - father: their Q5626087 carries no Geni id | mother: their Q99838682 carries no Geni id
0	Q116004745	6000000003827467423	Elisabeth of Dornberg	Elisabeth von Dornberg	no parent anchor; nothing contradicts - father: their Q116030499 carries no Geni id | mother: their Q116030500 carries no Geni id
0	Q116004885	6000000008054136174	Margarete von Baden	Margarethe Hesso	no parent anchor; nothing contradicts - father: their Q1399912 carries no Geni id | mother: their Q2008585 carries no Geni id
0	Q116004934	6000000219816595827	Wirich I von Daun	Kuno 'Conrad' von Daun zu Oberstein I.	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116004938	6000000003827535971	Gisela of Kyrburg	Gisela von Kyrburg	no parent anchor; nothing contradicts - father: their Q66115758 carries no Geni id | mother: their Q76300005 carries no Geni id
0	Q116004946	6000000003827765652	Elisabeth	Elisabeth	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116004947	6000000003827765640	Agnes von Zweibrücken	Agnes von Saarbrücken-Zweibrücken	no parent anchor; nothing contradicts - father: their Q1575176 carries no Geni id | mother: their Q54810675 carries no Geni id
0	Q116004968	6000000002188563336	Hildegunde (von Eberstein)	Hildegunde von Eberstein	no parent anchor; nothing contradicts - father: their Q25486680 carries no Geni id | mother: their Q65224736 carries no Geni id
0	Q116004969	6000000009164167770	NN	Maria Isalde von Wied	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116004971	6000000003827746925	Kunigunde von Bolanden	Kunigunde von Bolanden	no parent anchor; nothing contradicts - father: their Q29424579 carries no Geni id | mother: their Q116004973 carries no Geni id
0	Q116004976	6000000003827765777	Benedikte, Wildgräfin	Benedikte von Dhaun-Kyrburg	no parent anchor; nothing contradicts - father: their Q61141012 carries no Geni id | mother: their Q116004942 carries no Geni id
0	Q116005051	6000000007331144280	Reginlint	Regulinde von Nellenburg	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116005249	6000000016742466362	Antonio Martelli	Antonio Martelli	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116005264	6000000081780920991	Fiammetta Soderini	Fiammetta Soderini	no parent anchor; nothing contradicts - father: their Q116005265 carries no Geni id | mother: their Q116005269 carries no Geni id
0	Q116005277	6000000055300651842	Anders Gustaf Moberg	Anders Gustaf Moberg	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116005596	6000000007104698561	Jeanne de Chalon	Jeanne de Châlon	no parent anchor; nothing contradicts - father: their Q1395109 carries no Geni id | mother: their Q101342314 carries no Geni id
0	Q116005607	6000000009126679273	Emich of Salm-Blâmont	Amé Emich de Blâmont Seigneur de Deneuvre	no parent anchor; nothing contradicts - father: their Q81827131 carries no Geni id | mother: their Q96244952 carries no Geni id
0	Q116005608	6000000003827663475	Isabeau de Dampierre-sur-l'Aube, Heiress of Humbecourt	Isabeau de Dampierre-sur-l'Aube Dame d'Eurville	no parent anchor; nothing contradicts - father: their Q107352456 carries no Geni id | mother: their Q116005609 carries no Geni id
0	Q116005615	6000000012448924459	NN Meeuwe	Maria Johanna Geldolf Francos Pylyser	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116005818	6000000031928221957	NN de Nogent, Dame de Montfort et d'Epernon	dame de Nogent	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116005930	6000000022191799661	Marie-Clémentine de Chevigné	Marie Clémentine de Chevigné	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116005945	6000000015910360676	Marguerite d'Apchier, Vicomtesse de Vazeilles	Marguerite d'Apchier Vicomtesse de Vazeilles	no parent anchor; nothing contradicts - father: their Q116005946 carries no Geni id | mother: none in our tree
0	Q116005958	6000000014126068520	Roger Hector de Pardaillan de Gondrin	Roger Hector de Pardaillan de Gondrin II Marquis d'Antin	no parent anchor; nothing contradicts - father: their Q2853611 carries no Geni id | mother: their Q116006020 carries no Geni id
0	Q116006285	6000000010678121077	Marie d'Uzès	Marie d'Uzès	no parent anchor; nothing contradicts - father: their Q3051920 carries no Geni id | mother: none on the item
0	Q116006433	6000000071765478383	Luca Savelli	Luca Savelli 1°signore di Albano	no parent anchor; nothing contradicts - father: their Q116006434 carries no Geni id | mother: none in our tree
0	Q116006436	6000000071765769147	Vanna Aldobrandeschi	Giovanna Aldobrandeschi	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116006817	6000000003827737281	Anna von Üsenberg	Anna von Üsenberg	no parent anchor; nothing contradicts - father: their Q61140122 carries no Geni id | mother: their Q121767291 carries no Geni id
0	Q116007139	6000000009304958398	NN	Paule de Preuilly	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116007140	6000000002188395775	NN	NN NN	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116007606	6000000003122422483	Aymery II de Guilhem, Seigneur de Clermont-Lodève	Aymeri de Guilhem Seigneur de Clermont-Lodève	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116007607	6000000003122422488	Marie de Montpellier	Marie Navarre de Montpellier	no parent anchor; nothing contradicts - father: their Q1226820 carries no Geni id | mother: their Q6713644 carries no Geni id
0	Q116007880	6000000024278931390	Margherita Paltonieri	Margherita Paltenieri di Monselice	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116024962	6000000021440082986	Per Leonard Scherini	"Peter ""Per"" Leonard Scherini"	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116025584	6000000014001356554	Claudio de Quiñones, Conde de Luna	Claudio de Quiñones y Mendoza IV conde de Luna	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116025587	6000000014001429056	Catalina Pimentel	Catalina Pimentel y Velasco	no parent anchor; nothing contradicts - father: their Q76824363 carries no Geni id | mother: their Q110588494 carries no Geni id
0	Q116026158	6000000000276145109	James Peverell	Richard Peverell	no parent anchor; nothing contradicts - father: none in our tree | mother: none on the item
0	Q116026164	6000000002754025509	Engrina Godolphin	Engrina (Enguna, Engrina) Godolphin	no parent anchor; nothing contradicts - father: their Q110612549 carries no Geni id | mother: their Q110612601 carries no Geni id
0	Q116026171	6000000008976335662	Felice Arundell	Filice or Felice Arundell	no parent anchor; nothing contradicts - father: none in our tree | mother: none on the item
0	Q116027205	6000000012982814026	Mor Campbell	Marion Mor Campbell	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116028922	6000000001744982595	Matilda	"Mathilde ""Maud"""	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116028951	6000000003087077389	Agatha de Brus	Agatha Brus of Skelton	no parent anchor; nothing contradicts - father: none in our tree | mother: none on the item
0	Q116028952	6000000003828041379	Hawise de Glanville	Helewise de Glanville Lady of Middleham	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116029985	6000000003827746817	Agnes, Wildgräfin in Dhaun	Agnes von Dhaun-Kyrburg	no parent anchor; nothing contradicts - father: their Q61141012 carries no Geni id | mother: their Q116004942 carries no Geni id
0	Q116030020	6000000003827746597	Elizabeth of Geroldseck	Elisabeth von Veldenz	no parent anchor; nothing contradicts - father: their Q44191560 carries no Geni id | mother: their Q55265957 carries no Geni id
0	Q116030650	6000000003827484110	Adelheid, Gräfin von Sayn	Adelheid von Sayn	no parent anchor; nothing contradicts - father: their Q26959921 carries no Geni id | mother: their Q75290563 carries no Geni id
0	Q116030684	6000000078528382080	Witigo der Jüngere von Albeck	Witegow von Alpeck	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116030730	6000000003827153515	Anna (Agnes) de Grandson	Anne de Grandson	no parent anchor; nothing contradicts - father: their Q115634341 carries no Geni id | mother: their Q115634342 carries no Geni id
0	Q116030730	6000000003827464516	Anna (Agnes) de Grandson	Jeanne de Blamont von Salm	no parent anchor; nothing contradicts - father: their Q115634341 carries no Geni id | mother: their Q115634342 carries no Geni id
0	Q116032584	6000000011589002241	Eduard Vilhelm, Greve Reventlow af Reventlow	Eduard Vilhelm greve von Reventlow	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116032591	6000000001504598239	Dorothea Rumohr	Dorothea von Rumohr	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116032598	6000000001504425539	Helene von Heimbruch	Johanna Amalia Elisabeth Magdalene (Helene) von Heimbruch	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116032670	6000000017081202822	Margrethe Rantzau	Margaretha Rantzau	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116032687	6000000025115545952	Charlotte, Gräfin von Platen-Hallermund	Charlotte Juliane von Platen-Hallermund	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116033447	6000000012668021369	William Baliol, of Hoprig, 2nd Laird of Lamington	William Baillie of Hoprig and Lamington	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116033450	6000000003646008377	Isobel Seton	Isabella Seton	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116039989	6000000169063942836	Antonio Correia de Herédia	António Correia Herédia	no parent anchor; nothing contradicts - father: their Q116039990 carries no Geni id | mother: their Q116040008 carries no Geni id
0	Q116040017	6000000004245536232	Dona Ana de Bettencourt e Sá	Ana Aniceto de Bettencourt Herédia e Sá Esmeraldo	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116040043	6000000227295142836	NN	NN	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116040054	6000000123078099866	Walter de Montfichet, of Cargill and Stobhall	Richard de Montfitchet	no parent anchor; nothing contradicts - father: their Q116040055 carries no Geni id | mother: none in our tree
0	Q116040059	6000000003827835110	NN	Devorguilla de Abernethy	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116042577	6000000013163398913	Mariana Pignatelli de Aragón	Mariana Pignatelli	no parent anchor; nothing contradicts - father: their Q21843711 carries no Geni id | mother: their Q105817251 carries no Geni id
0	Q116042604	6000000015166553474	Antonia d'Aragona, 2.Marchesa di Avola e Terranuova	Antonia d'Aragona	no parent anchor; nothing contradicts - father: their Q116042605 carries no Geni id | mother: their Q116042608 carries no Geni id
0	Q116045739	6000000015957442798	Felipe de Sousa, 7.Senhor de Calhariz	Filipe de Sousa	no parent anchor; nothing contradicts - father: their Q116045740 carries no Geni id | mother: none in our tree
0	Q116045746	6000000015957694048	Catarina de Meneses Telles da Silva	Catarina Menezes	no parent anchor; nothing contradicts - father: their Q116045747 carries no Geni id | mother: their Q116045750 carries no Geni id
0	Q116045767	6000000015957647126	Isabel de Sousa-Coutinho	Isabel Juliana de Sousa Coutinho Monteiro Paim	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116047005	6000000013821734339	Sophia Maria Agatha van der Muelen	Sophia Maria Agatha van der Muelen	no parent anchor; nothing contradicts - father: their Q105982866 carries no Geni id | mother: their Q105982867 carries no Geni id
0	Q116047347	6000000016980410003	Jacob Ewouts van der Dussen	Jacob Ewoutsz van der Dussen	no parent anchor; nothing contradicts - father: their Q116046897 carries no Geni id | mother: their Q116046898 carries no Geni id
0	Q116047349	6000000020803123464	Alida van Hoogenhouck	Alida Jans van Hoogenhouck	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116052967	6000000007150827728	Elgan Wefl-hwch ap Cynan ab Arthafad ab Iob	Elgan ap Cynan	no parent anchor; nothing contradicts - father: their Q116052968 carries no Geni id | mother: none in our tree
0	Q116053548	6000000013060948689	Gómez Dávila de Toledo	Gómez Dávila y Toledo II marqués de Velada	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116053549	6000000002588331017	Ana de Toledo Colonna	Ana de Toledo	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116053550	6000000013019287351	Pedro López-Pacheco Portocarrero y Cervatón,  1.Marqués de Alcalá de La Alameda	Pedro López Portocarrero I Marqués de Alcalá	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116053551	6000000013019296269	Doña Elvira de Cárdenas y Alvarez de Toledo	Elvira de Cárdenas señora de Lobón	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116055661	377663071280012351	Anlach mac Coronac ab Eurbre Wyddel	Anlach Goronog mac Cormac King of Ireland	no parent anchor; nothing contradicts - father: their Q116112668 carries no Geni id | mother: none on the item
0	Q116055662	6000000003645929130	Marchell ferch Tewdrig ap Teithfall ap Teithrin	Marchell Ferch verch Tewdrig	no parent anchor; nothing contradicts - father: their Q116112673 carries no Geni id | mother: none on the item
0	Q116056937	6000000000309983564	Emma, Comtesse d'Hemricourt de Grünne	Emma Ernestine Alexandrine Emma Grunne de Hemricourt Dame de l'Ordre de Malte	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116058313	6000000004122511040	Anne Marie Cecile de Noailles	Anne Marie Cécile Cecile de Noailles	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116085125	6000000039427618047	Katharina von Hatzfeldt	Catharina von Hatzfeld	no parent anchor; nothing contradicts - father: their Q110325014 carries no Geni id | mother: their Q110325071 carries no Geni id
0	Q116085128	6000000042084314353	Agnes von Hopffgarten	Agnes von Hopffgarten	no parent anchor; nothing contradicts - father: their Q110325795 carries no Geni id | mother: their Q116085133 carries no Geni id
0	Q116085686	6000000039450984887	Wigand II Riedesel zu Eisenbach	Philipp Riedesel Zu Eisenbach	no parent anchor; nothing contradicts - father: their Q116085688 carries no Geni id | mother: their Q116085691 carries no Geni id
0	Q116085693	6000000039450288503	Nesse (von Schlutwingsdorf)	Engel von Sassen-Grünberg	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116085696	6000000039450967823	Margareta von Hohenfurth	Margaretha von Röhrenfurth	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116102410	6000000008639720294	NN von Moltzan	Adelheid Heinrichsdatter von Maltzan	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116150017	6000000004533205429	Lutrud	Luitgarde von Reichenbach	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116150272	6000000003423203044	Bruno, Graf von Walbeck	"Ekbert ""Eenoog"" Billung"	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116150313	6000000016670144161	ridder Kort af Niperz	Kort Nipertz	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116158996	6000000000455165606	Thomas Harley, of Brampton	Thomas Harley	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116169993	6000000029562005300	Henry III, Count of Salm-Blâmont	Henri de Blamont	no parent anchor; nothing contradicts - father: their Q116170089 carries no Geni id | mother: their Q116170099 carries no Geni id
0	Q116169994	6000000029562239029	Walpurga von Vinstingen	Walburga von Vinstingen	no parent anchor; nothing contradicts - father: their Q60675972 carries no Geni id | mother: their Q116005660 carries no Geni id
0	Q116170456	6000000002187837098	NN	Mikhail Vsevolodovich Černigovský	no parent anchor; nothing contradicts - father: their Q497962 carries no Geni id | mother: none on the item
0	Q116173329	6000000009800688338	Helen Monteith	Helen Monteith	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116177412	5340218948890122884	Simon de Moreville	Hugh Kirkoswald de Morville	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116180684	6000000014984372027	Rodrigo I de Sousa, 1.Baron de Santa Iria	Rodrigo de Sousa Coutinho Castelo-Branco e Menezes	no parent anchor; nothing contradicts - father: their Q116180685 carries no Geni id | mother: none in our tree
0	Q116180698	6000000014984234698	Maria Antonia de Menezes Paim	Maria Antónia de São Boaventura Menezes Monteiro Paim	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116181250	6000000000426570427	Joshua Cornell Jr.	Joshua Cornell	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116181251	6000000003648048157	Charity Haight	Sarah Thorne	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116187109	6000000023415917911	Friedrich von der Osten gen. Sacken	Friedrich Georg Christoph von der Osten-Sacken	no parent anchor; nothing contradicts - father: their Q116187110 carries no Geni id | mother: their Q116187111 carries no Geni id
0	Q116187112	6000000023415452673	Eleonore, Gräfin von Kettler	Eleonore Anna Marie Theresia Charlotte Gräfin von Kettler	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116187141	6000000031648227447	Johann Fromhold von Sacken	David Hector Sacken von Osten	no parent anchor; nothing contradicts - father: their Q116187142 carries no Geni id | mother: their Q116187150 carries no Geni id
0	Q116187153	6000000045940267107	Maria Elisabeth von Sacken	Margaretha von Lieven	no parent anchor; nothing contradicts - father: their Q116187154 carries no Geni id | mother: none in our tree
0	Q116187166	6000000023415563924	NN von Wendt zu Crassenstein	Miss von Wendt zu Crassenstein	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116187184	6000000010992187467	NN von Düren	Dorothea von Düren	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116187215	6000000000216571401	Karen Mandixen	Cathrine Hansdatter Mandix	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q11623143	6000000002415964471	Fujiwara no Kiyoshige		no parent anchor; nothing contradicts - father: their Q10514083 carries no Geni id | mother: none on the item
0	Q11623162	6000000002416276234	Fujiwara no Muneyoshi		no parent anchor; nothing contradicts - father: their Q11623159 carries no Geni id | mother: their Q106472401 carries no Geni id
0	Q116232132	6000000006127836951	Abela von Kempten	Abela von Kempften	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116232136	6000000007116252247	Johan Eugenius von Seth	Johan Eugenius von Seth	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116232138	6000000013014356503	Magdalena Schmidt	Magdalena Schmidt	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q11623362	6000000012633096850	Empress Dowager Shichijō-in	Shokushi Fujiwara	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q11623488	6000000001753932209	Fujiwara no Taneko		no parent anchor; nothing contradicts - father: their Q5507544 carries no Geni id | mother: their Q65262138 carries no Geni id
0	Q11623518	6000000001907678309	Fujiwara no Sugane	Mototsune Fujiwara	no parent anchor; nothing contradicts - father: their Q11623501 carries no Geni id | mother: their Q106267536 carries no Geni id
0	Q11623548	6000000012634468407	Fujiwara no Senshi	Senshi Fujiwara	no parent anchor; nothing contradicts - father: their Q1321703 carries no Geni id | mother: their Q11623317 carries no Geni id
0	Q1163372	6000000003828224118	Julius Bassianus	Julius Bassianus Priest-King of Emesa	no parent anchor; nothing contradicts - father: their Q108567773 carries no Geni id | mother: none on the item
0	Q116389320	6000000006127817703	Reinhold Tersmeden	Reinhold Tersmeden	no parent anchor; nothing contradicts - father: their Q76754309 carries no Geni id | mother: their Q111424564 carries no Geni id
0	Q116439449	6000000019583224446	Abraham Grafström	Abraham Grafström	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116448881	6000000006325954488	Hannah Amundsen	Hannah E. Hansen	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116454880	6000000033116689378	Elizabeth Boothby	Elizabeth Boothby	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116456510	6000000000646068093	Petteri Bonsdorffi	Petter Kristoffersson Bonsdorff	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116468615	6000000001504533000	Anna Catharine Banner	Anne Cathrine Carharine Banner Lensgrevinde	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116468874	6000000047578307997	Jacob Félix	Jacques (Jakob) Félix	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116468876	6000000047578525833	Esther Hayer	Esther Thérèse Hayer	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116469093	4650216	Elisa Gros	Elisa Gros	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116469229	6000000073774593866	Alberto Riario Sforza Barberini Colonna di Sciarra	Alberto Riario Sforza Barberini Colonna di Sciarra	no parent anchor; nothing contradicts - father: none on the item | mother: none in our tree
0	Q116469230	6000000073774624094	Donna Mirta Barberini-Colonna di Sciarra dei Principi di Carbagnano	Private	no parent anchor; nothing contradicts - father: their Q116469231 carries no Geni id | mother: none in our tree
0	Q116469235	4929797533790067987	Ettore Carafa, 11th Duke of Andria	Ettore Carafa	no parent anchor; nothing contradicts - father: their Q116469236 carries no Geni id | mother: their Q116469237 carries no Geni id
0	Q116469238	4929797544120067993	Francesca de Guevara	Maria Francesca de Guevara	no parent anchor; nothing contradicts - father: their Q102227772 carries no Geni id | mother: their Q102227773 carries no Geni id
0	Q116469328	6000000003493098519	Ludovico Orsini-Migliorati	Ludovico Orsini Migliorati	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116469329	6000000003493098526	Doña Adriana del Mila	Adriana del Milà	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116469504	6000000003645870199	sheikh Hairan	Hairian of the Septimii	no parent anchor; nothing contradicts - father: their Q116469505 carries no Geni id | mother: none in our tree
0	Q116470974	6000000015350196529	Giovanni Battista Sfondrati	Giovanni Battista Sfondrati	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116470977	6000000015349494778	Margherita Omodei	Margherita Omodei	no parent anchor; nothing contradicts - father: their Q116470978 carries no Geni id | mother: their Q116470980 carries no Geni id
0	Q116470984	6000000015350311505	Anna Visconti	Anna Visconti	no parent anchor; nothing contradicts - father: their Q116470985 carries no Geni id | mother: their Q116470987 carries no Geni id
0	Q116471696	6000000008496940926	Anna Kristofersdotter av Svanseryd, heiress of Limmaryd	Anna Christoffersdotter Ribbing	no parent anchor; nothing contradicts - father: their Q116471697 carries no Geni id | mother: their Q110313627 carries no Geni id
0	Q116473995	6000000001063194930	Teodorina de Mari	Teodorina de Mari	no parent anchor; nothing contradicts - father: none on the item | mother: none in our tree
0	Q116474013	6000000010331651915	Giovanni Crescenzi	Johannes I	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116474284	6000000013654957542	Maria Margaretha Corver	Maria Margaretha Corver	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116474581	6000000008517951667	Korrhagos	Corrhaeus	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116479957	6000000000991706416	Pedro de Baeza, Señor de Narriahondo	Cristóbal de Narriahondo Pérez de Narriahondo	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q1164914	6000000009301790306	Marco Cornaro	Marco Cornaro	no parent anchor; nothing contradicts - father: their Q668959 carries no Geni id | mother: none on the item
0	Q11650654	6000000208155088821	Nabeshima Nagako		no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q1166728	6000000001500841088	Mahaut, Countess of Artois	Mahaut d'Artois Comtesse d'Artois (1309-1329)	no parent anchor; nothing contradicts - father: their Q262726 carries no Geni id | mother: their Q2843276 carries no Geni id
0	Q11668634	6000000021151069399	Gao Mai		no parent anchor; nothing contradicts - father: their Q6657679 carries no Geni id | mother: none in our tree
0	Q116698391	6000000007981560317	Mauritz Reinhold Sahlin	Mauritz Reinhold Sahlin	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q116757163	6000000006127737912	Maria Elisabet Adlerberg	Maria Elisabet Adlerberg	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
0	Q116775350	6000000013375058123	Louise Arfwedson	Marie Louise Aurore Arfwedson	no parent anchor; nothing contradicts - father: their Q116775351 carries no Geni id | mother: their Q116775354 carries no Geni id
0	Q116775798	6000000007802197293	Heleena Arnell	Helena Arnell	no parent anchor; nothing contradicts - father: their Q5559549 carries no Geni id | mother: their Q110505296 carries no Geni id
0	Q116779727	6000000011514614540	Samuel Ehrenkrona, 2nd Lord Ehrenkrona	Samuel Hammarin	no parent anchor; nothing contradicts - father: their Q116779728 carries no Geni id | mother: their Q116779731 carries no Geni id
0	Q116779733	6000000008496951906	Elisabet Beata Hulthenia	Elisabeth Beata Hultenius	no parent anchor; nothing contradicts - father: their Q116779735 carries no Geni id | mother: their Q116779736 carries no Geni id
0	Q116779749	6000000005573714485	Elin Heleena Jönsdotter Rosendal	Elin Helena Jöns- el Johansdotter	no parent anchor; nothing contradicts - father: none on the item | mother: none in our tree
0	Q11682241	6000000001200506171	Gudbrand Kula	"Gudbrand ""Kula"" Breid"	no parent anchor; nothing contradicts - father: their Q15831028 carries no Geni id | mother: none on the item
0	Q116826346	6000000007005366912	Carl Martin Schönmeyr	Carl Martin Schönmeyr	no parent anchor; nothing contradicts - father: none on the item | mother: none on the item
0	Q11684521	6000000019671526514	Jernskjegge	NN Ukjent far av Ivar Kvite	no parent anchor; nothing contradicts - father: none in our tree | mother: none in our tree
