qid	label	slot	n	parents	parent_labels
Q45354805	Chen Gao	father	2	Q45375053;Q45624468	Chen Jiamo | Chen Jiahan
Q45354856	Chen Shugu	father	2	Q13407967;Q15924962	Chen Yaozuo | Chen Yaozi
Q45354983	Cheng Shimeng	father	2	Q45380691;Q45694245	Cheng Lixin | Cheng Mou
Q45357346	Li Zhuo	father	2	Q45392644;Q45531437	Li Gongyan | Li Gongyan
Q45357346	Li Zhuo	mother	2	Q45430233;Q65798738	Sun Shi | Sun Shi
Q45357591	Li Cong	mother	2	Q45432904;Q65798736	Yao Shi | Yao Shi
Q45357773	Lin Shao	father	2	Q10347547;Q45430477	Lin Gai | Lin Gai
Q45359065	Cai Kang	father	2	Q15936507;Q45400269	Cai Shen | Cai Xiyan
Q45359093	Cai Yu	father	2	Q45359065;Q45359088	Cai Kang | Cai Ting
Q45359393	Wang Ji	father	2	Q45357987;Q45401615	Liu Zongjie | Wang Shu
Q45359416	Wang Jing	father	2	Q45365269;Q45387413	Wang Yong | Wang Chong
Q45359566	Wang Guangyuan	father	2	Q45401114;Q45402112	Wang D | Wang Shiyan
Q45360065	Yang Tan	father	2	Q45402720;Q45496823	Yang Zheng | Yang Yu
Q45360253	Yu Si	mother	2	Q65798524;Q65798525	Wan Shi | Lin Shi
Q45360443	Chao Zongjian	father	2	Q10317793;Q45360436	Chao Jiong | Chao Di
Q45360547	Chen Di	mother	2	Q65865960;Q65865968	Jiang Shi | Jiang Shi
Q45361235	Han Zonghou	father	2	Q15912964;Q45361238	Han Jiang | Han Wei
Q45361610	Li Jizhi	mother	2	Q45430117;Q65798740	Zhang Shi | Zhang Shi
Q45361691	Li Xiaoxian	father	2	Q45357396;Q45392830	Li Hanzhang | Li Shiwen
Q45362222	Pan Zuren	father	2	Q45362224;Q65820406	Pan Zongjian | Pan Mei
Q45362430	Su Pin	father	2	Q45358692;Q45372100	Su Shide | Su Mengrong
Q45365273	Wei Xian	father	2	Q45395335;Q45623386	Wei Yingcheng | Wei Yingcheng
Q45365448	Zhang Zhaoyun	father	2	Q45355367;Q45378574	Zhang Bing | Zhang Bing
Q45365633	Fu Liangyou	father	2	Q10889114;Q45691340	Fu Ji | Fu Yi
Q45365761	Li Chuhou	father	2	Q45361846;Q45392634	Li Yuqing | Li Yaxun
Q45366265	Zhou Qi	father	2	Q45382553;Q45382809	Zhou G | Zhou Yi
Q45366409	Li Mu	father	2	Q45392904;Q45501890	Li Zhongxin | Li Xianzhi
Q45366462	Lou Zhao	mother	2	Q65799156;Q65799157	Fan Shi | Ouyang Shi
Q45367755	Bian Hui	father	2	Q45367745;Q45367751	Bian Youcheng | Bian Youwen
Q45368231	Zhao Shidian	father	2	Q45367820;Q45368224	Zhao Bozhu | Zhao Bozhi
Q45368506	Zhao Zhongli	father	2	Q45368502;Q45503466	Zhao Zongfu | Zhao Zonggun
Q45368539	Zhao Chengqing	father	2	Q19825807;Q45387524	Zhao Degong | Zhao Anyi
Q45368787	Zhang Xiaokai	father	2	Q45368784;Q45579555	Zhang Hui | Zhang Hui
Q45369641	Xiao Zhimin	father	2	Q45356555;Q45369638	Xiao Gu | Xiao Gu
Q45369764	Zheng Qi	father	2	Q45369761;Q45535562	Zheng Xian | Zheng Xian
Q45370443	Huang Yu	father	2	Q45370439;Q45563489	Huang Nanzhong | Huang Jun
Q45370583	Fu Yansi	father	2	Q45370578;Q45685413	Fu Yiren | Fu Yiren
Q45370623	Fu Yifu	father	2	Q10889114;Q45691340	Fu Ji | Fu Yi
Q45370626	Fu Qianshou	father	2	Q10889114;Q45691340	Fu Ji | Fu Yi
Q45371477	Hu Jinchen	mother	2	Q45434216;Q45434343	Xianyu Shi | Su Shi
Q45371721	Liu Wenji	father	2	Q45371716;Q45440244	Liu Ji | Liu Ji
Q45371988	Su Zhen	father	2	Q18906829;Q45683363	Su Shen | Su Mou
Q45372197	Gao Gongji	mother	2	Q65798588;Q65798589	Guo Shi | Wang Shi
Q45372565	Liu Mengqing	father	2	Q45372559;Q45585181	Liu Qi | Liu Qi
Q45373504	Wen Rui	father	2	Q45373511;Q45521256	Jing Chongyuan | Wen Chongyuan
Q45374934	Chen Shibiao	father	2	Q16075501;Q45374930	Chen Xian | Chen Xian
Q45376040	Zhang Fang	father	2	Q45376038;Q45378907	Zhang Qi | Zhang Jiao
Q45376335	Hu Yongzhou	father	2	Q45376306;Q45376311	Hu Zhongrong | Hu Keshun
Q45376377	Li Yuan	father	2	Q11098100;Q45519194	Li Di | Li Zhen
Q45376650	Hu Fen	father	2	Q45376611;Q45376615	Hu Fangzhong | Hu Dengchen
Q45377785	Wang Junyan	father	2	Q45377781;Q45408174	Wang Zhong | Wang Gong
Q4537818	Yang Shi	father	2	Q45411423;Q45699092	Yang D | Yang Zhi
Q45378259	Quan Chongkuang	father	2	Q45378257;Q45420081	Quan Rong | Quan Wendan
Q45378524	Yang Gongdu	father	2	Q45366133;Q45698961	Yang Xun | Yang Xun
Q45378943	Xue Shao	father	2	Q45424032;Q45575464	Xue Liangfeng | Xue Liangpang
Q45379110	Shiqi Shu	father	2	Q45379109;Q45515653	Shiqi Zhen | Shi Zhen
Q45379219	Huang Jin	father	2	Q45379214;Q45429468	Huang Du | Huang Shang
Q45379310	Zheng Liangsi	father	2	Q45379063;Q65818512	Zheng Gangzhong | Shi Rouzhon&1
Q45379340	Chen Bogu	father	2	Q13407967;Q15924962	Chen Yaozuo | Chen Yaozi
Q45379490	Tian Shouxin	father	2	Q45379489;Q10425928	Tian Shaobin | Tian Chongjin
Q45379547	Chen Fang	mother	2	Q65798853;Q65798854	Lin Shi | Shi Shi
Q45379639	Li Chengxiu	father	2	Q11097334;Q45379641	Li Tao | Li Weiqin
Q45379791	Chen Wen	father	2	Q45379790;Q45487288	Chen Jia | Chen Xi
Q45379844	Chen Xidian	mother	2	Q65865972;Q65865976	Ye Shi | Feng Shi
Q45379960	Shen Congji	father	2	Q45379958;Q45701019	Shen Zhili | Shen Zhili
Q45380108	Zhao Shitong	father	2	Q45368122;Q45418012	Zhao Congjin | Zhao Conghui
Q45380578	Qiao Sen	mother	2	Q65798942;Q65798943	Du Shi | Jiang Shi
Q45380584	Chen Juebo	father	2	Q45379813;Q45639056	Chen Ruhui | Chen Ruhui
Q45380640	Huang Zuyao	father	2	Q45380639;Q45679253	Huang Yu | Huang Yu
Q45380919	Wang Yihe	father	2	Q45380912;Q45432565	Wang Zuoli | Wang Zuoli
Q45380979	Wei Zhao	father	2	Q45418715;Q45380980	Wei Chu | Wei Yan
Q45381282	Wei Zhaobing	father	2	Q10566913;Q45381278	Wei Xianxin | Wei Xianxi
Q45381746	Jiang Lin	mother	2	Q45430223;Q45430408	Shen Shi | Ye Shi
Q45383855	Zhuge Lie	father	2	Q45383850;Q45543891	Zhuge Zhi | Zhuge Ying
Q45384832	Yi Yanqing	father	2	Q45430512;Q45503174	Yi Wenyun | Yi Yun
Q45385914	Kang Yanze	father	2	Q45385909;Q45506801	Kang A | Kang Fu
Q45386119	Wang Ji	mother	2	Q45430850;Q45430973	Liu Shi | Wu Shi
Q45386120	Wang Zhi	mother	2	Q45430725;Q45431034	Zhao Shi | Qiu Shi
Q45386241	Liu Qufei	father	2	Q45386239;Q28416145	Liu Ying | Liu Anshang
Q45386313	Lv Hao	mother	2	Q45364556;Q65818034	Xia Shi | Shen Shi
Q45386484	Hong Yan	father	2	Q45386471;Q45555675	Hong Shiqian | Hong Shijian
Q45386750	Wang Rong	mother	2	Q45364569;Q65818295	Zong Huizhen | Zong Shi
Q45386994	Xing Zongxian	mother	2	Q45433456;Q45433643	Li Shi | Guo Shi
Q45387425	Wang Cong	father	2	Q45362936;Q45387422	Wang Zhen | Wang Yang
Q45387772	He Song	mother	2	Q45430376;Q45430500	Yu Shi | Guo Shi
Q45388130	He Fuchen	mother	2	Q65798931;Q65798932	Yang Shi | Hou Shi
Q45390905	Huang Shunqing	father	2	Q45390903;Q45424746	Huang Bangyan | Huang Zhen
Q45391463	Feng Kang	father	2	Q45407822;Q45672379	Feng Jie | Feng Xijie
Q45392156	Zhao Ruxun	father	2	Q45392147;Q45538931	Zhao Shanlin | Zhao Shande
Q45392200	Zhao Shanning	father	2	Q45392182;Q45392202	Zhao Buci | Zhao Rukuo
Q45392596	Li Shiming	mother	2	Q45434777;Q45429168	Yin Shi | Zhou Shi
Q45393114	Li Pixu	father	2	Q45357542;Q45706112	Li Shiheng | Li Shiheng
Q45393484	Fu Gongji	father	2	Q45393481;Q45691251	Fu Ye | Fu Chang
Q45393795	Lou Juming	mother	2	Q65799154;Q65799155	Lang Shi | Ge Shi
Q45394860	Liu Zhao	father	2	Q45394851;Q45436611	Liu Yi | Liu Yi
Q45395513	Feng Xingzong	father	2	Q45395509;Q45544787	Feng Fengxian | Feng Yuanzhang
Q45396000	Ma Yuan	father	2	Q45395997;Q45439394	Ma Xian | Ma Xian
Q45396136	Meng Mou	mother	2	Q45428995;Q65798751	Wang Shi | Wang Shi
Q45397409	Su Zhen	father	2	Q45358692;Q45362430	Su Shide | Su Pin
Q45398863	Tang Han	father	2	Q45398861;Q45671589	Tang Shizhong | Tang Yan
Q45402418	Wu Yu	father	2	Q45402415;Q45409579	Wu Gai | Wu Gai
Q45402912	Ye Zhu	mother	2	Q65799021;Q65799022	Liu Shi | Xie Shi
Q45403059	Yin Lin	father	2	Q10265294;Q45434633	Yin Yuan | Yin Ji
Q45403918	Chen Jingguo	father	2	Q45403916;Q45506102	Chen Bangyan | Chen Liang
Q45403918	Chen Jingguo	mother	2	Q65801544;Q65802500	Zhang Shi | Wu Shi
Q45404304	Xu Zongyan	father	2	Q45404301;Q45416496	Xu Yuan | Xu Zujing
Q454047	Cynric of Wessex	father	2	Q5184195;Q366048	Creoda of Wessex | Cerdic of Wessex
Q45405843	Li Shu	father	2	Q45405840;Q45429055	Li Xing | Li Ji
Q45405890	Zhao Xiaosun	father	2	Q28415963;Q45405889	Zhao Xiao | Zhao Pei
Q45406045	Zhao Menggui	father	2	Q45406044;Q13649752	Zhao Yu? | Zhao Yurui
Q45406434	Lin Shirang	father	2	Q11106662;Q45592920	Lin Huan | Lin Jin
Q45406439	Lin Ruozhou	mother	2	Q65890157;Q65890161	Chen Shi | Liu Shi
Q45406657	Ma Jilong	father	2	Q45406655;Q45438604	Ma Min | Ma Min
Q45406668	Ma Zhongxu	father	2	Q45406666;Q45438091	Ma Xiang | Ma Zuo
Q45406947	Li Hao	father	2	Q11096077;Q45406943	Li Ding | Li Yan
Q45407614	Tang Huan	father	3	Q45407612;Q10922772;Q45480143	Tang Wenqian | Tang Yanqian | Tao Yanqian
Q45407971	Lin Yishu	mother	2	Q45429312;Q65798754	Zhu Shi | Zhu Shi
Q45409121	Zhao Bigun	father	2	Q45409119;Q45493413	Zhao Chongzhi | Zhao Chongzhi
Q45409254	Zhao Ruobang	father	2	Q45409253;Q45511332	Zhao Shiyu | Zhao Shiyu
Q45409255	Zhao Ruobei	father	2	Q45409253;Q45511332	Zhao Shiyu | Zhao Shiyu
Q45409457	Zhang Yingyuan	father	2	Q45409456;Q45514116	Zhang Duanli | Zhang Zunzu
Q45409514	Lin Fu	father	2	Q45409511;Q45499331	Lin Chang | Lin Shilong
Q45409584	Wu Zhiji	father	2	Q45403041;Q45534252	Wu Yan | Wu Ziyu
Q45410337	Wang Hanzhi	father	2	Q45367613;Q45410336	Wang Jie | Wang Jie
Q45410468	Zhao Zhongdu	father	2	Q45368502;Q45503466	Zhao Zongfu | Zhao Zonggun
Q45411004	Yao Xiang	father	2	Q45411002;Q45604715	Yao Anren | Yao Anren
Q45411047	Zhang Shouen	father	2	Q45411044;Q11066466	Zhang Siqian | Zhang Lingduo
Q45411806	Zhang Zongwang	father	2	Q710270;Q11068988	Zhang Jun | Zhang Qi
Q45411969	Zhao Chongbiao	father	2	Q45411960;Q45519429	Zhao Ruchui | Zhao Ruyi
Q45412265	Chen Da	father	2	Q45412263;Q45519304	Chen Zhaofu | Chen Zhuofu
Q45412272	Yang Qianzhong	father	2	Q45412269;Q45551166	Yang Zuxun | Yang Xun
Q45412310	Li Huilong	father	2	Q45412308;Q45515511	Li Junfa | Li Shiyan
Q45412361	Zheng Runzu	father	2	Q45412357;Q45521510	Zheng Yuan | Zheng Yuan
Q45412383	Zhao Guo	father	2	Q45412390;Q45491569	Zhao Meng | Zhao Yan
Q45412413	Zhu Zhi	mother	2	Q45433370;Q65802239	Liu Shi | Liu Shi
Q45412416	Zhu Zhongming	father	2	Q45412414;Q45551353	Zhu Deshan | Zhu Deshan
Q45412429	Du Pou	father	2	Q45412427;Q45551416	Du Mian | Du Mian
Q45412446	Zhao Shizhen	father	2	Q45412454;Q45491633	Zhao Sufu | Zhao Da
Q45412588	Tang Jixiang	father	2	Q45412580;Q45590188	Tang Zhong | Tang Neng
Q45412679	Liu Fu	mother	2	Q45412680;Q65800175	Xie Daoning | Jie Shi
Q45412723	Shu Chun	father	2	Q45412724;Q45533640	Shu Yun | Shu Yun
Q45412867	Yao Zhen	father	2	Q45412871;Q45424860	Liang Zhonghong | Yao Zhonghong
Q45413184	Huang Wei	father	2	Q45413185;Q45543317	Huang Xian | Huang Biao
Q45413308	Wang Chu	father	2	Q45369207;Q45413305	Wang Liangyu | Wang Liangmin
Q45413415	Zheng Bolin	father	2	Q26157944;Q65822422	Zheng Shimao | Zheng Mao
Q45414525	Li Chun	father	2	Q45414529;Q45650894	Li Rong | Li Yunxing
Q45414701	Liu Geng	father	2	Q45414704;Q45634055	Liu Que | Liu Que
Q45414836	Wei Yuqing	father	2	Q45381286;Q45414841	Wei Zhaoliang | Wei Shoucheng
Q45415215	Huerduda	father	2	Q45415211;Q45598574	Nie gu la | Niegulai
Q45415535	Wang Qing	father	2	Q45415533;Q45415536	Wang Yi | Wang Zai
Q45416748	Tao Juan	father	2	Q45416746;Q45416749	Tao Yinglei | Tao Chen
Q45416774	Zheng Zuyuan	father	2	Q45416778;Q45522963	Zheng Cichong | Zheng Cirong
Q45418675	Du Zuo	father	2	Q45418673;Q45534853	Du Fan | Du Fu
Q45418905	Wei Dan	father	2	Q45419343;Q45653755	Wei Xijian | Wei Xiaojian
Q45419037	Changsun Lan	father	2	Q45419027;Q45528924	Changsun Shaoyuan | Changsun Shaoyuan
Q45419038	Changsun Cao	father	2	Q45419036;Q45419037	Changsun Qi | Changsun Lan
Q45419091	Tang Xianze	father	2	Q7682754;Q45491254	Tang Xiujing | Tang Xuan
Q45419275	Wei Hui	father	2	Q45419273;Q45472335	Wei Guan | Wei Xu
Q45419351	Wei Huaijing	father	2	Q45419349;Q45653399	Wei Zhen | Wei Zhen
Q45419403	Cui Gongye	father	2	Q45419399;Q45501618	Cui Xuandu | Cui Xuandu
Q45419447	Song Hua	father	2	Q712060;Q45507942	Song Jing | Song Xiang
Q45419553	Cui Junshi	father	2	Q45419552;Q45510190	Cui Deren | Cui Deren
Q45419739	Jiang Jing	father	2	Q45419736;Q45519835	Jiang Zhen | Jiang Zhen
Q45419799	Yu Xuanfan	father	2	Q45419796;Q45481316	Yu Qinming | Yu Dewei
Q45419899	Xue Renwei	father	2	Q45419898;Q45626813	Xue Xing | Xue Xingcheng
Q45419924	Li Yi	father	2	Q45419922;Q26158941	Li Zui | Li Xu
Q45419984	Li Huiming	father	2	Q45419982;Q45644918	Li Tuan | Li Bo
Q45420086	Quan Ruone	father	2	Q45378259;Q45568017	Quan Chongkuang | Quan Chongben
Q45420111	Yin Zhongrong	father	2	Q45420105;Q45575935	Yin Wenli | Yin Lingming
Q45420117	Quan Ji	father	2	Q45378261;Q45469788	Quan Wushi | Quan Wudai
Q45420125	Quan Shaocheng	father	2	Q45420116;Q45485970	Quan Ji | Quan Sun
Q45420128	Quan Shaoqing	father	2	Q45420116;Q45485970	Quan Ji | Quan Sun
Q45420205	Liu Sengli	father	2	Q45420198;Q45420197	Liu Gai | Liu Min
Q45420210	Liu Wuben	father	2	Q45420209;Q45674363	Liu Kun | Liu Min
Q45420506	Pei Datong	father	2	Q45420504;Q45637491	Pei Rensu | Pei Lun
Q45420633	Cui Feng	father	2	Q11053901;Q45669323	Cui Ye | Cui Mi
Q45420634	Cui Lun	father	2	Q11053901;Q45669323	Cui Ye | Cui Mi
Q45420655	Pei Cheng	father	2	Q45420652;Q45528382	Pei Du | Pei Dehuan
Q45420687	Pei Xiren	father	2	Q45420685;Q45664539	Pei Zhiyin | Pei Zhishuang
Q45420689	Pei Xichun	father	2	Q45420685;Q45664539	Pei Zhiyin | Pei Zhishuang
Q45420698	Pei Xizhuang	father	2	Q45420685;Q45664539	Pei Zhiyin | Pei Zhishuang
Q45420701	Pei Xuan	father	2	Q45420698;Q45665673	Pei Xizhuang | Pei Kang
Q45420728	Wei Jun	father	2	Q45420424;Q45608602	Wei Yao | Wei Fan
Q45420826	Xiao Yuanzuo	father	2	Q45420825;Q45686231	Xiao Wenman | Xiao Jing
Q45420852	Wei Yuqing	father	2	Q45420850;Q45661976	Wei Hongji | Wei Yuanfang
Q45420892	Cui Junzhao	father	2	Q45420891;Q20063233	Cui Zhongyan | Cui Zhongzhe
Q45420894	Cui Junsheng	father	2	Q45420891;Q45489625	Cui Zhongyan | Cui Zhongyan
Q45420901	Cui Wucong	father	2	Q45420898;Q45493483	Cui Xuanliang | Cui Xuanliang
Q45420906	Cui Jing	father	2	Q45420904;Q45484686	Cui Hunzhi | Cui Hunzhi
Q45420928	Cui Gushen	father	2	Q45419555;Q45445145	Cui Lin | Cui Xianjie
Q45421055	Pei Jing	father	2	Q45421054;Q45640170	Pei Ying | Pei Ying
Q45421120	Bai Shitong	father	2	Q11579769;Q45577839	Bai Jian | Bai Jian
Q45421205	Lu Han	father	2	Q45421210;Q45659554	Lu Bi | Lu Mi
Q45421239	Cui Leng	father	2	Q45421242;Q45664292	Cui Yifu | Cui Yifu
Q45421249	Cui Song	father	2	Q45421246;Q45497952	Cui Yingfu | Cui Mou
Q45421319	Cui Nai	father	2	Q45421239;Q45463584	Cui Leng | Cui Xia
Q45421322	Cui Xun	father	2	Q45421239;Q45463584	Cui Leng | Cui Xia
Q45421325	Yang Xingbiao	father	2	Q45421324;Q45499766	Yang Qi | Yang Qi
Q45421377	Wang Shihui	father	2	Q45421374;Q45680994	Wang Deyuan | Wang Dexuan
Q45421478	Cui Tanshou	father	2	Q45421476;Q45503603	Cui Ji | Cui Qia
Q45421594	Li Zhongtong	father	2	Q45421593;Q45570187	Li Jingyang | Li Jingyi
Q45421688	Ouyang Wei	father	2	Q45421692;Q45687231	Ouyang Ji | Ouyang Ji
Q45421691	Ouyang Chen	father	2	Q45421690;Q45687079	Ouyang Yun | Ouyang Yin
Q45421732	Yuan Hui	father	2	Q45421731;Q45573383	Yuan Hushu | Yuan Pingshu
Q45421741	Guo Chufan	father	2	Q45421740;Q45676297	Guo Yu | Guo Yu
Q45421788	Jing Su	father	2	Q45421786;Q45693182	Jing Changyu | Jing Falang
Q45421872	Pei Hui	father	2	Q45421863;Q45488961	Pei Yi | Pei Yi
Q45421874	Pei Jing	father	2	Q45421863;Q45488961	Pei Yi | Pei Yi
Q45421994	Du Bao	father	2	Q45421992;Q45539567	Du Qie | Du Ga
Q45422008	Lu Yu	father	3	Q45420724;Q45459396;Q45572186	Lu Congyuan | Lu Congyuan | Lu Congyuan
Q45422037	Li Mengchou	father	2	Q22813496;Q45442084	Li Jing | Li Jing
Q45422042	Cui Jingmiao	father	2	Q45422041;Q45470953	Cui Weiming | Cui Weipeng
Q45422104	Li Shanggong	father	2	Q45422102;Q45547538	Li Bizhi | Li Bi
Q45422132	Li Zhenjian	father	2	Q45422131;Q45497852	Li Jin | Li Jinke
Q45422136	Li Yuanshan	father	2	Q45422135;Q45530817	Li Zhuan | Li Gang
Q45422189	Chen Jian	father	2	Q45422187;Q45485382	Chen DD | Chen Mou
Q45422226	Lu Yuanlang	father	2	Q45422225;Q45599512	Lu Yong | Lu Yong
Q45422258	Yang Xian	father	2	Q45422257;Q45495689	Yang Siqian | Yang Mou
Q45422269	Pei Shiyi	father	2	Q45422266;Q45461100	Pei Hong | Pei Hongzhi
Q45422289	Li Fan	father	2	Q6538969;Q45623744	Li Mi | Li Mi
Q45422371	Yuan Renji	father	2	Q45422368;Q45627755	Yuan Shanwei | Yuan Shanyi
Q45422420	Dugu Jun	father	2	Q45422416;Q45607470	Dugu Wenhui | Dugu Jie
Q45422470	Dugu Renzheng	father	2	Q45422474;Q45562902	Dugu Shibin | Dugu Shiyun
Q45422486	Lu Yan	father	2	Q45422484;Q45576185	Lu Cai | Lu Cai
Q45422492	Lu Youyu	father	2	Q45422487;Q45576249	Lu Yuanjing | Lu Yuanrui
Q45422512	Lu Taiyi	father	2	Q45422510;Q45576694	Lu Yuancan | Lu Yuanzhe
Q45422521	Linghu Qiu	father	2	Q45422519;Q45570684	Linghu Zhaoan | Linghu Youyi
Q45422556	Linghu Feng	father	2	Q6553882;Q45481037	Linghu Tao | Linghu Jian
Q45422558	Li Shu	father	2	Q18906149;Q45568096	Li Xiyan | Li Xiyan
Q45422573	Zheng Jiusi	father	2	Q45422570;Q45528569	Zheng Bi | Zheng Bicheng
Q45422592	Pei Ding	father	2	Q45420691;Q45664595	Pei Sijin | Pei Sijin
Q45422623	Cui Guofu	father	2	Q45422041;Q45470953	Cui Weiming | Cui Weipeng
Q45422628	Xue Yu	father	2	Q45422627;Q45638646	Xue Shan | Xue Shanzhou
Q45422641	Xue Deru	father	2	Q45422640;Q45646244	Xue Daoxian | Xue Daoshi
Q45422673	Xue Ji	father	2	Q11622236;Q45623416	Xue Chuguba | Xue Honglong
Q45422735	Yu Baocheng	father	2	Q45422732;Q45485354	Yu Yun | Yu Ji
Q45422755	Zhang Lushi	father	2	Q45422753;Q45697946	Zhang Deyin | Zhang Houyin
Q45422830	Zhao Rong	father	2	Q45422829;Q45585456	Zhao Jian | Zhao Jian
Q45422847	Zhao Hun	father	2	Q45422845;Q45585965	Zhao Yin | Zhao Jiong
Q45422849	Zhao Kang	father	2	Q45422847;Q45585645	Zhao Hun | Zhao She
Q45424359	Gu Yuanchen	father	2	Q45424353;Q45458409	Gu Ying | Gu Dehui
Q45424360	Gu Yuanli	father	2	Q45424353;Q45458409	Gu Ying | Gu Dehui
Q45424408	Li Liu	father	2	Q6538859;Q699657	Li Jiang | Li Sujie
Q45424422	Liu Xu	father	2	Q45424402;Q45567345	Liu Huang | Liu Yun
Q45425008	Lu Mengru	father	2	Q45395552;Q45586935	Lu Yun | Lu Juan
Q45425422	Wang Chou	father	2	Q45386814;Q45528121	Wang Yongnian | Wang Qingchang
Q45425536	Yuan Nian	father	2	Q45425494;Q45660670	Yuan Xiu | Yuan Bao
Q45425887	Li Ziming	father	2	Q45393562;Q45524419	Li Youren | Li Qimao
Q45425943	Song Jiuling	father	2	Q45425902;Q45429273	Song Hang | Song Bi
Q45426514	Huang Zhun	father	2	Q11177505;Q45529306	Du Huang | Huang Youduan
Q45426614	Tahai	father	2	Q45426655;Q45478788	X | Ashi
Q45426923	Pei Shidao	father	2	Q45422266;Q45461100	Pei Hong | Pei Hongzhi
Q45427489	Wang Congyi	father	2	Q843931;Q45380109	Wang Qinruo | Wang Hanzhong
Q45427581	Lu Shide	father	2	Q45427535;Q45590349	Lu Li | Lu Chan
Q45427619	He Menglong	father	2	Q45427663;Q45520490	He Chenbo | He Chenbo
Q45428126	Zhou Ruren	father	2	Q45428332;Q45428373	Zhou Liangfu | Sun Desheng
Q45428551	Lu Guangzuo	father	2	Q45428400;Q45579828	Lu Gao | Lu ?
Q45429256	Hu Shunyuan	father	2	Q45429763;Q45537450	Hu Mou | Hu Mou
Q45429295	Che Jingshan	father	2	Q45432084;Q45430246	Che Siqing | Che Sidu
Q45429486	Wu Mou	mother	2	Q45429239;Q45429425	Wang Shi | Han Shi
Q45430089	Wang Yi	father	2	Q45366641;Q45430151	Wang Yuan | Wang Fu
Q45430320	Zhou Shenyu	father	2	Q45510757;Q45585697	Zhou Xun | Zhou Xun
Q45430584	Zhou Tan	father	2	Q45430710;Q45533003	Zhou Che | Zhou Dacheng
Q45430848	Lin Yuanjin	father	2	Q45369977;Q45433015	Lin Bocheng | Lin Bocheng
Q45430902	Song  Nanqiang	father	2	Q45434270;Q45507754	Zhao Fu | Song Ruwei
Q45431178	Li Chuan	father	2	Q45431240;Q45429121	Li Tanran | Li Tanran
Q45431508	Li Shouzhong	father	2	Q45431634;Q11522504	Li Jixuan | Li Hanchao
Q45431548	Li Shu	father	2	Q45431026;Q45434181	Li Ping | Li Ping
Q45431785	Mao Jun	father	2	Q45474395;Q45518921	Mao  Zhangyi | Mao Zhangji
Q45431858	Li Qian	father	2	Q45431796;Q45431071	Li Gong | Li Xu
Q45431858	Li Qian	mother	2	Q45431134;Q45431385	Wang Shi | Chen Shi
Q45432776	Li Yu	mother	2	Q45432587;Q65798735	Qiu Shi | Qiu Shi
Q45433028	Li Shoujie	father	2	Q45392666;Q11097664	Li Yun | Li Yun
Q45433715	Hu Xie	mother	2	Q45433589;Q45433652	Huang Shi | Zhang Shi
Q45434395	Wang Duan	father	2	Q45434584;Q45525252	Wang Guan | Wang Guan
Q45434688	Li Jue	father	2	Q45433674;Q45532774	Li Congxun | Li Congxun
Q45436109	Sun Jiye	father	2	Q45508768;Q45585190	Sun Chengrui | Sun Chengrui
Q45437304	Lin Yuanxu	father	2	Q45406396;Q45437241	Lin Zong | Lin Zong
Q45448115	Mei Sheng	father	2	Q11114944;Q45448053	Mei Yin | Mei Jing
Q45470652	Li Ti	father	2	Q45699918;Q45470588	Li Mou | Li Mou
Q45473679	Xie Tianxi	father	2	Q45473743;Q45584155	Xie Ruyu | Xie Ruyu
Q45483356	Cui Xiu	father	2	Q15926186;Q45464561	Cui Qiao | Cui Daoyou
Q45487402	Guo Yuanheng	father	2	Q45487466;Q45565366	Liu Yanze | Guo Yanze
Q45489082	Li Chong	father	2	Q4307810;Q45523610	Li Zhen | Li Zhen
Q45490536	Li Rui	father	2	Q45699052;Q45490472	Li Mou | Li Mou
Q45497515	Yang Deli	father	2	Q45497705;Q45503737	Yang Jun | Yang Anren
Q45498771	Fang Zaiyuan	father	2	Q45406369;Q45498704	Fang Lin | Fang Lin
Q45500140	Li Zong	father	2	Q45568096;Q45640384	Li Xiyan | Li Bing
Q455034	Lucius Aelius Caesar	father	2	Q545266;Q1427	Lucius Ceionius Commodus | Hadrian
Q45505108	Zhao Chengbin	father	2	Q45500954;Q45484541	Zhao Tingpu | Zhao Yanpu
Q45514505	Zhao Shi	father	2	Q45368224;Q45380113	Zhao Bozhi | Zhao Boshu
Q45540886	Liu Yin	father	2	Q45540822;Q133693842	Liu De | 劉璠
Q45557155	Li Shuyi	father	2	Q45557091;Q45650077	Li Xuanyi | Li Xuanyi
