qid	kind	leading_title	live_mul	live_en	langs_carrying_live	geni_ids	created_by	created_at
Q101731	title	Prince		Prince Ferfried of Hohenzollern	en en-ca nl	6000000008116003013		
Q102166	title	Duke		Duke Ferdinand Frederick Augustus of Württemberg	en	6000000002605405839		
Q103628	title	Princess		Princess Elisabeth of Thurn and Taxis	en			
Q104380	title	Prince		Prince Otto of Hesse and by Rhine	en	6000000001986397071		
Q104469	title	Duke		Duke Karl of Mecklenburg-Schwerin	en			
Q104785	title	Countess		Countess Palatine Dorothea of Simmern	en es			
Q105946	title	Prince		Prince George of Prussia	en en-ca nl es it	6000000002188453092		
Q105950	title	Prince		Prince Alexander of Prussia	en en-ca nl es			
Q105976	title	Princess		Princess Cecilie Viktoria of Prussia	en	6000000003232528950		
Q105980	title	Prince		Prince Friedrich Wilhelm of Prussia	en	323461052710007623		
Q106077	title	Lady		Lady Godiva	en de nl da es it pt hu	6000000000392429148		
Q106453	title	Princess		Princess Frederica Caroline of Saxe-Coburg-Saalfeld	en	6000000002188399641		
Q106780	title	Prince		Prince Ferdinand of Bavaria	en pt	6000000000402282136		
Q107789	title	Prince		Prince Friedrich Ferdinand of Schleswig-Holstein-Sonderburg-Glücksburg	en en-ca es			
Q108883	title	Prince		Prince August of Saxony	en	6000000006727757696		
Q108971	title	Prince		Prince Friedrich Christian of Schaumburg-Lippe	en nl es			
Q109241	title	Prince		Prince Johann Adolph of Nassau-Usingen	en			
Q110290	title	Prince		Prince Johann Ernst of Löwenstein-Wertheim-Rochefort	en			
Q110573	title	Countess		Countess Palatine Margaret of Mosbach	en en-ca es			
Q111309	title	Countess		Countess Palatine Ernestine of Sulzbach	en en-ca nl	6000000012579855869		
Q112102	title	Princess		Princess Sophie of Hohenberg	en en-ca	6000000008429558508		
Q112857	title	Count		Count Palatine William of Gelnhausen	en en-ca nl es			
Q112936	title	Countess		Countess Palatine Irmengard of the Rhine	en			
Q113496	title	Duke		Duke Nalon	en fr de nl sv da nb fi es it pt pl hu	6000000131237029899		
Q113653	title	Princess		Princess Sophie of Liechtenstein	en en-ca	6000000016255654791		
Q115132	title	Duchess		Duchess Marie Antoinette of Mecklenburg-Schwerin	en			
Q115282	title	Prince		Prince Henry of Prussia	en en-ca			
Q115377	title	Sir		Sir Joshua Rowley, 1st Baronet	en nl es hu	6000000016674139612		
Q116062	title	Princess		Princess Alice of Battenberg	en	6000000003075330310		
Q116325	title	Prince		Prince Michel, 14th Prince of Ligne	en			
Q117081	title	King		King Levinsky	en en-ca fr de nl sv da nb es hu	6000000018328682738		
Q117174	title	Prince		Prince Henry, Duke of Gloucester	en	4177431868920073938		
Q117329	title	Prince		Prince Egon von Fürstenberg	en	6000000000891782127		
Q118087	title	Saint		Saint Ludmila of Bohemia	en	6000000001120089414		
Q118475	title	Duke		Duke Otto Henry of Brunswick-Harburg	en es	6000000000609971523		
Q119461	title	Princess		Princess Nukata	en nl			
Q123688	title	Duke	Duke Kahanamoku	Duke Kahanamoku	mul en en-ca fr de nl sv da nb fi es it pt pl cs hu	6000000068477608822		
Q123867	title	Marquis	Marquis de Sade	Marquis de Sade	mul en en-ca fr nl nb	6000000000129400130		
Q123987	title	Prince		Prince Sadruddin Aga Khan	en it	6000000011088220350		
Q125361	title	Prince		Prince Michael of Prussia	en en-ca	323461420160004237		
Q125721	title	Prince		Prince Emanuele Filiberto of Savoy	en			
Q127010	title	Sir		Sir Thomas Metcalfe, 4th Baronet	en es hu	6000000017122020005		
Q128343	title	Lord	Lord Charles Bentinck	Lord Charles Bentinck	mul en	6000000001356253464		
Q129546	title	Saint		Saint Gunther of Bohemia	en			
Q131045	title	Queen		Queen Sonja of Norway	en	299644224350007981		
Q133752	title	Princess		Princess Louise of Prussia	en en-ca es	6000000002188456951		
Q133896	title	Prince		Prince Dimitrie Ghica	en			
Q135071	title	Lord		Lord Sidney Beauclerk	en de sv da nb es hu	6000000002188470846		
Q137752	title	Prince		Prince Mohammad Hashim Khan	en fr			
Q138465	title	Saint		Saint Sava	en			
Q138559	title	Lord	Lord William Bentinck	Lord William Bentinck	mul en fr de nl sv da	6000000000921429440		
Q138786	title	Prince		Prince Ferdinand, Duke of Alençon	en en-ca			
Q145200	title	Prince		Prince Karl Wilhelm of Hesse-Darmstadt	en es	4329460963020033431		
Q145654	title	Prince		Prince Frederick of Great Britain	en hu			
Q147924	title	Count		Count You of Cao	en nl			
Q151930	title	Princess		Princess Masako Takeda	en es			
Q152239	title	Queen		Queen Camilla	en	6000000003081589893		
Q152245	title	Prince		Prince Albert of Saxe-Coburg and Gotha	en	6000000000697518124		
Q152308	title	Queen		Queen Silvia of Sweden	en	4112056		
Q152316	title	Prince		Prince Harry, Duke of Sussex	en	6000000003075017807		
Q153815	title	Princess	Princess Margaret, Countess of Snowdon	Princess Margaret, Countess of Snowdon	mul en	4033364832200075513		
Q154388	title	Princess		Princess Marie of Schwarzburg-Rudolstadt	en es	4695063		
Q154920	title	Prince		Prince Edward, Duke of Edinburgh	en			
Q155566	title	Princess		Princess Alice of the United Kingdom	en	6000000000703284437		
Q156531	title	Prince		Prince Andrew of Greece and Denmark	en	5495575341940116659		
Q156548	title	Queen		Queen Sofía of Spain	en			
Q157009	title	Prince		Prince Edward, Duke of Kent and Strathearn	en	4087038607800049893		
Q158140	title	Princess	Princess Beatrice of the United Kingdom	Princess Beatrice of the United Kingdom	mul en en-us	6000000000693790112		
Q158173	title	Princess		Princess Margaret of Connaught	en	4108298		
Q158208	title	Count		Count of St. Germain	en			
Q158232	title	Prince		Prince Charles Alexander of Lorraine	en	6000000006101312836		
Q158258	title	Prince		Prince Edward, Duke of Kent	en	6000000003219470601		
Q159101	title	Prince		Prince Joachim of Denmark	en en-ca			
Q159609	title	Prince		Prince Claus of the Netherlands	en	4695377		
Q159670	title	Prince		Prince Albert Victor, Duke of Clarence and Avondale	en en-ca	6000000003071101333		
Q160539	title	Princess		Princess Helena of the United Kingdom	en	6000000003622814126		
Q160541	title	Prince		Prince Leopold, Duke of Albany	en	6000000000900601757		
Q160558	title	Prince		Prince Arthur, Duke of Connaught and Strathearn	en	6000000000693498797		
Q160770	title	Prince		Prince George, Duke of Kent	en fi	6000000008480806912		
Q160984	title	Princess		Princess Joséphine-Charlotte of Belgium	en	304356297110003841		
Q161167	title	Princess		Princess Louise, Duchess of Argyll	en	6000000001503528485		
Q162356	title	Lady		Lady Jane Grey	en en-ca da nb fi	368988617700011508		
Q164294	title	Saint		Saint Anne	en en-ca	5416397034490026906		
Q164500	title	Princess		Princess Victoria Melita of Saxe-Coburg and Gotha	en	6000000000307239990		
Q165096	title	Princess		Princess Märtha Louise of Norway	en en-ca	6000000002936013635		
Q165249	title	Princess		Princess Ingrid Alexandra of Norway	en en-ca	304336581520006452		
Q165479	title	Saint		Saint Patrick	en	6000000008173864486		
Q165657	title	Princess		Princess Beatrice of York	en en-ca			
Q165709	title	Princess		Princess Eugenie of York	en en-ca	6000000003095841577		
Q166056	title	Cardinal		Cardinal Mazarin	en	6000000004309347122		
Q167384	title	Infanta		Infanta Isabel Fernandina of Spain	en	6000000008378850008		
Q167564	title	Princess		Princess Friederike Charlotte of Hesse-Darmstadt	en	6000000005598992314		
Q168355	title	Don		Don Beddoe	en en-ca fr de nl sv da nb fi et es it pt pl cs hu	6000000078022725043		
Q169448	title	Princess		Princess Isabella of Parma	en	6000000001470050527		
Q169902	title	Prince		Prince Aimone, 4th Duke of Aosta	en	6000000003202364857		
Q170160	title	Prince		Prince Nicholas of Greece and Denmark	en en-ca			
Q170184	title	Princess		Princess Marina of Greece and Denmark	en	6000000003148280269		
Q170191	title	Princess		Princess Alexandra, Lady Ogilvy	en	6000000003152099422		
Q170194	title	Princess		Princess Astrid, Archduchess of Austria-Este	en			
Q170197	title	Princess		Princess Stéphanie of Belgium	en	6000000000632030828		
Q170294	title	Prince		Prince Richard, Duke of Gloucester	en en-ca fi			
Q170396	title	Prince		Prince George of Greece and Denmark	en	6000000003171751091		
Q175176	title	Prince		Prince Moulay Rachid of Morocco	en			
Q176550	title	Saint	Saint Simon	Saint Simon de Valois	mul			
Q177715	title	Princess		Princess Rym, Princess Ali bin Al-Hussein of Jordan	en			
Q177769	title	Princess		Princess Feodora of Saxe-Meiningen	en es	6000000002342855455		
Q179728	title	Prince		Prince Xavier, Hereditary Duke of Parma	en	6000000003477948715		
Q181415	title	Infanta		Infanta Adelgundes, Duchess of Guimarães	en			
Q181553	title	Prince		Prince Karl Wilhelm I, Prince of Nassau-Usingen	en	6000000005599082506		
Q182897	title	Prince		Prince Henry the Navigator	en en-us	6000000000389797167		
Q183074	title	Sor	Sor Juana Inés de la Cruz	Sor Juana Inés de la Cruz	mul en hu	6000000030605071308		
Q185481	title	Prince		Prince Friedrich Wilhelm of Prussia	en en-ca hu	6000000004393581062		
Q186549	title	Princess		Princess Alexandrine of Prussia	en	6000000002907724104		
Q196301	title	Countess		Countess Louise Henriette of Nassau	en en-ca	6000000001554051035		
Q196527	title	Saint		Saint Wenceslaus I, Duke of Bohemia	en	6000000007416227921		
Q197585	title	Lady	Lady Zhen	Lady Zhen	mul en nl es it			
Q198009	title	King		King Tai of Zhou	en nl			
Q198154	title	King		King Zhuang of Chu	en nl es			
Q198895	title	Prince		Prince Teimuraz of Georgia	en			
Q200678	title	Queen		Queen Rania of Jordan	en	4587196820630031103		
Q201153	title	Lord		Lord Thomas Howard	en sv da nb es hu			
Q201589	title	Queen		Queen Letizia of Spain	en en-ca	6000000013239023072		
Q202025	title	Duke		Duke Paul Wilhelm of Württemberg	en en-ca nl	6000000002188416225		
Q203579	title	Countess		Countess Caroline of Erbach-Fürstenau	en es			
Q204864	title	Princess		Princess Helena Victoria of Schleswig-Holstein	en sv fi pl hu	6000000003219721204		
Q208615	title	Queen		Queen Mary of Denmark	en	6000000002878651859		
Q209449	title	Prince		Prince Daniel, Duke of Västergötland	en en-ca	6000000004106409671		
Q210806	title	Prince		Prince Naquiyuddin of Negeri Sembilan	en			
Q211673	title	Princess		Princess Maria Annunziata of Bourbon-Two Sicilies	en	6000000003867000432		
Q212035	title	Princess		Princess Madeleine, Duchess of Hälsingland and Gästrikland	en en-ca			
Q212636	title	Duke		Duke Wilhelm of Württemberg	en			
Q213573	title	Prince		Prince Frederick, Duke of York and Albany	en	6000000001546854033		
Q213618	title	Duke		Duke Ludwig of Württemberg	en	6000000003446589646		
Q213625	title	Prince		Prince Paul of Württemberg	en en-ca es	6000000000707451124		
Q213628	title	Prince		Prince Karl of Hesse-Kassel	en	6000000000727445550		
Q213658	title	Prince		Prince Augustus William of Prussia	en	6000000003219727296		
Q213708	title	Prince		Prince Frederik of the Netherlands	en	6000000000307247993		
Q213715	title	Prince		Prince Bernhard of Saxe-Weimar-Eisenach	en	6000000002188420371		
Q213720	title	Duke		Duke Eugen of Württemberg	en en-ca	4276914716400033853		
Q213998	title	Prince		Prince Joseph of Saxe-Hildburghausen	en en-ca nl			
Q214025	title	Princess		Princess Estelle, Duchess of Östergötland	en			
Q214156	title	Prince		Prince Kraft zu Hohenlohe-Ingelfingen	en nl	6000000028334272246		
Q214301	title	Prince		Prince August of Saxe-Gotha-Altenburg	en nl			
Q214304	title	Prince		Prince Christian of Hesse and by Rhine	en			
Q214340	title	Prince		Prince Viktor of Wied	en	6000000016469459965		
Q214413	title	Count		Count Ludwig Joseph von Boos-Waldeck	en nl es	6000000019842160238		
Q214673	title	Count		Count Christian Frederich I, Count of Stolberg-Wernigerode	en			
Q214704	title	Prince		Prince Carl Philip, Duke of Värmland	en	4112341		
Q214966	title	Duke		Duke Ferdinand I, Duke of Anhalt-Köthen	en			
Q214968	title	Duke		Duke Heinrich I, Duke of Anhalt-Köthen	en	6000000014339221564		
Q215012	title	Princess		Princess Stéphanie of Monaco	en en-ca			
Q215019	title	Prince		Prince Felix of Salm-Salm	en	6000000002188425685		
Q215027	title	Duke		Duke Alexander of Württemberg	en en-ca	6000000002605551502		
Q215154	title	Prince		Prince Carl of Solms-Braunfels	en nl es	6000000015241565272		
Q215859	title	Prince		Prince Georg of Bavaria	en	6000000004201172073		
Q215873	title	Prince		Prince Adalbert of Bavaria	en en-ca	6000000004964738859		
Q215902	title	Prince		Prince Friedrich Leopold of Prussia	en en-ca	6000000003871929826		
Q215988	title	Herzog	Herzog Carl Christian von Sachsen	Charles of Saxony, Duke of Courland	mul	6000000002188440339		
Q216251	title	Duke		Duke Ernest Gottlob of Mecklenburg	en es			
Q217167	title	King		King Faisal bin Abdulaziz Al Saud	en			
Q220823	title	Princess		Princess Auguste Karoline of Brunswick-Wolfenbüttel	en	6000000000702651495		
Q222089	title	Princess		Princess Florestine of Monaco	en			
Q224021	title	Donna	Donna Reed	Donna Reed	mul en fr de nl sv da nb fi es it pt pl hu	6000000029530372720		
Q224215	title	Prince		Prince Edward, Duke of York and Albany	en	6000000005598912554		
Q226738	title	Princess		Princess Zorka of Montenegro	en			
Q230507	title	Saint		Saint Margaret of Scotland	en	6000000009432315864		
Q230580	title	Infanta		Infanta Cristina of Spain	en			
Q231281	title	Princess		Princess Märtha of Sweden	en	6000000002903215369		
Q231463	title	Duchess		Duchess Marie of Mecklenburg-Schwerin	en	6000000001488596227		
Q231895	title	Princess		Princess Marie of Denmark	en en-ca			
Q232155	title	Princess		Princess Augusta Amalia of Bavaria	en	6000000007329537290		
Q232202	title	Princess		Princess Louise Charlotte of Denmark	en	6000000002737707932		
Q232488	title	Queen		Queen Maria Isabel of Spain	en			
Q232695	title	Princess		Princess Birgitta of Sweden	en	4113807		
Q232728	title	Princess		Princess Alexandra of Greece and Denmark	en	4232108613230060098		
Q232732	title	Princess		Princess Maria of Greece and Denmark	en	6000000001358298284		
Q232735	title	Princess		Princess Elisabeth of Romania	en	6000000000712542265		
Q233173	title	Duchess		Duchess Marie Sophie in Bavaria	en	6000000003232545450		
Q233203	title	Princess		Princess Louise of Prussia	en			
Q233552	title	Princess		Princess Milica of Montenegro	en	4789926567050075886		
Q233648	title	Lady		Lady Bird Johnson	en en-ca de nl sv da nb fi et es it pl hu	6000000002045411359		
Q233900	title	Duchess		Duchess Elisabeth of Württemberg	en	4277017108190044971		
Q233966	title	Princess		Princess Caroline of Monaco	en	6000000003865933400		
Q233990	title	Princess		Princess Irene of Hesse and by Rhine	en en-ca	6000000000307239823		
Q233997	title	Princess		Princess Mary Adelaide of Cambridge	en en-ca	6000000003245250586		
Q234033	title	Princess		Princess Ingeborg of Denmark	en	6000000002902621193		
Q234055	title	Princess		Princess Cecilie of Baden	en	4246800843460037040		
Q234171	title	Princess		Princess Lilian, Duchess of Halland	en	4134099		
Q234230	title	Princess		Princess Irina Alexandrovna of Russia	en	6000000004563419287		
Q234482	title	Princess		Princess Elizabeth of the United Kingdom	en	6000000001546839352		
Q234542	title	Princess		Princess Victoria of the United Kingdom	en hu	6000000010132358055		
Q234895	title	Infanta		Infanta Marie Anne of Portugal	en			
Q234931	title	Princess		Princess Maria Carolina, Duchess of Berry	en	6000000218208350851		
Q234941	title	Princess		Princess Luisa of Naples and Sicily	en	6000000004214235021		
Q235128	title	Infanta		Infanta María de las Mercedes, Countess of Barcelona	en	6000000000699383172		
Q235162	title	Infanta		Infanta Maria Francisca of Portugal	en			
Q235236	title	Princess		Princess Ragnhild, Mrs. Lorentzen	en	299472901950007952		
Q235432	title	Princess		Princess Olga of Greece and Denmark	en en-ca	6000000003306990831		
Q235435	title	Princess		Princess Louise Margaret, Duchess of Connaught and Strathearn	en	6000000000698785733		
Q235521	title	Princess		Princess Alice, Countess of Athlone	en en-ca fi	6000000003581318891		
Q235583	title	Princess		Princess Anastasia of Montenegro	en es	5079745406340030491		
Q235595	title	Princess		Princess Ileana of Romania	en	6000000000307254920		
Q235597	title	Princess		Princess Beatrice of Saxe-Coburg and Gotha	en nb fi	6000000001950668158		
Q235609	title	Princess		Princess Elisabeth of Saxe-Altenburg	en en-ca	6000000003219792957		
Q235665	title	Lady		Lady Caroline Lamb	en nl es it pl hu	6000000009568868518		
Q235671	title	Princess		Princess Louise of Saxe-Gotha-Altenburg	en	6000000003580792956		
Q235674	title	Princess		Princess Maria Antonia of the Two Sicilies	en	6000000002188374278		
Q235808	title	Infanta		Infanta Maria Ana of Portugal	en			
Q235812	title	Duchess		Duchess Cecilie of Mecklenburg-Schwerin	en	323456038050001112		
Q235815	title	Princess		Princess Maria Amélia of Brazil	en			
Q235818	title	Princess		Princess Maria Immaculata of Bourbon-Two Sicilies	en en-ca	6000000002188374697		
Q235823	title	Princess		Princess Marie Louise of Bourbon-Parma	en	5175652034570059420		
Q235828	title	Princess		Princess Anna Sophie of Denmark	en en-ca	6000000003894537061		
Q235832	title	Princess		Princess Mafalda of Savoy	en	6000000031807517006		
Q236176	title	Princess		Princess Hilda of Nassau	en	4776728728380033298		
Q236196	title	Princess		Princess Cecilie of Greece and Denmark	en	6000000001185730451		
Q236501	title	Princess		Princess Pauline of Württemberg	en en-ca	6000000007329532901		
Q236586	title	Princess		Princess Mary of the United Kingdom	en	6000000000769944476		
Q236770	title	Princess		Princess Irene, Duchess of Aosta	en	6000000003202565279		
Q237129	title	Princess		Princess Clémentine, Princess of Koháry	en	6000000002188412852		
Q237165	title	Infanta		Infanta Margarita, Duchess of Soria	en en-ca			
