889 people across 1 Garborg batches, 11599 already holding a QID
2416 token(s) are already pointed at by their own bearers
5263 tokens already have an item and are linked, not created
2631 need creating, 0 are ambiguous and are not
100 token(s) held: never a first given name in the corpus but attested as a family name -- Laurentii (5), Byre (3), lll (3), Viby (2), Ænes (2), Rosenberg (2)
145 token(s) RESCUED by the bearers' own statements -- these would have been created a second time:
   Adalasia             given        Q62102498
  create  Fredriksson          patronymic   2
  create  Freudenfeldt         family       2
  create  Färla                family       2
  create  Gardsson             family       2
  create  Gediminids           family       2
  create  Gertsdotter          patronymic   2
  create  Gertsson             patronymic   2
  create  Gitlesdatter         patronymic   2
  create  Gitleson             patronymic   2
  create  Giös                 family       2
  create  Gjermundson          patronymic   2
  create  Govertsdatter        patronymic   2
  create  Gran-Meløy           family       2
  create  Grubbensköld         family       2
  create  Grymyr               family       2
  create  Grønnow              family       2
  create  Gudmundsdatter       patronymic   2
  create  Gudve                given        2
  create  Gulbrandsdatter      patronymic   2
  create  Gulleikson           patronymic   2
  create  Gulliksen            patronymic   2
  create  Gullikson            patronymic   2
  create  Gunbjørnson          patronymic   2
  create  Gunleiv              given        2
  create  Gunleivson           patronymic   2
  create  Gunnbjørnsson        patronymic   2
  create  Guria                given        2
  create  Gutormsen            patronymic   2
  create  Guttormsen           patronymic   2
  create  Hafrid               given        2
  create  Haland               family       2
  create  Haldorsson           patronymic   2
  create  Hallenia             family       2
  create  Hallvardson          patronymic   2
  create  Hallvardsson         patronymic   2
  create  Halvarson            patronymic   2
  create  Haraldsdatter        patronymic   2
  create  Helgö                family       2
  create  Helmik               given        2
  create  Helsingia            family       2
  create  Herkepaeus           family       2
  create  Hermansdotter        patronymic   2
  create  Hermansson           patronymic   2
  create  Hersesdotter         patronymic   2
  create  Hillerström          family       2
  create  Holgersdotter        patronymic   2
  create  Holgersen            patronymic   2
  create  Hontherus            family       2
  create  Horn af Ekebyholm    family       2
  create  Hrolf                given        2
  create  Hudfat               family       2
  create  Håvardsdatter        patronymic   2
  create  Ingjaldsson          family       2
  create  Isenburg-Grenzau     family       2
  create  Isæa                 family       2
  create  Ivarsdotter          patronymic   2
  create  Jacobsen             patronymic   2
  create  Jelling              family       2
  create  Jesperson            patronymic   2
  create  Johnsdatter          patronymic   2
  create  Jonasdotter          patronymic   2
  create  Jorgensdatter        patronymic   2
  create  Josefson             patronymic   2
  create  Jöransdotter         family       2
  create  Jöransson            family       2
  create  Jørundsson           patronymic   2
  create  Kalsenia             family       2
  create  Karlsdatter          patronymic   2
  create  Katzenelnbogen       family       2
  create  Kenzelia             family       2
  create  Kjellsdatter         patronymic   2
  create  Kjetilsdatter        patronymic   2
  create  Kjær                 given        2
  create  Klemetson            patronymic   2
  create  Klengsdatter         patronymic   2
  create  Kleppestrand         family       2
  create  Knudsdotter          patronymic   2
  create  Kofoed-Fernström     family       2
  create  Kollung              given        2
  create  Kristenson           patronymic   2
  create  Kristersdotter       patronymic   2
  create  Kvaselbakken         family       2
  create  Kvasheim             family       2
  create  Kvåvig               family       2
  create  L                    given        2
  create  Lannerus             family       2
  create  Lanska               family       2
  create  Laurentse            given        2
  create  Lauritson            patronymic   2
  create  Leijonflycht         family       2
  create  Lenaea               family       2
  create  Lerang               family       2
  create  Levinius             given        2
  create  Lidborg              family       2
  create  Liebelitz            family       2
  create  Lilliehöök af Fårdala family       2
  create  Liå                  family       2
  create  Ljøde                given        2
  create  Lochnæa              family       2
  create  Loevenstein          family       2
  create  Magla                given        2
  create  Marcusdotter         patronymic   2
  create  Margrethe            family       2
  create  Martein              given        2
  create  Marteinsdotter       patronymic   2
  create  Martini              patronymic   2
  create  Martinson            patronymic   2
  create  Matintytär           patronymic   2
  create  Mattiae              given        2
  create  Mauritsson           patronymic   2
  create  Mayenne              family       2
  create  Måge                family       2
  create  Melun                family       2
  create  Michaelsdotter       patronymic   2
  create  Mikkelsen            patronymic   2
  create  Mjölhus              family       2
  create  Mogensdatter         patronymic   2
  create  Monson               patronymic   2
  create  Mortensdatter        patronymic   2
  create  Mortensen            patronymic   2
  create  Mosesson             patronymic   2
  create  Myklabost            family       2
  create  Märet                given        2
  create  Månsdotter           family       2
  create  Månsson              patronymic   2
  create  Nechelin             family       2
  create  Nesvizh              family       2
  create  Nickes               family       2
  create  Niilontytär          patronymic   2
  create  Nikolausson          patronymic   2
  create  Niure                family       2
  create  Njå                 family       2
  create  Noraeus              family       2
  create  Noræa                family       2
  create  Nyra                 given        2
  create  Oddsen               patronymic   2
  create  Oddson               patronymic   2
  create  Ogmundsdatter        patronymic   2
  create  Ogmundsson           family       2
  create  Ogna                 family       2
  create  Oleson               patronymic   2
  create  Olluffsdatter        patronymic   2
  create  Ommundsdotter        patronymic   2
  create  Omnberg              family       2
  create  Ormsdotter           patronymic   2
  create  Ormssønn             patronymic   2
  create  Osmundsdotter        patronymic   2
  create  Persen               patronymic   2
  create  Petersen             patronymic   2
  create  Petrusdotter         patronymic   2
  create  Phragmenia           family       2
  create  Plauen               family       2
  create  Priia                family       2
  create  Pålsdatter           patronymic   2
  create  Radulf               given        2
  create  Ragnvaldsdatter      patronymic   2
  create  Ramborg              given        2
  create  Rantzien             family       2
  create  Raugstad             family       2
  create  Reianes              family       2
  create  Reiarsen             patronymic   2
  create  Reiarson             family       2
  create  Reiestad             family       2
  create  Reinholdsdotter      patronymic   2
  create  Revsland             family       2
  create  Rhålambius           family       2
  create  Rumigny              family       2
  create  Rödbeck              family       2
  create  Rügen                family       2
  create  Saarbrücken          family       2
  create  Saarbrücken-Commercy family       2
  create  Sabelfana            family       2
  create  Salmundsdatter       patronymic   2
  create  Salmundsen           patronymic   2
  create  Salvesen             patronymic   2
  create  Samsonsdatter        family       2
  create  Samuelis             patronymic   2
  create  Sarfve               family       2
  create  Saurnes              family       2
  create  Schillerfelt         family       2
  create  Schwarzburg          family       2
  create  Schwarzburg-Blankenburg family       2
  create  Schwencken           family       2
  create  Sevatson             patronymic   2
  create  Sigfridsson          patronymic   2
  create  Sigmundsdatter       patronymic   2
  create  Sigrid               family       2
  create  Simonson             patronymic   2
  create  Siverson             patronymic   2
  create  Sivertsen            patronymic   2
  create  Sivertson            patronymic   2
  create  Sjovat               given        2
  create  Skanderborg          family       2
  create  Skøyen               family       2
  create  Slettestrand         family       2
  create  Smiterlow            family       2
  create  Somery               family       2
  create  Spången              family       2
  create  Spånheim             family       2
  create  Stedingk             family       2
  create  Steffensen           patronymic   2
  create  Stephansson          patronymic   2
  create  Stovreim-Naustdal    family       2
  create  Størkardsdatter      patronymic   2
  create  Svale                given        2
  create  Svantepolksdotter    patronymic   2
  create  Sveinungsdatter      patronymic   2
  create  Sveinungson          patronymic   2
  create  Svendsdatter         family       2
  create  Svensdatter          family       2
  create  Synneva              given        2
  create  Sædberg              family       2
  create  Söffrensen           patronymic   2
  create  Søra                 family       2
  create  Tasta                family       2
  create  Tengen               family       2
  create  Teofiliusdatter      patronymic   2
  create  Thingbø              family       2
  create  Tibelia              family       2
  create  Tibelius             family       2
  create  Tjesseim             family       2
  create  Tjærand              given        2
  create  Tjærandsdatter       patronymic   2
  create  Tjærandsen           patronymic   2
  create  Tolleivsdatter       family       2
  create  Torbergsson          patronymic   2
  create  Torbjörnsson         patronymic   2
  create  Torbjørnsdotter      patronymic   2
  create  Torersdatter         patronymic   2
  create  Toreson              family       2
  create  Torgersdatter        family       2
  create  Torgilson            patronymic   2
  create  Torgilsson           patronymic   2
  create  Torjusdatter         patronymic   2
  create  Torjussen            patronymic   2
  create  Torkellsdatter       patronymic   2
  create  Torkellson           patronymic   2
  create  Torkelsen            patronymic   2
  create  Torleivsdatter       patronymic   2
  create  Torsteinsen          patronymic   2
  create  Turesdatter          patronymic   2
  create  Tøres                given        2
  create  Tørrisdatter         patronymic   2
  create  Tübingen             family       2
  create  Udnie                family       2
  create  Uf                   family       2
  create  Ulvåsedotter         patronymic   2
  create  Ulvåsesson           family       2
  create  Unosdotter           patronymic   2
  create  Uppheim              family       2
  create  Valavičius           family       2
  create  Vasshus              family       2
  create  Vatnamot             family       2
  create  Velumson             patronymic   2
  create  Vestenberg           family       2
  create  Vigelia              family       2
  create  Wankif               family       2
  create  Waschel              family       2
  create  Weilheim             family       2
  create  Welinus              family       2
  create  Westerburg           family       2
  create  Widstedt             family       2
  create  Wrång                family       2
  create  Zachrisson           patronymic   2
  create  ap Gruffudd          patronymic   2
  create  ap Madog             patronymic   2
  create  d'Ibelin             family       2
  create  d'Ivrea              family       2
  create  ektefelle            given        2
  create  niemodliński         given        2
  create  nndatter             patronymic   2
  create  nord-Kolnæs          family       2
  create  vom                  family       2
  create  Åmundsdatter         patronymic   2
  create  Åsulvson             patronymic   2
  create  Öndesson             family       2
  create  Örnecrantz           family       2
  create  Östensson            patronymic   2
  create  Øysteinsen           patronymic   2
  create  Федорович            given        2
  create  扶餘                   family       2
  create  12240BC              family       1
  create  1st                  family       1
  create  29NOV                family       1
  create  Aadnesson            family       1
  create  Aagautsen            family       1
  create  Aagensen             family       1
  create  Aaseline             given        1
  create  Aastensdatter        patronymic   1
  create  Abdul-Dar            given        1
  create  Abelsøn              patronymic   1
  create  Abrahamine           given        1
  create  Achalm               family       1
  create  Achrelia             family       1
  create  Adalbart             given        1
  create  Adamsdatter          patronymic   1
  create  Adeltrude            given        1
  create  Aderkas              family       1
  create  Adinal               family       1
  create  Adlerheim            family       1
  create  Adlersköld           family       1
  create  Adolfsson            patronymic   1
  create  Agmundson            family       1
  create  Agrivillensis        family       1
  create  Al-Azdi              family       1
  create  Al-Fihri             family       1
  create  Al-Qurashi           family       1
  create  Al-Taymi             family       1
  create  Alamandi             family       1
  create  Alasacie             given        1
  create  Alberade             given        1
  create  Albogius             family       1
  create  Albrechtsdotter      patronymic   1
  create  Albrektsdotter       patronymic   1
  create  Albretson            patronymic   1
  create  Aldetrude            given        1
  create  Aleidas              given        1
  create  Alencon              family       1
  create  Alfsen               patronymic   1
  create  Alfsson              patronymic   1
  create  Alheid               given        1
  create  Allerbrand           family       1
  create  Almohade             family       1
  create  Alpaïde              given        1
  create  Alstrinius           family       1
  create  Ambrosiusson         patronymic   1
  create  Amundsdotter         patronymic   1
  create  Amundsen             patronymic   1
  create  Amundsson            patronymic   1
  create  Ananiasson           patronymic   1
  create  Anbjørnsen           family       1
  create  Anbjørnsen           patronymic   1
  create  Anbjørnson           family       1
  create  Anckarswärd          family       1
  create  Anderdotter          patronymic   1
  create  Andersdtr.           patronymic   1
  create  Andreasen            patronymic   1
  create  Andresen             patronymic   1
  create  Andriesdatter        patronymic   1
  create  Andryevich           patronymic   1
  create  Anfinn               family       1
  create  Angelos-Comninos     family       1
  create  Anglesa              given        1
  create  Angund               given        1
  create  Anhalt-Bernburg      family       1
  create  Anhalt-Zerbst        family       1
  create  Aniche               given        1
  create  Anicius              given        1
  create  Annikken             given        1
  create  Anoinette            given        1
  create  Anscarica            family       1
  create  Ansteinsson          patronymic   1
  create  Ansteinssøn          patronymic   1
  create  Antoniison           patronymic   1
  create  Antoniussen          patronymic   1
  create  Antonsdotter         patronymic   1
  create  Anundson             patronymic   1
  create  Anundsson            family       1
  create  Appelone             given        1
  create  Appin                family       1
  create  Arctædia             family       1
  create  Arendtsson           patronymic   1
  create  Arkimboldus          given        1
  create  Armund               given        1
  create  Arnbjørnsen          family       1
  create  Arnbjørnsen          patronymic   1
  create  Arnbjørnson          family       1
  create  Arnesdatter          patronymic   1
  create  Arnesdotter          patronymic   1
  create  Aronia               family       1
  create  Aronsson             patronymic   1
  create  Arosell              family       1
  create  Arrhusia             family       1
  create  Artacama             given        1
  create  Asbiørn              given        1
  create  Asbjørnson           family       1
  create  Asbjørnsson          patronymic   1
  create  Ascheberg            family       1
  create  Aseno                family       1
  create  Askimeiet            family       1
  create  Askjelsdatter        patronymic   1
  create  Aslack               given        1
  create  Aslaksson            patronymic   1
  create  Aslesdatter          patronymic   1
  create  Asseline             given        1
  create  Astorg               given        1
  create  Asulvsson            family       1
  create  Atchesonne           family       1
  create  Atholl of Glenerochie family       1
  create  Audotja              given        1
  create  Audunson             patronymic   1
  create  Augustana            given        1
  create  Augustinsdotter      patronymic   1
  create  Aunsdotter           patronymic   1
  create  Austman              given        1
  create  Austratt             family       1
  create  Austrædia            family       1
  create  Axehjelm             family       1
  create  Ånon                given        1
  create  Åse                 given        1
  create  Bagdonaitis          given        1
  create  Bagge af Boo         family       1
  create  Baliol               family       1
  create  Ballenstedt          family       1
  create  Ballino              family       1
  create  Balnes               family       1
  create  Balsarsen            family       1
  create  Baltsarsson          patronymic   1
  create  Baltzarsson          family       1
  create  Baltzarsson          patronymic   1
  create  Baltzersdatter       patronymic   1
  create  Baltzersson          family       1
  create  Bandaberg            family       1
  create  Barbaron             family       1
  create  Barberini-Colonna    family       1
  create  Barrildsdotter       patronymic   1
  create  Barthéls             family       1
  create  Bas-Serra            family       1
  create  Bassavilla           family       1
  create  Bastiaen             given        1
  create  Batola               given        1
  create  Batolesen            patronymic   1
  create  Baylun               given        1
  create  Bång                family       1
  create  Bårdsdotter         patronymic   1
  create  Bearn                family       1
  create  Beauffort            family       1
  create  Bechius              family       1
  create  Beieren-Schagen      family       1
  create  Bekkervigen          family       1
  create  Belestdatter         patronymic   1
  create  Belestsdatter        patronymic   1
  create  Belleson             family       1
  create  Bellestsen           family       1
  create  Bellestson           patronymic   1
  create  Bellingen            family       1
  create  Bendikson            patronymic   1
  create  Benedicti            patronymic   1
  create  Benjaminsdotter      patronymic   1
  create  Benkestok-Høyum      family       1
  create  Beorhtwulf           given        1
  create  Berdinesen           patronymic   1
  create  Berdor               given        1
  create  Berdorsen            patronymic   1
  create  Berethe              given        1
  create  Berg-Schelklingen    family       1
  create  Berger               given        1
  create  Bergerac             family       1
  create  Bergersdatter        patronymic   1
  create  Bergeson             patronymic   1
  create  Berghemia            family       1
  create  Bergine              given        1
  create  Bergithe             given        1
  create  Bergitta             given        1
  create  Bergskråva           family       1
  create  Bergulfsen           family       1
  create  Bergulfsen           patronymic   1
  create  Bergulv              given        1
  create  Berite               given        1
  create  Beronia              family       1
  create  Beronis              family       1
  create  Bertelsen            patronymic   1
  create  Bertila              given        1
  create  Bertramsdotter       patronymic   1
  create  Berulfsdatter        patronymic   1
  create  Betkin               given        1
  create  Beurræus             family       1
  create  Bezprym              given        1
  create  Bidenia              family       1
  create  Bileivson            patronymic   1
  create  Binnich              given        1
  create  Birckholtz           family       1
  create  Birgeri              patronymic   1
  create  Biur                 family       1
  create  Biör                 given        1
  create  Biörnsson            family       1
  create  Biörsson             patronymic   1
  create  Biørn                given        1
  create  Bjerchenius          family       1
  create  Bjerkenia            family       1
  create  Bjornson             patronymic   1
  create  Björnklou            family       1
  create  Björsdotter          family       1
  create  Bjøralt              family       1
  create  Bjørnsdtr            patronymic   1
  create  Blackstadia          family       1
  create  Blackstadius         family       1
  create  Blessingh            family       1
  create  Bloch                given        1
  create  Blylod               family       1
  create  Blâmont              family       1
  create  Bock af Näs          family       1
  create  Boergondië-Bredam    family       1
  create  Bohemond             given        1
  create  Boijen               family       1
  create  Bojine               given        1
  create  Bolt av Tveiten      family       1
  create  Bonde af Björnö      family       1
  create  Bondesen             patronymic   1
  create  Bondesson            patronymic   1
  create  Boothwedh            given        1
  create  Borgit               given        1
  create  Borgoña              family       1
  create  Borja y Enriquez     family       1
  create  Borrild              given        1
  create  Borssele             family       1
  create  Borsselen            family       1
  create  Bostadia             family       1
  create  Botilla              given        1
  create  Botiller             family       1
  create  Botolvsen            patronymic   1
  create  Boumediene           given        1
  create  Bozæa                family       1
  create  Bragança e Ligne     family       1
