qid,redirected_to,geni_id,lang,wikidata,ours,state,live_is_our_alias,wikidata_aliases
Q141200054,,6000000003491986761,ja,,ラケル・ヨンスダッテル・ヨンスドッテル・ヴァトネ,absent_on_wikidata,false,
Q141200054,,6000000003491986761,zh,,拉凯尔·永斯达特·永恩斯多特·瓦特内,absent_on_wikidata,false,
Q141200067,,6000000003095034915,mul,Rasmus Kjetilson Høle,Rasmus Kjetilson Høle,match,false,Rasmus Kjetilson Kjetilsen Høle | Rasmus Høle
Q141200067,,6000000003095034915,en,Rasmus Kjetilson Høle,Rasmus Kjetilson Høle,match,false,
Q141200067,,6000000003095034915,ja,,ラスムス・ヒェティルソン・ヘーレ,absent_on_wikidata,false,
Q141200067,,6000000003095034915,zh,,拉斯穆斯·谢蒂尔松·赫勒,absent_on_wikidata,false,
Q141200074,,6000000007744183945,mul,Rasmus Olsen Bø,Rasmus Olsen Bø,match,false,Rasmus Olsen Grøtheim | Rasmus Bø
Q141200074,,6000000007744183945,en,Rasmus Olsen Bø,Rasmus Olsen Bø,match,false,
Q141200074,,6000000007744183945,ja,,ラスムス・オルセン・ベー,absent_on_wikidata,false,
Q141200074,,6000000007744183945,zh,,拉斯穆斯·奥尔森·贝,absent_on_wikidata,false,
Q141200083,,6000000059888596942,mul,Sara,Sara NN,differs,false,Sara NN
Q141200083,,6000000059888596942,en,Sara,Sara NN,differs,false,
Q141200084,,6000000039510366865,mul,Selma Johanna Tunheim,Selma Johanna Tunheim,match,false,Selma Johanna Horton
Q141200084,,6000000039510366865,en,Selma Johanna Tunheim,Selma Johanna Tunheim,match,false,
Q141200084,,6000000039510366865,ja,,セルマ・ヨハナ・トゥンヘイム,absent_on_wikidata,false,
Q141200084,,6000000039510366865,zh,,塞尔马·永哈纳·通海姆,absent_on_wikidata,false,
Q141200094,,6000000003095172404,mul,Siri Rasmusdater Erevik,Siri Rasmusdtr. Erevik,differs,false,Siri Rasmusdtr. Erevik
Q141200094,,6000000003095172404,en,Siri Rasmusdater Erevik,Siri Rasmusdtr. Erevik,differs,false,Siri Rasmusdtr. Erevik
Q141200094,,6000000003095172404,ja,,シーリ・ラスムスダッテル・エレヴィク,absent_on_wikidata,false,
Q141200094,,6000000003095172404,zh,,西丽·拉斯穆斯达特·埃雷维克,absent_on_wikidata,false,
Q141200101,,6000000003043806217,mul,Sissel Jonsdatter Talje,Sissel Jonsdatter Talje,match,false,Sissel Jonsdatter Aukland | Sissela Jondtr Aukland. Talje | Sissel Talje
Q141200101,,6000000003043806217,en,Sissel Jonsdatter Talje,Sissel Jonsdatter Talje,match,false,
Q141200101,,6000000003043806217,ja,,シセル・ヨンスダッテル・タルイェ,absent_on_wikidata,false,
Q141200101,,6000000003043806217,zh,,西塞尔·永斯达特·塔尔耶,absent_on_wikidata,false,
Q141200111,,6000000004213963966,mul,Sæbjørn Toresson Talgje,Sæbjørn Toresson Talgje,match,false,
Q141200111,,6000000004213963966,en,Sæbjørn Toresson Talgje,Sæbjørn Toresson Talgje,match,false,
Q141200111,,6000000004213963966,ja,,セブヨルン・トレソン・タルイェ,absent_on_wikidata,false,
Q141200111,,6000000004213963966,zh,,塞布永尔恩·托雷松·塔尔耶,absent_on_wikidata,false,
Q141200112,,6000000029983078557,mul,Tollef Pederson Tunheim,Tollef Pederson Tunheim,match,false,Tollef Pederson Hetland | Tollef Tunheim
Q141200112,,6000000029983078557,en,Tollef Pederson Tunheim,Tollef Pederson Tunheim,match,false,
Q141200112,,6000000029983078557,ja,,トッレヴ・ペデルソン・トゥンヘイム,absent_on_wikidata,false,
Q141200112,,6000000029983078557,zh,,托勒夫·佩德尔松·通海姆,absent_on_wikidata,false,
Q141200127,,6000000225229617898,mul,Ådne Hansen Grøtheim,Ådne Hansen Grøtheim,match,false,Ådne Hansen Store Oma | Ådne Grøtheim
Q141200127,,6000000225229617898,en,Ådne Hansen Grøtheim,Ådne Hansen Grøtheim,match,false,
Q141200127,,6000000225229617898,ja,,オードネ・ハンセン・グレートヘイム,absent_on_wikidata,false,
Q141200127,,6000000225229617898,zh,,奥德内·哈恩森·格勒特海姆,absent_on_wikidata,false,
Q141200604,,6000000007020763500,mul,Anna Nilsdotter,Anna Nilsdotter,match,false,
Q141200604,,6000000007020763500,en,Anna Nilsdotter,Anna Nilsdotter,match,false,
Q141200604,,6000000007020763500,ja,,アンナ・ニルスドッテル,absent_on_wikidata,false,
Q141200604,,6000000007020763500,zh,,安娜·尼尔斯多特,absent_on_wikidata,false,
Q141205894,,6000000039512807134,mul,Agnes Tunheim,Agnes Tunheim,match,false,Agnes Bakke
Q141205894,,6000000039512807134,en,Agnes Tunheim,Agnes Tunheim,match,false,
Q141205894,,6000000039512807134,ja,,アグネス・トゥンヘイム,absent_on_wikidata,false,
Q141205894,,6000000039512807134,zh,,阿格内斯·通海姆,absent_on_wikidata,false,
Q141205895,,6000000016278848605,mul,Andreas Christiansen,Andreas Christiansen,match,false,
Q141205895,,6000000016278848605,en,Andreas Christiansen,Andreas Christiansen,match,false,
Q141205895,,6000000016278848605,ja,,アンドレアス・クリスチャンセン,absent_on_wikidata,false,
Q141205895,,6000000016278848605,zh,,阿恩德雷阿斯·克里斯蒂安森,absent_on_wikidata,false,
Q141205896,,6000000018935780138,mul,Ane Marie Konstanse Amanda Kristine Hegre,Ane Marie Konstanse Amanda Kristine Hegre,match,false,Ane Marie Konstanse Amanda Kristine Christiansdatter | Anne Marie Hegre Hegre
Q141205896,,6000000018935780138,en,Ane Marie Konstanse Amanda Kristine Hegre,Ane Marie Konstanse Amanda Kristine Hegre,match,false,
Q141205896,,6000000018935780138,ja,,アーネ・マリー・コンスタンセ・アマンダ・クリスティーネ・ヘグレ,absent_on_wikidata,false,
Q141205896,,6000000018935780138,zh,,安内·玛丽·科恩斯塔恩塞·阿马恩达·克丽丝汀·赫格雷,absent_on_wikidata,false,
Q141205898,,6000000005609232777,mul,Anna Tormodsdatter Mele,Anna Tormodsdatter Mele,match,false,Anna Mele
Q141205898,,6000000005609232777,en,Anna Tormodsdatter Mele,Anna Tormodsdatter Mele,match,false,
Q141205898,,6000000005609232777,ja,,アンナ・トルモドスダッテル・メーレ,absent_on_wikidata,false,
Q141205898,,6000000005609232777,zh,,安娜·托尔莫德斯达特·梅勒,absent_on_wikidata,false,
Q141205899,,6000000007980617734,mul,Bergitte Ivarsdatter Tjentland,Bergitte Ivarsdatter Tjentland,match,false,Berete Tjentland
Q141205899,,6000000007980617734,en,Bergitte Ivarsdatter Tjentland,Bergitte Ivarsdatter Tjentland,match,false,
Q141205899,,6000000007980617734,ja,,ベルギテ・イーヴァシュダッテル・トイェントランド,absent_on_wikidata,false,
Q141205899,,6000000007980617734,zh,,贝尔吉特·伊瓦斯达特·特耶恩特拉恩德,absent_on_wikidata,false,
Q141205900,,6000000006146870818,mul,Bertrand Olav Olsen Vigdel,Bertrand Olav Olsen Vigdel,match,false,
Q141205900,,6000000006146870818,en,Bertrand Olav Olsen Vigdel,Bertrand Olav Olsen Vigdel,match,false,
Q141205900,,6000000006146870818,ja,,ベルトランド・オラヴ・オルセン・ヴィグデル,absent_on_wikidata,false,
Q141205900,,6000000006146870818,zh,,贝尔特拉恩德·奥拉夫·奥尔森·维格德尔,absent_on_wikidata,false,
Q141205902,,6000000001139071013,mul,Daniel Olofsson,Daniel Olofsson,match,false,
Q141205902,,6000000001139071013,en,Daniel Olofsson,Daniel Olofsson,match,false,
Q141205902,,6000000001139071013,ja,,ダニエル・オロフソン,absent_on_wikidata,false,
Q141205902,,6000000001139071013,zh,,达尼埃尔·奥洛夫松,absent_on_wikidata,false,
Q141205903,,6000000001656464422,mul,Enok Jonson Rønneberg,Enok Jonson Rønneberg,match,false,Enok Jonson Lura | Enok Rønneberg
Q141205903,,6000000001656464422,en,Enok Jonson Rønneberg,Enok Jonson Rønneberg,match,false,
Q141205903,,6000000001656464422,ja,,エノク・ヨンソン・レンネベルグ,absent_on_wikidata,false,
Q141205903,,6000000001656464422,zh,,埃诺克·永松·伦内贝格,absent_on_wikidata,false,
Q141205904,,6000000007977884350,mul,Erik Tollefson Foss-Eikeland,Erik Tollefson Foss-Eikeland,match,false,Erik Tollefson Fotland | Erik Time Foss-Eikeland | Erik Foss-Eikeland
Q141205904,,6000000007977884350,en,Erik Tollefson Foss-Eikeland,Erik Tollefson Foss-Eikeland,match,false,
Q141205904,,6000000007977884350,ja,,エリク・トレフソン・フォスエイケランド,absent_on_wikidata,false,
Q141205904,,6000000007977884350,zh,,埃里克·托勒夫松·福斯艾凯拉恩德,absent_on_wikidata,false,
Q141205907,,6000000180033404926,mul,Geneva Bell Gullingsrud Romans,Geneva Bell Gullingsrud Romans,match,false,Geneva Bell Tunheim
Q141205907,,6000000180033404926,en,Geneva Bell Gullingsrud Romans,Geneva Bell Gullingsrud Romans,match,false,
Q141205907,,6000000180033404926,ja,,ゲネヴァ・ベル・グリングスルド・ロマンス,absent_on_wikidata,false,
Q141205907,,6000000180033404926,zh,,盖内瓦·贝尔·古利恩格斯鲁德·罗马恩斯,absent_on_wikidata,false,
Q141205908,,6000000039507605374,mul,Gotfred Olai Ekman,Gotfred Olai Ekman,match,false,Gotfred Olie Ekman
Q141205908,,6000000039507605374,en,Gotfred Olai Ekman,Gotfred Olai Ekman,match,false,
Q141205908,,6000000039507605374,ja,,ゴトフレド・オライ・エクマン,absent_on_wikidata,false,
Q141205908,,6000000039507605374,zh,,戈特夫雷德·奥拉伊·埃克马恩,absent_on_wikidata,false,
Q141205909,,6000000001169235389,mul,Gudrun Sæbjørnsdatter Talgje,Gudrun Sæbjørnsdatter Talgje,match,false,Gudrun Sæbjørnsdatter Nord-Talgje | Guri Talgje | Gudrun Talgje
Q141205909,,6000000001169235389,en,Gudrun Sæbjørnsdatter Talgje,Gudrun Sæbjørnsdatter Talgje,match,false,
Q141205909,,6000000001169235389,ja,,グドルン・セブヨルンスダッテル・タルイェ,absent_on_wikidata,false,
Q141205909,,6000000001169235389,zh,,古德鲁恩·塞布永尔恩斯达特·塔尔耶,absent_on_wikidata,false,
Q141205910,,6000000001169235380,mul,Hallvord Randa,Hallvord (Knutsson Hage?) Randa,differs,false,Hallvord Hesbø | Knutsson Hage? Randa | Haldor Randa
Q141205910,,6000000001169235380,en,Hallvord Randa,Hallvord (Knutsson Hage?) Randa,differs,false,
Q141205911,,6000000006922466045,mul,Hans Svensen Risa I,Hans Svensen Risa I,match,false,
Q141205911,,6000000006922466045,en,Hans Svensen Risa I,Hans Svensen Risa I,match,false,
Q141205911,,6000000006922466045,ja,,ハンス・スヴェンセン・リサ・イ,absent_on_wikidata,false,
Q141205911,,6000000006922466045,zh,,汉斯·斯韦恩森·里萨·伊,absent_on_wikidata,false,
Q141205912,,6000000221449607942,mul,Herborg Johannesdatter Sør-Reime,Herborg Johannesdatter Sør-Reime,match,false,Herborg Johannesdatter Obrestad | Herborg Sør-Reime
Q141205912,,6000000221449607942,en,Herborg Johannesdatter Sør-Reime,Herborg Johannesdatter Sør-Reime,match,false,
Q141205912,,6000000221449607942,ja,,ヘルボルグ・ヨハンネスダッテル・セール・レイメ,absent_on_wikidata,false,
Q141205912,,6000000221449607942,zh,,赫尔博尔格·约翰内斯达特·瑟尔·雷梅,absent_on_wikidata,false,
Q141205913,,6000000007980389582,mul,Ingebret Pederson Voster,Ingebret Pederson Voster,match,false,Ingebret Voster
Q141205913,,6000000007980389582,en,Ingebret Pederson Voster,Ingebret Pederson Voster,match,false,
Q141205913,,6000000007980389582,ja,,インゲブレート・ペデルソン・ヴォステル,absent_on_wikidata,false,
Q141205913,,6000000007980389582,zh,,英厄布雷特·佩德尔松·沃斯特尔,absent_on_wikidata,false,
Q141205914,,6000000003491951665,mul,Inger Osmundsdatter Risa,Inger (Ingrid) Osmundsdatter Risa,differs,false,Inger Osmundsdatter Tunheim | Ingrid Risa | Inger Risa
Q141205914,,6000000003491951665,en,Inger Osmundsdatter Risa,Inger (Ingrid) Osmundsdatter Risa,differs,false,
Q141205915,,6000000006595807857,mul,Jöns Jakobsson guldsmed,Jöns Jakobsson guldsmed,match,false,
Q141205915,,6000000006595807857,en,Jöns Jakobsson guldsmed,Jöns Jakobsson guldsmed,match,false,
Q141205916,,6000000005609534649,mul,Kari Olsdatter,Kari Olsdatter,match,false,
Q141205916,,6000000005609534649,en,Kari Olsdatter,Kari Olsdatter,match,false,
Q141205916,,6000000005609534649,ja,,カリ・オルスダッテル,absent_on_wikidata,false,
Q141205916,,6000000005609534649,zh,,卡里·奥尔斯达特,absent_on_wikidata,false,
Q141205917,,6000000027469679490,mul,Kerstin Månsdotter,Kerstin Månsdotter,match,false,
Q141205917,,6000000027469679490,en,Kerstin Månsdotter,Kerstin Månsdotter,match,false,
Q141205917,,6000000027469679490,ja,,ケルスティン・モーンスドッテル,absent_on_wikidata,false,
Q141205917,,6000000027469679490,zh,,凯尔斯蒂恩·莫恩斯多特,absent_on_wikidata,false,
Q141205918,,6000000039507489796,mul,Mabel Tunheim,Mabel Tunheim,match,false,Mabel Ingalls
Q141205918,,6000000039507489796,en,Mabel Tunheim,Mabel Tunheim,match,false,
Q141205918,,6000000039507489796,ja,,マベル・トゥンヘイム,absent_on_wikidata,false,
Q141205918,,6000000039507489796,zh,,马贝尔·通海姆,absent_on_wikidata,false,
Q141205919,,6000000005608880208,mul,Malena Hansdatter Bø,Malena Hansdatter Bø,match,false,Malena Hansdatter Risa | Malena Bø
Q141205919,,6000000005608880208,en,Malena Hansdatter Bø,Malena Hansdatter Bø,match,false,
Q141205919,,6000000005608880208,ja,,マレナ・ハンスダッテル・ベー,absent_on_wikidata,false,
Q141205919,,6000000005608880208,zh,,马莱纳·汉斯达特·贝,absent_on_wikidata,false,
Q141205921,,6000000003491995109,mul,Maria Jonsdatter Lura,Maria Jonsdatter Lura,match,false,Maria Jonsdatter Vatne | Maria Lura
Q141205921,,6000000003491995109,en,Maria Jonsdatter Lura,Maria Jonsdatter Lura,match,false,
Q141205921,,6000000003491995109,ja,,マリア・ヨンスダッテル・ルラ,absent_on_wikidata,false,
Q141205921,,6000000003491995109,zh,,马里阿·永斯达特·卢拉,absent_on_wikidata,false,
Q141205922,,6000000002301351344,mul,Marit Ormsd Byre,Marit Ormsd Byre,match,false,Fister Byre
Q141205922,,6000000002301351344,en,Marit Ormsd Byre,Marit Ormsd Byre,match,false,
Q141205922,,6000000002301351344,ja,,マリト・オルムスド・ビレ,absent_on_wikidata,false,
Q141205922,,6000000002301351344,zh,,马里特·奥尔姆斯德·比雷,absent_on_wikidata,false,
Q141205923,,6000000005718339007,mul,Mathilde Fredrikke Thams,Mathilde Fredrikke Thams,match,false,Mathilde Fredrikke Christiansen | Matty Thams
Q141205923,,6000000005718339007,en,Mathilde Fredrikke Thams,Mathilde Fredrikke Thams,match,false,
Q141205923,,6000000005718339007,ja,,マティルデ・フレドリケ・タムス,absent_on_wikidata,false,
Q141205923,,6000000005718339007,zh,,马蒂尔德·夫雷德里凯·塔姆斯,absent_on_wikidata,false,
Q141205924,,6000000012242894384,mul,NN N.N. Gjøa,N.N. Aukland,differs,false,
Q141205924,,6000000012242894384,en,mother of Lars Gunnbjørnsen Mjølhus,N.N. Aukland,differs,false,
Q141205926,,6000000006828575883,mul,NN,NN,match,false,
Q141205926,,6000000006828575883,en,mother of Andreas Olofsson,NN,differs,false,
Q141205928,,6000000017093875188,mul,NN Jonsdotter,NN Jonsdotter,match,false,
Q141205928,,6000000017093875188,en,wife of Daniel Olofsson,NN Jonsdotter,differs,false,
Q141205929,,6000000100130208752,mul,Ola Toreson Randa,Ola Toreson Randa,match,false,Ola Toreson Talgje | Ola Randa
Q141205929,,6000000100130208752,en,Ola Toreson Randa,Ola Toreson Randa,match,false,
Q141205929,,6000000100130208752,ja,,オーラ・トレソン・ランダ,absent_on_wikidata,false,
Q141205929,,6000000100130208752,zh,,乌拉·托雷松·拉恩达,absent_on_wikidata,false,
Q141205930,,6000000003376377487,mul,Olav Knutson Randa Håland,Olav Knutson Randa Håland,match,false,Olav Knutson Randa Randa | Olav Randa Håland
Q141205930,,6000000003376377487,en,Olav Knutson Randa Håland,Olav Knutson Randa Håland,match,false,
Q141205930,,6000000003376377487,ja,,オラヴ・クヌートソン・ランダ・ホーランド,absent_on_wikidata,false,
Q141205930,,6000000003376377487,zh,,奥拉夫·克努特松·拉恩达·霍兰,absent_on_wikidata,false,
Q141205931,,6000000007021340142,mul,Olof Olofsson,Olof Olofsson,match,false,
Q141205931,,6000000007021340142,en,Olof Olofsson,Olof Olofsson,match,false,
Q141205931,,6000000007021340142,ja,,オロフ・オロフソン,absent_on_wikidata,false,
Q141205931,,6000000007021340142,zh,,奥洛夫·奥洛夫松,absent_on_wikidata,false,
Q141205932,,6000000003125391522,mul,Olof Timmerman,Olof Timmerman,match,false,
Q141205932,,6000000003125391522,en,Olof Timmerman,Olof Timmerman,match,false,
Q141205932,,6000000003125391522,ja,,オロフ・ティメルマン,absent_on_wikidata,false,
Q141205932,,6000000003125391522,zh,,奥洛夫·蒂梅尔马恩,absent_on_wikidata,false,
Q141205933,,6000000180000912822,mul,NN,Private,differs,false,
Q141205933,,6000000180000912822,en,husband of Mona Beth Carney Castro,Private,differs,false,
Q141205934,,6000000179998546896,mul,NN,Private,differs,false,
Q141205934,,6000000179998546896,en,son of Joseph Tunheim,Private,differs,false,
Q141205936,,6000000224702291876,mul,NN,Private,differs,false,
Q141205936,,6000000224702291876,en,daughter of Helmik Kristiansen Sør-Reime,Private,differs,false,
Q141205937,,6000000008686109792,mul,Ragnhild Eyvindsdotter Eyvindsdotter,Ragnhild Eyvindsdotter Eyvindsdotter,match,false,Ragnhild Eyvindsdotter Byre | Ragnhild Eyvindsdotter
Q141205937,,6000000008686109792,en,Ragnhild Eyvindsdotter Eyvindsdotter,Ragnhild Eyvindsdotter Eyvindsdotter,match,false,
Q141205937,,6000000008686109792,ja,,ラグンヒル・エイヴィンドスドッテル・エイヴィンドスドッテル,absent_on_wikidata,false,
Q141205937,,6000000008686109792,zh,,拉格希尔德·埃伊维恩德斯多特·埃伊维恩德斯多特,absent_on_wikidata,false,
Q141205938,,6000000006358672581,mul,Ranveig Olsd Trevland,Ranveig Olsd Trevland,match,false,Larsson Trevland
Q141205938,,6000000006358672581,en,Ranveig Olsd Trevland,Ranveig Olsd Trevland,match,false,
Q141205938,,6000000006358672581,ja,,ランヴェイグ・オルスド・トレヴランド,absent_on_wikidata,false,
Q141205938,,6000000006358672581,zh,,拉恩韦伊格·奥尔斯德·特雷夫拉恩德,absent_on_wikidata,false,
Q141205939,,6000000005607155262,mul,Rasmus Person Øksnevad,Rasmus Person Øksnevad,match,false,
Q141205939,,6000000005607155262,en,Rasmus Person Øksnevad,Rasmus Person Øksnevad,match,false,
Q141205939,,6000000005607155262,ja,,ラスムス・ペルソン・エクスネヴァード,absent_on_wikidata,false,
Q141205939,,6000000005607155262,zh,,拉斯穆斯·佩尔松·厄克斯内瓦,absent_on_wikidata,false,
Q141205940,,6000000016756376445,mul,Simen Olsen,Simen Olsen,match,false,
Q141205940,,6000000016756376445,en,Simen Olsen,Simen Olsen,match,false,
Q141205940,,6000000016756376445,ja,シーメン・オルセン,シーメン・オルセン,match,false,
Q141205940,,6000000016756376445,zh,西门·奥尔森,西门·奥尔森,match,false,
Q141205941,,6000000179983874822,mul,Thelma Geraldine Bagby,Thelma Geraldine Bagby,match,false,Thelma Geraldine Ekman
Q141205941,,6000000179983874822,en,Thelma Geraldine Bagby,Thelma Geraldine Bagby,match,false,
Q141205941,,6000000179983874822,ja,,テルマ・ゲラルディネ・バグビ,absent_on_wikidata,false,
Q141205941,,6000000179983874822,zh,,特尔马·盖拉尔迪内·巴格比,absent_on_wikidata,false,
Q141205942,,6000000002572701505,mul,Tore Gardson Gardsson,Tore II Gardson Gard,differs,true,Garå Gardsson
Q141205942,,6000000002572701505,en,Tore Gardson Gardsson,Tore II Gardson Gard,differs,true,
Q141205942,,6000000002572701505,ja,,トレ・イイ・ガルドソン・ガルド,absent_on_wikidata,false,
Q141205942,,6000000002572701505,zh,,托雷·伊伊·加尔德松·加尔德,absent_on_wikidata,false,
Q141206056,,6000000222520395904,mul,Asbjørn Helgesen Bø,Asbjørn Helgesen Bø,match,false,
Q141206056,,6000000222520395904,en,Asbjørn Helgesen Bø,Asbjørn Helgesen Bø,match,false,
Q141206056,,6000000222520395904,ja,,アスブヨルン・ヘルゲセン・ベー,absent_on_wikidata,false,
Q141206056,,6000000222520395904,zh,,阿斯布永尔恩·赫尔盖森·贝,absent_on_wikidata,false,
Q141206057,,6000000055365310131,mul,Berte Tørresdotter Austrått,Berte Tørresdotter Austrått,match,false,Berte Austrått
Q141206057,,6000000055365310131,en,Berte Tørresdotter Austrått,Berte Tørresdotter Austrått,match,false,
Q141206057,,6000000055365310131,ja,,ベルテ・トレスドッテル・アウストロート,absent_on_wikidata,false,
Q141206057,,6000000055365310131,zh,,贝尔特·托雷斯多特·奥斯特罗特,absent_on_wikidata,false,
Q141206058,,6000000053155539975,mul,Bertha Bakke,"Bertha ""Betsy"" Bakke",differs,false,Bertha Pedersdatter | Betsy Bakke
Q141206058,,6000000053155539975,en,Bertha Bakke,"Bertha ""Betsy"" Bakke",differs,false,
Q141206060,,6000000003701757499,mul,Cecilie Mortensdatter,Cecilie Mortensdatter,match,false,
Q141206060,,6000000003701757499,en,Cecilie Mortensdatter,Cecilie Mortensdatter,match,false,
Q141206060,,6000000003701757499,ja,,セシリエ・モルテンスダッテル,absent_on_wikidata,false,
Q141206060,,6000000003701757499,zh,,塞西莉厄·莫尔特恩斯达特,absent_on_wikidata,false,
Q141206061,,6000000002482165558,mul,Cecilie Olsdatter Håland,Cecilie Olsdatter Håland,match,false,Cecilie Olsdatter Skiftun | Cecilie Håland
Q141206061,,6000000002482165558,en,Cecilie Olsdatter Håland,Cecilie Olsdatter Håland,match,false,
Q141206061,,6000000002482165558,ja,,セシリエ・オルスダッテル・ホーランド,absent_on_wikidata,false,
Q141206061,,6000000002482165558,zh,,塞西莉厄·奥尔斯达特·霍兰,absent_on_wikidata,false,
Q141206080,,6000000002482240141,mul,Peder Tormodson Foss,Peder Tormodson Foss,match,false,
Q141206080,,6000000002482240141,en,Peder Tormodson Foss,Peder Tormodson Foss,match,false,
Q141206080,,6000000002482240141,ja,,ペデル・トルモドソン・フォス,absent_on_wikidata,false,
Q141206080,,6000000002482240141,zh,,佩德尔·托尔莫德松·福斯,absent_on_wikidata,false,
Q141206082,,6000000003491988836,mul,Jon Olson Raustad,Jon Olson Raustad,match,false,
Q141206082,,6000000003491988836,en,Jon Olson Raustad,Jon Olson Raustad,match,false,
Q141206082,,6000000003491988836,ja,ヨン・オルソン・ラウスタード,ヨン・オルソン・ラウスタード,match,false,
Q141206082,,6000000003491988836,zh,永·奥尔松·劳斯塔,永·奥尔松·劳斯塔,match,false,
Q141206084,,6000000025579779586,mul,Margareta Burea,Margareta Burea,match,false,Margareta Johansdotter Burea
Q141206084,,6000000025579779586,en,Margareta Burea,Margareta Burea,match,false,
Q141206084,,6000000025579779586,ja,,マルガレータ・ブレア,absent_on_wikidata,false,
Q141206084,,6000000025579779586,zh,,玛格丽塔·布雷阿,absent_on_wikidata,false,
Q14554945,,6000000050931739847,mul,Robert Magnus von Rosen,,we_have_none,false,
Q14554945,,6000000050931739847,en,Robert Magnus von Rosen,,we_have_none,false,
Q1527696,,6000000008390619113,mul,,Carl Aurivillius,absent_on_wikidata,false,
Q1527696,,6000000008390619113,en,Carl Aurivillius,Carl Aurivillius,match,false,Karl Aurivillius
Q1527696,,6000000008390619113,ja,,カルル・アウリヴィリウス,absent_on_wikidata,false,
Q1527696,,6000000008390619113,zh,,卡尔尔·奥里维利乌斯,absent_on_wikidata,false,
Q156749,,6000000000839941745,mul,Adolf Erik Nordenskiöld,,we_have_none,false,
Q156749,,6000000000839941745,en,Adolf Erik Nordenskiöld,,we_have_none,false,Nordensk. | A. E. Nordenskioeld | Nils Adolf Erik Nordenskioeld | Nils Adolf Erik Nordenskiöld | Adolf Nordenskiöld | Nordenskiöld A E | Erik Nordenskiöld
Q156749,,6000000000839941745,ja,アドルフ・エリク・ノルデンショルド,,we_have_none,false,ニルス・アドルフ・エリック・ノルデンショルド | A・E・ノルデンショルド
Q156749,,6000000000839941745,zh,諾登舍爾德,,we_have_none,false,奈爾斯·阿道夫·諾登舍爾
Q16165426,,6000000012526829690,mul,Catharina Burea,Catharina Burea,match,false,
Q16165426,,6000000012526829690,en,Catharina Burea,Catharina Burea,match,false,Catherine Bure
Q16165426,,6000000012526829690,ja,,カタリナ・ブレア,absent_on_wikidata,false,
Q16165426,,6000000012526829690,zh,,卡塔里纳·布雷阿,absent_on_wikidata,false,
Q16165489,,6000000003966342388,mul,,Abraham Laurentii Burman,absent_on_wikidata,false,
Q16165489,,6000000003966342388,en,Abraham Laurentii Burman,Abraham Laurentii Burman,match,false,
Q16165489,,6000000003966342388,ja,,アブラハム・ラウレンティイ・ブルマン,absent_on_wikidata,false,
Q16165489,,6000000003966342388,zh,,阿布拉哈姆·拉乌雷恩蒂伊·布尔马恩,absent_on_wikidata,false,
Q1648141,,6000000008897593297,mul,Adolph Ribbing,Adolf Ludvig Ribbing,differs,false,
Q1648141,,6000000008897593297,en,Adolph Ribbing,Adolf Ludvig Ribbing,differs,false,Adolph Ludvig Ribbing
Q1648141,,6000000008897593297,ja,,アドルフ・ルドヴィグ・リビング,absent_on_wikidata,false,
Q1648141,,6000000008897593297,zh,,阿多尔夫·卢德维格·里比恩格,absent_on_wikidata,false,
Q16596199,,6000000012056862710,en,Hedvig Sofia von Rosen,,we_have_none,false,Countess Hedvig Sophia von Stenbock
Q16649477,,6000000008394576487,mul,,Nicolaus Jacobi Bothniensis,absent_on_wikidata,false,
Q16649477,,6000000008394576487,en,Nicolaus Jacobi Bothniensis,Nicolaus Jacobi Bothniensis,match,false,
Q16649477,,6000000008394576487,ja,,ニコラウス・ヤコビ・ボトニエンシス,absent_on_wikidata,false,
Q16649477,,6000000008394576487,zh,,尼科拉乌斯·雅科比·博特尼埃恩西斯,absent_on_wikidata,false,
Q16649958,,6000000013020967973,en,Johan Otto Nauckhoff,,we_have_none,false,
Q16649960,,311815313480004654,mul,,Olof Nauclér,absent_on_wikidata,false,
Q16649960,,311815313480004654,en,Olof Nauclér,Olof Nauclér,match,false,
Q16650154,,6000000003374922780,mul,,Ericus Olai Plantin,absent_on_wikidata,false,
Q16650154,,6000000003374922780,en,Ericus Olai Plantin,Ericus Olai Plantin,match,false,
Q16650154,,6000000003374922780,ja,,エリクス・オライ・プランティン,absent_on_wikidata,false,
Q16650154,,6000000003374922780,zh,,埃里库斯·奥拉伊·普拉恩蒂恩,absent_on_wikidata,false,
Q16650163,,6000000001720825110,mul,,Samuel Andersson Pryss,absent_on_wikidata,false,
Q16650163,,6000000001720825110,en,Samuel Pryss,Samuel Andersson Pryss,differs,false,
Q16650163,,6000000001720825110,ja,,サムエル・アンデルソン・プリス,absent_on_wikidata,false,
Q16650163,,6000000001720825110,zh,,萨穆埃尔·阿恩德尔松·普里斯,absent_on_wikidata,false,
Q16650429,,6000000019327213179,en,Pehr Svedelius,,we_have_none,false,
Q16650430,,6000000014032409455,en,Pehr Gustaf Svedelius,,we_have_none,false,
Q16650516,,6000000008605117809,en,Mikael von Törne,,we_have_none,false,
Q16650517,,6000000008605294394,en,Mikael von Törne,,we_have_none,false,
Q16945159,,6000000017424989989,mul,Nils Abraham Bruncrona,,we_have_none,false,
Q16945159,,6000000017424989989,en,Nils Abraham Bruncrona,,we_have_none,false,Nils Abraham Rabbe Bruncrona
Q16945169,,6000000138783072822,mul,Mårten Bunge,,we_have_none,false,
