geni_id,qid,person,agrees,conflicts,comparable,margin
6000000026875093257,Q75532189,Robert de St. Clair,0,1,1,1
6000000020533257790,Q75919231,Seisyllt,0,1,1,1
6000000006444395942,Q76011866,Charles Brandon Clifford,0,1,1,1
6000000002550979947,Q76011868,Henry De Clifford,0,1,1,1
6000000001756061146,Q81826156,Albert III von Everstein,0,1,1,1
6000000024778642176,Q85236607,Michael Hieronim,0,1,1,1
4815866939850026583,Q85852699,"Anseau I ""le Vieux""",0,1,1,1
6000000015364189001,Q85854399,Pons 'Le Jeune' de Traynel,0,1,1,1
6000000011905717283,Q86835643,Erzsébet,0,1,1,1
5400801118790100576,Q96243440,Jabez Warren,0,1,1,1
6000000016771285651,Q97783372,Agnès de Tailhac,0,1,1,1
6000000003645847650,Q1091124,Nysa,2,2,4,0
6000000000770366029,Q123643515,David Judson,2,2,4,0
6000000008537611560,Q13031421,Maria Vasilkovna,2,2,4,0
6000000001045491041,Q1367604,Ragnvald,2,2,4,0
6000000006727876082,Q15615597,Svyatopolk Duke Of Novgorod Volynia,2,2,4,0
6000000004533196497,Q15975197,Elisabeth Gräfin von Orlamünde,2,2,4,0
6000000012502759517,Q16203434,Quintus Marcius Barea Sura,2,2,4,0
6000000003645859344,Q1897013,Achaeus,2,2,4,0
6000000003493243753,Q21002086,Fernando,2,2,4,0
6000000000112096314,Q2104024,Clémence Namur,2,2,4,0
6000000008051032314,Q21077074,Juana Cortés Ramírez de Arellano,2,2,4,0
6000000003513191421,Q237156,Laodice,2,2,4,0
6000000002188166432,Q23783380,Moritz II Oldenburg-Oldenburg,2,2,4,0
6000000003524249480,Q2590383,Ivan Семёнович Sapieha-Kodenski,2,2,4,0
6000000027346213834,Q2869609,Huitzilxochtzin Of,2,2,4,0
6000000001041560317,Q2927059,Brusi Sigurdsson,2,2,4,0
6000000001045369865,Q3049451,"Einarr ""Turf"" Rögnvaldsson",2,2,4,0
6000000003645908141,Q332557,Phraortes,2,2,4,0
6000000002187837461,Q4195667,Iwan Юрьевич Turowski,2,2,4,0
6000000001500907061,Q57231616,Marguerite,2,2,4,0
6000000000677330061,Q5860566,Fernando,2,2,4,0
6000000008640434812,Q600483,Baldwin,2,2,4,0
6000000000623201673,Q6098262,Ragnfred Eiriksson,2,2,4,0
6000000117134008095,Q62024,Stephanie de Beauharnais,2,2,4,0
6000000002967254522,Q96203260,John Stewart Chilton,2,2,4,0
6000000006101240845,Q1001936,Flavius Eutropius,1,1,2,0
6000000015110133792,Q102861886,Anne de Croÿ-Renty,1,1,2,0
6000000074473068010,Q10292023,守 全真 子固 常州晉陵,1,1,2,0
6000000074734494144,Q10336135,晦 慧炬 隴西成紀,1,1,2,0
6000000038767006120,Q105454521,"Isabella ""Bella"" Hahn",1,1,2,0
6000000130213811931,Q105455366,Ernst,1,1,2,0
6000000012634753101,Q106271708,穏子,1,1,2,0
6000000025142392132,Q106704888,William Gorges,1,1,2,0
6000000074767346123,Q10720076,玼 隴西狄道,1,1,2,0
6000000003645864842,Q107638183,Curtilia,1,1,2,0
6000000010878585421,Q108433284,María Ponce-de-León y Zúñiga,1,1,2,0
6000000075344951124,Q10880667,翼 文若 河南洛陽,1,1,2,0
6000000006933091198,Q108840584,Lars Ziegler Broch,1,1,2,0
6000000003166148300,Q108998,Nikolaus II Mecklenburg,1,1,2,0
6000000003493396104,Q109010961,Aimée,1,1,2,0
6000000074749878485,Q10917639,隴西狄道,1,1,2,0
6000000008630735902,Q109447093,Valeria (Fausta) Maximina,1,1,2,0
6000000001354010633,Q109769419,Timothy Phelps,1,1,2,0
6000000006821699341,Q110154727,Herluf Mauridsen Skave,1,1,2,0
6000000002066620294,Q110304695,Knud Jørgensen Rud,1,1,2,0
6000000011567882104,Q110586519,Pedro,1,1,2,0
6000000021150904515,Q11075508,遺愛 字俊 清河,1,1,2,0
6000000007512887719,Q11095892,天賜 隴西狄道,1,1,2,0
6000000074734918065,Q11095980,孝基 隴西狄道,1,1,2,0
6000000007512954111,Q11097387,熙 隴西狄道,1,1,2,0
6000000074750515082,Q11097672,紓 隴西狄道,1,1,2,0
6000000074750774919,Q11097677,紘 隴西狄道,1,1,2,0
6000000074750862833,Q11097694,絢 隴西狄道,1,1,2,0
6000000074750681956,Q11097695,絿 隴西狄道,1,1,2,0
6000000074750578017,Q11097705,綢 隴西狄道,1,1,2,0
6000000074750559113,Q11097721,綸 隴西狄道,1,1,2,0
6000000074750736910,Q11097726,緯 隴西狄道,1,1,2,0
6000000074750561042,Q11097749,約 隴西狄道,1,1,2,0
6000000074749907601,Q11097762,紳 隴西狄道,1,1,2,0
6000000074750781891,Q11097772,結 隴西狄道,1,1,2,0
6000000074750786919,Q11097787,綺 隴西狄道,1,1,2,0
6000000074750666979,Q11097789,緄 隴西狄道,1,1,2,0
6000000074750576159,Q11097798,綰 隴西狄道,1,1,2,0
6000000074750468195,Q11097799,緗 隴西狄道,1,1,2,0
6000000074750608951,Q11097999,言揚 隴西狄道,1,1,2,0
6000000074750676843,Q11098005,諴 隴西狄道,1,1,2,0
6000000074735561821,Q11098139,道玄 隴西狄道,1,1,2,0
6000000011997957937,Q111109033,Sumako,1,1,2,0
6000000016457548670,Q111219518,Paweł Drucki-Lubecki h. Druck,1,1,2,0
6000000021122246892,Q11534599,肅 河東解縣,1,1,2,0
6000000074705648192,Q11541089,旉 文衍 弘農華陰,1,1,2,0
6000000001845204180,Q115573689,Sarah Riley,1,1,2,0
6000000003645864016,Q1159574,Lucius Aelius Plautius Lamia Aelianus,1,1,2,0
6000000003493255879,Q116042662,Fernando de Silva,1,1,2,0
6000000007980352443,Q116121319,Jens Pallesen Fasti,1,1,2,0
6000000011090284861,Q1163079,Daniil Vasiljevich Patrikeev,1,1,2,0
6000000008954356091,Q116479956,Juan de Narrihondo,1,1,2,0
6000000180815172825,Q12001101,Skofte Ogmundsson,1,1,2,0
6000000043007675168,Q12083778,"Mikhail ""Boloban"" Семенович",1,1,2,0
6000000003541035119,Q122151952,Samuel Bassett,1,1,2,0
6000000041763756822,Q122925808,Aleksandra Sapieha,1,1,2,0
6000000001511221493,Q12293630,Sergia Plautilla,1,1,2,0
6000000007980759044,Q12322336,Knud Mogensen,1,1,2,0
6000000006090580622,Q12591,Nebuchadnezzar,1,1,2,0
6000000019777753357,Q127785316,Hanna Богданівна Putiata,1,1,2,0
385217766960003428,Q128358,"Bayezid I ""the Thunderbolt""",1,1,2,0
6000000003858563666,Q12900863,Ludwig XII Oettingen,1,1,2,0
6000000001504918225,Q129024060,Gertrud Lykke,1,1,2,0
6000000001504918217,Q129055270,Hilleborg Lykke,1,1,2,0
6000000020985995840,Q130529662,Lazar Dmitriyevich Gediminids,1,1,2,0
6000000020986031822,Q130529663,Semion Dmitriyevich Gediminids,1,1,2,0
6000000002247834869,Q1351773,Giselbert I,1,1,2,0
6000000011668279801,Q135217816,Markvard,1,1,2,0
6000000001323506976,Q1357094,Guermond de Picquigny,1,1,2,0
6000000023075969975,Q136356401,Erkenraad van Heemskerck,1,1,2,0
6000000002043195487,Q1371805,Giselbert de Lorraine,1,1,2,0
6000000008948181213,Q1410655,Flavius Bassus Herculanus,1,1,2,0
6000000010331432922,Q1438630,Theodora II di Tuscolo,1,1,2,0
6000000014595647234,Q1446615,Gedaliah ben Yosef ibn Yahya,1,1,2,0
6000000005735680561,Q1453147,Frederik Wilhelm,1,1,2,0
6000000002187891758,Q1527378,Guillaume,1,1,2,0
6000000000351094258,Q157918,Menmaatre Seti,1,1,2,0
6000000075060861895,Q15914382,巨 李,1,1,2,0
6000000000437016471,Q16199842,Indrechtach Mac Muiredaig Muillethan,1,1,2,0
6000000001195536539,Q1642655,Haakon Bolt Tinghatt,1,1,2,0
6000000001065449177,Q16428399,Hrollaug Ragnvaldsson Mœrajarls,1,1,2,0
6000000002212152431,Q16584942,Otelhildis von Haldensleben,1,1,2,0
6000000075327286466,Q16904310,禎,1,1,2,0
6000000006727800485,Q1690982,"Jobst II, Count Of",1,1,2,0
6000000069667500925,Q1695403,Johann Ludwig Gabriel Löwenfeld,1,1,2,0
6000000014058991722,Q17095892,Anna Worotyńska,1,1,2,0
5269517524100121452,Q17130934,Marcus Christensen,1,1,2,0
6000000000769899932,Q1738090,Uchtred,1,1,2,0
6000000041303977074,Q176090,Marcus Cocceius Nerva,1,1,2,0
6000000022648284367,Q18011900,Nicolas de Brichanteau,1,1,2,0
6000000075345780835,Q18236406,道虔 慶祖 范陽涿縣,1,1,2,0
6000000000728689157,Q1913065,Ermentrude,1,1,2,0
6000000008718004854,Q19302486,Mary Harvey,1,1,2,0
6000000074788455039,Q19653965,權 鄭州榮澤,1,1,2,0
6000000003645760161,Q19654347,Sigurd Toresson,1,1,2,0
6000000009665500123,Q20164829,Gottfried von Eppenstein,1,1,2,0
6000000006207789508,Q21034939,Roger la Zouche,1,1,2,0
6000000004869045119,Q21294643,Diane de La Marck,1,1,2,0
6000000000474064373,Q2135866,Willem,1,1,2,0
6000000003742102823,Q2192525,Pedro,1,1,2,0
6000000007519655888,Q2236673,Appius Claudius Nero,1,1,2,0
6000000006607055274,Q2268436,Aufidia,1,1,2,0
6000000004576195508,Q23060459,Philipp von Bolanden-Falkenstein,1,1,2,0
6000000009545914191,Q232223,Eudokia Makrembolitissa,1,1,2,0
6000000005032983184,Q233573,Offa,1,1,2,0
6000000005378117944,Q239314,Flavia Julia Titi,1,1,2,0
6000000008528531241,Q2414829,Karen Vincke,1,1,2,0
6000000009179165501,Q2501720,Владимир (Вальдемар Володша) Всеславич,1,1,2,0
6000000017063964476,Q2518418,José Francisco Miguel António,1,1,2,0
6000000004172106501,Q25410755,Juan María,1,1,2,0
6000000004533196027,Q25486172,Emich IV von Leiningen,1,1,2,0
6000000003051199594,Q2578776,Renaud de Vermandois,1,1,2,0
6000000000146198741,Q2587457,Guilhèm IV d'Urgèl,1,1,2,0
6000000006727853835,Q2618131,Kirsten,1,1,2,0
6000000080809240088,Q26243613,Изяслав Николаевич,1,1,2,0
6000000017532877902,Q2633993,KGPAA Mangkoenagara VII RM Soerjo Soeparto (1916-1944),1,1,2,0
6000000001156548028,Q2634369,Gytha Thorkelsdóttir,1,1,2,0
6000000008630612925,Q264903,Narses (Nerseh),1,1,2,0
6000000003645977045,Q2653152,Arnulf,1,1,2,0
6000000012601378833,Q2659844,"Vainius, Prince of Polotsk",1,1,2,0
6000000005598859830,Q271821,Rosamond de Clifford,1,1,2,0
6000000008155003397,Q2851363,Charlotta d'Aragon,1,1,2,0
6000000007014054306,Q2860749,Ardolph I de Guînes,1,1,2,0
6000000001588444082,Q2898087,Bernat II,1,1,2,0
6000000000765100226,Q291762,Sophia von Oberlothringen,1,1,2,0
6000000007929127173,Q29424464,Heinrich II von Katzenelnbogen,1,1,2,0
6000000005747740478,Q29603990,Vettius Justus,1,1,2,0
6000000002447118580,Q3052490,Gertrude Of Soissons,1,1,2,0
6000000000596503208,Q3056729,Philippa Mathilda de Tolosa,1,1,2,0
6000000032079727692,Q3086172,François,1,1,2,0
6000000030768187041,Q3090868,Jean François de La Rocque,1,1,2,0
6000000007095401758,Q310303,Yazdegerd,1,1,2,0
6000000003827612113,Q31192230,Burkhard von Magdeburg-Querfurt,1,1,2,0
6000000003827488463,Q31192745,Johann von Salm,1,1,2,0
6000000007048515168,Q3421083,Bermond Raymond 'le Croisé' Pelet,1,1,2,0
6000000173222462210,Q3424896,Renaud III,1,1,2,0
6000000006188836878,Q3439788,Aubrey “Sanglier” de Vere,1,1,2,0
6000000012060878096,Q3457338,Huanitzin,1,1,2,0
5340955474190113596,Q3482967,Sibylle “Rose” de Guînes,1,1,2,0
6000000000771264665,Q3494397,Ingrid Sveinsdatter,1,1,2,0
6000000006859413853,Q3623564,Popillia,1,1,2,0
6000000007376783807,Q3624266,Laodice,1,1,2,0
6000000000722248117,Q36724,Attila,1,1,2,0
6000000002060768421,Q379863,Hystaspes,1,1,2,0
6000000015818304416,Q3856643,Michele Imperiali Simeana,1,1,2,0
6000000003858710522,Q3920676,Gaudemunda Sophia of Lithuania,1,1,2,0
6000000003243184323,Q394750,Agnes Von Hessen Kassel,1,1,2,0
6000000000337400222,Q3960034,Sybil de Neufmarché,1,1,2,0
6000000080795286877,Q4097582,Брячислав Васильевич,1,1,2,0
6000000010711937045,Q42046037,Gabrielle de Bourbon,1,1,2,0
6000000008709714721,Q42720715,Constantine Davydovich,1,1,2,0
6000000075061358857,Q4309009,惲 隴西狄道,1,1,2,0
6000000011739086951,Q434369,Hephaestion,1,1,2,0
6000000033241479450,Q4391165,Yuri Кориатович of Podola,1,1,2,0
6000000036574764848,Q4391249,卞 元度 興化仙遊,1,1,2,0
6000000065777214898,Q442401,Cassandane,1,1,2,0
6000000007097847692,Q44269,Nikòlaos de Bari,1,1,2,0
6000000075344387147,Q45419430,欽仁 廣平列人,1,1,2,0
6000000074748510826,Q45460531,世昊 晉昌冥安,1,1,2,0
6000000074735317910,Q45470652,逖 隴西狄道,1,1,2,0
6000000075060389069,Q45474239,緒 隴西狄道,1,1,2,0
6000000074706222821,Q45502836,休 文休 弘農華陰,1,1,2,0
6000000074713154830,Q45510696,鴻漸 功期 河東解縣,1,1,2,0
6000000074713131844,Q45511017,蔡年 脩期 河東解縣,1,1,2,0
6000000074712577088,Q45512159,止戈 安期 河東解縣,1,1,2,0
6000000074712913987,Q45512852,待價 乃文 河東解縣,1,1,2,0
6000000074788581055,Q45533858,杳 玄邈 鄭州榮澤,1,1,2,0
6000000074757904942,Q45537594,昇 字羾 京兆杜陵,1,1,2,0
6000000074739479893,Q45607037,震 趙郡平棘,1,1,2,0
6000000074739583847,Q45607676,節 行滿 趙州平棘,1,1,2,0
6000000074750468861,Q45680162,幼儒 幼儒 太原,1,1,2,0
6000000074750254095,Q45680490,幼沖 太原,1,1,2,0
6000000074730191960,Q45684046,徹 京兆萬年,1,1,2,0
6000000074735187821,Q45692402,嵸 隴西狄道,1,1,2,0
6000000074735242823,Q45692909,某 隴西狄道,1,1,2,0
6000000074735471832,Q45699261,瑗 仲寶 隴西狄道,1,1,2,0
6000000074735206954,Q45699766,某 隴西狄道,1,1,2,0
6000000074734329258,Q45699868,某 隴西狄道,1,1,2,0
6000000074735036995,Q45699971,知保 隴西狄道,1,1,2,0
6000000000310581159,Q4770542,Ansculf (Anscough) de Picquigny,1,1,2,0
6000000001504212922,Q4964369,Sofie Pedersdatter Lykke,1,1,2,0
6000000010936614385,Q497107,Mstislav Romanovich,1,1,2,0
6000000012926214647,Q497796,Munju,1,1,2,0
6000000012293402157,Q4985231,Laurids Henriksen,1,1,2,0
6000000002142188519,Q5184195,Crioda,1,1,2,0
6000000003795775682,Q521492,Alfonso,1,1,2,0
6000000014948462961,Q52175803,Daniło (Daszko),1,1,2,0
6000000003827618989,Q52304468,Bertha von Rheinfelden,1,1,2,0
6000000005566351597,Q527438,William of Angoulême,1,1,2,0
6000000075328054061,Q5302243,欽望 思齊 河南洛陽,1,1,2,0
4951476631580041873,Q533927,Roricon,1,1,2,0
6000000002847109297,Q5575626,Peder Turesson Bielke,1,1,2,0
5105724209600128719,Q5773287,Samuel Andersson,1,1,2,0
6000000001758859465,Q5860561,Fernando,1,1,2,0
6000000004586546893,Q58674087,Adelaide de Roucy,1,1,2,0
6000000074767691824,Q5972977,瑁 隴西狄道,1,1,2,0
6000000003076859145,Q6015314,Increase Nowell,1,1,2,0
6000000003827674104,Q61775306,Dobrochna Sapieha-Koden,1,1,2,0
6000000000424812688,Q63184167,Maud (Matilda) de Lucy,1,1,2,0
6000000034159417644,Q638650,Butigeidis,1,1,2,0
6000000074767502109,Q6538677,承宏 隴西狄道,1,1,2,0
6000000074759622191,Q6645502,叔裕 京兆杜陵,1,1,2,0
6000000075345628046,Q6694900,杞 子良 范陽涿縣,1,1,2,0
6000000028323698428,Q672163,Otto III von Brandenburg,1,1,2,0
