geni_id	qid	geni_name	jawiki_title	reading	state	evidence_strength
6000000001933159603	Q11651502	行兼 藤原	長信	ちょうしん	reading	3 hop(s)
6000000001750721339	Q11651545	小督 長勝院 永見	長勝院	ちょうしょういん	reading	3 hop(s)
6000000004163690722	Q11651975	長岌 諏訪	長岌	ちょうきゅう	reading	3 hop(s)
6000000008369791006	Q110874195	実種 風早	風早公元	かざはや きみもと	reading	3 hop(s)
6000000008369461114	Q110886408	公雄 風早	風早公紀	かざはや きんこと	reading	3 hop(s)
6000000006895360215	Q11668788	永慶 高倉	高倉永慶	たかくら ながよし	reading	3 hop(s)
6000000008025426414	Q106433860	成順 高階	高階成順	たかしな の なりのぶ	reading	3 hop(s)
6000000001916923599	Q11642024	遠山夫人 織田	龍勝院	りゅうしょういん	reading	3 hop(s)
6000000002968029509	Q11355812	公兼 三条	三条公兼	さんじょう きんかね	reading	4 hop(s)
6000000002968082251	Q11355834	実秀 左大臣 三条	三条実秀	さんじょう さねひで	reading	4 hop(s)
6000000003187856211	Q110174337	英筠 小出	園基茂	その もとしげ	reading	4 hop(s)
6000000210408834842	Q11424810	坂上	坂上老	さかのうえ の おきな	reading	4 hop(s)
6000000006994338541	Q11449186	興家 宇喜多	宇喜多興家	うきた おきいえ	reading	4 hop(s)
6000000002580552014	Q11466763	正弘(宗永) 山口	山口宗永	やまぐち むねなが	reading	4 hop(s)
6000000008133573627	Q11483150	武基 秩父	平武基	たいら の たけもと	reading	4 hop(s)
6000000008652888700	Q11483540	行義 平	平行義	たいら の ゆきよし	reading	4 hop(s)
6000000010120739929	Q4990857	穎 愛新覺羅 三	愛新覚羅韞穎	あいしんかくら おんよう	reading	4 hop(s)
6000000001908545007	Q17213898	公貫 正親町三条	正親町三条公貫	おおぎまちさんじょう きんつら	reading	4 hop(s)
6000000001908563013	Q20039036	実蔭 正親町三条	正親町三条実蔭	おおぎまちさんじょう さねかげ	reading	4 hop(s)
6000000004405344748	Q11546121	元光 武田	武田元信	たけだ もとのぶ	reading	4 hop(s)
6000000001751619339	Q118746933	吉英 永見	永見吉英	ながみ よしひで	reading	4 hop(s)
6000000009827936989	Q17213407	有雄 清原	清原有雄	きよはら の ありお	reading	4 hop(s)
6000000003126586583	Q17230451	泰清 源	源泰清	みなもと の やすきよ	reading	4 hop(s)
6000000001933062981	Q95162404	能俊 源	源能俊	みなもと の よしとし	reading	4 hop(s)
6000000001773538118	Q5368466	定秀 蒲生	蒲生定秀	がもう さだひで	reading	4 hop(s)
6000000002157907316	Q106450897	憲輔 藤原	藤原憲輔	ふじわら の のりすけ	reading	4 hop(s)
6000000001950633478	Q11623498	秀郷 藤原	藤原良世	ふじわら の よしよ	reading	4 hop(s)
6000000001907614031	Q3198713	兼嗣 近衛	近衛兼嗣	このえ かねつぐ	reading	4 hop(s)
6000000001907491490	Q3198726	忠嗣 近衛	近衛忠嗣	このえ ただつぐ	reading	4 hop(s)
6000000002593071078	Q11355814	公広 権大納言 三条	三条公広	さんじょう きんひろ	reading	5 hop(s)
6000000002968040971	Q11355832	実治 左大臣 三条	三条実治	さんじょう さねはる	reading	5 hop(s)
6000000001893845662	Q108056668	種利 前田	前田種利	まえだ たねとし	reading	5 hop(s)
6000000006993840787	Q11449185	能家 宇喜多	宇喜多能家	うきた よしいえ	reading	5 hop(s)
6000000002580553038	Q11466828	弘定 左馬助 山口	山口弘定	やまぐち ひろさだ	reading	5 hop(s)
6000000001868783054	Q6639877	信重 武田	武田信重	たけだ のぶしげ	reading	5 hop(s)
6000000001868362418	Q6639705	元信 武田	武田国信	たけだ くにのぶ	reading	5 hop(s)
6000000001998436039	Q6951120	為広 冷泉	毛利豊元	もうり とよもと	reading	5 hop(s)
6000000001998394324	Q11547671	為富 冷泉	毛利煕元	もうり ひろもと	reading	6 hop(s)
6000000001950861953	Q106451664	頼行 藤原	藤原邦恒	ふじわら の くにつね	reading	6 hop(s)
6000000001950766294	Q11623599	兼光 藤原	藤原邦昌	ふじわら の くにまさ	reading	7 hop(s)
6000000002982955773	Q11355838	季晴 三条	三条季晴	さんじょう すえはる	reading	name form
6000000002968077297	Q11355829	実顕 三条	三条実顕	さんじょう さねあき	reading	name form
6000000004100737740	Q11355852	国儔 畠山	三条西季知	さんじょうにし すえとも	reading	name form
6000000004100900137	Q136214367	国祐 畠山	三条西実勲	さんじょうにし さねいさ	reading	name form
6000000010702048905	Q11366911	御食子 中臣	中臣御食子	なかとみ の みけこ	reading	name form
6000000002578989154	Q11370812	寧子 宝珠院 徳川	亀姫 (松平忠直の娘)	かめひめ	reading	name form
6000000002241741445	Q6636741	絲子 普峯院 徳川	京姫	きょうひめ	reading	name form
6000000001880575515	Q10517461	勝子 円盛院 本多	円盛院	えんせいいん	reading	name form
6000000001760470709	Q10901487	藤子 豊楽門院 勧修寺	勧修寺藤子	かじゅうじ ふじこ	reading	name form
6000000008269675131	Q11408990	経子 德川	博恭王妃経子	ひろやすおうひ つねこ	reading	name form
6000000007020591103	Q11447199	煕子 妻木	妻木煕子	つまき ひろこ	reading	name form
6000000008290721387	Q106480877	清子 島津	島津清子	しまづ きよこ	reading	name form
6000000008322738159	Q11488058	頼子 有馬	彰仁親王妃頼子	あきひとしんのうひ よりこ	reading	name form
6000000008262022824	Q111108255	知子 島津	徳川知子	とくがわ ともこ	reading	name form
6000000008025328200	Q95161308	悰子	悰子内親王	そうしないしんのう	reading	name form
6000000001766024152	Q11510634	資子 日野西	日野西資子	ひのにし すけこ	reading	name form
6000000006805142084	Q11512051	明子	明子女王	あきこじょおう	reading	name form
6000000002485365537	Q11536669	桂岩院 四辻	桂岩院	けいがんいん	reading	name form
6000000001774326151	Q11541718	清政 榊原	榊原清政	さかきばら きよまさ	reading	name form
6000000001773909812	Q109679023	長政 榊原	榊原長政	さかきばら ながまさ	reading	name form
6000000002190429591	Q11544279	徳子 橘	橘徳子	たちばな の とくし	reading	name form
6000000037091035842	Q6765384	林子 敬士 吳興武康	沈林子	しん りんし	reading	name form
6000000001749775130	Q11153648	万福丸 浅井	浅井万福丸	あざい まんぷくまる	reading	name form
6000000001933446325	Q106269195	周子 源	源周子	みなもと の ちかこ	reading	name form
6000000008201390067	Q11578702	重能 畠山	畠山重能	はたけやま しげよし	reading	name form
6000000001774235600	Q861797	鶴姫 榊原	福正院	ふくしょういん	reading	name form
6000000007161998447	Q95162482	禧子	禧子内親王	きしないしんのう	reading	name form
6000000012593614229	Q862582	夙子 九条	英照皇太后	えいしょうこうたいごう	reading	name form
6000000218451283821	Q7139926	範子 九条	菊麿王妃範子	きくまろおうひ のりこ	reading	name form
6000000002816650226	Q11623185	宮子 藤原	藤原宮子	ふじわら の みやこ	reading	name form
6000000002189590553	Q11623279	懿子 源	藤原成子	ふじわら の しげこ	reading	name form
6000000003127273387	Q97674245	数子 藤原	藤原数子	ふじわら の かずこ	reading	name form
6000000002419815206	Q11623305	旅子 藤原	藤原旅子	ふじわら の たびこ	reading	name form
6000000009826833630	Q13368464	盛子 藤原	藤原盛子 (藤原経邦女)	ふじわら の せいし	reading	name form
6000000012925035669	Q11623484	美都子 藤原	藤原美都子	ふじわら の みつこ	reading	name form
6000000002849626216	Q10514092	薬子 藤原	藤原薬子	ふじわら の くすこ	reading	name form
6000000002415281255	Q11623536	親子 藤原	藤原親子	ふじわら の しんし	reading	name form
6000000002816432266	Q13635359	長娥子 藤原	藤原長娥子	ふじわら の ながこ	reading	name form
6000000023809764252	Q2193667	蒜子 河南陽翟	褚蒜子	ちょ さんし	reading	name form
6000000002191738396	Q7141819	貞子	貞子内親王	ていしないしんのう	reading	name form
6000000214153192822	Q108111356	好子 醍醐	邦憲王妃好子	くにのりおうひ よしこ	reading	name form
6000000031444620144	Q7140740	景子 鷹司	鷹司景子	たかつかさ ひろこ	reading	name form
6000000001906155148	Q105260083	於ふう 奥平	おふう	おふう	reading from the title, which is already kana	2 hop(s)
6000000001748661095	Q4207778	土田御前 土田	土田御前	どたごぜん/つちだごぜん	variants	1 hop(s)
6000000001749883334	Q1325288	江 崇源院 浅井	崇源院	すうげんいん / そうげんいん	variants	1 hop(s)
6000000002180281625	Q11493875	愛 藤原	愛宮	あいみや/あいのみや	variants	1 hop(s)
6000000001758739061	Q1071045	濃 斎藤	濃姫	のうひめ / のひめ	variants	1 hop(s)
6000000001749096089	Q11608422	良頼 藤左衛門 織田	織田良頼	おだ すけより/ながより	variants	1 hop(s)
6000000002838115444	Q11623421	真作 藤原	藤原真作	ふじわら の まつくり /またなり /まさか	variants	1 hop(s)
6000000003128141403	Q11623435	福当麻呂 藤原	藤原福当麻呂	ふじわら の ふたきまろ/ふたぎまろ	variants	1 hop(s)
6000000001998042210	Q5354432	秀勝 豊臣	豊臣秀勝	とよとみ ひでかつ / とよとみ の ひでかつ	variants	1 hop(s)
6000000001749926124	Q313641	秀頼 豊臣	豊臣秀頼	とよとみ ひでより / とよとみ の ひでより	variants	1 hop(s)
6000000002520750737	Q837179	頼芸 美濃守 土岐	土岐頼芸	とき  / よりのり/ よりあき / よりなり / よりよし	variants	2 hop(s)
6000000002803388109	Q11452212	定恵 藤原	定恵	じょうえ / じょうけい	variants	2 hop(s)
6000000001758657554	Q11034693	小見の方 明智	小見の方	おみのかた / こみのかた	variants	2 hop(s)
6000000001821260623	Q982743	綱誠 徳川	徳川綱誠	とくがわ つなのぶ/つななり	variants	2 hop(s)
6000000001748699599	Q4327464	吉乃 生駒	生駒吉乃	いこま きつの／よしの	variants	2 hop(s)
6000000001903977375	Q11617199	茅渟	茅渟王	ちぬのおおきみ / ちぬのみこ	variants	2 hop(s)
6000000002531963071	Q11400604	晴豊 勧修寺	勧修寺晴豊	かじゅうじ はるとよ / はれとよ	variants	3 hop(s)
6000000002232963326	Q10856547	小笠原忠雄	小笠原忠雄	おがさわら ただたか/ただかつ	variants	3 hop(s)
6000000002431821665	Q109287902	唐 県犬養	県犬養唐	あがたいぬかい の もろこし／から	variants	3 hop(s)
6000000001896703385	Q11061157	滋子 平	平滋子	たいら の じし／しげこ	variants	name form
6000000001754185261	Q11486251	康子	康子内親王	やすこないしんのう/こうしないしんのう	variants	name form
6000000012634764260	Q11563997	倫子 原	源倫子	みなもと の りんし/みちこ/ともこ	variants	name form
6000000001934715122	Q11564114	明子 源	源明子	みなもと の めいし/みなもと の あきらけいこ	variants	name form
6000000002442394187	Q11564340	順子 源	源順子	みなもと の じゅんし/のぶこ	variants	name form
6000000002189422977	Q11564375	麗子 源	源麗子	みなもと の れいし/うるわしきこ	variants	name form
6000000007162199250	Q11605021	家子 紀	紀家子	き の けし/いえこ	variants	name form
6000000007181015359	Q11623073	全子 藤原	藤原全子	ふじわらの ぜんし/ またこ	variants	name form
6000000001914071654	Q15838925	尊子 藤原	藤原尊子 (藤原道長女)	ふじわら の そんし/たかこ	variants	name form
6000000002176368254	Q11623369	沢子 藤原	藤原沢子	ふじわら の たくし/さわこ	variants	name form
6000000002840816074	Q48765260	河子 藤原	藤原河子	ふじわら の かわこ / かし	variants	name form
6000000007161918481	Q4168118	泰子 高陽院 藤原	藤原泰子	ふじわらの たいし/やすこ	variants	name form
6000000001809511354	Q11623447	範子 藤原	藤原範子	ふじわら の はんし/ のりこ	variants	name form
6000000001753932209	Q11623488	胤子 藤原	藤原胤子	ふじわら の いんし/たねこ	variants	name form
6000000012634226481	Q5507520	賢子 源	藤原賢子	ふじわら の けんし/かたいこ	variants	name form
6000000010702248921	Q11625197	娼子 蘇我	蘇我娼子	そがのしょうし／そがのまさこ	variants	name form
6000000002932818640	Q5354510	完子 豊臣	豊臣完子	とよとみ さだこ / とよとみ の さだこ	variants	name form
