id,type,qid,geni_id,requires,cited
create_individual:6000000001748981833,create_individual,,6000000001748981833,Q171411,yes
create_individual:6000000001749009043,create_individual,,6000000001749009043,Q171411,yes
create_individual:6000000001749027060,create_individual,,6000000001749027060,Q171411,yes
create_individual:6000000001749034091,create_individual,,6000000001749034091,Q171411,yes
create_individual:6000000001749044133,create_individual,,6000000001749044133,Q171411,yes
create_individual:6000000001749058207,create_individual,,6000000001749058207,Q171411,yes
create_individual:6000000001749883334,create_individual,,6000000001749883334,Q314464 Q911334,yes
create_individual:6000000001750421563,create_individual,,6000000001750421563,Q171977,yes
create_individual:6000000001751143968,create_individual,,6000000001751143968,Q171977,yes
create_individual:6000000001751197811,create_individual,,6000000001751197811,Q171977,yes
create_individual:6000000001751297359,create_individual,,6000000001751297359,Q171977,yes
create_individual:6000000001751329692,create_individual,,6000000001751329692,Q171977,yes
create_individual:6000000001751535702,create_individual,,6000000001751535702,Q171977,yes
create_individual:6000000001751536611,create_individual,,6000000001751536611,Q171977,yes
create_individual:6000000001751541644,create_individual,,6000000001751541644,Q171977,yes
create_individual:6000000001751544498,create_individual,,6000000001751544498,Q171977,yes
create_individual:6000000001751551064,create_individual,,6000000001751551064,Q171977 Q314464,yes
create_individual:6000000001751566356,create_individual,,6000000001751566356,Q171977,yes
create_individual:6000000001751570189,create_individual,,6000000001751570189,Q171977,yes
create_individual:6000000001751593256,create_individual,,6000000001751593256,Q171977,yes
create_individual:6000000001751620412,create_individual,,6000000001751620412,Q171977,yes
create_individual:6000000001751628265,create_individual,,6000000001751628265,Q171977,yes
create_individual:6000000001751636323,create_individual,,6000000001751636323,Q171977,yes
create_individual:6000000001751697009,create_individual,,6000000001751697009,Q171977,yes
create_individual:6000000001751702310,create_individual,,6000000001751702310,Q171977,yes
create_individual:6000000001751706120,create_individual,,6000000001751706120,Q171977,yes
create_individual:6000000001751715788,create_individual,,6000000001751715788,Q314464,yes
create_individual:6000000001751734131,create_individual,,6000000001751734131,Q171977,yes
create_individual:6000000001751782068,create_individual,,6000000001751782068,Q171977,yes
create_individual:6000000001751947378,create_individual,,6000000001751947378,Q314464,yes
create_individual:6000000001752000637,create_individual,,6000000001752000637,Q314464,yes
create_individual:6000000001752046615,create_individual,,6000000001752046615,Q314464,yes
create_individual:6000000001752047100,create_individual,,6000000001752047100,Q314464,yes
create_individual:6000000001752066502,create_individual,,6000000001752066502,Q314464,yes
create_individual:6000000001752159295,create_individual,,6000000001752159295,Q314464,yes
create_individual:6000000001752206010,create_individual,,6000000001752206010,Q314464,yes
create_individual:6000000001753227890,create_individual,,6000000001753227890,Q1362070 Q702746,yes
create_individual:6000000001753227904,create_individual,,6000000001753227904,Q1362070,yes
create_individual:6000000001753227913,create_individual,,6000000001753227913,Q1362070,yes
create_individual:6000000001753227922,create_individual,,6000000001753227922,Q1362070,yes
create_individual:6000000001753227933,create_individual,,6000000001753227933,Q1362070,yes
create_individual:6000000001753227942,create_individual,,6000000001753227942,Q1362070,yes
create_individual:6000000001753227951,create_individual,,6000000001753227951,Q1362070,yes
create_individual:6000000001753227960,create_individual,,6000000001753227960,Q1362070,yes
create_individual:6000000001753229037,create_individual,,6000000001753229037,Q558253,yes
create_individual:6000000001753229048,create_individual,,6000000001753229048,Q558253,yes
create_individual:6000000001753229086,create_individual,,6000000001753229086,Q64737,yes
create_individual:6000000001753229149,create_individual,,6000000001753229149,Q558253,yes
create_individual:6000000001753229184,create_individual,,6000000001753229184,Q558253,yes
create_individual:6000000001753229214,create_individual,,6000000001753229214,Q1328054,yes
create_individual:6000000001753229269,create_individual,,6000000001753229269,Q1299666,yes
create_individual:6000000001753229285,create_individual,,6000000001753229285,Q1299666,yes
create_individual:6000000001753229295,create_individual,,6000000001753229295,Q1299666,yes
create_individual:6000000001753229305,create_individual,,6000000001753229305,Q1299666,yes
create_individual:6000000001753871743,create_individual,,6000000001753871743,Q329753,yes
create_individual:6000000001753880728,create_individual,,6000000001753880728,Q329753,yes
create_individual:6000000001753932209,create_individual,,6000000001753932209,Q11499521 Q329753,yes
create_individual:6000000001754146077,create_individual,,6000000001754146077,Q329753,yes
create_individual:6000000001754175218,create_individual,,6000000001754175218,Q106271708,yes
create_individual:6000000001754185261,create_individual,,6000000001754185261,Q106271708 Q329753,yes
create_individual:6000000001754209695,create_individual,,6000000001754209695,Q329753,yes
create_individual:6000000001754215618,create_individual,,6000000001754215618,Q106271708 Q329753,yes
create_individual:6000000001756104073,create_individual,,6000000001756104073,Q60563,yes
create_individual:6000000001756124195,create_individual,,6000000001756124195,Q3510900,yes
create_individual:6000000001758739061,create_individual,,6000000001758739061,Q171411,yes
create_individual:6000000001758945847,create_individual,,6000000001758945847,Q16493283,yes
create_individual:6000000001758949397,create_individual,,6000000001758949397,Q168363,yes
create_individual:6000000001759017182,create_individual,,6000000001759017182,Q311433 Q381846,yes
create_individual:6000000001760433124,create_individual,,6000000001760433124,Q129839493,yes
create_individual:6000000001760470709,create_individual,,6000000001760470709,Q349452 Q349467,yes
create_individual:6000000001760486219,create_individual,,6000000001760486219,Q349467,yes
create_individual:6000000001761926923,create_individual,,6000000001761926923,Q924830,yes
create_individual:6000000001767957598,create_individual,,6000000001767957598,Q2548323 Q432771,yes
create_individual:6000000001769164609,create_individual,,6000000001769164609,Q380479,yes
create_individual:6000000001770216084,create_individual,,6000000001770216084,Q101248115,yes
create_individual:6000000001770282695,create_individual,,6000000001770282695,Q120846408 Q5750366,yes
create_individual:6000000001770612033,create_individual,,6000000001770612033,Q16617685,yes
create_individual:6000000001770655290,create_individual,,6000000001770655290,Q9458,yes
create_individual:6000000001770778359,create_individual,,6000000001770778359,Q349467,yes
create_individual:6000000001772898279,create_individual,,6000000001772898279,Q356952,yes
create_individual:6000000001774161721,create_individual,,6000000001774161721,Q11374482,yes
create_individual:6000000001777917985,create_individual,,6000000001777917985,Q295850,yes
create_individual:6000000001779880786,create_individual,,6000000001779880786,Q96240737,yes
create_individual:6000000001781668493,create_individual,,6000000001781668493,Q639964,yes
create_individual:6000000001783180514,create_individual,,6000000001783180514,Q18241962,yes
create_individual:6000000001783181082,create_individual,,6000000001783181082,Q103765760 Q121464332 Q99221684,yes
create_individual:6000000001783181760,create_individual,,6000000001783181760,Q98108235 Q98108236,yes
create_individual:6000000001783181784,create_individual,,6000000001783181784,Q98108235 Q98108236,yes
create_individual:6000000001783522570,create_individual,,6000000001783522570,Q75577629 Q75577631,yes
create_individual:6000000001783522688,create_individual,,6000000001783522688,Q75577629 Q75577631,yes
create_individual:6000000001783522700,create_individual,,6000000001783522700,Q75577629 Q75577631,yes
create_individual:6000000001783522901,create_individual,,6000000001783522901,Q99221684,yes
create_individual:6000000001783522934,create_individual,,6000000001783522934,Q99221684,yes
create_individual:6000000001783556029,create_individual,,6000000001783556029,Q1177456 Q6787527,yes
create_individual:6000000001783686848,create_individual,,6000000001783686848,Q11545577 Q217096 Q311174 Q37979 Q54779334,yes
create_individual:6000000001783841652,create_individual,,6000000001783841652,Q111862989,yes
create_individual:6000000001784045412,create_individual,,6000000001784045412,Q230697 Q34479,yes
create_individual:6000000001784128213,create_individual,,6000000001784128213,Q280229,yes
create_individual:6000000001784134391,create_individual,,6000000001784134391,Q486381 Q752852,yes
create_individual:6000000001784140013,create_individual,,6000000001784140013,Q11670097 Q1736803 Q280229 Q486381,yes
create_individual:6000000001784266002,create_individual,,6000000001784266002,Q280229,yes
create_individual:6000000001784270106,create_individual,,6000000001784270106,Q280229,yes
create_individual:6000000001789016114,create_individual,,6000000001789016114,Q275998 Q451377 Q52304468,yes
create_individual:6000000001789021838,create_individual,,6000000001789021838,Q291762,yes
create_individual:6000000001794841699,create_individual,,6000000001794841699,Q101402224,yes
create_individual:6000000001796431461,create_individual,,6000000001796431461,Q237886 Q316006,yes
create_individual:6000000001796431535,create_individual,,6000000001796431535,Q543922,yes
create_individual:6000000001796435683,create_individual,,6000000001796435683,Q427525,yes
create_individual:6000000001796435820,create_individual,,6000000001796435820,Q427525,yes
create_individual:6000000001798380429,create_individual,,6000000001798380429,Q136097289,yes
create_individual:6000000001798416508,create_individual,,6000000001798416508,Q6139376,yes
create_individual:6000000001798437016,create_individual,,6000000001798437016,Q1030879 Q136097289,yes
create_individual:6000000001807500217,create_individual,,6000000001807500217,Q110578310 Q1635800,yes
create_individual:6000000001809964559,create_individual,,6000000001809964559,Q3482119,yes
create_individual:6000000001810899059,create_individual,,6000000001810899059,Q174231,yes
create_individual:6000000001811275864,create_individual,,6000000001811275864,Q11604942 Q7244767,yes
create_individual:6000000001811366631,create_individual,,6000000001811366631,Q174231,yes
create_individual:6000000001812562586,create_individual,,6000000001812562586,Q11995026,yes
create_individual:6000000001812886954,create_individual,,6000000001812886954,Q4567157 Q4580418,yes
create_individual:6000000001813100318,create_individual,,6000000001813100318,Q3365036,yes
create_individual:6000000001813147428,create_individual,,6000000001813147428,Q83639203,yes
create_individual:6000000001813547208,create_individual,,6000000001813547208,Q1005245 Q111109033,yes
create_individual:6000000001814254465,create_individual,,6000000001814254465,Q108840733,yes
create_individual:6000000001814455025,create_individual,,6000000001814455025,Q108840733 Q108840734,yes
create_individual:6000000001815946074,create_individual,,6000000001815946074,Q110303996 Q110303999,yes
create_individual:6000000001816647395,create_individual,,6000000001816647395,Q101247225,yes
create_individual:6000000001816666370,create_individual,,6000000001816666370,Q101247225,yes
create_individual:6000000001820077162,create_individual,,6000000001820077162,Q76240872,yes
create_individual:6000000001821187530,create_individual,,6000000001821187530,Q2731801 Q82686 Q82687,yes
create_individual:6000000001822287011,create_individual,,6000000001822287011,Q1005245 Q111109033,yes
create_individual:6000000001824394787,create_individual,,6000000001824394787,Q262187 Q266495,yes
create_individual:6000000001827219313,create_individual,,6000000001827219313,Q2740828,yes
create_individual:6000000001827268333,create_individual,,6000000001827268333,Q1164707,yes
create_individual:6000000001827300886,create_individual,,6000000001827300886,Q3505301 Q9458,yes
create_individual:6000000001827531760,create_individual,,6000000001827531760,Q103781719 Q103781770,yes
create_individual:6000000001827548938,create_individual,,6000000001827548938,Q110302793 Q110302794,yes
create_individual:6000000001827551241,create_individual,,6000000001827551241,Q1030879,yes
create_individual:6000000001827572364,create_individual,,6000000001827572364,Q96240725,yes
create_individual:6000000001827575240,create_individual,,6000000001827575240,Q156041 Q565737,yes
create_individual:6000000001827580050,create_individual,,6000000001827580050,Q110303997 Q96240721,yes
create_individual:6000000001827580067,create_individual,,6000000001827580067,Q101247225,yes
create_individual:6000000001828950711,create_individual,,6000000001828950711,Q319990,yes
create_individual:6000000001829353551,create_individual,,6000000001829353551,Q958662,yes
create_individual:6000000001829634518,create_individual,,6000000001829634518,Q11596350,yes
create_individual:6000000001829648345,create_individual,,6000000001829648345,Q11078587,yes
create_individual:6000000001829649385,create_individual,,6000000001829649385,Q11078587,yes
create_individual:6000000001834225819,create_individual,,6000000001834225819,Q112892752,yes
create_individual:6000000001835543968,create_individual,,6000000001835543968,Q110304133 Q12319454,yes
create_individual:6000000001835749125,create_individual,,6000000001835749125,Q110303982 Q110303983,yes
create_individual:6000000001836147260,create_individual,,6000000001836147260,Q6188565,yes
create_individual:6000000001838607806,create_individual,,6000000001838607806,Q11979685,yes
create_individual:6000000001838633478,create_individual,,6000000001838633478,Q11979685,yes
create_individual:6000000001838708450,create_individual,,6000000001838708450,Q11979685,yes
create_individual:6000000001838736553,create_individual,,6000000001838736553,Q11979685,yes
create_individual:6000000001838759260,create_individual,,6000000001838759260,Q11979685,yes
create_individual:6000000001840582934,create_individual,,6000000001840582934,Q337012 Q380479,yes
create_individual:6000000001841123275,create_individual,,6000000001841123275,Q380479,yes
create_individual:6000000001842580141,create_individual,,6000000001842580141,Q2915948 Q3121512 Q3292891 Q924656,yes
create_individual:6000000001842614063,create_individual,,6000000001842614063,Q17482299,yes
create_individual:6000000001842762576,create_individual,,6000000001842762576,Q1471436 Q16685191,yes
create_individual:6000000001842873597,create_individual,,6000000001842873597,Q22115665,yes
create_individual:6000000001844366080,create_individual,,6000000001844366080,Q11078587,yes
create_individual:6000000001844390361,create_individual,,6000000001844390361,Q11078587,yes
create_individual:6000000001845201669,create_individual,,6000000001845201669,Q115573674 Q115573689,yes
create_individual:6000000001846085433,create_individual,,6000000001846085433,Q11596350,yes
create_individual:6000000001849188528,create_individual,,6000000001849188528,Q1471436 Q16685191,yes
create_individual:6000000001849230305,create_individual,,6000000001849230305,Q5129310,yes
create_individual:6000000001849930610,create_individual,,6000000001849930610,Q110548772 Q5923254,yes
create_individual:6000000001850277002,create_individual,,6000000001850277002,Q5884381,yes
create_individual:6000000001850966761,create_individual,,6000000001850966761,Q75577632 Q75577634,yes
create_individual:6000000001852124454,create_individual,,6000000001852124454,Q688471,yes
create_individual:6000000001852430236,create_individual,,6000000001852430236,Q688471,yes
create_individual:6000000001857968477,create_individual,,6000000001857968477,Q152727 Q264644 Q40746 Q433010,yes
create_individual:6000000001860639219,create_individual,,6000000001860639219,Q4965630,yes
create_individual:6000000001861334969,create_individual,,6000000001861334969,Q1794616,yes
create_individual:6000000001864313832,create_individual,,6000000001864313832,Q110521734,yes
create_individual:6000000001864316890,create_individual,,6000000001864316890,Q129566127,yes
create_individual:6000000001864327681,create_individual,,6000000001864327681,Q316869,yes
create_individual:6000000001866575152,create_individual,,6000000001866575152,Q110549665,yes
create_individual:6000000001872992425,create_individual,,6000000001872992425,Q21294643 Q23021501 Q285435,yes
create_individual:6000000001876715533,create_individual,,6000000001876715533,Q656226,yes
create_individual:6000000001881371427,create_individual,,6000000001881371427,Q1471436 Q16685191,yes
create_individual:6000000001881520257,create_individual,,6000000001881520257,Q1471436 Q16685191,yes
create_individual:6000000001881564111,create_individual,,6000000001881564111,Q1471436 Q16685191,yes
create_individual:6000000001881573381,create_individual,,6000000001881573381,Q1471436 Q16685191,yes
create_individual:6000000001881638269,create_individual,,6000000001881638269,Q76263167,yes
create_individual:6000000001888943026,create_individual,,6000000001888943026,Q115861033 Q115861036,yes
create_individual:6000000001888943035,create_individual,,6000000001888943035,Q115861033 Q115861036,yes
create_individual:6000000001890371912,create_individual,,6000000001890371912,Q108673715,yes
create_individual:6000000001890508160,create_individual,,6000000001890508160,Q108673715,yes
create_individual:6000000001892025404,create_individual,,6000000001892025404,Q16863335,yes
create_individual:6000000001892137550,create_individual,,6000000001892137550,Q16863335,yes
create_individual:6000000001892741001,create_individual,,6000000001892741001,Q202566 Q75508 Q91218,yes
create_individual:6000000001893375118,create_individual,,6000000001893375118,Q459423,yes
create_individual:6000000001893414125,create_individual,,6000000001893414125,Q459423,yes
create_individual:6000000001897786984,create_individual,,6000000001897786984,Q2321295 Q357200,yes
create_individual:6000000001902110279,create_individual,,6000000001902110279,Q103780866 Q110154737,yes
create_individual:6000000001902863974,create_individual,,6000000001902863974,Q11443857,yes
create_individual:6000000001902965288,create_individual,,6000000001902965288,Q11443857,yes
create_individual:6000000001902996211,create_individual,,6000000001902996211,Q11443857,yes
create_individual:6000000001903060101,create_individual,,6000000001903060101,Q11443857,yes
create_individual:6000000001903086538,create_individual,,6000000001903086538,Q11443857,yes
create_individual:6000000001903091049,create_individual,,6000000001903091049,Q11443857,yes
create_individual:6000000001907678309,create_individual,,6000000001907678309,Q106271708,yes
create_individual:6000000001907702103,create_individual,,6000000001907702103,Q104903436 Q106589797,yes
create_individual:6000000001908346056,create_individual,,6000000001908346056,Q935696,yes
create_individual:6000000001910525330,create_individual,,6000000001910525330,Q110154739 Q110154742 Q2152211,yes
create_individual:6000000001916774819,create_individual,,6000000001916774819,Q1697011,yes
create_individual:6000000001917076539,create_individual,,6000000001917076539,Q71985,yes
create_individual:6000000001919342278,create_individual,,6000000001919342278,Q110934821 Q51885837,yes
create_individual:6000000001920499659,create_individual,,6000000001920499659,Q110302795,yes
create_individual:6000000001921445859,create_individual,,6000000001921445859,Q203829 Q314331,yes
create_individual:6000000001931748904,create_individual,,6000000001931748904,Q11400603,yes
create_individual:6000000001932064076,create_individual,,6000000001932064076,Q11400603,yes
create_individual:6000000001933289206,create_individual,,6000000001933289206,Q329753,yes
create_individual:6000000001933446325,create_individual,,6000000001933446325,Q329753,yes
create_individual:6000000001934674984,create_individual,,6000000001934674984,Q2026887 Q297194 Q365103 Q442876,yes
create_individual:6000000001935440284,create_individual,,6000000001935440284,Q310152,yes
create_individual:6000000001936291374,create_individual,,6000000001936291374,Q3721523 Q674931,yes
create_individual:6000000001947211337,create_individual,,6000000001947211337,Q212852 Q3150954 Q82339,yes
create_individual:6000000001948649482,create_individual,,6000000001948649482,Q104550451,yes
create_individual:6000000001950564411,create_individual,,6000000001950564411,Q3441106,yes
create_individual:6000000001954993524,create_individual,,6000000001954993524,Q1597708,yes
create_individual:6000000001955054742,create_individual,,6000000001955054742,Q254471 Q46720,yes
create_individual:6000000001956348839,create_individual,,6000000001956348839,Q356952,yes
create_individual:6000000001956407422,create_individual,,6000000001956407422,Q697677 Q75558724,yes
create_individual:6000000001957244951,create_individual,,6000000001957244951,Q134986397,yes
create_individual:6000000001959035482,create_individual,,6000000001959035482,Q17423696,yes
create_individual:6000000001959035490,create_individual,,6000000001959035490,Q17423696,yes
create_individual:6000000001959035499,create_individual,,6000000001959035499,Q17423696,yes
create_individual:6000000001959035507,create_individual,,6000000001959035507,Q17423696,yes
create_individual:6000000001959035515,create_individual,,6000000001959035515,Q17423696,yes
create_individual:6000000001959035523,create_individual,,6000000001959035523,Q17423696,yes
create_individual:6000000001959035531,create_individual,,6000000001959035531,Q17423696,yes
create_individual:6000000001959035547,create_individual,,6000000001959035547,Q17423696,yes
create_individual:6000000001959231175,create_individual,,6000000001959231175,Q101422827,yes
create_individual:6000000001959582957,create_individual,,6000000001959582957,Q96207648 Q96207651,yes
create_individual:6000000001959766292,create_individual,,6000000001959766292,Q110715904,yes
create_individual:6000000001959766300,create_individual,,6000000001959766300,Q110715904,yes
create_individual:6000000001959766338,create_individual,,6000000001959766338,Q124714101,yes
create_individual:6000000001962224550,create_individual,,6000000001962224550,Q2321295 Q357200,yes
create_individual:6000000001962335165,create_individual,,6000000001962335165,Q2321295 Q357200,yes
create_individual:6000000001962348036,create_individual,,6000000001962348036,Q2321295 Q357200,yes
create_individual:6000000001962363103,create_individual,,6000000001962363103,Q319932,yes
create_individual:6000000001965828944,create_individual,,6000000001965828944,Q463711 Q6297569 Q64251,yes
create_individual:6000000001965836915,create_individual,,6000000001965836915,Q1310640 Q64251 Q661181 Q71254,yes
create_individual:6000000001966007997,create_individual,,6000000001966007997,Q11763404 Q71254,yes
create_individual:6000000001966042098,create_individual,,6000000001966042098,Q11763404 Q71254,yes
create_individual:6000000001974586908,create_individual,,6000000001974586908,Q2509252,yes
create_individual:6000000001980621449,create_individual,,6000000001980621449,Q61746672,yes
create_individual:6000000001982124908,create_individual,,6000000001982124908,Q110586544 Q11905099,yes
create_individual:6000000001984921766,create_individual,,6000000001984921766,Q2410760,yes
create_individual:6000000001985038622,create_individual,,6000000001985038622,Q2410760,yes
create_individual:6000000001992125131,create_individual,,6000000001992125131,Q316115,yes
create_individual:6000000001992125173,create_individual,,6000000001992125173,Q316115,yes
create_individual:6000000001992158663,create_individual,,6000000001992158663,Q333676,yes
create_individual:6000000001992174107,create_individual,,6000000001992174107,Q506442,yes
create_individual:6000000001994779327,create_individual,,6000000001994779327,Q2641763,yes
create_individual:6000000001995575890,create_individual,,6000000001995575890,Q108909047 Q131360041 Q99749817 Q99749848,yes
create_individual:6000000001996627837,create_individual,,6000000001996627837,Q320229,yes
create_individual:6000000001996676917,create_individual,,6000000001996676917,Q349440,yes
create_individual:6000000001998436373,create_individual,,6000000001998436373,Q1963991,yes
create_individual:6000000001998515947,create_individual,,6000000001998515947,Q1963991,yes
create_individual:6000000001999556566,create_individual,,6000000001999556566,Q329753,yes
create_individual:6000000001999592033,create_individual,,6000000001999592033,Q329753,yes
create_individual:6000000002003804934,create_individual,,6000000002003804934,Q2099707,yes
create_individual:6000000002003839997,create_individual,,6000000002003839997,Q2099707,yes
create_individual:6000000002005795572,create_individual,,6000000002005795572,Q1340512,yes
create_individual:6000000002005827208,create_individual,,6000000002005827208,Q1434699,yes
create_individual:6000000002005873472,create_individual,,6000000002005873472,Q60833254,yes
create_individual:6000000002005885424,create_individual,,6000000002005885424,Q112077,yes
create_individual:6000000002005898591,create_individual,,6000000002005898591,Q559316 Q73806,yes
create_individual:6000000002005971888,create_individual,,6000000002005971888,Q702473 Q704939,yes
create_individual:6000000002006007150,create_individual,,6000000002006007150,Q16863335 Q2841402,yes
create_individual:6000000002006197561,create_individual,,6000000002006197561,Q312606,yes
create_individual:6000000002006386304,create_individual,,6000000002006386304,Q7825898,yes
create_individual:6000000002006390626,create_individual,,6000000002006390626,Q3182333,yes
create_individual:6000000002006462248,create_individual,,6000000002006462248,Q2062366 Q2511802,yes
create_individual:6000000002006476983,create_individual,,6000000002006476983,Q10795576 Q1385956 Q2262964 Q432467,yes
create_individual:6000000002013637500,create_individual,,6000000002013637500,Q12320809,yes
create_individual:6000000002013973121,create_individual,,6000000002013973121,Q12320809 Q70892,yes
create_individual:6000000002013992029,create_individual,,6000000002013992029,Q115329302,yes
create_individual:6000000002032741714,create_individual,,6000000002032741714,Q99749848,yes
create_individual:6000000002032815259,create_individual,,6000000002032815259,Q99749848,yes
create_individual:6000000002032858390,create_individual,,6000000002032858390,Q99749848,yes
create_individual:6000000002032888138,create_individual,,6000000002032888138,Q99749848,yes
create_individual:6000000002032978080,create_individual,,6000000002032978080,Q99749848,yes
create_individual:6000000002032998057,create_individual,,6000000002032998057,Q99749848,yes
create_individual:6000000002033026056,create_individual,,6000000002033026056,Q99749848,yes
create_individual:6000000002035261013,create_individual,,6000000002035261013,Q84528465 Q84528466,yes
create_individual:6000000002039571508,create_individual,,6000000002039571508,Q11443857,yes
create_individual:6000000002039711241,create_individual,,6000000002039711241,Q24890131,yes
create_individual:6000000002039745463,create_individual,,6000000002039745463,Q11443857,yes
create_individual:6000000002039880063,create_individual,,6000000002039880063,Q24890131,yes
create_individual:6000000002041979346,create_individual,,6000000002041979346,Q101384 Q116054567 Q711649 Q887267,yes
create_individual:6000000002042241858,create_individual,,6000000002042241858,Q76217859 Q76217862,yes
create_individual:6000000002042605213,create_individual,,6000000002042605213,Q5425257 Q75239780 Q75389431 Q75403214,yes
create_individual:6000000002043176084,create_individual,,6000000002043176084,Q159597 Q462856,yes
create_individual:6000000002043176092,create_individual,,6000000002043176092,Q159597 Q515160,yes
create_individual:6000000002043178059,create_individual,,6000000002043178059,Q2578776 Q4773659 Q513843 Q6051215,yes
create_individual:6000000002043178570,create_individual,,6000000002043178570,Q711649,yes
create_individual:6000000002043178604,create_individual,,6000000002043178604,Q469638,yes
create_individual:6000000002043182995,create_individual,,6000000002043182995,Q207535 Q283107,yes
create_individual:6000000002043184330,create_individual,,6000000002043184330,Q728149,yes
create_individual:6000000002043186152,create_individual,,6000000002043186152,Q3082675 Q313017 Q513843 Q543922 Q6051215,yes
create_individual:6000000002043186360,create_individual,,6000000002043186360,Q3156264,yes
create_individual:6000000002043186946,create_individual,,6000000002043186946,Q516503 Q8020903,yes
create_individual:6000000002043192326,create_individual,,6000000002043192326,Q5351 Q728149 Q75402865,yes
create_individual:6000000002043192840,create_individual,,6000000002043192840,Q454304,yes
create_individual:6000000002043192961,create_individual,,6000000002043192961,Q1340512,yes
create_individual:6000000002043193692,create_individual,,6000000002043193692,Q76154270,yes
create_individual:6000000002043193973,create_individual,,6000000002043193973,Q3779058 Q3960034 Q7308920,yes
create_individual:6000000002043195252,create_individual,,6000000002043195252,Q128210 Q2315828 Q48925204,yes
create_individual:6000000002043195284,create_individual,,6000000002043195284,Q58674087,yes
create_individual:6000000002043195550,create_individual,,6000000002043195550,Q600581,yes
create_individual:6000000002043201198,create_individual,,6000000002043201198,Q101166825 Q2460469,yes
create_individual:6000000002043204044,create_individual,,6000000002043204044,Q1834693,yes
create_individual:6000000002043204079,create_individual,,6000000002043204079,Q1834693,yes
create_individual:6000000002043204087,create_individual,,6000000002043204087,Q1834693,yes
create_individual:6000000002043204130,create_individual,,6000000002043204130,Q113025 Q666836,yes
create_individual:6000000002043204669,create_individual,,6000000002043204669,Q378177 Q5260727,yes
create_individual:6000000002043208930,create_individual,,6000000002043208930,Q230073,yes
create_individual:6000000002043208971,create_individual,,6000000002043208971,Q469603 Q76021047,yes
create_individual:6000000002043208985,create_individual,,6000000002043208985,Q930741,yes
create_individual:6000000002043208992,create_individual,,6000000002043208992,Q714885 Q930741,yes
create_individual:6000000002043212953,create_individual,,6000000002043212953,Q261934,yes
create_individual:6000000002043214614,create_individual,,6000000002043214614,Q1351773,yes
create_individual:6000000002043214660,create_individual,,6000000002043214660,Q113058 Q1811683 Q68668,yes
create_individual:6000000002043214675,create_individual,,6000000002043214675,Q68668,yes
create_individual:6000000002043214699,create_individual,,6000000002043214699,Q1811683 Q562553 Q703389,yes
create_individual:6000000002043214826,create_individual,,6000000002043214826,Q1778144,yes
create_individual:6000000002043214832,create_individual,,6000000002043214832,Q1778144,yes
create_individual:6000000002043214866,create_individual,,6000000002043214866,Q3960034,yes
create_individual:6000000002043214910,create_individual,,6000000002043214910,Q3082675 Q382339 Q543880,yes
create_individual:6000000002043219471,create_individual,,6000000002043219471,Q462997,yes
create_individual:6000000002043232424,create_individual,,6000000002043232424,Q58559,yes
create_individual:6000000002043232480,create_individual,,6000000002043232480,Q58559,yes
create_individual:6000000002043232552,create_individual,,6000000002043232552,Q704902 Q715062,yes
create_individual:6000000002043241853,create_individual,,6000000002043241853,Q1703908 Q61497599,yes
create_individual:6000000002043244198,create_individual,,6000000002043244198,Q1703908 Q61497599,yes
create_individual:6000000002043244652,create_individual,,6000000002043244652,Q519641,yes
create_individual:6000000002043252607,create_individual,,6000000002043252607,Q1683480,yes
create_individual:6000000002043258285,create_individual,,6000000002043258285,Q136125812,yes
create_individual:6000000002043258741,create_individual,,6000000002043258741,Q527438,yes
create_individual:6000000002043260221,create_individual,,6000000002043260221,Q291762,yes
create_individual:6000000002043260419,create_individual,,6000000002043260419,Q132286,yes
create_individual:6000000002043260887,create_individual,,6000000002043260887,Q2733546 Q312613 Q519641 Q723932,yes
create_individual:6000000002043263103,create_individual,,6000000002043263103,Q291762 Q3448444 Q715062,yes
create_individual:6000000002043263277,create_individual,,6000000002043263277,Q3111071,yes
create_individual:6000000002043263403,create_individual,,6000000002043263403,Q347480,yes
create_individual:6000000002043263445,create_individual,,6000000002043263445,Q451377,yes
create_individual:6000000002043263697,create_individual,,6000000002043263697,Q543880 Q724715,yes
create_individual:6000000002045800685,create_individual,,6000000002045800685,Q101247694 Q101247695,yes
create_individual:6000000002046118157,create_individual,,6000000002046118157,Q123702048,yes
create_individual:6000000002046118165,create_individual,,6000000002046118165,Q123702048,yes
create_individual:6000000002046118189,create_individual,,6000000002046118189,Q123702048,yes
create_individual:6000000002046118205,create_individual,,6000000002046118205,Q123702048,yes
create_individual:6000000002047745232,create_individual,,6000000002047745232,Q271382 Q310092,yes
create_individual:6000000002055435005,create_individual,,6000000002055435005,Q133283749 Q5768880,yes
create_individual:6000000002058812669,create_individual,,6000000002058812669,Q96240780 Q96240781,yes
create_individual:6000000002059571810,create_individual,,6000000002059571810,Q42606 Q81794,yes
create_individual:6000000002061639585,create_individual,,6000000002061639585,Q3301,yes
create_individual:6000000002062313051,create_individual,,6000000002062313051,Q106537188,yes
create_individual:6000000002063115439,create_individual,,6000000002063115439,Q5605668,yes
create_individual:6000000002073505876,create_individual,,6000000002073505876,Q131630806,yes
create_individual:6000000002073518828,create_individual,,6000000002073518828,Q131630806,yes
create_individual:6000000002073518848,create_individual,,6000000002073518848,Q131630806,yes
create_individual:6000000002073518868,create_individual,,6000000002073518868,Q131630806,yes
