id,type,qid,geni_id,requires,cited
add_statement:Q101247694:P570,add_statement,Q101247694,3153782,,yes
add_statement:Q101247694:P6375,add_statement,Q101247694,3153782,,yes
add_statement:Q101247694:P26:Q101247695,add_statement,Q101247694,3153782,,yes
add_statement:Q123630765:P569,add_statement,Q123630765,316147412330004951,,yes
add_statement:Q123630765:P570,add_statement,Q123630765,316147412330004951,,yes
add_statement:Q123630765:P6375,add_statement,Q123630765,316147412330004951,,yes
add_statement:Q350220:P6375,add_statement,Q350220,317651825030005113,,yes
add_statement:Q131441536:P569,add_statement,Q131441536,323089148770004264,,yes
add_statement:Q131441536:P570,add_statement,Q131441536,323089148770004264,,yes
add_statement:Q131441536:P6375,add_statement,Q131441536,323089148770004264,,yes
add_statement:Q131389686:P569,add_statement,Q131389686,328059531260007050,,yes
add_statement:Q131389686:P570,add_statement,Q131389686,328059531260007050,,yes
add_statement:Q131389686:P6375,add_statement,Q131389686,328059531260007050,,yes
add_statement:Q6260751:P6375,add_statement,Q6260751,328059704870005473,,yes
add_statement:Q96919768:P6375,add_statement,Q96919768,328060368310004652,,yes
add_statement:Q6698561:P4602,add_statement,Q6698561,328061367880007095,,yes
add_statement:Q6698561:P6375,add_statement,Q6698561,328061367880007095,,yes
add_statement:Q6503819:P6375,add_statement,Q6503819,328066467320004666,,yes
add_statement:Q191789:P4602,add_statement,Q191789,328077168020005438,,yes
add_statement:Q191789:P6375,add_statement,Q191789,328077168020005438,,yes
add_statement:Q104537663:P6375,add_statement,Q104537663,331624398740011365,,yes
add_statement:Q108935419:P6375,add_statement,Q108935419,331816214990005036,,yes
add_statement:Q94648964:P6375,add_statement,Q94648964,334054639890005270,,yes
add_statement:Q172471:P6375,add_statement,Q172471,337578418680004010,,yes
add_statement:Q16130364:P4602,add_statement,Q16130364,3381491,,yes
add_statement:Q16130364:P6375,add_statement,Q16130364,3381491,,yes
add_statement:Q16130364:P22:Q6119517,add_statement,Q16130364,3381491,,yes
add_statement:Q1663709:P4602,add_statement,Q1663709,339435131070013659,,yes
add_statement:Q1663709:P6375,add_statement,Q1663709,339435131070013659,,yes
add_statement:Q98108235:P4602,add_statement,Q98108235,339493353880007732,,yes
add_statement:Q98108235:P6375,add_statement,Q98108235,339493353880007732,,yes
add_statement:Q98108235:P26:Q98108236,add_statement,Q98108235,339493353880007732,,yes
add_statement:Q99301832:P6375,add_statement,Q99301832,342033628020004274,,yes
add_statement:Q63593843:P570,add_statement,Q63593843,342141620230011892,,yes
add_statement:Q63593843:P6375,add_statement,Q63593843,342141620230011892,,yes
add_statement:Q96919831:P4602,add_statement,Q96919831,342270064330013681,,yes
add_statement:Q96919831:P6375,add_statement,Q96919831,342270064330013681,,yes
add_statement:Q96919831:P26:Q96919837,add_statement,Q96919831,342270064330013681,,yes
add_statement:Q96919837:P570,add_statement,Q96919837,342270212400013753,,yes
add_statement:Q96919837:P6375,add_statement,Q96919837,342270212400013753,,yes
add_statement:Q96919837:P26:Q96919831,add_statement,Q96919837,342270212400013753,,yes
add_statement:Q5474834:P6375,add_statement,Q5474834,342515586390012023,,yes
add_statement:Q5474834:P26:Q3480155,add_statement,Q5474834,342515586390012023,,yes
add_statement:Q123630766:P569,add_statement,Q123630766,346134922100011890,,yes
add_statement:Q123630766:P570,add_statement,Q123630766,346134922100011890,,yes
add_statement:Q123630766:P6375,add_statement,Q123630766,346134922100011890,,yes
add_statement:Q316874:P6375,add_statement,Q316874,347216548970004818,,yes
add_statement:Q242746:P4602,add_statement,Q242746,347655337870012697,,yes
add_statement:Q242746:P6375,add_statement,Q242746,347655337870012697,,yes
add_statement:Q181896:P4602,add_statement,Q181896,347774029580003520,,yes
add_statement:Q181896:P6375,add_statement,Q181896,347774029580003520,,yes
add_statement:Q134128:P4602,add_statement,Q134128,347803456540001332,,yes
add_statement:Q134128:P6375,add_statement,Q134128,347803456540001332,,yes
add_statement:Q266495:P4602,add_statement,Q266495,347868854190012671,,yes
add_statement:Q266495:P6375,add_statement,Q266495,347868854190012671,,yes
add_statement:Q333356:P4602,add_statement,Q333356,348101875910005782,,yes
add_statement:Q100327211:P569,add_statement,Q100327211,348889594040013469,,yes
add_statement:Q100327211:P570,add_statement,Q100327211,348889594040013469,,yes
add_statement:Q100327211:P4602,add_statement,Q100327211,348889594040013469,,yes
add_statement:Q100327211:P6375,add_statement,Q100327211,348889594040013469,,yes
add_statement:Q100327211:P22:Q215204,add_statement,Q100327211,348889594040013469,,yes
add_statement:Q100327211:P26:Q73806,add_statement,Q100327211,348889594040013469,,yes
add_statement:Q317933:P4602,add_statement,Q317933,348989271720012699,,yes
add_statement:Q317933:P6375,add_statement,Q317933,348989271720012699,,yes
add_statement:Q116458229:P570,add_statement,Q116458229,353227352640011019,,yes
add_statement:Q116458229:P6375,add_statement,Q116458229,353227352640011019,,yes
add_statement:Q122961015:P6375,add_statement,Q122961015,353440830330013057,,yes
add_statement:Q122961015:P26:Q350498,add_statement,Q122961015,353440830330013057,,yes
add_statement:Q777417:P6375,add_statement,Q777417,353464201260013082,,yes
add_statement:Q777417:P22:Q350213,add_statement,Q777417,353464201260013082,,yes
add_statement:Q1883688:P6375,add_statement,Q1883688,355281657880011354,,yes
add_statement:Q888209:P6375,add_statement,Q888209,356575805210011493,,yes
add_statement:Q210564:P6375,add_statement,Q210564,359281527140013083,,yes
add_statement:Q452699:P6375,add_statement,Q452699,3602493,,yes
add_statement:Q37098:P6375,add_statement,Q37098,361088630390012679,,yes
add_statement:Q37063:P6375,add_statement,Q37063,361088998770012651,,yes
add_statement:Q37063:P26:Q354770,add_statement,Q37063,361088998770012651,,yes
add_statement:Q37070:P6375,add_statement,Q37070,361089507860011643,,yes
add_statement:Q329708:P6375,add_statement,Q329708,361242720430013551,,yes
add_statement:Q704973:P6375,add_statement,Q704973,361248587300001388,,yes
add_statement:Q2622520:P6375,add_statement,Q2622520,361882907620007935,,yes
add_statement:Q210162:P6375,add_statement,Q210162,361885079530012036,,yes
add_statement:Q185316:P4602,add_statement,Q185316,361885795230005497,,yes
add_statement:Q185316:P6375,add_statement,Q185316,361885795230005497,,yes
add_statement:Q297102:P4602,add_statement,Q297102,361886414530007915,,yes
add_statement:Q297102:P6375,add_statement,Q297102,361886414530007915,,yes
add_statement:Q2498455:P6375,add_statement,Q2498455,362156517910013935,,yes
add_statement:Q6032078:P569,add_statement,Q6032078,3624121,,yes
add_statement:Q6032078:P6375,add_statement,Q6032078,3624121,,yes
add_statement:Q31721:P6375,add_statement,Q31721,3624768,,yes
add_statement:Q53435:P4602,add_statement,Q53435,363871132870012262,,yes
add_statement:Q53435:P6375,add_statement,Q53435,363871132870012262,,yes
add_statement:Q235591:P4602,add_statement,Q235591,364546674660002455,,yes
add_statement:Q235591:P6375,add_statement,Q235591,364546674660002455,,yes
add_statement:Q2609611:P4602,add_statement,Q2609611,364684989340012633,,yes
add_statement:Q2609611:P6375,add_statement,Q2609611,364684989340012633,,yes
add_statement:Q10795576:P569,add_statement,Q10795576,365447742810013159,,yes
add_statement:Q10795576:P4602,add_statement,Q10795576,365447742810013159,,yes
add_statement:Q10795576:P6375,add_statement,Q10795576,365447742810013159,,yes
add_statement:Q394552:P6375,add_statement,Q394552,367922923820005107,,yes
add_statement:Q162356:P4602,add_statement,Q162356,368988617700011508,,yes
add_statement:Q162356:P6375,add_statement,Q162356,368988617700011508,,yes
add_statement:Q103955299:P26:Q103955422,add_statement,Q103955299,3736496,,yes
add_statement:Q103955422:P6375,add_statement,Q103955422,3736500,,yes
add_statement:Q103955422:P26:Q103955299,add_statement,Q103955422,3736500,,yes
add_statement:Q1885178:P6375,add_statement,Q1885178,373802532570013532,,yes
add_statement:Q6763915:P4602,add_statement,Q6763915,375773065110012019,,yes
add_statement:Q186581:P6375,add_statement,Q186581,375783977160004715,,yes
add_statement:Q720:P6375,add_statement,Q720,375784306260002721,,yes
add_statement:Q99744427:P6375,add_statement,Q99744427,376126216070003003,,yes
add_statement:Q229826:P4602,add_statement,Q229826,376356350590012900,,yes
add_statement:Q229826:P6375,add_statement,Q229826,376356350590012900,,yes
add_statement:Q309605:P4602,add_statement,Q309605,376364131750011414,,yes
add_statement:Q309605:P6375,add_statement,Q309605,376364131750011414,,yes
add_statement:Q312325:P4602,add_statement,Q312325,376371011260005780,,yes
add_statement:Q312325:P6375,add_statement,Q312325,376371011260005780,,yes
add_statement:Q153688:P4602,add_statement,Q153688,376453679620002754,,yes
add_statement:Q153688:P6375,add_statement,Q153688,376453679620002754,,yes
add_statement:Q135631:P4602,add_statement,Q135631,376466138230007911,,yes
add_statement:Q135631:P6375,add_statement,Q135631,376466138230007911,,yes
add_statement:Q150642:P4602,add_statement,Q150642,376469227150012924,,yes
add_statement:Q150642:P6375,add_statement,Q150642,376469227150012924,,yes
add_statement:Q96261:P6375,add_statement,Q96261,376469510660012902,,yes
add_statement:Q459441:P4602,add_statement,Q459441,376470307830012909,,yes
add_statement:Q459441:P6375,add_statement,Q459441,376470307830012909,,yes
add_statement:Q2840790:P6375,add_statement,Q2840790,376470570180012891,,yes
add_statement:Q121464332:P6375,add_statement,Q121464332,377208681320011176,,yes
add_statement:Q121464332:P26:Q121464315,add_statement,Q121464332,377208681320011176,,yes
add_statement:Q849017:P6375,add_statement,Q849017,377258641830013695,,yes
add_statement:Q1072294:P6375,add_statement,Q1072294,377260401250012347,,yes
add_statement:Q935424:P6375,add_statement,Q935424,377633927980013869,,yes
add_statement:Q2398021:P6375,add_statement,Q2398021,377661791800005806,,yes
add_statement:Q3430792:P6375,add_statement,Q3430792,3783707,,yes
add_statement:Q5744569:P6375,add_statement,Q5744569,378767593140002648,,yes
add_statement:Q135479655:P4602,add_statement,Q135479655,380741936910007548,,yes
add_statement:Q135479655:P6375,add_statement,Q135479655,380741936910007548,,yes
add_statement:Q26327134:P6375,add_statement,Q26327134,381621170380013321,,yes
add_statement:Q112958671:P6375,add_statement,Q112958671,3825252,,yes
add_statement:Q112958671:P22:Q112939353,add_statement,Q112958671,3825252,,yes
add_statement:Q5859325:P6375,add_statement,Q5859325,384521596810013738,,yes
add_statement:Q128358:P6375,add_statement,Q128358,385217766960003428,,yes
add_statement:Q59080:P6375,add_statement,Q59080,385233199950011938,,yes
add_statement:Q135479638:P4602,add_statement,Q135479638,385603511700005393,,yes
add_statement:Q135479638:P6375,add_statement,Q135479638,385603511700005393,,yes
add_statement:Q41659:P6375,add_statement,Q41659,385912840740007136,,yes
add_statement:Q41659:P26:Q151090,add_statement,Q41659,385912840740007136,,yes
add_statement:Q41608:P4602,add_statement,Q41608,385953397470012188,,yes
add_statement:Q76240877:P6375,add_statement,Q76240877,387638972190007407,,yes
add_statement:Q381846:P4602,add_statement,Q381846,387994469540005723,,yes
add_statement:Q381846:P6375,add_statement,Q381846,387994469540005723,,yes
add_statement:Q357435:P4602,add_statement,Q357435,3937484325120075383,,yes
add_statement:Q357435:P6375,add_statement,Q357435,3937484325120075383,,yes
add_statement:Q12322263:P4602,add_statement,Q12322263,3940197,,yes
add_statement:Q12322263:P6375,add_statement,Q12322263,3940197,,yes
add_statement:Q98004341:P569,add_statement,Q98004341,3940323,,yes
add_statement:Q98004341:P4602,add_statement,Q98004341,3940323,,yes
add_statement:Q98004341:P26:Q108840612,add_statement,Q98004341,3940323,,yes
add_statement:Q206123:P4602,add_statement,Q206123,3950516705030063754,,yes
add_statement:Q206123:P6375,add_statement,Q206123,3950516705030063754,,yes
add_statement:Q76802:P4602,add_statement,Q76802,3953135291130122872,,yes
add_statement:Q76802:P6375,add_statement,Q76802,3953135291130122872,,yes
add_statement:Q83476:P4602,add_statement,Q83476,3967262167710039627,,yes
add_statement:Q83476:P6375,add_statement,Q83476,3967262167710039627,,yes
add_statement:Q108840609:P569,add_statement,Q108840609,3985170,,yes
add_statement:Q12320903:P569,add_statement,Q12320903,3985192,,yes
add_statement:Q12320903:P26:Q108840608,add_statement,Q12320903,3985192,,yes
add_statement:Q12320903:P26:Q110548226,add_statement,Q12320903,3985192,,yes
add_statement:Q108840608:P569,add_statement,Q108840608,3985213,,yes
add_statement:Q108840608:P570,add_statement,Q108840608,3985213,,yes
add_statement:Q108840608:P6375,add_statement,Q108840608,3985213,,yes
add_statement:Q108840608:P26:Q12320903,add_statement,Q108840608,3985213,,yes
add_statement:Q108840608:P40:Q12323566,add_statement,Q108840608,3985213,,yes
add_statement:Q84201:P6375,add_statement,Q84201,3996690188820126654,,yes
add_statement:Q310807:P6375,add_statement,Q310807,3996789354360035440,,yes
add_statement:Q17141339:P569,add_statement,Q17141339,4000888590980126643,,yes
add_statement:Q125649:P4602,add_statement,Q125649,4027372501320040583,,yes
add_statement:Q125649:P6375,add_statement,Q125649,4027372501320040583,,yes
add_statement:Q160800:P4602,add_statement,Q160800,4027499018870031172,,yes
add_statement:Q160800:P6375,add_statement,Q160800,4027499018870031172,,yes
add_statement:Q702732:P4602,add_statement,Q702732,4031014472500126534,,yes
add_statement:Q702732:P6375,add_statement,Q702732,4031014472500126534,,yes
add_statement:Q271927:P4602,add_statement,Q271927,4031018836520031122,,yes
add_statement:Q271927:P6375,add_statement,Q271927,4031018836520031122,,yes
add_statement:Q317499:P4602,add_statement,Q317499,4033341615700026163,,yes
add_statement:Q317499:P6375,add_statement,Q317499,4033341615700026163,,yes
add_statement:Q103837186:P569,add_statement,Q103837186,4036253774260076973,,yes
add_statement:Q103837186:P570,add_statement,Q103837186,4036253774260076973,,yes
add_statement:Q103837186:P4602,add_statement,Q103837186,4036253774260076973,,yes
add_statement:Q103837186:P6375,add_statement,Q103837186,4036253774260076973,,yes
add_statement:Q124005995:P569,add_statement,Q124005995,4036395215610021331,,yes
add_statement:Q124005995:P570,add_statement,Q124005995,4036395215610021331,,yes
add_statement:Q124005995:P40:Q99638951,add_statement,Q124005995,4036395215610021331,,yes
add_statement:Q167236:P4602,add_statement,Q167236,4040216435970129981,,yes
add_statement:Q167236:P6375,add_statement,Q167236,4040216435970129981,,yes
add_statement:Q62511:P4602,add_statement,Q62511,4040221674860032328,,yes
add_statement:Q62511:P6375,add_statement,Q62511,4040221674860032328,,yes
add_statement:Q184854:P4602,add_statement,Q184854,4048607033120128233,,yes
add_statement:Q184854:P6375,add_statement,Q184854,4048607033120128233,,yes
add_statement:Q314595:P4602,add_statement,Q314595,4075666,,yes
add_statement:Q314595:P6375,add_statement,Q314595,4075666,,yes
add_statement:Q314595:P25:Q262305,add_statement,Q314595,4075666,,yes
add_statement:Q316398:P4602,add_statement,Q316398,4076230,,yes
add_statement:Q350213:P6375,add_statement,Q350213,4076388,,yes
add_statement:Q350213:P40:Q777417,add_statement,Q350213,4076388,,yes
add_statement:Q467530:P6375,add_statement,Q467530,4077210,,yes
add_statement:Q463711:P6375,add_statement,Q463711,4077390,,yes
add_statement:Q202266:P4602,add_statement,Q202266,4077656,,yes
add_statement:Q202266:P6375,add_statement,Q202266,4077656,,yes
add_statement:Q313879:P6375,add_statement,Q313879,4077704,,yes
add_statement:Q442876:P4602,add_statement,Q442876,4102701,,yes
add_statement:Q442876:P6375,add_statement,Q442876,4102701,,yes
add_statement:Q442876:P22:Q310152,add_statement,Q442876,4102701,,yes
add_statement:Q442876:P40:Q365103,add_statement,Q442876,4102701,,yes
add_statement:Q365103:P6375,add_statement,Q365103,4102767,,yes
add_statement:Q365103:P22:Q442876,add_statement,Q365103,4102767,,yes
add_statement:Q359601:P6375,add_statement,Q359601,4103199,,yes
add_statement:Q262204:P6375,add_statement,Q262204,4103327,,yes
add_statement:Q157776:P4602,add_statement,Q157776,4104041,,yes
add_statement:Q157776:P6375,add_statement,Q157776,4104041,,yes
add_statement:Q378868:P6375,add_statement,Q378868,4104264,,yes
add_statement:Q154041:P4602,add_statement,Q154041,4104556,,yes
add_statement:Q154041:P6375,add_statement,Q154041,4104556,,yes
add_statement:Q57654:P4602,add_statement,Q57654,4104601,,yes
add_statement:Q57654:P6375,add_statement,Q57654,4104601,,yes
add_statement:Q158248:P4602,add_statement,Q158248,4104662,,yes
add_statement:Q158248:P6375,add_statement,Q158248,4104662,,yes
add_statement:Q153586:P4602,add_statement,Q153586,4104731,,yes
add_statement:Q153586:P6375,add_statement,Q153586,4104731,,yes
add_statement:Q153586:P26:Q122926311,add_statement,Q153586,4104731,,yes
add_statement:Q153586:P26:Q2618131,add_statement,Q153586,4104731,,yes
add_statement:Q153586:P26:Q460566,add_statement,Q153586,4104731,,yes
add_statement:Q153586:P26:Q2414829,add_statement,Q153586,4104731,,yes
add_statement:Q170394:P6375,add_statement,Q170394,4104768,,yes
add_statement:Q70892:P4602,add_statement,Q70892,4104820,,yes
add_statement:Q70892:P6375,add_statement,Q70892,4104820,,yes
add_statement:Q231764:P4602,add_statement,Q231764,4104869,,yes
add_statement:Q231764:P6375,add_statement,Q231764,4104869,,yes
add_statement:Q157793:P4602,add_statement,Q157793,4104893,,yes
add_statement:Q157793:P6375,add_statement,Q157793,4104893,,yes
add_statement:Q5715537:P6375,add_statement,Q5715537,4117527068020122146,,yes
add_statement:Q4572524:P6375,add_statement,Q4572524,4117958212810071793,,yes
add_statement:Q166198:P4602,add_statement,Q166198,4127756260420026840,,yes
add_statement:Q166198:P6375,add_statement,Q166198,4127756260420026840,,yes
add_statement:Q297913:P4602,add_statement,Q297913,4128013497140049722,,yes
add_statement:Q297913:P6375,add_statement,Q297913,4128013497140049722,,yes
add_statement:Q71444:P4602,add_statement,Q71444,4128727150810026518,,yes
add_statement:Q71444:P6375,add_statement,Q71444,4128727150810026518,,yes
add_statement:Q71436:P4602,add_statement,Q71436,4128900920640031644,,yes
add_statement:Q71436:P6375,add_statement,Q71436,4128900920640031644,,yes
add_statement:Q15854698:P4602,add_statement,Q15854698,4129460599360059866,,yes
add_statement:Q15854698:P6375,add_statement,Q15854698,4129460599360059866,,yes
add_statement:Q103783977:P570,add_statement,Q103783977,4136631104320028008,,yes
add_statement:Q103783977:P26:Q103784003,add_statement,Q103783977,4136631104320028008,,yes
add_statement:Q103783782:P6375,add_statement,Q103783782,4136709990190033290,,yes
add_statement:Q103783782:P26:Q103783771,add_statement,Q103783782,4136709990190033290,,yes
add_statement:Q130586:P4602,add_statement,Q130586,4137986493320052463,,yes
add_statement:Q130586:P6375,add_statement,Q130586,4137986493320052463,,yes
add_statement:Q167433:P4602,add_statement,Q167433,4138652783200125692,,yes
add_statement:Q167433:P6375,add_statement,Q167433,4138652783200125692,,yes
add_statement:Q131704667:P6375,add_statement,Q131704667,4179557875410125091,,yes
add_statement:Q3756761:P6375,add_statement,Q3756761,4179600881960025620,,yes
add_statement:Q64576584:P6375,add_statement,Q64576584,4179623635010025627,,yes
add_statement:Q310152:P4602,add_statement,Q310152,4181250114820035915,,yes
add_statement:Q310152:P6375,add_statement,Q310152,4181250114820035915,,yes
add_statement:Q310152:P40:Q442876,add_statement,Q310152,4181250114820035915,,yes
add_statement:Q235250:P6375,add_statement,Q235250,4190875500120027949,,yes
add_statement:Q982472:P6375,add_statement,Q982472,4194842439740054741,,yes
add_statement:Q5236:P4602,add_statement,Q5236,4194863017010128979,,yes
add_statement:Q5236:P6375,add_statement,Q5236,4194863017010128979,,yes
add_statement:Q111490:P4602,add_statement,Q111490,4194887957440076070,,yes
add_statement:Q111490:P6375,add_statement,Q111490,4194887957440076070,,yes
add_statement:Q232151:P4602,add_statement,Q232151,4195082387770067939,,yes
add_statement:Q232151:P6375,add_statement,Q232151,4195082387770067939,,yes
add_statement:Q57161:P4602,add_statement,Q57161,4202780705000039134,,yes
add_statement:Q57161:P6375,add_statement,Q57161,4202780705000039134,,yes
add_statement:Q61467:P6375,add_statement,Q61467,4202797373630036356,,yes
add_statement:Q130408:P4602,add_statement,Q130408,4208879,,yes
add_statement:Q130408:P6375,add_statement,Q130408,4208879,,yes
add_statement:Q52890:P4602,add_statement,Q52890,4209146,,yes
add_statement:Q52890:P6375,add_statement,Q52890,4209146,,yes
add_statement:Q361286:P6375,add_statement,Q361286,4209710,,yes
add_statement:Q526915:P6375,add_statement,Q526915,4209739,,yes
add_statement:Q697249:P6375,add_statement,Q697249,4214000416300053987,,yes
add_statement:Q130734:P6375,add_statement,Q130734,4215182257130053771,,yes
add_statement:Q102828345:P6375,add_statement,Q102828345,4221615,,yes
add_statement:Q96370746:P6375,add_statement,Q96370746,4232438,,yes
add_statement:Q18156578:P6375,add_statement,Q18156578,4259048,,yes
add_statement:Q31240:P6375,add_statement,Q31240,4259386,,yes
add_statement:Q2651990:P6375,add_statement,Q2651990,4264157822390053599,,yes
add_statement:Q100949101:P4602,add_statement,Q100949101,4264637357040041989,,yes
add_statement:Q100949101:P6375,add_statement,Q100949101,4264637357040041989,,yes
add_statement:Q247223:P6375,add_statement,Q247223,4274386,,yes
add_statement:Q213720:P6375,add_statement,Q213720,4276914716400033853,,yes
add_statement:Q72575:P6375,add_statement,Q72575,4276948620390069283,,yes
add_statement:Q289520:P4602,add_statement,Q289520,4276963799530069552,,yes
add_statement:Q289520:P6375,add_statement,Q289520,4276963799530069552,,yes
add_statement:Q233900:P4602,add_statement,Q233900,4277017108190044971,,yes
add_statement:Q233900:P6375,add_statement,Q233900,4277017108190044971,,yes
add_statement:Q259902:P6375,add_statement,Q259902,4280380717420045206,,yes
add_statement:Q956763:P6375,add_statement,Q956763,4280395451010045485,,yes
add_statement:Q701103:P6375,add_statement,Q701103,4280402990090033752,,yes
