geni_id,label,description,pair_count,is_collision
6000000128094589909,NN Torkelsdatter,born Ytre Oma Omastrand,2,yes
6000000128355897827,NN,born circa 750,2,yes
6000000129047117839,Sjur Dagsen,born 1782,2,yes
6000000130133263834,Maria Baca,born Dec 1848 New Mexico,2,yes
6000000130133263838,Maria Baca,born Dec 1848 New Mexico,2,yes
6000000130317193900,Deborah Williams,1705 - 1749,2,yes
6000000130319231867,Shubael Williams,29 Apr 1733 - 17 Jul 1807,2,yes
6000000135064212854,Maren Jensdatter,born circa 1665,2,yes
6000000136158107823,NN,died 1705,2,yes
6000000136631677992,NN,born circa 1745,2,yes
6000000136632494135,NN,born circa 1700,2,yes
6000000136634047012,NN,born circa 1630,5,yes
6000000136672387863,NN,born circa 1715,2,yes
6000000136682342832,NN,born circa 1620,5,yes
6000000136794124840,NN,born circa 1630,5,yes
6000000137337341141,Infant Nixon,1933 - 1933,2,yes
6000000138759136821,李,died 837,2,yes
6000000139005081838,Hywel ap Llewelyn,born circa 1255,2,yes
6000000139825863822,Chiavelli,died 26 May 1435,2,yes
6000000139826281821,Chiavelli,died 26 May 1435,2,yes
6000000141504330830,Tatara,born 1851,2,yes
6000000141916604451,Oskar Evert,"27 Apr 1922 Hanebo Gävleborg - 1 Mar 2003 Västra Skrävlinge, Malmö",3,yes
6000000141968891452,Oskar Evert,"27 Apr 1922 Hanebo Gävleborg - 1 Mar 2003 Västra Skrävlinge, Malmö",3,yes
6000000141970651452,Oskar Evert,"27 Apr 1922 Hanebo Gävleborg - 1 Mar 2003 Västra Skrävlinge, Malmö",3,yes
6000000142693487848,Hywel ap Llewelyn,born circa 1230,2,yes
6000000142694044854,Domingos Ferreira,born 1679,2,yes
6000000142694740843,Gruffudd ap Llewelyn,born circa 1235,2,yes
6000000143267985836,NN Matisdatter,6 Jul 1800 Kirkeng - 6 Jul 1800 Kirkeng,2,yes
6000000143268408845,NN Matisdatter,6 Jul 1800 Kirkeng - 6 Jul 1800 Kirkeng,2,yes
6000000145868475825,NN,born circa 1350,2,yes
6000000147121329863,João Henriques de Noronha,circa 1390 - circa 1442,2,yes
6000000151889918845,Olof Nilsson,born circa 1690,2,yes
6000000152667957946,Agustina Antonia N. Munoz Tiscareno,born 5 May 1745,2,yes
6000000152667958137,Pablo Jose Munoz Tiscareno,born 2 Mar 1751,2,yes
6000000152691233822,Barbara Lugarda Munos Fernandes,born 28 Apr 1744,2,yes
6000000152691233842,Juan Joseph Claudio Munos Fernandes,born 6 Jul 1740,2,yes
6000000152691233871,Barbara Munos,"born 1758 Las Puertas,,Aguascalientes,Mexico",2,yes
6000000152691233876,Miguel Bernardo Munoz,born 22 Aug 1737,2,yes
6000000155149884844,Llewelyn ap Gruffudd,born circa 1225,2,yes
6000000158508762821,NN,born circa 1340,4,yes
6000000160794043822,Hywel ap Maredudd,born circa 1170,2,yes
6000000162072092821,Sebald Groland,circa 1417 - 1461,2,yes
6000000162072179834,Sebald Groland,circa 1417 - 1461,2,yes
6000000164079211858,Siri,1841 - 1841,2,yes
6000000164248077048,Lars,1800 - 1800,2,yes
6000000164314129853,Cadwgan ap Gronwy,born circa 1175,2,yes
6000000169310436360,Llewelyn ap Gruffudd,born circa 1315,2,yes
6000000170730497826,Corrado Grimaldi,died 1324,2,yes
6000000171284261628,Carlos Pais de Sande e Castro Ferreira,1910 - 1974,2,yes
6000000171929960879,NN,born circa 1575,3,yes
6000000172279827894,Miguel Romero,"Jul 1837 New Mexico - 1928 Buena Vista, Mora, New Mexico, United States",2,yes
6000000172279828010,Eugenia Padilla,"6 Jan 1864 Wagon Mound, Mora, New Mexico, USA - 13 Aug 1941 Denver, Denver, Colorado, USA",2,yes
6000000172295432958,Hywel ap Llewelyn,born circa 1255,2,yes
6000000172377423823,Juan C Duran,born 1868 New Mexico,2,yes
6000000172377423833,Juan C Duran,born 1868 New Mexico,2,yes
6000000172377423894,Jesucita Duran,born circa 1894 New Mexico,2,yes
6000000172377423920,Jesucita Duran,born circa 1894 New Mexico,2,yes
6000000172509403883,Miguel De Miranda Coutinho,"born 7 Jul 1804 Sao Francisco Do Sul, Santa Catarina, Brasil",2,yes
6000000172509509857,Maria Clara De Miranda,"born circa 1787 Sao Francisco Do Sul, Santa Catarina, Brasil",2,yes
6000000172509772905,Anna,"1802 São Francisco do Sul, Santa Catarina, Brasil - 11 Oct 1815 São Francisco do Sul, Santa Catarina, Brasil",2,yes
6000000172590509309,Anna,"1802 São Francisco do Sul, Santa Catarina, Brasil - 11 Oct 1815 São Francisco do Sul, Santa Catarina, Brasil",2,yes
6000000172591388029,Maria Clara De Miranda,"born circa 1787 Sao Francisco Do Sul, Santa Catarina, Brasil",2,yes
6000000172591481937,Miguel De Miranda Coutinho,"born 7 Jul 1804 Sao Francisco Do Sul, Santa Catarina, Brasil",2,yes
6000000172654473991,Silvanus Whitmarsh,"16 Jun 1734 Weymouth, Norfolk, Massachusetts, United States - 7 Apr 1752 Weymouth, Norfolk, Massachusetts, United States",2,yes
6000000172654474052,Silvanus Whitmarsh,"16 Jun 1734 Weymouth, Norfolk, Massachusetts, United States - 7 Apr 1752 Weymouth, Norfolk, Massachusetts, United States",2,yes
6000000172724709309,Freeman Foster,1793 - 1848,2,yes
6000000173169680389,Nagata,born circa 710 Japan,2,yes
6000000173173782159,Nagata,born circa 710 Japan,2,yes
6000000173568170950,Hugh Cochran,circa 1576 - circa 1645,2,yes
6000000173651020851,Llewelyn ap Gruffudd,born circa 1315,2,yes
6000000173693391150,Loren Webster,born 16 Dec 1798,2,yes
6000000173721446227,Iorwerth ap Gwrgeneu,born circa 1180,2,yes
6000000173771560054,Infant Nixon,1933 - 1933,2,yes
6000000173779589780,NN,born circa 1095,2,yes
6000000173830133034,Gruffudd ap Madog,born circa 1235,2,yes
6000000174091128201,Catharina Fütterer,1491 - 1543,2,yes
6000000174221394159,Ann Suffield,13 Sep 1773 - 11 Dec 1775,2,yes
6000000174309112142,Jacob Teomin-Frankel,"circa 1720 Krakow, Krakow, Poland - Breslau",2,yes
6000000175017218029,Hugh Nelson,born 1760,2,yes
6000000175017218036,Garrett Enoch Nelson,born 1760,2,yes
6000000175017218260,Hugh Nelson,born 1760,2,yes
6000000175017218268,Garrett Enoch Nelson,born 1760,2,yes
6000000175382991839,Ignazio Migliaccio,"Palermo, Italy - Palermo, Italy",2,yes
6000000175382991868,Ignazio Migliaccio,"Palermo, Italy - Palermo, Italy",2,yes
6000000175653235822,Hywel ap Madog,born circa 1205,2,yes
6000000175655577823,Hywel ap Madog,born circa 1205,2,yes
6000000175752197868,Richard ap Einion,born circa 1240,2,yes
6000000175844611845,Feige Wertheim,died Bef 1801,2,yes
6000000175851548968,Pedro Antonio Martinez Gallego,"born 15 Aug 1736 Marinilla, Antioquia, Colombia",2,yes
6000000175852055846,Ignacia Francisca Martinez Gallego,"born 29 Sep 1740 Marinilla, Antioquia, Colombia",2,yes
6000000175852055856,Jose Julian Martinez Gallego,born 4 Oct 1731 marinilla Antioquia Colombia,2,yes
6000000175852055861,Maria Rita Martinez De Castro,"circa 1744 Marinilla, Antioquia, Colombia - Marinilla, Antioquia, Colombia",2,yes
6000000175852055886,Jose Nicolas Martinez Gallego,"born Marinilla, Antioquia, Colombia",2,yes
6000000175852055893,María Jacinta Martinez Gallego,"born Antioquia, Colombia",2,yes
6000000175852563079,Maria Fernandez,"Pianton, Asturias, Asturias, España - Pianton, Asturias, Asturias, España",2,yes
6000000175853142878,Antonio Victorino Tabares Orozco,"born 1740 Ríonegro, Antioquia, Colombia",2,yes
6000000175856542822,Miguel Ripalda y Urieta,died 1770 Colombia,2,yes
6000000175863854822,Antonio Del Basto,born circa 1606 Colombia,2,yes
6000000175959582853,Mary Polly Gilbert,"1778 Brookfield, Massachusetts - 26 Oct 1819 Hinsdale, Massachusetts, USA",2,yes
6000000175959582859,Daniel Brown,"1776 Hebron, Tolland, Connecticut, United States - 18 Dec 1826 Stoningham, Massachusetts, United States",2,yes
6000000175962270852,Mary Polly Gilbert,"1778 Brookfield, Massachusetts - 26 Oct 1819 Hinsdale, Massachusetts, USA",2,yes
6000000175962270858,Daniel Brown,"1776 Hebron, Tolland, Connecticut, United States - 18 Dec 1826 Stoningham, Massachusetts, United States",2,yes
6000000176282058828,Hendrik Jan van den Berg,born 1892 Echteld,2,yes
6000000176282920828,Hendrik Jan van den Berg,born 1892 Echteld,2,yes
6000000176684726822,Mary Ann Mahala Harley,1828 - 1857,2,yes
6000000177307749832,NN,born circa 215,2,yes
6000000177630606856,Anton Domenico MARIANI,1776 - 1845,2,yes
6000000177712234829,Isabel da Silva,born circa 1500,3,yes
6000000178091779840,Johanna Sophia Pretorius,18 Aug 1852 - 5 Jan 1920,2,yes
6000000178798691953,Pehr Olofsson,"23 Apr 1789 Korssjön, Bygdeå, Västerbotten, Sverige - 4 Apr 1846 Hissjön, Umeå Lands, Västerbotten, Sverige",2,yes
6000000178798949838,Pehr Olofsson,"23 Apr 1789 Korssjön, Bygdeå, Västerbotten, Sverige - 4 Apr 1846 Hissjön, Umeå Lands, Västerbotten, Sverige",2,yes
6000000178917247862,Aaron III Samaritan High Priest,died 1136,2,yes
6000000178917468857,Abishua II Samaritan High Priest,died circa 1474,2,yes
6000000178917533835,Amram V Samaritan High Priest,died circa 1115,2,yes
6000000178917703827,Abishua II Samaritan High Priest,died circa 1474,2,yes
6000000178918141824,Aaron III Samaritan High Priest,died 1136,2,yes
6000000178918216827,Amram V Samaritan High Priest,died circa 1115,2,yes
6000000179836475849,Mari Torersdatter Grasmo,1695 - 1738,2,yes
6000000179890277837,Dorothea Vetter,circa 1373 - 1409,2,yes
6000000180334766823,NN,born circa 1150,4,yes
6000000180634368854,NN Podlewski,1876 - 1876,2,yes
6000000180635414835,NN Podlewski,1876 - 1876,2,yes
6000000180746772553,Willis Strouse,born circa 1870 Indiana,2,yes
6000000181332131990,Hugh McCabe DIX,"12 Apr 1823 Tennessee, United States - 30 Jan 1913 Marshall, Kentucky, United States",2,yes
6000000181332131998,Hugh DIX,"born 1829 Salt Lake City, Salt Lake, Utah, United States",2,yes
6000000181332132013,George Washington DIX,"born 1805 Pittsylvania, Virginia, United States",2,yes
6000000181332132020,Elias Eli DIX,"Sep 1824 Tennessee, United States - 1848 Golden Pond, Trigg, Kentucky, United States",2,yes
6000000181332132036,Eliza Miller DIX,born 1821,2,yes
6000000181332132051,Winn DIX,"born 1820 Pittsylvania, Virginia, United States",2,yes
6000000181332132169,Hugh McCabe DIX,"12 Apr 1823 Tennessee, United States - 30 Jan 1913 Marshall, Kentucky, United States",2,yes
6000000181332132177,Hugh DIX,"born 1829 Salt Lake City, Salt Lake, Utah, United States",2,yes
6000000181332132184,George Washington DIX,"born 1805 Pittsylvania, Virginia, United States",2,yes
6000000181332132191,Elias Eli DIX,"Sep 1824 Tennessee, United States - 1848 Golden Pond, Trigg, Kentucky, United States",2,yes
6000000181332132199,Eliza Miller DIX,born 1821,2,yes
6000000181332132206,Winn DIX,"born 1820 Pittsylvania, Virginia, United States",2,yes
6000000181704041826,NN,died 1726,2,yes
6000000181937040833,NN,born circa 1595,3,yes
6000000182047802840,Ola,1762 - 1762,2,yes
6000000182288658821,NN Holmer,25 Sep 1704 - Bef 28 Sep 1704,2,yes
6000000182288739822,NN Holmer,25 Sep 1704 - Bef 28 Sep 1704,2,yes
6000000182461195835,Gwrgeneu ap Llewelyn,born circa 1190,2,yes
6000000182968377834,NN Lee,한국 경북 경주시 - 한국 경북 경주시,4,yes
6000000182969386858,NN Lee,한국 경북 경주시 - 한국 경북 경주시,4,yes
6000000182969395822,NN Lee,born 한국 경북 경주시,6,yes
6000000182969395838,NN Lee,한국 경북 경주시 - 한국 경북 경주시,4,yes
6000000182969395862,NN Lee,born 한국 경북 경주시,6,yes
6000000182969797828,NN Lee,born 한국 경북 경주시,6,yes
6000000182969797845,NN Lee,born 한국 경북 경주시,6,yes
6000000182969797862,NN Lee,한국 경북 경주시 - 한국 경북 경주시,4,yes
6000000182969807856,NN Lee,born 한국 경북 경주시,6,yes
6000000182969807867,NN Lee,born 한국 경북 경주시,6,yes
6000000182972380865,Mariana Cruz Botello Avila,"1609 Monterrey, Nuevo León, Mexico - Monterrey, Nuevo León, Mexico",2,yes
6000000182997076843,Gjertrud Pedersdatter,"21 Jun 1839 Strand, Norway (Farm Veland) - 16 Feb 1937",2,yes
6000000183341505900,Anton Domenico MARIANI,1776 - 1845,2,yes
6000000183356064896,Siri,1841 - 1841,2,yes
6000000183684734870,NN Huh,"born circa 1132 Yong-Chen-Kun, Kyong-Ki, Krea",2,yes
6000000183684734880,NN Huh,"born circa 1132 Yong-Chen-Kun, Kyong-Ki, Krea",2,yes
6000000184422533822,Margareta Johansdotter,born 1784,2,yes
6000000184599928200,Anders Johansson,4 Dec 1823 - 15 Jun 1849,2,yes
6000000184612167004,NN,born circa 1165,3,yes
6000000185141509898,Lucas Gonzalez de Trevino,born 1684 Mexico,2,yes
6000000185141509934,Francisco Gonzalez de Trevino,born 1672 Mexico,2,yes
6000000185141509946,Isabel Gonzalez Treviño,born Apr 1676,2,yes
6000000185141509999,Isabel Gonzalez Hidalgo Treviño,born 1697 Mexico,2,yes
6000000185141510005,Antonia Gonzalez Hidalgo Treviño,born Mexico,2,yes
6000000185364257919,NN,born circa 1620,5,yes
6000000185447984531,Josephine Aregon,"20 Dec 1841 Bernalillo, New Mexico, United States - Colorado",2,yes
6000000185497308068,Catherine Carter,born 1715,2,yes
6000000185818906244,Ingrid Olofsdotter,1 May 1729 Gräsmyr - 12 Jul 1736 Gräsmyr,2,yes
6000000185819074748,Johan Eriksson,"2 Dec 1763 Ledusjö, Nordmaling (AC) - 1828 Tallberg, Nordmaling (AC)",2,yes
6000000185819699902,Matts Olofsson,1779 - 1780,2,yes
6000000185819699911,Per Olofsson,born 7 Nov 1790,2,yes
6000000185819699919,Maria Olofsdotter,born 2 Feb 1783,2,yes
6000000186168683934,Swenne von Lodden,born 1585,2,yes
6000000186222253927,NN,born Bef 1723 Eikesdal,2,yes
6000000186222690833,NN,born Bef 1723 Eikesdal,2,yes
6000000186360337840,Nancy Sarah Austin,"1818 Wayne County, Kentucky, USA - Aug 1879 Russell County, Kentucky, USA",2,yes
6000000186581916838,NN,born circa 1030,2,yes
6000000186669883824,Dmitri Dadiani,born 1863,2,yes
6000000186689526821,Gruffudd ap Llewelyn,born circa 1175,2,yes
6000000186698704839,Marta,1822 - 1822,2,yes
6000000186811036821,Dmitri Dadiani,born 1863,2,yes
6000000186985869697,Pedro Antonio Martinez Gallego,"born 15 Aug 1736 Marinilla, Antioquia, Colombia",2,yes
6000000186985869713,Ignacia Francisca Martinez Gallego,"born 29 Sep 1740 Marinilla, Antioquia, Colombia",2,yes
6000000186985869718,Jose Julian Martinez Gallego,born 4 Oct 1731 marinilla Antioquia Colombia,2,yes
6000000186985869731,Maria Rita Martinez De Castro,"circa 1744 Marinilla, Antioquia, Colombia - Marinilla, Antioquia, Colombia",2,yes
6000000186985869742,Barbara Maria Martinez Gallego,"3 Jan 1753 - Marinilla, Antioquia, Colombia",2,yes
6000000186985869748,Jose Nicolas Martinez Gallego,"born Marinilla, Antioquia, Colombia",2,yes
6000000186985869755,María Jacinta Martinez Gallego,"born Antioquia, Colombia",2,yes
6000000186987763357,Miguel Ripalda y Urieta,died 1770 Colombia,2,yes
6000000186988500115,Antonio Victorino Tabares Orozco,"born 1740 Ríonegro, Antioquia, Colombia",2,yes
6000000187077319837,I Sitti Daeng Nisanga Kr. Balla Jatia Dg.Tanampang,born 1630,2,yes
6000000187077596823,I Mainnung Dg.Maccini Kr.Bontoa,born Bet 1565 and 1571,2,yes
6000000187100475846,I Sitti Daeng Nisanga Kr. Balla Jatia Dg.Tanampang,born 1630,2,yes
6000000187100826827,I Mainnung Dg.Maccini Kr.Bontoa,born Bet 1565 and 1571,2,yes
6000000187311400832,Landau HaLevi,died Feb 1862,2,yes
6000000187311452827,Landau HaLevi,died Feb 1862,2,yes
6000000187322282840,Wennang Pute Bannang Kebo Arung Bulo-Bulo,born Bef 1760,2,yes
6000000187322520822,Wennang Pute Bannang Kebo Arung Bulo-Bulo,born Bef 1760,2,yes
6000000188220243828,Julius Figdor,1809 - 4 Dec 1865,2,yes
6000000188383741862,NN,16 Dec 1846 - 16 Dec 1846,2,yes
6000000188383915824,NN,16 Dec 1846 - 16 Dec 1846,2,yes
6000000189412368427,Anne Torgersen,"born 1715 Bolstad, Ås, Akershus, Norway",2,yes
6000000189414593843,Anne Torgersen,"born 1715 Bolstad, Ås, Akershus, Norway",2,yes
6000000189942079833,Maria,born 1625,2,yes
6000000190276043885,Maria Fernandez,"Pianton, Asturias, Asturias, España - Pianton, Asturias, Asturias, España",2,yes
6000000190375050218,Antonio Del Basto,born circa 1606 Colombia,2,yes
6000000190566845826,Eliseo Rael,20 May 1858 - 10 Jan 1933,2,yes
6000000190731345855,Daniel Morse,"sherborn, middlesex, massachusetts - 4 Apr 1719 sherborn, middlesex, massachusetts",2,yes
6000000190731511821,John Morse,"sherborn, middlesex, massachusetts - 1725 sherborn, middlesex, massachusetts",2,yes
6000000191076990822,NN,born circa 1480,2,yes
6000000191576574309,Karl Huhn,died 1914,2,yes
6000000191576574314,Wilhelm Huhn,17 Mar 1904 - 13 Sep 1949,2,yes
6000000191576574326,Fritz Huhn,died 1948 Bukarest,2,yes
6000000191578181144,Karl Huhn,died 1914,2,yes
6000000191578181149,Wilhelm Huhn,17 Mar 1904 - 13 Sep 1949,2,yes
6000000191578181161,Fritz Huhn,died 1948 Bukarest,2,yes
6000000191578181166,Hermann Huhn,born 26 Nov 1913 Engelskirchen,2,yes
6000000191578181171,Wilhelm Huhn,Mar 1909 Engelskirchen - 3 Apr 1928,2,yes
6000000191578181177,Ewald Huhn,born Engelskirchen,2,yes
6000000191608837368,Hermann Huhn,born 26 Nov 1913 Engelskirchen,2,yes
6000000191608837373,Wilhelm Huhn,Mar 1909 Engelskirchen - 3 Apr 1928,2,yes
6000000191608837379,Ewald Huhn,born Engelskirchen,2,yes
6000000191651308848,Jon Jonsen,born 1790,2,yes
6000000192281733871,RAJASAKUSUMA HYANG WEKASING SUKMA,died 1427,2,yes
6000000192282003821,RAJASAKUSUMA HYANG WEKASING SUKMA,died 1427,2,yes
6000000192370915889,NN,born circa 1150,4,yes
6000000192426637898,Snare Larsson Såkvitne,born 1811,2,yes
6000000192426857830,Snare Larsson Såkvitne,born 1811,2,yes
6000000192686415848,JOSE VICTOR IRIZARRY LOPEZ DE VICTORIA,"circa 1780 Villa de San Germán, Puerto Rico - Mayaguez County, Puerto Rico, USA",2,yes
6000000192784856828,Johannes Larsen,born 1835,2,yes
6000000193223934827,Tachibana,born Aft 1755,2,yes
6000000193224069830,Tachibana,born Aft 1755,2,yes
6000000193224200841,Tachibana,born Aft 1720,2,yes
6000000193224248842,Tachibana,born Aft 1720,2,yes
6000000193275664824,Elizabeth Johnson,24 Jan 1846 - 21 Jul 1918,2,yes
6000000193514429867,Taga,born Bef 1861,5,yes
6000000193514986843,Taga,born Bef 1861,5,yes
6000000193515062841,Taga,born Bef 1861,5,yes
6000000193515325838,Taga,born Bef 1861,5,yes
6000000193515330831,Taga,born Bef 1861,5,yes
6000000193629558852,Hugh Cochran,circa 1576 - circa 1645,2,yes
6000000193901619873,JOSE VICTOR IRIZARRY LOPEZ DE VICTORIA,"circa 1780 Villa de San Germán, Puerto Rico - Mayaguez County, Puerto Rico, USA",2,yes
6000000193915644378,Jørgen Ambrosius Berner,"22 Jul 1925 Hørsholm, Denmark - 15 Jul 1926 Hørsholm, Danmark",2,yes
6000000193915644424,Jørgen Ambrosius Berner,"22 Jul 1925 Hørsholm, Denmark - 15 Jul 1926 Hørsholm, Danmark",2,yes
6000000194104256647,Sara Sofia Lovisa Jakobsdotter,born 10 Jan 1840 Bjurholm (AC),2,yes
6000000194104256654,Karolina Jakobsdotter,born 11 May 1841 Bjurholm (AC),2,yes
6000000194780882821,NN,born circa 1095,2,yes
6000000194836751826,James Phillip Burch I,"10 Oct 1799 Stokes County, North Carolina, USA - 21 May 1862",2,yes
6000000195147318320,Amarante Vigil Salas,born 1870 New Mexico Territory,3,yes
6000000195147318709,Jose The'o Salas,born circa 1876 Colorado,4,yes
6000000195147318721,Juan A Trujillo Salas,"born circa 1889 Huerfano County, Colorado",3,yes
6000000195147324145,Jose Guadalupe Padilla,"Feb 1857 Agua Negra, Mora, NM - 20 Aug 1920",2,yes
6000000195147324173,Rufinetta Salas,born 1895 Colorado,2,yes
6000000195147324180,Rosario Salas,"born circa 1894 Colorado, USA",2,yes
6000000195244885164,Gene M Saavedra,"28 Apr 1910 Des Moines U, New Mexico - 28 Jun 1998 Cheyenne WY USA",2,yes
6000000195244885195,Amarante Vigil Salas,born 1870 New Mexico Territory,3,yes
6000000195244885572,Jose The'o Salas,born circa 1876 Colorado,4,yes
6000000195244885584,Juan A Trujillo Salas,"born circa 1889 Huerfano County, Colorado",3,yes
6000000195244885591,Maria Padilla,"circa 1843 Tome, Valencia, New Mexico Territory - 28 Aug 1922 Folsom, Union, New Mexico, USA",2,yes
6000000195244885650,Maria Josefa Josephine Padilla,"born 20 Dec 1841 Bernalillo, New Mexico, United States",3,yes
6000000195244890858,Concepcion Padilla,"born 1858 Valencia, New Mexico, United States",2,yes
6000000195244890902,Nabor Padilla,"Jan 1851 Valencia, New Mexico, United States - 14 Aug 1918 Trinchera, Las Animas, Colorado, USA",2,yes
6000000195244890933,Maria Luce Padilla,"1849 Cuchara Vally River - Trinidad, CO, USA",2,yes
6000000195244890941,Maria Pablita Padilla,"born circa 1845 New Mexico, USA",2,yes
6000000195244891017,Rufinetta Salas,born 1895 Colorado,2,yes
6000000195244891024,Rosario Salas,"born circa 1894 Colorado, USA",2,yes
6000000195438020836,Child Haugo,"1769 Haugo, Hordaland, Norway - 1769",2,yes
6000000195438020846,Child Haugo,"1769 Haugo, Hordaland, Norway - 1769",2,yes
6000000195605284836,Nest ferch Llewelyn,born circa 1250,2,yes
6000000196008634115,NN,born circa 1605,2,yes
6000000196220806845,Ole Olsen,born 17 Nov 1836 Heier store,2,yes
6000000196309170822,Lena Gretha Carlsdotter,born 20 Jun 1836,2,yes
6000000196362657854,Catrina Jonsdotter,"20 May 1788 Östanbäck, Skellefteå, Västerbotten (AC - 21 Nov 1852 Östanbäck 3, Skellefteå, Västerbotten (AC)",2,yes
6000000196831474929,Juan Joseph Claudio Munos Fernandes,born 6 Jul 1740,2,yes
6000000196831474936,Barbara Lugarda Munos Fernandes,born 28 Apr 1744,2,yes
6000000196831474943,Miguel Bernardo Munoz,born 22 Aug 1737,2,yes
6000000196831474961,Barbara Munos,"born 1758 Las Puertas,,Aguascalientes,Mexico",2,yes
6000000196831474973,Agustina Antonia N. Munoz Tiscareno,born 5 May 1745,2,yes
6000000196831474985,Pablo Jose Munoz Tiscareno,born 2 Mar 1751,2,yes
6000000197069632855,NN,1824 - 1824,2,yes
6000000197069869849,NN,1824 - 1824,2,yes
6000000197158047909,Johannes van der Merwe,"5 Jan 1857 - 2 Nov 1903 Fauresmith, Ellisras, Transvaal, South Africa",2,yes
6000000197158669823,Johannes van der Merwe,"5 Jan 1857 - 2 Nov 1903 Fauresmith, Ellisras, Transvaal, South Africa",2,yes
6000000197709708821,Quintus Lutatius Catulus,-149 - -87,2,yes
6000000197768542829,Richenza,circa 1025 - Bef 1083,2,yes
6000000197954899910,Sven Svensson,"2 Jun 1721 Orretorp Björkvik, Södermanland - Hålstorp, Björkvik, Södermanland, Sweden",3,yes
6000000197954899937,Anders Svensson,"Väghyltan, Torsås, Kalmar, Sverige - 12 Mar 1762 Väghyltan, Torsås, Kalmar, Sverige",2,yes
6000000198033253337,Amarante Vigil Salas,born 1870 New Mexico Territory,3,yes
6000000198033253720,Jose The'o Salas,born circa 1876 Colorado,4,yes
6000000198033253731,Juan A Trujillo Salas,"born circa 1889 Huerfano County, Colorado",3,yes
6000000198033268082,Maria Carmen Carmel Padilla,"20 Apr 1852 Tome, Valencia, New Mexico Territory - 23 May 1889 Buena Vista, Mora, New Mexico, USA",2,yes
6000000198927474858,Cristóvão de Almeida,born circa 1490,2,yes
6000000198929210915,Gjertrud Pedersdatter,"21 Jun 1839 Strand, Norway (Farm Veland) - 16 Feb 1937",2,yes
6000000199005024830,Diogo Gomes de Abreu,born circa 1510,2,yes
6000000201093814848,Charles Henry Wilson II,"12 Aug 1846 Ohio, United States - 28 Aug 1913 Lenroot, Sawyer, Wisconsin, United States",2,yes
6000000201093846847,Charles Henry Wilson II,"12 Aug 1846 Ohio, United States - 28 Aug 1913 Lenroot, Sawyer, Wisconsin, United States",2,yes
6000000201272934901,Francisco da Cunha,born circa 1550,2,yes
6000000201279703874,Brites Pereira,born 1510,2,yes
6000000202132838887,NN,born circa 1600,2,yes
6000000202382016832,NN,born circa 1100,5,yes
6000000202544150375,Roman Petrovich Romanov,5 Oct 1896 - 23 Oct 1978,2,yes
6000000203234074894,NN,born circa 1230,4,yes
6000000203234524834,NN,born circa 1260,2,yes
6000000203234726833,Clausen,1727 Hyllerslev - 1727 Hyllerslev,2,yes
6000000203234843828,Clausen,1727 Hyllerslev - 1727 Hyllerslev,2,yes
6000000203378463849,João Correia,born circa 1440,2,yes
6000000203429105845,Nils Johansson,17 Mar 1774 Qvarnbyn - 1 Aug 1848,2,yes
6000000203938689372,Gertrud Stilper,born circa 1640 Hundesossen,2,yes
6000000203938689379,Eberhard Sprenger,circa 1640 Oberfleckenberg - 11 Nov 1685 Grafschaft,2,yes
6000000203938689535,"Wilhelm Richter, genannt Hanses",1773 - 1814,2,yes
6000000204841912027,Alexander Lyon,born 1678,2,yes
6000000204842852876,Katherine Lyon,born 1686,2,yes
6000000204842902864,John Lyon,circa 12 Aug 1674 - circa 1702,2,yes
6000000204842954844,Elizabeth Lyon,born 1690,2,yes
6000000204843031832,George Lyon,circa 28 Jul 1688 - circa 1748,2,yes
6000000204843069828,Patrick Lyon,born 1679,2,yes
6000000204934571983,Dafydd ap Ieuan,born circa 1310,2,yes
6000000204942114962,Sultanzade Abdurrahman Bey,died 1597,2,yes
6000000204943006850,Sultanzade Abdurrahman Bey,died 1597,2,yes
6000000205099182560,Magdalena Margareta Persdotter,"14 Mar 1784 Ljusvattnet, Burträsk sn (AC) - 8 Feb 1856 Ljusvattnet, Burträsk sn (AC)",2,yes
6000000205241429508,Alonso García de la Cueva,"born circa 1590 Villa de los Lagos, Nueva Galicia, Nueva España, now Lagos de Moreno, Jalisco, México",2,yes
6000000205415099899,Nils Andersson,25 May 1801 - 12 Jan 1829,2,yes
6000000205426963371,Maria Josefa Josephine Padilla,"born 20 Dec 1841 Bernalillo, New Mexico, United States",3,yes
6000000205426963454,Maria Germana Padilla,"27 May 1849 Tome, Valencia, New Mexico Territory - 23 May 1889 Buena Vista, Mora, New Mexico, United States",2,yes
6000000205426963646,Children Saavedra,died 1919,2,yes
6000000205426967044,Jose The'o Salas,born circa 1876 Colorado,4,yes
6000000205427853834,NN von Rügen,Bef 1125 - Aft 1140,2,yes
6000000205499025132,Ieuan ap Meurig,born circa 1205,2,yes
6000000205544672836,NN,born circa 1630,5,yes
6000000205600069916,Mette Rasmusdatter,born 31 Mar 1793 1737-1813(EM)opslag77,2,yes
6000000205610809084,Nicolasa Guajardo,born 1653 Mexico,2,yes
6000000205610809089,Lorenzo Martinez Guajardo Flores,1655 Mexico - Mexico,2,yes
6000000205611040246,Juan De Zaldivar Mendoza,"1565 Zacatecas, Mexico - circa Dec 1598 Acoma Pueblo, Cibola, New Mexico, United States",2,yes
6000000205989524395,Joseph Antonio Cavazos Fernandez,"circa 1712 Monterrey, Nuevo León, México - Pesquería, Nuevo León, México",2,yes
