store,geni_id,qid,language,label,kind,marker,vocabulary,position,remainder
geni,2149271,,label_en,Private,marker,private,narrow,whole,
geni,2149271,,label_mul,Private,marker,private,narrow,whole,
geni,2169183,,label_en,<private> Gaya Pereyra,marker,<private>,narrow,head,Gaya Pereyra
geni,2169183,,label_mul,<private> Gaya Pereyra,marker,<private>,narrow,head,Gaya Pereyra
geni,2169271,,label_en,Private,marker,private,narrow,whole,
geni,2169271,,label_mul,Private,marker,private,narrow,whole,
geni,2169344,,label_en,Private,marker,private,narrow,whole,
geni,2169344,,label_mul,Private,marker,private,narrow,whole,
geni,2169360,,label_en,Private,marker,private,narrow,whole,
geni,2169360,,label_mul,Private,marker,private,narrow,whole,
geni,2169444,,label_en,Private,marker,private,narrow,whole,
geni,2169444,,label_mul,Private,marker,private,narrow,whole,
geni,2169475,,label_en,Private,marker,private,narrow,whole,
geni,2169475,,label_mul,Private,marker,private,narrow,whole,
geni,2169584,,label_en,Private,marker,private,narrow,whole,
geni,2169584,,label_mul,Private,marker,private,narrow,whole,
geni,2169604,,label_en,Private,marker,private,narrow,whole,
geni,2169604,,label_mul,Private,marker,private,narrow,whole,
geni,2169647,,label_en,Private,marker,private,narrow,whole,
geni,2169647,,label_mul,Private,marker,private,narrow,whole,
geni,2169665,,label_en,Private,marker,private,narrow,whole,
geni,2169665,,label_mul,Private,marker,private,narrow,whole,
geni,2169878,,label_en,Private,marker,private,narrow,whole,
geni,2169878,,label_mul,Private,marker,private,narrow,whole,
geni,2169913,,label_en,Private,marker,private,narrow,whole,
geni,2169913,,label_mul,Private,marker,private,narrow,whole,
geni,2169932,,label_en,Private,marker,private,narrow,whole,
geni,2169932,,label_mul,Private,marker,private,narrow,whole,
geni,2172753,,label_en,Private,marker,private,narrow,whole,
geni,2172753,,label_mul,Private,marker,private,narrow,whole,
geni,2264928,,label_en,Private,marker,private,narrow,whole,
geni,2264928,,label_mul,Private,marker,private,narrow,whole,
geni,2264961,,label_en,Private,marker,private,narrow,whole,
geni,2264961,,label_mul,Private,marker,private,narrow,whole,
geni,2264994,,label_en,Private,marker,private,narrow,whole,
geni,2264994,,label_mul,Private,marker,private,narrow,whole,
geni,2265010,,label_en,Private,marker,private,narrow,whole,
geni,2265010,,label_mul,Private,marker,private,narrow,whole,
geni,2265020,,label_en,Private,marker,private,narrow,whole,
geni,2265020,,label_mul,Private,marker,private,narrow,whole,
geni,2265027,,label_en,Private,marker,private,narrow,whole,
geni,2265027,,label_mul,Private,marker,private,narrow,whole,
geni,2302305,,label_en,Private,marker,private,narrow,whole,
geni,2302305,,label_mul,Private,marker,private,narrow,whole,
geni,2317792,,label_en,Nn de Cseklész,marker,nn,narrow,head,de Cseklész
geni,2317792,,label_mul,Nn de Cseklész,marker,nn,narrow,head,de Cseklész
geni,2317831,,label_en,Nn László,marker,nn,narrow,head,László
geni,2317831,,label_mul,Nn László,marker,nn,narrow,head,László
geni,2341166,,label_en,Private,marker,private,narrow,whole,
geni,2341166,,label_mul,Private,marker,private,narrow,whole,
geni,2341184,,label_en,Private,marker,private,narrow,whole,
geni,2341184,,label_mul,Private,marker,private,narrow,whole,
geni,2341196,,label_en,Private,marker,private,narrow,whole,
geni,2341196,,label_mul,Private,marker,private,narrow,whole,
geni,2341206,,label_en,Private,marker,private,narrow,whole,
geni,2341206,,label_mul,Private,marker,private,narrow,whole,
geni,2341217,,label_en,Private,marker,private,narrow,whole,
geni,2341217,,label_mul,Private,marker,private,narrow,whole,
geni,2341232,,label_en,Private,marker,private,narrow,whole,
geni,2341232,,label_mul,Private,marker,private,narrow,whole,
geni,2341243,,label_en,Private,marker,private,narrow,whole,
geni,2341243,,label_mul,Private,marker,private,narrow,whole,
geni,2344241,,label_en,Private,marker,private,narrow,whole,
geni,2344241,,label_mul,Private,marker,private,narrow,whole,
geni,284020094740005974,,label_en,Private,marker,private,narrow,whole,
geni,284020094740005974,,label_mul,Private,marker,private,narrow,whole,
geni,284189917760001069,,label_en,Private,marker,private,narrow,whole,
geni,284189917760001069,,label_mul,Private,marker,private,narrow,whole,
geni,284190211470001990,,label_en,Private,marker,private,narrow,whole,
geni,284190211470001990,,label_mul,Private,marker,private,narrow,whole,
geni,284191295440001066,,label_en,Private,marker,private,narrow,whole,
geni,284191295440001066,,label_mul,Private,marker,private,narrow,whole,
geni,284192213590005988,,label_en,Private,marker,private,narrow,whole,
geni,284192213590005988,,label_mul,Private,marker,private,narrow,whole,
geni,284194641400004969,,label_en,Private,marker,private,narrow,whole,
geni,284194641400004969,,label_mul,Private,marker,private,narrow,whole,
geni,284194950790008379,,label_en,Private,marker,private,narrow,whole,
geni,284194950790008379,,label_mul,Private,marker,private,narrow,whole,
geni,284196363390008410,,label_en,Private,marker,private,narrow,whole,
geni,284196363390008410,,label_mul,Private,marker,private,narrow,whole,
geni,284196538750005965,,label_en,Private,marker,private,narrow,whole,
geni,284196538750005965,,label_mul,Private,marker,private,narrow,whole,
geni,284197476460007203,,label_en,Private,marker,private,narrow,whole,
geni,284197476460007203,,label_mul,Private,marker,private,narrow,whole,
geni,284202887260002529,,label_en,Nn,marker,nn,narrow,whole,
geni,284202887260002529,,label_mul,Nn,marker,nn,narrow,whole,
geni,285439531110001380,,label_en,Private,marker,private,narrow,whole,
geni,285439531110001380,,label_mul,Private,marker,private,narrow,whole,
geni,285440101830005419,,label_en,Private,marker,private,narrow,whole,
geni,285440101830005419,,label_mul,Private,marker,private,narrow,whole,
geni,285844965820008478,,label_en,Private,marker,private,narrow,whole,
geni,285844965820008478,,label_mul,Private,marker,private,narrow,whole,
geni,285887207820005042,,label_en,<private> Demoz,marker,<private>,narrow,head,Demoz
geni,285887207820005042,,label_mul,<private> Demoz,marker,<private>,narrow,head,Demoz
geni,285887532710007274,,label_en,<private> Demoz,marker,<private>,narrow,head,Demoz
geni,285887532710007274,,label_mul,<private> Demoz,marker,<private>,narrow,head,Demoz
geni,285890401820001180,,label_en,<private> Demoz,marker,<private>,narrow,head,Demoz
geni,285890401820001180,,label_mul,<private> Demoz,marker,<private>,narrow,head,Demoz
geni,285894028340001216,,label_en,<private> Haileslassie,marker,<private>,narrow,head,Haileslassie
geni,285894028340001216,,label_mul,<private> Haileslassie,marker,<private>,narrow,head,Haileslassie
geni,285894186630001229,,label_en,<private> Haileslassie,marker,<private>,narrow,head,Haileslassie
geni,285894186630001229,,label_mul,<private> Haileslassie,marker,<private>,narrow,head,Haileslassie
geni,285963347180003183,,label_en,<private> Gabriel,marker,<private>,narrow,head,Gabriel
geni,285963347180003183,,label_mul,<private> Gabriel,marker,<private>,narrow,head,Gabriel
geni,285964154270008517,,label_en,<private> Hagos,marker,<private>,narrow,head,Hagos
geni,285964154270008517,,label_mul,<private> Hagos,marker,<private>,narrow,head,Hagos
geni,286106396460002028,,label_en,<private> Fessha,marker,<private>,narrow,head,Fessha
geni,286106396460002028,,label_mul,<private> Fessha,marker,<private>,narrow,head,Fessha
geni,286470200010007497,,label_en,<private> Iyasu,marker,<private>,narrow,head,Iyasu
geni,286470200010007497,,label_mul,<private> Iyasu,marker,<private>,narrow,head,Iyasu
geni,286471256430007444,,label_en,<private> Solomon,marker,<private>,narrow,head,Solomon
geni,286471256430007444,,label_mul,<private> Solomon,marker,<private>,narrow,head,Solomon
geni,287622013480007042,,label_en,Private,marker,private,narrow,whole,
geni,287622013480007042,,label_mul,Private,marker,private,narrow,whole,
geni,287622131780004301,,label_en,Private,marker,private,narrow,whole,
geni,287622131780004301,,label_mul,Private,marker,private,narrow,whole,
geni,287622178960001471,,label_en,Private,marker,private,narrow,whole,
geni,287622178960001471,,label_mul,Private,marker,private,narrow,whole,
geni,287701766040005568,,label_en,Private,marker,private,narrow,whole,
geni,287701766040005568,,label_mul,Private,marker,private,narrow,whole,
geni,287702448580003708,,label_en,Private,marker,private,narrow,whole,
geni,287702448580003708,,label_mul,Private,marker,private,narrow,whole,
geni,288209121200006362,,label_en,<private> Tewolde,marker,<private>,narrow,head,Tewolde
geni,288209121200006362,,label_mul,<private> Tewolde,marker,<private>,narrow,head,Tewolde
geni,288209771390003753,,label_en,<private> Teferi,marker,<private>,narrow,head,Teferi
geni,288209771390003753,,label_mul,<private> Teferi,marker,<private>,narrow,head,Teferi
geni,290971177450006825,,label_en,Private,marker,private,narrow,whole,
geni,290971177450006825,,label_mul,Private,marker,private,narrow,whole,
geni,291602857600001827,,label_en,Private,marker,private,narrow,whole,
geni,291602857600001827,,label_mul,Private,marker,private,narrow,whole,
geni,292193999500004725,,label_en,<private> Unknown,marker,<private>,narrow,head,Unknown
geni,292193999500004725,,label_mul,<private> Unknown,marker,<private>,narrow,head,Unknown
geni,294745262620008983,,label_en,Unknown Budd,marker,unknown,wide,head,Budd
geni,294745262620008983,,label_mul,Unknown Budd,marker,unknown,wide,head,Budd
geni,294763778530007028,,label_en,Unknown Ryves,marker,unknown,wide,head,Ryves
geni,294763778530007028,,label_mul,Unknown Ryves,marker,unknown,wide,head,Ryves
geni,295732151150007915,,label_en,Private,marker,private,narrow,whole,
geni,295732151150007915,,label_mul,Private,marker,private,narrow,whole,
geni,2965024,,label_en,Private,marker,private,narrow,whole,
geni,2965024,,label_mul,Private,marker,private,narrow,whole,
geni,2965142,,label_en,Private,marker,private,narrow,whole,
geni,2965142,,label_mul,Private,marker,private,narrow,whole,
geni,297811137290006350,Q7220725,label_en,Tzvi Hirsh Isserles BESHT son [of Pinsk],description,son of,relationship,inside,Tzvi Hirsh Isserles BESHT Pinsk]
geni,297811137290006350,Q7220725,label_mul,Tzvi Hirsh Isserles BESHT son [of Pinsk],description,son of,relationship,inside,Tzvi Hirsh Isserles BESHT Pinsk]
geni,299828743970004434,,label_en,Wife of William Lantham,description,wife of,relationship,inside,William Lantham
geni,299828743970004434,,label_mul,Wife of William Lantham,description,wife of,relationship,inside,William Lantham
geni,300362365650004606,,label_en,Private,marker,private,narrow,whole,
geni,300362365650004606,,label_mul,Private,marker,private,narrow,whole,
geni,302082304900004925,,label_en,Private,marker,private,narrow,whole,
geni,302082304900004925,,label_mul,Private,marker,private,narrow,whole,
geni,302082504340008190,,label_en,Private,marker,private,narrow,whole,
geni,302082504340008190,,label_mul,Private,marker,private,narrow,whole,
geni,302082614190003770,,label_en,Private,marker,private,narrow,whole,
geni,302082614190003770,,label_mul,Private,marker,private,narrow,whole,
geni,302084073270004928,,label_en,Private,marker,private,narrow,whole,
geni,302084073270004928,,label_mul,Private,marker,private,narrow,whole,
geni,302702675510008235,,label_en,Private,marker,private,narrow,whole,
geni,302702675510008235,,label_mul,Private,marker,private,narrow,whole,
geni,304682532440006469,,label_en,Private,marker,private,narrow,whole,
geni,304682532440006469,,label_mul,Private,marker,private,narrow,whole,
geni,304684194070003759,,label_en,Private,marker,private,narrow,whole,
geni,304684194070003759,,label_mul,Private,marker,private,narrow,whole,
geni,305429003040007074,,label_en,Private,marker,private,narrow,whole,
geni,305429003040007074,,label_mul,Private,marker,private,narrow,whole,
geni,306716359540007125,,label_en,Private,marker,private,narrow,whole,
geni,306716359540007125,,label_mul,Private,marker,private,narrow,whole,
geni,306716697850008284,,label_en,Private,marker,private,narrow,whole,
geni,306716697850008284,,label_mul,Private,marker,private,narrow,whole,
geni,306717161340007133,,label_en,Private,marker,private,narrow,whole,
geni,306717161340007133,,label_mul,Private,marker,private,narrow,whole,
geni,306717430750008310,,label_en,Private,marker,private,narrow,whole,
geni,306717430750008310,,label_mul,Private,marker,private,narrow,whole,
geni,306717719580004621,,label_en,Private,marker,private,narrow,whole,
geni,306717719580004621,,label_mul,Private,marker,private,narrow,whole,
geni,306718190890003866,,label_en,Private,marker,private,narrow,whole,
geni,306718190890003866,,label_mul,Private,marker,private,narrow,whole,
geni,306718453330002135,,label_en,Private,marker,private,narrow,whole,
geni,306718453330002135,,label_mul,Private,marker,private,narrow,whole,
geni,306718752250002162,,label_en,Private,marker,private,narrow,whole,
geni,306718752250002162,,label_mul,Private,marker,private,narrow,whole,
geni,306719582340001523,,label_en,Private,marker,private,narrow,whole,
geni,306719582340001523,,label_mul,Private,marker,private,narrow,whole,
geni,307221512740001889,,label_en,Private,marker,private,narrow,whole,
geni,307221512740001889,,label_mul,Private,marker,private,narrow,whole,
geni,307424530970002722,,label_en,Private,marker,private,narrow,whole,
geni,307424530970002722,,label_mul,Private,marker,private,narrow,whole,
geni,307425227350002717,,label_en,Private,marker,private,narrow,whole,
geni,307425227350002717,,label_mul,Private,marker,private,narrow,whole,
geni,309708445030007102,,label_en,Private,marker,private,narrow,whole,
geni,309708445030007102,,label_mul,Private,marker,private,narrow,whole,
geni,309722704990006453,Q119700536,label_en,"Eliezer Isserles of Okopy, Father of Baal Shem Tov",description,father of,relationship,inside,"Eliezer Isserles of Okopy, Baal Shem Tov"
geni,309722704990006453,Q119700536,label_mul,"Eliezer Isserles of Okopy, Father of Baal Shem Tov",description,father of,relationship,inside,"Eliezer Isserles of Okopy, Baal Shem Tov"
geni,312394419540005758,,label_en,daughter of Bezalel Slonik Slonik,description,daughter of,relationship,inside,Bezalel Slonik Slonik
geni,312394419540005758,,label_mul,daughter of Bezalel Slonik Slonik,description,daughter of,relationship,inside,Bezalel Slonik Slonik
geni,312514556470007080,,label_en,Unknown Concubine,marker,unknown,wide,head,Concubine
geni,312514556470007080,,label_mul,Unknown Concubine,marker,unknown,wide,head,Concubine
geni,313790,,label_en,Private,marker,private,narrow,whole,
geni,313790,,label_mul,Private,marker,private,narrow,whole,
geni,313855,,label_en,Private,marker,private,narrow,whole,
geni,313855,,label_mul,Private,marker,private,narrow,whole,
geni,315686428620006426,,label_en,Private,marker,private,narrow,whole,
geni,315686428620006426,,label_mul,Private,marker,private,narrow,whole,
geni,316105727120005674,,label_en,Private,marker,private,narrow,whole,
geni,316105727120005674,,label_mul,Private,marker,private,narrow,whole,
geni,316673308820001942,,label_en,Private,marker,private,narrow,whole,
geni,316673308820001942,,label_mul,Private,marker,private,narrow,whole,
geni,316986943970001118,,label_en,Private,marker,private,narrow,whole,
geni,316986943970001118,,label_mul,Private,marker,private,narrow,whole,
geni,317192903800006613,,label_en,Private,marker,private,narrow,whole,
geni,317192903800006613,,label_mul,Private,marker,private,narrow,whole,
geni,317198432110008400,,label_en,Private,marker,private,narrow,whole,
geni,317198432110008400,,label_mul,Private,marker,private,narrow,whole,
geni,317199359250003545,,label_en,Private,marker,private,narrow,whole,
geni,317199359250003545,,label_mul,Private,marker,private,narrow,whole,
geni,317496197530006589,,label_en,Private,marker,private,narrow,whole,
geni,317496197530006589,,label_mul,Private,marker,private,narrow,whole,
geni,317500626480003513,,label_en,Private,marker,private,narrow,whole,
geni,317500626480003513,,label_mul,Private,marker,private,narrow,whole,
geni,317500922000006562,,label_en,Private,marker,private,narrow,whole,
geni,317500922000006562,,label_mul,Private,marker,private,narrow,whole,
geni,317502999530008429,,label_en,Private,marker,private,narrow,whole,
geni,317502999530008429,,label_mul,Private,marker,private,narrow,whole,
geni,317616951710006593,,label_en,Private,marker,private,narrow,whole,
geni,317616951710006593,,label_mul,Private,marker,private,narrow,whole,
geni,317619036500005073,,label_en,Private,marker,private,narrow,whole,
geni,317619036500005073,,label_mul,Private,marker,private,narrow,whole,
geni,317619250610002365,,label_en,Private,marker,private,narrow,whole,
geni,317619250610002365,,label_mul,Private,marker,private,narrow,whole,
geni,317619408520001403,,label_en,Private,marker,private,narrow,whole,
geni,317619408520001403,,label_mul,Private,marker,private,narrow,whole,
geni,317859189510003577,,label_en,Private,marker,private,narrow,whole,
geni,317859189510003577,,label_mul,Private,marker,private,narrow,whole,
geni,3182357,,label_en,<private> Darmark,marker,<private>,narrow,head,Darmark
geni,3182357,,label_mul,<private> Darmark,marker,<private>,narrow,head,Darmark
geni,3182407,,label_en,<private> Franzén,marker,<private>,narrow,head,Franzén
geni,3182407,,label_mul,<private> Franzén,marker,<private>,narrow,head,Franzén
geni,3182581,,label_en,<private> Skog,marker,<private>,narrow,head,Skog
geni,3182581,,label_mul,<private> Skog,marker,<private>,narrow,head,Skog
geni,3182611,,label_en,<private> Sundholm,marker,<private>,narrow,head,Sundholm
geni,3182611,,label_mul,<private> Sundholm,marker,<private>,narrow,head,Sundholm
geni,3182636,,label_en,<private> Darmark,marker,<private>,narrow,head,Darmark
geni,3182636,,label_mul,<private> Darmark,marker,<private>,narrow,head,Darmark
geni,3183703,,label_en,<private> Skog,marker,<private>,narrow,head,Skog
geni,3183703,,label_mul,<private> Skog,marker,<private>,narrow,head,Skog
geni,3183771,,label_en,<private> Skog,marker,<private>,narrow,head,Skog
geni,3183771,,label_mul,<private> Skog,marker,<private>,narrow,head,Skog
geni,3183827,,label_en,<private> Sundholm,marker,<private>,narrow,head,Sundholm
geni,3183827,,label_mul,<private> Sundholm,marker,<private>,narrow,head,Sundholm
geni,3183834,,label_en,<private> Sundholm,marker,<private>,narrow,head,Sundholm
geni,3183834,,label_mul,<private> Sundholm,marker,<private>,narrow,head,Sundholm
geni,318574057510003096,,label_en,Private,marker,private,narrow,whole,
geni,318574057510003096,,label_mul,Private,marker,private,narrow,whole,
geni,3188329,,label_en,Private,marker,private,narrow,whole,
geni,3188329,,label_mul,Private,marker,private,narrow,whole,
geni,319222799720003706,,label_en,Private,marker,private,narrow,whole,
geni,319222799720003706,,label_mul,Private,marker,private,narrow,whole,
geni,3196714,,label_en,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3196714,,label_mul,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3196823,,label_en,<private> Källström,marker,<private>,narrow,head,Källström
geni,3196823,,label_mul,<private> Källström,marker,<private>,narrow,head,Källström
geni,3197835,,label_en,<private> Källström,marker,<private>,narrow,head,Källström
geni,3197835,,label_mul,<private> Källström,marker,<private>,narrow,head,Källström
geni,3197847,,label_en,<private> Agestav Källström,marker,<private>,narrow,head,Agestav Källström
geni,3197847,,label_mul,<private> Agestav Källström,marker,<private>,narrow,head,Agestav Källström
geni,3198352,,label_en,<private> Darmark,marker,<private>,narrow,head,Darmark
geni,3198352,,label_mul,<private> Darmark,marker,<private>,narrow,head,Darmark
geni,3203155,,label_en,<private> Norberg,marker,<private>,narrow,head,Norberg
geni,3203155,,label_mul,<private> Norberg,marker,<private>,narrow,head,Norberg
geni,3203219,,label_en,<private> Norberg,marker,<private>,narrow,head,Norberg
geni,3203219,,label_mul,<private> Norberg,marker,<private>,narrow,head,Norberg
geni,3203561,,label_en,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3203561,,label_mul,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3203658,,label_en,<private> Wahlqvist,marker,<private>,narrow,head,Wahlqvist
geni,3203658,,label_mul,<private> Wahlqvist,marker,<private>,narrow,head,Wahlqvist
geni,3203713,,label_en,<private> Wahlqvist,marker,<private>,narrow,head,Wahlqvist
geni,3203713,,label_mul,<private> Wahlqvist,marker,<private>,narrow,head,Wahlqvist
geni,3203813,,label_en,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3203813,,label_mul,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3203853,,label_en,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3203853,,label_mul,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204138,,label_en,<private> Bergman,marker,<private>,narrow,head,Bergman
geni,3204138,,label_mul,<private> Bergman,marker,<private>,narrow,head,Bergman
geni,3204190,,label_en,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204190,,label_mul,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204263,,label_en,<private> Lerjefors,marker,<private>,narrow,head,Lerjefors
geni,3204263,,label_mul,<private> Lerjefors,marker,<private>,narrow,head,Lerjefors
geni,3204326,,label_en,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204326,,label_mul,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204682,,label_en,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204682,,label_mul,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204727,,label_en,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204727,,label_mul,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204774,,label_en,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204774,,label_mul,<private> Svensson,marker,<private>,narrow,head,Svensson
geni,3204991,,label_en,<private> Bergman,marker,<private>,narrow,head,Bergman
geni,3204991,,label_mul,<private> Bergman,marker,<private>,narrow,head,Bergman
