geni_id,n_names,n_placeholder,n_real,has_real_name,placeholder_names,real_names
6000000016033086756,1,1,0,no,Private,
6000000016033564917,1,1,0,no,Private,
6000000016033422941,1,1,0,no,Private,
6000000016033257978,1,1,0,no,Private,
6000000016034876387,1,1,0,no,Private,
6000000016034571731,1,1,0,no,Private,
6000000016033027715,1,1,0,no,Private,
6000000016096460469,1,1,0,no,Private,
6000000016096708239,1,1,0,no,Private,
6000000016096423716,1,1,0,no,Private,
6000000016033249509,1,1,0,no,Private,
6000000016096744689,1,1,0,no,Private,
6000000016096902034,1,1,0,no,Private,
6000000016096414771,1,1,0,no,Private,
6000000016033520778,1,1,0,no,Private,
6000000016096597621,1,1,0,no,Private,
6000000016096933119,1,1,0,no,Private,
6000000016035147678,1,1,0,no,Private,
6000000017103649460,1,1,0,no,Private,
6000000016035091768,1,1,0,no,Private,
6000000016035575045,1,1,0,no,Private,
6000000016043991392,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016077169105,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016076649516,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016077188293,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016077076161,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016077091579,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016076980957,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016077269187,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016077416034,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016077431007,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000016077192209,2,2,0,no,<private> /Sosronagoro/ | Private,
6000000001260388444,2,2,0,no,<private> /Brodjokumoro/ | Private,
6000000080760502927,2,2,0,no,<private> /./ | Private,
6000000080759449433,2,2,0,no,<private> /./ | Private,
6000000080759859021,2,2,0,no,<private> /./ | Private,
6000000080759641285,2,2,0,no,<private> /./ | Private,
6000000080759171568,2,2,0,no,<private> /./ | Private,
6000000006536634006,2,2,0,no,<private> /N./ | Private,
6000000020989447540,1,1,0,no,Private,
6000000021063426810,1,1,0,no,Private,
6000000066271179932,2,2,0,no,<private> /./ | Private,
6000000087499456440,1,1,0,no,Private,
6000000087468028821,1,1,0,no,Private,
6000000000088816272,1,1,0,no,Private,
6000000038762244102,1,1,0,no,Private,
6000000038762375904,1,1,0,no,Private,
6000000101770223831,2,2,0,no,<private> /./ | Private,
6000000101771194821,2,2,0,no,<private> /./ | Private,
6000000000964026088,2,2,0,no,<private> /Prawirowinoto/ | Private,
6000000038846310837,2,2,0,no,<private> /./ | Private,
6000000000028717575,2,2,0,no,<private> /Soerjobroto/ | Private,
6000000149010477886,1,1,0,no,Private,
6000000149010294835,1,1,0,no,Private,
6000000066661612850,1,1,0,no,Private,
6000000026283348820,1,1,0,no,Private,
6000000065445874903,1,1,0,no,Private,
6000000006200845080,1,1,0,no,Private,
6000000017629076908,1,1,0,no,Private,
6000000017629550292,1,1,0,no,Private,
6000000017629462552,1,1,0,no,Private,
6000000017629416872,1,1,0,no,Private,
6000000007261801203,1,1,0,no,Private,
6000000001671074103,1,1,0,no,Private,
6000000001800565754,1,1,0,no,Private,
6000000005759794128,1,1,0,no,Private,
6000000005759877001,1,1,0,no,Private,
6000000005759890004,1,1,0,no,Private,
6000000005759885011,1,1,0,no,Private,
6000000001548779877,1,1,0,no,Private,
6000000019752609430,1,1,0,no,Private,
6000000001549004006,1,1,0,no,Private,
6000000000159159060,1,1,0,no,Private,
6000000000159088297,1,1,0,no,Private,
6000000000153722632,1,1,0,no,Private,
6000000000159090342,1,1,0,no,Private,
6000000000158849841,1,1,0,no,Private,
6000000000159116424,1,1,0,no,Private,
6000000001062145528,1,1,0,no,Private,
6000000001062122324,1,1,0,no,Private,
6000000001062217180,1,1,0,no,Private,
6000000001319805866,1,1,0,no,Private,
6000000001347455199,1,1,0,no,Private,
6000000001347481003,1,1,0,no,Private,
6000000001347465409,1,1,0,no,Private,
6000000001347452310,1,1,0,no,Private,
6000000001347104479,1,1,0,no,Private,
6000000001347491205,1,1,0,no,Private,
6000000001975933252,1,1,0,no,Private,
6000000001674784246,1,1,0,no,Private,
6000000001619259120,1,1,0,no,Private,
6000000001639660348,1,1,0,no,Private,
6000000001618993957,1,1,0,no,Private,
6000000001558409190,1,1,0,no,Private,
6000000001558201742,1,1,0,no,Private,
6000000001671077067,1,1,0,no,Private,
6000000001674792106,1,1,0,no,Private,
6000000003943785012,1,1,0,no,Private,
6000000004902706010,1,1,0,no,Private,
6000000038844526175,1,1,0,no,Private,
6000000038844809857,1,1,0,no,Private,
6000000038844526283,1,1,0,no,Private,
6000000018812303147,1,1,0,no,Private,
6000000018812231353,1,1,0,no,Private,
6000000013961058477,1,1,0,no,Private,
6000000014284272957,1,1,0,no,Private,
6000000058189493126,1,1,0,no,Private,
6000000013321086694,1,1,0,no,Private,
6000000031766192862,1,1,0,no,Private,
6000000031766049145,1,1,0,no,Private,
6000000031766066130,1,1,0,no,Private,
6000000031766024228,1,1,0,no,Private,
6000000031766256856,1,1,0,no,Private,
6000000017133043922,1,1,0,no,Private,
6000000016128960018,1,1,0,no,Private,
6000000017135484838,1,1,0,no,Private,
6000000017136306423,1,1,0,no,Private,
6000000017628806893,1,1,0,no,Private,
6000000017629651145,1,1,0,no,Private,
6000000031765905244,1,1,0,no,Private,
6000000008755236791,1,1,0,no,Private,
6000000106997821895,1,1,0,no,Private,
6000000008755155426,1,1,0,no,Private,
6000000008772703654,1,1,0,no,Private,
6000000017081773169,1,1,0,no,Private,
6000000017081840445,1,1,0,no,Private,
6000000017081863083,1,1,0,no,Private,
6000000017081773583,1,1,0,no,Private,
6000000017081716668,1,1,0,no,Private,
6000000017178173238,1,1,0,no,Private,
6000000003516932376,1,1,0,no,Private,
6000000011187018789,1,1,0,no,Private,
6000000011187136093,1,1,0,no,Private,
6000000047850864149,1,1,0,no,Private,
6000000110972633906,1,1,0,no,Private,
6000000111021394944,1,1,0,no,Private,
6000000019591127405,1,1,0,no,Private,
6000000030102732016,1,1,0,no,Private,
6000000000963827543,2,2,0,no,<private> /Prawirowinoto/ | Private,
6000000003211780129,1,1,0,no,Private,
6000000012775165829,1,1,0,no,Private,
6000000205559548827,1,1,0,no,Private,
6000000063313078901,1,1,0,no,Private,
6000000188491092857,1,1,0,no,Private,
6000000013341504822,1,1,0,no,Private,
6000000014517487706,1,1,0,no,Private,
6000000001864066665,1,1,0,no,Private,
6000000001864191346,1,1,0,no,Private,
6000000001864005941,1,1,0,no,Private,
6000000001864084703,1,1,0,no,Private,
6000000001863481829,1,1,0,no,Private,
6000000001863492209,1,1,0,no,Private,
6000000001863363814,1,1,0,no,Private,
6000000001863448300,1,1,0,no,Private,
6000000001863481852,1,1,0,no,Private,
6000000001863489288,1,1,0,no,Private,
6000000001863546180,1,1,0,no,Private,
6000000017710753101,1,1,0,no,Private,
6000000067843773833,1,1,0,no,Private,
6000000067843322141,1,1,0,no,Private,
6000000067843123485,1,1,0,no,Private,
6000000024184566658,1,1,0,no,Private,
6000000018614754237,1,1,0,no,Private,
6000000039314551156,1,1,0,no,Private,
6000000018427713316,1,1,0,no,Private,
6000000011638644454,1,1,0,no,Private,
6000000026412789971,1,1,0,no,?,
6000000044229011115,1,1,0,no,Private,
6000000106675729830,1,1,0,no,Private,
6000000106674743131,1,1,0,no,Private,
6000000106674759005,1,1,0,no,Private,
6000000106675696876,1,1,0,no,Private,
6000000109683848834,1,1,0,no,Private,
6000000106677242872,1,1,0,no,Private,
6000000106676822908,1,1,0,no,Private,
6000000106677567831,1,1,0,no,Private,
6000000106677620826,1,1,0,no,Private,
6000000108202884822,1,1,0,no,Private,
6000000106676031888,1,1,0,no,Private,
321916472710007358,1,1,0,no,Private,
6000000052825398929,1,1,0,no,Private,
6000000003200089988,1,1,0,no,Private,
6000000002965886811,1,1,0,no,Private,
6000000003000510701,1,1,0,no,Private,
362848329970002047,1,1,0,no,Private,
6000000030130112218,1,1,0,no,Private,
6000000016098531443,1,1,0,no,Private,
6000000016098943296,1,1,0,no,Private,
6000000016098943340,1,1,0,no,Private,
6000000016098837597,1,1,0,no,Private,
6000000016098544472,1,1,0,no,Private,
6000000016098650782,1,1,0,no,Private,
6000000016098945121,1,1,0,no,Private,
6000000016098837946,1,1,0,no,Private,
6000000016098962552,1,1,0,no,Private,
6000000016099220209,1,1,0,no,Private,
6000000016098812327,1,1,0,no,Private,
6000000016098858326,1,1,0,no,Private,
6000000017103965311,1,1,0,no,Private,
6000000017103965327,1,1,0,no,Private,
6000000017103466431,1,1,0,no,Private,
6000000030556043866,1,1,0,no,Private,
6000000033117273564,1,1,0,no,Private,
6000000016108858424,1,1,0,no,Private,
6000000016108858495,1,1,0,no,Private,
6000000016108892339,1,1,0,no,Private,
6000000016108794503,1,1,0,no,Private,
6000000016108631728,1,1,0,no,Private,
6000000020757211672,1,1,0,no,Private,
6000000016096188148,1,1,0,no,Private,
6000000016034934822,1,1,0,no,Private,
6000000016034460833,1,1,0,no,Private,
6000000016095979619,1,1,0,no,Private,
6000000016096136982,1,1,0,no,Private,
6000000018330590848,1,1,0,no,No Name /Sosronagoro/,
6000000016034962309,1,1,0,no,Private,
6000000016034900871,1,1,0,no,Private,
6000000016096560692,1,1,0,no,Private,
6000000016035510298,1,1,0,no,Private,
6000000016010745833,1,1,0,no,Private,
6000000016019651333,1,1,0,no,Private,
6000000016019605509,1,1,0,no,Private,
6000000016019547396,1,1,0,no,Private,
6000000016019216540,1,1,0,no,Private,
6000000016019671509,1,1,0,no,Private,
6000000016019667261,1,1,0,no,Private,
6000000016019148714,1,1,0,no,Private,
6000000016044053322,1,1,0,no,Private,
6000000001088539379,2,2,0,no,<private> /Brodjokoemoro/ | Private,
6000000001088493238,2,2,0,no,<private> /Brodjokoemoro/ | Private,
6000000001088513511,2,2,0,no,<private> /Soedijono/ | Private,
6000000001088295939,2,2,0,no,<private> /Brodjokoemoro/ | Private,
6000000080820967042,2,2,0,no,<private> /./ | Private,
6000000080820466529,2,2,0,no,<private> /./ | Private,
6000000080820414673,2,2,0,no,<private> /Mahyudin/ | Private,
6000000080819911743,2,2,0,no,<private> /./ | Private,
6000000080759708092,2,2,0,no,<private> /./ | Private,
6000000061487381967,2,2,0,no,<private> /Joenoes/ | Private,
6000000080760228821,2,2,0,no,<private> /Joenoes/ | Private,
6000000080760233827,2,2,0,no,<private> /Joenoes/ | Private,
6000000002245597553,2,2,0,no,<private> /Joenoes/ | Private,
6000000080759996951,2,2,0,no,<private> /Joenoes/ | Private,
6000000080758907532,2,2,0,no,<private> /Joenoes/ | Private,
6000000080759372225,2,2,0,no,<private> /Joenoes/ | Private,
6000000080759435483,2,2,0,no,<private> /./ | Private,
6000000080759865287,2,2,0,no,<private> /./ | Private,
6000000015163871965,2,2,0,no,<private> /Gani/ | Private,
6000000080760737893,2,2,0,no,<private> /./ | Private,
6000000080760644906,2,2,0,no,<private> /./ | Private,
6000000080759393549,2,2,0,no,<private> /./ | Private,
6000000080760647942,2,2,0,no,<private> /./ | Private,
6000000006536701001,1,1,0,no,Private,
6000000187692659956,1,1,0,no,Private,
6000000088859984184,1,1,0,no,Private,
6000000087500782822,1,1,0,no,Private,
6000000087500533928,1,1,0,no,Private,
6000000087500773838,1,1,0,no,Private,
6000000038747159970,1,1,0,no,Private,
6000000000088832430,1,1,0,no,Private,
6000000003357899226,1,1,0,no,Private,
6000000038770339110,1,1,0,no,Private,
6000000003358096427,1,1,0,no,Private,
6000000003358094314,1,1,0,no,Private,
6000000003357911788,1,1,0,no,Private,
6000000111082906322,2,2,0,no,<private> /./ | Private,
6000000102825606869,2,2,0,no,<private> /Mangunpandoyo/ | Private,
6000000102824554423,2,2,0,no,<private> /Mangunpandoyo/ | Private,
6000000102728746823,2,2,0,no,<private> /./ | Private,
6000000102175153899,2,2,0,no,<private> /./ | Private,
6000000111083924821,2,2,0,no,<private> /./ | Private,
6000000102924154833,2,2,0,no,<private> /./ | Private,
6000000111083839913,2,2,0,no,<private> /KartoharJono/ | Private,
6000000102751443881,2,2,0,no,<private> /./ | Private,
6000000101762310822,2,2,0,no,<private> /Surasno/ | Private,
6000000112300942858,2,2,0,no,<private> /Martoyo/ | Private,
6000000112301071827,2,2,0,no,<private> /Surasno/ | Private,
6000000101834433043,2,2,0,no,<private> /Surasno/ | Private,
6000000102172178943,2,2,0,no,<private> /Surasno/ | Private,
6000000112300443841,2,2,0,no,<private> /Atmodirono/ | Private,
6000000111084401937,2,2,0,no,<private> /./ | Private,
6000000113053847946,2,2,0,no,<private> /./ | Private,
6000000114213626241,2,2,0,no,<private> /./ | Private,
6000000111084578821,2,2,0,no,<private> /./ | Private,
6000000101834498861,2,2,0,no,<private> /Soediono/ | Private,
6000000102753397990,2,2,0,no,<private> /Soediono/ | Private,
6000000101764001821,2,2,0,no,<private> /Soediono/ | Private,
6000000102928321835,2,2,0,no,<private> /Sudiono/ | Private,
6000000111779808046,2,2,0,no,<private> /Geyer/ | Private,
6000000177035207882,2,2,0,no,<private> /Subagio/ | Private,
6000000102751768263,2,2,0,no,<private> /./ | Private,
6000000102936709821,2,2,0,no,<private> /./ | Private,
6000000102729563850,2,2,0,no,<private> /./ | Private,
6000000102172203424,2,2,0,no,<private> /./ | Private,
6000000102174823834,2,2,0,no,<private> /Wironagoro/ | Private,
6000000111542338821,2,2,0,no,<private> /./ | Private,
6000000177058098848,2,2,0,no,<private> /./ | Private,
6000000111541751833,2,2,0,no,<private> /./ | Private,
6000000111566059969,2,2,0,no,<private> /Sudartinah/ | Private,
6000000111565539232,2,2,0,no,"<private> /Sukarno, MSc/ | Private",
6000000109295647048,2,2,0,no,<private> /./ | Private,
6000000109190034830,2,2,0,no,<private> /Djojoadinoto/ | Private,
6000000109119957826,2,2,0,no,<private> /Wiryono/ | Private,
6000000102752103900,2,2,0,no,"<private> /Astuti, BSc./ | Private",
6000000102169873019,2,2,0,no,<private> /Wiryasneni/ | Private,
6000000102809661922,2,2,0,no,<private> /Wiryanto/ | Private,
6000000102826654024,2,2,0,no,<private> /Soehardiman/ | Private,
6000000102754413261,2,2,0,no,<private> /Soeparwo/ | Private,
6000000105837651821,2,2,0,no,<private> /Soeparwo/ | Private,
6000000102827256996,2,2,0,no,<private> /Soeparwo/ | Private,
6000000105837812826,2,2,0,no,<private> /Soeparwo/ | Private,
6000000102173417133,2,2,0,no,<private> /Soeparwo/ | Private,
6000000102172281234,2,2,0,no,<private> /Soeparwo/ | Private,
6000000003223360312,2,2,0,no,<private> /(Rr Sri Martani)/ | Private,
6000000003223416431,2,2,0,no,<private> /(Rr Sri Martani)/ | Private,
6000000000963920370,2,2,0,no,<private> /Prawirowinoto/ | Private,
6000000033147037838,2,2,0,no,<private> /Prawirowinoto/ | Private,
6000000033146837298,2,2,0,no,<private> /Prawirowinoto/ | Private,
6000000033146661571,2,2,0,no,<private> /Prawirowinoto/ | Private,
6000000043464219037,1,1,0,no,Private,
6000000033125501507,1,1,0,no,Private,
6000000033125635079,1,1,0,no,Private,
6000000033125705113,1,1,0,no,Private,
6000000033125599227,1,1,0,no,Private,
6000000033125433609,1,1,0,no,Private,
6000000033125755032,1,1,0,no,Private,
6000000029499418156,1,1,0,no,Private,
6000000028429332742,1,1,0,no,Private,
6000000033150870863,1,1,0,no,Private,
6000000033150911970,1,1,0,no,Private,
6000000003200078725,1,1,0,no,Private,
6000000003200343165,1,1,0,no,Private,
6000000149010585833,1,1,0,no,Private,
6000000066661633855,1,1,0,no,Private,
6000000026283280350,1,1,0,no,Private,
6000000026283235448,1,1,0,no,Private,
6000000006200523578,1,1,0,no,Private,
6000000000706916208,1,1,0,no,Private,
6000000032867991266,1,1,0,no,Private,
6000000006200845342,1,1,0,no,Private,
6000000017629124474,1,1,0,no,Private,
6000000060806900585,1,1,0,no,Private,
6000000060809357849,1,1,0,no,Private,
6000000017629680089,1,1,0,no,Private,
6000000184267397822,1,1,0,no,Private,
6000000184265916912,1,1,0,no,Private,
6000000007261746296,1,1,0,no,Private,
6000000011405580392,1,1,0,no,Private,
6000000007261786353,1,1,0,no,Private,
6000000011405379197,1,1,0,no,Private,
6000000001800683174,1,1,0,no,Private,
6000000001549009193,1,1,0,no,Private,
6000000001549040296,1,1,0,no,Private,
6000000001548881401,1,1,0,no,Private,
6000000001643305181,1,1,0,no,Private,
6000000001650477827,1,1,0,no,Private,
6000000001589722331,1,1,0,no,Private,
6000000001589841074,1,1,0,no,Private,
6000000001589712510,1,1,0,no,Private,
6000000001589697530,1,1,0,no,Private,
6000000001589524859,1,1,0,no,Private,
6000000001589611982,1,1,0,no,Private,
6000000001589708250,1,1,0,no,Private,
6000000001589369771,1,1,0,no,Private,
6000000001589796061,1,1,0,no,Private,
6000000001589767207,1,1,0,no,Private,
6000000001589652774,1,1,0,no,Private,
6000000018467144843,1,1,0,no,Private,
6000000018812111412,1,1,0,no,Private,
6000000001589754107,1,1,0,no,Private,
6000000001589755330,1,1,0,no,Private,
6000000001589696261,1,1,0,no,Private,
6000000001589714301,1,1,0,no,Private,
6000000001589391921,1,1,0,no,Private,
6000000001589746070,1,1,0,no,Private,
6000000001589517533,1,1,0,no,Private,
6000000001589422737,1,1,0,no,Private,
6000000018467257307,1,1,0,no,Private,
6000000019752664350,1,1,0,no,Private,
6000000001347572039,1,1,0,no,Private,
6000000011278053170,1,1,0,no,Private,
6000000011278220672,1,1,0,no,Private,
6000000011278300290,1,1,0,no,Private,
6000000011278079134,1,1,0,no,Private,
6000000011278237331,1,1,0,no,Private,
6000000011278277450,1,1,0,no,Private,
6000000010011694866,1,1,0,no,Private,
6000000001347518972,1,1,0,no,Private,
6000000001061903462,1,1,0,no,Private,
6000000001061970564,1,1,0,no,Private,
6000000001061986206,1,1,0,no,Private,
6000000001061998529,1,1,0,no,Private,
6000000001062031110,1,1,0,no,Private,
6000000000153722640,1,1,0,no,Private,
6000000000153722654,1,1,0,no,Private,
6000000000153722666,1,1,0,no,Private,
6000000000159123353,1,1,0,no,Private,
6000000001047608907,1,1,0,no,Private,
6000000001047686113,1,1,0,no,Private,
6000000001062056236,1,1,0,no,Private,
6000000001062122106,1,1,0,no,Private,
6000000001062154003,1,1,0,no,Private,
6000000001062215001,1,1,0,no,Private,
6000000001062196263,1,1,0,no,Private,
6000000018054173156,1,1,0,no,Private,
6000000001061975563,1,1,0,no,Private,
6000000001062183277,1,1,0,no,Private,
6000000001062211285,1,1,0,no,Private,
6000000001062156472,1,1,0,no,Private,
6000000001062265255,1,1,0,no,Private,
6000000001512515277,1,1,0,no,Private,
6000000001347481380,1,1,0,no,Private,
6000000001347548124,1,1,0,no,Private,
6000000001347525127,1,1,0,no,Private,
6000000001347524753,1,1,0,no,Private,
6000000001347511990,1,1,0,no,Private,
6000000001347675119,1,1,0,no,Private,
6000000001347546456,1,1,0,no,Private,
6000000001347507320,1,1,0,no,Private,
6000000001347545024,1,1,0,no,Private,
6000000001347478193,1,1,0,no,Private,
6000000001371095523,1,1,0,no,Private,
6000000001347835166,1,1,0,no,Private,
6000000001347477195,1,1,0,no,Private,
6000000001347359472,1,1,0,no,Private,
6000000001347393808,1,1,0,no,Private,
6000000001347426580,1,1,0,no,Private,
6000000006200509429,1,1,0,no,Private,
6000000001739100729,1,1,0,no,Private,
6000000001739411311,1,1,0,no,Private,
6000000007001675105,1,1,0,no,Private,
6000000002323067873,1,1,0,no,Private,
6000000002137082594,1,1,0,no,Private,
6000000001639794041,1,1,0,no,Private,
6000000001639738412,1,1,0,no,Private,
6000000001639794030,1,1,0,no,Private,
6000000001619010056,1,1,0,no,Private,
6000000004901394009,1,1,0,no,Private,
6000000004901521001,1,1,0,no,Private,
6000000001685430297,1,1,0,no,Private,
6000000001685454305,1,1,0,no,Private,
6000000004900766002,1,1,0,no,Private,
6000000004900791014,1,1,0,no,Private,
6000000004900858008,1,1,0,no,Private,
6000000004900953020,1,1,0,no,Private,
6000000004902182001,1,1,0,no,Private,
6000000003943547315,1,1,0,no,Private,
6000000003943563651,1,1,0,no,Private,
6000000004902336004,1,1,0,no,Private,
6000000004902381114,1,1,0,no,Private,
6000000013960470889,1,1,0,no,Private,
6000000013961058843,1,1,0,no,Private,
6000000013960740982,1,1,0,no,Private,
6000000013961223140,1,1,0,no,Private,
6000000013960428980,1,1,0,no,Private,
6000000014284398295,1,1,0,no,Private,
6000000014284507124,1,1,0,no,Private,
6000000014284394221,1,1,0,no,Private,
6000000014284542023,1,1,0,no,Private,
6000000014283994807,1,1,0,no,Private,
6000000014284477240,1,1,0,no,Private,
6000000014284285519,1,1,0,no,Private,
6000000018234659474,1,1,0,no,Private,
6000000018235681874,1,1,0,no,Private,
6000000014284340870,1,1,0,no,Private,
6000000014284202970,1,1,0,no,Private,
6000000014284272970,1,1,0,no,Private,
6000000058248110834,1,1,0,no,Private,
6000000058247635902,1,1,0,no,Private,
6000000057188353884,1,1,0,no,Private,
6000000058247799897,1,1,0,no,Private,
6000000058243559138,1,1,0,no,Private,
6000000013321314210,1,1,0,no,Private,
6000000013321159067,1,1,0,no,Private,
6000000013321287308,1,1,0,no,Private,
6000000031766111199,1,1,0,no,Private,
6000000031766292932,1,1,0,no,Private,
6000000113541267980,1,1,0,no,Private,
6000000113541580863,1,1,0,no,Private,
6000000031766078303,1,1,0,no,Private,
6000000113540775083,1,1,0,no,Private,
6000000113540806008,1,1,0,no,Private,
6000000113525479917,1,1,0,no,Private,
6000000113530094319,1,1,0,no,Private,
6000000031766383852,1,1,0,no,Private,
