shape	kind	claimed_by	qid	geni_id	sources	component_qids	component_geni_ids
2x3	TANGLE - needs both merges	mixed	Q703328	6000000075061158005	wikidata-p2600	Q699664;Q703328	6000000007915930554;6000000075061158005;6000000075061575830
1x2	one item, several Geni profiles	mixed	Q69980	6000000003443386980	structural;zipper	Q69980	6000000003443386980;6000000053561390833
1x2	one item, several Geni profiles	mixed	Q69980	6000000053561390833	wikidata-p2600	Q69980	6000000003443386980;6000000053561390833
1x2	one item, several Geni profiles	mixed	Q701326	6000000074733219824	wikidata-p2600	Q701326	6000000074733219824;6000000130310253012
1x2	one item, several Geni profiles	mixed	Q701326	6000000130310253012	structural;zipper	Q701326	6000000074733219824;6000000130310253012
1x2	one item, several Geni profiles	mixed	Q701445	6000000021150795232	zipper	Q701445	6000000021150795232;6000000075326843342
1x2	one item, several Geni profiles	mixed	Q701445	6000000075326843342	wikidata-p2600	Q701445	6000000021150795232;6000000075326843342
1x2	one item, several Geni profiles	mixed	Q701503	6000000001811275864	structural;zipper	Q701503	6000000001811275864;6000000012592375027
1x2	one item, several Geni profiles	mixed	Q701503	6000000012592375027	wikidata-p2600	Q701503	6000000001811275864;6000000012592375027
1x2	one item, several Geni profiles	mixed	Q701556	6000000002188101055	structural;zipper	Q701556	6000000002188101055;6000000075334853990
1x2	one item, several Geni profiles	mixed	Q701556	6000000075334853990	wikidata-p2600	Q701556	6000000002188101055;6000000075334853990
1x2	one item, several Geni profiles	mixed	Q701713	6000000052003730054	structural;zipper	Q701713	6000000052003730054;6000000074734980966
1x2	one item, several Geni profiles	mixed	Q701713	6000000074734980966	wikidata-p2600	Q701713	6000000052003730054;6000000074734980966
1x2	one item, several Geni profiles	wikidata only	Q702473	6000000002188008123	wikidata-p2600	Q702473	6000000002188008123;6000000003918042229
1x2	one item, several Geni profiles	wikidata only	Q702473	6000000003918042229	wikidata-p2600	Q702473	6000000002188008123;6000000003918042229
1x2	one item, several Geni profiles	wikidata only	Q703346	6000000002205507182	wikidata-p2600	Q703346	6000000002205507182;6000000003827963052
1x2	one item, several Geni profiles	wikidata only	Q703346	6000000003827963052	wikidata-p2600	Q703346	6000000002205507182;6000000003827963052
1x2	one item, several Geni profiles	wikidata only	Q70423	6000000157672009951	wikidata-p2600	Q70423	6000000157672009951;6000000226189671877
1x2	one item, several Geni profiles	wikidata only	Q70423	6000000226189671877	wikidata-p2600	Q70423	6000000157672009951;6000000226189671877
1x2	one item, several Geni profiles	wikidata only	Q704939	6000000001534995483	wikidata-p2600	Q704939	6000000001534995483;6000000003918003834
1x2	one item, several Geni profiles	wikidata only	Q704939	6000000003918003834	wikidata-p2600	Q704939	6000000001534995483;6000000003918003834
1x2	one item, several Geni profiles	mixed	Q70590	6000000000628797008	wikidata-p2600	Q70590	6000000000628797008;6000000002836075198
1x2	one item, several Geni profiles	mixed	Q70590	6000000002836075198	zipper	Q70590	6000000000628797008;6000000002836075198
1x2	one item, several Geni profiles	mixed	Q7069358	6000000031420969306	zipper	Q7069358	6000000031420969306;6000000074791874835
1x2	one item, several Geni profiles	mixed	Q7069358	6000000074791874835	wikidata-p2600	Q7069358	6000000031420969306;6000000074791874835
1x2	one item, several Geni profiles	mixed	Q7069368	6000000031420845237	zipper	Q7069368	6000000031420845237;6000000074791887821
1x2	one item, several Geni profiles	mixed	Q7069368	6000000074791887821	wikidata-p2600	Q7069368	6000000031420845237;6000000074791887821
1x2	one item, several Geni profiles	mixed	Q7069369	6000000009324255865	zipper	Q7069369	6000000009324255865;6000000074791690971
1x2	one item, several Geni profiles	mixed	Q7069369	6000000074791690971	wikidata-p2600	Q7069369	6000000009324255865;6000000074791690971
1x2	one item, several Geni profiles	mixed	Q7069397	6000000031419241105	zipper	Q7069397	6000000031419241105;6000000074791817849
1x2	one item, several Geni profiles	mixed	Q7069397	6000000074791817849	wikidata-p2600	Q7069397	6000000031419241105;6000000074791817849
1x2	one item, several Geni profiles	mixed	Q7069401	6000000038678712060	zipper	Q7069401	6000000038678712060;6000000074791173351
1x2	one item, several Geni profiles	mixed	Q7069401	6000000074791173351	wikidata-p2600	Q7069401	6000000038678712060;6000000074791173351
1x2	one item, several Geni profiles	mixed	Q7069420	6000000029263930419	zipper	Q7069420	6000000029263930419;6000000074791841891
1x2	one item, several Geni profiles	mixed	Q7069420	6000000074791841891	wikidata-p2600	Q7069420	6000000029263930419;6000000074791841891
1x2	one item, several Geni profiles	mixed	Q7070839	6000000005010132722	zipper	Q7070839	6000000005010132722;6000000074791576068
1x2	one item, several Geni profiles	mixed	Q7070839	6000000074791576068	wikidata-p2600	Q7070839	6000000005010132722;6000000074791576068
1x2	one item, several Geni profiles	mixed	Q708108	6000000002188101407	wikidata-p2600;zipper	Q708108	6000000002188101407;6000000075325768822
1x2	one item, several Geni profiles	mixed	Q708108	6000000075325768822	wikidata-p2600	Q708108	6000000002188101407;6000000075325768822
1x2	one item, several Geni profiles	wikidata only	Q7104158	6000000009628355630	wikidata-p2600	Q7104158	6000000009628355630;6000000089204309377
1x2	one item, several Geni profiles	wikidata only	Q7104158	6000000089204309377	wikidata-p2600	Q7104158	6000000009628355630;6000000089204309377
1x2	one item, several Geni profiles	mixed	Q711815	6000000002188144705	zipper	Q711815	6000000002188144705;6000000074732623120
1x2	one item, several Geni profiles	mixed	Q711815	6000000074732623120	wikidata-p2600	Q711815	6000000002188144705;6000000074732623120
1x2	one item, several Geni profiles	wikidata only	Q711818	6000000009951206181	wikidata-p2600	Q711818	6000000009951206181;6000000176143809831
1x2	one item, several Geni profiles	wikidata only	Q711818	6000000176143809831	wikidata-p2600	Q711818	6000000009951206181;6000000176143809831
1x2	one item, several Geni profiles	mixed	Q712113	6000000003175649423	structural;zipper	Q712113	6000000003175649423;6000000074734431863
1x2	one item, several Geni profiles	mixed	Q712113	6000000074734431863	wikidata-p2600	Q712113	6000000003175649423;6000000074734431863
1x2	one item, several Geni profiles	mixed	Q712325	6000000007513370423	structural;zipper	Q712325	6000000007513370423;6000000074767443882
1x2	one item, several Geni profiles	mixed	Q712325	6000000074767443882	wikidata-p2600	Q712325	6000000007513370423;6000000074767443882
1x2	one item, several Geni profiles	mixed	Q712345	6000000010476147469	zipper	Q712345	6000000010476147469;6000000074733459894
1x2	one item, several Geni profiles	mixed	Q712345	6000000074733459894	wikidata-p2600	Q712345	6000000010476147469;6000000074733459894
1x2	one item, several Geni profiles	wikidata only	Q712465	6000000002312024018	wikidata-p2600	Q712465	6000000002312024018;6000000018799773340
1x2	one item, several Geni profiles	wikidata only	Q712465	6000000018799773340	wikidata-p2600	Q712465	6000000002312024018;6000000018799773340
1x2	one item, several Geni profiles	mixed	Q712916	6000000012581597189	structural;zipper	Q712916	6000000012581597189;6000000074767783890
1x2	one item, several Geni profiles	mixed	Q712916	6000000074767783890	wikidata-p2600	Q712916	6000000012581597189;6000000074767783890
1x2	one item, several Geni profiles	mixed	Q7147955	6000000025717890604	zipper	Q7147955	6000000025717890604;6000000071415492032
1x2	one item, several Geni profiles	mixed	Q7147955	6000000071415492032	wikidata-p2600	Q7147955	6000000025717890604;6000000071415492032
1x2	one item, several Geni profiles	wikidata only	Q71581613	4742114	wikidata-p2600	Q71581613	4742114;6000000010123464950
1x2	one item, several Geni profiles	wikidata only	Q71581613	6000000010123464950	wikidata-p2600	Q71581613	4742114;6000000010123464950
1x2	one item, several Geni profiles	wikidata only	Q716184	6000000050750525142	wikidata-p2600	Q716184	6000000050750525142;6000000075505755822
1x2	one item, several Geni profiles	wikidata only	Q716184	6000000075505755822	wikidata-p2600	Q716184	6000000050750525142;6000000075505755822
1x2	one item, several Geni profiles	mixed	Q717133	6000000018031393460	wikidata-p2600	Q717133	6000000018031393460;6000000018033300617
1x2	one item, several Geni profiles	mixed	Q717133	6000000018033300617	zipper	Q717133	6000000018031393460;6000000018033300617
1x2	one item, several Geni profiles	wikidata only	Q7172709	6000000002437758017	wikidata-p2600	Q7172709	6000000002437758017;6000000060278813908
1x2	one item, several Geni profiles	wikidata only	Q7172709	6000000060278813908	wikidata-p2600	Q7172709	6000000002437758017;6000000060278813908
1x2	one item, several Geni profiles	wikidata only	Q7173006	370775229820013919	wikidata-p2600	Q7173006	370775229820013919;6000000111374145821
1x2	one item, several Geni profiles	wikidata only	Q7173006	6000000111374145821	wikidata-p2600	Q7173006	370775229820013919;6000000111374145821
1x2	one item, several Geni profiles	wikidata only	Q717406	6000000000774632858	wikidata-p2600	Q717406	6000000000774632858;6000000052996546964
1x2	one item, several Geni profiles	wikidata only	Q717406	6000000052996546964	wikidata-p2600	Q717406	6000000000774632858;6000000052996546964
1x2	one item, several Geni profiles	wikidata only	Q7175651	6000000020546123286	wikidata-p2600	Q7175651	6000000020546123286;6000000107804300840
1x2	one item, several Geni profiles	wikidata only	Q7175651	6000000107804300840	wikidata-p2600	Q7175651	6000000020546123286;6000000107804300840
1x2	one item, several Geni profiles	mixed	Q718217	6000000003175651265	zipper	Q718217	6000000003175651265;6000000074734423849
1x2	one item, several Geni profiles	mixed	Q718217	6000000074734423849	wikidata-p2600	Q718217	6000000003175651265;6000000074734423849
1x2	one item, several Geni profiles	mixed	Q718227	6000000003175650332	zipper	Q718227	6000000003175650332;6000000074734517880
1x2	one item, several Geni profiles	mixed	Q718227	6000000074734517880	wikidata-p2600	Q718227	6000000003175650332;6000000074734517880
1x2	one item, several Geni profiles	mixed	Q718238	6000000029947091655	structural;zipper	Q718238	6000000029947091655;6000000074767492869
1x2	one item, several Geni profiles	mixed	Q718238	6000000074767492869	wikidata-p2600	Q718238	6000000029947091655;6000000074767492869
1x2	one item, several Geni profiles	wikidata only	Q7184217	6000000005747717250	wikidata-p2600	Q7184217	6000000005747717250;6000000018614486577
1x2	one item, several Geni profiles	wikidata only	Q7184217	6000000018614486577	wikidata-p2600	Q7184217	6000000005747717250;6000000018614486577
1x2	one item, several Geni profiles	wikidata only	Q7184280	6000000003748467375	wikidata-p2600	Q7184280	6000000003748467375;6000000006597041132
1x2	one item, several Geni profiles	wikidata only	Q7184280	6000000006597041132	wikidata-p2600	Q7184280	6000000003748467375;6000000006597041132
1x2	one item, several Geni profiles	wikidata only	Q7186375	6000000001383804988	wikidata-p2600	Q7186375	6000000001383804988;6000000037516615153
1x2	one item, several Geni profiles	wikidata only	Q7186375	6000000037516615153	wikidata-p2600	Q7186375	6000000001383804988;6000000037516615153
1x2	one item, several Geni profiles	wikidata only	Q719860	6000000026544600951	wikidata-p2600	Q719860	6000000026544600951;6000000026545685167
1x2	one item, several Geni profiles	wikidata only	Q719860	6000000026545685167	wikidata-p2600	Q719860	6000000026544600951;6000000026545685167
1x2	one item, several Geni profiles	mixed	Q7210	6000000002188144615	zipper	Q7210	6000000002188144615;6000000075062210855
1x2	one item, several Geni profiles	mixed	Q7210	6000000075062210855	wikidata-p2600	Q7210	6000000002188144615;6000000075062210855
1x2	one item, several Geni profiles	wikidata only	Q721358	6000000089667359183	wikidata-p2600	Q721358	6000000089667359183;6000000094834724821
1x2	one item, several Geni profiles	wikidata only	Q721358	6000000094834724821	wikidata-p2600	Q721358	6000000089667359183;6000000094834724821
1x2	one item, several Geni profiles	wikidata only	Q7225915	6000000007513185369	wikidata-p2600	Q7225915	6000000007513185369;6000000074767271848
1x2	one item, several Geni profiles	wikidata only	Q7225915	6000000074767271848	wikidata-p2600	Q7225915	6000000007513185369;6000000074767271848
1x2	one item, several Geni profiles	wikidata only	Q722761	6000000016682318289	wikidata-p2600	Q722761	6000000016682318289;6000000185431397889
1x2	one item, several Geni profiles	wikidata only	Q722761	6000000185431397889	wikidata-p2600	Q722761	6000000016682318289;6000000185431397889
1x2	one item, several Geni profiles	wikidata only	Q723488	6000000007121716978	wikidata-p2600	Q723488	6000000007121716978;6000000175981129822
1x2	one item, several Geni profiles	wikidata only	Q723488	6000000175981129822	wikidata-p2600	Q723488	6000000007121716978;6000000175981129822
1x2	one item, several Geni profiles	wikidata only	Q7236896	6000000074725316459	wikidata-p2600	Q7236896	6000000074725316459;6000000075483280267
1x2	one item, several Geni profiles	wikidata only	Q7236896	6000000075483280267	wikidata-p2600	Q7236896	6000000074725316459;6000000075483280267
1x2	one item, several Geni profiles	mixed	Q72383304	6000000003868967539	structural;zipper	Q72383304	6000000003868967539;6000000017619443168
1x2	one item, several Geni profiles	mixed	Q72383304	6000000017619443168	wikidata-p2600	Q72383304	6000000003868967539;6000000017619443168
2x2	TANGLE - needs both merges	mixed	Q7249685	6000000001142099474	zipper	Q7249685;Q75288135	6000000001142099474;6000000001142154198
2x2	TANGLE - needs both merges	mixed	Q7249685	6000000001142154198	structural	Q7249685;Q75288135	6000000001142099474;6000000001142154198
2x2	TANGLE - needs both merges	mixed	Q75288135	6000000001142154198	wikidata-p2600	Q7249685;Q75288135	6000000001142099474;6000000001142154198
1x2	one item, several Geni profiles	wikidata only	Q725105	6000000016509484772	wikidata-p2600	Q725105	6000000016509484772;6000000017696582426
1x2	one item, several Geni profiles	wikidata only	Q725105	6000000017696582426	wikidata-p2600	Q725105	6000000016509484772;6000000017696582426
1x2	one item, several Geni profiles	wikidata only	Q7264864	360161841640001157	wikidata-p2600	Q7264864	360161841640001157;6000000078903060121
1x2	one item, several Geni profiles	wikidata only	Q7264864	6000000078903060121	wikidata-p2600	Q7264864	360161841640001157;6000000078903060121
1x2	one item, several Geni profiles	mixed	Q7268	6000000012577949508	zipper	Q7268	6000000012577949508;6000000074771299837
1x2	one item, several Geni profiles	mixed	Q7268	6000000074771299837	wikidata-p2600	Q7268	6000000012577949508;6000000074771299837
1x2	one item, several Geni profiles	mixed	Q7271	6000000012578167311	zipper	Q7271	6000000012578167311;6000000074771283870
1x2	one item, several Geni profiles	mixed	Q7271	6000000074771283870	wikidata-p2600	Q7271	6000000012578167311;6000000074771283870
1x2	one item, several Geni profiles	mixed	Q7277	6000000012578097792	zipper	Q7277	6000000012578097792;6000000074771302852
1x2	one item, several Geni profiles	mixed	Q7277	6000000074771302852	wikidata-p2600	Q7277	6000000012578097792;6000000074771302852
1x2	one item, several Geni profiles	wikidata only	Q72790973	6000000031950467147	wikidata-p2600	Q72790973	6000000031950467147;6000000038603060774
1x2	one item, several Geni profiles	wikidata only	Q72790973	6000000038603060774	wikidata-p2600	Q72790973	6000000031950467147;6000000038603060774
1x2	one item, several Geni profiles	mixed	Q727985	6000000004171090875	structural;zipper	Q727985	6000000004171090875;6000000085483672967
1x2	one item, several Geni profiles	mixed	Q727985	6000000085483672967	wikidata-p2600	Q727985	6000000004171090875;6000000085483672967
1x2	one item, several Geni profiles	mixed	Q7280	6000000012578045986	zipper	Q7280	6000000012578045986;6000000074770965996
1x2	one item, several Geni profiles	mixed	Q7280	6000000074770965996	wikidata-p2600	Q7280	6000000012578045986;6000000074770965996
1x2	one item, several Geni profiles	mixed	Q7282	6000000012577975875	zipper	Q7282	6000000012577975875;6000000074771119906
1x2	one item, several Geni profiles	mixed	Q7282	6000000074771119906	wikidata-p2600	Q7282	6000000012577975875;6000000074771119906
1x2	one item, several Geni profiles	wikidata only	Q728434	6000000018269780220	wikidata-p2600	Q728434	6000000018269780220;6000000154956689946
1x2	one item, several Geni profiles	wikidata only	Q728434	6000000154956689946	wikidata-p2600	Q728434	6000000018269780220;6000000154956689946
1x2	one item, several Geni profiles	mixed	Q7285	6000000012578291250	zipper	Q7285	6000000012578291250;6000000074770348208
1x2	one item, several Geni profiles	mixed	Q7285	6000000074770348208	wikidata-p2600	Q7285	6000000012578291250;6000000074770348208
1x2	one item, several Geni profiles	wikidata only	Q7286907	6000000003815165796	wikidata-p2600	Q7286907	6000000003815165796;6000000064851926884
1x2	one item, several Geni profiles	wikidata only	Q7286907	6000000064851926884	wikidata-p2600	Q7286907	6000000003815165796;6000000064851926884
1x2	one item, several Geni profiles	mixed	Q7287488	6000000003243294025	zipper	Q7287488	6000000003243294025;6000000025403794863
1x2	one item, several Geni profiles	mixed	Q7287488	6000000025403794863	wikidata-p2600	Q7287488	6000000003243294025;6000000025403794863
1x2	one item, several Geni profiles	mixed	Q7289	6000000012578071412	zipper	Q7289	6000000012578071412;6000000074771291856
1x2	one item, several Geni profiles	mixed	Q7289	6000000074771291856	wikidata-p2600	Q7289	6000000012578071412;6000000074771291856
1x2	one item, several Geni profiles	mixed	Q7292	6000000012577825699	zipper	Q7292	6000000012577825699;6000000074771309840
1x2	one item, several Geni profiles	mixed	Q7292	6000000074771309840	wikidata-p2600	Q7292	6000000012577825699;6000000074771309840
1x2	one item, several Geni profiles	wikidata only	Q7293755	6000000028584915103	wikidata-p2600	Q7293755	6000000028584915103;6000000031589938413
1x2	one item, several Geni profiles	wikidata only	Q7293755	6000000031589938413	wikidata-p2600	Q7293755	6000000028584915103;6000000031589938413
1x2	one item, several Geni profiles	wikidata only	Q7324304	6000000026405041206	wikidata-p2600	Q7324304	6000000026405041206;6000000073979684984
1x2	one item, several Geni profiles	wikidata only	Q7324304	6000000073979684984	wikidata-p2600	Q7324304	6000000026405041206;6000000073979684984
1x2	one item, several Geni profiles	wikidata only	Q7324902	6000000002400760089	wikidata-p2600	Q7324902	6000000002400760089;6000000140277645824
1x2	one item, several Geni profiles	wikidata only	Q7324902	6000000140277645824	wikidata-p2600	Q7324902	6000000002400760089;6000000140277645824
1x2	one item, several Geni profiles	wikidata only	Q7328239	6000000027325900131	wikidata-p2600	Q7328239	6000000027325900131;6000000058611413912
1x2	one item, several Geni profiles	wikidata only	Q7328239	6000000058611413912	wikidata-p2600	Q7328239	6000000027325900131;6000000058611413912
1x2	one item, several Geni profiles	wikidata only	Q7328682	6000000001791469043	wikidata-p2600	Q7328682	6000000001791469043;6000000061300319953
1x2	one item, several Geni profiles	wikidata only	Q7328682	6000000061300319953	wikidata-p2600	Q7328682	6000000001791469043;6000000061300319953
1x2	one item, several Geni profiles	wikidata only	Q7329767	6000000001179931730	wikidata-p2600	Q7329767	6000000001179931730;6000000057492125821
1x2	one item, several Geni profiles	wikidata only	Q7329767	6000000057492125821	wikidata-p2600	Q7329767	6000000001179931730;6000000057492125821
1x2	one item, several Geni profiles	wikidata only	Q7329818	6000000000286600393	wikidata-p2600	Q7329818	6000000000286600393;6000000008317740322
1x2	one item, several Geni profiles	wikidata only	Q7329818	6000000008317740322	wikidata-p2600	Q7329818	6000000000286600393;6000000008317740322
1x2	one item, several Geni profiles	wikidata only	Q7342781	6000000003766501514	wikidata-p2600	Q7342781	6000000003766501514;6000000024833229740
1x2	one item, several Geni profiles	wikidata only	Q7342781	6000000024833229740	wikidata-p2600	Q7342781	6000000003766501514;6000000024833229740
1x2	one item, several Geni profiles	wikidata only	Q7343553	6000000021276265748	wikidata-p2600	Q7343553	6000000021276265748;6000000119133864006
1x2	one item, several Geni profiles	wikidata only	Q7343553	6000000119133864006	wikidata-p2600	Q7343553	6000000021276265748;6000000119133864006
1x2	one item, several Geni profiles	wikidata only	Q73441	6000000027151873310	wikidata-p2600	Q73441	6000000027151873310;6000000174744306838
1x2	one item, several Geni profiles	wikidata only	Q73441	6000000174744306838	wikidata-p2600	Q73441	6000000027151873310;6000000174744306838
1x2	one item, several Geni profiles	wikidata only	Q7345277	6000000002188257325	wikidata-p2600	Q7345277	6000000002188257325;6000000175078811440
1x2	one item, several Geni profiles	wikidata only	Q7345277	6000000175078811440	wikidata-p2600	Q7345277	6000000002188257325;6000000175078811440
1x2	one item, several Geni profiles	wikidata only	Q7347585	6000000041496818849	wikidata-p2600	Q7347585	6000000041496818849;6000000091631081508
1x2	one item, several Geni profiles	wikidata only	Q7347585	6000000091631081508	wikidata-p2600	Q7347585	6000000041496818849;6000000091631081508
1x2	one item, several Geni profiles	mixed	Q735117	6000000000196880703	structural	Q735117	6000000000196880703;6000000073725470821
1x2	one item, several Geni profiles	mixed	Q735117	6000000073725470821	wikidata-p2600	Q735117	6000000000196880703;6000000073725470821
1x2	one item, several Geni profiles	wikidata only	Q7357799	6000000005248690486	wikidata-p2600	Q7357799	6000000005248690486;6000000110252543821
1x2	one item, several Geni profiles	wikidata only	Q7357799	6000000110252543821	wikidata-p2600	Q7357799	6000000005248690486;6000000110252543821
1x2	one item, several Geni profiles	wikidata only	Q7366933	6000000016437193175	wikidata-p2600	Q7366933	6000000016437193175;6000000025891900954
1x2	one item, several Geni profiles	wikidata only	Q7366933	6000000025891900954	wikidata-p2600	Q7366933	6000000016437193175;6000000025891900954
1x2	one item, several Geni profiles	wikidata only	Q7367044	6000000003232519857	wikidata-p2600	Q7367044	6000000003232519857;6000000190049523926
1x2	one item, several Geni profiles	wikidata only	Q7367044	6000000190049523926	wikidata-p2600	Q7367044	6000000003232519857;6000000190049523926
1x2	one item, several Geni profiles	wikidata only	Q7378104	6000000020734613658	wikidata-p2600	Q7378104	6000000020734613658;6000000083860923267
1x2	one item, several Geni profiles	wikidata only	Q7378104	6000000083860923267	wikidata-p2600	Q7378104	6000000020734613658;6000000083860923267
1x2	one item, several Geni profiles	wikidata only	Q7381668	6000000020374818709	wikidata-p2600	Q7381668	6000000020374818709;6000000022710893041
1x2	one item, several Geni profiles	wikidata only	Q7381668	6000000022710893041	wikidata-p2600	Q7381668	6000000020374818709;6000000022710893041
1x2	one item, several Geni profiles	mixed	Q7382	6000000037175293735	zipper	Q7382	6000000037175293735;6000000075326965283
1x2	one item, several Geni profiles	mixed	Q7382	6000000075326965283	wikidata-p2600	Q7382	6000000037175293735;6000000075326965283
1x2	one item, several Geni profiles	wikidata only	Q7410797	6000000025957533228	wikidata-p2600	Q7410797	6000000025957533228;6000000038548627824
1x2	one item, several Geni profiles	wikidata only	Q7410797	6000000038548627824	wikidata-p2600	Q7410797	6000000025957533228;6000000038548627824
1x2	one item, several Geni profiles	wikidata only	Q7411513	6000000002824538463	wikidata-p2600	Q7411513	6000000002824538463;6000000114598621152
1x2	one item, several Geni profiles	wikidata only	Q7411513	6000000114598621152	wikidata-p2600	Q7411513	6000000002824538463;6000000114598621152
1x3	one item, several Geni profiles	wikidata only	Q7411717	6000000066554730974	wikidata-p2600	Q7411717	6000000066554730974;6000000102517239313;6000000184137770975
1x3	one item, several Geni profiles	wikidata only	Q7411717	6000000102517239313	wikidata-p2600	Q7411717	6000000066554730974;6000000102517239313;6000000184137770975
1x3	one item, several Geni profiles	wikidata only	Q7411717	6000000184137770975	wikidata-p2600	Q7411717	6000000066554730974;6000000102517239313;6000000184137770975
1x2	one item, several Geni profiles	wikidata only	Q7412060	4315384389350053562	wikidata-p2600	Q7412060	4315384389350053562;6000000020131062651
1x2	one item, several Geni profiles	wikidata only	Q7412060	6000000020131062651	wikidata-p2600	Q7412060	4315384389350053562;6000000020131062651
1x2	one item, several Geni profiles	wikidata only	Q7412197	6000000001383089811	wikidata-p2600	Q7412197	6000000001383089811;6000000019464321264
1x2	one item, several Geni profiles	wikidata only	Q7412197	6000000019464321264	wikidata-p2600	Q7412197	6000000001383089811;6000000019464321264
1x2	one item, several Geni profiles	mixed	Q7418	6000000007970268622	zipper	Q7418	6000000007970268622;6000000075327685274
1x2	one item, several Geni profiles	mixed	Q7418	6000000075327685274	wikidata-p2600	Q7418	6000000007970268622;6000000075327685274
1x2	one item, several Geni profiles	mixed	Q7419	6000000007970483511	zipper	Q7419	6000000007970483511;6000000075328258026
1x2	one item, several Geni profiles	mixed	Q7419	6000000075328258026	wikidata-p2600	Q7419	6000000007970483511;6000000075328258026
1x2	one item, several Geni profiles	wikidata only	Q74225073	6000000018646892786	wikidata-p2600	Q74225073	6000000018646892786;6000000018648008635
1x2	one item, several Geni profiles	wikidata only	Q74225073	6000000018648008635	wikidata-p2600	Q74225073	6000000018646892786;6000000018648008635
1x2	one item, several Geni profiles	wikidata only	Q743162	4785987917060123541	wikidata-p2600	Q743162	4785987917060123541;6000000015840049440
1x2	one item, several Geni profiles	wikidata only	Q743162	6000000015840049440	wikidata-p2600	Q743162	4785987917060123541;6000000015840049440
1x2	one item, several Geni profiles	mixed	Q745241	6000000003420164243	wikidata-p2600;zipper	Q745241	6000000003420164243;6000000042231824833
1x2	one item, several Geni profiles	mixed	Q745241	6000000042231824833	wikidata-p2600	Q745241	6000000003420164243;6000000042231824833
1x2	one item, several Geni profiles	mixed	Q748553	6000000007223521016	zipper	Q748553	6000000007223521016;6000000011435116822
1x2	one item, several Geni profiles	mixed	Q748553	6000000011435116822	wikidata-p2600	Q748553	6000000007223521016;6000000011435116822
1x2	one item, several Geni profiles	wikidata only	Q7487321	6000000008937096270	wikidata-p2600	Q7487321	6000000008937096270;6000000177874913865
1x2	one item, several Geni profiles	wikidata only	Q7487321	6000000177874913865	wikidata-p2600	Q7487321	6000000008937096270;6000000177874913865
1x2	one item, several Geni profiles	wikidata only	Q7489908	6000000040470516847	wikidata-p2600	Q7489908	6000000040470516847;6000000180101463830
1x2	one item, several Geni profiles	wikidata only	Q7489908	6000000180101463830	wikidata-p2600	Q7489908	6000000040470516847;6000000180101463830
1x2	one item, several Geni profiles	wikidata only	Q75075	6000000006099980551	wikidata-p2600	Q75075	6000000006099980551;6000000207665355848
1x2	one item, several Geni profiles	wikidata only	Q75075	6000000207665355848	wikidata-p2600	Q75075	6000000006099980551;6000000207665355848
1x2	one item, several Geni profiles	mixed	Q7517	6000000008650291678	zipper	Q7517	6000000008650291678;6000000074791880828
1x2	one item, several Geni profiles	mixed	Q7517	6000000074791880828	wikidata-p2600	Q7517	6000000008650291678;6000000074791880828
1x2	one item, several Geni profiles	mixed	Q7519	6000000008650285555	zipper	Q7519	6000000008650285555;6000000074791736904
1x2	one item, several Geni profiles	mixed	Q7519	6000000074791736904	wikidata-p2600	Q7519	6000000008650285555;6000000074791736904
1x2	one item, several Geni profiles	mixed	Q7520	6000000008657994872	zipper	Q7520	6000000008657994872;6000000074791708961
1x2	one item, several Geni profiles	mixed	Q7520	6000000074791708961	wikidata-p2600	Q7520	6000000008657994872;6000000074791708961
1x2	one item, several Geni profiles	mixed	Q7521	6000000002187576433	zipper	Q7521	6000000002187576433;6000000074791744946
1x2	one item, several Geni profiles	mixed	Q7521	6000000074791744946	wikidata-p2600	Q7521	6000000002187576433;6000000074791744946
1x2	one item, several Geni profiles	mixed	Q7523	6000000002187576411	zipper	Q7523	6000000002187576411;6000000074791657982
1x2	one item, several Geni profiles	mixed	Q7523	6000000074791657982	wikidata-p2600	Q7523	6000000002187576411;6000000074791657982
1x2	one item, several Geni profiles	mixed	Q75237488	6000000002116145440	wikidata-p2600	Q75237488	6000000002116145440;6000000008508308368
1x2	one item, several Geni profiles	mixed	Q75237488	6000000008508308368	zipper	Q75237488	6000000002116145440;6000000008508308368
1x2	one item, several Geni profiles	mixed	Q75240461	6000000001061869741	structural	Q75240461	6000000001061869741;6000000003243167090
1x2	one item, several Geni profiles	mixed	Q75240461	6000000003243167090	wikidata-p2600	Q75240461	6000000001061869741;6000000003243167090
1x2	one item, several Geni profiles	wikidata only	Q75240965	6000000020279171501	wikidata-p2600	Q75240965	6000000020279171501;6000000021509025250
1x2	one item, several Geni profiles	wikidata only	Q75240965	6000000021509025250	wikidata-p2600	Q75240965	6000000020279171501;6000000021509025250
1x2	one item, several Geni profiles	wikidata only	Q75242177	6000000013000372700	wikidata-p2600	Q75242177	6000000013000372700;6000000015656031627
1x2	one item, several Geni profiles	wikidata only	Q75242177	6000000015656031627	wikidata-p2600	Q75242177	6000000013000372700;6000000015656031627
1x2	one item, several Geni profiles	wikidata only	Q75242181	6000000002188458114	wikidata-p2600	Q75242181	6000000002188458114;6000000022920089890
1x2	one item, several Geni profiles	wikidata only	Q75242181	6000000022920089890	wikidata-p2600	Q75242181	6000000002188458114;6000000022920089890
1x2	one item, several Geni profiles	mixed	Q75242583	6000000005597798062	wikidata-p2600	Q75242583	6000000005597798062;6000000012400539452
