page,path_steps,path_in_paths_dir,family_text_view,family_cards,family_cards_only,family_union,page_count
paths_for_wikidata_isolates/Geni - Michelangelo Conti (1655-1724)- Rome.html,47,identical,8,8,0,8,8
paths_for_wikidata_isolates/Geni - Minnie Bruce Pratt (1946-d.).html,56,identical,4,4,0,4,4
"paths_for_wikidata_isolates/Geni - Mordechai Zeev Ettinger, A.B.D. Lwow (1804-1863)- Jochberg.html",59,identical,11,11,0,11,12
paths_for_wikidata_isolates/Geni - Morten Smith Petersen (1751-1825)- Sem.html,37,identical,16,12,0,16,16
paths_for_wikidata_isolates/Geni - Moses Coit Tyler (1835-1900)- Ithaca.html,52,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Muhammad Al-Hashemi (570-632)- Al Madinah.html,51,identical,22,12,0,22,31
"paths_for_wikidata_isolates/Geni - Möngkä~Tämur, Khan of the Golden Horde (c.1245-1283).html",33,identical,34,13,0,34,36
paths_for_wikidata_isolates/Geni - Nelly Leonie Sachs (1891-1970)- Stockholm urban area.html,24,identical,2,2,0,2,2
paths_for_wikidata_isolates/Geni - Niccolò Sfondrati (1535-1591)- Rome.html,81,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Nick Bostrom.html,60,identical,3,4,1,4,4
paths_for_wikidata_isolates/Geni - Nicola Jaeger (1903-1975)- Milan.html,25,identical,6,6,0,6,6
"paths_for_wikidata_isolates/Geni - Nicolai Edinger Sørensen Balle (1744-1816)- København, Vor Frue.html",62,identical,18,12,0,18,18
paths_for_wikidata_isolates/Geni - Niels Carl Michael(ius) Flindt Dahl (1812-1865)- Frederiksberg.html,21,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Niels Henning Ørsted Pedersen (1946-2005)- Ishøj.html,57,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Niels Thorkild Rovsing (1862-1927).html,53,identical,7,7,0,7,7
"paths_for_wikidata_isolates/Geni - Niels Wilhelm Gade (1817-1890)- Holmens Sogn, København.html",20,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Nikòlaos de Bari (270-352).html,64,identical,2,2,0,2,2
paths_for_wikidata_isolates/Geni - Nils Alstrup Dahl (1911-2001)- Oslo.html,40,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Nils Bernhard Gregor Paulsson (1889-1977).html,20,identical,8,8,0,8,8
paths_for_wikidata_isolates/Geni - Nils Gustaf Axelsson Wollin (Axelsson) (1892-1964).html,47,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Nils Karlsen Ørvik (1918-2005).html,43,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Nils Olof Holst (1846-1918).html,21,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Nils Olof Zeilon (1886-1958).html,62,identical,8,8,0,8,8
paths_for_wikidata_isolates/Geni - Olaf Helliesen Lange (1875-1965)- Stavanger.html,31,identical,5,6,1,6,6
paths_for_wikidata_isolates/Geni - Olaf Pedersen (1920-1997).html,70,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Olav Hindahl (1892-1963).html,22,identical,2,2,0,2,2
paths_for_wikidata_isolates/Geni - Olavi Valdemar Peräsalo (1913-1966)- Helsinki.html,21,identical,20,12,0,20,20
paths_for_wikidata_isolates/Geni - Ole Arnt Buer Rosholdt (1940-2018).html,40,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Ole Fredrik Olden (1879-1963)- Stavanger.html,12,identical,14,12,0,14,19
paths_for_wikidata_isolates/Geni - Ole Gabriel Gabrielson Kverneland (1854-1941)- Time.html,26,identical,29,13,0,29,29
paths_for_wikidata_isolates/Geni - Ole Mathias Abrahamsen (1883-1980).html,44,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Ole Myrvoll (Jensen) (1911-1988)- Bergen.html,19,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Ole RØISLAND (1911-c.1975)- Stavanger.html,17,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Olli Juhani Järvinen (1950-1990).html,79,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Oluf Eilert Løseth (1858-1945).html,52,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Oscar Stig Wikander (1908-1983)- Uppsala (C).html,17,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Oskar Carl Gustaf Sillén (1883-1965)- Stockholm.html,18,identical,3,6,3,6,6
"paths_for_wikidata_isolates/Geni - Ottaviano, dei conti di Tuscolo (c.936-964)- Rome.html",73,identical,5,6,1,6,6
paths_for_wikidata_isolates/Geni - Otto Adolf Ludwig Intze (1843-1904)- Aachen.html,26,identical,4,4,0,4,4
"paths_for_wikidata_isolates/Geni - Otto Colonna, pope Martin V (1368-1431)- Roma.html",71,identical,8,8,0,8,8
paths_for_wikidata_isolates/Geni - Otto Halpern (1899-1982)- London.html,58,identical,4,4,0,4,4
"paths_for_wikidata_isolates/Geni - Ottobono Fieschi, pope Adrian V (1205-1276)- Viterbo.html",79,identical,17,12,0,17,17
paths_for_wikidata_isolates/Geni - PM Ralf Johan Gustaf Törngren (1899-1961)- Turku.html,22,identical,5,6,1,6,6
paths_for_wikidata_isolates/Geni - Paavo Ilmari Ravila (1902-1974)- Helsinki.html,20,identical,14,12,0,14,17
paths_for_wikidata_isolates/Geni - Paavo Matti Väyrynen.html,22,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Paolo Vinassa de Regny (1871-1957).html,30,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Papa Inocêncio VI Étienne Aubert (1282-1362)- Avignon.html,37,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Paul Lawrence Modrich.html,26,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Paul Stohrer (1909-1975)- Stuttgart.html,35,identical,2,2,0,2,2
paths_for_wikidata_isolates/Geni - Peder Hansen Resen (1625-1688)- København.html,17,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Peder Pavels Hielm (1781-1846)- Skien.html,35,identical,21,12,0,21,21
"paths_for_wikidata_isolates/Geni - Peder Valentin Rosenkilde, Eidsvollsmann (1772-1836)- Stavanger.html",31,identical,20,12,0,20,21
paths_for_wikidata_isolates/Geni - Pedro Calmon Moniz de Bittencourt (1902-1985)- Rio de Janeiro.html,47,identical,15,12,0,15,15
paths_for_wikidata_isolates/Geni - Pedro Julião Rebolo (c.1215-1277)- Viterbo.html,78,identical,4,4,0,4,4
"paths_for_wikidata_isolates/Geni - Pedro Martínez de Luna y Pérez de Gotor, papa Benedicto XIII, el Papa Luna (1328-1423)- Peníscola_Peñíscola.html",72,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Pehr Kalm (1716-1779)- Turku.html,25,identical,6,11,5,11,12
paths_for_wikidata_isolates/Geni - Pehr Victor Edman (1916-1977)- Munich.html,49,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Pehr Wilhelmsson Wargentin (1717-1783).html,20,identical,14,12,1,15,16
paths_for_wikidata_isolates/Geni - Pekka Gustaf Grenquist (1907-1981).html,23,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Pekka Juhana Myrberg (1892-1976)- Helsinki.html,19,identical,9,10,1,10,10
paths_for_wikidata_isolates/Geni - Pentti Juha Kalervo Kouri (1949-2009)- Los Angeles.html,47,identical,12,12,0,12,12
paths_for_wikidata_isolates/Geni - Per Asbjørn Pedersen Tjøstland (1918-2004)- Stavanger.html,34,identical,11,11,0,11,11
paths_for_wikidata_isolates/Geni - Per Gustaf Einar Sjövall (1879-1964).html,61,identical,7,7,0,7,7
"paths_for_wikidata_isolates/Geni - Per Inge Torkelsen (1953-2021)- Radiumhospitalet, Oslo.html",33,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Per Johan Magnus Ohlin (1910-1974)- Uppsala (C).html,64,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Per Nils Staffan Bergsten (1932-2022).html,20,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Per-Ingvar Brånemark (1929-2014).html,23,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Peter Moltesen (1914-2009)- Birkerød.html,21,identical,3,3,0,3,3
"paths_for_wikidata_isolates/Geni - Peter Petersen Waage (1833-1900)- Karl Johans gate 47, Oslo.html",18,identical,17,12,0,17,17
paths_for_wikidata_isolates/Geni - Peter Wilhelm Bøckman (K. Bøckman) (1927-2006).html,38,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Peter_ Edvard Holm (1833-1915)- København.html,65,identical,11,11,0,11,11
paths_for_wikidata_isolates/Geni - Philip Fischel Vineberg (1914-1987)- Montreal East.html,24,identical,8,8,0,8,8
"paths_for_wikidata_isolates/Geni - Philip Heinrich Kriebel, tegnelærer (1771-1846)- Stavanger.html",19,identical,11,11,0,11,13
paths_for_wikidata_isolates/Geni - Phillip James Edwin _Jim_ Peebles.html,59,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Pierre Roger de Beaufort (1329-1378)- Rome.html,33,identical,13,12,1,14,15
paths_for_wikidata_isolates/Geni - Pietro Barbo (1417-1471)- Rome.html,42,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Pietro Francesco Orsini (1649-1730)- Rome.html,43,identical,5,5,0,5,5
"paths_for_wikidata_isolates/Geni - Pietro Tomacelli, _Perrino_ (1356-1404)- Rome.html",31,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Polde Bibič (1933-2012)- Ljubljana.html,25,identical,5,6,1,6,6
paths_for_wikidata_isolates/Geni - Pope Adrian I di via Lata (c.700-795)- Roma.html,39,identical,2,2,0,2,2
paths_for_wikidata_isolates/Geni - Pope Benedict VII (b. - 983)- Rome.html,37,identical,1,1,0,1,
"paths_for_wikidata_isolates/Geni - Pope Calixtus III, Alfonso de Borja y Cavanilles (1378-1458)- Roma.html",39,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Pope John Sicco (954-1003)- Rome.html,44,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Pope John X (c.860-929)- Roma.html,37,identical,2,6,4,6,6
"paths_for_wikidata_isolates/Geni - Pope Paul di Orsini, I (700-767)- Roma.html",41,identical,3,3,0,3,3
"paths_for_wikidata_isolates/Geni - Pope Stephen di Orsini, II (714-757)- Roma.html",41,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Poppo de' Curagnoni (b. - 1048)- Palestrina.html,77,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Povl Ole Fanger (1934-2006).html,51,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Prof. Arne Wilhelm Kaurin Tiselius (1902-1971).html,43,identical,8,8,0,8,8
paths_for_wikidata_isolates/Geni - Prof. Carl Frithjof Smith (1859-1917)- Weimar.html,24,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Prof. Dr. August Maria Leopold Karl Knoll (1900-1963)- Wien.html,26,identical,11,11,0,11,11
paths_for_wikidata_isolates/Geni - Prof. Dr. Dr. h.c. mult Fritz Richard Baltzer (1884-1974)- Bern.html,29,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Prof. Dr. Ernst Hermann Riesenfeld (1877-1957)- Stockholm.html,17,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Prof. Dr. Julius Hirschwald (1845-1928).html,24,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Prof. Dr. med. August Ludolph Brauer (1865-1951)- Munich.html,45,identical,11,12,1,12,12
paths_for_wikidata_isolates/Geni - Prof. Dr. phil. David Holde (1864-1938)- Berlin-Wilmersdorf.html,21,identical,10,11,1,11,11
paths_for_wikidata_isolates/Geni - Prof. Dr. phil. Karl Wilhelm Baedeker (1877-1914).html,26,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Prof. Frank Johnson Goodnow (1859-1939).html,52,identical,6,6,0,6,6
"paths_for_wikidata_isolates/Geni - Prof. Johann FRIEDRICH von Herrenschwand, Dr. (1881-1959).html",72,identical,9,9,0,9,9
"paths_for_wikidata_isolates/Geni - Prof. Kai Viktor Johannes von Fieandt, Ph.D. (1909-2000)- Espoo.html",52,identical,10,10,0,10,10
"paths_for_wikidata_isolates/Geni - Prof. Richard MacGillivray Dawkins, FBA (1871-1955)- Oxford.html",52,identical,7,8,1,8,8
paths_for_wikidata_isolates/Geni - Prof. Sigfrid Rafael Karsten (1879-1956)- Helsinki.html,45,identical,13,12,0,13,13
"paths_for_wikidata_isolates/Geni - Prof. Torsten Evert Karsten, Ph.D. (1870-1942)- Helsinki.html",45,identical,12,12,0,12,12
paths_for_wikidata_isolates/Geni - Professor Abraham Thorberg (1759-1790).html,17,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Professor Axel Thue (1863-1922)- Oslo.html,66,identical,10,11,1,11,11
paths_for_wikidata_isolates/Geni - Professor Stig Fredrik Sigurd Lindberg (1916-1982)- Circeo-Terracina.html,33,identical,12,12,0,12,12
paths_for_wikidata_isolates/Geni - Ragnar Schreiner (1915-d.).html,43,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Ramon Prieto Bances (1889-1972)- Oviedo.html,33,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Raphael (Jan) Høegh-Krohn (Krohn) (1938-1988)- Bærum.html,46,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Reginald Aubrey Fessenden (1866-1932).html,46,identical,7,7,0,7,7
"paths_for_wikidata_isolates/Geni - Representative Garland Hale Barr, IV.html",56,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Richard Royce Schrock (1945-d.).html,71,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Rinaldo di Jenne dei Conti di Segni (c.1199-1261)- Viterbo.html,82,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Risto Kalevi Tuomikoski (1911-1989)- Helsinki.html,21,identical,5,5,0,5,5
"paths_for_wikidata_isolates/Geni - Robert Francis Prevost, OSA.html",81,identical,4,4,0,4,4
"paths_for_wikidata_isolates/Geni - Roderic Llançol i de Borja (Borja), pope Alexander VI (1431-1503)- Rome.html",74,identical,16,12,0,16,18
paths_for_wikidata_isolates/Geni - Rolf Rainer Otto Robert Westman (1927-2017)- Åbo.html,51,identical,8,8,0,8,8
paths_for_wikidata_isolates/Geni - Roman_ August Adelheim (1881-1938).html,77,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Romanus di Tuscolo (b. - 1032)- Roma.html,77,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Rudolf Max Isay (1886-1956)- Bonn.html,18,identical,0,0,0,0,
paths_for_wikidata_isolates/Geni - Rudolph Sophus Bergh (1859-1924)- Davos.html,61,identical,7,8,1,8,8
paths_for_wikidata_isolates/Geni - Salomon Munk (1803-1867)- Paris.html,60,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Samson Eitrheim (1872-1966)- Oslo.html,42,identical,12,12,0,12,13
paths_for_wikidata_isolates/Geni - Samuel Karl Anders Wide (Pettersson) (1861-1918)- Uppsala.html,22,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Sergius (864-911)- Roma.html,36,identical,4,11,7,11,11
paths_for_wikidata_isolates/Geni - Shah Sultan Hossein Safavi (1668-1726).html,48,identical,25,12,0,25,34
paths_for_wikidata_isolates/Geni - Sigurd Erixon (1888-1968).html,19,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Sigurd Some Sørensen (1889-1984)- Copenhagen.html,33,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Sigurd Teodoro Arentsen Steeger (Arentsen).html,54,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Silvio Edmundo Elia (1913-d.).html,27,identical,16,12,0,16,16
"paths_for_wikidata_isolates/Geni - Simon de Brion, Martinus IV (c.1210-1285)- Perugia.html",35,identical,3,3,0,3,3
"paths_for_wikidata_isolates/Geni - Sinibaldo Fieschi, Pope Innocent IV (c.1195-1254)- Naples.html",32,identical,15,12,0,15,15
paths_for_wikidata_isolates/Geni - Sir Frederick Gowland Hopkins (1861-1947)- Cambridge.html,24,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Sogneprest i Spydeberg Jacob Nicolai Wilse (1735-1801).html,16,identical,28,13,0,28,28
paths_for_wikidata_isolates/Geni - Ssu-nien Fu (1896-1950).html,30,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Stinius Fredriksen (1902-1977)- Oslo.html,41,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Ståle Eskeland (1943-2015)- Oslo.html,34,identical,7,7,0,7,7
"paths_for_wikidata_isolates/Geni - Suidger von Morsleben, Pope Clement II (1005-1047).html",34,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Sultan Jalal al-Din Muhammad Gurkani (1542-1605)- Fatehpur Sikri.html,41,identical,43,13,0,43,55
paths_for_wikidata_isolates/Geni - Svein Geirfinn Molaug (1914-2007)- Oslo.html,19,identical,2,2,0,2,2
paths_for_wikidata_isolates/Geni - Svein Isaksen Rosseland (1894-1985).html,36,identical,12,12,0,12,12
paths_for_wikidata_isolates/Geni - Sven Adolf Diego Helander (1889-1970)- Stockholm.html,20,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Sven Axel Hoflund (1906-1979)- Kalmar (H).html,75,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Sven Emanuel Dedering (1897-1986).html,65,identical,8,8,0,8,8
paths_for_wikidata_isolates/Geni - Sven Magnus Øen Carlsen.html,39,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Sven Nielsen (1883-1958)- Stavanger.html,20,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Sverre Tonning Olsen Bruland (1923-2013)- Oslo.html,36,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Sylvi Inkeri Anttila (Metsämies) (1916-2013)- Helsinki.html,59,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Søren Tobias Aarstad (1861-1928).html,17,identical,1,1,0,1,
paths_for_wikidata_isolates/Geni - Tage Gillis Torsten_ Carleman (1892-1949)- Danderyd.html,21,identical,3,4,1,4,4
"paths_for_wikidata_isolates/Geni - Tage Kemp (1896-1964)- København, København sogn.html",44,identical,12,12,0,12,12
"paths_for_wikidata_isolates/Geni - Temüjin Borjigin (Khan), Khagan of the Mongol Empire (c.1162-1227).html",36,identical,42,13,0,42,46
paths_for_wikidata_isolates/Geni - Teobaldo Visconti (c.1210-1276)- Arezzo.html,76,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Theodor Theodorsen Dahl (1886-1946)- Stavanger.html,26,identical,5,10,5,10,10
"paths_for_wikidata_isolates/Geni - Theophylactos Rangabe, byzantine co-emperor (c.792-849).html",37,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Theophylactus di Tuscolo (c.1012-c.1056)- Roma.html,78,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Theophylactus di Tuscolo (c.1012-c.1056)2- Roma.html,78,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Theophylactus di Tuscolo (c.980-1024)- Rome.html,77,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Thomas Jönsson Thorén Thorild (1759-1808).html,25,identical,14,12,0,14,14
paths_for_wikidata_isolates/Geni - Thor Abrosius Helliesen (1855-1914)- Stavanger.html,32,identical,19,12,0,19,25
paths_for_wikidata_isolates/Geni - Thor Emanuel Ekecrantz (1856-1939).html,19,identical,15,12,0,15,15
paths_for_wikidata_isolates/Geni - Thoralf Albert Skolem (1887-1963).html,21,identical,1,1,0,1,
paths_for_wikidata_isolates/Geni - Thore Michelsen (1888-d.).html,21,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Thorleif Oscar Karlsen (1909-2010).html,18,identical,2,2,0,2,2
paths_for_wikidata_isolates/Geni - Thorvald Buch (1863-1925).html,50,identical,8,9,1,9,9
paths_for_wikidata_isolates/Geni - Thure Georg Sahama (Sahlstein) (1910-1983)- Helsinki.html,50,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Thure Magnus Julius Hastrup (1903-1989).html,52,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Timo Veijola (1947-2005)- Hyvinkää.html,22,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Tommaso Parentuccelli (Lucando) (1397-1455)- Rome.html,33,identical,5,6,1,6,6
paths_for_wikidata_isolates/Geni - Tore Renberg.html,41,identical,7,10,3,10,10
paths_for_wikidata_isolates/Geni - Torger Torgerson Vetteland (1829-1914)- Stavanger.html,29,identical,20,12,0,20,20
paths_for_wikidata_isolates/Geni - Torkel Opsahl (1931-1993)- Genève.html,45,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Torsten Hägerstrand (1916-d.).html,25,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Torsten Ludvig Thunberg (1873-1952)- Lund.html,50,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Tove Bærheim (Holtermann) (1917-2005)- Stavanger.html,42,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Tuomo Seppo Mannermaa (1937-2015)- Espoo.html,48,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Uberto (Umberto) Crivelli (1120-1187)- Ferrara.html,40,identical,7,7,0,7,7
"paths_for_wikidata_isolates/Geni - Ugolino Anagni dei Conti di Segni, pope Gregory IX (c.1170-1241)- Roma.html",80,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Ulf Arne Söderblom (1930-2016).html,21,identical,11,11,0,11,11
paths_for_wikidata_isolates/Geni - Ulrich Oskar Zech (1927-2010)- Munich.html,55,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Univ.-Prof. Dr. phil. et med. Walther Poppelreuter (1886-1939)- Bonn.html,29,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Unto Uuno Uotila (1910-1977)- Helsinki.html,42,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Vasilijs Sinaiskis (1876-1949)- Brussels.html,35,identical,8,8,0,8,8
paths_for_wikidata_isolates/Geni - Verner Panton (1926-1998).html,19,identical,7,11,4,11,11
paths_for_wikidata_isolates/Geni - Viggo Brun (1885-1978).html,38,identical,12,12,0,12,12
paths_for_wikidata_isolates/Geni - Vilhelm Eliel Viktorinus Wessman (1879-1958)- Ekenäs.html,73,identical,18,12,0,18,19
paths_for_wikidata_isolates/Geni - Viljo Johannes Mansikka (1884-1947)- Helsinki.html,21,identical,9,10,1,10,10
paths_for_wikidata_isolates/Geni - Vilém Dušan Lambl (1824-1895)- Warsaw.html,26,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Vincenzo Francesco Maria Errante (1890-1951).html,30,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - Viola_ Marie Sibylle Gräfin von Bethusy-Huc (1927-d.).html,49,identical,5,6,1,6,6
paths_for_wikidata_isolates/Geni - Vladi Marmo (Forsblom) (1914-1969)- Jyväskylä.html,23,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Väinö Grönholm (1868-1936)- Helsinki.html,45,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Walter Courvoisier (1875-1931)- Orselina.html,30,identical,2,2,0,2,2
paths_for_wikidata_isolates/Geni - Walter Louis Moritz Laqueur (1921-2018)- Washington.html,24,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Walter Weisbach (1889-1962)- Den Haag.html,20,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Wiktor Marian Dega (1896-1995)- Poznań.html,60,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Wilfried Karl Theodor Schlau (1917-2010)- Friedrichsdorf.html,44,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Wilhelm Adolf Diesterweg (1782-1835)- Bonn.html,77,identical,13,12,0,13,13
paths_for_wikidata_isolates/Geni - Wilhelm Lanzky-Otto (1909-1991).html,55,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Wilhelm Wiget (1885-1934)- Herisau.html,23,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Willem Joseph Andries geb. Diehl Jonckbloet (1817-1885)- Wiesbaden.html,61,identical,15,12,3,18,20
"paths_for_wikidata_isolates/Geni - William (Wilhelm) Franz Latzko, MD (1863-1945)- New York.html",61,identical,15,12,0,15,16
"paths_for_wikidata_isolates/Geni - William Christopher Zeise, 1836 Ridder af Dannebrog (1789-1847).html",45,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - William Coucheron-Aamot (1868-1948).html,37,identical,21,12,0,21,21
paths_for_wikidata_isolates/Geni - Wolfgang Anton de Boor (1917-2014)- Cologne.html,56,identical,8,9,1,9,9
paths_for_wikidata_isolates/Geni - Wolmar(Jammi) Nyberg (1919-1973)- Sibbo.html,49,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - Yngve Zotterman (1898-1982)- Stockholm.html,18,identical,7,7,0,7,7
paths_for_wikidata_isolates/Geni - Yrjö Henrik Kajava (Nylund) (1884-1929)- Helsinki.html,22,identical,9,10,1,10,10
paths_for_wikidata_isolates/Geni - organist Christian Cappelen (1845-1916)- Kristiania.html,42,identical,13,12,1,14,14
paths_for_wikidata_isolates/Geni - prof. dr. Arie Querido (1901-1983)- Pont-de-Barret.html,49,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - prof.dr. Bernard Hendrik Slicher van Bath (1910-2004)- Wageningen.html,49,identical,3,3,0,3,3
paths_for_wikidata_isolates/Geni - prof.dr. Cornelis Pijnacker Hordijk (1847-1908)- Haarlem.html,54,identical,10,10,0,10,10
paths_for_wikidata_isolates/Geni - prof.mr. Johannes Hendrik Carpentier Alting (1864-1929)- 's-Gravenhage.html,22,identical,8,8,0,8,8
paths_for_wikidata_isolates/Geni - professori Leo Eino Aario (Engman) (1906-1998)- Espoo.html,22,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Àrni Magnússon (1663-1730)- København.html,27,identical,4,4,0,4,4
paths_for_wikidata_isolates/Geni - Ärkebiskop Anton Niklas Sundberg (1818-1900)- Uppsala.html,23,identical,6,6,0,6,6
paths_for_wikidata_isolates/Geni - Åke Anders Edvard Wallenquist (1904-1994).html,61,identical,5,5,0,5,5
paths_for_wikidata_isolates/Geni - Åke Joel Ohlmarks (Olsson) (1911-1984).html,19,identical,8,11,3,11,11
paths_for_wikidata_isolates/Geni - Örjan Lindberger (1912-2005)- Stockholm.html,18,identical,12,12,0,12,12
paths_for_wikidata_isolates/Geni - Øjvind Winge (1886-1964)- Copenhagen.html,16,identical,9,9,0,9,9
paths_for_wikidata_isolates/Geni - Виктор Николаевич Бернадский (1890-1959).html,26,identical,17,12,2,19,20
paths_for_wikidata_isolates/Geni - 【(嬴姓)】 ___ _政 (-259--210).html,72,identical,6,9,3,9,9
paths_for_wikidata_isolates/Geni - 【(山東濟寧)】 孫承諤 (1911-1991).html,30,identical,4,4,0,4,4
