token,ancestors,descendants,ancestor_ids,example_descendant_ids
conte,2,343,4743688170560039178 6000000002187723102,348175381400013508 4179529082270074196 5262295942240084314 5356076337220036163 5536960447700108666 5536983373570125632 6000000000505699915 6000000001468340138 6000000002188429269 6000000002275315314 6000000003122380924 6000000003405649833 6000000003827671326 6000000005380628049 6000000008230821565 6000000008460065769 6000000008462700280 6000000009301772264 6000000009315983159 6000000010592349127
holland,10,69,6000000000207859767 6000000002043178604 6000000002198739364 6000000002212535092 6000000004533664872 6000000006837258682 6000000008630617676 6000000011536253175 6000000019514406932 6000000019514680157,312520465170005805 312521846210003887 381120199560012208 4127287238380064031 4127611148890026238 6000000001476030652 6000000001560097129 6000000002188412804 6000000002188524710 6000000002802396018 6000000003276428962 6000000003285553237 6000000003884593649 6000000004149851637 6000000008418614191 6000000008418853954 6000000008418964871 6000000008419120300 6000000008419126244 6000000008419148227
lovisa,3,235,6000000161721983869 6000000177921458851 6000000177921516828,380446984660012146 380478089660012091 4669368823070127968 5284326258540105705 5500094035580058506 6000000000290019547 6000000000536745093 6000000001060658653 6000000001501942686 6000000001545723232 6000000001581421202 6000000001603705433 6000000002311520475 6000000002376086165 6000000002472878569 6000000002596595617 6000000002948876879 6000000002948945642 6000000002949615007 6000000002950008736
arne,19,38,6000000002527618911 6000000004533872782 6000000005606873645 6000000005997274764 6000000007223606324 6000000007280726030 6000000007351784249 6000000007426649552 6000000007447774947 6000000007449613375 6000000007450515252 6000000007481730324 6000000007692795753 6000000008248136587 6000000008721916450 6000000014201008429 6000000015912567529 6000000018832794532 6000000053306877112,306392905940008319 4825754773580052855 6000000001053687175 6000000002559589219 6000000003002414357 6000000004108593240 6000000006589195292 6000000007329789500 6000000008720848272 6000000009290855196 6000000009316518963 6000000010326476033 6000000011389014988 6000000011744225227 6000000011903646487 6000000011908755542 6000000012975411252 6000000013061763197 6000000015298489919 6000000015664597164
helene,1,732,6000000002827882946,333504717620011841 360964450390012607 5476415589710044897 6000000000001483675 6000000000053671941 6000000000105020458 6000000000280466008 6000000000281237172 6000000000281237194 6000000000281237471 6000000000281260113 6000000000281260290 6000000000383905539 6000000000627231051 6000000000632008925 6000000000637332351 6000000000641107268 6000000000717496064 6000000000717647241 6000000000746523797
franklin,1,736,6000000029326466970,329016826510006158 4128416101660010746 4131023048070034096 4240765932750034633 4968605027290131145 4968638976440125746 5208197345220042116 5223572338680114714 5270302063090112516 5415564441840084902 5504235397880122587 5555446983070026214 5555717649550106253 6000000000015446827 6000000000035610140 6000000000038149617 6000000000071794140 6000000000104261867 6000000000212258946 6000000000213256118
einar,13,57,3248742 6000000001169154590 6000000003242498183 6000000003242540341 6000000003492049202 6000000005607524813 6000000006803245555 6000000006820368356 6000000007448474873 6000000007449709412 6000000007525555216 6000000008895799679 6000000009035919441,314116688700005939 6000000000054037779 6000000001133446989 6000000001504274025 6000000001504453344 6000000001504617159 6000000002278413469 6000000003250306100 6000000004140168206 6000000005401164005 6000000006205826029 6000000006206847029 6000000006262647152 6000000006705864072 6000000006705991259 6000000007580272161 6000000007660674470 6000000008071584525 6000000010404301011 6000000010502840326
margarethe,2,371,6000000012964278856 6000000015838557852,341987754810007215 4283026799590034661 6000000000910600483 6000000001460821419 6000000001504991536 6000000001505007402 6000000001830168808 6000000001975344480 6000000002069155080 6000000002176658157 6000000002188368988 6000000002188416347 6000000002188425722 6000000002188593728 6000000002765097036 6000000002979875129 6000000003093459227 6000000003194396506 6000000003827435656 6000000003827464548
gisela,7,107,6000000000424685255 6000000003828371681 6000000006906447443 6000000008592343633 6000000196144709824 6000000221936351830 6000000227008813843,333504717620011841 6000000001504551296 6000000001699472312 6000000002188402927 6000000002906054454 6000000003232550586 6000000003243339606 6000000004096782204 6000000004097614087 6000000004964978141 6000000011700295277 6000000012413893199 6000000013489221687 6000000013489426020 6000000013735471793 6000000013925515088 6000000016369576547 6000000016489015832 6000000016830771739 6000000017000187031
joachim,2,378,6000000015841626494 6000000015841751013,297791937500008003 4256545493770064385 4308161423560044092 6000000000313839638 6000000000658143696 6000000001235612590 6000000001480249149 6000000001504367066 6000000001504456542 6000000001504551941 6000000001504552442 6000000001504715942 6000000001504796307 6000000001504875793 6000000001504882353 6000000001753224089 6000000001753229205 6000000001753229827 6000000001782302755 6000000001924279806
roger,6,126,4743688170560039178 6000000000559573962 6000000001744871992 6000000003098078015 6000000009305095921 6000000012359979222,302964777020004030 5080143047150053335 6000000000068047376 6000000000274925142 6000000000661063313 6000000000878016904 6000000000896568272 6000000001454589489 6000000001476135957 6000000001504226455 6000000001689779231 6000000001953941362 6000000002188386953 6000000002188389143 6000000002188520047 6000000002341724016 6000000002896143712 6000000002906725699 6000000003094779448 6000000003095019526
sweden,18,42,358242310870003906 4102602 4102701 4293339 4921475735990122504 4947248545210089938 5235605714220070458 5621895665330114523 5630621361400021711 6000000000307274596 6000000000314930151 6000000000685205542 6000000003166349540 6000000003219686363 6000000003491193955 6000000004827276873 6000000007584661312 6000000227226971913,310826189210006496 310828559540008204 310828858100002992 310829147380003909 310829931440007062 311231614520006478 329701056720007585 6000000000333559871 6000000000677838823 6000000000677886618 6000000000695074691 6000000000695312067 6000000000698197888 6000000001340213001 6000000001367482744 6000000001367849007 6000000001368230897 6000000001368483175 6000000001368783406 6000000001368806207
duque,3,254,6000000002188182390 6000000004335337720 6000000010535477522,302121345720004906 331347231670002009 6000000000148727116 6000000000148739736 6000000000197649955 6000000000337133590 6000000001092037398 6000000001092092701 6000000001092092932 6000000001199613094 6000000001435499299 6000000001500820852 6000000002144972180 6000000002188386573 6000000002188386621 6000000002188386673 6000000002188386684 6000000002188429700 6000000002188434249 6000000002188434363
sara,5,153,6000000002502604289 6000000016155465514 6000000019103827203 6000000052533150843 6000000059888596942,305393581560002356 351404031900013774 354990013000007823 380475490500012111 388450849550012460 4240149996750124669 5381519099540107139 6000000000037971018 6000000000422442167 6000000001367612816 6000000001367633558 6000000001367633671 6000000001423240670 6000000001467346328 6000000001504786920 6000000001666474013 6000000001671955865 6000000001688402010 6000000001713268223 6000000001898538468
henri,2,401,6000000000008770128 6000000000717877042,299610272320008022 316549931130001814 5167035790980047641 5167427332910131249 5251064036040138335 5332922963860121304 5578171556700039431 6000000000110177556 6000000000281257079 6000000000281260205 6000000000307280073 6000000000337283672 6000000000628798005 6000000000628798016 6000000000640990157 6000000000640997824 6000000000640998033 6000000000640998139 6000000000640998274 6000000000846751440
raymond,2,402,6000000002005880537 6000000002294729415,318781550100004642 343009650660001775 343706071660001868 358955194920006068 4344019733830052400 4368999114560035672 5555446001080042824 6000000000329445497 6000000000367133271 6000000000641029113 6000000000641030272 6000000000641033372 6000000000641063041 6000000000641063051 6000000000682124261 6000000000682139519 6000000000724513564 6000000000772785204 6000000000878578504 6000000000908971043
lima,31,26,3961547 6000000002665576740 6000000002836313613 6000000002836363103 6000000002963090106 6000000002963102099 6000000002964311859 6000000002964741348 6000000003023838149 6000000003025725880 6000000003025779755 6000000003025832970 6000000003095255673 6000000003860275360 6000000005607599800 6000000005607599821 6000000005609239515 6000000005609239524 6000000005609239533 6000000005609239542 6000000007012577667 6000000007012891035 6000000007168951509 6000000007169080261 6000000007171166333 6000000007830674976 6000000065991527068 6000000116694298987 6000000178280363847 6000000178419016853 6000000182737012832,6000000001405356422 6000000001503041219 6000000001503084794 6000000001503107881 6000000001503310368 6000000001503312258 6000000001503424057 6000000005251241265 6000000006365319501 6000000016145027762 6000000017438049434 6000000017439518050 6000000020575283217 6000000021289688096 6000000021289770268 6000000024746223696 6000000026466893623 6000000026467875859 6000000029644635246 6000000029644671003
bonde,10,81,6000000000139383141 6000000000139397209 6000000002893319431 6000000003616518558 6000000005230893308 6000000005589937849 6000000007277827729 6000000007449709412 6000000023485593963 6000000091986742940,347754915970011280 6000000000489806622 6000000005787413795 6000000006127453742 6000000006127517943 6000000006127517969 6000000006127517988 6000000006127517995 6000000006127523061 6000000006127523097 6000000006127564812 6000000006127564817 6000000006127576645 6000000006127576682 6000000006127576693 6000000006127576703 6000000006127576709 6000000006127576716 6000000006127576736 6000000006127576760
elin,15,56,4984086862270100347 5137046756290104512 6000000000462660269 6000000000571754300 6000000003483783114 6000000005770948239 6000000006346834599 6000000007052629091 6000000008177296834 6000000018144812016 6000000025890648923 6000000047634706026 6000000105566972835 6000000177921595827 6000000177943836822,323709261390005397 5049979130750100631 5262374795890101094 6000000000175900570 6000000001501950305 6000000002780221982 6000000002950657913 6000000003064473469 6000000006127808597 6000000006906986387 6000000007087737339 6000000007201271869 6000000007496839369 6000000007572633455 6000000007572790088 6000000009876356257 6000000009929996583 6000000010918902331 6000000011332989612 6000000011705783210
