token,ancestors,descendants,ancestor_ids,example_descendant_ids
konig,3,32,6000000003513088730 6000000008630635932 6000000008777254213,304433105310001815 311771392100007035 5293715035170060525 5416023038210045947 6000000000019716907 6000000000632204218 6000000000714860723 6000000000896348740 6000000001552980413 6000000002188370353 6000000002188370949 6000000002531288375 6000000003219746019 6000000003232543947 6000000003232543995 6000000003275334635 6000000003977127858 6000000003977417457 6000000003977575332 6000000006101459329
rasmusson,12,8,6000000002280769128 6000000002806824216 6000000003094925551 6000000003094936883 6000000003492057914 6000000005607296161 6000000005609265360 6000000005609265475 6000000005609488787 6000000014372373095 6000000015904714402 6000000047634777977,6000000002864995099 6000000002864995141 6000000002864995148 6000000116210575849 6000000119500478822 6000000119500872821 6000000154901009880 6000000194869080822
bengtsson,7,14,6000000004974372122 6000000006283701220 6000000011239545575 6000000031873939968 6000000177921501864 6000000177921501894 6000000177921544844,288425274390004516 6000000002244643250 6000000003981013944 6000000003981058946 6000000003981545626 6000000003981669114 6000000006127284016 6000000006127322551 6000000006127322561 6000000006127322582 6000000006127322591 6000000006127322614 6000000018103199744 6000000066170439828
malin,7,14,4982890984490082253 6000000000305413766 6000000006964561032 6000000011078760054 6000000177921940830 6000000177943993821 6000000178817011821,5327434975500073809 6000000002033236283 6000000002307346810 6000000002459696125 6000000006127907543 6000000006265195533 6000000008849997499 6000000009555870465 6000000023247353815 6000000034387402004 6000000041889792262 6000000170417576859 6000000186660168861 6000000188692749821
marina,1,98,6000000002941633144,4820279053140053147 5052550445590125927 6000000001092406843 6000000001358360751 6000000001488261623 6000000001514993524 6000000002188399380 6000000002676370417 6000000003122374635 6000000003148280269 6000000003151525897 6000000003414875964 6000000003843311240 6000000005932220850 6000000006127423988 6000000006707236093 6000000006990301106 6000000007892265323 6000000010288812018 6000000012443009660
maurits,2,49,3967634 6000000003095006480,312487446830007106 6000000001849400415 6000000002802396013 6000000012447095107 6000000012502032239 6000000012752922458 6000000013814015763 6000000014254942708 6000000014255003115 6000000015762220402 6000000016685812467 6000000017028578975 6000000017029360096 6000000017418882366 6000000017419048772 6000000017637715793 6000000018095159877 6000000018176041610 6000000018556727145 6000000018832842418
nevers,9,11,4958047653390077861 6000000001500951460 6000000002134224443 6000000002187840447 6000000004533159572 6000000004533294018 6000000004533294031 6000000007329725483 6000000009304881090,377691812420012492 6000000001339449427 6000000001777160938 6000000002650030267 6000000007273295799 6000000007283504914 6000000008090739220 6000000015871153179 6000000026185751596 6000000029439562953 6000000075473278104
querfurt,3,33,6000000003827799114 6000000004533765549 6000000004533765556,6000000001504974523 6000000003243074451 6000000003827618654 6000000006727746002 6000000006727810205 6000000006727810860 6000000006727810888 6000000006727820177 6000000006727823975 6000000006727823989 6000000006727823996 6000000006727826003 6000000006727826010 6000000006727826806 6000000006727826870 6000000006727830158 6000000006727830165 6000000006727830172 6000000006727830193 6000000006727832150
carlsdotter,5,20,6000000021647845593 6000000021651776645 6000000030727049441 6000000177921458863 6000000177921459033,4964174808520125901 6000000002396124293 6000000004391447483 6000000006127307936 6000000006127307945 6000000006127441424 6000000006127441807 6000000006127496865 6000000006127502729 6000000006127502741 6000000009187738779 6000000026366292509 6000000029118356674 6000000039403966975 6000000039875952973 6000000070497470906 6000000167386080417 6000000180201199913 6000000180201611852 6000000185581566244
małgorzata,1,101,6000000013630690423,5215956637640080097 6000000000096800073 6000000000429861053 6000000002100557435 6000000002188456776 6000000002466521385 6000000002730111339 6000000004967962298 6000000005052156313 6000000005232105587 6000000007569943476 6000000009468080091 6000000009542315001 6000000012303252574 6000000014662521284 6000000015106377177 6000000015223162357 6000000015249474213 6000000015259431736 6000000015261887041
carin,3,34,6000000177921636827 6000000177921648825 6000000177921654827,6000000000295029578 6000000001009519183 6000000002376086165 6000000003481712345 6000000005112386012 6000000006127120641 6000000006127542763 6000000006421019012 6000000006830171023 6000000007553652609 6000000007572790088 6000000008196852038 6000000008528550351 6000000012819242487 6000000015251076552 6000000015549243245 6000000017021223409 6000000018001938139 6000000020396291301 6000000022248477651
infanta,2,51,6000000007690972801 6000000013041801774,300340430900007929 300561304200007768 304381187310006479 6000000000307254948 6000000000770002673 6000000001147544076 6000000001147544085 6000000001470050527 6000000002188374721 6000000002188429103 6000000002188429710 6000000002188434676 6000000002188434702 6000000002188434710 6000000002188436091 6000000002188436339 6000000003219792615 6000000003219792667 6000000003219792727 6000000003365758789
oswald,1,102,6000000006803000325,6000000002188383555 6000000002281070003 6000000004097627863 6000000006727800233 6000000006989794433 6000000008580054691 6000000010825551774 6000000012994413149 6000000013395361483 6000000013431900087 6000000014311834152 6000000014617291611 6000000014689184941 6000000014690970255 6000000014691067033 6000000014740278821 6000000014815676219 6000000015042730915 6000000015202531505 6000000015217157752
gyula,1,103,6000000035132848146,324685357000005513 344408425670013548 6000000002188440370 6000000003219731124 6000000006742006557 6000000009753847094 6000000010048182797 6000000010217874765 6000000010330966580 6000000010383326191 6000000010392523751 6000000010411396365 6000000010488148649 6000000010592953082 6000000010801825325 6000000010885776078 6000000011157153474 6000000011157567521 6000000012000401226 6000000012363259146
teodora,1,103,6000000002187823190,302120340370001307 6000000002659217892 6000000002757257999 6000000006795270841 6000000007227316285 6000000007335998353 6000000008804356976 6000000010503018362 6000000011452516466 6000000011528862548 6000000011722302752 6000000011860925639 6000000012101908339 6000000012305119175 6000000013451870523 6000000014192048442 6000000014273774112 6000000014364172592 6000000014466950797 6000000014686086237
afonso,4,26,6000000001196257237 6000000002244370573 6000000004869217795 6000000005038481512,5232277025590128181 6000000000307287024 6000000001091877148 6000000001500820809 6000000002188370850 6000000002188425286 6000000003245616151 6000000006444155777 6000000006444442182 6000000006444526636 6000000006444670005 6000000006448465554 6000000006448470633 6000000006449146067 6000000007947217159 6000000008243244779 6000000011860725321 6000000014339977281 6000000021038828543 6000000021051833821
barbro,4,26,6000000007220632437 6000000007727817376 6000000008112851204 6000000178418577840,5543523574710103118 6000000000054121030 6000000000626614795 6000000001584340299 6000000003026685282 6000000006127542770 6000000007322810339 6000000007329166297 6000000013590536371 6000000015251076558 6000000019029193112 6000000019207049093 6000000023026114523 6000000023083473017 6000000028496988316 6000000029778957943 6000000039365836473 6000000040154180297 6000000078919049124 6000000097681315627
dreux,4,26,4816194881980069717 6000000001544431739 6000000006906706448 6000000025645691391,351270375780013769 5501206724820031719 5501212086310117080 5501216149640086139 5501219068940130924 5501222860120074262 5501263702060131071 5501268988680068804 5501320641140047702 6000000001916284084 6000000001916293038 6000000001916294146 6000000001916324013 6000000012562267187 6000000012563483949 6000000021334219058 6000000021544713946 6000000023881130159 6000000037404111302 6000000037404390597
kleve,4,26,6000000003827435846 6000000003827435853 6000000081254192160 6000000117716156846,6000000000350871528 6000000000735705369 6000000002134128288 6000000002134179598 6000000002187794775 6000000002188559292 6000000003443386980 6000000003827685088 6000000004526380008 6000000006127668009 6000000006444283100 6000000006727757725 6000000007283504886 6000000007283504890 6000000007283504914 6000000007283504918 6000000007283504922 6000000007283504926 6000000007605705189 6000000008090549494
marita,13,8,340327809540013028 340329119850013962 4627292 6000000002267060757 6000000005609557532 6000000007076068507 6000000007304061428 6000000008777364122 6000000011077090546 6000000011936711979 6000000015904641595 6000000018014716237 6000000134926929842,4332602151650061576 6000000009281897382 6000000025973278444 6000000041913219580 6000000041913304040 6000000056734520882 6000000059810943842 6000000077502490378
holy,5,21,6000000000549937047 6000000000701225368 6000000002224457876 6000000003827363949 6000000006803000325,299075233490003656 376299759140013431 5406067539320083175 6000000000350830758 6000000000632019607 6000000000717738539 6000000000846802127 6000000001095643277 6000000001379265308 6000000001469287004 6000000001469318516 6000000001777160938 6000000001896512676 6000000003858771217 6000000004183001787 6000000006727838322 6000000007896893977 6000000009009818489 6000000011549185459 6000000017921038233
palatine,3,35,4927683959580122814 6000000003827274768 6000000005936841091,304435320540004195 304439076510006454 4258972782170052507 6000000000307271726 6000000000628782007 6000000000628796560 6000000000628817635 6000000001438392838 6000000001438792176 6000000001504965960 6000000002188559299 6000000003574033709 6000000003579163848 6000000003827346960 6000000003827429993 6000000005598791735 6000000005598791748 6000000005598791786 6000000005598791798 6000000005598791817
england,2,53,347774029580003520 6000000033225808127,312562632420003923 5027356653020040914 6000000000307249541 6000000000307249760 6000000000307256993 6000000000769939812 6000000001332252540 6000000001376129927 6000000001470670204 6000000001573653856 6000000002185145271 6000000002529545042 6000000002879968647 6000000003022064864 6000000003075183075 6000000003075188091 6000000003075209631 6000000003075211030 6000000003081589893 6000000003085217960
berthe,4,27,6000000002188110562 6000000009756433107 6000000035006785198 6000000203823548868,6000000000281260352 6000000010057748120 6000000016282201581 6000000017884432945 6000000018452514365 6000000019107827681 6000000019953925958 6000000020169967222 6000000022540501094 6000000025571383126 6000000035202984885 6000000037559181448 6000000037560917821 6000000044432187040 6000000045136036828 6000000049820466968 6000000049842934238 6000000058459110884 6000000097631727042 6000000103362373060
euphrosyne,6,18,6000000000437594534 6000000002187821018 6000000003858704239 6000000013009068580 6000000224651392847 6000000227722010881,6000000001340366085 6000000003499994104 6000000003500033486 6000000003827512007 6000000003827751497 6000000007090822201 6000000011470932170 6000000013154947678 6000000013301101528 6000000015185850564 6000000015509865013 6000000015798155729 6000000035973366665 6000000041088739355 6000000103016818821 6000000169271640712 6000000172542816926 6000000188814302862
laurits,12,9,6000000002376915521 6000000002801150416 6000000003422289517 6000000003492037642 6000000003784317157 6000000005608888306 6000000006776185252 6000000006776185324 6000000007255368835 6000000007635630874 6000000011769552414 6000000177946085840,6000000005022602943 6000000011852191991 6000000012736346063 6000000014803801386 6000000016814093377 6000000017579640893 6000000023280185968 6000000084550300307 6000000086584154983
magnusson,6,18,6000000000351087662 6000000000685763088 6000000001205606328 6000000010874861384 6000000018329271956 6000000177921544859,6000000003147619494 6000000004595255227 6000000006127523477 6000000006127582353 6000000006127582360 6000000006127769335 6000000006127769341 6000000006127907767 6000000008364067146 6000000009137390752 6000000020415605809 6000000021632103797 6000000106297647823 6000000154120324089 6000000154120324101 6000000154120324107 6000000215054861371 6000000222634694862
margrave,6,18,6000000001354491504 6000000002187723026 6000000002837461009 6000000003495348447 6000000003495414198 6000000015212279774,6000000001479974048 6000000002188378805 6000000003858624656 6000000003858690318 6000000005598801866 6000000005598801890 6000000006727753943 6000000006727753975 6000000006727849145 6000000007337941947 6000000007606332604 6000000008115069229 6000000009224103682 6000000011082777074 6000000012736115630 6000000021248936339 6000000044072370848 6000000119109148053
narbonne,9,12,384933685670013778 6000000001669649691 6000000002187947405 6000000002187947526 6000000003828236570 6000000004868970668 6000000007060931064 6000000007337183645 6000000046889555946,6000000006101378706 6000000006727817864 6000000011507574084 6000000014138031330 6000000014138055063 6000000014138298447 6000000015718174921 6000000015719077341 6000000017145573670 6000000020489950163 6000000021330300197 6000000184253924826
adriana,1,109,6000000000734852344,6000000000307258798 6000000001148103302 6000000001504974236 6000000001577025045 6000000001912984985 6000000003204242014 6000000004585452571 6000000006605189001 6000000007425380826 6000000008930373280 6000000009485991132 6000000009517156649 6000000009517203906 6000000009855164511 6000000009856557448 6000000010348922093 6000000010742397257 6000000014253538828 6000000014255983535 6000000014284079054
cabrera,1,109,6000000003274446261,317008255810001138 6000000000490795556 6000000005752657608 6000000006428299733 6000000006428404697 6000000006428712120 6000000006726512143 6000000007360992343 6000000010299775045 6000000010299809980 6000000010299827760 6000000010299897468 6000000013087386427 6000000013246985100 6000000013247035986 6000000013289511506 6000000013302335743 6000000013302351015 6000000013302425610 6000000013514586576
miles,1,109,6000000003051174055,286554355370006066 6000000000007755938 6000000000007858194 6000000000551181774 6000000000628544525 6000000000629808707 6000000000830439046 6000000000878554167 6000000001692520501 6000000001692549069 6000000002859443951 6000000003263575937 6000000003884219165 6000000004957507861 6000000005229832430 6000000005391112588 6000000006444392755 6000000007105061498 6000000007175847312 6000000009324946726
adrian,1,110,4840241237810085207,286556965540006122 351269968920012851 381638294730011351 385725183110012917 3997652165910020583 4363508709540084770 5304067088590061586 5381515999370041976 5381519099540107139 5386757273590041996 5386763821330041916 5386904127600063923 5386921785360127588 5386922020240127595 6000000000691690456 6000000000691894111 6000000000691934091 6000000001645435645 6000000001645466663 6000000001645557182
hill,1,110,6000000026870981394,314991693790005603 5539545725700134109 5539602729100062480 5539610702500089510 5542224573440036519 5542367213830036516 5542384409080036594 5551295008620043414 5551388308970054163 5648711184060044091 5648820962830044049 5648867076940066072 5648920719120121472 5648943461770023267 5648985171810071138 5649006821500071709 5649023246440083891 5649048595360083832 5649079875360023112 6000000000384143973
pfalzgraf,2,55,6000000001744898533 6000000003827737577,4259075521300127246 4259100710010064502 6000000000722027727 6000000001340297089 6000000001369733240 6000000001390188280 6000000001390233175 6000000001397656691 6000000001397735060 6000000001547410599 6000000002188429039 6000000003827355602 6000000003827359880 6000000003827438365 6000000005598791764 6000000005598791770 6000000005598791829 6000000006250771532 6000000006250934792 6000000006727749935
stina,5,22,6000000021132011052 6000000177921501828 6000000177921501839 6000000177921561828 6000000178280536829,5033262028200105813 6000000002930393889 6000000005595328492 6000000006127529419 6000000007494292367 6000000011232714391 6000000012616753531 6000000014844144586 6000000016228794827 6000000017962820643 6000000022347400830 6000000026365179033 6000000029786163544 6000000035193100144 6000000037733475448 6000000040173592722 6000000064683560949 6000000133369106821 6000000189573439850 6000000197807779812
theobald,3,37,4932557422030107014 6000000003026008879 6000000003243439507,6000000002188389246 6000000004097649851 6000000004097785976 6000000004097785985 6000000004097785994 6000000006587093586 6000000013006358969 6000000013040553057 6000000013433566643 6000000016500429792 6000000019037631508 6000000019608263071 6000000020363745413 6000000022361262960 6000000024753817375 6000000030805672970 6000000047050700990 6000000049498029979 6000000050449235041 6000000050511557017
angelina,4,28,6000000000467542216 6000000003645919492 6000000013009068580 6000000206612686874,5330737266920023183 6000000000296701940 6000000000551181287 6000000001147650839 6000000001199921489 6000000002188479946 6000000007249713126 6000000008763750570 6000000009236224975 6000000017786085257 6000000025982239415 6000000027057035880 6000000027208856240 6000000027557913724 6000000041745363005 6000000047285623853 6000000050795496027 6000000052236023103 6000000052236529982 6000000054492437926
margrete,7,16,4112031057620078469 6000000003095080182 6000000003390436838 6000000007265870566 6000000007549309632 6000000019367532272 6000000036177278019,4852085750150044975 6000000001584471043 6000000007511954899 6000000011015426155 6000000014112799527 6000000014384853158 6000000015509719734 6000000022811683736 6000000025247595034 6000000025357252856 6000000025467755317 6000000075880939086 6000000078381526157 6000000080948692369 6000000129189622827 6000000196520059888
christensen,3,38,309742972930005691 309762502890008181 6000000001814424668,6000000001362373756 6000000005022982807 6000000007149600667 6000000010522183042 6000000013489401091 6000000017885523272 6000000018404459991 6000000019197307422 6000000024402165476 6000000024402546029 6000000025968624878 6000000038762834108 6000000044515028904 6000000046240703964 6000000046986453650 6000000046986606391 6000000046986730740 6000000046986960136 6000000046987338953 6000000046987548998
cornelius,1,114,6000000089798438550,6000000000340908814 6000000000909153985 6000000000963145329 6000000000964417382 6000000001061495884 6000000001089712745 6000000001122052265 6000000001147395891 6000000001445184255 6000000001687756360 6000000001898538788 6000000001936671101 6000000001936671117 6000000002024038499 6000000003356670758 6000000003376029087 6000000005767823040 6000000006711644768 6000000009404691829 6000000010483252815
ksiaze,1,114,347657700690011265,364405778100011083 364412251300001506 364522820420013688 6000000001398131432 6000000001504715031 6000000002187828104 6000000002187828176 6000000002188456363 6000000002831826363 6000000003273391997 6000000003317437763 6000000003827527255 6000000003827527267 6000000003897526357 6000000005223350855 6000000005231862590 6000000005232079638 6000000005232128734 6000000005232224447 6000000005232254203
voll,5,23,6000000002801145791 6000000005609451948 6000000005609451965 6000000005609451972 6000000006776185212,6000000003802702470 6000000091819870835 6000000091819870842 6000000091819870851 6000000091819870859 6000000091819870865 6000000091819870882 6000000091819870964 6000000091819871010 6000000091819871137 6000000091819871382 6000000091819871486 6000000091819871493 6000000091819929828 6000000091819929850 6000000091829675829 6000000112895500025 6000000112895532208 6000000112896152952 6000000112896992821
britta,4,29,6000000030727049441 6000000177921501828 6000000177921544839 6000000178279865848,305553221140001549 4825728506840070910 6000000000186793434 6000000002244784623 6000000004680108399 6000000006127523061 6000000006927990248 6000000007298909080 6000000016117977999 6000000016388212526 6000000018627274328 6000000018719770020 6000000019197550511 6000000020543652343 6000000024431836994 6000000025399768635 6000000025470842932 6000000027757641114 6000000034150382975 6000000034531020839
gustafsson,4,29,6000000023697503418 6000000177921544822 6000000177921544834 6000000177921588822,6000000000175618985 6000000000175688707 6000000000182082027 6000000002649980114 6000000004594967673 6000000005442289809 6000000005622940181 6000000006127496853 6000000006127526001 6000000006127550056 6000000006127631634 6000000006128072840 6000000006425381020 6000000006862039630 6000000007409914340 6000000009178687294 6000000010152507475 6000000035425936894 6000000035830531308 6000000036704283942
thora,4,29,6000000002893017593 6000000006589075249 6000000006589075895 6000000014536092551,6000000001009207652 6000000001280916945 6000000001504876274 6000000002703004771 6000000004543797350 6000000007396187305 6000000013038332603 6000000016850204463 6000000017228750556 6000000019175908934 6000000020913038410 6000000022792684818 6000000022814171824 6000000025248246183 6000000025285573509 6000000035504389169 6000000043664644931 6000000048106065943 6000000056607994002 6000000058577887845
humbert,3,39,6000000000135924403 6000000000196235833 6000000021232206980,6000000002188604469 6000000003122303357 6000000003122303412 6000000003122372862 6000000003884822795 6000000004097318309 6000000013431894859 6000000019418718206 6000000019419486003 6000000027160357733 6000000037247813157 6000000038536095055 6000000054292922894 6000000057149931971 6000000079584024045 6000000094833792922 6000000095699895032 6000000180548830822 6000000180548863822 6000000180548863909
sylvia,1,117,6000000009305189876,318649857900005164 5061651559590133335 5192055592150125823 5544158417550116822 5680268535090033023 6000000000044341978 6000000000044502578 6000000000478030408 6000000001121957910 6000000001689846358 6000000001690428203 6000000002272715169 6000000002272725830 6000000002351691326 6000000003133729265 6000000003542584481 6000000003807209099 6000000005047485109 6000000006729114120 6000000006988428486
buren,2,59,6000000001744898533 6000000014816993100,4094992689420076207 6000000001383693840 6000000001418438290 6000000001427902691 6000000002156490494 6000000002775937469 6000000003209146186 6000000003903465018 6000000006128269937 6000000006668218771 6000000006827749116 6000000006827810107 6000000008954212576 6000000009358691280 6000000009707241361 6000000009986539704 6000000010436898357 6000000015581167674 6000000015895002548 6000000017756005855
hanna,1,118,6000000177941048933,297892520980004085 3919314740150075784 5256453107870107836 5327439787560121903 6000000001168056171 6000000001770357476 6000000002318404495 6000000002447501462 6000000002864947790 6000000002864973330 6000000002864988993 6000000002949610974 6000000002949610982 6000000002950857308 6000000003158308431 6000000003903476017 6000000004098673462 6000000004098673519 6000000004954806669 6000000006127726133
saxe,1,118,6000000009465627532,4127770662090072605 4138662614410074729 4284798163470059518 4284798184440034609 4817386664210079269 5231312333130116240 5231789133530043293 5231968728610070481 5483876474820056964 5527816238510061078 5527990183100040059 6000000000036831291 6000000000051746206 6000000000051793774 6000000000051806643 6000000000053967465 6000000000307239990 6000000000307246847 6000000000632030828 6000000000697437319
gustava,1,119,6000000177921459011,370536248110006175 5500083071600131005 6000000000044535118 6000000000054089055 6000000000477827933 6000000001604900433 6000000002949859718 6000000003094453910 6000000005229855942 6000000005442289785 6000000005587083213 6000000006127108718 6000000006127346069 6000000006127446040 6000000006127453306 6000000006127529811 6000000006127557821 6000000006127598721 6000000006127808547 6000000006127872353
heribert,7,17,6000000000424673320 6000000001210444666 6000000001441184437 6000000001441498155 6000000001441509684 6000000002043219697 6000000010058038304,5563148187280071299 6000000001502048644 6000000001502287318 6000000003705315883 6000000004097377449 6000000004097485381 6000000013431840150 6000000017214394317 6000000018700333475 6000000040580073840 6000000040580883314 6000000040581347825 6000000046898888952 6000000062175141121 6000000074069249839 6000000076768958145 6000000082989661662
jarl,8,15,6000000000350890660 6000000000701119941 6000000001052002306 6000000002325842230 6000000003232714442 6000000010449972942 6000000028714728390 6000000040088698338,5295209861860050411 5543406552980080439 6000000000252324893 6000000000698562399 6000000002283253409 6000000002713644765 6000000003781389951 6000000008769173277 6000000010362952468 6000000012067675475 6000000031437480997 6000000048010674902 6000000057099134862 6000000212421153843 6000000212430943837
maren,10,12,6000000000757117027 6000000001507060141 6000000002801150379 6000000003492037569 6000000005414930904 6000000005589782837 6000000005609425998 6000000006582545963 6000000014261094208 6000000204646416821,6000000004160396713 6000000006410900236 6000000006824676416 6000000006828432165 6000000009754664051 6000000014288876124 6000000016867925059 6000000019082863409 6000000034494612770 6000000043020251340 6000000136978446835 6000000175689147821
marthe,3,40,6000000019369218536 6000000019524155167 6000000178823544822,6000000000641100841 6000000001504259962 6000000003122387919 6000000005380534470 6000000006100122924 6000000007392937910 6000000009638239152 6000000009638480804 6000000016372045469 6000000018827813934 6000000019743694868 6000000019745438277 6000000020009378516 6000000021367292944 6000000022203579178 6000000025595473869 6000000026065830770 6000000028411530258 6000000029063210015 6000000029238252476
milly,6,20,6000000001868498051 6000000002188461055 6000000003828239887 6000000003828256474 6000000003828256509 6000000003828330119,6000000001898514932 6000000002676316945 6000000009147922713 6000000016682920398 6000000016683286165 6000000016685812463 6000000016685812467 6000000016685812471 6000000016685918747 6000000016686055795 6000000016686218629 6000000016686992436 6000000019027155813 6000000058387142247 6000000060710671958 6000000060710974870 6000000060711173825 6000000181682898830 6000000189215503887 6000000211996688452
salomea,2,60,6000000002400782615 6000000030216131445,6000000002090091338 6000000002187828139 6000000002989904541 6000000003440636911 6000000003684795145 6000000003827424296 6000000003827496819 6000000006798113581 6000000007712287906 6000000007862416770 6000000009371378799 6000000015242222473 6000000018222207801 6000000019397265679 6000000019608644116 6000000020627910834 6000000022820475013 6000000023153422258 6000000023267940458 6000000028329414304
tora,15,8,6000000001088848284 6000000001164043937 6000000001205071868 6000000002512272407 6000000003025853747 6000000003094939620 6000000005436371592 6000000005607133268 6000000005609338220 6000000006906038788 6000000007525324625 6000000008177270622 6000000010119800396 6000000013687851229 6000000025227650392,6000000008909013339 6000000013133413711 6000000019932209174 6000000030579310591 6000000035070814685 6000000079554392049 6000000082567232289 6000000084691667980
adeline,1,122,6000000002187840489,314256521210004031 387127428480011486 4293644613620030250 4940612049110028227 5339264495320122402 5424643367680047273 5548410188400036466 6000000000314909217 6000000001504367229 6000000001504371458 6000000001504876311 6000000001688015392 6000000001898531971 6000000002023880665 6000000002188504207 6000000002341742708 6000000003094453910 6000000003122374241 6000000003219593547 6000000003510627100
lorena,2,61,6000000002311622834 6000000008568510486,4091821990090034007 6000000000490038777 6000000000989875216 6000000001435421047 6000000002188374657 6000000003219792615 6000000005232527274 6000000006160708417 6000000008212454257 6000000014756547012 6000000017508667258 6000000019003188344 6000000021223659209 6000000022572276982 6000000022572276987 6000000022572276992 6000000022735739385 6000000023076960960 6000000023076960965 6000000023266476961
edle,1,124,6000000015841668500,6000000001142483193 6000000004059308412 6000000004059308418 6000000004097485390 6000000006277458958 6000000006277577189 6000000007379372226 6000000007631578584 6000000007860539469 6000000009363440796 6000000010619465349 6000000010660119866 6000000010661013254 6000000011471127995 6000000011476999965 6000000011477746847 6000000011477875840 6000000011477885021 6000000011478121456 6000000011478390644
nina,1,125,6000000005026403746,5476415589710044897 6000000000162403034 6000000000704683592 6000000000921620037 6000000001358351138 6000000001396282330 6000000002150708186 6000000002188386262 6000000002240958154 6000000002497133168 6000000002660430585 6000000002783991988 6000000002959762401 6000000003075529549 6000000003468364687 6000000003891962804 6000000004270594722 6000000004647045784 6000000004953421754 6000000005063399526
floris,3,42,6000000000295374050 6000000008630617676 6000000011260547938,373825433260012185 6000000000091106649 6000000002188586948 6000000006727746722 6000000006727753127 6000000008188645745 6000000009485535844 6000000009486261852 6000000014117579862 6000000014119514850 6000000014119607406 6000000018242106923 6000000018627571364 6000000018806699379 6000000018832839384 6000000019880299257 6000000021092996340 6000000021093011202 6000000022934706934 6000000024345725688
johansdotter,9,14,6000000002325859388 6000000007140194261 6000000011078744023 6000000177921501869 6000000177921535860 6000000177921535870 6000000177921629825 6000000177921648825 6000000177921654827,6000000000054037531 6000000016388212526 6000000016388340543 6000000018106717754 6000000020038325390 6000000024429812400 6000000063642951854 6000000073514451224 6000000073514703977 6000000075311517274 6000000078705785564 6000000102807312845 6000000177996596829 6000000186081489827
kristine,7,18,4976573922110117540 6000000001169094797 6000000003140444017 6000000003690471428 6000000010479856178 6000000011671029247 6000000178897032886,315758321960001624 6000000000033136113 6000000001180913275 6000000002166115244 6000000002893680432 6000000004706385012 6000000008763195315 6000000011503840327 6000000012431116896 6000000015368047891 6000000015551299950 6000000017267742667 6000000017669500911 6000000018637583630 6000000083342250403 6000000085299089897 6000000090845740005 6000000090893589893
valdemar,2,63,5305294636990124817 6000000000891680343,4438214251380060220 6000000000176109122 6000000000245495581 6000000001009256047 6000000001504447944 6000000001504447953 6000000001504617558 6000000001504790034 6000000001504793469 6000000001936681143 6000000002494197303 6000000002937829347 6000000004146807625 6000000005565507241 6000000005997216029 6000000006111837173 6000000006112177117 6000000006128010829 6000000006241312134 6000000007025265019
elias,1,127,6000000177969361824,6000000000682124218 6000000000896562348 6000000001682235164 6000000001891765921 6000000002476516695 6000000002710968608 6000000002771329923 6000000003389040124 6000000003932216295 6000000003986084761 6000000004147909103 6000000004147994770 6000000004272477357 6000000004947605855 6000000004954741100 6000000004954741591 6000000004954750435 6000000004954776667 6000000004954965376 6000000004955002738
byzantine,16,8,6000000000515214098 6000000002187821362 6000000002433994667 6000000002434214184 6000000003086734979 6000000003601184398 6000000003645870789 6000000003645870795 6000000003645870800 6000000003828287409 6000000004533643468 6000000007158512933 6000000007244287240 6000000008395084275 6000000013020632588 6000000056405308867,359282548040006278 361088998770012651 361089507860011643 361244423510011619 6000000000670279300 6000000006101348166 6000000009965401953 6000000009965449321
garnier,2,65,6000000000014435458 6000000012332003502,5433388199330132962 6000000006297022674 6000000009735547583 6000000014019054465 6000000014926661824 6000000024616231979 6000000025927510605 6000000028652938699 6000000028653155793 6000000028653414043 6000000028653473016 6000000037771619969 6000000042346326949 6000000042347094489 6000000055553199924 6000000055553362921 6000000055553462945 6000000055553462997 6000000055553762027 6000000055554073890
rasmusdatter,26,5,4366030 6000000000172082325 6000000002847155262 6000000003094936898 6000000003253089650 6000000003491940946 6000000003492045036 6000000003492045839 6000000003492049315 6000000003492049696 6000000004879718731 6000000005607411052 6000000005607694001 6000000005609278974 6000000005609557863 6000000006776171884 6000000007805601058 6000000008438841099 6000000008667305553 6000000008777364122 6000000009090288302 6000000014233507631 6000000014522158621 6000000035525393426 6000000173592610868 6000000177921459104,6000000006824676416 6000000043007694493 6000000043007829432 6000000043007942214 6000000043008185837
tour,1,130,6000000196706961844,6000000000641000388 6000000001835187577 6000000001835193380 6000000001841495783 6000000001841619252 6000000001842442210 6000000001842471516 6000000001842544359 6000000001842551175 6000000001842580141 6000000001842614063 6000000001842762576 6000000001845019907 6000000001849187050 6000000001849188528 6000000001849400415 6000000001849478364 6000000001849536031 6000000001850562498 6000000001861612793
basil,2,66,6000000002434099128 6000000037536568615,5424868876080130580 5433057845230123518 5433231890600028714 6000000000628842383 6000000001542345124 6000000003649663714 6000000005429326951 6000000006101354707 6000000006729112897 6000000006729120707 6000000006729136732 6000000006729141577 6000000006729141800 6000000006990239211 6000000008403181970 6000000008716100064 6000000008798530250 6000000010555966834 6000000014859394390 6000000016117165478
nuno,3,44,6000000008463025320 6000000015172687211 6000000030548080797,4263140669680052433 6000000002780567946 6000000007481008974 6000000007481046538 6000000007481903347 6000000008249267685 6000000008303048391 6000000011860944852 6000000011861144512 6000000015356626661 6000000016509629257 6000000017672046958 6000000020278766895 6000000020573720814 6000000020666734962 6000000021076917651 6000000021077686147 6000000021809948430 6000000022568182778 6000000022572276987
