geni_id	qid	generation
6000000003483647707		10
6000000003483666375		10
6000000003483741013		10
6000000003483749160		10
6000000003483750144		10
6000000003491944585		10
6000000003491947603		10
6000000003491947608		10
6000000003491998022		10
6000000003492037898		10
6000000003492037903		10
6000000003492045036		10
6000000003492045766		10
6000000003492045771		10
6000000003492049072		10
6000000003492049696		10
6000000003492049733		10
6000000003492049758		10
6000000003492057190		10
6000000003492057333		10
6000000003492057360		10
6000000003492057914		10
6000000003492068255		10
6000000003492072171		10
6000000003513052196		10
6000000003894073859		10
6000000004736535001		10
6000000004816781002		10
6000000004840106862		10
6000000004840460281		10
6000000004861652206		10
6000000004967049001		10
6000000005381997903		10
6000000005573729021		10
6000000005606855774		10
6000000005606855784		10
6000000005606860158		10
6000000005606860168		10
6000000005606873669		10
6000000005606873677		10
6000000005606886622		10
6000000005606971487		10
6000000005606976376		10
6000000005606976880		10
6000000005606983996		10
6000000005607089620		10
6000000005607373349		10
6000000005607377021	Q141216613	10
6000000005607432910		10
6000000005607506659		10
6000000005607685980		10
6000000005607694001		10
6000000005608888770		10
6000000005608888778		10
6000000005608945124		10
6000000005609211295		10
6000000005609211686		10
6000000005609236960		10
6000000005609265416		10
6000000005609265442		10
6000000005609271167		10
6000000005609278965		10
6000000005609278974		10
6000000005609392897		10
6000000005609392906		10
6000000005609425851		10
6000000005609425861		10
6000000005609425998		10
6000000005609505506		10
6000000005609508929		10
6000000005609508945		10
6000000005609575175		10
6000000005609575184		10
6000000005744994348		10
6000000005789540697		10
6000000005790017172		10
6000000005931017192		10
6000000005931579157		10
6000000005931666029		10
6000000005953093931		10
6000000005953500314		10
6000000006171215964		10
6000000006252011561		10
6000000006456114813		10
6000000006463513008		10
6000000006582545963		10
6000000006582766550		10
6000000006605769895		10
6000000006776171697		10
6000000006776171804		10
6000000006776171944		10
6000000006776176038		10
6000000006776176053		10
6000000006776185900		10
6000000006776187362		10
6000000006776187370		10
6000000006787547225		10
6000000006787562160		10
6000000006787742032		10
6000000006871110690		10
6000000006937375326		10
6000000006964530073		10
6000000006979615114		10
6000000006979615138		10
6000000006979663414		10
6000000006994747740		10
6000000006994854592		10
6000000006994999580		10
6000000007012891035		10
6000000007039167031		10
6000000007052456452		10
6000000007052530090		10
6000000007057662285		10
6000000007057728105		10
6000000007140207274		10
6000000007140233316		10
6000000007160041835		10
6000000007160320355		10
6000000007224180913		10
6000000007224180921		10
6000000007304061428		10
6000000007304150583		10
6000000007443327495		10
6000000007496901063		10
6000000007560280097		10
6000000007582083338		10
6000000007635644393		10
6000000007635644399		10
6000000007739185375		10
6000000007844245796		10
6000000007848547639		10
6000000007895883342		10
6000000008112851204		10
6000000008666644185		10
6000000008667305553		10
6000000008693698557		10
6000000008760255839		10
6000000008760299594		10
6000000008777806956		10
6000000008777808951		10
6000000008851405185		10
6000000008860523472		10
6000000008864661057		10
6000000008865656742		10
6000000008897973368		10
6000000009326617021		10
6000000009326833216		10
6000000009333801102		10
6000000009334034478		10
6000000009447821846		10
6000000009627764833		10
6000000009655252095		10
6000000009674065763		10
6000000010039793608		10
6000000010723498004		10
6000000010723945448		10
6000000010799834793		10
6000000011078744023		10
6000000011078832794		10
6000000011078975948		10
6000000011079271617		10
6000000011079343735		10
6000000011079388682		10
6000000011079403425		10
6000000011101340523		10
6000000011568229136		10
6000000011718309025		10
6000000011769587252		10
6000000011769607217		10
6000000012096640605		10
6000000012455272755		10
6000000012837011071		10
6000000013198948154		10
6000000013289301276		10
6000000014073301783		10
6000000014233507631		10
6000000014372373095		10
6000000014372500361		10
6000000014563587805		10
6000000014563654810		10
6000000014564781620		10
6000000015904641595		10
6000000015904714402		10
6000000016335966316		10
6000000016336608442		10
6000000016454170603		10
6000000017079200471		10
6000000017535961052	Q141216401	10
6000000018014494595		10
6000000018301786927		10
6000000019103827203		10
6000000019326992186		10
6000000019367793692		10
6000000019368426933		10
6000000019369138073		10
6000000022290356656		10
6000000024387308933		10
6000000024415471845		10
6000000024417094105		10
6000000024530921386		10
6000000024791012200		10
6000000025501391337		10
6000000025501445118		10
6000000026106384217		10
6000000034710469884		10
6000000041132010290		10
6000000045158864074		10
6000000046353812260		10
6000000046354191951		10
6000000050225876838		10
6000000050225962897		10
6000000052533150843		10
6000000053306877112		10
6000000053307297842		10
6000000059763681849		10
6000000073137579127		10
6000000103857288063		10
6000000103857977825		10
6000000105566972835		10
6000000138014624822		10
6000000177921582832		10
6000000177921582835		10
6000000177921613832		10
6000000177922319832		10
6000000177922319837		10
6000000177941163942		10
6000000177941260939		10
6000000177942451881		10
6000000177942491872		10
6000000177942491877		10
6000000177942681869		10
6000000177942804849		10
6000000177942933869		10
6000000177943021881		10
6000000177943021895		10
6000000177943060868		10
6000000177943120858		10
6000000177943149857		10
6000000177943295868		10
6000000177943312828		10
6000000177943346870		10
6000000177943415863		10
6000000177943545836		10
6000000177943588835		10
6000000177943681836		10
6000000177943765835		10
6000000177943801821		10
6000000177943836822		10
6000000177943993821		10
6000000178136068824		10
6000000178284761893		10
6000000178286680845		10
6000000178287451832		10
6000000178411638970		10
6000000178414832822		10
6000000178415627901		10
6000000178416313877		10
6000000178416797829		10
6000000178417358824		10
6000000178816206852		10
6000000178817011821		10
6000000178820801873		10
6000000178822095828		10
6000000196704954844		10
6000000227892225279		10
6000000227892225285		10
6000000227892225315		10
6000000227892225319		10
6000000227892386988		10
FS276VP6L		10
FS99B3FNW		10
FS9J3R78J		10
FS9J3R78N		10
FS9J3R7XR		10
FS9J3R7XT		10
FSCHK7QLY		10
FSG6GXP1P		10
FSG6P6Z7K		10
FSG84Z6R7		10
FSG9BVRKH		10
FSGCCZFPQ		10
FSGG7C679		10
FSGJ7K6J4		10
FSGJ7KXF9		10
FSGJH6SZ4		10
FSGJHDBFF		10
FSGJWX6Y5		10
FSGNF5H9S		10
FSGP37X33		10
FSGQ7H9MS		10
FSGQW75QP		10
FSGQW7YXQ		10
FSGXVS5RS		10
FSK63GSMX		10
FSK63Y5ZF		10
FSK858DXZ		10
FSK8PCJX8		10
FSKHPGVFT		10
FSKXJ7X71		10
FSKZDXPN4		10
FSKZFBDMZ		10
FSKZFVJ5D		10
FSKZNGQXQ		10
FSKZZYZPB		10
FSL2H4QL8		10
FSL2H4QP1		10
FSL2W3BHZ		10
FSL5YP8X6		10
FSL7J5Q4F		10
FSL7J5QHN		10
FSL8WNYY2		10
FSL9PSBRD		10
FSLH65D2C		10
FSLHQ4HHT		10
FSLT9CNQM		10
FSLTLGP64		10
FSLWF88HN		10
FSM3JYZG3		10
FSM4Q73RF		10
FSM4Q73RW		10
FSM684BZJ		10
FSMBR258G		10
FSMBR25NS		10
FSMP84RMW		10
FSMW5FP3D		10
FSMXSTFLS		10
FSP7YVJYZ		10
FSPSXYQ5S		10
309762502890008181		11
335880480420005407		11
3960876		11
3967416		11
4627339		11
4627346		11
4627752		11
4627755		11
4851879635040066846		11
5266873420470101703		11
5701513805030052965		11
6000000000344086007		11
6000000000496947130		11
6000000000496947141		11
6000000000496947244		11
6000000000496960006		11
6000000000496989746		11
6000000000664826244		11
6000000000664826273		11
6000000000664841991		11
6000000001139071013	Q141205902	11
6000000001770176883		11
6000000002078126382		11
6000000002267104023		11
6000000002334824980		11
6000000002374835290		11
6000000002374951152		11
6000000002482084257	Q141216371	11
6000000002529294939		11
6000000002529556190		11
6000000002553421788		11
6000000002553432304		11
6000000002619863264		11
6000000002624291556		11
6000000002735003478		11
6000000002748554800		11
6000000002763206867		11
6000000002764097413		11
6000000002764138186		11
6000000002801145810		11
6000000002801150379		11
6000000002805980938		11
6000000002806742588		11
6000000002806802424		11
6000000002806824216		11
6000000002807414502		11
6000000002807456486		11
6000000002866336261		11
6000000002951333766		11
6000000002951416187		11
6000000002954159006		11
6000000002963897777		11
6000000002964033825		11
6000000002964097237		11
6000000002964166116		11
6000000002964260009		11
6000000002976342395		11
6000000003010802442		11
6000000003010831423		11
6000000003014761913		11
6000000003023070961		11
6000000003023262365		11
6000000003023400685		11
6000000003023500474		11
6000000003023644719		11
6000000003023846219		11
6000000003023856057		11
6000000003023941406		11
6000000003025246946		11
6000000003025443818		11
6000000003025703029		11
6000000003025779755		11
6000000003025813846		11
6000000003025824980		11
6000000003087847287		11
6000000003094902453		11
6000000003094916363		11
6000000003094919509		11
6000000003094925200		11
6000000003094925551		11
6000000003094925561		11
6000000003094932074		11
6000000003094932619		11
6000000003094936831		11
6000000003094936898		11
6000000003094939355		11
6000000003094939586		11
6000000003094939620		11
6000000003094939954		11
6000000003094949890		11
6000000003094956087		11
6000000003094956561		11
6000000003094961449		11
6000000003094967516		11
6000000003094973366		11
6000000003094973561		11
6000000003095006116		11
6000000003095006400		11
6000000003095022965		11
6000000003095060379		11
6000000003095060728		11
6000000003095274276		11
6000000003095274284		11
6000000003158711375		11
6000000003162452948		11
6000000003171945710		11
6000000003253460860		11
6000000003253539762		11
6000000003483783114		11
6000000003483825112		11
6000000003491944598		11
6000000003491944905		11
6000000003492007883		11
6000000003492033550		11
6000000003492033558		11
6000000003492037474		11
6000000003492037553		11
6000000003492037569		11
6000000003492037584		11
6000000003492037642		11
6000000003492045969		11
6000000003492045974		11
6000000003492049059		11
6000000003492049325		11
6000000003492049738		11
6000000003492049931		11
6000000003492057612		11
6000000003732806293		11
6000000004140890869		11
6000000004565526990		11
6000000004823962143		11
6000000004824475042		11
6000000004825180456		11
6000000004840267313		11
6000000004861652212		11
6000000004861652218		11
6000000004863275809		11
6000000004863453409		11
6000000004966835929		11
6000000004997152944		11
6000000004997229469		11
6000000005011910929		11
6000000005012159143		11
6000000005018842387		11
6000000005018904531		11
6000000005026363763		11
6000000005026671974		11
6000000005102427541		11
6000000005382096874		11
6000000005382299298		11
6000000005420481509		11
6000000005606855392		11
6000000005606860176		11
6000000005606886639		11
6000000005606976231		11
6000000005606983509		11
6000000005606983595		11
6000000005606986032		11
6000000005607000241		11
6000000005607007945		11
6000000005607082491		11
6000000005607082498		11
6000000005607092328		11
6000000005607099245		11
6000000005607123730	Q141216488	11
6000000005607150579		11
6000000005607268509		11
6000000005607311180		11
6000000005607373046		11
6000000005607373100		11
6000000005607373338		11
6000000005607411019		11
6000000005607439733		11
6000000005608888306		11
6000000005608888785		11
6000000005608892034		11
6000000005608945131		11
6000000005608945139		11
6000000005608945180		11
6000000005609113911		11
6000000005609113922		11
6000000005609207268		11
6000000005609211322		11
6000000005609211417		11
6000000005609211500		11
6000000005609211510		11
6000000005609239014		11
6000000005609278900		11
6000000005609278982		11
6000000005609278991		11
6000000005609333666		11
6000000005609333794		11
6000000005609398117		11
6000000005609398143		11
6000000005609398151		11
6000000005609398993		11
6000000005609406624		11
6000000005609443289		11
6000000005609447838		11
6000000005609451708		11
6000000005609451948		11
6000000005609495041		11
6000000005609495049		11
6000000005609495104		11
6000000005609495114		11
6000000005609508324		11
6000000005609557854		11
6000000005609557863		11
6000000005609557941		11
6000000005609557950		11
6000000005609575167		11
6000000005609575220		11
6000000005745191778		11
6000000005931159551		11
6000000005953168654		11
6000000005953492283		11
6000000006110448877		11
6000000006171259545		11
6000000006338979184		11
6000000006776180208		11
6000000006776180590		11
6000000006776180733		11
6000000006776180821		11
6000000006776180996		11
6000000006776185212		11
6000000006776187394		11
6000000006796795360		11
6000000006804606826		11
6000000006890431628		11
6000000006907037700		11
6000000006916369242		11
6000000006937079531		11
6000000006964561032		11
6000000006994771530		11
6000000006994801775		11
6000000006994948509		11
6000000006995031477		11
6000000007012112630		11
6000000007012577667		11
6000000007013329199		11
6000000007036684786		11
6000000007043259234		11
6000000007049530875		11
6000000007049576718		11
6000000007052382417		11
6000000007052529132		11
6000000007052629091		11
6000000007058802262		11
6000000007066980499		11
6000000007169080261		11
6000000007171367286		11
6000000007249000737		11
6000000007302772225		11
6000000007303926737		11
6000000007310854271		11
6000000007352999245		11
6000000007398990394		11
