geni_id	qid	label	name_kept	tail_dropped
6000000191307125821		Johann von Tiesenhausen till Adlehn	Johann von Tiesenhausen	till Adlehn
6000000191321124889		Kerstin Kurck till Malstanäs	Kerstin Kurck	till Malstanäs
6000000191468513861		Kourd II Siounides Prince of Siounie	Kourd II Siounides	Prince of Siounie
6000000191646758873		Christina Gyllengrip, till Vemboö	Christina Gyllengrip,	till Vemboö
6000000191732293828		Annika Svenske till Edsviken	Annika Svenske	till Edsviken
6000000192172298872		Marguerite de Bricon de Rochefort dame de Saint-Vinnemer	Marguerite de Bricon de Rochefort	dame de Saint-Vinnemer
6000000192172755829		Marguerite de Ravières dame de Vilaines-en-Duesmois	Marguerite de Ravières	dame de Vilaines-en-Duesmois
6000000192560542861		Jørgen Berntsen Due Taube til Aitz	Jørgen Berntsen Due Taube	til Aitz
6000000192560906823		MaLene Christophersdatter Juel til Oxholm-Bratskov	MaLene Christophersdatter Juel	til Oxholm-Bratskov
6000000192638428892		Kuveni Vijaya Queen of Lanka	Kuveni Vijaya	Queen of Lanka
6000000192639734868		Mutasiva Vijaya King of Anuradhapura	Mutasiva Vijaya	King of Anuradhapura
6000000192639942863		Uttiya Vijaya King of Anuradhapura	Uttiya Vijaya	King of Anuradhapura
6000000192640036866		Mahasiva Vijaya King of Anuradhapura	Mahasiva Vijaya	King of Anuradhapura
6000000192640322821		Devanampiya Tissa Vijaya King of Anuradhapura	Devanampiya Tissa Vijaya	King of Anuradhapura
6000000192640530846		Gothabaya Prince of Ruhuna	Gothabaya	Prince of Ruhuna
6000000192640600836		Yatala Tissa Vijaya Prince of Ruhuna	Yatala Tissa Vijaya	Prince of Ruhuna
6000000192640606821		Mahanaga Vijaya Prince of Ruhuna	Mahanaga Vijaya	Prince of Ruhuna
6000000192640818831		Kavan Tissa Prince of Ruhuna	Kavan Tissa	Prince of Ruhuna
6000000192640901864		Mahakuli Mahatissa King of Anuradhapura	Mahakuli Mahatissa	King of Anuradhapura
6000000192640972840		Saddha Tissa King of Anuradhapura	Saddha Tissa	King of Anuradhapura
6000000192641050821		Kelani Tissa King of Kelaniya	Kelani Tissa	King of Kelaniya
6000000192641152821		Dutugamunu King of Anuradhapura	Dutugamunu	King of Anuradhapura
6000000192641187847		Valagamba Vijaya King of Anuradhapura	Valagamba Vijaya	King of Anuradhapura
6000000192641257898		Chandamukha King of Anuradhapura	Chandamukha	King of Anuradhapura
6000000192641407830		Lanja Tissa King of Anuradhapura and Ruhuna	Lanja Tissa	King of Anuradhapura and Ruhuna
6000000192641408842		Khallata Naga King of Anuradhapura	Khallata Naga	King of Anuradhapura
6000000192641432823		Thulatthana King of Anuradhapura	Thulatthana	King of Anuradhapura
6000000192641760823		Anula Devi Queen of Anuradhapura	Anula Devi	Queen of Anuradhapura
6000000192641909849		Sivali Queen of Anuradhapura	Sivali	Queen of Anuradhapura
6000000192641915867		Amandagamani Abhaya King of Anuradhapura	Amandagamani Abhaya	King of Anuradhapura
6000000192642036840		Bhatikabhaya Abhaya King of Anuradhapura	Bhatikabhaya Abhaya	King of Anuradhapura
6000000192642041834		Kuda Tissa King of Anuradhapura	Kuda Tissa	King of Anuradhapura
6000000192642076836		Chora Naga King of Anuradhapura	Chora Naga	King of Anuradhapura
6000000192642186837		Kutakanna Tissa King of Anuradhapura	Kutakanna Tissa	King of Anuradhapura
6000000192642202827		Kanirajanu Tissa King of Anuradhapura	Kanirajanu Tissa	King of Anuradhapura
6000000192642280851		Mahadathika Mahanaga King of Anuradhapura	Mahadathika Mahanaga	King of Anuradhapura
6000000192642354831		Chulabhaya King of Anuradhapura	Chulabhaya	King of Anuradhapura
6000000192642404832		Ilanaga King of Anuradhapura	Ilanaga	King of Anuradhapura
6000000192644857831		Yassalalaka Tissa King of Anuradhapura	Yassalalaka Tissa	King of Anuradhapura
6000000192669802856		Maya Queen of Shakya	Maya	Queen of Shakya
6000000192670542825		Jayasena King of Shakya	Jayasena	King of Shakya
6000000192715928847		Sinhasivali Queen of Sinhapura	Sinhasivali	Queen of Sinhapura
6000000192716012832		Sinhabahu King of Sinhapura	Sinhabahu	King of Sinhapura
6000000192855164831		NN Rantzau til Aagaard	NN Rantzau	til Aagaard
6000000192993937873		Simon Carstensen i Helsingør	Simon Carstensen	i Helsingør
6000000192994077854		Rasmus Carstensen i Helsingør	Rasmus Carstensen	i Helsingør
6000000192994435823		Bertel Carstensen i Frederiksværk	Bertel Carstensen	i Frederiksværk
6000000192994464824		NN Elkjær i Porsgrund	NN Elkjær	i Porsgrund
6000000193052739899		Rafał Szymon [syn Szymona i Zuzanny z Kościelskich] Godurowski [jego babka Joanna z Tuchołków]	Rafał Szymon [syn Szymona	i Zuzanny z Kościelskich] Godurowski [jego babka Joanna z Tuchołków]
6000000193136802821		Henri d’Humières Baron de Cuinchy	Henri d’Humières	Baron de Cuinchy
6000000193292857862		Ermbert Bishop of Worms	Ermbert	Bishop of Worms
6000000193309878821		Fruela Bardália Duke of Cantábria	Fruela Bardália	Duke of Cantábria
6000000193597611842		Olof Jönsson till Höverö	Olof Jönsson	till Höverö
6000000193598858821		Margareta Torkelsdotter Lilliesparre till Båltorp	Margareta Torkelsdotter Lilliesparre	till Båltorp
6000000193663924826		Erland Uddesson Örnflycht till Granhammar	Erland Uddesson Örnflycht	till Granhammar
6000000193693688822		Lage i Ora	Lage	i Ora
6000000193825784850		Katarina Esbjörnsdotter Porsesson Geet till Djula, d.ä. till Hofvatorp	Katarina Esbjörnsdotter Porsesson Geet	till Djula, d.ä. till Hofvatorp
6000000194182328875		Marie Louise Pauline Hedvig Johanna von Sagan Princess of Courland and Sagan	Marie Louise Pauline Hedvig Johanna von Sagan	Princess of Courland and Sagan
6000000194202131843		Madeleine Seghizzo Dame de Bouges	Madeleine Seghizzo	Dame de Bouges
6000000194202145880		Guillemette de Tremagon Dame de compagnie de Valentine Visconti	Guillemette de Tremagon	Dame de compagnie de Valentine Visconti
6000000194202328855		Jeanne du Buisson dame de Tordouet, de Rochères, de la Chapelle-Ivon et de Maillo	Jeanne du Buisson	dame de Tordouet, de Rochères, de la Chapelle-Ivon et de Maillo
6000000194203200861		Isabelle NAGUET Dame de la Pinnetière	Isabelle NAGUET	Dame de la Pinnetière
6000000194314329029		Françoise Dame de Vierville	Françoise	Dame de Vierville
6000000194408026849		Alberic bishop of Paris	Alberic	bishop of Paris
6000000194443380890		Arnold Duc de Gueldres	Arnold	Duc de Gueldres
6000000194603982925		Heinrich III von Burgau Markgraf von Burgau	Heinrich III von Burgau	Markgraf von Burgau
6000000194604669864		Konrad von Berg-Schelklingen Graf von Berg-Schelklingen	Konrad von Berg-Schelklingen	Graf von Berg-Schelklingen
6000000194604891859		Ludwig II Graf von Teck	Ludwig II	Graf von Teck
6000000194751310825		Magnus Mølmann i København	Magnus Mølmann	i København
6000000194751870835		Jasper Benniche i København	Jasper Benniche	i København
6000000194752113866		Peder Johansen Prehn i Flensborg	Peder Johansen Prehn	i Flensborg
6000000194851160851		Ingeborg Bonde till Jula	Ingeborg Bonde	till Jula
6000000194889016864		Christopher Christensen i Skive	Christopher Christensen	i Skive
6000000194889095823		Jens Poulsen i Roskilde	Jens Poulsen	i Roskilde
6000000194889288853		David Drejer i Skive	David Drejer	i Skive
6000000194889325821		Jens Mogensen 2, i Skive	Jens Mogensen 2,	i Skive
6000000194889434894		Jens Koch i Viborg	Jens Koch	i Viborg
6000000194889508856		"Peder Andersen ""Foege"" (Foged?) (Fogh?) i Skive"	"Peder Andersen ""Foege"" (Foged?) (Fogh?)"	i Skive
6000000194889854825		Tue Jacobsen i Skive	Tue Jacobsen	i Skive
6000000194890015826		Thomas Mogensen i Norge	Thomas Mogensen	i Norge
6000000194908192836		Henri de Creully baron de Creuilly	Henri de Creully	baron de Creuilly
6000000195010913821		Jöns Bråkenhusen till Skabo	Jöns Bråkenhusen	till Skabo
6000000195038175890		Anna Bråkenhusen till Liljeberg	Anna Bråkenhusen	till Liljeberg
6000000195048900861		Anna Johansdotter till Kavlas	Anna Johansdotter	till Kavlas
6000000195050542874		Göran Gösansson Posse till Sjögerås	Göran Gösansson Posse	till Sjögerås
6000000195144192831		Jernskjegge Asbjørnsson På Austråt	Jernskjegge Asbjørnsson	På Austråt
6000000195390294834		Måns Andersson till Botila	Måns Andersson	till Botila
6000000195391091821		Erik Andersson till Laidekull	Erik Andersson	till Laidekull
6000000195578758833		Agnès dame de Romilly	Agnès	dame de Romilly
6000000195589734838		Alix de Gourney dame de Hanaches	Alix de Gourney	dame de Hanaches
6000000195598861835		Hugh 6ème Lord de Gournay	Hugh 6ème	Lord de Gournay
6000000195638942827		Enguerrand de Villers chevalier , seigneur en partie et baron du Hommet	Enguerrand de Villers chevalier , seigneur en partie et	baron du Hommet
6000000195654194886		NN ektefelle Ole Olson Vervik i Strand	NN ektefelle Ole Olson Vervik	i Strand
6000000195690318834		Henry de Creully Baron de Creully	Henry de Creully	Baron de Creully
6000000195734047830		Hans Just Andreassen i Svendborg	Hans Just Andreassen	i Svendborg
6000000195735154847		Hans Jørgensen i Svendborg	Hans Jørgensen	i Svendborg
6000000195735344845		Niels Hansen Friis i Odense	Niels Hansen Friis	i Odense
6000000195735401826		Peder Hansen i Horsens	Peder Hansen	i Horsens
6000000195789807823		Liutpold Markgraf der Ungarischen Mark	Liutpold	Markgraf der Ungarischen Mark
6000000195790506822		Hermann I, Graf von Poigen	Hermann I,	Graf von Poigen
6000000195995381905		Thuring Baron von Traschelwald	Thuring	Baron von Traschelwald
6000000196144667862		Hermann da Suabia I Duke of Swabia	Hermann da Suabia I	Duke of Swabia
6000000196144855822		Burkhard II von Swaben Duke of Swabia and Count of Raetia	Burkhard II von Swaben	Duke of Swabia and Count of Raetia
6000000196290881030		Helga von Bluhme (udv til New York 1879))	Helga von Bluhme (udv	til New York 1879))
6000000196292852828		Eberhard III von Hengebach Graf von Heimbach	Eberhard III von Hengebach	Graf von Heimbach
6000000196350458844		Poppo IV graf von Laufen	Poppo IV	graf von Laufen
6000000196350521829		Poppo V graf von Laufen	Poppo V	graf von Laufen
6000000196377479866		"och <a href="" nonFreeComponentLink"">namn på 5 mer barn</a>"	"och <a href="" nonFreeComponentLink"">namn"	på 5 mer barn</a>
6000000196431377832		Georg Friedrich Graf von der Asseburg	Georg Friedrich	Graf von der Asseburg
6000000196475467835		Jehanne d'Estrimond dame de Bully	Jehanne d'Estrimond	dame de Bully
6000000196706856871		Landry Lord of the Tour de Walincourt	Landry	Lord of the Tour de Walincourt
6000000196706961844		Wedulphe Tour de Walincourt Count of Therouanne	Wedulphe Tour de Walincourt	Count of Therouanne
6000000196707421821		Wedulphe I Count of Thérouanne	Wedulphe I	Count of Thérouanne
6000000196873742831		Karen Nielsdatter Krabbe af Østergaard til Blistrup	Karen Nielsdatter Krabbe af Østergaard	til Blistrup
6000000196942320854		Herman de Cleves, Lord of Afnois, of Amazy, and of Saligny	Herman de Cleves,	Lord of Afnois, of Amazy, and of Saligny
6000000197768542829		Richenza of Swabia , Duchess of Bavaria & Countess of Northeim	Richenza of Swabia ,	Duchess of Bavaria & Countess of Northeim
6000000197797641804		Jane Gordon Sutherland Duchess of Sutherland	Jane Gordon Sutherland	Duchess of Sutherland
6000000197810384953		Heinrich 1. von Werther auch graf von Stolberg	Heinrich 1. von Werther auch	graf von Stolberg
6000000198007958825		Adelheid von Witzleben zu Arnstadt Gräfin von Keferaburg	Adelheid von Witzleben zu Arnstadt	Gräfin von Keferaburg
6000000198026119821	Q106101422	Johan Bockholt til Klingstrup	Johan Bockholt	til Klingstrup
6000000198028825840		Gudrun på Haukland	Gudrun	på Haukland
6000000198084314869		Giannozzo Pandolfini bishop of Troia	Giannozzo Pandolfini	bishop of Troia
6000000198085773880		Ferdinando Pandolfini bishop of Troia	Ferdinando Pandolfini	bishop of Troia
6000000198164544843		Nicodemo della Scala bishop of Freising	Nicodemo della Scala	bishop of Freising
6000000198491994841		Katharina Duchess of Guelders	Katharina	Duchess of Guelders
6000000198493472823		Antonio de'Pazzi bishop of Sarno and of Mileto	Antonio de'Pazzi	bishop of Sarno and of Mileto
6000000198673830838		Lucio Morra archbishop of Otranto	Lucio Morra	archbishop of Otranto
6000000198683069836		Søren Juul i Hatting	Søren Juul	i Hatting
6000000198703779840		Peder Sørensen Juul i Hatting	Peder Sørensen Juul	i Hatting
6000000198708577837		Jens Jørgensen i Hatting	Jens Jørgensen	i Hatting
6000000198838720821		Suratissa Vijaya King of Anuradhapura	Suratissa Vijaya	King of Anuradhapura
6000000198904180858		Subharaja Vijaya King of Anuradhapura	Subharaja Vijaya	King of Anuradhapura
6000000198958412827		Annibale di Capua archbishop of Naples	Annibale di Capua	archbishop of Naples
6000000199205947201		Wilhelmine Gräfin von Wedel	Wilhelmine	Gräfin von Wedel
6000000199293019863		Gilbert Fitz-Gilbert Count de Brionne	Gilbert Fitz-Gilbert	Count de Brionne
6000000199304663877		Peder Nielsen Gyldenstierne til Aagaard	Peder Nielsen Gyldenstierne	til Aagaard
6000000199419648865		Claude de Villers La Faye comte de Vaulgrenant	Claude de Villers La Faye	comte de Vaulgrenant
6000000199446212858		Catharina Sofia Walkendorff till Maglö	Catharina Sofia Walkendorff	till Maglö
6000000199489327825		Jens Nielsen Løvenbalck, til Aunsbjerg og Odgaard	Jens Nielsen Løvenbalck,	til Aunsbjerg og Odgaard
6000000199874680849		Henrik Christopher Pultz til Møllegaard i Longelse	Henrik Christopher Pultz	til Møllegaard i Longelse
6000000199915344847		Erik Philipsen Heidenstrup til Orelund	Erik Philipsen Heidenstrup	til Orelund
6000000200214662850		Godefroi Count of Durbuy	Godefroi	Count of Durbuy
6000000200286215789		Hallor i Vaxnas (MGx12GF)c	Hallor	i Vaxnas (MGx12GF)c
6000000200287442216		Jon i Synnerby Bonde	Jon	i Synnerby Bonde
6000000200953491903		Johan Mattsson Bågsköld till Harön	Johan Mattsson Bågsköld	till Harön
6000000201034746821		Olaus Kaplan i Piteå	Olaus Kaplan	i Piteå
6000000201140443830		Christopher Trondsson Rustung til Seim	Christopher Trondsson Rustung	til Seim
6000000201140467836		Karen Trondsson Rustung til Seim	Karen Trondsson Rustung	til Seim
6000000201361945854		Spandiat I Bagratouni Prince of Armenia	Spandiat I Bagratouni	Prince of Armenia
6000000201422098838		Maredudd ap Robert Lord of Cydewain	Maredudd ap Robert	Lord of Cydewain
6000000201621552891		Gabriel Bäck i Finland	Gabriel Bäck	i Finland
6000000201799546830		Riste Eilertsdatter Tordenstjerne til Gullaug	Riste Eilertsdatter Tordenstjerne	til Gullaug
6000000202282799827		Pierre DE GARANCIERES Baron de Baudemont , Chevalier ,Seigneur de Garencières	Pierre DE GARANCIERES	Baron de Baudemont , Chevalier ,Seigneur de Garencières
6000000202599338832		Lambert I de Nantes Comte de Nantes et duc de Spolète	Lambert I de Nantes	Comte de Nantes et duc de Spolète
6000000202599691821		Guy ou de Nantes Marquis de Bretagne Comte de Nantes	Guy ou de Nantes Marquis de Bretagne	Comte de Nantes
6000000202599797823		Lambert de Spolete Comte de Spolète	Lambert de Spolete	Comte de Spolète
6000000202762596435		Karen Knutsdatter Bildt til LUNGEGÅRD	Karen Knutsdatter Bildt	til LUNGEGÅRD
6000000202879058821		Guillaume d'Orléans Comte de Blois et Comte de Châteaudun	Guillaume d'Orléans	Comte de Blois et Comte de Châteaudun
6000000202938428823		William Hay Lord of Lochloy	William Hay	Lord of Lochloy
6000000202982785825		Gustaf Magnus Johan Lagerbjelke till Adamsberg	Gustaf Magnus Johan Lagerbjelke	till Adamsberg
6000000203271930826		Erik Wernstedt till Brotorpet	Erik Wernstedt	till Brotorpet
6000000203303009829		Angerd Amundsen Bolt Til Torgar	Angerd Amundsen Bolt	Til Torgar
6000000203613126824		Jens Sørensen i Skagen	Jens Sørensen	i Skagen
6000000203672314830		Johan Axel Kewenbrinck till Plestlin	Johan Axel Kewenbrinck	till Plestlin
6000000203690351822		Berent Christoffer Jäger till Martensdorf	Berent Christoffer Jäger	till Martensdorf
6000000203743668919		Gustaf Ållongren i Finland	Gustaf Ållongren	i Finland
6000000203744874890		Barbara Ållongren i Finland	Barbara Ållongren	i Finland
6000000203745304852		Göran Ållongren i Finland	Göran Ållongren	i Finland
6000000203745531828		Christoffer Ållongren i Finland	Christoffer Ållongren	i Finland
6000000203873132821		Walter de Moravia Lord of Petyn	Walter de Moravia	Lord of Petyn
6000000204018251821		4 PAA Kusumayuda Sunan Caruy	4	PAA Kusumayuda Sunan Caruy
6000000204184315840		Alexios V Megas Komnenos emperor of Trebizond	Alexios V Megas Komnenos	emperor of Trebizond
6000000204480550821		Christen Nielsen præst paa Fur -3 D	Christen Nielsen præst	paa Fur -3 D
6000000204481439912		Christopher Andersen Bødker paa Fuur	Christopher Andersen Bødker	paa Fuur
6000000204624639823		Anders Jönsson till Huovari	Anders Jönsson	till Huovari
6000000204624907839		Jeppe Jöns Eriksson Hästesköld till Gunnila i Vemo	Jeppe Jöns Eriksson Hästesköld	till Gunnila i Vemo
6000000204625048832		Karin Jeppesdotter Hermansson Sääksmäki till Gunnila i Vemo	Karin Jeppesdotter Hermansson Sääksmäki	till Gunnila i Vemo
6000000204715741835		Lars von Hylteen till Glömsta	Lars von Hylteen	till Glömsta
6000000204967123861		Judith von Trannsilvanien Princess of Hungria	Judith von Trannsilvanien	Princess of Hungria
6000000205058295014		Bagben III Siounides Prince of Siounie	Bagben III Siounides	Prince of Siounie
6000000205059406838		Johannes II Siounides Prince of Siounie	Johannes II Siounides	Prince of Siounie
6000000205059459836		Kourd Siounides Prince of Siounie	Kourd Siounides	Prince of Siounie
6000000205059583823		Hrahat I Siounides Prince of Siounie	Hrahat I Siounides	Prince of Siounie
6000000205060383847		Isaac I Siounides Prince of Siounie	Isaac I Siounides	Prince of Siounie
6000000205109046841		Serge I Siounides Prince of Sionie	Serge I Siounides	Prince of Sionie
6000000205109152860		Mihr Astaschir II Siounides Prince of Siounie	Mihr Astaschir II Siounides	Prince of Siounie
6000000205109189834		Piran I Siounides Prince of Sionie	Piran I Siounides	Prince of Sionie
6000000205109472822		Gregor Siounides Prince of Siounis	Gregor Siounides	Prince of Siounis
6000000205126777845		Valoul Siounides Prince of Siounis	Valoul Siounides	Prince of Siounis
6000000205140981832		Jean Kennedy Countess of Cassilis	Jean Kennedy	Countess of Cassilis
6000000205154649836		Jeanne Yolande de PRÉAUX Dame de Turry et de Dangu	Jeanne Yolande de PRÉAUX	Dame de Turry et de Dangu
6000000205160054835		Johannes Siounides Prince of Sionie	Johannes Siounides	Prince of Sionie
6000000205173793930		Angelerio Camilla consul de Gênes	Angelerio Camilla	consul de Gênes
6000000205173895835		Opizzone Leccavela consul de Gênes en 1188	Opizzone Leccavela	consul de Gênes en 1188
6000000205174186823		Oberto Ferarri consul de Gênes	Oberto Ferarri	consul de Gênes
6000000205200405880		Artaschir I Siounides Prince of Siounie	Artaschir I Siounides	Prince of Siounie
6000000205200827852		Vasak II Sionides Prince of Siounie	Vasak II Sionides	Prince of Siounie
6000000205201304831		Andok II Siounides Prince of Siounie	Andok II Siounides	Prince of Siounie
6000000205246388876		n Siounides Princess of Persia	n Siounides	Princess of Persia
6000000205380658823		Grabos I., king of Taulantia (437 423 BC)	Grabos I.,	king of Taulantia (437 423 BC)
6000000205417373824		Plator Prince of Illyria	Plator	Prince of Illyria
6000000205427294887		Pleuratus Prince of Illyria	Pleuratus	Prince of Illyria
6000000205576642830		Ole Jensen til Lorentzen	Ole Jensen	til Lorentzen
6000000205644623886		Otto Friedrich von Möller till Näsby	Otto Friedrich von Möller	till Näsby
6000000205743465823		George Hay Sir, 3rd Earl of Kinnoull	George Hay	Sir, 3rd Earl of Kinnoull
6000000205813432825		Thure Hård af Segerstad till Skämningsfors	Thure Hård af Segerstad	till Skämningsfors
6000000205971431825		Kenneth XII, 12th Lord of Kintail, 1st Baron of Kintail Mackenzie Sir Lord	Kenneth XII, 12th	Lord of Kintail, 1st Baron of Kintail Mackenzie Sir Lord
6000000205974201891		Johann Count von Nesselrode	Johann	Count von Nesselrode
6000000206358133839		Clara Axelsdotter till Finstad	Clara Axelsdotter	till Finstad
6000000206412964864		Stephan Musach i Flensborg	Stephan Musach	i Flensborg
6000000206414541835		Søren Andersen Skrædder i Randers	Søren Andersen Skrædder	i Randers
6000000206439173027		Peter Hovenbek Laurberg i Vestindien	Peter Hovenbek Laurberg	i Vestindien
6000000206439491839		Niels Laurberg i Vestindien	Niels Laurberg	i Vestindien
6000000206440211910		Karen Laurberg 2 døtre, navne ubekendt, men de blev begge gift og bosat på Ho	Karen Laurberg 2 døtre, navne ubekendt, men de blev begge gift og bosat	på Ho
6000000206669517822		José Miguel De Luco i Leon De La Barra	José Miguel De Luco	i Leon De La Barra
6000000206911097846		Jørgen Hansen Lilliefeld i Helsingør	Jørgen Hansen Lilliefeld	i Helsingør
6000000206912553864		Heming Jonsen i Helsingør	Heming Jonsen	i Helsingør
6000000207209269871		Morten Svendsen Orning Til Eget og Vosnæsgaard	Morten Svendsen Orning	Til Eget og Vosnæsgaard
6000000207218316826		och namn på ett/en mer dotter	och namn	på ett/en mer dotter
6000000207409276840		Henrik Nissen i København	Henrik Nissen	i København
6000000207409500829		Lorents Thomsen Fischer i København	Lorents Thomsen Fischer	i København
6000000207443839824		Jens Hansen Leegaard til Kornerup	Jens Hansen Leegaard	til Kornerup
6000000207443868894		Frederich Werdelmann i København	Frederich Werdelmann	i København
6000000207520298821		Anne Margrethe Johansdatter Bremer i Flensborg	Anne Margrethe Johansdatter Bremer	i Flensborg
6000000207541647954		Margarete von Transsilvanien Princess of Hungary	Margarete von Transsilvanien	Princess of Hungary
6000000207542561822		Frederik Christian Edvardsen Friis i Svendborg	Frederik Christian Edvardsen Friis	i Svendborg
6000000207550613823		Niels Rasmussen i Svendborg	Niels Rasmussen	i Svendborg
6000000207556038827		Johannes Hansen i Hals	Johannes Hansen	i Hals
6000000207632125852		Raphael Mikkelsen Thune i Trondhjem	Raphael Mikkelsen Thune	i Trondhjem
6000000207951373821		Gerberga Markgraf von Schweinfurt	Gerberga	Markgraf von Schweinfurt
6000000208000264872		Balthazar Low til Lindtorp i Asp	Balthazar Low	til Lindtorp i Asp
6000000208237722874		Anne Juel til Aabjerg	Anne Juel	til Aabjerg
6000000208778950821		Hardouin de Tonnerre Bishop of Langres	Hardouin de Tonnerre	Bishop of Langres
6000000208903155824		Melchior Oldeland til Uggerslevgaard	Melchior Oldeland	til Uggerslevgaard
6000000208912137823		Mathias Lobedantz i Sønderborg	Mathias Lobedantz	i Sønderborg
6000000208927460821		Ove Lange i Hedemarken og Gudbrandsdalen i Norge	Ove Lange	i Hedemarken og Gudbrandsdalen i Norge
6000000209068285866		Psamtik II Pharaoh of Egypt	Psamtik II	Pharaoh of Egypt
6000000209110283823		Reol Bishop of Reims	Reol	Bishop of Reims
6000000209549878826		Sven Månsson i Hjärtanäs	Sven Månsson	i Hjärtanäs
6000000209737924858		Niels Sørensen Tange i Bogense	Niels Sørensen Tange	i Bogense
6000000209738100827		Søren Thomsen på Eskilstrup, Sjælland	Søren Thomsen	på Eskilstrup, Sjælland
6000000209934290821		Omoku lord of Isogi Prefecture	Omoku	lord of Isogi Prefecture
6000000210161996853		Laurits Hansen i Kerteminde	Laurits Hansen	i Kerteminde
6000000210299332859		Karl Ludwig Count Of Isenburg	Karl Ludwig	Count Of Isenburg
6000000210299982856		Marie Eleonore Countess Of Isenburg	Marie Eleonore	Countess Of Isenburg
6000000210519989829		Tazena II Ezana King of Axum	Tazena II Ezana	King of Axum
6000000210520034826		Amsi King of Axum	Amsi	King of Axum
6000000210520034861		Ameda III King of Axum	Ameda III	King of Axum
6000000210520039854		Ella Gabaz WʽZB King of Axum	Ella Gabaz WʽZB	King of Axum
6000000210520054841		Saladoba King of Axum	Saladoba	King of Axum
6000000210520070832		Ameda IV Yaqob I King of Axum	Ameda IV Yaqob I	King of Axum
6000000210520070838		Lewi King of Axum	Lewi	King of Axum
6000000210520080824		Alla Amidas King of Axum	Alla Amidas	King of Axum
6000000210520098830		Agabe King of Axum	Agabe	King of Axum
6000000210520115822		Armah I Dawit III King of Axum	Armah I Dawit III	King of Axum
6000000210520134825		Saham III King of Axum	Saham III	King of Axum
6000000210520139849		Sahel IV King of Axum	Sahel IV	King of Axum
6000000210520160838		Saham II King of Axum	Saham II	King of Axum
6000000210520161838		Adhana II Queen of Axum	Adhana II	Queen of Axum
6000000210520161855		Ezana King of Axum	Ezana	King of Axum
6000000210520170837		Sebah Maharna Kristos I King of Axum	Sebah Maharna Kristos I	King of Axum
6000000210520173832		Sahel V Ahzab King of Axum	Sahel V Ahzab	King of Axum
6000000210520187834		Iyoab King of Axum	Iyoab	King of Axum
6000000210520187846		Asfeha II Dalez King of Axum	Asfeha II Dalez	King of Axum
6000000210520211825		Gabaz I King of Axum	Gabaz I	King of Axum
6000000210520239838		Ameda II King of Axum	Ameda II	King of Axum
6000000210520239870		Ousanas King of Axum	Ousanas	King of Axum
6000000210520259821		Abreha III King of Axum	Abreha III	King of Axum
6000000210520260827		Abreha II King of Axum	Abreha II	King of Axum
6000000210520297821		Sahel III King of Axum	Sahel III	King of Axum
6000000210520309825		Asfeha III King of Axum	Asfeha III	King of Axum
6000000210520311831		Segab King of Axum	Segab	King of Axum
6000000210520336941		Hatez Bahar Asagad King of Axum	Hatez Bahar Asagad	King of Axum
6000000210520375835		Asfehi Asfeha I King of Axum	Asfehi Asfeha I	King of Axum
6000000210520398821		Ahywa Sofya King of Axum	Ahywa Sofya	King of Axum
6000000210520423872		Serada King of Axum	Serada	King of Axum
6000000210520426832		Saham I Lakniduga III King of Axum	Saham I Lakniduga III	King of Axum
6000000210520453828		Atsgaba Seifa Arad I King of Axum	Atsgaba Seifa Arad I	King of Axum
6000000210520454826		Ayba II King of Axum	Ayba II	King of Axum
6000000210520461829		Saweza II King of Axum	Saweza II	King of Axum
6000000210520466889		Settah King of Axum	Settah	King of Axum
6000000210520483845		Awtet III King of Axum	Awtet III	King of Axum
6000000210520485856		Gafale Saba Asagad I King of Axum	Gafale Saba Asagad I	King of Axum
6000000210520486829		Rema Seyon Geza King of Axum	Rema Seyon Geza	King of Axum
6000000210520493827		Zoskales King of Axum	Zoskales	King of Axum
6000000210520516834		Demahe II Zaray King of Axum	Demahe II Zaray	King of Axum
6000000210520516842		Mesenh Germa Sor King of Axum	Mesenh Germa Sor	King of Axum
6000000210520522823		Hadaws King of Axum	Hadaws	King of Axum
6000000210520522852		Besi Sark King of Axum	Besi Sark	King of Axum
6000000210520524847		Awadu Jan Asagad I King of Axum	Awadu Jan Asagad I	King of Axum
6000000210520524888		Luzay King of Axum	Luzay	King of Axum
6000000210520540832		Alaly Bagamay King of Axum	Alaly Bagamay	King of Axum
6000000210520545851		Zagun Seyon Hegez King of Axum	Zagun Seyon Hegez	King of Axum
6000000210520548876		Sartu Senfa Asagad King of Axum	Sartu Senfa Asagad	King of Axum
6000000210520549828		Gaza GDRT King of Axum	Gaza GDRT	King of Axum
6000000210520563825		Hakabe II King of Axum	Hakabe II	King of Axum
6000000210520567878		Dawit II King of Axum	Dawit II	King of Axum
6000000210520567886		Awsena King of Axum	Awsena	King of Axum
6000000210520600832		Akaptah Senfa Arad I King of Axum	Akaptah Senfa Arad I	King of Axum
6000000210520601821		Azagan II Malbagad King of Axum	Azagan II Malbagad	King of Axum
6000000210520609838		Garsemot Kandake VII King of Axum	Garsemot Kandake VII	King of Axum
6000000210520617854		Horemtaku King of Axum	Horemtaku	King of Axum
6000000210520623846		Adgala II King of Axum	Adgala II	King of Axum
6000000210520625836		Agba King of Axum	Agba	King of Axum
6000000210520644849		Bazen King of Axum	Bazen	King of Axum
