geni_id	relation	other	verdict	other_in_post_merge
4304704214010031755	children	6000000193195538832	would be dropped	no
4431755543120026653	parents	6000000003495148049	would be dropped	no
4431755543120026653	parents	6000000007587312297	would be dropped	no
4432285149450023762	parents	6000000077438189903	would be dropped	no
4439929994570031920	parents	4440124399650056935	would be dropped	no
4519496429220059772	children	4519499586770089389	would be dropped	no
4519496429220059772	children	6000000008499078328	would be dropped	no
4519496429220059772	children	6000000011125818205	would be dropped	no
4519496429220059772	children	6000000077226912298	would be dropped	no
4683204329930021625	children	4683219870520073910	would be dropped	no
4683204329930021625	children	6000000004381493052	would be dropped	no
4728519591100038191	spouses	6000000009148051519	would be dropped	no
4728519591100038191	children	6000000009148153363	would be dropped	no
4728519591100038191	children	6000000142139992109	would be dropped	no
4784119053940123558	spouses	4784119069920038615	would be dropped	no
4784119053940123558	children	4755694682400033645	would be dropped	no
4784119053940123558	children	4784131884780067258	would be dropped	no
4784119053940123558	children	4784151948240023995	would be dropped	no
4784119053940123558	children	4784175594300041827	would be dropped	no
4950928906290042156	parents	5217343222620025644	would be dropped	no
4950928906290042156	spouses	315253981270003195	would be dropped	yes
4983832859880108259	children	366968712140011006	would be dropped	no
4983832859880108259	children	5063559856390030190	would be dropped	no
4983832859880108259	children	6000000004030346084	would be dropped	no
4983832859880108259	children	6000000005048962242	would be dropped	no
4983832859880108259	children	6000000022537541965	would be dropped	no
4983832859880108259	children	6000000042021455357	would be dropped	no
4983832859880108259	children	6000000221775524915	would be dropped	no
4994272588560101934	children	6000000041250784227	would be dropped	no
5195948925010030826	children	6000000000130820940	would be dropped	no
5217315435320135487	children	5217302088620113030	would be dropped	no
5217315435320135487	children	6000000103248132094	would be dropped	no
5335624117080086267	spouses	5335624145180086273	would be dropped	no
5335624117080086267	children	6000000010751930607	would be dropped	no
5335624117080086267	children	6000000011049373254	would be dropped	no
5335624117080086267	children	6000000013839231487	would be dropped	no
5335624117080086267	children	6000000173795727667	would be dropped	no
5335624117080086267	children	6000000173796341184	would be dropped	no
5335624117080086267	children	6000000175194434603	would be dropped	no
5359011355650133319	spouses	6000000006357732650	would be dropped	yes
5359011355650133319	children	6000000001580128949	would be dropped	yes
5359011355650133319	children	6000000002764398368	would be dropped	no
5359011355650133319	children	6000000002764956175	would be dropped	no
5359011355650133319	children	6000000002764956181	would be dropped	yes
5359011355650133319	children	6000000002764956187	would be dropped	no
5359011355650133319	children	6000000002764956197	would be dropped	no
5359011355650133319	children	6000000002764956202	would be dropped	no
5359011355650133319	children	6000000002764956207	would be dropped	no
5359011355650133319	children	6000000002765129503	would be dropped	no
5359011355650133319	children	6000000006358069094	would be dropped	yes
5359011355650133319	children	6000000007305119602	would be dropped	no
5359011355650133319	children	6000000015466885895	would be dropped	no
5359011355650133319	children	6000000028185322872	would be dropped	no
5359134134320088320	spouses	6000000008354114349	would be dropped	no
5359134134320088320	children	6000000016080137430	would be dropped	no
5359134134320088320	children	6000000016080398205	would be dropped	no
5359134134320088320	children	6000000016091551400	would be dropped	no
5363883374310034514	spouses	6000000002764523652	would be dropped	yes
5395101622940042997	spouses	4157203200940032980	would be dropped	no
5395101622940042997	children	6000000006591875248	would be dropped	yes
5395101622940042997	children	6000000016434034918	would be dropped	no
5395101622940042997	children	6000000016434453386	would be dropped	no
5395101622940042997	children	6000000077199061775	would be dropped	no
5395101622940042997	children	6000000171767514886	would be dropped	no
5395101622940042997	children	6000000200053059890	would be dropped	no
5395101622940042997	children	6000000219135747601	would be dropped	no
5395101622940042997	children	6000000223714190938	would be dropped	no
5613458649990048914	parents	6000000001539054855	would be dropped	no
5613458649990048914	parents	6000000001539115622	would be dropped	yes
6000000000061317252	parents	6000000003370390443	would be dropped	yes
6000000000061317252	children	6000000001926377856	would be dropped	no
6000000000071156161	parents	6000000001301085775	would be dropped	no
6000000000071156161	parents	6000000001301142432	would be dropped	no
6000000000071156161	spouses	6000000056260100251	would be dropped	no
6000000000071156161	children	6000000000348850488	would be dropped	no
6000000000071156161	children	6000000002390033539	would be dropped	no
6000000000071156161	children	6000000006712206899	would be dropped	yes
6000000000071156161	children	6000000007900783831	would be dropped	no
6000000000071156161	children	6000000007901087305	would be dropped	no
6000000000071156161	children	6000000017621075991	would be dropped	no
6000000000071156161	children	6000000117790419929	would be dropped	no
6000000000071156161	children	6000000117790419955	would be dropped	no
6000000000109909159	spouses	6000000003828396567	would be dropped	no
6000000000109909159	children	6000000005747728082	would be dropped	no
6000000000109987177	parents	6000000027212618119	would be dropped	no
6000000000171898434	spouses	3096937	would be dropped	no
6000000000171898434	children	6000000000190100201	would be dropped	no
6000000000171898434	children	6000000001234956079	would be dropped	no
6000000000171898434	children	6000000001234956096	would be dropped	no
6000000000171898434	children	6000000104782607821	would be dropped	no
6000000000315209220	children	6000000000315089778	would be dropped	no
6000000000316609610	parents	6000000000316672378	would be dropped	no
6000000000316658332	parents	6000000000316781656	would be dropped	no
6000000000316658332	parents	6000000003828107738	would be dropped	yes
6000000000316658332	spouses	6000000054369642903	would be dropped	no
6000000000316658332	children	6000000054364267901	would be dropped	yes
6000000000316744035	parents	6000000001473297091	would be dropped	no
6000000000316744035	parents	6000000002187699688	would be dropped	yes
6000000000316757978	parents	6000000000316793536	would be dropped	no
6000000000348807185	parents	6000000007376612710	would be dropped	no
6000000000348807185	parents	6000000008931789797	would be dropped	no
6000000000348808007	parents	6000000002802339680	would be dropped	no
6000000000348808007	parents	6000000002802359784	would be dropped	no
6000000000348814337	parents	6000000023290229283	would be dropped	no
6000000000348814888	parents	356645000790013473	would be dropped	no
6000000000348814888	parents	356646836790006714	would be dropped	yes
6000000000348817075	spouses	3381394	would be dropped	no
6000000000348817075	children	6000000000348823021	would be dropped	no
6000000000348817075	children	6000000001234956027	would be dropped	no
6000000000348817075	children	6000000001301770453	would be dropped	no
6000000000348817075	children	6000000008927978035	would be dropped	no
6000000000348817075	children	6000000040959438355	would be dropped	no
6000000000348817460	spouses	6000000000348817478	would be dropped	no
6000000000348826351	spouses	6000000007398436387	would be dropped	no
6000000000348826351	children	6000000010849645014	would be dropped	no
6000000000348826351	children	6000000056642542467	would be dropped	no
6000000000348842459	spouses	6000000001926370595	would be dropped	no
6000000000348842459	children	6000000007992171135	would be dropped	no
6000000000348842459	children	6000000011168381093	would be dropped	no
6000000000348842459	children	6000000086742009821	would be dropped	no
6000000000348842459	children	6000000089900037835	would be dropped	no
6000000000348842459	children	6000000173129851025	would be dropped	no
6000000000348848267	parents	6000000002764523668	would be dropped	no
6000000000348848267	parents	6000000002764523673	would be dropped	no
6000000000348848460	parents	6000000000348850168	would be dropped	no
6000000000348848460	parents	6000000126112329908	would be dropped	no
6000000000348848642	children	6000000179347718921	would be dropped	no
6000000000348850512	spouses	6000000016918964779	would be dropped	no
6000000000348850512	children	6000000001063684905	would be dropped	no
6000000000348850512	children	6000000002765129230	would be dropped	no
6000000000348850512	children	6000000016918525886	would be dropped	no
6000000000348852792	spouses	6000000001926363037	would be dropped	no
6000000000348852792	children	6000000016420525658	would be dropped	no
6000000000348852792	children	6000000028568816478	would be dropped	no
6000000000348852792	children	6000000043600926592	would be dropped	no
6000000000348864348	parents	6000000007833623822	would be dropped	no
6000000000348864348	parents	6000000021317506023	would be dropped	no
6000000000348864348	spouses	6000000008862144407	would be dropped	no
6000000000348864348	children	6000000002765065752	would be dropped	no
6000000000348864348	children	6000000008268460549	would be dropped	no
6000000000348864620	parents	6000000002765167005	would be dropped	no
6000000000348864620	parents	6000000006928463875	would be dropped	no
6000000000348864664	spouses	6000000013234588427	would be dropped	no
6000000000348864664	children	6000000012456863460	would be dropped	no
6000000000348864664	children	6000000012593207129	would be dropped	no
6000000000348864664	children	6000000013234302177	would be dropped	no
6000000000348866534	spouses	383664272110012458	would be dropped	no
6000000000348866534	children	6000000012328096966	would be dropped	no
6000000000348866534	children	6000000016984928614	would be dropped	no
6000000000348866534	children	6000000022135114674	would be dropped	no
6000000000351102159	parents	6000000003645896952	would be dropped	no
6000000000424639675	parents	6000000027285184538	would be dropped	no
6000000000424639675	parents	6000000027287285968	would be dropped	no
6000000000424698537	spouses	6000000006101240661	would be dropped	no
6000000000424698537	spouses	6000000006858827010	would be dropped	no
6000000000424698537	spouses	6000000029280080127	would be dropped	no
6000000000424698537	spouses	6000000041260094259	would be dropped	no
6000000000424698537	children	6000000006857813421	would be dropped	no
6000000000437154177	spouses	6000000000424698783	would be dropped	no
6000000000437388535	children	6000000000437388522	would be dropped	no
6000000000437398754	parents	6000000008630623636	would be dropped	no
6000000000437398754	parents	6000000009298833123	would be dropped	no
6000000000445769137	spouses	6000000109324208382	would be dropped	no
6000000000571454625	spouses	6000000000938774161	would be dropped	yes
6000000000571454625	children	6000000002968500195	would be dropped	no
6000000000629539630	spouses	6000000019936446058	would be dropped	no
6000000000675589265	children	6000000000675762381	would be dropped	no
6000000000675589265	children	6000000054729056867	would be dropped	no
6000000000675589265	children	6000000184435160821	would be dropped	no
6000000000700891785	parents	6000000010502231935	would be dropped	no
6000000000700891785	parents	6000000027257565021	would be dropped	no
6000000000700903118	parents	6000000008332955132	would be dropped	no
6000000000700903118	parents	6000000014865076076	would be dropped	no
6000000000700903118	parents	6000000039953612813	would be dropped	no
6000000000700905015	parents	6000000000700942751	would be dropped	no
6000000000700917022	parents	302036169990003799	would be dropped	no
6000000000700917022	parents	6000000003420164243	would be dropped	no
6000000000774749044	spouses	5202804771060053620	would be dropped	no
6000000000774749044	children	4157203200940032980	would be dropped	no
6000000000774749044	children	4208896651320030890	would be dropped	no
6000000000774749044	children	6000000002765232090	would be dropped	no
6000000000774749044	children	6000000002857772284	would be dropped	no
6000000000774749044	children	6000000003999911270	would be dropped	no
6000000000774749044	children	6000000004588422621	would be dropped	no
6000000000774749044	children	6000000004588422637	would be dropped	no
6000000000774749044	children	6000000004588422664	would be dropped	no
6000000000774749044	children	6000000004588422670	would be dropped	no
6000000000774749044	children	6000000004588422682	would be dropped	no
6000000000774749044	children	6000000098479069979	would be dropped	yes
6000000000804190424	children	6000000005747722544	would be dropped	no
6000000000825424793	spouses	6000000000348848305	would be dropped	no
6000000000914324156	parents	6000000006267645324	would be dropped	no
6000000000914324156	parents	6000000006267771300	would be dropped	no
6000000000914324156	spouses	6000000002119493371	would be dropped	no
6000000000914324156	children	6000000006267157040	would be dropped	no
6000000000914324156	children	6000000007150647331	would be dropped	no
6000000000931538285	parents	6000000006712206643	would be dropped	no
6000000000931538285	parents	6000000008033289753	would be dropped	no
6000000000938419938	parents	6000000001281392853	would be dropped	no
6000000000938419938	parents	6000000007370492712	would be dropped	no
6000000000938774161	spouses	6000000000571454625	would be dropped	yes
6000000000938774161	children	6000000002968500195	would be dropped	no
6000000000961695121	spouses	3381870	would be dropped	no
6000000000961695121	children	6000000000825423047	would be dropped	no
6000000000961695121	children	6000000000969667305	would be dropped	no
6000000000961695121	children	6000000001914584921	would be dropped	no
6000000000961695121	children	6000000007993936685	would be dropped	no
6000000000967791702	parents	6000000000967791709	would be dropped	no
6000000001037619159	parents	312394419540005758	would be dropped	no
6000000001037619159	parents	6000000005025570133	would be dropped	no
6000000001044184922	spouses	6000000002765129322	would be dropped	no
6000000001044184922	children	6000000167848042821	would be dropped	no
6000000001045249556	spouses	6000000002764523779	would be dropped	no
6000000001045249556	children	6000000001371395331	would be dropped	no
6000000001045249556	children	6000000002764525394	would be dropped	no
6000000001045249556	children	6000000002802424254	would be dropped	no
6000000001234956009	parents	6000000001234956079	would be dropped	no
6000000001234956009	parents	6000000001234956136	would be dropped	no
6000000001234956564	spouses	6000000002764956197	would be dropped	no
6000000001234956564	children	6000000030800867321	would be dropped	no
6000000001234964649	spouses	6000000009255133002	would be dropped	no
6000000001234964649	children	374323485770012212	would be dropped	no
6000000001234964649	children	374331772530013539	would be dropped	no
6000000001234964649	children	6000000001234964485	would be dropped	no
6000000001234964649	children	6000000009255388524	would be dropped	no
6000000001234964649	children	6000000015643987114	would be dropped	no
6000000001234964649	children	6000000027778064148	would be dropped	no
6000000001234964649	children	6000000136634047012	would be dropped	no
6000000001234964649	children	6000000219469775850	would be dropped	no
6000000001243364389	parents	6000000003828392111	would be dropped	no
6000000001280992577	children	310751724720005677	would be dropped	no
6000000001281081018	parents	6000000008753839206	would be dropped	no
6000000001287970346	parents	6000000001288063190	would be dropped	no
6000000001287970346	parents	6000000001551112652	would be dropped	no
6000000001310469337	parents	6000000001310783044	would be dropped	no
6000000001310509592	parents	6000000003828396289	would be dropped	no
6000000001310509592	parents	6000000003828396338	would be dropped	no
6000000001310860324	spouses	6000000001310866016	would be dropped	no
6000000001310860324	children	6000000003828396755	would be dropped	yes
6000000001310860324	children	6000000005747728087	would be dropped	no
6000000001336610897	spouses	6000000005755505616	would be dropped	no
6000000001336610897	spouses	6000000008217175215	would be dropped	no
6000000001336610897	spouses	6000000009553518605	would be dropped	no
6000000001336610897	spouses	6000000032698184573	would be dropped	no
6000000001336610897	spouses	6000000041220956448	would be dropped	no
6000000001336610897	spouses	6000000042037002594	would be dropped	no
6000000001336610897	children	6000000002188289077	would be dropped	no
6000000001336650473	spouses	6000000003645877507	would be dropped	no
6000000001336650473	spouses	6000000012091722534	would be dropped	no
6000000001336650473	children	6000000002187599755	would be dropped	no
6000000001355636606	parents	6000000002187624295	would be dropped	no
6000000001355636606	parents	6000000016628279467	would be dropped	no
6000000001355636606	spouses	6000000003645859795	would be dropped	no
6000000001355636606	children	6000000003645853699	would be dropped	no
6000000001355636606	children	6000000003645882948	would be dropped	yes
6000000001355636606	children	6000000003645882958	would be dropped	no
6000000001398483107	spouses	6000000007833598824	would be dropped	no
6000000001398483107	children	6000000000348866589	would be dropped	no
6000000001398483107	children	6000000002764498102	would be dropped	no
6000000001398483107	children	6000000002764778454	would be dropped	no
6000000001398483107	children	6000000002765047862	would be dropped	no
6000000001398483107	children	6000000008111744028	would be dropped	no
6000000001398483107	children	6000000080372845980	would be dropped	no
6000000001398483107	children	6000000134775646909	would be dropped	no
6000000001401167782	parents	6000000004339589184	would be dropped	no
6000000001401167782	spouses	6000000002267213194	would be dropped	no
6000000001401167782	children	6000000006804232049	would be dropped	no
6000000001401232464	parents	6000000006712206865	would be dropped	no
6000000001421422999	spouses	6000000001421673576	would be dropped	no
6000000001421558830	spouses	6000000211977912821	would be dropped	no
6000000001421558830	children	6000000001421592645	would be dropped	no
6000000001421558830	children	6000000003828396769	would be dropped	yes
6000000001435268966	parents	6000000001435741082	would be dropped	no
6000000001435268966	parents	6000000014340583520	would be dropped	no
6000000001442535938	parents	6000000003828375438	would be dropped	no
6000000001442535938	parents	6000000003828375445	would be dropped	no
6000000001442612208	parents	6000000001442283912	would be dropped	no
6000000001442686445	parents	6000000001442529772	would be dropped	no
6000000001442686445	parents	6000000001442741365	would be dropped	no
6000000001450380434	parents	6000000001450546410	would be dropped	no
6000000001503887636	parents	6000000006820844039	would be dropped	no
6000000001503887636	parents	6000000007265083885	would be dropped	yes
6000000001511313911	parents	6000000041303977074	would be dropped	no
6000000001511313911	parents	6000000041304011165	would be dropped	no
6000000001511792296	parents	6000000001511906058	would be dropped	no
6000000001511792296	parents	6000000007551283275	would be dropped	no
6000000001511792296	spouses	6000000001511384890	would be dropped	no
6000000001511792296	spouses	6000000032645272978	would be dropped	no
6000000001511792296	children	6000000001511843037	would be dropped	no
6000000001539115622	spouses	6000000001539054855	would be dropped	no
6000000001539115622	children	5613458649990048914	would be dropped	yes
6000000001539115622	children	6000000006798338132	would be dropped	no
6000000001549236380	children	6000000000348804360	would be dropped	no
6000000001549430491	spouses	6000000006712225347	would be dropped	yes
6000000001549430491	children	6000000002764926184	would be dropped	no
6000000001549430491	children	6000000067383532925	would be dropped	no
6000000001549430491	children	6000000083346059726	would be dropped	no
6000000001549430491	children	6000000111390664821	would be dropped	no
6000000001580128949	parents	5359011355650133319	would be dropped	yes
6000000001580128949	parents	6000000006357732650	would be dropped	yes
6000000001580128949	spouses	3096918	would be dropped	no
6000000001580128949	children	5359118536670049697	would be dropped	no
6000000001580128949	children	5359127287990033793	would be dropped	no
6000000001580128949	children	6000000000171925495	would be dropped	no
6000000001580128949	children	6000000001600924897	would be dropped	no
6000000001580128949	children	6000000002764956404	would be dropped	no
6000000001580128949	children	6000000011241573187	would be dropped	no
6000000001580128949	children	6000000031575164084	would be dropped	no
6000000001580260331	spouses	6000000001580339347	would be dropped	no
6000000001580260331	children	6000000006815889333	would be dropped	no
6000000001580260331	children	6000000036415893601	would be dropped	no
6000000001637778769	parents	4948982317930124714	would be dropped	no
6000000001637778769	parents	6000000041427222841	would be dropped	no
6000000001677213160	children	6000000010655190533	would be dropped	no
6000000001677213160	children	6000000057838545877	would be dropped	no
6000000001677213160	children	6000000058009709866	would be dropped	no
6000000001677213160	children	6000000078127510700	would be dropped	no
6000000001677213160	children	6000000091139895241	would be dropped	no
6000000001677213160	children	6000000170864088821	would be dropped	no
6000000001703184496	spouses	6000000032170424280	would be dropped	no
6000000001703184496	children	6000000001702905928	would be dropped	no
6000000001703184496	children	6000000121629507937	would be dropped	no
6000000001747869039	spouses	6000000002860931282	would be dropped	no
6000000001747869039	children	6000000001959575389	would be dropped	no
6000000001747869039	children	6000000001959575397	would be dropped	no
6000000001747869039	children	6000000001959575414	would be dropped	no
6000000001747869039	children	6000000001959575422	would be dropped	no
6000000001747869039	children	6000000001959575431	would be dropped	no
6000000001747869039	children	6000000001959575439	would be dropped	no
6000000001747869039	children	6000000001959575448	would be dropped	no
6000000001747869039	children	6000000001959575456	would be dropped	no
6000000001747869039	children	6000000001959575464	would be dropped	no
6000000001747869039	children	6000000001959575472	would be dropped	no
6000000001747869039	children	6000000117341043834	would be dropped	no
6000000001748382730	parents	6000000001749021258	would be dropped	no
6000000001748382730	parents	6000000001749058392	would be dropped	no
6000000001748382730	spouses	6000000001748461510	would be dropped	no
6000000001748382730	spouses	6000000001748573794	would be dropped	no
6000000001748382730	spouses	6000000001748628954	would be dropped	no
6000000001748382730	spouses	6000000001748630122	would be dropped	no
6000000001748382730	spouses	6000000001748700093	would be dropped	no
6000000001748382730	spouses	6000000006810154681	would be dropped	no
6000000001748382730	spouses	6000000006902529329	would be dropped	no
6000000001748382730	children	6000000001748565872	would be dropped	no
6000000001748382730	children	6000000001748650362	would be dropped	no
6000000001748382730	children	6000000001748659284	would be dropped	no
6000000001748382730	children	6000000001748660392	would be dropped	no
6000000001748382730	children	6000000001748673311	would be dropped	no
6000000001748382730	children	6000000001748674205	would be dropped	no
6000000001748382730	children	6000000001748675267	would be dropped	no
6000000001748382730	children	6000000001748687684	would be dropped	no
6000000001748382730	children	6000000001748688217	would be dropped	no
6000000001748382730	children	6000000001748694330	would be dropped	no
6000000001748382730	children	6000000001748698732	would be dropped	no
6000000001748382730	children	6000000001748700113	would be dropped	no
6000000001748382730	children	6000000001748702046	would be dropped	no
6000000001748382730	children	6000000001748702064	would be dropped	no
6000000001748382730	children	6000000001748704406	would be dropped	no
6000000001748382730	children	6000000001748711164	would be dropped	no
6000000001748382730	children	6000000001748732282	would be dropped	no
6000000001748382730	children	6000000001748823335	would be dropped	yes
6000000001748382730	children	6000000006817238143	would be dropped	no
6000000001748767023	spouses	6000000001749854045	would be dropped	no
6000000001748767023	spouses	6000000006885873211	would be dropped	no
6000000001748767023	children	6000000001749832088	would be dropped	no
6000000001748767023	children	6000000001749891012	would be dropped	no
6000000001748791038	parents	6000000001773513273	would be dropped	no
6000000001748791038	children	6000000001773448110	would be dropped	no
6000000001748823335	parents	6000000001748382730	would be dropped	yes
6000000001748935230	parents	6000000001748840479	would be dropped	no
6000000001748935230	parents	6000000001748980084	would be dropped	no
6000000001748966144	spouses	6000000001749774888	would be dropped	no
6000000001748966144	spouses	6000000001749805363	would be dropped	no
6000000001748966144	spouses	6000000001749825609	would be dropped	no
6000000001748966144	spouses	6000000001749874267	would be dropped	no
6000000001748966144	spouses	6000000001749978467	would be dropped	no
6000000001748966144	spouses	6000000001750019080	would be dropped	no
6000000001748966144	spouses	6000000001750050353	would be dropped	no
6000000001748966144	spouses	6000000001750090143	would be dropped	no
6000000001748966144	children	6000000001749770464	would be dropped	no
6000000001748966144	children	6000000001749805394	would be dropped	no
6000000001748986147	parents	6000000001748659284	would be dropped	no
6000000001748986147	parents	6000000001748711380	would be dropped	no
6000000001748986147	spouses	6000000001749027060	would be dropped	no
6000000001748986147	children	6000000001870642035	would be dropped	no
6000000001749047220	parents	6000000001931748904	would be dropped	yes
6000000001749047220	parents	6000000001932064076	would be dropped	yes
6000000001749047220	spouses	6000000001749058207	would be dropped	no
6000000001749047220	children	6000000002241140583	would be dropped	no
6000000001749047220	children	6000000002241362319	would be dropped	no
6000000001749793129	parents	6000000002886515080	would be dropped	no
6000000001749875715	parents	6000000001750258011	would be dropped	no
6000000001749875715	parents	6000000001750269335	would be dropped	no
6000000001749878001	parents	6000000001765775305	would be dropped	no
6000000001749926124	spouses	6000000001751947378	would be dropped	yes
6000000001750274580	children	6000000001750378911	would be dropped	no
6000000001750900591	parents	6000000001751290215	would be dropped	yes
6000000001750900591	parents	6000000001751551064	would be dropped	no
6000000001750900591	spouses	6000000001752047100	would be dropped	no
6000000001751290215	parents	6000000005222715671	would be dropped	no
6000000001751290215	parents	6000000005222940225	would be dropped	no
6000000001751290215	spouses	6000000001750421563	would be dropped	no
6000000001751290215	spouses	6000000001751197811	would be dropped	no
6000000001751290215	spouses	6000000001751297359	would be dropped	no
6000000001751290215	spouses	6000000001751329692	would be dropped	no
6000000001751290215	spouses	6000000001751535702	would be dropped	no
6000000001751290215	spouses	6000000001751536611	would be dropped	no
6000000001751290215	spouses	6000000001751541644	would be dropped	no
6000000001751290215	spouses	6000000001751551064	would be dropped	no
6000000001751290215	spouses	6000000001751570189	would be dropped	no
6000000001751290215	spouses	6000000001751593256	would be dropped	no
6000000001751290215	spouses	6000000001751636323	would be dropped	no
6000000001751290215	spouses	6000000001751697009	would be dropped	no
6000000001751290215	spouses	6000000001751734131	would be dropped	no
6000000001751290215	spouses	6000000032170895928	would be dropped	no
6000000001751290215	children	6000000001750900591	would be dropped	yes
6000000001751290215	children	6000000001751143968	would be dropped	no
6000000001751290215	children	6000000001751620412	would be dropped	no
6000000001751290215	children	6000000001751628265	would be dropped	no
6000000001751290215	children	6000000001751702310	would be dropped	no
6000000001751290215	children	6000000001751706120	would be dropped	no
6000000001751290215	children	6000000002666601983	would be dropped	no
6000000001751290215	children	6000000032170778221	would be dropped	no
6000000001751300189	parents	6000000006823793412	would be dropped	no
6000000001751544498	children	6000000002666601983	would be dropped	no
6000000001751623223	parents	6000000001751616001	would be dropped	no
6000000001751623223	parents	6000000003006059060	would be dropped	no
6000000001751634317	parents	6000000001751766070	would be dropped	no
6000000001751634317	parents	6000000001751862010	would be dropped	no
6000000001751705513	parents	6000000001905998462	would be dropped	no
6000000001751705513	spouses	6000000001906155148	would be dropped	no
6000000001751715788	spouses	6000000001752114117	would be dropped	yes
