qid	lang	label
Q110313452	mul	Carl Hisingh
Q110313452	nl	Carl Hisingh
Q110313452	sv	Carl Hisingh
Q110386164	en	Ulrika Christina Mörner, Heiress of Ervalla
Q110386164	nl	Grevinna Ulrika Christina Mörner, Heiress of Ervalla
Q110386164	ru	Ульрика Кристина Мёрнер
Q110386164	sv	Ulrica Christina Mörner
Q110395711	ast	Hedvig Eleonora Charlotta, Friherrinna von Krassow
Q110395711	en	Hedvig Eleonora Charlotta, Friherrinna von Krassow
Q110395711	nl	Hedvig Eleonora Charlotta, Friherrinna von Krassow
Q110395711	ru	Шарлотта Элеонора Де Гер аф Лёуфста
Q110395711	sl	Hedvig Eleonora Charlotta, Friherrinna von Krassow
Q110395711	sv	Charlotta Eleonora Hedvig von Krassow
Q110457044	ast	Anna Magdalena Pauli
Q110457044	da	Anna Magdalena Pauli
Q110457044	de	Anna Magdalena Pauli
Q110457044	en	Anna Magdalena Pauli
Q110457044	mul	Anna Magdalena Pauli
Q110457044	nl	Anna Magdalena Pauli
Q110457044	sl	Anna Magdalena Pauli
Q110457044	sv	Anna Magdalena Pauli
Q110457049	en	baroness Kirsti Elisabet Taube, heiress of Luunja manor
Q110457049	nl	baroness Kirsti Elisabet Taube, heiress of Luunja manor
Q110457049	ru	Кристина Элизабет Таубе
Q110457049	sv	Christina Elisabet Taube
Q110547936	en	Johan Adelswärd
Q110547936	ja	ヨハン・アデルスヴァルト
Q110547936	mul	Johan Adelswärd
Q110547936	ru	Йохан Адельсвард
Q110547936	sv	Johan Adelswärd
Q110547936	th	โยฮัน อเดลส์แวร์ด
Q110547936	zh	约翰·阿德尔斯瓦德
Q110547936	zh-hant	約翰·阿德爾斯瓦德
Q110547941	ast	Altea Silfverström
Q110547941	de	Altea Silfverström
Q110547941	en	Altea Silfverström
Q110547941	es	Altea Silfverström
Q110547941	fr	Altea Silfverström
Q110547941	it	Altea Silfverström
Q110547941	ja	アルテア・シルフフェルストロム
Q110547941	nl	Altea Silfverström
Q110547941	ru	Альтеа Сильфверстрем
Q110547941	sl	Altea Silfverström
Q110547941	sv	Altea Silfverström
Q110547941	th	อัลเตอา ซิลฟ์แวร์สตรอม
Q110547941	zh	阿尔特亚·西尔弗斯特伦
Q110547941	zh-hant	埃爾提·西爾弗斯特倫
Q110547956	en	Catharina Funck
Q110547956	fr	Catharina Funck
Q110547956	mul	Catharina Funck
Q110547956	sv	Catharina Funck
Q110621422	en	Anna Andersdotter av Bure och Grubbe
Q110621422	ja	アンナ・アンデシュドッテル・ブヨルンラム
Q110621422	sv	Anna Andersdotter Björnram
Q110621422	zh	安娜·安德斯多特·布约尔恩拉姆
Q111989591	en	burgeress Margareta Frodbom, heiress of Ingemarshov
Q111989591	mul	Margareta Fordbohm
Q111989591	sv	Margareta Fordbohm
Q112969835	en	Helena Maria Söderhjelm
Q112969835	ru	Хелена Мария Содерхильм
Q113007770	ast	Maria Sofia Stierncrona
Q113007770	en	Maria Sofia Stierncrona
Q113007770	mul	Maria Sofia Stierncrona
Q113007770	sl	Maria Sofia Stierncrona
Q113007770	sv	Maria Sofia Stierncrona
Q115631647	da	Margarete Odhelia
Q115631647	en	Margareta of Odheli
Q116150299	en	Jon Reimatsen
Q116150299	mul	Jon Reimatsen
Q116150300	da	Cecilie Ebbesdatter
Q116150300	de	Cecilie Ebbesdatter
Q116150300	en	Cecilie Ebbesdatter
Q116150300	en-us	Cecilie Ebbesdatter
Q116150300	ja	セシリエ・エッベスダッテル・ヴィーデ
Q116150300	mul	Cecilie Ebbesdatter
Q116150300	zh	塞西莉厄·埃贝斯达特·维德
Q116439449	ast	Abraham Grafström
Q116439449	en	Abraham Grafström
Q116439449	en-us	Abraham Grafström
Q116439449	es	Abraham Grafström
Q116439449	fr	Abraham Grafström
Q116439449	mul	Abraham Grafström
Q116439449	ru	Абрахам Графстрём
Q116439449	sv	Abraham Grafström
Q116760688	ast	Maria Amalia Nordenfelt
Q116760688	en	Maria Amalia Nordenfelt
Q116760688	mul	Maria Amalia Nordenfelt
Q116760688	sv	Maria Amalia Nordenfelt
Q116775360	ast	Baroness Mariana Helena Ehrenkrona
Q116775360	en	Baroness Mariana Helena Ehrenkrona
Q116775360	sv	Mariana Helena Ehrenkrona
Q1168365	ast	Samuel Troilius
Q1168365	ca	Samuel Troilius
Q1168365	da	Samuel Troilius
Q1168365	de	Samuel Troilius
Q1168365	en	Samuel Troilius
Q1168365	es	Samuel Troilius
Q1168365	fi	Samuel Troilius
Q1168365	fr	Samuel Troilius
Q1168365	ga	Samuel Troilius
Q1168365	it	Samuel Troilius
Q1168365	mul	Samuel Troilius
Q1168365	nb	Samuel Troilius
Q1168365	nl	Samuel Troilius
Q1168365	nn	Samuel Troilius
Q1168365	pap	Samuel Troilius
Q1168365	pt	Samuel Troilius
Q1168365	pt-br	Samuel Troilius
Q1168365	ru	Самуэль Тройлиус
Q1168365	sl	Samuel Troilius
Q1168365	sq	Samuel Troilius
Q1168365	sv	Samuel Troilius
Q11858191	ast	Erik af Palén
Q11858191	ca	Erik af Palén
Q11858191	da	Erik af Palén
Q11858191	de	Erik af Palén
Q11858191	en	Erik af Palén
Q11858191	es	Erik af Palén
Q11858191	fi	Erik af Palén
Q11858191	fr	Erik af Palén
Q11858191	ga	Erik af Palén
Q11858191	mul	Erik af Palén
Q11858191	nl	Erik af Palén
Q11858191	pap	Erik af Palén
Q11858191	sl	Erik af Palén
Q11858191	sq	Erik af Palén
Q11858191	sv	Erik af Palén
Q11858191	tr	Erik af Palén
Q11959067	af	Arne Olaus Fjørtoft Garborg
Q11959067	an	Arne Olaus Fjørtoft Garborg
Q11959067	ast	Arne Olaus Fjørtoft Garborg
Q11959067	bar	Arne Olaus Fjørtoft Garborg
Q11959067	bm	Arne Olaus Fjørtoft Garborg
Q11959067	br	Arne Olaus Fjørtoft Garborg
Q11959067	ca	Arne Olaus Fjørtoft Garborg
Q11959067	co	Arne Olaus Fjørtoft Garborg
Q11959067	cs	Arne Olaus Fjørtoft Garborg
Q11959067	cy	Arne Olaus Fjørtoft Garborg
Q11959067	da	Arne Olaus Fjørtoft Garborg
Q11959067	de	Arne Olaus Fjørtoft Garborg
Q11959067	de-at	Arne Olaus Fjørtoft Garborg
Q11959067	de-ch	Arne Olaus Fjørtoft Garborg
Q11959067	en	Arne Olaus Fjørtoft Garborg
Q11959067	en-ca	Arne Olaus Fjørtoft Garborg
Q11959067	en-gb	Arne Olaus Fjørtoft Garborg
Q11959067	eo	Arne Olaus Fjørtoft Garborg
Q11959067	es	Arne Olaus Fjørtoft Garborg
Q11959067	et	Arne Olaus Fjørtoft Garborg
Q11959067	eu	Arne Olaus Fjørtoft Garborg
Q11959067	fi	Arne Olaus Fjørtoft Garborg
Q11959067	fr	Arne Olaus Fjørtoft Garborg
Q11959067	frc	Arne Olaus Fjørtoft Garborg
Q11959067	frp	Arne Olaus Fjørtoft Garborg
Q11959067	fur	Arne Olaus Fjørtoft Garborg
Q11959067	ga	Arne Olaus Fjørtoft Garborg
Q11959067	gd	Arne Olaus Fjørtoft Garborg
Q11959067	gl	Arne Olaus Fjørtoft Garborg
Q11959067	gsw	Arne Olaus Fjørtoft Garborg
Q11959067	hr	Arne Olaus Fjørtoft Garborg
Q11959067	hu	Arne Olaus Fjørtoft Garborg
Q11959067	hy	Առնե Օլաուս Գարբորգ
Q11959067	ia	Arne Olaus Fjørtoft Garborg
Q11959067	id	Arne Olaus Fjørtoft Garborg
Q11959067	ie	Arne Olaus Fjørtoft Garborg
Q11959067	io	Arne Olaus Fjørtoft Garborg
Q11959067	it	Arne Olaus Fjørtoft Garborg
Q11959067	ja	アルネ・オラウス・フョルトフト・ガルボルグ
Q11959067	jam	Arne Olaus Fjørtoft Garborg
Q11959067	ka	არნე ოლაუს ფიერტოფტ გარბორგი
Q11959067	kab	Arne Olaus Fjørtoft Garborg
Q11959067	kg	Arne Olaus Fjørtoft Garborg
Q11959067	lb	Arne Olaus Fjørtoft Garborg
Q11959067	li	Arne Olaus Fjørtoft Garborg
Q11959067	lij	Arne Olaus Fjørtoft Garborg
Q11959067	lt	Arne Olaus Fjørtoft Garborg
Q11959067	lv	Arne Olaus Fjørtoft Garborg
Q11959067	mg	Arne Olaus Fjørtoft Garborg
Q11959067	min	Arne Olaus Fjørtoft Garborg
Q11959067	ms	Arne Olaus Fjørtoft Garborg
Q11959067	mul	Arne Olaus Fjørtoft Garborg
Q11959067	nap	Arne Olaus Fjørtoft Garborg
Q11959067	nb	Arne Olaus Fjørtoft Garborg
Q11959067	nds	Arne Olaus Fjørtoft Garborg
Q11959067	nds-nl	Arne Olaus Fjørtoft Garborg
Q11959067	nl	Arne Olaus Fjørtoft Garborg
Q11959067	nn	Arne Olaus Fjørtoft Garborg
Q11959067	nrm	Arne Olaus Fjørtoft Garborg
Q11959067	oc	Arne Olaus Fjørtoft Garborg
Q11959067	pap	Arne Olaus Fjørtoft Garborg
Q11959067	pcd	Arne Olaus Fjørtoft Garborg
Q11959067	pl	Arne Olaus Fjørtoft Garborg
Q11959067	pms	Arne Olaus Fjørtoft Garborg
Q11959067	prg	Arne Olaus Fjørtoft Garborg
Q11959067	pt	Arne Olaus Fjørtoft Garborg
Q11959067	pt-br	Arne Olaus Fjørtoft Garborg
Q11959067	rgn	Arne Olaus Fjørtoft Garborg
Q11959067	rm	Arne Olaus Fjørtoft Garborg
Q11959067	ro	Arne Olaus Fjørtoft Garborg
Q11959067	sc	Arne Olaus Fjørtoft Garborg
Q11959067	scn	Arne Olaus Fjørtoft Garborg
Q11959067	sco	Arne Olaus Fjørtoft Garborg
Q11959067	sk	Arne Olaus Fjørtoft Garborg
Q11959067	sl	Arne Olaus Fjørtoft Garborg
Q11959067	sq	Arne Olaus Fjørtoft Garborg
Q11959067	sr-el	Arne Olaus Fjørtoft Garborg
Q11959067	sv	Arne Olaus Fjørtoft Garborg
Q11959067	sw	Arne Olaus Fjørtoft Garborg
Q11959067	tr	Arne Olaus Fjørtoft Garborg
Q11959067	vec	Arne Olaus Fjørtoft Garborg
Q11959067	vi	Arne Olaus Fjørtoft Garborg
Q11959067	vls	Arne Olaus Fjørtoft Garborg
Q11959067	vmf	Arne Olaus Fjørtoft Garborg
Q11959067	vo	Arne Olaus Fjørtoft Garborg
Q11959067	wa	Arne Olaus Fjørtoft Garborg
Q11959067	wo	Arne Olaus Fjørtoft Garborg
Q11959067	zh	阿恩·奥劳斯·夫约托夫特·加尔博格
Q11959067	zu	Arne Olaus Fjørtoft Garborg
Q121362501	ast	Hans Georg Strömfelt
Q121362501	en	Hans Georg Strömfelt
Q121362501	ja	ハンス・ゲオルク・ストロムフェルト
Q121362501	mul	Hans Georg Strömfelt
Q121362501	sv	Hans Georg Strömfelt
Q121362501	zh	汉斯·格奥尔格·斯特罗姆费尔特
Q122980318	mul	Samuel Fredrik Åkerhielm
Q122980318	sv	Samuel Fredrik Åkerhielm
Q12363134	ast	Gustav Adolf Strömfelt
Q12363134	de	Gustav Adolf Strömfelt
Q12363134	en	Gustav Adolf Strömfelt
Q12363134	es	Gustav Adolf Strömfelt
Q12363134	et	Gustav Adolf Strömfelt
Q12363134	ga	Gustav Adolf Strömfelt
Q12363134	nl	noble Gustaf Adolf Strömfelt, lord of Strömhult, governor of Tartu & Pärnu
Q12363134	ru	Густав Адольф Стрёмфельд
Q12363134	sl	noble Gustaf Adolf Strömfelt
Q12363134	sv	Gustav Adolf Strömfelt
Q124606874	ast	Hans Didrik Mörner
Q124606874	da	Hans Didrik Mörner
Q124606874	de	Hans Didrik Mörner
Q124606874	en	Hans Didrik Mörner
Q124606874	en-us	Hans Didrik Mörner
Q124606874	es	Hans Didrik Mörner
Q124606874	fr	Hans Didrik Mörner
Q124606874	mul	Hans Didrik Mörner
Q124606874	ru	Дидрик Мёрнер
Q124606874	sv	Hans Didrik Mörner
Q124608453	ast	Petrus Ugla
Q124608453	en	Petrus Ugla
Q124608453	mul	Petrus Ugla
Q124608453	sv	Petrus Ugla
Q124694235	ast	Måns Palmstierna
Q124694235	da	Måns Palmstierna
Q124694235	de	Måns Palmstierna
Q124694235	en	Måns Palmstierna
Q124694235	fr	Måns Palmstierna
Q124694235	mul	Måns Palmstierna
Q124694235	sv	Måns Palmstierna
Q12598947	ja	扶餘太妃
Q12598947	ko	부여태비
Q12598947	mul	Buyeo Taebi
Q12598947	zh	扶餘太妃
Q127270437	en	Kristina Samuelsdotter
Q127270437	mul	Kristina Samuelsdotter
Q127270462	en	Barbro of Petré
Q127270462	sv	Barbro Petré
Q130665779	en	Ulrika von Düben
Q130665779	ja	ウルリカ・ヴォン・ディベン
Q130665779	mul	Ulrika von Düben
Q130665779	sv	Ulrika von Düben
Q130665779	zh	乌尔里卡·翁·迪本
Q130684265	en	Carl Filip Strömfelt
Q130684265	mul	Carl Filip Strömfelt
Q130684265	sv	Carl Filip Strömfelt
Q130684369	mul	Agneta Ållongren
Q130684369	sv	Agneta Ållongren
Q130755124	en	Johan Gustaf Boije
Q130755124	es	Johan Gustaf Boije
Q130755124	mul	Johan Gustaf Boije
Q130755124	sv	Johan Gustaf Boije
Q131726951	en	noble Catharina Elisabeth Adlerheim
Q131726951	mul	noble Catharina Elisabeth Adlerheim
Q133825293	en	Christina Ebba Leijonhufvud
Q133825293	en-us	Christina Ebba Leijonhufvud
Q133825293	es	Christina Ebba Leijonhufvud
Q133825293	fr	Christina Ebba Leijonhufvud
Q133825293	mul	Christina Ebba Leijonhufvud
Q133825293	sv	Christina Ebba Leijonhufvud
Q1340357	arz	چاكوب بينزيليوس
Q1340357	ca	Jakob Benzelius
Q1340357	da	Jacob Benzelius
Q1340357	de	Jakob Benzelius
Q1340357	en	Jacob Benzelius
Q1340357	es	Jakob Benzelius
Q1340357	fi	Jakob Benzelius
Q1340357	fr	Jacob Benzelius
Q1340357	ga	Jacob Benzelius
Q1340357	it	Jakob Benzelius
Q1340357	nb	Jakob Benzelius
Q1340357	nl	Jakob Benzelius
Q1340357	nn	Jakob Benzelius
Q1340357	pap	Jacob Benzelius
Q1340357	pt	Jacob Benzelius
Q1340357	pt-br	Jacob Benzelius
Q1340357	sl	Jacob Benzelius
Q1340357	sq	Jacob Benzelius
Q1340357	sv	Jakob Benzelius
Q1340357	tr	Jacob Benzelius
Q1340404	arz	اريك بينزيليوس ذا يونجير
Q1340404	ca	Erik Benzelius el Jove
Q1340404	cs	Erik Benzelius
Q1340404	da	Erik Benzelius den yngre
Q1340404	de	Erik Benzelius der Jüngere
Q1340404	en	Erik Benzelius the Younger
Q1340404	es	Erik Benzelius el Jove
Q1340404	fi	Erik Benzelius nuorempi
Q1340404	fr	Erik Benzelius le Jeune
Q1340404	it	Erik Benzelius il Giovane
Q1340404	nb	Erik Benzelius den yngre
Q1340404	nl	Erik Benzelius de Jonge
Q1340404	nn	Erik Benzelius den yngre
Q1340404	pap	Erik Benzelius, o Jovem
Q1340404	pl	Erik Benzelius Młodszy
Q1340404	pt	Erik Benzelius, o Jovem
Q1340404	pt-br	Erik Benzelius, o Jovem
Q1340404	sl	Erik Benzelius de Jonge
Q1340404	sq	Erik Benzelius the younger
Q1340404	sv	Erik Benzelius
Q1340404	tr	Genç Erik Benzelius
Q1340404	zh	小埃里克·本澤利烏斯
Q1345250	arz	پيتروس كينيسيوس
Q1345250	ast	Petrus Kenicius
Q1345250	ca	Petrus Kenicius
Q1345250	da	Petrus Kenicius
Q1345250	de	Petrus Kenicius
Q1345250	en	Petrus Kenicius
Q1345250	eo	Petrus Kenicius
Q1345250	es	Petrus Kenicius
Q1345250	fi	Petrus Kenicius
Q1345250	fr	Petrus Kenicius
Q1345250	ga	Petrus Kenicius
Q1345250	it	Petrus Kenicius
Q1345250	mul	Petrus Kenicius
Q1345250	nb	Petrus Kenicius
Q1345250	nl	Petrus Kenicius
Q1345250	nn	Petrus Kenicius
Q1345250	ru	Петрус Кенисиус
Q1345250	sl	Petrus Kenicius
Q1345250	sq	Petrus Kenicius
Q1345250	sv	Petrus Kenicius
Q135513404	da	Roland Martin
Q135513404	de	Roland Martin
Q135513404	en	Roland Martin
Q135513404	fr	Roland Martin
Q135513404	sv	Roland Martin
Q136028287	en	Anna Brita Carré
Q138474188	ja	ハンス・シーヴェシェン・ニーヴォル
Q138474188	mul	Hans Syvertsen Nyvold
Q138474188	nb	Hans Syvertsen Nyvold
Q138474188	zh	汉斯·西韦特森·尼沃尔
Q138687615	mul	Bertrand Olav Vigdel
Q138687615	nb	Bertrand Olav Vigdel
Q1393227	ar	إيفا إيكبلود
Q1393227	arz	ايفا ايكبلود
Q1393227	ast	Eva Ekeblad
Q1393227	azb	اوا اکبالد
