geni_id,structural_qid,already_linked_to,position,geni_name,structural_label,anchor_geni_id,anchor_qid,anchor_name
6000000000596503208,Q3048073,Q3056729,mother,Philippa Mathilda de Tolosa comtessa de Peitieus,"Philippa, Countess of Toulouse",6000000003523986134,Q453121,Guillaume X d'Aquitaine Duc d'Aquitaine
6000000000661686823,Q134986353,Q134986485,mother,Catalina Barnuevo Yáñez de Salcedo,María Fernández de Padilla García-Ayala,6000000039812665318,Q134986488,García Álvarez de Toledo y Salcedo
6000000000700972962,Q4133209,Q2581232,father,Eyestein «Fret Fjert» Halfdansson King of Romerike and Vestfold,Gandalf Alfgeirsson,6000000003645697274,Q5666589,Álfarinn II of Álfheim King of Vingulmark
6000000000761701017,Q73806,Q215204,father,"Louis II ""le Jeune"" Carolingian Dynasty Emperor of Italy and of the Franks",Boso of Provence,348889594040013469,Q100327211,Ermengarde
6000000000991706416,Q116479957,Q134985907,father,Cristóbal de Narriahondo Pérez de Narriahondo,"Pedro de Baeza, Señor de Narriahondo",6000000008954356091,Q116479956,Juan de Narrihondo Pérez de Oñate y Martínez de San Vicente
6000000001052203088,Q880222,Q98970510,father,Hugh Nelson,Thomas Nelson,6000000000044861300,Q107149472,Thomas Nelson
6000000001142154198,Q7249685,Q75288135,mother,Elizabeth Grey,"Elizabeth Grey, Countess of Kildare",6000000003512153670,Q3103872,Gerald Fitzgerald
6000000001184495389,Q124719668,Q2509252,father,"Hamengkubuwana II GRM Sundoro (1792-1810, 1811-1812, 1826-1828)",Danoewikromo,5413103567790085383,Q25456690,??. Raden Beui Hardjodikromo [not in the list of children]
6000000001210401775,Q15649511,Q116005748,mother,Mélisende de Montlhéry,Melisende of Crécy,6000000006096044564,Q51718,Baldwin
6000000001210528558,Q4267369,Q21660657,father,"Heinrich I ""der Kahle"" von Stade Graf von Stade, Graf im Heilangau",Lothar I. von Stade,6000000003494757809,Q4267365,Lothar I Graf von Stade
6000000001323506976,Q115633978,Q1357094,father,Guermond de Picquigny,"Guermond de Picquigny, Vidame d'Amiens",6000000002198392736,Q115633976,Gérard I Guermond de Picquigny Seigneur de Picquigny
6000000001397856950,Q3919003,Q88163872,mother,Olga of Smolensk,Jewna,6000000003521266933,Q336754,Algirdas Gediminaitis
6000000001504212922,Q110303919,Q4964369,mother,Sofie Pedersdatter Lykke +,Sofie Pedersdatter Lykke,6000000002813365232,Q69636496,Helvig Jacobsdatter Hardenberg til Arreskov
6000000001504296014,Q108476104,Q23981164,father,Henning Walkendorff til Glorup,Henning Valkendorf,6000000009101487548,Q1084412,Christoffer Walkendorff
6000000001595814236,Q60650591,Q91003,mother,"Bertha ""Judith"" von Schwaben","Bertha, duchess of Lorraine",6000000002187845876,Q178007,Ferry I de Lorraine duc de Haute-Lorraine
6000000001643397812,Q56587786,Q63389795,mother,Judyta Mieszkówna,Brigitte of Denmark,6000000003827445735,Q67176,Heinrich I von Anhalt-Zerbst Count of Anhalt
6000000001758859417,Q5860561,Q134986345,father,Alonso Álvarez de Toledo y Padilla,Fernando Álvarez de Toledo y Herrera,6000000039812665318,Q134986488,García Álvarez de Toledo y Salcedo
6000000001935619159,Q75292006,Q2905211,father,Bjørn Haraldsen Haraldsen Ironside,Björn Byrdasven,6000000004533384397,Q3494473,Eldrid Bjørnsdatter
6000000002106239618,Q259576,Q236259,mother,Aemilia Lepida Minor,Aemilia Lepida,6000000007589859284,Q1233616,Marcus Junius Silanus Torquatus
6000000002115374404,Q16064119,Q111988853,father,Jacob Nielsen Lykke til Skovsbo,Joachim Lykke,6000000001504918225,Q129024060,Gertrud Lykke
6000000002187837843,Q2625725,Q2594607,father,Rogvolod (Boris) of Polotsk,David Vseslavich of Polotsk,6000000080892097734,Q12085112,
6000000002188099945,Q8251372,Q1152149,mother,Empress Wende née Zhangsun,Lady Wang,6000000075061358857,Q4309009,
6000000002189590553,Q11061157,Q11623279,mother,,Taira no Shigeko,6000000011627126557,Q357261,Norihito Takakura-tenno
6000000002198362511,Q694696,Q536899 | Q536899,father,Welf I von Altdorf Graf in Schwaben,"Welf I, Count of Altdorf",6000000000904661585,Q169547,Judith
6000000002205617469,Q20005554,Q433463,father,Marcus Livius Drusus,Marcus Livius Drusus,6000000000172782992,Q1270114,Gaius Livius Drusus Consul of the Roman Republic
6000000002231018223,Q116004576,Q134986480,mother,María Luisa Pacheco Portocarrero VI señora de Moguer,Leonor de Zúñiga y Lara,6000000031409292021,Q134986484,Luis de Toledo y Pacheco
6000000002240801354,Q17353089,Q2039212,mother,Judith de Welfos,Agnes of Saarbrücken,6000000001595814236,Q91003,"Bertha ""Judith"" von Schwaben"
6000000002360157423,Q5915810,Q110548953,father,Nils Axelsson Posse d.ä.,Knut Axelsson Posse,6000000006127231265,Q123010596,Lindorm Knutsson Posse
6000000002376132134,Q20169591,Q237931,mother,Maria Maria Ewa Laczynska,Adrienne de Lezay-Marnésia,6000000117134008095,Q62024,Stephanie de Beauharnais
6000000002380705282,Q122364473,Q27069037,father,Johan Eriksson Nordberg,inspector superior Johannes Eerikinpoika Noorperi,6000000011219345259,Q6014686,Anders Johan Nordenberg
6000000002415234643,Q3345,Q3340,father,Ptolemy,Ptolemy X Alexander I,6000000002415363424,Q40242,Cleopatra
6000000002447103414,Q28169574,Q131732243,mother,Rhodah (Rhodogune) of Persia,Irdabama,6000000006131567298,Q44387,Darius
6000000002760503826,Q5860561,Q134986490,father,"Pedro ""El Mozo"" Dávila y Bracamonte I Conde del Risco",Fernando Álvarez de Toledo y Herrera,6000000004560031059,Q134986501,Fernando de Toledo y Avila
6000000002765065214,Q128606109,Q129995598,mother,Sara Scheine Riess,Hendel Chaie Bendix,6000000121397568920,Q128605374,Rieke Gewer Bendix
6000000002765065771,Q130210568,Q128224186,father,Loeb Halberstadt,Levin David,6000000002803002324,Q130210536,Vogel Halberstadt
6000000002814107346,Q103782153,Q131860480,mother,Birgit Olofsdotter Thott till Vallö,"Birgitte Olufsdatter af Herlev, Heiress of Vallo",6000000003645806289,Q103780704,Anne Nielsdatter Nielsdatter Rosenkrantz
6000000002893322873,Q131341003,Q31695,father,Håkon Grjotgardsson,,4921285889400035515,Q29324,Sigurd Haakonsson
6000000002919513433,Q61310624,Q61310589,father,Abdullah al-Akbar Al-Hasani,Sulayman,6000000005784777539,Q61310641,Al-Husayn Al-Hasani
6000000003243167090,Q16726148,Q75240461,mother,"Anonym frille, Mother of Brusi, Sumarlidi & Einar",Olith,6000000004333578987,Q3049450,"Einar, 'Wrymouth' Sigurdsson Jarl of Orkney"
6000000003408989816,Q465590,Q75273509,mother,Eleanor Brandon Countess of Cumberland,"Eleanor Clifford, Countess of Cumberland",6000000006444395942,Q76011866,Charles Brandon Clifford
6000000003466405795,Q75775705,Q277577,father,"Thomas Grey 1st Marquess of Dorset, 1st Earl of Huntingdon",Sir John la Zouche,6000000001142154198,Q75288135,Elizabeth Grey
6000000003493056813,Q5860561,Q134986617,father,Juan de Silva III Conde de Cifuentes,Fernando Álvarez de Toledo y Herrera,6000000025597463924,Q134986623,Isabel de Silva y Toledo
6000000003493243697,Q7326,Q134986141,father,Martín Cortés y Ramírez de Arellano 2nd marquis of Valle de Oaxaca,Hernán Cortés,6000000000267473087,Q21059298,Pedro Cortés Ramírez de Arellano IV Marqués del Valle de Oaxaca
6000000003493243744,Q101402688,Q134986457,mother,Ana Ramírez de Arellano y de Zúñiga,Juana Ramirez de Arellano y Zúñiga,6000000000267473087,Q21059298,Pedro Cortés Ramírez de Arellano IV Marqués del Valle de Oaxaca
6000000003521266933,Q2080596,Q336754,father,Algirdas Gediminaitis,Karijotas,6000000184583916097,Q2587652,Constantine Olgerdovich of Chartoryisk
6000000003588893167,Q107115953,Q134986398,mother,Constanza Sarmiento Guzmán,Constanza de Sarmiento,6000000000677330061,Q5860566,Fernando Alvarez de Toledo y Sarmiento
6000000003608919348,Q2722233,Q75384586,mother,"NN Frille (Mistress es) of Ragnvald Mørejarl, mother s of Torf-Einar, Hrollaug and Hallad",Hildr Hrólfsdóttir,6000000001065449177,Q16428399,Hrollaug Ragnvaldsson Mœrajarls Íslands
6000000003645683288,Q110703075,Q11959446,mother,Astrid Eiriksdatter,NN,6000000001205324797,Q12302384,Astrid Trygvesdatter Tryggvesdatter
6000000003645760175,Q3384935,Q2530678,father,Tore Toreson Hund i Namdal,Tore fra Bjarkøy,6000000003645760161,Q19654347,Sigurd Toresson Hund of Bjarkøy
6000000003645864857,Q12289187,Q1242010,father,Gaius Octavius Laenas,Gaius Octavius Laenas,6000000001511221493,Q12293630,Sergia Plautilla
6000000003645908381,Q2045778,Q3356,father,Antiochus,Antiochus,6000000003645847650,Q1091124,Nysa Queen of Pontus
6000000003645977045,Q697677,Q2653152,father,Arnulf de Boulogne,"Arnulf II, Count of Boulogne",6000000008640434812,Q600483,Baldwin
6000000003768386624,Q145718,Q1782094,father,"Conrad II ""the Younger"" de Bourgogne Duke of Upper Burgundy","Conrad II, Duke of Transjurane Burgundy",6000000003768392839,Q437435,Rudolph I Guelph King of Burgundy
6000000003826814612,Q75451560,Q272326,father,Æþelwulf,Alwith,6000000009901999247,Q272148,Æthelbald
6000000003827731756,Q66534696,Q1643316,father,Roman Danylovich of Slonim,Mikhail Drutsky,6000000024777532686,Q66534565,Mikhail Romanovich of Slonim
6000000003827799015,Q3487816,Q75289087,mother,Judith Askanier Herzogin zu Sachsen-Wittenberg,Kunigunde of Poland,5441256111580089903,Q566714,"Rudolf II ""der blinde"" Askanier Herzog und kurfürst zu Sachsen"
6000000003828392202,Q1229730,Q720474,father,Gaius Vettius V,Gaius Vettius Gratus Atticus Sabinianus,6000000003828392216,Q740413,Gaius Vettius VI
6000000003858704278,Q695345,Q135976548,father,Ivan Vsevolodovich prince of Polotsk,Skomantas of Sudovia,6000000049968979272,Q3919003,Jaunė Ieva Polockietė
6000000003858704728,Q128399,Q2084307,mother,Maria Yaroslavna of Vitebsk,Uliana of Tver,6000000014192424327,Q108886223,Theodora Algirdaitė of Lithuania
6000000004157608187,Q133284524,Q134985942,father,Hernando Alonso Pizarro de Hinojosa Regidor de Trujillo,Fernando Alonso Pizarro de Hinojosa,6000000000276521780,Q5582238,Gonzalo Pizarro Rodríguez de Aguilar o Gonzalo Pizarro el Largo o bien Gonzalo Pizarro el Roman
6000000004173298796,Q110586546,Q11905099,father,"Alonso ""el mudo"" Fernández de Córdoba y Enríquez de Ribera V marqués de Priego","Don Fernando Enriquez de Ribera y Cortés de Zuñiga,  3.Marqués de Tarifa",6000000045462191887,Q134986414,Catalina María Fernández de Córdoba y Enríquez de Ribera
6000000004173412338,Q110586547,Q110586544,mother,Juana Enríquez de Ribera y Girón marquesa,Doña Ana Téllez-Girón,6000000045462191887,Q134986414,Catalina María Fernández de Córdoba y Enríquez de Ribera
6000000004559929425,Q134986352,Q134986346,mother,Elvira Álvarez de Toledo y Carrillo,Mayor Álvarez de Toledo y Carrillo,6000000004560031059,Q134986501,Fernando de Toledo y Avila
6000000005076951672,Q54821765,Q456462,mother,Elizabeth Plantagenet Duchess of Exeter,Philippa FitzAlan,6000000006444220265,Q75266632,Alice de Holland No children
6000000005436371592,Q96240868,Q122949820,mother,Tora Guttormsdatter fra Irland eller Sudrøyane,NN,6000000001169174151,Q2925391,Brigida Haraldsdotter Gille of Norway
6000000005703890001,Q18606694,Q48925204,mother,Béatrix de Hainaut,Alix de Roucy,6000000004586546893,Q58674087,Adelaide de Roucy
6000000006101404690,Q18164418,Q3525682,father,Thomas Wyse English Diplomat,Studholme John Hodgson,6000000006101404699,Q3265651,Louis Lucien Napoleon Theodore Wyse
6000000006127223646,Q44472811,Q10443068,father,Carl Knutsson Posse,Carl Posse,6000000010313692113,Q31897496,Knut Carlsson Posse
6000000006128279513,Q75246955,Q75246267,mother,Elisabeth Brunswick-Lüneburg,Hedwig von Diepholz,6000000002188166432,Q23783380,Moritz II Oldenburg-Oldenburg
6000000006134944581,Q5885872,Q31860,father,Grjotgard Herlaugsson Earl of Hålogaland,,6000000002893322873,Q31695,Håkon Grjotgardsson
6000000006187584476,Q546716,Q11996956,mother,Ragnhild Haraldsdotter,Ragnhild Sigurdsdotter,3950516705030063754,Q206123,Haraldr Hårfagre Hálfdanarson
6000000006376446567,Q96199513,Q96985053,father,John Loomis,Joseph Loomis,6000000003617703553,Q96985053,John Loomis
6000000006569555544,Q61564577,Q81085608,mother,Imiza (Irmintrudis),Irmintrud,6000000009782507443,Q3198477,Gerberga von Henneberg von Zutpen
6000000006601263708,Q120930252,Q112825242,mother,Zofia Sapieha Wołłowicz,,6000000024778642176,Q85236607,Michael Hieronim Wołłowicz
6000000006703703342,Q104550201,Q128043764,father,Henrik Horn till Haapaniemi,Henrikki Yrjänänpoika Horn,6000000003694839663,Q104549945,Gustav Henriksson Horn af Kanckas
6000000006727863085,Q4056769,Q129404479,mother,dss Anna-Bucha Euphemia,Agafia of Moscow,6000000020986031822,Q130529663,Semion Dmitriyevich Gediminids
6000000007051737905,Q107541002,Q4064868,father,Anarawd Gwalch-crwn ap Merfyn King of the Isle of Man,Tutgual III,6000000001355641630,Q4535441,Tudwal ap Anarawd Brenin Ynys Manau
6000000007151245035,Q116004576,Q116004572,mother,Catalina Alvarez de Toledo y Zuñiga,Leonor de Zúñiga y Lara,6000000025597463924,Q134986623,Isabel de Silva y Toledo
6000000007171629271,Q41514,Q2632610,father,Volodar Glebovich of Polotsk Prince of Minsk,Mstislav I of Kiev,6000000006727876082,Q15615597,Svyatopolk Duke Of Novgorod Volynia Duke Of Polotsk & Minsk
6000000007354125287,Q134986353,Q134986486,mother,Teresa Fernández de Córdoba,María Fernández de Padilla García-Ayala,6000000000300820562,Q134986487,Fernando Álvarez de Toledo Fernández
6000000007601543914,Q114121156,Q376662,father,Brien De Bretagne,Teuharius de Châteaubriant,6000000003827611157,Q15966933,Briant de Châteaubriant
6000000008155003397,Q750559,Q2851363,mother,"Charlotta d'Aragon de Montfort-Laval, Princess of Taranto",Charlotte of Naples,6000000008708234185,Q585343,Anne de Laval Vicomtess of Thouars
6000000008630617676,Q655190,Q77243,father,Floris graaf van Holland,"Dirk VII, Count of Holland",6000000011536253175,Q346380,Ada van Holland
6000000008630655863,Q3386687,Q3386694,father,Budic ap Aldroen Emyr Llydaw,Budic I of Brittany,6000000003635746575,Q3141679,"Hoël Mawr ap Emyr Llydaw I, King of Brittany"
6000000009129004944,Q11609596,Q4142839,father,"Semen ""Ruthless"" Olshansky Sr.",Semeon of Druck,6000000043007675168,Q12083778,"Mykolas ""Bolobanas"" Alšėniškis h. Kentauras"
6000000009152980692,Q20172071,Q24921025,father,Gottfried III von Eppenstein,Gottfried II. of Eppstein,6000000009665500123,Q20164829,Gottfried von Eppenstein IV
6000000009179187283,Q2632610,Q13478492,father,Wołodar Wołodsza,Volodar Glebovich,6000000009179165501,Q2501720,
6000000009647287134,Q87195968,Q98970762,mother,Judith Carter Page,Lucy Grymes,6000000000044861300,Q107149472,Thomas Nelson
6000000010160508821,Q96240859,Q468729,mother,Ingrid Ylva Sunesdotter Sunesdotter,NN,6000000003353148560,Q5569987,Bengt Magnusson Folkungaätten
6000000010521965469,Q101248756,Q122931811,mother,Sigrid Saksesdotter,NN,6000000021274381997,Q31080455,Ragnhild Magnusdotter of Norway
6000000011242594971,Q136400424,Q4060947,father,Alexander Patrikeyevich of Koretsk and Starodubsk,Aleksander Patrykiejewicz,6000000011242827610,Q104538482,Vasily Aleksandrovich Prince of Koretsk
6000000011766711029,Q2502306,Q2502278,father,Rogvolod Vasilko Rogvolodovich Rurikid,Vasilko Sviatoslavich,6000000080795286877,Q4097582,
6000000011770178436,Q2502278,Q13030454,father,Gleb Rostislavich Prince of Drutsk Polozkij,Ragnvald III Borisovich,6000000080877835024,Q13028650,
6000000011855024217,Q4422093,Q2464872,father,Dausprungas of Lithuania,Skalmantas,6000000034159417644,Q638650,Butigeidis
6000000011997957937,Q105711345,Q111109033,mother,Sumako Yamazaki,Yamazaki Sumiko,6000000011626877868,Q11642999,Chikako Shimazu
6000000012060506669,Q7708632,Q134985823,father,Tezozomoctli Acolnahuacatl,Tezozomoctli Acolnahuacatl,6000000012060878096,Q3457338,Huanitzin 15a Tlatoani de Tenochtitlan
6000000012224621046,Q110586521,Q134985843,mother,Juana de Córdoba y Enríquez de Ribera,Doña Juana Enriquez de Ribera y Cortés de Zuniga,6000000013146763714,Q134986439,Inés de Guzmán y Córdoba VII marquesa de la Algaba
6000000012225278608,Q110586519,Q134986339,father,Pedro Andrés de Guzmán y Portocarrero Enríquez de Rivera III Marqués de la Algaba,"Don Pedro Fernández de Córdoba, 4.Marqués de Priego, 2.Marqués de Villafranca",6000000013146763714,Q134986439,Inés de Guzmán y Córdoba VII marquesa de la Algaba
6000000012225603128,Q134986339,Q134986337,father,Luis de Guzmán y Córdoba IV Marqués de la Algaba,,6000000012428190511,Q134986478,Agustín de Guzmán y Portocarrero VI marqués de la Algaba
6000000012225970508,Q134985843,Q134986476,mother,Antonia Portocarrero,,6000000012428190511,Q134986478,Agustín de Guzmán y Portocarrero VI marqués de la Algaba
6000000012468581950,Q110562184,Q354934,mother,Adélaïs Aélis de Tours,Katharina von Lichtenberg,6000000003768386624,Q1782094,"Conrad II ""the Younger"" de Bourgogne Duke of Upper Burgundy"
6000000012755295099,Q111369696,Q128158593,mother,Ulrika Eleonora Stuart,Ulrika Eleonora Stuart,6000000008341837286,Q128157518,Ulrika Eleonora Palmqvist
6000000012773760294,Q452705,Q239448,mother,Pompeia Plotina Claudia Phoebe Piso,Domitia Paulina,6000000009432292659,Q1427,Publius Aelius Traianus Hadrianus Augustus
6000000012827521360,Q7482540,Q971925,father,,Zeng Jihong,6000000012850928490,Q11091495,
6000000012926341055,Q497775,Q497755,father,Biyu 20th King of Baekje,Gaero,6000000012926214647,Q497796,Munju
6000000012985339392,Q110505319,Q126973533,father,Johan Staël von Holstein,Johann Staël von Holstein,4696488346190067507,Q125451870,Mattias Gustaf Staël von Holstein
6000000013869716667,Q189512,Q11091436,father,,Zeng Guofan,6000000012977282998,Q30610932,
6000000014912988335,Q133968443,Q26714756,mother,Julijona Smolenskietė,Jadwiga,6000000014912544380,Q2607497,Ivashko Monividovich
6000000014926332501,Q65932885,Q133825518,mother,Anna Anna Gastold,Natassya Pawshanka,6000000010762403094,Q2337217,Bogdan Semenowicz Sapieha h. Lis
6000000014947742577,Q11738133,Q86598,father,Mikołaj Krzysztof Sapieha h. Lis,Kazimierz Mikołaj Sapieha,6000000028265875155,Q103899525,Barbara Sapieha h. Lis
6000000014980871068,Q121029189,Q60593125,mother,Elżbieta Halszka Sapieha,,6000000014980818308,Q121029260,Anna Wołłowicz h. Bogoria
6000000015110133792,Q61177857,Q102861886,mother,"Anne de Croÿ-Renty marquise héritière de Renty, vicomtesse de Bourbourg",Guillemette de Coucy Boves,6000000015270768241,Q7184817,"Philippe François de Croÿ duc de Havré, Chevalier de la Toison d'or"
6000000015865744129,Q7326,Q134986306,father,Hernando Pedro Cortés de Ramirez de Arellano,Hernán Cortés,6000000008780522267,Q134986470,Catarina Cortés Osorio
6000000016680602856,Q75299193,Q273111,mother,Margaret Beaufort Countess of Stafford,Elizabeth Dinham,6000000006444092957,Q75299168,Margaret Dayrell
6000000016750017533,Q106485733,Q103954044,father,Mikołaj Kuncewicz h. Łabędź,Michał Kuncewicz,6000000094083325861,Q106351533,Motiejus Kuncevičius
6000000017695098287,Q2149375,Q2099707,father,Pakubuwana III Raden Mas Suryadi (1749-1788) Kartosuro,Pakubuwono IV,6000000002003837593,Q4273436,Pakubuwono V
6000000022553474531,Q96199514,Q96985055,mother,Elizabeth Scott of Hartford,Mary White,6000000003617703553,Q96985053,John Loomis
6000000027346272632,Q124098181,Q134985974,mother,Colhuacan Empire Of Coxcoxtli,Xolocihuatl,6000000007455965639,Q4817451,Atotoztli I
6000000027346467804,Q124098054,Q134985393,father,Nauhyotl of Culhuacan,Achitometl,6000000007455965639,Q4817451,Atotoztli I
6000000031614493911,Q13033264,Q15042460,father,Lev Romanovich Vorotynsky,Fiodor Korybut,6000000014058991722,Q17095892,Anna Worotyńska
6000000031834378205,Q128305981,Q129153195,mother,Güttchen Gewer,Esther Brandenburg,6000000008594824935,Q126075152,Rechel Brandenburg
6000000033241928940,Q2080596,Q2991423,father,Fyodor Koriatovich Gediminids,Karijotas,6000000139471490941,Q18226113,Jonas Karijotaitis Žadvydas-Podolskietis
6000000034638041217,Q15627774,Q4113037,father,Vladimir Glebovich,Vladimir Svyatopolchich,6000000073484139825,Q4534858,Yuriy Vladimirovich
6000000037344141986,Q5860561,Q134986491,father,Juan Cano Moctezuma de Prado,Fernando Álvarez de Toledo y Herrera,6000000003493266276,Q134986498,Joaquin de San Francisco Cano Moctezuma
6000000038092078850,Q121009276,Q122937099,mother,Barbara-Wasylisa Vasilisa Sapieha,,6000000001407495086,Q66660290,Helena Wołłowicz (podskarbianka Litewska)
6000000049629524856,Q45363950,Q45363954,mother,,Han Shi,6000000074370904898,Q45491955,
6000000052128327889,Q76011027,Q133467857,mother,,,6000000075345780835,Q18236406,
6000000052945111849,Q50824532,Q134986281,father,Martín Cortés El Viejo,Rodrigo Fernández de Monroy y Orellana,6000000003493243566,Q50824534,Martín Cortés de Monroy
6000000052945695870,Q134985471,Q134986001,father,Diego Cortés,Hernando Cortés de Monroy,6000000052945815832,Q134986444,Diego Cortés
6000000053251731917,Q76118739,Q76118746,mother,Cailech Dé Ní heidin of Aidhne,Tailltin O'Melaghlin,6000000008248298661,Q1660081,Ruaidri Ua Conchobair
6000000057628495857,Q45422718,Q45422206,father,,Pei Qian,6000000075375351821,Q45422720,
6000000060001809033,Q134981976,Q134986329,mother,Aztec Empire Ines Tecuipicho de Moctezuma,Acatlán,6000000005024494891,Q134986475,Simon Pérez
6000000064526895824,Q2337232,Q67174943,father,Bohdan Teodoras Sapieha,Paweł Sapieha,6000000064526129883,Q47306394,Sofija Sapiegaitė
6000000073472698862,Q15627774,Q4398425,father,Rostislav Sviatopolkovich,Vladimir Svyatopolchich,6000000073473954831,Q28664642,Mikhail Rostislavich
6000000074692006933,Q45377516,Q45377513,father,,Fu Ying,6000000074692243826,Q45356303,
6000000074725517947,Q65798801,Q45364907,mother,,Wang Shi,6000000074473068010,Q10292023,
6000000074730443882,Q45683922,Q45608010,father,,Su Zhen,6000000074730191960,Q45684046,
6000000074733774373,Q45699766,Q45692318,father,,Li Mou,6000000074734774120,Q45699789,
6000000074734329258,Q45699740,Q45699868,father,,Li Mou,6000000074735206954,Q45699766,
6000000074735148982,Q45692374,Q45699816,father,,Li Mou,6000000074735187821,Q45692402,
6000000074735242823,Q45699842,Q45692909,father,,Li Mou,6000000074734329258,Q45699868,
6000000074744697294,Q45429129,Q45425352,mother,,Song Shi,6000000046846961927,Q45380767,
6000000074749675364,Q45673593,Q45678086,father,,Guo Mou,6000000074750405847,Q45673637,
6000000074758704275,Q45526606,Q45418903,father,,Wei Zhengzi,6000000074758467512,Q22774427,
6000000074759067177,Q45418901,Q45526670,father,,Wei Qianxiong,6000000074758704275,Q45418903,
6000000074768449078,Q10514395,Q45403124,father,,Yu Li,6000000052102247014,Q559414,
6000000074788489973,Q45422574,Q45422578,father,,Zheng Zeng,6000000074787853345,Q45422579,
6000000074788652833,Q45499807,Q8070754,father,,Zheng Shou,6000000074788455039,Q19653965,
6000000075060318079,Q45424433,Q22813496,father,,Li Lin,6000000075059069334,Q45424455,
6000000075328100121,Q15906143,Q45418855,father,,Doulu Renye,6000000075328054061,Q5302243,
6000000075338049891,Q45419220,Q45419218,father,,Yang Yan,6000000075338108887,Q45419289,
6000000075344619836,Q45420611,Q45420608,father,,Cui Yuanyou,6000000075344329032,Q45420613,
6000000075344672919,Q45554753,Q45554691,father,,Song Xuanfu,6000000075344656979,Q712060,
6000000075346422846,Q45420107,Q45420123,father,,Yin Jianyou,6000000075346362852,Q45420120,
6000000075368264852,Q11534053,Q45420293,father,,Liu Qiu,6000000074712913987,Q45512852,
6000000075402644915,Q45422393,Q45422391,father,,Dugu Fulun,6000000075402710923,Q45422396,
6000000075706881850,Q101402688,Q134986469,mother,Maria Ana Santos Ana Osorio de Ruiz,Juana Ramirez de Arellano y Zúñiga,6000000008780522267,Q134986470,Catarina Cortés Osorio
6000000080795286877,Q2502260,Q4097582,father,,Briachislav Vasilkovich,6000000080810860893,Q13478569,
6000000080795374822,Q2625725,Q13478492,father,,David Vseslavich of Polotsk,6000000080799128829,Q13031603,
6000000080799128829,Q73612935,Q13031603,father,,,6000000080809240088,Q26243613,
6000000080877835024,Q2632610,Q13028650,father,,Volodar Glebovich,6000000080878401040,Q2501720,
6000000105178186821,Q141791,Q134986474,father,Juan Perez,Moctezuma II,6000000005024494891,Q134986475,Simon Pérez
6000000114769597853,Q128605645,Q129995291,father,"Bendit ""Samuel"" Gewer",Samuel Bendix,6000000121397568920,Q128605374,Rieke Gewer Bendix
6000000128935864261,Q778550,Q134986452,father,Moquihuic ( Moquihuix) (4 Tlatoani Tlatelolco Mexico),Tezozomoc,6000000129473639847,Q134986454,Axayac
6000000128936608973,Q2869609,Q134986092,mother,Chalchiuhcozcatzin Chalchiuhnenetzin,Atotoztli II,6000000129473639847,Q134986454,Axayac
