geni_id,our_name,qid,parent_geni,parent_name,our_siblings_recorded,their_siblings_recorded,shape,sex,dates,round,our_exports,sex_refused_it
6000000022552167197,Etienne Arnaud d'Albret,Q110910626,6000000022552071523,Gilles d'Albret,1,1,both sides record ONE child,agree,,3,,
6000000022618072285,,Q15928261,6000000013590291739,,1,1,both sides record ONE child,agree,,3,,
6000000022627147267,Marguerite de Lanes,Q116006086,6000000102167117851,Jeanne Catherine Mortimer,2,2,BOTH sides record more,agree,,3,,
6000000023527166752,Beatrix Hay of Logie Almond,Q76322209,6000000007980630769,Margaret Logie,2,2,BOTH sides record more,agree,,3,,
6000000023615787803,,Q11270554,6000000023616059660,,2,2,BOTH sides record more,agree,,3,,
6000000024075972699,Maria Sophie Antonie Gräfin von Hatzfeld,Q136336956,6000000016599495562,Melchior Friedrich Gottfried von Hatzfeld,3,3,BOTH sides record more,agree,,3,,
6000000024639605943,Katharina Andreä,Q139557964,6000000024639212781,Philipp Endris,1,1,both sides record ONE child,agree,,3,,
6000000025720617178,Mithridates,Q878437,6000000099624555866,Adobogiona the Elder,2,2,BOTH sides record more,agree,,3,,
6000000025860226842,Philip,Q347144,6000000006820492299,Thessalonica,3,3,BOTH sides record more,agree,,3,,
6000000025900026927,Goda Ursula von Oeynhausen,Q110604277,6000000025900250893,Ludolf von Oeynhausen,1,1,both sides record ONE child,agree,,3,,
6000000025915954403,Elisabeth von Büderich genannt Gronstein,Q76185966,6000000007283504890,Adolf von Kleve,1,1,both sides record ONE child,agree,,3,,
6000000025956352901,Ferdinand Maximilian von Toerring Graf von Törring und Tengling,Q97209387,6000000025974778464,Ferdinand l von Toerring Freiherr,3,3,BOTH sides record more,agree,,3,,
6000000025998016542,Martín Mariscal de Navarra Enriquez De Lacarra I sr. de Ablitas I señor de Ablitas,Q19926359,6000000025999228163,Juan Enriquez De Lacarra Infante de Navarra,1,1,both sides record ONE child,agree,within 10y,3,,
6000000026035783395,Marcantonio IV Colonna III. Principe di Paliano,Q3845414,6000000026035686234,Marcantonio III. Colonna II. Principe di Paliano,1,1,both sides record ONE child,agree,within 10y,3,,
6000000026547380978,Jill W. Warburg,Q96087260,6000000007293371271,Florence Jean Stettheimer,2,2,BOTH sides record more,agree,within 10y,3,,
6000000026745298271,John Innes,Q76036668,6000000026745075456,Robert Innes,1,1,both sides record ONE child,agree,,3,,
6000000026874295420,"John de Graham of Dalkeith, Abercorn and Eskdale",Q75388063,6000000004533941060,"Nicholas de Graham of Dalkeith, Abercorn & Eksdale",2,2,BOTH sides record more,agree,,3,,
6000000026923231923,"John Stewart of Auchingoun, Blackhall and Ardgowan",Q124738217,6000000003043297684,John Stewart,2,2,BOTH sides record more,agree,,3,,
6000000027237033575,John 1 2 brother,Q76183944,6000000002447103135,William le Boteler 2nd Baron of Wem and Oversley,2,2,BOTH sides record more,agree,,3,,
6000000027397636096,Sigost von Leuchtenberg,Q31192833,6000000003897519777,Johann I von Leuchtenberg Graf von Hals,3,3,BOTH sides record more,agree,,3,,
6000000028459561077,Maragde de Poitiers Dame de Taulignan,Q116095052,6000000026664257102,Amédée de Poitiers Valentinois,2,2,BOTH sides record more,agree,,3,,
6000000028895625641,Private,Q496421,6000000028856413461,,2,2,BOTH sides record more,agree,,3,,
6000000029207128768,Anne d'Orléans-Longueville,Q107008551,6000000008661852799,Agnes de Savoie Cometesse de Longueville,4,4,BOTH sides record more,agree,,3,,
6000000029424309019,Canutus Danonis,Q124261134,6000000003254713443,Dan Jonsson,2,2,BOTH sides record more,agree,within 10y,3,,
6000000029958981889,Heidenreich lV von Plettenberg von der Molen,Q137599099,6000000029958372626,Hunold lV von Plettenberg,1,1,both sides record ONE child,agree,,3,,
6000000031518391864,Karol Krzysztof z Münsterberga-Olešnický,Q824566,6000000006727800891,Johann von Muensterberg-Oels Duke,1,1,both sides record ONE child,agree,within 10y,3,,
6000000031604056067,Elizabeth Rigby,Q96288373,6000000046853861913,John Rigby,3,3,BOTH sides record more,agree,,3,,
6000000031791917853,Anna Juliana von Mansfeld zu Hinterort,Q130337594,6000000015731369838,Juliane von Salm-Kyrburg,2,2,BOTH sides record more,agree,,3,,
6000000032823972776,Juan Melchor Carlos Inca caballero de Santiago,Q5951404,6000000032824274122,Melchor Carlos Inca caballero de Santiago,1,1,both sides record ONE child,agree,,3,,
6000000032972485072,Isma'il Seljuq,Q124619317,6000000031528486898,Yaquti Seljuq,2,2,BOTH sides record more,agree,,3,,
6000000033750291420,Ivan Vasilevich Penkov,Q117866089,6000000084821350132,Vasili Danilovich Penkov,1,1,both sides record ONE child,agree,,3,,
6000000034704205125,Zavid Dmitrovich of Novgorod,Q4183031,6000000003858600747,Dmitr Zavidich of Novgorod,2,2,BOTH sides record more,agree,,3,,
6000000034959970854,Johan Rudolph von Ahlefeldt,Q1696046,6000000001504293308,Helvig Conradine Gräfin von Ahlefeldt,1,1,both sides record ONE child,agree,within 10y,3,,
6000000035096340835,Volusia,Q4124150,6000000030500543130,Nonia Polla,2,2,BOTH sides record more,agree,,3,,
6000000035619341500,Demetrius Bagrationi Duke of Imereti,Q3044501,6000000013546470518,Alexander I Bagrationi King of Imereti,2,2,BOTH sides record more,agree,,3,,
6000000035871592425,Jean III de Montfaucon,Q3172615,6000000035871732155,Jacquette de Grandson,1,1,both sides record ONE child,agree,,3,,
6000000037174622280,,Q16904283,6000000023701607911,,1,1,both sides record ONE child,agree,,3,,
6000000037304448245,Bernhard II Werle Herr,Q97987,6000000003858831100,Mechthild von Welf Duchess von Mecklenburg-Werle,3,3,BOTH sides record more,agree,17y apart,3,,
6000000037941241826,Christina Gyllenhorn till Hacksta,Q110561249,6000000020488879167,Anna Björnsdotter (Bååt),3,3,BOTH sides record more,agree,,3,,
6000000039507280002,Aimery V de Thouars Vicomte,Q2828008,6000000017038971249,Herbert II de Thouars,1,1,both sides record ONE child,agree,,3,,
6000000039511474505,Llofan ap Cilmin Droed Ddu,Q116113093,6000000039511873064,Cilmin Droed Ddu ap Cadrod,1,1,both sides record ONE child,agree,,3,,
6000000040795680880,Rupert Jülich-Berg,Q76140634,6000000007402577354,Adolphe of Jülich-Berg Jülich Duke of Jülich-Berg,1,1,both sides record ONE child,agree,,3,,
6000000040930230127,Llewelyn ap Caswallon,Q112531524,6000000040929814704,Caswallon ap Hywel,1,1,both sides record ONE child,agree,,3,,
6000000041035592041,Amphoterus,Q477165,6000000041035639081,Alexander,2,2,BOTH sides record more,agree,,3,,
6000000041076191595,Aratus,Q121259370,6000000041076231681,Aratus the Younger,1,1,both sides record ONE child,agree,,3,,
6000000041109023935,Alcetas II of Epirus,Q560625,6000000002187720048,Arybbas,2,2,BOTH sides record more,agree,,3,,
6000000041250784227,Domitia Lepida,Q121378557,6000000041250725939,Gaius Sallustius Crispus Passienus Sallustius Passienus Crispus,1,1,both sides record ONE child,agree,,3,,
6000000041255777828,Lucius Seius Tubero,Q928302,6000000041254080170,Lucius Seius Strabo,2,2,BOTH sides record more,agree,,3,,
6000000041264749250,Marcus Julius Gessius Bassianus,Q15982235,6000000041264800186,Marcus Julius Gessius Marcianus,3,3,BOTH sides record more,agree,,3,,
6000000041300078371,Quintus Pedius Publicola Publicola,Q3655571,6000000008952698484,Quintus Pedius Consul (43 BC),1,1,both sides record ONE child,agree,,3,,
6000000041433588421,Marcus Lollius Paulinus Decimus Valerius Asiaticus Saturninus,Q717383,6000000041433885406,Decimus Valerius Asiaticus,1,1,both sides record ONE child,agree,within 10y,3,,
6000000041612254169,Einion Fychan ab Einion Ddu,Q116148078,6000000041612286161,Einion Ddu ap Cynwrig,1,1,both sides record ONE child,agree,,3,,
6000000041759379471,Cynwrig ap Gronwy Foel,Q116477795,6000000041759378441,Gronwy Foel ap Cynwrig,1,1,both sides record ONE child,agree,,3,,
6000000041802085092,Theodore Dokeianos,Q115766746,6000000027724701769,N.N. Komnena,1,1,both sides record ONE child,agree,,3,,
6000000041887779950,Thutakh Borjigin dynasty,Q45679380,6000000031420845237,Khorachar Borjigin dynasty,1,1,both sides record ONE child,agree,,3,,
6000000042485678158,Balendukht,Q2880758,6000000013682176389,Hormozd,1,1,both sides record ONE child,agree,,3,,
6000000043123729445,Gösta Wilhelm Justus Osterman,Q139694512,6000000022526418354,Justus Wilhelm Osterman,1,1,both sides record ONE child,agree,within 10y,3,,
6000000045957372870,Piers Legh MP,Q76356943,6000000044020888210,Margaret Hyde,1,1,both sides record ONE child,agree,,3,,
6000000046855883182,Alberto della Scala Piccardo,Q11904782,6000000019763858971,Federico della Scala Bocca,1,1,both sides record ONE child,agree,,3,,
6000000046898012029,John Puleston,Q116054425,6000000006350299081,Roger Puleston,1,1,both sides record ONE child,agree,,3,,
6000000047108172981,Devlet Berdi,Q20005373,6000000009091171352,Tash-Timur bin Cansı,2,2,BOTH sides record more,agree,,3,,
6000000049154912956,Lisa Bonifacius,Q136010156,6000000049155013867,Lisa von Schönecken,1,1,both sides record ONE child,agree,,3,,
6000000049211600943,Margareta von Nesselrode,Q110556995,6000000008060683804,Katharina von Gemen,3,3,BOTH sides record more,agree,,3,,
6000000049944056107,Yuko,Q11549169,6000000049859200948,Private,2,2,BOTH sides record more,agree,,3,,
6000000050582116932,,Q3292369,6000000008024173634,,3,3,BOTH sides record more,agree,,3,,
6000000050717250833,François de Foix de Candale,Q2841078,6000000015153815312,Isabel d'Albret,3,3,BOTH sides record more,agree,,3,,
6000000053444656831,Robert Buchanan of Leny,Q76083799,6000000053443850208,Marian Graham,1,1,both sides record ONE child,agree,,3,,
6000000054034257077,,Q95113681,6000000054033813593,,1,1,both sides record ONE child,agree,,3,,
6000000054034274068,,Q11622087,6000000054033715332,,2,2,BOTH sides record more,agree,within 10y,3,,
6000000054088068649,,Q11573207,6000000023724733218,,2,2,BOTH sides record more,agree,within 10y,3,,
6000000054117456856,,Q10916600,6000000023810032312,,2,2,BOTH sides record more,agree,within 10y,3,,
6000000055833944006,,Q45587679,6000000055770320852,,1,1,both sides record ONE child,agree,,3,,
6000000057265022879,,Q10367447,6000000057265068869,,2,2,BOTH sides record more,agree,,3,,
6000000058221151906,Reynold de Lucy,Q75238222,6000000006101128388,Thomas de Lucy,3,3,BOTH sides record more,agree,,3,,
6000000058712353907,"Owain Goch ap Hywel Grach of the Black Hall, Llangynyw",Q116147719,6000000058547827856,Hywel Grach ab Owain Cyfeiliog,1,1,both sides record ONE child,agree,,3,,
6000000059158292890,Hoël de Nantes,Q4500639,6000000003649784924,"Hoël I ""Le Bâtard"" de Nantes",2,2,BOTH sides record more,agree,,3,,
6000000060145941956,Nicholas St Maur,Q76100287,6000000000628757714,Nicholas St Maur Kt.,2,2,BOTH sides record more,agree,,3,,
6000000060478218961,,Q108806152,6000000023420893050,,2,2,BOTH sides record more,agree,,3,,
6000000060991079133,"Onela ""Áli"" {Legendary}",Q2293179,6000000003396994659,"Egil ""Vendikraka"" Aunsson of Uppsala",2,2,BOTH sides record more,agree,,3,,
6000000062135420893,Jean Johnstone,Q75263571,6000000000067027037,James Johnstone of Johnstone younger,2,2,BOTH sides record more,agree,,3,,
6000000062338120821,,Q15061773,6000000062337799894,,1,1,both sides record ONE child,agree,,3,,
6000000063617609821,"Khalil Xalil Halil Chalilis, Kazanės chanas",Q1991837,6000000063616775821,Mahmud of Kazan,2,2,BOTH sides record more,agree,,3,,
6000000064676651399,Thomas Pauncefote,Q76125448,6000000002182014119,Thomas Pauncefote,2,2,BOTH sides record more,agree,,3,,
6000000067572379821,Richard de Beauchamp,Q75400577,6000000067601256839,John de Beauchamp of Holt,1,1,both sides record ONE child,agree,,3,,
6000000071030065080,Private,Q76114459,6000000011836689547,Private,1,1,both sides record ONE child,agree,,3,,
6000000073365952062,Virginia Kassandra Widmannstetter,Q131731290,6000000041697316916,Anna von Leonsberg,1,1,both sides record ONE child,agree,,3,,
6000000073844841324,Jean de Challant seigneur de Challant et de Montjovet,Q15973770,6000000017445747084,Ebal I of Challant the Great,2,2,BOTH sides record more,agree,,3,,
6000000074354780858,,Q65816616,6000000074354487029,,1,1,both sides record ONE child,agree,within 10y,3,,
6000000074370827950,,Q65816796,6000000074371039844,,1,1,both sides record ONE child,agree,within 10y,3,,
6000000074750788964,,Q15954845,6000000021304587145,,16,3,BOTH sides record more,agree,,3,,
6000000075328629156,,Q45669811,6000000075329293834,,1,1,both sides record ONE child,agree,,3,,
6000000075328948874,,Q45665841,6000000052114785232,,1,1,both sides record ONE child,agree,,3,,
6000000075333388409,,Q65803935,6000000075332900477,,1,1,both sides record ONE child,agree,within 10y,3,,
6000000075343448386,,Q45654197,6000000075344040117,,1,1,both sides record ONE child,agree,,3,,
6000000075344310154,,Q45555572,6000000075344388104,,1,1,both sides record ONE child,agree,,3,,
6000000075344439001,,Q45491670,6000000075343999187,,1,1,both sides record ONE child,agree,,3,,
6000000075344444829,,Q45653993,6000000075343863128,,1,1,both sides record ONE child,agree,,3,,
6000000075344818181,,Q45619267,6000000075345697850,,1,1,both sides record ONE child,agree,,3,,
6000000075344964056,,Q45567821,6000000075345543858,,2,2,BOTH sides record more,agree,within 10y,3,,
6000000075345140916,,Q45612789,6000000075345256821,,1,1,both sides record ONE child,agree,,3,,
6000000075345366075,,Q18908359,6000000075345714942,,2,2,BOTH sides record more,agree,,3,,
6000000075345775956,,Q45557416,6000000075345957858,,1,1,both sides record ONE child,agree,,3,,
6000000075345809912,,Q45552647,6000000075345503043,,1,1,both sides record ONE child,agree,,3,,
6000000075345937839,,Q45552459,6000000075345797920,,2,2,BOTH sides record more,agree,,3,,
6000000075372858824,,Q45474274,6000000075372348904,,2,2,BOTH sides record more,agree,,3,,
6000000075377483821,,Q45661933,6000000075377456822,,1,1,both sides record ONE child,agree,,3,,
6000000075380234822,,Q45489115,6000000075380104821,,2,2,BOTH sides record more,agree,,3,,
6000000075398772903,,Q45510635,6000000075398561049,,1,1,both sides record ONE child,agree,,3,,
6000000075398798347,,Q45439811,6000000075399612828,,2,2,BOTH sides record more,agree,,3,,
6000000075398847336,,Q45580600,6000000075399571839,,1,1,both sides record ONE child,agree,,3,,
6000000075398898882,,Q11622019,6000000138352497855,,2,2,BOTH sides record more,agree,within 10y,3,,
6000000075399392948,,Q45440500,6000000075399303982,,2,2,BOTH sides record more,agree,,3,,
6000000075402371847,,Q45629834,6000000075401888040,,1,1,both sides record ONE child,agree,,3,,
6000000075402582842,,Q45663761,6000000075402149965,,1,1,both sides record ONE child,agree,,3,,
6000000075403029050,,Q45548407,6000000075403279967,,1,1,both sides record ONE child,agree,,3,,
6000000075403607893,,Q45542684,6000000075403463945,,2,2,BOTH sides record more,agree,,3,,
6000000075403686862,,Q45543628,6000000075403619871,,2,2,BOTH sides record more,agree,,3,,
6000000075469424821,Francesco del Balzo,Q76165733,6000000075467570821,Vincenzo del Balzo,2,3,BOTH sides record more,agree,within 10y,3,,
6000000076100048883,,Q134932945,6000000076097382869,Vasili Konstantinovich Rurikid,2,2,BOTH sides record more,agree,,3,,
6000000076902416572,,Q11622039,6000000086484376871,,2,2,BOTH sides record more,agree,within 10y,3,,
6000000078314048005,Vincenzo Acciaioli,Q110423409,6000000078313395633,Carlo Acciaioli senatore e commendatore,1,1,both sides record ONE child,agree,,3,,
6000000078364161615,Aeddan ap Cyngen,Q116110884,6000000078364927967,Cyngen ab Elisedd,1,1,both sides record ONE child,agree,,3,,
6000000080611763873,"Burkhard VIII, Burggraf von Magdeburg",Q110613410,6000000003827953150,Gisela,1,1,both sides record ONE child,agree,,3,,
6000000081754948100,Fresco d'Este signore di Ferrara,Q17453190,6000000019772537200,Azzo VIII d'Este,1,1,both sides record ONE child,agree,within 10y,3,,
6000000082010478335,Jean de Combourcier Marquis du Terrail,Q110586846,6000000082010884994,Charlotte de La Rochefoucauld,1,1,both sides record ONE child,agree,,3,,
6000000082549474821,Cassandra Pallavicino,Q113883207,6000000015320104500,Elisabetta Sforza signora di Saliceto,3,2,BOTH sides record more,agree,,3,,
6000000083159438916,,Q75369273,6000000083156075524,Maria Maddalena Guicciardini,4,4,BOTH sides record more,agree,,3,,
6000000083330847306,"William III ""the child"" count of Burgundy",Q2065832,6000000083330968834,"William II ""the German"" count of Burgundy",1,1,both sides record ONE child,agree,within 10y,3,,
6000000083767284075,,Q19909913,6000000083767246099,,2,2,BOTH sides record more,agree,,3,,
6000000084147913234,,Q102367259,6000000003827542426,Vasily Vsevolodich Rurikid,2,2,BOTH sides record more,agree,,3,,
6000000085667947132,Girolamo Sanvitale Sanseverino marchese di Colorno,Q52419293,6000000085668320910,Giberto IV Sanvitale 4°conte di Sala,2,2,BOTH sides record more,agree,within 10y,3,,
6000000089350097823,Private,Q9655464,6000000058944405883,Private,2,2,BOTH sides record more,agree,,3,,
6000000089480924890,"Gherardo della Gherardesca ""Gaddo"" conte di Donoratico",Q64085711,6000000089481846866,Bonifazio della Gherardesca,1,1,both sides record ONE child,agree,,3,,
6000000111123079900,Hans von Wobeser,Q110151997,6000000084788360822,Dorothea von Rantzau,1,1,both sides record ONE child,agree,,3,,
6000000117179930821,,Q45640723,6000000117179402868,,2,2,BOTH sides record more,agree,,3,,
6000000120312918840,Guillemette de Thomassin,Q108603147,6000000120312343905,Louise de Bourbon Busset,1,1,both sides record ONE child,agree,,3,,
6000000121114744234,Tesco del Balzo,Q76224873,6000000002188644090,Bianchino del Balzo,1,1,both sides record ONE child,agree,,3,,
6000000121404337831,Anna Maria von Salm-Neuburg,Q135395587,6000000015271608295,Julius I von Salm,2,2,BOTH sides record more,agree,within 10y,3,,
6000000126654451825,Alessandro Grimaldi 121° Doge di Genova,Q117459060,6000000015367385720,Aurelia Lomellini,2,2,BOTH sides record more,agree,,3,,
6000000129826387824,,Q26197403,6000000129826584821,,1,1,both sides record ONE child,agree,,3,,
6000000137102096179,Íñigo Jiménez,Q1230043,6000000039184609023,Jimeno Garcés,2,2,BOTH sides record more,agree,,3,,
6000000138312292844,,Q45574521,6000000138312171867,,1,1,both sides record ONE child,agree,,3,,
6000000142096790998,Isabelle de Forez,Q117214940,6000000002576598559,Guy Guigues VI de Forez Comte de Forez,2,2,BOTH sides record more,agree,,3,,
6000000146283429298,,Q45420615,6000000115658405996,,2,2,BOTH sides record more,agree,,3,,
6000000146659363822,,Q65802743,6000000007915819416,,1,1,both sides record ONE child,agree,within 10y,3,,
6000000147651310841,,Q45658768,6000000147510013823,,2,2,BOTH sides record more,agree,,3,,
6000000164949577018,Christoph von Plettenberg Herr zu Lenhausen und Stockum,Q105236190,6000000164949762979,"Heinrich VIII. von Plettenberg zu Lenhausen Lord of Lenhausen, Engstfeld and Stockum",1,1,both sides record ONE child,agree,21y apart,3,,
6000000168190882929,Maredudd ap Thomas,Q130358771,6000000000307274169,Tomas ap Llewelyn Lord of Is Coed,3,3,BOTH sides record more,agree,,3,,
6000000174065361911,Asdrubale de' Medici,Q3624927,6000000007843191948,Ippolito de' Medici arcivescovo di Avignone,1,1,both sides record ONE child,agree,,3,,
6000000176758169821,,Q45520543,6000000176757752872,,2,2,BOTH sides record more,agree,,3,,
6000000178262444824,,Q16603314,6000000003175634292,,3,3,BOTH sides record more,agree,,3,,
6000000179144540822,Emmanuel Anne Marie Joseph de Lévis-Mirepoix 14 ème de Robech,Q28494784,6000000037559217063,Guy Emmanuel Ghislain Louis Marie de Lévis-Mirepoix,1,1,both sides record ONE child,agree,within 10y,3,,
6000000186305907949,Bunseo,Q497533,6000000186305925920,Chaekgye,1,1,both sides record ONE child,agree,,3,,
6000000193488523948,Kiichirō Hatoyama,Q4477085,6000000193486992859,Yukio Hatoyama,1,1,both sides record ONE child,agree,within 10y,3,,
6000000194604920865,Adelheid von Teck,Q140664482,6000000194605028827,Luitgard von Burgau,1,1,both sides record ONE child,agree,,3,,
6000000200214662850,Godefroi Count of Durbuy,Q25349768,6000000150857665833,Heinrich I von Durbuy la Roche,1,1,both sides record ONE child,agree,,3,,
6000000204085518825,Private,Q76374259,6000000204085542830,Oderisio de' Sangro,1,1,both sides record ONE child,agree,,3,,
6000000217232907825,Jiří of Luxembourg,Q12025340,6000000217231659840,Prokop of Luxembourg,1,1,both sides record ONE child,agree,,3,,
6000000217708782829,Philipp Wolfgang Von Fleckenstein,Q61139828,6000000217708770880,Anna Sibylle von Hanau-Lichtenberg,1,1,both sides record ONE child,agree,11y apart,3,,
6000000219756930821,Bernard III,Q57141842,6000000004533664148,Nobila de Lodève,2,2,BOTH sides record more,agree,,3,,
6000000219817829824,Philips von Daun zu Oberstein und Falkenstein I.,Q65224274,6000000003827158561,Irmgard Isengard von Bolanden-Falkenstein,1,1,both sides record ONE child,agree,,3,,
6000000221700019826,Private,Q75380157,6000000221699849853,Wolfgang-Benjamin Bryon Oswald Maria von Dürfeld,1,1,both sides record ONE child,agree,,3,,
6000000224367938900,Augusta Morrone Mozzi,Q111739593,6000000224367865846,Giulia Buonaccorsi,1,1,both sides record ONE child,agree,within 10y,3,,
6000000224895749869,"Jean I, de Flandre, Heer van Praet en van der Woestijne",Q116130558,6000000224895684878,Marie (Isabelle?) van Gistel Vrouw van Zwevegem,1,1,both sides record ONE child,agree,,3,,
6000000227137606873,Aline de Montesquiou-Fezansac,Q131562371,6000000011536432891,Eugene Rodrigue Charles de Montesquiou-Fézensac,2,2,BOTH sides record more,agree,within 10y,3,,
6000000227350551882,Tadamitsu Tanba,Q135524794,6000000227350539869,Shigemitsu Tanba,1,1,both sides record ONE child,agree,,3,,
335847828470013445,,Q45485890,335848458130005369,,1,1,both sides record ONE child,agree,,4,,
4179621947050073407,Garcia Ximenez de Pampelune,Q27728088,6000000014007214284,N.N. Garcia de Pamplona,2,2,BOTH sides record more,agree,,4,,
4616402774320089253,Fatima Al-Adawi,Q5437877,6000000008771804449,Hantama Al-Makhzumi,2,2,BOTH sides record more,agree,,4,,
4659985,Cináed 'An Donn' Mac Duibh III,Q221229,6000000000202034309,Dubh mac Máel Coluim King of Scots,1,1,both sides record ONE child,agree,,4,,
5130684242300056027,Tvrtko II Kotromanić,Q965696,5130595775550035304,Dorothea Shishman of Bulgaria,1,1,both sides record ONE child,agree,,4,,
6000000000083894714,Margery Bulkeley,Q100901145,6000000001588394125,Richard Bulkeley,2,2,BOTH sides record more,agree,,4,,
6000000000172382223,Chatard de Thiers Vicomte de Thiers,Q110508875,6000000000172382230,Guy de Thiers VII,1,1,both sides record ONE child,agree,15y apart,4,,
6000000000232592745,John Turville,Q76251257,6000000000232592797,Elizabeth Fulleshurst,1,1,both sides record ONE child,agree,,4,,
6000000000260238758,alMunzir Al Amawi,Q284775,6000000000260197937,Muhammad I de Córdoba,2,2,BOTH sides record more,agree,within 10y,4,,
6000000000337150166,Anna Komnene Doukaina,Q113374101,6000000008580637358,Alexios Komnenos,1,1,both sides record ONE child,agree,within 10y,4,,
6000000000437180092,Hartwig Pfalzgrave Of Bavaria III,Q657223,6000000001531202644,Hartwig Pfalzgrave IV,2,2,BOTH sides record more,agree,within 10y,4,,
6000000000641009896,Guillaume I de Provence Comte d'Avignon,Q20002783,6000000012506175344,Rotbald,2,2,BOTH sides record more,agree,,4,,
6000000000642083600,John Auchinleck Laird of Auchinleck,Q75389930,6000000000642062325,James Auchinleck of that ilk,2,2,BOTH sides record more,agree,,4,,
6000000000656073250,Cecilia Engelbrektsdotter Björnram,Q104550194,6000000002071488964,Margareta Tuvesdotter,3,3,BOTH sides record more,agree,,4,,
6000000000675902857,Juana de Castro y Ponce de León G18,Q429905,6000000001500847472,Isabel Ponce de León,2,2,BOTH sides record more,agree,,4,,
6000000000792381394,Margred Puleston,Q104038602,6000000055300248864,Angharad Hanmer,2,2,BOTH sides record more,agree,,4,,
6000000000796820752,Giles Beauchamp Kt.,Q75400542,6000000030226424015,Alice de Tosny,3,2,BOTH sides record more,agree,,4,,
6000000000954217421,"Gabriele Buonaparte ""di Sarzana""",Q89913682,6000000000954088839,"Francesco Buonaparte ""Il Mauro-Il Moro""",1,1,both sides record ONE child,agree,,4,,
6000000001127302498,Æthelmaer,Q7486612,6000000002936957256,Æthelweard,1,1,both sides record ONE child,agree,,4,,
6000000001275560422,Blanche de Ventadour,Q102227225,6000000001275554325,Catherine de Beaufort,1,1,both sides record ONE child,agree,,4,,
6000000001299405427,John X. Draycott Jr.,Q104472318,6000000001299400433,Joan Stafford,1,1,both sides record ONE child,agree,20y apart,4,,
6000000001307640646,Trotte Karlsson (Eka),Q6215764,6000000012304614798,Karl Magnusson (Eka),2,2,BOTH sides record more,agree,,4,,
6000000001354634669,"Geoffrey II de Saye 1st Lord of West Greenwich, Magna Carta Surety",Q75791657,6000000003243522969,William de Saye II,2,2,BOTH sides record more,agree,within 10y,4,,
6000000001481324754,"William Leycester of Nether-Tabley, Esq., Justice of the Peace of Bucklow-hundred",Q130335958,6000000009696851891,John Leycester,1,1,both sides record ONE child,agree,,4,,
6000000001751670163,,Q4489959,6000000001751536197,,2,2,BOTH sides record more,agree,within 10y,4,,
6000000001835826107,John de Marmion 1st Baron Marmion,Q75290466,6000000000796888221,Lorette de Dover Baroness Marmion of Winteringham,1,1,both sides record ONE child,agree,17y apart,4,,
6000000002116079697,Alexander Hamilton of Innerwick,Q76364928,6000000002116079722,Margaret Home,1,1,both sides record ONE child,agree,,4,,
6000000002116112491,John Sutherland 9th Earl of Sutherland,Q6265595,6000000003615703114,N.N.,2,2,BOTH sides record more,agree,,4,,
6000000002116129513,Alexander Seton 2nd of Touch,Q75759779,6000000002116145230,Elizabeth Erskine,1,1,both sides record ONE child,agree,,4,,
6000000002187564181,Count Eberhard II of Grüningen-Landau,Q110260509,6000000002187881259,Eberhard vpn Grüningen,1,1,both sides record ONE child,agree,,4,,
6000000002187588833,Gisela d'Alsace,Q22328254,6000000006124028786,Hadwide de Namur,4,4,BOTH sides record more,agree,,4,,
6000000002187721879,Adelheid Diessen,Q110571159,6000000003827274145,Berthold III von Andechs Graf von Andechs,2,2,BOTH sides record more,agree,,4,,
6000000002187826290,Wilhelm von Gleiberg,Q61140000,6000000003827599673,William of Luxembourg,3,3,BOTH sides record more,agree,,4,,
6000000002187845813,Agnes de Bourgogne Grafin d'Auxonne,Q112647556,6000000004533233446,Étienne II de Bourgogne,2,2,BOTH sides record more,agree,,4,,
6000000002187896712,Euphemia Leslie Countess of Ross,Q5410331,6000000002188040311,Alexander Leslie Earl of Ross,1,1,both sides record ONE child,agree,within 10y,4,,
6000000002187942753,Mathieu de Béthune Seigneur de Locres et de Hebuternes,Q115634056,6000000003827795067,Marie De Roye De La Ferte dame de la Ferté,2,2,BOTH sides record more,agree,,4,,
6000000002188043905,Isabella of Menteith Countess of Menteith,Q4198269,6000000009898380951,Muireadach ll Menteith 3rd Earl of Menteith,2,2,BOTH sides record more,agree,17y apart,4,,
6000000002188118096,Kuno von Rott,Q20180550,6000000009110468637,Kuno von Rott Pilgrimiden I Graf von Rott Pfalzgraf von Bayern,2,2,BOTH sides record more,agree,,4,,
6000000002188271144,Humbert IV de Salins,Q2362793,6000000002188179809,Humbert III de Salins le Renforcé,2,2,BOTH sides record more,agree,,4,,
6000000002188383297,Count William II of Auvergne,Q3120203,6000000003827599451,Robert d'Auvergne dauphin d'Auvergne,1,1,both sides record ONE child,agree,,4,,
6000000002188556893,Jeanne of Armagnac,Q21112818,6000000002576762562,Bernat VI d'Armanhac comte d'Armanhac,3,4,BOTH sides record more,agree,,4,,
6000000002188559771,Elisabeth von Tirol,Q25497103,6000000003827467740,Albert III (Adalbert IV) von Tirol,2,2,BOTH sides record more,agree,,4,,
6000000002188572180,Jeanne de Dreux,Q2657821,6000000003827795454,Péronelle de Sully,1,1,both sides record ONE child,agree,,4,,
6000000002204170256,,Q110656065,6000000001752001394,,2,2,BOTH sides record more,agree,,4,,
6000000002241507972,,Q108900703,6000000002231464762,,2,2,BOTH sides record more,agree,,4,,
