qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q668622,Q101352,Walzel,Walzel,,,,,,,Walzel,Walzel,Walzel,Walzel,Walzel,Walzel,Walzel,Walzel,Walzel,Walzel,Walzel
Q676574,Q12308941,Csobán,Csobán,,,,,,,Csobán,Csobán,Csobán,Csobán,Csobán,Csobán,Csobán,Csobán,Csobán,Csobán,Csobán
Q693486,Q12308941,Arnfried,Arnfried,,,,,,,Arnfried,Arnfried,Arnfried,Arnfried,Arnfried,Arnfried,Arnfried,Arnfried,Arnfried,Arnfried,Arnfried
Q695486,Q12308941,,Amir,アミル,阿米尔,,أمير,אמיר,Амир,Amir,Amir,,,Amir,,,,,,
Q699742,Q101352,유,Yoo,ユ,유,유,يو,יו,Ю,Yu,Yu,Yu,Yoo,Yoo,Yoo,,,Yoo,,
Q759038,Q11879590,Audronė,Audronė,,,,,,,Audronė,Audronė,Audronė,Audronė,Audronė,Audronė,Audronė,Audronė,Audronė,Audronė,Audronė
Q771150,Q12308941,Auke,Auke,,,,,,Ауке,Auke,Auke,Auke,Auke,Auke,Auke,Auke,Auke,Auke,Auke,Auke
Q771278,Q11879590,Auksė,Auksė,,,,,,,Auksė,Auksė,Auksė,Auksė,Auksė,Auksė,Auksė,Auksė,Auksė,Auksė,Auksė
Q772526,Q12308941,,Necmettin,ネジメッティン,内吉梅丁,,نجم الدين,נג'מטין,,Necmettin,Necmettin,Necmettin,Necmettin,Necmettin,Necmettin,Necmettin,Necmettin,Necmettin,Necmettin,Necmettin
Q783934,Q11879590,Miranda,Miranda,ミランダ,米兰达,,ميراندا,מירנדה,Миранда,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda,Miranda
Q786478,Q12308941,Luboš,Luboš,,卢博什,루보시,لوبوش,לובוש,,Luboš,Luboš,Luboš,Luboš,Luboš,Luboš,Luboš,Luboš,,Luboš,
Q786894,Q12308941,Azár,Azár,,,,,,,Azár,Azár,,,,,,,,,
Q790334,Q101352,Avedon,Avedon,,,,افيدون,,,Avedon,Avedon,Avedon,Avedon,Avedon,Avedon,Avedon,Avedon,Avedon,Avedon,Avedon
Q790638,Q101352,,Avery,エイヴリー,艾弗里,,أفيري,,Эвери,Avery,Avery,Avery,Avery,Avery,Avery,Avery,Avery,,Avery,
Q791838,Q12308941,Bedő,Bedő,,,,,,,Bedő,,,,,,,,,,
Q792862,Q3409032,,Aydan,,艾丹,,آيدان,,,Aydan,Aydan,Aydan,Aydan,Aydan,Aydan,Aydan,Aydan,Aydan,Aydan,Aydan
Q793790,Q11879590,Bertilla,Bertilla,,,,,,,Bertilla,Bertilla,Bertilla,Bertilla,Bertilla,Bertilla,Bertilla,Bertilla,Bertilla,Bertilla,Bertilla
Q794526,Q101352,,Açıkgöz,,阿奇高兹,,,,,Açıkgöz,Açıkgöz,Açıkgöz,Açıkgöz,Açıkgöz,Açıkgöz,Açıkgöz,Açıkgöz,Açıkgöz,Açıkgöz,Açıkgöz
Q804126,Q101352,,Bajc,,,,,,,Bajc,Bajc,Bajc,Bajc,Bajc,Bajc,Bajc,Bajc,Bajc,Bajc,Bajc
Q804910,Q101352,Balestrieri,Balestrieri,,巴勒斯特里里,,,,,Balestrieri,Balestrieri,Balestrieri,Balestrieri,Balestrieri,Balestrieri,Balestrieri,Balestrieri,Balestrieri,Balestrieri,Balestrieri
Q811038,Q101352,Batty,Batty,バティ,,,باتي,,Бэтти,Batty,Batty,Batty,Batty,Batty,Batty,Batty,Batty,Batty,Batty,Batty
Q811054,Q101352,Батурин,Baturin,バトゥーリン,,,باتورين,,Батурин,Baturin,Baturin,Baturin,Baturin,Baturin,Baturin,Baturin,Baturin,Baturin,Baturin,Baturin
Q811486,Q101352,Baum,Baum,バウム,鲍姆,,باوم,באום,Баум,Baum,Baum,Baum,Baum,Baum,Baum,Baum,Baum,Baum,Baum,Baum
Q812126,Q101352,Bayer,Bayer,バイエル,贝尔,,باير,באייר,Байер,Bayer,Bayer,Bayer,Bayer,Bayer,Bayer,Bayer,Bayer,Bayer,Bayer,Bayer
Q813422,Q101352,Beaumont,Beaumont,ボーモント,博蒙特,,بومونت,,Бомонт,Beaumont,Beaumont,Beaumont,Beaumont,Beaumont,Beaumont,Beaumont,Beaumont,Beaumont,Beaumont,Beaumont
Q815022,Q12308941,Bekir,Bekir,,贝基尔,,بكر,,Бекир,Bekir,Bekir,Bekir,Bekir,Bekir,Bekir,Bekir,Bekir,Bekir,Bekir,Bekir
Q815438,Q101352,Belfrage,Belfrage,,,,بلفراج,,,Belfrage,Belfrage,Belfrage,Belfrage,Belfrage,Belfrage,Belfrage,Belfrage,Belfrage,Belfrage,Belfrage
Q817086,Q12308941,Benedykt,Benedykt,ベネディクト,贝内迪克,,,,Бенедикт,Benedykt,Benedykt,Benedykt,Benedykt,Benedykt,Benedykt,Benedykt,Benedykt,Benedykt,Benedykt,Benedykt
Q820270,Q101352,Bergsten,Bergsten,,贝里斯滕,,بيرغستن,,,Bergsten,Bergsten,Bergsten,Bergsten,Bergsten,Bergsten,Bergsten,Bergsten,Bergsten,Bergsten,Bergsten
Q821902,Q101352,,Berlinghieri,,贝林吉耶里,,,ברלינגיירי,Берлингьери,Berlinghieri,Berlinghieri,Berlinghieri,Berlinghieri,Berlinghieri,Berlinghieri,Berlinghieri,Berlinghieri,Berlinghieri,Berlinghieri,Berlinghieri
Q826686,Q12308941,Bernold,Bernold,ベルノルド,,,,ברנולד,,Bernold,Bernold,Bernold,Bernold,Bernold,Bernold,Bernold,Bernold,Bernold,Bernold,Bernold
Q830350,Q12308941,Ivan,Ivan,イヴァン,伊万,이반,إيفان,איוואן,Иван,Ivan,Ivan,Ivan,Ivan,Ivan,Ivan,Ivan,Ivan,Ivan,Ivan,Ivan
Q832942,Q101352,Bodnar,Bodnar,ボドナル,,,بودنار,,Боднар,Bodnar,Bodnar,Bodnar,Bodnar,Bodnar,Bodnar,Bodnar,Bodnar,Bodnar,Bodnar,Bodnar
Q834702,Q11879590,,,,,,,,,,,,,,,,,,,
Q835358,Q12308941,Bors,Bors,,,,,,,,,,,,,,,,,
Q843838,Q11879590,Polina,Polina,ポリーナ,波林娜,폴리나,,פולינה,Полина,Polina,Polina,Polina,Polina,Polina,Polina,Polina,Polina,Polina,Polina,Polina
Q847566,Q12308941,Wolfram,Wolfram,ウォルフラム,沃尔弗拉姆,,وولفرام,וולפרם,Вольфрам,Wolfram,Wolfram,Wolfram,Wolfram,Wolfram,Wolfram,Wolfram,Wolfram,Wolfram,Wolfram,Wolfram
Q852558,Q101352,Bács,Bács,,巴奇,,,,,Bács,Bács,Bács,Bács,Bács,Bács,Bács,Bács,Bács,Bács,Bács
Q853054,Q12308941,Bánk,Bánk,,,,,,,,Bánk,,,,Bánk,,,,,
Q857854,Q11879590,Hulda,Hulda,,,,,חולדה,,Hulda,Hulda,Hulda,Hulda,Hulda,Hulda,Hulda,Hulda,Hulda,Hulda,Hulda
Q863870,Q12308941,Binjamin,Binjamin,ビンヤミン,,,,בנג'מין,Биньямин,Binjamin,Binjamin,Binjamin,Binjamin,Binjamin,Binjamin,Binjamin,Binjamin,Binjamin,Binjamin,Binjamin
Q865198,Q11879590,Birgit,Birgit,ビルギット,比尔吉特,,بيرجيت,בירגיט,Биргит,Birgit,Birgit,Birgit,Birgit,Birgit,Birgit,Birgit,Birgit,,Birgit,
Q865822,Q101352,,Birol,,比罗尔,,,,,Birol,Birol,Birol,Birol,Birol,Birol,Birol,Birol,Birol,Birol,Birol
Q879134,Q101352,Bitzer,Bitzer,,,,,,,Bitzer,Bitzer,Bitzer,Bitzer,Bitzer,Bitzer,Bitzer,Bitzer,Bitzer,Bitzer,Bitzer
Q883342,Q101352,Blecher,Blecher,,,,,,Блехер,Blecher,Blecher,Blecher,Blecher,Blecher,Blecher,Blecher,Blecher,Blecher,Blecher,Blecher
Q883870,Q101352,Bleser,Bleser,,,,بلسر,,,Bleser,Bleser,Bleser,Bleser,Bleser,Bleser,Bleser,Bleser,Bleser,Bleser,Bleser
Q884974,Q101352,Blomstrand,Blomstrand,,布隆斯特兰德,,بلومستراند,,,Blomstrand,Blomstrand,Blomstrand,Blomstrand,Blomstrand,Blomstrand,Blomstrand,Blomstrand,Blomstrand,Blomstrand,Blomstrand
Q890686,Q12308941,Bogomil,Bogomil,,,,,,,Bogomil,Bogomil,,,,,,,,,
Q901374,Q11879590,,,,,,,,,,,,,,,,,,,
Q908318,Q11879590,Dominika,Dominika,ドミニカ,多米尼卡,,,,Доминика,Dominika,Dominika,Dominika,Dominika,Dominika,Dominika,Dominika,Dominika,Dominika,Dominika,Dominika
Q909102,Q12308941,Dormán,,,,,,,,,,,,,,,,,,
Q917502,Q101352,Brinkmann,Brinkmann,,布林克曼,,برينكمان,,Бринкманн,Brinkmann,Brinkmann,Brinkmann,Brinkmann,Brinkmann,Brinkmann,Brinkmann,Brinkmann,Brinkmann,Brinkmann,Brinkmann
Q919822,Q101352,Hyde-White,Hyde-White,,,,,,,Hyde-White,Hyde-White,Hyde-White,Hyde-White,Hyde-White,Hyde-White,Hyde-White,Hyde-White,Hyde-White,Hyde-White,Hyde-White
Q923342,Q101352,Cruz,Cruz,クルス,克鲁斯/克鲁兹,,كروز,קרוז,Круз / Круш,Cruz,Cruz,Cruz,Cruz,Cruz,Cruz,Cruz,Cruz,,Cruz,
Q924782,Q12308941,Attila,Attila,アティッラ,,,أتيلا,אטילה,Аттила,Attila,Attila,Attila,Attila,Attila,Attila,Attila,Attila,Attila,Attila,Attila
Q925678,Q11879590,Anita,Anita,アニタ,安妮塔,,أنيتا,אניטה,Анита,Anita,Anita,Anita,Anita,Anita,Anita,Anita,Anita,Anita,Anita,Anita
Q927342,Q12308941,Bronis,Bronis,ブロニス,,,,,,Bronis,Bronis,Bronis,Bronis,Bronis,Bronis,Bronis,Bronis,Bronis,Bronis,Bronis
Q933726,Q12308941,Roman,Roman,ロマン,罗曼,,رومان,רומן,Роман,Roman,Roman,Roman,Roman,Roman,Roman,Roman,Roman,Roman,Roman,Roman
Q946782,Q101352,Fortin,Fortin,フォーティン,福尔廷,,فورتين,פורטן,Фортин,Fortin,Fortin,Fortin,Fortin,Fortin,Fortin,Fortin,Fortin,Fortin,Fortin,Fortin
Q951694,Q11879590,Vanessa,Vanessa,ヴァネッサ,瓦妮莎,바네사,فانيسا,ונסה,Ванесса,Vanessa,Vanessa,Vanessa,Vanessa,Vanessa,Vanessa,Vanessa,Vanessa,Vanessa,Vanessa,Vanessa
Q957630,Q11879590,Coralie,Coralie,コラリー,科拉莉,,,קוראלי,Корали,Coralie,Coralie,Coralie,Coralie,Coralie,Coralie,Coralie,Coralie,Coralie,Coralie,Coralie
Q966830,Q12308941,Roel,Roel,,罗埃尔,,,,Рул,Roel,Roel,Roel,Roel,Roel,Roel,Roel,Roel,Roel,Roel,Roel
Q971710,Q11879590,Helene,Helene,ヘレナ,,,هيلين,הלנה,Хелена / Хелене / Хелен,Helene,Helene,Helene,Helene,Helene,Helene,Helene,Helene,Helene,Helene,Helene
Q976782,Q11879590,Theodolinde,Theodolinde,テオドランド,,,,,,Theodolinde,Theodolinde,Theodolinde,Theodolinde,Theodolinde,Theodolinde,Theodolinde,Theodolinde,Theodolinde,Theodolinde,Theodolinde
Q979742,Q12308941,Ardalion,Ardalion,,,,,,Ардалион,Ardalion,Ardalion,Ardalion,Ardalion,Ardalion,Ardalion,Ardalion,Ardalion,Ardalion,Ardalion,Ardalion
Q981390,Q101352,,Gingold,ギンゴールド,,,,גינגולד,Гингольд,Gingold,Gingold,Gingold,Gingold,Gingold,Gingold,Gingold,Gingold,Gingold,Gingold,Gingold
Q986830,Q101352,,Saikia,,,,,,,,,,,,,,,,,
Q987726,Q11879590,Edvarda,Edvarda,,,,,,,Edvarda,Edvarda,Edvarda,Edvarda,Edvarda,Edvarda,Edvarda,Edvarda,Edvarda,Edvarda,Edvarda
Q987902,Q12308941,Egon,Egon,エゴン,,,إيغون,אגון,Эгон,Egon,Egon,Egon,Egon,Egon,Egon,Egon,Egon,Egon,Egon,Egon
Q988798,Q12308941,Elemér,Elemér,エレメール,埃莱梅尔,,إليمر,אלמר,Элемер,Elemér,Elemér,Elemér,Elemér,Elemér,Elemér,Elemér,Elemér,Elemér,Elemér,Elemér
Q989294,Q11879590,Emese,Emese,,艾米斯,,,,,Emese,Emese,Emese,Emese,Emese,Emese,Emese,Emese,Emese,Emese,Emese
Q991038,Q11879590,Ervina,Ervina,,,,,,,Ervina,Ervina,Ervina,Ervina,,Ervina,Ervina,Ervina,Ervina,Ervina,Ervina
Q991166,Q12308941,Erős,Erős,,,,,,,Erős,,,,,,,,,,
Q998894,Q11879590,,Feliciána,,,,,,,Feliciána,,,,,,,,,,
Q999374,Q12308941,Sotirios,Sotirios,,,,,,Сотириос,Sotirios,Sotirios,Sotirios,Sotirios,Sōtīrīs,Sotirios,Sotirios,Sotirios,Sotirios,Sotirios,Soter
