geni_id,field,value,numeral_tokens,found_in
6000000190073697948,GIVN,2 Mayang Kusumah (Sari Nyata),2,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190073746823,GIVN,Engkung / Ajib,/,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190073919847,GIVN,3 R. Nayamanggala / Nayapenggala,3 /,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000190073983849,GIVN,2 Kyai Singa Manggala / Embah Gede / Sersan Kertasinga / Tmg. Singaraksa / Kiyai Nargan,2 / / / /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190073984835,GIVN,1 Tanduran Sawita / Kyai Perlaya / Letnan Pengiring,1 / /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190074060851,GIVN,1 Embah Bage Panjalu,1,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000190074267839,GIVN,2 R. Abas (Agus Kulha),2,exports/edges/export-Descendants-6000000227252355883.ged
6000000190074278872,GIVN,1 Nyimas Rangsana,1,exports/edges/export-Descendants-6000000227252355883.ged
6000000190083242250,GIVN,Ludwig Carl Friedrich Aka Louis 2,2,exports/northern-dfa/export-Descendants-6000000227726280959.ged
6000000190085837862,GIVN,Raja Ekok / Sultan Samiruddin,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190085986821,GIVN,Ratu Maraja Inten Dewata (Halimah / Ratu Anten),/,exports/edges/export-Forest-6000000227252355883.ged
6000000190086008824,GIVN,Abdul Hamid Syah / Mustafa (Raja Sri Sarwasadesa & Champa 1578-1637),/ & 1578-1637),exports/edges/export-BloodTree-6000000227252355883.ged
6000000190086160823,GIVN,Jamaluddin bin Wan Abul Muzaffar (Timbalan Raja Champa / Datuk Kelantan),/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190087359835,GIVN,Rubiyah Bekti (RA. Bongkok) [5],[5],exports/edges/export-Forest-6000000227252355883.ged
6000000190088288839,GIVN,3 P. Makhdum Umar (m. Pulau Karimun),3,exports/edges/export-Forest-6000000227252355883.ged
6000000190089958825,GIVN,Niken Gandani ? (Ki Ageng Kutu),?,exports/edges/export-BloodTree-6000000178918422849.ged
6000000190098930872,GIVN,5 Tubagus Komarudin (Jatinegara),5,exports/edges/export-Descendants-6000000227252355883.ged
6000000190099400824,GIVN,8 Tubagus Muhidin (Citeureup),8,exports/edges/export-Descendants-6000000227252355883.ged
6000000190099426841,GIVN,NR. Siti Fatimah / Ratu Mantria / Ratu Mutiara,/ /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190099450857,GIVN,4 R. Tirta Logawa,4,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190099593822,GIVN,8 R.H. Tumenggung Sastranegara,8,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190099660864,GIVN,#1 R. Adilaga (Penghulu Tjilamaja),#1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190099877871,GIVN,1 Rd. Idrus,1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190100002834,GIVN,1 R. Zainal Abidin (Embah Arwah) / Ama Ende,1 /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190100081826,GIVN,R. Kartadiredja II,II,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190100152821,GIVN,R. Jaya Indra / Raden Djaindra,/,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190100739827,GIVN,#5 NR. Junah,#5,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190115158833,GIVN,Leo III,III,exports/8-19 exports/export-Forest-6000000227297393968.ged
6000000190115558863,GIVN,Istri # 1,1,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000190115804851,GIVN,Nyi Rd. Sarimantri (#2),(#2),exports/fleshing-out/export-geni/export-Forest-21.ged
6000000190116069821,GIVN,Rd. Suryadikusumah (K. Nuruddin / Ratnawi Zainal 'Abidin ),/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190116112875,GIVN,1 #4 R. Mangkuwijaya (Hoofd Djaksa & Hoofd Demang Bogor),1 #4 &,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190116260829,GIVN,1 RM. H. Ibrahim \ Abdul Rochman Wiradimenggolo \ RM. Wiradinegara,1 \ \,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190116308827,GIVN,NRA. Siti Patimah / NR. Empok Patimah,/,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190116336827,GIVN,2 NRA. Asmaya (Maya) Pasirkuda,2,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190116426822,GIVN,1 NR. Suaemi,1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190116426831,GIVN,7 RH. Kusumahwidjaja / RH. Abdullah,7 /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190117039854,GIVN,2 R. Bradja Manggala,2,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190117367838,GIVN,12 Rd. Ayu Arpiah,12,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190117476837,GIVN,R. Sacamanggala / Sastramanggala / H. Usman (Camat Cikajang),/ /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190127488986,GIVN,10 R. Wiramanggala,10,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190127967881,GIVN,5 R. Rafiki / R. Rafi'i,5 /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190128071906,GIVN,1 R. A. Asmara / Amsyah,1 /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190128241881,GIVN,16 Emah / Imoh,16 /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190128303853,GIVN,3 R. Muharram,3,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190128451923,GIVN,13 RA. Habibah,13,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190128465853,GIVN,RA. Karta Nata Negara (Aom Entjan) Bupati Lebak (Rangkasbitung) ke 2,2,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190128987895,GIVN,2 NR. Hatidjah (Hadidjah),2,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190129061848,GIVN,20 Ratu Rahmah,20,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190129093844,GIVN,19 Ratu Mariam,19,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190129126827,GIVN,14 R. Ayu Asiyah,14,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190129158822,GIVN,17 R. Muhammad Hasan,17,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190129169821,GIVN,15 R. Aledja,15,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190129386852,GIVN,2 R. Kartawidjaja / R. Padmawidjaja / H. Iljas (Demang Jasinga / Wadana),2 / / /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190129716845,GIVN,3 R. Bratawidjaja / Baing Brata (Ass. Demang Parung),3 /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190129815833,GIVN,#1 Njimas Maemunah,#1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190132626887,GIVN,I Sabbe To’mo Lakuntu,I,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190133039821,GIVN,I Tubiani Sitti Aminah Daeng Kunjung,I,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190133089832,GIVN,I Tepukaraeng Daeng Parabbung Tuni Pasulu,I,exports/edges/export-Forest-6000000227252355883.ged
6000000190133248827,GIVN,Daeng Melu / Daeng Sikontu (Putri Karaeng Kasuarang),/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190133497856,GIVN,I Mappasomba Daeng Nguraga Sultan Amir Hamzah Tuminanga ri Allu' (1669 -1674),I (1669 -1674),exports/edges/export-BloodTree-6000000227252355883.ged
6000000190133657821,GIVN,Dato' Tonggara / Tenggara,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190133804821,GIVN,I Mallawakkang Daeng Mattinri Karaeng Kanjilo Tuminanga ri Passiringanna,I,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190133845821,GIVN,Pangeran Astawana 2,2,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190138141823,GIVN,? Stanisław [sta sieradzki],?,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000190141535837,GIVN,18 R. Jusuf,18,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190141557841,GIVN,11 NR. Ratu Aju,11,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190141706865,GIVN,4 R. Dmg. Mangunkusumah (Demang Tjibarusah),4,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190141950824,GIVN,6 R. Djajaatmadja / Utjin (Penghulu Parung Panjang),6 /,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190142376823,GIVN,6 RH. Daud (Eyang R. Muh. Idrus-Enis),6,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190151239823,GIVN,Ratu Mas / Kanjeng Ratu Ageng,/,exports/archive/export-geni/export-BloodTree-38.ged
6000000190151737861,GIVN,Raden Ayu Sosrokusumo / Ratu Kencana,/,exports/archive/export-geni/export-BloodTree-38.ged
6000000190153404858,GIVN,Raden Mas Tumenggung Karto Nagoro / Ki Ageng Ketib Grobogan,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190153464855,GIVN,PH. Mangkubumi (RM. Sujana) 1755-1793,1755-1793,exports/archive/export-geni/export-Descendants-33.ged
6000000190153494940,GIVN,Pangeran Pekik / Pangeran Dipati Anom,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190153574835,GIVN,Raden Tumenggung Sontoyudo I,I,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190153810821,GIVN,Raden Tumenggung Sontoyudo II,II,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190153944859,GIVN,Ratu Wetan / Puteri P. Pekik (Kajoran-Surabaya),/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190154367821,GIVN,RM. Sahwawrat / Pangeran Temenggong Pajang,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190154700921,GIVN,4 Nyai Ageng Jati,4,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190154846917,GIVN,1 Nyai Ageng Lurung Tengah,1,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190154898868,GIVN,Bendoro Pangeran Haryo Suronegoro / R. Manyuro (Pangeran Wahdat),/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190155123841,GIVN,Panembahan Juminah II,II,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190155345838,GIVN,Pangeran Timur / P. Mas Kumambang (Rangga Jumena),/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190155490857,GIVN,3 Nyai Ageng Bangsri,3,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190155491825,GIVN,Pangeran Yudhonegoro / Raden Tirtonegoro,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190155498828,GIVN,RM. Lontang Hirawan / Pangeran Haryo Hirawan-Butuh,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190155535831,GIVN,RM. Bagus/ Pangeran Blitar I (Kanjeng Pangeran Adipati Jumina Petak),I,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190155582830,GIVN,Pangeran Singasari / Raden Santri,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190155889821,GIVN,5 Nyai Ageng Patanen,5,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190155899821,GIVN,6 Nyai Ageng Pakis Dadu,6,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190160625181,SURN,Olsson IV,IV,exports/stragglers/export-geni/export-Forest-43.ged
6000000190197770890,GIVN,6. RA. Karta Nata Negara (Aom Entjan),6.,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190197971871,GIVN,1 R. Suradikusumah,1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190198371833,GIVN,9 R.A. Adjeng,9,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190198372825,GIVN,7 RA. Prawiranata (Aria Patjet),7,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190198393822,GIVN,4 RH. Puradiredja / Suradiredja (1841-1857) Demang Cibinong,4 / (1841-1857),exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190198470824,GIVN,1 R.H. Bujeh,1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190200404838,GIVN,R. H. Muh. Sjafi'i (Penghulu Bogor 1899-1911),1899-1911),exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190220898875,GIVN,27 Dalem Bintang RAA. Kusumahdilaga (1919-1937),27 (1919-1937),exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190222762862,GIVN,17 R. Tobri,17,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190222786866,GIVN,15 NR. Maemunah,15,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190222961849,GIVN,4 R. Kusumahnagara (Habib Kusumah),4,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190223045829,GIVN,Nji Rd Radjapermas / Ibu Djero,/,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190223049843,GIVN,13 R. Entjang,13,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190223261831,GIVN,14 R. H. Sodikin,14,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190297394830,_MARNM,Moghadam - khan de Maragheh en 1677 - 1678 [great grand son of Agha Khan e Avval],1677 1678,exports/archive/export-geni/export-Forest-36.ged
6000000190303661839,GIVN,Mangkubuwono I,I,exports/archive/export-geni/export-Descendants-33.ged
6000000190303899832,GIVN,1 Siti Khadijah,1,exports/archive/export-geni/export-Descendants-33.ged
6000000190304131829,GIVN,GPHA Diponegoro Madiun / RM. Papak (Panembahan Eru Chokro Senopati Panatagama),/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190307897838,NICK,II Marqués de Villa Marcilla,II,exports/abul-hamza-descendants/export-Descendants-6000000227701083825.ged
6000000190308435846,NICK,III Marquesa de Villa Marcilla,III,exports/abul-hamza-descendants/export-Descendants-6000000227701083825.ged
6000000190317012836,GIVN,RA. Sunan Amangkurat I ((garwa ampean)),I,exports/narayana/export-Descendants-6000000227727683980.ged
6000000190317055831,GIVN,7 GPH Danupoyo (GRM. Ragu),7,exports/archive/export-geni/export-Descendants-33.ged
6000000190317254830,GIVN,Menak Werdati / Menak Lampor,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190317278835,GIVN,Raden Sudjana / Lembu Niroto,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190319271839,SURN,Liande / Liandau,/,exports/ben-ovadya-descendants/export-Descendants-6000000227725578964.ged
6000000190319404839,GIVN,Marijam / Marijem Branjdlia,/,exports/ben-ovadya-descendants/export-Descendants-6000000227725578964.ged
6000000190334850833,GIVN,Kyai Abdurrauf Hasan Tuko (PP Darusalam 1820),1820),exports/adasi/export-Descendants-6000000227712700862.ged
6000000190339260854,NICK,[16],[16],exports/8-19 exports/export-Descendants-6000000227331117833.ged
6000000190339316825,NICK,[15],[15],exports/8-19 exports/export-Descendants-6000000227331117833.ged
6000000190351072971,GIVN,Moh. Chadirudin / Khaerudin SA-4 1733-1797,/ 1733-1797,exports/archive/export-geni/export-Descendants-33.ged
6000000190352198836,GIVN,Nyai Kalimah / Halimah / Nyai Gedeng Kalisapu,/ /,exports/edges/export-Forest-6000000227252355883.ged
6000000190357909828,NICK,Hamengkoeboewono IV,IV,exports/fleshing-out/export-geni/export-Forest-22.ged
6000000190390179872,GIVN,5 Rd. Moh. Aonillah (Mama Serang Cibiuk; Penghulu Priangan),5,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190390769825,GIVN,2 KH. Abdurrahman Alatas Cikelepu,2,exports/edges/export-Descendants-6000000227252355883.ged
6000000190398292827,GIVN,I Nampa Daeng Niya' Karaeng Panaikang,I,exports/narayana/export-Descendants-6000000227727683980.ged
6000000190453231895,GIVN,Syekh Quro / Maulana Hasanudin,/,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190455272863,GIVN,[29] Ahmad (Waliyulloh Lasem),[29],exports/archive/export-geni/export-Descendants-33.ged
6000000190455533821,GIVN,[28] R. Abdul Azhim / KH. Achmad Sholeh (Penghulu Lasem),[28] /,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190523405854,NICK,Sheriff of Connacht 1277,1277,exports/midpoints/export-Forest-6000000227258314174.ged
6000000190535723842,GIVN,I Tappa Cinna Karaenga ri Bone,I,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190536850843,GIVN,I Tamakembong Daeng Matte'ne Karaengta Mapeddaka Karaeng Botongang,I,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190538430830,GIVN,I Calanna Daeng Tama'ring Karaeng Tabaringang,I,exports/narayana/export-Descendants-6000000227727683980.ged
6000000190539082826,GIVN,I Tenri Cenning Daeng Tanicini',I,exports/narayana/export-Descendants-6000000227727683980.ged
6000000190584752828,GIVN,[17]2 Alwi Azmatkhan bin Abdulmalik bin Alwi,[17]2,exports/edges/export-Forest-6000000227252355883.ged
6000000190584989821,GIVN,[17]3. Zainab Azmatkhan binti Abdulmalik bin Alwi //,[17]3. //,exports/edges/export-Forest-6000000227252355883.ged
6000000190608401826,GIVN,Pangeran Kulon / Zainudin,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190619130838,GIVN,1 RTm. Kartawidjaja / Abil Makarimi Badruddin SA-1,1 /,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190619296832,GIVN,2 PR Nasrirudin Wangsakerta Abdul Kamil Muhammad Nasarudin atau Panembahan Tohpati,2,exports/adasi/export-Descendants-6000000227712700862.ged
6000000190631683864,GIVN,Theoder / Theodoric Der Ostrogothen,/,exports/archive/export-geni/export-Forest-13.ged
6000000190667555825,GIVN,Gilles III,III,exports/edges/export-Forest-6000000227254550821.ged
6000000190667600825,GIVN,Jacques I,I,exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000190671911837,GIVN,#3 Turunan Dalem Kaum - Bojongkunci,#3,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000190702766843,GIVN,1 Sunan Dayeuh Manggung (Nalendra-2),1,exports/edges/export-Forest-6000000227252355883.ged
6000000190704650924,GIVN,2. Rd. Ali Hanafiah,2.,exports/edges/export-Descendants-6000000227252355883.ged
6000000190704854865,GIVN,1. Kyai Rd. Nur Muhammad,1.,exports/edges/export-Descendants-6000000227252355883.ged
6000000190704855867,GIVN,3. NR. Idah [2 anak],3. [2,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190705133832,GIVN,Rd. Nalebah / Barsiah / Embah Baros / Boros [3],/ / / [3],exports/edges/export-Forest-6000000227252355883.ged
6000000190705170870,GIVN,1 Kyai Rd. Muh. Bunyamin,1,exports/edges/export-Descendants-6000000227252355883.ged
6000000190705184860,GIVN,4 R. Moh. Yusuf Pulokarang Garut,4,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190705319832,GIVN,1. NR. Siti Kursiyah (Eyang Kunci),1.,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190705543822,GIVN,2. Eyang Demas (Cibiuk),2.,exports/edges/export-BloodTree-6000000227252355883.ged
6000000190705821842,GIVN,1 KH. Rd. Abdul Fatah (PP. Cibalandong Cibiuk),1,exports/edges/export-Descendants-6000000227252355883.ged
6000000190705835849,GIVN,3 NR. Siti Halimah binti R. Moh. Yusuf,3,exports/edges/export-Descendants-6000000227252355883.ged
6000000190706026827,GIVN,2 Kyai Rd. Munaji,2,exports/edges/export-Descendants-6000000227252355883.ged
6000000190706047822,GIVN,#1 Nyi Rd. Syarifah Aisyah binti Daud Empang Bogor,#1,exports/fleshing-out/export-geni/export-Forest-14.ged
6000000190708892920,GIVN,Nyimas Murtijiah / Izah (Pulo Karang Garut),/,exports/edges/export-Descendants-6000000227252355883.ged
