qid	geni_id	neighbourhood_size	last_attempted
Q45448754	6000000074746652995	451	2026-09-10
Q45448816	6000000074746238258	451	2026-09-10
Q45448879	6000000074746804913	451	2026-09-10
Q45448942	6000000074746519080	451	2026-09-10
Q45449004	6000000074746712950	451	2026-09-10
Q45449067	6000000074746729915	451	2026-09-10
Q45449128	6000000074745431413	451	2026-09-10
Q45449192	6000000074746553109	451	2026-09-10
Q45449255	6000000074746863870	451	2026-09-10
Q45449319	6000000074746467272	451	2026-09-10
Q45449381	6000000074746736881	451	2026-09-10
Q45449446	6000000074746728956	451	2026-09-10
Q45449509	6000000074746892844	451	2026-09-10
Q45449573	6000000074746468037	451	2026-09-10
Q45449635	6000000074746878842	451	2026-09-10
Q45449699	6000000074746610105	451	2026-09-10
Q45449760	6000000074746819869	451	2026-09-10
Q45449827	6000000074746235239	451	2026-09-10
Q45449887	6000000074746554059	451	2026-09-10
Q45449952	6000000074746913821	451	2026-09-10
Q45450015	6000000074746746942	451	2026-09-10
Q45450078	6000000074746840892	451	2026-09-10
Q45450140	6000000074746105341	451	2026-09-10
Q45450204	6000000074746788916	451	2026-09-10
Q45450265	6000000074746888860	451	2026-09-10
Q45450332	6000000074746906826	451	2026-09-10
Q45450395	6000000074746576075	451	2026-09-10
Q45450458	6000000074746921821	451	2026-09-10
Q45450520	6000000074746603094	451	2026-09-10
Q45450582	6000000074746853862	451	2026-09-10
Q45450648	6000000074746813885	451	2026-09-10
Q45450713	6000000074746695026	451	2026-09-10
Q45450778	6000000074746906842	451	2026-09-10
Q45450839	6000000074746699023	451	2026-09-10
Q45450902	6000000074746681020	451	2026-09-10
Q45450963	6000000074746392237	451	2026-09-10
Q45451027	6000000074746434225	451	2026-09-10
Q45451089	6000000074746324416	451	2026-09-10
Q45451152	6000000074746431218	451	2026-09-10
Q45451213	6000000074746050413	451	2026-09-10
Q45451277	6000000074745980618	451	2026-09-10
Q45451339	6000000074746760039	451	2026-09-10
Q45451402	6000000074746539170	451	2026-09-10
Q45451464	6000000074746847928	451	2026-09-10
Q45451526	6000000074746926857	451	2026-09-10
Q45451588	6000000074746869883	451	2026-09-10
Q45451654	6000000074746833902	451	2026-09-10
Q45451777	6000000074746949821	451	2026-09-10
Q45451841	6000000074746653012	451	2026-09-10
Q45451903	6000000074744795423	451	2026-09-10
Q45452027	6000000074746736910	451	2026-09-10
Q45452091	6000000074746894862	451	2026-09-10
Q45452153	6000000074746870883	451	2026-09-10
Q45452217	6000000074746899863	451	2026-09-10
Q45452278	6000000074746592165	451	2026-09-10
Q45452343	6000000074745830599	451	2026-09-10
Q45452405	6000000074746619126	451	2026-09-10
Q45452468	6000000074746264270	451	2026-09-10
Q45452530	6000000074746750023	451	2026-09-10
Q45452593	6000000074746820916	451	2026-09-10
Q45452657	6000000074746191451	451	2026-09-10
Q45452719	6000000074746507175	451	2026-09-10
Q45452785	6000000074746741996	451	2026-09-10
Q45452850	6000000074746369294	451	2026-09-10
Q45452916	6000000074746738924	451	2026-09-10
Q45452976	6000000074746879948	451	2026-09-10
Q45453040	6000000074746654088	451	2026-09-10
Q45453102	6000000074746841933	451	2026-09-10
Q45453164	6000000074746859897	451	2026-09-10
Q45453224	6000000074746821903	451	2026-09-10
Q45453288	6000000074746803951	451	2026-09-10
Q45453351	6000000074746523148	451	2026-09-10
Q45453416	6000000074746816925	451	2026-09-10
Q45453479	6000000074746421202	451	2026-09-10
Q45453542	6000000074746519127	451	2026-09-10
Q45453605	6000000074745717665	451	2026-09-10
Q45453668	6000000074746859914	451	2026-09-10
Q45453733	6000000074746587023	451	2026-09-10
Q45453798	6000000074746554092	451	2026-09-10
Q45453861	6000000074746821907	451	2026-09-10
Q45453925	6000000074746675064	451	2026-09-10
Q45453990	6000000074746846898	451	2026-09-10
Q45454054	6000000074746742017	451	2026-09-10
Q45454119	6000000074746921864	451	2026-09-10
Q45454183	6000000074746646020	451	2026-09-10
Q45454247	6000000074746724977	451	2026-09-10
Q45454312	6000000074746643122	451	2026-09-10
Q45454375	6000000074746911893	451	2026-09-10
Q45454439	6000000074746763997	451	2026-09-10
Q45454507	6000000074746896911	451	2026-09-10
Q45454570	6000000074746559132	451	2026-09-10
Q45454636	6000000074746264318	451	2026-09-10
Q45454698	6000000074746936893	451	2026-09-10
Q45454763	6000000074746706018	451	2026-09-10
Q45454827	6000000074746736917	451	2026-09-10
Q45454892	6000000074746369315	451	2026-09-10
Q45454957	6000000074746324459	451	2026-09-10
Q45455020	6000000074746690045	451	2026-09-10
Q45455083	6000000074746502150	451	2026-09-10
Q45455146	6000000074746650147	451	2026-09-10
Q45455210	6000000074746735027	451	2026-09-10
Q45473638	6000000074746497174	451	2026-09-10
Q107264820	6000000052769275923	381	2026-09-10
Q107264822	6000000052769811826	381	2026-09-10
Q107264826	6000000013355946629	381	2026-01-01
Q12610168	6000000052768417412	381	2026-01-01
Q14356	6000000013355673919	381	2026-01-01
Q390099	6000000013356016741	381	2026-01-01
Q468467	6000000013291165045	381	2026-01-01
Q624651	6000000013291513642	381	2026-01-01
Q6784157	6000000013355792911	381	2026-01-01
Q7847850	6000000013355792916	381	2026-01-01
Q105069784	6000000043302643034	344	2026-09-10
Q105069888	6000000043302418963	344	2026-09-10
Q106151101	6000000039315538915	344	2026-01-01
Q106151104	6000000039318111890	344	2026-01-01
Q106151105	6000000039315587833	344	2026-01-01
Q106151109	6000000009748646876	344	2026-01-01
Q106151113	6000000039317504113	344	2026-01-01
Q106151114	6000000009750844319	344	2026-01-01
Q106151116	6000000009750248707	344	2026-01-01
Q106808073	6000000014124604965	344	2026-01-01
Q106828555	6000000002024756674	344	2026-01-01
Q106828558	6000000002028559426	344	2026-01-01
Q106828559	6000000002028537662	344	2026-01-01
Q107160262	6000000176227546848	344	2026-01-01
Q107160359	6000000009584299569	344	2026-01-01
Q107160364	6000000009584354460	344	2026-01-01
Q107160368	6000000009584379076	344	2026-01-01
Q107160369	6000000009584420640	344	2026-01-01
Q107160390	6000000009584254696	344	2026-01-01
Q107160392	6000000009584324661	344	2026-01-01
Q107160469	6000000082417150189	344	2026-01-01
Q107160505	6000000009583698141	344	2026-01-01
Q124435495	6000000008461339189	344	2026-01-01
Q13405336	6000000009593580544	344	2026-01-01
Q13405340	6000000009593580541	344	2026-01-01
Q140142786	6000000009593804483	344	2026-01-01
Q140143088	6000000038555523003	344	2026-01-01
Q140143095	6000000186886974842	344	2026-01-01
Q146444	6000000082417620821	344	2026-01-01
Q146724	6000000008881281740	344	2026-01-01
Q1569097	6000000008881260729	344	2026-01-01
Q19663100	6000000009750181705	344	2026-01-01
Q2277365	6000000008881365723	344	2026-01-01
Q3469385	6000000015251864613	344	2026-01-01
Q3621734	6000000008881168092	344	2026-01-01
Q3630933	6000000009602576325	344	2026-01-01
Q36881	6000000009593134620	344	2026-01-01
Q41472370	6000000009584418948	344	2026-01-01
Q467408	6000000008881398025	344	2026-01-01
Q4683095	6000000011489518934	344	2026-01-01
Q468364	6000000008461425733	344	2026-01-01
Q4699651	6000000018809378584	344	2026-01-01
Q471542	6000000008881347600	344	2026-01-01
Q4850386	6000000039315561835	344	2026-01-01
Q6443636	6000000008881370696	344	2026-01-01
Q65706144	6000000009749349185	344	2026-01-01
Q65706177	6000000039319367337	344	2026-01-01
Q7288530	6000000009584060117	344	2026-01-01
Q7295944	6000000009583760174	344	2026-01-01
Q7489442	6000000009593176751	344	2026-01-01
Q8873	6000000038555630138	344	2026-01-01
Q930436	6000000009584383436	344	2026-01-01
Q97202733	6000000008881463848	344	2026-01-01
Q979990	6000000015251760335	344	2026-01-01
Q106124332	292589919930007544	239	2026-09-10
Q106124363	6000000041988880843	239	2026-01-01
Q106124383	6000000041988018661	239	2026-01-01
Q106124384	6000000041987728788	239	2026-01-01
Q106272149	292376985800001801	239	2026-01-01
Q106272181	6000000017602461524	239	2026-01-01
Q106272182	292375499530004720	239	2026-01-01
Q106272275	292375614100003130	239	2026-01-01
Q106272276	292375719740008518	239	2026-01-01
Q106272390	6000000017603043149	239	2026-01-01
Q106272393	6000000174013690383	239	2026-01-01
Q106272512	6000000041985978113	239	2026-01-01
Q106272513	6000000018394859816	239	2026-01-01
Q106272514	6000000018395600056	239	2026-01-01
Q106272516	6000000041985855247	239	2026-01-01
Q106272517	6000000041988558440	239	2026-01-01
Q106272569	6000000017602416858	239	2026-01-01
Q106272598	6000000017602871867	239	2026-01-01
Q106272599	6000000017602909346	239	2026-01-01
Q106272651	6000000017603108393	239	2026-01-01
Q106272662	6000000017602541883	239	2026-01-01
Q106272663	6000000017603127342	239	2026-01-01
Q106272720	292376429810004785	239	2026-01-01
Q106272723	6000000017603017344	239	2026-01-01
Q106272724	6000000017603119240	239	2026-01-01
Q123299043	6000000041985856069	239	2026-01-01
Q123299058	6000000041988800141	239	2026-01-01
Q123300706	6000000083040500385	239	2026-01-01
Q1243687	6000000017602027283	239	2026-01-01
Q16023303	6000000017603244042	239	2026-01-01
Q160554	3724849	239	2026-01-01
Q19893611	6000000017598776819	239	2026-01-01
Q27777792	6000000017602671987	239	2026-01-01
Q320109	6000000017601292551	239	2026-01-01
Q333460	6000000017599430239	239	2026-01-01
Q3362371	6000000174013443429	239	2026-01-01
Q4664507	292391597660006813	239	2026-01-01
Q468334	6000000017602840367	239	2026-01-01
Q5277871	3724940	239	2026-01-01
Q5278716	6000000018391674002	239	2026-01-01
Q66764622	292373984150002914	239	2026-01-01
Q7004875	3724946	239	2026-01-01
Q7295476	6000000017602752341	239	2026-01-01
Q7520422	6000000017599452029	239	2026-01-01
Q96249245	6000000017603116673	239	2026-01-01
Q10293538	6000000036395528959	226	2026-09-10
Q1036871	6000000009911114772	226	2026-01-01
Q105409174	6000000025128512415	226	2026-01-01
Q105758579	6000000036976444942	226	2026-01-01
Q105758584	4434173017730026470	226	2026-01-01
Q105758590	6000000036976499927	226	2026-01-01
Q105758592	4434174604840086058	226	2026-01-01
Q105758631	4532162662970124838	226	2026-01-01
Q105758656	4532174926970071030	226	2026-01-01
Q106619102	6000000024568161088	226	2026-01-01
Q106619145	6000000024568189031	226	2026-01-01
Q106619146	6000000024568198478	226	2026-01-01
Q106619149	4532141197380089603	226	2026-01-01
Q106619157	6000000024568196848	226	2026-01-01
Q106619159	6000000024567827497	226	2026-01-01
Q106619208	6000000024567861399	226	2026-01-01
Q106619209	6000000024567275901	226	2026-01-01
Q106619233	6000000009912895215	226	2026-01-01
Q106619234	6000000009912553318	226	2026-01-01
Q106619238	6000000009910219703	226	2026-01-01
Q106619299	4434125490600034159	226	2026-01-01
Q106622976	4532176188160124462	226	2026-01-01
Q106622981	4532147195910124786	226	2026-01-01
Q106622993	4434148464700034161	226	2026-01-01
Q106623002	6000000174941228778	226	2026-01-01
Q106623003	4434161398190128121	226	2026-01-01
Q106623004	6000000174941360684	226	2026-01-01
Q106623007	6000000174943024846	226	2026-01-01
Q106623030	4532131784880021260	226	2026-01-01
Q106623032	4532129361790021252	226	2026-01-01
Q106623033	4434166484600056703	226	2026-01-01
Q106623034	4532129379910032815	226	2026-01-01
Q106623052	4434133154210075589	226	2026-01-01
Q106623053	4434110637830031400	226	2026-01-01
Q106823199	6000000173894845821	226	2026-01-01
Q106823204	6000000173862695447	226	2026-01-01
Q106823205	6000000015736187447	226	2026-01-01
Q106823209	6000000024934215518	226	2026-01-01
Q106823252	6000000175538250836	226	2026-01-01
Q106823257	6000000025818014385	226	2026-01-01
Q106823259	6000000175538417830	226	2026-01-01
Q106823263	6000000025818194318	226	2026-01-01
Q106823268	6000000024934358311	226	2026-01-01
Q106823273	6000000024998735916	226	2026-01-01
Q106823277	6000000028451944090	226	2026-01-01
Q106823294	6000000024933995706	226	2026-01-01
Q106823353	6000000175538032836	226	2026-01-01
Q106823358	6000000175537796885	226	2026-01-01
Q106823368	6000000024934416048	226	2026-01-01
Q106823369	6000000175538170856	226	2026-01-01
Q107011916	6000000173894312233	226	2026-01-01
Q107011922	6000000173893427727	226	2026-01-01
Q107011961	6000000173863530995	226	2026-01-01
Q107011995	6000000173893885245	226	2026-01-01
Q107012000	6000000173893801409	226	2026-01-01
Q107012028	6000000000801617206	226	2026-01-01
Q107012041	6000000005418546803	226	2026-01-01
Q107012043	6000000005418913029	226	2026-01-01
Q107012044	6000000005414495201	226	2026-01-01
Q107012046	6000000005414539041	226	2026-01-01
Q107012049	6000000005396498696	226	2026-01-01
Q107012055	6000000000801699081	226	2026-01-01
Q107012068	6000000005360106001	226	2026-01-01
Q107012069	6000000005355068704	226	2026-01-01
Q107012075	6000000015736816283	226	2026-01-01
Q107012091	6000000005375741002	226	2026-01-01
Q107012219	6000000175900363854	226	2026-01-01
Q107012223	6000000175895828017	226	2026-01-01
Q107012303	6000000175900947824	226	2026-01-01
Q107012307	6000000175901171827	226	2026-01-01
Q107012309	6000000175900825854	226	2026-01-01
Q107012310	6000000175899108980	226	2026-01-01
Q107012371	6000000024934265183	226	2026-01-01
Q107012406	6000000024933581692	226	2026-01-01
Q11063401	6000000036444133141	226	2026-01-01
Q15304503	4434125442050075921	226	2026-01-01
Q16008474	6000000024933861680	226	2026-01-01
Q16221014	6000000175538506838	226	2026-01-01
Q2121595	4434148464750034162	226	2026-01-01
Q2221606	6000000026061226023	226	2026-01-01
Q24839222	6000000036395641986	226	2026-01-01
Q2484368	6000000024934268101	226	2026-01-01
Q29378419	6000000005422187008	226	2026-01-01
Q3575376	6000000036394883808	226	2026-01-01
Q3846630	6000000026178718645	226	2026-01-01
Q3847166	6000000026061847914	226	2026-01-01
Q39050789	6000000025818668931	226	2026-01-01
Q4020310	6000000004831628511	226	2026-01-01
Q5405218	6000000024948427690	226	2026-01-01
Q5547081	6000000036395355281	226	2026-01-01
Q7093795	6000000005360246002	226	2026-01-01
Q8979616	4434168538080128137	226	2026-01-01
Q98433898	6000000024567056924	226	2026-01-01
Q98433919	6000000026060065231	226	2026-01-01
Q98448911	6000000026179469411	226	2026-01-01
Q98448935	6000000036395420268	226	2026-01-01
Q98448938	6000000036444199913	226	2026-01-01
Q45357763	6000000074698792764	220	2026-09-10
Q45361881	6000000074699612167	220	2026-01-01
Q45361947	6000000074712954874	220	2026-01-01
Q45363921	6000000074718885845	220	2026-01-01
Q45363923	6000000074718839900	220	2026-01-01
Q45364258	6000000074718852079	220	2026-01-01
Q45364260	6000000074698795771	220	2026-01-01
Q45364262	6000000074718976995	220	2026-01-01
Q45364267	6000000074725111875	220	2026-01-01
Q45364747	6000000074712880897	220	2026-01-01
Q45365820	6000000074718221101	220	2026-01-01
Q45369956	6000000074719133856	220	2026-01-01
Q45369974	6000000074718913070	220	2026-01-01
Q45369977	6000000074718056472	220	2026-01-01
Q45369979	6000000074719119934	220	2026-01-01
Q45369982	6000000074718929029	220	2026-01-01
Q45369985	6000000074719250833	220	2026-01-01
Q45370025	6000000074712536030	220	2026-01-01
Q45370030	6000000074712939854	220	2026-01-01
Q45370032	6000000074712717995	220	2026-01-01
Q45370036	6000000074712826933	220	2026-01-01
Q45370039	6000000074712550992	220	2026-01-01
Q45370042	6000000074712964880	220	2026-01-01
Q45370045	6000000074712975861	220	2026-01-01
Q45370047	6000000074712739960	220	2026-01-01
Q45370050	6000000074712298155	220	2026-01-01
Q45370053	6000000074712923852	220	2026-01-01
Q45370056	6000000074712442160	220	2026-01-01
Q45370059	6000000074712298159	220	2026-01-01
Q45370063	6000000074712244236	220	2026-01-01
Q45370065	6000000074712536050	220	2026-01-01
Q45370066	6000000074712818920	220	2026-01-01
Q45370070	6000000074713005831	220	2026-01-01
Q45370071	6000000074712827903	220	2026-01-01
Q45370216	6000000074718890822	220	2026-01-01
Q45370221	6000000074718063196	220	2026-01-01
Q45370224	6000000074718766910	220	2026-01-01
Q45370227	6000000074717577526	220	2026-01-01
Q45370231	6000000074718284042	220	2026-01-01
Q45370235	6000000074718550013	220	2026-01-01
Q45370238	6000000074717735394	220	2026-01-01
Q45370250	6000000074717735398	220	2026-01-01
Q45370251	6000000074717925223	220	2026-01-01
Q45370254	6000000074718901835	220	2026-01-01
Q45370260	6000000074718898841	220	2026-01-01
Q45370774	6000000074718919821	220	2026-01-01
Q45370779	6000000074718795885	220	2026-01-01
Q45370781	6000000074718824935	220	2026-01-01
Q45370789	6000000074718883829	220	2026-01-01
Q45370792	6000000074718852875	220	2026-01-01
Q45370794	6000000074718816857	220	2026-01-01
Q45370796	6000000074718910828	220	2026-01-01
Q45370916	6000000074718890847	220	2026-01-01
Q45370924	6000000074718728969	220	2026-01-01
Q45370927	6000000074718730923	220	2026-01-01
Q45370937	6000000074718759921	220	2026-01-01
Q45370964	6000000074717873302	220	2026-01-01
Q45370967	6000000074718808850	220	2026-01-01
Q45370970	6000000074718790882	220	2026-01-01
Q45370973	6000000074718147108	220	2026-01-01
Q45370975	6000000074718880842	220	2026-01-01
Q45371101	6000000074712989836	220	2026-01-01
Q45371246	6000000074717873286	220	2026-01-01
Q45371481	6000000074717925227	220	2026-01-01
Q45371486	6000000074717635416	220	2026-01-01
Q45371503	6000000074718623940	220	2026-01-01
Q45371504	6000000074718770900	220	2026-01-01
Q45371560	6000000074719074908	220	2026-01-01
Q45371567	6000000074719206872	220	2026-01-01
Q45371576	6000000074728109337	220	2026-01-01
Q45371579	6000000074699555196	220	2026-01-01
Q45371581	6000000074699835923	220	2026-01-01
Q45371585	6000000074699906859	220	2026-01-01
Q45371588	6000000074699493145	220	2026-01-01
Q45371606	6000000074699903822	220	2026-01-01
Q45371607	6000000074699746978	220	2026-01-01
Q45371610	6000000075060484826	220	2026-01-01
Q45371612	6000000075060139958	220	2026-01-01
Q45371614	6000000074699742960	220	2026-01-01
Q45371617	6000000074699599144	220	2026-01-01
Q45374868	6000000074699709055	220	2026-01-01
Q45375307	6000000074712747952	220	2026-01-01
Q45375933	6000000074718974017	220	2026-01-01
Q45383859	6000000074746919977	220	2026-01-01
Q45383861	6000000074746919982	220	2026-01-01
Q45383865	6000000074747122849	220	2026-01-01
Q45383869	6000000074747131854	220	2026-01-01
Q45383874	6000000074747099878	220	2026-01-01
Q45394257	6000000074725040933	220	2026-01-01
Q45394800	6000000074724849448	220	2026-01-01
Q45394803	6000000074725293183	220	2026-01-01
Q45394805	6000000074725062387	220	2026-01-01
Q45394808	6000000075058480950	220	2026-01-01
Q45394811	6000000074725496902	220	2026-01-01
Q45394815	6000000074746880110	220	2026-01-01
Q45394820	6000000074747157845	220	2026-01-01
Q45394875	6000000074747105848	220	2026-01-01
Q45395216	6000000074746623295	220	2026-01-01
Q45395219	6000000074746906008	220	2026-01-01
Q45395226	6000000074746603279	220	2026-01-01
Q45428594	6000000074712444042	220	2026-01-01
Q45428629	6000000074712813909	220	2026-01-01
Q45430848	6000000074718748131	220	2026-01-01
Q45433015	6000000075426742313	220	2026-01-01
Q45434021	6000000074712958847	220	2026-01-01
Q65799187	6000000075500619837	220	2026-01-01
Q65799194	6000000075500265190	220	2026-01-01
Q6653604	6000000074712812884	220	2026-01-01
Q106223283	6000000033330803079	212	2026-09-10
Q106577621	6000000174772718459	212	2026-01-01
Q106577631	6000000174772418609	212	2026-01-01
Q106577632	6000000174773679865	212	2026-01-01
Q106577708	6000000174774123984	212	2026-01-01
Q106577710	6000000174774399824	212	2026-01-01
Q106577711	6000000174773429162	212	2026-01-01
Q106577712	6000000174774257861	212	2026-01-01
Q106577720	6000000174772224635	212	2026-01-01
Q106577721	6000000081701543832	212	2026-01-01
Q106577722	6000000174774419939	212	2026-01-01
Q106577729	6000000001517526463	212	2026-01-01
Q106577730	6000000174774486989	212	2026-01-01
Q106577732	6000000174773610146	212	2026-01-01
Q106577733	6000000174774135958	212	2026-01-01
Q106577734	6000000081561097142	212	2026-01-01
Q106577735	6000000081561820879	212	2026-01-01
Q106577736	6000000081561784858	212	2026-01-01
Q106577737	6000000081561973861	212	2026-01-01
Q106577738	6000000081561262442	212	2026-01-01
Q106577739	6000000081561965958	212	2026-01-01
Q106577740	6000000082250162949	212	2026-01-01
Q106577742	6000000082251726895	212	2026-01-01
Q106577782	6000000174775367866	212	2026-01-01
Q106577793	6000000174775066015	212	2026-01-01
Q106641	6000000008209364679	212	2026-01-01
Q107277	6000000008176622061	212	2026-01-01
Q117834022	6000000008239556189	212	2026-01-01
Q1339	6000000008174402366	212	2026-01-01
Q135551238	6000000008239590629	212	2026-01-01
Q135551256	6000000008239631511	212	2026-01-01
Q135551337	6000000036853250505	212	2026-01-01
Q135641130	6000000000785786199	212	2026-01-01
Q135641252	6000000036854711943	212	2026-01-01
Q135641417	6000000036854364270	212	2026-01-01
Q135678097	6000000033303439023	212	2026-01-01
Q135678118	6000000033302814796	212	2026-01-01
Q135678137	6000000008239559135	212	2026-01-01
Q138498924	6000000008176934493	212	2026-01-01
Q138498935	6000000008177059370	212	2026-01-01
Q1388181	6000000008174466264	212	2026-01-01
Q138822058	6000000169646834857	212	2026-01-01
Q15079141	6000000008176509969	212	2026-01-01
Q1862395	6000000000872878006	212	2026-01-01
Q207506	6000000174772526456	212	2026-01-01
Q21029009	6000000008176981279	212	2026-01-01
Q21042256	6000000008209478282	212	2026-01-01
Q21042259	6000000008209329558	212	2026-01-01
Q21042273	6000000008209406512	212	2026-01-01
Q21042284	6000000008209471202	212	2026-01-01
Q21042303	6000000008209474398	212	2026-01-01
Q21042307	6000000008177136344	212	2026-01-01
Q21042316	6000000008176950946	212	2026-01-01
Q252919	6000000021966562035	212	2026-01-01
Q28924919	6000000174773648999	212	2026-01-01
Q39282886	6000000121173167303	212	2026-01-01
Q425612	6000000000872550465	212	2026-01-01
Q45679581	6000000033330532168	212	2026-01-01
Q470198	6000000008176993317	212	2026-01-01
Q505257	6000000008175101829	212	2026-01-01
Q505267	6000000008239547690	212	2026-01-01
Q539427	6000000000872817411	212	2026-01-01
Q57212	6000000004051080234	212	2026-01-01
Q57225	6000000008209282773	212	2026-01-01
Q57487	6000000008174318768	212	2026-01-01
Q57829	6000000000785786021	212	2026-01-01
Q5877731	6000000010200796509	212	2026-01-01
Q5932896	6000000010940501866	212	2026-01-01
Q61587	6000000008175235210	212	2026-01-01
Q63107408	6000000076838390575	212	2026-01-01
Q63184670	6000000021967256940	212	2026-01-01
Q638391	6000000004052685405	212	2026-01-01
