role,name,people,kind,item_state,qids
given,白坂活日姫皇女,1,place misfiled as a name,no item found,
given,稚綾姫皇女,1,place misfiled as a name,no item found,
given,椀子皇子,1,place misfiled as a name,no item found,
given,茨田大娘皇女,1,place misfiled as a name,no item found,
given,河内,1,CJK clan name,no item found,
given,耳皇子,1,place misfiled as a name,no item found,
given,香香有媛,1,place misfiled as a name,no item found,
given,木蓮子大連,1,place misfiled as a name,no item found,
given,菟皇子,1,place misfiled as a name,no item found,
given,中皇子,1,place misfiled as a name,no item found,
given,Oshikawachi,1,ordinary Western given name,no item found,
given,稚子,1,CJK clan name,no item found,
given,男人大臣,1,place misfiled as a name,no item found,
given,上殖葉,1,place misfiled as a name,no item found,
given,宅部,1,CJK clan name,no item found,
given,稚綾,1,CJK clan name,no item found,
given,日影,1,CJK clan name,no item found,
given,Futohime,1,ordinary Western given name,no item found,
given,太媛,1,CJK clan name,no item found,
given,Honowo,1,ordinary Western given name,no item found,
given,火焔,1,CJK clan name,no item found,
given,箭田珠勝,1,place misfiled as a name,no item found,
given,倉麻呂,1,place misfiled as a name,no item found,
given,入鹿,1,CJK clan name,no item found,
given,石足,1,CJK clan name,no item found,
given,糠子,1,CJK clan name,no item found,
given,足取,1,CJK clan name,no item found,
given,磐隈,1,CJK clan name,no item found,
given,桜井,1,CJK clan name,no item found,
given,額田部,1,place misfiled as a name,no item found,
given,麻奴,1,CJK clan name,no item found,
given,椀子,1,CJK clan name,no item found,
given,石上部,1,place misfiled as a name,no item found,
given,穴穂部,1,place misfiled as a name,no item found,
given,当麻皇子,1,place misfiled as a name,no item found,
given,馬木,1,CJK clan name,no item found,
given,日抓臣,1,place misfiled as a name,no item found,
given,橘本,1,CJK clan name,no item found,
given,山田,1,CJK clan name,no item found,
given,泥杼,1,CJK clan name,no item found,
given,田眼,1,CJK clan name,no item found,
given,橘麻呂,1,place misfiled as a name,no item found,
given,菟名子,1,place misfiled as a name,no item found,
given,日置王,1,place misfiled as a name,no item found,
given,貝鮹,1,CJK clan name,no item found,
given,小墾田,1,place misfiled as a name,no item found,
given,竹田,1,CJK clan name,no item found,
given,尾張,1,CJK clan name,no item found,
given,来目,1,CJK clan name,no item found,
given,伊比古郎女,1,place misfiled as a name,no item found,
given,鸕鶿守,1,place misfiled as a name,no item found,
given,橘大郎女,1,place misfiled as a name,no item found,
given,糠手,1,CJK clan name,no item found,
given,財王,1,CJK clan name,no item found,
given,酢香手,1,place misfiled as a name,no item found,
given,茨田,1,CJK clan name,no item found,
given,当麻倉首比里古,1,place misfiled as a name,no item found,
given,男,1,CJK clan name,no item found,
given,田目,1,CJK clan name,no item found,
given,麻呂子,1,place misfiled as a name,no item found,
given,手島女王,1,place misfiled as a name,no item found,
given,馬屋古女王,1,place misfiled as a name,no item found,
given,長谷王,1,place misfiled as a name,no item found,
given,波止利女王,1,place misfiled as a name,no item found,
given,殖栗,1,CJK clan name,no item found,
given,傾子,1,CJK clan name,no item found,
given,片岡女王,1,place misfiled as a name,no item found,
given,白髪部王,1,place misfiled as a name,no item found,
given,舂米女王,1,place misfiled as a name,no item found,
given,糠手連,1,place misfiled as a name,no item found,
given,膳大郎女,1,place misfiled as a name,no item found,
given,山背大兄王,1,place misfiled as a name,no item found,
given,三枝王,1,place misfiled as a name,no item found,
given,久波太女王,1,place misfiled as a name,no item found,
given,錦代皇女,1,place misfiled as a name,no item found,
given,小手子,1,place misfiled as a name,no item found,
given,伊止志古王,1,place misfiled as a name,no item found,
given,蜂子皇子,1,place misfiled as a name,no item found,
given,茅渟,1,CJK clan name,no item found,
given,高椅,1,CJK clan name,no item found,
given,中津,1,CJK clan name,no item found,
given,星河,1,CJK clan name,no item found,
given,多良,1,CJK clan name,no item found,
given,比里古郎女,1,place misfiled as a name,no item found,
given,軽,1,CJK clan name,no item found,
given,Tenmu,1,ordinary Western given name,no item found,
given,Ōama,1,ordinary Western given name,no item found,
given,大海人,1,place misfiled as a name,no item found,
given,蚊屋,1,CJK clan name,no item found,
given,鸕野讚良,1,place misfiled as a name,no item found,
given,徳万,1,CJK clan name,no item found,
given,宅子娘,1,place misfiled as a name,no item found,
given,黒媛娘,1,place misfiled as a name,no item found,
given,大友,1,CJK clan name,no item found,
given,Takechi,1,ordinary Western given name,no item found,
given,高市,1,CJK clan name,no item found,
given,水主,1,CJK clan name,no item found,
given,氷上大刀自,1,place misfiled as a name,no item found,
given,大刀自,1,place misfiled as a name,no item found,
given,阿雅,1,CJK clan name,no item found,
given,鎌足,1,CJK clan name,no item found,
given,十市,1,CJK clan name,no item found,
given,葛野,1,CJK clan name,no item found,
given,与多,1,CJK clan name,no item found,
given,Toneri,1,ordinary Western given name,no item found,
given,舎人,1,CJK clan name,no item found,
given,但馬皇女,1,place misfiled as a name,no item found,
given,Ioe,1,ordinary Western given name,no item found,
given,五百重娘,1,place misfiled as a name,no item found,
given,宝泉院,1,place misfiled as a name,no item found,
given,房前,1,CJK clan name,no item found,
given,不比等,1,place misfiled as a name,no item found,
given,Laksmindra,1,ordinary Western given name,no item found,
given,真楯,1,CJK clan name,no item found,
given,Judono,1,ordinary Western given name,no item found,
given,道長,1,CJK clan name,no item found,
given,武智麻呂,1,place misfiled as a name,no item found,
given,Kanemoto,1,ordinary Western given name,no item found,
given,兼基,1,CJK clan name,no item found,
given,"""Magis",1,ordinary Western given name,no item found,
given,"Majus""",1,ordinary Western given name,no item found,
given,"""Magis/Majus""",1,ordinary Western given name,no item found,
given,(Ezekiel),1,ordinary Western given name,no item found,
given,יחזקאל,1,non-Latin script (HEBREW),no item found,
given,Cheenaki,1,ordinary Western given name,no item found,
given,Raheem,1,ordinary Western given name,no item found,
given,為世,1,CJK clan name,no item found,
given,経任,1,CJK clan name,no item found,
given,利光,1,CJK clan name,no item found,
given,利元,1,CJK clan name,no item found,
given,利高,1,CJK clan name,no item found,
given,Pomorski,1,ordinary Western given name,no item found,
given,Atterdag,1,ordinary Western given name,no item found,
given,Chlotilde,1,ordinary Western given name,no item found,
given,"""Kongsfrende""",1,ordinary Western given name,no item found,
given,Herlufsdotter,1,patronymic,no item found,
given,氏常,1,CJK clan name,no item found,
given,景種,1,CJK clan name,no item found,
given,景継,1,CJK clan name,no item found,
given,景契,1,CJK clan name,no item found,
given,景保,1,CJK clan name,no item found,
given,Стен,1,non-Latin script (CYRILLIC),no item found,
given,Shigeuji,1,ordinary Western given name,no item found,
given,Kawakatsu,1,ordinary Western given name,no item found,
given,河勝,1,CJK clan name,no item found,
given,Toshimune,1,ordinary Western given name,no item found,
given,Shigetoshi,1,ordinary Western given name,exists,Q7496408
given,Yoshitoshi,1,ordinary Western given name,exists,Q131341746
given,能俊,1,CJK clan name,no item found,
given,Tadatoshi,1,ordinary Western given name,exists,Q7674397
given,Schaepfer,1,ordinary Western given name,no item found,
given,Hughe,1,ordinary Western given name,exists,Q106547508
given,Mamitye,1,ordinary Western given name,no item found,
given,隆氏,1,CJK clan name,no item found,
given,定茂,1,CJK clan name,no item found,
given,坊城俊実室,1,place misfiled as a name,no item found,
given,嗣房,1,CJK clan name,no item found,
given,坊城定資室,1,place misfiled as a name,no item found,
given,Cromwell,1,ordinary Western given name,exists,Q60484367
given,Urich,1,ordinary Western given name,no item found,
given,Ryley,1,ordinary Western given name,exists,Q51508417
given,Jud'an,1,ordinary Western given name,no item found,
given,"Pilger""",1,ordinary Western given name,no item found,
given,Gjølme,1,ordinary Western given name,no item found,
given,Ossie,1,ordinary Western given name,no item found,
given,Belchey,1,ordinary Western given name,no item found,
given,(Belcher),1,ordinary Western given name,no item found,
given,Retta,1,ordinary Western given name,no item found,
given,Sommundsen,1,patronymic,no item found,
given,Bakken,1,ordinary Western given name,no item found,
given,Sikinius,1,ordinary Western given name,no item found,
given,麻枳利命,1,place misfiled as a name,no item found,
given,久志多麻,1,place misfiled as a name,no item found,
given,大名草彦,1,place misfiled as a name,no item found,
given,比古麻命,1,place misfiled as a name,no item found,
given,天道根,1,place misfiled as a name,no item found,
given,鬼刀祢命,1,place misfiled as a name,no item found,
given,宇遅彦,1,place misfiled as a name,no item found,
given,Sarsani,1,ordinary Western given name,no item found,
given,Retnomurata,1,ordinary Western given name,no item found,
given,Murcito,1,ordinary Western given name,no item found,
given,(GA8),1,ordinary Western given name,no item found,
given,Sanny,1,ordinary Western given name,exists,Q34372775
given,房実,1,CJK clan name,no item found,
given,綸子,1,CJK clan name,no item found,
given,滋治郎,1,place misfiled as a name,no item found,
given,二三子,1,place misfiled as a name,no item found,
given,綱太郎,1,place misfiled as a name,no item found,
given,熾仁,1,CJK clan name,no item found,
given,Tetradius,1,ordinary Western given name,no item found,
given,(Artemia),1,ordinary Western given name,no item found,
given,Córdoba,1,ordinary Western given name,no item found,
given,Zِahra,1,ordinary Western given name,exists,Q8064727
given,Sadiqa,1,ordinary Western given name,no item found,
given,Mu'mina,1,ordinary Western given name,no item found,
given,Hussam,1,ordinary Western given name,no item found,
given,Sharsheeq,1,ordinary Western given name,no item found,
given,حسام,1,non-Latin script (ARABIC),no item found,
given,Cortssøn,1,ordinary Western given name,no item found,
given,Isach,1,ordinary Western given name,exists,Q30232017
given,Isachsdatter,1,patronymic,no item found,
given,Matthan,1,ordinary Western given name,no item found,
given,Mattan,1,ordinary Western given name,no item found,
given,幸豊,1,CJK clan name,no item found,
given,俊の娘,1,place misfiled as a name,no item found,
given,俊女,1,CJK clan name,no item found,
given,雄豊,1,CJK clan name,no item found,
given,満仲室,1,place misfiled as a name,no item found,
given,Acibella,1,ordinary Western given name,no item found,
given,Aeturnus,1,ordinary Western given name,no item found,
given,Erwan,1,ordinary Western given name,no item found,
