cut	rank	people	max_dist	min_dist	median_dist	p2600_linked	common	farthest	farthest_geni
60	299	3	61	60	61	0	zerbib 66% djémila 33% emilie 33% judas 33% leon 33%	(private) | Judas Leon Zerbib | Emilie Djémila Zerbib	6000000018905457768 | 6000000019178165815 | 6000000018567069196
60	300	3	61	60	61	0	izumo 66% kokuso 66% hiraoka 33% noritoki 33% sadanori 33% yasunori 33%	Noritoki Kokuso Izumo | Sadanori Hiraoka | Yasunori Kokuso Izumo	6000000217687353865 | 6000000217687553836 | 6000000217687394828
60	301	3	61	60	60	0	fischaess 66% agnes 33% johannes 33% lauinger 33% philipp 33%	Johannes Fischaess | Agnes Fischaess | Philipp Lauinger	6000000123493733823 | 6000000123493733832 | 6000000123493733845
60	302	3	61	60	61	0		(no label) | (no label) | (private)	6000000022097713168 | 6000000022097235703 | 6000000022097748041
60	303	3	61	60	61	3	留 100% 元剛 33% 寀 33% 茂潛 33%	寀 留 | 留 | 元剛 茂潛 留	6000000074728243900 | 6000000074728020114 | 6000000074728270878
60	304	3	61	60	61	0		(private) | (private) | (private)	6000000003804361741 | 6000000003756747959 | 6000000003756747849
60	305	3	61	60	61	0		(private) | (private) | (private)	6000000003779154443 | 6000000003804380602 | 6000000003779204432
60	306	3	61	60	61	0	chén 100% 陳 100% yuányòu 33% zhòngcún 33% zhòngguì 33% 仲存 33%	Zhòngcún 仲存 Chén 陳 | Zhòngguì 仲貴 Chén 陳 | Yuányòu 元祐 Chén 陳	6000000018813521988 | 6000000018813570978 | 6000000018813990791
60	307	3	61	60	61	0	chén 100% 陳 100% tíngyù 33% wēi 33% zhòng 33% 威 33%	Wēi 威 Chén 陳 | Zhòng 重 Chén 陳 | Tíngyù 廷玉 Chén 陳	6000000018814404368 | 6000000018814699069 | 6000000018814065384
60	308	3	61	60	61	0	chén 100% 陳 100% dān 33% lìzhǎng 33% yǒuzhǎng 33% 利長 33%	Lìzhǎng 利長 Chén 陳 | Yǒuzhǎng 酉長 Chén 陳 | Dān 簞 Chén 陳	6000000018814085780 | 6000000018814157392 | 6000000018814510184
60	309	3	61	60	61	0	chén 100% 陳 100% shìqìng 33% wénchāng 33% wénhuá 33% 士慶 33%	Wénchāng 文昌 Chén 陳 136, 96, 49, 12 | Wénhuá 文華 Chén 陳 136, 96, 49, 12 | Shìqìng 士慶 Chén 陳 135, 95, 48, 11	6000000018817196763 | 6000000018819437054 | 6000000018819128459
60	310	3	61	60	61	0	zenouda 66% deborah 33% laurent 33% raoul 33%	(private) | laurent zenouda | raoul deborah zenouda	6000000007102371751 | 6000000003804276742 | 6000000003804404831
60	311	3	61	60	61	0	atlani 33% baruch 33% bouchoucha 33% edgar 33% gilbert 33% nakache 33%	Reine Sarah Bouchoucha | Tefaha Atlani | Edgar Baruch Gilbert Nakache	6000000175884723994 | 6000000175884723999 | 6000000029320442791
60	312	3	61	60	61	0	acha 66% bar 66% shila 66% al-kafri 33% chiya 33% ish 33%	Chiya bar Acha | Shila Ish Kfar Temarta | Acha bar Sallah (Shila) resh metivta al-Kafri	6000000019093548365 | 6000000019080307361 | 6000000019079946502
60	313	3	61	60	61	0		(private) | (private) | (private)	6000000019221920141 | 6000000019221433532 | 6000000019220649394
60	314	3	61	60	60	0	zarka 66% allouche 33% bernard 33% david 33% elyette 33%	Bernard Zarka | David Allouche | Elyette Zarka	6000000060469912821 | 6000000225638836969 | 6000000060517175902
60	315	3	61	60	61	0	chén 100% guóměi 33% guóyǒu 33% hǔtāo 33% 陳國美 33% 陳國酉 33%	Chén Guóměi 陳國美 | Chén Guóyǒu 陳國酉 | Chén Hǔtāo 陳虎韜	6000000003933513668 | 6000000003933457572 | 6000000003933575150
60	316	3	61	60	60	0	nakache 66% askil 33% djermouma 33% fakhat 33% fernande 33% nabet 33%	Askil Nakache | Djermouma Nabet | Fernande Fakhat Nakache	6000000029861191791 | 6000000175883853828 | 6000000037718904719
60	317	3	61	60	61	0	guru 33% rantidev 33% sankriti 33%	Guru | Rantidev | Sankriti	6000000009709135285 | 6000000009708961124 | 6000000009708499091
60	318	3	61	60	60	0	ben 100% chezkiah 33% chezkiya 33% shamaya 33% shechanyah 33% shehanya 33%	Yohanan ben Chezkiya | Chezkiah ben Shechanyah | Shamaya ben Shehanya	6000000019093753517 | 6000000009928839211 | 6000000009928795342
60	319	3	61	60	61	0	tan 100% 陳 100% 振東 33% 振開 33% 起莘 33%	振東 Tan 陳 | 振開 Tan 陳 | 起莘 Tan 陳	6000000020505474381 | 6000000020505582078 | 6000000020505397440
60	320	3	61	60	61	0	大中臣 100% 時定 33% 時継 33% 経定 33%	時継 大中臣 | 経定 大中臣 | 時定 大中臣	6000000007332975477 | 6000000007333148343 | 6000000007333065381
60	321	3	61	60	61	0	陳 100% 源用 33% 聖參 33% 聖振 33%	聖參 陳 | 聖振 陳 | 源用 陳	6000000021138084139 | 6000000021138309936 | 6000000021138212329
60	322	3	61	60	61	0	chén 100% 陳 100% kělì 33% kěyòng 33% yuǎnjìng 33% 可用 33%	Kělì 可立 Chén 陳 137, 96, 49, 14 | Kěyòng 可用 Chén 陳 137, 96, 49, 14 | Yuǎnjìng 遠敬 Chén 陳 136, 95, 48, 13	6000000004968677305 | 6000000004968634967 | 6000000004968645283
60	323	3	61	60	60	0	nakache 66% isaac 33% messaoud 33% mireille 33% touitou 33%	Messaoud Nakache | Isaac Touitou | Mireille Nakache	6000000037383730947 | 6000000037917675182 | 6000000053608022821
60	324	3	61	60	61	0	陳 100% 啓 33% 希平 33% 軒 33%	啓 陳 | 軒 陳 | 希平 陳	6000000023406714473 | 6000000023406402273 | 6000000023406671561
60	325	3	61	60	61	0	陳 100% 應平 33% 錦 33% 錦裳 33%	錦 陳 | 錦裳 陳 | 應平 陳	6000000023406674578 | 6000000023406836870 | 6000000023406714403
60	326	3	61	60	61	0	陳 100% 灝 33% 畧 33% 韜 33%	畧 陳 | 韜 陳 | 灝 陳	6000000023406253386 | 6000000023406640831 | 6000000023406265547
60	327	3	61	60	61	0	emperor 33% isuzuyori-hime 33% kamuyaimi-no-mikoto 33% shikitsuhikotamatemi 33%	Emperor Shikitsuhikotamatemi | Isuzuyori-hime | Kamuyaimi-no-Mikoto	6000000187019966873 | 6000000187020506823 | 6000000091172431878
60	328	3	61	60	60	0	尾張 100% 多々美 33% 大隅 33% 栗原 33%	多々美 尾張 | 大隅 尾張 | 栗原 尾張	6000000003267833636 | 6000000003267833199 | 6000000003267730953
60	329	3	60	60	60	0	dadoun 33% mathilde 33%	(no label) | (no label) | Mathilde Dadoun	6000000203760356969 | 6000000203760356965 | 6000000203760356961
60	330	3	60	60	60	0		(private) | (private) | (private)	6000000009213301771 | 6000000174122746642 | 6000000023486446916
60	331	3	60	60	60	0	araya 100% biniam 33% naomi 33% zefan 33%	Biniam Araya | Naomi Araya | Zefan Araya	285893026140008524 | 6000000000612904458 | 285893230890005074
60	332	3	60	60	60	0	tekle 66% adam 33% aman 33%	(private) | Adam Tekle | Aman Tekle	285963347180003183 | 285893944840003236 | 285894474980006093
60	333	3	60	60	60	0		(private) | (private) | (private)	285894028340001216 | 285964154270008517 | 285894186630001229
60	334	3	60	60	60	0	eliza 33% iyasu 33%	(private) | (private) | Eliza Iyasu	6000000008006904457 | 6000000008006814681 | 6000000008006927519
60	335	3	60	60	60	0	allouche 100% jaqueline 33% mireille 33% william 33%	Jaqueline Allouche | Mireille Allouche | William Allouche	6000000059699584985 | 6000000059699129337 | 6000000059699695837
60	336	3	60	60	60	0	nakache 100% alice 33% anna 33% désirée 33% fortunée 33% hylda 33%	Fortunée Alice Nakache | Hylda Désirée Anna Nakache | Zerdouda Nakache	6000000029468198231 | 6000000111313079826 | 6000000049141081213
60	337	3	60	60	60	0		(no label) | (private) | (private)	6000000002406981024 | 6000000003844096790 | 6000000002406372899
60	338	3	60	60	60	0	nakache 100% alice 33% aziza 33% eléonore 33% germaine 33% odette 33%	Alice Solange Ymouna Nakache | Aziza Nakache | Germaine Odette Eléonore Victorine Nakache	6000000029446306278 | 6000000029445832221 | 6000000037518168174
60	339	3	60	60	60	0	nanda 66% gautami 33% prajapati 33% sundari 33%	Nanda | Prajapati Gautami | Sundari Nanda	6000000192669793841 | 6000000192669987845 | 6000000192670364833
60	340	3	60	60	60	0		(private) | (private) | (private)	6000000002892410847 | 6000000002892500795 | 6000000002892525170
60	341	3	60	60	60	0	drahim 33% yvon 33%	(private) | (private) | Yvon Drahim	6000000001899531668 | 6000000001899388916 | 6000000001899538590
60	342	3	60	60	60	0	arlette 33% léa 33% zerbib 33%	(no label) | (no label) | Arlette, Léa ZERBIB	6000000203756396718 | 6000000203756396715 | 6000000203756396702
60	343	2	61	60	61	0	camille 50% levi 50% levy 50% pierre 50% robert 50%	Robert Pierre Levi | Camille Levy	6000000019186321705 | 6000000018566968863
60	344	2	61	60	61	0	alas 50% dyah 50% landhayan 50% lumah 50% rakai 50% rakryan 50%	rakryan landhayan sang lumah ri alas | sri rakai sumba dyah wawa wijayalokanamotungga	6000000006333606021 | 6000000006332180640
60	345	2	61	60	61	0	tanba 100% toshinaga 50% yasunaga 50%	Yasunaga Tanba | Toshinaga Tanba	6000000227350739844 | 6000000227350610924
60	346	2	61	60	61	0	asukai 100% tanba 100% masaharu 50% masatsuna 50%	Asukai Masaharu Tanba | Asukai Masatsuna Tanba	6000000227350572848 | 6000000227350595957
60	347	2	61	60	61	0	takaoka 100% nagakuni 50%	NN Takaoka | Nagakuni Takaoka	6000000012559594009 | 6000000012559693674
60	348	2	61	60	61	0	jilek 100% anton 50% franz 50%	Franz Jilek | Anton Jilek	6000000123493290822 | 6000000123493290825
60	349	2	61	60	61	0	fisher 50% zisel 50%	(no label) | Zisel Fisher	6000000012684738918 | 6000000012685394213
60	350	2	61	60	61	0	medina 100% van 100% daskylos 50% deiokes 50%	Daskylos Medina, van | Deiokes of Medina, van	6000000042302821403 | 6000000042303148944
60	351	2	61	60	61	0	izumo-furune-no-mikoto 50% miyoshiya 50%	Miyoshiya | Izumo-Furune-no-mikoto	6000000227334009837 | 6000000012789418407
60	352	2	61	60	61	0	anderson 100% elizabeth 50% ralph 50%	Ralph Anderson | Elizabeth Anderson	6000000008987967044 | 6000000008987607140
60	353	2	61	60	61	0	marcus 100% george 50% lillian 50%	Lillian Marcus | George Marcus	6000000008987775895 | 6000000008987932617
60	354	2	61	60	61	0	孔 100% 宣 50% 茂 50%	宣 孔 | 茂 孔	6000000012974037778 | 6000000012973828865
60	355	2	61	60	61	0	attali 50% eric 50%	Eric Attali | (private)	6000000006774177286 | 6000000006774274026
60	356	2	61	60	61	0	chén 100% 陳 100% kèzàng 50% shēn 50% 克奘 50% 紳 50%	Kèzàng 克奘 Chén 陳 | Shēn 紳 Chén 陳	6000000018814435065 | 6000000018813515729
60	357	2	61	60	61	0	chén 100% 陳 100% chí 50% zhòngkuān 50% 仲寬 50% 遲 50%	Zhòngkuān 仲寬 Chén 陳 | Chí 遲 Chén 陳	6000000018813593441 | 6000000018814092724
60	358	2	61	60	61	0	chén 100% 陳 100% chū 50% kèmíng 50% 克明 50% 初 50%	Kèmíng 克明 Chén 陳 | Chū 初 Chén 陳	6000000018814488050 | 6000000018813688375
60	359	2	61	60	61	0	chén 100% 陳 100% fú 50% yuánlóng 50% 元龍 50% 福 50%	Fú 福 Chén 陳 | Yuánlóng 元龍 Chén 陳	6000000018814172737 | 6000000018813761624
60	360	2	61	60	61	0	chén 100% 陳 100% luó 50% yuánzhǎng 50% 元長 50% 籮 50%	Yuánzhǎng 元長 Chén 陳 | Luó 籮 Chén 陳	6000000018814032418 | 6000000018813984511
60	361	2	61	60	61	0	chén 100% 陳 100% tíngguī 50% yí 50% 儀 50% 廷珪 50%	Yí 儀 Chén 陳 | Tíngguī 廷珪 Chén 陳	6000000018814016829 | 6000000018814199585
60	362	2	61	60	61	0	chén 100% 陳 100% jié 50% 九經 50% 傑 50%	九經 Chén 陳 | Jié 傑 Chén 陳	6000000018814199659 | 6000000018814480154
60	363	2	61	60	61	0	chén 100% 陳 100% chūnfú 50% jiàn 50% 健 50% 春福 50%	Chūnfú 春福 Chén 陳 | Jiàn 健 Chén 陳	6000000018819087240 | 6000000018818133876
60	364	2	61	60	61	0	chén 100% 陳 100% lóngqǐ 50% zhōng 50% 衷 50% 龍起 50%	Lóngqǐ 龍起 Chén 陳 136, 96, 49, 12 | Zhōng 衷 Chén 陳 135, 95, 48, 11	6000000018818171466 | 6000000018819094393
60	365	2	61	60	61	0	fitoussi 100% doua 50% haïem 50% haïm 50% salomon 50%	Doua Fitoussi | Salomon Haïem Haïm Fitoussi	6000000038479338514 | 6000000038478955714
60	366	2	61	60	61	0	janapada 50% kalyāni 50% nanda 50%	Janapada Kalyāni | Nanda	6000000030071465603 | 6000000030071590710
60	367	2	61	60	61	0	futodama 50% kamotaketsunumi 50% mikoto 50% no 50%	Futodama | Kamotaketsunumi no Mikoto	6000000209934474825 | 6000000209934538824
60	368	2	61	60	61	0	abba 100% bar 100% ḥana 100% abbahu 50% acha 50%	"Abba bar Ḥana | Ḥana bar Abba ""Abbahu"" bar Acha"	6000000019072042752 | 6000000019072072625
60	369	2	61	60	61	0	hai 50% haim 50% halimi 50% henri 50%	(no label) | Henri Haim Hai Halimi	6000000019221384706 | 6000000019220649414
60	370	2	61	60	61	0		(private) | (private)	6000000033132420016 | 6000000033132337138
60	371	2	61	60	61	0	oki 100% tamekiyo 50% tsunekiyo 50%	Tsunekiyo Oki | Tamekiyo Oki	6000000019402891132 | 6000000019402457813
60	372	2	61	60	61	0	chén 100% chízǐ 50% yuánbǎo 50%	Chízǐ Chén 137, 96, 49, 14, 13 | Yuánbǎo Chén 136, 95, 48, 13, 12	6000000174437664995 | 6000000173704717440
60	373	2	61	60	61	0	chén 100% miàoyòu 50% wénqīn 50% 陳妙佑 50% 陳文欽 50%	Chén Wénqīn 陳文欽 | Chén Miàoyòu 陳妙佑	6000000003934669116 | 6000000003934419762
60	374	2	61	60	61	0	chén 100% miàofú 50% wénruò 50% 陳妙福 50% 陳文若 50%	Chén Wénruò 陳文若 | Chén Miàofú 陳妙福	6000000003934485601 | 6000000003934518362
60	375	2	61	60	61	0	chitraka 100% santarajas 50%	SANTARAJAS CHITRAKA | CHITRAKA	6000000020998395901 | 6000000020998141643
60	376	2	61	60	61	0	gargya 50% shini 50%	GARGYA | Shini	6000000009709054711 | 6000000009709165253
60	377	2	61	60	61	0	jahu 50% pushpavān 50%	JAHU | PUSHPAVĀN	6000000009709701069 | 6000000009710002284
60	378	2	61	60	61	0	munda 50% nagadasaka 50%	Nagadasaka | Munda	6000000009716379560 | 6000000009716483327
60	379	2	61	60	61	0	曾 100% 子接 50% 訓 50%	訓 曾 | 子接 曾	6000000178348482832 | 6000000178347039913
60	380	2	61	60	61	0	曾 100% 子興 50% 泰 50%	泰 曾 | 子興 曾	6000000178347551906 | 6000000178348465825
60	381	2	61	60	61	0	曾 100% 應? 50% 明德 50%	應? 曾 | 明德 曾	6000000178360535843 | 6000000178359979871
60	382	2	61	60	61	0	hormizd 50% hormuz 50% ifra 50% persia 50% shah 50%	Hormizd II Shah of Persia | Ifra Hormuz	6000000089678620961 | 6000000089678525958
60	383	2	61	60	61	0	大中臣 100% 長家 50% 長能 50%	長家 大中臣 | 長能 大中臣	6000000007332688679 | 6000000007333017426
60	384	2	61	60	61	0	大中臣 100% 時重 50% 重弘 50%	時重 大中臣 | 重弘 大中臣	6000000007332905873 | 6000000007333039319
60	385	2	61	60	61	0	陳 100% 子全 50% 紹箕 50%	子全 陳 | 紹箕 陳	6000000021137787424 | 6000000021138384882
60	386	2	61	60	61	0	陳 100% 會卿 50% 秀實 50%	會卿 陳 | 秀實 陳	6000000021138243130 | 6000000021137933258
60	387	2	61	60	61	0	陳 100% 國楨 50% 聖參 50%	聖參 陳 | 國楨 陳	6000000021138385008 | 6000000021138376957
60	388	2	61	60	61	0	chén 100% 陳 100% 允俊 50% 應諒 50%	應諒 Chén 陳 | 允俊 Chén 陳	6000000004968725750 | 6000000004968488753
60	389	2	61	60	61	0	הונא 50% נתן 50% רצוציתא 50%	נתן רצוציתא | הונא	6000000010769278650 | 6000000010769374815
60	390	2	61	60	61	0	榮業 50% 陳 50%	(private) | 榮業 陳	6000000079242476512 | 6000000079241979628
60	391	2	61	60	61	0	alpha 50% kuntibhodja 50%	Kuntibhodja | Alpha	6000000007801394613 | 6000000007801175995
60	392	2	61	60	61	0	kuntibhodja 50%	Kuntibhodja | A	6000000007800779365 | 6000000007800757249
60	393	2	61	60	61	0	陳 100% 定平 50% 璋 50%	璋 陳 | 定平 陳	6000000023406821050 | 6000000023406319634
60	394	2	61	60	61	0	陳 100% 德平 50% 驥 50%	驥 陳 | 德平 陳	6000000023406656190 | 6000000023406674564
60	395	2	61	60	61	0	陳 100% 德 50% 静趣 50%	静趣 陳 | 德 陳	6000000023406432459 | 6000000023406498405
60	396	2	61	60	61	0	ahatabisha 50% ambaris 50%	Ambaris | Ahatabisha	6000000006101370391 | 6000000006101370383
60	397	2	61	60	61	0	yaakov 100% ben 50% nissim 50%	Yaakov | Nissim ben Yaakov	6000000041273433086 | 6000000041273079433
60	398	2	61	60	61	0		(private) | (private)	6000000043656073943 | 6000000043655409523
60	399	2	61	60	61	0		(private) | (private)	6000000043655718405 | 6000000043655476750
60	400	2	61	60	61	0		(private) | (private)	6000000043656034942 | 6000000043656077910
60	401	2	61	60	61	0		(private) | (private)	6000000043655927081 | 6000000043655987988
60	402	2	61	60	61	0		(private) | (private)	6000000221375016019 | 6000000221375349842
60	403	2	60	60	60	0	doukhan 100% lucien 50% messaoud 50% prosper 50%	Lucien Doukhan | Messaoud Prosper Doukhan	6000000142086997955 | 6000000142087378993
60	404	2	60	60	60	0	timestit 100% alain 50% samuel 50% serge 50% simon 50%	Alain Serge Simon Timestit | Samuel Timestit	6000000176755617833 | 6000000055021774109
60	405	2	60	60	60	0	maria 50% michel 50% sterr 50%	Maria | Michel Sterr	6000000123493542829 | 6000000123493542846
60	406	2	60	60	60	0	amram 100% georgette 50% ouardada 50% traki 50%	Ouardada Georgette Amram | Traki Amram	6000000218725208901 | 6000000218725479843
60	407	2	60	60	60	0	allouche 100% alice 50% gérard 50%	Alice Allouche | Gérard Allouche	6000000063799109000 | 6000000063799191961
60	408	2	60	60	60	0	siarri 100% haïm 50% rahamim 50% raymond 50%	Haïm Siarri | Raymond Rahamim Siarri	6000000028122733567 | 6000000187227275875
60	409	2	60	60	60	0	taïeb 100% aïm 50% raphaël 50% rené 50%	Aïm Taïeb | Raphaël René Taïeb	6000000059379511195 | 6000000059380140858
60	410	2	60	60	60	0	laloum 100% adeline 50% hannoun 50% moise 50% yasmina 50%	Adeline Yasmina Laloum | Moise Hannoun Laloum	6000000032012120247 | 6000000029203455085
60	411	2	60	60	60	0	guirchoun 100% huguette 50% mardochee 50%	Huguette GUIRCHOUN | Mardochee GUIRCHOUN	6000000174043343831 | 6000000174043343822
60	412	2	60	60	60	0		(private) | (private)	6000000002438934848 | 6000000002439100394
60	413	2	60	60	60	0	zemmour 100% alexis 50% jean 50% khalfa 50% nessim 50%	Jean Alexis Khalfa Zemmour | Nessim Zemmour	6000000206914148869 | 6000000071234626821
60	414	2	60	60	60	0	elianne 50% halimi 50% hanoun 50% marcelle 50% marie 50% rose 50%	Elianne Hanoun | Marcelle Marie Rose Halimi	6000000215283831821 | 6000000045961333835
60	415	2	60	60	60	0	jyamagha 100% saibya 50% vidarbha 50%	SAIBYA JYAMAGHA | VIDARBHA JYAMAGHA	6000000021743767001 | 6000000021169189816
60	416	2	60	60	60	0		NN | NN	9995000000000001410 | 9995000000000001411
60	417	2	60	60	60	0	ambros 50% anna 50% maria 50% matthias 50% neumayr 50%	Anna Maria Ambros | Matthias Neumayr	6000000190299945862 | 6000000190300161833
60	418	2	60	60	60	1	anna 50% kerl 50% maria 50% schmidt 50% stephanus 50%	Anna Maria Kerl | Stephanus Schmidt	6000000190300109828 | 6000000190300115831
60	419	2	60	60	60	0		(private) | (private)	544129 | 6000000006986905173
60	420	2	60	60	60	0	nakache 50% suzanne 50%	(no label) | Suzanne NAKACHE	6000000203955943187 | 6000000203955943209
60	421	2	60	60	60	0	bima 50% bin 50% bint 50% digwijaya 50% fulan 50% ganayanadewa 50%	Bima Digwijaya Satyaganapati bin Ganayanadewa Linggabumi | Perempuan India bint Fulan	6000000040309241274 | 6000000040309558092
60	422	2	60	60	60	0	aswawarman 50% bin 50% bint 50% dharmayawarman 50% gunawarman 50% putri 50%	Gunawarman bin Aswawarman | Putri Dharmayawarman bint Dharmayawarman	6000000040311291128 | 6000000040311794047
60	423	2	60	60	60	0	bin 100% darmawirya 100% dewawarman 100% angkatan 50% kerajaan 50% laut 50%	Darmawirya Dewawarman bin Panglima Angkatan Laut Kerajaan Palawa | Dewawarman bin Darmawirya Dewawarman	6000000040930918089 | 6000000040930929134
60	424	2	60	60	60	0	kalifa 100% ange 50% anna 50% michelle 50%	Anna Kalifa | Michelle Ange Kalifa	6000000040485946140 | 6000000040831542666
60	425	2	60	60	60	0	choua 50% sauveur 50% touitou 50%	(private) | Sauveur Choua Touitou	6000000214437040835 | 6000000214495165821
