cut	rank	people	max_dist	min_dist	median_dist	p2600_linked	common	farthest	farthest_geni
60	196	9	62	60	61	0	abd 11% al 11% ghabra 11% ghany 11%	(private) | (private) | (private) | (private) | (private)	6000000010057272276 | 6000000010057180548 | 6000000010057238350 | 6000000010057148824 | 6000000010056661958
60	197	9	62	60	61	0	bint 66% kudungga 55% bin 33% ragel 33% attwangga 22% mayang 22%	Radjendrawarman bin Atwangga | Karang Kelungsu bint Kudungga | Putri Ragel Mayang bint Kudungga | Ragel Kemuning bint Kudungga | Ragel Mayang Sari bint Kudungga	6000000040309680741 | 6000000040310175122 | 6000000040310213050 | 6000000040309888703 | 6000000040310272142
60	198	8	67	60	64	0	haryabala 25% hīna 25% jay 25% jayasena 25% krit 25% sahadeva 25%	JAYA Sankriti | SANKRITI Jayasena | JAYASENA Hīna | HĪNA Sahadeva | SAHADEVA Haryabala	6000000009705472220 | 6000000009704972064 | 6000000009705372562 | 6000000009705444326 | 6000000009705211658
60	199	8	67	60	64	0	azarya 25% avraham 12% eliya 12% laemel 12% nakhman 12% spain 12%	Nakhman | Yosef II Yoseph II | Eliya | Azarya II | Laemel	6000000041273289160 | 6000000041273498900 | 6000000041273399149 | 6000000041273382056 | 6000000041273278158
60	200	8	64	60	62	0	tan 100% 陳 100% descendents 37% for 37% version 37% 景雍 37%	德讓 TAN 陳 | Version 2 for descendents of 景雍 TAN 陳 | 君安 TAN 陳 | TAN 陳 | Version 2 for descendents of 景雍 TAN 陳	6000000039573118457 | 6000000039684563175 | 6000000039573210284 | 6000000039572936773 | 6000000039684615135
60	201	8	64	60	62	0	tan 100% 陳 100% descendents 12% for 12% version 12% 君化 12%	恪齋 TAN 陳 | 德讓 TAN 陳 | 君化 TAN 陳 | 君安 TAN 陳 | Version 3 for descendents of 景雍 TAN 陳	6000000039574106287 | 6000000039573947414 | 6000000039574234889 | 6000000039574182980 | 6000000039684540050
60	202	8	64	60	63	0	tan 100% 陳 100% to 25% went 25% 君安 12% 德應 12%	Went to 海澄 Tan 陳 | Went to 海陽 Tan 陳 | 恪齋 Tan 陳 | 德應 Tan 陳 | 德讓 Tan 陳	6000000039639171772 | 6000000039639864423 | 6000000020505306598 | 6000000020505140620 | 6000000020505502747
60	203	8	63	60	62	0	biological 25% eberhardt 25% john 25% agnes 12% anne 12% barbara 12%	Grand-Mother Biological Unk-Mother | Walter John Limbacher SR | Grand-Father Biological Unk-Father | John G Helwig | Agnes Barbara Rebmann	6000000150807615958 | 6000000112921042875 | 6000000150807615886 | 6000000150807616123 | 6000000150807615892
60	204	8	63	60	61	0	diem 50% michael 25% mueller 25% müller 25% anna 12% bartle 12%	Marg Diem | Hans Simon Diem | Catherina Müller | Maria Diem | Michael Diem	6000000119337803824 | 6000000119337706843 | 6000000119337066943 | 6000000119337728821 | 6000000010896833343
60	205	8	63	60	62	0	armenia 75% raja 75% n/a 37% permaisuri 37% hidarnes 25% ix 25%	N/A (Permaisuri Raja Armenia IX) | Orontes I | Ardashir (Raja Armenia IX) | N/A (Permaisuri Raja Armenia VIII) | Hidarnes III (Raja Armenia VIII)	6000000018951890888 | 6000000054424942013 | 6000000018952449014 | 6000000018952219291 | 6000000123523381821
60	206	8	62	60	62	0	aparajitavarman 12% dantivarman 12% nandivarman 12% nripatungavarman 12%	Aparajitavarman | NN | NN | Nripatungavarman | NN	6000000041029585880 | 6000000041029204138 | 6000000041029553864 | 6000000041029600850 | 6000000041029408090
60	207	8	61	60	61	0	cohen 37% eric 12% henri 12% william 12% yan 12%	(private) | (private) | (private) | (private) | (private)	6000000001898615742 | 6000000001898456180 | 6000000001899450466 | 6000000004964437798 | 6000000001898540367
60	208	8	61	60	61	0	dadoun 12% didier 12% léa 12% zyserman 12%	(no label) | (private) | (private) | Didier zyserman | (private)	6000000133260655834 | 6000000133260237821 | 6000000132884053957 | 6000000132883832844 | 6000000132884824857
60	209	8	61	60	60	0	amram 75% adda 25% benjamin 12% clément 12% haï 12% jacob 12%	Meyer Clément Adda | Benjamin Amram | Jacob Amram | Maklouf Lucien Amram | Née Sans Vie Amram	6000000054823954974 | 6000000054823675894 | 6000000176710263907 | 6000000182573819821 | 6000000182573667830
60	210	8	61	60	61	0	zaffran 50% abraham 12% alice 12% arthur 12% beya 12% pierre 12%	(private) | (private) | (private) | (private) | Abraham Zaffran	6000000077640315132 | 6000000018699743012 | 6000000015312330928 | 6000000003403562977 | 6000000000759006726
60	211	7	66	60	63	0	仇首王 14% 多婁王 14% 己婁王 14% 東明聖王 14% 温祚王 14% 肖古王 14%	東明聖王 | 温祚王 | 多婁王 | 己婁王 | 蓋婁王	6000000008120096294 | 6000000008119372949 | 6000000008120095271 | 6000000008119439714 | 6000000008119372941
60	212	7	66	60	63	0	takaoka 100% shimanokami 28% kageyusaemon 14% kan'emon 14% kazaemon 14% munefusa 14%	Munemitsu Tokuzaemon Takaoka | Munetaka Kazaemon Takaoka | Muneyoshi Kan'emon Takaoka | Munekatsu Ryoan Takaoka | Sukefusa Shimanokami Takaoka	6000000217686560914 | 6000000217686902822 | 6000000217686915834 | 6000000217686810871 | 6000000217687043825
60	213	7	65	60	63	0	孔 100% 仁 14% 仲和 14% 僖 14% 子豐 14% 季彥 14%	猛 孔 | 孔 | 季彥 孔 | 長彥 孔 | 僖 仲和 孔	6000000012974431863 | 6000000012973977037 | 6000000012974461535 | 6000000012973958065 | 6000000012974307795
60	214	7	64	60	63	0		(private) | (private) | (private) | (private) | (no label)	6000000008813824370 | 6000000008813642396 | 6000000008813475528 | 6000000008813841218 | 6000000008813755319
60	215	7	64	60	63	0	陳 100% 公祐 14% 則利 14% 則友 14% 宗旺 14% 弟貝 14%	宗旺 陳 | 弟貝 陳 | 則利 陳 | 則友 陳 | 汝奕 陳	6000000021357606530 | 6000000021358007045 | 6000000021358159913 | 6000000021358166902 | 6000000021357689195
60	216	7	64	60	63	0	tan 100% 陳 100% 公祉 14% 則安 14% 則萬 14% 怡公 14%	撝公 TAN 陳 | 道公 TAN 陳 | 則安 TAN 陳 | 則萬 TAN 陳 | 汝希 TAN 陳	6000000039583929465 | 6000000039584684090 | 6000000039584777995 | 6000000039583636312 | 6000000039584429222
60	217	7	62	60	62	0	kakon 28% desir 14% hana 14% tsouriel 14% zenouda 14% מיטל 14%	(private) | (private) | Tsouriel Kakon | מיטל קקון | (private)	6000000003851069633 | 6000000003774771447 | 6000000003774771352 | 6000000003774771423 | 6000000003850660424
60	218	7	62	60	61	0	bar 57% chisda 42% rav 42% bat 28% chomo 28% dau 28%	Mar Ukva Bar Chomo | Romi Bar Chomo | Dau. Rav Chisda | Dau. Rav Chisda | Rav Chisda	6000000173422333820 | 6000000173422349669 | 6000000173423137109 | 6000000173423735907 | 6000000018740187243
60	219	7	62	60	62	0	chén 100% 陳 100% céngxǔ 14% céngyuán 14% céngyìn 14% céngzuò 14%	Céngxǔ 曾許 Chén 陳 | Céngyuán 曾元 Chén 陳 | Céngyìn 曾胤 Chén 陳 | Céngzuò 曾祚 Chén 陳 | Déguāng 德光 Chén 陳 136, 96, 49, 12	6000000018819130440 | 6000000018819143492 | 6000000018819344043 | 6000000018817037920 | 6000000018819021501
60	220	7	62	60	61	0	nakache 100% chantal 14% claire 14% colette 14% khalfa 14% louise 14%	Chantal Louise Nakache | Colette Claire Nakache | Rose Rebecca Nakache | Maurice Michel Nakache | Semha Nakache	6000000218952564864 | 6000000218952399910 | 6000000216421363832 | 6000000151371529115 | 6000000040654228135
60	221	7	61	60	61	0	seltan 85% chaloum 14% denise 14% douda 14% eugénie 14% fernande 14%	(private) | Chaloum Seltan | Denise SELTAN | Fernande SELTAN | René SELTAN	6000000015492126047 | 6000000015264837735 | 6000000015492032546 | 6000000015492028053 | 6000000015491981456
60	222	7	61	60	60	0	nakache 100% abraham 14% aziza 14% cécile 14% joseph 14% juliette 14%	Juliette Nakache | Abraham Nakache | Aziza Cécile Nakache | Joseph Nakache | Nessim Nakache	6000000037499839054 | 6000000037500007951 | 6000000024569514033 | 6000000024569638025 | 6000000037499798232
60	223	6	65	60	63	0	senge 66% akatsuka 33% hiromitsu 16% kazunobu 16% motokatsu 16% nagatoshi 16%	Hiromitsu 72 Senge | Takamitsu 68 Senge | Takanou 67 Senge | Motokatsu 66 Senge | Nagatoshi Akatsuka	6000000227335472827 | 6000000227335353899 | 6000000227335444826 | 6000000227335415836 | 6000000227335344896
60	224	6	65	60	63	0	王 100% 山壽 16% 嵚 16% 彝 16% 朂 16% 珣 16%	朂 王 | 彝 王 | 嵚 王 | 山壽 王 | 言 王	6000000143831435844 | 6000000143831480822 | 6000000143830592936 | 6000000143831184869 | 6000000143831016875
60	225	6	65	60	63	0	단 100% 고 16% 나 16% 달 16% 대 16% 불 16%	단 여 을 | 단 위 나 | 단 대 음 | 단 고 불 | 단 홀 달	6000000030746160497 | 6000000030746420974 | 6000000030746381082 | 6000000030746383003 | 6000000030746190317
60	226	6	65	60	63	0	bharg 33% karandhama 33% marut 33% tribhānu 33% bhanuman 16% bhānuman 16%	DUSMANTA Marut | MARUT Karandhama | KARANDHAMA Tribhānu | TRIBHĀNU Bhānuman | BHANUMAN Bharg	6000000021131465333 | 6000000009710365204 | 6000000021131780998 | 6000000009710247177 | 6000000021131493365
60	227	6	64	60	62	0	jaya 16% nimma 16% satyaka 16% satyaki 16% sini 16% yudhajit 16%	Jaya | Satyaki | Satyaka | Nimma | Sini	6000000009738854405 | 6000000009738559786 | 6000000009738661813 | 6000000009738742716 | 6000000009738883686
60	228	6	64	60	63	0	錢 100% 昌宗 16% 煜 16% 琛 16% 綺 16% 諸 16%	琛 錢 | 鏞 錢 | 昌宗 錢 | 煜 錢 | 諸 錢	6000000022308795681 | 6000000022309299765 | 6000000022309049773 | 6000000022309549063 | 6000000022309560905
60	229	6	63	60	61	0	bar 100% hiyya 83% abba 66% binyamin 33% huna 16% yirmiya 16%	Yirmiya bar Abba | Abba bar Binyamin bar Hiyya | Binyamin bar Hiyya bar Abba | Huna bar Hiyya | Yosef bar Hiyya	6000000018729162444 | 6000000018728745018 | 6000000018728593026 | 6000000018728787008 | 6000000018740044126
60	230	6	63	60	62	0	kuru 50% jahnu 33% ruksha 33% sudhanusha 33% ajamidha 16% jarasandha 16%	JARASANDHA Sudhanusha | SHANTANU Jahnu | JAHNU Kuru | SUDHANUSHA Kuru | KURU Ruksha	6000000065527210896 | 6000000065526836051 | 6000000065527218852 | 6000000065526871105 | 6000000065527216830
60	231	6	63	60	62	0	tan 100% 陳 100% go 33% to 33% 君輔 16% 君黼 16%	Go to 打石 Tan 陳 | Go to 香山 Tan 陳 | 君輔 Tan 陳 | 君黼 Tan 陳 | 泰虛 Tan 陳	6000000039639994055 | 6000000039639568318 | 6000000020505466596 | 6000000020505192441 | 6000000020505554352
60	232	6	62	60	61	0	egen 66% hans 33% catharina 16% equidius 16% gollmar 16% golmer 16%	Waldaburga Gollmar | Catharina Egen | Hans Egen | Hans Golmer | Equidius Egen	6000000119337376822 | 6000000010896856323 | 6000000010896860318 | 6000000119337271832 | 6000000010896763338
60	233	6	62	60	62	0	tan 66% 陳 66% descendents 33% for 33% version 33% 景肅 33%	Version 1 for descendents of 景肅 Tan 陳 | 陳子發 | 陳子貞 | Version 1 for descendents of 景肅 Tan 陳 | 泰輿 Tan 陳	6000000039655121618 | 6000000020505620375 | 6000000020505500781 | 6000000039655857086 | 6000000020505798827
60	234	6	62	60	61	0	governor 33% judea 33% alamyos 16% honaseh 16% joachim 16%	(no label) | Joachim | (no label) | Alamyos Governor of Judea | (no label)	6000000005747683785 | 6000000020896993540 | 6000000005747683775 | 6000000005747683780 | 6000000005747683765
60	235	6	61	60	61	0	chemla 66% georges 16% khalfa 16% louise 16% messaouda 16% nedjma 16%	(private) | Georges Chemla | Khalfa Chemla | Odette Messaouda Zafran | Roland Chemla	6000000018580707746 | 6000000019185857863 | 6000000018735701621 | 6000000018580710722 | 6000000018580770686
60	236	6	61	60	61	0	agnimukha 16% bhanukopa 16% hiranya 16% mayasuta 16% surapadma 16% vajrabahu 16%	Agnimukha | Bhanukopa | Hiranya | Mayasuta | Vajrabahu	6000000013310372549 | 6000000013310379879 | 6000000013310572436 | 6000000013310042993 | 6000000013310533647
60	237	6	61	60	61	0	bharmyashva 33% arka 16% brihadishu 16% kampilya 16% sanjay 16% yavenar 16%	BRIHADISHU Bharmyashva | Kampilya | Sanjay | Yavenar | Arka	6000000009708938896 | 6000000009709147833 | 6000000009709147837 | 6000000009709032565 | 6000000051952915830
60	238	6	61	60	61	0		(no label) | (private) | (private) | (private) | (private)	6000000043648888859 | 6000000043648892838 | 6000000043648511159 | 6000000043648345258 | 6000000043648663892
60	239	5	64	60	62	0	陳 80% 君用 20% 子箴 20% 安生 20% 概 20% 泰典 20%	安生 陳 | 君用 陳 | 子箴 陳 | 泰典 陳泰典 | 概 陳	6000000002627326489 | 6000000002627229597 | 6000000002627385434 | 6000000002627477170 | 6000000002627459051
60	240	5	64	60	62	0	tan 40% 陳 40% 南橋 20% 名:恪公 20% 名:肅公 20% 字:子嚴 20%	陳肅公, 名:肅公, 字:文瑞, 號:連峰 | 陳恪公, 名:恪公, 字:子嚴, 號:存叟 | 陳錞公 | 南橋 Tan 陳 | 禮浦 Tan 陳	6000000020489369490 | 6000000020489383320 | 6000000020489302614 | 6000000020488808641 | 6000000020489445356
60	241	5	64	60	62	0	天忍日命 20% 天石門別安国玉主命 20% 天雷命 20% 安牟須比命 20% 香都知命 20%	安牟須比命 | 香都知命 | 天雷命 | 天石門別安国玉主命 | 天忍日命	6000000002816862398 | 6000000002816496697 | 6000000002816575730 | 6000000002816527405 | 6000000002816698412
60	242	5	64	60	62	0	tan 100% 陳 100% 南橋 20% 存叟 20% 禮浦 20% 連峰 20%	連峰 TAN 陳 | 存叟 TAN 陳 | 金享 TAN 陳 | 南橋 TAN 陳 | 禮浦 TAN 陳	6000000039572041139 | 6000000039571904347 | 6000000039571723663 | 6000000039572201822 | 6000000039571741625
60	243	5	64	60	62	0	tan 100% 陳 100% 公祐 20% 則用 20% 捅公 20% 汝達 20%	捅公 TAN 陳 | 則用 TAN 陳 | 汝達 TAN 陳 | 說公 TAN 陳 | 公祐 TAN 陳	6000000039584269278 | 6000000039584432207 | 6000000039583867557 | 6000000039584418237 | 6000000039583989299
60	244	5	64	60	62	0	tan 100% 陳 100% 圭公 20% 太丁 20% 守義 20% 萬宗 20%	金公 TAN 陳 | 圭公 TAN 陳 | 守義 TAN 陳 | 太丁 TAN 陳 | 萬宗 TAN 陳	6000000039686536821 | 6000000039686171590 | 6000000039686234303 | 6000000039684718622 | 6000000039685084117
60	245	5	64	60	62	0	tan 40% 陳 40% 思恭 20% 長怡 20% 陳於霞 20% 陳永喜 20%	陳豪一 | 陳於霞 | 陳永喜 | 長怡 TAN 陳 | 思恭 TAN 陳	6000000039688007666 | 6000000039688109564 | 6000000039687995577 | 6000000039688285130 | 6000000039688179233
60	246	5	63	60	62	5	留 100% 丕式 20% 寔 20% 從願 20% 紹錤 20% 耀卿 20%	丕式 留 | 從願 留 | 紹錤 留 | 耀卿 留 | 寔 留	6000000074728046051 | 6000000074728335862 | 6000000074727606338 | 6000000074728327836 | 6000000056061055988
60	247	5	63	60	61	1	agnes 20% blanche 20% charles 20% clare 20% harold 20% pollak 20%	Charles Harold Williams | Clare Ruth Pollak | Agnes Blanche Wheeler | NN | NN	6000000195872904695 | 6000000195872904662 | 6000000195872904511 | 9995000000000100668 | 9995000000000100669
60	248	5	63	60	61	0	az 20% chedi 20% drestaketu 20% raja 20% sisupala 20% srutadewa 20%	Drestaketu | Sisupala | Raja Chedi | Srutadewa | AZ	6000000007801438603 | 6000000007801498339 | 6000000007801712685 | 6000000007800726531 | 6000000007800507937
60	249	5	62	60	61	0	izumo 40% ihene-no-mikoto 20% ikasone-no-mikoto 20% sotsu-no-mikoto 20% unoji-no-mikot 20% uzune-no-mikoto 20%	Sotsu-no-mikoto Izumo | Ikasone-no-mikoto | Unoji-no-mikot | Uzune-no-mikoto Izumo | Ihene-no-mikoto	6000000012789290768 | 6000000012789602275 | 6000000012789505698 | 6000000012789652211 | 6000000012789444361
60	250	5	62	60	61	0	rivkin 40% morris 20% sarah 20%	(private) | (private) | (private) | Morris Rivkin | Sarah Rivkin	6000000009088931320 | 6000000009088852615 | 6000000009088651576 | 6000000008987528243 | 6000000008987465694
60	251	5	61	60	60	0	guedj 40% kharoubi 40% abraham 20% albert 20% alphonse 20% anne 20%	Albert Abraham Kharoubi | Lucien Armand Zeghbib | Chaloum Alphonse Guedj | Gladys Eleonore Marthe Kharoubi | Yolande Anne Monique Nina Guedj	6000000111315676845 | 6000000173379841228 | 6000000037745860031 | 6000000169727120981 | 6000000037746461436
60	252	5	61	60	60	0	nakache 100% raoul 40% abraham 20% elisa 20% emma 20% etienne 20%	Raymonde Emma Tohra Nakache | Gustave, Henri, Roger Nakache | Paul Raoul Abraham Nakache | Raoul Etienne Salomon Nakache | Yacoute Elisa Nakache	6000000028261464728 | 6000000028123179111 | 6000000130273452141 | 6000000028261570613 | 6000000028122814448
60	253	5	61	60	61	0	曾 100% 大亨 20% 巽亨 20% 師質 20% 晉亨 20% 謙亨 20%	大亨 曾 | 巽亨 曾 | 晉亨 曾 | 謙亨 曾 | 師質 曾	6000000178348039842 | 6000000178347043891 | 6000000178346669948 | 6000000178346957931 | 6000000178345871992
60	254	5	61	60	61	0	陳 100% 宗 20% 紃 20% 紳 20% 組 20% 縉 20%	紃 陳 | 紳 陳 | 組 陳 | 縉 陳 | 宗 陳	6000000023406244753 | 6000000023406546194 | 6000000023406524445 | 6000000023406470231 | 6000000023406407261
60	255	5	60	60	60	0	alice 20% clermont 20% dadoun 20% gisèle 20% mouni 20% nouna 20%	(no label) | (no label) | (no label) | Gisèle Clermont | Nouna Alice Mouni Dadoun	6000000203760356945 | 6000000203760356941 | 6000000203760356937 | 6000000059101438879 | 6000000058754267848
60	256	5	60	60	60	0	petros 60% iyasu 40% aaron 20% mussie 20% yoftahe 20%	(private) | (private) | Aaron Petros | Mussie Iyasu Petros | Yoftahe Iyasu Petros	327731015950002849 | 327729309640006952 | 327729458200004516 | 327729756060004500 | 6000000008104344439
60	257	5	60	60	60	0	blanche 20% dadoun 20%	(no label) | (no label) | (no label) | (no label) | Blanche Dadoun	6000000203760357013 | 6000000203760357009 | 6000000203760357005 | 6000000203760357001 | 6000000032509102608
60	258	5	60	60	60	0	melki 100% andré 20% fortunée 20% gaston 20% marcel 20% rené 20%	Fortunée Melki | Marcel André Melki | René Melki | Salomon Gaston Melki | Yasmina Melki	6000000055091209848 | 6000000055090799044 | 6000000082803126207 | 6000000055091093886 | 6000000050232114104
60	259	4	63	60	62	0	karandhama 25% khaninetra 25% marutta 25% parikshita 25% treta 25% yuga 25%	MARUTTA | Parikshita of Treta Yuga | KARANDHAMA | Khaninetra	6000000025552136944 | 6000000025552217209 | 6000000025552201975 | 6000000025551962417
60	260	4	63	60	62	0	孔 100% 何齊 25% 元士 25% 吉 25% 安 25%	安 孔 | 何齊 孔 | 吉 元士 孔 | 孔	6000000012974071042 | 6000000012974260218 | 6000000012974120615 | 6000000012974075911
60	261	4	63	60	62	0	krishna 25% sursen 25% vasudev 25% vrashni 25%	KRISHNA | Vasudev | Sursen | Vrashni	6000000020788546770 | 6000000020788576624 | 6000000020788641438 | 6000000020788635244
60	262	4	63	60	62	0	陳 75% 孔時 25% 孟宸 25% 展邦 25% 榮威 25% 炳鎮 25%	展邦 陳 | (private) | 炳鎮 孟宸 陳 | 榮威 孔時 陳	6000000079241908633 | 6000000079241851816 | 6000000079242385314 | 6000000079242800981
60	263	4	63	60	62	0	tanba 100% munekiyo 25% munetada 25% sueyoshi 25% yakuin 25% zensō 25%	Yakuin Zensō Tanba | Munetada Tanba | Munekiyo Tanba | Sueyoshi Tanba Jr.	6000000227350883832 | 6000000227350822862 | 6000000227350822857 | 6000000227379158022
60	264	4	63	60	62	0	田村 100% 家吉 25% 満顕 25% 綱顕 25% 輝顕 25%	満顕 田村 | 家吉 田村 | 輝顕 田村 | 綱顕 田村	6000000003198563369 | 6000000003198589267 | 6000000003198503396 | 6000000003198589212
60	265	4	62	60	61	0	guedj 100% david 25% laila 25% shimeon 25% simon 25% zaïra 25%	Laila Guedj | David Guedj | Simon Shimeon Guedj | Zaïra Guedj	6000000225462667011 | 6000000055074433919 | 6000000225462804987 | 6000000038479029662
60	266	4	62	60	62	0	曾 100% 儔 25% 卓 25% 埼 25% 早 25%	卓 曾 | 早 曾 | 儔 曾 | 埼 曾	6000000013860484314 | 6000000013860591092 | 6000000013860592179 | 6000000013860505696
60	267	4	62	60	61	0		(private) | (private) | (private) | (private)	6000000202178503835 | 6000000202178597826 | 6000000202178578824 | 6000000202177597895
60	268	4	62	60	62	0	basudewa 25% kunti 25% nalingbrata 25% sura 25% z 25%	Basudewa | Kunti Nalingbrata | Sura | Z	6000000007800813250 | 6000000007800705631 | 6000000007800609978 | 6000000007800472985
60	269	4	62	60	61	0	dibagnye 25% prachingarva 25% succhaya 25% udarathi 25%	Dibagnye | Udarathi | Prachingarva | Succhaya	6000000022833463416 | 6000000022832946438 | 6000000022833205075 | 6000000022833248048
60	270	4	61	60	61	0	zaffran 50% annette 25% bedier 25% ernest 25% francine 25% joseph 25%	(private) | Annette Zaffran | Francine Bedier | Ernest Khalfa Joseph Zaffran	6000000018580609824 | 6000000018580519746 | 6000000018580901284 | 6000000018567212044
60	271	4	61	60	61	0	chén 100% 陳 100% shìlóng 25% wénhàn 25% wénhào 25% wénhǎi 25%	Wénhàn 文漢 Chén 陳 136, 96, 49, 12 | Wénhào 文浩 Chén 陳 136, 96, 49, 12 | Wénhǎi 文海 Chén 陳 136, 96, 49, 12 | Shìlóng 士隆 Chén 陳 135, 95, 48, 11	6000000018816958904 | 6000000018819237712 | 6000000018819095690 | 6000000018819221253
60	272	4	61	60	61	0	chén 100% 陳 100% chún 25% hòu 25% lǔ 25% zàng 25%	Chún 純 Chén 陳 | Hòu 厚 Chén 陳 | Lǔ 魯 Chén 陳 | Zàng 奘 Chén 陳	6000000018818969423 | 6000000018819217028 | 6000000018818571752 | 6000000018818371610
60	273	4	61	60	61	0	chén 100% 陳 100% dé 25% jìng 25% lián 25% yì 25%	Dé 德 Chén 陳 | Jìng 靜 Chén 陳 | Lián 廉 Chén 陳 | Yì 毅 Chén 陳	6000000018818970388 | 6000000018818470473 | 6000000018819173232 | 6000000018818785609
60	274	4	61	60	61	0	andre 25% halimi 25% israel 25% levy 25%	(private) | (no label) | (private) | Andre Israel Levy Halimi	6000000019221600763 | 6000000019221872226 | 6000000019221957386 | 6000000019220649398
60	275	4	61	60	61	0	陸 100% 尚義 25% 稅和 25% 稅均 25% 稅宗 25%	稅和 陸 | 稅均 陸 | 稅宗 陸 | 尚義 陸	6000000019351106232 | 6000000019351096343 | 6000000019351250185 | 6000000019351091209
60	276	4	61	60	61	0	attali 75% alexia 25% déborah 25% hélène 25%	Alexia Attali | Déborah Attali | Hélène Attali | (private)	6000000002600553540 | 6000000002600431774 | 6000000002449816384 | 6000000002449725809
60	277	4	61	60	61	0	duritkshaya 25% kavi 25% pushkararuni 25% trayaruni 25%	Kavi | Pushkararuni | Trayaruni | Duritkshaya	6000000009709139286 | 6000000009708606970 | 6000000009709022146 | 6000000009709147318
60	278	4	61	60	61	0	曾 100% 希哲 25% 榮祖 25% 興祖 25% 英祖 25%	榮祖 曾 | 興祖 曾 | 英祖 曾 | 希哲 曾	6000000178347958859 | 6000000178346474935 | 6000000178348102836 | 6000000178347968847
60	279	4	61	60	60	0	dijayawarman 75% aswawarman 25% bin 25% bint 25% cicit 25% darmawirya 25%	Istri Dijayawarman bint Fan Fo | Cicit Darmawirya | Dijayawarman bin Aswawarman | Putri Dijayawarman	6000000040311495913 | 6000000040312032133 | 6000000040311370969 | 6000000040311914314
60	280	4	61	60	60	0	jayagranagara 25% rasmi 25% tirtamangga 25%	Jayagranagara | NN | Rasmi | Tirtamangga	6000000041037863000 | 6000000041037603406 | 6000000041037895875 | 6000000041037600565
60	281	4	61	60	61	0		(private) | (private) | (no label) | (private)	6000000221374309410 | 6000000221375469907 | 6000000221375495944 | 6000000221375059034
60	282	4	60	60	60	0	adolphe 25% guedj 25% makhlouf 25%	(no label) | (no label) | (no label) | Makhlouf Adolphe Guedj	6000000203760356993 | 6000000203760356989 | 6000000203760356985 | 6000000059101021084
60	283	4	60	60	60	0	nakache 75% georges 25% germaine 25% melloul 25% raymonde 25% roger 25%	Georges Nakache | Raymonde Melloul | Roger Nakache | Yacoute Germaine Nakache	6000000053428669341 | 6000000053428902268 | 6000000053428843165 | 6000000025296670914
60	284	4	60	60	60	0	belaynesh 25% elias 25% fessha 25% legese 25% tewolde 25%	(private) | (private) | Belaynesh Legese | Elias Fessha Tewolde	6000000026507810691 | 286106396460002028 | 285963341750002056 | 285894656420001179
60	285	4	60	60	60	0	solomon 50% aman 25% yannah 25%	(private) | (private) | Aman Solomon | Yannah Solomon	4025724039700010247 | 286471256430007444 | 286470571400006130 | 286470817810006090
60	286	4	60	60	60	0	teferi 50% ayda 25% ermias 25%	(private) | (private) | Ayda Teferi | Ermias Teferi	288209121200006362 | 288209771390003753 | 288209352230006356 | 288209602430005555
60	287	4	60	60	60	0		(private) | (private) | (private) | (private)	6000000066548774009 | 6000000066548774005 | 6000000066548774001 | 6000000066548773996
60	288	4	60	60	60	0	sara 25%	(private) | (private) | (no label) | Sara	6000000080575614200 | 6000000080575401216 | 6000000080576305864 | 6000000080575952984
60	289	4	60	60	60	0	ahiratsu-hime 25% kisumimi 25% mikoto 25% misaki 25% no 25% prince 25%	Ahiratsu-hime | Prince Kisumimi | Princess Misaki | Tagishimimi no Mikoto	6000000092566796917 | 6000000187020829832 | 6000000187020964831 | 6000000091171515082
60	290	3	62	60	61	0	chén 100% rújīn 33% rǔhóng 33% shíhuā 33% 陳如金 33% 陳時化 33%	Chén Shíhuā 陳時化 | Chén Rǔhóng 陳汝洪 | Chén Rújīn 陳如金	6000000003904100829 | 6000000003904348247 | 6000000003904238401
60	291	3	62	60	61	0	al-ghabra 33% aladdin 33%	Aladdin Al-Ghabra | (private) | (private)	6000000010001852344 | 6000000010001740530 | 6000000010001585055
60	292	3	62	60	61	0	해 66% 라 33% 모용 33% 의 33% 현 33%	모용 모용 | 해 현 | 해 의 라	6000000030297765148 | 6000000030298623332 | 6000000029409973585
60	293	3	62	60	61	0	oki 100% jingoro 33% kiyoie 33% saigoro 33%	Saigoro Oki | Jingoro Oki | Kiyoie Oki	6000000019402505430 | 6000000019402892116 | 6000000019402919001
60	294	3	62	60	61	0	nila 66% ajamidha 33% drupada 33% prushata 33% purushata 33%	DRUPADA PRUSHATA | PURUSHATA NILA | NILA Ajamidha	6000000065526803301 | 6000000065527241910 | 6000000065526422215
60	295	3	62	60	61	0	chén 100% guóyǎng 33% lóngtāo 33% zírèn 33% 陳國養 33% 陳子任 33%	Chén Zírèn 陳子任 | Chén Guóyǎng 陳國養 | Chén Lóngtāo 陳龍韜	6000000003933512461 | 6000000003933526238 | 6000000003933362593
60	296	3	62	60	61	0	kakavarna 33% kalashoka 33% mahanandin 33% shishunaga 33%	Shishunaga | Kakavarna Kalashoka | Mahanandin	6000000036631754594 | 6000000036632281906 | 6000000036631642744
60	297	3	62	60	61	0	陳 100% 祖龍 33% 祥 33% 纓 33%	祖龍 陳 | 祥 陳 | 纓 陳	6000000023406737943 | 6000000023406276812 | 6000000023406768961
60	298	3	62	60	61	0	kushans 66% basana 33% persia 33% shah 33% shapur 33% sithil-horak 33%	Shapur II Shah of Persia | Sithil-Horak of the Kushans | Basana of the Kushans	6000000089679473983 | 6000000089680144830 | 6000000089680078821
