qid,label,token,position,father_qid,father_given,sex,verdict,evidence,form
Q122361739,Madog ap Hywel ab Einion ap Cynferth,Hywel,2,Q133462207,,M,father has no label,,
Q122361739,Madog ap Hywel ab Einion ap Cynferth,ab,3,Q133462207,,M,father has no label,,
Q122361739,Madog ap Hywel ab Einion ap Cynferth,Einion,4,Q133462207,,M,father has no label,,
Q122361739,Madog ap Hywel ab Einion ap Cynferth,ap,5,Q133462207,,M,father has no label,,
Q122361739,Madog ap Hywel ab Einion ap Cynferth,Cynferth,6,Q133462207,,M,father has no label,,
Q122361740,Gwenllian ferch Gruffudd Dopan ap Maredudd Gôch ap Maredudd,ferch,1,Q133462218,Gruffudd,F,not patronymic,,
Q122361740,Gwenllian ferch Gruffudd Dopan ap Maredudd Gôch ap Maredudd,Gruffudd,2,Q133462218,Gruffudd,F,not patronymic,,
Q122361740,Gwenllian ferch Gruffudd Dopan ap Maredudd Gôch ap Maredudd,Dopan,3,Q133462218,Gruffudd,F,not patronymic,,
Q122361740,Gwenllian ferch Gruffudd Dopan ap Maredudd Gôch ap Maredudd,ap,4,Q133462218,Gruffudd,F,not patronymic,,
Q122361740,Gwenllian ferch Gruffudd Dopan ap Maredudd Gôch ap Maredudd,Maredudd,5,Q133462218,Gruffudd,F,not patronymic,,
Q122361740,Gwenllian ferch Gruffudd Dopan ap Maredudd Gôch ap Maredudd,Gôch,6,Q133462218,Gruffudd,F,not patronymic,,
Q122361740,Gwenllian ferch Gruffudd Dopan ap Maredudd Gôch ap Maredudd,ap,7,Q133462218,Gruffudd,F,not patronymic,,
Q122361740,Gwenllian ferch Gruffudd Dopan ap Maredudd Gôch ap Maredudd,Maredudd,8,Q133462218,Gruffudd,F,not patronymic,,
Q112533602,Lewys Llwyd ap Dafydd Llwyd ap Hywel ab Morus Gethin,Llwyd,1,Q112533604,Dafydd,M,not patronymic,,
Q112533602,Lewys Llwyd ap Dafydd Llwyd ap Hywel ab Morus Gethin,ap,2,Q112533604,Dafydd,M,not patronymic,,
Q112533602,Lewys Llwyd ap Dafydd Llwyd ap Hywel ab Morus Gethin,Dafydd,3,Q112533604,Dafydd,M,not patronymic,,
Q112533602,Lewys Llwyd ap Dafydd Llwyd ap Hywel ab Morus Gethin,Llwyd,4,Q112533604,Dafydd,M,not patronymic,,
Q112533602,Lewys Llwyd ap Dafydd Llwyd ap Hywel ab Morus Gethin,ap,5,Q112533604,Dafydd,M,not patronymic,,
Q112533602,Lewys Llwyd ap Dafydd Llwyd ap Hywel ab Morus Gethin,Hywel,6,Q112533604,Dafydd,M,not patronymic,,
Q112533602,Lewys Llwyd ap Dafydd Llwyd ap Hywel ab Morus Gethin,ab,7,Q112533604,Dafydd,M,not patronymic,,
Q112533602,Lewys Llwyd ap Dafydd Llwyd ap Hywel ab Morus Gethin,Morus,8,Q112533604,Dafydd,M,not patronymic,,
Q112533602,Lewys Llwyd ap Dafydd Llwyd ap Hywel ab Morus Gethin,Gethin,9,Q112533604,Dafydd,M,not patronymic,,
Q117305939,"Thomas ap Dafydd Lloyd, of Bodlith",ap,1,Q112533604,Dafydd,M,not patronymic,,
Q117305939,"Thomas ap Dafydd Lloyd, of Bodlith",Dafydd,2,Q112533604,Dafydd,M,not patronymic,,
Q117305939,"Thomas ap Dafydd Lloyd, of Bodlith","Lloyd,",3,Q112533604,Dafydd,M,not patronymic,,
Q117305939,"Thomas ap Dafydd Lloyd, of Bodlith",of,4,Q112533604,Dafydd,M,not patronymic,,
Q117305939,"Thomas ap Dafydd Lloyd, of Bodlith",Bodlith,5,Q112533604,Dafydd,M,not patronymic,,
Q96311984,Llywelyn ap Cynwrig ab Osbwrn Wyddel,ap,1,Q99071289,,M,father has no label,,
Q96311984,Llywelyn ap Cynwrig ab Osbwrn Wyddel,Cynwrig,2,Q99071289,,M,father has no label,,
Q96311984,Llywelyn ap Cynwrig ab Osbwrn Wyddel,ab,3,Q99071289,,M,father has no label,,
Q96311984,Llywelyn ap Cynwrig ab Osbwrn Wyddel,Osbwrn,4,Q99071289,,M,father has no label,,
Q96311984,Llywelyn ap Cynwrig ab Osbwrn Wyddel,Wyddel,5,Q99071289,,M,father has no label,,
Q110290444,Gwen ferch Gruffudd ap Llywelyn ap Cynwrig,ferch,1,Q96244025,Gruffudd,F,not patronymic,,
Q110290444,Gwen ferch Gruffudd ap Llywelyn ap Cynwrig,Gruffudd,2,Q96244025,Gruffudd,F,not patronymic,,
Q110290444,Gwen ferch Gruffudd ap Llywelyn ap Cynwrig,ap,3,Q96244025,Gruffudd,F,not patronymic,,
Q110290444,Gwen ferch Gruffudd ap Llywelyn ap Cynwrig,Llywelyn,4,Q96244025,Gruffudd,F,not patronymic,,
Q110290444,Gwen ferch Gruffudd ap Llywelyn ap Cynwrig,ap,5,Q96244025,Gruffudd,F,not patronymic,,
Q110290444,Gwen ferch Gruffudd ap Llywelyn ap Cynwrig,Cynwrig,6,Q96244025,Gruffudd,F,not patronymic,,
Q96244029,Angharad ferch Dafydd ab Y Giwn Llwyd ap Dafydd,ferch,1,Q99082540,Dafydd,F,not patronymic,,
Q96244029,Angharad ferch Dafydd ab Y Giwn Llwyd ap Dafydd,Dafydd,2,Q99082540,Dafydd,F,not patronymic,,
Q96244029,Angharad ferch Dafydd ab Y Giwn Llwyd ap Dafydd,ab,3,Q99082540,Dafydd,F,not patronymic,,
Q96244029,Angharad ferch Dafydd ab Y Giwn Llwyd ap Dafydd,Y,4,Q99082540,Dafydd,F,not patronymic,,
Q96244029,Angharad ferch Dafydd ab Y Giwn Llwyd ap Dafydd,Giwn,5,Q99082540,Dafydd,F,not patronymic,,
Q96244029,Angharad ferch Dafydd ab Y Giwn Llwyd ap Dafydd,Llwyd,6,Q99082540,Dafydd,F,not patronymic,,
Q96244029,Angharad ferch Dafydd ab Y Giwn Llwyd ap Dafydd,ap,7,Q99082540,Dafydd,F,not patronymic,,
Q96244029,Angharad ferch Dafydd ab Y Giwn Llwyd ap Dafydd,Dafydd,8,Q99082540,Dafydd,F,not patronymic,,
Q110636987,Rhys ab Ieuan ab Einion ap Gruffudd,ab,1,Q96244022,Ieuan,M,not patronymic,,
Q110636987,Rhys ab Ieuan ab Einion ap Gruffudd,Ieuan,2,Q96244022,Ieuan,M,not patronymic,,
Q110636987,Rhys ab Ieuan ab Einion ap Gruffudd,ab,3,Q96244022,Ieuan,M,not patronymic,,
Q110636987,Rhys ab Ieuan ab Einion ap Gruffudd,Einion,4,Q96244022,Ieuan,M,not patronymic,,
Q110636987,Rhys ab Ieuan ab Einion ap Gruffudd,ap,5,Q96244022,Ieuan,M,not patronymic,,
Q110636987,Rhys ab Ieuan ab Einion ap Gruffudd,Gruffudd,6,Q96244022,Ieuan,M,not patronymic,,
Q110414096,Mallt ferch Hywel Selyf ap Meurig Llwyd ap Meurig Fychan,ferch,1,Q110414097,,F,father has no label,,
Q110414096,Mallt ferch Hywel Selyf ap Meurig Llwyd ap Meurig Fychan,Hywel,2,Q110414097,,F,father has no label,,
Q110414096,Mallt ferch Hywel Selyf ap Meurig Llwyd ap Meurig Fychan,Selyf,3,Q110414097,,F,father has no label,,
Q110414096,Mallt ferch Hywel Selyf ap Meurig Llwyd ap Meurig Fychan,ap,4,Q110414097,,F,father has no label,,
Q110414096,Mallt ferch Hywel Selyf ap Meurig Llwyd ap Meurig Fychan,Meurig,5,Q110414097,,F,father has no label,,
Q110414096,Mallt ferch Hywel Selyf ap Meurig Llwyd ap Meurig Fychan,Llwyd,6,Q110414097,,F,father has no label,,
Q110414096,Mallt ferch Hywel Selyf ap Meurig Llwyd ap Meurig Fychan,ap,7,Q110414097,,F,father has no label,,
Q110414096,Mallt ferch Hywel Selyf ap Meurig Llwyd ap Meurig Fychan,Meurig,8,Q110414097,,F,father has no label,,
Q110414096,Mallt ferch Hywel Selyf ap Meurig Llwyd ap Meurig Fychan,Fychan,9,Q110414097,,F,father has no label,,
Q116478713,Gwenhwyfar ferch Hywel Selef ap Meurig Llwyd ap Meurig Fychan,ferch,1,Q110414097,,F,father has no label,,
Q116478713,Gwenhwyfar ferch Hywel Selef ap Meurig Llwyd ap Meurig Fychan,Hywel,2,Q110414097,,F,father has no label,,
Q116478713,Gwenhwyfar ferch Hywel Selef ap Meurig Llwyd ap Meurig Fychan,Selef,3,Q110414097,,F,father has no label,,
Q116478713,Gwenhwyfar ferch Hywel Selef ap Meurig Llwyd ap Meurig Fychan,ap,4,Q110414097,,F,father has no label,,
Q116478713,Gwenhwyfar ferch Hywel Selef ap Meurig Llwyd ap Meurig Fychan,Meurig,5,Q110414097,,F,father has no label,,
Q116478713,Gwenhwyfar ferch Hywel Selef ap Meurig Llwyd ap Meurig Fychan,Llwyd,6,Q110414097,,F,father has no label,,
Q116478713,Gwenhwyfar ferch Hywel Selef ap Meurig Llwyd ap Meurig Fychan,ap,7,Q110414097,,F,father has no label,,
Q116478713,Gwenhwyfar ferch Hywel Selef ap Meurig Llwyd ap Meurig Fychan,Meurig,8,Q110414097,,F,father has no label,,
Q116478713,Gwenhwyfar ferch Hywel Selef ap Meurig Llwyd ap Meurig Fychan,Fychan,9,Q110414097,,F,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,Fychan,1,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,ap,2,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,Hywel,3,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,Selyf,4,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,ap,5,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,Meurig,6,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,Llwyd,7,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,ap,8,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,Meurig,9,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,Fychan,10,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,of,11,Q110414097,,M,father has no label,,
Q105814219,Meurig Fychan ap Hywel Selyf ap Meurig Llwyd ap Meurig Fychan of Nannau,Nannau,12,Q110414097,,M,father has no label,,
Q105814335,Ithel ab Iorwerth ab Einion ap Llywelyn of Gelli Iorwerth,ab,1,Q105814336,Iorwerth,M,not patronymic,,
Q105814335,Ithel ab Iorwerth ab Einion ap Llywelyn of Gelli Iorwerth,Iorwerth,2,Q105814336,Iorwerth,M,not patronymic,,
Q105814335,Ithel ab Iorwerth ab Einion ap Llywelyn of Gelli Iorwerth,ab,3,Q105814336,Iorwerth,M,not patronymic,,
Q105814335,Ithel ab Iorwerth ab Einion ap Llywelyn of Gelli Iorwerth,Einion,4,Q105814336,Iorwerth,M,not patronymic,,
Q105814335,Ithel ab Iorwerth ab Einion ap Llywelyn of Gelli Iorwerth,ap,5,Q105814336,Iorwerth,M,not patronymic,,
Q105814335,Ithel ab Iorwerth ab Einion ap Llywelyn of Gelli Iorwerth,Llywelyn,6,Q105814336,Iorwerth,M,not patronymic,,
Q105814335,Ithel ab Iorwerth ab Einion ap Llywelyn of Gelli Iorwerth,of,7,Q105814336,Iorwerth,M,not patronymic,,
Q105814335,Ithel ab Iorwerth ab Einion ap Llywelyn of Gelli Iorwerth,Gelli,8,Q105814336,Iorwerth,M,not patronymic,,
Q105814335,Ithel ab Iorwerth ab Einion ap Llywelyn of Gelli Iorwerth,Iorwerth,9,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,ab,1,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,Iorwerth,2,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,ab,3,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,Einion,4,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,ap,5,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,Gruffudd,6,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,of,7,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,Ynys,8,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,y,9,Q105814336,Iorwerth,M,not patronymic,,
Q105814255,Jenkin ab Iorwerth ab Einion ap Gruffudd of Ynys y Maengwyn,Maengwyn,10,Q105814336,Iorwerth,M,not patronymic,,
Q110383109,Angharad Hael ferch Richard ab Einion ap Gruffudd,Hael,1,Q110383165,Richard,F,not patronymic,,
Q110383109,Angharad Hael ferch Richard ab Einion ap Gruffudd,ferch,2,Q110383165,Richard,F,not patronymic,,
Q110383109,Angharad Hael ferch Richard ab Einion ap Gruffudd,Richard,3,Q110383165,Richard,F,not patronymic,,
Q110383109,Angharad Hael ferch Richard ab Einion ap Gruffudd,ab,4,Q110383165,Richard,F,not patronymic,,
Q110383109,Angharad Hael ferch Richard ab Einion ap Gruffudd,Einion,5,Q110383165,Richard,F,not patronymic,,
Q110383109,Angharad Hael ferch Richard ab Einion ap Gruffudd,ap,6,Q110383165,Richard,F,not patronymic,,
Q110383109,Angharad Hael ferch Richard ab Einion ap Gruffudd,Gruffudd,7,Q110383165,Richard,F,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,ap,1,Q99071353,Rhydderch,M,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,Rhydderch,2,Q99071353,Rhydderch,M,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,ab,3,Q99071353,Rhydderch,M,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,Ieuan,4,Q99071353,Rhydderch,M,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,Llywd,5,Q99071353,Rhydderch,M,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,ab,6,Q99071353,Rhydderch,M,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,Ieuan,7,Q99071353,Rhydderch,M,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,of,8,Q99071353,Rhydderch,M,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,Parc,9,Q99071353,Rhydderch,M,not patronymic,,
Q110414057,Dafydd ap Rhydderch ab Ieuan Llywd ab Ieuan of Parc Rhydderch,Rhydderch,10,Q99071353,Rhydderch,M,not patronymic,,
Q116146711,Rhys ap Rhydderch ab Ieuan Llwyd ab Ieuan,ap,1,Q99071353,Rhydderch,M,not patronymic,,
Q116146711,Rhys ap Rhydderch ab Ieuan Llwyd ab Ieuan,Rhydderch,2,Q99071353,Rhydderch,M,not patronymic,,
Q116146711,Rhys ap Rhydderch ab Ieuan Llwyd ab Ieuan,ab,3,Q99071353,Rhydderch,M,not patronymic,,
Q116146711,Rhys ap Rhydderch ab Ieuan Llwyd ab Ieuan,Ieuan,4,Q99071353,Rhydderch,M,not patronymic,,
Q116146711,Rhys ap Rhydderch ab Ieuan Llwyd ab Ieuan,Llwyd,5,Q99071353,Rhydderch,M,not patronymic,,
Q116146711,Rhys ap Rhydderch ab Ieuan Llwyd ab Ieuan,ab,6,Q99071353,Rhydderch,M,not patronymic,,
Q116146711,Rhys ap Rhydderch ab Ieuan Llwyd ab Ieuan,Ieuan,7,Q99071353,Rhydderch,M,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,ferch,1,Q99071353,Rhydderch,F,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,Rhydderch,2,Q99071353,Rhydderch,F,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,ab,3,Q99071353,Rhydderch,F,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,Ieuan,4,Q99071353,Rhydderch,F,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,Llwyd,5,Q99071353,Rhydderch,F,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,ab,6,Q99071353,Rhydderch,F,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,Ieuan,7,Q99071353,Rhydderch,F,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,ap,8,Q99071353,Rhydderch,F,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,Gruffudd,9,Q99071353,Rhydderch,F,not patronymic,,
Q116155953,Margred ferch Rhydderch ab Ieuan Llwyd ab Ieuan ap Gruffudd Foel,Foel,10,Q99071353,Rhydderch,F,not patronymic,,
Q130358745,Gwerful ferch Rhydderch ab Ieuan Llwyd ab Ieuan,ferch,1,Q99071353,Rhydderch,F,not patronymic,,
Q130358745,Gwerful ferch Rhydderch ab Ieuan Llwyd ab Ieuan,Rhydderch,2,Q99071353,Rhydderch,F,not patronymic,,
Q130358745,Gwerful ferch Rhydderch ab Ieuan Llwyd ab Ieuan,ab,3,Q99071353,Rhydderch,F,not patronymic,,
Q130358745,Gwerful ferch Rhydderch ab Ieuan Llwyd ab Ieuan,Ieuan,4,Q99071353,Rhydderch,F,not patronymic,,
Q130358745,Gwerful ferch Rhydderch ab Ieuan Llwyd ab Ieuan,Llwyd,5,Q99071353,Rhydderch,F,not patronymic,,
Q130358745,Gwerful ferch Rhydderch ab Ieuan Llwyd ab Ieuan,ab,6,Q99071353,Rhydderch,F,not patronymic,,
Q130358745,Gwerful ferch Rhydderch ab Ieuan Llwyd ab Ieuan,Ieuan,7,Q99071353,Rhydderch,F,not patronymic,,
Q130358785,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,ap,1,Q99071353,Rhydderch,M,not patronymic,,
Q130358785,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,Rhydderch,2,Q99071353,Rhydderch,M,not patronymic,,
Q130358785,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,ab,3,Q99071353,Rhydderch,M,not patronymic,,
Q130358785,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,Ieuan,4,Q99071353,Rhydderch,M,not patronymic,,
Q130358785,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,Llwyd,5,Q99071353,Rhydderch,M,not patronymic,,
Q130358785,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,ab,6,Q99071353,Rhydderch,M,not patronymic,,
Q130358785,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,Ieuan,7,Q99071353,Rhydderch,M,not patronymic,,
Q130358785,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,of,8,Q99071353,Rhydderch,M,not patronymic,,
Q130358785,Philip ap Rhydderch ab Ieuan Llwyd ab Ieuan of Llanddewibrefi,Llanddewibrefi,9,Q99071353,Rhydderch,M,not patronymic,,
Q131347206,Thomas ap Rhydderch ab Ieuan Llwyd ab Ieuan,ap,1,Q99071353,Rhydderch,M,not patronymic,,
Q131347206,Thomas ap Rhydderch ab Ieuan Llwyd ab Ieuan,Rhydderch,2,Q99071353,Rhydderch,M,not patronymic,,
Q131347206,Thomas ap Rhydderch ab Ieuan Llwyd ab Ieuan,ab,3,Q99071353,Rhydderch,M,not patronymic,,
Q131347206,Thomas ap Rhydderch ab Ieuan Llwyd ab Ieuan,Ieuan,4,Q99071353,Rhydderch,M,not patronymic,,
Q131347206,Thomas ap Rhydderch ab Ieuan Llwyd ab Ieuan,Llwyd,5,Q99071353,Rhydderch,M,not patronymic,,
Q131347206,Thomas ap Rhydderch ab Ieuan Llwyd ab Ieuan,ab,6,Q99071353,Rhydderch,M,not patronymic,,
Q131347206,Thomas ap Rhydderch ab Ieuan Llwyd ab Ieuan,Ieuan,7,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,Gôch,1,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,ap,2,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,Rhydderch,3,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,ap,4,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,Rhys,5,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,ab,6,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,Ieuan,7,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,Llwyd,8,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,ab,9,Q99071353,Rhydderch,M,not patronymic,,
Q133461301,Llywelyn Gôch ap Rhydderch ap Rhys ab Ieuan Llwyd ab Ieuan,Ieuan,10,Q99071353,Rhydderch,M,not patronymic,,
Q110414063,Angharad ferch Ieuan ap Gruffudd Gôch ap Gwilym,ferch,1,Q110637001,Ieuan,F,not patronymic,,
Q110414063,Angharad ferch Ieuan ap Gruffudd Gôch ap Gwilym,Ieuan,2,Q110637001,Ieuan,F,not patronymic,,
Q110414063,Angharad ferch Ieuan ap Gruffudd Gôch ap Gwilym,ap,3,Q110637001,Ieuan,F,not patronymic,,
Q110414063,Angharad ferch Ieuan ap Gruffudd Gôch ap Gwilym,Gruffudd,4,Q110637001,Ieuan,F,not patronymic,,
Q110414063,Angharad ferch Ieuan ap Gruffudd Gôch ap Gwilym,Gôch,5,Q110637001,Ieuan,F,not patronymic,,
Q110414063,Angharad ferch Ieuan ap Gruffudd Gôch ap Gwilym,ap,6,Q110637001,Ieuan,F,not patronymic,,
Q110414063,Angharad ferch Ieuan ap Gruffudd Gôch ap Gwilym,Gwilym,7,Q110637001,Ieuan,F,not patronymic,,
Q116108874,Hywel ab Ieuan Fychan ab Ieuan Gethin ap Madog Cyffin,ab,1,Q99302462,Ieuan,M,not patronymic,,
Q116108874,Hywel ab Ieuan Fychan ab Ieuan Gethin ap Madog Cyffin,Ieuan,2,Q99302462,Ieuan,M,not patronymic,,
Q116108874,Hywel ab Ieuan Fychan ab Ieuan Gethin ap Madog Cyffin,Fychan,3,Q99302462,Ieuan,M,not patronymic,,
Q116108874,Hywel ab Ieuan Fychan ab Ieuan Gethin ap Madog Cyffin,ab,4,Q99302462,Ieuan,M,not patronymic,,
Q116108874,Hywel ab Ieuan Fychan ab Ieuan Gethin ap Madog Cyffin,Ieuan,5,Q99302462,Ieuan,M,not patronymic,,
Q116108874,Hywel ab Ieuan Fychan ab Ieuan Gethin ap Madog Cyffin,Gethin,6,Q99302462,Ieuan,M,not patronymic,,
Q116108874,Hywel ab Ieuan Fychan ab Ieuan Gethin ap Madog Cyffin,ap,7,Q99302462,Ieuan,M,not patronymic,,
Q116108874,Hywel ab Ieuan Fychan ab Ieuan Gethin ap Madog Cyffin,Madog,8,Q99302462,Ieuan,M,not patronymic,,
Q116108874,Hywel ab Ieuan Fychan ab Ieuan Gethin ap Madog Cyffin,Cyffin,9,Q99302462,Ieuan,M,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",ferch,1,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",Madog,2,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",ap,3,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",Maredudd,4,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",ap,5,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",Llywelyn,6,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad","Ddû,",7,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",heiress,8,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",of,9,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",Blodwell,10,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",&,11,Q99302476,Madog,F,not patronymic,,
Q99302475,"Gwerful ferch Madog ap Maredudd ap Llywelyn Ddû, heiress of Blodwell & Abertanad",Abertanad,12,Q99302476,Madog,F,"AMBIGUOUS: form, father differs",prefix ab,prefix ab
Q76082204,Robert ap Hywel,ap,1,Q116054419,Hywel,M,not patronymic,,
Q76082204,Robert ap Hywel,Hywel,2,Q116054419,Hywel,M,not patronymic,,
