geni_id,qid,position,geni_name,wikidata_label,anchor_geni_id,anchor_qid,anchor_name
6000000001500832829,Q2189043,mother,Marie de France duchesse consort de Bar,"Marie of Valois, Duchess of Bar",6000000001500841115,Q12009218,Philippe de Bar
6000000001500841088,Q1166728,mother,Mahaut d'Artois Comtesse d'Artois (1309-1329),"Mahaut, Countess of Artois",6000000003232579507,Q231760,Jeanne 'Joan' II de Bourgogne Reine de France
6000000001500841097,Q570573,father,"Robert I de Bar comte de Bar, marquis de Pont-à-Mousson","Robert I, Duke of Bar",6000000001500841115,Q12009218,Philippe de Bar
6000000001500846590,Q359237,father,Charles Martel d'Anjou I,Charles Martel of Anjou,6000000003219788492,Q213061,"Charles Robert ""Caroberto"" d'Anjou"
6000000001500854028,Q1963507,mother,Beatrice d'Avesnes Gravin von Luxemburg,Beatrice d'Avesnes,6000000003858776789,Q152717,Henry
6000000001500886177,Q1874154,mother,Agnes von Habsburg Duchess of Saxe-Wittenberg,Agnes of Habsburg,6000000001500929374,Q699820,Rudolf I Askanier Duke
6000000001500886194,Q2635513,mother,Mathilde von Habsburg,Matilda of Habsburg,4202780705000039134,Q57161,Louis IV Wittelsbach Holy Roman Emperor
6000000001500890958,Q723663,father,Guy I de Châtilion comte de Blois,"Guy I, Count of Blois",6000000002188569206,Q454063,Charles de Blois Duc de Bretagne
6000000001500916576,Q136125811,father,Guillaume II de Mont-Saint-Jean,"Guillaume I de Mont-Saint-Jean, Sire d'Ancy-Le-Franc, Mont-Saint-Jean de Salmaise et de Vergy",6000000003827576299,Q96245000,Elisabeth de Mont-Saint-Jean Duchesse de Mont-Saint-Jean
6000000001500916764,Q936860,father,Jean de Dreux,"John I, Count of Dreux",6000000002462627020,Q427525,Robert de Dreux Count of Dreux
6000000001500928203,Q535598,mother,"Beatrix von Andechs Gräfin von Weimar-Orlamünd, Herzogin von Andechs-Meranien, Pfa",Beatrix of Andechs-Merania,6000000003827795658,Q105020,Hermann von Orlamünde III
6000000001500928259,Q2906029,mother,Blanche de Dreux dame de Brie-Comte-Robert,Blanche of Brittany,6000000003086748894,Q16644056,Isabelle D' Artois
6000000001500984890,Q2846564,mother,Elisabeth von Bayern,Elizabeth of Bavaria,298740371650007964,Q1819709,Leopold II of Habsburg 2nd Duke of of Austria
6000000001500992534,Q349062,father,"Bohemond III ""the Stammerer"" of Poitiers prince of Antioch",Bohemond III of Antioch,6000000007087224258,Q349097,"Bohemond IV ""the One-Eyed"" de Poitiers prince of Antioch"
6000000001501026484,Q2837304,mother,Alix de Lorraine,Alice of Lorraine,6000000000531627997,Q529944,Eudes III duke of Burgundy
6000000001501065572,Q115633967,mother,Laure Montfort l'Amauri,Laure de Montfort,6000000009305189711,Q115634169,Marguerite de Picquigny
6000000001501069340,Q2344149,father,Wolfert II van Borselen Heer van Veere en Zandenburg,Wolfert II van Borselen,4992556245170101054,Q2377328,Wolfert III van Borselen III
6000000001501069542,Q18619795,mother,Jeanne de Toucy,Jeanne of Toucy,6000000001142106980,Q558233,Henry de Bar III
6000000001501644488,Q90978,mother,"Anna von Nassau-Dillenburg Herzogin zu Braunschweig-Lüneburg, Gräfin zu Katzenelenbogen",Anne of Nassau-Siegen,6000000002395369434,Q64595,"Heinrich ""der Mittlere"" von Braunschweig-Lüneburg Herzog von Braunschweig-Lüneburg"
6000000001504201103,Q96240779,father,Markvard Rønnow,Markvard Claussen Ronnov,6000000002517327915,Q96240778,Claus Markvardssøn Markvads søn
6000000001504201180,Q96240782,mother,Mette Pogwisch,Metter Volfsdatter Pogevisk,6000000002517327915,Q96240778,Claus Markvardssøn Markvads søn
6000000001504212922,Q110303919,mother,Sofie Pedersdatter Lykke +,Sofie Pedersdatter Lykke,6000000002813365232,Q69636496,Helvig Jacobsdatter Hardenberg til Arreskov
6000000001504214169,Q103782663,mother,Birgitte Pedersdatter til Stenballegaard,Abela Madsdatter af (Vindum),6000000003276847225,Q103782630,Erik Timmesen Rosenkrantz till Engelsholm
6000000001504228378,Q112540673,father,Holger Børgesen Rosenkrantz Til Ørup,Holger Borgesen Rosenkrantz,6000000007661327512,Q96244121,Börje Holgersen Rosenkrantz til Ørup i Skaane
6000000001504296014,Q108476104,father,Henning Walkendorff til Glorup,Henning Valkendorf,6000000009101487548,Q1084412,Christoffer Walkendorff
6000000001504296924,Q110304680,mother,Anne Christensdatter Sehested,Anne Sehested,6000000001921401608,Q110304133,Dorte Mogensdatter Friis-Frijsenborg
6000000001504347561,Q111988837,mother,Christine Elisabeth von Knuth,Christine Elisabeth von Knuth,6000000009128344642,Q12319334,Jens Juel til stamhuset Lundsgaard
6000000001504367716,Q110304659,father,"Niels Jørgensen Friis til Favrskov, Skumstrup (Vilhelmsborg), Grevskabet Frijsenborg",Niels Jorgensen Friis,6000000004533774983,Q5744644,"Mogens Nielsen Friis-Frijsenborg Vadskjærgaard, Frisenborg m.m."
6000000001504383291,Q103782062,father,Tage Henriksen Reventlow,"Anders Ovesen af Eskebjerg, Lord of Mollerup",6000000007417824797,Q103782564,Margrethe Tagesdatter Reventlow af Fyn
6000000001504523909,Q55852510,father,Ditlev Holck,Ditlev Holck,6000000001504523737,Q3391532,Anne Ditlevsdatter Holck
6000000001504525061,Q110304703,mother,Margrethe Nielsdatter Krabbe,Margarete Krabbe,6000000001504523737,Q3391532,Anne Ditlevsdatter Holck
6000000001504528258,Q86566438,father,"Just Styggesen Høeg Banner til Bjørnholm, Høgholm, Sindbjerg, Gjorslev paa Stevns",Just Høg,6000000001504528609,Q11979587,Just Banner Vicestatholder i Norge
6000000001504532040,Q103780978,mother,Kirsten Lauridsdatter Lunov,Kirsten Lauridsdatter Lunov,6000000014361279077,Q103780951,Inger Jesperdatter af Hæstrup Vognsen af Hæstrup
6000000001504532867,Q110304655,mother,Helvig Nielsdatter Skinkel,Helvig Nielsdatter Skinkel,6000000018903698232,Q110304654,Anne Iversdatter Vind
6000000001504533000,Q116468615,mother,Anne Cathrine Carharine Banner Lensgrevinde,Anna Catharine Banner,6000000004144028980,Q12306217,"Christian Gustav lensgreve Wedell-Wedellsborg til Grevskabet Wedellsborg, Erholm og Søndergaarde"
6000000001504580485,Q110304683,mother,Vibeke Clausdatter Podebusk,Vibeke Clausdatter Podebusk,6000000003309985583,Q17130870,Margrethe Knudsdatter Ulfeldt til Totterupholm (Rosendal)
6000000001504605440,Q111989219,father,Hans Gregersen von Ahlefeldt,Hans af Ahlefeld af Halvsogaard of Graasten,6000000001504412376,Q111989217,Gregers Ahlefeldt
6000000001504673249,Q103781100,mother,Ide Jørgensdatter Lange-Munk til Visselbjerg & Krogsgaard,Ide Jorgensdatter Munk,6000000006740752219,Q103780995,Else Andersdatter Friis
6000000001504732198,Q111989392,father,Otte Jørgensen Marsvin til Marsvinsholm,Otte Jorgensen Marsvin,6000000008937077865,Q115329302,Karen Ottedatter Marsvin til Marsvinsholm
6000000001504743082,Q110303340,mother,Else Henriksdatter Brahe,"Elsa Henriksdatter Brahe, Heiress of Osbygård",6000000007615947937,Q12316434,Henrik Ramel til Bäckaskog
6000000001504810464,Q110303979,father,Falk Mogensen Gøye til Skærsø,squire Falk Mogensen Goye til Skjaerso,6000000002936424567,Q73219817,Mette Falksdatter Gøye
6000000001504824902,Q110302876,father,Mogens Pallesen Juel til Pallesbjerg,judge Mogens Pallesen Juel,6000000009562846266,Q110302874,Børge Mogensen Juel
6000000001504827024,Q110302905,mother,Berete Eriksdatter Rosenkrantz,Berete Eriksdatter Rosenkrantz,6000000009562846266,Q110302874,Børge Mogensen Juel
6000000001504844989,Q110304335,mother,Else Jørgensdatter Høeg Banner til Klarupgaard,Else Jorgensdatter Hoeg,6000000001504846036,Q2688918,Jørgen Jakobsen Vind til Gundestrup
6000000001504846129,Q110304336,father,Holger Jensen Ulfstand,"Holger Jensen Ulfstand, lord of Hikkebjerg & Asserstrup",6000000001835454824,Q110304273,Ingeborg Holgersdatter Ulfstand
6000000001504965587,Q453300,father,Galeazzo II Visconti,Galeazzo II Visconti,6000000003219772256,Q357539,Gian Galeazzo Visconti 1°duca di Milano
6000000001504971404,Q2247705,father,Amédée de Genève,Amadeus III of Geneva,6000000045544079118,Q87998785,Yolande de Genève
6000000001504971480,Q61139836,mother,Ursula von Fleckenstein,Ursula von Fleckenstein,6000000015406797119,Q65224758,Maria Ursula von Leiningen-Dagsburg-Falkenburg
6000000001504974236,Q92199,mother,Adriana von Nassau-Dillenburg,Adriana of Nassau-Siegen,6000000006727817702,Q91219,Reinhard IV von Hanau Count of Hanau-Münzenberg
6000000001504991307,Q110503940,mother,Maria Barbara von Sulz,"Maria Barbara, Gräfin von Sulz",6000000003827464857,Q26271863,"Emich XIII, Graf von Leiningen-Dagsburg-Falkenburg-Heidesheim"
6000000001508080438,Q1637267,father,Humphrey Stafford Earl Stafford,"Humphrey Stafford, Earl of Stafford",6000000002168323316,Q714480,Henry Stafford 2nd Duke of Buckingham
6000000001517344681,Q60907,father,Albrecht V “der Grossmüthige” Wittelsbach Herzog zu Bayern,"Albert V, Duke of Bavaria",6000000001339030072,Q57995,Marie Anna Wittelsbach Erzherzogin von Innerösterreich-Steiermark
6000000001517866371,Q110578320,mother,unknown mother of Geoffroy (concubine of Richard I),NN,6000000002043260623,Q168558,Geoffrey FitzRichard Count d'Eu et Brionne
6000000001526952099,Q514046,father,Wizlaw II Wizlaw,"Vitslav II, Prince of Rügen",6000000001526567662,Q287581,Eufemia von Güntersdotter Queen of Norway
6000000001529617385,Q364161,father,NN NN Chief of the Suevi,Rechila,6000000006602664678,Q309845,Flavius Richomeres
6000000001531282463,Q101422828,father,Thomas Chapin,Thomas Chapin,6000000003943156264,Q101422827,Abel Chapin
6000000001531288456,Q17515586,father,Edward Tyng II,Edward Tyng,6000000003077432039,Q16843025,Edward Tyng
6000000001531294840,Q75464249,father,William de Pressene,William de Pressene,6000000003827161491,Q75464246,Margaret de Pressene
6000000001531309883,Q108432529,mother,Isabella d'Estendart,Isabella Etendard,6000000003541275955,Q61746672,Marguerite d'Aulnay
6000000001531309949,Q76214972,mother,Jacopa della Marra,Jacopa della Marra,6000000005598851327,Q3978513,Sueva del Balzo
6000000001542433894,Q211644,father,Leo Phokas,Leo Phokas the Younger,6000000002187952991,Q12294462,Sophia Phokaina
6000000001542433942,Q1737726,father,Photeinos Skleros,Pantherius Skleros,6000000010974364252,Q744590,Bardas Skleros
6000000001543487593,Q61946,father,"Karl Alexander XI Herzog von Württemberg Krautter, Herzog von Württemberg","Charles Alexander, Duke of Württemberg",6000000000307254652,Q58052,Friedrich Eugen von Württemberg II
6000000001544453863,Q1150614,father,"Guigues III Forez III, Comte de Forez",Guigues III.,6000000003827711305,Q101467488,Alienore Éléonore de Forez Dame de Saint-Germain Laval
6000000001544501897,Q60144018,mother,Passara,Pasarra,6000000008462895214,Q1293376,Justinian Ioustinianos
6000000001544505169,Q544114,father,Otto Hohenstaufen von Hohenstaufen I,"Otto I, Count of Burgundy",6000000000661306654,Q1970878,Beatrice II von Hohenstaufen countess of Burgundy
6000000001548261121,Q55849318,mother,Ursula zu Solms-Braunfels Burggräfin zu Dohna-Carwinden,Ursula von Dohna,6000000008815800674,Q104550,Christian Albrecht Graf und Burggraf zu Dohna-Schlobitten
6000000001563248849,Q75384474,mother,Ansfride Widow of Anskill,Ansfride (?),6000000000769926437,Q5507945,Fulk FitzRoy
6000000001563350714,Q933505,father,Enguerrand Le Bâtisseur de Coucy III,"Enguerrand III, Lord of Coucy",6000000000424836704,Q2465095,Marie de Coucy Queen Consort of Scotland
6000000001576712851,Q12507522,mother,Mangkorowati,Raden Ayu Mangkarawati,6000000002842343845,Q28899,Pangeran Hardjo Diponegoro I
6000000001584382648,Q112968335,mother,Catharina Vogt von Fronhausen,"Katharina, Vogtin von Fronhausen",6000000000658406753,Q104841806,Carl Olofsson Hård af Segerstad
6000000001588362960,Q24970780,father,"Rotrou de Châteaudun Vicomte de Châteaudun. Comte de Mortagne, Comte du Perche","Rotrou I, Viscount of Châteaudun",6000000000437438881,Q2021689,Geoffroy I de Châteaudun Comte de Mortagne & du Perche
6000000001588388988,Q75240493,mother,Cicely Grey,Cicely Grey,6000000006444128209,Q5345508,Edward Sutton
6000000001588408089,Q106704214,mother,Dorothy Grey,Agnes Ayloff,6000000006763113788,Q75268838,Elizabeth Willoughby
6000000001588440396,Q8196664,mother,Jimena (Ximena) Muñoz,,6000000000717776836,Q237987,Teresa Alfonso condesa de Portugal
6000000001588548186,Q96245284,mother,Alix de Forez,Alix Guigone de Forez,6000000005791943640,Q1815122,Marguerite de Dampierre Bourbon reina de Navarra
6000000001588553706,Q3189791,mother,Julienne du Perche,Juliette du Perche,6000000013322248592,Q26854045,Richer de l'Aigle 5th Baron de L'Aigle
6000000001594051535,Q271104,father,András el Hierosolimitano Hungary II,Andrew II of Hungary,6000000000153344904,Q152370,Bela IV Péter Árpád King of Hungary and Croatia
6000000001595814236,Q60650591,mother,"Bertha ""Judith"" von Schwaben","Bertha, duchess of Lorraine",6000000002187845876,Q178007,Ferry I de Lorraine duc de Haute-Lorraine
6000000001610448055,Q318434,father,"Vsevolod Esimene Andrei, Kiievi Suurvürst",Vsevolod I of Kiev,6000000002968624707,Q60928,Vladimir II Monomakh
6000000001621328724,Q122364474,mother,Maria Christina Björn,Mari Kristiina of Jöörni,6000000001609356764,Q6014702,Carl Fredrik Nordenberg
6000000001622728075,Q445880,mother,"Emilia van Oranje Nassau Gravin, Princess de Portugal",Countess Emilia of Nassau,6000000016710031870,Q1891427,Emmanuel Antonio van CRATO Príncipe
6000000001633180382,Q25487193,mother,Ita von Lahngau,Ida von Schwaben,6000000009101403874,Q704896,Otto Duke of Swabia
6000000001634843651,Q6760317,mother,Margery de Burgh,Margery de Burgh,6000000001372981777,Q7781527,"Theobald le Boteler 4th Chief Butler of Ireland, Justiciar of Ireland"
6000000001643397812,Q56587786,mother,Judyta Mieszkówna,Brigitte of Denmark,6000000003827445735,Q67176,Heinrich I von Anhalt-Zerbst Count of Anhalt
6000000001666124428,Q18954241,father,Henry de Ferrers 2nd Lord Ferrers of Groby,"Henry Ferrers, 2nd Lord Ferrers of Groby",6000000002603651439,Q18735713,William de Ferrers 3rd Lord Ferrers of Groby
6000000001669607623,Q103780579,father,Tilluf Josephsen Bielke af Gyllarp og Hunnestad,"Tilluf Josefsen Bjelke, Lord of Gyllarp",6000000000407999879,Q6179855,Jens Tillufsen Bielke
6000000001669649063,Q75243060,mother,Emma de Mortain,Hildegarde of Beaugency,6000000000596503208,Q3056729,Philippa Mathilda de Tolosa comtessa de Peitieus
6000000001669649301,Q101248196,mother,Ragndid (Gudrun) Alvsdatter,NN,6000000003277299457,Q101247943,Jon Raud Ivarsson till Sudrheim
6000000001669654269,Q274606,father,"Berengar I margrave of Friuli, king of Italy",Berengar I of Italy,6000000008592343633,Q3769073,Gisela of Friuli
6000000001669658581,Q385719,father,Otto I von Weimar-Orlamünde Markgraf,"Otto I, Margrave of Meissen",6000000007377482324,Q18244659,Kunigunde von Weimar-Orlamünde Erbin von Beichlingen
6000000001678924544,Q75246064,mother,Margareta zu Schwarzburg-Leutenberg Fürstin zu Harburg,Margaret of Schwarzburg-Leutenberg,6000000002395383779,Q75246072,Elisabeth Anna von Braunschweig-Lüneburg Hertiginna
6000000001678976729,Q73503,father,"Otto ll Welf Herzog, Fürst zu Harburg","Otto II, Duke of Brunswick-Harburg",6000000006727855010,Q96003,Otto III von Braunschweig-Lüneburg-Harburg Herzog
6000000001700071842,Q104550195,mother,Anna Larsdotter Hordeel,"Anna Larsdotter Hordeel, Heiress of Vääksy",6000000007787345019,Q61963169,Margareta Boije
6000000001700184176,Q104550173,father,Hans Mårtensson Boije till Gennarby,"Hans Mårtensson Boije, Lord of Jännärkylä",6000000007787345019,Q61963169,Margareta Boije
6000000001711091993,Q61978,mother,Judith von Nordgau,Judith of Schweinfurt,6000000006906570375,Q506317,Conrad I Przemyslides
6000000001722690298,Q235668,mother,Emma,Hemma,6000000002240775864,Q150712,"Charles ""le Gros"" Caroling"
6000000001735746394,Q75245479,mother,Margaret Poyntz,Margaret Poyntz,6000000014066699684,Q14949747,Frances Newton
6000000001744806176,Q536899,father,Welf,"Welf III, Count of Altdorf",6000000001992125969,Q537154,Cunegonde Welfen
6000000001744810203,Q1907131,mother,Ida de Chiny Namur,Ida of Chiny,6000000000170996982,Q236994,Adeliza of England van Leuven
6000000001744815012,Q1853096,father,"Simon ""le Chauve"" de Montfort seigneur de Montfort",Simon III de Montfort,6000000003772404490,Q48546127,Bertrade d'Evreux de Montfort
6000000001744815789,Q8016843,father,William 'the Younger' Peverell Sheriff of Nottinghamshire,William Peverel the Younger,6000000000424792061,Q6759399,Margaret Peverell Countess of Derby
6000000001744821523,Q18223300,mother,Ermengarde d'Auvergne,Ermengarde d'Auvergne,6000000003026008879,Q462881,Thibaut Theobald de Blois III
6000000001744835871,Q462896,father,Guillaume VIII Geoffroy d'Aquitaine VIII duc d'Aquitaine et Vl comte de Poitou,"William VIII, Duke of Aquitaine",6000000000656950354,Q5351,Guillaume 'le Troubadour' d'Aquitaine IX duc d'Aquitaine et VII comte de Poitou
6000000001744837976,Q429927,mother,Judith de France,Judith of Flanders,6000000006906464210,Q2161367,Raoul “dit Taillefer“ Flandre
6000000001744855616,Q2351576,father,Yves de Creil comte d'Alençon,Yves de Bellême,4434387867690031414,Q2435462,"Guillaume Talvas de Bellème seigneur d'Alençon, Comte de Bellesme et d'Alencon"
6000000001744858581,Q970298,father,Enguerrand I de Ponthieu dit Isembart,"Enguerrand I, Count of Ponthieu",6000000011593707136,Q58394,Hugues II de Ponthieu seigneur d' Abbeville et Montreuil
6000000001744861180,Q235776,mother,Richilde empress,Richilde of Provence,6000000002187857781,Q24198464,Pippin
6000000001744889453,Q2249854,father,Guillaume 'Taillefer' d'Angoulême comte d'Angoulême,William VI of Angoulême,6000000000134496318,Q277612,Aymer d'Angoulême comte d'Angoulême
6000000001744889539,Q434632,mother,Mathilde von Sponheim,Matilda of Carinthia,6000000001501065025,Q6715047,Marie de Champagne Duchess Of Burgundy
6000000001744898533,Q323896,father,Friedrich von Büren Pfalzgraf von Schwaben,Friedrich von Büren,6000000001744902183,Q281245,Frederick de Hohenstaufen
6000000001744948519,Q4160474,father,George Grey,"George Grey, 2nd Earl of Kent",6000000006444762793,Q5722230,Henry Grey
6000000001744982887,Q325259,father,"Findláech mac Ruaidrí thane of Angus, Mormaer of Moray",Findláech of Moray,6000000000307274753,Q244403,Mac Bethad mac Findlaích Ri Albainn
6000000001744991499,Q72795323,mother,Margaret de Toëny,Margaret de Tosny,6000000005598859830,Q271821,Rosamond de Clifford
6000000001745028784,Q1060010,father,"Godfrey II II of Lorraine count of Louvain, marquis of Antwerp, Duke of Lower Lorraine","Godfrey II, Count of Louvain",6000000001412952494,Q280016,Godfried van Leuven III
6000000001745043247,Q9023075,mother,Ljubava Zavidich,Liubava Dmitrievna Zavidich,6000000010936024516,Q496569,Vladimir III Mstislavich
6000000001745058195,Q76207649,mother,Adelheid von Bothenstein,Adelheid von Pottenstein,6000000000424904289,Q113058,Waleran Udo Limburg II
6000000001745092779,Q61911183,mother,Alianore le Strange Baroness Grey of Ruthyn,Alianore Lestrange,6000000001600536412,Q7308718,Reynold II De Grey 3rd Lord Grey de Ruthyn
6000000001745096712,Q593670,father,"Alan de Penthièvre ""comes Angliae et Britannise""","Alan of Penthièvre, 4rd Lord of the Honour of Richmond, 1st Earl of Richmond",6000000000632008496,Q338985,Conan IV de Penthièvre Earl of Richmond
6000000001745445540,Q271396,father,Ælle,Ælla of Deira,6000000004976393187,Q348955,Edwin
6000000001748382730,Q1153962,father,,Oda Nobuhide,6000000008261026303,Q171411,Oda Nobunaga
6000000001748661095,Q4207778,mother,,Dota Gozen,6000000008261026303,Q171411,Oda Nobunaga
6000000001749883334,Q1325288,mother,,Oeyo,6000000012609955026,Q911334,Masako Tokugawa
6000000001751551064,Q1045995,mother,,Lady Saigō,6000000001750900591,Q314464,
6000000001752794134,Q112526706,mother,Katarina Jakobsdotter Sirelius,Katriina of Sireeli,6000000002986542210,Q128043339,Adolf Gabrielsson Krogius
6000000001753229214,Q1447172,father,Franz Heinrich von Sachsen-Lauenburg,Francis Henry of Saxe-Lauenburg,6000000007293173727,Q1328054,Eleonore Charlotte Askanier Herzogin zu Schleswig-Holstein-Sonderburg-Franzhagen
6000000001753932209,Q11623488,mother,,Fujiwara no Taneko,6000000011627224453,Q329753,Atsuhito Daigo-tenno
6000000001754175218,Q106270817,mother,,Fujiwara no Ujie's daughter (Fujiwara no Sugane's wife),6000000012634753101,Q106271708,Onshi Fujiwara
6000000001756124195,Q110326667,mother,Benedikte von Moosburg Pfalzgräfin von Wittelsbach,Benedikta,6000000008354115092,Q3510900,Hellicha of Wittelsbach
6000000001758859417,Q5860561,father,Alonso Álvarez de Toledo y Padilla,Fernando Álvarez de Toledo y Herrera,6000000039812665318,Q134986488,García Álvarez de Toledo y Salcedo
6000000001760470709,Q10901487,mother,,Fujiwara Fujiko,6000000011626574081,Q349467,Tomohito Go-Nara-tenno
6000000001770216084,Q101248118,father,Bjarne Mårdssøn Til Bjarkøy,NN av Bjarkoy,6000000007453268163,Q101248115,Ivar Bjarnesson Bjarkøy
6000000001772898279,Q61736314,mother,"Anne Pott dame de La Rochepot, Damville et de Châteauneuf",Anne Pot,5218782742890054384,Q356952,Anne de Montmorency duke
6000000001782217264,Q105803073,father,William Bond Esq.,"William Bond, of Buckland",6000000000115741683,Q28043535,George Bond
6000000001783523550,Q105803075,mother,Dionise Bowerman,Dionisia Bourman,6000000000115741683,Q28043535,George Bond
6000000001783686848,Q87610,mother,Michiko Shōda Empress Emerita of Japan,Empress Michiko,6000000001783977118,Q311174,<private> Akishino
6000000001784140013,Q1189486,mother,<private> Takagi,"Yuriko, Princess Mikasa",6000000001784203123,Q1736803,"Yoshihito, Prince Katsura"
6000000001789016114,Q2825471,mother,Adelaide de Maurienne,Adelaide of Savoy,6000000003827618989,Q52304468,Bertha von Rheinfelden
6000000001798416508,Q1185323,father,,Konoe Sakihisa,6000000001760353856,Q6139376,Sakiko Konoe
6000000001800855967,Q110313506,mother,Anna Christina Arvidsdotter Natt och Dag,"Baroness Anna Kirsti de Köyliö, Heiress of Gottenvik",6000000006127223646,Q10443068,Carl Knutsson Posse
6000000001801158032,Q6054511,father,Knut Göransson Posse till Tisselgård,Knut Göransson Posse,6000000006127223646,Q10443068,Carl Knutsson Posse
6000000001811275864,Q701503,father,Yasuhiko Asaka (Asakanomiya),Yasuhiko Asaka,6000000012593409379,Q11604942,Kikuko Nabeshima
6000000001821187530,Q250731,father,"Prince Álmos Árpád(házi), Prince of Hungary & Duke of Croatia","Álmos, Duke of Nitra",6000000004397805952,Q82686,Béla Slijepi Vak II
6000000001827300886,Q263779,mother,Mariah bint Shamʿūn,Maria al-Qibtiyya,6000000003773161311,Q3505301,Ibrahim Al-Hashemi
6000000001827575240,Q1481103,mother,Sophie von Winzenburg,Sophie of Winzenburg,6000000005414590318,Q565737,"Bernhard III Askanier Herzog von Sachsen, Graf von Askanien und Ballenstedt, Herr zu B"
6000000001829353551,Q11072254,father,,Shiki no miko,6000000011627413251,Q958662,Konin-tenno (Amemunetakatsugi)
6000000001840582934,Q27859472,mother,Lubna Al-Khuza'i,Lubna bint Hajar,6000000010760989642,Q337012,Abdul-Uzza Al-Hashemi
6000000001842580141,Q102862065,mother,"Elisabeth Charlotte Durfot, Marquis Of de La Tour d'Auvergne",Elisabeth de La Tour d'Auvergne,6000000015815450732,Q3292891,Marie de Durfort
6000000001842614063,Q108941919,mother,Julienne-Catherine de La Tour d'Auvergne,Juliane Catherine de La Tour d'Auvergne,6000000017226081107,Q17482299,Frédéric Charles Charles de la Rochefoucauld
6000000001846085083,Q3050520,mother,Eleanor de Beauchamp Lady Rokesley,Eleanor Beauchamp,6000000002378493325,Q714475,Henry Beaufort 3rd Duke of Somerset
6000000001849230305,Q106997000,mother,Anne de La Tour Dame de Montgascon,Anne de La Tour d'Auvergne,6000000001849260350,Q5129310,Claudine de La Tour
6000000001857968477,Q166675,father,Georg Wilhelm Hohenzollern Kurfürst zu Brandenburg Herzog in Preußen,"George William, Elector of Brandenburg",6000000004117624803,Q264644,"Hedwig Sophie Brandenburg, Hohenzollern Landgräfin zu Hessen-Kassel"
6000000001861334969,Q5779086,father,Knud Pedersen Gyldenstierne til Tim og Ljungby,Knud Pedersen Gyldenstierne,6000000005441547442,Q1794616,Axel Knudsen Gyldenstierne til Lyngbygaard
6000000001872992425,Q251943,father,Robert IV von der Mark-Arenberg Hertog van Bouillon,Robrecht IV van der Marck,6000000015636427569,Q23021501,Charles Robert de La Marck
6000000001881638269,Q1450210,mother,Henrietta Franziska van Hohenzollern-Hechingen,Françoise de Hohenzollern-Hechingen,6000000001881714440,Q76263167,François Egon de La Tour d'Auvergne
6000000001892025404,Q3290801,mother,Marguerite de Sablé,Marguerite de Sablé,6000000002006128806,Q16863335,Jeanne des Roches Dame de Sablé
6000000001892137550,Q267040,father,Guillaume des Roches,William des Roches,6000000002006128806,Q16863335,Jeanne des Roches Dame de Sablé
6000000001892741001,Q91880,father,Philipp III Hanau Graf,"Philip III, Count of Hanau-Münzenberg",6000000006727853665,Q75508,Philipp Ludwig I Hanau Count
6000000001907678309,Q11623518,father,Mototsune Fujiwara,Fujiwara no Sugane,6000000012634753101,Q106271708,Onshi Fujiwara
6000000001916774819,Q78420,father,Philipp V. Graf von Hanau-Lichtenberg V,"Philip V, Count of Hanau-Lichtenberg",6000000003827158482,Q1697011,Johanna Sibylla von Hanau-Lichtenberg
6000000001917076539,Q87278779,mother,Maria Elisabeth Hohenlohe Gräfin zu Hanau-Lichtenberg,Maria Elisabeth of Hohenlohe-Weikersheim,6000000003827153534,Q71985,Philipp Wolfgang von Hanau-Lichtenberg Graf
6000000001919812645,Q19838685,father,Mauritz Nilsson Posse af Säby,Mauritz Nilsson Posse,6000000009876238925,Q128045093,Lennart Posse af Säby
6000000001920499659,Q110302796,father,Otte Thomasen Orning of Vatne,Otte Thomasson Orning,6000000001169292694,Q110302795,Elisabet Ottesdatter Orning
6000000001921445859,Q126531,mother,Béatrice de Provence reine consort de Sicile,Beatrice of Provence,6000000000632007001,Q314331,"Charles ""the Lame"" of Anjou"
6000000001922162428,Q16302427,father,Ignacio Carrera de Ureta Pastene,Ignacio de la Carrera y Ureta,6000000004682824741,Q1657297,Ignacio de la Carrera Cuevas Vocal de la Primera Junta Nacional de Chile
6000000001931748904,Q11400602,father,Haruhide Kajuji,Kanshūji Haruhide,6000000001760353891,Q11400603,
6000000001932064076,Q109853582,mother,Awaya,,6000000001760353891,Q11400603,
6000000001935440284,Q38085940,mother,Cecilia Svensdotter,Cecilia,4181250114820035915,Q310152,Eric Jedvardsson of Sweden IX
6000000001935619159,Q75292006,father,Bjørn Haraldsen Haraldsen Ironside,Björn Byrdasven,6000000004533384397,Q3494473,Eldrid Bjørnsdatter
6000000001947211337,Q232365,mother,Chlotilde,Clotilde,6000000007815238292,Q212852,"Childébert ""the Catholic"" I, King of the Franks"
6000000001959231175,Q101422829,mother,Sarah Wright,Sarah Wright,6000000003943156264,Q101422827,Abel Chapin
6000000001965836915,Q25425150,mother,"Anna Askanier Markgräfin zu Meißen, Freiin zu Mecklenburg, Stargard und Rost",Anna of Saxe-Wittenberg,6000000008033906402,Q1310640,Beatrix von Mecklenburg
6000000001966007997,Q67403,father,"Heinrich I „der Pilger"" von Mecklenburg Herr zu Mecklenburg","Henry I, Lord of Mecklenburg",6000000002188021103,Q71254,"Heinrich II ""der Löwe"" von Mecklenburg Herr zu Mecklenburg, Stargard und Rostock"
