geni_id,qid,geni_label,wikidata_label,geni_abbreviated
6000000134770775160,Q141353745,Martha Christina Skorve,Martha Christina Torgersdatter,no
6000000006727840983,Q1413806,"Katharine, Countess Of Hoya",Katharina von Hoya,no
6000000017985794774,Q141381876,Brita,Brita NN,no
6000000009713471895,Q141382577,Petrus Petri,Petrus Petri Björskogensis,no
6000000001138830586,Q141403481,Andreas,Andreas NN,no
6000000023173343105,Q141403529,Bror,Bror NN,no
6000000004335151518,Q141403579,Gölug,Gölug NN,no
6000000008989149051,Q141403628,Nils Silfverskiöld i Hanborg huset,Nils Silfverskiöld,no
5336724108230122658,Q141419455,Åse Tjølsdotter Brekko,Åse Tjølsdotter Brekko,no
6000000006595813702,Q141419642,Hans Mårtensson Bång,Hans Mårtensson Bång,no
6000000003491988871,Q141422157,Helga Pedersdtter Pedersdtr,Helga Pedersdtter Pedersdatter,no
6000000027505365840,Q141422217,Jakob,Jakob NN,no
6000000019178967030,Q141422290,Nils,Nils NN,no
6000000003124074413,Q141422350,Peder Tørresson Tørreson Sveinsvoll,Peder Tørresson Sveinsvoll,no
6000000005393560519,Q141429951,Johan Henrik Nauckhoff till Jäder,Johan Henrik Nauckhoff,no
6000000161721983893,Q141440530,Carl Gustaf Söderberg,Carl Gustaf Gustaf Söderberg,no
6000000204862105894,Q141440662,Sven Nilsson tvilling,Sven Nilsson,no
6000000005607373338,Q141442931,Bjørn Torsteinson Frafjord I,Bjørn Torsteinson Frafjord,no
6000000003102077916,Q141442982,Magnhild Olavsd Foss,Magnhild Olavsdatter Foss,no
6000000212838009821,Q141443015,Ramfrid Gustafsdotter (lejon),Ramfrid Gustafsdotter,no
6000000011416429453,Q141443355,Ingeborg,Ingeborg NN,no
5413393304250084700,Q141447068,Soldat Anders Andersson Auglend,Anders Andersson Auglend,no
6000000011621581540,Q141447161,Johannes Olson Olson Li,Johannes Olson Li,no
6000000005609226734,Q141447210,Ola Jonson Jonson Bore,Ola Jonson Bore,no
6000000005381997903,Q141448450,Anna Børgesd Aubø,Anna Børgesdatter Aubø,no
6000000007420343457,Q141448486,Jon Arnesen Smiørbalt Lenderman in Maere,Jon Arnesen Smiørbalt,no
6000000009319951155,Q141448496,Margareta,Margareta NN,no
6000000007367592462,Q141450215,Johan Ståhlbom,Hans Hansson Ståhlbom,no
6000000008076202215,Q141450222,Iver Kjær Johnsen,Iver Johansen Kjær,no
6000000194934884835,Q141450274,Kristi Larsdtr Kvam,Kristi Larsdatter Kvam,no
6000000108809086844,Q141451100,Peter,Peter NN,no
6000000003491951682,Q141451114,Sven Svensen Risa I,Sven Svensen Risa,no
6000000011310572351,Q141454302,Barbro,Barbro NN,no
6000000009450900401,Q141454331,Dorte Jørgensdatter Urne til Værholm,Dorte Jørgensdatter Urne,no
6000000005608892736,Q141454529,Karen Kirstine Tøresdtr,Karen Kirstine Tøresdatter,no
6000000108557935843,Q141454584,Mabel Arneson [TWIN],Mabel Arneson,no
6000000004368080497,Q141454670,Olof Larsson i Vallen,Olof Larsson,no
6000000009305036314,Q141455100,"Yosef ben Shlomo ibn ʿAwkal Nasi, al-Romi","Yosef ben Shlomo ibn ʿAwkal, Nasi, al-Romi",no
6000000020533302781,Q141455323,"Yosef ben Hizkiya ibn ʿAwkal, Nasi, Nagid of Fustat and Rome",Yosef ben Hezekiah,no
6000000005382299298,Q141456590,Birgitte Fartegnsd Bagge,Birgitte Fartegnsdatter Bagge,no
6000000003492068255,Q141456610,Elen Pallesd Trane,Elen Pallesdatter Trane,no
6000000013452848879,Q141457266,Dagfinn Ericsson Eriksson,Dagfinn Ericsson,no
6000000003378683243,Q141457326,Ragnhild Sigurdsdotter Byre,Ragnhild Aga Sigurdsdatter,no
6000000030662437081,Q1446693,Ludwig von Pincier,Ludwig Pincier,no
6000000009579909195,Q1468374,Sophia Árpád dynasty,Sophia,no
6000000015337221970,Q15057415,Toyosawa Fujiwara,Fujiwara no Toyozawa,no
6000000007320896789,Q15069149,Eduard* Albert Christopher Ludwig Collins,Eduard Albert Collins,no
6000000037259458193,Q15079473,Alexander Johann Peterson,Alexander Johann von Peterson,no
6000000009237318143,Q15118568,Giovanni Aseno Zaccaria,John Asen Zaccaria,no
6000000081200314021,Q1521994,Hugues IV de Saint-Pol,Hugues de Saint-Pol,no
6000000003649761996,Q1527396,Richard of Hauteville siniscalco of Aulia & Calabria,Richard of Hauteville,no
6000000013580345354,Q1531283,Otto Moritz* Ludwig von Engelhardt,Moritz von Engelhardt,no
6000000006444136849,Q15378578,Mary Cromwell,Mary Paulet,no
6000000014849033732,Q1542013,Hermann II von Salm Graf von Salm,Hermann II de Salm,no
6000000015388767493,Q1551162,Renato Borromeo,Renato II Borromeo,no
6000000089574766839,Q155244,Eleonora de Bas-Serra giudicessa d'Arborea,Eleanor of Arborea,no
6000000009494103078,Q1553793,Guigues de Forez,"Guigues V, Count of Forez",no
6000000000839941745,Q156749,Nils Adolf Erik Nordenskiöld,Adolf Erik Nordenskiöld,no
6000000002188091715,Q1581954,Geoffroy of Hauteville count of Loritello,Geoffrey of Hauteville,no
6000000017514695637,Q15833896,Maria Theresia Felizitas von Montfort,Maria Theresia von Montfort,no
6000000033097096166,Q15965620,Francesco Gonzaga,Francesco Gonzaga di Guido,no
6000000002188578185,Q1597828,Count Heinrich IV of Vaudemont,Henri IV de Vaudémont,no
6000000006366351816,Q1601917,Helene von Hohenzollern,Helena von Hohenzollern,no
6000000009704869636,Q160213,RĀMA Dasharatha,Rama,no
6000000004548968436,Q1611583,Hermann von Hessen Landgraf von Hessen-Nordeck,Hermann I. von Hessen,no
6000000011667059305,Q16121272,Al-Waleed Al-Abshamsi,Al-Walid ibn Utba ibn Rabi'a,no
6000000002307392273,Q16124683,Theodechildis,Théodechilde,no
6000000003827737009,Q1616020,Hesso III von Sülichen Graf im Sülichgau,Hesso III. von Backnang,no
6000000174174597293,Q16161266,Alan ll of Menteith,"Alan II, Earl of Menteith",no
6000000026122456049,Q16170625,Arnau Roger III de Pallars Sobirà Comte de Pallars Sobirà,Arnau Roger III de Pallars Sobirà,no
6000000035615176558,Q16206914,ბაგრატი / Bagrat ბაგრატიონი / Bagrationi,Bagrat,no
6000000025583646241,Q16206992,Daniel Peter Layard MD,Daniel Peter Layard,no
6000000018209672395,Q1633831,Jeanne d'Albret,Jeanne II d'Albret,no
6000000018909078351,Q16408094,Bertold von Plettenberg zu Meyerich,Bertold von Plettenberg,no
6000000023025260921,Q16466645,Olena Ida Teresia Falkman,Olena Falkman,no
6000000008897593297,Q1648141,Adolf Ludvig Ribbing,Adolph Ribbing,no
6000000054411398049,Q1649531,Abdul-Dar Al-Qurashi,Abd-al-Dar ibn Qusai,no
6000000000390270298,Q1650217,Ismail al-Mubarak Al-Husayni,Isma'il ibn Jafar,no
6000000002738865504,Q1653445,William Reichserbtruchseß von Waldburg,Wilhelm Truchsess von Waldburg,no
6000000022276166225,Q16555509,Federico I Gonzaga 3°marchese di Luzzara,Federico I Gonzaga di Luzzara,no
6000000021441996908,Q16590419,Pietro Durazzo XCIII doge di Genova,Pietro Durazzo,no
6000000012056862710,Q16596199,Hedvig Sofia Rosen,Hedvig Sofia von Rosen,no
6000000007016191767,Q16617598,Petrum Roderici,Pedro Rodríguez de Castro,no
6000000002188261622,Q16639111,Gottfried Markgraf von Kärtnen,Godofreu de Pitten,no
6000000007548056402,Q16649517,Gerhard Jonæ,Gerhardus Jonæ,no
6000000018985534304,Q16649961,Olof Olofsson Nauclérus,Olaus Olai Nauclerus,no
6000000001720825110,Q16650163,Samuel Andersson Pryss,Samuel Pryss,no
6000000028475780607,Q16650170,Ingeldus Laurentii Rabenius,Ingellus Laurentii Rabenius,no
6000000019327213179,Q16650429,Per Svedelius,Pehr Svedelius,no
6000000008021045465,Q167200,Barnim II Duke of Pomerania,"Barnim II, Duke of Pomerania",no
6000000156421848833,Q16851600,Johann Kantakouzenos,John Kantakouzenos,no
6000000011789536603,Q16863793,Juan Téllez Girón y Enríquez de Ribera VI Duque de Osuna,"Juan Tellez-Girón y Enriquez de Ribera, 4th Duke of Osuna",no
6000000006444298894,Q16866639,"Edward Devereux MP, 1st Baronet of Castle Bromwich","Sir Edward Devereux, 1st Baronet",no
6000000138783072822,Q16945169,Mårten Bunge till Beateberg,Mårten Bunge,no
6000000002188166425,Q1694739,Johann XI 1306 von Oldenburg Graf,"John III, Count of Oldenburg",no
6000000037476626969,Q1710507,Juan de Silva y Andrade V conde de Cifuentes,Juan de Silva y Andrade,no
6000000003827650911,Q1711992,Julien de Grenier,Julian Grenier,no
6000000019772400748,Q17319639,Francesco d'Este signore di Reggio,Francesco d'Este,no
6000000087038856861,Q17362772,Ulrich IV Krautter,Ulrich of Württemberg,no
6000000006101234567,Q176912,Philippus,Philip,no
6000000003122483016,Q1772194,Hughes Rogier de Beaufort,Hugo Roger z Beaufortu,no
6000000023003762827,Q17993573,Gabriella Correggio-Fogliano,Gabriella Gonzaga,no
6000000026201036697,Q18171573,Hélène Koechlin,Hélène Bouwens van der Boijen,no
6000000007274283215,Q18214782,Fulk II Bishop of Amiens,Foulques de Vexin,no
6000000015741762018,Q18245754,Anders Jakobsson Sidner,Anders Sidner,no
6000000022860990118,Q18397598,"marchese Niccolò I d'Este, cosignore di Ferrara",Nicolò I d'Este,no
6000000002188579032,Q185496,Charles d'Alençon baron de Châteauneuf,Charles III d'Alençon,no
6000000000152491239,Q18577248,William la Zouche 1st Lord of Harringworth,William Zouche,no
6000000006713354346,Q185832,Emanuel Swedenborg,Emmanuel Swedenborg,no
6000000014642294104,Q18593060,Fulk Glas Fitz Warine de Layham of Alberbury,Fulk Fitzwarine,no
6000000031884893247,Q18613031,Karl Gregersson Bjälboätten,Karl Gregersson,no
6000000003051231404,Q18672779,William Harington,"William Harrington, 5th Baron Harrington",no
4389986497370062510,Q18674287,Otuel de Sudeley,Otuel of Sudeley,no
6000000040345347544,Q18683936,Adelheid von Sommerschenburg IV,Adelaide III of Sommerschenburg,no
6000000033144406783,Q1874025,Ludovico Gonzaga vescovo di Mantova,Luigi Gonzaga,no
6000000002187855294,Q18748299,Jeanne Of Nevers,Jeanne of Flanders,no
6000000002187857379,Q1899350,Jean de Nesle Count Of Soissons,"John I, Count of Soissons",no
6000000003827606089,Q1902258,Hélie IV de Bergerac Comte de Périgord,Elias III of Périgord,no
6000000081603859272,Q19060571,Margherita da Carrara,Margherita Gonzaga,no
6000000001200156499,Q19061035,Guttorm Àsulfsson à Rein,Guttorm Åsulvsson,no
6000000008499809288,Q1906363,Frederun von Ketteler zu Assen,Frederunde Kettler zu Assen,no
6000000009514160940,Q191114,SĪTĀ aka JĀNAKI aka MYTHILI Rāma,Sita,no
6000000003827520768,Q1914050,Boudewijn III van Gent heer van Aalst en Wieze,Boudewijn III van Gent,no
6000000000709168438,Q1941773,Bernad III de Bearn comde de Bigòrra,Bernard III of Bigorre,no
6000000006783257558,Q19631563,Erik Carlsson Odelström,Erik Odelström,no
6000000186285688253,Q19657284,Deokjang Buyeo,Buyeo Deokjang,no
6000000007286110282,Q19678400,Eva Horn af Ekebyholm,Eva Horn,no
6000000002309876767,Q19721217,Salomon Christoffer von Köhler,Salomon von Köhler,no
6000000003937199019,Q1974868,Oliba de Cerdanya bisbe de Vic,Abbot Oliba,no
6000000006127570365,Q19828095,Carl Mörner af Morlanda,Carl Mörner,no
6000000005795638082,Q19842232,Algot Bryniolfsson,Algot Brynolfsson,no
6000000039073624528,Q19851830,Baylun Borjigin princess,Bayalun,no
6000000006127732174,Q19975889,Fredrik August August Adelswärd,Fredrik August Adelswärd,no
6000000007814473860,Q19977201,Jakob Pedersson Törnsköld till Runstorp,Jakob Törnsköld,no
6000000015211209683,Q19984708,Ettore Gonzaga conte di Luzzara,Ettore Gonzaga,no
6000000002187820623,Q20003478,"Jean de Valois, Comte de Chartres",Jean de Valois,no
6000000021967409410,Q2007274,Raoul de Brienne comte d'Eu,"Raoul II of Brienne, Count of Eu",no
6000000010669428008,Q20100264,Alda Ferrandis de Almohade,Alda Ferrandis Aba-Omahet,no
6000000004289050249,Q2010109,"John of Aragon archbishop of Toledo & Tarragona, patriarch of Alexandria",Juan de Aragón y Anjou,no
6000000002187651950,Q2014842,"Frédéric Comte de Verdun, Comte de Castres","Frederick, Count of Verdun",no
6000000013573368496,Q2016254,Æthelberht,Æthelbert,no
6000000009014627733,Q20250108,Anders Andersson Pryss,Anders Pryss,no
6000000002187818470,Q20498971,Margareta von Thüringen,Margaret of Cleves,no
5223433605990032951,Q2066214,Peder Munk (Lange),Peder Munk,no
6000000001515228463,Q2066886,Hedvig Catharina Charlotta De la Gardie,Hedvig Catharina von Fersen,no
6000000002187700979,Q2069863,Hugues I de Châlon Comte de Chalon,Hugh of Chalon,no
6000000006100839430,Q2071583,Geoffroi II de Bretagne comte de Bretagne,"Geoffrey II, Count of Penthièvre",no
6000000015137126039,Q20732053,Jacques d'Harcourt,"Jacques I d'Harcourt,",no
6000000006127523492,Q2075113,Hedvig Ulrika Armfelt,Hedvig Ulrika De la Gardie,no
6000000013783325868,Q2088136,Mathé d'Albret,"Mathe, Dame d'Albret",no
6000000002188005625,Q21003752,Frederick Hohenstaufen,Frederick of Pettorano,no
6000000015986262990,Q21008966,Heinrich Xlll von Schwarzburg-Blankenburg 1,"Henry X, Count of Schwarzburg-Arnstadt",no
6000000000129397244,Q21055295,Ioannis A' Angelos-Comninos (Dukas),John Doukas,no
6000000020652422377,Q2109627,Henry,"Henry, Prince of Capua",no
6000000011050565707,Q21100240,Eléonore d'Armagnac,Eleonor of Armagnac,no
6000000006727873834,Q21105949,"Marina Vladimirovna, Princess of Kiev",Maritsa Vladimirovna,no
6000000015652647538,Q21116363,Roger d'Armagnac Vicomte de Fézensaguet,Roger of Armagnac,no
6000000011106061276,Q2161741,Rogièr III de Carcassona comte de Carcassona,Roger III of Carcassonne,no
6000000018252392646,Q217044,Franz Adolf Berwald,Franz Berwald,no
6000000006727845862,Q2176714,Ruprecht Prince Of von Wittelsbach,Rupert of Palatinate-Mosbach,no
4947248545210089938,Q2183430,Bengta Ebbesdotter Ebbesdatter Hvide Queen of Sweden,Bengta Ebbesdotter Ebbesdatter Hvide,no
6000000007848801625,Q22329037,Eleanor of Bar,Eleonore of Bar,no
6000000001009241218,Q225212,Harald III Svendsøn af Danmark Konge af Danmark,Harald Hen,no
6000000227048492827,Q225212,Harald III King of Denmark,Harald Hen,no
6000000001354491073,Q2252942,Oddone,"Otto I, Marquess of Montferrat",no
6000000003827438391,Q2253920,Heinrich von Nassau-Beilstein Graf von Nassau-Beilstein,Henry II of Nassau-Beilstein,no
6000000001789021838,Q22674506,Mathilde de Montbéliard von Mömpelgard,Matilde of Mousson,no
6000000001500841530,Q22674712,Bonne de Bar,Bonne of Bar,no
5233598181900029993,Q22678387,Hodierne de Courtenay,Hodierne of Courtenay,no
6000000003243489447,Q22678394,Félicité de Joinville dame de Ramerupt,Felicity of Brienne,no
6000000003827791675,Q22678444,Lora De Joinville,Laure of Sarrebruck,no
6000000175145088445,Q23017416,Audoen,Audouen,no
6000000006727957385,Q2313994,Guillaume de Montfort Bishop of Paris,Guilliaume de Montfort,no
6000000130191678854,Q236972,Yuxiong,Fuxi,no
6000000003962400680,Q23930953,Adalhaid,Adelaide,no
6000000003086745903,Q2418892,Dirk Pelgrim van Holland Pilgrim,Dirk van Holland,no
6000000011115929762,Q2424918,Tomas Ihre,Thomas Ihre,no
6000000002187742462,Q2426674,Thomas Randolph 2nd Earl of Moray,Thomas Randolph,no
6000000002187829920,Q24307423,Katarzyna of Slesia-Brieg Duchess,Catherine of Brzeg,no
6000000006444102296,Q246072,Jane Neville Countess of Westmorland,Jane Neville,no
6000000008345922587,Q2461780,Constantine I Bagrationi King of Imereti,Constantine I of Imereti,no
6000000004259810431,Q246812,"Sweyn II Estridson, King of Denmark",Svend Estridsen,no
6000000004396685338,Q2471654,Eva Aurora Charlotta Karamzin,Aurora Karamzin,no
6000000002187826453,Q2477025,Ulrich IV von Kyburg Bishop of Chur,Ulrich von Kyburg,no
6000000002152931717,Q2478961,Radegund,Radegunda,no
6000000006986415134,Q24879230,Eva Christina Billow,Eva Myhrman,no
6000000007548029494,Q2490612,"Johan Graan, till Ånsta",Johan Graan,no
6000000000742757089,Q249971,Marthe d'Armagnac reine consort d'Aragon,Martha of Armagnac,no
6000000015117353789,Q2512654,Hugues III de Meulan Comte de Meulan,Hugo III van Meulan,no
6000000003087193552,Q251752,"Bretislav II Przemyslides, Duke of Bohemia",Břetislav II.,no
6000000008686001409,Q25355502,Heinrich von Orlamünde IV,Heinrich IV. von Orlamünde,no
6000000007314101475,Q25451348,Jon Mickelsson Behm,Jonas Mikaelsson Behm,no
6000000000769926059,Q254545,Gunnhild Knutsdottir af Danmark,Gunhild,no
6000000006727820249,Q25487209,Joachim Count Of Hohenzollern,"Joachim, Count of Hohenzollern",no
6000000000909345046,Q2575818,Robert Henrik Rehbinder till Viksberg,Robert Henrik Иванович Rehbinder till Viksberg,no
364522820420013688,Q2591886,Kazimierz II łęczycki książę,Casimir II of Łęczyca,no
6000000006727838731,Q2593820,Jadwiga of Głogów-Żagań,Hedwig of Legnica,no
6000000003827429561,Q2596292,Manassès de Réthel comte de Réthel,"Manasses V, Count of Rethel",no
6000000006101234473,Q2622061,Ptolemaeus,Ptolemeu de Epiro,no
6000000006828366697,Q26239714,Jonas Jonae Rudberus,Jonas Rudberrus,no
6000000003681032954,Q26239733,Claus Edenberg,Claes Edenberg,no
6000000001218533012,Q26405863,Olof Engelbertsson Bure,Olof Bure,no
6000000013994320720,Q264233,Guillaume de la Roche Duc d'Athènes,William I de la Roche,no
6000000002188118590,Q2679174,Godfried van Gaasbeek van Leuven Sint-Pieters-Leeuw Herstal Heer van Gaasbeek,"Godfrey, Lorde de Gaesbeek",no
6000000008485882320,Q26813209,Heinrich II von Henneberg-Hartenberg,Henry IV of Henneberg,no
6000000009665780773,Q26959917,Heinrich von Isenburg-Grenzau Graf von Isenburg-Grenzau,Henry II of Isenburg,no
6000000003827477230,Q26959922,Johann von Sayn II,Johann II von Sayn,no
6000000003828110354,Q2705969,Guaimar II of Salerno Gybbosus,Guaimar II of Salerno,no
6000000000161626571,Q27102470,Eorcongota,Eorcengota,no
6000000005018061457,Q2720038,Guido d'Ivrea marchese d'Ivrea,Guy of Ivrea,no
4927821238910067084,Q273181,Judith of Flanders,"Judith of Flanders, Countess of Northumbria",no
6000000188815373822,Q2742379,Diego Hurtado de Mendoza Lemos Count of Melito,Diego Hurtado de Mendoza y Lemos,no
6000000001669654269,Q274606,"Berengar I, emperor of the Romans",Berengar I of Italy,no
6000000012273073209,Q276248,Ludwig Karl von Schleswig-Holstein-Sonderburg-Franzhagen,"Louis Charles, Duke of Schleswig-Holstein-Sonderburg-Franzhagen",no
6000000003177905081,Q2778853,Joan Plantagenet,Joan of England,no
6000000217701543909,Q27825482,"Humphrey Stafford ""of Southwyck""",Humphrey Stafford,no
6000000014818894769,Q27835159,Elena Bua Spata,Irene Preljubović,no
6000000003828302118,Q28006728,Paldolf di Salerno,Pandulf of Capaccio,no
6000000002187887641,Q28056821,Konrad von Hohenlohe-Rottingen Graf von Hohenlohe-Rottingen,Konrad von Hohenlohe-Röttingen,no
6000000010018994260,Q280722,Ilya Nikolayevich Ulyanov,Ilya Ulyanov,no
6000000003122422610,Q2832063,Albric de Tolosa comte de Sent Gil,Albéric Taillefer de Toulouse,no
6000000003273404873,Q2832071,Arnold I de Chiny,Alberon II of Namur,no
6000000108377333949,Q28374049,Federico Pico,Federico I Pico,no
6000000109503921128,Q28374110,Aura Feltria Ubaldini,Aura da Montefeltro,no
6000000000424624719,Q284400,Giséle of Cysoing,Gisela,no
6000000005619727117,Q28467896,Erik Knudsen til Skarsholm,Erik Knudsen,no
6000000127379511821,Q285840,Marie of Korikos,"Marie of Korikos, Queen of Armenia",no
6000000008049027781,Q287656,Erard de Brienne,Érard II de Brienne-Ramerupt,no
6000000013060789938,Q2891442,"Antonio Pimentel Enríquez y Toledo IV marqués de Távara, Virrey de Valencia y Sicilia",Antonio Pimentel Enríquez de Guzmán y Álvarez de Toledo,no
6000000017690820213,Q28940093,Jean III de la Baume Comte de Montrevel,Jean III de la Baume,no
342026151920011851,Q29246906,Eleonora Juliana Wiggman,Eleonora von Sydow,no
6000000004085125581,Q2929504,Beatrix de Montlhéry !\,Béatrice de Montlhéry,no
6000000009687265753,Q29401074,"Teutonic Knight, Salentin III., Graf von Nieder-Isenburg",Salentin III von Isenburg,no
6000000006101240144,Q298628,"Antiochus Eupator V, King of Seleucid Syria IX",Antiochos V,no
6000000014411551323,Q299387,Ptolemy Keraunos King of Macedonia,Ptolemaios Keraunos,no
6000000009967554743,Q299618,Antiochus,Antiochus XI Epiphanes,no
6000000072076390977,Q3024596,Eudes de Roucy,Ebles I of Roucy,no
6000000013762562544,Q3027416,Diego López de Haro Señor de Vizcaya,Diego López IV de Haro,no
6000000042728516756,Q3038291,Dowlandi Khatun daughter of Oljeitu (Khodabandeh),Dowlandî Khatun,no
6000000003828256969,Q3071926,Tiberius Julius Rhoimetalkes,Tiberius Julius Rhoemetalces,no
6000000002188395192,Q30879127,Guiges Guy de Forez VII,Guigues VII de Forez,no
6000000000474104128,Q3099363,Gaucher de Broyes-Commercy Seigneur de Commercy,Gaucher I de Broyes-Commercy,no
6000000002187798351,Q3101164,Godefroy de Boulogne,Geoffroy de Boulogne,no
6000000002205613665,Q310435,Louis Holy Roman Emporer,Ludvig III,no
6000000000424640138,Q3107795,"Gilbert de Roucy comte de Roucy, Vicomte de Reims",Gislebert de Roucy,no
6000000007337390586,Q31181694,Helène Lazarević,Helena Gattilusio,no
6000000015662377687,Q31191456,Albrecht von Hohenlohe-Kirchberg,Albrecht av Hohenlohe-Waldenburg,no
6000000028711363793,Q31191493,Philip Ludwig Van Leiningen Westerburg,Philippe-Louis de Leiningen-Westerbourg,no
6000000003827467150,Q31191593,Johann Philipp von Leiningen-Dagsburg-Hartenburg Graf von Leiningen-Dagsburg-Hartenburg,Johann Philipp I von Leiningen-Dagsburg-Hardenburg,no
6000000014783964669,Q31191910,Christoph ll von Mansfeld-Mittelort,Christopher II of Mansfeld,no
6000000011149517053,Q3122357,Guy de Laval,Guyonnet de Laval,no
6000000002188309221,Q313179,William of Habsburg the Courteous,Guilherme da Áustria,no
6000000009305036318,Q3138729,"Hizkiya ben Yehudah, Exilarch #30, 33 & 35, Final Gaon of Pumbeditha",Hezekiah Gaon,no
6000000006101322866,Q313883,Alexander,Alexandre II da Macedónia,no
6000000008053617504,Q3142578,Hugues de Châlon,Hugh II of Chalon-Arlay,no
6000000002890000547,Q3145021,Heribert Capet évêque d'Auxerre,Heribert I d'Auxerre,no
6000000005936551695,Q314521,"Berengar II of Ivrea, king of Italy",Berengar II of Italy,no
6000000004269718450,Q3172643,Juan de Borja y Enriquez de Luna III Duque de Gandía,"Juan II, duque de Gandía",no
6000000003122483100,Q3174389,Jean Rogier de Beaufort,Jean Roger de Beaufort,no
6000000005016652319,Q3175596,Jean de Montmirail vicomte de Meaux,John de Montmirail,no
6000000014271776367,Q3186792,Jourdain de L'Isle-Jourdain Seigneur de Sainte-Bazeille & de Landerron,Jourdain de l'Isle,no
6000000012672773645,Q31900316,Pehr Ulrik Lilliehorn,Per Ulrik Lilliehorn,no
6000000000961704850,Q320139,Zerubbabel 3rd Exilarch,Zorobabel,no
6000000015871436066,Q323126,Jean de Luxembourg,"John III, Count of Ligny",no
6000000003513236861,Q3239153,Phithia of Epirus,Phthia of Macedon,no
6000000003097932979,Q324234,Ernst von Babenberg Prinz von Österreich,Konrad II. von Babenberg,no
6000000001962224550,Q324783,Erik Valdemarsson Folkungaätt,Erik Valdemarsson,no
6000000006444493739,Q3263567,"Louis De Valois, Comte de Chartres",Louis of Valois,no
6000000003645870167,Q3290242,"Polemon II, king of Pontus",Marcus Antonius Polemo I,no
6000000001500893373,Q3290761,Marguerite de Bourgogne,Margaret of Burgundy,no
6000000010039794573,Q329253,Ivar Henning Mankell,Henning Mankell,no
6000000002188376100,Q3292894,Marie de Valois,Marie de France,no
6000000004533250087,Q3298994,Mathilde Countess de Rethel,"Matilda, Countess of Rethel",no
6000000001005202384,Q333297,Frans Michael Zachrichsson Franzén,Frans Michael Franzén,no
6000000138755587213,Q3359192,Elsa Beata Wrede af Elimä,Elsa Beata Bunge,no
6000000013790902482,Q339658,Petrus Augustus,Peter,no
6000000011539184038,Q3450190,Johan Hisinger till Fagervik,Johan Hisinger,no
6000000003887962291,Q3471698,Sanchet d'Abrichecourt KG,Sanchet D'Abrichecourt,no
6000000008565564291,Q347484,Adalbart II von Mainz von Saarbrücken Erzbischof,Adalbert II. von Saarbrücken,no
6000000182232565850,Q3492100,Jutta Eriksdotter of Denmark,Jutta of Denmark,no
6000000008049080226,Q3502241,Stephanie of Barbaron,Stéphanie de Barbaron,no
6000000008649822236,Q352296,Magnus Fredrik Brahe till Skokloster,Magnus Fredrik Brahe,no
305960689340007097,Q354300,Adalgis ‘Adalgiso’,Adalgis,no
6000000004533503115,Q355579,Adeltrude van Henegouwen,Aldetrude di Maubeuge,no
6000000000632011834,Q3577177,Æðelswyð,Æthelswith,no
6000000224444483854,Q3592414,Etienne III de Gévaudan,Étienne de Gévaudan,no
6000000006944289080,Q359687,Antigonus II Mattathias [Last Hasmonean King of Judaea],Antigonus II Mattathias,no
6000000002188458679,Q3611830,Alisa Bonacolsi,Alice d'Este,no
371370707100003086,Q3623119,Mojsije Komitopulo,Moses,no
6000000008403251632,Q362485,Sten Carl Turesson Bielke,Sten Carl Bielke,no
6000000041395863975,Q363110,Publius Helvius Pertinax,Pertinax Caesar,no
6000000006429643351,Q364270,Carl Gustaf Patrik de Laval,Gustaf de Laval,no
6000000062327266022,Q364925,Federico de Gonzaga,Federico Gonzaga,no
6000000004032037913,Q3655969,Anders Engelbertsson Bure,Anders Bure,no
6000000032575352811,Q3656094,Sempronia Graccha Cornelia wife of Aemilianus,Sempronia,no
6000000082940316199,Q3694258,Corradino Malaspina il Giovane,Corrado Malaspina,no
6000000000424851381,Q369651,Llywelyn Ein Llyw Olaf ap Gruffyd Prince of North Wales,Llywelyn ap Gruffudd,no
6000000017469723032,Q3717838,Æbba Princess of Bernicia,Æbbe of Coldingham,no
6000000014618734837,Q3738508,Fakhita Al-Hashemi,Fakhitah bint Abi Talib,no
6000000083422536152,Q3741743,Federico Gonzaga signore di Bozzolo,Federico Gonzaga,no
6000000037513643768,Q3742711,Fernando de Castilla y León,Ferdinando di Castiglia,no
6000000003076221220,Q3743799,"Knut Valdemarsson, Duke of Estland, Blekinge and Lolland",Knut Valdemarsson,no
6000000007841176184,Q3744974,Filiberta di Savoia,Philiberte of Savoy,no
6000000021441530737,Q3762132,Giacomo Grimaldi Durazzo LXIX doge di Genova,Giacomo Grimaldi Durazzo,no
6000000015878660718,Q3768239,Giovanni Tommaso Thomas Moncada,Giovanni Tommaso Moncada,no
6000000011565342833,Q3768495,Giovanni di Piero de' Medici,Giovanni de' Medici,no
6000000031948963016,Q3769176,Judith di Bassavilla of Sicily,Judith of Hauteville,no
6000000001412935350,Q378177,"Baldwin IV the Bearded, count of Flanders",Baldwin IV,no
6000000000307280479,Q378702,Pepin roi d'Aquitaine,Pépin II d'Aquitaine,no
6000000000680981057,Q380380,Adalasia,Adélaïde de Toulouse,no
6000000003086706954,Q387368,Jaromir Gebhard Przemyslid,Jaromír,no
6000000000868541973,Q3879462,Nunila Iñiguez de Pamplona,Nunilona Íñiguez of Pamplona,no
6000000005598872395,Q3880823,Oddon de Savoie,Oddone III,no
6000000002187991201,Q39996,Ptolemy Alexander,Ptolemy XI Alexander II,no
