geni_id,qid,geni_label,wikidata_label,geni_abbreviated
6000000006127423825,Q108914778,Agneta Christina Leonardsdotter Ribbing af Zernava,Agneta Christina Ribbing,no
6000000009217450213,Q108937197,Catharina Charlotta Rudbeck,Charlotte Rudbeck,no
6000000015743105753,Q109010841,Charles Chabot,"Charles Chabot de Saint-Gelais, Seigneur de Sainte Foy",no
6000000006937657381,Q109191857,Elsa Pedersdotter Ryning,Elsa Ryning,no
6000000006828534420,Q109265381,Jonas Benedicti Rudberus,Jonas Rudberus,no
6000000006828701331,Q109266155,Magdalena Johansdotter Bure,Magdalena Bureus,no
6000000008659473731,Q109294802,Mattias Arkimboldus Skjöldebrand,Mathias Archimboldus Skjöldebrand,no
6000000007484036461,Q109296034,Jacquelina Elisabet De Geer af Leufsta,Jacquelina Elisabet de Geer af Leufsta,no
6000000006127496847,Q109296398,Fredrika Eleonora Arvidsdotter Horn af Ekebyholm,Fredrika Eleonora Horn,no
6000000006127550687,Q109296452,Jacquette Elizabeth Eleonora Piper,Jacquette Elisabet du Rietz af Hedensberg,no
6000000007305492646,Q109663400,Sofia Katarina Nordlind,Sofia Catharina Norlindh,no
6000000032576107821,Q1097304,Claudia Pulchra Sempronia,Claudia,no
6000000026796184478,Q109807709,Dorothea von Schwerin,Dorothea von Weissbach,no
6000000003827484711,Q109808367,Hedwig Jan Otto von Bentheim,Hedwig of Bentheim,no
6000000018661379298,Q109829796,Carl Gabriel Falkenberg af Trystorp,Carl Gabriel Falkenberg,no
6000000006127732211,Q109829800,Eva Helena Adelswärd,Eva Helena von Fersen,no
6000000011714588237,Q109829893,Ulrika Elisabet Hermelin,Ulrika Elisabet Sandels,no
6000000008840975651,Q109835397,Carl Gustaf Lagerfelt,"Carl Gustaf Lagerfelt, Lord of Lagerlunda and Gismestad",no
6000000008841179321,Q109835398,Maria Elisabet von der Osten,Baroness Maria von der Osten genannt Sacken,no
6000000008889872098,Q109835400,Magdalena Christina Appelbom,Baroness Magdalena Christina Appelbom,no
6000000008889736689,Q109835411,Magdalena Sofia Falkenberg af Bålby,Magdalena Sophia Falkenberg af Bålby,no
6000000008659258932,Q109835490,Catharina Eleonora Temminck,Catharina Eleonora Temming,no
6000000003833442597,Q109835501,Hedvig Katarina Johansdotter Bartels,Hedvig Catharina Bartels,no
6000000012617393921,Q109835504,Henrietta Amalia Stackelberg,"Henriette Amelie, Friherrinna Stackelberg",no
6000000006127783175,Q109835560,Ingeborg Hedvig Vogt,Hedda Vogt,no
6000000011697764866,Q109835643,Maria Catharina Douglies,Maria Katarina Douglies,no
6000000000583631058,Q109852817,Jakob Chydenius,Jaakko Chydenius,no
6000000007412324404,Q109852820,Gustav Adolf Järnefelt,Kustaa Adolf Järnefelt,no
4379737901000069623,Q109952542,Catharina Sabina Crail von Bamberg,Catharina Sabina Crail,no
6000000194106062823,Q110067806,Ednyfed ap Madog,Ednyfed ap Madog ap Gruffudd Ddû ap Gruffudd Gôch of Brochdyn,no
6000000017895846865,Q110102894,Catharina van Hesse,Katharina van Hesse van Piershil,no
6000000006127783693,Q110151673,Jeanna Christina von Essen,Jeanne Christina von Essen,no
6000000021473080190,Q110151674,Jakobina Gustava von Essen,"Jakobina Gustava, Friherrinna von Essen",no
6000000032879859227,Q110151789,Hedvig Maria Fredrika Lillienstedt,"countess Hedvig Maria Fredrika of Liljalinnake, Grevinna Lillienstedt, co-heiress of Diwitz",no
6000000025438274042,Q110153084,Amalia Eleonora von Lepel,Gräfin Amalia-Eleonore Henckel von Donnersmarck,no
6000000003827435945,Q110153585,Johann von Stein,"Johann II, Rheingraf vom Stein, Wildgraf zu Dhaun",no
6000000003827529672,Q110153912,Margarethe von Oettingen,"Margarethe, Gräfin von Oettingen",no
6000000016328130026,Q110154132,Rudolph Liechtenstein von Murau,"Rudotto von Liechtenstein, Herr von Murau & Seltenheim",no
6000000016327893939,Q110154133,Anna von Liechtenstein,Anna von Zovnek (Sannegg),no
6000000036408163828,Q110154752,Anne Catharina grevinde von Honstein-Vierraden,Gräfin Anna Katharina von Honstein,no
6000000019898259071,Q110221372,Berndt Ulrik von Knorring,Berndt Ulric von Knorring,no
6000000007311831371,Q110231041,Anna Tersera,Anna Terserus,no
6000000026022953819,Q110261562,Sigmund von Lupfen,"Sigmund, Graf von Lupfen",no
6000000008684221093,Q110261685,Friedrich IV av Orlamünde,Friedrich IV. von Orlamünde,no
6000000017758205608,Q110261972,Johann I von Tengen und Nellenburg,"Johann (IV) von Tengen, Graf von Eglisau",no
6000000013402027084,Q110303080,Louis De Geer,Louys de Geer af Finspång,no
6000000013482854614,Q110303124,Helena Tott af Skedebo,"Helena Tott, heiress of Oesbyholm, Skedebo, etc",no
6000000006127523222,Q110303165,Sofia Elisabeth Augusta von Buchwaldt,Sofie Lisbeth Auguste Buchwaldt,no
6000000027443308939,Q110304541,Margareta Catharina von Finecke,Margrethe Katrine von Finecke,no
6000000009420748215,Q110304544,Sophie Magdalena Magdalena von Essen,Baroness Sophia Magdalena von Essen,no
6000000026866364033,Q110304572,Cecilia Christophers,Sidsel van Schoting,no
6000000012959992080,Q110304582,Gustava Magdalena Cronhielm af Hakunge,Gustava Magdalena Cronhielm,no
6000000000410689230,Q110304587,Hebbla Standorph,Hebla Standorp,no
6000000001504232472,Q110304710,Leveke Dorothea von Levetzow,Leveke Dorothea von Coelln,no
6000000021024654853,Q110310488,Gustaf Fock Gyllencartau,Gustaf Gyllencartau,no
6000000011490688545,Q110313429,Otto Wilhelm Ramsay,"Otto Vilhelm, Baron Ramsay, 2.Baron of Espoonkartano",no
6000000001334601101,Q110313452,Carl Hising,Carl Hisingh,no
6000000008978472545,Q110322747,Elisabeth Catharina Jacobsdotter Bure,Elisabeth Burea,no
6000000008681090986,Q110325932,Mechtild Von Papenheim,Mechtilde von Schonenberg,no
6000000026413446354,Q110326420,Heilwig von Solms,"Heilwig, Gräfin zu Solms-Braunfels",no
6000000073815980104,Q110332803,Daisy Gwillim,Dacy ferch John ap Gwilym ap Thomas of Cillwch Fach,no
6000000003828092096,Q110352548,Ita von Bickenbach,Ida von Bickenbach,no
6000000025968451354,Q110367083,Barbara von Waldburg zu Trauchburg,Truchsess Barbara von Waldburg,no
6000000015037717585,Q110367270,Anna von Meissen I3,Katharina von Plauen,no
6000000003827470075,Q110378177,Adelheid von Plain,"Adelheid, Gräfin von Plain",no
6000000045058172858,Q110378546,Margaret Elizabeth Marion Elizabeth Barclay,"Margaret Stewart, of Innermeath",no
6000000219773331922,Q110379160,Isabel Wemyss,"Isobel Wemyss, of Rires",no
6000000011268276903,Q110380789,Agnès von Geroldseck,Agnes von Geroldseck,no
6000000014914287487,Q110380868,Humbert de Luyrieux,"Humbert de Luyrieux, Sire de La Quelle",no
6000000021244361981,Q110380875,Cathering de Savoie Molettes,Catherine de Savoie,no
6000000018733901219,Q110383578,Margarethe von Helmstatt,Margareta von Helmstatt,no
6000000022485983783,Q110385411,Jean de Langeac,"Jean, Seigneur de Langeac",no
6000000015443548559,Q110385575,"Gaucher de Châtillon sgr de la Ferté en Ponthieu, de Dours et de Saint Hillier","Gaucher de Châtillon, Seigneur de Dours",no
6000000001882580286,Q110386164,Ulrika Christina Mörner af Morlanda,"Ulrika Christina Mörner, Heiress of Ervalla",no
4240537919610035130,Q110386205,Lars Bengtsson Hierta till Kålsholmen,Lars Bengtsson Hierta,no
6000000013266007036,Q110395628,Maria Lovisa Ulrika Ehrenpohl,Maria Louise Ulrika Ehrenpohl,no
6000000007948266424,Q110395711,Charlotta Eleonora Hedvig von Krassow,"Hedvig Eleonora Charlotta, Friherrinna von Krassow",no
6000000006127907643,Q110395728,Eugenia Karolina Desideria von Essen,Friherrinna Eugenia von Essen,no
6000000028323795756,Q110396133,Cicely Talbot,Cecily Venables,no
6000000004382495289,Q110396647,Eleanor Venables,Elinor Cotton,no
6000000173131091129,Q110398597,Hans-Günther von Kornatzki,Hans-Günter von Kornatzki,no
6000000007761163335,Q110402866,Ot de Montcada i Maça de Liçana VII Señor de Aytona,Ot III de Montcada,no
6000000105706792946,Q110410743,"Nicolaus* Andreas Graf von Maltzahn, Freiherr zu Wartenberg und Penzlin","Graf Nikolaus Andreas Maltzan, Freiherr zu Wartenberg und Penzlin",no
6000000019752077245,Q110411147,Jean de Rochechouart,"Jean de Rochechouart, Seigneur de Jars et de Bréviande",no
6000000197103215895,Q110413744,Gruffudd Fychan ap Gruffudd Gwyr,Gruffudd Fab ap Gruffudd Gwyr ap Cydifor,no
6000000009653039461,Q110414716,Klara von Montfort-Tettnang,"Clara of Montfort-Tettnang, Countess of Limpurg",no
6000000003827521169,Q110414785,Anna von Lupfen-Stühlingen,Anna von Lupfen,no
6000000019797018175,Q110415677,Georg III von der Leyen zu Eltz und Leiningen,"Georg IV von der Leyen, zu Eltz und Leiningen",no
6000000003493098627,Q110422553,Eleonora Orsini,Donna Eleonora Orsini,no
6000000019910457008,Q110423132,Claire de Rochefort d'Ailly,Claire de Rochefort,no
6000000007602850104,Q110457049,Christina Elisabet Taube af Karlö,"baroness Kirsti Elisabet Taube, heiress of Luunja manor",no
6000000010082399733,Q110457058,Johanna Christina Tham,Johanna Kristina Tham,no
6000000000728114149,Q110457747,Johann Holiczky von Sternberg,Jan Holický ze Šternberka,no
6000000222287487827,Q110506328,Diedrich von Viermundt,Dietrich von Viermundt zu Odinck,no
6000000010696104489,Q110521323,Louis de Rohan Seigneur de Guémené,"Louis III de Rohan, Seigneur de Guéméné, de Montbazon",no
6000000016764963751,Q110521333,Aymar de La Rochefoucauld,"Aimar de La Rochefoucauld, Sire de Montbazon de Sainte-Maure et de Nouatre",no
6000000001542361980,Q110536960,Sophia van der Lecke,Sophie van der Lecke,no
6000000000437181848,Q110537154,Gerhard I of Hainault Graaf van Dale,Gerhard de Hainault,no
6000000020603626824,Q110539418,Wilhelmina von Böckenförde-Schüngel,Wilhelmine von Bockenförde gen. Schüngel,no
6000000119530151908,Q110540492,Jobst Edmund von Brabeck III,Jobst Edmund von Brabeck zu Lethmate und Hemmeren,no
6000000009401706934,Q110547936,Johan Hultman Adelswärd,Johan Adelswärd,no
6000000001799769002,Q110547994,Elisabeth von Saveland,Elisabeth von Zabeland,no
6000000012566638313,Q110548038,Axel Didrik Reuterskiöld,"Axel Didrik Reuterskiöld, 2.Lord of Rånäs",no
6000000006197190216,Q110548098,Anna Christina Hanssen,Kristina Hanssén,no
6000000008199184742,Q110548255,Antoinetta Hertzen,Antoinetta Hartz,no
6000000009683996520,Q110548812,Maria Stiernblad,Maria Stjernblad,no
6000000016452889263,Q110549129,Margaretha von Leiningen,"Margarete, Gräfin von Leiningen",no
6000000003827818398,Q110550148,Amauri de Clisson,Amaury de Clisson,no
6000000022710683442,Q110558406,Katharina Elisabeth von der Schulenburg,Katharina Elisabeth Schenck von Flechtingen,no
6000000000064294716,Q110561236,Christina Fjodorovna Rosladin,Kirsti Rosladin,no
6000000102170161933,Q110574671,Philippe de La Rochefoucaud,Philippine de La Rochefoucauld,no
6000000003827568801,Q110578221,Mélisende de Lusignan,Melisende de Lusignan,no
6000000003649776335,Q110581651,Gaitelgrima I di Salerno,Gaitelgrima von Salerno und Sarno,no
6000000009918172702,Q110582255,Ralph Brereton,"Richard Brereton, of Cheshire",no
6000000041409063584,Q110583426,Llewelyn ap Meilyr Gryg II,Llywelyn ap Meilir Gryg ap Gruffudd ab Iorwerth,no
6000000098117790876,Q110586778,Jean IV de Montboissier Beauffort Canillac Baron de Montboissier,Jean IV de Montboissier,no
6000000013060015019,Q110588143,Catalina de Mendoza y Sandoval VIII duquesa del Infantado,"Doña Catalina de Mendoza y Sandoval, 8.Duquesa del Infantado, 6.Duquesa de Lerma",no
6000000013383710566,Q110588144,Diego Gómez de Sandoval y de la Cerda conde de Saldaña,Diego Gómez de Sandoval y Rojas,no
6000000015269061545,Q110588399,Johann Philipp von Salm,"Johann Philipp, Graf von Salm, Wild- und Rheingraf in Dhaun",no
6000000003827681200,Q110601798,Robert Bertrand de Bricquebec,"Robert VII Bertrand, Baron de Briquebec, Vicomte de Roncheville",no
6000000003827746357,Q110602334,Mahaut de Trie,"Mahaut de Trie, Dame de Saint Aubin",no
6000000002818164545,Q110602457,Béatrix de Bourgogne,"Beatrix, Comtesse de Vienne",no
6000000011285814290,Q110602583,Thibault III de Neufchâtel vicomte de La Baume,"Thiébaut III de Neufchâtel, Sire de Neufchatel et de Blamont",no
