round	geni_id	fs_id	slot	method	from_geni	from_fs_id	evidence
3	6000000010752427026	PZR7-HT8	mother	solo	6000000006727888646	PH1K-814	position
3	6000000010787155837	LYJ9-YCD	child	date	6000000003858746697	L1Q2-3Q3	born 1175 vs 1175
3	6000000010885842896	GZBY-P1N	child	date	6000000000549937047	MH8P-93W	born 977 vs 977
3	6000000010915333451	9QQJ-DCB	spouse	date	6000000006906570538	GZRS-MDS	born 1027 vs 1026
3	6000000011078547735	KCS4-D1J	spouse	solo	6000000011078183170	GZ27-517	position
3	6000000011078549071	M9JN-6YD	mother	solo	6000000011078886609	GZV8-PQK	position
3	6000000011078927412	M9JN-6YM	father	solo	6000000011078886609	GZV8-PQK	position
3	6000000011078954380	G6MD-VQC	mother	solo	6000000011078829655	LRP6-L37	position
3	6000000011079026264	G6MD-TTM	father	solo	6000000011078829655	LRP6-L37	position
3	6000000011239201122	9HGY-52X	mother	solo	6000000005795638082	GSF7-TXP	position
3	6000000011239545575	GY31-WNG	father	solo	6000000005795638082	GSF7-TXP	position
3	6000000011241289449	PM7Z-CK7	child	date	6000000002979930748	L1QM-QVR	born 1118 vs 1118
3	6000000011399278323	GHL8-9DV	child	name	6000000002311282143	GHLZ-TF8	shared: ogmundsson
3	6000000011521753838	GVB9-P2F	child	name	6000000002311282143	GHLZ-TF8	shared: ogmundson,peter
3	6000000011666028160	9HFS-N2P	child	name	6000000000923023748	P3WH-QCH	shared: harald
3	6000000011714815661	MFLY-BZ6	spouse	solo	6000000006349827979	LCR6-ZDY	position
3	6000000011804080757	GZMP-V37	child	name	6000000007515757560	GZMP-KCV	shared: gardson,olav
3	6000000011871425682	GVB7-PMQ	mother	solo	6000000002311282143	GHLZ-TF8	position
3	6000000012397062411	G4R8-PS1	child	name	6000000012397140348	GSV7-NV5	shared: arnold
3	6000000012397071021	LHY9-83W	father	solo	6000000012397140348	GSV7-NV5	position
3	6000000012436387079	LKQQ-WN1	child	name	6000000012397140348	GSV7-NV5	shared: thierry
3	6000000013127381367	GTSB-MC9	spouse	solo	5411162384740027078	LM1H-2WW	position
3	6000000013837832151	G96C-J2D	spouse	date	6000000013097783884	LH1Y-NLV	born 1110 vs 1107
3	6000000014131379071	935Z-J1R	father	solo	6000000000420341047	LCN5-99B	position
3	6000000014913046823	LBX8-DDN	father	solo	6000000000112134992	LYJ2-TZG	position
3	6000000015117490925	G31X-T1M	father	solo	6000000177921459072	G31Z-N9M	position
3	6000000015127375222	GKZZ-KRV	mother	solo	6000000003827368566	GNL5-LPZ	position
3	6000000015211006488	P89J-VZ8	child	name	6000000001500369237	G94Q-8SY	shared: adalberto
3	6000000015334677922	G8R5-6ZR	child	date	4927821238910067084	9CZJ-FHN	born 1046 vs 1046
3	6000000015837837619	9NCQ-CWP	father	solo	6000000015841626494	G6HP-V83	position
3	6000000015837840394	9NCQ-CW5	mother	solo	6000000015841626494	G6HP-V83	position
3	6000000015841631236	LVGN-3SM	father	solo	6000000015841679064	GZF7-RBH	position
3	6000000015841669087	LVGN-3CY	mother	solo	6000000015841679064	GZF7-RBH	position
3	6000000016572963891	PDTX-82J	father	solo	6000000016573134824	PDT6-4V1	position
3	6000000016573574596	PXMG-9W7	spouse	solo	6000000016573711842	PXM2-16H	position
3	6000000017353248880	GQS4-FP2	father	solo	6000000011078617825	M9JS-V71	position
3	6000000017377514353	M9JZ-BM1	mother	solo	6000000011078617825	M9JS-V71	position
3	6000000017465688086	GHLF-WFS	father	solo	6000000007688249371	KLL6-BWR	position
3	6000000017917237051	LZZ8-DH4	mother	solo	6000000002188303602	L5T1-8SR	position
3	6000000018154227503	GZXQ-PDM	spouse	solo	6000000000768857361	LD91-95X	position
3	6000000018690723046	29WW-4VV	spouse	solo	6000000011240920854	LDSV-RG8	position
3	6000000019356481278	G9PT-R31	child	name	6000000007626602378	G5H8-KYT	shared: avice
3	6000000020194932047	GTDK-HLB	spouse	solo	6000000224880473867	GCQ2-CWW	position
3	6000000020989593353	GJD4-KVX	child	date	6000000011240920854	LDSV-RG8	born 980 vs 980
3	6000000021651310257	MSLW-3QH	child	name	6000000021652410546	2YRS-55B	shared: gerda,matilda
3	6000000021651776645	2YRS-R96	spouse	solo	6000000021652410546	2YRS-55B	position
3	6000000021652413708	9S3P-32N	child	name	6000000021652410546	2YRS-55B	shared: charlotta,selma
3	6000000021652749382	9Z7T-MS8	child	name	6000000021652410546	2YRS-55B	shared: hilda,maria
3	6000000021653156982	9S3P-32Q	child	name	6000000021652410546	2YRS-55B	shared: fredrika,hedvig
3	6000000023109987927	G2DV-W2D	father	solo	6000000001088848284	27P5-QDR	position
3	6000000025915205161	G5K6-S12	spouse	solo	6000000006906578280	GJ4X-8TJ	position
3	6000000027436840604	PZ2F-ZLK	child	name	6000000002266209421	GSV1-FZ8	shared: gisela
3	6000000029266353268	LZP8-PJ7	child	date	6000000007376207986	GMS4-2NJ	born 1170 vs 1170
3	6000000031789695423	9QC9-D2B	father	solo	6000000004271557737	L2RQ-6PC	position
3	6000000031948403600	PSY3-5GG	spouse	solo	6000000031949196886	LYK6-CZZ	position
3	6000000031979288040	G1QD-QJ7	child	name	347655337870012697	LZBY-TS8	shared: emund,eriksson
3	6000000032068841409	LVXL-HF6	father	solo	6000000177921459078	G31Z-4QT	position
3	6000000038579586933	M33D-SL2	child	name	6000000040565899576	LDSH-9W5	shared: kuno
3	6000000039229563859	GDQB-TQ2	child	date	6000000011078829655	LRP6-L37	born 1759 vs 1759
3	6000000042177795179	PZ16-4P8	father	solo	6000000008482904946	GS83-FSL	position
3	6000000043371894088	P4N1-K7R	spouse	solo	6000000036530446446	P4JM-9GZ	position
3	6000000051612628827	PF31-GPK	father	solo	6000000000351011289	9CNQ-BYP	position
3	6000000059484203253	GK63-9B6	father	solo	6000000059484142014	K8LF-QMY	position
3	6000000064587404825	GK42-GHG	mother	solo	6000000012397140348	GSV7-NV5	position
3	6000000070187380828	PDT6-24Q	mother	solo	6000000016573134824	PDT6-4V1	position
3	6000000072059942154	9CFJ-GYX	spouse	date	6000000072060246831	KD19-3GR	born 1196 vs 1195
3	6000000072060155981	LTB3-5H6	spouse	date	6000000072060246831	KD19-3GR	born 1215 vs 1215
3	6000000072082106432	9HNB-WD6	spouse	name	6000000059484142014	K8LF-QMY	shared: elisabeth
3	6000000076850371125	9HFS-QT9	child	name	6000000002527594337	LZLK-72Q	shared: aske,bjørn
3	6000000079750537170	MVD6-RLM	spouse	solo	6000000023248808011	MWD8-996	position
3	6000000081104428847	97MN-DSZ	child	date	6000000088192857304	LRSX-GVJ	born 1854 vs 1854
3	6000000081276292995	LBGF-4PY	spouse	date	6000000003494757665	MW9F-FGX	born 1070 vs 1070
3	6000000081391561149	PXYX-H4X	mother	solo	6000000002266209421	GSV1-FZ8	position
3	6000000083606285601	PN9S-5SK	spouse	solo	6000000015212249570	G6RT-9MK	position
3	6000000083606461462	GTN2-BN5	father	solo	6000000015212249570	G6RT-9MK	position
3	6000000101819136834	LRSX-B9K	spouse	solo	6000000088192857304	LRSX-GVJ	position
3	6000000109043725549	LBN9-V23	father	solo	6000000005059424801	G2D7-8DJ	position
3	6000000113162198904	G6R8-4HN	mother	solo	6000000005936931116	K4BW-2FF	position
3	6000000115345881850	MRJL-NSK	father	solo	6000000021652410546	2YRS-55B	position
3	6000000161721983869	MTCG-K8V	mother	solo	6000000021652410546	2YRS-55B	position
3	6000000169037819865	G31Z-JFP	mother	solo	6000000177921459078	G31Z-4QT	position
3	6000000173398495863	LBK3-87T	child	date	6000000003026008879	L51Z-XMG	born 1064 vs 1064
3	6000000177921458845	K2PZ-L52	father	solo	6000000177921458827	PNMY-L4P	position
3	6000000177921458851	K2PZ-L5G	mother	solo	6000000177921458827	PNMY-L4P	position
3	6000000177921459094	G31X-1NJ	mother	solo	6000000177921459072	G31Z-N9M	position
3	6000000177941435877	PN9S-QVW	father	solo	6000000177921561828	PN9S-JRY	position
3	6000000177943438823	PNMB-MZ5	father	solo	6000000177921561822	9JWK-NF8	position
3	6000000177945014827	G66Z-NKQ	father	solo	6000000014536837729	GZ5R-Y9N	position
3	6000000178279335862	PN9S-LGD	mother	solo	6000000177921561828	PN9S-JRY	position
3	6000000178401020835	GRWL-PBC	child	name	6000000001500369237	G94Q-8SY	shared: anselmo
3	6000000189146531821	9QGR-KDF	child	date	6000000011078183170	GZ27-517	born 1829 vs 1829
3	6000000201590432845	GRQ1-V1D	father	solo	6000000201590648822	GRQ1-561	position
3	6000000201628041824	GRQ1-23S	mother	solo	6000000201590648822	GRQ1-561	position
3	6000000203344430890	P61Z-VTX	spouse	name	5381202464070053447	LR28-FV9	shared: bethoc
3	6000000205338836876	LKTS-W1W	mother	solo	6000000205338747843	KZBK-WCD	position
3	6000000218165983834	GJR2-7VD	spouse	date	6000000003026008879	L51Z-XMG	born 1043 vs 1045
3	6000000220344334941	LKTS-WGD	father	solo	6000000205338747843	KZBK-WCD	position
3	6000000221473491949	PFXQ-F28	mother	solo	6000000008482904946	GS83-FSL	position
4	356601173070003496	LYF2-L38	mother	solo	5234818062140033220	L5VC-XF1	position
4	3624121	L8YY-PT1	child	date	6000000003645683288	GGW7-FCM	born 960 vs 960
4	371383033520011121	LBGF-4RG	mother	solo	6000000002187891981	LTBR-4SS	position
4	385913140580010136	L2PN-N4K	mother	solo	6000000000125596647	LYRL-5JV	position
4	4102767	GM63-XM6	spouse	name	6000000001934674984	LYQ5-YDP	shared: erik,knutsson
4	4327380585790011824	GNHH-X8Z	child	name	285601342810004065	LB23-C6T	shared: anund
4	4368882	GQ6C-ZZZ	child	date	6000000001934674984	LYQ5-YDP	born 1216 vs 1216
4	4570267	MJ37-R9G	spouse	name	285601342810004065	LB23-C6T	shared: astrid
4	4594928567140034091	LY62-B1T	spouse	solo	6000000002603390248	KDM4-ZV2	position
4	4644828	LZ8K-B1V	mother	solo	6000000002311622834	GKZZ-8KV	position
4	4743688170560039178	GYQ7-T1X	father	solo	6000000000945074775	G6T7-827	position
4	4780696560120027912	PW91-VSR	spouse	solo	6000000001744902477	K8M3-FZQ	position
4	4932557422030107014	LD9Y-G1J	father	solo	6000000006277556378	LVJV-DX6	position
4	4946518870490042172	MQBD-YLM	father	solo	5235605714220070458	KJZ9-65G	position
4	5028536638810040398	G39W-RKF	father	solo	6000000003220313434	GTWB-MML	position
4	5311616200170125363	G8SZ-M31	spouse	date	6000000000891680343	LC38-LVM	born 1186 vs 1186
4	5345873924380123621	GW1X-QFD	father	solo	6000000109043725549	LBN9-V23	position
4	6000000000112099069	L1LB-DT3	father	solo	6000000003858668623	L62Z-6SV	position
4	6000000000112128690	LZKK-CTR	child	date	6000000000769902407	GJ15-2NP	born 1053 vs 1053
4	6000000000139141784	9J3R-78N	child	date	6000000008753496331	GCFD-H2J	born 1663 vs 1663
4	6000000000157044029	LYTR-DM4	spouse	name	6000000010787155837	LYJ9-YCD	shared: courtenay,pierre
4	6000000000160947334	PQVS-WZJ	mother	solo	6000000001041474621	LD3S-HB7	position
4	6000000000222222800	MVL6-5PR	mother	solo	6000000005566669474	LZVR-GMG	position
4	6000000000222677079	L18X-ZNH	father	solo	6000000005566669474	LZVR-GMG	position
4	6000000000276146663	LZ18-2RK	mother	solo	6000000003531113316	LZ18-2BL	position
4	6000000000325089012	LHBP-YTZ	spouse	solo	6000000004644158138	LCT9-CFP	position
4	6000000000334080495	G6MS-X3S	mother	solo	6000000001412937598	LD9Y-C7T	position
4	6000000000402837616	P9HL-NFM	father	solo	6000000008277327163	2RYF-BMB	position
4	6000000000424629314	LH7S-12Y	spouse	solo	6000000002043214910	LDW2-7WW	position
4	6000000000424673344	GSBX-MD1	child	name	6000000002043186469	LDSK-NZJ	shared: agnès
4	6000000000424683178	GNNF-JLW	father	solo	6000000002043260221	LB29-Z1M	position
4	6000000000424945177	GR6X-G5D	spouse	date	6000000006906728258	GTZM-QD3	born 1198 vs 1198
4	6000000000436589775	GCND-GF9	spouse	date	6000000001501032819	GTZM-FLW	born 1187 vs 1187
4	6000000000437064603	L5P9-K8Y	father	solo	385953397470012188	LRQD-FS2	position
4	6000000000437178768	GVQC-42R	child	date	6000000002043214910	LDW2-7WW	born 967 vs 967
4	6000000000437181888	G52F-3ZR	child	name	6000000014913046823	LBX8-DDN	shared: reinier
4	6000000000531580778	L8WY-4CZ	spouse	solo	6000000001501026484	L8WB-ZLG	position
4	6000000000540055053	LHQW-FZ2	mother	solo	6000000008277327163	2RYF-BMB	position
4	6000000000559573962	LDWL-NG9	father	solo	6000000031948403600	PSY3-5GG	position
4	6000000000604875212	LKFK-1QD	spouse	solo	6000000173398495863	LBK3-87T	position
4	6000000000628861709	L1JM-TCL	child	name	6000000000640482990	GQ5K-8HW	shared: tedaldo
4	6000000000685205542	GR7J-3DT	spouse	date	5235605714220070458	KJZ9-65G	born 1106 vs 1106
4	6000000000700873631	945D-J9Y	mother	solo	6000000002212535092	L6JX-69T	position
4	6000000000701224748	GZT2-PV8	mother	solo	6000000007171629271	GTDP-7W2	position
4	6000000000709541555	LRQW-Y9L	father	solo	5234818062140033220	L5VC-XF1	position
4	6000000000728482972	LT1B-8R4	spouse	solo	4956208161120069190	LYGC-QWM	position
4	6000000000734852344	PQRJ-DX5	mother	solo	6000000000681295359	LYR1-TPB	position
4	6000000000765100226	9Z8F-7QP	mother	solo	6000000002043260221	LB29-Z1M	position
4	6000000000769174075	L5TQ-YD2	father	solo	6000000002176664000	G52J-ZNC	position
4	6000000000769531454	GRQ5-WFF	father	solo	6000000000769560303	L4BQ-YTJ	position
4	6000000000769902583	9CN7-9XG	father	solo	6000000003827339236	GJH4-VMH	position
4	6000000000769926059	MNRK-2C7	spouse	name	5104803485940063952	LHG4-N8V	shared: knutsdottir
4	6000000000890661018	LCMS-1PH	spouse	solo	6000000005620702283	L6K4-L5D	position
4	6000000000894017358	9S9W-MPL	father	solo	6000000000469888989	KND9-P91	position
4	6000000000945068466	PZ88-XFV	father	solo	6000000000945071204	GTMB-KSX	position
4	6000000001024438875	GPCM-JXD	mother	name	6000000002893327285	9HFS-5T6	shared: sigrid
4	6000000001045422816	LZN5-Q53	father	solo	6000000001041474621	LD3S-HB7	position
4	6000000001156994090	LJBQ-8YG	father	solo	6000000000769470073	LDMK-PYT	position
4	6000000001169224004	GYQ9-VBP	child	date	6000000002187914912	GZG9-5WJ	born 960 vs 960
4	6000000001169228232	9492-S4F	child	date	6000000007958767639	KZQ4-4G7	born 1125 vs 1125
4	6000000001169232267	LXQX-MGJ	father	solo	6000000002893299341	LZLK-7KK	position
4	6000000001183913030	99PY-ZDF	father	solo	6000000005587855694	LD97-CH9	position
4	6000000001199993264	GZ7W-8MX	father	solo	6000000001593637951	GS7W-2TG	position
4	6000000001200023579	LBLP-XKT	spouse	date	6000000003513602927	L7DH-8LR	born 1020 vs 1020
4	6000000001200028258	G5ZJ-6KN	mother	solo	6000000001827575240	9447-2N6	position
4	6000000001200100841	GY3P-SZM	father	solo	4957883020510080233	LD29-51J	position
4	6000000001200219073	GNCQ-MDK	spouse	solo	6000000003645683608	GT4W-W4W	position
4	6000000001200412771	LZP9-BS6	father	solo	6000000001827562083	GXDG-BZQ	position
4	6000000001200529198	GKZZ-BM2	father	solo	6000000001827562115	GX85-9B7	position
4	6000000001209188278	9HNG-ZY3	father	solo	6000000003645683288	GGW7-FCM	position
4	6000000001210528558	LL43-FM6	father	solo	6000000002566610371	KH4Q-2SB	position
4	6000000001300715021	GL7N-W47	child	solo	6000000000670389262	L8WY-4K5	position
4	6000000001323506976	LBD9-NSX	spouse	solo	6000000003827928374	G94T-HX7	position
4	6000000001353929981	GPMB-H5Z	spouse	name	6000000000676856258	LDSH-S6J	shared: adelaide
4	6000000001354488757	GYQ7-YN4	mother	solo	6000000000945074775	G6T7-827	position
4	6000000001412894618	L5VF-CSX	mother	solo	385953397470012188	LRQD-FS2	position
4	6000000001412942849	LBK7-5CF	father	solo	6000000000640482990	GQ5K-8HW	position
4	6000000001441184437	LBBB-4XS	father	solo	6000000001209857715	LD9Y-KN3	position
4	6000000001462712746	LYCY-PN6	father	solo	6000000014913046823	LBX8-DDN	position
4	6000000001500981366	LBND-CZ2	child	date	6000000003827305535	99PT-57M	born 1136 vs 1136
4	6000000001501010534	GRSC-41C	child	date	6000000006906676716	GQS4-M2M	born 1175 vs 1175
4	6000000001504235713	G2M8-VR8	child	date	6000000001827575240	9447-2N6	born 1127 vs 1127
4	6000000001529614482	PMRZ-VHG	spouse	solo	6000000000936840801	G7BH-PLM	position
4	6000000001531202421	GVNF-HSZ	mother	solo	6000000001745043247	L1HG-MKV	position
4	6000000001584801190	LZTN-J66	father	solo	6000000002893316227	LZRG-6P6	position
4	6000000001588464379	PZ33-2K1	mother	solo	6000000000936840801	G7BH-PLM	position
4	6000000001593947330	935X-1CT	father	solo	6000000005598872880	KCZD-JKX	position
4	6000000001593991258	LZS3-9ZK	mother	solo	6000000005598872880	KCZD-JKX	position
4	6000000001669662405	LDSS-KKV	mother	solo	6000000014913046823	LBX8-DDN	position
4	6000000001675989039	GJXW-WS2	father	solo	6000000003645839886	LVFW-HCH	position
4	6000000001711091993	GBDN-L7W	mother	solo	6000000002176664000	G52J-ZNC	position
4	6000000001744898194	G35P-RJ2	spouse	solo	6000000004533604973	GFXG-FRX	position
4	6000000001745059000	L51Z-YFC	spouse	name	6000000003827339236	GJH4-VMH	shared: hawise,mortimer
4	6000000001756104073	G658-CNQ	child	date	6000000001756108202	9Q9Q-1Z3	born 1172 vs 1172
4	6000000001827562649	GX4Y-M66	child	date	6000000003645683608	GT4W-W4W	born 1075 vs 1075
4	6000000002006166904	9XYQ-VWN	spouse	solo	6000000002512241437	LXM8-9P7	position
4	6000000002041979157	LY3P-BPB	child	date	4746146836030029189	9HLK-V6W	born 1054 vs 1054
4	6000000002041979470	L7LL-FB1	spouse	solo	6000000005566669474	LZVR-GMG	position
4	6000000002043186636	9SPT-ZKF	spouse	solo	6000000000186469135	LYCT-Y9Q	position
4	6000000002043186737	LDPX-VWT	father	solo	6000000008630635519	L198-LRM	position
4	6000000002043201878	LCVR-TFD	father	solo	6000000064587404825	GK42-GHG	position
4	6000000002043208930	LDMT-W6R	father	solo	6000000002041979038	P6PD-BQC	position
4	6000000002043208938	LT83-H6M	mother	solo	6000000002041979038	P6PD-BQC	position
4	6000000002043214614	L812-GLB	father	solo	6000000002315826000	LDZN-ZVF	position
4	6000000002043263103	GKDB-2ZZ	spouse	solo	4776176	GM8X-FP2	position
4	6000000002043263697	9SJP-9TN	father	solo	6000000001412937598	LD9Y-C7T	position
4	6000000002061633624	LT36-BWL	mother	solo	6000000009726660856	P7Y6-WQC	position
4	6000000002061635555	GSYT-YLD	father	solo	6000000008377340344	G9D8-663	position
4	6000000002134952259	LM1T-ZQX	father	solo	6000000009232806925	9QXL-7LB	position
4	6000000002187582156	K8LH-9LJ	spouse	solo	6000000005598872880	KCZD-JKX	position
4	6000000002187588212	GP4C-ZB4	child	date	6000000006906517236	LYXN-DBC	born 986 vs 986
4	6000000002187588344	P6FM-YNR	child	date	6000000002043232552	LVNP-BKR	born 961 vs 961
4	6000000002187639901	P33V-QP9	spouse	date	6000000000769654031	LY2Z-QRH	born 969 vs 970
4	6000000002187684879	GJND-T72	child	date	6000000000469888989	KND9-P91	born 970 vs 970
4	6000000002187723026	MY4M-31D	spouse	solo	6000000001593972605	MKG4-RM3	position
4	6000000002187746905	GG3J-P4F	father	solo	6000000025915205161	G5K6-S12	position
4	6000000002187746913	LYKL-Q41	mother	solo	6000000025915205161	G5K6-S12	position
4	6000000002187747514	949J-59B	spouse	date	6000000002474813579	GCH5-SRC	born 1147 vs 1145
4	6000000002187757796	GP7D-L1Q	spouse	solo	6000000002434151612	LH73-QN3	position
4	6000000002187757944	L5JF-429	child	date	6000000010787155837	LYJ9-YCD	born 1217 vs 1217
4	6000000002187757956	GVQZ-Y17	child	date	6000000010787155837	LYJ9-YCD	born 1212 vs 1212
4	6000000002187757964	9CWP-B17	child	date	6000000010787155837	LYJ9-YCD	born 1201 vs 1201
4	6000000002187796480	G6WV-CVW	spouse	date	6000000002187588144	G2S2-CC2	born 1058 vs 1058
4	6000000002187796639	GVFD-1XK	spouse	date	6000000002187588144	G2S2-CC2	born 1040 vs 1040
4	6000000002187798578	P9CL-NJ7	child	date	6000000001756108202	9Q9Q-1Z3	born 1176 vs 1176
4	6000000002187805247	KN8W-2SG	child	date	6000000003645724700	L1WB-GXK	born 1003 vs 1003
4	6000000002187818470	GTZL-588	spouse	solo	6000000002187823667	GTHZ-Q4X	position
4	6000000002187823198	GX7J-CFV	child	name	6000000000125596647	LYRL-5JV	shared: manuel
4	6000000002187825115	GDZM-T65	child	date	6000000001827575240	9447-2N6	born 1132 vs 1132
4	6000000002187825122	PS16-J9K	child	date	6000000001827575240	9447-2N6	born 1136 vs 1136
4	6000000002187825129	G9MM-3RQ	child	date	6000000001827575240	9447-2N6	born 1134 vs 1134
4	6000000002187857670	GH7D-KPM	child	name	6000000001210444666	LJ4D-ZCK	shared: biota
4	6000000002187887511	LC37-ZD2	child	date	6000000003827294480	L8P6-YWQ	born 1095 vs 1095
4	6000000002187887560	GRZ3-8G5	child	name	6000000000945071204	GTMB-KSX	shared: adalbert
4	6000000002187887765	G7X3-579	spouse	date	6000000010480824449	LYH5-74F	born 1082 vs 1082
4	6000000002187947382	GMXZ-2CC	mother	solo	6000000008630635519	L198-LRM	position
4	6000000002187952983	LRSZ-ZLB	father	solo	3784382	LYJF-343	position
4	6000000002187952991	GW5S-HF8	mother	solo	3784382	LYJF-343	position
4	6000000002187997133	GTPQ-NYH	child	name	6000000006445909058	GS9N-DG4	shared: raoul
