geni_id,qid,wikidata_en,latin_name_count,first_latin_name,first_verdict,first_token_diff,best_latin_name,best_verdict
6000000012628266558,Q15970047,Albert Ellissen,2,Albert Hirsch Albert Ellissen,Geni is a superset,1,Albert Hirsch Albert Ellissen,Geni is a superset
6000000012634753101,Q106271708,Fujiwara no Yoshihime,1,Onshi Fujiwara,"overlap, half or more",-1,Onshi Fujiwara,"overlap, half or more"
6000000012643337565,Q19390458,Sten Willumsen Rosenvinge,2,Sten Willumsen Rosenvinge,identical,0,Sten Willumsen Rosenvinge,identical
6000000012644851646,Q639964,Harriet Howard,1,Elizabeth Ann Haryett,nothing in common,1,Elizabeth Ann Haryett,nothing in common
6000000012644882994,Q3059754,Eugène Bure,1,Eugene Alexandre-Louis Bure earl of Orx,Geni is a superset,4,Eugene Alexandre-Louis Bure earl of Orx,Geni is a superset
6000000012644990971,Q2833506,Alexandre Bure,1,Alexandre Louis-Ernest Bure comte Labenne,Geni is a superset,3,Alexandre Louis-Ernest Bure comte Labenne,Geni is a superset
6000000012645281432,Q276035,"Virginia Oldoini, Countess of Castiglione",2,Virginia Elisabetta Luisa Carlotta Antonietta Teresa Maria Oldoini Countess of Castiglione,Geni is a superset,6,"Virginia Oldoini, Countess of Castiglione",identical
6000000012645776373,Q43288811,Francesco Verasis Asinari! 6th Count of Castiglione,4,Francesco Verasis,Wikidata is a superset,-5,Francesco Verasis,Wikidata is a superset
6000000012646050867,Q3291732,"Marie-Clotilde-Elisabeth Louise de Riquet, comtesse de Mercy-Argenteau",2,Marie Clotilde Elisabeth Louise de-Riquet-de-Caraman-Chimay Comtesse de Caraman,"overlap, half or more",2,Marie Clotilde Elisabeth Louise de-Riquet-de-Caraman-Chimay Comtesse de Caraman,"overlap, half or more"
6000000012659412721,Q123239266,Sibylle of Narbonne,1,Sibilla de Narbona,nothing in common,0,Sibilla de Narbona,nothing in common
6000000012662692367,Q61910936,Elizabeth de la Pole,1,Elizabeth de la Pole,identical,0,Elizabeth de la Pole,identical
6000000012664983413,Q104702625,Elisabeth Hirsch,1,Elisabeth Mann,"overlap, half or more",0,Elisabeth Mann,"overlap, half or more"
6000000012665054684,Q104450160,Emma Eismann,1,Emma Mann,"overlap, half or more",0,Emma Mann,"overlap, half or more"
6000000012665068359,Q10371750,"Simão Gonçalves da Câmara, 1º Conde da Calheta",1,Simão Gonçalves da Câmara,Wikidata is a superset,-3,Simão Gonçalves da Câmara,Wikidata is a superset
6000000012675506071,Q104806871,Benno Jakob,1,Benno Jakob,identical,0,Benno Jakob,identical
6000000012675798491,Q104408657,Thekla Blumgart,1,Thekla Loeb,"overlap, half or more",0,Thekla Loeb,"overlap, half or more"
6000000012675966636,Q104806886,Ida Jakob,1,Ida Loeb,"overlap, half or more",0,Ida Loeb,"overlap, half or more"
6000000012676799787,Q105361735,Martha Lekisch,1,Martha Lekisch,identical,0,Martha Lekisch,identical
6000000012676866167,Q105361733,Lena Lekisch,1,Lena Lekisch,identical,0,Lena Lekisch,identical
6000000012676954262,Q105364678,Dr. Fritz Loeb,1,Friedrich (Fritz*) Leo Loeb,"overlap, under half",1,Friedrich (Fritz*) Leo Loeb,"overlap, under half"
6000000012691639866,Q359810,Lucius Caecilius Metellus,2,Lucius Caecilius Metellus,identical,0,Lucius Caecilius Metellus,identical
6000000012691883073,Q128046424,Gustaf Adolf Transehe-Roseneck,1,Gustaf Adolf Transehe von Roseneck,"overlap, half or more",2,Gustaf Adolf Transehe von Roseneck,"overlap, half or more"
6000000012692279296,Q107101893,Gaius Caecilius,2,Gaius Caecilius Metellus,Geni is a superset,1,Gaius Caecilius Metellus,Geni is a superset
6000000012693598635,Q316475,Gnaeus Cornelius Scipio Calvus,1,Gnaeus Cornelius Scipio Calvus Consul (222 BC),Geni is a superset,3,Gnaeus Cornelius Scipio Calvus Consul (222 BC),Geni is a superset
6000000012695246043,Q9609576,Amalric III de Narbonne,1,Amalric III de Narbonne vescomte de Narbona,Geni is a superset,2,Amalric III de Narbonne vescomte de Narbona,Geni is a superset
6000000012715403176,Q12282789,Quinctia,1,Quinctia Quinctius,Geni is a superset,1,Quinctia Quinctius,Geni is a superset
6000000012716425632,Q319273,Gaius Asinius Pollio,2,Gaius Asinius Pollio Asinius Pollio Consul of the Roman Republic,Geni is a superset,5,Gaius Asinius Pollio Asinius Pollio Consul of the Roman Republic,Geni is a superset
6000000012717251581,Q12285202,Lucius Quinctius,1,Lucius Quinctius,identical,0,Lucius Quinctius,identical
6000000012719173070,Q2292963,Pilia,1,Caecilia Pilea,nothing in common,1,Caecilia Pilea,nothing in common
6000000012724059159,Q5726308,Berenguela de Castilla,1,Berenguela de Borgoña infanta de Castilla y León,Geni is a superset,4,Berenguela de Borgoña infanta de Castilla y León,Geni is a superset
6000000012724604098,Q1796659,"Christina of Norway, Infanta of Castile",3,Christina Haakonsdatter Haakonsdatter av Tunsberg Princess Consort av Castilla,"overlap, under half",2,Christina Haakonsdatter Haakonsdatter av Tunsberg Princess Consort av Castilla,"overlap, under half"
6000000012724727290,Q6301465,Juana Núñez de Lara,3,Juana 'la Palomilla' Núñez de Lara,Geni is a superset,2,Juana Núñez de Lara,identical
6000000012726287042,Q100705761,Juan de Castilla,2,Juan de Borgoña infante de Castilla y León,Geni is a superset,4,Juan de Borgoña infante de Castilla y León,Geni is a superset
6000000012734207553,Q255410,Claudia Antonia,1,Claudia Antonia,identical,0,Claudia Antonia,identical
6000000012737710713,Q20202663,Mathilde de Hauteville,3,Mathilde de Hauteville of Sicily,Geni is a superset,2,Mathilde de Hauteville of Sicily,Geni is a superset
6000000012743369722,Q287503,Matilda of Holstein,3,Mechtild von Schauenburg-Holstein,nothing in common,0,Mechtild von Schauenburg-Holstein,nothing in common
6000000012756719203,Q112970869,Brita Sofia Strömberg,2,Brita Sofia Strömberg,identical,0,Brita Sofia Strömberg,identical
6000000012762842001,Q774986,Scribonia Magna,2,Scribonia Magna,identical,0,Scribonia Magna,identical
6000000012762929983,Q1233627,Marcus Licinius Crassus Frugi,3,Marcus Licinius Crassus Frugi,identical,0,Marcus Licinius Crassus Frugi,identical
6000000012767821466,Q100949097,Daniel Packard,1,Daniel Packard Sr.,Geni is a superset,1,Daniel Packard Sr.,Geni is a superset
6000000012773760294,Q239448,Pompeia Plotina,2,Pompeia Plotina Claudia Phoebe Piso,Geni is a superset,3,Pompeia Plotina,identical
6000000012773904209,Q12272328,Arria Fadilla,1,Arria Fadilla,identical,0,Arria Fadilla,identical
6000000012774218380,Q96372143,Thomas Graves,1,Thomas Graves,identical,0,Thomas Graves,identical
6000000012779155838,Q86751175,Margareta of Sagan,2,Margaretha von Sagan (Piast dynasty),"overlap, under half",2,Margaretha von Sagan (Piast dynasty),"overlap, under half"
6000000012801851579,Q191003,Carloman I,2,Carloman I,identical,0,Carloman I,identical
6000000012804365202,Q104450178,Margarete Eisner,1,Margarete Feodora Aron,"overlap, half or more",1,Margarete Feodora Aron,"overlap, half or more"
6000000012807329106,Q2915948,"Louis de Duras, 2nd Earl of Feversham",2,Louis de Durfort de Duras,"overlap, half or more",-3,"Louis de Durfort de Duras, 2nd Earl of Feversham, KG",Geni is a superset
6000000012827051549,Q10887787,Yu Dawei,1,David Yü,"overlap, half or more",0,David Yü,"overlap, half or more"
6000000012839208897,Q114746785,Frederick Burnham,2,Frederick Burnham,identical,0,Frederick Burnham,identical
6000000012839624384,Q5346722,Edwin Otway Burnham,2,Edwin Otway Burnham,identical,0,Edwin Otway Burnham,identical
6000000012852091278,Q223440,Lucius Junius Brutus,2,Lucius Junius Brutus Founder of Roman Republic,Geni is a superset,4,Lucius Junius Brutus Founder of Roman Republic,Geni is a superset
6000000012852760213,Q703389,"Baldwin IV, Count of Hainaut",8,Baldwin,Wikidata is a superset,-4,"Baldwin IV, count of Hainaut",identical bar case/diacritics
6000000012889712422,Q117311498,Amelia Chapman,1,Amelia Chapman,identical,0,Amelia Chapman,identical
6000000012919466084,Q75538331,Marie Désirée Eugénie Joséphine Philomène Bonaparte,2,Marie Désirée Eugénie Joséphine Philomène Bonaparte,identical,0,Marie Désirée Eugénie Joséphine Philomène Bonaparte,identical
6000000012920326878,Q21832848,Pompeo Di Campello,1,Pompeo di Campello,identical bar case/diacritics,0,Pompeo di Campello,identical bar case/diacritics
6000000012920390271,Q551885,Justinus van Nassau,2,Justinus van Nassau Dillenburg,Geni is a superset,1,Justinus van Nassau Dillenburg,Geni is a superset
6000000012920399929,Q33125609,Paolo Campello,2,Paolo Campello,identical,0,Paolo Campello,identical
6000000012926191787,Q497705,Jeonji,2,Jeon-Ji,nothing in common,0,Jeonji 18th King of Baekje,Geni is a superset
6000000012926214647,Q497796,Munju,2,Munju,identical,0,Munju,identical
6000000012926341055,Q497755,Biyu,1,Biyu 20th King of Baekje,Geni is a superset,4,Biyu 20th King of Baekje,Geni is a superset
6000000012926353143,Q497647,Chimnyu,1,Chimnyu 15th King of Baekje,Geni is a superset,4,Chimnyu 15th King of Baekje,Geni is a superset
6000000012926410105,Q497688,Asin,2,Asin,identical,0,Asin,identical
6000000012926533725,Q497601,Geunchogo,1,Chogo II 13th King of Baekje,nothing in common,5,Chogo II 13th King of Baekje,nothing in common
6000000012926682220,Q497625,Geungusu,1,Geungusu 14th King of Baekje,Geni is a superset,4,Geungusu 14th King of Baekje,Geni is a superset
6000000012927056989,Q497336,Giru,1,Giru 3rd King of Baekje,Geni is a superset,4,Giru 3rd King of Baekje,Geni is a superset
6000000012927117840,Q497364,Gaeru,1,Gaeru 4th King of Baekje,Geni is a superset,4,Gaeru 4th King of Baekje,Geni is a superset
6000000012927264812,Q497553,Biryu,2,Biryu,identical,0,Biryu,identical
6000000012927369766,Q497399,Chogo,1,Chogo I 5th King of Baekje,Geni is a superset,5,Chogo I 5th King of Baekje,Geni is a superset
6000000012927442010,Q497285,Onjo,1,Onjo 1st King of Baekje,Geni is a superset,4,Onjo 1st King of Baekje,Geni is a superset
6000000012927543862,Q497432,Gusu,1,Gusu 6th King of Baekje,Geni is a superset,4,Gusu 6th King of Baekje,Geni is a superset
6000000012927565778,Q497305,Daru,2,Daru Go,Geni is a superset,1,Daru Go,Geni is a superset
6000000012927584450,Q378502,King Dongmyeong of Goguryeo,1,Jumong 1st King of Goguryeo,"overlap, half or more",1,Jumong 1st King of Goguryeo,"overlap, half or more"
6000000012928028314,Q498412,Yuri,1,Yuri 2nd King of Goguryeo,Geni is a superset,4,Yuri 2nd King of Goguryeo,Geni is a superset
6000000012935935601,Q7326,Hernán Cortés,4,Hernán Cortés de Monroy Pizarro I Marquis of the Valley of Oaxaca,Geni is a superset,9,Hernán Cortés de Monroy Pizarro I Marquis of the Valley of Oaxaca,Geni is a superset
6000000012945250867,Q112892731,Antoinette de Rochechouart de Mortemart,1,Marie Antoinette Virginie de Rochechouart-Mortemart,"overlap, half or more",1,Marie Antoinette Virginie de Rochechouart-Mortemart,"overlap, half or more"
6000000012956621309,Q4222774,Tiberillus,2,Tiberillus? Infant son,nothing in common,2,"Tiberillus, infant son of Julia",Geni is a superset
6000000012961002090,Q5569990,Bengt Magnusson,2,Bengt Bengtsson (Folkungaätten),"overlap, half or more",1,Bengt,Wikidata is a superset
6000000012962735766,Q3808928,Johannes Canuti Lenaeus,2,Johannes Canuti Lenæus,"overlap, half or more",0,Johannes Canuti Lenæus,"overlap, half or more"
6000000012967251172,Q1147803,Zisi,2,Kong Ji,nothing in common,1,Kong Ji (Zisi),Geni is a superset
6000000012967305625,Q10108931,Kong Chuan,1,Kong Chuan,identical,0,Kong Chuan,identical
6000000012967326556,Q10944464,Kong Qian,1,Kong Qian,identical,0,Kong Qian,identical
6000000012967351909,Q22812620,Kong Bai,1,Kong Bai,identical,0,Kong Bai,identical
6000000012967668576,Q10944446,Kong Teng,1,Kong Teng,identical,0,Kong Teng,identical
6000000012967698299,Q10944385,Kong Qiu,1,Kong Qiu,identical,0,Kong Qiu,identical
6000000012967698304,Q22812621,Kong Ji,1,Kong Ji,identical,0,Kong Ji,identical
6000000012973947747,Q133502796,"Alberto del Gallo, marchese di Roccagiovine",1,Alberto del Gallo marchese di Roccagiovine,identical bar case/diacritics,0,Alberto del Gallo marchese di Roccagiovine,identical bar case/diacritics
6000000012977451127,Q107145520,Susannah Ross,1,Susannah Oldham,"overlap, half or more",0,Susannah Oldham,"overlap, half or more"
6000000012996575818,Q439138,García Fernández of Castile,4,García I 'el de las Manos Blancas' Fernández conde de Castilla,"overlap, half or more",6,García I 'el de las Manos Blancas' Fernández conde de Castilla,"overlap, half or more"
6000000012996575824,Q8263136,Ava of Ribagorza,2,Ava Argentina De Ribagorza,"overlap, half or more",1,Ava,Wikidata is a superset
6000000012996889204,Q509637,Sancho García of Castile,3,Sancho I 'el de los Buenos Fueros' García de Castilla conde de Castilla,"overlap, half or more",6,Sancho I 'el de los Buenos Fueros' García de Castilla conde de Castilla,"overlap, half or more"
6000000013003314172,Q1247876,Konstantinos Angelos,2,Constantine Angelos,"overlap, half or more",0,Constantine Angelos,"overlap, half or more"
6000000013005079391,Q447076,Synadene,2,Synadene,identical,0,Synadene,identical
6000000013006533184,Q15027569,Bohumil Bondy,2,Gottlieb Lazar Bondy,"overlap, half or more",1,Bohumil Karel Bondy,Geni is a superset
6000000013019190312,Q887899,"Hethum II, King of Armenia",2,Hethum II of Armenia,Wikidata is a superset,-1,"Hethum II, king of Armenia",identical bar case/diacritics
6000000013019348091,Q17301406,Guillem Ramon VIII de Montcada,1,Guillén Ramón de Moncada y Portocarrero VI duque de Camiña,"overlap, under half",4,Guillén Ramón de Moncada y Portocarrero VI duque de Camiña,"overlap, under half"
6000000013020632779,Q548798,Alexios Komnenos,2,Alexios Komnenos,identical,0,Alexios Komnenos,identical
6000000013020714401,Q16655135,"Isabelle of Antioch, Queen of Armenia",1,Isabelle of Antioch,Wikidata is a superset,-2,Isabelle of Antioch,Wikidata is a superset
6000000013020969246,Q126717816,Maria Komnene,1,Maria Komnene,identical,0,Maria Komnene,identical
6000000013022286973,Q354770,Adelaide of Brunswick,2,"Adelaide ""Irene"" of Brunswick",Geni is a superset,1,"Adelaide ""Irene"" of Brunswick",Geni is a superset
6000000013038759195,Q105942614,Hannah Judson,1,Hannah Hawkins,"overlap, half or more",0,Hannah Hawkins,"overlap, half or more"
6000000013049892117,Q16353629,Theodericus von Buxhoeveden,3,Theodericus (de Raupena von der Ropp),"overlap, half or more",3,Theodericus von Buxhoeveden,identical
6000000013054651337,Q888092,Leo III,1,Leo III King of Armenia,Geni is a superset,3,Leo III King of Armenia,Geni is a superset
6000000013061736107,Q96237447,Robert Stanley,1,Robert Stanley,identical,0,Robert Stanley,identical
6000000013063022415,Q124662702,Anna Smith,1,Anna Crossman,"overlap, half or more",0,Anna Crossman,"overlap, half or more"
6000000013071953708,Q2494512,Vladimir Olgerdovich,8,Vladimir Olgerdovich Gediminids,Geni is a superset,1,Vladimir Olgerdovich Gediminids,Geni is a superset
6000000013074309704,Q102162052,Esther Lugg,1,Esther Lugg,identical,0,Esther Lugg,identical
6000000013074320927,Q124662703,Thomas Crossman,1,Thomas Crossman,identical,0,Thomas Crossman,identical
6000000013074383699,Q124662707,Johanna Crossman,1,Johanna Leonard,"overlap, half or more",0,Johanna Leonard,"overlap, half or more"
6000000013093047464,Q61169,"Eberhard Ludwig I, Duke of Württemberg",1,Eberhard Ludwig von Württemberg Herzog,"overlap, half or more",-1,Eberhard Ludwig von Württemberg Herzog,"overlap, half or more"
6000000013103545024,Q134986348,Francisca de Toledo y Carrillo,1,Francisca de Toledo y Carrillo,identical,0,Francisca de Toledo y Carrillo,identical
6000000013104001240,Q134986333,Juana Suárez de Toledo señora de Gálvez y Jumela,1,Juana Suárez de Toledo señora de Gálvez y Jumela,identical,0,Juana Suárez de Toledo señora de Gálvez y Jumela,identical
6000000013134537528,Q2556461,Eli Terry,1,Eli Terry Sr.,Geni is a superset,1,Eli Terry Sr.,Geni is a superset
6000000013144176566,Q1364802,Gissur Ísleifsson,1,Gissur Ísleifsson Biskup i Skalholt,Geni is a superset,3,Gissur Ísleifsson Biskup i Skalholt,Geni is a superset
6000000013146763714,Q134986439,Inés de Guzmán y Córdoba VII marquesa de la Algaba,1,Inés de Guzmán y Córdoba VII marquesa de la Algaba,identical,0,Inés de Guzmán y Córdoba VII marquesa de la Algaba,identical
6000000013148151543,Q2598294,Reinoud van Brederode,2,Reinout Lancelotz van Veenhuysen,"overlap, under half",1,"Reinout van Brederode, heer van Veenhuizen","overlap, half or more"
6000000013154912119,Q116184496,Gräfin Ludovika von Hohenzollern-Hechingen,1,"Ludovica Friederike Ernestina von Hohenzollern-Hechingen Fürstin zu Lamberg, Landgräfin zu Leuchtenberg","overlap, half or more",6,"Ludovica Friederike Ernestina von Hohenzollern-Hechingen Fürstin zu Lamberg, Landgräfin zu Leuchtenberg","overlap, half or more"
6000000013155027604,Q324792,"Frederick Louis, Prince of Hohenzollern-Hechingen",1,Friedrich Ludwig von Hohenzollern-Hechingen 5'er Fürst zu Hohenzollern-Hechingen,"overlap, under half",2,Friedrich Ludwig von Hohenzollern-Hechingen 5'er Fürst zu Hohenzollern-Hechingen,"overlap, under half"
6000000013165819905,Q1238208,Peter Vivian Daniel,2,Peter Vivian Daniel,identical,0,Peter Vivian Daniel,identical
6000000013175352484,Q134985830,Claudio Pimentel de Quiñones,1,Claudio Pimentel de Quiñones,identical,0,Claudio Pimentel de Quiñones,identical
6000000013175648677,Q965246,Martín García Óñez de Loyola,1,Martín García Óñez de Loyola Gobernador de Chile,Geni is a superset,2,Martín García Óñez de Loyola Gobernador de Chile,Geni is a superset
6000000013182801838,Q1348795,Guillaume de Joyeuse,2,"Guillaume de Joyeuse seigneur de Saint-Didier, de Laudun, de Puyvert et d’Arques",Geni is a superset,6,"Guillaume de Joyeuse seigneur de Saint-Didier, de Laudun, de Puyvert et d’Arques",Geni is a superset
6000000013185230929,Q15060115,Benedict Hayum Salomon Goldschmidt,1,Benedict Hayum Salomon Goldschmidt,identical,0,Benedict Hayum Salomon Goldschmidt,identical
6000000013185465860,Q105450733,Henriette Wiener von Welten,1,Henriette Goldschmidt,"overlap, half or more",-2,Henriette Goldschmidt,"overlap, half or more"
6000000013185465874,Q1728051,Rudolf Wiener-Welten,1,Rudolph Paul Wiener von Welten,nothing in common,3,Rudolph Paul Wiener von Welten,nothing in common
6000000013196298916,Q110521883,Marguerite de Foix,2,Margarida de Fois vecomtessa consort de Gimont,"overlap, under half",3,"Marguerite de Foix, vicomtesse consort de Gimont",Geni is a superset
6000000013196422434,Q109557030,Mathe de Foix,3,Mata de Fois,"overlap, under half",0,Mathe de Foix,identical
