qid,geni_id,label
Q100778,6000000062442849870,Friedrich Nitzsch
Q100780109,1816792,Kaarlo Harteva
Q100780380,6000000013906567667,Aarne Wuorenheimo
Q100782680,6000000038194327231,Maximilian Narbeshuber
Q100783153,6000000034626630882,Jakob Jakobs
Q100784,6000000145925686822,Ernst Hasse
Q100784211,6000000000497670513,Otto Immanuel Appelberg
Q100784376,6000000186037517208,Léon Cambillard
Q100784691,6000000010807036704,Vytautas Pliura
Q100790,6000000030278892364,Emil Theodor von Wolff
Q100793992,6000000179065120834,Gertie Fröhlich
Q100800069,6000000077640012708,Igor Karpinsky
Q1008018,6000000075424933863,Dahui Zonggao
Q100802987,6000000009147625905,
Q100805931,6000000172393128942,Siegfried Bumke
Q1008163,6000000183177283831,József Garam
Q1008454,6000000105866692829,Ferenc Gassi
Q10085,6000000181517699822,Tina Maze
Q100855,6000000039912165046,Wilhelm Fucks
Q1008673,6000000035441229753,Paul Dougherty
Q1008732,6000000092322211882,Jenő Gaál
Q100874153,6000000004214167623,John Wilson
Q100876879,6000000014563216005,
Q100884993,6000000004647006743,Romul Aleksandrovič Prendel'
Q100895765,6000000064924693058,Emil Konrad
Q1008988,6000000175192055821,Giorgio Pressburger
Q100900466,6000000039844221026,Julius Adam
Q1009080,6000000007718860303,Sári Gencsy
Q1009260,6000000195818067879,István Genthon
Q100928826,6000000056330095367,Wilhelm Wolf
Q100930000,6000000030271804990,Cedi Muir
Q100931,6000000077101522973,Burchard Suhm
Q100936492,6000000009413340565,Nancy Dumont
Q100936872,6000000000439469271,Newton Collins
Q100938858,6000000016542420569,Ignaz Abeles
Q100939,6000000072180063959,Erwin von Helmersen
Q100940255,6000000151669039854,Alexander Werner
Q100942,6000000041012038069,Erwin Bumke
Q1009426,6000000002678761308,Bungaree
Q100948,6000000015677576803,Rachel Carson
Q100956903,6000000039080684146,Albert Říha
Q100964860,312528334140002420,Shmuel Avivi
Q100964973,6000000160110289822,Esko Kähkönen
Q100964999,6000000064297784867,Porter Hoagland
Q1009679,6000000183883070835,Péter Gerecze
Q100968238,6000000077821097789,Pehr Wahlström
Q100968576,6000000076929574113,Axel Krause
Q100980083,6000000025220667496,Elsa Finsterhölzl
Q100981015,6000000078632164945,Árpád Sebes
Q100983607,6000000002797447319,Märta Starnberg
Q1009876,6000000031953755970,Gyula Gerlóczy
Q100988067,6000000009543982996,Augustus Fitz Randolph Taylor
Q100988071,6000000002524102983,Karl Konstantin Fieandt
Q100988081,6000000065637008045,Väinö Kolhonen
Q100988152,6000000096230393105,William Hopkins Leupp
Q100989137,6000000002764934886,Alisa Stadler
Q100990634,6000000000316645702,Jarl Bjelke
Q1009918,6000000143186128856,Brunello Rondi
Q100995962,6000000047558005905,Anthony Quinton Keasbey
Q100997673,6000000003227877608,Erik Cederberg
Q100997700,6000000007846636259,Raimu Aas
Q100997794,6000000046225348778,Johan Peter Wallin
Q100997866,6000000222177459960,Robert van Asten
Q100997901,6000000150902293946,Márton Sarlós
Q1009986,6000000027129491250,József Geréb
Q100998620,6000000016010875305,"John ""the cooper"" Pierce, of Dorchester"
Q1010014,6000000079023226324,Ödön Gerő
Q101003185,6000000124635814946,Gunnar Lindgren
Q101003483,6000000086171601944,Mária Dobosi-Pécsi
Q1010090,6000000178602794832,Giorgio Simonelli
Q101010841,6000000069699383833,Wäinö Sarviala
Q1010255,6000000090982786902,Giacomo Durando
Q1010366,6000000075597000846,Samu Giczey
Q1010386,6000000088304353844,Bonifác Gidró
Q101042099,6000000176810926864,Tobia De Angelis
Q1010446,6000000077588908325,Gil Andersen
Q101045634,6000000083120928067,Alexander Weisz
Q101045967,6000000012367985981,Oskar Weltmann
Q101049210,6000000109638322828,František Marek
Q101050653,6000000038186292995,Franz Werndl
Q1010577,6000000020959021583,Buren R. Sherman
Q101061,6000000004097627941,Anton von Aretin
Q1010628,6000000141081933939,Giovanni Battista Niccolini
Q101063554,6000000008100506594,Louis Bauer
Q101063558,6000000034242149921,Rudolf Brüll
Q101063561,6000000017487819169,Wilhelm Dannhauser
Q101063562,6000000027211110509,Theodor Elkan
Q101063775,6000000073547172837,Juho Kemppainen
Q101063791,6000000001052884904,Arvid Thorsten Birger Genetz
Q1010644,6000000145256146822,Giovanni Galeati
Q101064615,6000000005441098005,Daniel Bremer Juell Koren
Q101064944,6000000187431712850,Charlbi Dean
Q1010676,6000000145559584822,Giovanni Sabelli
Q101068122,6000000030916887852,Quirijn Johan van Swinderen
Q101069559,6000000064668981907,Helene Bader
Q101069598,6000000008667824494,Liselotte Frankl
Q101069625,6000000065467084194,Ruth Neuberger-Donath
Q101070057,6000000039493239300,Peter Albert Benum
Q101075,6000000025525390783,Hans von Bodeck
Q101077878,6000000007929074276,Ruth Ben-Ishai
Q101078220,6000000023909808353,
Q101080105,6000000051720767836,John Francis
Q101088901,6000000048875922839,Fritz-Philipp Schmidt
Q101092116,358558513570002298,
Q101094873,6000000133718772822,Aimo Lahti
Q101096066,6000000013080561859,Johan Bergwall
Q101096080,6000000061213334897,Helena Pejsková
Q1010961,6000000078996578429,Oszkár Glatz
Q101096163,6000000129661685041,
Q101096385,6000000008781418010,Alice Lehndorff-Stauber
Q101103301,6000000016176358921,Samuel Ziervogel
Q101109248,6000000034931198419,Bogdan Mikułowski
Q101109377,6000000002995226961,Remigian Konstanty Lasocki
Q101111795,6000000020920483304,Hilde Kramer-Krampflitschek
Q101112448,6000000019127561320,
Q101112654,6000000027861463964,
Q101112702,6000000012210780327,Josefine Stross
Q101114602,6000000067619959868,Alma Adler
Q1011173,5595488667650086860,Róbert Glósz
Q1011180,6000000180101131841,Frigyes Glück
Q101120800,6000000161699173834,David Andahl
Q101129,6000000037107520272,Conrad Hommel
Q1011360,6000000068763242877,Ödön Gohl
Q101136890,6000000183860038875,Kathy Manning
Q101137749,6000000018973744516,Dagne Arnung
Q101156469,6000000181642252829,Mary Jane Bode
Q101157,6000000010187113104,Georg Wiegner
Q1011795,6000000024181318321,György Gonda
Q1011805,6000000146030613843,László Gonda
Q1011810,6000000128075688821,László Gonda
Q101204503,6000000012933355845,Donald Beckford
Q101205824,6000000021413190991,George Wilbur Meyer
Q101208327,6000000036514105535,Cyprian Bloomfield
Q101209011,6000000000969317869,Clifton Cawley
Q101209114,6000000103830669154,
Q101214375,6000000004080146786,August Artur Jusélius
Q101220015,6000000005788394196,Max Adolf Westen
Q101228422,4460789608270126892,Cecil De Cordova
Q101229411,6000000107257874095,Bedřich Frankl
Q101231257,6000000006127705798,Carl Fredrik Lood
Q101235270,6000000056172167840,Theodor Abrahamsen
Q101236677,6000000009126978238,Karl Marstrand Mechlenburg
Q101236812,6000000028902747870,Nicoline Blidberg
Q101236853,6000000136267988821,Louise Schenström
Q101239281,6000000042015507506,François Jobin
Q101242347,6000000034253790901,Hugh Fuller
Q101243564,6000000003023506633,Sigfrid Kullhem
Q101243566,6000000001980151550,Viktor Konsin
Q101247319,4420893,Claus Røyem
Q101248842,6000000179806399850,Miroslav Sirotek
Q101249102,6000000053808708063,Markéta Krausová
Q101252301,6000000020880787655,James Zaccheus Gilbert
Q10125270,6000000075481396885,Sun Sigong
Q10131,4548886,Francisco Varallo
Q101328271,6000000019141946732,Robert Marley
Q101334,6000000178392621874,Georg Friederici
Q101348,6000000053117629928,Julius Kaftan
Q101363,6000000002906143441,Alexander Erskein
Q101367,6000000034763755821,Joseph Aloys August Partsch
Q101388947,6000000028984824892,Alvar Högbom
Q101399295,6000000151396030824,Fanny Munró
Q101402,6000000149841728967,Friedrich Bernhard Gottfried Nicolai
Q101402592,6000000176267599906,Hiram Meikle
Q101403691,6000000046139177821,Joseph Mullings
Q101409544,6000000024333113031,Jens Stoud
Q101413226,6000000011578727560,Jørgen Müller
Q101416952,6000000002783840207,Anna Winge
Q101419316,6000000108377464878,Jaroslav Herkloc
Q101420740,6000000179593743826,James A. Lindsay
Q101421474,6000000002739518121,Henriette Wulfsberg
Q101422150,6000000021829229447,Hildegard Deland
Q101422228,6000000172742428049,Mia Grape
Q101422239,6000000042150297961,Ragnhild Spånberg
Q101426543,6000000078067090198,Marian Jednowski
Q101435452,5337867692390024164,Hilda Reiman-Poom
Q101439222,6000000021568159484,Mario Quirós Sasso
Q101441489,6000000179080389860,Ruth Williams Cupp
Q101442,6000000086019403537,Franz Volkmer
Q101444610,6000000131526021859,Viktoras Vizgirda
Q101451,6000000067079348948,Christoph Emanuel von Schimonsky-Schimoni
Q101463,6000000062352034844,Ferdinand Franz Wallraf
Q101473,6000000078165153554,Franz Xaver von Andlaw-Birseck
Q101480405,6000000036342719843,Leonard Machlis
Q101485483,6000000019662017335,Eunice Cushing
Q101489,6000000005028751682,Abraham Michalski
Q1014899,6000000075502551864,Yongming Yanshou
Q101491,6000000126693312836,Johann Christian von Quistorp
Q101495233,6000000069490441897,Disa Holberg
Q1015006,6000000017278960560,Burghard Breitner
Q1015016,6000000105358039859,Burghard Vossen
Q101513,6000000174512355253,Clara Nordström
Q101513594,6000000024672636278,Johan Ihre
Q101514,6000000124447074852,Franz Xaver von Gietl
Q101540,6000000076671099816,Clemens Graf von Waldburg-Zeil
Q101541879,6000000008630743074,Barbara J. Hutchinson
Q101542082,6000000140209740990,Jan Kořínek
Q101542885,6000000012666867948,Halina Drohocka
Q101547658,6000000177567488900,Adorján Magyar
Q101552320,6000000178951445936,August Czapka von Winstetten
Q101568120,6000000024101574181,Audrey J. Walton
Q101568789,6000000032147721032,Vilmos Kőnig
Q101574071,6000000015809136108,Florian Ficker
Q101574095,6000000029530317829,Hugo Paul von Henriquez
Q101574143,6000000064366458867,Richard Klunzinger
Q101574148,6000000064786353853,Friedrich von Kulmer
Q101579829,6000000061894183821,Stanisław Poniński
Q101580064,6000000018614090992,Adam van Westerwolt
Q101583487,6000000195339293830,Henri Julius Lion
Q101583701,6000000006277523382,Einar Ossian Schauman
Q101598543,6000000183383671517,Alois Blecha
Q101598618,6000000114006508942,František Lhotský
Q101599019,6000000119525136245,Zikmund Feldmann
Q101628083,6000000113733989534,Alphons Mosmans
Q101628095,6000000186960901848,Jan Johan Oyevaar
Q101628108,6000000085648384887,Albert Mosmans
Q101630223,6000000010611983750,Johann Theodor Zerner
Q101633413,6000000012653263356,Theodor Zerner
Q101644720,6000000083544676070,Lipót Kondor
Q101655,6000000042020218471,Philipp Gerlach
Q101660,6000000017607087402,Kurt von Tepper-Laski
Q1016606,6000000013649052812,Burleigh Grimes
Q1016893,6000000042287871907,Burr W. Jones
Q101715,6000000024503092054,Jesco von Puttkamer
Q1017185,6000000036697884397,Burwell Boykin Lewis
Q101732,6000000025055730453,Oscar Levy
Q101746,6000000010303325941,Herman N. Neuberger
Q101759185,6000000018660722316,Onni Tawaststjerna
Q101771564,6000000000875010601,Fritz Rydgård
Q1017767,6000000021867691983,Buster Ramsey
Q101781016,6000000003430141620,Charlotte Weber
Q101781718,6000000063532372885,Johan Eijkman
Q101783613,6000000205782820940,Leonardus Sebastianus van Egeraat
Q1017855,6000000053400080979,Butch Trucks
Q101827457,6000000093034743932,Ernst von Petersdorff
Q101839,6000000039672008531,Paul Albert
Q10184707,6000000075414586929,Song Xi
Q101854,6000000077101956350,Frederick W. von Egloffstein
Q1018587,6000000028923036091,Byrom Bramwell
Q1018623,6000000012674318235,Byron M. Cutcheon
Q1018634,6000000011125629834,Byron Zappas
Q101864,6000000028107548073,Joseph Anton Gall
Q101878,6000000036900167010,Friedrich Griese
Q101914332,6000000056599222069,Émile Villiers de L'Isle-Adam
Q101916,6000000031362513868,Friedrich von Weech
Q101917,6000000019120275490,Paul von Hoensbroech
Q101933,6000000124816719875,Eduard von der Hellen
Q101942,6000000044467312871,Paavo Nurmi
Q1019437,6000000036244906134,Béla Tardos
Q101946,6000000038548437270,Henriette Goldschmidt
Q1019571,6000000007760875127,Bólu-Hjálmar
Q101973204,6000000139984810153,Sally Alebarda
Q102016,6000000072733885314,Aaron Tänzer
Q102017,6000000007902804507,Leopold Schwarzschild
Q102017375,6000000052488326833,Luis Morondo Urra
Q102027392,6000000181924836811,Owen Pilgrim
Q102042370,6000000008771272069,Ingeborg Zernin
Q102045786,6000000000787151221,Karl Elias
Q102046756,6000000000001709263,Karl Wilén
Q102046822,6000000010094871443,Jerome Berg
Q102047327,6000000029264708142,J. Warren Stehman
Q102047625,6000000006784151264,Ildikó Puskás
Q102051019,6000000006911463055,Ellison Hatfield
Q102054,6000000030912708030,Theodor des Coudres
Q102063859,6000000034871338079,Ludwig Bendiener
Q102063867,6000000002765702365,Markus Fischer
Q102063880,6000000101453782833,Emil Kleiner
Q102063902,6000000013339020182,Julius Reach
Q102063904,6000000019005318444,Klára Schönbergerová
Q102063933,6000000014717115777,Oskar Winterberg
Q102072202,6000000096666684948,Vojtěch Novotný
Q102073,6000000172755260824,Rudolf Karlowa
Q102075851,6000000085118273750,Lison  Frandin
Q102076019,6000000016525115557,Luigi Erba Odescalchi
Q102076171,6000000028537248006,Iginio Fuga
Q102076946,6000000000714809084,Julião de Oliveira Lacaille
Q102077384,6000000035922924160,Samuel Silver
Q102077794,6000000025825695689,Rosa Økland
Q102079564,6000000081866842355,Lawrence Goodman
Q102079657,6000000001357900743,Jervie Henry Eastman
Q102080445,6000000043941711216,David Speiser
Q102082705,6000000011546925263,Włodzimierz Aleksy Józef Skórzewski
Q102110195,6000000095603501822,Néstor Marcelo Riviere
Q102110423,6000000002045253284,Károly Kecskeméti
Q102110462,6000000012861839786,Henry Blumberg
Q102117971,6000000173476404845,Jan Blaton
Q102121546,6000000017452694612,Chester Bird Baker
Q102122759,6000000079226249927,Friedrich Stadler von Wolffersgrün
Q102124069,6000000082849170961,Vladimir Rittenberg
Q102127898,6000000016147085650,Achilles d'Orville
Q102128169,6000000004051490175,"Leslie D. Gates, Jr."
Q102136,6000000067008166821,Hermann von Stein
Q102143219,6000000022809639234,Sándor Karsai
Q102146,6000000033945516600,Ulrich Dibelius
Q102146697,6000000199829946827,Werner Riesenfeld
Q102147,6000000002361930972,Erich Kuttner
Q102148790,6000000039330834404,Heinrich Zimmerberg
Q102152491,6000000166074690822,Hiram Willey
Q102156210,6000000000414138899,Jakob Grommer
Q102157047,6000000026715804492,Simon Herold Lachenbruch
Q102157390,6000000031723756121,Franz Karpe
Q102157508,6000000035154740576,Ebenezer Cook
Q102159,6000000006177180111,Kurt Vyth
Q102159265,6000000000490361547,John Naas
Q102160155,6000000071660020867,Frank Pearce
Q102162346,6000000003243262778,Joan Beach
Q102162405,6000000005788002367,Franz Stephan
Q102163178,6000000027616781502,Gabriel Grabowiecki
Q102166515,6000000001214364094,William Leonard Zlot
Q102166632,6000000041909286518,Merle D. Guay
Q102171407,6000000212420051828,Göran Björck
Q102178948,6000000026814263067,Artur von Osterroth
Q102180899,6000000011731218838,Rudolf von Leyden
Q102181474,6000000169357870182,Mats Linnman
Q102182720,6000000003073486241,Morris J. Garber
Q102183792,6000000037486147388,Radoslav Glavaš
Q102184987,6000000046565994082,Frederick Ellis Alzofon
Q102185462,6000000006589788027,Normann Blandehoel
Q102186487,6000000219022268881,Pauline Leren
Q102186900,6000000085371448834,Marian Taczak
Q102187885,6000000015913286624,Pauli Sander
Q102188,6000000053759429973,Arnold Berliner
Q102188148,6000000169639478890,Peter Treuenfels
Q102190017,6000000004335352050,Paul S. Herwitz
Q102191284,6000000046609425649,Arthur Hoerl
Q102191491,6000000018123792819,Herbert Coleman Whitaker
Q102192805,6000000000453611859,Pál Csillag
Q102192907,6000000040987586953,Leroy Archibald MacColl
Q102195777,6000000001406770663,Roland Schinzinger
Q102196634,6000000031970111868,Norman Malmuth
Q102198662,6000000176542739845,Morton Kramer
Q102200410,6000000068758310877,Alice Matzdorff
Q102206908,6000000004534618521,Vasant P. Bhapkar
Q102213122,6000000037754879407,Paul Nève
Q102216721,6000000179818812836,Ferdinand von Bleul
Q102220905,6000000009739561734,Salomon Levi van Oss
Q102220946,6000000050151954232,Hugo Schaumberger
Q102221866,6000000000304991030,Werner Siegbert Baer
Q102226339,6000000002413374633,Miloš Radojčić
Q102227647,6000000172527850070,František Rašín
Q102227681,6000000054524055245,Rafael Ogrin
Q102229192,6000000011390787781,
Q102230752,6000000017859492753,Charlotte Frischauer
Q102232,6000000010170101574,Anthon von Ditfurth
Q102232663,6000000023978337930,Branko Červar
Q1022375,6000000032580979617,Jan Gonda
Q102238493,6000000168816051847,Joel Carle Whitehouse Rogers
Q102240360,6000000108608741830,Józef Krause
Q102242087,6000000009700696145,Abraham Tachauer
Q102244650,6000000014925362286,Marie Rosenthal
Q102247844,6000000036845147455,Agda Halldin
Q102250,6000000014421103891,Peter Agre
Q102250757,6000000171834716873,Boris Kahn
Q102253767,6000000174855385215,Márton Káldor
Q102254151,6000000002300940208,Petr Hrubiš
Q102260712,6000000001889374722,Silberstein Emanuel
Q102266122,6000000066693923862,Daniel John Leech
Q102275,6000000056747907984,Maja Classen
Q102280111,6000000025500803240,Gyula Kiszely
Q102281596,6000000114797471035,Marta Wolff
Q102282170,6000000021700957274,Tomás López Sellés
Q102282479,6000000057992208839,Věra Hájková-Duxová
Q102286792,6000000052742373873,Ernst Jacobsson
Q102286831,6000000075662810942,Imre Lukács
Q102287992,6000000014424262705,Andrey Punin
Q102291,6000000013306557601,Francis William Aston
Q102295,6000000022558850341,Louis Waldenburg
Q102301488,6000000180998764944,Matylda Pešková
Q102303103,6000000002288818682,James McGregor
Q102305034,6000000011229354488,Nils Jacobsson
Q102310304,6000000009380724900,Johannes Hermanus van der Merwe
Q102311664,6000000194723173827,Johannes Willem de Roever
Q102313274,6000000078769232900,Hendrik Gerrit Cannegieter
Q102314219,6000000207420136838,Geert Dick van Albada
Q102315493,6000000070330863942,Johan Hendrik Greidanus
Q102320,6000000022864098034,Franz Matt
Q102323499,6000000068879028911,John Laufer
Q102326204,6000000023140744935,Svein Olav Glesaaen Nyberg
Q102331,6000000016699337682,Sócrates
Q102331299,6000000057294700297,Tommaso d'Avalos
